ID,POLONAIS,HINDI,INTERVAL
3604,gąsienica,कमला,82
13395,kolor,रंग,12
14299,ii,द्वितीय,6
6432,fluorescencyjny,फ्लोरोसेंट,62
8098,odebrać,पिक अप,55
5646,fundamentalista,कट्टरपंथी,65
7657,monmouth.,मॉनमाउथ,59
6716,gruszka,नाशपाती,64
3855,pavlov.,पावलोव,83
7755,eureka.,यूरेका,59
9495,astronom,खगोल विज्ञानी,29
12805,latać,उड़ना,12
5618,piszczałka,मुरली,72
8729,devon.,डेवन,51
9196,sioux.,सिऔक्स,48
10626,cytrynowy,नींबू,37
14086,wojskowy,सैन्य,10
5602,nazwa pliku,फ़ाइल का नाम,71
9189,folarz,कपड़ा साफ करनेवाला,48
14142,okres,अवधि,8
10131,schylać się,झुकना,38
12613,afd.,एएफडी,22
13354,starożytny,प्राचीन,14
7394,homar,झींगा मछली,61
277,sedans.,सेडान,47
6248,klika,गिरोह,65
12742,uzbrojony,हथियारबंद,12
12856,agencja,एजेंसी,15
1531,burżuazja,पूंजीपति,94
7695,astronauta,अंतरिक्ष यात्री,51
13769,zrozumienie,समझ,9
11543,tęcza,इंद्रधनुष,30
480,monomer,मोनोमर,96
3176,eskalujący,बढ़ते,38
6700,slurs.,मानहानि,54
11869,piekarz,बेकर  नानबाई,28
10315,piasek,रेत,33
5630,wybitnie,ध्यान से देखने से,23
11235,wyłącznik,निकाल देना,21
8681,bs.,बी एस,52
6991,popłoch,भगदड़,61
3363,dyktatorzy,तानाशाहों,40
6317,fotosynteza,प्रकाश संश्लेषण,68
7603,embargo,घाटबंधी,57
3790,rowerzysta,साइकिल-सवार,56
9662,eiffel,एफिल,45
11584,churchill.,चर्चिल,31
11593,chrześcijaństwo,ईसाई धर्म,12
4822,radny miejski,उर्ननग रपाल,77
5460,pam,पाम,73
2051,fortyfikacja,दुर्ग,63
5942,tyrone.,टाइरोन,70
9565,betty.,बेट्टी,46
7442,tor wyścigowy,दौड़ का मैदान,61
10184,neon,नीयन,41
3837,cag.,सीएजी,83
8096,obwód,परिमाप,56
7683,patel.,पटेल,59
2021,fluorek,फ्लोराइड,79
13838,nowy,नया,6
1857,strój,परिधान,93
11914,birmingham.,बर्मिंघम,28
9322,na wolnym powietrzu,घर के बाहर,43
8673,estoński,एस्तोनियावासी,49
798,porcelana,चीनी मिटटी,98
3804,aspiryna,एस्पिरिन,83
13340,skala,स्केल,14
13899,dużo,अधिकता,8
11468,pręt,छड़ी,30
12592,dzieje,अधिनियमों,9
2424,herby.,हर्बी,90
2384,liszt.,लिज्त,90
13239,brazylia,ब्राज़िल,16
6961,hepburn.,हेपबर्न,63
1795,dziedziczny,अनुवांशिक,93
5997,stein.,बीर पीने के लिये मिट्टी का प्याला,69
13178,długość,लंबाई,15
14440,książka,किताब,9
2591,filmy dokumentalne,वृत्तचित्र,31
12609,tysiąc,हज़ार,22
14114,ja,मुझे,5
8000,pokojowy,शांतिमय समय,57
5404,kv.,के। वी,74
7046,kraina czarów,वंडरलैंड,63
13999,linia,रेखा,8
10958,remnants.,अवशेष,29
6402,babel.,कोलाहल,67
7896,roztrzaskany,बिखर,51
3635,odtajlany,अवर्गीकृत,84
5116,comp.,कंप्यूटर अनुप्रयोग,75
1063,ultima.,हद दर्जे का,96
4781,syberia,साइबेरिया,78
10946,duma,गौरव,36
6195,pudel,पूडल,67
5169,rozpoznawalny,पहचानने योग्य,73
12359,chad.,काग़ज़ का टुकड़ा,24
10695,leonardo.,लियोनार्डो,38
4076,dowd.,डॉवड,82
13970,zrobił,किया,5
1148,nudibranch.,नुडिब्रांच,96
10755,uczciwy,ईमानदार,37
7230,outback.,आउटबैक,62
8922,jehowa,यहोवा,50
385,alberich.,अल्बेरिच,100
4838,walla.,वाल्ला,77
6680,banialuki,ठगना,65
11737,ft.,फुट,29
325,harrycane.,हार्कन,100
3407,sekwoja,लाल लकड़ी,82
8023,najważniejszy,आला दर्जे का,57
9051,eutanazja,इच्छामृत्यु,50
7159,zmęczenie,थकान,59
14399,biały,सफ़ेद,10
8789,dora.,डोरा,51
13661,środkowy,मध्य,12
10683,jeż,कांटेदार जंगली चूहा,38
13525,widoczny,दृश्यमान,12
10120,kaliber,बुद्धि का विस्तार,39
2544,nierówny,असमतल,89
8234,oparty,झुकाव,42
7821,kabała,साज़िश,57
10114,landwehr.,लैंडवेर,41
7375,nieskuteczny,अप्रभावी,58
8792,zeus,ज़ीउस,51
3169,transferase.,ट्रांसफेरेज़,87
10312,ign,आईजीएन,40
8778,koks,कोक,51
5864,inwestorzy.,निवेशकों,62
12964,pominięcia,चूक,18
7900,łokieć,कोहनी,55
14279,linie,पंक्तियां,8
12300,dysydent,मतभेद करनेवाला,24
13979,znaleziony,मिला,6
2538,lieu,एवज,89
12685,samolotowy,हवाई,21
1602,anglikanizm,एंग्लिकनों,40
10041,astronomia,खगोल,42
1062,ekologicznie,पर्यावरणवाद,31
445,peebles.,पेबल्स,100
14089,rozpoczął się,शुरू किया,9
5175,lacey.,लेसी,75
9276,pluśnięcie,छप छप,47
5950,dunaj,डेन्यूब,70
1830,thylacyna,थाइलेसिन,93
2085,spadochroniarz,पैराट्रूपर,48
3274,drzazga,किरच,79
8929,nazizm,फ़ासिज़्म,50
10344,dieta,आहार,38
10265,obserwacje,टिप्पणियों,12
11147,rosa.,रोज़ा,34
5375,poświęcony,बलिदान,67
10787,średniowieczny,मध्यकालीन,37
10861,sternik,कॉक्स,36
13107,dramat,नाटक,17
315,samotnik.,अविवाहित,100
4740,mather.,मैथर,78
2139,sytuacja,वचन,92
11151,kongo,कांगो,34
1166,transseksualizm.,ट्रांससेक्सुअल,88
12212,colin.,कॉलिन,25
3196,isl.,आइएसएल,32
9078,miejsce docelowe,गंतव्य,37
11046,historycy,इतिहासकारों,26
11443,nicholas.,निकोलस,32
8727,bt.,बीटी,52
12913,wiersz,पंक्ति,18
5765,bk.,बीके,71
8861,muślin,टिफ़नी,51
7196,arcybiskup,मुख्य धर्माध्यक्ष,59
9348,dantez,डांटे,47
10122,występuje,होता है,11
4239,iglesia.,इग्लेसिया,81
10129,realizowany,एहसास हुआ,22
7834,sylvia.,सिल्विया,58
6651,wylot,आउटलेट,45
7850,okrucieństwa,अत्याचारों,53
13556,królewski,शाही,12
9670,synteza,संश्लेषण,45
5973,mater.,मेटर,70
9634,tel.,टेलीफोन,45
4025,tablet,गोली,66
6771,latarnia,लालटेन,62
1863,rgodę,रग,93
10348,drobiazgowy,क्षुद्र,40
2765,smyrna.,स्मरना,88
7244,odin.,ओडिन,62
11366,czarter,चार्टर,30
2496,katana.,कटाना,89
4773,sardar.,सरदार,77
453,gatunek,अन्तराम,100
14255,sity,चर्चाएं,100
9081,tanzania,तंजानिया,49
8577,niewidzialny,अदृश्य,50
8636,rosomak,wolverine,31
11963,przeciwnicy.,विरोधियों,21
7620,jednomyślny,एकमत,44
845,nadmiar,भरमार,96
10725,głośny,जोर,37
9981,września,घराना,42
4559,coker.,कोकर,79
11400,warner.,वार्नर,32
3929,parasangi.,परसांग,81
14263,t,टी,5
6684,kontrad,प्रतिवाद,65
8810,pol,पोल,51
4849,diaspora.,प्रवासी,77
1448,ting.,टिंग,83
7449,rees,के लिए rees,56
7892,sprzymierzyć,मित्र,18
7272,płacz,रोना,31
12314,codziennie,रोज,24
10195,kirby.,किर्बी,41
2660,najbogatszy,सबसे अमीर,89
2430,akordeon,अकॉर्डियन,89
14186,zajęty,लिया,8
2573,shoaler.,शोलर,89
9625,geometria,ज्यामिति,45
11595,zsrr.,सोवियत संघ,30
6102,małż,क्लैम,69
11681,parafia,बस्ती,29
268,neapolitan.,नियपोलिटन,99
11515,gr,जीआर,31
3128,mh.,महाराष्ट्र,87
12956,coroczny,वार्षिक,17
165,działać na,पर कार्यवाही,100
9146,termin ostateczny,समय सीमा,48
10053,ponton,बड़ा जहाज़,42
6243,nomenklatura,नामपद्धति,68
3192,stricter.,सख्त,87
8880,osło,ओस्लो,51
755,kike.,किइक,98
12926,bogaty,धनी,18
2141,gatling.,गेटलिंग,92
10887,frederick.,फ्रेडरिक,36
9097,jodek,योडिद,49
12123,sr.,एसआर,26
11666,kradzież,चोरी होना,30
13279,iii.,तृतीय,15
13023,granica,बॉर्डर,15
1986,niedodowłosa,बिना फटे,92
3256,bier.,जंगली गुलाब,84
2792,turbosprężarka,टर्बोचार्जर,88
1613,ceylon.,लंका,94
12450,kaczka,बत्तख,19
8529,łupkarz,कड़ा आलोचक,53
1479,cagayan.,कैगयान,94
3918,gideon.,गिदोन,83
9128,bajty,बाइट्स,43
13470,flaga,झंडा,12
12260,panda,पांडा,25
13124,szturchać,ठेस,17
10323,przelew krwi,तिकोना कपड़ा,38
8653,dostosowanie,अनुकूलन,31
6944,zniesiony,समाप्त किया,57
8127,śpiewacy,गायकों,18
2245,pionek,प्यादा,75
9406,bp.,बीपी,46
4532,upamiętniający,के उपलक्ष्य,28
13788,analiza,विश्लेषण,11
10080,klif,क्लिफ,39
14143,otwarty,खुला,8
6737,mordecai.,मोर्दकै,65
10456,trawka,घास,39
42,wzrost,डील-डौल,100
10833,emiraty,अमीरात,35
14036,dom,घर,7
4887,deluxe.,डीलक्स,77
6267,chłop,किसान,51
1804,klepka,डंडे,73
5299,złe prowadzenie się,दुराचार,74
7127,weys.,वेस,62
10650,asterion.,एस्टियन,38
11075,idaho.,इडाहो,35
13992,na podstawie,आधारित,8
13166,pociąg,रेल गाडी,10
10369,algebra,बीजगणित,38
279,festa.,फेस्टा,100
4263,herc,हेटर्स,81
8995,saga,कथा,50
273,rem.,आरईएम,99
9388,honolulu,होनोलुलु,47
1275,kn.,के.एन.,95
13650,prawny,कानूनी,8
7875,oczyszczanie,सफाई,54
3886,dyplom,डिप्लोमा,81
3239,pulsar.,पलसर,86
13785,zelandia,न्यूज़ीलैंड,11
10078,regina.,रेजिना,42
8447,bulwar,बुलेवार,53
5446,rozbieżność,विसंगति,57
3236,dearborn.,डियरबोर्न,87
8163,chlor,क्लोरीन,52
4687,krawężnik,अंकुश लगाने,66
6525,ewing.,इविंग,63
12507,brunswick.,ब्रंसविक,23
7577,szkocka,स्कॉच मदीरा,60
9573,kałamarnica,स्क्वीड,38
12369,jabłko,सेब,23
8835,stirling.,स्टर्लिंग,51
7644,blady,ज़र्द,59
7659,zapomnienie,विस्मरण,59
8797,simplex.,सिंप्लेक्स,51
6487,zręczony,हुई,45
11434,metyl,मिथाइल,31
7768,cho,चो,59
7921,garvey.,गर्वे,57
6875,bojler,बायलर,60
4350,tła,पृष्ठभूमि,16
4295,pastor,पादरी,65
13188,dzieci,बच्चे,16
3993,moneta dziesięciocentowa,पैसा,75
14154,klienci,ग्राहकों,24
7507,tchórzliwy,राड़,61
533,liturgia,मरणोत्तर गित,98
6338,rpm.,आरपीएम,68
9615,podsumować,संक्षेप,36
7782,kinbote.,किनबोट,59
10158,restauracja,रेस्टोरेंट,36
8837,zaciekły,भयंकर,48
1194,fanfara,फैनफेयर,96
4317,klubowy,क्लब हाउस,79
6694,merlin.,एक प्रकार का बाज़,65
9227,mesa.,मेसा,48
5487,metamorficzny.,रूपांतरित,72
3379,zmniejszać,घटाना,48
9044,prorok,नबी,44
8086,jurajski,जुरासिक,56
937,chekhov.,चेखोव,97
11465,reprezentacja,प्रतिनिधित्व,29
11200,chaos,अव्यवस्था,32
4736,aromatyczny,खुशबूदार,75
6453,haiku.,हाइकू,67
2743,dogmat,हठधर्मिता,87
9125,z drewna,लकड़ी का,49
5939,siedmiokrotnie,बहुत शक्तिशाली,70
4825,miraż,मृगतृष्णा,77
3553,colima.,कॉलिमा,85
754,dysocjacja,अलग करनेवाला,84
13490,pomysł,विचार,12
1932,midi.,मिडी,92
12538,zużyty,खर्च किया,22
11425,canberra,कैनबरा,32
4465,bose.,बोस,79
13151,osiągnięcie,अग्रिम,11
853,kilkenny.,किलकेनी,98
13096,chata,कुटिया,17
10666,stalin,स्टालिन,37
192,ako.,एको,100
10665,kreskówka,कार्टून,29
14032,problem,संकट,8
7735,prekursor,अग्रगामी,56
7235,cortez.,कोरटेज,62
10023,mąż,पति,41
3487,kameleon,गिरगिट,85
6833,skraj,कगार,61
4616,lat,अक्षां,78
7145,punkty widzenia.,दृष्टिकोण,38
7939,mieszanie,मिश्रण,18
10540,okinawa.,ओकिनावा,38
11638,murphy.,मर्फी,30
13865,my,हम,5
13070,zasięg,पहुंच,9
12950,piątek,शुक्रवार,18
6797,ching.,चिंग,64
12080,irański,ईरानी,25
8734,przeniesienie,स्थानांतरित,12
9846,rower,साइकिल,38
491,odnawianie,का नवीकरण,32
4697,schultz.,शुल्ज़,77
3382,sax.,पत्थर में छेद करने का औजार,72
9172,tulsa.,तुलसा,49
6860,mieszka,बसता था,17
11211,vermont.,वरमोंट,34
456,harmine.,हार्मिन,100
14341,centralny,केंद्रीय,10
7204,eastman.,ईस्टमैन,62
2274,brak doświadczenia,अनुभव का हीनता,91
12540,gubernator,राज्यपाल,20
8742,zburzony,ध्वस्त,48
1477,dyrektor szkoły,स्कूल का संचालक,92
12117,grafika,ग्राफिक्स,15
13681,wysłano,भेजा,12
3697,sekta,संप्रदाय,78
11939,nieobliczalny,स्वच्छंद,27
9803,ważniejsze,महत्वपूर्ण बात,44
12290,w odróżnieniu,भिन्न,18
12839,wiosna,वसंत,17
12258,mężczyzna,नर,23
9533,międzykontynentalny,महाद्वीपीयों के बीच का,46
5101,wielomian,बहुपद,69
10523,podwozie,हवाई जहाज़ के पहिये,38
8008,jg.,जेजी,57
13588,johnson.,जॉनसन,12
3179,czystość,पवित्रता,87
14243,zrobione,हो गया,9
4220,kryminalni,फोरेंसिक,44
11126,podstępny,स्नीकी,35
512,ile.,इले,99
4620,zabłąkanie,बंदियों,68
13621,itp,आदि,12
3769,kant,कोहान,81
623,gwiaździsty,तारों से जड़ा,99
12636,kim.,किम,22
3232,ryzykowny,जोखिम देनेवाला,87
10477,ira,आईआरए,39
1931,gradobicie,मूसलधार बारिश,88
10218,typowy dla,संबंधित,37
3467,sheila.,शीला,86
2160,gaduła,बातूनी आदमी,88
9892,platyna,प्लैटिनम,43
12364,murray.,मुरे,24
6896,wprawdzie,आशा से,64
7428,chrzest,बपतिस्मा,60
4030,we śnie,सुप्त,82
8973,pyton,पायथन,50
7149,misjonarz,मिशनरी,54
5249,wręcznik,हाथ के बल्लेबाज,75
10132,natychmiastowy,तुरंत,41
3627,magenta,मैजेंटा,84
8522,osądzający,पहचानने,19
7982,skarżący,उपालंभ देना,27
14057,zmiana,परिवर्तन,5
3370,adenozyna,एडेनोसाइन,86
539,antipolo,एंटिपोलो,99
2585,pasek boczny,साइडबार,89
9849,przyprawa,चाट मसाला,42
4018,calais.,कलैस,82
508,mutanty,उत्परिवर्ती,53
2368,indygowiec,anil,90
10376,pt.,पीटी,15
3590,napęd,संचालक शक्ति,84
6517,natrysk,खंगालना,67
2228,cyraneczka,टील,91
12952,za chwilę,पल,16
13925,chwila,जबकि,6
3153,bombardier,बम गिरानेवाला,86
5179,trygonometria,त्रिकोणमिति,75
14163,badania,अनुसंधान,9
1298,lidia.,लिडिया,95
2575,milicjant.,मिलिटियामेन,89
6625,kojot,कोयोट,50
3894,othello.,ओथेलो,83
1302,oparzenie słoneczne,धूप की कालिमा,93
7347,heinie.,हेनि,62
4014,ogólnospołeczność,राष्ट्रीयता,82
8156,ruda,अयस्क,55
12823,twórczy,रचनात्मक,19
4137,klasa,कक्षा,73
6644,nierozsądny,अकारण,64
9104,wybuchy,विस्फोटों,25
14417,ograniczony,सीमित,8
12659,przemysł,उद्योग,14
14010,iść,जाना,7
2231,duszek,ब्राउनी,88
12773,kentucky.,केंटकी,20
3540,edykt,अध्यादेश,81
5834,gorman,गोर्मन,71
8728,volkswagen.,वोक्सवैगन,52
8116,żałosne,दयनीय,55
7769,przysięga,क़सम,55
5390,smar,ग्रीज़,72
2170,konsul,कौंसल,60
2330,litografia,लिथोग्राफ,82
4016,magma,मेग्मा,82
9961,rzadko,शायद ही कभी,25
12785,oferta,बोली,17
9537,kolacja,रात का खाना,46
3876,rezystor,अवरोध,80
4603,euphrates.,महानद,78
13637,sąd,कोर्ट,12
4820,przodkowie,पूर्ववर्तियों,43
9721,fuji.,फ़ूजी,44
11777,koncesjonowanie,लाइसेंस,10
5104,przeprojektowany,बदल दिया,20
448,łódź ratunkowa,जीवन नौका,95
11090,katar,कतर,35
14182,banki,बैंकों,13
10211,krab,केकड़ा,40
6097,mau.,मौ,69
4142,ciemniejszy,गहरे रंग,81
2836,okazy,नमूनों,60
2288,ust.,उस्त,91
2250,plenarny,परिपूर्ण,91
12575,aureola,प्रभामंडल,22
14435,wygrał,जीत गया,7
1553,cree.,क्री,94
1341,fabułka,फिलेमोन,95
4854,galilejczyk,गैलिली,77
6259,przysięgły,शपथ ली,68
1427,oda,स्तोत्र,89
345,pas na,पेटी लगाना,100
8722,kowboj,चरवाहे,21
12561,es.,तों,22
10698,ponownej oceny,पुनर्मूल्यांकन,37
13619,do dyspozycji,उपलब्ध,12
2581,widma.,स्पेक्ट्रा,89
9273,wylesianie,वनों की कटाई,47
5777,dlr.,डीएलआर,71
2148,rabat.,रबात,92
2409,akupunktura,एक्यूपंक्चर,90
3441,oryginalny,अपरंपरागत,84
7390,dobry człowiek,अच्छा आदमी,61
540,certyfikat.,सर्टोरिरी,99
13857,po,बाद,5
6649,connie.,कोनी,57
1478,słona woda,खारा पानी,94
11387,leeds.,लीड्स,32
728,dugong.,डगोंग,97
2419,plantacje,प्लांटेशन,66
10279,plac,चौक,40
9384,kopiec,माउंड,44
4319,demeter,डेमेटर,80
2535,khatri.,खत्री,89
5284,yorker.,यॉर्कर,65
9444,siarka,गंधक,43
7581,ubój,वध,53
8713,tajwańczyk,ताइवानी,52
2244,stęp,टैसास,91
158,otchłań,लीम्बो,100
7548,hanower,हनोवर,60
2710,wyprzedaż,बिक्री कर देना,86
5592,dolores.,डोलोरेस,68
13012,nie zrobiony,नष्ट कर दिया,18
4031,ciasteczka,कुकीज़,22
9396,ogrodzenie,बाड़,37
8303,tate.,टेट,54
5140,videotape.,वीडियोटाइप,63
4931,szczęśliwie,आनंद से,76
1601,tokarka,खराद,94
13001,masakra,हत्याकांड,17
14242,prochowiec,मैक,28
5922,fut,फट,70
3666,romulus.,रोमुलस,84
4548,splątany,टैंगल्ड,70
13306,sox.,सॉक्स,15
13561,jones.,जोन्स,12
11093,armata,तोप,32
8800,nadawca,प्रसारणकर्ता,12
986,podwiązka,गेटिस,93
324,bożek chiński,चीनी बुत,100
10974,sierra.,पहाड़ों का सिलसिला,36
3290,bari.,बरी,86
5963,dostosować,समायोजित करना,37
12402,strzelanie,शूटिंग,19
6357,farley.,फ़ार्ले,68
12325,ekstratropiczny,अत्तिरिक्त,24
4129,donny.,डोनी,81
11471,sprzedać,बेचना,20
2637,woolwich.,वूलविच,89
2348,nie powinien,नहीं करना चाहिए,90
144,aik.,एआइके,100
9156,aberdeen.,एबरडीन,49
13705,andrzej,एंड्रयू,12
14502,oczekuje,उम्मीद,10
13234,drogi,प्रिय,16
7814,ull.,यूएलएल,58
519,symeon.,शिमोन,99
10625,nr.,एन.आर.,38
10561,fortepian,पियानो,38
9077,murzyn,नीग्रो,44
12069,młot,हथौड़ा,25
6989,rdzeniowy,रीढ़ की हड्डी में,63
2866,spacer.,स्पीयर,88
13772,zielony,हरा,11
7352,konsorcjum,संघ,61
7495,balboa.,बल्बोआ,61
12669,czynność,गतिविधि,10
5087,jacqueline.,जैकलिन,75
9933,referendum,जनमत संग्रह,38
2961,przodek,पूर्वज,66
8572,blk.,ब्लाक,53
4845,bridgeport.,ब्रिजपोर्ट,77
1900,garb,कूबड़,86
10386,obywatel,फ्रीमैन,39
10931,materiał,साज सामान,36
5951,kph.,किलोमीटर प्रति घंटा,70
3737,omułek,एक प्रकार की कौड़ी,81
12034,talkie,टॉकी,27
2298,chlorowodorek,हाइड्रोक्लोराइड,90
5720,tryby,मोड,33
9799,praga,प्राहा,44
3695,uśpiony,प्रसुप्त,84
10757,miernik,नाप,36
14503,dystrybucja,वितरण,19
8850,skłonny,इच्छुक,39
12889,serce,दिल,15
3716,zatrzymanie,अवधारण,79
5852,tol.,सहने,71
6308,krewetka,झींगा,68
14379,strona,ओर,10
9958,szkot,स्कॉट्स,29
10989,obciążony,लादेन,36
12585,obrabować,लूटना,21
115,alg,ऐल,100
11194,gatunki,प्रजातियां,34
10791,czternaście,चौदह,37
9568,arkada,आर्केड,45
7918,klacz,घोड़ी,57
7602,zjazd,रीयूनियन,58
3637,hillman.,हिलमैन,84
10358,wiersze,कविताओं,32
7539,taft.,टैंट,60
7340,mig.,मिग,60
12640,licznik,काउंटर,20
5557,byczy,बैल की तरह,73
3223,falun.,फालुन,87
12158,diabeł,शैतान,18
77,macclesfield.,मैक्लेसफ़ील्ड,100
2760,śliniaczek,अकसर पीना,87
13016,choroba,रोग,17
9704,capitol.,कैपिटील,44
13032,dokładnie,बिल्कुल सही,18
9099,umieszczenie,प्लेसमेंट,48
11645,chevrolet.,शेवरलेट,30
7967,świadomość,चेतना,54
13495,odpoczynek,विश्राम,13
3188,treser,हैंडलर,80
13671,północny,उत्तरी,12
7005,akustyczny,ध्वनिक,58
12673,spisek,षड़यंत्र,21
12440,bruce,ब्रूस,23
10272,szanghaj,शंघाई,40
11716,glos,जीएल,29
5724,żonglerka,जादू,70
5176,spalding.,स्पैलिंग,75
12211,krzykliwy,भिखारिन,25
12939,prawda,सत्य,18
4443,wodny,जलीय,45
5240,wykręcić numer,डायल करें,75
5770,boa,बोआ,70
5926,dobrowolnie,स्वेच्छा से,70
8005,slams.,ज़ोर से बंद करना,30
9987,znak towarowy,ट्रेडमार्क,40
9653,nadęty,उड़ा,45
11448,okładzina,का सामना करना पड़,11
118,przedsiębiorczość,उद्यमिता,100
12961,żółty,पीला,18
1733,hyped.,प्रचार,56
14101,kraj,देश,8
3640,czop,आउटेज,64
3885,trądzik,मुंहासा,83
8818,perkusista,ढंढोरची,49
6095,skorupa,पपड़ी,69
5654,cygański,जिप्सी,66
1397,berrier.,बेरियर,95
13475,perski,फ़ारसी,13
3026,wybielacze,ब्लीचर्स,84
8542,modyfikacje,संशोधनों,38
13041,zestawienie,गणना,17
10928,negocjacje,वार्ता,24
6069,zarzut,दलील,55
14191,projekt,परियोजना,7
7710,wygaśnięcie,समाप्ति,59
9040,szyk,सरणी,48
9020,obiektyw,लेंस,50
14051,później,बाद में,8
4539,dieses.,मर जाता है,79
212,mistral,मिस्ट्राल,100
3995,cassino.,कसीनो,82
6323,bełkotać,बुर,68
8409,abolicjonista,उन्मूलनवाद,52
9607,doyley.,डॉली,46
8724,zimnica,थपका,51
9524,wiara w czary,जादू का,46
11342,bezpodstawny,अनुचित,33
13183,rozmieszczony,तैनात,13
14301,obawa,चिंता,9
6928,kajzer,कैसर,64
12303,wszechświat,ब्रम्हांड,7
5010,chun.,चुन,76
908,toda,लोमड़ी,97
1688,rak,क्रेफ़िश,94
6551,epidemia,महामारी,63
6969,paisley.,पैज़ले,63
14497,czytać,पढ़ना,5
7134,huemul.,ह्यूमुल,62
7498,indus.,सिंधु,61
4215,archeologiczny,पुरातत्व,29
460,wciągający,नशे की लत,22
13673,golf,जर्सी,12
9783,zginać,तह,32
3152,najbiedniejszy,सबसे गरीब,87
14156,międzynarodowy,अंतरराष्ट्रीय,9
10001,abstrakcyjny,सारांश,39
646,chartreuse.,षाट्रेज़,99
7276,stosunek płciowy,संभोग,62
2500,chaparral.,चैपरल,88
4529,burroughs.,बरोज,79
2104,symfoniczny,सिंफ़नी,92
13796,w,में,5
1555,amyotroficzny,पेशीशोषी,94
6717,uznany,प्रशंसित,52
7363,outfield.,दूर का क्षेत्र,15
8434,wieczny,शास्वत,47
13254,azjatycki,एशियाई,15
9734,benny,बेनी,43
1301,westbound.,वेस्टबाउंड,95
5131,foliowy,फोलिक,75
14323,jakość,गुणवत्ता,8
1911,wallops.,वाल्लोप्स,83
7669,współczucie,सहानुभूति,55
7035,abt.,एबीटी,63
10593,rodnik,मौलिक,32
11199,unik,चकमा,33
7760,cegły,ब्रिकयार्ड,59
14321,język,भाषा,10
3943,bf.,bf के,82
7293,niełamliwy,अक्षय,62
7070,wymazany,सफाया,49
4780,reuben,रूबेन,78
494,nocna pora,रात्रि की बेला,99
7433,div.,डिव,61
4194,khartoum.,खार्तूम,81
1083,lejce,लगाम,72
10194,poddział,उपखंड,39
8211,copernicus.,कोपरनिकस,56
4095,odkupienie,मोचन,80
12136,bangladesz,बांग्लादेश,26
9606,seth.,सेठ,46
3595,pestycyd,कीटनाशक,78
3863,czysta woda,साफ पानी,83
8714,zaskakująco,हैरानी की बात है,52
14109,jan,जॉन,7
13779,william.,विलियम,9
2413,ścięgno,पट्टा,88
4114,stenografia,आशुलिपि,68
14083,ważny,महत्वपूर्ण,7
354,statojet.,स्ट्राटोजेट,100
10617,boliwia,बोलीविया,38
11959,pancernik,वर्मी,27
7729,bandyty,ठग,51
5066,leyland.,लीलैंड,76
10880,wh,क,36
2723,sed.,एसईडी,82
3077,typografia,टाइपोग्राफी,87
5252,sarkazm,कटाक्ष,74
8950,otwór,स्लॉट,43
758,burbank.,बुरबैंक,98
13335,szósty,छठा,15
12873,papier,कागज़,17
13156,prezydencki,अध्यक्षीय,16
7195,athena.,एथेना,62
8602,stulecie,शताब्दी,50
3112,elegant,रंगीन मिजाज,85
7698,ropień,बड़ा फोड़ा,59
1026,buraczany,चुक़ंदर,93
9756,ludzkość,मानवता,44
1473,uprząż,साज़,87
9801,toi.,टाइम्स ऑफ इंडिया,44
1578,lcd,एलसीडी,94
9577,ogólnonarodowy,राष्ट्रव्यापी,46
13378,dający,दे रही है,7
5194,kofaktor.,सहायक कारक,71
6726,wezwany,बुलायी गयी,51
3416,skuter,स्कूटर,82
4500,charon.,कैरन,79
5348,obrzęd,संस्कार,65
2060,osika,ऐस्पन,92
11203,dumny,गर्व,34
12524,juliański,जूलियन,22
12294,nato.,नाटो,25
13044,znaczenie,महत्व,10
1973,ahunt.,अहंट,92
1458,alo.,आलो,82
9121,az,अज़,49
14307,niemiecki,जर्मन,10
6424,hooper.,राज-हंस,67
12057,zawarty,निहित,7
8784,statek kosmiczny.,अंतरिक्ष यान,51
6269,węglowodan,कार्बोहाइड्रेट,67
8277,dentystyczny,दंत चिकित्सा,55
3437,odgazować,देगास,86
13537,illinois.,इलिनोइस,13
4007,spustoszony,तबाह,75
7055,spinka do włosów,बाल के लिये कांटा,62
11658,reszta,शेष,30
14140,prawdopodobnie,संभावित,5
2120,chitty.,चित्ती,92
3398,podwórko,पिछवाड़े,86
6122,kawaler,घुड़सवार,41
12588,albert.,अल्बर्ट,22
11656,z powodzeniem,सफलतापूर्वक,11
10215,krzepki,हट्टा कट्टा,40
5190,przepustnica,गला घोंटना,70
10051,mówiony,बोली जाने,42
6902,awaria,क्रैश होने,16
12141,myśli,विचारों,11
8891,podręcznik do ortografii,स्पेलर,51
13600,piotr,पीटर,12
11328,purpurowy,नील लोहित रंग का,33
13852,niektóre,कुछ,6
6747,potępiony,की निंदा की,54
9314,berkeley.,बर्कले,48
10795,komisarz,आयुक्त,35
3924,thunderbird.,थंडरबर्ड,83
5920,poprawiać,संशोधन,14
14385,aktywa,संपत्ति,37
2400,wykonawca,निष्पादक,88
12891,złamał,तोड़ दिया,19
3636,nawadnianie,सिंचाई,82
8462,plato.,प्लेटो,54
2076,ewangelista,इंजीलवादी,87
11527,myto,टोल,30
9094,wybierz,डायल,43
932,tornister,झोला,97
1808,przecedzić,ओवररन,93
12189,parker.,पार्कर,25
10751,fraser.,फ्रेजर,37
11140,załaduj,भार,21
4541,gimnazjum,जिमनासियम,77
243,grosse.,ग्रोस,32
