ID,POLONAIS,ENGLISH,INTERVAL
1031,spienić,froth,95
5258,entuzjastyczny,enthusiastic,44
11383,mnóstwo,plenty,37
14311,szkoła,school,7
8551,osocze,plasma,59
12054,kukiełki,puppets,27
14145,dzwonić,call,9
8864,przedmieście,suburb,40
9765,zlinczować,lynch,46
13993,pięć,five,10
3654,rurnik.,rucker,88
9128,bajty,bytes,48
13627,właściwy,proper,15
9586,kolęda,noel,52
14468,chce,wants,5
14385,aktywa,assets,42
8947,uczony,scholar,39
12696,wzór,pattern,24
14280,powiedzenie,saying,9
11072,skradziony,stolen,40
2451,zaśmiał się,laughed,42
11852,ssać,suck,26
6984,kolidować,interfere,41
12333,opór,resistance,25
2263,umywalnia,washroom,93
11544,siedziba,seat,23
13207,większość,majority,9
10605,rzekomo,allegedly,44
8971,samotność,solitude,56
8666,płaskowyż,plateau,57
12821,klasyfikacja,classification,23
10886,oderwanie,detachment,33
2814,dekarboksylaza.,decarboxylase,91
11452,równina,plain,30
10923,niepokonany,undefeated,41
13003,trzymane,kept,22
11641,bunt,rebellion,35
2752,kwiatowy,floral,91
13434,przyniósł,brought,17
9841,południowo-zachodni.,southwestern,49
13034,holandia,netherlands,22
13952,część,part,9
9344,trawnik,lawn,52
5129,lalek,puppetry,80
11254,spadochron,parachute,38
6504,iloraz inteligencji,iq,71
13369,oprogramowanie,software,18
5889,kapłani.,priests,46
7023,dywan,carpet,66
9823,ropa naftowa,petroleum,50
2584,uścisk,hug,64
9362,cmentarz,cemetery,53
5791,podłączony,wired,35
13847,firma,company,10
6054,dziobać,peck,73
9773,śmieci,garbage,50
9417,reat,reaves,53
5363,wodorotlenek,hydroxide,79
12649,palestyński,palestinian,23
12326,zaszeregowanie,ranking,8
9189,folarz,fuller,55
5843,szmergiel,emery,76
9316,wyłączając,excluding,37
5008,nieszczęście,misery,80
2009,ładniejszy,nicer,94
7699,złota rybka,goldfish,64
3884,ptactwo,fowl,86
13868,ludzie,people,7
5050,rewizjonistyczny,revisionist,74
14304,jesień,fall,14
9680,istota,quiddity,51
5271,słabsi,underdogs,60
8413,zwykły,casual,56
9278,tępy,blunt,53
6758,niewątpliwie,undoubtedly,70
9988,owalny,oval,48
491,odnawianie,renewing,37
9791,ech.,eh,50
13964,cztery,four,7
4995,sfenowy,sphenic,81
9076,dziwaczny,bizarre,55
4727,pokrywa,lid,80
9980,rekonstrukcja,reconstruction,43
6583,przepustowość łącza,bandwidth,70
7817,plądrujący,looting,53
6572,uprzednio,beforehand,71
1407,zmieniający,amending,22
12000,różowy,pink,32
8395,kawiarnia.,caf,60
8807,postrzeganie,perception,51
12882,alfa,alpha,24
5666,dziwi,weirdy,77
6776,nazajutrz,morrow,70
3756,wół,ox,87
10301,karnawał,carnival,46
953,płatki,petals,92
259,żartobliwie,jokingly,100
2616,szczęśliwszy,happier,92
13787,śmierć,death,11
8902,autonomiczny,autonomous,55
2413,ścięgno,tendon,90
13130,ósma,eighth,20
6143,asyryjski,assyrian,68
5920,poprawiać,revise,18
4723,kulisty,spherical,81
475,pomija,omits,49
510,komediowy,comedic,99
5329,podejmowany,undertook,79
5722,suseł,gopher,41
5784,płyty,tides,37
12327,broń,weapon,17
9099,umieszczenie,placement,54
2117,katalityczny,catalytic,93
12913,wiersz,row,22
10440,przenoszenie,transmission,43
934,ukrzyżowanie,crucifixion,98
13628,polak,pole,14
12043,metro,subway,31
1829,nieporęczny,unwieldy,95
11052,niewolnik,slave,35
4252,pijawka,leech,84
10520,kino,cinema,42
13676,wersja robocza,draft,13
12143,ptak,bird,28
13640,przegrany,failed,12
7538,szeptem.,whisp,65
11614,ankieta,survey,33
8330,wschód słońca,sunrise,60
14464,wniesiony,filed,6
13156,prezydencki,presidential,20
2781,oklaski,applause,91
7135,przypomina,resembles,43
7881,kwalifikacje,qualifications,25
9781,trójkątny,triangular,50
6225,kotmakery,boilermakers,72
6896,wprawdzie,admittedly,69
4735,szmata,rag,68
13036,rzucić się,threw,22
13396,ciało,body,16
547,herezja,heresy,98
4367,przebudowy,redevelopment,65
11043,tłumaczyć,translate,21
8108,kontekstowy,contextual,60
14389,czyn,doing,5
2182,dziedziniec,courtyard,93
5583,przeredagowany,reworded,56
1838,przerywnik,italicized,90
10367,robić frywolitki,tat,44
6383,oczyścić,purge,63
5869,bazylia,basil,75
1599,stwardnieć,harden,76
3234,obudzić,rouse,81
11498,gazety.,newspapers,18
10132,natychmiastowy,instant,47
12616,waluta,currency,26
8837,zaciekły,fierce,54
13546,wybrzeże,coast,15
9597,kradnie,steals,35
8965,rozsądny,sensible,52
982,przywrócony,reestablished,85
13557,w poprzek,across,16
11317,zapukany,knocked,27
10279,plac,plaza,46
3670,nisza,niche,85
10786,lokaj,butler,42
12723,poniedziałek,monday,25
2838,beznadziejny,hopeless,89
530,jesiotr,sturgeon,99
13377,zakazany,banned,12
12974,kulki,balls,12
6573,drezno,dresden,71
11170,słoń,elephant,38
12160,ekspedycyjny,expeditionary,31
11542,maroko,morocco,36
9345,praca domowa,homework,53
3701,po trzecie,thirdly,87
13335,szósty,sixth,18
13080,słynny,famous,21
14089,rozpoczął się,began,12
11097,skalisty,rocky,33
9599,bum,boom,48
229,dyspersja,dispersion,50
11660,łączyć,merge,21
5708,komedia sytuacyjna,sitcom,70
13021,zło,evil,22
14391,wrzesień,september,6
3317,apteka,pharmacy,86
10892,rozbić,smash,33
1289,prawowierność,orthodoxy,96
8747,ojczyzna,homeland,57
12523,drużyna,squad,23
7251,na szczycie,atop,66
4452,kinematografowie.,cinematographers,67
5159,oszukańczy,fraudulent,77
355,odrodzony,reborn,100
11368,siłownik,stouter,38
12549,w międzyczasie,meantime,27
1447,wc,toilets,46
12409,zatytułowany,entitled,28
142,właściciele ziemscy,landowners,95
9632,zawiera,comprises,28
4434,szumowiny,scum,83
11315,znakomity,superior,34
9969,przesunięty,shifted,20
5517,nieśmiertelny,immortal,62
2063,łodzik,nautilus,94
6967,ziemski,terrestrial,67
7804,ssak,mammal,57
9855,oksydoredukto.,oxidoreductase,49
7797,tego,thereof,63
9028,niepublikowany,unpublished,56
10449,gruziński,georgian,43
71,referencyjny.,referential,99
9536,bijatyka,brawl,51
7192,przyzwoitość,decency,67
7101,nadajnik,transmitter,62
39,odpluskwić,debug,92
13229,syn,son,18
7836,awarie.,failures,25
3093,potrzeba,necessitated,73
13340,skala,scale,18
9295,wyeliminować,eliminate,18
7719,zasadniczy,underlying,61
6010,diakon,deacon,46
5903,ptasia,avian,75
1659,palący,smoker,83
6474,wstrząsy wtórne,aftershocks,59
2757,wędzony łosoś,lox,91
11323,koryto,trough,38
13931,państwo,state,7
6224,karaluch,cockroach,73
1136,skolopendra,centipede,97
8235,szabla,sabre,34
8480,implikacje,implications,45
2204,zbieżny,convergent,51
6437,rzemieślnik,craftsman,72
3846,licencjodawca.,licensor,87
2863,skurczybyk,badass,90
6325,podejmowane,undertaken,73
3531,podmokły,wetland,83
1237,strasznie,awfully,26
1686,czekaj,standby,95
12801,głęboko,deep,24
13602,piąty,fifth,15
7987,dosłownie,verbatim,62
4973,kreatyna,creatine,81
8321,torbielowaty,cystic,60
12927,otrzymujący,receiving,6
7913,smyczki,strings,34
5170,sprowokować,provoke,54
5086,szerzący się,rampant,80
9057,nudy,boring,37
8370,komórkowy,cellular,60
10386,obywatel,freeman,45
967,latynosi,hispanics,62
9968,czerwony pieprz,chili,48
6275,haitański,haitian,70
7460,strzelec,shooter,58
13037,kwas,acid,21
1762,przerywany,intermittent,85
4669,halerz,heller,82
9620,posmak,tang,51
7143,bla,foo,67
13691,olbrzymi,huge,14
6271,wrażliwy,vulnerable,66
14037,obszar,area,11
7920,widz,viewer,38
13151,osiągnięcie,advance,13
8257,dzikiej przyrody,wildlife,61
8899,nauczony,taught,56
3552,przestronny,spacious,88
10081,jaskinia,cave,42
7374,żyto,rye,66
6,potknąć się,stumble,61
6306,eksterminacja,extermination,64
7725,zapłata,payment,54
5110,przeszkoda,obstacle,65
8167,uczestnicy.,entrants,55
12028,dysk,disc,30
7097,małe serie,miniseries,68
978,liceum,highschool,98
10888,spiczasty,peaked,17
7335,w podeszłym wieku,elderly,66
6760,peryferyjny,peripheral,63
183,wał przeciwpowodziowy,embankment,96
11311,cofnij,undo,26
5237,załoga powietrzna,aircrew,56
10615,nieruchomość,estate,39
3847,dotknij wstecz,touchback,87
13644,sala,hall,14
14493,wydaje się,seems,10
4118,łabędzie,swans,46
1810,długotrwały,longstanding,95
12200,stosunkowo,relatively,23
4473,ściągom,snider,83
6698,tama,dyke,66
9644,ikona,icon,40
6741,schody,stairs,66
10357,ormiański,armenian,42
9952,dziękuję ci,thankyou,48
11553,trudniej,harder,36
3333,rogatka,turnpike,85
13807,czy,are,5
2726,płodny,fertile,58
1421,kudłaty,shaggy,96
3510,holowniczy,tow,57
14451,straty,losses,12
3357,strażak,firemen,88
8938,właz,hatch,54
3212,tapeta,wallpaper,86
3365,przerwanie,interruption,46
10339,przychód,revenue,42
11853,wikingowie.,vikings,27
9017,gwóźdź,nail,34
6385,jak najszybciej,asap,72
9695,cegła suszona na słońcu,adobe,51
14358,wydatki,spending,31
13452,wierzył,believed,5
777,oszalały,distraught,99
8998,niewiarygodne,unreliable,55
4703,przeciwnik.,adversaries,71
11352,dziesiętny,decimal,35
7619,magiczny,magical,26
5821,przygotować się,prep,73
11177,czółenko,shuttle,38
11218,wzdłuż,alongside,39
7938,włączenie,incorporation,25
13316,święty,saint,15
5856,polanka,lea,74
4288,mistrz umysłu,mastermind,74
9063,reduktaza,reductase,56
11445,na zawsze,forever,37
13176,środek,mid,20
7840,tlenek,monoxide,63
7254,warstwy,layers,40
68,odważnie,boldly,100
6770,niedobór,shortage,57
7587,gwizd,boo,54
12450,kaczka,duck,23
10052,guma,rubber,47
10981,stężenie,concentration,29
9744,lord,monsieur,50
6815,lutnia,lute,69
6872,zgon,demise,68
9640,tamiza,thames,51
5681,dwubiegunowy,bipolar,76
2220,plagi,plagues,41
11149,niebezpieczny,dangerous,23
662,święta bożego narodzenia,yule,99
4549,fruktoza,fructose,83
8574,zapalniczka,lighter,58
5874,białka,proteins,34
10538,zmierzch,twilight,44
5463,wydma,dune,68
14405,październik,october,6
13347,ujednolicenie,disambiguation,18
9101,skrzydło,flank,48
3086,pozbawiony czegoś,devoid,89
12663,garncarz,potter,26
4985,włóczęga,hobo,79
8070,nieskończony,endless,62
6063,zniekształcenie,distortion,47
2460,buda,shack,90
8170,zastrzyk,injection,33
2153,niekontrolowany,uncontrolled,84
11819,wyrównany,relegated,28
3786,prostokątny,rectangular,87
9784,próżność,vanity,50
1430,darmowy,gratuitous,49
4429,cierń,thorn,80
3665,ligaza.,ligase,79
4422,niezdolny,incapable,82
5630,wybitnie,remarkably,28
4417,redystryktowany,redistricting,83
14354,kobiety,women,12
1206,świerzb,scabies,97
6393,rezerwacje,reservations,14
4157,wołga.,volga,85
12542,ryba,fish,23
13811,ma,has,5
6818,program telewizyjny,telecast,62
2918,torebka,boll,84
8476,fałszować,forge,49
10527,natychmiast,promptly,44
12929,potroić,triple,22
12314,codziennie,daily,29
13590,brakuje,lacking,12
10012,prędzej,sooner,32
13754,przekazać plik,upload,9
11930,dołek,dale,33
940,jąder,testicular,98
2688,piekarnia,bakery,86
11892,konwencje,conventions,15
13121,wiatr,wind,14
13273,paryż,paris,19
13765,gruzja,georgia,13
2322,szkatułka,pix,93
10503,promieniowanie,radiation,41
5394,nielogiczny,illogical,77
11901,cal,inch,23
11945,jedenasty,eleventh,33
12789,ofiary wypadku,casualties,22
3207,kłopotliwy,troublesome,89
11762,kaptur,hood,33
3404,wysypka,rash,87
7509,czary,witchcraft,65
10952,zapowiedź,announcement,14
9249,kwiaty,flowers,37
9729,dziewiętnaście,nineteen,50
11766,mający szczęście,lucky,35
6336,seminarium duchowne,seminary,70
14506,samochody,cars,11
2940,odraczać,defer,64
7690,ulewny,torrential,64
1855,dorycki,dorian,95
6067,wietrzny,windy,74
11216,piękny,beautiful,31
9900,święta wojna,jihad,49
5582,pewnego dnia,someday,77
2269,rzep,velcro,93
540,certyfikat.,certiorari,99
12896,księżyc,moon,22
6906,glukoza,glucose,69
13086,rynek,market,15
7882,silny,potent,62
9231,płeć,gender,54
8478,ołówek,pencil,57
9170,cielsko,bulk,55
921,nabywanie,procurement,81
8529,łupkarz,slater,59
7764,objazd,bypass,55
10809,kupił,bought,42
3481,jaśniejszy,brighter,88
6594,sadza,soot,71
6827,szarpać,yank,55
5651,osmoza,osmosis,77
12301,skanowanie,scan,21
2215,kodek,codec,88
11199,unik,dodge,38
1511,prostopadły,perpendicular,96
821,żarliwy,ardent,97
12245,księżniczka,princess,30
11232,brutalny,violent,37
3569,uosobienie,personification,88
12812,dotykać,touch,21
4035,detaliści.,retailers,43
45,pismo,scripture,83
14421,rzecz,thing,9
3692,transkrypcja,transcription,57
7966,wróbel,sparrow,61
12732,basen,pool,24
5068,rozbierać  opuszczać,pulldown,80
8659,nawiasem mówiąc,incidentally,56
13877,móc,may,5
10876,odrębny,distinct,27
9958,szkot,scots,35
11024,przybrzeżny,coastal,40
9870,pączek,bud,47
14296,zakończyło się,ended,8
2587,spostrzeżenia,insights,51
11162,kokaina,cocaine,39
10039,azot,nitrogen,47
5218,bóle porodowe,travail,78
8422,niespodziewany,unexpected,60
1651,losy.,lordy,96
1591,upłynął,elapsed,94
2050,głowica bojowa,warhead,79
5426,ustaw na,seton,78
10883,rasowy,racial,29
4990,szczęki,jaws,62
13210,wybory,elections,11
5337,igła,needle,73
6247,nie ja,nome,72
3489,zasłona,backdrop,88
12487,sprawiedliwość,justice,27
8701,rozpruwacz,ripper,58
11567,na boku,aside,36
13506,poczta,mail,16
5017,holownik,tug,75
710,grzbiet koński,horseback,99
5300,lewicowy,leftist,72
3702,nieciekawy,dull,86
12505,rudzik,robin,26
8437,odważyć się,dare,52
10947,przyjęcie,reception,32
13320,niektórzy,certain,18
9938,żargon,cant,48
10902,bojkot,boycott,39
1653,niemiłosiernie,mercilessly,96
4769,lakier do włosów,hairspray,82
14501,władze,authorities,10
13414,walczący,fighting,7
2507,emulsja,emulsion,92
5716,wnuk,grandson,74
11851,przestępstwa,crimes,18
310,erudyta w wielu dziedzinach,polymath,99
6918,trzeciorzędowy,tertiary,69
7564,uchwyt do luźnych lin,becket,65
7593,piwnica,basement,64
11235,wyłącznik,shutout,26
10215,krzepki,hale,46
4308,delikatny,gentle,82
6684,kontrad,contr,70
10348,drobiazgowy,petty,45
14170,otrzymane,received,6
9075,nieaktywny,inactive,52
1403,manipulacje,manipulations,43
6329,nawietrzny,windward,67
7198,odrzut,recoil,66
4128,bal studencki,prom,84
9093,absolwent,graduate,39
9891,wakacje,holidays,31
13910,od,since,8
7256,odliczanie,countdown,66
2802,nosowy,nasal,90
12127,strach,fear,26
6233,birmańczyk,burmese,73
3005,metycylina,methicillin,90
8308,naziści.,nazis,28
12719,powtarzający się,recurring,25
3186,elokwencja,eloquence,81
10058,odliczenie,deduction,39
477,pośmiertny,posthumous,72
340,dziadkowie,grandparents,82
13831,oni,they,7
6814,llenko.,ller,69
7057,ułan,lancer,48
2286,wirnik,rotor,92
10329,przeglądaj,browse,40
2946,kozy.,goats,49
13690,pieniądze,money,14
5719,manekin,dummy,74
8289,znacznik,marker,55
11203,dumny,proud,39
12585,obrabować,rob,26
6038,cefal,mullet,71
705,trudność,hardship,89
3390,nieprzyjazny,unfriendly,88
11093,armata,cannon,38
13577,młody,young,15
12455,inżynier,engineer,8
13342,wahać się,hesitate,18
12336,imigracja,immigration,25
13485,głosować,vote,12
13657,rozgłos,notability,10
4743,omow wszystko jeszcze raz,rephrase,63
12080,irański,iranian,30
3095,moment obrotowy,torque,89
7126,uciec,fleeing,49
1815,biomedyczny,biomedical,95
2677,rolny,agrarian,88
11441,trasy,routes,19
11014,przypuszczać,suppose,23
13247,grecja,greece,19
12236,połowa czasu,halftime,30
661,dzwoniący,callers,67
13541,radziecki,soviet,15
9685,zmagający się,struggling,25
13942,ustawić,set,11
6151,ochronny,protective,12
2552,niezwyciężony,invincible,89
4798,ścinany,sheared,31
59,blask,brilliance,99
3683,ślepo,blindly,87
7525,przerywacz,breaker,54
13774,późno,late,13
4737,mąka,farina,81
11089,wujek,uncle,40
8724,zimnica,dab,57
8186,szmaragd,emerald,60
13159,kryzys,crisis,20
6114,znak,token,68
1485,koguci,bantam,90
10413,ostry,sharp,44
5976,nuda,boredom,74
6788,błotnik,fender,66
12573,łatwiej,easier,27
3905,ratyfikacja,ratification,86
11835,dębnik,tan,33
13280,kontekst,context,19
12639,maksymalny,maximum,26
2795,jeżyna,blackberry,91
4652,straszydło,bogey,71
6686,wystarczać,suffice,67
7487,cebula,onion,61
9692,piętnasty,fifteenth,51
8502,opieka,custody,59
12794,przetrząsać,ted,24
8838,odważny,brave,26
7416,odrzucać,dismiss,31
8208,chrząszcz,beetle,59
14078,polityczny,political,12
14235,pozwala,allows,11
13544,zawietrzny,lee,16
12442,złapać,catch,22
5263,łączność,liaison,78
6376,wynicować,evert,72
6491,strąk,pod,66
2397,niesportowy,unsportsmanlike,93
14399,biały,white,12
13204,9.,9th,20
11530,odzyskany,retrieved,32
10123,klakson,horn,38
2633,wzmacniacz,booster,80
8628,hasło reklamowe,slogan,48
1589,samogłoska,vowel,78
14029,wokół,around,9
5812,grobla,levee,66
12161,ryzyko,risk,29
7211,podróżować,travels,20
13067,brat,brother,15
11188,pusty,empty,38
8149,wyruszył,embarked,51
10904,przechowywanie,storage,41
12891,złamał,broke,24
1824,kac,hangover,94
7724,pojednanie,reconciliation,63
5229,kaspijski,caspian,79
6492,molo,pier,63
3161,autokar,tourer,88
1404,wdzięczność,gratitude,96
11225,rodzic,parent,29
2189,mocniej,tighter,93
11588,nieświadomy,uncited,36
2485,wilgotny,humid,72
13762,noc,night,12
13360,tygrysy,tigers,14
9961,rzadko,rarely,30
2504,czwórka,foursome,78
7712,korweta,corvette,62
5483,szynszyla,chinchilla,78
13112,stolica,capital,14
1412,kreski,dashes,51
8877,ścieki,sewage,57
824,pustelnik,recluse,97
10881,gruby,thick,39
12207,pringringowy,pringle,31
6025,jednostronny,unilateral,58
13224,słońce,sun,18
6528,dawki.,doses,52
6529,walczyć,contended,39
12742,uzbrojony,armed,15
12180,masywny,massive,29
9382,bębny,drums,33
14335,świetnie,great,10
1211,tanio,cheaply,97
12987,drelich,jean,22
639,mankiet,cuff,86
916,szubienica,gallows,97
6123,wyrafinowany,sophisticated,68
7805,prymitywny,primitive,61
12939,prawda,truth,22
14205,dołączony,included,7
13286,samego siebie,himself,19
5181,wszczepiać,implant,73
3230,odzież,garments,65
2379,trwać,goon,86
8705,cnota,virtue,54
11124,wrażenie,impression,25
1239,uniemożliwiać,preclude,82
14417,ograniczony,limited,10
13987,sprawa,case,6
2872,elastyczność,elasticity,77
3348,warsztat tkacki,loom,68
10926,pomnik,monument,38
5786,męski,manly,76
9419,wróżka,fairy,52
9365,niebezpieczeństwo,jeopardy,53
6860,mieszka,resides,21
9383,mosiądz,brass,53
6272,konik polny,grasshopper,71
2285,trampki,sneakers,90
663,nieznośny,tiresome,98
10949,niepokój,unrest,41
7922,konieczność,necessity,62
7527,magazyn,repository,64
3235,zapalenie opon mózgowych,meningitis,88
11025,ogon,tail,33
2004,czcionki,fonts,39
4359,czuły,fond,71
5953,fretka,ferret,75
8795,nerka,kidney,56
5391,kamea,cameo,77
12902,zapominać,forget,23
4567,wiolonczela,cello,82
5759,spieszyć się,hurry,70
8669,tani,cheap,58
242,reaktywny,reactive,38
1037,uciekinier,escapees,97
7392,rzeźnik,butcher,61
8798,świadectwo,testimony,52
6259,przysięgły,sworn,73
13038,stanowisko,job,19
12914,czytelnik,reader,11
3228,zaniedbanie,negligence,70
297,wykładnik potęgowy,exponent,91
11418,lustro,mirror,35
6459,rdza,rust,68
5735,wirusowy,viral,76
9059,wybór,choosing,9
328,marynarka,blazer,54
12084,opanowany,composed,25
2146,niepludnia,undrafted,94
14128,marsz,march,6
5178,bez końca,nonstop,80
9521,podrzędny,subordinate,45
96,polinezyjski,polynesian,99
3831,łajno,dung,86
2477,spływ,runoff,92
8325,tony.,tonnes,57
1016,ukłon,nod,92
13875,ich,them,6
12675,oprócz,apart,23
40,kłopoty.,hassles,79
2961,przodek,ancestor,71
8150,osprzęt,fixture,47
9111,pożytek,utility,35
14245,dodatkowy,additional,7
13693,miłość,love,13
9378,czyściec,purgatory,53
7645,zmartwychwstanie,resurrection,56
4169,wąsy,moustache,82
13943,wyłączony,off,10
7390,dobry człowiek,goodman,66
10300,karmiony,fed,45
8453,zatrucie,poisoning,40
4760,czajnik,kettle,80
12889,serce,heart,18
14423,przedstawione,presented,12
12691,przyjazny,friendly,25
4937,nawałnica,tempest,79
13404,razem,together,17
4087,najemcy,tenants,64
2072,czara,goblet,93
8497,zardzewiały,rusty,59
10133,oszustwo,fraud,47
8221,spustoszenie,havoc,61
7596,lęk,anxiety,64
6682,stromy,steep,68
11035,pięćdziesiąt,fifty,38
9251,cyna,tin,53
12164,wyciąg,lift,19
754,dysocjacja,dissociative,88
13474,wreszcie,finally,8
12591,ćwiczenie,exercise,23
5883,okręg wyborczy,constituency,54
4945,nieograniczony,unrestricted,81
1361,z domu,nee,97
1631,srom,vulva,96
5506,niestabilność,instability,77
13498,wojownik,fighter,15
14181,trzeci,third,9
3160,południowo-wschodniej,southeastward,88
10434,podsumowanie,underdown,45
9858,kanapka,sandwich,47
12249,peleryna,cape,30
10526,w zasadzie,substantially,23
3316,chłostać,lam,88
10201,prognoza,forecast,34
13390,jedzenie,food,17
8131,przyjemny,pleasant,61
5195,chwiejny,shaky,79
1642,wybaczony,forgiven,96
3010,niezadowolony,indiscriminately,49
12669,czynność,activity,12
6019,panować,prevail,45
5912,lądem,overland,74
13611,krykiet,cricket,14
7693,staw,pond,62
12353,kumpel,mate,28
6264,optymalny,optimum,73
8943,aczkolwiek,albeit,56
4661,łaty,patches,34
4437,barwiarz,dyer,82
8068,plemienny,tribal,62
6344,uczeń,apprentice,71
5330,pamiętniki,memoirs,70
11802,pojemność,capacity,33
1772,bezpłciowy,asexual,88
7108,niezrozumiany,misunderstood,67
11602,słownik,dictionary,35
1295,zasolenie,salinity,84
11017,kruk,raven,30
12157,luka,gap,29
5100,przegubowy,articulated,67
2311,przeszkadzać,disturb,24
3131,ziewać,yawn,87
6384,dowolnie,arbitrarily,72
8306,sparowany,paired,24
2314,radować się,rejoice,88
7038,nieba,skies,31
5214,obszerny,ample,79
7372,objawy,symptoms,62
6276,należycie,duly,73
10762,skład,lineup,41
7628,głóg,hawthorn,47
11086,sugerować,imply,27
9290,karmić,feed,44
13282,gramatyka,grammar,19
2525,wiązadło,ligament,82
10014,pozornie,seemingly,48
5743,jawor,sycamore,75
9754,warsztat,workshop,47
10515,ośrodek wczasowy,resort,38
665,zawdzięczni.,owes,53
12966,niewyjaśniony,unexplained,22
1875,etan,dimethyl,95
13814,będzie,will,5
2149,zabójca,goalless,94
13463,z.,z,17
7381,poręczny,handy,66
11446,osiemnasty,eighteenth,37
11822,wrócę,beback,34
7708,jeżozwierz,porcupine,63
8937,mamut,mammoth,56
5419,mejoza,meiosis,78
3685,jeńcy,captives,57
672,ocenę,overtones,96
12546,płacić,pay,24
4400,wolny port,freeport,84
13838,nowy,new,7
6965,wytrysk,ejaculation,65
8399,zachód słońca,sunset,59
10237,klucze,keys,13
13467,pozwolenie,permission,16
13638,określa,specifies,8
10173,śródziemnomorski,mediterranean,47
9568,arkada,arcade,51
10977,surowy,rough,38
8212,leaf.,leet,61
9932,wrzosowisko,heath,49
8519,eksplodować,exploding,37
1584,w ogniu,ablaze,96
7486,błogosławić,bless,49
6362,pies gończy,beagle,72
5745,ponowne otwarcie,reopened,64
10799,nieruchomości,properties,22
12185,chmiel,hop,30
2206,zawiły,intricate,89
4540,ryś amerykański,bobcat,68
4207,kompensować,compensate,46
2942,mniszek lekarski,dandelion,88
10681,brudny,dirty,43
7425,najtrudniejszy,hardest,65
11079,południowo-wschodni.,southeastern,40
12943,którego,whose,23
2396,warkot,drone,86
8962,zwiastun filmu,trailer,51
14329,opłata,charge,17
12001,płatny,paid,32
1473,uprząż,harness,89
7733,hulanka,spree,63
12758,ogromny,giant,15
9584,przydługi,lengthy,52
632,wymyślony,contrived,97
1574,udźwięcznienie,voicing,23
2591,filmy dokumentalne,documentaries,37
9025,ugryzienie,bite,40
2859,wentylacja,ventilation,86
13217,ani,neither,19
586,nieocenzurowany,uncensored,99
8766,krzyżowcy.,crusaders,32
4514,rejestr,registry,83
10627,ujawnić,reveal,25
5207,myślistwo,stalking,49
14453,sierpień,august,6
2016,obsadzony,staffed,87
14465,stowarzyszenie,association,12
2405,pomorski,pomeranian,92
3728,umeblować,furnish,64
8418,bazgrać,scribble,56
11196,trzynaście,thirteen,39
8464,wózek inwalidzki,wheelchair,59
918,szkicowy,sketchy,98
5231,nieostrożny,reckless,78
4289,domniemany,implicit,84
13919,obroty,sales,25
12227,narodziny,birth,15
8662,bizantyna,byzantine,58
10291,flamand,fleming,46
12137,ujednolicony,unified,31
11154,odtąd,thereafter,39
12148,wiedział,knew,31
3576,płytka,tile,66
10745,kongresowy,congressional,42
10162,trudności,difficulties,36
7792,przestrzegać,abide,35
6539,zjednoczenie,unification,71
702,smakołyk,tidbit,89
6657,malajski,malay,62
1477,dyrektor szkoły,headmaster,95
3822,haftowany,embroidered,84
1938,kompetentny,cognizant,93
8850,skłonny,inclined,45
8365,rozkład,decay,56
10393,cicha sympatia,valentine,45
11821,sekwencja,sequence,31
14140,prawdopodobnie,likely,5
9149,jeździć,ridden,55
13870,bardzo,most,9
2205,ponieść,reread,89
6333,iloraz,quotient,72
10385,magik,magician,45
6238,rekreacyjny,recreational,35
14486,funkcja,feature,11
13184,lekko,lightly,20
6286,jod,iodine,73
5523,skąpić,stint,75
6765,zamiana,swap,53
14283,potencjał,potential,13
3737,omułek,mussel,84
9379,nieprzekonywający,inconclusive,53
5201,pewność,certainty,79
8845,malarz,painter,55
8487,lodowiec,glacier,55
1946,rażący,riddled,74
3405,obrad,crept,88
9976,prawosławny,orthodox,48
1199,gulasz,stew,90
14060,sześć,six,12
1400,najjaśniejszy,brightest,96
7394,homar,lobster,65
13637,sąd,court,14
2316,aksjomaty,axioms,77
11073,strzałka,arrow,36
2717,cierpko,harshly,91
9612,skomplikowany,complicated,43
14288,uniwersytet,university,8
4526,nazwiska.,surnames,42
3279,w nim,therein,88
13071,wybierać,pick,15
1464,wrzask,outcry,96
10815,częściowy,partial,33
11770,fidżi,fiji,35
8649,wymiary,dimensions,44
14244,oznacza,means,10
11399,wzrost,growth,38
7916,wir,eddy,62
6020,kartkówka,quiz,75
9485,dziecinny,childish,52
546,zaległy,overdue,99
9921,odświeżać,refresh,45
2140,namoczony,soaked,86
12695,powódź,flood,17
13912,informacja,information,6
11929,cytaty,quotes,16
12518,pasować,fit,20
2594,na mocy,pursuant,92
118,przedsiębiorczość,entrepreneurship,100
2973,złote oko,goldeneye,90
12383,konserwacja,maintenance,29
7275,kaseta,cassette,64
11952,rekin,shark,26
721,rewizjonizm,revisionism,99
6651,wylot,outlet,51
248,kalwaria,calvary,100
191,ostentacja,ostentation,100
1101,diecezjalny,diocesan,97
6530,podpowiedź,prompt,40
10395,łódź podwodna,submarine,43
12393,budżetowy,financial,27
1267,gromadzić,accumulate,49
3318,wstrzymany,withheld,88
13520,liczny,numerous,14
8385,proch strzelniczy,gunpowder,60
8594,markiz,marquis,59
11635,niejasny,unclear,36
2266,rodak,compatriot,88
3222,sycylijski,sicilian,86
376,pseudonauk,pseudoscience,100
6116,policzkować,slap,58
1280,krwawić,bleed,51
8047,frakcje,factions,48
