ID,POLONAIS,KOREAN,INTERVAL
29,melancholia,우울,100
9916,zaprowiantowanie,식량,37
10202,święto dziękczynienia,추수 감사절,42
6080,ciotka,이모,69
8321,torbielowaty,낭포산물,56
12637,programowanie,프로그램 작성,11
1431,obserwatorzy,관측 자,87
6194,przejść,받다,47
8922,jehowa,여호와,52
9938,żargon,캔트,44
13921,mowić,말하다,8
12084,opanowany,작곡하다,22
2065,erg,에르그,90
9400,lang.,랑,48
7111,łup,전리품,62
11266,interwencja,간섭,33
1155,zgorzel,회저,97
8426,newark.,뉴 어크,55
3237,bezprawny,불법,81
13412,szczery,솔직한,14
8524,chronologia,연대기,39
6216,beatrice.,베아트리체,70
4196,neuron.,뉴런,69
7087,sherlock.,셜록,64
8317,exxon.,엑손,56
13606,richard.,리처드,12
4624,grint.,그린,79
5292,okaleczenie,신체 상해,75
984,bolo,볼로,97
7058,jen,엔,64
4118,łabędzie,백조,41
6206,przyćmiony,overshadowed.,65
9395,anders.,앤더들,48
7014,innowacja,혁신,43
14145,dzwonić,부르다,8
1322,kongregacja,회중,75
12768,holenderski,네덜란드 사람,21
6215,smiltle.,놀이,58
2609,lis.,리스,32
12327,broń,무기,14
9926,alpejski,알파인,44
947,cumulus,적운,97
12684,komunistyczny,공산주의자,20
11758,ogrzewanie,따뜻하게 함,23
13024,marynarka wojenna,해군,18
1854,capybara.,카프 바라,91
1837,jezebel.,이세벨,94
9016,orkiestra,오케스트라,50
11278,pr.,전제,34
1605,lina.,리나,94
5607,msza żałobna,requiem.,74
4091,radon,라돈,83
12226,ewolucja,진화,26
4134,underfree.,자유롭지 않은 것,82
5416,kassie,카시 티 (cassie),74
10986,hybrydowy,잡종,36
11420,ciasto,파이,32
6551,epidemia,감염병 유행,64
13786,inaczej,그렇지 않으면,11
4022,rejestry.,레지스터,6
11294,genetyczny,유전자,26
6743,lekkoduch,놀러 다니는 청년,65
8292,przedsięwzięcie,투기,48
1952,asyria,앗시리아,93
5073,ograniczenia,제약 조건,71
13133,debata,토론,14
3081,odejmować,덜다,61
11826,pa,안녕,28
1165,noosfera.,노인,97
12494,dj.,디제이,24
1078,callum.,캘륨,97
562,pogórze,산기슭,74
12336,imigracja,이민,22
12540,gubernator,지사,21
12427,wybrany,선택한,24
4263,herc,헤르츠,82
10087,wichura,강풍,40
4784,karton,판지,79
9446,krupon,대상,40
12432,th.,태도,24
13109,natura,자연,12
5630,wybitnie,현저하게,24
8571,jugosław.,유고 슬라브,53
5353,bataan.,바탄,75
9327,dubbed.,더빙,40
12221,nie może,countn.,26
11080,fantom,환상,32
6502,nad głową,간접비,68
14007,zwiększyć,증가하다,12
5540,droit.,콧물,69
63,naciągnięcie,속임수,100
9306,policjantów.,경찰관,49
6485,do tyłu,뒤로,49
8486,owinięty,래핑,38
12417,bar,술집,21
3652,atelier,아틀리에,84
7322,flora,플로라,62
7643,oaza,오아시스,61
13086,rynek,시장,12
4109,ester,에스테르,74
13432,koło,보일 러 플레이트,14
4182,brahms.,브람스,78
5683,checkpoint.,검문소,62
11844,blake.,블레이크,29
3564,niechętnie,마지 못해,85
469,snaked.,몰래,51
453,gatunek,engram.,100
14423,przedstawione,발표,10
8283,zwłóknienie,섬유증,57
14097,spotkanie,회의,9
5768,podsekcje,하위 섹션,46
1209,najciemniejszy,가장 어둡다,97
2562,białoruski,벨로루시 사람,90
2807,aplikacja,앱,89
12346,bałagan,엉망,19
11981,szkocja,스코샤아,28
7720,aż,... 할 수 있음,60
5109,nieokreślony,불특정,77
11847,rywalizować,경쟁자,22
7976,ego,자아,57
6618,sajgon.,사이공,67
11795,zainteresowania,이해,8
4722,archaiczny,낡은,78
7734,skórzany,가죽,60
12442,złapać,잡다,19
7018,hakerstwo,해킹,37
12851,baltimore.,볼티모어,20
79,nighthawk.,바람개비,94
3112,elegant,멋쟁이,86
9953,byron.,바이런스,44
1616,klepsydra,모래 시계,94
2098,czarna woda,블랙 워터,92
6706,partenon.,파르테논,66
2920,angliński,앵글리언,86
3477,współpracownicy,공동 작업자,18
12749,po południu,오후,21
8280,blokada,봉쇄,53
13689,michigan.,미시간,12
7109,uroczy,매력적인,43
3342,pasantka,대답하다,87
9441,nieporozumienia,불일치,36
3208,energetyczny,정력적이다,83
12934,fred.,프레드,19
8052,telegraf,전신,55
8223,przyrostek,접미사,52
10818,meta.,메타,38
6865,niechętny,주저하는,60
11026,maru.,마루,37
3067,niejawnie,암묵적으로,88
4365,radełko,지거,80
9734,benny,베니,45
5479,paczka,패킷,70
7490,eksperymentowanie,실험,37
10250,jedność,단일성,41
5004,podział,분할,18
6567,pożyczać,빌려주 다,44
1326,minoan.,미노안,96
5716,wnuk,손자,71
13775,irlandia,아일랜드,11
1142,pies podwórzowy,지키는 개,95
13130,ósma,여덟 번째,17
1515,koszula,슈미즈,90
10739,richardson.,리처드슨,38
13036,rzucić się,던지다,18
6141,ding.,땡땡,68
4303,niezastąpiony,바꾸어 놓을 수 없는,79
11268,tranzyt,운송,21
9971,labrador,래브라도,44
3827,hymn,찬송가,76
14050,państwa,상태,6
9233,biseksualny,양성애자,43
11443,nicholas.,니콜라스,33
10523,podwozie,차대,39
6270,guinness,기네스,69
12831,afganistan,아프가니스탄,20
9348,dantez,단테,49
13198,do przyjęcia,수락 할 수있는,6
5557,byczy,타우린,74
7336,anarchia,무정부 상태,62
12987,drelich,진 피륙,18
7436,szeryf,주 장관,61
5707,psycho.,정신병자,72
12960,zatoka,만,19
3471,mauricio.,마우시오,86
3484,lodowaty,쌀쌀한,86
9398,lyn.,린이야,48
10518,norweski,노르웨이 인,38
11265,arktyczny,북극,35
13852,niektóre,일부,6
7919,siedemdziesiąt,칠십,47
4489,borówka,허클베리,80
768,kadm,카드뮴,98
11048,badminton,배드민턴,36
12351,pająk,거미,24
9182,gujana,가이아나,50
8201,botanika,식물학,57
4957,świerk,가문비,76
12685,samolotowy,공수,22
1507,na dół,아래층의,95
12546,płacić,지불,20
11117,biuro,국,35
12855,medyczny,의료,19
2702,dwumianowy,이항식,89
10907,benedykt.,베네딕토,37
4853,prostata,전립선,76
6043,taoizm,도교의,71
7038,nieba,하늘,26
9329,mieszkaniec,거주자,48
11831,zasadniczo,원래,15
13992,na podstawie,기반을 둔,8
10363,dwójkowy,바이너리,40
7669,współczucie,공감,56
12926,bogaty,부자,19
12747,przyjaciel.,친구,13
14115,zamknąć,닫다,10
2122,lancet,랜싯,92
11517,moe,모에,32
1746,baka.,바카,94
7760,cegły,벽돌 공장,60
10454,lynn.,린스,40
6133,esther.,에스더,70
6453,haiku.,하이쿠,68
13544,zawietrzny,이씨,13
5089,tyne.,타인,57
9878,mitch.,미치,45
4419,izotop,동위 원소,68
4503,meteoryt,운석,68
8181,rodham.,로드엄,57
172,przewaga,우세,100
3108,impala.,임팔라,88
5451,teoretycznie,이론적으로,53
6808,abby.,애비,66
2517,southland.,남국,90
929,wpływ,영향력,87
11843,język węgierski,헝가리 인,28
13676,wersja robocza,초안,11
10216,wiarygodność,믿을 수 있음,25
8522,osądzający,판단,19
1740,biedniejszy,가난한 사람,94
12077,trzydzieści,서른,27
3053,merv.,자세한 사람,88
9973,nil,나일 강,44
3566,wykład,강의,60
10783,poszukiwanie,찾는 것,24
8611,wiertarka,송곳,41
11602,słownik,사전,30
9133,balet,발레,50
12040,sugestia,제안,9
13952,część,부분,8
8188,cichy,순한,57
3503,lot w kosmos,우주 비행,62
12408,powstrzymać,그만 두게 하다,24
10555,pruski,프러시아 사람,39
13550,5.,5 일,13
9620,posmak,당나라,47
10918,następstwa,여파,37
2128,bongo.,봉고,81
7195,athena.,아테나,63
10413,ostry,날카로운,40
209,litosferze.,석성,100
12254,wewnętrzny,내부의,9
8179,kawaler,바흐,56
7758,sith.,스틴,60
3344,fryzura,헤어 스타일,73
4544,zamazać,제방하다,52
3927,rolando.,롤란도,84
746,maoista,마오이스트,93
5145,dominika,도미니카,77
11882,stanford.,스탠포드,29
13914,istnienie,존재,5
4636,mallard.,청둥 오리,78
5876,podejrzenia,의혹,47
12857,definicja,정의,14
14180,lipiec,칠월,6
12966,niewyjaśniony,설명 할 수없는 것,19
6988,miauczeć,야옹,64
1599,stwardnieć,강하게 하다,73
11290,jacksonville.,잭슨빌,34
4752,śmiałość,대담,79
992,połysk,광택,86
11339,zwięzłość,짧음,34
8774,freud.,프로이트,53
10311,niesoagażowo,억압 적으로,41
9385,kukurydza,옥수수,46
8132,uni.,유니,57
9292,pct.,...에 pct.,49
4403,regent,섭정,34
13330,grzyb,버섯,15
14401,konkretny,특정한,7
11782,marc.,마크,30
7514,eksponować,전시하다,26
9985,delirium,섬망 상태,43
6150,sanki,썰매,68
13976,bez,없이,5
4277,otoczenia,앰비언트,81
563,ruletka,룰렛,98
6736,bobo.,보보,66
4150,odnowiony,개조되었습니다,57
9464,czas wojny,전시,48
13614,chiński,중국인,12
6750,klika,간부 회의,66
13007,reakcja,반응,17
13700,londyn,런던,12
10666,stalin,스탈린,38
7008,legalny,합법적 인 것,64
13110,eric.,에릭스,17
4587,kręgosłup,등뼈,78
7146,płycizna,얕은,62
499,katakana.,카타카나,99
881,gwiezdny pył,...의 스타 더스트,97
3277,hed,헤드,87
10624,skonsolidowany,통합,32
14466,poszukiwany,원해,5
12862,dziki,야생의,20
1147,diehard.,다이 하드,97
12903,oakland.,오클랜드,20
94,diomedes.,디오메이즈,100
6480,sercowy,심장병 환자,68
11437,rasistowski,인종 차별 주의자,32
14222,w pobliżu,가까운,9
2169,ledwie,거의 없어,71
10173,śródziemnomorski,지중해,42
7860,zerknąć,섬광,55
13134,błazen,시골뜨기,17
9120,szpilka,핀,39
7297,malaya.,말라야,62
12578,libański,레바논 인,23
14304,jesień,떨어지다,12
10028,balotować,투표권,36
4026,trajektoria,궤도,73
10211,krab,게,41
11698,odwołany,취소 된,23
3125,monotonny,정체적이다,83
4620,zabłąkanie,억류자들,69
7616,karma,업,61
1454,wspinacz,등산가,67
11896,ratunek,자원,18
1714,speight.,스페이트,94
14511,zostawić,떠나다,7
9835,zapytanie,문의,42
6741,schody,계단,62
9031,chlorek,염화물,51
12320,gloria.,글로리아,25
4538,bazylika,공회당,79
10228,wygodna,편안,29
336,mestizo,메스티소,97
13502,scena,단계,12
5141,roche.,로치,77
4508,zszywka,스테이플,54
3523,rumowisko,성급한,85
7621,sumo.,스모,61
4185,hefhaestus.,헤파스토스,82
12056,pseudomonas.,슈도모나스,27
1851,pstrokacizna,뒤범벅,93
14009,wydajność,성능,10
7428,chrzest,세례,61
10198,bo.,악,37
13842,rok,년도,6
13547,formuła,공식,13
3467,sheila.,쉴라,86
8448,tajny,숨은,55
5588,fazowany,단계적으로,25
12196,est.,동부 표준시,26
10814,cholerny,젠장,34
5162,abonent,구독자,53
13693,miłość,사랑,11
297,wykładnik potęgowy,멱지수,89
4930,okulary ochronne,고글,74
12337,ustawienie,환경,9
8441,dorota,도로시,55
8585,sennik,센,54
2478,dzięcioł,딱따구리,90
5322,blond,금발의,62
5670,gras.,그라 어,73
5750,hanna.,한나,73
12651,rozpoznać,시야,22
10781,linemen.,리니먼,38
13013,moda,패션,17
11032,rygorystycznie,엄밀하게,36
7403,fioletowy,제비꽃,61
10849,w zależności od,의존하다,23
13161,na pewno,틀림없이,17
12829,boczek,베이컨,20
7306,sutener,뚜쟁이,61
6180,wakaty,공석,63
3537,greta.,그레타의,86
5429,dionizosa.,dionysus.,75
14051,później,나중에,8
13843,wszystko,모두,6
14497,czytać,읽다,5
12537,kopie,사본,11
7901,marsan,화성인,57
8356,napięcie,부담,46
10316,pamięć podręczna,은닉처,37
4042,spokojnie,고요히,83
12223,bliższy,더 가깝다,26
4094,parówka,위엔,80
7048,bagażnik samochodowy,트렁크,56
13747,niebieski,푸른,11
8815,awers,앞면,52
7693,staw,연못,59
13319,tajfun,태풍,15
513,partizan.,파티 자,99
12085,tsunami.,쓰나미,26
1304,obróbka drewna,목공예품,86
2464,wolny zawód,프리랜서,84
3829,chorwat,크로아티아 사람,84
14211,tygodnie,주,8
4129,donny.,도니,82
6905,dialekt,방언,49
13524,echo,에코,13
13890,za,당,11
2573,shoaler.,쇼어,90
12462,kąt,모서리,22
7509,czary,요술,62
5933,twarzowy,얼굴 마사지,71
2953,pokrojony,슬라이스,55
5945,modyna,모데나,71
12628,elizabeth.,엘리자베스,22
12653,koszt,비용,19
10720,gilbert.,길버트,38
11322,juliusz,줄리어스,34
7029,woodward.,우드워드,64
7728,spłukiwanie,홍조,51
4990,szczęki,입 부분,58
6202,germain.,제르메인,70
9725,planetarny,지구의,46
5327,rozpacz,고통,63
10836,afgański,아프가니스탄 사람,36
7097,małe serie,미니 시리즈,64
12075,rzeczywistość,현실,27
11225,rodzic,부모의,25
10618,tybetański,티베트어,36
14235,pozwala,허용,9
10383,nieoficjalny,비공식적이다,38
10611,diesel,디젤,38
12817,berlin,베를린,20
3090,mensch.,멘제치,88
7343,cheerleading.,치어 리딩,58
3585,czoło,이마,85
644,celt.,돌 도끼,86
13523,lato,여름,13
9676,britannica.,브리타니카,46
10000,om.,옴,43
615,mota.,모터,99
9770,wietnamski,베트남어,45
5304,sikhism,시교,75
10667,wektor,벡터,38
4676,wilga,꾀꼬리,31
7399,wyczerpany,탈진 한,40
1629,dupleks,양면 인쇄,92
2988,wątpliwości,의심스러운 사람,84
2302,psyche,프시케,85
7853,uniwerek,대학,59
4418,springbok.,남아프리카 사람들,67
6042,motocross,모토 크로스,71
2945,słuchawki,헤드폰,81
9912,osiedle mieszkaniowe,주거,44
10386,obywatel,자유민,40
60,płatność,유효 탑재량,97
6637,fluor,플루오르,66
390,kręgowiec,척골가 있는,91
377,vang.,범,100
6756,ultrafioletowy,자외선,66
9792,deutsche.,도이치,45
2886,somery,서머르스,88
11606,tlen,산소,31
5172,babcia,할머니,75
182,klapka,플랩,88
12821,klasyfikacja,분류,19
2570,ognisko,모닥불,88
7990,szampan,샴페인,59
4065,nadtlenek,과산화물,81
2847,kolaż,콜라주,88
653,steward,청지기,63
8859,osaka.,오사카,52
11435,obowiązki,직장,18
9308,równikowy,매우 무더운,49
12349,historyczny,역사적인,13
4286,pogaństwo,무종교,65
1295,zasolenie,염분,81
13105,dokładny,정확한,15
10378,czarownica,마녀,38
780,rezerwaty,기본적인,98
7238,bismarck.,비스마르크,63
2880,obozowany,incamped.,73
9869,sowa,올빼미,37
4891,slade.,슬라크,78
8961,hemingway.,헤밍웨이,52
2885,mopper.,모핑퍼,88
13590,brakuje,부족한 것,11
9314,berkeley.,버클리,49
12217,watson.,왓슨,26
12767,dekada,열개의,18
2627,żywica,수지,79
2796,hayward.,헤이워드,86
7861,antyczny,고대 미술,49
3212,tapeta,벽지,84
13291,naród,국가,7
1334,albinos,알바노,95
570,pole uprawne,농토,96
2269,rzep,벨크로,91
13232,dront,도도,16
14189,klucz,열쇠,11
1512,penang.,페낭,95
4135,pryzmat,프리즘,81
11511,krem,크림,32
1305,oscylator,발진기,62
7275,kaseta,카세트,61
870,niemądry,지혜 없는,94
6764,płetwa,지느러미,60
876,zarazki,세균,77
5142,jeremiasza,예레미야,77
1962,bogatszy,더 풍부한,93
3095,moment obrotowy,토크,88
2634,łapa,발,85
12553,tymczasem,한편,23
10430,franz.,프란츠,40
2488,lejek,깔때기,86
7269,kofeina,카페인,62
10427,stabilny,안정적인,38
9929,szczerze,솔직히,44
12043,metro,지하철,27
10629,łyk,저녁을 먹다,38
514,osy,말벌,58
1891,hakerzy,해커,40
7524,bez limitu,제한 없는,62
100,garbus,곱사등,100
3886,dyplom,졸업 증서,82
9984,reelekcja,재선,42
5339,sterta,더미,68
10705,gorączka,발열,38
7341,czcigodny,목사,62
11208,hollywood,할리우드,35
10144,wagner.,바그너,42
52,bicie serca,하트 비트,99
586,nieocenzurowany,무수정,99
10600,upadły,타락한,39
8514,charlemagne.,찰스 민,55
8207,eden,에덴 동산,57
4919,perykles.,기상,78
8645,schron,대피소,44
5832,largo,라르고,72
13661,środkowy,가운데,12
8573,hubble.,허블,54
14279,linie,윤곽,8
6316,haydn.,헤이 츠,69
4961,szerszeń,호넷,54
1974,maulana.,마운나,93
3625,salwia,샐비어,85
14085,dyrektor,감독,18
556,bebunceback.,바운스 백,99
13183,rozmieszczony,배포,13
4438,tuba,튜바,79
6806,makijaż,화장품,65
13928,grupa,그룹,7
11055,portret,초상화,34
10709,matematyczny,매우 정확한,21
10604,zakupy,쇼핑,24
1611,nadmiar,과다,94
12722,mama,어머니,21
13617,stół,테이블,12
11502,trinidad.,트리니다드,32
14174,menedżer,관리자,9
2884,hipokrates.,히포크라테스의,88
5905,cartman.,카트 만,72
3989,yokohama.,요코하마,83
3139,intymny,친밀한,75
12708,rzucać,깁스,19
12737,młynarz,밀러,21
7664,chwalony,칭찬하다,39
1257,grubszy,더 두꺼운,96
3553,colima.,콜리마,86
10456,trawka,잔디,40
8538,kuzyn,사촌,45
12522,zwodniczy,오도 ​​된,23
10235,kilometry,킬로미터,38
4839,hee.,정신,78
4164,kolesław,양배추 샐러드,82
8618,augusta.,아우스타카,54
10728,przewidywany,예측 한 것,23
7795,etyl,에틸,60
3071,stanowsek,아메리카 본국,88
1010,trzeźwy,냉철한,86
5117,lesisty teren,삼림지,63
12347,szyna,레일,23
12650,tampa.,탬파,22
10372,sprzęt komputerowy,하드웨어,41
13844,dwa,둘,7
14024,kwartał,4분의 1,9
8806,spojler,스포일러,41
2462,retoryczny,수사학,59
8016,interwał,간격,43
7270,kwadraty,정사각형,15
14485,uprzejmy,친절한,13
13212,oczywiście,확실히,16
5697,metan,메탄,73
4897,konfucjusza,공자,78
5023,zgodnie ze wskazówkami zegara,시계 방향으로,77
11154,odtąd,그후에,35
1518,młoteczek,추골,95
4255,odwód,후위,82
12338,elektroniczny,전자,20
9871,powstańcy,저항 세제,33
7528,słowniczek,용어 사전,61
4083,skuter śnieżny,설상차,80
5409,bezpieczniejszy,더 안전한,75
3156,kapłaństwo,사제직,88
11734,łańcuch,체인,28
11772,brazylijski,브라질의,29
380,alkan,알칸스,96
8211,copernicus.,코페 그닉스,57
13063,polska,폴란드,18
9942,się,그녀 자신,44
126,janus.,야누스,100
7966,wróbel,참새,57
14209,stary,오래된,10
12902,zapominać,잊다,19
9585,wyczyn,위업,45
9115,nieporozumienie,오해,43
5710,uprowadzony,납치 된 것,49
242,reaktywny,반응성,35
10590,antilles.,령 안틸레스,39
2239,rzeźnia,도살장,91
11610,litwa,리투아니아,31
7076,szczekać,짖다,57
12289,pałac,궁전,25
2297,daud.,대결,91
4241,kraft.,크래프트,82
11259,terytoria,영토,12
3367,ptyś,퍼프,71
2388,ponowne wprowadzone,reintroduced.,78
7835,poirytowany,짜증이 난,30
7356,degenerowany,퇴행했다,53
6102,małż,대합,70
3509,micah.,미가,86
12808,harrison.,해리슨,21
134,lombard.,롬바르드 사람,100
1501,specjalista od ubezpieczeń,보험 수리사,88
2050,głowica bojowa,탄두,76
8022,barwnik,물든 색,53
3995,cassino.,카시노,83
7804,ssak,포유류,52
12796,stewart.,스튜어트,21
10566,tajpej,타이페이,39
8497,zardzewiały,녹슨,55
7691,geometryczny,기하학적,59
8029,jerm.,억제,58
9408,offshore.,난바다 쪽으로 부는,48
7094,pchła,벼룩,62
908,toda,토드,97
2406,antyspołeczny,반사회적인,91
12089,kompromis,타협,19
8808,macedoński,마케도니아 어,47
13746,proces,프로세스,10
9331,strawiony,소비,29
9301,proszek,가루,45
10977,surowy,거친,34
4980,sahib.,각하,77
11236,nieczysto,불공정하게,35
12131,kandydat,후보자,19
8433,unanked.,언급되지 않았습니다,55
4878,wah.,와금,78
648,yali.,얄리,99
2305,karboksylaza.,카르 복실 아제,91
2913,pampasy,팜파스,85
5972,tonąć,싱크대,51
783,prob,탐지기,97
11083,namysł,고려 사항,21
12377,campbell.,캠벨,25
13793,do,에게,5
7491,firewall.,방화벽,62
4227,clamshells.,조개 껍질,81
3590,napęd,추진,85
8887,coli.,콜리,52
6447,borneo.,보르네오의,68
2266,rodak,동포,86
13270,społeczny,사회의,15
8988,wykonawcy,수행자들,10
4985,włóczęga,뜨내기 노동자,75
1753,zenit,천정,93
1169,podtyp,하위 유형,93
11406,jastrząb,매,18
2927,pireneje,피레네 산맥,88
3570,zazdrosny,질투하는,85
8718,kapelusze,모자,26
8413,zwykły,평상복,51
4714,hanukkah.,하누카,79
631,nie oszlifowany,자르지 않은,99
1136,skolopendra,지네,96
4532,upamiętniający,기념,29
1938,kompetentny,찬양 한 것,91
10365,szlachetny,고귀한,38
10784,podobno,에보수했다,38
13040,senior,상위,17
3393,słoweński,슬로베니아,86
13434,przyniósł,가져왔다,14
8239,bałwan,눈사람,57
3379,zmniejszać,줄다,49
8465,chroniczny,만성병 환자,54
9415,wyimaginowany,상상의,48
14377,ulica,거리,10
7024,zewnętrzny,외부,64
10472,judaizm,유태교,40
4479,sprawność sportowa,운동가 정신,80
14317,zaangażowany,관련된,9
2086,pełen werwy,기운찬,92
5979,ambitny,거창한,70
9573,kałamarnica,오징어,39
4522,drenaż,물을 빼다,62
13348,nd.,...에 nd.,15
13440,cokolwiek,무엇이든,14
2746,deportacja,추방,62
14438,rozpoczęty,시작,7
13131,wesoły,게이,17
2892,bitowany,휘핑,54
5256,cesarzowa,황후,75
5344,żbik,살쾡이,33
11497,normandia.,노르망디,32
10526,w zasadzie,대체로,19
7710,wygaśnięcie,만료,60
2129,niebieska linia,블루 라인,92
8617,mufty,평복,54
3841,bumerang,부메랑,84
10255,gęstość,밀도,41
5603,krążownik,순양함,69
13075,krytyczny,비판적인,11
2548,kodeina,코데인,90
14424,zwłaszcza,특히,11
7249,burgess.,버거스,60
11067,najsilniejszy,가장 강하다,36
3718,przestępstwo,중죄,80
5752,tiki.,티키,72
9343,xxx.,트리플 엑스,49
11281,perspektywiczny,관점,32
5383,albedo.,알베도,73
12890,etykieta,상표,14
4257,dylemat,양도 논법,79
3670,nisza,벽감,83
11157,dochód,소득,31
12020,salvador,살바도르,28
1216,bizet.,바이조트,97
466,nadepnąć,흘레,91
9354,sędzia,판정자,30
6508,jarzębina,마가목,68
8,geeks.,괴짜,28
2132,miejsce pobytu,소재,92
13888,co,무엇,6
9798,leśniczy,레인저,17
2872,elastyczność,탄력,74
2588,obeznany,정통한,66
7547,jacht,요트,52
8972,pułapka,덫,33
14025,mój,나의,5
9637,zamaszysty,청소,28
426,wieża kościelna,뾰족한 탑,100
10524,sześcian,입방체,38
639,mankiet,소매 끝동,83
3227,samolubny,이기적인,83
2806,lśniący,부진,88
109,odwdzięczyć się,갚다,90
2363,eland.,큰 영양,91
9391,szorstki,가혹한,48
1449,ponownie użyty,재사용,59
7755,eureka.,유레카,60
13304,fani,팬들,11
12897,jimmy,조립식 쇠지레,20
6506,w wyniku czego,이에 의해,68
5893,kratka wentylacyjna,벤트,62
13593,dave.,데이브,12
9402,pocztowy,우편 엽서,48
5902,ged.,고초,72
12543,kontrakt,계약,20
8103,całka,완전한,23
2393,wishbone.,위시본,89
10457,amsterdam,암스테르담,40
13620,afrikaans.,아프리카 어,12
13099,największa,가장 큰,18
5257,podatny,책임이있다,75
11910,zamieszki,폭동,16
1279,przebity,빵구 내는,65
1571,nieudokumentowany,문서화되지 않은,94
13280,kontekst,문맥,15
6309,archimedesa,아르 시데스,69
8166,dorsz,대구,57
4817,portman.,포트 맨,78
1833,barbarzyński,야만인 같은,84
1727,napisany,옹호자,39
11799,mediator,중간체,29
4651,serwigency.,정직,79
11085,castro.,카스트로,36
7971,szejk,미남자,59
3338,rojalista,왕당파,80
7243,chiropraktyczny,카이로 프랙틱,63
13126,włoski,이탈리아 사람,17
8063,dwór,장원,58
5456,dobson.,도브슨,74
13841,inny,다른,5
13588,johnson.,존슨,12
2203,małżonek,배우자,88
2688,piekarnia,빵집,83
2729,skrzyżowania,접합부,41
12844,maryland.,메릴랜드,20
702,smakołyk,맛있는 가벼운 음식,88
13333,rozsądnie,합리적으로,6
13662,strata,손실,10
3960,sprawiedliwy,의로운,83
11518,biuletyn,뉴스 레터,32
13367,6.,6 일,15
2320,linia bazowa,기준선,88
14118,dany,주어진,10
6064,pallas.,팔라스,71
14184,z dala,떨어져 있는,11
5917,emisja,방사,56
2963,praca zespołowa,팀워크,88
13015,wysoko,고도로,18
1921,śluz,점액,93
9941,blew.,보낸다,44
627,sejmometr.,지진계,94
11325,sigma.,시그마,34
6513,impresjonizm,인상주의,68
1932,midi.,미디,92
4018,calais.,칼레,83
4847,porównanie,직유,78
10033,goryl,고릴라,43
770,zapobiegawczy,예방 조정자,98
2460,buda,오두막집,88
13709,ton,음정,12
3459,soczysty,흥미 진진한,86
9616,freestyle,프리 스타일,47
1577,interpersonalny,대인 관계,94
13128,wprowadzenie,소개,10
11527,myto,통행료,31
10880,wh,와트시,37
2720,zapalający,방화범,86
949,geologowi,지질 학자들,76
1559,milner.,밀너,95
2630,homebrew.,홈 덤프,90
6976,nachylenie,경사,53
11585,temperatura,온도,24
14391,wrzesień,구월,6
9609,dróżnik,전위,47
1211,tanio,싸게,97
3998,mglisty,안개가 낀,83
5835,rozgwiazda,불가사리,72
4290,hominem.,정성,81
6941,abba.,아프바,39
5468,barnard.,바나드,74
10997,weren.,웨들,37
4079,ogr,오우거,82
13230,lot,비행,15
10275,otto.,장미유,41
14092,operacje,운영,6
3681,zawrót głowy,선회,85
10473,wang.,왕,40
9309,wcierać,루빈,49
11646,radar,레이더,30
6809,dźwignia,지렛대,63
4054,rampa,비탈길,74
14307,niemiecki,독일 사람,10
3037,słoneczna ryba,수양,88
10915,żołnierz amerykański,미군 병사,36
5366,towarzyski,나가는,75
2968,podniecenie,동요,68
437,amiga.,아마 이가,98
8685,powstały,생기게하다,53
11076,muzycy,음악가들,22
6482,offline.,오프라인,68
9961,rzadko,드물게,26
2670,mangan,망간,90
4523,marathi.,마라 티,80
12986,alternatywny,대안,8
6601,melodie.,곡,38
2093,dynar,디나르,83
8878,bono.,보노,52
2890,urzeczywistnienie,결실,88
2675,parszywy,듬뿍 있는,90
10327,kg,킬로그램,41
8886,acharya.,아 졸라,52
890,semantyczny,의미 론적,70
10623,terra.,흙,39
9454,chłodnica,냉각기,48
3766,śmieszny,쑥스러운,83
10397,zdrowaśka,ave.,40
10422,kłamliwy,거짓말하는,20
7223,złącze,커넥터,60
8591,shan.,샨,54
7707,petersen.,피터센,60
6892,fidżian.,피지안,65
5512,ciągnie,당겨,18
11611,przeciwnie,반대되는,31
13237,mistrz,주인,12
12298,smutny,속상한,23
2130,przeplatający się,interlaced.,78
12893,trudny,어려운,20
11176,autorski,저자,9
13576,komenda,명령,10
545,reakcyjny,반동,94
5359,pasta do zębów,치약,75
32,zasada,테이너스,88
8745,biblijny,성서,53
13411,most,다리,13
4296,hiacynt,히아신스,81
1359,dalia,달리아,96
11428,gra polo,폴로,33
10699,absolutny,순수한,23
6816,glendale.,글렌 데일,66
5392,zapachy,냄새,50
8195,warianty,변종,40
9890,poświęcony,신성한,44
13846,ale,하지만,5
11971,samochód ciężarowy,트럭,25
5026,holla.,홀라,77
9276,pluśnięcie,튀김,49
11876,reinsert.,다시 삽입,8
14326,oficer,장교,10
10906,w połowie drogi,중도,37
10324,boeing.,보잉,40
10554,flores.,플로레스,39
1574,udźwięcznienie,목소리,20
9337,jaguar,재규어,33
5113,goddard.,여드드,77
7982,skarżący,불평하다,28
10824,brzytwa,면도칼,38
4160,dietetyczny,식이 요법,82
11455,ya.,당신,33
8229,autorytatywny,권위 있는,55
11725,sc.,...의 sc.,30
3763,yosemite.,요세미티,84
6310,marokański,모로코 사람,65
14365,mężczyźni,남자들,9
4482,tait.,제아,80
3436,skandynawia,스칸디나비아,86
10828,koka,코카,38
2507,emulsja,유제,90
12742,uzbrojony,무장 한,13
