ID,ENGLISH,RUSSIAN,INTERVAL
6509,vacant,свободный,65
6928,kaiser,кайзер,65
8278,mara,мара,55
10203,atom,атом,25
8142,varied,разнообразный,20
14208,field,поле,8
13468,minister,министр,13
4687,curb,бордюр,67
1792,campuses,кампусы,93
2222,cinnamon,корица,91
4233,err,ошибаться,81
2831,lux,люкс,77
10436,substituted,замещенный,21
10623,terra,терра,38
14192,agreed,согласованный,11
4633,mania,мания,79
13999,line,линия,8
12710,donald,дональд,21
2547,lettuce,латук,90
7527,repository,репозиторий,60
2938,comprehend,постигать,85
10828,coca,кока,38
4124,indulgence,снисходительность,66
4149,backpack,рюкзак,67
12466,kyle,камин,24
9008,extending,продление,18
11520,darwin,дарвин,30
6516,hydropower,гидроэнергетика,68
1181,bayonets,штык,75
12741,joint,соединение,21
1648,perdue,пердеть,91
2711,vulture,стервятник,86
4904,camino,камино,78
12453,labor,труд  работа,23
5137,illuminati,иллюминаты,76
725,textiles,текстиль,62
14430,bond,связь,19
1081,cumbersome,громоздкий,96
894,walkway,пешеходная дорога,94
5839,timeout,время ожидания,58
14205,included,включен,6
13930,during,в течение,7
13246,atlanta,атланта,16
482,epitaph,эпитаф,99
10711,laid,проложенный,38
13333,reasonably,разумно,6
11909,bubba,бубба,29
6256,yin,йин,69
11032,strictly,строго,36
212,mistral,мистур,100
2467,pilgrimage,паломничество,89
4850,doughnut,пончик,74
976,patriarchs,патриархи,81
316,canning,консервирование,100
5041,temperament,темперамент,70
11043,translate,переводить,17
7174,moot,ботировать,62
1769,reclassified,реклассифицированный,87
7236,bibliography,список используемой литературы,62
6327,flytrap,мухоловка,69
13929,way,способ,7
7528,glossary,глоссарий,60
13095,freedom,свобода,17
11319,alice,алиса,34
5202,gallantry,галантерея,76
11726,syria,сирия,30
12178,brett,бретт,26
61,antisubmarine,антисубмарин,100
1313,shaman,шаман,82
13314,invasion,вторжение,15
14031,early,рано,10
6565,smiley,смайлик,67
4977,chaucer,чаузер,77
12075,reality,реальность,27
10484,shea,шикарно,40
11338,driven,заново,34
4720,amtrak,амтрак,79
12852,forest,лес,19
12364,murray,мюррей,25
3069,fundamentals,основы,32
12218,sarah,сара,26
5656,huron,гумон,73
11565,bros,братан,29
8644,geographical,географический,33
9421,crocodile,крокодил,45
8931,childhood,детство,51
7157,curtain,занавес,60
3744,buyers,покупатели,77
13475,persian,персидский,13
5342,perennial,многолетний,73
13691,huge,огромный,12
6388,wash,стирать,42
11033,garrison,гарнизон,33
3854,hue,оттенок,82
1484,jumpsuit,комбинезон,95
7660,waist,талия,54
12138,christ,христос,27
2024,malice,злоба,89
6754,shortest,кратчайший,66
11583,monroe,монро,32
552,unlinked,неразбавленный,94
14283,potential,потенциал,12
1583,phenylalanine,фенилаланин,94
8030,blanc,блан,58
4913,sophocles,софокл,78
10993,baptist,баптист,36
6373,chloe,хлоя,69
11979,dollars,доллары,20
7278,recipient,получатель,47
267,tangent,тангенс,96
7664,praised,похвалы,39
4447,creep,слизняк,67
10255,density,плотность,41
11899,metres,метры,24
13534,opinion,мнение,11
14279,lines,линии,8
2200,grocery,бакалея,88
13498,fighter,истребитель,12
5823,retard,замедлить,38
11577,prominent,видный,27
4670,attendees,участники,78
14059,unit,единица,6
7641,geo,гео,61
12014,conform,соответствовать,14
14372,rule,правило,7
10271,weasel,ласка,41
483,polyvinyl,поливинил,99
10695,leonardo,леонардо,38
13218,ocean,океан,16
11438,dry,сухой,30
5740,veterinary,ветеринарный,73
57,starving,изголодавшийся,84
364,noblemen,дворян,100
11703,column,столбец,26
7371,boyer,бойер,62
11127,somerset,сомерсет,36
10627,reveal,раскрыть,21
427,dictatorial,диктаторский,99
8405,ulster,ульстер,55
9865,principles,принципы,27
1008,telegraphy,телеграфия,97
8133,pegasus,пегас,57
4769,hairspray,парикмахерская,78
6895,gloves,перчатки,43
10518,norwegian,норвежский язык,38
2037,sau,саума,92
13755,le,леос,11
9308,equatorial,экваториальный,49
3908,firepower,огневая мощь,84
5440,aliquot,аликвот,74
1294,infants,младенца,52
14308,j,дж,8
6131,ransom,выкуп,69
14464,filed,подано,6
14222,near,около,10
2288,ust,уст,91
10947,reception,стойка регистрации,28
4912,ditch,канава,70
10846,ot,ов,38
8563,nielsen,нильсен,54
1151,bonjour,бонжур,96
5283,pembroke,пембрук,75
7051,prone,склонный,64
9225,displays,дисплей,13
14412,rules,правила,7
13108,leader,лидер,12
11170,elephant,слон,33
10001,abstract,аннотация,41
5575,absorption,поглощение,72
11215,baseman,позывный человек,35
4255,rearguard,рефрижератор,82
7627,printer,принтер,55
5310,jamaican,ямайский,73
13126,italian,итальянский,16
4840,poised,готово,72
11948,platform,платформа,25
3249,flapper,заслонка,87
6323,burr,заусенец,69
7299,montevideo,монтевидео,62
11329,seventeenth,семнадцатый,34
11360,somehow,как-то,34
9009,sophia,софия,51
8825,diary,дневник,47
9291,istanbul,стамбул,49
4634,quell,повседневность,69
7589,dump,свалка,42
6354,indirectly,косвенно,69
4294,scissors,ножницы,69
2057,spire,шпиль,87
13458,maybe,может быть,14
6594,soot,сажа,67
11959,armadillo,армадильо,28
7339,compass,компас,56
4503,meteorite,метеорит,68
10285,meat,мясо,40
14021,national,национальный,7
13018,saturday,суббота,18
2897,cholesterol,холестерин,88
4949,anarchism,анархизм,74
12517,fired,уволенный,10
12585,rob,ограбить,22
9213,discipline,дисциплина,34
11792,worn,изношенный,30
12374,electric,электрический,17
13714,champions,чемпионы,9
11107,caesar,цезарь,36
2865,angelica,анжелика,88
3920,corrosion,коррозия,80
8910,infrared,инфракрасный,52
5572,homage,увольнение,73
4193,strikeout,вычеркивание,39
7625,nuggets,наггетс,54
1022,rescuers,спасатели,96
2348,shouldnt,не нужно,91
6198,flagship,флагман,70
9690,hartford,гартфорд,46
10382,destiny,судьба,40
5748,cubism,кубизм,73
3606,clem,клима,85
11642,pace,шаг,29
8024,hepatitis,гепатит,57
9681,venice,венеция,46
134,lombard,ломбард,100
12068,flow,поток,24
13347,disambiguation,неожиданность,15
5284,yorker,йорка,66
12983,billy,билли,17
11382,rid,избавлять,33
14014,least,наименее,5
3342,passant,пассажирование,87
9488,jungle,джунгли,46
9594,nerd,зануда,43
8969,compatible,совместимый,47
8653,adaptation,приспособление,32
4195,subduction,субдукция,77
3215,allergy,аллергия,86
6095,crust,корка,70
12123,sr,потрясение,27
4079,ogre,огре,82
10563,clogging,засорение,38
13001,massacre,бойня,17
9047,glider,планер,45
1814,galen,галень,93
12791,larry,ларри,21
6705,aland,земля,66
9696,shelf,полка,46
12905,arkansas,арканзас,19
9095,djibouti,джибути,50
13904,support,поддерживать,8
6156,sympathetic,сочувствующий,69
9535,postponed,перенесенный,41
10703,trans,транс,38
4191,spinners,спиннеры,54
2945,headphones,наушники,81
1356,glenwood,гленвуд,96
4097,lakeland,лакеланд,83
7975,overcame,преодолевать,58
1226,cabaret,кабаре,96
13761,earth,земной шар,12
3922,pais,паис,84
13357,ont,оно,15
4035,retailers,розничные продавцы,38
11227,eg,например,35
4147,viaduct,виадук,78
7872,infinitely,бесконечно,26
789,haggis,хаггис,98
5382,denote,обозначить,29
6152,broil,заморозка,70
2591,documentaries,документальные фильмы,32
3533,lard,сало,86
13450,nevertheless,тем не менее,14
12235,prison,тюрьма,17
12483,grace,милость,23
1282,triads,триады,65
7803,firefighters,пожарные,44
4924,natal,натал,77
11416,parade,парад,31
1404,gratitude,благодарность,95
8396,prestigious,престижность,55
3513,assimilation,ассимиляция,74
12160,expeditionary,экспедиционный,27
13946,prices,цены,18
7844,piper,пайпер,56
1546,padre,падрес,42
2817,euphoria,эйфория,88
4343,enoch,енох,81
3585,forehead,лоб,85
8705,virtue,добродетель,49
6767,eyewitness,очевидность,57
14413,works,работает,5
12040,suggestion,предложение,9
14051,later,позже,8
1228,wettest,самоуверенность,96
10675,brent,довериться,38
3874,shortcut,ярлык,76
12682,sold,продано,22
4518,paradigm,парадигма,78
12098,conservative,консервативный,21
5629,shiite,шиит,73
14076,design,дизайн,10
13923,network,сеть,8
4780,reuben,переубен,78
12181,ill,больной,22
13743,behind,позади,12
13366,identification,удостоверение личности,15
2220,plagues,возмущать,37
10655,campaigns,кампании,13
10610,op,опрашиваться,34
6799,batch,партия,62
13269,theory,теория,13
2040,tractive,трактика,92
4639,prickle,колючка,79
11039,colony,колония,21
13086,market,рынок,12
1032,valiantly,доблестно,97
9850,hercules,геркулес,44
3838,shocker,шок,82
5979,ambitious,честолюбивый,70
3839,colorless,бесцветный,84
7483,yardage,двор,62
2737,unesco,юнеско,89
285,smelly,вонючий,99
6572,beforehand,заранее,67
8822,trilogy,трилогии,52
5962,reinstate,восстанавливать,41
5163,discount,скидка,56
6076,meditation,медитация,62
14214,needs,потребности,6
9859,forgotten,забытый,44
9407,spl,сплетен,48
5407,jat,джай,74
41,verbiage,изготавливание,100
10840,steroid,стероидный препарат,36
3505,rohan,рохан,86
13598,featured,представлен,9
12150,faithless,неверный,27
4763,lumber,пиломатериалы,77
2342,noodles,лапша,63
2614,kindergarten,детский сад,88
8997,stoke,стекло,43
9296,flip,кувырок,40
11337,shit,дерьмо,33
8776,mummy,мумия,52
7064,melting,плавление,51
6560,tore,оторвать,67
3604,caterpillar,гусеница,83
4061,balloons,надувные шары,40
10742,abortion,аборт,35
11504,nineteenth,девятнадцатый,32
5541,slate,шифер,54
14445,tests,тесты,5
7141,patty,пэтти,62
392,shriver,штраф,100
6128,venom,яд,67
9965,fortunately,к счастью,29
13873,any,любой,5
3727,stillwater,стоячая вода,85
11454,bonus,бонус,33
12544,letter,письмо,18
1248,backstage,за кулисами,96
3264,peptide,пептид,85
3376,cutter,резак,79
13291,nation,нация,7
7723,inability,неспособность,59
7298,scenic,живописный,62
10791,fourteen,четырнадцать,38
9870,bud,бутон,42
8905,emmy,эмми,52
3378,bankrupt,обанкротиться,84
277,sedans,седаны,48
7087,sherlock,шерлок,64
13195,mass,масса,15
10487,composition,сочинение,28
6621,bushfire,кустарник,54
8234,leaning,склонность,43
4607,bridgewater,морозона,79
2091,swank,уважать,92
13026,inaccuracies,неточности,18
2929,dopamine,дофамин,88
11064,shawn,шон,36
213,proletariat,пролетариат,100
639,cuff,манжета,83
9180,harriet,гарриет,50
13517,printed,напечатано,11
6714,shutting,выключение,25
3327,lashkar,лашкар,87
13494,queries,запрашивает,12
10083,straw,солома,42
11194,species,разновидность,35
4586,walkover,легкая победа,78
4928,hornish,родовой,78
6661,haemophilia,гемофилия,67
7590,icelandic,исландский,28
2868,daler,далер,88
11269,malta,мальта,34
11378,warcraft,военное ремесло,33
2254,prequel,предельный,91
10202,thanksgiving,день благодарения,42
11869,baker,пекарь,29
13666,kingdom,царство,12
13756,rock,рок,11
13264,mary,мэри,14
303,scion,соискание,96
13182,roman,римский,16
14282,series,ряд,7
328,blazer,блейзер,49
7034,solvent,растворитель,57
8604,clever,умная,53
9627,curse,проклинать,40
13690,money,деньги,12
3615,tarantula,тарантула,85
13079,tree,дерево,16
4407,embryonic,эмбрион,80
8057,ratified,ратифицированный,53
8922,jehovah,иегова,52
3905,ratification,ратификация,84
6506,whereby,согласно которому,68
9382,drums,ударные,28
3809,cirrus,циррус,84
369,hadron,адрон,100
13379,gun,пистолет,12
5294,dessus,дессоус,75
3800,bunsen,бунзен,84
10010,odyssey,одиссея,43
4140,bedouin,бедуин,76
10292,avatar,аватар,41
14058,know,знать,7
12408,deter,сдерживать,24
3204,refurbished,отремонтирован,76
153,anesthesia,анестезия,100
3931,kibbutz,кибуц,84
6836,banknotes,банкноты,35
7109,charming,очаровательный,43
9349,sicily,сицилия,49
13270,social,социальное,14
6046,tsar,цар,71
2332,trillion,триллион,89
10377,partner,партнер,32
3802,osteoporosis,остеопороз,84
788,pogo,пего,98
6867,disdain,презрение,63
5831,auf,авафта,72
2611,cipher,шифр,87
4710,fauna,фауна,79
7537,bourne,борн,61
10540,okinawa,окинава,39
13998,service,услуга,7
8865,berkshire,беркшир,52
8089,lars,ларс,45
1360,pele,пелена,96
4054,ramp,растрачивать,74
10164,omaha,омаха,42
10831,complaints,жалобы,26
10818,meta,мета,38
8527,creatures,существа,45
9319,endorse,apporse,30
11861,depth,глубина,28
8178,export,экспорт,38
10705,fever,высокая температура,38
14440,book,книга,9
13488,tim,тим,13
6906,glucose,глюкоза,65
1936,coronet,морозена,89
14117,range,диапазон,10
2513,googolplex,гуголплекс,90
6381,pu,пу,66
6955,thief,вор,65
2431,heelers,сияние,91
4621,fucker,подонок,79
3203,cosmos,космос,75
12046,presence,присутствие,27
7014,innovation,инновации,43
9189,fuller,полномочий,50
2745,cambrian,камбрийский,89
802,matador,матадор,96
10749,shore,берег,35
4614,hotly,горячо,79
9228,syrian,сирийский,47
9031,chloride,хлористый,51
4183,pancreas,поджелудочная железа,82
1738,esoteric,эзотерик,93
13792,of,из,5
962,narcissus,нарцисс,97
13992,based,основанный на,8
5944,corpse,труп,60
11521,fortyfive,сорок пять,32
12568,cycle,цикл,17
4734,subsets,подвеска,58
13155,cell,клетка,16
9516,madeline,мэдлин,47
9613,nj,unj.,47
3326,syndication,синдикация,53
14513,notes,примечания,6
563,roulette,рулетка,98
1923,latimer,латим,93
9533,intercontinental,межконтинентальный,47
11185,leon,леон,28
12144,serbia,сербия,27
6005,bathroom,ванная комната,68
3296,caravan,караван,83
1233,diol,диол,93
10898,licence,лицензия,32
2509,crossbow,арбалет,90
3618,shiv,шивер,85
4426,bureaucracy,бюрократия,79
2487,bodily,телесный,90
11987,highway,шоссе,24
10782,hindu,индусский,33
14035,oil,масло,16
4225,influx,приток,81
12117,graphics,графика,15
8311,apparatus,аппарат,56
9366,volta,вольта,48
1892,calamity,бедствие,88
7608,ecosystem,экосистема,60
12283,peru,перу,25
7464,leningrad,ленинград,62
1218,mako,мако,96
7733,spree,веселье,59
8058,grenada,гренада,58
12691,friendly,дружелюбный,21
4728,toes,пальцы на ногах,48
11936,brain,мозг,27
9383,brass,латунь,48
2402,psychiatry,психиатрия,91
10316,cache,кэш,37
4215,archaeological,археологический,30
1430,gratuitous,градус,45
4252,leech,пиял,81
3608,flounder,камбала,82
2902,grapefruit,грейпфрут,88
13168,bomb,бомбить,11
8047,factions,фракции,43
2628,cleft,расщелина,88
1525,lube,любера,95
1900,hump,горб,87
12967,wayne,уэйн,19
8188,meek,кроткий,57
8431,scudder,сокрушитель,55
6588,khrushchev,хрущев,67
10384,withdraw,снять со счета,25
7202,collier,коллер,63
610,mantra,мантра,97
14466,wanted,в розыске,5
3836,antitrust,антимонопольный,84
7128,valentinian,валентин,63
12264,carbon,углерод,24
8176,comma,запятая,48
3786,rectangular,прямоугольный,84
5164,corolla,венчик,76
2255,migrants,мигранты,69
3383,crawl,ползти,66
12259,archives,архивы,12
3636,irrigation,орошение,83
8747,homeland,родина,52
12282,crazy,сумасшедший,25
14154,customers,клиенты,25
2170,consul,консул,61
2079,hemorrhoid,геморрой,91
423,playwright,драматург,96
13520,numerous,многочисленный,12
11279,elementary,элементарный,34
5553,burundi,бурунди,74
5723,teller,кассир,70
671,sledge,саня,93
10458,objection,возражение,12
7993,freed,освобожден,58
13283,sydney,сидней,16
967,hispanics,латиноамериканцы,57
3202,bacterial,бактериальный,87
9731,donor,донор,40
9430,exciting,захватывающе,33
5043,maltese,мальтий,77
255,palladium,палладий,100
10700,cropped,обрезанный,25
1501,actuary,актуальный,88
12325,extratropical,экстратропно,25
2575,militiamen,милиционеры,90
3045,nightfall,ночью,88
9896,motto,девиз,41
4544,deface,заправлять,52
8543,sh,штерива,54
11109,swimming,плавать,31
11911,cloud,облако,25
5554,rotary,ротари,73
6270,guinness,гиннес,69
11638,murphy,мурфи,31
1663,misfortune,несчастье,90
8423,pseudo,псевдо,55
1405,minerva,минерва,95
3120,shutter,затвора,77
3379,diminish,уменьшаться,49
431,curtailed,свернутые,84
13148,missing,отсутствующий,11
6872,demise,кончина,65
14375,ability,способность,22
10301,carnival,карнавал,41
6425,nigerian,нигерийский,66
240,spitting,плевать,26
2295,outplayed,переплетать,89
12650,tampa,тампа,22
13481,cool,прохладно,13
10720,gilbert,гилберт,38
9482,influential,влиятельный,48
10035,slight,незначительный,43
9701,conclusions,выводы,23
8611,drill,дрель,41
466,tread,прогрессировать,91
12861,phil,фил,20
8773,viva,вива,52
4416,onslaught,натиснение,81
8427,volcanic,вулканический,54
4473,snider,слаин,80
14468,wants,хочет,5
6812,diode,диод,65
10588,sanders,шлифы,37
385,alberich,альберих,100
13460,alk,аллес,14
7513,bz,бз,62
6871,clone,клон,37
9064,seeker,искатель,49
12121,enigma,загадка,27
8976,kitty,китти,49
10113,ascidian,аспидиан,42
3942,exploited,эксплуатируется,41
7581,slaughter,убой,54
11071,explosive,взрывной,18
201,chaplain,капеллан,92
12614,calgary,калгари,22
10850,kit,комплект,36
4735,rag,тряпка,64
11260,clay,глина,34
918,sketchy,схематизм,97
3287,irrespective,независимо,87
11648,ur,ур,31
6801,chewing,жевать,39
7102,vocalist,вокалист,59
13167,gogo,гого,17
629,narcissism,нарциссизм,99
9463,coe,коре,48
13855,last,последний,6
7735,precursor,предшественник,57
6225,boilermakers,боевики,68
5869,basil,бэзил,72
6055,barrow,барровый,70
12668,terry,терри,22
12073,spy,шпион,25
6711,messier,медьера,66
10861,cox,кокс,37
10356,survivors,выжившие,32
12431,serves,служит,11
2324,schwarz,шварц,91
10031,incorrectly,неправильно,43
11518,newsletter,новостная рассылка,32
5063,giver,даритель,76
9004,polytechnic,политехнический,51
8186,emerald,изумруд,55
10211,crab,краб,41
13874,there,там,5
5183,crunch,хруст,75
5834,gorman,горан,72
13887,between,между,8
12550,prolog,пролог,23
11878,portland,портленд,29
4314,malayalam,малаялам,81
2476,landau,ландо,90
2722,anemone,анемон,89
12883,hundred,сотни,15
290,schematic,схематический,96
5577,keto,кето,73
402,mana,мана,97
9353,seadog,морской пес,49
11062,serbian,сербский,36
8983,acceptor,акцептор,50
7954,panorama,панорама,58
109,repay,погашать,90
12801,deep,глубокий,20
9096,drag,тянуть,41
2508,fortnight,затяжка,88
11998,poorly,плохо,28
7379,sectors,сектора,32
13311,possibly,возможно,7
10161,batman,бэтмен,42
4230,pulmonary,легочный,82
13037,acid,кислота,17
14069,law,закон,8
8742,demolished,снесенный,49
1326,minoan,миноана,96
3031,flo,фло,88
4361,criticise,критиковать,45
8033,functional,функционал,20
5062,vesuvius,везувиус,77
4662,overdose,передозировка,74
12088,wi,вал,27
346,haji,хаджи,100
7201,elijah,илия,63
13546,coast,побережье,13
12136,bangladesh,бангладеш,27
883,subtly,тонко,97
6590,rubble,обрезать,67
2499,hypothermia,гипотермия,90
6309,archimedean,архимедный,69
8468,unanswered,без ответа,55
3138,clergy,духовенство,88
14156,international,международный,9
125,kali,кали,99
9220,detained,задержан,45
12750,dick,дик,21
13385,russian,русский,14
6664,gastrointestinal,желудочно-кишечно,67
11437,racist,расист,32
7406,tic,тик,62
9624,ethics,этика,37
8185,cinderella,здравоохранение,57
8274,undead,нежить,56
5122,fey,февраль,76
14229,hours,часы,9
12363,correctly,правильно,25
982,reestablished,восстановить,83
7522,sirius,сириус,62
4206,slides,слайды,40
1806,depeche,депи,93
12346,mess,беспорядок,19
2901,diaper,подгузник,85
5905,cartman,картман,72
9933,referendum,референдум,38
9359,converts,преобразует,16
1041,swore,поклятый,97
3598,superscript,суперскриптор,83
1509,sheik,шейк,89
7729,thugs,головокружение,52
13707,boston,бостон,12
4909,serra,серра,78
4982,circumcision,обрезание,75
387,renoir,ренуар,100
7531,ballistic,баллистический,51
231,chaldean,халдеан,100
6232,hon,утонченность,70
8655,pact,пакт,53
1534,epiphany,богоявление,94
10494,proportion,пропорционально,35
1503,cornish,корниш,95
14285,type,тип,7
10683,hedgehog,еж,38
11421,circumstances,обстоятельства,31
14334,america,америка,5
5354,pearce,вечернее,75
2343,bilateral,двусторонний,89
259,jokingly,востребоваться,100
14371,significant,значительный,10
2384,liszt,лизц,91
10872,narrow,узкий,32
13205,tennessee,теннесси,16
6732,colon,двоеточие,41
2615,caricature,карикатура,83
3189,kona,кона,87
13663,louis,луи,12
4829,envoy,посланник,74
4950,etymology,этимология,65
10776,imagine,представлять себе,30
8830,unchanged,без изменений,52
2012,commonplace,обычное дело,92
8853,theatrical,театральный,50
5449,idiotic,идиот,27
4521,peculiar,своеобразный,74
6253,methionine,метионин,69
8768,menu,меню,51
13897,made,сделал,5
841,buggy,багги,97
8247,nut,орех,43
4784,cardboard,картон,78
12855,medical,медицинский,19
8151,buddha,будда,57
8415,prejudice,предрассудки,52
4039,immaculate,безупречный,82
9426,expertise,экспертиза,48
10176,lahore,лахор,42
8174,havana,гавана,57
2161,dope,наркотик,53
4700,mollusca,моллюска,79
2853,fourier,фурье,88
8111,epistle,послание,56
12024,blah,благ,27
1108,tilly,тилли,96
12060,comic,комикс,14
13530,bush,куст,13
8583,inquisition,инквизиция,53
1824,hangover,похмелье,92
8938,hatch,люк,49
11218,alongside,наряду,35
7200,ayudante,аюданте,63
7820,reminder,напоминание,16
9204,divine,божественный,46
7885,curved,изогнутый,36
470,abbot,аббат,97
7020,amman,амман,64
7814,ull,ул,59
4373,methodology,методология,72
6491,pod,подпирать,62
9078,destination,назначения,38
12854,belgium,бельгия,20
3328,alumnus,выпускник,87
12988,checklist,контрольный список,18
6394,rosemary,розмари,68
13841,other,другой,5
2410,tauranga,тауранга,91
12950,friday,пятница,19
4290,hominem,гомина,81
3731,cro,кроаль,85
7017,norse,норвера,64
3685,captives,пленники,52
9924,arabian,арабский,44
7693,pond,пруд,59
14379,side,сторона,10
889,ternary,тройное положение,97
12273,tuesday,вторник,25
11484,swept,охваченный,32
9238,lionel,леул,49
13410,harry,гарри,12
8566,seismic,сейсмический,53
12582,du,дурак,23
12867,turkey,турция,20
2492,traitor,предатель,75
12375,primarily,в первую очередь,25
4439,statesman,государственный деятель,80
13535,throughout,на протяжении,13
8050,jelly,желе,57
13225,fell,упал,16
9453,contra,контра,48
5434,weir,воен,74
5302,talon,овладенец,71
10759,cathedral,собор,38
6656,incumbent,действующий,58
5180,prem,премии,76
11245,toast,тост,34
12781,session,сессия,18
8394,analysts,аналитики,46
12176,outstanding,выдающийся,26
11228,sitting,заседание,24
9161,kip,кип,50
10592,ham,ветчина,38
5056,ligand,лиганд,63
4201,pst,тихоокеанское стандартное время,82
5814,reliance,резина,72
1529,rectum,прямая кишка,95
13859,time,время,5
11836,ash,пепел,24
12002,pierre,пронзительный,28
953,petals,лепестки,89
2344,maharaj,махарадж,91
9502,colombian,колумбийский,47
1651,lordy,лорд,94
10491,podium,подиум,39
10295,rebel,мятежник,27
9555,receptor,рецептор,40
2433,peat,торфяна,91
14259,administration,администрация,6
10219,clash,столкновение,30
3034,citable,свидетельствующий,88
11826,bye,до свидания,27
11955,hunt,охота,23
8762,alligator,аллигатор,52
2117,catalytic,каталитики,91
2099,corrie,корри,92
926,britten,бриттен,97
14499,david,дэйвид,9
7602,reunion,воссоединение,59
5837,capsule,капсула,60
8148,beg,очень прошу,46
7888,bam,барабан,59
9721,fuji,фудзи.,46
13716,less,меньше,12
528,hayne,хайн,99
13721,contributors,вкладчик,10
1011,cutoff,отрезать,96
8641,professionals,профессионалы,16
12608,desert,пустыня,21
10934,beatles,битлз,37
1910,vv,вв,93
9742,therapy,терапия,45
8025,duchess,герцогиня,58
6631,mastodon,мастодон,67
3486,enriched,обогащенный,68
13069,grammatical,грамматический,17
10027,refugee,беженцы,27
10784,reportedly,отчетливо,38
1934,ashraf,ашраф,93
6236,rusher,уршер,63
13858,first,первый,6
2382,rangoon,рангун,91
9155,jackass,охванитель,50
13421,deliberately,умышленно,7
12492,soul,душа,22
8532,rubens,рубенс,54
13398,dead,мертвых,14
12676,trial,пробный,19
4812,paranoia,паранойя,77
10821,norm,норма,36
11312,hidden,скрытый,34
12417,bar,бар,21
10708,sceptre,скипетр,38
5128,duchy,герметичность,73
375,silica,кремнеземный,100
12391,morgan,морган,24
10643,spun,закручивать,38
4154,hedges,хеджир,58
5565,overture,увертюра,70
9373,bug,ошибка,35
5204,millionaire,миллионер,59
5874,proteins,белки,29
10015,directors,директора,17
8614,samurai,самурай,53
9275,tr,тр,44
8027,isabel,изабель,58
10952,announcement,объявление,12
5355,phane,фанат,75
10049,phenomenon,феномен,43
3830,needham,ждух,84
4392,aquarium,аквариум,80
12326,ranking,рейтинг,7
10066,hook,крюк,30
14506,cars,легковые автомобили,9
2998,superheroes,супергерои,59
10536,sheep,овца,39
14116,june,июнь,6
1992,gusty,поручиться,92
3633,sagittarius,стрелец,85
13844,two,два,7
3650,turnaround,повернись,82
5271,underdogs,недомогание,55
2531,sherry,шерри,90
4074,crimea,крым,83
2814,decarboxylase,декарбоксилаза,89
7865,metaphor,метафора,53
6267,peasant,крестьянин,52
755,kike,кайк,98
7047,latino,латиноаналь,61
1817,sandpit,песочница,93
4573,ribosome,рибосом,70
9974,senegal,сенегал,44
6674,rodman,родман,67
2455,aesthetics,эстетика,48
10732,wellington,веллингтон,38
9165,spike,шип,45
2399,synchronized,синхронизирован,67
2795,blackberry,ежевика,89
11715,passage,проход,28
8847,zodiac,зодиак,52
9297,charity,благотворительность,45
815,neckline,вырез,87
7088,faraday,фарадей,64
268,neapolitan,неаполитан,99
7989,paolo,пало,58
9879,crimean,крымс,44
2160,talker,оговорщик,89
9422,johannesburg,йоханнесбург,48
1093,eels,угрей,62
8458,tuberculosis,туберкулез,55
933,sodom,содома,97
6204,yan,ян,70
12642,entertainment,развлечение,19
11839,propaganda,пропаганда,29
6918,tertiary,третичный,65
12126,billion,миллиард,26
3528,avocado,авокадо,83
6569,neglected,пренебрегать,55
12845,fuel,топливо,19
11402,scoreless,оздоровительно,33
7476,ambrose,амброза,62
10410,crea,прозрачный,40
11429,inaugural,инаугурация,30
6651,outlet,торговая точка,46
3843,oliva,олива,84
3890,sena,сена,84
8159,reedy,реди,57
6439,pow,военнослужащий,53
11414,raid,рейде,25
14474,training,обучение,10
11741,amazon,амазонка,30
4425,invariant,инвариант,63
14394,question,вопрос,5
9679,armour,броня,21
12078,amateur,любитель,26
5471,libertarian,либертариан,62
6911,pussycat,киска,64
13549,format,формат,10
1978,peart,жемчуг,93
13726,israel,израиль,12
445,peebles,пожилы,100
11563,metropolitan,столичный,32
14315,rights,права,7
11581,roosevelt,руозвельт,32
9854,cairo,каир,44
13052,faith,вера,17
7956,bucharest,бухарест,58
2976,ursa,урса,64
10702,barrel,бочонок,35
4138,almighty,всеобъемлющий,82
13774,late,поздно,11
8015,rabbi,раввин,56
11137,villa,вилла,35
1914,unqualified,неквалифицированный,92
11875,philosophy,философия,28
1399,potency,потенция,95
6542,motorway,автомагистраль,66
6704,dingo,динго,66
8443,fog,туман,54
10222,commerce,коммерция,42
11259,territories,территории,12
7357,brakes,тормоза,37
7115,lobby,лобби,48
14195,rather,скорее,6
13614,chinese,китайский язык,12
10322,burke,берут,38
250,programmers,программисты,29
10242,rural,деревенский,41
2925,goldwater,золотая вода,88
13130,eighth,восьмой,17
911,henchmen,приспешники,97
4490,radium,радий,80
753,apostasy,апостановие,98
2250,plenary,пленарность,91
3335,secretariat,секретариат,87
12684,communist,коммунистический,20
3782,cantor,кантор,84
2544,uneven,неровный,90
5758,closet,шкаф,69
8108,contextual,контекстуальный,56
1489,hoo,ход,95
7576,cafe,кафе,59
5037,unpleasant,неприятный,74
10567,unnecessarily,ненужно,39
1101,diocesan,епархиальный,96
9171,micro,микро,50
10750,eli,эфир,38
6106,hose,шланг,67
11207,joan,джоан,35
407,misled,введен в заблуждение,100
7500,yellowstone,йеллоустон,62
9762,knox,нокс,45
503,christened,крестик,90
11754,gene,ген,29
11239,prose,проза,35
13109,nature,природа,12
7781,bloom,цвести,58
5777,dlr,длр,72
