ID,ENGLISH,DEUTSCH,INTERVAL
11100,censorship,zensur,40
7779,flatulence,blähung,63
2932,outward,nach außen,86
6211,backlash,rückschlag,74
11799,intermediate,dazwischenliegend,35
11399,growth,wachstum,38
2584,hug,umarmung,65
6959,livery,lackierung,68
2495,debby,debbone,67
1535,mimic,nachahmen,94
9746,desperate,verzweifelt,42
9359,converts,konvertiert,21
2024,malice,bosheit,92
13762,night,nacht,13
8999,crane,kran,55
1834,muckraker,schmierfink,92
10804,surrender,aufgeben,33
14410,looking,aussehen,5
10653,catcher,fänger,39
6090,footprint,fußabdruck,71
7894,friction,reibung,62
6840,heavyweight,schwergewicht,69
522,cottonwood,wollholz,99
12729,rider,fahrer,20
8319,sage,salbei,61
14017,operating,betriebs,7
9387,crewer,schlinge,53
12117,graphics,grafik,19
2599,bodyguard,leibwächter,83
10186,anthrax,milzbrand,47
4986,cocoa,kakao,81
7507,cowardly,feige,66
8659,incidentally,übrigens,57
14080,features,merkmale,12
14513,notes,anmerkungen,7
13351,lake,see,18
7281,voltage,stromspannung,65
5393,neighbor,nachbar,47
11003,coffee,kaffee,41
1641,whammies,whamzen,92
1491,truthiness,wahrheitsgemäß,96
3807,burnside,brennen,87
11031,shootout,schießerei,40
7388,hometown,heimatort,66
14423,presented,vorgeführt,12
1683,sham,schein,80
5827,concludes,schluss,28
5669,leprosy,lepra,77
6438,checker,schacher,55
9446,butt,hintern,45
14138,top,spitze,9
13794,and,und,5
7453,angles,winkel,38
4211,grabs,packen,44
2593,obnoxious,unausstehlich,90
11974,significantly,bedeutend,33
13061,told,erzählt,22
2098,blackwater,schwarzes wasser,94
2987,convincingly,überzeugend,90
6723,madam,gnädige frau,59
11024,coastal,küsten,41
10070,tired,müde,30
8182,peacekeeping,friedenssicherung,53
13978,day,tag,7
11710,classical,klassisch,21
8977,sniper,scharfschütze,53
13925,while,während,7
12082,disorder,störung,31
5971,farewell,lebewohl,74
7969,scary,unheimlich,63
10388,interstate,amtieren,45
12487,justice,die gerechtigkeit,28
6426,unseeded,uneinzweilig,73
8838,brave,tapfer,27
13936,our,unser,5
8997,stoke,schüren,49
13713,sea,meer,14
14074,far,weit,9
6619,conscription,verfassung,63
9785,buried,begraben,41
14035,oil,öl,20
11817,acc,angemessen,35
4395,firearm,feuerwaffe,53
4829,envoy,gesandte,78
6691,bestowed,gepflegt,66
13698,hints,hinweise,14
7205,sanitation,sanitäre hygiene.,64
14313,previous,vorherige,13
2843,ecb,ezb,91
4359,fond,gern,71
8864,suburb,vorort,40
783,prob,probieren,98
9374,turks,türken,45
4915,postwar,postkrieg,81
1890,lapsed,verfallen,74
10312,ign,ignorieren,46
10661,oldest,älteste,44
8613,hearsay,hörensagen,59
2543,flattened,abgeflacht,88
2467,pilgrimage,pilgerfahrt,92
3497,mainline,hauptlinie,86
12665,drawn,gezeichnet,27
7199,policeman,polizist,68
4784,cardboard,karton,82
11291,shape,form,29
10298,scientists,wissenschaftler,36
8064,faculty,fakultät,61
9998,madden,verrückt machen,49
7486,bless,segnen,49
2126,upheaval,umbruch,90
6429,housed,untergebracht,12
12885,health,die gesundheit,24
13186,foreign,ausländisch,20
10679,avalanche,lawine,43
5027,prophecy,prophezeiung,73
11876,reinsert,wiedervereinigt,10
6606,fancy,schick,64
10466,stretch,strecken,35
2611,cipher,chiffre,89
1295,salinity,salzgehalt,84
6570,authorship,urheberschaft,72
8579,dem,darm,59
14087,total,gesamt,8
9231,gender,geschlecht,54
13421,deliberately,absichtlich,9
7790,doll,puppe,47
5230,vortex,wirbel,79
13467,permission,erlaubnis,17
11818,besides,neben,32
12528,wood,holz,23
10791,fourteen,vierzehn,43
3163,chemist,chemiker,74
4831,abolition,abschaffung,82
12120,trail,pfad,22
14370,offered,angeboten,18
4369,incivility,unhöflichkeit,70
8503,citizenship,staatsbürgerschaft,60
9185,goddess,göttin,54
2688,bakery,bäckerei,86
14301,concern,sorge,11
6809,lever,hebel,68
10977,rough,rauh,38
13749,track,spur,12
4642,unlucky,unglücklich,83
10805,opposing,gegnerisch,20
1040,mss,ms.,98
8562,hamlet,weiler,58
4532,commemorating,erinnern.,34
14311,school,schule,7
11451,twin,zwilling,26
14176,look,sehen,5
8149,embarked,eingebunden,52
3380,knowingly,wissentlich,88
6529,contended,übernehmen,39
8737,derogatory,abweichen,58
11936,brain,gehirn,32
14141,due,fällig,7
10830,manufacturers,hersteller,25
8714,surprisingly,überraschenderweise,59
10533,interface,schnittstelle,43
932,satchel,schulranzen,98
5146,lagoon,lagune,79
4189,fleury,feium,85
7015,worship,verehrung,62
8154,rack,gestell,47
11797,underground,unter tage,35
1203,sprain,verstauchung,74
3431,hawkeye,falkenauge,88
7645,resurrection,auferstehung,57
7659,oblivion,vergessenheit,65
6417,lien,pfandrecht,72
11551,kickoff,anstoß,36
11698,cancelled,abgebrochen,28
10601,convinced,überzeugt,33
6895,gloves,handschuhe,48
658,extant,intant,99
9879,crimean,krim,50
13953,back,zurück,8
3594,overlapping,überlappend,61
4096,anemia,anämie,85
631,uncut,ungeschnitten,99
11328,purple,violett,38
9875,chick,küken,45
2454,subdued,gedämpft,82
10842,evacuation,evakuierung,28
640,volution,voltung,95
1857,apparel,bekleidung,95
8397,hollow,hohl,52
6595,neat,sauber,70
12910,criterion,kriterium,24
5257,liable,haftbar,79
11788,assassination,ermordung,30
8496,clockwork,uhrwerk,60
5268,seller,verkäufer,62
4646,referral,verweisung,79
3852,branched,verzweigt,30
9621,councillor,stadtrat,50
8668,minded,gesinnt,12
1874,viruses,viren,95
9306,policemen,polizisten,54
345,belton,anschnallen,100
8324,conduit,leitung,61
9368,ourselves,uns selbst,54
3611,meltdown,kernschmelze,86
1591,elapsed,verstrichen,94
5073,constraints,einschränkungen,75
6379,wrongly,zu unrecht,73
3399,dismantled,demontiert,73
11666,theft,diebstahl,36
3291,objectionable,störsicher,88
1877,waking,aufwachen.,32
5849,mezzanine,zwischenstock,74
7620,unanimous,einstimmig,51
10702,barrel,fass,39
11604,solely,einzig und allein,29
10201,forecast,vorhersage,35
3707,sunglasses,sonnenbrille,87
14273,head,kopf,11
4811,misrepresentation,falsche darstellung,79
10857,collapsed,zusammengebrochen,29
13681,sent,geschickt,15
12705,nobody,niemand,26
999,rooftop,auf dem weg,91
5399,cum,sperma.,78
673,cemented,zementiert,64
3600,anxious,ängstlich,88
12830,wheel,rad,20
13531,hill,hügel,14
4046,injustice,ungerechtigkeit,81
10978,sweet,süss,40
8341,canvas,segeltuch,61
8622,ears,ohren,40
6239,urging,dringend,26
4671,uncomfortable,unbequem,81
3874,shortcut,abkürzung,80
373,ringworm,tinea,100
7765,shout,schreien,44
605,rundown,heruntergewirtschaftet,99
6799,batch,charge,67
10129,realized,erkannte,28
13876,government,regierung,11
10302,glory,herrlichkeit,46
8611,drill,bohren,46
5152,undergone,erbrochen,80
13647,live,lebend,9
498,agility,beweglichkeit,85
5154,unbalanced,unausgeglichen,79
9935,mutual,gegenseitig,45
6992,leeward,lee-,64
13784,small,klein,13
7349,allocation,zuweisung,32
549,miraculous,wunder-,86
11371,enlisted,angemeldet,34
8419,turnip,rübe,61
3602,buildup,aufbauen,87
2622,battleships,schlachtschiffe,62
10463,reallocated,neu beschleunigt,45
10803,taste,geschmack,39
7666,mistakenly,fälschlicherweise,65
4883,ono,oh nein,81
10153,pine,kiefer,45
5634,reminiscent,erinnern,70
7309,beverage,getränk,63
4389,irrevocably,unwiderruflich.,83
121,starch,stärke,97
5702,biz,branche,77
83,sully,besudeln,99
7373,privy,eingeweiht,67
10827,settlement,siedlung,37
13052,faith,glaube,21
3605,dashboard,armaturenbrett,86
4277,ambient,umgebungs,84
9364,overnight,über nacht,54
14012,might,könnte,8
8673,estonian,estnisch,56
5213,cheaper,billiger,79
1488,historiography,geschichtsschreibung,96
14482,why,warum,8
11104,gradually,schrittweise,38
3998,misty,nebelhaft,86
11533,curious,neugierig,37
4905,capacitor,kondensator,79
7115,lobby,empfangshalle,54
10888,peaked,erreichten,18
8184,kero,koto.,62
2335,conducive,förderlich,93
10238,chamberlain,kammerherr,47
14330,black,schwarz,12
4269,maw,rachen,84
574,immersion,eintauchen,90
2875,cider,apfelwein,91
9108,lizard,eidechse,56
13908,her,ihr,11
10551,momentum,schwung,45
7618,stifle,ersticken,59
8028,fag,kippe,57
5157,lips,lippen,62
10015,directors,verwaltungsratoren,22
11748,concise,prägnant,35
11760,interior,innere,35
14296,ended,beendet,9
13619,available,erhältlich,15
6277,insurrection,aufruhr,73
5053,basque,baskisch,78
8708,climbing,klettern,33
916,gallows,galgen,98
12732,pool,schwimmbad,25
10895,militia,miliz,39
12483,grace,anmut,28
2675,lousy,lausig,92
13408,eventually,letztlich,17
12184,unlicensed,lizenziert,32
10586,whenever,wann immer,44
13738,jim,jammer,14
280,bogie,drehgestell,94
9891,holidays,feiertage,32
11360,somehow,irgendwie,38
1074,appended,angehängt,74
6488,warped,verzogen,62
12273,tuesday,dienstag,30
11311,undo,rückgängig machen,26
13395,color,farbe,15
8084,freemasonry,freimaurer,62
13284,8th,8.,20
2754,brewery,brauerei,85
2937,detrimental,schädlich,80
13891,make,machen,5
13977,want,wollen,6
14177,designed,entworfen,12
4102,snowfall,schneefall,85
5023,clockwise,im uhrzeigersinn,80
4800,exposing,beleidigung.,39
9570,farmers,landwirte,43
12979,sort,sortieren,19
3470,bonnet,motorhaube,79
1384,flammable,brennbar,94
10208,quiet,ruhig,47
2634,paw,pfote,87
5401,crank,kurbel,74
14083,important,wichtig,9
4324,deb,verflechtung,73
13143,fought,kämpften,21
3109,estuary,mündung,88
8802,reconsider,überdenken,55
2936,comrade,genosse,67
2710,sellout,ausverkaufen,88
1039,makeshift,provisorisch.,98
10558,artificial,künstlich,43
2867,overboard,über bord,91
5285,shinto,schintoismus,79
14192,agreed,vereinbart,13
5080,needless,unnötig,80
10570,regularly,regelmäßig,44
9307,debuted,debütiert,23
13869,such,solch,6
3877,gliding,gleiten,76
1739,starlight,sternenlicht,94
2336,southwards,südwärts,62
3856,accessories,zubehör,71
10807,behalf,aufheißen,43
11356,trueman,echter mann,38
12272,pope,papst,30
7803,firefighters,feuerwehrleute,50
14280,saying,sprichwort,10
13874,there,dort,6
1256,bowed,gebeugt,40
10892,smash,zerschlagen,34
7549,midsummer,hochsommer-,65
5254,equilibrium,gleichgewicht,79
5985,northbound,nördlich.,75
14190,either,entweder,9
8701,ripper,aufreißer,59
3837,cag,klappern,87
11749,accuracy,richtigkeit,35
12847,confirm,bestätigen sie,16
128,chatter,geklettert.,98
770,precautionary,vorsorglich,99
2942,dandelion,löwenzahn,89
13838,new,neu,7
10849,depending,abhängig,28
7596,anxiety,angst,65
10280,filipino,philippinisch,45
3102,shrink,schrumpfen,75
5871,waugh,wägh,76
230,subgroup,untergruppe,93
14066,added,hinzugefügt,6
5537,bedroom,schlafzimmer,75
9254,ambulance,krankenwagen,50
5171,downfall,untergang,78
11086,imply,implizieren,27
5587,vomiting,erbrechen,72
265,sanity,vernunft,100
10940,crest,kamm,39
7154,imminent,unmittelbar bevorstehend,67
12621,native,einheimisch,26
14411,jobs,arbeitsplätze,20
10641,rematch,wieder aufnehmen,44
190,overseeing,überwachung.,75
9122,ivy,efeu,55
2882,risky,riskant,91
10587,bother,mühe,36
9312,conquest,eroberung,52
13318,lower,niedriger,18
2413,tendon,sehne,90
9531,deceased,verstorben,52
5701,comm,gehminde,64
7285,abigail,abseits,67
7379,sectors,sektoren,37
1978,peart,perfe.,95
5856,lea,löffel,75
13059,twice,zweimal,22
9230,brick,backstein,50
3648,nettles,nessel,83
13151,advance,vorauszahlung,14
1871,fluent,fließend,95
9500,mercy,barmherzig,50
3466,issuer,aussteller,88
261,freemasons,freimaurer.,94
8724,dab,tupfen,58
11433,unbeaten,ungeschlagen,38
9681,venice,venedig,51
2786,cushing,kush,89
12442,catch,fangen,23
13239,brazil,brasilien,20
1494,mistook,sich verwickeln,96
9672,solve,lösen,35
3699,slack,locker,85
450,asker,frager,100
5984,cayman,kaiman,73
14441,supply,liefern,22
6555,concussion,gehirnerschütterung,69
7859,forthcoming,zutreffend,63
13316,saint,heilige,16
3908,firepower,feuerkraft,86
11616,racism,rassismus,37
9710,restoration,wiederherstellung,11
9276,splash,spritzen,54
4164,coleslaw,krautsalat,85
771,ord,ordnen,99
10042,cope,bewältigen,47
2027,undermines,untergräbt,56
4437,dyer,färber,82
10575,swear,schwören,42
10048,bread,brot,48
11475,speaker,lautsprecher,32
9529,bath,bad,46
4919,pericles,perikzer,81
9237,tar,teer,54
7268,tunis,tune,67
1900,hump,buckel,89
9399,unnamed,unbenannte,53
4302,insulation,isolierung,70
9056,mozambique,mosambik.,57
9696,shelf,regal,51
8933,teammates,teamkollegen,34
4908,unscheduled,ungeplante,81
12373,update,aktualisieren,8
4426,bureaucracy,bürokratie,83
4229,intercept,abfangen,19
9029,siberian,sibirisch,56
12158,devil,teufel,23
5905,cartman,kartbo,76
7251,atop,oben auf,67
5409,safer,sicherer,78
11462,dome,kuppel,37
11035,fifty,fünfzig,38
9342,rioters,randschaft,53
515,pavement,gehweg,94
12538,spent,verbraucht,28
1131,occult,okkulte,75
5005,spheres,kugeln,38
1309,throughput,durchsatz,97
8413,casual,lässig,57
7751,stomach,magen,62
3220,wavy,wellig,88
3907,exceedingly,überaus,86
706,afloat,flosig,99
11984,sugar,zucker,33
9336,debris,trümmer,54
10382,destiny,bestimmung,46
10489,roof,dach,42
6901,mn,minn,69
12319,pitcher,krug,25
6567,lend,verleihen,49
8968,sleeping,schlafen,20
13128,introducing,einführung,12
3933,prematurely,vorzeitig,56
13043,earned,verdient,17
9679,armour,rüstung,25
13683,perhaps,vielleicht,15
9434,puppy,hündchen,50
6046,tsar,zar,75
8274,undead,untos,62
6533,advocacy,befürworter,72
13958,months,monate,12
8620,ink,tinte,54
11553,harder,schwerer,37
2627,resin,harz,82
12975,retired,im ruhestand,18
5539,hague,haag,78
12322,sounds,geräusche,14
3201,hine,hege,89
6754,shortest,kürzeste,70
11438,dry,trocken,35
1727,penned,schriftlich,44
14506,cars,autos,11
13558,discouraged,entmutigt,16
12015,rambling,wanderung,32
918,sketchy,skizzenhaft,98
8225,rumble,rumpeln,59
14521,loans,kredite,46
6672,supremacy,vorherrschaft,71
4368,honesty,ehrlichkeit,84
12916,struck,geschlagen,24
6415,laughter,lachen,73
9602,sixty,sechzig,47
14148,proposed,vorgeschlagen,12
12249,cape,kap,31
5562,midwestern,mittlererwesten.,78
13364,apologize,sich entschuldigen,6
14454,buying,kauf,34
8558,meaningless,bedeutungslos,59
11621,telly,fernseher,36
292,undeniably,unbestreitbar,81
1421,shaggy,zottelig,96
10935,oak,eiche,38
861,redacted,repariert,95
6011,croft,bodensatz,75
7951,penultimate,vorletzte,63
5368,caucasian,kaukasisch,78
8720,midwest,mittlerer westen,59
9142,hereby,hiermit,56
4484,gracias,grazien,83
11594,trip,reise,33
4121,paved,gepflastert,65
5109,unspecified,nicht spezifiziert,80
6590,rubble,schutt,71
5138,weightlifting,gewichtheben,79
10204,handling,handhabung,26
602,raucous,rau,99
11805,cuban,kubaner,34
5795,woo,umwerben,74
7283,carom,karambolage,66
8545,sync,synchronisieren,59
12299,grounds,gelände,14
2905,byzantium,byzanz,91
12196,est,europäische sommerzeit,32
13551,meant,gemeint,16
11523,tunisia,tunesien,37
6329,windward,nach wind,67
4792,oxidant,oxidationsmittel,44
4946,reiterated,wiederholt.,61
3279,therein,darin,89
14181,third,dritte,10
13973,called,angerufen,10
13807,are,sind,5
7492,unconscious,bewusstlos,62
3532,hammerhead,hammerkopf,87
12746,arrived,ist eingetroffen,18
4805,condemn,verurteilen,38
12182,allegations,vorwürfe,20
14044,rates,preise,8
2364,quadruple,vervierfachen,88
9767,plants,pflanzen,19
3622,mace,keule,87
12832,economic,wirtschaftlich.,21
6100,arbor,laube,74
12654,wouldn,würde nicht,27
7136,yielded,ergeben,42
10626,lemon,zitrone,43
12401,valuable,wertvoll,29
6912,qu,qual,69
13985,public,öffentlich,10
1751,prudent,aufdringlich,94
2089,uninvolved,unbeteiligt,94
9632,comprises,umfaßt,28
13023,border,rand,20
11850,happens,das passiert,12
14344,existing,bestehende,9
1248,backstage,hinter den kulissen,97
4298,coldest,kälteste,84
2252,invaluable,unschätzbarlich,94
3844,crises,krisen,87
3748,slippery,rutschig,86
2676,overthrown,gestürzt,92
10173,mediterranean,mittelmeer,48
9309,rubin,einreiben,54
12353,mate,sich paaren,28
10316,cache,zwischenspeicher,42
7435,brotherhood,bruderschaft,66
7175,genus,gattung,67
14378,units,einheiten,8
8926,sloth,trägheit,57
11881,cash,kasse,34
4929,frontiers,grenzrandierer,43
13890,per,pro,13
14448,became,wurde,12
2030,enactment,erlass,33
2080,garlic,knoblauch,94
13979,found,gefunden,7
1846,exchequer,schafferechte,95
14421,thing,ding,10
6759,pulp,fruchtfleisch,70
10399,moose,elch,46
1986,unexploded,nicht explodiert,95
6780,foreman,vorarbeiter,70
11547,altered,geändert,9
12420,somebody,jemand,29
5504,bullfighting,stierkampf,77
14333,selling,verkauf,25
10468,assumption,annahme,39
11032,strictly,streng,41
11376,min,mindest,37
654,roble,krümel,87
8487,glacier,gletscher,56
12899,soccer,fußball,24
10859,collegiate,kollegium,42
5625,limp,schlaff,63
2218,whereupon,worauf,94
7104,aligned,ausgerichtet,37
10813,vienna,wien,42
11039,colony,kolonie,25
6527,academics,akademiker,23
3088,blender,mixer,89
1329,gargoyle,wasserspeier,94
7693,pond,teich,63
5654,gypsy,zigeuner,72
6158,fallout,ausfallen,74
10567,unnecessarily,unnötigerweise,45
12593,packaging,verpackung,24
12672,twelve,zwölf,27
5214,ample,reichlich,79
10265,observations,beobachtungen,14
13701,data,daten,14
7390,goodman,guter mann,66
6509,vacant,unbesetzt,70
3115,aegean,ägäisch,90
14157,full,voll,11
7270,squares,quadrate,18
1104,withstood,stehend.,98
7394,lobster,hummer,66
13108,leader,führer,15
2239,slaughterhouse,schlachthof,93
4081,pawl,klinke,85
12804,eye,auge,19
10942,deli,delikatessen,41
9345,homework,hausaufgaben,54
7592,evidently,offensichtlich,13
12427,chosen,gewählt,29
8344,statewide,staatlich.,61
3318,withheld,einbehalten.,89
11826,bye,tschüss,33
12126,billion,milliarde,31
11280,freshman,student im ersten jahr,38
1157,trefoil,klee,98
13630,participate,teilnehmen,12
11087,censored,zensiert,31
12490,larger,vergrößern,29
8892,concord,eintracht,57
5727,cocos,kokos,57
11950,anniversary,jubiläum,33
3040,caprice,laune,86
8730,cpl,ppl.,59
6301,dizzy,schwindlig,69
5140,videotape,videoband,69
11865,anybody,irgendjemand,34
546,overdue,überfällig,99
5280,upside,auf dem kopf,79
4434,scum,abschaum,83
5144,hatcher,brüterei,79
10321,shoemaker,schuster,46
4847,simile,gleichnis,82
2954,laced,geschnürt,63
12565,prove,beweisen,18
2828,unprotect,ungeschützt,56
599,ugh,pfui,99
465,detractors,bekämpfer,98
3259,excessively,übermäßig,38
13970,did,tat,5
1186,sharpie,spitzig,98
929,leverage,hebelkraft,89
13474,finally,endlich,9
222,floodlights,flutlichter,98
3227,selfish,egoistisch,86
14321,language,sprache,12
4045,discontent,unzufriedenheit,82
14163,research,forschung,12
3398,backyard,hinterhof,88
12978,gone,gegangen,23
12036,cooperation,zusammenarbeit,15
13960,report,bericht,5
13837,you,du,5
10512,locked,gesperrt,31
11913,farm,bauernhof,28
11961,boot,stiefel,30
9418,slip,unterhose,39
11248,infinity,unendlichkeit,38
12771,animal,tier,15
9319,endorse,studieren,35
12754,percentage,prozentsatz,25
11703,column,säule,32
7469,expo,messe,48
8650,residues,rückstände,49
12995,avenue,allee,22
3716,retention,zurückbehaltung,83
14095,average,durchschnitt,12
5744,inexperienced,unerfahren,77
6483,insignificant,unbedeutend,71
10503,radiation,strahlung,42
2685,dipper,schöpflöffel,91
4600,odometer,kilometerzähler,83
2376,ascertain,ermitteln,82
4244,workplace,arbeitsplatz,84
14430,bond,bindung,24
12643,invited,eingeladen,7
10424,threatening,bedrohlich,28
5712,fouled,verschmutzte,39
10901,fake,gefälscht,38
12258,male,männlich,29
8693,burnt,verbrannt,59
13434,brought,gebracht,18
11840,billboard,anschlagtafel,34
4482,tait,in der lage sind?,83
2972,airman,flieger,90
4483,mane,mähne,79
1452,carriageway,fahrbahn,96
9541,doesnt,tat nicht,52
8679,turnover,umsatz,39
10700,cropped,zugeschnitten,31
13041,tally,übereinstimmen,21
11569,blame,beschuldigen,29
4126,recipe,rezept,76
9316,excluding,ausschließlich,38
14355,profits,gewinne,34
8649,dimensions,maße,45
1213,unprovoked,grundlos,98
12129,adopted,angenommen,25
9074,scattered,verstreut,50
10284,bigger,größer,47
10823,focused,fokussiert,34
5475,renumbered,neu nummeriert,63
12961,yellow,gelb,23
12675,apart,ein teil,24
7219,lanes,bahnen,31
7196,archbishop,erzbischof,65
6056,gunfire,gewehrfeuer,75
12337,setting,einstellung,11
3095,torque,drehmoment,89
4085,whiz,sausen,85
13058,comes,kommt,9
10789,tools,werkzeuge,24
13265,sense,sinn,19
10609,northeastern,nordosten,44
347,postman,postbote,100
8951,husky,heiser,37
3230,garments,kleider,65
10864,output,ausgang,41
5993,optimization,optimierung,57
8143,circular,kreisförmig,62
11470,italics,kursivschrift,34
5128,duchy,herzogtum,77
6493,belly,bauch,54
8604,clever,klug,59
3548,amoeba,amöbe,88
6025,unilateral,einseitig,59
3084,wreath,kranz,80
2952,imprint,impressum,72
8021,rep,reprise,60
3393,slovenian,slowenisch,88
10097,escort,begleiten,40
4798,sheared,scherkt,32
8047,factions,fraktionen,49
1694,slappy,slary.,96
10776,imagine,sich vorstellen,35
6306,extermination,vernichtung,65
2560,playhouse,spielhaus,92
52,heartbeat,herzschlag,99
4806,stuffed,ausgestopft,72
12476,reputable,seriös,24
14099,give,geben,9
10644,cherry,kirsche,44
2172,rabbits,kaninchen,38
502,tantamount,gleichbedeutend,99
10844,fusion,verschmelzung,42
10032,default,ursprünglich,45
14124,reports,berichte,5
10866,decline,ablehnen,17
10365,noble,edel,44
13401,10th,10.,18
6227,yeast,hefe,74
14093,future,zukunft,9
10889,counts,zählt,13
1803,cowherd,kuhhiler,95
11747,twentieth,zwanzigeth.,35
13857,after,nach,6
9176,unprecedented,beispiellos,56
6217,equestrian,reiter,70
2511,dungy,donnernig,92
2051,fortification,befestigung,69
1285,induce,induzieren,56
7419,accomplishments,errungenschaften,36
6308,shrimp,garnele,73
5863,restructuring,umstrukturierung,64
11040,welsh,walisisch,41
7187,rumored,geschwommen,36
11775,worse,schlechter,35
11429,inaugural,eröffnen,35
14339,considered,berücksichtigt,5
1543,abstain,verzichten,83
958,coeliac,zöliakie,98
13021,evil,teuflisch,22
5093,impending,drohend,80
4590,misguided,fehlgeleitet.,82
9815,hanging,hängend,36
13538,compliance,einhaltung,16
14154,customers,kunden,30
14340,declined,abgelehnt,17
5838,upwards,nach oben,65
7152,airwaves,luftwellen,68
1824,hangover,kater,94
13813,have,haben,5
10437,peaceful,friedlich,18
2188,folder,mappe,89
8847,zodiac,tierkreis,58
6009,goodyear,gutes jahr,75
8849,sparky,funklig,58
2598,masterpiece,meisterstück,85
2552,invincible,unbesiegbar,90
3306,hex,verhexen,87
9164,heels,fersen,48
14164,makes,macht,5
12132,edge,kante,27
7658,mailer,seiler,65
11305,volcano,vulkan,37
4281,testify,bezeugen,62
1679,uphill,bergauf,96
9589,ph,phain,52
9211,respiratory,atemwege,55
2766,serfdom,leibeigenschaft,91
8452,yarder,wärter,60
62,digger,bagger,91
834,brassiere,büstenhalter,96
10166,sponsored,gesponsert.,34
12870,rookie,anfänger,22
7717,noun,substantiv,58
11133,sixteen,sechszehn,40
13019,declared,erklärt,17
5259,relentless,unerbittlich,79
8339,persecution,verfolgung,56
13790,television,fernsehen,13
9377,cedar,zeder,51
14295,following,folgen,6
5564,shady,schattig,78
665,owes,verdanken,53
5231,reckless,leichtsinnig,78
6192,erasing,gelöscht,35
11037,redundant,überflüssig,38
2183,unjust,ungerecht,94
2130,interlaced,verschachtelt,82
3570,jealous,neidisch,88
4879,mercenary,söldner,63
11095,overseas,übersee-,40
4842,approx,ca.,82
12279,prepared,bereit,20
11828,outer,äußere,35
8045,bliss,wonne,62
7965,wilt,verwelken,62
491,renewing,erneuerung,38
1058,zeal,eifer,98
10273,successor,nachfolger,45
13694,defense,verteidigung,12
8259,fossilised,versteinert,62
5758,closet,wandschrank,74
10088,firetrap,feuerfalle,48
11066,randomly,nach dem zufallsprinzip,41
13451,movie,film,16
10672,maintaining,aufrechterhaltung,17
8786,fee,gebühr,50
3734,streetcar,straßenbahn,82
1350,seawater,meerwasser,97
3359,grounder,border,88
14165,city,stadt,10
2871,renal,nieren-,91
7221,probation,probezeit,66
9292,pct,qualifiziert,55
10985,spin,drehen,35
8574,lighter,feuerzeug,58
12271,disbanded,aufgelöst,29
644,celt,kelte,88
240,spitting,spucken.,31
9119,reinforced,verstärkt,37
13070,reach,erreichen,12
7286,conviction,überzeugung,36
924,recurve,wieder aufgenommen,58
1013,bossy,dominant,98
11822,beback,zurück sein,35
12996,useless,nutzlos,23
1337,righteousness,gerechtigkeit,95
8318,underwood,underhüte,61
9026,stance,haltung,56
10524,cube,würfel,42
11904,twelfth,zwölftel,34
13029,unique,einzigartig,22
4990,jaws,backen,62
9173,exposure,exposition,53
9534,tyre,reifen,38
4328,patsy,sündenbock,83
14120,place,ort,7
13096,hut,hütte,21
5641,devised,erarbeitet.,69
5581,improperly,nicht ordnungsgemäß,77
4896,contractors,auftragnehmer,66
251,tumbling,taumeln,74
5647,vile,gemein,77
9444,sulfur,schwefel,50
2312,pounding,hämmern,37
4764,haircut,haarschnitt,80
12583,pit,grube,21
893,militarily,militärisch,98
3064,chimney,schornstein,81
3681,vertigo,schwindel,87
11397,inferred,gefolgert,35
9014,lit,zündete,55
3858,rot,verrotten,81
14222,near,nahe,12
9225,displays,anzeigen,17
1065,encompassed,umfassten,41
2050,warhead,sprengkopf,79
1588,predominant,vorherrschend,78
6642,stony,steinig,71
1560,overcast,bedeckt,96
6924,dairy,molkerei,69
9482,influential,einflussreich,53
3576,tile,fliese,67
11993,invalid,ungültig,32
12363,correctly,korrekt,30
8343,cougar,puma,38
1432,nav,naviglust,96
6583,bandwidth,bandbreite,70
1228,wettest,feuchtest,98
8850,inclined,geneigt,45
7022,conductor,dirigent,66
1897,arisen,enttäuschen.,95
3510,tow,abschleppen,58
7272,crying,weinen,37
4017,solstice,sonnenwende,83
7831,platypus,schnabeltier,63
9294,monitoring,überwachung,20
14349,provided,bereitgestellt,6
13254,asian,asiatisch,20
12839,spring,frühling,22
11023,emphasis,hervorhebung,41
4067,cordless,schnurlos,85
712,unwritten,ungeschrieben,99
12424,midnight,mitternacht,29
8669,cheap,billig,59
11169,municipality,gemeinde,30
5474,salient,hervorstechend,78
60,payload,nutzlast,98
5955,feely,fehle,76
4903,reindeer,rentier,81
11682,fir,tanne,36
3541,embroidery,stickerei,88
3531,wetland,feuchtgebiet,83
308,churchyard,kirchhof,100
9049,chest,truhe,55
10614,confederation,staatenbund,27
9839,engaging,einneigend,18
81,quarry,steinbruch,96
9655,bowie,bücher,52
2456,cooked,gekocht,28
1280,bleed,bluten,52
312,gympie,gympothek.,100
11025,tail,schwanz,33
14173,increased,erhöht,15
9523,reenter,erneut eingeben,52
8237,columbine,akelei,61
7863,sausage,würstchen,60
7986,stunned,betäubt,48
7718,contradiction,widerspruch,38
6121,pity,das mitleid,68
829,mastery,meisterschaft,99
4031,cookies,kekse,28
1740,poorer,ärmer,95
11435,duties,aufgaben,22
731,practitioners,praktiker,81
11247,spears,speere,36
11804,factory,fabrik,32
4716,libra,waage,78
11149,dangerous,gefährlich,24
