ID,ENGLISH,POLONAIS,INTERVAL
3540,edict,edykt,85
5618,fife,piszczałka,77
11339,brevity,zwięzłość,38
13591,office,gabinet,12
11499,banner,transparent,34
11039,colony,kolonia,25
4514,registry,rejestr,83
12160,expeditionary,ekspedycyjny,31
14143,open,otwarty,9
8916,dad,tata,55
626,invertebrate,bezkręgowy,99
14475,departement,oddział,10
8818,drummer,perkusista,55
1170,blazing,płonący,54
7817,looting,plądrujący,53
7946,wholesale,hurt,62
13072,wave,fala,18
8001,parley,pertraktować z nieprzyjacielem,62
12919,combined,łączny,18
8021,rep,reprezentant,59
6777,linen,bielizna,70
9119,reinforced,wzmocniony.,37
6634,winless,bezwinny,71
7390,goodman,dobry człowiek,66
9627,curse,przekleństwo,45
297,exponent,wykładnik potęgowy,91
10469,channels,kanały,18
4195,subduction,subdukcja,80
8014,gym,siłownia,62
6902,crashing,awaria,19
11177,shuttle,czółenko,38
5735,viral,wirusowy,76
12847,confirm,potwierdzać,15
10693,justification,uzasadnienie,41
12538,spent,zużyty,27
8602,centennial,stulecie,56
7090,vaccine,szczepionka,58
8659,incidentally,nawiasem mówiąc,56
2220,plagues,plagi,41
8170,injection,zastrzyk,33
3520,chevron,szewron,87
2962,siblings,rodzeństwo,74
11888,yahoo,wieśniak,33
6936,inconsistency,niezgodność,43
11560,wear,nosić,26
2526,hasidic,chasydzki,89
2846,goofy,głupkowaty,90
13788,analysis,analiza,13
3428,popsicle,lód na patyku,88
2130,interlaced,przeplatający się,81
3581,weekdays,w dni powszednie,68
2312,pounding,łomotanie,36
158,limbo,otchłań,100
10881,thick,gruby,39
11468,rod,pręt,36
14300,operation,operacja,7
4957,spruce,świerk,80
3234,rouse,obudzić,81
8133,pegasus,pegaz,62
4752,audacity,śmiałość,82
12348,flyers,ulotki,28
5184,fabiform,fabatyk,80
9892,platinum,platyna,49
3474,painlessly,bezboleśnie,88
8055,coulter,redlica,62
4277,ambient,otoczenia,84
14444,continued,nieprzerwany,5
8590,bubonic,morowy,59
13889,through,poprzez,10
5634,reminiscent,pamiętny,70
7072,reload,przeładować,57
7460,shooter,strzelec,58
712,unwritten,niepisany,99
3990,confiscated,skonfiskowany,75
8293,enthusiasm,entuzjazm,60
8759,striker,strajkowicz,45
10535,portable,przenośny,43
10139,ordinary,zwyczajny,47
14106,level,poziom,12
10301,carnival,karnawał,46
14519,bring,przynieść,6
9802,surprising,zaskakujący,25
6149,risen,wzrosła,74
7690,torrential,ulewny,64
7867,wages,wynagrodzenie,34
14081,news,aktualności,12
1485,bantam,koguci,90
2707,queue,kolejka,84
880,halide,halogenek,96
13812,an,jakiś,5
2519,busiest,ruchliwy,92
10760,juice,sok,42
5585,brezhnev,breżniew,77
8663,wagon,wóz,52
9632,comprises,zawiera,28
12679,biased,stronniczy,25
3037,sunfish,słoneczna ryba,90
9089,finite,skończone,53
9942,herself,się,49
9201,suited,przystosowany,24
4666,ignited,zapalony,59
12687,iron,żelazo,23
2973,goldeneye,złote oko,90
6299,inhabited,zamieszkany,41
14304,fall,jesień,14
1738,esoteric,ezoteryczny,95
8645,shelter,schron,48
8701,ripper,rozpruwacz,58
8453,poisoning,zatrucie,40
2899,disarmed,rozbrojenie,61
13369,software,oprogramowanie,18
6287,relying,opierający się,35
10856,candy,cukierek,41
3042,jug,dzbanek,88
11276,snake,wąż,36
5114,abacus,liczydło,80
12990,dance,taniec,19
14086,military,wojskowy,12
4640,purification,oczyszczenie,82
11600,regulations,przepisy prawne,27
11114,oyster,ostryga,39
1096,nightmares,koszmary,62
13730,spanish,hiszpański,13
4326,thereupon,skutkiem tego,84
12591,exercise,ćwiczenie,23
8418,scribble,bazgrać,56
12672,twelve,dwanaście,26
12098,conservative,konserwatywny,25
6200,maze,labirynt,72
9713,gothic,gotyk,51
2232,tightened,zaostrzone,78
14107,general,ogólny,9
10520,cinema,kino,42
11997,undertow,cofająca się fala morska,32
10052,rubber,guma,47
1426,buoy,boja,85
9998,madden,szaleć,48
10579,colt,źrebię,24
10667,vector,wektor,42
13936,our,nasz,5
467,inquire,dowiadywać się,73
14311,school,szkoła,7
8319,sage,szałwia,60
14504,runs,bierze,8
11855,ufer,uszczęśliwiać,34
7015,worship,cześć,62
11182,steeplechase,bieg z przeszkodami,39
13564,basketball,koszykówka,15
10658,agenda,porządek obrad,41
14430,bond,obligacja,23
3112,dandy,elegant,88
6766,pilgrims,pielgrzymi,62
13833,than,niż,6
5451,theoretically,teoretycznie,58
6930,mush,papka,67
10604,shopping,zakupy,28
5957,unstable,nietrwały,74
10440,transmission,przenoszenie,43
6023,towel,ręcznik,70
11781,divisional,dywizyjny,34
1422,transcendental,nadzmysłowy,73
11264,semifinals,półfinały,32
2838,hopeless,beznadziejny,89
7733,spree,hulanka,63
4093,dutchman,holender,85
4081,pawl,zapadka,85
3441,unconventional,oryginalny,88
1203,sprain,zwichnięcie,74
3072,almond,migdałowy,88
11420,pie,ciasto,36
1698,seaweed,wodorost,96
14239,base,baza,10
10166,sponsored,sponsorowany,34
4132,tad,berbeć,85
11441,routes,trasy,19
2481,repercussions,reperkusje,90
12301,scan,skanowanie,21
3384,incompatible,niekompatybilny,83
13226,forward,naprzód,11
13523,summer,lato,16
8327,orientation,orientacja,36
12384,sub,pod,28
9438,jar,słoik,50
898,insensitive,niewrażliwy,92
2798,shale,łupek ilasty,91
13114,driver,kierowca,14
2943,mistress,kochanka,88
13611,cricket,krykiet,14
1389,interdictory,zakazujący,97
13502,stage,scena,13
8212,leet,leaf.,61
12204,bin,kosz,30
11103,dropping,rzut,14
6393,reservations,rezerwacje,14
10431,ukrainian,ukraiński,43
1181,bayonets,bymyonetki,79
6673,numerology,symbolika liczb,68
10182,navigation,nawigacja,31
4916,improbable,nieprawdopodobny,79
3102,shrink,kurczyć,74
5397,ado,korowody,78
14152,package,pakiet,23
1453,solace,pocieszenie,96
13569,camp,obóz,14
826,landlord,gospodarz,93
3692,transcription,transkrypcja,57
9262,wrestler,zapaśnik,47
11148,download,pobieranie,31
11394,chamber,izba,30
7766,bullying,znęcanie się,48
8943,albeit,aczkolwiek,56
11655,falling,spadający,14
10162,difficulties,trudności,36
3644,nonprofit,niedochodowy,88
6604,dew,rosa,71
8565,ginger,imbir,59
4225,influx,napływ,84
681,bode,wróżyć,92
9205,dolly,laleczka,54
8747,homeland,ojczyzna,57
4788,halas,halon.,78
5662,sensation,uczucie,62
8104,pics,fotki,39
8720,midwest,środkowy zachód,58
9890,sacred,poświęcony,49
12512,watching,oglądanie,14
8805,symphony,symfonia,56
6067,windy,wietrzny,74
1571,undocumented,nieudokumentowany,96
9024,dioxide,dwutlenek,56
103,coronary,wieńcowy,100
2233,golfers,golfiści.,74
10358,poems,wiersze,38
14099,give,dawać,9
8010,embedded,osadzony,60
3569,personification,uosobienie,88
8644,geographical,geograficzny,38
6407,louvre,żaluzja,72
10662,constantly,stale,43
11345,refueling,tankowanie,36
1510,gait,chód,96
11077,explorer,poszukiwacz,27
165,acton,działać na,100
9670,synthesis,synteza,51
5643,carboxy,karboksyl.,77
4905,capacitor,kondensator,79
11566,bombers,bombowce,27
3718,felony,przestępstwo,83
4349,tedious,żmudny,84
8191,pounder,tłuczek,59
5490,ostrich,struś,76
5015,endocrine,wewnątrzwydzielniczy,80
10551,momentum,pęd,44
6069,plea,zarzut,61
10140,duo,duet,47
14397,fire,ogień,12
14435,won,wygrał,9
6009,goodyear,dobry rok,75
11605,genre,gatunek muzyczny,31
4316,clumsy,niezdarny,82
5228,arthritis,artretyzm,79
12369,apple,jabłko,28
4043,simplicity,prostota,84
7141,patty,pierożek,66
12483,grace,wdzięk,27
11819,relegated,wyrównany,28
6933,leipzig,lipsk,69
3409,stroud,strach.,88
295,crux,sedno sprawy,100
8553,circulatory,krążeniowy,59
12941,distance,dystans,20
12522,misleading,zwodniczy,27
13223,highest,najwyższy,19
8123,axe,topór,56
13122,stars,gwiazdy,11
14395,reduce,zmniejszyć,20
9099,placement,umieszczenie,54
12698,guess,odgadnąć,24
370,cingular,ckularny,100
1983,rutter,obróć,95
5595,asylum,przytułek,75
10601,convinced,przekonany,32
11672,hydrogen,wodór,35
10681,dirty,brudny,43
7924,shotgun,strzelba,60
1840,rescinded,unieważniony,88
5537,bedroom,sypialnia,75
12258,male,mężczyzna,28
2321,drunkenness,pijaństwo,75
142,landowners,właściciele ziemscy,95
5663,terminus,stacja końcowa,77
3891,cor,kor,86
13723,combat,walka,13
5919,deity,bóstwo,65
12867,turkey,indyk,24
12125,castle,zamek,31
4945,unrestricted,nieograniczony,81
7208,affects,ma wpływ,11
6898,ghosts,duchy,35
11860,warren,królikarnia,33
9333,enduring,cierpliwy,34
8068,tribal,plemienny,62
12842,roger,zrozumiałem,19
11535,thai,tajski,36
4479,sportsmanship,sprawność sportowa,83
1551,engle,engulować,93
11465,representation,reprezentacja,34
889,ternary,potrójny,98
7253,cheating,oszukiwanie,51
14481,press,naciskać,14
2536,kilo,kilogram,88
9075,inactive,nieaktywny,52
11747,twentieth,dwudziesty,35
9687,barker,szczekacz,51
5266,shuffle,człapać,66
2843,ecb,ebc.,90
9410,inadvertently,nieumyślnie,51
7442,racecourse,tor wyścigowy,65
13933,same,to samo,9
4994,powerhouse,elektrownia,74
2156,leaking,wyciekający,44
4042,calmly,spokojnie,85
4374,weakest,najsłabszy,84
10048,bread,chleb,47
1574,voicing,udźwięcznienie,23
11046,historians,historycy,31
9291,istanbul,stambuł,54
11675,northwestern,północno-zachodni.,35
2056,prudential,ostrożność,94
6383,purge,oczyścić,63
12031,alliance,sojusz,31
8196,funded,sfinansowany,25
5173,leisure,wypoczynek,78
376,pseudoscience,pseudonauk,100
1289,orthodoxy,prawowierność,96
11228,sitting,posiedzenie,28
1315,uppercase,duże litery,97
7473,scoreboard,tablica wyników,64
4948,ropes,liny,58
14172,code,kod,15
8306,paired,sparowany,24
12937,sufficient,wystarczający,18
2311,disturb,przeszkadzać,24
3934,bertha,kołnierz koronkowy,86
11082,bullets,kule,28
5911,lakeside,jezior,75
12768,dutch,holenderski,25
1336,latent,utajony,97
9587,pants,spodnie,51
1267,accumulate,gromadzić,49
14497,read,czytać,6
128,chatter,gadać,98
8800,broadcaster,nadawca,16
2398,battleground,pole bitwy,87
34,staffers,personelnicy.,89
13017,northwest,północny zachód,22
11087,censored,ocenzurowany,30
11100,censorship,cenzura,40
1061,whatnot,etażerka,97
2407,germination,kiełkowanie,91
1029,scud,pomknąć,93
5454,teenager,nastolatek,37
1860,musher,guzek,77
12511,direction,kierunek,13
9464,wartime,czas wojny,53
13193,manual,podręcznik,19
12249,cape,peleryna,30
11180,width,szerokość,39
14211,weeks,tygodnie,10
12409,entitled,zatytułowany,28
13673,jersey,golf,14
12374,electric,elektryczny,20
12573,easier,łatwiej,27
13025,colonel,pułkownik,21
11677,lyrics,tekst piosenki,32
8494,pointers,wskaźniki,46
10323,gore,przelew krwi,44
14353,described,opisane,11
3775,vernacular,język miejscowy,87
6136,virgo,panna,74
4808,acre,akr,52
2146,undrafted,niepludnia,94
2708,archangel,archanioł,90
11697,withdrew,wycofany,35
13414,fighting,walczący,7
8738,commodore,komandor,48
363,brightly,jaskrawo,100
11952,shark,rekin,26
777,distraught,oszalały,99
13570,heavy,ciężki,15
11029,defunct,zmarły,40
12703,favorite,ulubiony,24
8407,faggot,pęk,56
3045,nightfall,zmrok,90
7040,audiences,publiczność,33
14402,require,wymagać,7
13075,critical,krytyczny,12
240,spitting,plucie,30
8102,neighbouring,sąsiedni,39
9825,mp,poseł,50
10733,neighborhood,sąsiedztwo,37
705,hardship,trudność,89
8902,autonomous,autonomiczny,55
12580,speech,przemówienie,26
3857,dip,zanurzać,64
13550,5th,5.,16
13268,7th,7.,19
3194,tissues,tkanki,53
3477,collaborators,współpracownicy,22
460,addictive,wciągający,27
13599,returned,zwrócony,11
13733,aware,świadomy,13
7904,dent,wygięcie,61
14177,designed,zaprojektowany,11
12738,rally,rajd,21
8908,fanny,dupa,56
6079,disallowed,niedozwolony,68
10496,sincerely,z poważaniem,39
4128,prom,bal studencki,84
9192,peach,brzoskwinia,52
7058,yen,jen,68
6997,weaker,słabszy,68
14387,short,krótki,11
1630,desertification,pustynnienie,96
14128,march,marsz,6
5805,diverted,skierowany,62
1349,workstation,stacja robocza,88
7669,sympathy,współczucie,60
2406,antisocial,antyspołeczny,93
13715,smith,kowal,14
379,furnace,piec,95
3345,hypocrisy,hipokryzja,88
6250,drowning,utonięcie,53
3249,flapper,podlotek,88
8249,taxes,podatki,28
9766,permit,pozwolić,27
2405,pomeranian,pomorski,92
7248,eligibility,uprawnienia,36
7743,sketch,naszkicować,57
7594,grandfather,dziadek,63
6010,deacon,diakon,46
13360,tigers,tygrysy,14
2589,weirdo,dziwak,90
1464,outcry,wrzask,96
12452,spread,rozprzestrzeniać się,26
10262,interim,okres przejściowy,46
9020,lens,obiektyw,56
8307,umbrella,parasol,60
7076,bark,szczekać,62
10804,surrender,poddanie się,32
7936,gravel,żwir,62
2603,disparage,deprecjonować,74
6013,columnist,felietonista,69
12832,economic,gospodarczy,21
11079,southeastern,południowo-wschodni.,40
13756,rock,głaz,12
6516,hydropower,hydromasaczni,72
7430,pullman,pulmanowski,65
6954,scrutiny,obserwacja,68
63,trickery,naciągnięcie,100
487,exaggeration,przesada,63
1608,horizontally,poziomo,60
9248,invention,wynalazek,34
5096,dishonest,nieuczciwy,80
9939,lawyer,prawnik,40
6480,cardiac,sercowy,72
10915,gi,żołnierz amerykański,40
6286,iodine,jod,73
7509,witchcraft,czary,65
5511,rightly,słusznie,78
6533,advocacy,rzecznictwo,71
14360,january,styczeń,6
8025,duchess,księżna,62
6758,undoubtedly,niewątpliwie,70
8620,ink,atrament,54
3745,gases,gazy,87
4802,guitarists,gitarzyści,34
6776,morrow,nazajutrz,70
2859,ventilation,wentylacja,86
8673,estonian,estoński,55
1766,cookbook,książka kucharska,90
10247,measured,wymierzony,21
8141,recon,zwiad,61
6131,ransom,okup,73
13740,common,pospolity,12
6261,famously,znakomicie,73
11828,outer,zewnętrzny,34
13059,twice,dwa razy,21
8980,eighty,osiemdziesiąt,53
13327,movement,ruch,17
14256,calls,połączenia,9
4632,pancake,naleśnik,77
2835,limbs,odnóża,74
6362,beagle,pies gończy,72
5312,confectionery,cukiernia,79
13323,britain,brytania,18
6033,robbery,rozbój,71
1789,cervical,szyjny,95
3212,wallpaper,tapeta,86
78,beggars,żebraków,88
9193,advantages,zalety,22
7042,certification,orzecznictwo,44
5588,phased,fazowany,29
12721,gas,gaz,17
8815,obverse,awers,57
11199,dodge,unik,38
13008,password,hasło,22
10548,ram,baran,26
8685,arose,powstały,58
2150,muffed,mulen,94
11426,trojan,trojański,26
13583,italy,włochy,15
11027,membership,członkostwo,40
11012,northwestward,na północny zachód.,40
9100,judo,dżudo,55
11224,vision,wizja,37
6209,outskirts,peryferie,73
13217,neither,ani,19
3689,nevermind,nic nie szkodzi,87
5000,polygon,wielokąt,71
4792,oxidant,utleniający,43
4130,multitude,mnogość,84
4766,quid,funt szterling,81
7567,asset,zaleta,42
7860,glance,zerknąć,59
4422,incapable,niezdolny,82
5612,puberty,dojrzewanie,77
9981,sept,września,48
6179,cpu,procesor,70
11565,bros,bracia,34
13910,since,od,8
10561,piano,fortepian,44
11462,dome,kopuła,36
3594,overlapping,nakładać się,60
12526,responded,odpowiedział,12
8861,tiffany,muślin,57
8953,weaver,tkacz,55
865,phosphodiesterase,fosfodiesterazerz.,98
9830,crow,wrona,45
8643,prospect,perspektywa,45
5335,valiant,dzielny,78
9868,reign,królować,38
13954,good,dobry,7
6020,quiz,kartkówka,75
10717,butter,masło,42
6477,pate,łeb,71
2755,lust,żądza,87
5636,dignity,godność,76
4854,galilee,galilejczyk,81
11300,mental,psychiczny,35
13034,netherlands,holandia,22
9887,marx,marks.,49
7649,buddhist,buddyjski,62
6960,freeway,droga wolna,63
12278,fb,pełne wyżywienie,30
13002,franchise,franczyzowa,21
11202,panel,płyta,36
12955,jewish,żydowski,23
6268,mew,miauczenie,71
962,narcissus,narcyz,98
10690,horror,przerażenie,41
12845,fuel,paliwo,23
545,reactionary,reakcyjny,96
11393,arc,łuk,36
11723,whale,wieloryb,31
13718,river,rzeka,12
920,watercolor,akwarela,98
13116,lewis,chwytak,21
5260,flaws,wady,51
12838,approach,zbliżać się,18
28,diffraction,dyfrakcja,100
8502,custody,opieka,59
1332,jouster,joider.,96
13911,she,ona,12
13668,entered,weszła,12
2947,trader,handlowiec,63
3393,slovenian,słoweński,88
5889,priests,kapłani.,46
1477,headmaster,dyrektor szkoły,95
7414,indirect,pośredni,65
14298,vendors,dostawcy,69
10172,parrot,papuga,46
3558,mediated,za pośrednictwem,30
2830,temptations,pokusy,67
8247,nut,orzech,48
12397,reconnaissance,rozpoznawczy,29
3070,connotations,konotacje,66
6638,monastery,klasztor,65
8913,clip,spinacz,41
6050,weaponry,broń.,74
12685,airborne,samolotowy,26
12254,internal,wewnętrzny,11
5195,shaky,chwiejny,79
1940,mayonnaise,majonez,95
1085,annihilation,unicestwienie,73
2073,disinformation,dezinformacja,94
13873,any,każdy,5
2322,pix,szkatułka,93
5857,purse,portmonetka,67
7358,velvet,aksamit,65
4137,classroom,klasa,78
6129,squeak,pisk,71
6872,demise,zgon,68
8246,funky,odjechany,61
10657,blind,ślepy,36
2520,atm,bankomat,92
13359,cited,cytowany,8
8006,outflow,odpływ,62
12010,jam,dżem,30
3621,groundwater,woda gruntowa,88
11702,inaccurate,niedokładny,35
14120,place,miejsce,6
14295,following,następny,6
2747,westwards,na zachód.,32
7718,contradiction,sprzeczność,38
13744,depression,depresja,13
4152,outpost,placówka,71
13212,obviously,oczywiście,19
13151,advance,osiągnięcie,13
8176,comma,przecinek,53
24,rehearsal,próba,78
2331,gander,gąsior,93
1425,synthesizer,syntezator.,46
5896,waterfront,nabrzeże,75
801,weiner,siusiak,98
14219,east,wschód,11
12461,uniform,mundur,24
9457,tens,kilkadziesiąt,12
6560,tore,roztocz,71
5672,oedipus,edyp,77
7949,rand,skraj,62
13485,vote,głosować,12
11408,advisory,doradczy,30
6272,grasshopper,konik polny,71
3274,splinter,drzazga,83
3994,watershed,dział wodny,84
3510,tow,holowniczy,57
5955,feely,usprawiedliwiony,75
1540,aquaculture,akwakultura.,96
11790,inter,pochować,34
5223,gabby,gadatliwy,79
510,comedic,komediowy,99
9784,vanity,próżność,50
27,inhibit,hamować,65
10901,fake,podróbka,38
2865,angelica,dzięgiel,90
13366,identification,identyfikacja,18
12455,engineer,inżynier,8
13354,ancient,starożytny,18
13451,movie,film,15
1839,stiffened,usztywniający,90
10946,pride,duma,40
5245,mousetrap,pułapka na myszy,79
7566,recommends,zaleca,14
1853,antiaircraft,przeciwlotniczy,95
5518,whore,kurwa,73
13881,used,używany,5
1261,ridicule,kpiny,37
1090,circumstantial,przypadkowy,97
1415,heroine,bohaterka,50
1596,bake,upiec,65
6449,wicked,podły,63
4382,kin,krewny,83
1521,recourse,uciekanie się,96
2712,avid,zachłanny,91
6974,nicotine,nikotyna,67
9743,leopard,lampart,50
13062,girls,dziewczyny,15
2941,blossom,kwitnąć,79
3383,crawl,czołgać się,70
1010,sober,trzeźwy,88
14330,black,czarny,12
4474,sleepy,senny,83
4367,redevelopment,przebudowy,65
9421,crocodile,krokodyl,50
5032,singleton,singel,79
3604,caterpillar,gąsienica,85
10919,kiss,pocałunek,38
13467,permission,pozwolenie,16
1155,gangrene,zgorzel,97
12379,weight,waga,27
10842,evacuation,ewakuacja,28
8208,beetle,chrząszcz,59
10687,uprising,powstanie,41
628,garret,poddasze,99
1873,phony,fuszerka,94
14434,requires,wymaga,7
8543,sh,cii,59
13379,gun,pistolet,14
10888,peaked,spiczasty,17
2169,scarcely,ledwie,74
5988,rotten,zgniły,75
10710,dozen,tuzin,32
11699,safe,bezpieczny,31
7851,penalized,ukarany,53
4942,gladly,ochoczo,81
7822,revelation,objawienie,53
6257,baggage,bagaż,73
14432,insurance,ubezpieczenie,16
12079,garden,ogród,26
12731,perfect,idealny,25
13977,want,chcieć,5
3154,unaffected,nieporuszony,89
3608,flounder,flądra,85
10165,ceased,przerwany,26
2401,infractions,infradzierzenia,81
5186,coefficient,współczynnik,75
3152,poorest,najbiedniejszy,89
10963,stamp,znaczek,35
11929,quotes,cytaty,16
11238,arrest,aresztować,21
11402,scoreless,bez racji,38
731,practitioners,praktykujący,81
2050,warhead,głowica bojowa,79
1100,hum,szum,95
11483,duration,trwanie,36
14114,me,ja,6
13895,down,w dół,10
672,overtones,ocenę,96
7399,exhausted,wyczerpany,45
4253,ock,oint.,84
8154,rack,stojak,47
6019,prevail,panować,44
2726,fertile,płodny,58
7205,sanitation,urządzenia sanitarne,63
5860,roach,płoć,75
14051,later,później,10
3760,exams,egzaminy,68
9229,imperative,nakaz,54
2602,crooked,krzywy,66
1930,bondage,niewola,94
9900,jihad,święta wojna,49
14035,oil,olej,19
10504,celebration,uroczystość,22
11093,cannon,armata,38
1323,annals,annały,97
13381,mission,misja,14
3173,clueless,bezradny,89
13913,both,zarówno,10
1487,perforation,perforacja,76
10429,fink,mroczny typ,45
11281,perspective,perspektywiczny,37
2454,subdued,stłumiony,81
1300,adolescent,dorastający,65
9796,malaysian,malezyjski,49
885,lexicon,leksykon,98
8250,expelled,wyrzucony,55
6160,traction,trakcja,74
9699,curling,wijący się,45
5903,avian,ptasia,75
8148,beg,błagać,51
9185,goddess,bogini,53
5706,sigh,westchnienie,73
7933,midget,karzeł,62
12663,potter,garncarz,26
8098,pickup,odebrać,61
12647,threats,zagrożenia,16
11305,volcano,wulkan,37
12641,lighten,rozjaśnić,26
763,zucchini,cukinia,99
577,preposterous,niedorzeczny,98
5028,proprietary,prawnie zastrzeżony,80
12516,civilians,cywilowie.,20
12059,marks,znaki,8
11719,theme,temat,30
5530,blurb,nota wydawnicza,75
8364,nucleus,jądro,60
10758,buckeyes,kasztany,39
405,tipper,wywrót,100
3541,embroidery,haft,88
13852,some,niektóre,6
4118,swans,łabędzie,46
5927,headache,bół głowy,70
10412,revival,odrodzenie,37
6656,incumbent,beneficjant,62
2522,wig,peruka,84
7391,rip,rozerwać,48
10678,promise,obietnica,28
13365,orange,pomarańczowy,18
2807,app,aplikacja,91
13601,divisions,dywizje,8
3744,buyers,kupujący,80
10278,rat,szczur,41
11760,interior,wnętrze,34
13745,board,tablica,13
8722,cowboy,kowboj,26
10706,deck,talia kart,41
13650,legal,prawny,10
8669,cheap,tani,58
10791,fourteen,czternaście,42
13701,data,dane,14
14513,notes,notatki,7
5644,waltz,walc,71
8869,notorious,notoryczny,53
10692,publicly,publicznie,43
474,prevalence,rozpowszechnienie,68
8860,abbey,opactwo,57
10526,substantially,w zasadzie,23
4094,wiener,parówka,83
11368,stouter,siłownik,38
10904,storage,przechowywanie,41
1959,shrunk,skurczony,95
12402,shooting,strzelanie,23
5771,beads,koraliki,67
6255,shook,potrząśnięty,73
12436,relief,ulga,28
6310,moroccan,marokański,69
6196,tossed,rzucony,38
10042,cope,radzić sobie,47
2543,flattened,spłaszczony,88
12655,im,jestem,26
12112,kuwait,kuwejt,31
13419,prior,wcześniejszy,17
5678,playground,plac zabaw,76
13439,soldiers,żołnierski,15
5843,emery,szmergiel,76
13871,use,używać,5
6759,pulp,miazga,69
13706,expected,spodziewany,12
9425,seventeen,siedemnaście,53
10488,partly,częściowo,44
13069,grammatical,gramatyczny,21
10827,settlement,osada,37
1642,forgiven,wybaczony,96
8394,analysts,analitycy.,50
13946,prices,ceny,21
6353,milestones,kamienie milowe,53
10698,reassessed,ponownej oceny,42
11035,fifty,pięćdziesiąt,38
4680,undisclosed,nieujawniony,82
1581,props,rekwizyty,65
4166,jousting,potykanie,84
12720,horse,koń,22
14419,shows,przedstawia,8
2781,applause,oklaski,91
8723,slayer,pogromca,57
7381,handy,poręczny,66
13276,weather,pogoda,18
8297,builder,budowniczy,54
13032,exactly,dokładnie,22
13119,thousands,tysiące,17
9954,booth,budka,47
8756,trumpet,trąbka,55
3698,downward,zniżkowy,50
953,petals,płatki,92
5786,manly,męski,76
5575,absorption,wchłanianie,76
4483,mane,grzywa,79
10944,birthday,urodziny,39
11750,egyptian,egipcjanin,32
6526,swarm,rój,66
10221,hoover,odkurzacz,46
5984,cayman,kajman,73
9092,lover,kochanek,47
2739,daft,stuknięty,91
3387,inscriptions,inskrypcje,71
11630,cole,kapusta,34
2515,cossack,kozak,84
11396,skip,pomijać,33
10313,walking,pieszy,16
1821,marsupial,torbacz,95
7837,shake,potrząsnąć,53
9120,pin,szpilka,44
6048,frenchman,francuz,75
3317,pharmacy,apteka,86
1067,niggers,czarnuchy,51
1611,plethora,nadmiar,96
13903,like,tak jak,5
10492,shah,szach w persji,44
12877,upper,górny,24
11941,wade,przebrnąć,33
9048,youngest,najmłodszy,56
7752,loudly,głośno,63
7968,microwave,kuchenka mikrofalowa,62
11533,curious,ciekawski,36
11506,diameter,średnica,36
14267,building,budynek,12
12383,maintenance,konserwacja,29
2285,sneakers,trampki,90
11613,moss,mech,36
13866,could,mógł,8
12274,signal,sygnał,24
1769,reclassified,przeklasyfikowany,89
13661,middle,środkowy,14
4052,huff,irytacja,85
2400,executor,wykonawca,90
14102,official,urzędnik,10
8498,inspiration,inspiracja,32
10911,dogs,psy,10
9446,butt,krupon,45
5151,sportsman,sportowiec,80
3286,nerves,nerwowość,56
5908,dentistry,stomatologia,75
11805,cuban,kubański,34
3127,veil,welon,74
12810,switzerland,szwajcaria,24
8341,canvas,płótno,60
6824,wasnt,nie był,69
2583,kindness,życzliwość,16
2180,picnic,piknik,93
7213,daughters,córki,36
10603,gonna,zamierzać,44
1863,rudge,rgodę,95
1813,leer,chytre spojrzenie,95
11123,soundtrack,ścieżka dźwiękowa,38
8061,ate,jedli,61
11812,comparison,porównanie,32
8582,inn,zajazd,50
10509,singing,śpiewanie,32
8401,kurdish,kurdyjski,60
5105,specialty,specjalność,71
5037,unpleasant,nieprzyjemny,78
447,uninjured,nie uninja,100
5039,poliomyelitis,paraliż dziecięcy,80
4284,stiller,stilcznia,84
4881,nightclub,klub nocny,75
11938,cheese,ser,32
13399,hot,gorąco,17
9231,gender,płeć,54
12076,cancer,nowotwór,32
9958,scots,szkot,35
7375,ineffective,nieskuteczny,63
13473,academy,akademia,16
8852,monkeys,małpy,27
7676,countless,niezliczony,64
10795,commissioner,komisarz,40
10356,survivors,ocaleni.,37
4308,gentle,delikatny,82
8542,modifications,modyfikacje,44
12893,difficult,trudny,24
9783,fold,zginać,37
7772,nitrate,azotan,61
13751,indicate,wskazać,11
13520,numerous,liczny,14
5649,honk,trąbić,75
6556,sunk,zatopiony,71
5345,snowy,śnieżny,79
7101,transmitter,nadajnik,62
7451,colleagues,koledzy,57
4229,intercept,przechwycić,18
117,fluke,fuks,99
7919,seventy,siedemdziesiąt,52
5402,rim,obręcz,69
14052,better,lepsza,12
922,hustle,gwar,89
4982,circumcision,obrzezanie,79
1353,knitting,robienie na drutach,84
10817,frequency,częstotliwość,39
13424,troops,wojsko,15
6336,seminary,seminarium duchowne,70
8488,landslide,osuwisko,46
1664,chairmen,przewodniczący.,96
4504,knives,noże,83
11707,parallel,równoległy,32
12637,programming,programowanie,12
11932,commonly,powszechnie,33
6569,neglected,zaniedbany,59
8575,dictatorship,dyktatura,55
8754,peel,obierać,55
4405,secrecy,tajność,84
14238,things,rzeczy,9
11874,advise,radzić,23
3389,oils,obrazy olejne,19
3151,expenditure,wydatek,78
12927,receiving,otrzymujący,6
8164,porpoise,morświn,62
390,vertebrate,kręgowiec,93
3362,stems,łodygi,42
5557,taurine,byczy,78
9441,disagreements,nieporozumienia,40
12133,thursday,czwartek,31
8236,buzz,brzęczeć,59
4022,registers,rejestry.,7
