ID,ENGLISH,KOREAN,INTERVAL
11647,eve,이브,30
9006,coventry,코벤트리,51
10004,cult,숭배,41
1651,lordy,지르다,94
7440,costly,비용이 많이 든다,62
10021,components,구성 요소,27
13089,robot,로봇,16
4424,centaur,켄타우루스,75
9199,asterisk,별표,47
5977,nicht,틈새 시장,68
2642,homeopathy,동종 요법,89
2564,salma,살마,90
4771,mongoose,몽구스,78
3069,fundamentals,펀더멘탈,32
12044,milwaukee,밀워키,27
13015,highly,고도로,18
9230,brick,벽돌,44
12806,denmark,덴마크,20
5797,semiconductor,반도체,68
14341,central,본부,10
2528,credence,신용,90
4776,slut,암캐,72
6941,abba,아프바,38
8713,taiwanese,대만 사람,53
14008,until,~까지,9
12118,dodgers,다저스,24
3023,slain,죽은 것,88
7305,nudity,나체,62
1949,bandit,적기,58
1837,jezebel,이세벨,93
12594,jose,호세,22
11061,ammunition,탄약,36
11708,medium,중간,30
13849,u,유,6
2202,lindy,린디,91
9941,blew,보낸다,43
13422,joseph,요셉,14
6452,skunk,스컹크,68
8032,bates,베이츠,56
13654,sam,샘,12
8170,injection,주입,28
6498,hazel,엷은 갈색,67
8889,koala,코알라,51
4834,bindi,바인더,77
2237,tez,테스,91
3412,plywood,합판,86
11496,nashville,내슈빌,32
9288,steady,꾸준한,47
14420,named,명명 된,6
14088,here,여기,5
476,metabolite,대사 산물,93
10725,loud,시끄러운,38
12575,halo,후광,22
14316,macintosh,매킨토시,41
1904,filmmaking,영화 제작,72
10241,barber,이발사,41
7819,lucia,루시아,59
613,scrutinized,조사하다,94
5813,gambia,감비아,72
1902,moslem,모스크,83
1681,pediatrics,소아과,92
10736,annie,아연,38
3880,amal,아말산,83
5489,pounce,급습,65
454,harlequin,할리퀸,90
11410,fault,잘못,29
1695,slowest,가장 느린 것,94
1185,niacin,니아신,97
10694,cambridge,캠브리지,38
11012,northwestward,북서쪽,36
2210,slept,잤다,91
8046,hatred,증오,57
8884,efficiency,능률,33
10524,cube,입방체,37
6552,chihuahua,치와와,67
3518,clover,클로버,86
8903,toledo,톨레도,51
14315,rights,진상,7
3461,glace,글레이스,86
6451,aryan,아리아 사람,64
6750,caucus,간부 회의,66
3581,weekdays,평일,64
9450,altitude,고도,44
12259,archives,아카이브,12
9633,breast,가슴,41
5839,timeout,시간 초과,58
6009,goodyear,좋은 해,71
754,dissociative,해리,85
5288,macaroni,마카로니,75
1064,revered,존경했다,51
5759,hurry,서두르다,66
11073,arrow,화살,31
7717,noun,명사,52
4904,camino,카미노,77
13103,biographical,전기,17
4670,attendees,참석자들,78
2465,groom,신랑,75
8864,suburb,근교,35
8070,endless,끝없는,57
3667,sanction,제재,14
13261,encyclopedic,백과 사전,16
3650,turnaround,돌아서 다,82
13843,all,모두,6
14081,news,소식,11
7241,dunk,덩크,58
2396,drone,무인 비행기,83
1573,neologisms,신양 정신,76
13165,tower,탑,15
935,hardwood,견목,97
14353,described,설명,9
3477,collaborators,공동 작업자,18
12397,reconnaissance,정찰,24
8449,seismology,지진학,53
12106,ai,일체 포함,8
12567,dil,빚을지고있다,23
9742,therapy,요법,44
5941,sedimentary,퇴적물,71
3721,dutchess,네덜란드 인,84
13249,speedway,고속 도로,16
2177,hen,암탉,79
5506,instability,불안정,73
12257,suspect,의심하다,16
12296,pitch,정점,15
8802,reconsider,재검토,49
10836,afghan,아프가니스탄 사람,36
3876,resistor,저항기,81
3343,mitosis,유사 분열,87
4248,devi,데이코,81
11258,pig,돼지,28
9394,timor,티모르,48
13104,inside,내부에,17
11301,fo,...에 대하여,34
6613,sable,검정색,66
3588,gradient,구배,77
1226,cabaret,카바레,97
13155,cell,셀,15
4685,brodie,브로디,79
1995,tetanus,파상풍,93
5076,chunk,큰 덩어리,52
13034,netherlands,네덜란드,18
2046,olympians,올림픽 과정,76
1619,attic,애틱,93
4370,authenticity,확실성,51
13767,died,사망 한,10
4657,uphold,받치다,58
8222,hun,파괴자,50
1281,vivid,생생한,94
536,abstinence,절제,98
3074,recaptured,다시 붙잡힌,67
6891,yap,얍,64
14394,question,질문,5
12841,oct,10 월,20
890,semantic,의미 론적,69
10643,spun,자은,38
1070,skye,스카이,97
3651,magi,마비,85
7772,nitrate,질산염,56
2027,undermines,훼손된 것,50
13064,hell,지옥,18
12085,tsunami,쓰나미,26
9996,steadily,꾸준히,43
5912,overland,지난,69
2881,juba,주바,88
2377,monsignor,몬시 조사,91
4705,spearheaded,스피어 헤드,60
5057,osiris,오시리스,77
8343,cougar,쿠거,32
11377,admitted,인정했다,23
10799,properties,속성,18
1690,glaucoma,녹내장,94
4391,aqueduct,수로,80
9412,vatican,바티칸 궁전,48
9153,denial,부정,48
8421,persia,페르시아,55
13597,shot,발사,12
9848,mit,멍청이,44
7406,tic,안면 경련,62
14450,hit,때리다,8
3786,rectangular,직사각형,84
162,kana,카나,99
2406,antisocial,반사회적인,91
5014,massage,마사지,75
11103,dropping,적하,12
10530,coordinates,좌표,21
10406,pot,냄비,38
6647,cognitive,인지,61
11632,rainfall,강우,30
1085,annihilation,전멸,69
3917,cupid,큐핏,83
3603,sopranos,소프라노스,63
8313,falk,배합,56
9493,molecule,분자,42
320,tracer,트레이서,97
11670,thirteenth,십 삼초,30
1424,chants,송아지,49
14347,effort,노력,6
7341,reverend,목사,62
2671,eurasia,유라시아,89
9372,firstly,첫째로,48
1411,geared,기어다,26
10326,closest,가장 가깝다,40
8859,osaka,오사카,52
11750,egyptian,이집트 사람,27
514,wasps,말벌,58
3849,camilla,카밀라,83
1346,imp,꼬마 도깨비,95
2793,soleil,솔레 이유,89
6606,fancy,팬시 한,60
124,fogle,황산,100
6675,bosch,보쉬,66
12658,fun,재미있는,22
13648,necessarily,반드시,12
8981,ludwig,루더비그,51
5694,swung,흔들리고있다,73
14430,bond,노예,19
1615,moray,모레이즈,94
2443,assigns,할당,12
2862,flavors,맛,47
10711,laid,쌓아 올리다,38
3542,footwear,신발류,86
115,alg,알약,100
10373,swat,구타,40
1265,nineties,구십,51
9454,cooler,냉각기,47
12288,sp,...에 ...,25
13047,philippines,필리핀 제도,13
14240,groups,여러 떼,7
6724,maverick,매버크,47
3845,pressroom,인쇄실,84
13546,coast,해안,12
1415,heroine,여걸,45
5406,digest,요람,51
636,lich,리치,99
7764,bypass,우회로,49
13342,hesitate,망설이다,14
14030,version,버전,8
6984,interfere,간섭하다,36
6111,nemesis,네메시스,70
10897,shepherd,목자,36
7065,synthetic,인조,62
13217,neither,어느 것도 아니다,16
7255,covert,은밀한,62
2433,peat,이탄,91
7638,aeromedical,호미니다,60
7492,unconscious,무의식,57
4422,incapable,불가능한 것,79
10917,delivery,배달,32
9451,chandler,챈들러,47
9390,protestant,신교도,13
4388,foam,거품,77
9494,vague,희미한,42
11392,professor,교수,31
6573,dresden,드레스덴,67
7473,scoreboard,스코어 보드,60
13166,train,기차,10
5101,polynomial,다항식,70
10826,coral,산호,37
1469,protracted,오래 끈,95
10847,angola,앙골라,37
10730,guam,괌,38
8928,kimchi,김치,51
1026,beet,사탕무,93
6415,laughter,웃음,68
12341,memory,메모리,13
770,precautionary,예방 조정자,98
3462,aerosol,에어로졸,80
200,corse,코르세제,100
12214,corrections,수정,8
11558,shell,껍데기,25
11333,bone,뼈,28
8739,psychological,심리학,32
350,loon,아비,98
6013,columnist,칼티스트의,65
13608,hant,푼자,12
7140,scared,무서운,35
11112,griffin,그리핀,35
9031,chloride,염화물,50
1358,theseus,uses.,96
5994,liquor,분비액,67
12157,gap,갭,25
3551,topeka,토피카,86
9243,sang,노래하다,49
10591,gator,게이터,38
13598,featured,특집,9
12051,floor,바닥,23
9011,kane,케인,51
7647,adventist,재림 교회,56
3254,garnet,석류석,87
9606,seth,셋트,46
6466,oven,오븐,62
1053,solubility,용해도,68
14250,lost,잃어버린,10
4637,dystrophy,영양 실조,79
5940,wreak,가하다,64
11325,sigma,시그마,33
12281,slowly,천천히,25
2700,dudes,녀석들,23
14379,side,옆,10
1591,elapsed,경과했다,92
8540,badger,오소리,42
9165,spike,스파이크,45
30,greaves,기름 찌끼,100
12933,haven,피난처,19
6311,wreckage,난파,68
1764,blocker,차단기,83
12833,steel,강철,19
1364,creepy,소름 끼치다,96
12326,ranking,순위,7
5163,discount,할인,56
5684,anchoress,여자 은자,73
6550,meg,메행,67
6341,wives,아내,68
10196,cornerback,코너백,41
2965,greyhound,그레이하운드,68
11749,accuracy,정확성,30
3741,inscribed,쓰는,83
6054,peck,펙,69
271,skyway,스카이 웨이,99
8028,fag,궐련,51
943,mandala,만다라,97
4390,poly,폴리,78
10574,neptune,해왕성,38
4352,palma,팔마,80
9669,diablo,디아블로,46
7976,ego,자아,56
3946,bastards,놈들,54
5370,volatile,휘발성 물질,66
5629,shiite,시생,73
11915,campus,교정,28
12619,khan,칸,22
9943,wheeler,조타실,43
4573,ribosome,리보솜,69
11753,troy,트로이,30
13765,georgia,그루지야,11
11683,prefer,선호하다,9
10651,options,옵션,7
10435,vinci,빈미,39
8556,judiciary,사법부,54
5120,anaxial,봉제의,76
10588,sanders,샌더스,37
12964,omissions,생략,18
12311,scottish,스코틀랜드 사람,25
5124,plum,자두,75
9249,flowers,꽃들,32
9665,recover,다시 덮다,20
6480,cardiac,심장병 환자,67
3082,lisp,리프츠,88
5698,miscellany,잡록,72
1244,freaking,괴롭히는 것,28
12174,cubs,컵스,25
4203,scrap,한조각,51
7512,bromo,브로 모,61
11901,inch,인치,19
12889,heart,마음,15
12344,fastest,가장 빠른,25
13992,based,기반을 둔,8
8207,eden,에덴 동산,56
12543,contract,계약,19
6863,ideally,이상적으로,34
3909,crosstown,크로스 타운,83
12935,duke,공작,18
3533,lard,라드,86
2205,reread,재명,88
4520,thee,너를,79
12052,becomes,이루어진다,8
5405,replica,레플리카,66
11268,transit,운송,21
4477,yearbook,연감,79
12193,regardless,~에 관계없이,26
3010,indiscriminately,무차별로,44
11611,contrary,반대되는,31
14364,reagan,레이건,33
2563,boar,수퇘지,89
8254,violin,바이올린,55
12350,standing,서 있는,11
12705,nobody,아무도,21
10919,kiss,키스,33
13128,introducing,소개,10
9439,andorra,안도라,48
12184,unlicensed,무시 무시 거주지 않은,26
13459,strong,강한,14
9322,outdoor,집 밖의,43
2575,militiamen,민활암,90
2401,infractions,분사,77
2188,folder,폴더,87
10891,barbara,바바라,37
8140,albuquerque,앨버 커크,57
4797,nucleotide,뉴클레오타이드,70
12546,pay,지불,20
7686,bowden,보완,60
3029,pronoun,대명사,77
5937,gorge,협곡,52
250,programmers,프로그래머,29
13689,michigan,미시간,12
14084,move,이동하다,8
10368,taco,타코,39
2160,talker,연설자,89
3318,withheld,보류,87
8666,plateau,고원,52
11763,luke,루크,30
3277,hed,헤드,87
13351,lake,호수,14
11640,abu,아부,30
12232,panama,파나마,26
4294,scissors,가위,68
3149,sexton,육안,88
4626,newt,영원,79
11580,victor,승리자,29
6008,mandarin,만다린 오렌지,70
11121,estonia,에스토니아,35
10490,ottoman,오토만,38
10378,witch,마녀,38
9975,mechanism,기구,19
13860,says,말한다,8
2436,ire,분노,90
6534,couch,침상,63
1451,osteology,골학,95
4868,unitary,일원,77
9497,broadband,광대역,47
7267,limerick,오행 희시,62
14010,go,가다,7
8605,fraction,분수,43
2220,plagues,재앙,36
3580,attaining,탈퇴,39
11779,tu,무리,29
5712,fouled,파울 렌즈,34
4026,trajectory,궤도,73
7275,cassette,카세트,60
6691,bestowed,수여된다,61
7189,marina,마리나,62
2475,lattice,격자,86
7519,sylvester,실베스터,61
13573,often,자주,12
6350,aloha,알로하,68
13324,disagree,동의하지 않는다,14
2369,polyethylene,폴리에틸렌,91
12940,whom,누구,19
12143,bird,새,23
11848,approval,승인,18
8203,greenland,그린란드,56
2553,polynesia,령도계,90
7978,magnesium,마그네슘,58
7857,loosely,느슨하게,29
8724,dab,소량,52
11870,jeremy,제레미,29
8998,unreliable,신뢰할 수 없는,50
5731,possum,주머니쥐,71
5157,lips,입술,56
10101,dressed,옷을 입고,25
11853,vikings,바이킹,23
12647,threats,위협,13
9896,motto,금언,41
4482,tait,제아,80
1505,basset,바셋,95
5227,fetishism,맹목적 숭배,63
12966,unexplained,설명 할 수없는 것,19
13135,modern,현대의,16
14409,member,회원,9
7698,carbuncle,옹,60
8509,nagasaki,나가사키,54
7038,skies,하늘,26
4296,hyacinth,히아신스,80
9078,destination,목적지,38
10866,decline,감소,13
10706,deck,갑판,37
4363,honoured,영광 스럽다,14
3883,conscience,양심,83
13700,london,런던,12
2656,midtown,미드 타운,89
11126,sneaky,교활한,35
12807,coupled,결합,12
10850,kit,전부,35
6076,meditation,심사 숙고,62
8452,yarder,yourser.,55
1639,menstrual,생리의,94
298,adder,가산기,100
10513,rumours,소문,34
427,dictatorial,독재,99
8382,tragic,비참한,50
1326,minoan,미노안,96
8624,herpes,수포진,53
5745,reopened,재개되었습니다,61
13811,has,가지다,5
1881,apocalyptic,묵시록,80
15,ocelot,오셀롯,100
8598,nil,무,51
9573,squid,오징어,38
2786,cushing,쿠싱,87
12686,tidy,정돈하다,21
13315,pre,전하다,15
14174,manager,관리자,9
791,dermatology,피부과학,98
4698,mete,재다,73
2108,mitzvah,미스 베다,92
5031,harmonic,고조파,70
2864,estrogen,에스트로겐,87
9849,spice,기미,43
842,ferrous,철분,98
13054,hold,잡고있다,12
4015,charlottesville,샬럿 빌,83
5958,thru,죽,71
6447,borneo,보르네오의,68
4475,scarface,스카 페이스,80
1488,historiography,역사 편찬,94
13776,tour,관광,10
12869,fl,플러스,20
11564,crucial,중대한,30
12365,pearl,진주,24
9442,contentious,논쟁의 여지가있는 것,47
12511,direction,방향,12
9792,deutsche,도이치,45
1936,coronet,제관,89
13571,various,다양한,12
11598,pascal,파스칼,31
5563,sault,소중한,74
12093,ukraine,우크라이나,27
8575,dictatorship,절대권,50
1512,penang,페낭,95
10700,cropped,자른,25
8484,dexter,덱스터의,53
5198,coenzyme,코엔자임,75
14055,come,오다,7
3436,scandinavia,스칸디나비아,86
11407,beaten,밟아 다진,33
12134,victims,피해자,22
11266,intervention,간섭,33
13744,depression,우울증,11
141,reis,리리스,79
1524,snoopy,스누피,95
10384,withdraw,철회하다,25
11493,venus,금성,18
9168,throne,왕좌,49
13720,proceed,진행하다,11
4726,backlog,백 로그,75
12692,samuel,사무엘,21
13095,freedom,자유,17
5847,internationale,국제화,72
11032,strictly,엄밀하게,36
9309,rubin,루빈,48
10040,trend,경향,33
11274,fisher,어부,34
11694,carrier,담체,28
10351,hoax,익스프레스,34
2434,bidder,명령자,87
14129,never,절대,10
8586,torn,찢어진,54
12237,geography,지리학,26
13574,olympic,올림피아 경기,10
8504,talbot,탈봇,54
6999,chesterfield,침대 겸용 소파,64
12419,tommy,나사 돌리개,24
12457,sep,수컷,24
5587,vomiting,구토,67
682,bogged,굴뚝,70
10516,unsuspecting,순진한,39
2065,erg,에르그,90
13019,declared,선언했다,13
3799,measles,흥역,84
12553,meanwhile,한편,23
7251,atop,꼭대기,62
8146,underway,진행중인,57
3748,slippery,미끄러운,83
2693,intertropical,통지,89
2105,sag,처짐,84
11173,hans,한스,21
7987,verbatim,바꾸기,58
14398,date,날짜,6
8718,hats,모자,26
6681,fools,바보들,35
8387,flanders,플란더스,55
11521,fortyfive,사십 오,32
11339,brevity,짧음,33
12104,arabia,아라비아의,27
4107,slugger,슬러거,77
7072,reload,재 장전,52
9929,honestly,솔직히,43
11342,unwarranted,부당한,33
5467,nikon,니콘,74
13153,pakistan,파키스탄,17
6365,myrtle,푸르스름한 검은 녹색,68
892,abbasid,아바시드,97
151,warmth,따뜻함,100
1697,calligraphy,달필,94
10062,disqualified,실격 처리,41
9597,steals,훔친다,30
10759,cathedral,성당,37
9351,bali,발리,48
11965,bunch,다발,27
799,snipes,저격,80
1191,inhalation,흡입,72
10514,purchased,구입 한,25
9653,blown,부푼,46
7727,naples,나폴리,60
4752,audacity,대담,78
2901,diaper,기저귀,84
9436,copenhagen,코펜하겐,48
7171,carney,카니,63
1530,medicare,메디 케어,95
10393,valentine,애인,39
14416,getting,구하는,7
6459,rust,녹,63
8795,kidney,신장,50
2102,brabant,브라지 팬츠,92
4861,sudanese,수단 인,78
4899,demography,인구 통계학,77
13046,simpson,심슨,18
2257,plaid,체크 무늬,91
8952,dana,다나,51
9299,abd,아벨,48
4030,asleep,죽어,82
14349,provided,제공,6
3830,needham,justham.,84
5554,rotary,로타리,72
646,chartreuse,연두빛,99
9434,puppy,강아지,45
9349,sicily,시실리,48
14491,purchase,구입,25
2805,tougher,어려운 것,89
9130,infinitesimal,무선 동물,44
2435,aciduria,산뇨,91
801,weiner,가느 다란다,97
2733,plumbing,배관,82
11323,trough,구유,33
743,dearly,극진히,98
4369,incivility,무례,65
12903,oakland,오클랜드,19
2040,tractive,촉각,92
12563,tight,빠듯한,23
4193,strikeout,삼진,38
13692,running,달리기,7
5879,showcase,유리 진열장,55
13944,york,요크,8
7723,inability,할 수 없음,59
7840,monoxide,일산화탄소,59
4651,servicemen,정직,79
11210,pac,팩스,34
8301,realistic,현실적인,49
8430,pollock,대구 무리,55
12772,notre,노트르의,21
3547,caldera,칼데라,86
8003,bal,대체자,58
9805,garage,차고,43
263,amateurish,아마추어 같은,100
5164,corolla,화관,75
10122,occurs,발생합니다,11
7941,thorough,철저한,57
9457,tens,수십,10
12488,unrelated,비 관련없는,23
13118,un,유엔,17
9002,obesity,비만,49
7455,stereo,스테레오,62
5245,mousetrap,쥐덫,75
9368,ourselves,우리 스스로,48
11569,blame,탓하다,23
13524,echo,에코,13
12396,charts,차트,13
11327,jimbo,짐보,33
10014,seemingly,겉으로는,43
13567,scott,스코틀랜드,12
6558,disciplinary,징계,67
12628,elizabeth,엘리자베스,22
8396,prestigious,권위있는,55
9286,interactive,인터렉티브,28
9671,fulfilled,완성 된 것,36
9814,fang,송곳니,44
6756,ultraviolet,자외선,65
13145,arizona,아리조나,17
1421,shaggy,얽히고 설킨,95
13906,each,각,8
8896,holt,잡목 숲,51
2668,regulatory,규제,89
12816,captured,캡처 한,14
12664,beyond,그 너머에,22
12593,packaging,포장,19
619,tracker,트래커,89
9486,arch,아치,44
6561,nairobi,나이로비,67
1301,westbound,웨스트 부절,96
9732,edinburgh,에든버러,45
12221,couldn,countn.,26
1612,cot,간이 침대,88
7101,transmitter,송신기,58
3239,pulsar,펄서,87
3324,boller,빌어,87
3852,branched,분기,25
8649,dimensions,치수,39
2242,wager,내기를 걸다,83
1194,fanfare,과시,97
2347,pals,포획,54
14399,white,하얀색,10
7471,firmly,단단히,62
1960,lilith,릴리트,93
3950,bolster,받침,64
4714,hanukkah,하누카,79
6658,carver,조각가,66
6791,rhythmic,리드미네이션,65
8448,cryptic,숨은,54
681,bode,보드,90
8953,weaver,직공,50
448,lifeboat,구명정,96
606,methylene,메틸렌,99
13462,lincoln,링컨,14
7654,dug,젖퉁이,60
4207,compensate,보상하다,41
11612,blair,블레어,31
8740,trio,트리오,51
1215,brecht,브렉터,97
5113,goddard,여드드,76
916,gallows,교수대,97
12358,doctor,의사,19
4358,soy,간장,80
13661,middle,가운데,12
8288,epicenter,진원지,55
14233,required,필수의,6
9073,rename,이름 바꾸기,21
5520,trisha,트리샤,74
8007,aussie,호주인,51
10169,hussars,헨산시스,41
7649,buddhist,불교도,58
13933,same,같은,8
10198,bo,악,36
5749,castile,캐스팅,72
8819,dig,파기,43
8477,delicious,맛있는,54
4403,regent,섭정,34
14133,life,삶,10
13713,sea,바다,12
2587,insights,통찰력,45
9815,hanging,교수형,31
942,rapture,황홀경,92
5431,kilt,킬트,73
6976,slope,경사,52
1864,pdl,...에 pdl.,93
3827,hymn,찬송가,76
11495,headless,목이 없는,32
1927,methanol,메탄올,93
7208,affects,영향,9
2145,northwesterly,북서히,92
3934,bertha,뚱뚱한 여자,83
6767,eyewitness,목격자,56
1103,sortie,돌격,53
860,analysed,분석 됨,47
9116,oops,죄송합니다,50
14499,david,데이비드,9
8966,devoted,저주 받은,41
13420,marine,선박,12
14467,discussed,논의,6
13796,in,~에,5
13740,common,흔한,10
9619,togo,토고,46
493,migraine,편두통,96
12902,forget,잊다,19
10990,sunshine,햇빛,36
5379,pippen,피펜,75
12077,thirty,서른,27
5054,protestantism,신교,77
2091,swank,화사한,92
1787,apostrophes,아포스트로피,66
3616,undergarment,속옷,77
12707,stone,결석,18
4447,creep,살금 살금 기다,66
10081,cave,동굴,38
2274,inexperience,무경험,91
3384,incompatible,호환되지 않음,80
9843,sovereignty,주권,44
12405,maple,단풍,24
3974,frigate,프리깃,77
14317,involved,관련된,9
2165,electrophoresis,전기 영동,91
11661,forgot,잊어 버렸다,30
13289,incident,사건,13
5194,cofactor,흡착기,72
11636,compare,비교하다,11
6595,neat,정돈 된,65
7586,raspberry,산딸기,61
14495,french,프랑스 국민,11
12002,pierre,피에르,27
14366,seven,일곱,10
8206,stonehenge,스톤 헨지,56
9478,fascism,파시즘,47
14034,costs,소송 비용,19
13792,of,~의,5
10471,pursuit,추구,38
11939,wayward,다루기 힘든,28
384,puri,푸리,100
9652,anticipated,예상했다,37
6426,unseeded,씨발,68
9316,excluding,...을 제외한,32
11562,lowest,최저의,31
6238,recreational,레크리에이션,30
10929,berth,침대,34
5257,liable,책임이있다,75
3930,costliest,가장 비싼,83
7343,cheerleading,치어 리딩,57
2784,timers,타이머,64
8641,professionals,전문가,16
8996,whisper,속삭임,31
8157,val,발군,57
14057,change,변화,5
3759,tung,퉁명물,84
953,petals,꽃잎,89
6719,burt,버트,66
3550,managerial,경영자,86
219,boozer,술꾼,100
5430,muffin,머핀,73
10165,ceased,중단 된,22
1802,tart,타르트,71
4228,chirps,짹짹,77
5789,judith,주디스의,72
5987,watermark,양수표,63
8295,saxophone,색소폰,55
11319,alice,앨리스,33
11195,saturn,토성,34
9408,offshore,난바다 쪽으로 부는,48
4959,unmanned,무인,77
10923,undefeated,무패,37
12779,auto,자동으로,20
5617,sunflower,해바라기,73
798,porcelain,도자기,98
2186,shay,역마차,80
6269,carbohydrate,탄수화물,68
8401,kurdish,쿠르드어,55
8846,kyoto,교토,52
8022,dye,물든 색,52
13250,tiddly,갯벌,16
10168,meteorological,기상대,32
5513,intuitive,직관적 인 것,58
7528,glossary,용어 사전,60
8922,jehovah,여호와,51
5763,displacement,배수량,40
7374,rye,호밀,62
6847,guerre,지어,65
3900,labyrinth,미궁,82
10416,princeton,프린스턴,40
12725,flew,날았다,21
11727,nunquam,뉘른자,30
6980,hub,바퀴통,60
6105,retake,다시 잡다,64
8109,locker,사물함,56
11102,yesterday,어제,35
8034,cis,시스코,58
12939,truth,진실,18
4049,provence,도방공,82
7506,jesuit,예수회,59
1247,waterman,뱃사공,96
5619,spectroscopy,분광법,73
6290,sloppy,묽고 싱거운,68
10570,regularly,정기적으로,38
1642,forgiven,용서,94
3625,salvia,샐비어,85
7769,oath,맹세,56
4796,duet,이중주,72
9631,chapman,행상인,46
2546,nucleolus,핵소,90
7010,vox,소리,64
9934,gymnastics,체조,41
12046,presence,있음,27
8582,inn,여인숙,44
10680,ruling,지배,7
2423,newsworthy,뉴스 가치가있는 것,90
968,magdalene,막달레 렌,89
3294,bun,혈액 요소 질소,53
9838,norfolk,노퍽,44
10741,gathered,수집했다,24
5056,ligand,리간드,62
5803,casus,카스 스,72
1438,pentecost,오순절,66
11314,whoever,누구나,33
14296,ended,끝났다,7
9972,ts,제목의,43
6322,schizophrenia,정신 분열증,69
8659,incidentally,부수적으로,51
4837,refrigerator,냉장고,63
8515,howitzers,곡물,31
9928,upcoming,다가오는 것,43
9809,finger,손가락,31
14141,due,~로 인한,6
12790,defeat,패배시키다,10
8075,sponge,스펀지,57
2601,grad,졸업생,86
9748,cage,새장,43
10064,alexandria,알렉산드리아,42
5670,gras,그라 어,73
813,tabby,태비,98
5654,gypsy,집시,67
3442,stead,대신,84
7732,diem,일주일,60
10601,convinced,확신했다,27
14427,response,응답,11
9925,leicester,레스터,43
179,repatriation,송환,82
11176,authors,저자,9
3851,thwarted,제비,70
9915,dover,도버,44
11975,gates,게이츠,20
7997,incandescent,백열,58
3685,captives,포로,52
8594,marquis,후작,53
2203,consort,배우자,88
649,semifinalist,준결제의,99
2978,siena,시에 나,88
2835,limbs,사지,70
7511,prosecutor,수행자,49
13518,bottom,맨 아래,13
13026,inaccuracies,부정확성,18
5825,herd,떼,66
8336,lesson,수업,45
906,papyrus,파피루스,97
12031,alliance,동맹,26
11471,sell,팔다,20
437,amiga,아마 이가,98
10469,channels,채널,15
5121,diethylamide,디 에틸 아미드,76
9537,dinner,저녁,46
11851,crimes,범죄,15
1435,placebo,위약,95
5911,lakeside,호숫가,71
4205,retro,레트로,81
4257,dilemma,양도 논법,79
14322,talks,대화,5
5752,tiki,티키,72
13360,tigers,호랑이,12
5207,stalking,스토킹,43
5452,kan,칸자,74
10109,unidentified,불확실한,41
6689,disguise,위장하다,45
5213,cheaper,저렴한,75
6605,lai,라이,66
5029,spur,박차,33
6516,hydropower,수력 발전,67
541,sinhalese,신 할 일,99
5385,cautious,조심성 있는,74
4159,iguana,이구아나,81
6907,goo,찐득 찐득 한 것,64
9557,hung,매달려있다,47
4313,hawker,호커,80
8447,boulevard,큰길,54
2699,crystalline,수정 같은,89
6709,midfield,미드 필드,52
14488,democratic,민주적,14
12266,hence,그 후,25
3158,lowery,낮은 것,88
2179,shahi,샤하이,91
11967,ie,즉,28
9948,lefty,왼손잡이,43
783,prob,탐지기,97
3848,jurisdictions,관할 구역,49
5352,urchin,섬게,75
5438,tonkin,통킹 참대,74
419,firecracker,폭죽,93
14340,declined,거절했다,13
9777,underwent,혐의가있다,45
7237,saunders,상하뱀,62
9453,contra,틀,47
4562,lupus,낭창,79
670,holm,강 속의 섬,34
2152,wayland,웨일랜드,92
114,kashmiri,카시미르 말,100
13804,was,~였다,5
7873,perpetrators,가해자,44
6086,wichita,위키 사람,70
4646,referral,추천,75
12153,satisfy,풀다,15
2141,gatling,낄낄 웃는 것,92
3455,liza,리자,86
5065,cad,치사한 사람,77
6849,heliac,헬린,65
12155,turner,돌리는 사람,26
8661,freight,화물,53
5783,vintage,포도 수확,72
3452,disobedience,불순종,82
1081,cumbersome,성가신 것,97
13928,group,그룹,7
2053,sneeze,재채기,84
4086,stalemate,수가 막힘,79
9476,hamburger,햄버거,37
8723,slayer,살해자,52
12670,pixels,픽셀,21
4567,cello,첼로,79
9373,bug,벌레,34
13381,mission,사명,12
376,pseudoscience,의사 과학,100
10048,bread,빵,42
10592,ham,햄,38
10538,twilight,어스름,39
13320,certain,확실한,15
8324,conduit,도관,55
3112,dandy,멋쟁이,86
9445,kidnapping,유괴,32
10065,ter,...에 관한 것,42
13647,live,라이브,8
9150,valencia,발렌시아,50
9676,britannica,브리타니카,46
903,doubly,두 배로,97
11979,dollars,불화,20
12721,gas,가스,14
13852,some,일부,6
4794,herschel,하더 델,78
10199,spoke,살,41
9438,jar,항아리,45
13954,good,좋은,6
4766,quid,한 번 씹는 분량,78
166,beltway,순환 도로,100
3163,chemist,화학자,69
557,anaerobic,혐기성,99
13982,development,개발,10
13068,honduras,온두라스,18
1715,cora,코라,94
10756,warrior,전사,23
4590,misguided,잘못된 것,78
1316,mambo,맘보,96
1068,intoxicated,술에 취한 것,75
3609,sumner,수미자,85
9081,tanzania,탄자니아,50
11676,jakarta,자카르타,30
8539,petition,청원,39
1800,blackfoot,블랙 풋,93
9971,labrador,래브라도,43
13306,sox,삭스,15
3006,poppy,양귀비,87
12433,turkish,터키어,24
13495,rest,쉬다,13
6688,guelph,굴곡,66
11686,ny,뉴욕,30
1002,shrub,관목,94
2478,woodpecker,딱따구리,90
7397,tara,타라,62
499,katakana,카타카나,99
1707,fireball,화구,91
11887,virus,바이러스,28
2934,retaliate,보복,44
12783,studio,사진관,17
