ID,KOREAN,SPAIN,INTERVAL
3142,심리 검사,psicoactivo,88
9202,황홀,trance,50
13264,마리아,maría,14
9102,지열,geotérmico,51
9532,재건축하다,reconstruido,48
10033,고릴라,gorila,43
8836,제임스 타운,jamestown,53
1396,틀,trt,96
11352,소수,decimal,30
6619,징병,reclutamiento,59
6791,리드미네이션,rítmico,65
9976,전통적인,ortodoxo,44
1312,전문가가 아닌 사람,no profesional,94
2032,애도의,condolencias,87
4321,호빗의,hobbit,81
1753,천정,cenit,93
168,슈미츠,schmitz,100
10633,미니애폴리스,minneapolis,39
6520,응,sí,67
11988,추측,especulación,21
5804,출생지,lugar de nacimiento,72
6908,위엄,majestad,64
58,레몬 에이드,limonada,100
3664,학생들,alumnos,72
373,백선 증,tiña,100
13516,관련있는,pertinente,12
449,전열 보병,juez de línea,100
6025,일방적 인 것,unilateral,54
12863,도전,desafío,12
14195,꽤,bastante,6
13605,물,agua,12
13144,알렉산더르,alejandro,17
5527,브레스트,brest,74
3958,잠재적 인 것,subliminal,83
2668,규제,regulador,90
7650,쿼터 마스터,oficial de intendencia,61
9903,에탄올,etanol,45
1357,알칼리성의 알칼리성,alcalino,93
9774,확인,verificación,45
8358,미아,desaparecido en combate,56
8911,해군 대장,almirante,36
320,트레이서,trazador,97
6498,엷은 갈색,color avellana,68
11794,트래비스,travis,30
5554,로타리,giratorio,73
14308,제이,j,8
9598,기분,humor,39
6816,글렌 데일,glendale,66
7730,인터셉터,interceptador,55
6061,장기간,prolongado,63
13206,결정,determinar,9
12831,아프가니스탄,afganistán,21
3337,웨스트 팔렌,westfalia,87
14010,가다,ir,7
9377,삼초의,cedro,46
10359,영국 국회 의사당,westminster,41
13575,단발,beto,13
6454,아테네 사람,ateniense,62
702,맛있는 가벼운 음식,golosina,88
8125,성숙한,maduro,45
3288,구제,salvar,64
4382,혈연,familiares,80
12902,잊다,olvidar,19
7465,독,muelle,47
14162,기타,otros,5
9213,규율,disciplina,34
9802,놀라운,sorprendente,21
10501,불가사의,maravillas,15
13233,두 가구 연립 주택,semi,16
4206,슬라이드,diapositivas,41
4533,엄밀한,riguroso,66
7728,홍조,enrojecimiento,51
14221,유럽,europa,5
14078,정치적인,político,10
11790,상호 작용하는,enterrar,30
2474,토리의,tori,57
1066,소호,soho,96
14189,열쇠,llave,11
13430,장미,rosa,13
4234,트위드,tweed,81
11821,순서,secuencia,27
3712,스쿠버,escafandra autónoma,85
10847,앙골라,angola,38
6064,팔라스,palas,71
970,칼로리,caloría,88
2809,배수,drenaje,88
6452,스컹크,zorrillo,68
1939,허물,mudar,93
12833,강철,acero,20
5782,루피스,rufus,72
7410,궁극적 인 것,ultimátum,62
14180,칠월,julio,6
7555,화강암,granito,62
6153,신임장,cartas credenciales,67
7207,lepage.,lepágina,63
9078,목적지,destino,38
6611,슈베르트,schubert,67
4795,엠,mw,78
12181,아픈,enfermo,23
1680,자이 니즘,jainismo,94
5354,정문,pearce,75
11874,권하다,aconsejar,20
13385,러시아인,ruso,14
4067,무선,sin cable,83
10720,길버트,gilbert,38
3933,조기에,prematuramente,51
13160,글로벌,global,16
325,해리 칸,harrycane,100
11631,...에 pl.,pl,31
10577,피트 길이,imágenes,39
9466,나이아가라 폭포,niágara,48
5308,지질,lápido,74
12554,케네디,kennedy,23
12784,집단,elementos,16
7675,찡그린 것,frunció el ceño,55
12851,볼티모어,baltimore,20
13598,특집,destacados,9
9457,수십,tenso,10
4834,바인더,bindi,78
3848,관할 구역,jurisdicciones,50
14127,포인트들,puntos,6
13888,무엇,qué,6
4708,ppl.,plaro,79
3941,몰래 엿보다,ojeada,80
12028,디스크,dto,26
12698,추측하다,adivinar,20
8022,물든 색,teñir,53
9075,비활성으로,inactivo,47
10559,유권자,votantes,34
10973,마다가스카르,madagascar,37
3199,셀레스트,celeste,87
756,전 세계적인 유행병,pandemia,97
2314,기쁘게 하다,alegrarse,86
14354,여성,mujer,11
2942,민들레,diente de león,87
8803,탁구,apestar,53
7659,망각,olvido,61
8600,마리스트,marista,54
2100,apa.,apaca,92
9349,시실리,sicilia,49
11710,고전,clásico,17
8731,펠리스,felis,54
9000,정전,apagón,49
7742,합창,coro,60
10742,낙태,aborto,35
2325,바리톤,barítono,91
349,앙고라,angora,100
8152,인내심,paciencia,58
5980,빌라,vila,71
506,뉴스 캐스트,telediario,84
10279,큰 광장,plaza,41
8768,메뉴,menú,52
7850,취사,atrocidades,55
10598,카메룬,camerún,39
7219,차선 차선,carriles,26
11350,협력 관계,camaradería,32
6610,멘토르,mentor,66
5157,입술,labios,57
8337,교외,suburbano,56
3827,찬송가,himno,76
9048,최연소자,el más joven,51
1781,꼬리표,lys,76
12428,복음,evangelio,24
13953,뒤쪽에,atrás,7
1729,사회학,sociológico,42
4675,도형,ib,79
317,넥타이,connexo,100
9952,감사합니다,gracias,44
13670,자귀,condiciones,8
9150,발렌시아,valencia,50
1084,규정 된 것,estipulado,78
3528,아보카도,palta,83
6249,불리한,adverso,60
8034,시스코,cis,58
4128,겁 많은,paseo,81
10539,교의,doctrina,38
8025,공작원,duquesa,59
8852,원숭이,monos,23
5620,콘도르,cóndor,72
2981,급류,torrente,85
472,개그,gags,69
5810,양치류,helecho,71
1926,백작 부인,condesa,93
13842,년도,año,6
10050,가을,otoño,43
13269,이론,teoría,13
9519,샤론,sharon,48
9020,렌즈,lente,52
4884,기초가되어있다,patiado,19
8470,이탈,separarse,55
14153,시험,prueba,5
6144,라마단,ramadán,70
14311,학교,escuela,6
14139,비교,comparado,11
9002,비만,obesidad,50
7623,가볍고,ligero,61
3686,제작,fabricación,40
13434,가져왔다,trajo,14
14172,암호,código,12
10907,베네딕토,benedicto,38
8502,보관,custodia,55
7516,바로크,barroco,62
7495,발보아,balboa,62
12252,노드,nodos,23
426,뾰족한 탑,campanario,100
12943,그 사람,cuyo,19
11312,숨겨진,oculto,34
10357,아르메니아 사람,armenio,38
2264,동굴 탐험가,cavernícola,91
5019,곱슬,rizado,77
4227,조개 껍질,clamshells,81
8150,고정물,accesorio,42
12187,정상 회담,cumbre,26
7724,화해,reconciliación,60
14391,구월,septiembre,6
4952,슬라브 사람,eslavo,78
9862,비극,tragedia,43
2418,하류,río abajo,91
3206,미결,suspenso,30
5083,치즈 케잌,tarta de queso,76
7221,집행 유예,libertad condicional,62
6646,생존 가능한,viable,67
9923,루비,rubí,44
12097,인수,argumentos,17
2508,이주일,quincena,88
11157,소득,ingreso,32
4290,정성,hominem,81
9936,더 넓은,más amplio,44
4460,quakers.,cuáqueros,64
366,테트라 히드로 카나 비놀,tetrahidrocannabinol,100
6313,폴린,paulino,67
6670,교두보,cabeza de puente,65
14432,보험,seguro,14
7437,슬로바키아 사람,eslovaco,60
7006,아실,acilo,64
6641,비오킨,parecido,67
5183,결정적 시기,crujido,76
7106,편자,herradura,62
11926,성경,biblia,28
13832,가졌다,tenía,7
12223,더 가깝다,más cerca,26
12609,밀,mil,23
13567,스코틀랜드,scott,13
4842,대략,aprox,78
6571,구세주,mesías,67
9757,배로,a bordo,46
892,아바시드,abasí,97
6108,포목상,pañero,71
13383,구현하다,implementar,13
3767,항속,crucero,35
8111,서간,epístola,56
10860,처녀,virgen,35
7126,도주,huyendo,44
6484,설치하다,instalar en pc,22
6783,마켓,marques,59
4217,전체주의 자의,totalitario,67
9626,매춘,prostitución,42
13026,부정확성,inexactitud,18
14417,제한된,limitado,9
12768,네덜란드 사람,holandés,21
3120,셔터,obturador,77
6084,해시시,picadillo,64
2917,치바,chiba,88
283,확대,de cerca,98
9061,셔츠,camisetas,36
2732,대류권,troposférico,76
13831,그들,ellos,6
7597,스페이드,pala,55
11829,이온,ion,29
1384,가연성,inflamable,91
819,지금까지,hasta ahora,98
11823,호모,homo,30
11858,높이,alturas,22
1851,뒤범벅,abigarrado,93
14142,기간,período,8
1980,부피 테인,bufotenina,93
12216,도요타,toyota,26
8724,소량,lenguado,53
1807,던,dunne,93
66,핀 끝,determinar con precisión,93
4972,난독증,dislexia,78
8617,평복,muftí,54
4489,허클베리,arándano,80
14465,협회,asociación,10
9134,자넷,janet,51
9095,지부티,djibouti,51
7834,실비아,sylvia,60
8026,수력 전기,hidroelectricidad,54
8951,에스키모 개의,fornido,32
5347,에로틱 한 것,erótico,75
10294,기혼,casado,37
9172,펄라,tulsa,50
2215,코덱,códec,85
13783,착란,confusión,9
11805,쿠바 사람,cubano,29
3019,세정제,detergente,87
14392,부속,partes,8
4959,무인,sin personal,77
4885,증류,destilación,67
1794,헤게모니,hegemonía,93
9522,댈러스,dal,48
8599,멀티미디어,multimedia,54
5031,고조파,armónico,71
12565,입증하다,probar,15
12312,세계적인,en todo el mundo,25
13744,우울증,depresión,11
13772,초록,verde,11
6859,고용,emplea,22
14083,중요한,importante,8
8948,국방부,endurecido,52
11055,초상화,retrato,35
7664,칭찬하다,alabado,40
12527,신용 거래,crédito,17
9927,겁니다,querer,44
13136,섹스,sexo,17
2711,무자비한 사람,buitre,86
10417,수잔,susan,40
12030,구절,frase,23
2335,도움이된다,conducente,91
7071,진지한,serio,63
8530,티탄,titanio,55
10575,욕을하다,jurar,38
13862,연령,años,6
730,목마,de mano,98
9276,튀김,chapoteo,49
3882,지상해,marco de tierra,84
4933,그릴,parrilla,62
941,정량적 인 것,cuantitativo,93
39,디버그,depurar,90
1086,야아,yah,96
8612,마르셀로,marcel,54
3880,아말산,amal,84
69,성직자,clérigos,68
6142,케이트,cate,63
10190,전부,en total,42
9731,기증자,donante,41
7374,호밀,centeno,62
12842,알았다,roger,16
10046,발러다 찬,disparates,43
8494,포인터,punteros,42
4009,판테온,panteón,83
8455,민족성,etnicidad,24
9949,주변의 것,rodeado,24
8389,프라,fraigarse,56
5843,금강사,esmeril,72
11474,마시다,bebida,25
10826,산호,coral,38
7867,임금,salarios,30
8846,교토,kyoto,53
3944,불명예,desgracia,71
199,게르 트루드,gertrude,100
7111,전리품,botín,62
3106,키엘,kiel,88
1811,흔들리자,rockway,93
8770,플러그,enchufar,48
8887,콜리,coli,52
6425,나이지리아 사람,nigeriano,66
3210,거인 같은,gigantesco,77
5483,친칠라,chinchilla,74
10882,시작했다,comenzado,38
12176,훌륭해,sobresaliente,27
10474,사유,lig,40
13612,그물,neto,12
6183,카르텔,cartel,65
14198,~을 따라,a lo largo de,10
6093,하루살이,efímera,71
12916,쳤다,golpeado,20
13226,앞으로,hacia adelante,9
1324,엿보기,pío,81
11236,불공정하게,injustamente,35
13806,~처럼,como,5
7198,움찔하다,retroceso,62
3166,유제품,eos,30
8589,도살신,doser,55
8300,얼룩말,cebra,52
12249,...곶,capa,26
12051,바닥,piso,24
8877,하수 오물,aguas residuales,52
6488,뒤틀린,deformado,58
5351,iliad.,ilíado,75
8493,호흡,respiración,39
2689,메트 라,metra,90
7539,햇을 쫓아 내다,taft,62
11629,서스 캐처 원,saskatchewan,31
4635,근육 경련,tortícolis,79
6887,망막,fandom,65
3044,브리지먼,hombre del puente,88
2471,interlanguage.,intervilización,90
10990,햇빛,brillo solar,37
4531,풀럼,fulham,80
2208,적정,valoración,90
4794,하더 델,herschel,78
5649,울리다,bocinazo,72
2720,방화범,incendiario,86
12744,재해,desastre,17
13830,또한,también,5
5124,자두,ciruela,76
3229,하이에나,hiena,87
1877,깨어 있는,despertador,27
8308,나치스,nazis,24
14404,검토,revisar,7
13982,개발,desarrollo,10
7943,혀,lengua,56
5346,크롬,cromo,75
12150,부정한,desleal,27
8868,편견없는,imparcial,52
10424,험악한,amenazante,24
11257,파괴하다,destruir,14
3461,글레이스,glaseado,86
5853,큰 쟁반,grifería,72
4146,교황,papal,82
6685,융자,redux,67
477,사후,póstumo,69
90,기종,enfisema,100
9510,파이프,tubo,38
6410,담화,discurso,68
4459,피라 냐,piraña,77
8211,코페 그닉스,copérnico,57
10355,스트레스,estrés,35
9320,기쁨,alegría,47
5687,브랜디 와인,brandywine,73
1442,삼지창,tridente,91
12542,생선,pez,20
9336,부스러기,escombros,49
11075,아이다 호.,idaho,36
10887,프레드 릭,frederick,38
276,복음의,evangélico,72
4408,꼭지점,vértice,81
9073,이름 바꾸기,rebautizar,21
5948,하노이,hanoi,72
14059,단위,unidad,6
10172,앵무새,loro,42
10491,지휘대,podio,39
6834,비합리적인 것,irracional,64
10579,망아지,potro,21
3307,장식 리본,cordón,75
3103,쇼니,shawnee,88
2260,외국인,gringo,91
10905,카파,kappa,38
8176,반점,coma,49
11687,스코어 카드,tanteador,31
3568,rifleman.,fusilero,85
11522,라일리,riley,32
12,통상적으로,ordinariamente,100
11065,명왕성,plutón,36
10868,뉴 포트,newport,38
2118,절망,desesperación,88
10336,가장 작은 것,pequeñísimo,41
7719,밑에 있는,subyacente,57
2866,스위트,spero,88
5743,sycamore.,sicomoro,72
13145,아리조나,arizona,17
10283,모자이크,mosaico,41
3761,황급히,precipitadamente,84
3717,네이팜,napalm,85
5688,razorback.,cima aguda,73
12378,명예,honor,19
3557,레이 업,layo,86
9845,산토스,santos,45
8539,청원,petición,40
9144,접시,platos,20
2132,소재,paradero,92
14181,제삼,tercero,8
11270,진보적 인,progresivo,17
11722,허드슨 강,hudson,31
2,프레첼,galleta salada,93
12983,곤봉,porra,17
10912,헤브라이 사람,hebreo,36
7468,포즈,pos,43
2579,하인,lacayo,88
386,삼중의,triásico,100
8886,아 졸라,acharya,52
5874,단백질,proteínas,29
4727,뚜껑,tapa,77
10368,타코,taco,40
13352,위원회,comité,15
13690,돈,dinero,12
8702,타도,derrocamiento,52
14339,존경받는,consideró,5
9869,올빼미,búho,37
6205,실업 수당,limosna,68
2688,빵집,panadería,83
2713,베윅,berwick,89
5135,카이즈라,cesura,77
9129,ia.,i a,51
12942,필립,philip,19
10427,안정적인,estable,39
10718,페넌트,banderín,38
3822,수 놓은,bordado,82
10831,불만 사항,quejas,26
6433,청소기,limpiador,65
9195,혈관,buques,39
7415,스크럼,pelea,61
2195,무수한,miríada,90
13656,대서양,atlántico,12
14495,프랑스 국민,francés,11
11853,바이킹,vikingos,23
5604,투손,tucson,74
5970,무법자,proscrito,52
7108,오해하다,incomprendido,64
10194,재분,subdivisión,40
11766,운이 좋은,afortunado,30
3613,유쾌한,fetal,85
9865,원칙,principios,27
5715,건설자,constructor,42
13703,빨리,rápidamente,12
6291,막다,reprimir,38
13308,콜로라도,colorado,16
6391,남자 친구,novio,67
1495,항재성의 항공사,antidiscapanismo,95
13943,끄다,apagado,8
9372,첫째로,en primer lugar,49
2830,유혹,tentaciones,63
12106,일체 포함,ai,8
12321,유고 슬라비아,yugoslavia,25
11752,브리스톨,bristol,30
11102,어제,ayer,36
9763,오존,ozono,46
1020,꾸민,forjado,97
10978,달콤한,dulce,36
270,제안자,proponente,72
9498,아인,ain,48
8793,데이턴,dayton,53
7185,용암,lava,63
4299,페어 뱅크스,fairbanks,81
13277,가로 질러 가다,cruzar,12
8561,충실한,leal,54
13356,독립적 인,independiente,12
3067,암묵적으로,implícitamente,88
2271,민수,folsom,91
7206,준준결승,cuartos de final,63
12712,루렌,loren,22
11679,우루과이,uruguay,31
586,무수정,sin censura,99
1349,워크 스테이션,puesto de trabajo,87
14466,원해,buscado,5
14132,덧셈,suma,6
8720,중서부,del medio oeste,54
2766,serfdom.,servidumbre,89
13851,체계,sistema,8
11526,일,amorío,21
12668,테리 직물,terry,22
11886,바이에른 사람,bávaro,29
2786,쿠싱,cushing,87
7235,cortez.,cortés,63
10867,갑자기,de repente,38
5234,보드카,vodka,75
13634,등록되지 않은,no registrado,12
9414,괴롭힘,acoso,26
9561,카레,curry,43
2410,타우 랑가,tauranga,91
14486,특징,característica,9
260,스마일러,smiler,97
8165,시리얼,cereal,55
7451,동료,colegas,53
3324,빌어,boller,87
9351,발리,bali,49
11501,키프로스,chipre,32
10723,데모,demostración,18
10042,코프,afrontar,42
10174,근위대,salvavidas,42
14183,파티,fiesta,9
14185,달러,dólar,20
4492,이상한 사람,errático,68
14045,이내에,dentro,10
3959,밤나무,castaña,81
8019,팍스,paz,59
9125,활기 없는,de madera,51
78,거지,mendigos,87
6469,opec.,opep,68
4878,와금,wah,78
11825,포스트 시즌,postemporada,30
6010,부제,diácono,41
101,힌두 스탄,indostán,100
10625,...에 nr.,nr,39
4966,호숫가,lakeshore,78
10209,내기,apuesta,36
1459,요트 경주,regata,93
796,이리저리,fro,98
4044,캘커타,calcutta,83
11914,버밍엄,birmingham,29
1673,친하게 하다,familiarizar,89
175,사전의,premenstrual,100
1451,골학,osteología,95
8346,볼테르,voltaire,56
4170,긴 장갑,guantelete,81
8315,힌디 어,hindi,57
312,체육관,gympie,100
11749,정확성,exactitud,30
13377,금지했다,prohibido,10
6919,맹금류,raptor,46
5493,슬로안,sloan,74
8159,갈대 같은,lleno de cañas,58
6835,유월절,pascua,66
9877,콘솔,consola,34
5630,현저하게,notablemente,24
10756,전사,guerrero,24
8030,블랑,blanc,59
14463,노력하다,intentar,6
7275,카세트,casete,61
467,조회,preguntar,69
3039,석공 직,albañilería,88
4297,산스크리트,sánscrito,81
2789,axolotl.,ajolote,89
4722,낡은,arcaico,78
8933,팀원들,compañeros de equipo,29
11620,룻,piedad,32
11525,돌아와,regresar,31
4353,메이지,meiji,81
10547,막사,cuartel,39
1842,야간,nocturno,93
3639,스테인리스,inoxidable,85
9890,신성한,sagrado,44
11295,용품,suministros,18
14438,시작,comenzó,7
11873,위니펙,winnipeg,29
2400,집행자,ejecutor,88
11742,황제,emperador,29
11756,기후,clima,29
13462,링컨,lincoln,14
1563,오세아 먼언,de oceanía,95
758,버 뱅크,burbanque,98
1755,초현실적 인,surrealista,64
12415,새벽,amanecer,24
2780,뇌관,cebador,85
9913,캄보디아,camboya,45
12169,엄마,mamá,25
13062,여자애들,muchachas,13
4270,신석기의,neolítico,82
6796,시뮬레이션,simulación,34
11267,파키스탄 인,pakistaní,33
9784,화장대,vanidad,45
57,굶주리는 것,muriendo de hambre,84
1617,마르티텐,martones,89
7678,해치백,hatchback,56
1821,유대 동물,marsupial,93
8298,출현,adviento,57
11424,선인장,cactus,33
2397,운동가 답지 않은,antideportivo,91
8043,마리안,mariano,58
5667,케이프,cahill,73
6705,땅,una tierra,67
11875,철학,filosofía,29
11141,앉았다,se sentó,36
6776,이튿날,día siguiente,66
9756,인류,humanidad,46
2737,유네스코의,de la unesco,89
710,말등,lado de caballo,98
7860,섬광,mirada,55
5976,지루함,aburrimiento,71
5029,박차,estimular,33
13770,충분한,suficiente,12
10589,서리,escarcha,38
334,부정직,deshonestidad,99
6677,필모,rellenar,67
14414,할 수 없습니다,no puedo,10
13027,크리스토퍼,christopher,18
4084,패스트볼,bola rápida,82
10391,점프,saltando,8
1490,하오,hao,95
4837,냉장고,refrigerador,63
10608,간시,gandhi,39
5753,포기했다,eximido,67
5928,볼로냐,bologna,72
4714,하누카,hanukkah,79
10889,카운트,recuento,11
8252,우스,wo,57
5971,작별,despedida,70
5539,헤이그,la haya,74
1072,보물,tesoros,47
13370,에너지,energía,15
4929,프론티어,fronteras,38
4950,어원,etimología,66
7611,unisthed.,soltado,58
10324,보잉,boeing,40
4099,고린도,corinto,83
7835,짜증이 난,molesto,30
2377,몬시 조사,monseñor,91
12012,브론 코스,broncos,27
11400,워너,warner,33
6346,바이슨,bisonte,62
2411,네크,nek,91
5000,다각형,polígono,68
4412,탄탈,tantalio,81
12104,아라비아의,arabia,27
8814,하늘소,aserrador,52
2111,림프종,linfoma,91
10096,망원경,telescopio,40
11762,후드,capucha,29
12446,실시했다,realizado,17
9114,미사용,no usado,47
7052,피사,pisa,64
3178,장식,decorativo,37
12578,레바논 인,libanés,23
3175,고함 짓는 것,gritando,46
1572,분화구,cráteres,46
13916,제품,producto,8
3990,몰수했다,confiscado,71
12248,어딘가에,algun lado,26
10318,매사,massa,41
1905,골드 스미스의,orfebre,86
11928,기이 한,extraordinario,29
9734,베니,benny,45
7319,주변,franja,61
4801,판도라,pandora,77
6649,코니,connie,59
9790,우스터 셔,worcestershire,45
11276,뱀,serpiente,31
4982,할례,circuncisión,75
12166,허위 진술,tergiversación,23
13568,미네소타,minnesota,13
4760,주전자,pava,77
6166,엡섬,epsom,70
4293,동물학,zoología,76
14257,네트워크,redes,8
899,흑인 남자,hombre negro,97
2056,푸르덴셜,prudencial,92
6202,제르메인,germinar,70
11948,플랫폼,plataforma,25
11334,앨런,alano,34
12637,프로그램 작성,programación,11
2905,비잔티움,bizancio,88
13629,잭,jack,12
2205,재명,releer,88
8379,다이아몬드 백,diamondbacks,54
9117,섹시한,sexy,51
4509,낭모,flojo,75
6007,롱 쇼어,longshore,71
6220,미트,guante,68
14231,텍스트,texto,7
5463,모래 언덕,duna,65
5312,과자,confitería,76
5525,후퇴,retirada,32
13112,수도,capital,12
2806,부진,deslucido,88
6956,샌드맨,sandman,65
12836,알란,alan,21
162,카나,kana,99
11672,수소,hidrógeno,31
7519,실베스터,sylvester,62
3022,아라스 천,tapiz,88
12745,사진,fotografía,12
10152,포켓,bolsillo,38
13420,선박,marina,12
930,심연,abismo,85
1009,비실용적이다,poco práctico,96
1860,개 썰매 운전자,muser,73
11907,샬럿,charlotte,29
8853,연극,teatral,51
8729,데본,devona,53
8737,비웃음,despectivo,53
801,가느 다란다,weiner,97
5398,수녀,monja,65
6275,아이티 섬 사람,haitiano,66
4863,조크,jock,76
10802,피자,pizza,38
7501,실재론,realismo,62
42,지위,estatura,100
11810,나이지리아,nigeria,30
141,리리스,reis,79
5848,프리드먼,friedman,72
5334,프로판,propano,75
8276,단창,lucio,51
1089,키메라,quimera,96
3946,놈들,bastardos,55
10019,캐벗,cabot,44
2256,모젤 강,mosela,91
9551,달라이,dalai,48
3551,토피카,topeka,86
4283,전갈,escorpiones,45
8449,지진학,sismología,54
3865,멜로디의,melódico,83
4694,파손 주의자,vandalístico,79
2301,의심 한 것,dudado,19
13425,용이하게,fácilmente,14
4515,볼트,voltio,73
4520,너를,el e,80
3125,정체적이다,sin acontecimientos notables,83
2699,수정 같은,cristalino,89
12555,종교의,religioso,23
8977,저격병,francotirador,48
11792,착용 한 것,desgastado,30
12099,백작,conde,27
10981,집중,concentración,25
3116,레드 필드,redield,88
1800,블랙 풋,blackfoot,93
14306,출시된,liberado,8
10967,수학,matemáticas,35
12828,아기,bebé,20
7208,영향,afecta,9
13898,회사,compañías,9
6842,채식주의,vegetarianismo,58
14415,아르 자형,riñonal,9
7062,쇠약해진다,hazed,64
10507,공황,pánico,39
3989,요코하마,yokohama,83
9721,후지산,fuji,46
13008,비밀번호,clave,19
1474,빌리,bilby,95
5898,마르크스주의,marxismo,72
12913,열,fila,18
11231,순찰,patrulla,25
9133,발레,ballet,50
3785,중반 백멘,australineros,84
13559,일시적인,temporal,13
10793,예비 준비,preparatorio,38
719,희석제,más delgada,98
7341,목사,reverendo,62
6272,메뚜기,saltamontes,67
5591,빚이있는 것,dit,72
12705,아무도,nadie,22
11705,이삭,isaac,31
12853,사모아,samoa,20
9475,하향 조정,degradado,47
10146,대사,embajador,39
6156,교감 신경,simpático,69
4259,cowman.,gaucho,82
3446,건조한 찬 바람,bora,81
14413,공장,obras,5
10650,애스테온,asterio,39
7819,루시아,lucía,60
8514,찰스 민,charlemagno,55
11727,뉘른자,nunquam,31
8968,자고있는,dormido,16
11313,아돌프,adolf,34
2019,일어난 일,desvanecido,92
9456,수단이되는,instrumental,26
7242,멜라민,melamina,63
1664,의장자,presidentes,94
8904,엘리자베스탄,isabelino,52
12167,델타,delta,27
12462,모서리,esquina,22
2093,디나르,dinar,83
12766,카드,tarjetas,13
1832,지급,cadino,93
2393,위시본,espoleta,89
5469,크기 조정,redimensionado,66
142,토지 소유자,terratenientes,93
4208,루니,chiflados,82
9604,모이,moi,47
7894,마찰,fricción,58
4636,청둥 오리,pato real,78
8132,유니,uni,57
3558,매개,mediado,26
7217,리즈,reese,63
4570,부드럽게,suavemente,80
4038,아리아,aria,68
10824,면도칼,maquinilla de afeitar,38
11524,획득 한 것,adquirido,23
8420,큰 술병,botella doble,55
4765,럼 주,ron,79
14316,매킨토시,macintosh,41
2652,찌르레기,estornino,90
13240,미주리,misuri,16
13121,바람,viento,12
8258,타이,tai,57
8398,우연의 일치,coincidencia,39
11017,갈가마귀,cuervo,27
2750,잔뜩 먹다,listón,88
582,상하지 않은,no dañoso,99
9056,모잠비크,mozambique,51
10099,피터스 버그,petersburgo,43
2372,사서함,buzón,88
6957,몰래 하기,sigilo,65
9985,섬망 상태,delirio,44
1837,이세벨,jezabel,93
6822,토러스,tauro,66
5979,거창한,ambicioso,70
7586,산딸기,frambuesa,61
4458,종이 접기,origami,80
5517,불멸,inmortal,58
1373,페 티딘,petidina,96
5473,불평등,desigualdad,68
14447,시작하다,comenzar,11
6045,생물체,bioma,71
6719,버트,burt,66
5250,카르 복실 레이트,carboxilato,60
1228,가장 젖어,hormigueo,96
913,기숙사,residencia universitaria,85
1098,사이렌,sirenas,71
12119,순환,circulación,24
5179,삼각법,trigonometría,76
12729,타는 사람,jinete,16
13472,더 높은,más alto,14
2616,더 행복하다,más feliz,90
6151,보호,protector,10
347,우편 집배원,cartero,100
9081,탄자니아,tanzania,51
4148,roadrunner.,carretera de circunvalación,74
4853,전립선,próstata,76
4426,관료,burocracia,79
7182,과부,vdo,59
9501,갱단,pandillas,22
2583,친절,amabilidad,13
8614,사무라이,samurai,54
2103,갤럽,gallup,92
4079,오우거,ogro,82
1841,수감자,recluso,89
10460,로맨스,romance,39
12817,베를린,berlina,21
6336,세미나,seminario,66
1295,염분,salinidad,81
4975,진단,diagnóstico,78
8957,수분자,polinizador,45
6388,씻다,lavar,42
13907,저것들,aquellos,6
1966,어리석은 것,currícula,93
2862,맛,sabores,47
12085,쓰나미,tsunami,27
7371,보이러,boyer,62
8271,달리,dali,57
9552,본체,hq,48
8756,트럼펫,trompeta,50
4205,레트로,retro,82
4946,반복됨,reiterado,56
11015,장벽,barrera,34
9717,로신,lohan,46
10484,그녀는,ella a,40
9950,개척자,pionero,36
1760,좁은 골짜기,barranco,91
5455,교군꾼,portador,62
13049,루나,luna,18
7802,격렬한,de ciclón,11
13699,다니엘,daniel,12
1825,스피로,spiro,93
4866,기병,jinetes,78
10271,족제비,comadreja,41
4723,구의,esférico,78
1334,알바노,albino,95
1062,환경주의,medio ambienteismo,33
2409,침 요법,acupuntura,91
4255,후위,retaguardia,82
13704,운전하다,conducir,10
12326,순위,clasificación,7
9240,위도,latitud,47
12350,서 있는,de pie,12
7632,시야,panorama,59
13512,왕관,corona,13
3061,다이,dy,79
7521,좀비,zombis,25
5573,토폴로지,topología,63
2130,interlaced.,entrelazado,78
11941,걸어 건너기,vadear,28
655,락커,rockeros,72
13047,필리핀 제도,filipinas,14
3187,연속체,continuo,87
5141,로치,roche,77
3035,자코 코트,jacoby,88
13663,루이스,louis,12
8509,나가사키,nagasaki,55
9572,루시,lucy,47
4018,칼레,calais,83
10776,상상하다,imagina,30
7174,무트,discutible,62
11542,모로코,marruecos,32
9765,사형,linchar,42
13050,얻다,obtiene,7
13879,지금,ahora,7
9182,가이아나,guayana,50
3415,오카리나,ocarina,86
7665,조심하다,tener cuidado,61
9226,감정적 인,emocional,31
9280,제비의,xiv,49
13562,월,mes,10
3868,해결되지 않은,irresoluto,84
12583,피트,fosa,17
9258,조사,investigacion,44
10204,손질,manejo,22
12369,사과,manzana,24
261,프리메이션,masones,92
6714,폐쇄,encerrar,25
14374,12월,diciembre,6
9687,짖는 동물,pregonero,46
9458,무덤,tumba,38
6579,키원,kipur,67
7330,가드,garde,61
6509,빈,vacante,66
6530,즉각적인,inmediato,36
12307,그저,simplemente,8
7745,지하 감옥,calabozo,42
11532,라크로스,lacrosse,32
13316,성자,smo,13
13751,나타내 다,indicar,9
4429,가시,espina,77
11964,대마초,canabis,28
