ID,KOREAN,ARABE,INTERVAL
8407,동성애자,فاجوت,51
11860,야생 조수 사육 특권,وارن,29
13404,함께,سويا او معا,14
1889,계단식,متتالية,62
9576,재산,ثروة,47
5041,기질,طبع,70
9664,맬터,malthusian,46
10447,항구,مرفأ,39
3459,흥미 진진한,كثير العصارة,86
8252,우스,وو,56
6296,생활 양식,نمط الحياة,62
8988,수행자들,فناني الأداء,10
3492,보리,شعير,85
9358,올바르지 않은,غير صحيح,49
11676,자카르타,جاكرتا,31
3926,격리,الحجر الزراعي,77
2683,차체,هيكل السيارة,89
13401,10 일,10th,14
3596,황혼,الغسق,85
11614,서베이,الدراسة الاستقصائية,28
9194,손대지 않은,متصل,50
10290,시민,المدنية,40
13647,라이브,يعيش,8
9414,괴롭힘,تحرش,25
2044,안테나,الهوائيات,59
11394,방,غرفة,26
7255,은밀한,سرا,62
1848,부재자,متغيب عن العمل,86
12322,사운드,اصوات,12
11381,라인 배커,linebacker.,28
10732,웰링턴,ولينغتون,38
396,셀렌,السيلينيوم,100
4284,고장난 사람,سيلر,81
11195,토성,كوكب زحل,35
9993,어디에나,في كل مكان,44
11540,기르다,الحاضنة,31
1585,부기,البووجي,94
4812,편집병,جنون العظمة,77
12093,우크라이나,أوكرانيا,27
11486,셰필드,شيفيلد,32
3989,요코하마,يوكوهاما,83
151,따뜻함,الدفء,100
6862,공기의,airplay.,65
7545,물병 자리,الدلو,61
13976,없이,بدون,5
5431,킬트,كيلت,73
11,맹세,نذر,62
13937,매우,جداً,8
12593,포장,التعبئة والتغليف,20
1246,섬뜩한,خارق للطبيعة,96
9870,싹,برعم,42
8448,숨은,مشفر,55
969,영수증,الإيصال,73
6831,지속시키다,الحفاظ,23
1169,하위 유형,النوع الفرعي,93
9362,묘지,مقبرة,48
6297,정제,tabloid.,64
6530,즉각적인,مستعجل,36
11973,낸시,نانسي,28
7028,샤이엔,شايان,63
6969,페이즐리,بيزلي,64
9351,발리,بالي,49
7635,필자,فلس,58
13251,벨,جرس,15
1697,달필,فن الخط,94
10873,유산,إرث,37
13730,스페인의,الأسبانية,12
3097,난색,الرفض,73
9413,망고,مانجو,48
8764,프레스노,فريسنو,53
4490,라듐,الراديوم,80
13600,베드로,نفذ,12
8303,테이트,تيت.,55
2387,우열,اخدود,88
14164,만듭니다,يصنع,5
12524,줄리안,جوليان,23
3780,열화 된 것,تدهورت,61
13322,이봐,يا,15
3641,공책,دفتر,80
10248,적의,الصراعات,31
3985,지뢰,جينم,83
2783,로드스터,رودستر,84
7190,게이머,اللاعب,63
7587,우우,باو,49
13691,거대한,تسربت,12
8890,맥시 미스,ماكسيموس,52
257,결합력 있는,متماسك,56
1937,폼 페이즈,بومبي,93
8995,사거,قصة طويلة,51
6495,눈금자,الحكام,50
7897,좌초 된 것,تقطعت,48
8092,탔다,ركب,58
4363,영광 스럽다,تكريم,14
8600,마리스트,الماريست,54
12487,정당성,عدالة,23
7203,로마 리오,روزاريو,63
3002,공구 상자,toolbox.,88
4613,보완적인 것,مكمل,79
9215,푸오,بو,49
5538,천체의,سماوي,74
8950,슬롯,فتحة,44
7357,브레이크,الفرامل,37
545,반동,الرجعية,94
12260,팬더,الباندا,25
5788,사도,صادر,72
6337,감자들,بطاطا,38
11168,변명,عذر,33
9694,마스코트,تعويذة,41
6198,기함,الرئيسية,69
8173,보통의,محتشم,57
13450,그럼에도 불구하고,مع ذلك,14
4867,defenseman.,مزيج,78
9060,할퀴다,خدش,38
2286,축차,الدوار,89
11059,주간,أسبوعي,36
11783,대표,يمثل,6
12112,쿠웨이트,الكويت,27
1166,트랜스 성,المتحولين جنسيا,88
6999,침대 겸용 소파,الحقل المصدر,64
13791,그만큼,ال,5
14322,대화,محادثات,5
8674,수도사,راهب,38
8207,에덴 동산,عدن,57
12309,다양성,تشكيلة,22
6618,사이공,سايجون,67
13191,문장,جملة,12
13989,프로그램들,البرامج,11
4357,랑데부,rendezvous.,75
8579,덕분,ديم.,54
6113,재앙의,كارثي,55
13926,심지어,حتى,7
5403,들불,wildfire,62
9550,남극,أنتاركتيكا,47
4470,알빈 주의자,المهق,77
13420,선박,البحرية,12
12143,새,عصفور,24
12031,동맹,تحالف,27
10562,둥근 돌,بولدر,38
3972,계간지,ربعي,83
8725,통화의,نقدي,53
10747,변호사,محامي,36
9790,우스터 셔,worcestershire.,45
9640,템스들,التايمز,46
14024,4분의 1,ربع,9
12476,평판 좋은,سمعة طيبة,20
8793,데이턴,دايتون,53
850,칼레도니아의,كاليدونيان,98
12043,지하철,مترو الانفاق,27
12248,어딘가에,مكان ما,26
3966,호박,القرع,56
13319,태풍,إعصار,15
3402,써레,مسلفة,83
14418,보여 주었다,أظهر,7
7607,갈릴레 아,جاليلي,61
8528,캐딜락,كاديلاك,54
8545,동조,مزامنة,53
10308,전표,شيت,41
6902,충돌,تحطمها,16
1949,적기,بانديت,58
11599,또래,نظير,29
11276,뱀,ثعبان,31
13834,위로,أعلى,6
7378,라이제스,lyases.,43
1575,즐기는,مسليا,15
14315,진상,حقوق,7
12392,못쓰게 만들다,اللعنة,20
3783,광동어,الكانتونية,84
10613,맥스웰,ماكسويل,39
8879,세네카,سينيكا,52
13579,대한민국,كوريا,12
4672,원고,مخطوطات,60
734,만족스럽지 않은,غير مرض,98
10605,주장한 바에 의하면,يزعم,39
9453,틀,كونترا,48
7000,너클,المفاصل,61
14146,이름,اسم,6
7384,차남,كاديت,46
9967,값 비싼,غالي الثمن,33
8305,nautica.,نوتيكا,56
4913,소포함,سوفوكليس,77
655,락커,الروك,71
8864,근교,ضاحية,36
10301,사육제,الكرنفال,41
7960,베커,بيكر,58
9876,배터리,بطاريات,20
6076,심사 숙고,تأمل,62
8326,독성,سامة,45
1556,프랑스 인민,الفرنسيين,95
5328,맨 먼저,قبل كل شيء,75
12982,초기에,في البداية,12
6299,거주지,يسكنها,37
9015,홍어,تزلج,20
9050,리스본,لشبونة,51
9521,부하,المرؤوس,40
12435,dc.,العاصمة,24
1805,까르푸,كارفور,93
3257,유행성 이하선염,النكاف,87
2907,스크래블,الخربشة,88
10889,카운트,العد,10
12647,위협,التهديدات,13
5694,흔들리고있다,تأرجح,73
6140,정리,تخليص,68
9934,체조,رياضة بدنية,41
8568,파울러,الصياد,54
13778,웨일즈,ويلز,11
4792,산화제,أوكسيد,38
9727,회보,نشرة,41
9113,스타,النجم,50
8870,알지 못하는,غير مدرك,51
12611,도쿄도,طوكيو,22
3458,배틀,باتي,86
4581,기압계,بارومتر,80
10056,말리,مالي,43
11625,아폴로,أبولو,31
6110,콥도어,coppa.,70
10887,프레드 릭,فريدريك,37
2564,살마,سلمى,90
12463,대만,تايوان,24
9837,워털루,واترلو.,45
1590,응축하다,تكثف,50
9341,대아형,الكذمة,49
6328,국회 의원,عضو الكونغرس,69
9789,이더넷,إيثرنت,45
12722,어머니,أم,21
13199,불편,غير مريح,16
6851,유가 수행자,yogi.,65
1063,마지막 음절,ultima.,96
6476,날카롭게,بحدة,68
857,메타돈,الميثادون,97
12857,정의,تعريف,14
4895,여기에 들었다,هيرفورد,77
8255,복지,خير,56
14249,자금,أموال,21
13660,항공기,الطائرات,12
1188,휘몰아의,vigilante.,82
13721,기여자,المساهمين,10
12965,혜성,مذنب,18
7525,파쇄기,قاطع,49
12501,호머,هوميروس,21
9975,기구,آلية,19
10270,톤,طن,30
11198,장례식,مأتم,34
5681,바이폴라,ثنائي القطب,72
2119,베이커스 필드,بيكرسفيلد,92
12205,선택하여,اختار,26
4612,바나나,موز,38
7865,은유,استعارة، مجاز,54
497,리비에라,ريفييرا,99
12086,써리,surrey,27
797,음악 협회,philharmonic.,98
7705,정착민들,المستوطنون,56
6521,호주의,أستراليا,68
12477,체코 사람,جمهورية التشيك,23
2352,ayatollah.,آية الله,89
7869,딕시,ديكسي.,59
14254,os,نظام التشغيل,27
4233,오류,أخطأ,81
9865,원칙,مبادئ,27
10582,나폴레옹,نابليون,36
4836,마이크로 페니스,micropenis.,78
9511,에린,ايرين,48
14349,제공,متاح,6
7943,혀,لسان,55
6974,니코틴,النيكوتين,62
8274,언데드,ميت حي,56
14290,북쪽,شمال,8
1449,재사용,إعادة استخدامها,59
14156,국제적인,دولي,9
1244,괴롭히는 것,ينقط,28
4409,베델,بيثيل,80
3717,네이팜,ناب,84
9801,토이,توي,45
13576,명령,أمر,10
10859,칼리지,كلي,37
5283,펨 브로크,بيمبروك,75
6108,포목상,درابر,70
4845,브리지 포트,bridgeport.,78
5372,ext.,تحدد,75
4684,방책,حظيرة,74
2688,빵집,مخبز,83
6141,땡땡,دينغ,67
5956,사중주,الرباعية,69
7311,dt.,تلا,61
1393,펜 티,باتني,96
5764,배달 불능 우편물,nixie.,72
2416,타고난,خلقي,89
14027,계획,خطط,11
7837,떨림,هزة,48
1405,미네르바,مينيرفا,95
5241,소산,تبديد,17
9497,광대역,موجة عريضة,48
9628,주목할 만하다,جديرة بالثقة,46
2400,집행자,المنفذ,88
2831,럭스,لوكس,77
13871,사용,يستخدم,5
3688,신기,سند,84
8250,추방당한 것,طرد,50
7464,레닌 그라드,لينينغراد,62
11966,내각,الوزارة,27
14179,수입,الأرباح,13
7819,루시아,لوسيا,59
7692,잡초,عشبة ضارة,56
12712,루렌,لورين,21
8212,젖꼭지,ليت,57
1014,오닉스,onyx.,97
141,리리스,ريد,79
7721,묵시,نهاية العالم,60
13439,군인,الجنود,12
7579,굽은,بنت,61
11947,오페라,أوبرا,23
4202,yew.,uew,81
11349,손님,الزبون,28
7994,수 제,السويس,58
8203,그린란드,الأرض الخضراء,57
13081,잡지,مجلة,16
9313,복서,ملاكم,47
10153,소나무,صنوبر,40
2093,디나르,دينار,82
9427,자란,نابعة,48
2799,스테토르,stentor,89
7377,메스 암페타민,الميثامفيتامين,62
11297,캣,كات,32
14170,받았다,تلقى,6
1439,치유하다,شفاء - يشفى,57
10713,터널,نفق,35
1624,기관지염,التهاب شعبي,94
10313,걷는,المشي,13
9068,핸드볼,كرة اليد,49
11469,티켓,تذكرة,26
5631,가독성,مقروئية,53
556,바운스 백,خطوة للخلف,99
1440,펭스,بنغ,95
8973,파이썬,بيثون,51
1243,자랑스럽게,بفخر,96
7400,아치,ارشي,62
4718,수분,رطوبة,78
9937,신사,السادة الأفاضل,44
10987,선발,مبتدئين,23
4361,흠잡다,ينتقد,45
2772,밀라,ميلا,89
8690,힉스,هيكس,49
1271,탐욕스러운,طماع,95
8403,시크교,سيخ,47
12823,창의적인,خلاق,20
6115,크게,بشكل جذري,52
4011,jacksonian.,جاكسونيان,83
9855,옥시 듀어 아제,oxidoreductise.,44
3785,중반 백멘,midshipmen.,84
12011,뉴캐슬,نيوكاسل,28
1527,작은 것,بيغمي,89
10920,성인,الكبار,33
13634,등록되지 않은,غير مسجل,12
5757,조이는 것,شد,38
13894,이것들,هؤلاء,6
1104,조금,صمد,96
13440,무엇이든,ما من أي وقت مضى,14
11248,무한대,ما لا نهاية,34
104,unssessessed.,غير مدلل,100
5228,관절염,التهاب المفاصل,75
3015,헌트리,هنتلي,88
9622,접속사,بالاشتراك,43
1969,인식론,نظرية المعرفة,86
5187,크레믈린 궁전,الكرملين,76
13521,상,جائزة,9
13286,그 자신,نفسه,15
14267,건물,مبنى,10
3251,피코,بيكو,87
3984,성채,الأكروبوليس,83
8331,젊은이,الفتى,52
5417,대나무,الخيزران,73
1186,샤리,sharpie.,96
998,흑요석,spesidian.,97
12440,브루스,بروس,24
3835,아체,جيمما,84
1445,위엄 있는,مهيب,93
9457,수십,عشرات,10
10968,델라웨어,ديلاوير,37
1441,아람 말,الآرامية,95
14362,동영상,فيديو,10
2314,기쁘게 하다,نبتهج,86
4877,반딧불이,يراعة,77
4416,맹공격,onslaught,80
10853,십종 경기,decathlon.,38
5830,볼기,المؤخرة,57
12417,술집,شريط,21
7183,데이지,ديزي,62
3038,백리향,زعتر,88
1086,야아,ياه,96
5001,kamikaze.,كاميكاز,77
3765,듀리안,دوريان,84
11234,준장,العميد,35
10884,토양,تربة,37
10436,대체 된 것,استبدال,21
8689,슬프게도,للأسف,53
3503,우주 비행,الرحلات الفضائية,62
13095,자유,الحريه,17
11827,아놀드,أرنولد,29
3272,의무적이다,واجب,87
13972,파일,ملف,6
2920,앵글리언,anglian.,86
8258,타이,تاي,56
10101,옷을 입고,يرتدي,25
7990,샴페인,شامبانيا,58
13924,~에 맞서,ضد,7
4974,마더 보드,اللوحة الأم,77
1291,비생산적,عكسية,93
8201,식물학,علم النبات,57
5922,풋내기,توت,71
9532,재건축하다,إعادة بناء,47
17,광신자,المتعصبين,63
8803,탁구,بونغ,52
3955,현,وتر,70
8137,포옹,تعثق,57
3390,해로운,غير ودي,86
4205,레트로,رجعية,81
10243,벨파스트,بلفاست,42
11146,원주민,السكان الأصليين,35
11518,뉴스 레터,النشرة الإخبارية,32
3336,포술,المدفعية,87
11946,표현 된 것,أعربت,14
5380,음침한,كئيب,74
7063,충신,الموالين,55
3241,시크스,sykes,82
793,해어,حرر,96
4539,다이,الديانات,80
4129,도니,دونني,82
12151,국내의,المنزلي,26
1465,순차적으로,بالتتابع,65
782,종마,فحل الخيل,91
4661,패치,بقع,30
984,볼로,بولو,96
10149,부다페스트,بودابست,42
10448,헬싱키,هلسنكي,40
4014,민족,oreghood.,83
10550,sar.,سار.,39
11478,alfred.,ألفريد,32
6991,우르르 도망치게 하다,فرار جماعي,62
8668,마음에 들었다,الأفق,10
11266,간섭,تدخل قضائي,33
8452,yourser.,yarder,55
10932,삼각형,مثلث,35
5546,주지사,باشا,73
12126,10 억,مليار,26
381,총독,النائب,97
13021,사악한,شرير,18
10268,타밀 사람,التاميل,41
11066,무작위로,بطريقة عشوائية,36
14266,논평,تعليق,5
6309,아르 시데스,الأرميدين,69
8119,검투사,المصارعون,45
2263,세면실,غرفة الحمام,91
7591,붐비는,مزدحم,17
10946,자부심,فخر,37
3528,아보카도,أفوكادو,83
4658,필연적으로,لا محالة,50
10748,무선 전화,لاسلكي,38
10918,여파,ما بعد الكارثة,37
12711,버스,أوتوبيس,20
8042,태너,تانر,58
12569,제트기,طائرات,19
6545,앤트워프의,antwerp.,67
13637,법원,ملعب تنس,12
2111,림프종,ليمفوما,91
12668,테리 직물,تيري,22
14421,물건,شيء,8
3825,flotilla.,الأسطول,82
14209,오래된,قديم,10
12306,팔레스타인,فلسطين,25
802,마태도르,ماتادور,96
3480,개입,التدخل,45
9088,비닐,الفينيل,50
9834,우정,صداقة,44
4178,dz.,داز,82
8827,푸조,بيجو,52
3766,쑥스러운,ludicrous.,83
4706,비무장한 것,غير مسلح,79
14441,공급,إمداد,18
492,변비,إمساك,96
4663,다듬지 않은,لم تنته,79
13106,장갑,النصيب,13
2891,융통 스럽다,غمرت,76
9074,뿔뿔이 흩어진,مبعثر,44
13844,둘,اثنين,7
5927,두통,صداع الراس,66
10909,로체스터,روتشستر,37
1781,꼬리표,lys.,75
12583,피트,حفرة,17
7907,그레즌,جريجور,59
7851,처벌 된 것,يعاقب,48
896,nimrod.,نمرود.,96
3139,친밀한,حميم,75
13556,왕실의,رويال,12
7935,윙 선수,الجناح,45
14261,풀어 주다,يطلق,8
6086,위키 사람,ويتشيتا,70
8851,뻔뻔스럽게,بلطف,52
6881,욋가지,wattle.,64
1540,양식업,تربية الأحياء المائية,95
9827,사이,روابط,11
1343,공단,صقيل,92
7746,발음,النطق,58
366,테트라 히드로 카나 비놀,tetrahydrocannabinol.,100
13146,위스콘신,ويسكونسن,17
6353,이정표,معالم,48
6818,텔레 코스트,telecast.,58
414,소나,السونار,100
10500,로드리게스,رودريغيز,40
6358,공적,المجال الجوي,68
13415,마태 복음,ماثيو.,14
1787,아포스트로피,apostrophes.,66
5575,흡수,استيعاب,72
2591,다큐멘터리,الافلام الوثائقية,32
5004,분할,الانشقاقات,18
5023,시계 방향으로,في اتجاه عقارب الساعة,77
13263,없음,لا أحد,16
12568,주기,دورة,17
733,측면 보루,فورنر,96
213,하층 사회,البروليتاريا,100
5589,양조,تخمير,41
13829,그들의,هُم,6
12081,충격,قصف,26
5180,... 할 것,بريم,76
11210,팩스,باك,34
1544,포름 알데히드,الفورمالديهايد.,95
5771,염주,خرز,62
1018,테슬러스트,tesseract.,97
5204,백만 장자,مليونير,59
4532,기념,الاحتفال,29
13490,아이디어,فكرة,12
4114,속기,اختصار,69
4009,판테온,بانثيون,83
449,전열 보병,مساعد الحكم,100
14212,요금,رسوم,14
1717,피리딘,البيريدون,94
10168,기상대,الأرصاد الجوية,32
114,카시미르 말,الكشميري,100
12830,바퀴,عجلة,16
5635,점자,برايل,73
2501,오버 드라이브,overdrive.,90
11250,채권,سندات,20
2923,고음부,treble.,88
14036,집,بيت,7
7565,베냉,بنين,61
658,지금도 남아 있는,مقصود,98
11957,청동,برونزي,28
1893,설교,خطبة,86
5513,직관적 인 것,حدسي,58
12494,디제이,ديج,23
12218,사라,ساره,26
6350,알로하,aloha.,68
11096,멤피스,ممفيس,36
8775,질,المهبل,52
5671,시드,سيد,73
8117,신경성 식욕 부진증,فقدان الشهية,57
9104,폭발,الانفجارات,26
11368,스토어,stouter.,33
7314,칼틴,مالكين,62
13582,이야기,قصة,11
13040,상위,أول,17
8710,용기,شجاعة,49
10930,스파르타,سبارتا,37
2594,추구하겠습니다,طبقا,89
11092,일러스트레이션,يوضح,12
9786,술어,المصطلح,45
7589,덤프,أحمق,42
8550,피난,لجأ,53
7467,투명도,الشفافية,45
13632,법정,منتدى,12
10412,회복,إحياء,32
9603,영양물 섭취,تغذية,44
12642,오락,وسائل الترفيه,19
10489,지붕,سقف,37
13169,명예 훼손,التشهير,17
8118,천식,أزمة,57
3509,미가,ميكا,86
12346,엉망,تعبث,19
467,조회,استعلام,69
14487,십일월,شهر نوفمبر,6
2692,부신,مجاور للكلية,89
13192,윌슨,ويلسون,16
2805,어려운 것,أشد,89
9136,역설,المفارقة,46
4402,버스의,بوسبي,80
2382,랑군,رانجون,91
13531,언덕,تل,12
232,도청했다,يتحدى,73
10881,두꺼운,سميك,35
11603,가상,افتراضية,24
9323,치명적인,قاتلة - مهلك,25
12190,브랜든,براندون,26
12203,선심 쓰는,ليبرالية,16
5440,분취 량,قسامة,74
2158,단서,بروفيسو,91
14182,은행,البنوك,13
12870,신병,غير مخضرم,18
7531,탄도,البالستيسي,51
2260,외국인,جرينغو,91
13766,...을 더한,زائد,11
10948,바르샤바,وارسو,37
9479,원기,النموذج المبدئي,38
10416,프린스턴,برينستون,40
1502,바스 메더,bessemer,95
4137,교실,قاعة الدراسة,74
12010,잼,مربى,25
886,약한 것,ما يقلد,97
9672,해결하다,يحل,30
2243,부스,كوت,91
11968,디즈니,ديزني,28
13183,배포,نشر,13
3473,봅슬레이,bobsleigh.,86
2410,타우 랑가,تاورانجا,91
10178,흑백,ميكان,42
6212,미생물,الكائنات الحية الدقيقة,68
6254,하녀,خادمة,66
9251,주석,القصدير,49
11415,마케도니아의,مقدونيا,33
1739,별빛,ضوء النجوم,91
3616,속옷,الملابس الداخلية,77
2909,찬장,مخزنة,88
7510,비둘기,حمامة,58
11370,델리,دلهي,33
12173,열하나,أحد عشر,26
7816,재확인하다,إعادة فحص,59
7149,전도사,التبشيري,55
10064,알렉산드리아,الإسكندرية,43
5888,유성,نيزك,67
9706,모세,موسى,46
9769,게르,جير,45
6673,수비학,علم الأعداد,64
6655,소탕,سوتر,66
12334,깁슨,جيبسون,25
11744,함대,سريع,29
9237,타르,قطران,49
759,탈취제,مزيل عرق,95
7157,커튼,ستارة,60
4989,에리카,إريكا,77
3429,소극,هزل,86
3770,새만,طائر,84
12446,실시했다,أدى إلى,16
13325,안전하게 하다,ضمان,13
9017,못,مسمار,29
521,끈으로 묶이다,مدمن,99
1881,묵시록,apocalyptic.,80
8637,징기스,جنكيز,54
1260,망시미스,hammersmith.,96
163,주파수,freq.,100
9044,예언자,نبي,45
9668,발목,كاحل,44
11592,포르투갈 인,البرتغالية,31
7337,사치,فخم. ترف,44
6267,농부,فكر,52
1584,불타는,مشتعل,94
5658,무화과,تين,69
6278,호리,أورري,69
1642,용서,غفرت,94
7486,신을 하다,يبارك,44
6281,설사,إسهال,69
13527,기술,تقنية,12
5961,스트라이퍼,جثم,70
13999,선,خط,8
6474,애프터 쇼크,ارتداد,55
12554,케네디,كينيدي,23
7840,일산화탄소,من قبل,59
6117,거상,كولوسوس,70
3107,석영,كوارتز,88
13075,비판적인,حرج,11
11856,글렌,غلين,29
8176,반점,فاصلة,48
11021,해롤드,هارولد,36
8104,사진들,بلدان جزر المحيط الهادئ,35
4541,연무장,الصالة الرياضية,77
11041,고대 스칸디나비아 인,نورسمان,36
2646,트리 븀,trilobite.,89
1726,동시에 일어나는,فوريا,79
5875,있을 수 있는 일,احتمالية,71
6516,수력 발전,الطاقة الكهرومائية,68
9185,여신,إلهة,49
2378,팔찌,إسورة,85
12133,목요일,يوم الخميس,27
9109,멋진 것,مذهل,50
12613,afd.,عفوا,22
7193,바르 로우,بارلو,63
11011,거북이,سلحفاة,32
4951,사원,الجوامع,37
1278,스태킹,التراص,50
13429,아홉,تسع,14
12808,해리슨,هاريسون,21
14241,목록,قائمة,6
11170,코끼리,الفيل,33
9031,염화물,كلوريد,51
615,모터,موتا,99
8296,절름발이,عاجز,55
1315,대문자,الأحرف الكبيرة,96
6025,일방적 인 것,من جانب واحد,53
4356,다프네,دافني,80
8751,아코르의,أقرن,53
11072,훔친,مسروق,36
13110,에릭스,إريك,17
7167,카리카의,كاريوكا,63
83,설리의,سلي,99
10864,산출,انتاج,37
10200,낙서,الكتابة على الجدران,42
10966,게티스버그,جيتيسبيرغ,37
5587,구토,القيء,67
11756,기후,مناخ,29
3564,마지 못해,بمعارضة,85
9593,rf.,الترددات اللاسلكية,42
9692,제 십오,الخامس عشر,46
4290,정성,hominem.,81
2587,통찰력,أفكار,46
10623,흙,terra.,39
3559,낙관적 인,متفائل,80
15,오셀롯,ocelot.,100
2695,leoncito.,ليونكيتو,89
9073,이름 바꾸기,إعادة تسمية,21
1703,번지,بنجي.,94
10376,pt.,بات,15
12118,다저스,دودجرز,24
7612,그로버,غروفر,61
4562,낭창,لوبوس,80
14485,친절한,عطوف,13
9903,에탄올,الإيثانول,44
14108,투자,استثمار,27
2253,체코 슬로바키아어,تشيكوسلوفاك,87
8888,당뇨병,داء السكري,49
9345,숙제,العمل في المنزل,48
4085,윙,أزيز,82
2298,히드로 클로라이드,هيدروكلوريد,91
40,번거 로움,المتاعب,75
3242,코담배,شم,87
10273,후임,خليفة,39
6899,넵투니아의,neptunian.,65
3939,생물권,المحيط الحيوي,83
13118,유엔,الأمم المتحدة,17
3089,캐스퍼,كاسبر,88
1746,바카,باكا,93
8902,자발적인,واثق من نفسه,50
10687,반란,الانتفاضة,37
12385,히틀러,هتلر,25
14030,버전,إصدار,8
10109,불확실한,مجهولة الهوية,42
14357,쉬운,سهل,11
11424,선인장,صبار,33
80,웨스트 랜드,westland.,100
889,세 개 한 벌,ternary.,97
59,광휘,تألق,99
7191,매춘부,عاهرة,62
8663,왜건,عربة,47
13990,pc,الكمبيوتر,35
8315,힌디 어,اللغة الهندية,56
5621,난장일,الأقزام,73
6984,간섭하다,يتدخل,37
12464,포스터,ملصق,22
5866,튜브맨,tubman,72
495,간지럼,دغدغة,85
8517,아이리스,قزحية,54
985,웨스텔,wessel.,97
10811,레오나드,ليونارد,38
1459,요트 경주,ريجاتا,93
2667,과두 정치,حكم الاقلية,89
2533,영웅적 자질,بطولة,90
142,토지 소유자,ملاك الأراضي,93
7370,고라니,إيقن,61
387,르노이르,رينوار,100
11901,인치,بوصة,20
6608,unschool.,غير مسند,66
1062,환경주의,البيئة,32
10073,온스,أوقية,43
8174,아바나,هافانا,57
11791,체코 슬로바키아,تشيكوسلوفاكيا,30
9702,구두,حذاء,33
10927,플라스틱,بلاستيك,35
9699,컬링,الشباك,41
11247,스피어스,سبيرز,30
8753,cp.,غيظ,52
7899,완화,اعفاء,27
411,시아 누르의,السيانوريكي,99
7307,발명자,مخترع,52
7516,바로크,الباروك,62
6230,무죄 판결을 받음,برأت,68
4340,양쯔강,yangtze.,81
6570,원작자,تأليف,67
4155,독사 같은 사람,الافعى,66
2344,마하라,محراج,91
10516,순진한,مطمئن,39
10549,식사,يتناول الطعام,15
5271,약자,المستضعفون,55
6694,멀린,ميرلين,66
9167,대초원,البراري,48
5358,스토커,مترصد,70
6315,교구,أبرشية,68
6283,몽펠리에,مونتبيلير,69
9386,불가리아 사람,البلغارية,45
6486,애디슨,أديسون,68
13067,형제,شقيق,12
599,uh.,قرف,99
11350,협력 관계,شراكة,32
10022,공물,تحية,42
8321,낭포산물,الكيسي,56
12408,그만 두게 하다,ردع,24
14394,질문,سؤال,5
11270,진보적 인,تدريجي,16
8947,학자,مختص بمجال علمي,35
10895,시민군,ميليشيا,35
10098,항문,شرجي,43
11537,유도체,المشتق,19
4432,글루타메이트,الغلوتامات,78
9917,알레프의,أليف,44
6459,녹,صدأ,64
5925,비오리,ماطر,71
10593,근본적인,أصولي,33
172,우세,فاضعة,100
5672,오이디푸스,oedipus.,73
6484,설치하다,ثبيت,22
6927,구티 렌즈,جوتيريز,65
1326,미노안,مينوان,96
4303,바꾸어 놓을 수 없는,لا يمكن الاستغناء عنه,79
2597,독자층,القراء,89
7933,깔따구,قزمة,58
1257,더 두꺼운,أكثر سمكا,96
6839,제임슨,جيمسون,65
8447,큰길,شارع عريض تكتنفه الاشجار,55
1106,꺾이지 않은,غير منقطع,96
13164,역할,وظيفة,15
9289,za.,زا,49
12967,웨인,وين,19
3572,꼬는 사람,الإعصار,80
6735,메기,سمك السلور,66
9867,푯말,signpost.,44
5359,치약,معجون الأسنان,74
12879,사람,عراقي,19
6259,맹세코,أدى اليمين,69
8849,불꽃이났다,sparky.,52
6504,iq.,معدل الذكاء,67
2945,헤드폰,سماعات الرأس,80
5516,땅콩,الفول السوداني,39
905,교양 있는,زرع,64
8293,열광,حماس,56
10069,라마승,لاما,42
8837,사나운,شرس,49
10601,확신했다,مقتنع,27
8847,황도 십이궁,الأبراج الفلكية,52
11690,하버드,هارفارد,30
5502,루칸,لوكان,74
5630,현저하게,لافت للنظر,24
5027,예언,نبوءة,68
11902,몽고메리,مونتغمري,29
2679,로잘린스,روزاليند,89
14028,긴,طويل,8
12024,바지,بلاه,27
11259,영토,إقليم,11
4915,전후,بعد الحرب,77
11533,호기심이 많은,فضولي,32
788,포고,بوجو,98
6200,미로,متاهة,68
10858,춘화,الإباحية,38
13810,그것,هو - هي,5
11261,칼라,كال,34
1836,처녀성,بكارة,93
7646,od.,أواد,60
10115,파라,بارا,41
2713,베윅,بيرويك,89
5862,정치원,المكتب السياسي,72
4577,나파,نابا,80
2088,쇠약 해지는 것,devussy.,92
12362,포장업자,باكرز,24
486,활상,الارتفاع,69
12466,카일,كايل,24
11326,타고 있는,احتراق,19
2124,일정한,كونستانس,91
11453,와이오밍,وايومنغ,33
3411,폴리 에스테르,البوليستر,84
11265,북극,القطب الشمالي,34
10707,깊은 협곡,كانيون,38
7458,에일,آلي,58
7822,시현,وحي,48
9180,해리엇,هارييت,50
1704,기쁘게 되다,فرح,94
11870,제레미,جيريمي,29
13841,다른,آخر,5
12356,조항,رجع,23
10399,엘크,غزال أمريكي ضخم,40
1733,하이퍼,توصف,57
11507,마약,ملغ,32
6924,낙농,ألبان,64
2773,물방울,هزيمة,83
1145,미생물학,علم الاحياء المجهري,93
9449,돔형,دوم,48
7479,태아,الجنين,62
3172,산만 함,انتباه,51
5216,브루투스,بروتوس,75
884,고대,godspeed.,97
8007,호주인,الاسترالي,51
7572,alt.,بديل,61
2096,감탄,تعجب,90
3584,전선,سيرافيم,85
3167,아리아드네,ariadne.,87
1674,보상,asonement.,81
