ID,KOREAN,TURC,INTERVAL
10545,지아,dia,37
13096,오두막,kulübe,18
8987,오식,yazım hatası,31
9595,샐리,salle,47
2321,술취함,sarhoşluk,71
3278,쿠아의,kuan,87
9127,토마토,domates,46
6259,맹세코,yeminli,69
12706,예수,isa,22
7205,위생,sanitasyon,60
3189,코나,kona,87
4381,똥개,cur,79
7488,제출,gönderme,44
14145,부르다,arama,8
8354,일각수,tek boynuzlu kimse,55
11785,스파르타 사람,spartalı,24
10544,고리,döngü,34
6503,소변,işemek,47
9006,코벤트리,coventry,52
1018,테슬러스트,tesseract,97
13706,예상되는,beklenen,11
11162,코카인,kokain,36
2410,타우 랑가,tauranga,91
7648,던디의,dundee,61
652,디저트,çok lezzetli yemek,98
909,수당,su samuru,43
6757,중상,iftira,53
8329,기분을 상하게했다,gücenmiş,25
2876,호야,hoya,88
12320,글로리아,gloria,25
13097,카테고리,kategoriler,6
8438,박람회,ortaya çıkma,55
13404,함께,bir arada,14
14079,~이 되다,haline gelmek,8
5487,변성,metamorfik,73
11081,유령의,lanetli,34
6793,민족 주의자,milliyetçiler,38
6284,지탱,reletken,62
11223,소말리아,somali,35
14438,시작,başlayan,7
9188,알토,alto,47
12223,더 가깝다,daha yakın,26
12020,살바도르,salvador,28
14186,촬영,alınmış,8
2129,블루 라인,mavi çizgi,92
11112,그리핀,griftin,36
2614,유치원,çocuk yuvası,88
1891,해커,bilgisayar korsanları,41
2078,아질산염,azotlu,92
12031,동맹,ittifak,27
13733,알고있는,farkında olmak,12
13730,스페인의,i̇spanyol,12
10990,햇빛,gunes isigi,37
717,pacifist.,paspasist,95
11776,로널드,ronald,30
4391,수로,su kemeri,80
2886,서머르스,somers,88
12990,댄스,dans,15
10830,제조업 자,üreticiler,20
7264,와플,gözleme,60
11169,지방 자치체,belediye,25
10332,피렌체,floransa,41
638,쇠퇴,numbat,99
6664,위장관,gastrointestinal,67
14322,대화,görüşmeler,5
665,빚진 것,borçlu,48
13972,파일,dosya,6
1512,페낭,penang,95
13329,영역,alanlar,9
3006,양귀비,haşhaş,87
14391,구월,eylül,6
174,에나멜,emaye,97
7709,유압식,hidrolik,54
1111,몰래,mol,96
9956,웬,karalamak,44
1253,우아한,cilalı,20
6412,각서,hatıra,67
6044,냄새가 나는 것,snap,71
261,프리메이션,freemasons,92
4042,고요히,sakince,83
8880,오슬로,oslo,52
3318,보류,sömürmek,87
8007,호주인,aussie,51
10962,공전,statik,37
7070,닦아 냈다,silip,51
3918,기드온,gideon,83
14088,여기,burada,5
9018,위임 받았다,görevli,19
1931,우박,dolu fırtınası,88
11852,빨다,emmek,22
8759,치는 사람,forvet,41
4433,...을 기쁘게 생각하다,hailed,15
3393,슬로베니아,slovence,86
11483,지속,süre,32
8872,슈퍼 스타,superstar,52
10446,싸움터,savaş alanı,40
8039,햇볕이 잘 드는,güneşli,41
4503,운석,göktaşı,68
5253,헤라,hera,75
10435,빈미,vinci,41
11067,가장 강하다,en güçlü,37
5198,코엔자임,koenzim,75
9948,왼손잡이,soluk,44
12812,접촉,dokunma,17
10861,콕스,cox,38
4795,엠,mw,78
14393,얼굴,yüz,12
8862,라오스,laos,49
4310,핸디캡,handikap,64
4886,셈문,semitizm,50
14153,시험,ölçek,5
4384,도미,snapper,65
9826,보이죄,boise,45
2507,유제,emülsiyon,90
7634,트롬본,trombon,60
12341,메모리,hafıza,13
7824,유토피아,ütopya,60
94,디오메이즈,diomedes,100
12334,깁슨,gibson,25
6183,카르텔,kartel,65
5342,다년생,çok yıllık,73
211,왈론 사람,valon,100
945,캐러멜,karamel,95
8429,바구니,sepet,53
1739,별빛,star ışığı,91
4672,원고,el yazmaları,61
11466,재구성,yeniden düzenlendi,27
5060,베른,berne,77
6365,푸르스름한 검은 녹색,mersin,69
8952,다나,dana,52
8870,알지 못하는,habersiz,51
4900,페니실린,penisilin,78
7240,메이 플라워,mayflower,63
12265,마샬,marshall,22
2068,순교자,şehit,62
3036,프리토리아,pretoria,88
12494,디제이,dj,24
13597,발사,atış,12
3581,평일,hafta içi,65
934,큰 시련,çarmıha germe,97
3899,탐욕,açgözlülük,83
5482,방화,kundakçılık,73
8468,보답 없는,cevapsız,55
2010,틀린 틀린,eksiklik,60
13374,아이오와,iowa,15
178,베데스다,bethesda,100
6447,보르네오의,borneo,68
12670,픽셀,piksel,21
14333,판매,satış,21
12289,궁전,saray,25
5652,불의,ateşli,73
13131,게이,eşcinsel,17
1117,광재,cüruf,92
2784,타이머,zamanlayıcılar,65
10019,캐벗,kabin,44
9676,브리타니카,britannica,47
4181,이온의,iyonik,82
1461,접착제,zamk,95
8106,첫날,prömiyer,18
7443,관,traktör,60
10867,갑자기,birden,38
10681,더러운,kirli,39
12700,장갑차,panzer,22
5695,시클라멘,siklamen,73
8054,그쪽으로,tha,58
8847,황도 십이궁,zodyak,53
2151,최고점,apogee,92
5215,엽서,kartpostal,71
5068,풀 다운,aşağı çek,77
13167,고고,git git,17
1800,블랙 풋,blackfoot,93
9953,바이런스,byron,44
5536,깨진,çatlak,33
10995,탈수소 효소,dehidrojenaz,37
4833,파라 마타,parramatta,78
7051,...을 빼앗다,yatkın,64
10095,절감,kesinti,41
10594,알링턴,arlington,39
3277,헤드,hed,87
3521,칸나다,kannada,86
7878,scimitar.,pala,59
11299,죄책감이 드는,suçlu,34
13803,be,olmak,5
6512,살모넬라,salmonella,68
11288,시라큐스,syracuse,35
1481,바이러스 백신,antivirüs,95
11994,퍼지는,genişletilmiş,16
5589,양조,demleme,41
9394,티모르,timor,49
5302,발톱,talon,71
6871,복제본,klon,38
13844,둘,iki,7
2432,가방,bavul,87
2826,세 번,thrice,88
12438,바리,barry,24
12,통상적으로,normalde,100
11719,주제,tema,26
6010,부제,deacon,42
5638,라운지,lounge,70
2953,슬라이스,dilimlenmiş,55
7777,아 조레스,azorlar,60
8568,파울러,fowler,55
10838,단말기,terminal,24
7129,시안의,cyan,64
8410,밀랍,balmumu,51
3818,이튼,eton,84
5258,열렬한,hevesli,39
11562,최저의,en düşük,32
3247,그로소,grosso,87
9248,발명,icat,30
4724,핥다,yalamak,66
12603,덴버,denver,23
4018,칼레,calais,83
5321,단 핵증,mono,75
8886,아 졸라,acharya,52
12840,어번,kumral,20
1869,니스트,nist,93
11854,전진,devam eden,30
9762,녹스,knox,46
11695,그림자,gölge,29
1871,유창한,akıcı,93
12542,생선,balık,20
3110,최하점,nadir,87
11944,앨리슨,alisetmek,29
12766,카드,kartlar,13
13471,...에,üzerine,14
11221,설립자,kurucu,32
7020,암만,amman,65
12475,미사일,füze,20
5663,말단,terminus,73
12626,공상,fantezi,22
14113,찾다,bulmak,7
6852,동원 해제,demobilleşme,53
257,결합력 있는,bağlı,56
2592,재 훈련,yeniden işlenmiş,62
10324,보잉,boeing,40
5895,기소하다,savunucu,41
3759,퉁명물,tung,84
13849,유,u,6
10131,굽히다,bükülmek,39
3986,늑대 인간,kurt adam,83
9237,타르,katran,49
9330,만드는 사람,maker,40
2653,민병대,malathion,90
4686,듣기,heyet,79
982,재조정,yeniden kurulu,83
792,전해질,elektrolit,95
8850,기울어 진,eğimli,41
491,갱신,yenileme,33
13682,캐롤라이나,carolina,12
4025,태블릿,tablet,67
8273,원주민,aborjin,45
7705,정착민들,yerleşimciler,56
1349,워크 스테이션,iş istasyonu,87
2570,모닥불,şenlik ateşi,87
2228,물오리,teal,91
12888,제전,festival,18
13401,10 일,10.,14
6786,주인들,lordlar,15
4873,래퍼,rapçiler,27
4734,하원 조합,alt gruplar,59
4238,아름다운,beau,81
11098,enzymology.,enzimoloji,36
11654,안나,anna,31
3497,메인 라인,ana hat,83
6736,보보,bobo,66
11021,해롤드,harold,37
3206,미결,süslemek,30
6674,로드 맨,rodman,67
10002,형상,görüntü,44
1410,키케로,çiçero,95
6790,완두콩,bezelye,45
13064,지옥,cehennem,18
12996,쓸모없는,faydasız,19
7003,기가비트,gigabit,65
3773,변하기 쉬운,çok yönlü,76
11604,혼자서,yalnızca,24
13779,윌리엄스,william,9
8679,회전율,devir,35
1586,팹,fab,94
7720,... 할 수 있음,til,61
9509,바네사,vanessa,48
4402,버스의,busby,81
5089,타인,tyne,57
13824,더,daha,5
3522,백안,hwan,86
3402,써레,harrow,83
10265,관측,gözlemler,12
5074,공급자,tedarikçi,62
3228,과실,ihmal,66
7298,풍경화,manzaralı,63
11847,경쟁자,rakip,23
13389,흔들림,vaggerler,15
8028,궐련,fag,51
10171,아무데도 없어,hiçbir yerde,42
9442,논쟁의 여지가있는 것,çekişmeli,48
9849,기미,baharat,44
11043,번역하다,çevirmek,18
12419,나사 돌리개,tommy,24
3717,네이팜,napalm,85
10235,킬로미터,kilometre,38
8138,제 1 차,xii,58
925,기풍,ethos,97
6677,필모,fullmore,67
10738,고용 된 것,kiralık,29
13181,속한다,ait,12
5731,주머니쥐,possum,72
10833,에미레이트,emirlikler,36
7999,사바나,savannah,59
12483,우아함,lütuf,23
5335,훌륭한,valiant,75
7513,비즈륨,bz,62
3198,동사,fiiller,51
10890,아인슈타인,einstein,38
14323,품질,kalite,9
8562,작은 촌락,hamlet,53
2157,루멘,lümen,90
1424,송아지,kıtlar,50
12580,연설,konuşma,22
1353,편물,örgü örmek,81
9059,고르는,seçme,8
14481,누르다,basmak,12
9915,도버,dover,45
13923,회로망,ağ,8
13168,폭탄,bomba,11
1351,편협한 신앙,bağnazlık,96
13890,당,başına,11
5746,로아,loa,73
2443,할당,atarlar,12
2873,더러움,dırcı,88
5467,니콘,nikon,74
13750,기회,fırsat,11
5012,시클로,siklo,77
7110,hl.,hilik,64
3851,제비,engellenmiş,71
250,프로그래머,programcılar,29
7548,하노버,hanna,62
9393,악명 높은,rezil,47
4432,글루타메이트,glutamat,78
8380,선포했다,ilan edilmiş,46
9215,푸오,pooh,49
631,자르지 않은,kesilmemiş,99
5181,끼워 넣다,implant,69
10188,공고,bildirim,42
6838,봉,bong,66
5789,주디스의,judith,72
13692,달리기,koşma,7
14227,반품,geri dönmek,9
9812,스즈키,suzuki,45
5635,점자,braille,73
1356,글렌 우드,glenwood,96
10469,채널,kanallar,15
871,타로,taro,97
4972,난독증,disleksi,77
2790,돼지 사람,domuz çobanı,89
12357,기관,kurumlar,6
7863,소시지,sosis,55
4572,서민,popülasyon,80
1304,목공예품,ağaç işleme,86
4491,히스테리,histeri,80
1250,더 큰 소리로,louder,96
11731,케냐,kenya,31
13009,투기장,arena,18
12796,스튜어트,stewart,21
6499,attila.,atlatma,68
13614,중국인,çince,12
7669,공감,sempati,57
3416,스쿠터,mobilet,83
4450,운반,portage,80
254,순열,permütasyonlar,83
2651,헤모글로빈,hemoglobin,90
6204,윤,yanmak,70
14417,제한된,sınırlı,9
8942,지독한,yıkıcı,38
3338,왕당파,kralcı,80
13705,앤드류,andrew,12
9484,아귀,avant,48
14398,날짜,tarih,6
11800,번개,yıldırım,30
1065,포괄적 인 것,kapsayan,37
9332,...에 틀리지 못한 것,polly,49
5747,바우처,boucher,73
7195,아테나,athena,63
14195,꽤,yerine,6
11560,입다,giymek,22
3332,넙치,flatworm,87
10591,게이터,gator,39
4075,부리토,burrito,81
3957,피아니스트,piyanist,80
10909,로체스터,rochester,38
9763,오존,ozon,46
10088,소방향,firetrap,43
1975,펄,gonal,93
323,일신교,monoteizm,100
10055,폰티악,pontiac,43
10541,캐롤,carroll,40
11126,교활한,sinsi,36
4671,불편한,rahatsız,78
5848,프리드먼,friedman,72
11762,후드,kapüşon,29
5403,들불,orman yangını,62
2890,결실,meyil,88
10908,작은 숲,grove,36
6003,솜틀,söğüt,67
415,맥시,maxi,89
10903,포커,poker,38
8510,근육질,kas,55
1728,회고,retrospektif,64
9101,측면,fişek,44
189,아와,awa,100
2972,비행사,havacı,88
239,부정확하지 않다,göze çarpmayan,100
7032,로도디아,rhodesia,65
6783,마켓,markalar,59
8841,전체,bütünlük,53
865,phosphodiesterase.,fosfodiesteraz,97
6169,던노,dunno,70
12858,~ 일 것이다,acak,20
9427,자란,yetiştirilen,48
11655,떨어지는,düşme,12
10199,살,konuşur,42
6869,오르가슴,orgazm,65
6965,사정,boşalma,62
8636,울버린,wolverine,32
8772,루터 신봉자,lutheran,50
4533,엄밀한,titiz,66
13591,사무실,ofis,10
7071,진지한,ciddiyet,64
4541,연무장,spor salonu,78
7092,토로,toro,60
4957,가문비,ladin,76
6467,은빛,argent,68
9735,올레 우리,ole,46
2253,체코 슬로바키아어,çekoslovak,87
11280,신입생,birinci sınıf öğrencisi,35
1600,디나모모,dinamo,53
1727,옹호자,çentikli,39
3269,쌓여있다,yığılmış,49
10847,앙골라,angola,38
11619,불가리아,bulgaristan,32
3109,강어귀,haliç,86
10326,가장 가깝다,en yakın,41
9976,전통적인,ortodoks,44
10517,문호,edebi,40
10242,시골의,kırsal,42
6327,파리통,flytrap,69
7328,만족감,memnuniyet,62
11677,가사,şarkı sözleri,28
11656,성공적으로,başarılı bir şekilde,11
4852,한가한,işsiz,50
6627,코카서스 산맥,kafkasya,67
9946,시온,zion,44
4728,발가락,ayak parmakları,49
9719,아약스,ajax,46
8760,단백 동화의,anabolik,53
6919,맹금류,raptor,46
10081,동굴,mağara,38
10175,득점자,golcü,32
14486,특징,özellik,9
6860,거주하다,ikamet etmek,18
7481,수위,usher,57
7155,물류,lojistik,36
11051,가축,sığırlar,37
2298,히드로 클로라이드,hidroklorür,91
11198,장례식,cenaze,35
4837,냉장고,buzdolabı,64
2119,베이커스 필드,bakersfield,92
3775,전문 용어,vernacular,84
8250,추방당한 것,kovulmuş,51
10140,듀오,ikna etmek,43
7616,업,karma,61
10974,산맥,sierra,37
13314,침입,istila,15
11771,인정 받았다,tanınan,6
9114,미사용,kullanılmayan,47
7518,크로스 오버,karşıdan karşıya geçmek,58
10262,연결되는 기간 동안,ara,42
6973,타히티,tahiti,65
11292,성취하다,başarmak,17
9511,에린,erin,48
12867,칠면조,türkiye,20
12056,슈도모나스,pseudomonas,28
10784,에보수했다,bildirilen,38
3777,부족한,seyrek,68
5212,명예 론자,şeref,67
4203,한조각,hurda,52
8831,조리,joyce,53
6200,미로,labirent,68
10382,운명,alın yazısı,41
2094,글리세린,gliserol,92
14147,최근에,son zamanlarda,5
984,볼로,bolo,97
11107,시저,sezar,36
7322,플로라,bitki örtüsü,62
12326,순위,sıralama,7
2878,보글,bogan,88
9613,뉴저지,nj,47
4053,화보,resimsel,81
12528,목재,odun,19
13244,거래,anlaştık mı,12
3427,탁월함,tressel,86
8051,아크론,akron,58
14245,추가의,ek olarak,6
6554,부탄,butan,68
9419,요정,peri,47
7463,정밀한 것,clive,62
14335,엄청난,harika,8
4897,공자,confucius,78
2920,앵글리언,anglian,86
8957,수분자,polinatör,45
12763,폰,von,21
5902,고초,ged,72
11643,아르페스,arf,31
1025,나르의,nar,97
11115,바르셀로나,barelona,36
3426,towson.,torton,86
5627,메 톡시,metoksi,74
9038,맨틀,örtü,51
9508,격노,öfkelenmek,40
12053,간단히,kısaca,28
11392,교수,profesör,32
8113,난투,yakın dövüş,57
6863,이상적으로,ideal olarak,35
8512,totrette.,turşu,55
8364,핵,çekirdek,56
632,고안하다,belirlenmiş,96
3103,쇼니,shawnee,88
13182,로마 인,roma,16
11381,라인 배커,linebacker,29
7881,자격,yeterlik,22
2622,전함,savaş gemileri,58
9872,동성애,eşcinsellik,36
8194,슈즈세,suisse,58
3232,위기 자,riskli,87
14370,제안 된,teklif edilen,14
5460,팸을 바르게하다,pam,74
6547,파스타,makarna,68
6116,찰싹,tokat,54
599,uh.,ugh,99
2160,연설자,konuşmacı,89
5748,입체파,kübizm,73
12101,알파벳,abc,27
6212,미생물,mikroorganizma,68
8972,덫,tuzak kurmak,34
2055,바보 오,bagguio,92
10003,노골적인,düpedüz,44
7698,옹,karbonkül  şirpençe,61
3736,간식,abur cubur,74
1825,스피로,spiro,93
13966,필요,ihtiyaç,6
9941,보낸다,blew,44
875,머리말,önsöz,91
8331,젊은이,delikanlı,53
3284,샤리아,şeriat,87
10509,명음,şarkı söyleme,28
6785,아세틸,asetil,65
9994,얇은,ince,43
4005,친선,iyi niyet,83
1695,가장 느린 것,en yavaş,94
845,과다,gol,97
12522,오도 ​​된,yanıltıcı,23
12209,혼다,honda,26
13441,지도,harita,12
9002,비만,obezite,50
11361,앙드레,andre,34
13431,러시아,rusya,14
11289,루터,luther,35
4577,나파,napa,80
4677,칸 쿠크,caduch,79
5085,브랜디,brendi,77
12679,치우친,önyargılı,21
748,무호흡증,apne,98
9287,케이,kay,49
4175,봉사자,mola vermek,82
12703,가장 좋아하는,favori,21
5911,호숫가,göl kenarı,72
8969,호환 가능,uyumlu,48
1060,숟가락,kaşıklar,51
1928,마르르,shre,93
5410,브루 스터,brewster,75
4711,불명 증,uykusuzluk hastalığı,79
13555,더블,çift,12
11546,우뢰,gök gürültüsü,31
11075,아이다 호.,i̇daho,36
2908,신생아,yenidoğan,88
13210,선거,seçimler,9
11646,레이더,radar,30
13248,찬성,profesyonel,14
10196,코너백,corroverback,42
2559,하이드로 클로 릭스,hidroklorik,90
12308,전달,konveksiyon,24
432,아마 니,amani,100
8433,언급되지 않았습니다,rütbesiz,56
6806,화장품,makyaj yapmak,65
2360,고사리,bracken,89
7067,불규칙한,düzensiz,44
11229,댐,baraj,33
13492,봉고차,kamyonet,13
7438,기구미,giuseppe,62
10676,보호자,muhafız,38
12945,그레이딩,sınıflandırma,15
14257,네트워크,ağlar,8
14060,육,altı,10
11911,구름,bulut,26
11278,전제,ped,34
5178,비주크,durmaksızın,76
4340,양쯔강,yangtze,81
5277,어느 것도,hangisi,75
2168,확실히 보이는,göze çarpan,86
10136,실크,ipek,42
3098,로데오,rodeo,88
6644,무모한,makul olmayan,66
11948,플랫폼,platform,25
498,민첩,çeviklik,82
11864,속어,argo,29
6497,열도,taksim,68
12735,전적으로,baştan sona,8
10669,사설,editör,35
9933,국민 투표,referandum,39
3496,소급,geriye dönük,75
1313,무녀,şaman,82
4316,어설픈,sakar,79
10675,브렌트스,brent,38
9412,바티칸 궁전,vatikan,49
13791,그만큼,.,5
5869,바질,reyhan,72
6789,원정 여행,safari,66
10625,...에 nr.,nr,39
4722,낡은,arkaik,78
7428,세례,vaftiz,61
10583,서울,seul,39
7582,아쿠나나,aquinas,62
11821,순서,sekans,27
13892,~ 전에,önce,6
6433,청소기,temizleyici,65
12129,채택 된,kabul edilen,20
10979,표기법,notasyon,35
11926,성경,kutsal kitap,28
12373,업데이트,güncelleme,7
8881,퓰리처,pulitzer,52
12393,재정적 인,parasal,23
2406,반사회적인,antisosyal,91
2229,스모그,smog,91
9500,자비,merhamet,45
630,소유물,kabartmak,99
11432,엘리트,seçkinler,32
4129,도니,donny,82
13986,공동,ortak,13
1030,구점 이상의 패가 없는 수,yarborough,97
4529,굴 러웃,buruşmak,80
4197,이성질체,izomer,68
1641,전원,whrammies,90
3655,재실행,rarak,77
2478,딱따구리,ağaçkakan,90
5092,와퍼,nişancı,76
11247,스피어스,mızrak,31
2810,입후보,adaylık,88
5440,분취 량,aliquot,75
14476,운전,sürücüler,10
11166,제출 된,gönderilen,22
10015,이사,direktörler,18
5138,역도,ağırlık kaldırma,75
1214,라거,lager,95
10626,레몬,limon,38
10505,칩,yonga,29
437,아마 이가,amiga,98
5334,프로판,propan,75
2480,침략자,saldırgan,82
7101,송신기,verici,59
11019,평가하다,değer biçmek,20
2939,지겨운,berbat,85
2269,벨크로,velcro,91
10902,보이콧,boykot,35
2059,동쪽 해드,doğuda,92
7136,굴복했다,verimli,38
11150,숨다,saklamak,26
2150,머플,muzlu,92
9665,다시 덮다,kurtarmak,20
5017,예인선,römorkör,71
11691,정해진,görevlendirilmiş,25
11822,돌아,geri dönüş,30
10149,부다페스트,budapeşte,43
7800,보유,görev süresi,58
12235,감옥,hapishane,17
4784,판지,karton,79
7127,weys.,vizalar,64
9577,전국적으로,ülke çapında,47
8702,타도,devirmek,52
6072,이기다,fethetmek,44
5932,광장,piazza,71
10020,카슈미르,keşmir,44
311,사리,sari,97
3153,포병 하사관,bombardıman kimse,86
13650,합법적 인,yasal,8
13773,도메인,ihtisas,11
2303,편향,sapma,61
1837,이세벨,jezebel,93
2015,보이지 않는 것,görünmeyen,92
5059,vinny.,vinnik,77
7237,상하뱀,saunders,63
4207,보상하다,tazmin etmek,42
7470,처분,imha etmek,46
10442,테리어,terrier,39
2382,랑군,rangoon,91
454,할리퀸,harlequin,90
5292,신체 상해,mayhem,75
13925,~하는 동안,sırasında,6
8342,마그나,magna,56
6130,조카,erkek yeğen,67
13920,어디,neresi,7
11486,셰필드,sheffield,33
5961,스트라이퍼,köle gibi çalışan,71
10419,각주,dipnot,30
4611,자격 박탈,diskalifiye etme,75
12358,의사,doktor,20
822,넘을 수 없는,aşılmaz,98
11211,버몬트,vermont,35
2339,사이보그,yarı robot,88
7266,로아 노크,roanoke,63
11038,습지,bataklık,36
5505,몫,kota,67
10733,이웃,komşu,33
2633,부스터,yükseltici,77
7934,깎는 사람,shearer,56
4840,자세,kaybolmuş,72
11783,대표,temsil etmek,7
11413,구르는,yuvarlanma,18
176,클로스 트리 디움,clostridium,100
1446,아프르크의,abbr,95
8058,그레나다,grenada,58
1590,응축하다,yoğunlaştırmak,50
1232,진부한 생각,bromür,95
9629,금지되어있다,yasaklı,47
8708,등산,tırmanmak,28
10952,발표,duyuru,12
10526,대체로,esasen,19
449,전열 보병,çizgi film,100
3636,관개,sulama,83
6893,라장기,raylar,66
7181,황산염,sülfat,63
943,만다라,mandala,97
10771,젖은,ıslak,38
9222,스트라우스,sineklik,50
12922,증거,kanıt,18
2510,협잡,riyakârlık,90
12259,아카이브,arşivler,12
8933,팀원들,takım arkadaşları,30
7638,호미니다,aeromedik,61
7872,무한히,sonsuz,27
4147,육교,viyadük,78
9742,요법,terapi,45
446,uncharacteristicly,karaktersiz olarak,88
10813,비엔나,viyana,38
5722,부지런한 사람,gopher,38
7415,스크럼,hücum,61
13036,던지다,attı,18
11756,기후,iklim,29
9897,튜브,tüp,40
6306,대량 학살,imha,61
5708,시트콤,durum komedisi,67
13092,패널티,ceza,15
12966,설명 할 수없는 것,açıklanamayan,19
13183,배포,konuşlandırılmış,13
11047,리비아,libya,37
2187,차이,chai,91
7247,활발한,kükreyen,49
4569,...의 듯이있다,amidst,80
9000,정전,karartma,49
5234,보드카,votka,75
8034,시스코,cis,58
7930,뚜렷한,sıyrılmak,59
6927,구티 렌즈,gutierrez,65
13876,정부,devlet,9
9090,충격을 받았다,şok,24
14007,증가하다,arttırmak,12
1658,나다,nada,94
11430,삼위 일체,trinity,33
8183,태즈 메이 니아 사람,tazmanyacı,58
6637,플루오르,florin,66
14010,가다,gitmek,7
13655,일반적으로,genel olarak,8
161,새균,bacillus,100
9351,발리,bali,49
11264,준결승,yarı finaller,28
2588,정통한,haberdar olma,67
3539,장티푸스,tifo,86
4760,주전자,su ısıtıcısı,77
5293,데미,demi,75
11683,선호하다,tercih etmek,9
11979,불화,dolar,20
8169,에티켓,görgü kuralları,57
2900,노하여,öfkeyle,88
520,비정상적인 것,hesapsız,94
8653,적응,adaptasyon,32
7679,염색체,kromozom,56
9236,창피,utanç,46
7883,상업적으로,ticari olarak,9
12977,전망대,gözlemevi,19
9794,시제,gerilemek,45
3559,낙관적 인,iyimser,80
4370,확실성,özgünlük,52
673,시멘트,çimentolu,60
11180,너비,genişlik,35
9972,제목의,ts,44
7223,커넥터,konektör,60
6887,망막,fandom,66
6847,지어,guerre,66
13012,푼,yapılmamış,19
10919,키스,öpücük,34
9876,배터리,pil,20
7566,권장 사항,tavsiye eder,12
11333,뼈,kemik,29
10588,샌더스,zımba,38
3509,미가,micah,86
3855,파블로프,pavlov,83
1256,구운,eğilmek,36
6294,주역,baş kahraman,62
380,알칸스,alkanak,96
12138,그리스도,mesih,27
11296,열 다섯,onbeş,34
3404,발진,döküntü,84
2072,고블릿,goblet,91
8400,스타 크래프트,yıldız gemisi,56
3050,엉겅퀴 훈장,thistle,81
1836,처녀성,maidenhead,93
9238,라이오넬,lionel,50
2296,끽 질다,tilden,91
1847,비스듬히,askew,93
7416,해고하다,reddet,27
12104,아라비아의,arabistan,27
2990,자극,teşvik,73
10752,타이츠,maillot,38
372,특전,perks,97
695,아라드,arad,98
12123,...에 sr.,sr,27
13185,패트릭,patrick,17
12017,독주,solo,28
14405,십월,ekim,6
4236,방랑,dolaşma,34
3724,end.,ard,84
3719,낙엽,yaprak döken,85
1007,햄 라인,hamline,97
12544,편지,mektup,18
8819,파기,kazmak,44
13766,...을 더한,artı,12
9495,천문학 자,astronom,30
9083,마천루,gökdelen,48
13792,~의,ile ilgili,5
6196,던져진 것,atmış,35
11114,굴,istiridye,36
5438,통킹 참대,tonkin,75
11566,폭격기,bombardıman,23
7133,파우,pau,64
6273,오프셋,telafi etmek,65
2114,아드리아의,adriyatik,92
5880,탄화수소,hidrokarbon,67
1265,구십,doksanlar,52
3258,박차 제조자,spurier,87
2634,발,pati,85
11232,폭력적인,şiddetli,33
10523,차대,şasi,40
4904,카미노,camino,78
1530,메디 케어,medicare,95
7309,음료,içecek,60
5166,리버르,liber,75
10989,짐을 실은,yüklü,37
9526,우라늄,uranyum,48
2156,누출,sızıntı,39
8425,외양간,ahır,54
9947,체이서,chaser,43
7706,알프스 산맥,alpler,56
8852,원숭이,maymunlar,23
10679,눈사태,çığ,38
8525,체셔들,cheshire,55
2593,불쾌한 것,iğrenç,88
8548,악당,kötü adamlar,47
8257,야생 동물,yaban hayatı,57
12517,해고했다,işten çıkarmak,10
7830,아킬레스,achilles,60
10862,골키퍼,kaleci,29
1420,뇌물들,brumbies,83
13429,아홉,dokuz,14
14397,불,ateş,10
10912,헤브라이 사람,i̇branice,37
8019,팍스,sulh,59
12084,작곡하다,bestelenen,22
4944,시온 주의자들,siyonistler,41
13451,영화,film,12
9990,양자,kuantum,44
5990,에스프레소,espresso,71
12581,테러리스트,terörist,19
9513,바틀렛,bartlett,48
13668,입력,girdi,10
946,황금빛 사과,blenheim,97
4476,핀양,pinyin,80
4141,초음파,ultrason,82
2837,사도의,apostolik,88
8461,슈나이더,schneider,55
1904,영화 제작,film çekmek,72
9823,석유,petrol,45
8177,가정,ev halkı,49
2039,은행가,bankacı,83
7487,양파,soğan,57
6983,탄산 음료,soda,65
9662,에펠의,eyfel,47
2836,표본,numuneler,62
5899,영양,antilop,71
3534,영스타 타운,youngstown,86
7139,아우구스틴,augustine,60
13370,에너지,enerji,15
4028,풍부,bolluk,65
4250,시암 사람,siyam,82
4737,곡식 가루,farina,77
727,전례,aydın,96
13973,~라고 불리는,isminde,8
11209,스키,kayak,27
14232,남성,adam,9
5416,카시 티 (cassie),cassie,74
7362,천장,tavan,61
9824,마로,maroons,39
10466,뻗기,uzatmak,30
4454,증발,buharlaşma,64
11715,통로,geçit,28
11094,부활절,paskalya,36
1394,뛰어난,dikkat çekmek,93
1155,회저,kangren,97
12269,괴물,canavar,23
4859,글루텐,glüten,78
8660,털,kürk,51
2979,키가 크다,daha uzun,88
8333,수집기,kolektör,50
12594,호세,jose,23
6189,요즘에는,şu günlerde,70
6743,놀러 다니는 청년,playboy,65
12623,산타,noel baba,23
11141,앉았다,doygunluk,36
5619,분광법,spektroskopi,74
13399,더운,sıcak,14
335,타잔,tarzan,100
6831,지속시키다,güç vermek,23
8167,참가자,katılımcılar,51
9934,체조,jimnastik,42
12579,소설,kurgu,18
4030,죽어,uyuya kalmak,83
6466,오븐,fırın,62
1828,주화,madeni para,93
8384,경계표,dönüm noktası,47
2019,일어난 일,uyandırmak,92
7811,헤매다,yarı bükülmüş iplik,59
5939,칠판,yedi kat,71
1190,티치아노,titian,97
9625,기하학,geometri,47
8391,맏아들,thund,56
2153,억제 되지 않은,kontrolsüz,81
