ID,FRENCH,JAPAN,INTERVAL
7210,biosynthèse,生合成,52
179,Bethesda,ベテスダ,100
291,schématique,概略,100
6016,à l est,永遠の,61
557,rebondir,跳ね返る,99
10936,chêne,オーク,25
2878,spirituel,お守り,84
1463,énormément,甚躍,94
12212,excité,ランディー,16
7277,rapports,相手方,52
8446,anzac,杏里,43
11430,inaugural,就任,22
9097,traîne,引っ張る,39
4128,octane,オクタン,75
10019,buenos,ブエノス,32
8864,boisé,森の,40
1983,cagnotte,ジャックポット,91
10402,jouet,おもちゃ,29
2791,pigman,ピッピン,85
13689,million,100万,5
11140,inacceptable,受け入れられないほど,24
1777,bonnelle,骨,92
7303,sabrer,スラッシュ,52
308,cerise,チェリー,100
8455,voulu,希望の,43
960,valeur,勇気,97
13691,de l argent,お金,5
11206,manga,マンガ,23
6989,Miaou,ニャー,54
6337,séminaire,セミナー,59
13670,rapidement,早く,5
9091,choqué,衝撃的な,39
4807,farci,つめた,70
1097,cauchemars,悪夢,96
9417,asymétrique,歪んだ,36
78,Macclesfield,マッコレンド,100
9333,polly,ポリー,37
7695,plus large,より広いほど,49
8067,s ensuivir,もし,46
6025,pyruvate,ピルベート,61
11507,diamètre,直径,21
10817,hémisphère,半球,26
3486,claque,スマック,79
6595,suie,すす,57
5032,harmonique,激しい,68
3336,secrétariat,事務局,81
8929,Kimchi,キムチ,40
11816,McDonald,マクドナルド,19
7091,vaccin,ワクチン,53
1382,lymphatique,リリンパ,95
7904,vérifier,チェックアウト,47
8502,calcul,微笑み,43
1780,shératon,シェラトン,92
9353,thorpe,併,37
12791,défaite,敗北,12
13707,attendu,期待される,5
4373,bobine,コイル,73
5820,conservation,守る,62
8000,savane,サバンナ,47
820,jusqu alors,これまで,98
13212,yankees,ヤンキース,9
13390,wagon,賭け屋,7
10456,pepsi,ペプシ,29
11629,journal,ジャーナル,20
3966,élégant,スタイリッシュ,76
4333,vétérinaire,獣医,74
9433,gaélique,ゲーリック,36
5576,absorption,吸収,64
11924,Android,アンドロイド,18
11949,Plate forme,プラットホーム,18
12224,plus proche,クローザー,16
5737,salsa,サルサ,63
7690,iroquois,イロコイ,49
9215,lame,刃,38
1682,pédiatrie,小児科,93
12274,mardi,火曜日,16
5332,impasse,デッドロック,66
4380,accélérer,加速する,73
11567,bombardiers,爆撃機,21
8631,crâche,かわいらしい,42
7218,reese,リース,52
10505,fête,お祝い,28
13474,académie,学校,7
1217,bizet,ビゼット,96
9902,grossesse,妊娠,33
11001,bouche,口,25
7181,tempo,テンポ,52
2045,antennes,アンテナ,90
3411,eau fraiche,淡水,80
6547,orca,オルカ,57
1810,s étendre,スプロール,92
13758,du sud,南方の,5
4929,en faille,淫乱,69
6089,margin,丸の,61
5213,honorifique,敬語,67
5244,cave,セラー,67
10408,hardcore,ハードコア,29
3715,phonographe,蓄音機,78
7995,suez,スエズ,47
215,Yikes,うわぁ,100
1050,brillant,光沢のある,97
1323,congrégation,会衆,95
1668,impérialiste,帝国主義者,93
10404,saleté,汚い,29
1935,Ashraf,アシュラフ,91
2080,hémorroïde,痔核,90
103,imprimé,刷り立て,100
10363,augmente,増える,29
2067,sodomie,ソドミー,90
8693,molly,モリーリー,42
6331,désordre,雑然とした,59
3650,spectacle,壮観な,79
5940,septuple,七倍,62
6549,aluminium,アルミニウム,57
8208,Eden,エデン,45
13282,primaire,主要な,8
3772,littoral,海岸線,77
4402,cheeseburger,チーズバーガー,73
13256,pupitre,デスク,8
10375,continent,大陸,29
10954,couvrant,掩護,25
12103,protocole,プロトコル,17
11812,grenadier,手榴弾,19
5053,péjoratif,めまい,68
3324,pinte,ピント,81
713,non écrit,めくらする,98
2368,prospérer,繁栄して,88
12410,intitulé,権利を与えられた,15
8033,bates,バーツ,46
12876,flairer,香り,11
4877,coïncident,偶発的に,69
8317,congelé,フローズン,44
11660,provisoire,仮,20
2599,chef d œuvre,傑作,86
9007,cointry,コベントリー,39
8562,fidèle,忠実,42
4246,evver,覆い,74
1639,gouvernail,ラダー,93
13226,est tombée,落ちた,9
13732,espacer,スペース,5
405,palmyre,パルミラ,100
2702,éclat,シーン,85
5854,graal,獄舎,62
1172,trot,トロット,96
9476,déclassé,ダウングレード,36
4722,mi saison,シーズン中,71
6026,unilatéral,片側,61
590,skeet,スケート,99
12775,sud est,南東,12
1005,espadon,メカジキ,97
6667,se retirer,見切る,56
711,cheval,馬,98
7014,pudding,プリン,54
10233,savon,石鹸,30
11756,étrange,変,19
13305,Ventilateurs,ファン,8
6544,vilaine,ヴィル,57
558,anaérobie,嫌気性,99
3810,cirrus,輝く,77
11415,raid,急襲,22
2606,mica,雲母,86
10632,une descente,下り坂,27
1191,titian,興味のある,96
6686,redux,戻ってきた,56
12697,modèle,パターン,12
9896,howe,ハウで,33
9118,sexy,セクシー,38
1803,Tarte,タルト,92
3768,croisière,クルージング,77
249,calvaire,カルバリー,100
847,dépasser,黙示的,98
6376,désorganisé,無秩序,59
870,artefact,アーティファクト,97
4387,illuminé,照らされた,73
150,urgence,緊急,100
5020,frisé,縮れた,68
13409,finalement,最終的,7
2059,de côté,納期,90
9877,piles,電池,33
10679,promettre,約束する,27
520,simulateur,シマン,99
10186,joshua,ヨシュア,31
11961,impérial,インペリアル,18
4828,lister,リスター,70
5041,Corby,コルビー,68
7197,archevêque,大司教,52
6992,débandade,めくら,54
1302,ouest,西部,95
4207,glisser,スライド,74
1009,télégraphie,電信,97
7757,mortel,死別,48
10243,rural,田舎,30
11543,Maroc,モロッコ,21
13616,tagalog,タガログ語,6
12063,d accord,わかった,17
2557,diatomée,珪藻,87
7463,folklore,民俗,50
12295,OTAN,ナトゥー,15
2113,alco,アルコー,90
6311,marocain,モロッコ語,59
2687,iglou,イグルー,86
7650,bouddhiste,仏教徒,49
1580,furieux,怒った,93
1256,maestro,マエストロ,95
12084,strict,厳しい,17
8585,pasadena,パサデナ,42
2377,vérifier,確かめる,88
9721,squelette,スケルトン,34
6642,proche,同族の,56
11064,Cola,コーラ,24
2602,diplômé,卒者,86
9808,brillant,鮮やかさ,33
1619,basalte,玄武岩,93
2753,floral,花,85
8372,chacher,茅屋,44
10646,transpercer,ピアスに,27
3242,Sykes,おまけさせる,82
10275,chapelle,チャペル,30
10261,wesley,ウェズリー,30
8324,wrigley,荊,44
10373,Matériel,ハードウェア,29
6865,aspirer,努力,55
10726,fort,うるさい,27
8643,Stafford,スタッフォード,42
5529,des haricots,豆,65
6756,favorable,好ましい,56
9883,cadre,フレームワーク,33
12774,Kentucky,ケンタッキー,12
671,holm,ホームズ,98
13415,combat,ファインティング,7
640,manchette,袖口,99
7228,Fabien,ファビアン,52
13455,blague,冗談で,7
12723,mère,母親,12
5919,sans titre,無題,62
1626,résumer,要約する,93
7716,dynamique,ダイナミクス,49
13574,souvent,頻繁,6
6443,alchimie,錬金術,58
466,détracteurs,捨て店,99
6119,novice,初心者,60
348,facteur,郵便配達,100
11469,tige,ロッド,21
11378,admis,入院しました,22
9692,herman,エルマン,34
7267,roanoke,ロアノーク,52
4493,erratique,不定の,72
2900,désarmé,武装した,84
11412,Ralentissez,もっとゆっくり,22
5808,confirmé,支持された,63
8100,whisky,ウィスキー,46
11661,fusionner,マージ,20
7475,netball,ネットボール,50
10966,joel,ジョエル,25
6753,décharge,リードオフ,56
13667,Royaume,王国,5
2303,psyché,精神,88
7578,scotch,スコッチ,50
8708,variation,変化,41
9977,orthodoxe,正統派,32
1066,englobé,包む,96
1387,anamorphique,アナモフィック,95
1188,réfraction,屈折,96
4567,foulée,ストライド,72
7953,croydon,クロイドン,47
6709,Frankenstein,フランケンシュタイン,56
10229,à l aise,快適,30
948,cumulus,雲水,97
7915,au revoir,さようなら,47
5270,Cassandra,カサンドラ,66
12043,punk,パンク,17
10213,Milton,ミルトン,30
156,brouette,手押し車,100
2685,outremer,ウルトラマリン,86
8975,démocrate,民主党,40
12297,terrain,ピッチ,15
2554,Polynésie,ポリネシア,87
134,zanzibar,ザンジバール,100
6585,blackcap,壊れた,57
4592,attachement,添付,71
7818,pillage,略奪,48
3120,prise,ソケット,82
5309,lipide,脂質,66
5208,harcèlement,スターキング,67
13120,milliers,何千人,9
7390,s offrir,余裕ある,51
1342,philemon,フィレモン,95
6352,caution,寄託,59
11390,connexion,ログインする,22
10182,faim,飢え,31
13725,thomas,トーマス,5
309,cimetière,教会園,100
239,sieste,昼寝,100
5565,ombragé,陰気,65
4758,immunité,免疫,70
13252,cloche,ベル,8
5513,tire,引っ張る,65
6909,majesté,威信,55
4889,bint,ビント,69
6316,diocèse,ディベヨ,59
2015,tentant,魅力的な,90
4180,bobine,リール,75
913,diagnostique,診断,97
12816,républicain,共和国,12
9814,Pentagone,五角形,33
4988,cerceau,フープ,69
6236,gurkha,ガルハ,60
8237,bourdonner,バズ,45
12096,coalition,合同,17
7051,chesapeake,チェサピーク,53
12891,étiqueter,ラベル,11
7396,surfant,サーフィン,51
436,francium,フランシウム,100
2109,mitzvah,ミッツバ,90
8668,Ivoire,象牙,42
8902,dent,歯,40
3122,jujube,ジュウブ,82
5404,incendies,山火事,65
10984,jeté,投げた,25
1558,beamer,ビーム機,94
5855,icarus,イカルース,62
3560,optimiste,楽観的,79
12438,schème,図式,14
2329,sans cesse,飽く,88
6738,mordecai,モルディカイ,56
7696,astronaute,宇宙飛行士,49
11429,polo,ポロ,22
12467,kyle,カイル,14
6512,méserkat,ミーアキャット,58
1039,de poisson,魚の,97
10775,extension,拡大,26
13556,double,ダブル,6
12075,scénario,脚本,17
11873,bénévoles,ボランティア,18
1532,bourgeoisie,ブルジョアジー,94
13589,Johnson,ジョンソン,6
12735,Commonwealth,連邦,12
3538,greta,グレタ,79
2741,obéissance,従順,85
12116,culturel,文化,17
2251,plénier,プレナリー,89
10142,militants,活動家,31
9747,désespéré,やけくその,34
9589,également,同じく,35
11410,faucon,ファルコン,22
6460,rouiller,さび,58
10541,okinawa,沖縄,28
6654,rigide,剛の,56
12882,solaire,太陽,11
7602,annuler,空所,49
9725,silex,フリント,34
370,hadron,ハドロン,100
8875,occurrence,発生,40
8192,piquer,パウンダーズ,45
5312,aéroglisseur,ホバークラフト,66
8985,recruter,リクルート,39
1574,néologismes,新ロジズム,93
13289,hong,香港,8
2526,ligament,靱帯,87
3470,gousset,似非,80
13447,Région,領域,7
11797,Couleur,色,19
9309,équatorial,赤道,37
13026,colonel,大佐,10
20,infernal,不名誉な,100
11384,beaucoup,多くの,22
12229,jesse,ジェシー,16
7495,loge,ロッジ,50
10458,amsterdam,アムステルダム,29
13654,Irak,イラク,5
12874,papier,紙,11
5671,gras,瀬戸際,64
8825,marchande,商人,41
6493,jetée,橋脚,58
7305,paronsons,パーソンズ,52
3508,pyongyang,平壌,79
6810,levier,レバー,55
7663,trêve,休戦,49
13442,carte,地図,7
8506,romney,ロムニー,43
275,mikado,ミカド,100
8646,abri,シェルター,42
12711,donald,ドナルド,12
7920,soixante dix,七十,47
2678,agraire,農地,86
3085,couronne,花輪,82
11170,municipalité,自治体,24
1592,écoulé,経過,93
3231,habits,服装,82
11662,oublié,忘れて,20
495,nuit,夜間,99
9234,bisexuel,バイセクシュアル,38
7077,aboyer,吠える,53
4773,Erasmus,エラスムス,70
10986,tourner,スピン,25
4789,halas,ハラース,70
9996,cramoisi,真紅,32
9495,vague,漠然,36
12663,liste noire,ブラックリスト,13
12904,oakland,オークランド,11
10648,bacquet,バクレ,27
3588,bilingue,バイリンガル,79
1186,niacine,ナイアシン,96
2752,seuil,寝る,85
11642,rébellion,反乱,20
8162,acquisition,取得,45
595,monosodium,モノコジウム,99
2085,dhoni,ドニー,90
833,cantus,カンチュース,98
7687,bowden,ボーデン,49
6335,doppler,ドップラー,59
2320,se balancer,揺り動く,88
4477,pinyin,ピンイン,72
958,plaquette,血小板,97
13314,fille,ギャルリー,8
6013,tibia,脛骨,61
8018,fureur,怒って,46
1956,lexé,辞書,91
12494,prévu,予定されている,14
2353,ayatollah,アヤトラ,88
9749,cage,ケージ,34
2151,mangé,マフした,90
2256,migrants,移住者,89
7697,deuil,喪服,49
12049,Loup,狼,17
10378,partenaire,相棒,29
8187,émeraude,エメラルド,45
12013,broncos,ブロンコス,17
3214,obturation,充填剤,82
4084,motoneige,スノーモービル,75
8793,Zeus,ゼウス,41
575,immersion,没収,99
815,jazzy,ジャズピー,98
6027,Krishna,クリシューナ,61
12392,Morgan,モーガン,15
7911,lambeau,ランボー,47
5755,paralysie,麻痺,63
3165,se retrouver,退手,82
7483,désarmement,軍縮,50
12079,amateur,アマチュア,17
9350,Sicile,シチリア,37
8870,célèbre,悪名高い,40
6254,méthionine,メチオニン,59
12769,Néerlandais,オランダの,12
5980,ambitieux,野心的,61
4264,hertz,ヘルツ,74
9450,domestique,ドムピー,36
4724,sphérique,球状,70
12993,diagrammes,ダイアグラム,10
8984,accepteur,アクセプタ,39
8131,judence,堂々,46
7386,milieu,中堅,51
10649,optique,視して,27
10722,chaise,椅子,27
11161,Ecoutez,聞く,24
22,heartbreaker,ハートブレーカー,100
7783,kinbote,キンボーテ,48
11760,évêque,司教,19
2574,shoaler,靴屋,87
2626,couronnement,戴冠式,86
3878,glissement,滑稽,77
11659,reste,残りの,20
8939,la trappe,ハッチ,40
6039,mulet,マレット,61
12627,fantaisie,ファンタジー,13
13190,chimique,化学,9
3055,clés,基調,83
8685,interprété,解釈された,42
11222,fondateur,創立,23
3788,whitehead,ホワイトヘッド,77
5001,polygone,ポリゴン,69
11665,cyrus,シロス,20
3513,fermentation,発酵,79
318,Connex,繋がる,100
5860,allége,アレゲニー,62
12143,échapper,逃れる,16
12754,les fenêtres,ウィンドウズ,12
12394,financier,金融,15
11896,épidémie,アウトブレイク,18
6905,apprendre,学習者,55
3007,coquelicot,ポピー,83
10277,humour,ユーモア,30
1806,carrefour,カーレーフ,92
11554,Plus fort,もっと強く,21
1775,parallaxe,視差,92
13645,salle,ホール,6
6498,archipel,諸島,58
10635,favori,お気に入り,27
5845,piet,ピエトリー,62
827,propriétaire,家主,98
11404,expert,エキスパート,22
4388,jasmin,ジャスミン,73
9284,surmonter,克服,37
4693,grille pain,トースター,71
198,sepoys,セポイズ,100
12299,bouleversé,動揺,15
6947,dévoilé,発言,54
11605,uniquement,唯一の,20
5623,incontesté,疑わしい,64
9153,Allah,アッラー,38
9127,dynamiter,ダイナマイト,38
8032,coutelier,カトラー,46
8511,musclé,筋肉,43
4135,non libre,未解決,75
3549,amibe,アメーバ,79
9168,prairie,草原,38
9556,récepteur,受容体,35
7472,fermement,しっかりと,50
10048,investir,投資,32
12654,Coût,費用,13
7551,évocateur,誘発的,50
7753,bruyamment,うるさい,48
8179,exportation,輸出,45
10690,continuel,本土,27
818,mélasse,糖蜜,98
12200,porte,ドア,16
8889,Diabète,糖尿病,40
13671,termes,条項,5
979,lycée,高校,97
340,antimoine,アンチモン,100
5850,mezzanine,メザニン,62
4827,sauvagement,乱暴に,70
5779,vilain,いたずらさの,63
6183,épinard,ほうれん草,60
524,goudronner,めちゃくちゃ,99
4791,drury,ゆがんで,70
5386,prudent,注意深い,65
11698,se retirer,亡くなった,20
353,rag time,ラグタイム,100
11762,athlétique,アスレチック,19
11836,bronzer,焼け,19
4656,revisiter,復活させる,71
4376,panoramique,パノラマ,73
5724,caissier,納期,63
3437,Scandinavie,スカンジナビア,80
9363,cimetière,お墓,37
5558,taurine,タウリン,65
13535,avis,意見,6
13702,Les données,データ,5
11861,garenne,ウォーレン,19
11227,fixation,修正,23
12353,brisbane,ブリスベン,15
12488,Justice,正義,14
9586,exploit,偉業,35
2800,stentor,ステント,85
1008,hamline,ハムライン,97
6674,numérologie,数学,56
8540,pétition,嘆願,43
106,amrita,アムリタ,100
7166,coutumier,慣習,53
13747,traiter,処理する,5
4185,springer,スプリングター,75
11465,centre ville,ダウンタウン,21
634,Atocha,アトカ,99
12919,cible,目標,11
10874,patrimoine,遺産,26
1479,eau salée,塩水,94
6629,descartes,デカルト,57
11500,bannière,バナー,21
12354,copain,メイト,15
11035,guilde,ギルド,25
3091,mensch,メンチ,82
7177,pratique,便利,52
7443,hippodrome,競馬場,51
3440,frivole,軽薄,80
11569,plus,もう,21
7368,marxiste,マルクシスト,51
11990,katrina,カトリーナ,18
8571,alose,陰気,42
50,avant propos,序文,100
5566,ouverture,序曲,65
4802,pandora,パンドラ,70
4727,arriéré,やり残し,70
3030,pronom,代名詞,83
9376,poulpe,タコ,37
2281,coup de feu,銃撃戦,89
13711,donc,したがって,5
2659,plébiscite,プレビセンタ,86
10425,menaçant,脅威,29
13465,Henri,ヘンリー,7
5886,suspendre,つるす,62
9174,exposition,暴露,38
9901,jihad,ジハード,33
12485,statistiques,統計学,14
9623,conjonction,併設,35
11437,roseau,リード,22
12094,Ukraine,ウクライナ,17
159,limbo,リンボ,100
5393,odeur,匂い,65
10717,instances,インスタンス,27
2613,Sous titre,字幕,86
12552,Noël,クリスマス,13
5596,asile,庇護,64
850,Irlandais,アイルランド人,98
13079,aéroport,空港,10
3762,hâtivement,慌てずに,77
7763,hélice,ヘレナ,48
6480,codage,コーディング,58
11086,castro,カストロ,24
4701,mollusque,軟者,71
13690,Michigan,ミシガン,5
354,billard,ビリヤード,100
12781,Cuba,キューバ,12
9636,geôle,牢屋,35
166,agir sur,に従う,100
12726,volant,ぼんやりした,12
3870,brochure,パンフレット,77
8069,tribal,部族の,46
8967,dévoué,献身的に,40
3835,sentinelle,センセイン,77
2858,non résolu,未解決の,84
13606,l eau,水,6
8917,père,お父さん,40
11422,conditions,状況,22
9778,subir,経験,34
5133,bombardier,バンドリー,68
135,lombard,ロンバード,100
6935,baku,焼き,55
10202,prévision,天気,31
4421,spraszer,スピッサー,72
4621,détenu,拘留者,71
1763,intermittent,間欠,92
13446,montréalais,モントリオール,7
7779,museau,銃口,48
12304,univers,宇宙,15
1022,boycott,ボイコット,97
2970,maillet,マレット,83
3774,polyvalent,汎用性,77
4834,parramatta,パラマティ,70
9639,bronx,ブロンクス,35
816,encolure,ネックライン,98
10132,pliez,曲げる,31
8703,renverser,打倒,42
11640,slalom,スラローム,20
5752,boucan,バッキー,63
4294,zoologie,動物園,74
5357,chiot,シバの,66
7081,central,中心に,53
6190,de nos jours,近頃,60
2285,baliste,バリスタ,89
6548,Pâtes,パスタ,57
3337,artillerie,ガンナリー,81
9871,bourgeon,蕾,33
5764,déplacement,変位量,63
4068,sans fil,コードレス,75
13634,question,案件,6
6624,écraser,押しつぶす,57
4817,douleur,悲しみ,70
4820,piston,ピストン,70
3449,carlin,パグ,80
11403,sans but,匂いのない,22
9705,Capitole,議長,34
2009,adverbe,副詞,90
10245,giro,ジロ,30
8109,contextuel,コンテキスト,46
4308,solitaire,孤独な,74
4504,météorite,隕石,72
3351,maigre,スキニー,81
8688,sombre,喧々ごうごう,42
12119,dodgers,ドジャース,17
4526,éternel,永遠の,72
3848,retombeur,タッチバック,77
6083,sans valeur,無価値,61
9811,Océanie,オセアニア,33
12404,la défense,防衛,15
6121,fascinant,魅力的な,60
3520,claudius,クローアディウス,79
2950,phospho,ホスポ,83
4454,épagneul,スパニエル,72
11186,Léon,レオン,23
11288,ruban,テープ,23
10304,feuille,葉,30
5254,héra,瀬戸際,66
973,gynécomastie,婦人科,97
9531,Genève,ジュネーブ,35
11207,demain,明日,23
6132,une rançon,身代金,60
12934,havre,避難所,11
4553,ascension,上昇,72
8298,constructeur,ビルダー,44
9583,Martha,マーサ,35
12328,arme,武器,15
5111,obstacle,障害,68
4658,défendre,穴あけさえ,71
13051,obtient,取得,10
8320,sauge,セージ,44
13540,assez,とても,6
10767,béton,コンクリート,26
3750,urinal,浦項,78
12323,des sons,聞こえない,15
5009,misère,悲惨な,68
7575,carmel,カーメル,50
3844,oliva,オリバ,77
8440,élire,エルマー,43
3919,gideon,ガイデオン,77
13428,contestation,紛争,7
5992,Etna,エタナ,61
956,quadrature,直交,97
11643,rythme,ペース,20
2000,toxicologie,毒物学,90
8431,bonder,ポロック,43
5916,cliché,ダウンフィールド,62
7824,claire,クレア,48
10005,culte,カルト,32
7462,vacances,休暇,50
10695,cambridge,ケンブリッジ,27
7917,tourbillon,渦,47
6725,Maverick,マーベリック,56
4880,mercenaire,傭兵,69
6731,taxonomie,分類法,56
12659,Amusant,楽しい,13
10923,Terre Neuve,ニューファンドランド,25
13630,jack,ジャック,6
3128,voile,ベール,82
9136,stalingrad,スターリングラード,38
5101,articulé,多言に,68
5017,Antéchrist,反動論,68
3989,cytoplasme,細胞質,76
5320,les abeilles,蜂蜜,66
6223,plutonium,プルトニウム,60
3187,éloquence,雄弁,82
5237,dodd,ドッド,67
2975,magnolia,マグノリア,83
7582,abattage,虐殺,50
586,émission,発行,99
8933,Katherine,カタリン,40
4124,disparaître,フェード,75
13697,individuel,個人,5
4625,grincheux,磨く,71
5368,gamecocks,ゲームコック,66
8868,chilien,千里,40
11973,chemin,道,18
12753,dernier,後者,12
7509,scadife,スカイフェ,50
7156,logistique,ロジスティック,53
10172,nulle part,今どこにもいない,31
10711,douzaine,ダース,27
10179,mick,ミック,31
2126,banshee,バンシー,90
10230,fèces,糞便,30
4913,fossé,溝,69
4057,début,最初,75
3893,wiltshire,ウィルトシャー,77
11791,Inter,徹する,19
420,pétard,爆竹,100
7991,Champagne,シャンパン,47
6380,à tort,或いは,58
9990,nord est,北東,32
4775,agrumes,柑橘類,70
5512,justement,正しく,65
6742,escaliers,階段,56
542,sinhalais,シンハレ,99
10374,écraser,スワットしました,29
2875,lutin,レプラコン,84
11556,maxime,マキシム,21
303,gundy,大人,100
3849,juridictions,司法,77
9597,aluminium,アルミニウム,35
4340,Cowan,カワン,74
13612,criquet,クリケット,6
10566,mustang,マスタング,28
12534,exact,ちょうど,14
369,swahili,スワヒリ語,100
5960,glamon,グラム,61
10844,étage,ティア,26
9041,déployer,配列,39
12848,confirmer,確認,11
2047,Olympiens,オリンピック人,90
10873,étroit,狭い,26
12865,choix,選択,11
11694,quatorzième,第十八,20
4100,Corinthe,コリンス,75
7600,doublure,ライナー,49
10560,électeurs,有権者,28
11276,nominés,称賛,23
6242,immense,巨大,59
10102,habillé,服を着た,31
292,ellipse,省エリフィス,100
6931,bouillie,畝ね,55
148,appauvri,貧しい,100
4550,fructose,フルクトース,72
3992,relate,リラタ,76
2823,peste,害虫,84
4455,évaporation,蒸発,72
3609,patauger,ヒラメ,79
6419,carboneux,炭素質,58
9033,monopole,独占,39
13463,Lincoln,リンカーン,7
10713,carnegie,カーネギー,27
6519,puritain,ピューリタン,58
12317,chasseur,猟師,15
12661,charlie,チャーリー,13
4043,calmement,静かに,75
11686,collins,コリンズ,20
11268,pakistanais,パキスタン,23
72,référentiel,為替,100
5262,McCarthyisme,マッカーヒズム,66
2536,khatri,カトリ大,87
4851,Donut,ドーナツ,70
10486,dimensionnel,寸法,28
3212,raieur,雨水池,82
8878,eaux usées,下水,40
7416,mêlée,スクリメージ,51
2778,boomère,ブーマー,85
12375,électrique,電気の,15
7165,reconstruire,再建,53
8692,jour,昼間,42
3125,habsbourg,ハプスバーグ,82
8996,saga,佐賀,39
12939,fermé,閉まっている,11
152,chaleur,暖まる,100
11550,démon,悪魔,21
3163,lien,リンケージ,82
876,préface,序文,97
10357,survivants,生存者,29
1488,perforation,穴あけ,94
971,calorie,カロリー,97
1023,sauveteurs,救助者,97
3095,commencement,開始しました,82
410,piège,スネアー,100
3547,blinder,ブランタート,79
9237,la honte,恥,38
11614,mousse,モス,20
5195,cofacteur,補因子,67
4750,phyllis,フィリス,70
9261,Lafayette,ラファイエット,37
10904,poker,ポーカー,25
1927,comtesse,伯爵,91
6138,auteur,オートジュール,60
9203,transe,トランス,38
4269,almanach,アルマナック,74
2705,alerte,警戒している,85
3452,trèfle,シャムロック,80
9991,quantum,量子,32
10302,carnaval,カーニバル,30
10758,jauge,ゲージ,27
4853,sans emploi,失業者,70
9496,astronome,天文学者,36
4968,terrapines,テラピン,69
8484,bloc,ブロック,43
964,illusion,妄想,97
9651,banal,些些たる,35
6887,amiante,アスベスト,55
8514,ampoule,バルブ,43
10041,tendance,傾向,32
5891,hickory,ヒッコリー,62
8383,tragique,悲劇的な,44
12190,parker,パーカー,16
12466,jeunesse,若者,14
6614,zibeline,セーブル,57
13063,filles,女の子,10
5341,brochure,パンフレット,66
8908,trenton,トレントン,40
13745,dépression,うつ,5
13041,Sénior,シニア,10
8051,gelée,ゼリー,46
6765,ailette,フィン,56
530,koda,倖田來未,99
10097,télescope,望遠鏡,31
11241,moulins,ミルズ,23
298,exposant,指数,100
3647,poulie,滑車,79
13526,visible,見える,6
13423,joseph,ジョセフ,7
10685,Christie,クリスティ,27
169,schmitz,シュミッツ,100
6219,clitoris,クリトリス,60
2648,théologien,神学者,86
8515,charlemagne,チャールマン,43
7424,Angelina,アンジェリーナ,51
1796,héréditaire,遺伝的,92
6127,guirlande,花輪,60
8193,banderoles,ストリーマ,45
1408,amendement,修正,94
10140,ordinaire,普通,31
1285,mala,マラ,95
12736,entièrement,全体的に,12
10522,la pauvreté,貧困,28
8570,dérive,漂う,42
6104,charpente,トラス,61
7784,raphael,ラファエル,48
3053,impasse,スタンドオフ,83
7699,anthrax,癰,49
9352,balis,バリ,37
1755,mnémonique,ニモニック,92
6970,paisley,ペイズリー,54
2200,kanji,漢字,89
10492,podium,表彰台,28
7356,cérébral,脳の,51
11750,précision,正確さ,19
12379,honneur,名誉,15
7213,peser,重さ,52
7372,boyeur,ボイヤー,51
12378,campbell,キャンベル,15
413,béretta,ベレッタ,100
11032,fusillade,シュートアウト,25
6447,dépendant,凭り圏内,58
5308,filippo,フィリポー,66
4678,canuck,カタック,71
1859,Midas,ミダス,92
7507,jésuite,イエスイト,50
3962,morons,百人,76
11328,jumbo,ジンボー,22
928,impaltin,インプレーター,97
13047,simpson,シンプソン,10
6406,cromwell,クローウェル,58
1035,ronin,ロニン,97
10360,Westminster,ウエストミンスター,29
8056,casseur,コールター,46
6184,cartel,カルテル,60
8919,obligatoire,必須,40
10270,laid,醜い,30
13121,réel,実際,9
8038,esprit,機転,46
7164,alchimiste,錬金術師,53
3441,grand maître,祖母屋,80
5806,détourné,逸れる,63
3941,accru,高める,76
4010,panthéon,パンテオン,76
7626,pépites,ナゲット,49
963,narcisse,水仙,97
1138,polaris,ポラリス,96
13017,maladie,疾患,10
3891,sénia,瀬奈,77
8147,en cours,遅くに,45
10305,badge,バッジ,30
11355,Soudan,スーダン,22
966,soir,ゆがんで,97
3757,bœuf,牛,77
11022,Harold,ハロルド,25
6617,Shrewsbury,シュルーズベリー,57
1228,asphalte,アスファルト,96
5110,non spécifié,未定義,68
12217,Toyota,トヨタ,16
8141,albuquerque,アルバカーキ,46
6692,doté,退院しました,56
12026,protester,純性,17
5654,gibbons,ギボンズ,64
10675,de rechange,予備の,27
11921,Manhattan,マンハッタン,18
13033,exactement,まさに,10
3977,élégant,エレガント,76
6855,variole,天然痘,55
13344,correctement,ちゃんと,8
6451,chargeur,充電器,58
4704,adversaires,敵対者,71
7191,joueur,ゲーマー,52
6389,lavage,洗う,58
3628,magenta,赤紫色,79
95,diomède,デオメジス,100
951,aldrin,アリン,97
10185,néon,ネオン,31
11434,invaincu,無敗,22
1083,désormais,それ以降,96
1458,tambourin,茶院,94
8786,migration,移住者,41
8198,absent,不在,45
5600,amplitude,振幅,64
8045,maman,ママ,46
11577,monaco,モナコ,21
201,corde,コルス,100
1937,couronne,コロネット,91
5561,hors jeu,オフサイド,65
2625,insigne,少尉,86
2477,landau,ランダウ,87
7025,extérieur,外観,54
9951,pionnier,開拓者,32
3939,diméthoxy,めまい,76
880,poutres,梁,97
12779,violation,違反して,12
597,titson,スターセン,99
12041,suggestion,提案,17
3533,marteau,ハンマーヘッド,79
1972,bantou,バンティ,91
