ID,SPAIN,DEUTSCH,INTERVAL
2584,abrazo,umarmung,63
5368,caucásico,kaukasisch,76
13323,bretaña,großbritannien,18
8211,copérnico,kopernicus.,60
13522,talón,stub,15
13729,infracción,verletzung,13
14007,aumentar,zunahme,14
12725,voló,geflogen,25
6321,archiduque,erzherzog,70
10204,manejo,handhabung,25
10347,enteros,ganzzahlen,36
1104,resistido,stehend.,97
562,estribaciones,ausläufer,76
11500,normando,normannisch,35
4121,pavimentado,gepflastert,63
7894,fricción,reibung,61
10917,entrega,lieferung,36
2562,bielorruso,byelorussian.,91
5431,falda escocesa,kilt,75
13686,cuestiones,themen,9
12264,carbón,kohlenstoff,28
5347,erótico,erotisch,77
4974,tarjeta madre,hauptplatine,79
2454,sometido,gedämpft,80
10525,diminuto,sehr klein,43
8364,núcleo,kern,59
12532,aclarar,klären,25
3452,desobediencia,ungehorsam,84
13678,establecido,etabliert,12
1659,fumador,raucher,82
12252,nodos,knoten,26
5774,acuñado,geprägt,18
3683,a ciegas,blindlings,86
13327,movimiento,bewegung,17
8227,rvdo,rev.,59
4615,sin importancia,unwichtig,81
161,bacilo,bazillus,100
6054,picotear,picken,72
13127,va,giftig,20
13229,hijo,sohn,18
5814,dependencia,vertrauen,75
9746,desesperado,verzweifelt,40
6569,descuidado,vernachlässigt,58
8844,coño,kunts,36
1073,brazo pantanoso,bayou.,97
947,cúmulo,kumulus,98
6276,debidamente,ordnungsgemäß,72
13737,josé,joe,13
6143,asirio,assyrisch,67
5358,acosador,stalker,73
2044,antenas,antennen,62
3820,costuras,couture,86
12949,apropiado,geeignet,15
4360,enchufe,schnappend,37
4684,estacada,palisade,76
8468,sin respuesta,unbeantwortet,59
3466,editor,aussteller,87
10057,máquina de alquiler,hackney,46
6084,picadillo,hash,67
6530,inmediato,prompt,38
7704,mapache,waschbär,62
1952,asiria,assyrien,94
11979,dólares,dämmert,23
13249,pista de carreras,schnellstraße,19
13341,poeta,dichter,17
8980,ochenta,achtzig,52
8494,punteros,zeiger,45
7856,nacer,nanking,62
7497,voluntario,freiwillig,64
4039,inmaculado,unbefleckt,84
9349,sicilia,sizilien,52
4896,contratistas,auftragnehmer,64
9262,luchador,ringer,46
6391,novio,freund,70
2443,asigna,zuweisungen,15
3651,los reyes magos,weisen,87
8639,picadura,stachel,56
733,flanqueo,flankierer,97
13124,pinchar,erbärmlich,20
6826,perdón,begnadigung,64
12093,ucrania,ukraine,31
12067,pilares,säulen,30
4160,dietético,nahrung,84
1005,sinóptico,synoptisch,98
13399,caliente,heiß,17
8626,nótese bien,nb.,57
10475,presumiblemente,vermutlich,32
9426,pericia,sachverstand,51
14055,venir,kommen,8
2842,risita,kichern,68
4068,bazuca,bazooka,84
10999,aspectos,aspekte,29
12366,ejemplos,beispiele,12
12734,mancomunidad,commonwealth,25
5791,por cable,verdrahtet,34
1762,intermitente,wechselnd,84
11929,citas,zitate,16
4692,tostadora,toaster,78
4922,hove,heben,80
1264,soñador,verträumt,97
7869,marmita,dixie,62
1425,sintetizador,synthesizer,45
3741,inscrito,eingeschrieben,85
2359,más divertido,am lustigsten,92
11141,se sentó,sat,38
8037,ingenio,witz,26
1961,postari,askari.,94
5222,depósitos,depots,43
12132,borde,kante,25
6407,lumbrera,louvre,71
6966,desfavorable,ungünstig,66
13351,lago,see,17
9457,tenso,tzen,12
12690,impacto,einschlag,23
13002,franquicia,franchise,20
11866,ocupación,besetzung,29
6886,amianto,asbest,68
7437,eslovaco,slowakisch,62
2195,miríada,myriade,91
11134,catalizes,katalyse,38
7011,límite,schwelle,66
4409,templo no conformista,bethel,82
13692,corriendo,laufen,8
9618,acebo,stechpalme,49
14384,dirigir,führen,8
9752,cantado,gesungen,49
6100,cenador,laube,73
14400,esfuerzos,bemühungen,7
4505,mods,modifikationen,49
4159,iguana,leguan,83
6353,hitos,meilensteine,51
9942,sí misma,sie selbst,47
5963,ajustar,anpassen,40
8455,etnicidad,ethnische zugehörigkeit,27
6257,equipaje,gepäck,72
10034,lágrimas,tränen,37
269,erguido,aufrecht,50
13560,ciencia,wissenschaft,14
7260,testículo,hoden,63
3364,deslumbrador,glargen,78
13525,visible,sichtbar,15
5977,nicho,nichtung,71
10095,reducción,die ermäßigung,44
6127,revisión,überholung,62
2907,escarbar,scrabble,90
11040,galés,walisisch,39
13630,participar,teilnehmen,11
13929,forma,weg,8
11418,espejo,spiegel,34
11470,cursiva,kursivschrift,32
2412,goleta,schoner,62
2495,debbelly,debbone,65
1362,jurada,jure,95
10329,navegar,durchsuche,39
1350,agua de mar,meerwasser,97
3930,costoso,costligste,85
11396,saltar,überspringen,32
1252,sketch satírico,sketch,87
12150,desleal,treulos,30
9030,precioso,kostbar,55
3872,epónimo,gleichnamig,85
1857,vestir,bekleidung,95
8627,giro,twist,43
3104,jóvenes,jugendliche,80
2447,accidentalmente,versehentlich,24
4757,inmunidad,immunität,50
4489,arándano,huckleberry,82
9234,trigo,weizen,53
1467,estratosfera,stratosphäre,93
14175,mantener,halten,10
2812,altercado,auseinandersetzung,88
3858,putrefacción,verrotten,79
12778,violando,verletzen,7
10184,neón,neon-,46
10300,alimentados,gefüttert,44
8179,llevar una vida de soltero,bach.,60
10362,aumentos,erhöht sich,14
1973,cohunt,ahunt.,94
13190,población,population,18
1038,sospechoso,fischartig,98
9948,lefty,lebhaft,47
10468,suposición,annahme,38
14223,crear,erstellen,6
12593,embalaje,verpackung,23
2416,congénito,angeboren,91
8368,santas,hallows,58
2519,más ocupado,belebt,92
859,botelladores,bower,76
7934,esquilador,scherer,59
12413,marte,mars,13
10906,a mitad de camino,in der mitte,40
6223,argelino,algerisch,70
8474,puntería,zielen,24
14094,mejor,am besten,9
55,óvulo,eizellen,100
6308,camarón,garnele,72
13921,decir,sagen,9
12777,subida,ersetzen,24
2278,cuco,kuckuck,92
7253,infiel,schummeln,50
8577,invisible,unsichtbar,55
10032,por defecto,ursprünglich,43
109,pagar,zurückzahlen,92
10340,pulgar,daumen,43
2110,zueco,patten,90
515,pavimento,gehweg,93
4141,ultrasonido,ultraschall,84
9195,buques,schiffe,42
2432,maleta,koffer,88
13439,soldados,soldaten,15
8915,silbido,klingeln,55
2217,asimétrico,asymmetrisch,88
4439,estadista,staatsmann,82
5545,gubia,schaufel,76
3714,fonógrafo,grammophon,83
13680,poco,bisschen,13
10152,bolsillo,tasche,41
12829,tocino,speck,24
5753,eximido,verzichtet,70
8564,inevitable,unvermeidlich,57
10272,llevar a la fuerza,shanghai,45
6644,irrazonable,unvernünftig,68
13683,quizás,vielleicht,14
4398,asesores,berater,62
10364,insulto,beleidigung,25
2997,ñame,yum.,89
11356,hombre de verdad,echter mann,37
12855,médico,medizinisch,22
7999,sabana,savanne,62
13552,se aplica,gilt,12
32,principilidades,niete,88
11660,unir,verschmelzen,21
13177,encuesta,umfrage,16
10014,aparentemente,scheinbar,47
14151,sur,süd,9
10779,eje,achse,41
8237,aguileña,akelei,60
1046,corpiño,mieder,88
2959,aficiones,hobbys,60
2613,ambición,ehrgeiz,75
13566,hoy dia,heute,15
14510,eficaz,wirksam,12
13598,destacados,vorgestellt,11
1840,rescindido,zurückgehalten,88
8225,retumbar,rumpeln,57
12284,científico,wissenschaftlich,28
7525,interruptor automático,becher,52
10932,triángulo,dreieck,38
12278,pensión completa,fb.,29
11257,destruir,zerstören,16
8519,explotación,explodieren,36
1270,arquetipo,archetyp,90
599,puaj,pfui,99
12702,volver a escribir,umschreiben,20
6355,esencial,pivotal,63
8137,hurgonar,huggel,61
338,aquél,yon,100
5461,perforado,gestanzt,40
10596,caballo de carreras,rennpferd,32
2937,perjudicial,schädlich,79
13204,noveno,9.,19
1606,consternación,bestürzung,86
11241,enfadado,wütend,38
7916,remolino,eddy.,62
784,casa antigua,claymore.,98
8439,oler,elmer,59
14286,cantidad,menge,8
12191,comedia,komödie,30
8218,excepcional,außergewöhnlich,16
9263,loca,lok,52
14165,ciudad,stadt,9
2656,centro de la ciudad,midtown,91
5419,mitosis,meiose,77
3879,temerario,draufgänger,82
5126,pbt,pvt,79
12975,retirado,im ruhestand,17
12271,disuelto,aufgelöst,28
11946,expresado,ausgedrückt,17
7298,escénico,szenisch,65
667,audible,hörbar,95
4954,apéndice,blinddarm,79
1421,lanudo,zottelig,96
994,eslavos,slawen,90
316,envase,erkundung,100
14152,paquete,paket,23
8569,deriva,drift,38
4024,adherirse,spalten,76
14517,occidental,western,12
688,ubicuo,allgegenwärtig,99
11952,tiburón,hai,25
6749,mosa,masuse,69
3175,gritando,geschrei,49
132,ghanés,ghanaisch,99
5562,del mediooeste,mittlererwesten.,76
7286,convicción,überzeugung,35
14474,capacitación,ausbildung,12
4977,chocer,chauker,79
13514,millas,meilen,14
9073,rebautizar,umbenennen,24
10992,vistió,trug,39
3147,paloma silvestre,kulver,88
7054,persuadido,überzeugt.,52
5708,comedia de enredo,sitcom,69
5886,distingue,unterscheidet,31
8887,coli,koli.,55
172,ventaja,vorteil,100
4294,tijeras,schere,71
5425,cuerno grande,großes horn,77
10153,pino,kiefer,43
8874,ocurrencia,auftreten,49
4356,dafne,seidelbast,82
6200,laberinto,matze,71
13858,primero,erste,7
2783,coche de turismo,roadster,86
9258,investigacion,sonde,47
9186,sopa,suppe,53
6621,fogata,buschfeuer,57
5973,mater,materieren,74
4603,eufhates,euphrat,81
2222,canela,zimt,93
2811,sidecar,beiwagen,89
11468,vara,stange,35
7939,mezcla,mischen,22
9293,cy,zy,52
9009,sofía,sophia,55
8686,segador,sensenmann,56
14392,partes,teile,9
3851,frustrado,verkreuzung,73
12655,yo soy,ich bin,26
6466,horno,ofen,65
4418,gacela,springbock,70
14067,casa,haus,12
2612,subtitular,untertitel,73
2861,caña,canes.,59
10910,cienciología,scientology.,40
7585,rinoceronte,nashorn,64
14453,agosto,august,6
12109,comprometido,engagiert sein,23
4724,lamer,lecken,69
8066,se produjo,folgte,33
3639,inoxidable,rostfrei,87
11038,pantano,sumpf,38
6176,jarabe,sirup,72
10671,sangriento,blutig,41
13058,llega,kommt,8
7861,antiguo,antiquität,53
9733,lunar,mond-,49
839,sencillo,sefton.,99
9316,excluyendo,ausschließlich,36
5962,reintegrar,wieder einsetzen,45
934,crucifixión,kreuzigung,98
13749,pista,spur,11
9378,purgatorio,fegefeuer,52
2421,homicidio involuntario,totschlag,92
12472,ana,ann.,21
11057,barba,bart,37
10291,flamenco,fleming,45
10052,caucho,gummi,46
7207,lepágina,lepage,66
1692,deshidración,dehydratation.,90
14037,área,bereich,11
7718,contradicción,widerspruch,37
12174,cachorros,kubus,29
942,rapto,entrückung,93
13781,victoria,sieg,12
1089,quimera,chimäre,97
1665,ir a,goa.,95
3082,ceceo,lispeln,88
9170,a granel,schüttgut,53
13088,muro,wand,19
13265,sentido,sinn,18
2329,matrícula,unterricht,92
8167,participantes,teilnehmer,54
12333,resistencia,widerstand,24
11951,censo,volkszählung,32
9776,psicodélico,psychedelisch,46
1328,apatía,apathie,97
13247,grecia,griechenland,19
6169,no sé,keine ahnung,72
3932,pronunciar,aussprechen,42
10528,nuevo testamento,nt.,43
8250,expulsado,ausgewiesen,54
10366,lésbico,lesben,43
2585,barra lateral,seitenleiste,91
11633,ce,eg,35
7482,desarmamiento,abrüstung,64
5890,nuez dura,hickory,74
891,depositado,hinterlegt,57
13797,para,für,5
8734,transferencia,übertragung,13
11918,puñal,dolch,32
5283,pizcama,pembroke,77
6428,tratando,verarbeitung,23
7463,clive,klatschen,64
12869,florida,flotte,23
13890,por,pro,12
8670,no es,ist nicht,57
1119,electrólisis,elektrolyse,97
7390,buen hombre,guter mann,65
12077,treinta,dreißig,31
6220,guante,fausthandschuh,71
1721,caracterizado,charakterisiert,81
2753,orco,ork,82
10230,rumano,rumänisch,45
2676,derrocado,gestürzt,91
5838,hacia arriba,nach oben,63
590,porteros,goories,50
817,melaza,melasse,99
7357,frenos,bremsen,40
2188,carpeta,mappe,88
8699,prorrateo,aufteilung,57
14187,continuar,weitermachen,5
5369,contraofensiva,gegenoffensive,68
10518,noruego,norwegisch,42
4995,esfénico,spheniker,79
14144,mercados,märkte,15
14470,abajo,unten,10
4206,diapositivas,rutsche,44
79,chotacabras,nighthawk,95
7162,virar,veer,61
14468,quiere,will,6
12408,desalentar,abhalten,28
10823,enfocado,fokussiert,32
11149,peligroso,gefährlich,23
4774,agrios,zitruszitrus,80
9702,zapato,schuh,37
8276,lucio,pike,54
9541,no tiene,tat nicht,50
12175,esposa,ehefrau,30
8724,lenguado,tupfen,56
11284,alcalde,bürgermeister,35
5509,excéntrico,exzenter,52
13771,casi,schon fast,13
13627,adecuado,richtig,14
4642,desafortunado,unglücklich,81
381,virrey,vizekönig,98
13585,nacido,geboren,15
6753,berilo,beryll,68
11276,serpiente,schlange,35
7892,aliado,verbündete,21
1894,posterior,hind,79
1679,cuesta arriba,bergauf,95
1168,acaricia,professionell,97
13589,estar de acuerdo,zustimmen,12
1695,el más lento,langsamste,95
5013,suscripción,abonnement,66
8275,molino,windmühle,59
13681,enviado,geschickt,14
4839,jii,hee,80
7177,magnífico,herrlich,64
6152,asar,grillen,72
10863,raíz,wurzel,32
9068,balonmano,handball,52
11376,minuto,mindest,35
11385,pene,penis,37
438,pasaje,durchgang,95
1003,señuelos de la guerra,warlords.,84
10059,tocones,stümpfe,39
11834,inadecuado,unzureichend,31
7247,rugido,brüllend,52
7051,propenso,anfällig,67
8489,cauce seco de un río,arroyo.,57
13618,chat,plaudern,14
1127,excreción,ausscheidung,95
8052,telégrafo,telegraph,58
11448,frente a,zugewandt?,13
1697,caligrafía,kalligraphie,95
145,parábola,parabel,100
1581,accesorios,requisiten,64
12890,etiqueta,etikette,17
1093,anguilas,aale,65
6670,cabeza de puente,brückenkopf,67
5873,moderadamente,in maßen,29
3083,úlcera,geschwür,87
7240,muguete,mayflower,66
1059,ejecutar,vollsprecher,31
9049,cofre,truhe,53
2658,plebiscito,volksabstimmung,90
5224,sillín,sattel,73
3453,cuajar,jell.,87
1693,náusea,brechreiz,95
456,armero,harmine,100
10961,dragones,drachen,20
6516,hidroeléctrico,wasserkraft,71
3412,madera contrachapada,sperrholz,88
7027,milty,meilteisen,67
4202,tejo,eibe,83
972,ginecomastia,gynäkomastie,98
273,movimiento rápido del ojo,rem,99
347,cartero,postbote,100
10977,áspero,rauh,37
2010,error de ortografía,missspelling,62
10568,repetición,wiederholung,36
2581,espectros,spektren,91
12713,igual,gleich,16
8619,cocina,küche,44
7568,donde quiera,wo auch immer,64
913,residencia universitaria,wohnheim,87
27,inhibir,hemmen,64
12580,habla,rede,25
8776,momia,mumie,56
11063,reajuste salarial,cola,39
2708,arcángel,erzengel,89
5565,obertura,ouvertüre,72
1798,seducción,verführung,90
13546,costa,küste,15
11540,fomentar,fördern,34
7983,chelín austríaco,schilling,61
2734,narcóticos,narkotika,76
8185,cenicienta,aschenputtel,61
10067,periodistas,journalisten,32
8537,balles,walfänger,58
10555,prusiano,preußisch,42
5544,escarchado,eisig,76
6289,brillo,helligkeit,38
3339,albergue,herberge,84
12931,habitación,zimmer,21
6582,tolva,trichter,67
9178,navegado,segelt,33
11721,rivalidad,rivalität,32
2625,coronación,krönung,63
7335,anciano,alten,65
3587,bilingüe,zweisprachig,86
6484,instalar en pc,installieren,25
8641,profesionales,profis,19
722,gusano,made,96
578,metedura de pata,boner,97
10355,estrés,betonen,38
11515,gramo,gr,36
6527,académica,akademiker,22
3884,ave,geflügel,85
13352,comité,ausschuss,17
779,indemne,unversehrt,99
11469,billete,fahrkarte,30
14343,actualmente,momentan,8
13158,colombia,kolumbien,20
6803,árbol desmochado,pollard,68
13471,sobre,auf,16
13832,tenía,hatte,7
13166,entrenar,zug,12
11424,cactus,kaktus,37
10175,goleador,torschütze,35
2401,infracciones,verletzungen,79
12348,folletos,flyer,27
4677,canuck,kanus,81
11790,enterrar,interkurs,33
9712,circo,zirkus,49
1212,dios mio,meine güte,97
12929,triple,verdreifachen,21
6237,respetuosamente,respektvoll,13
6299,poblado,bewohnt,40
2998,superhéroes,superhelden,62
10269,feo,hässlich,41
4814,invasores,eindringlinge,34
6854,viruela,pocken,68
589,tiro al plato,skeet,97
10645,atravesar,pierce,37
3464,males,woes,84
11298,increíble,tolle,35
4861,sudanés,sudanesisch,80
1361,de soltera,nee.,97
9613,nueva jersey,nj,50
3546,bulador,blatter,87
10062,descalificado,disqualifiziert,45
4053,pictórico,bildlich,82
11967,es decir,dh,31
6832,demolición,abriss,66
13063,polonia,polen,21
10227,conejito,hase,44
4498,hipertensión,hypertonie,82
521,estruendo,aufgereiht,99
10776,imagina,sich vorstellen,34
10624,consolidado,konsolidiert,36
5727,coco,kokos,55
13883,sistemas,systeme,9
2469,capitalizado,großgeschrieben,71
10815,parcial,teilweise,32
14083,importante,wichtig,9
13958,meses,monate,12
13103,biográfico,biographisch,20
2892,azotado,gepeitscht,58
811,ibídem,inbid,99
2456,cocido,gekocht,27
13763,fuertemente,stark,13
9166,discriminación,diskriminierung,48
9941,sopló,blies,47
6434,vanguardia,vorhut,71
6682,empinado,steil,67
7115,vestíbulo,empfangshalle,52
12902,olvidar,vergessen,22
12695,inundación,flut,16
14274,fue,ging,12
1453,consuelo,trost,96
10567,innecesariamente,unnötigerweise,43
14122,incluir,inklusive,7
7554,vegetal,gemüse,52
6846,ik,ich k,68
7461,vacaciones,ferien,50
10575,jurar,schwören,40
850,caledoniano,kaledonisch,99
6191,jero,heh,72
5868,éxtasis,ekstase,74
4064,gamberrismo,rowdytum,65
6714,encerrar,schließung,28
5195,tembloroso,wackelig,78
7503,lirio,lilie,63
6652,tiza,kreide,67
14281,ganancia,profitieren,32
10090,abstenerse,nachgeben,46
13372,yo mismo,ich selbst,17
11080,fantasma,phantom,36
8492,superválido,übertrafen,52
13119,miles,tausende,16
4819,pistón,kolben,38
13687,malo,schlecht,14
2869,acuífero,aquifer,88
13575,beto,bob,15
9772,toril,bullpen,48
13774,tarde,spät,12
13503,hacia,in richtung,14
3838,sorpresa desagradable,schocker,84
4478,alero,heer,82
10718,banderín,wimpel,40
11426,troyano,trojaner,25
8996,susurro,flüstern,35
13243,domingo,sonntag,19
13616,visita,besuch,12
9392,aeroespacial,luft- und raumfahrt,51
12889,corazón,herz,18
8380,proclamado,verkündet,49
11422,ajedrez,schach,37
333,hipo,schluckauf,98
11377,aceptado,zugelassen,27
7902,vértamo,verkräfte,62
8090,del interior,midland,46
3734,tranvía,straßenbahn,80
13260,banco,bank,16
11416,desfile,parade,35
10804,rendición,aufgeben,31
7382,frustrante,frustrierend,7
4426,burocracia,bürokratie,81
8063,señorío,manor,61
4086,estancamiento,patt,81
14212,cargos,gebühren,17
8920,influenza,grippe,55
13432,cálculo,kesselkesselplate,17
3105,ingrediente,zutat,72
14354,mujer,frauen,12
13553,audaz,deutlich,15
4689,freído,free,81
13853,cuando,wann,6
14102,oficial,offiziell,10
14514,escrito,geschrieben,10
11574,por ciento,prozent,35
1914,no cualificado,unqualifiziert,93
5663,término,terminus.,75
5797,semiconductor,halbleiter,71
5999,gruñido,grunzen,72
2958,hermandad de mujeres,sororität,66
4479,deportividad,sportlichkeit,82
13233,semi,halb,19
3960,justo,gerecht,85
11433,invicto,ungeschlagen,36
6305,rociar,sprühen,62
8984,recluta,rekrutieren,26
5743,sicomoro,bergahorn,74
8518,medias,socken,25
3179,pureza,reinheit,88
3469,engañar,fob.,87
2757,salmón ahumado,lox,90
13897,hecho,gemacht,5
10927,el plastico,plastik,38
12134,víctimas,die opfer,26
3480,intervenir,eingreifen,49
7919,setenta,siebzig,50
5628,liendre,nit.,74
6798,neumonía,lungenentzündung,68
12484,estadísticas,statistiken,23
12669,actividad,aktivität,12
9867,señalizar,wegweiser,47
5992,caballo de mar,seepferdchen,74
13008,clave,passwort,21
14222,cerca,nahe,11
12043,subterraneo,u-bahn,31
11066,al azar,nach dem zufallsprinzip,39
4146,papal,päpstlich,84
12119,circulación,verkehr,27
10745,del congreso,kongress-,41
1751,prudente,aufdringlich,93
587,débil,schwach,99
4101,casa de vino,weinhaus,84
5759,apurarse,eile,69
12767,década,dekade,21
3459,jugoso,saftig,88
809,sin par,unvergleichlich,99
3510,remolcar,abschleppen,56
6457,calibrar,gäste,71
9169,amargo,bitter,51
8234,propensión,gelehnt,47
2875,sidra,apfelwein,90
13304,aficionados,fans,12
10708,cetro,zepter,41
13164,papel,rolle,18
2731,bola de truenos,donnernd,90
1160,capucho,kapuziner,97
13454,broma,scherzen,14
4993,carruaje,streitwagen,72
12126,billón,milliarde,30
10356,sobrevivientes,überlebende,36
13355,por poco,fast,18
3700,matanza,blutvergießen,86
12729,jinete,fahrer,18
7619,mágico,magisch,25
7900,codo,ellbogen,60
2747,hacia el oeste,westwärts,31
2856,asombroso,erstaunlich,73
3202,bacteriano,bakteriell,88
12845,gasolina,kraftstoff,22
9236,lástima,schande,49
489,empujón,schieben,78
1295,salinidad,salzgehalt,82
10303,hoja,blatt,26
12914,lector,leser,11
10665,dibujos animados,karikatur,34
1499,rogue,rogan,96
4877,luciérnaga,firefly.,79
14397,fuego,feuer,11
11089,tío,onkel,38
518,tragado,verschluckt,63
7046,mundo maravilloso,wunderland,67
5072,barrio chino,chinatown,79
10187,empleado,angestellter,30
13974,unido,vereinigt,7
3389,aceites,ölen,19
3188,manipulador,handler,82
12141,pensamientos,gedanken,12
2130,entrelazado,verschachtelt,80
8274,no muerto,untos,60
3791,agitado,erschüttert,86
13565,llenar,füllen,13
10836,afgano,afghanisch,39
1796,reabastecimiento,wiederversorgung.,90
10846,antiguo testamento,ot.,40
3790,ciclista,radfahrer,61
2557,hechizo,hecht,92
2452,dotado,begabtes,45
12049,ck,kkk,31
2029,salvaguardia,sichern,87
3393,esloveno,slowenisch,88
4711,insomnio,schlaflosigkeit,81
9497,banda ancha,breitband,51
11092,ilustra,illustriert.,15
13875,a ellos,ihnen,6
9506,gravedad,schwere,51
11994,expandido,erweitert,19
7339,brújula,kompass,60
3885,acné,akne,85
9192,durazno,pfirsich,50
8419,nabo,rübe,59
4346,may day,maifeiertag,83
4334,lanzacohetes,startprogramm,65
13638,especifica,legt an,8
248,calvario,kalvarienberg,100
3760,exámenes,prüfungen,67
420,cuneiforme,keilschrift,100
9633,pecho,brust,45
3612,onomatopeya,lautmalerei,87
12024,paja,bla.,31
6459,oxido,rost,67
6239,urgencia,dringend,25
13652,oriental,östlich,14
7272,llanto,weinen,36
11023,énfasis,hervorhebung,39
5792,equinoccio,tagundnachtgleiche,71
3792,turing,turnieren.,86
2872,elasticidad,elastizität,76
10867,de repente,plötzlich,40
12936,puerto,hafen,21
10953,cubierta,abdeckung,9
10278,rata,ratte,40
3581,días laborables,wochentage,67
240,escupir,spucken.,30
13062,muchachas,mädchen,15
12151,doméstico,inländisch,29
1449,reutilizado,wiederverwendet,62
4331,centímetros,zentimeter,71
9463,coe,kocher,51
7530,beneficioso,vorteilhaft,63
1265,noventa,neunziger jahre,55
3059,con vehemencia,vehement,85
9144,platos,platten,23
12891,en bancarrota,pleite,23
5492,narguile,huka,76
9268,encuentro,begegnen,31
4152,avanzada,vorposten,70
8127,cantantes,sänger,22
3641,computadora portátil,notizbuch,82
2170,cónsul,konsul,64
12859,josmos,josh,23
549,milagroso,wunder-,85
3690,desalentador,entmutigend,86
2482,lavanda,lavendel,92
1122,orbícula,orbikel.,97
1609,disparidad,ungleichheit,31
4034,plan de estudios,lehrplan,84
681,presagiar,bode.,92
22,lápiz labial,lippenstift,100
3292,monitoreador,moniker,87
2197,luz del sol,sonnenlicht,93
9057,aburrido,langweilig,36
11118,yarda,yd.,38
1053,solubilidad,löslichkeit,71
4469,joyas,schmuck,82
13993,cinco,fünf,10
5118,conner,bekämpfe,77
1329,gárgola,wasserspeier,93
12639,máximo,maximal,26
9333,duradero,dauerhaft.,33
13142,oscuro,dunkel,18
3242,rapé,schnupftabak,88
13211,yanquis,yankees,16
8533,minuciosamente,gründlich,58
3358,urinario,urin-,88
10259,tectónica,tektonik,42
10039,nitrógeno,stickstoff-,46
9785,enterrado,begraben,39
3573,mejilla,wange,76
14244,medio,bedeutet,10
8249,impuestos,steuern,27
6162,colombiano,kolumbianer,72
7140,asustado,erschrocken,38
6378,mitades,hälften,63
3678,notoriedad,bekanntheit,86
6135,cóctel,cocktail,67
6532,babuino,pavian,69
9393,infame,beruhigend,50
7411,letón,lettisch,63
9737,leva,nocken,42
11996,sello,siegel,24
14149,soltero,einzel,10
5063,dotante,geber,78
12257,sospechar,vermuten,19
11125,menor,kleiner,38
148,modernizar,umgewandt,73
10520,cine,kino,41
9148,detener,halt,39
2098,agua negra,schwarzes wasser,93
13502,escenario,bühne,13
8718,sombreros,hüte,29
14440,libro,buch,11
11413,laminación,rollend,21
6063,distorsión,verzerrung,46
14110,vino,kam,12
12654,sería,würde nicht,26
1633,preventivo,erremlig,77
14051,más tarde,später,10
9720,esqueleto,skelett,48
7816,volver a comprobar,überprüften,62
2117,catalítico,katalytisch,93
7353,paisaje,landschaft,60
9748,jaula,käfig,47
14091,norte,n,9
7969,aterrador,unheimlich,62
11003,café,kaffee,39
4369,incivilidad,unhöflichkeit,69
1118,oceanografía,ozeanographie,97
3846,licenciantil,lizenzgeber,86
5263,enlace,liaison,76
2784,temporizador,timer,67
4096,anemia,anämie,84
4169,bigote,schnurrbart,81
65,contratiempos,rückschläge,75
13898,compañías,firmen,10
14385,activos,vermögenswerte,41
8662,bizantino,byzantinisch,57
2587,perspectivas,erkenntnisse,49
3174,sip,jawohl,88
8174,la habana,havanna.,61
1412,huella,einstrichen,49
3941,ojeada,spähen,82
2592,reelaborado,überarbeitet,65
3330,serpiente de cascabel,klapperschlange,88
2208,valoración,titration,91
12625,lun,anzunehmen,25
8214,embargo,krampfanfall,57
2508,quincena,vierzehn tage,89
4930,gafas de protección,brille,76
13291,nación,nation,8
11862,encabezamiento,header,11
9643,juicio,beurteilung,47
1735,rectificar,beheben,69
12816,capturado,gefangen,17
9035,prusia,preußen,55
13441,mapa,karte,14
6604,rocío,tau,70
10876,distinto,unterscheidbar,26
14356,fuentes,quellen,7
1705,ute,che,95
10683,erizo,igel,41
2388,reintroducido,wieder eingeführt,80
2249,poz,pok,93
10530,coordenadas,koordinaten,24
2088,debusto,debussy.,93
14061,poner,setzen,10
7795,etilo,ethyl,62
8354,unicornio,einhorn,58
296,letear,lethe.,100
6209,afueras,stadtrand,72
12517,despedido,abgefeuert,11
11394,cámara,kammer,29
12231,novelas,romane,16
14441,suministrar,liefern,21
1668,emborracharse,fuddle,95
12462,esquina,ecke,25
7086,hola,hallo,66
4823,aguamiel,met,75
4292,puñalada,stechen,63
11791,checoslovaquia,tschechoslowakei.,33
13220,desarrollado,entwickelt,12
7645,resurrección,auferstehung,55
6318,nalgas,gesäß,70
4391,acueducto,aquädukt,82
5519,empleados,angestellte,60
1675,sola,solon,93
14280,dicho,sprichwort,9
14502,esperanza,erwartet,12
6769,sobrenatural,übernatürlich,69
8871,centavo,penny,55
14073,posible,möglich,8
7798,apostar,einatz,50
3789,marquesina,festzelt,86
9425,diecisiete,siebzehn,51
6328,congresista,kongressabgeordnete,72
3635,desclasificado,deklassiviert,86
8479,ensalada,salat,58
10663,venganza,rache,42
13003,conservó,gehalten,22
10543,entendido,verstanden,43
13353,contribución,beiläufig,18
13500,seguridad,sicherheit,13
5372,extinguirse,ext.,77
2927,pirineos,pyrenäen,90
10186,ántrax,milzbrand,46
9082,frito,gebraten,40
7735,precursor,vorläufer,61
4762,compañerismo,gemeinschaft,80
9583,paraíso,paradies,50
4948,cuerdas,rope,56
7428,bautismo,taufe,63
13385,ruso,russisch,16
13948,a él,ihn,10
298,sumador,addierer.,100
8459,tesorería,schatzkammer,58
8745,bíblico,biblisch,56
