ID,SPAIN,TURC,INTERVAL
2098,agua negra,siyah su,94
8473,claridad,netlik,60
11007,birmania,burma,41
8953,tejedor,dokuver,56
8357,decimosexto,on altıncı,61
13925,mientras,sırasında,7
11433,invicto,yenilmez,38
3511,salón de baile,balo salonu,87
5642,amonio,amonyum,78
254,permutaciones,permütasyonlar,86
3271,esquiador,kayakçı,80
9637,barriendo,nefes kesici,33
12943,cuyo,kimin,23
13367,6º,6,18
2207,capilar,kılcal damar,91
6222,plutonio,plütonyum,74
13978,día,gün,7
9788,desayuno,sabah kahvaltısı,49
12257,sospechar,şüpheli,19
12927,recepción,alma,6
572,reptil,sürüngen,99
1733,dentado,haşlanmış,62
9331,consumado,tüketilen,35
7901,marciano,marslı,62
11726,siria,suriye,36
8834,oso pardo,boz,51
3791,agitado,sarsılmış,87
14237,conocido,bilinen,11
6195,caniche,kaniş,73
14311,escuela,okul,7
4995,esfénico,sfenk,81
14487,noviembre,kasım,6
11333,hueso,kemik,34
11084,minería,madencilik,20
13439,soldados,askerler,15
623,estrellado,yıldızlı,99
7239,confucionismo,konfüçyüsçülük,67
9365,peligro,jeopary,54
1707,bola de fuego,ateş topu,94
4776,puta,sürtük,76
9432,gaélico,gael,53
1871,fluido,akıcı,95
14463,intentar,denemek,7
6451,ario,aryan,70
12410,wright,şımartmak,29
3643,nicaragüense,nikaraguan,86
9990,cuántico,kuantum,49
5804,lugar de nacimiento,doğum yeri,76
6437,artesano,zanaatkâr,73
5669,lepra,cüzdan,78
13505,arbitraje,tahkim,16
688,ubicuo,çabuk,99
13381,misión,misyon,14
11129,más rápido,daha hızlı,40
11068,huevo,yumurta,38
4462,retraso,lag,75
10291,flamenco,flemiş,47
6740,piña,ananas,71
13943,apagado,kapalı,10
11553,más difícil,daha güçlü,37
7658,remitente,posta ücreti,65
14222,cerca,yakın,12
11594,viaje,seyahat,33
6296,estilo de vida,yaşam tarzı,68
10986,híbrido,hibrit,40
13648,necesariamente,mutlaka,14
7157,cortina,perde,65
6367,sífilis,frengi,74
8904,isabelino,elizabethan,57
5771,rosario,boncuklar,68
5027,profecía,kehanet,73
14332,alcanzó,ulaşmış,11
9039,reembolso,yeniden düzenleme,53
5890,nuez dura,hicary,76
12238,más largo,en uzun,31
8336,lección,ders,51
7771,faro,deniz feneri,63
12134,víctimas,mağdurlar,27
3942,explotado,sömürülen,46
11054,neal,azarlamak,41
4294,tijeras,makas,74
4126,receta,tarif,76
731,practicantes,uygulayıcılar,81
13796,en,içinde,5
8251,horizonte,ufuk çizgisi,62
4624,grinta,gıcırtı,83
2031,zoroastrismo,zervasiyanlık,89
14346,comercial,reklam,10
5759,apurarse,acele etmek,71
4266,hornillo de camping,primus,85
8315,hindi,hintçe,62
13731,espacio,uzay,13
12741,articulación,eklem yeri,25
6305,rociar,sprey,63
2421,homicidio involuntario,adam öldürme,92
13789,salud,şerefe,13
4530,templado,temperli,48
8857,calvo,kel,52
8647,crustáceo,kabuklu,59
14467,discutido,tartışılmış,7
169,disfrazarse,diss,100
5824,tilo,ıhlamur,76
3682,firstone,ateş taşı,87
14189,llave,anahtar,13
5475,renumerado,yeniden numaralandırılmış,63
12897,palanqueta,jimmy,24
3323,caballo pinto,pinto,89
5625,cojear,boşaltmak,63
12436,alivio,rahatlama,29
11568,ya no,artık değil,37
8985,elaborar,detaylandırmak,49
3212,fondo de pantalla,duvar kağıdı,86
14517,occidental,batılı,12
14145,llamar,arama,9
7983,chelín austríaco,schilling,62
10039,nitrógeno,azot,48
2592,reelaborado,yeniden işlenmiş,67
14179,ganancias,kazanç,17
13204,noveno,9.,20
3993,diez centavos,dime,81
7597,pala,kürek çekmek,61
5622,indiscutible,tartışmasız,74
12546,pagar,ödemek,24
7553,biomasa,biyokütle,66
4642,desafortunado,şanssız,83
9404,triunfo,koz,51
5049,mechones,tüfler,79
9151,granada,el bombası,47
7650,oficial de intendencia,mücadele,65
12537,copias,kopya,12
13281,primario,öncelik,18
427,dictatorial,diktatör,99
8386,fachada,fac,61
8928,kimchi,bir çeşit yöresel kore yemeği,57
13167,gogo,git git,20
8815,anverso,engel,58
13894,estos,bunlar,7
405,volquete,damper,100
1731,seno,sinüs,91
12115,cultural,kültürel,14
13668,ingresó,girdi,12
6644,irrazonable,makul olmayan,70
3045,anochecer,akşama,90
11976,plataforma improvisada,sabun kutusu,33
13289,incidente,olay,17
4532,conmemorativo,anma,34
11304,por último,son olarak,38
8042,curtidor,tanıştırma,62
14146,nombre,isim,7
13598,destacados,özellikli,11
10305,éxodo,exodus,47
10308,vale,chit,47
13372,yo mismo,kendim,18
302,gundoso,gundy,100
4610,aprendió,öğrendi,83
9493,molécula,molekül,49
7296,balcanes,balkanlar,58
10993,bautista,vaftizci,40
8344,en todo el estado,devlet çapında,61
8575,dictadura,diktatörlük,56
8182,mantenimiento de la paz,barışı koruma,53
10091,conseguido,aldatmak,48
13838,nuevo,yeni,7
9768,tensiones,gerilim,39
2361,mausoleo,mozoli,92
9997,disparate,piffle,49
13165,torre,kule,19
3549,artrópodo,eklem bacaklı,87
8707,variación,varyasyon,44
6388,lavar,yıkama,48
5120,anexial,anafsal,81
11492,típico,tipik,28
7627,impresora,yazıcı,60
3284,sharia,şeriat,89
6505,cíclico,döngüsel,71
1083,riñones,reins,77
9570,agricultores,çiftçi,43
10897,pastor,çoban,41
12699,acroterio,akroterasyon,26
9834,amistad,dostluk,49
13106,wills,küçük kapı,17
2163,poco realista,gerçekçi olmayan,92
564,secuenciar,pullu,99
7497,voluntario,gönüllü,66
90,enfisema,amfizem,100
2820,horizontes,ufuklar,58
13224,sol,güneş,18
1801,kinder,daha nazik,95
8075,esponja,sünger,62
3362,tallos,saplamak,43
2869,acuífero,akifer,89
448,bote salvavidas,filika,97
13713,mar,deniz,14
14180,julio,temmuz,7
9865,principios,prensipler,32
111,subsistencia,geçim,92
5023,agujas del reloj,saat yönünde,81
3836,antimonopolista,antitrust,87
13575,beto,bob,15
14095,promedio,ortalama,12
2465,acicalar,damat,80
5320,sombrero de copa,topak,68
8939,escritorio pequeño,davenport,57
462,contrastado,zıt,38
4309,campo de pena,plainfield,84
7584,aerobús,airbus,66
6547,pasta,makarna,73
4481,guapo,yakışıklı,83
12610,delegado,del,27
6090,huella,ayak izi,71
729,cussing,coşkulu,96
12726,listo,hazır,24
3644,sin ánimo de lucro,kar amacı gütmeyen,88
2959,aficiones,hobiler,62
13379,pistola,silah,14
9956,wen,karalamak,49
10437,tranquilo,huzurlu,18
8877,aguas residuales,kanalizasyon,57
5406,digerir,sindirmek,57
3104,jóvenes,gençler,82
1273,piedra preciosa,değerli taş,91
9999,monzón,muson,48
1384,inflamable,yanıcı,94
3548,ameba,amip,88
4278,gota,grue,84
960,entente,tedbir,98
13881,usado,kullanılmış,5
9524,vudú,voodoo,52
14169,registro,kayıt,8
1121,escasamente,az miktarda,98
9270,zanahoria,havuç,53
1909,con entusiasmo,hevesle,95
10859,colegial,kolej,42
6091,babosa,sümüklü böcek,57
6674,roduce,rodman,72
2314,alegrarse,sevinmek,88
66,determinar con precisión,tespit etmek,95
7803,bomberos,itfaiyeciler,50
5910,patata,yırtmak,76
12069,martillo,çekiç,31
4529,burroughes,buruşmak,83
12267,odio,nefret,28
10781,linaje,linemen,43
1013,mandón,bossi,98
2204,convergente,yakınsak,52
239,sin oposición,göze çarpmayan,100
13818,no,olumsuz,5
13827,haría,istemek,5
12279,preparado,tedarikli,20
10798,jugador de bolos,melon,33
1732,regalías,kraliyet,70
12227,nacimiento,doğum,16
2965,galgo,tazı,73
855,ethí,ilham,99
11828,exterior,dış,35
13090,reasignado,yeniden atandı,21
13112,capital,başkent,14
11703,columna,kolon,32
7018,hackear,hacklemek,41
768,cadmio,kadmiyum,99
9227,colina baja,mesa,55
13405,rugby,ragbi,18
13938,comparte,hisse senetleri,6
2241,gonorrea,belsoğukluk,94
11790,enterrar,inter,35
5252,sarcasmo,iğneleyici söz,80
12319,lanzador,sürahi,25
13523,el verano,yaz,16
4188,irlandés,hibernian,85
12078,aficionado,amatör,31
6841,fisco,fisk,70
7990,champán,şampanya,63
4564,costillas,pirzola,66
5184,fabuloso,famiform,80
1441,arameo,aramaiç,96
7850,atrocidades,acımasızlıklar,60
4672,manuscritos,el yazmaları,65
12948,chatarra,önemsiz,23
7442,hipódromo,yarışmacı,67
9562,salario,aylık maaş,48
14274,fue,gitmiş,12
6491,vaina,pod,68
11055,retrato,vesika,39
1596,hornear,pişirmek,66
5042,bip,bip sesi çıkarmak,79
11190,piratería,korsanlık,39
13582,historia,öykü,13
13975,segundo,ikinci,8
3599,atrincherado,tamir edilmiş,81
28,difracción,kırınım,100
6623,calabaza,kabak,69
4987,aro,hoop,71
6369,palacio de justicia,adliye,73
8142,variado,değişken,25
3878,inglés,i̇ngiliz,86
12941,distancia,mesafe,21
3533,manteca de cerdo,domuz yağı,88
5451,teóricamente,teorik olarak,59
5279,péndulo,sarkaç,79
13095,libertad,özgürlük,21
12522,engañoso,yanıltıcı,27
3120,obturador,deklanşör,81
14187,continuar,devam etmek,5
3373,revocar,yürürlükten kaldırmak,77
12431,sirve,hizmet vermek,13
8915,silbido,ping,57
2872,elasticidad,esneklik,78
13189,químico,kimyasal,19
9673,según cabe suponer,sözde,52
1590,condensar,yoğunlaştırmak,55
7219,carriles,lanes,31
7766,intimidación,zorbalık,49
14206,preguntó,diye sordu,6
1738,esotérico,ezoterik,95
11564,crucial,hayati,36
7714,infield,alet,19
6286,yodo,iyot,74
5705,narrador,dış ses,58
10372,hardware,donanım,46
3346,palillos,yemek çubukları,89
9646,fuegos artificiales,havai fişek,50
10828,coca,koka,43
12282,loco,deli,30
12079,jardín,bahçe,26
13385,ruso,rusça,17
1242,mancha,lekelemek,68
14288,universidad,üniversite,8
7183,margarita,papatya,67
13357,oner,ont,18
7441,auxiliar,aux,67
7984,hídeo,hyde,63
9821,salar,tuzlu,50
8073,en tierra,karaya,62
7403,violeta,menekşe,65
3806,ferrer,ferral,87
5962,reintegrar,eski durumuna getir,47
5582,algún día,bir gün,78
8587,altruismo,özgecilik,60
5601,ritter,ritman,78
13465,mano,el,13
12764,peor,en kötüsü,25
10786,mayordomo,uşak,43
9234,trigo,buğday,54
1666,oboe,obua,95
8533,minuciosamente,iyice,60
5208,apresurado,aceleci,79
11942,centro comercial,alışveriş merkezi,33
683,forraje,yem,99
12558,innecesario,gereksiz,28
8005,golpes,samanlıklar,36
13329,zonas,alanlar,11
10776,imagina,hayal etmek,35
12414,libremente,serbestçe,29
8963,despecho,spite,56
1117,escoria,cüruf,94
10674,repuesto,kıyamamak,40
10498,reescrito,yeniden yazılmış,45
14101,país,ülke,10
7654,excavado,kazıklamak,65
10805,opuesto,karşıt,20
4881,club nocturno,gece kulübü,76
12995,avenida,bulvar,22
3029,pronombre,zamir,81
10312,ign,icn,46
8782,clínico,klinik,48
10816,hemisferio,yarımküre,42
12952,momento,an,20
2197,luz del sol,güneş ışığı,94
8304,sudoeste,sw,62
13542,huelga,vuruş,13
6852,desmovilización,demobilleşme,58
269,erguido,dik,52
1956,negociar,pazarlık,62
13543,dio,verilmiş,16
6984,interferir,müdahale etmek,42
11938,queso,peynir,33
13004,responsable,sorumlu,12
11472,jerusalén,kudüs,38
9501,pandillas,çeteler,27
6468,siniestro,uğursuz,73
3974,fragata,firkateyn,82
1812,piedra angular,köşetaşı,91
9426,pericia,uzmanlık,53
4155,víbora,viper,71
6650,usable,kullanılabilir,69
2911,inducciones,indüksiyonlar,87
6058,piso de arriba,üst katta,75
5714,cv,özgeçmiş,77
6694,esmerejón,merlin,71
4026,trayectoria,yörünge,78
12089,compromiso,anlaşmak,23
1058,celo,zalim,98
10439,vicioso,kısır,46
10869,guarida,den,42
5000,polígono,çokgen,73
13553,audaz,gözü pek,15
13109,naturaleza,doğa,14
1905,orfebre,kuyumcu,88
122,zalema,selam,100
12540,gobernador,vali,25
266,indulgente,hoşgörülü,97
11512,resistente,hardy,36
8845,pintor,ressam,55
4218,factible,mümkün,74
1792,campus,kampüsler,95
10938,género,ge,42
5245,ratonera,fare kapanı,80
8460,milenios,bin yıllık,61
3287,desconsiderado,bakmaz,89
3496,retroactivamente,geriye dönük,79
9713,gótico,gotik,51
2998,superhéroes,süper kahramanlar,64
1642,perdonado,affedilmiş,96
11911,nube,bulut,30
5260,defectos,kusurlar,51
10309,acompañado,eşlik eden,22
10130,inteligente,zeki,21
11403,experto,uzman,29
13006,dibujó,çizdi,23
3000,marcadamente,belirgin şekilde,90
7461,vacaciones,tatil,52
13449,seriamente,ciddi anlamda,17
8969,compatible,uyumlu,52
10346,invernadero,yeşil ev,46
5709,falacia,yanlışlık,67
10841,vino,şarap,41
12682,vendido,satıldı,27
8670,no es,isnt,59
12798,oposición,muhalefet,21
3903,suavemente,pürüzsüzce,86
14502,esperanza,beklemeler,12
12819,asumir,farz etmek,17
3114,bazo,dalak,89
1280,sangrar,kanama,52
2907,escarbar,scrabble,91
13065,tiempo extraordinario,mesai,22
5370,volátil,uçucu,72
3233,nucleico,nükle,89
10603,ir a,gol yapmak,44
3600,ansioso,endişeli,88
10293,motivo,uğruna,46
5360,escorbuto,skırlamak,79
10386,hombre libre,özgür adam,46
6617,placa,plak,68
9368,nosotros mismos,kendimizi,54
10866,disminución,reddetmek,16
7000,nudillos,knuckles,65
8747,patria,vatan,58
1088,femenino,kadınsı,96
13984,centavo,yüzyıl,30
13974,unido,birleşik,7
13743,detrás,arka,13
11305,volcán,volkan,37
9276,chapoteo,sıçrama,54
11227,p.ej,örneğin,39
11034,gremio,lonca,40
5064,sectario,mezhep,79
12107,revisado,kontrollü,12
3660,normalización,normalleşme,17
10954,esbozado,özetlenen,35
13040,mayor,kıdemli,21
13292,jordán,ürdün,19
11204,apelación,temyiz,30
3038,tomillo,kekik,90
14057,cambiar,değiştirmek,6
10682,alias,taksi,38
4666,encendido,tutuşmuş,60
11777,licencia,lisanslama,12
8739,psicológico,psikolojik,37
2754,cervecería,bira fabrikası,85
5109,no especificado,belirtilmemiş,81
9714,ceremonias,törenler,26
216,hecho en casa,ev yapımı,100
3516,eucalipto,okaliptüs,88
5655,stephane,step,78
4036,lentes,lensler,85
4873,raperos,rapçiler,32
11056,té,çay,41
10391,saltando,atlama,9
11533,curioso,meraklı,37
13227,producción,üretim,9
776,mezquino,aracı,99
3367,soplo,puf,76
22,lápiz labial,ruj,100
11299,culpable,suçlu,38
8099,whisky,viski,62
9850,hércules,herkül,50
6265,trajes,kostümler,45
1817,mina de arena,sandpit,95
5065,canalla,cad,81
14396,reclamos,iddialar,10
13742,chico,oğlan,12
8429,cesta,sepet,58
13368,trofeo,ganimet,18
8039,soleado,güneşli,46
3479,reedidado,yeniden başlamak,72
14131,veces,zamanlar,6
1352,limo,sümük,96
818,completamente,büsbütün,99
7165,acostumbrado,alışılmış,68
5877,descrédito,itibarsızlık,60
10016,mortal,ölümlü,39
1020,forjado,dövme,98
9707,armonía,uyum,49
11933,aerolíneas,hava yolları,29
12583,fosa,çukur,21
4619,yr,yrap,76
13007,reacción,reaksiyon,21
9643,juicio,yargı,49
9062,botella,şişe,45
8033,funcional,fonksiyonel,25
12528,madera,odun,22
1090,circunstancial,aksi halde,97
3728,amoblar,döşemek,65
10559,votantes,seçmenler,38
10221,aspiradora,hoover,47
6417,derecho de retención,haciz etmek,73
13324,discrepar,aynı fikirde olmamak,18
4474,somnoliento,uykulu,84
12964,omisiones,ihmalci,23
10209,apuesta,bahis,40
895,injerto,greft,91
12244,afijo,takmak,31
9038,manto,örtü,55
12052,se convierte en,olur,9
6900,contabilizado,hesap,6
12318,walter,vahşet,30
3458,chalado,batmış,88
13864,encima,üzerinde,8
4104,eniac,en baş,86
103,coronario,koroner,100
9628,notable,dikkate değer,51
5599,amplitud,genlik,77
12720,caballo,at,23
11996,sello,mühürlemek,25
2022,marcador de posición,yer tutucu,94
2890,fruición,meyil,91
7264,gofre,gözleme,64
1465,secuencialmente,sırayla,70
9916,provisiones,hüküm,42
5029,estimular,mahmuz,38
381,virrey,viceroy,98
6396,premisa,öncül,55
8565,jengibre,zencefil,60
345,cinturón en,belton,100
8359,mansión,konak,59
668,tenue,tenekli,99
1946,acertado,riddled,75
639,brazalete,manşet,86
14098,izquierda,sol,9
1065,abarcado,kapsayan,41
4387,jazmín,yasemin,82
4329,tenaz,inatçı,81
6323,rebaba,burr,74
7216,peludo,kürklü,68
12780,cuba,küba,25
7818,incertidumbre,belirsizlik,62
12058,trivialidades,trivia,33
8689,tristemente,ne yazık ki,59
5745,reabrido,yeniden açılmış,65
11000,boca,ağız,39
7727,nápoles,napoli,65
8569,deriva,sürüklenme,38
5462,tora,tevrat,78
7373,privado,gizlilik,67
10789,herramientas,araçlar,24
3197,cuidado de la salud,sağlık hizmeti,89
14377,calle,sokak,12
9327,apodado,dublajlı,46
9119,reforzado,takviyeli,37
3480,intervenir,aradan,51
14083,importante,önemli,9
482,epitafio,epitaph,99
2348,no debería,yapmamalı,93
4724,lamer,yalamak,71
3573,mejilla,yanak,78
10906,a mitad de camino,ortaçağ,42
238,siesta,kestirme,84
8561,leal,sadık,59
9176,sin precedentes,görülmemiş,55
4797,nucleótido,nükleotit,75
3675,tocando,dokunmak,53
4653,punto de vista,bakış açısı,82
14411,trabajos,meslekler,20
858,construcciones,inşaatlar,5
14161,estudiar,çalışmak,20
7885,curvo,kavisli,41
8195,variantes,varyantlar,45
1315,en mayúsculas,büyük harf,97
13002,franquicia,franchise,21
7192,decencia,hak,68
6697,ustedes mismos,kendin,71
10010,odisea,odyssey,49
6977,saltó,patlak,23
14074,lejos,uzak,9
11359,tabaco,tütün,38
12341,memoria,hafıza,16
6358,espacio aéreo,hava boşluğu,74
9192,durazno,şeftali,53
7903,verificar,çıkış yapmak,62
7184,vengadores,yenilmezler,46
9660,calcio,kalsiyum,52
13266,griego,yunan,18
11825,postemporada,postseason,35
8150,accesorio,fikstür,47
13677,duplicar,kopyalamak,13
1313,chamán,şaman,85
9309,frotar,yedirmek,54
14112,a nosotros,bi̇z,8
10879,recuperación,iyileşmek,41
6779,textura,doku,63
6990,morteros,harçlar,44
12829,tocino,domuz pastırması,25
1453,consuelo,teselli,96
5985,dirección norte,northbound,76
6727,gitano,tamircilik,69
12488,no relacionado,ilgisiz,28
10597,jardinero,fielder,44
7218,puño,yumruk,58
875,prefacio,önsöz,94
5423,mercancía,emtia,66
7415,pelea,hücum,65
13821,este,bu,5
2158,condición,proviso,93
5472,explicativo,açıklayıcı,79
5115,humanoide,insansı,78
14469,documento,belge,14
13241,ok,tamam,20
6343,estrecheces,boğazlar,47
14197,planta,bitki,18
1629,dúplex,dubleks,94
8257,fauna silvestre,yaban hayatı,62
5552,estima,sisin,78
9985,delirio,deliryum,49
64,entristecido,üzüldü,95
4346,may day,mayıs günü,84
10285,carne,et,46
11505,solicitud,başvuru,25
230,subgrupo,alt grup,93
1098,sirenas,sirenler,75
8260,todoterreno,jeep,59
13284,8,8.,19
13566,hoy dia,bugün,15
10692,en público,halka açık,44
1764,bloqueador,engelleyici,86
12670,píxeles,piksel,25
8951,fornido,husky,37
11519,destello,flaş,34
11278,relaciones públicas,ped,38
7606,mosquito,sivrisinek,62
869,artefacto,eser,64
7883,comercialmente,ticari olarak,10
842,ferroso,demirli,99
1059,ejecutar,zorluk,33
11484,barrido,süpürme,38
9026,postura,duruş,55
10207,chaquetas,ceketler,39
13253,preocupaciones,endişe,11
9154,batuta,baton,52
4536,hipotético,varsayımsal,81
10298,científicos,bilim insanları,36
1756,compañeros de clase,sınıf arkadaşları,86
10112,walsh,vasat,48
11970,trayendo,getirme,6
9104,explosión,patlama,31
7398,apóstol,havari,54
5409,más seguro,daha güvenli,79
8413,casual,gündelik,57
7730,interceptador,arsızlık,60
13323,bretaña,britanya,19
5422,bulboso,soğanlı,79
9442,contencioso,çekişmeli,53
7918,yegua,kısrak,63
13730,español,i̇spanyol,14
7147,esquimal,eskimo,49
13711,islas,adalar,11
4986,cacao,kakao,81
11987,carretera,karayolu,29
7835,molesto,sinirli,35
7305,desnudez,çıplaklık,67
3138,clero,din adamı,89
2261,radiante,işıltılı,94
7410,ultimátum,ültimatom,67
7899,aliviar,rahatlamak,32
10237,teclas,anahtarlar,13
2117,catalítico,katalitik,94
8554,acosar,sugaralı,60
2761,sin heos,nefretsiz,91
1329,gárgola,gargoyle,94
784,casa antigua,claymore,98
8484,diestro,damak,59
10453,zaqueta,zack,46
3952,notario público,np,86
11320,pasos,adımlar,19
3966,calabazas,balkabağı,62
11837,pollo,tavuk,34
12095,coalición,koalisyon,32
6078,hoja de cálculo,elektronik tablo,73
5237,tripulación aérea,hava mürettebatı,56
9420,segregación racial,apartheid,53
11250,cautiverio,tahvil,24
12749,pm,öğleden sonra,26
12268,musulmán,müslüman,25
8356,tensión,gerilmek,51
6177,pie grande,büyük ayaklar,75
13686,cuestiones,konular,9
12724,lesión,incinme,19
2401,infracciones,ihlaller,81
13990,ordenador personal,pc,40
271,ruta aérea,skyway,99
8301,realista,gerçekçi,54
11748,conciso,özlü,35
355,renacido,yeniden doğmak,100
2372,buzón,posta kutusu,91
14088,aquí,burada,5
5856,pasto,bitmek,75
12923,es más,dahası,24
14320,fuente,kaynak,7
7728,enrojecimiento,kızarma,56
4464,eurasiático,avrasyacı,83
14038,señor,bay,12
6625,coyote,çakal,57
2961,antepasado,ata,72
6052,púnico,punik,75
5138,levantamiento de pesas,ağırlık kaldırma,80
14028,largo,uzun,9
5853,grifería,kızartmak,76
9053,calina,pus,54
8361,instantáneamente,anında,61
7186,grabado,oymak,49
12192,escriba,yazma,31
6156,simpático,sempatik,74
5287,veganismo,vegancılık,55
10718,banderín,pennat,42
716,entrante,gelen,87
10503,radiación,radyasyon,42
9304,salmón,somon,54
12638,intensidad,yoğunluk,21
12133,jueves,perşembe günü,32
4061,globos,balonlar,45
4296,jacinto,sümbül,84
8436,habilidades,yetenekleri,27
12783,estudio,stüdyo,21
8202,querida,sevgilim,62
9597,robo,çalmak,36
1324,pío,peeps,84
5636,dignidad,itibar,77
11763,lucero,luka,35
9359,conversos,dönüştürür,20
14046,pequeño,biraz,12
9452,soberano,egemen,52
6804,laurel,defne,70
299,agrupado,paketlenmiş,80
10272,llevar a la fuerza,shanghai,47
893,militarmente,askeri olarak,98
10269,feo,çirkin,43
7067,irregular,düzensiz,49
8570,sábalo,tirsi balığı,60
2303,desviación,sapma,65
1822,estilos,taşlar,93
446,poco característico,karaktersiz olarak,89
11744,flota,filo,35
11848,aprobación,onay,22
3851,frustrado,engellenmiş,75
5723,cajero,anlatan kimse,75
2508,quincena,iki hafta,90
5263,enlace,irtibat,78
2891,inundado,su altında kalmış,81
13917,presidente,başkan,12
9697,ovni,ufo,50
2547,lechuga,marul,92
14422,capacidades,yetenekler,28
1421,lanudo,shaggy,96
12994,magnitud,büyüklük,22
7374,centeno,çavdar,67
4807,aparecer,doğurmak,48
3899,codicia,açgözlülük,86
7998,marimacho,butch,63
9945,zoo,hayvanat bahçesi,48
9561,curry,köri,48
11966,ministerio,bakanlık,32
4804,inadvertido,fark edilmemiş,76
9746,desesperado,çaresiz,42
2029,salvaguardia,korumak,88
9489,cariño,footy,53
7971,jeque,şeyh,63
978,escuela secundaria,lise,98
11795,intereses,ilgi alanları,9
12702,volver a escribir,yeniden yazmak,21
9427,crecido,yetiştirilen,53
12756,móvil,mobile,18
727,litúrgico,aydın,97
11695,sombra,gölge,33
6526,enjambre,sarmak,67
5891,dinosaurios,dinozorlar,55
3259,excesivamente,aşırı derecede,38
244,comestible,yenilebilir,98
4732,sensibilidad,duyarlılık,44
750,disfunción,disfonksiyon,90
10709,matemático,matematiksel,25
12878,tipos,türleri,8
2181,escudero,karmakarışık,83
4777,unionista,sendikalı kimse,73
1252,sketch satírico,kırıştırmak,88
13875,a ellos,onlara,6
13389,waggers,vaggerler,18
7267,quintilla cómica,limerick,67
14208,campo,alan,9
12475,misil,füze,24
2561,almacenista,saraycı,92
6658,tallista,carver,71
708,pardo,dun,83
9670,síntesis,sentez,52
13786,de lo contrario,öte yandan,13
10382,destino,alın yazısı,46
13610,palabra,kelime,10
1231,corcha,torchbearers,86
14480,jugar,oynamak,8
11104,gradualmente,gitgide,38
8401,kurdo,kürt,61
7593,sótano,bodrum,65
7625,pepitas,nuggets,59
13577,joven,genç,15
14386,tarjeta,kart,15
5974,quemador,brülör,75
5084,ladrones,hırsızlar,80
1295,salinidad,tuzluluk,84
7837,agitar,sallamak,53
3396,travesaño,çaprazlama,88
11946,expresado,ifade edilmiş,18
2620,estereoscópico,stereoskopik,91
10871,terrible,korkunç,38
13108,líder,önder,14
5144,criadero,kuluçkahane,80
1661,aviónico,aviyonik,89
4730,suplicado,yalvarmak,62
5815,dengue,dang,77
11280,estudiante de primer año,birinci sınıf öğrencisi,39
8368,santas,yourluklar,60
5682,pezón,meme başı,72
7718,contradicción,çelişki,38
5881,extrañamente,garip olarak,76
12245,princesa,prenses,31
1992,borrascoso,güslü,94
3039,albañilería,duvarcılık,90
6915,dote,dow,70
13814,voluntad,irade,5
7915,alegre,şen,63
6817,bendición,nimet,71
3799,sarampión,kızamık,87
1374,burgués,burjuva,97
5743,sicomoro,sycamore,76
3264,péptido,peptit,87
7785,salamandra,semender,64
2569,jurados,jüri üyeleri,78
12534,considerado,addedilen,6
14413,obras,i̇şler,5
6878,biotecnología,biyoteknoloji,70
7151,vást,değersiz,68
667,audible,sesli,96
14348,tomando,alıcı,5
12722,madre,anne,25
1815,biomédico,biyomedikal,95
1449,reutilizado,yeniden kullanmak,64
11806,león,aslan,20
4460,cuáqueros,quakers,69
4535,más inteligente,daha akıllı,83
14141,pendiente,vadesi dolmuş,7
5566,tímido,nazlı,78
3358,urinario,idrar,89
9347,exilio,sürgün,47
5516,miseria,yer fıstığı,45
13899,mucho,fazla,10
1410,cicero,çiçero,96
14267,edificio,bina,12
6301,mareado,başı dönmek,70
2456,cocido,pişmiş,28
3637,colina,dağlı,88
3666,rómulo,romulus,87
8047,facciones,fraksiyonlar,49
3943,buldeo,bf,86
5863,reestructuración,yeniden yapılandırma,64
11180,ancho,genişlik,39
8526,en el extranjero,yurt dışına,60
4045,descontento,hoşnutsuz,82
12206,en g,ingilizce,31
7379,sectores,sektörler,37
7839,mentiroso,yalancı,61
6123,sofisticado,komplike,70
9061,camisetas,gömlek,40
850,caledoniano,kaledonyalı,99
14266,comentario,yorum,6
9942,sí misma,kendini,49
8454,deseado,i̇stenilen,32
11341,morder,şampiyon,36
14148,propuesto,önerilen,11
6015,del este,paskalya gibi,73
8307,paraguas,şemsiye,61
942,rapto,rapture,94
13651,guardia,koruma,12
2132,paradero,nerede,94
5971,despedida,veda,75
3425,cesación,durdurma,88
7588,camisa roja,kırmızı gömlek,62
8713,taiwanés,tayvanlı,59
9785,enterrado,gömülü,41
2096,exclamación,ünlem,92
13161,ciertamente,kesinlikle,20
8474,puntería,amaçlayan,25
7370,alce,elk,66
9323,fatal,ölümcül,30
1024,salmoncillo,parr,98
7788,he,ya sahibim,64
5924,más caliente,hottest,76
8243,perdonar,affetmek,54
2387,quebrada,gulba,91
2562,bielorruso,byelorussian,92
7920,espectador,izleyici,39
8063,señorío,manor,62
4846,farmacéutico,eczacılığa ait,72
13059,dos veces,iki defa,22
3368,replicación,çoğaltma,67
9028,inédito,yayınlanmamış,56
9716,tormenta de nieve,kar fırtınası,50
6318,nalgas,kalçalar,72
2274,inexperiencia,deneyimsizlik,94
10799,propiedades,özellikleri,23
7436,alguacil,şerif,65
5085,brandy,brendi,81
1827,a prueba de balas,kurşun geçirmez,95
7477,parkway,park yeri,66
4533,riguroso,titiz,70
8507,en peligro de extinción,nesli tükenmekte olan,57
1344,malla,örgü,94
