ID,SPAIN,PORTUGAIS,INTERVAL
10991,ciervo,hart.,38
14267,edificio,prédio,11
4266,hornillo de camping,primus.,81
7383,filete,steak,61
12010,mermelada,geléia,27
10452,salida,partida,39
9444,azufre,enxofre,46
921,obtención,compras,78
5029,estimular,esporão,34
12766,tarjetas,cartões,14
2026,mofa,zombaria,91
3088,licuadora,liquidificador,87
2429,congreso nacional africano,anc.,91
6899,neptúnico,neptunian.,65
13230,vuelo,voo,16
7441,auxiliar,aux.,62
13166,entrenar,comboio,11
5322,rubio,loiras,62
13314,invasión,invasão,17
12395,polvo,pó,27
12874,lucha,luta livre,21
87,blanqueo,branqueamento,39
216,hecho en casa,caseiro,100
8448,críptico,enigmático,55
6011,granja pequeña,croft,71
2359,más divertido,mais engraçado,91
8395,coste y flete,caf.,56
7270,cuadrícula,praças,16
8707,variación,variação,40
4819,pistón,pistão,36
9309,frotar,esfregar,49
14271,en realidad,realmente,10
3288,salvar,salvamento,64
7483,metraje,yardage,62
9237,alquitrán,alcatrão,49
8480,trascendencia,implicações,41
9874,darse cuenta de,entender,37
13113,playa,praia,18
3082,ceceo,lisp.,88
5249,mandar,maniper,76
7187,rumorado,rumores de rumores,33
2692,suprarrenal,ad-renal,90
5988,podrido,podre,72
1515,camisa de señora,chemise,90
7984,hídeo,hyde.,59
3054,fundamental,keynote.,88
5571,estadios,stadia.,74
6189,hoy en día,nos dias de hoje,70
6845,manta,cobertor,58
13618,chat,bater papo,13
12700,blindado,panzer.,23
452,zurrar,durr.,100
708,pardo,dun.,79
2414,cepillo de dientes,escova de dente,91
10423,colisión,colisão,39
1895,numero,num.,93
2602,torcido,torto,62
11945,undécimo,décima primeira,30
13991,comercio,negociação,13
1982,bote,jackpot.,92
12615,vicio,vice,24
11656,exitosamente,com sucesso,12
4680,no revelado,não divulgado,79
5575,absorción,absorção,73
6787,de forma remota,remotamente,38
10886,desapego,destacamento,30
100,jorobado,jubarte,100
11109,natación,natação,33
5598,a la fuerza,forçosamente,67
9256,brusco,curt.,50
8975,mariposa,borboleta,50
12298,disgustado,chateado,25
7776,magnífico,soberbo,60
6475,empresario,empreendedor,62
14244,medio,significa,9
14134,cambios,mudanças,6
13188,niños,crianças,18
11746,cama y desayuno,bb.,31
3454,verbigracia,viz.,86
13388,mella,usuario,16
8437,atrevimiento,atreva-se,47
6983,soda,refrigerante,64
10639,actas,transações,37
8923,palomitas,pipoca,52
10586,cuando sea,sempre que,40
3087,ardiente,fogosa,87
1832,cadino,cady.,94
750,disfunción,disfunção.,88
11518,boletin informativo,boletim de notícias,33
8687,severo,sinistro,54
4014,carácter de nación,nationhood.,83
11580,víctor,vencedor,32
1309,rendimiento,taxa de transferência,96
3444,nuque,nuke.,79
13891,hacer,fazer,5
10129,dio cuenta,percebi,25
4563,cortacésped,cortador,75
6055,carretilla,carrinho,71
13031,fundación,fundação,19
12953,anular,sobrepor,21
14119,tomó,pegou,9
422,larguero,longarina,97
8844,coño,cunts.,34
13748,béisbol,baseball,12
2694,tetera,bule,90
13599,devuelto,retornou,10
1694,slappy,slatp.,94
13036,lanzar,jogou,20
9437,puerta,porta de entrada,48
11354,sudán,sudão,35
7465,muelle,doca,47
6153,cartas credenciales,credenciais,68
3339,albergue,hostel,82
10913,rana,rã,34
1596,hornear,assar,61
13934,entonces,então,6
13313,galón,garota,17
7493,ducha,chuveiro,47
10692,en público,publicamente,39
7411,letón,letão,61
8257,fauna silvestre,animais selvagens,57
11694,transportador,operadora,30
13702,ganador,vencedora,11
13555,doble,duplo,12
14397,fuego,fogo,11
7773,cabina,cockpit.,58
9049,cofre,peito,50
1043,ave de serpiente,darter.,94
11474,bebida,beber,27
6054,picotear,peck.,69
1724,cierre,fechamentos,47
7198,retroceso,recuo,62
4367,reurbanización,redesenvolvimento,62
11797,bajo tierra,subterrâneo,31
13234,estimado,caro,18
6118,principiante,novato,68
9013,renunciar,demitir-se,27
12696,patrón,padronizar,22
5852,tol,para mim,72
1760,barranco,ravina,91
3070,connotaciones,conotações.,62
14354,mujer,mulheres,12
10832,visión de conjunto,visão geral,38
7074,los mormones,mórmons.,33
10674,repuesto,poupar,37
283,de cerca,fechar-se,98
5937,garganta,desfiladeiro,53
14095,promedio,média,12
2050,cabeza armada,ogiva,76
10683,erizo,ouriço,39
5156,clandestino,disfarçado,77
6896,cierto es que,admitidamente,65
2626,bandido,bushranger.,90
14212,cargos,cobranças,16
7360,reproches,flak.,62
8576,agradecido,grato,49
3386,incredulidad,descrença,86
11123,banda sonora,trilha sonora,35
884,buena suerte,boa sorte vá com deus,97
3232,arriesgador,riscor.,87
2454,sometido,subjugado,78
12810,suiza,suíça,22
4174,metralla,estilhaços,82
8215,tapir,anta,57
13443,agradable,legais,15
3664,alumnos,pupilas.,73
4974,tarjeta madre,placa-mãe,78
12829,tocino,bacon,22
13299,reunió,conheceu,14
6508,serbal,rowan.,68
8840,puntuación,pontuação,48
2520,cajero automático,atm,90
9965,afortunadamente,felizmente,31
5124,ciruela,ameixa,76
4262,ingle,virilha,81
8568,cazador de aves,fowler.,54
12035,imposible,impossível,29
3810,buque de vapor,barco a vapor,82
12429,huérfano,órfão,25
135,lactoso,quindim,100
6988,maullar,miau,64
5225,señorita,missy.,76
1477,director de escuela,diretor.,93
6883,odiseo,odysseus,65
12532,aclarar,esclarecer,23
880,haluro,halogeneto,95
13552,se aplica,aplica-se,11
10067,periodistas,jornalistas,30
12891,en bancarrota,quebrou,22
888,hábil,nifty.,97
8670,no es,não é,54
4238,galán,beau.,81
8999,grua,guindaste,50
231,astrólogo,caldeu,100
11034,gremio,guilda,37
14325,comunicación,comunicações,9
9996,continuamente,firmemente,44
13668,ingresó,entrou,11
2144,inaccesible,inacessível,92
11976,plataforma improvisada,soapbox.,30
6872,fallecimiento,demise,65
4461,helicóptero,chopper.,77
13105,preciso,exato,17
10154,mensual,por mês,43
14121,haciendo,fazendo,5
7802,de ciclón,ciclônico,12
2796,hena,hayward,86
3543,fallar,ruff.,81
14413,obras,funciona,5
12406,grasa,gordo,26
6078,hoja de cálculo,planilha,69
5308,lápido,lipídico,75
11931,siglos,idades,13
2460,choza,barraca,88
203,juego de piernas,footwork.,100
11982,buscar a tientas,fumble.,23
3328,antiguo alumno,ex-aluno,87
1790,corza,cirl.,94
7966,gorrión,pardal,57
9060,rasguño,coçar  arranhão,39
8022,teñir,tingir,53
12925,poli,bobby.,21
5534,olimpo,olympus.,74
8699,prorrateo,rateio,53
5213,más económico,mais barato,76
4208,chiflados,looney.,81
7837,agitar,mexe,48
8987,error de tipografía,erro de digitação,32
9952,gracias,obrigada,45
13138,patear,chute,13
2725,alta burguesía,gentry.,89
13435,adelante,à frente,15
11967,es decir,ie.,30
8611,taladro,furar,42
11248,infinito,infinidade,35
10728,predicho,previsto,25
447,ileso,nuijado,100
12518,encajar,ajuste,19
7288,escape,tailback.,61
6826,perdón,perdão,62
1520,poco ético,antiético,94
11913,granja,fazenda,26
764,de la isla de man,manx.,98
9458,tumba,cova,38
1109,rosacruciano,rosicruz,96
14000,usuario,do utilizador,5
10622,aparejo,burton,39
8170,inyección,injeção,30
13672,entero,inteira,13
6192,borracho,apagando,31
8876,portavasos,coaster.,51
11546,trueno,trovão,32
1845,batido,brown.,93
8029,jermante,jermer.,58
8498,inspiración,inspiração,29
333,hipo,soluço,97
14179,ganancias,ganhos,15
4409,templo no conformista,betel,81
6260,defectuoso,com defeito,69
7615,sonrisas,sorri,30
10080,acantilado,penhasco,41
8284,redistribuido,reimplantado,50
7704,mapache,guaxinim,60
11737,pie,ft.,32
6220,guante,mitt.,68
3037,pez solar,sunfish,88
464,empuñadura,empunhando,84
8433,incondicional,desinantemente,55
5203,donde,em que,76
13683,quizás,talvez,13
3412,madera contrachapada,madeira compensada,86
9270,zanahoria,cenoura,48
10285,carne,eu no,41
5976,aburrimiento,tédio,71
9536,pelearse,brawl.,47
6065,indignacion,ultraje,52
3524,cerveza negra,cerveja preta,86
11111,subtítulo,rubrica,32
8483,bloque político,bloco,54
7588,camisa roja,camiseta vermelha,58
4592,duele,machuca,35
303,vástago,scion,96
6689,ocultar,disfarce,46
11604,solamente,unicamente,26
5206,arrozal,paddy.,74
3508,zurich,zurique.,86
4884,patiado,footed.,20
2719,superficial,cursório,89
1742,no modificado,não editado,93
13559,temporal,temporário,14
9364,durante la noche,pernoite,49
1170,flameante,blazing,49
6565,smiley,risonho,68
5972,hundir,afundar,51
11862,encabezamiento,cabeçalho,10
5398,monja,freira,65
10741,reunido,coletado,26
2622,buque de guerra,battleships.,57
8891,deletreador,speller.,52
11286,tender,tratar,29
13686,cuestiones,questões,8
3689,no importa,deixa pra lá,85
7152,ondas,ondas de ar,63
1212,dios mio,poxa,96
12037,tonto,boba,26
3141,ruidoso,barulhento,88
6882,varicela,catapora,65
2240,cuerdo,sane.,91
809,sin par,inigualável,98
4571,mandato,injunção,76
13052,fe,fé,19
12839,primavera,mola,19
11118,yarda,yd.,35
12733,apresurarse,correndo.,13
733,flanqueo,flanker.,96
7591,atestado,lotado,19
8819,cavar,escavação,44
12375,ante todo,principalmente,27
13959,fin,fim,8
13929,forma,caminho,7
12506,decano,reitor,25
4012,ametrallamiento,estragando,73
13252,lluvia,chuva,15
8482,grano,grão,50
859,botelladores,bowers.,74
9754,taller,oficina,43
5629,chiíta,shiite.,74
2202,lindia,lindy.,91
4316,torpe,desajeitado,79
719,más delgada,mais fino,98
5688,cima aguda,razorback,73
3279,en esto,lá no,87
9499,caca,cocô,46
4660,dada,dade.,79
5936,incopiaco,não-alto-circuito,72
14260,funciones,funções,22
5309,velocista,sprinter.,59
12592,hechos,atos,10
3327,lashave,lashkar.,87
7172,reventar,soprar,62
10628,enseñando,ensino,31
1024,salmoncillo,parr.,96
8476,fragua,forja,45
13000,mojador,cairns.,20
3743,piscis,peixes,85
12789,damnificados,vítimas,20
12845,gasolina,combustível,21
8090,del interior,midland.,43
1816,yogur,iogurte,94
3816,aves de corral,aves,84
6658,tallista,carver,67
4928,cacharro,hornish,78
9618,acebo,azevinho,46
6058,piso de arriba,andar de cima,71
5024,comensal,comedor,66
2878,bogan,maloqueiro,88
8743,tierno,macio,48
5528,frijoles,feijões,35
1353,tejido de punto,tricô,81
1674,expiación,expiação,81
13507,rastro,vestígio,14
2731,bola de truenos,thunderball,89
12462,esquina,canto,24
5893,respiradero,ventilação,61
7903,verificar,confira,58
1917,cuarc,quark,90
12834,principalmente,na maioria das vezes,22
6852,desmovilización,desmobilização,53
8531,sultán,sultão,52
6650,usable,utilizável,64
14422,capacidades,recursos,25
12402,tiroteo,filmagem,21
14390,efectivo,forças,8
3128,mh,máscara,88
3626,leno,lêno.,85
9232,explotar,explodido,46
14108,inversión,investimento,29
10489,techo,teto,38
5092,embuste,whopper.,77
3158,inquieto,rowery.,88
12442,atrapar,apanhar,20
6939,eón,aon.,63
9120,alfiler,alfinete,40
5049,mechones,tufos,75
6225,calderakers,boilermakers.,68
1194,trompeteo,fanfarra,96
381,virrey,vice-rei,97
2685,cazo,dipper,89
10397,cra,avenida.,41
12862,salvaje,selvagem,22
2337,joyería,jóias,91
3915,suero,sérum,83
10980,actualización,atualização,23
8846,kyoto,quioto,53
1757,carnero castrado,quando é,93
11320,pasos,degraus,18
6582,tolva,funil,64
1727,penetrado,penned,40
7920,espectador,viewer.,36
2098,agua negra,água preta,92
8770,enchufar,plugue,48
9869,búho,coruja,38
13904,apoyo,apoiar,9
4826,salvajemente,descontroladamente,78
10484,ella a,shea.,40
11312,oculto,escondido,35
13407,aprobado,passado,9
11396,saltar,pular,30
13597,disparo,tomada,13
14415,riñonal,r,10
4721,temporada media,meia temporada,79
7235,cortés,cortez.,63
67,más perezoso,preguiçoso,100
4077,barro,bering.,80
528,heno,hayne.,99
7969,aterrador,apavorante,59
11188,vacío,vazio,34
3698,hacia abajo,para baixo,46
8860,abadía,mosteiro,52
6784,deslizarse,deslizou,66
13767,fallecido,faleceu,12
13244,trato,acordo,12
9230,ladrillo,tijolo,46
2270,horrendo,horrível,91
6491,vaina,pod.,62
13704,conducir,dirigir,11
1548,onda corta,quarwave,95
6102,almeja,clamo,70
10246,víspera de todos los santos,dia das bruxas,42
12618,cable,cabo,23
8474,puntería,visando,23
5756,vicepresidente,vp.,73
7941,exhaustivo,minucioso,58
8367,tobo,toby.,56
3650,giro de vuelta,inversão de marcha,82
12174,cachorros,cubs.,27
751,tarot,tarô,98
6155,tablista,surfista,60
8196,fundado,financiado,23
690,comprensión retrospectiva,retrospectiva,98
5122,vidente,fey.,77
1766,libro de cocina,livro de receitas,88
817,melaza,melaço,98
12685,aerotransportado,airborne.,23
4107,slugger,lançador no beisebol,78
11686,nueva york,nova iorque,32
11908,raro,incomum,27
8341,lienzo,tela de pintura,56
5183,crujido,crunch,76
7778,bozal,focinho,59
11382,deshacerse,livrar,34
298,sumador,adicionador,100
13957,varios,diversos,8
10428,carrera,acidente vascular encefálico,36
3389,aceites,óleos.,17
13937,muy,muito,9
6027,pantalón,bolsas,37
2587,perspectivas,intuições,46
3657,reanudación,retomada,84
9998,enloquecer,madden,44
8,frikis,geeks.,30
742,phoebe,febe,98
9294,supervisión,monitoramento,17
9567,gimme,me dê,48
7549,pleno verano,meio do verão,61
9164,tacones,calcanhares,44
6272,saltamontes,gafanhoto,67
10201,pronóstico,previsão,31
4188,irlandés,hibernian,82
4923,reprogramado,remarcado,73
3770,birdman,homem pássaro,84
9141,reservador,booker.,51
4916,improbable,improvável,76
7763,tuberculosis,tb,54
340,abuelos,avós,79
8554,acosar,aguardente,55
4475,caracortada,scarface.,80
5753,eximido,dispensado,67
13451,película,filme,13
6660,asís,assis,67
11126,furtivo,sorrateira,37
10419,nota,nota de rodapé,32
6911,minino,gatinho,64
7894,fricción,atrito,58
4114,taquigrafía,forma abreviada,69
1871,fluido,fluente,93
6180,vacantes,vagas,63
1574,emisión,voicing.,21
13142,oscuro,sombrio,17
2619,tomadores,takers.,61
4158,burlón,burley.,82
7597,pala,pá,55
11184,joder,jo.,36
3594,superposición,sobreposição,56
2613,ambición,ambição,73
6234,hombres armados,gunmen.,70
13691,enorme,imenso,12
11864,jerga,gíria,31
3263,posee,possui,21
13354,antiguo,ancestral,16
12388,diseño,layout.,26
14512,periódico,jornal,16
12491,ago,de agosto,25
7407,depósito,armazém,57
10326,más cercano,mais próximo,41
10954,esbozado,delineado,31
7891,alboroto,rampage,57
5971,despedida,até a próxima,71
877,elusivo,enganoso,96
13024,armada,marinha,20
570,tierras de cultivo,farmland,96
6140,autorización,liberação,69
8759,huelguista,atacante,41
538,imponible,tributável,99
11365,selva,floresta tropical,35
10095,reducción,redução,41
3867,estudiantes de primer año,calouros,83
5302,garra,talon.,72
7442,hipódromo,racecário,62
9920,canoso,hoary.,45
12529,hawai,havaí,25
2940,aplazar,adiar,61
12197,murciélago,bastão,10
10529,pub,bar,39
11180,ancho,largura,36
4509,flojo,lax.,75
3445,punto de referencia,benchmark,79
4281,testificar,testemunhar,58
9941,sopló,estraguei,45
7226,sorteo,raffles.,62
8313,falda,falk,56
12924,arrendajo,jay.,18
7252,atuendo,roupa,54
12932,ñu,gnu,21
4807,aparecer,desova,43
4131,caseoso,brega,81
7335,anciano,idoso,62
13768,sí mismo,em si,12
1989,dah,dã,93
7267,quintilla cómica,limerick.,62
13457,técnico,tech.,15
13255,escritorio,escrivaninha,18
8719,demanda judicial,processo judicial,48
6095,corteza,crosta,71
5762,pretender,fingindo,44
12654,sería,não seria,24
12698,adivinar,acho,22
2494,resistir a,suportar,87
5231,imprudente,irresponsável,75
1369,no notificado,sem marcas,96
13217,ninguno de los dos,nem,18
5853,grifería,graal,72
706,a flote,à tona,98
7900,codo,cotovelo,56
5085,brandy,conhaque,77
9276,chapoteo,splash.,49
1798,seducción,sedução,89
11554,equilibrio,saldo,27
4632,tortita,panqueca,73
3776,exitoso,saindo,18
3011,elíseo,elisha.,88
7221,libertad condicional,provação,62
9146,fecha límite,data limite,50
14306,liberado,lançado,9
7029,leña,woodward,64
13912,información,informação,6
3162,enlace,linkage.,82
7896,destrozado,estilhaçado,53
10123,bocina,chifre,35
3493,centelleo,cintilação,86
8304,sudoeste,sw.,56
10620,muralla exterior,bailey,39
10028,votación,votação,37
2536,kilo,quilo,87
6694,esmerejón,merlin.,67
11216,hermosa,lindo,29
4837,refrigerador,frigorífico,63
9747,mariscales de campo,quarterbacks.,15
10906,a mitad de camino,no meio do caminho,38
2153,sin control,descontrolado,81
14410,mirando,olhando,5
11661,olvidó,esquecido,32
14247,fuerza,força,8
5787,piedra clave,keystone,72
7276,coito,intercurso.,62
9938,hipocresía,cant,44
5172,abuela,avó,75
13653,irak,iraque,13
4635,tortícolis,crick.,79
13926,incluso,até,8
8692,muchacha,molly.,53
13840,i,eu,5
40,molestias,aborrecimentos,76
6609,ascendencia,ancestralidade,66
2718,luz de la luna,luar,87
10406,maceta,panela,39
3833,pekín,pequim,78
13498,combatiente,lutador,13
9857,tierras altas,highland,33
600,camisa de dormir,neturnshirt.,99
10126,apoderado,apreendido,35
239,sin oposición,sem opposição,100
13776,excursión,tour,12
7302,barra oblicua,golpear,47
5182,evolutivo,evolucionário,77
8237,aguileña,columbine,56
6601,melodía,tunes.,38
5068,derribar,puxar para baixo,77
13338,mm,milímetros,17
1857,vestir,vestuário,94
7628,espino,hawthorn.,43
3576,loseta,telha,62
2092,postre,sobremesa,91
44,recuerdos,flashbacks.,82
8991,titular,título,39
13553,audaz,negrito,14
1855,dorio,dorian.,94
9999,monzón,monção,43
8336,lección,lição,46
2456,cocido,cozinhou,26
5515,propaganda,advertir,60
1584,ardiendo,em chamas,94
6641,parecido,aparentado,67
9628,notable,digno de nota,46
20,losa,laje,88
402,maná,mana.,97
11376,minuto,min,33
10790,anticuado,desatualizado,38
12843,sartén,frigideira,22
12362,empacadores,packers.,26
1013,mandón,mandão,97
641,mapa de bits,bitmap.,99
6215,bolo,skittle.,58
13174,a veces,às vezes,17
3570,celoso,com ciumes,85
7835,molesto,incomodado,31
4696,valentía,bravura,79
8522,juzgar,julgando,21
11720,descubrimiento,descoberta,28
8671,avión,avião,47
72,jactancia,gabando-se,56
6894,término análogo,análogo,60
6126,guirnalda,festão,69
12206,en g,ing.,28
6176,jarabe,xarope,70
5004,franqueo,divide,19
4346,may day,socorro,81
3059,con vehemencia,veementemente,83
9644,icono,ícone,37
12552,fr,pe,25
285,maloliente,malcheiroso,99
14039,sin embargo,no entanto,6
2228,trullo,cerceta,91
13824,más,mais,5
2035,guardería,berçário,92
1597,magullado,machucado,72
13216,wasn,não foi,18
11198,funeral,velório,35
13799,eso,que,5
228,cura principal,dene.,100
11273,de serie,serial,33
6464,subasta,leilão,59
12918,objetivo,alvo,15
6375,desestructurado,desorganizado,68
12695,inundación,enchente,15
541,cingalés,sinhalês,99
11226,fijación,fixação,10
8389,fraigarse,fra.,56
13177,encuesta,enquete,15
12680,estafa,vigarista,19
2158,condición,cláusula,91
7126,huyendo,fugindo,45
10013,malhumorado,temperamental,44
8513,bulbo,lâmpada,53
934,crucifixión,crucificação,97
2583,amabilidad,gentileza,14
14030,versión,versão,9
8653,adaptación,adaptação,33
9885,voz,vocais,36
10181,hambre,fome,43
8570,sábalo,sável,54
12643,invitado,convidamos,7
726,sonido metálico seco,clanco,98
11245,tostada,brinde,35
10525,diminuto,minúsculo,40
9587,pantalones,calça,47
13301,presión,pressão,16
8275,molino,moinho de vento,55
9459,arroyo,ribeiro,31
3591,mantis,louva a deus,85
6116,bofetada,tapa,54
7741,sala,auditório,59
14298,vendedores,fornecedores,66
7457,retroceder,rollback,61
2387,quebrada,gully,88
6865,reacio,relutante,60
3359,arrebatador,grounder,86
11411,más lento,mais devagar,34
11132,permaneció,ficou,37
7661,abadejo,ling.,60
469,escabullido,esgueirado,51
8992,propulsado,impulsionado,39
2771,clínica,cline,88
13104,en el interior,lado de dentro,18
7264,gofre,waffle,59
10278,rata,ratazana,38
5355,phane,fana,75
3956,zona residencial,uptown.,83
9236,lástima,vergonha,46
1972,insatisfacción,insatisfação,92
13309,administrado,gerenciou,10
13617,mesa,tabela,12
6608,no escolar,unscharol,67
9197,abejorro,bumblebee.,50
713,de muelles,salpiche,98
5771,rosario,miçangas,62
3428,paleta de hielo,popsice.,86
5790,estoneral,chapado,71
11999,matrimonio,casado,29
10456,hierba,relva,40
13847,compañía,empresa,9
10836,afgano,afegão,37
6209,afueras,arredores,70
1408,durmiente,dorminhoco,91
6093,efímera,mayfly.,71
2475,enrejado,lattice.,86
13644,salón,salão,13
11983,los ciudadanos,cidadãos,26
4323,ajenjo,absinto,81
5738,perecido,pereceu,63
11519,destello,instantâneo,31
13040,mayor,senior,19
13810,él,isto,5
492,estreñimiento,prisão de ventre,96
12889,corazón,coração,17
4142,más oscuro,mais escura,82
14104,sostuvo,mantido,9
11560,tener puesto,vestir,24
8031,cuchillero,cutler.,58
5207,acosado,perseguindo,45
10171,en ningún lugar,lugar algum,43
2994,marea,blume.,88
371,trapezoide,trapézio,97
4961,avispón,hornet,54
10978,dulce,doce,37
6522,pius,pio,67
10401,juguete,brinquedo,37
4061,globos,balões,41
599,puaj,eca,99
1653,sin piedad,impiedosamente,94
8958,romper,sunder.,51
7816,volver a comprobar,verifique novamente,59
4809,ahumado,smokey,78
3882,marco de tierra,groundhog,83
4179,bobinas,carretel,51
10935,roble,carvalho,34
3767,crucero,cruising.,36
3654,rundro,rucker.,85
11199,esquivar,desviar,35
3095,esfuerzo de torsión,torque,87
5613,sedición,sedição,74
3122,corsé,espartilho,72
7947,elevación,elevação,34
10975,tonterías,porcaria,37
6141,timbre,ding.,68
2934,tomar represalias,retaliar,45
13083,dibujar,desenhar,16
11840,cartelera,painel publicitário,30
9008,extensión,estendendo-se,19
5442,comienzo,início,74
2791,interpretable,jogável,89
4876,casualmente,coincidentemente,69
8803,apestar,pong.,53
3275,cavendato,cavendish,87
14408,cifras,figuras,13
8359,mansión,mansão,54
2437,aterronado,grumoso,91
9751,acusación,acusação,40
6032,firmificado,assinada,44
5418,fisión,fissão,74
13541,soviético,soviete,13
4084,bola rápida,fastball,81
13896,bajo,sob,7
10035,leve,pouco,44
9277,génesis,gênese,50
8361,instantáneamente,imediatamente,56
6763,salvación,salvação,66
9225,pantallas,exibe.,14
9357,aclaración,esclarecimento,47
10328,preparativos,arranjos,22
12890,etiqueta,rótulo,16
3656,tucán,tucano.,85
12633,trama,enredo,23
10424,amenazante,ameaçador,25
10006,burro,asno,44
13379,pistola,arma de fogo,13
4905,condensador,capacitor,76
1817,mina de arena,sandpit.,93
14158,ordenadores,computadores,7
4434,escoria,escumalha,80
6250,ahogo,afogamento,49
12257,sospechar,suspeito,17
7599,transatlántico,forro,58
6195,caniche,poodle,69
12382,breve,apresentação,25
3813,cita,mento,84
9983,rehén,refém,36
10389,asta de bandera,flagstaff.,41
14198,a lo largo de,junto,11
6667,tam,tambor,65
2819,marcha mala,irregularidade,88
5597,bobo,booby.,65
14284,a pesar de,embora,6
8675,caballero,gentle,53
7913,instrumentos de cuerda,cordas,31
13429,nueve,nove,15
10564,sin valor,duff,40
1197,dolea,dolley.,96
6342,fisgonear,snoop,67
2407,germinación,germinação,89
1679,cuesta arriba,uphill.,94
3401,chirumen,nous,86
6391,novio,namorado,67
6697,ustedes mismos,a si mesmos,67
12251,santo,sagrado,27
8005,golpes,slams.,32
5570,persona blanca,branquelo,74
4051,estuario,firth,82
12616,divisa,moeda,24
3581,días laborables,dias úteis,64
3064,chimenea,chaminé,78
2431,tacos,heelers.,91
978,escuela secundaria,ensino médio,97
12560,racha,onda,24
9524,vudú,voodoo,48
12236,medio tiempo,meia hora,28
7646,sobredosis,odio,60
3303,prescripción,prescrição,81
12576,sintió,sentido,25
4522,drenar,ralo,62
11595,urss,ussr.,33
13544,sotavento,lee.,14
4481,guapo,jeitoso,79
1228,hormigueo,wettest.,96
12389,parcialidad,viés,27
2058,a medida,canos,92
2282,asombroso,cambaleando,77
776,mezquino,enestado,98
1689,renuencia,falta de vontade,94
2958,hermandad de mujeres,sorority.,63
2700,dudes,caras,26
8000,tiempo de paz,peacetime.,59
14457,desarrollar,desenvolver,12
1122,orbícula,orbicle.,96
9174,felicidades,parabéns,43
11451,mellizo,gêmeo,23
6326,crisol,cadinho,69
11413,laminación,rolando,19
7520,descortés,indelicado,61
11860,madriguera,warren,31
1252,sketch satírico,skit.,86
11782,bagazo,marc.,31
11251,enano,anão,34
10230,rumano,romena,42
421,guión gráfico,storyboard,100
7191,puta,prostituta,62
5541,pizarra,ardósia,54
8003,cal,bal.,59
13065,tiempo extraordinario,ao longo do tempo,19
13645,competencia,concorrência,12
5868,éxtasis,êxtase,72
3460,tonel,tun.,86
7014,innovación,inovação,44
13522,talón,stub.,14
14054,espectáculo,mostrar,8
5934,plausible,plausível,68
13888,qué,o que,7
5482,incendio provocado,incêndio culposo,73
3616,prenda interior,roupa de baixo,77
2465,acicalar,noivo,76
12223,más cerca,mais perto,28
3320,envíos,remessas,65
7182,vdo,viúva,59
7965,marchitar,wilt.,57
8971,soledad,solidão,52
10091,conseguido,pego,44
14031,temprano,cedo,11
10303,hoja,folha,24
7811,recorrer,rove.,59
14200,acción,ação,10
14330,negro,preto,11
489,empujón,empurrão,76
8574,encendedor,mais leve,53
7043,adinerado,próspero,64
5871,augurio,waugh.,72
10113,ascidian,ascídio,43
9203,francachela,jamboree.,50
2761,sin heos,indeeless,89
10959,realimentación,comentários,38
7725,pago,forma de pagamento,50
8520,planteado,posado,38
7473,marcador,placar,61
4915,de la posguerra,pós-guerra,78
9797,juano,jude,46
6955,ladrón,ladrao,65
9986,bufón,bobo da bunda,43
5876,sospechas,suspeitas,47
3801,mascar,munch,79
2235,escuadro,squamish,91
9039,reembolso,correção,48
13662,pérdida,perda,11
4225,afluencia,influxo,81
14349,proporcionó,oferecido,6
3966,calabazas,abóboras,57
7676,incontable,inúmeros,60
12880,por supuesto,na verdade,22
5392,olores,cheira,51
1890,transcurrido,caduca,71
5352,pilluelo,ourchin,75
14280,dicho,ditado,9
6314,estrago,strom.,69
13521,otorgar,prêmio,10
4024,adherirse,clivar.,74
6817,bendición,boon.,66
3706,on,ade.,85
6630,sandía,melancia,65
3145,druso,drruze.,88
9114,no usado,não utilizado,47
7760,fábrica de ladrillos,brickyard.,60
5781,cumplir,obedecer,62
12405,arce,bordo,27
7207,lepágina,lepage.,63
3425,cesación,cessação,86
7792,acatar,residir,32
8098,recoger,escolher,57
9420,segregación racial,apartheid,48
251,tambaleante,caindo,71
11041,escandinavo,norseman.,37
7218,puño,punho,53
12607,pabellón,enfermaria,24
6646,viable,viável,67
3256,zarza,brier.,85
13228,atado,amarrado,11
1946,acertado,riddled.,71
1877,despertador,vigília,29
13337,dios,deus,16
9165,pico,espigão,46
744,septentrional,upstate.,98
8456,lindo,bonitinho,50
4454,evaporación,evaporação,64
2315,balcón,sacada,82
6388,lavar,lavagem,43
13319,tifón,tufão,17
11377,aceptado,admitido,25
13712,verifiable,verificável,9
6447,borgo,bornéu,69
1915,donas,donuts.,86
11768,abrahán,abraão,32
1522,estigio,styx.,95
2925,agua de oro,goldwater,88
2501,sobremarcha,overdrive,90
11660,unir,mesclar.,19
7916,remolino,eddy,58
397,raqueta de nieve,snowshoe,98
3748,resbaladizo,escorregadio,83
1894,posterior,traseiro,78
6305,rociar,spray,58
8939,escritorio pequeño,davenport.,52
12205,escoger,escolheu,28
8386,fachada,fac.,56
13401,décimo,10º,16
1341,filón,fileom.,96
3394,acrónimos,siglas.,59
3797,colibrí,beija flor,83
13492,camioneta,furgão,15
11749,exactitud,precisão,32
13387,caballería,cavalaria,16
6678,caliza,calcário,67
1581,accesorios,adereços,61
582,no dañoso,ileso,99
8585,sen,senador,54
