ID,SPAIN,DANOIS,INTERVAL
3170,tiranía,tyranni.,83
8607,persona especial,crush.,39
6749,mosa,meuse.,69
12292,moscú,moskva.,29
3252,considerable,sizely,88
2870,púbico,pubic.,90
5875,probabilidad,sandsynlighed.,74
10546,cama,seng,41
6333,cociente,kvotienten,71
13957,varios,flere,8
11035,cincuenta,halvtreds,38
448,bote salvavidas,redningsbåd,97
2953,rebanado,skåret,58
9192,durazno,fersken,51
3736,bocadillo,mellemmåltid,77
1411,orientado,gearet,30
13373,escocia,scotland.,18
11594,viaje,rejse,32
10709,matemático,matematisk.,24
6766,peregrinos,pilgrimme.,62
4309,campo de pena,plainfield.,83
13883,sistemas,systemer,9
7919,setenta,halvfjerds,51
2423,de interés periodístico,newsworthy.,92
11505,solicitud,ansøgning,24
9808,deuda,debt,45
4048,cáscara de nuez,nøddeskal,84
8201,botánica,botanik,60
6778,flauta,fløjte,66
833,humilde,lowly.,99
14415,riñonal,r,10
3492,cebada,byg,87
1500,espectacularmente,spektakulært,96
13399,caliente,hed,17
10237,teclas,nøgler.,12
13380,claramente,klart,17
7551,crueldad,grusomhed,64
8135,expulsión,udvisning,55
13121,viento,vind,13
7614,curiosamente,interessant.,63
10154,mensual,månedlige,46
13122,estrellas,stars.,11
10561,piano,klaver,43
1010,sobrio,sober.,88
11600,regulaciones,forordninger.,26
9493,molécula,molekyle.,47
7456,diversidad,mangfoldighed,46
14067,casa,hus,12
7255,encubierto,covert.,66
6385,lo antes posible,asap.,71
8221,estragos,ødelæggelse,60
12249,capa,cape.,29
13170,guía,guide,17
12173,once,elleve,30
14150,capaz,i stand,6
4774,agrios,citrus.,80
8134,canciller,kansler,60
2755,lujuria,begær,86
5953,hurón,ferret.,73
7048,maletero,bagagerum,60
7696,luto,sorg,59
9412,vaticano,vatikanet.,52
13105,preciso,nøjagtig,18
607,guionista,screenwriter.,99
970,caloría,kalorie,88
2791,interpretable,spilbar,90
1574,emisión,voicing.,23
3401,chirumen,nous.,88
2958,hermandad de mujeres,sorority.,66
9697,ovni,ufo.,48
1438,pentecostés,pisecost.,69
161,bacilo,bacillus.,100
13155,célula,celle,18
3150,apagar,lukke ned,87
9149,montado,ridden,54
718,gesto de desaprobación,tut.,96
13174,a veces,sommetider,18
9832,taxi,cab,47
8328,cúbico,cubic.,59
6493,vientre,bug,52
1084,estipulado,fastsat,80
3932,pronunciar,udtale,42
10159,entrenador,træner,39
2465,acicalar,brudgom,78
9716,tormenta de nieve,snestorm,48
3114,bazo,milten,88
6464,subasta,auktion,62
3644,sin ánimo de lucro,nonprofit.,87
1314,desnutrición,underernæring,97
4366,paréntara,parton.,83
13757,meridional,syd-,13
14377,calle,gade,12
1339,inaudito,uhørt,97
13341,poeta,digter,17
1581,accesorios,rekvisitter,64
11936,cerebro,hjerne,31
5369,contraofensiva,modoffensive.,68
7606,mosquito,myg,61
3374,enmarcado,indrammet,27
6767,testigo ocular,øjenvidne,60
3275,cavendato,cavendish.,88
3071,en los estados unidos,stateside.,88
8454,deseado,ønsket,31
3037,pez solar,sunfish.,89
5184,fabuloso,fabiform.,78
5926,voluntariamente,frivilligt.,74
25,hormigas,myrer.,41
11019,evaluar,vurdere,23
7943,lengua,tunge,59
12878,tipos,typer,8
7705,colonos,bosættere.,59
12436,alivio,lettelse,28
12526,respondido,svarede,12
3624,careta,charette.,87
14347,esfuerzo,indsats,7
4463,textual,tekstlig,80
3689,no importa,glem det,86
9167,pradera,prærie,52
11967,es decir,ie.,32
6935,filosófico,filosofisk.,41
8911,almirante,admiral,39
8565,jengibre,ginger.,58
3604,oruga,larve,84
5238,atacar,catchpole.,78
13492,camioneta,van.,16
10364,insulto,fornærme,25
9754,taller,værksted,46
7215,tiranosaurio,tyrannosaurus.,66
8510,muscular,muskuløs,58
7365,pompeya,pompeji.,65
12669,actividad,aktivitet,12
11728,milán,milano.,34
3476,difosfato,diphosphat,87
106,bario,barium.,100
4429,espina,torn,79
6390,éxito de taquilla,blockbuster.,69
14033,pensar,tænke,8
4609,revestido,klædt,79
2331,vistazo,gander.,92
10997,sentimiento,weren.,40
10145,faraón,faraoh.,44
7258,espinilla,skinneben,64
11421,circunstancias,omstændigheder,35
12322,sonidos,lyder,13
11734,cadena,lænke,31
11698,cancelado,annulleret,27
11359,tabaco,tobak,37
6997,más débiles,svagere,67
14319,mostrar,skærm,16
7661,abadejo,ling.,63
8247,tuerca,nød,47
3450,pie de página,footer.,85
4756,altar,haute.,75
12664,más allá de,ud over,26
10604,compras,handle ind,27
2217,asimétrico,asymmetrisk,88
1842,nocturno,nightly.,95
12459,caminante,walker.,27
2789,ajolote,axolotl.,90
11250,cautiverio,obligationer,23
13873,cualquier,nogen,5
11997,resaca,undertow,31
10004,culto,kult,45
12187,cumbre,topmøde,30
12204,compartimiento,beholder,29
1713,delicioso,delisted.,91
10267,vías aéreas,airways.,44
2759,pompa,pageant.,87
13541,soviético,sovjet.,15
13953,atrás,tilbage,8
9329,habitante,dweller.,51
5320,sombrero de copa,topper.,66
4599,remembranza,erindring,81
266,indulgente,lenient.,97
13217,ninguno de los dos,ingen af ​​dem,19
12955,judío,jødisk,22
13201,prestado,lånte,19
13846,pero,men,6
8,frikis,geeks.,32
10804,rendición,overgivelse,31
6215,bolo,skittle.,61
14198,a lo largo de,hen ad,12
450,preguntador,asker.,100
14428,soporte,bakker op,10
10867,de repente,pludselig,40
9680,esencia,quiddity.,50
6435,africanos,afrikanere,16
2734,narcóticos,narkotika,76
547,herejía,heresy.,98
11089,tío,onkel.,39
11462,hazme,dome.,35
1421,lanudo,shaggy.,96
9161,dormir,kip.,53
13507,rastro,trace.,15
8518,medias,sokker,25
1272,ajustado,tweaked.,68
1726,instantáneo,øjeblikkelig.,81
344,hidroxilo,hydroxyl.,85
8141,reconocer,recon.,61
6489,embarazoso,pinlig,49
14402,requerir,kræve,7
4218,factible,gennemførlig,72
11339,brevedad,brevity.,37
1704,alegrar,gladden.,95
9372,en primer lugar,for det første,52
1291,contraproducente,kontraproduktivt,95
1548,onda corta,shortwave.,96
13517,impreso,trykt,12
4521,peculiar,ejendommelige,77
11735,ejército de reserva,ta.,33
2234,autostopista,hitchhiker.,86
1213,no provocado,uprovoked,97
160,asqueroso,beskidte.,100
13401,décimo,10.,17
5099,superado en número,outnumbered.,74
13876,gobierno,regering,10
11771,reconocido,anerkendt,6
2842,risita,chuckle.,69
13684,derrotar,slå,12
13424,tropas,tropper,15
8924,hueva,roe.,54
2898,entre varios colegios,intercollegiate.,90
5322,rubio,blond,64
1760,barranco,kløften,92
1406,tardío,forsinket,96
3002,caja de herramientas,værktøjskasse,89
6682,empinado,stejl,67
3463,ovación,ovation.,85
953,pétalos,kronblade,91
9434,cachorro,hundehvalp,49
13207,mayoria,flertal,9
14172,código,kode,14
719,más delgada,tyndere,99
3852,ramificado,forgrenet,29
12950,viernes,fredag,22
13828,acerca de,om,5
9927,querer,wanna.,48
11606,oxígeno,ilt,34
2091,presumir,swank.,93
4994,central eléctrica,powerhouse.,73
12472,ana,ann.,21
902,bacalazo,bac.,98
9723,castor,bæver,42
6497,archipiélago,øhav,70
2751,umbral,sill.,89
13793,a,til,5
8005,golpes,slams.,34
5004,franqueo,splits.,21
12400,limpio,ren,22
5154,desequilibrado,ubalanceret,78
8188,manso,meek.,60
9908,zanja,skyttegrav,43
8759,huelguista,angriber.,44
988,standman,stillman.,98
14323,calidad,kvalitet,10
7328,satisfacción,tilfredshed,65
13491,potencialmente,potentielt.,13
8093,faldas,nederdele.,50
5880,hidrocarburo,kulbrinte,70
13459,fuerte,stærk,17
6457,calibrar,gage.,71
12073,espiar,spion,29
12760,puntilla,brad,25
1892,calamidad,calamity.,89
10814,maldita sea,for pokker,38
13627,adecuado,passende,14
6342,fisgonear,snoop.,70
1261,ridículo,latterliggøre,36
11199,esquivar,dodge.,37
12908,cicatriz,ar,23
6315,diócesis,diocese.,71
3815,buques de guerra,krigsskibe,68
3606,ayunarse,klemme.,87
14140,probable,sandsynligvis,5
5365,algas,alger,77
13113,playa,strand,19
9492,ambiguo,tvetydigt,43
228,cura principal,dene.,100
1381,linfático,lymfatisk.,97
13858,primero,først,7
13633,importar,stof,13
9057,aburrido,kedelig,36
4571,mandato,påbud,78
10129,dio cuenta,gik op for,27
5245,ratonera,mousetrap.,78
8651,ordenador portátil,bærbar,57
8487,glaciar,gletscher,54
13064,infierno,helvede,21
3339,albergue,hostel.,84
13678,establecido,etableret,12
5710,secuestrado,abducted.,53
10716,instancias,tilfælde,24
2287,sembrar,sow.,86
4388,espuma,foam.,79
9929,honestamente,ærligt talt,48
9398,lino,lyn.,52
13963,propio,egen,8
2620,estereoscópico,stereoskopisk.,90
4959,sin personal,ubemandet,79
1686,apoyar,stå ved,95
362,discriminatorio,diskriminerende,100
8061,comió,spiste,60
7026,inventario,beholdning,65
13543,dio,gav,15
2312,golpeteo,pounding.,35
6922,pequeñito,wee.,67
7585,rinoceronte,næsehorn,64
2126,convulsión,omvæltning,89
8656,desglose,sammenbrud,56
5617,girasol,solsikke,76
456,armero,harmine.,100
5131,fólico,folicin,79
3457,águila pescadora,seprey.,80
9691,germán,herman.,50
6572,antemano,på forhånd,70
2796,hena,hayward.,88
9010,reiniciar,genstart,45
5506,inestabilidad,ustabilitet,76
11022,ausencia,fravær.,39
3441,poco convencional,ukonventionel,87
7759,masa,batters.,42
8380,proclamado,proklameret,49
6689,ocultar,forklædning,49
7356,degenerado,degenereret.,57
5950,danubio,donau.,74
2146,sin provecho,undrafted.,93
2683,carrocería,karrosseri,90
7899,aliviar,lindre,30
12756,móvil,mobile.,18
14306,liberado,frigivet,9
7946,venta al por mayor,engros,62
13818,no,ikke,5
2633,aumentador de presión,booster.,79
5644,vals,valtz.,70
13840,i,jeg,5
1268,así como,såvel,97
3912,efigie,effigy.,81
9236,lástima,skam,49
11438,seco,tør,33
1265,noventa,halvfemser.,55
11376,minuto,min.,35
9600,despotricar,rant.,43
2627,resina,harpiks,81
2,galleta salada,pretzel.,94
9824,marino,marroner.,42
4028,abundancia,overflod,67
5133,zulú,zulu.,78
5694,swung,svingende,75
681,presagiar,bode.,92
12314,a diario,daglige,29
4592,duele,gør ondt,37
5571,estadios,stadia.,76
7658,remitente,mailer.,63
10629,sorber,sup.,42
12874,lucha,brydning,23
9101,flanco,flank.,47
7383,filete,bøf,64
14511,dejar,forlade,7
5100,articulado,artikuleret,66
4253,ocaso,ock.,83
5672,edipo,oedipus.,75
7235,cortés,cortez.,66
10987,arrancadores,forretter.,27
5566,tímido,coy.,76
910,torú,toru.,94
12744,desastre,katastrofe,20
4926,angustia,pang.,79
3424,tabú,tabu.,86
2611,cifrar,cipher.,88
12244,afijo,affix,29
4302,aislamiento,isolering,68
10687,levantamiento,opstand,40
8688,pimientos,peberfrugter.,35
6329,barlovento,windward.,66
7776,magnífico,superb.,62
8740,trío,trio.,55
6259,jurado,svoret,72
9005,olimpíada,olympiad.,54
247,lisina,lysin.,100
13444,comenzando,starten,13
640,voluctividad,volution,95
14050,estados,stater,6
9482,influyente,indflydelsesrig,51
6152,asar,broil.,72
12691,amistoso,venlige,25
7055,horquilla,hårnål,66
811,ibídem,ibid.,99
5312,confitería,konfekture,78
9078,destino,bestemmelsessted,41
14286,cantidad,beløb,8
1053,solubilidad,opløselighed,71
11546,trueno,torden,34
11862,encabezamiento,header,11
4188,irlandés,hibernian.,84
12264,carbón,kulstof,28
8127,cantantes,sanger.,22
13141,descanso,pause,15
9632,comprende,består af,27
8106,estreno,premiere.,21
12087,aparente,tilsyneladende,19
5807,confirmado,opretholdt,75
13526,servicios,tjenester.,8
7494,presentar,lodge.,54
10771,mojado,våd,40
1798,seducción,forførende,90
2989,no informado,uinformeret,81
5753,eximido,frafaldes,70
13971,tasa,sats,7
5508,fenómenos,fænomener,76
1750,rectángulo,rektangel,92
7938,incorporación,inkorporering,25
10049,fenómeno,fænomenet.,47
14186,tomado,taget,9
12513,emergencia,nødsituation.,19
12401,valioso,værdifuld,28
1727,penetrado,penned.,43
7287,contaminación,forurening,50
12649,palestino,palæstinensisk.,22
11542,marruecos,marokko.,36
9039,reembolso,restatement.,51
6124,amoníaco,ammoniak,73
14043,asunto,problem,9
10492,cha,shah.,43
13090,reasignado,omfordelte,20
10929,atracar,kaj.,38
5079,aprender,lear.,79
8239,monigote de nieve,snemand,60
5883,distrito electoral,valgkredse.,53
9024,dióxido,dioxide.,55
11628,diario,tidsskrift,29
2381,toro castrado,bullock.,90
8419,nabo,majroe,59
5454,adolescente,teenager,36
5924,más caliente,hottest.,74
151,calor,varme,100
8120,sofbol,softball.,61
13371,montaña,bjerg,14
2940,aplazar,udsætte,63
10464,afección,aggies.,40
6387,secular,sekulært,63
13496,capitán,kaptajn,15
4805,condenar,fordømme,37
56,íncubo,incubus.,100
3135,quirúrgico,kirurgisk,87
7046,mundo maravilloso,wonderland.,67
9973,nilo,nile.,47
5019,rizado,krøllet,79
13796,en,i,5
7441,auxiliar,aux.,65
6271,vulnerable,sårbar,65
12909,violencia,vold,23
4199,minúsculas,små bogstaver,83
6117,coloso,colossus.,73
3042,jarra,jug.,88
272,bailar,baller.,92
13895,abajo,ned,10
14325,comunicación,kommunikation,9
11836,ceniza,aske,27
5641,ideado,udtænkt,67
6445,garza,heron.,71
7146,poco profundo,overfladisk,65
13665,vuelta,skød,12
13530,arbusto,busk,16
2725,alta burguesía,gentry.,90
6760,periférico,perifer.,62
14081,noticias,nyheder,12
8358,desaparecido en combate,mia,59
9459,arroyo,bæk,32
13002,franquicia,franchise.,20
12702,volver a escribir,omskrive,20
13702,ganador,vinder,12
5266,barajar,shuffle.,65
10180,albanés,albanian.,38
6768,criptón,krypton.,69
4809,ahumado,smokey.,80
13070,alcanzar,nå,11
11777,licencia,licensiering,12
14466,buscado,ønskede,6
2194,códice,codex.,93
10281,condado,shire.,45
3882,marco de tierra,groundhog.,85
11427,hermana,søster.,31
13904,apoyo,support,10
3703,inexistente,ikke-eksisterende.,83
2761,sin heos,hatteless.,90
6447,borgo,borneo.,71
837,exceso de peso,overvægtig,99
5584,plato,fad,64
20,losa,slab,88
1383,inorgánico,uorganisk.,97
7163,alquimista,alkymist.,65
8597,pícaro,rogue,57
5594,silueta,silhuetten.,73
1693,náusea,kvalme,95
1127,excreción,udskillelse.,95
2492,traidor,forræder,78
10491,podio,podium.,42
2229,niebla tóxica,smog,92
12718,gorro,gov.,25
2665,torbellino,whirlpool.,90
5023,agujas del reloj,med uret,79
10570,regularmente,regelmæssigt,43
13578,pasado,forbi,13
11933,aerolíneas,airlines.,28
744,septentrional,upstate.,99
10340,pulgar,tommelfinger,43
9414,acoso,chikane,29
5486,isaiah,esajas.,77
4826,salvajemente,vildt,80
6712,cantidades,mængder,47
7337,lujo,luksus,48
9643,juicio,dom,47
12335,as,es,26
5384,bizcocho,bd,75
9933,referéndum,folkeafstemning,42
8673,estonio,estisk.,54
562,estribaciones,foothills.,76
12396,gráficos,diagrammer.,16
8904,isabelino,elizabethan.,55
2949,fosfo,phospho.,89
13794,y,og,5
6896,cierto es que,ganske vist,68
12273,martes,tirsdag,29
5785,ano,anus,75
9767,plantas,planter.,18
12698,adivinar,gætte,23
9232,explotar,burst.,49
4329,tenaz,tenacious.,79
1530,seguro médico del estado,medicare.,96
8418,escribiendo,skrible,55
2757,salmón ahumado,røget laks,90
180,incalculable,untolds.,100
5203,donde,hvor.,78
14417,limitado,begrænset,10
6982,más suave,blødere.,67
11258,cerdo,svin,32
10036,sin etiqueta,untagged.,47
6255,estremecerse,rystede,72
13877,puede,kan,5
8146,en marcha,i gang,61
14120,lugar,placere,6
10786,mayordomo,butler.,41
8582,posada,kro,48
8166,bacalao,torsk,61
8844,coño,cunts.,36
11061,munición,ammunition,39
3833,pekín,peking.,80
7860,mirada,blik,58
14048,archivos,filer,6
13557,al otro lado de,et kors,15
810,azafrán,safran,99
7103,extinto,uddød,46
3088,licuadora,blender.,88
2430,acordeón,harmonika,92
7514,exposición,udstille,29
1463,reprendido,reprimanded.,81
10393,enamorado,valentine.,44
14237,conocido,kendt,11
5461,perforado,stanset,40
9542,suspicaz,mistænksom,49
13531,colina,bakke,14
12488,no relacionado,ingen forbindelse,27
5122,vidente,fey.,79
11248,infinito,uendelighed,38
8586,rasgado,revet i stykker,58
11287,cinta,tape,31
4504,cuchillas,knive.,82
3481,más brillante,lysere,87
11123,banda sonora,soundtrack.,37
295,quid,crux.,100
13257,con cuidado,forsigtigt,8
5424,emorio,emory.,77
12653,costo,koste,22
4536,hipotético,hypotetisk.,79
11798,creciente,vokser.,26
9193,ventajas,fordele.,22
11038,pantano,marsk,38
2508,quincena,fjorten dage,89
13867,si,hvis,5
1679,cuesta arriba,op adhill.,95
3516,eucalipto,eukalyptus.,87
9241,no hombre,nomen,53
11693,decimocuarto,fjortende,34
8075,esponja,svamp,61
11446,decimoctavo,attende,36
3451,trébol,shamrock.,68
7715,dinámica,dynamics.,28
4789,veracidad,veracity.,80
7068,bajista,bassist.,66
6646,viable,levedygtig,70
5196,partículas,partikler.,50
8470,separarse,breakaway.,59
6866,largo tiempo,lang tid,68
8716,descargo de responsabilidad,ansvarsfraskrivelse.,22
6787,de forma remota,eksternt,41
8299,pabellón,pavilion.,57
2579,lacayo,lackey.,90
3303,prescripción,recept,83
9541,no tiene,gør ikke,51
8544,pozo,weller.,58
13409,dic,dec,17
11860,madriguera,warren.,32
3822,bordado,broderet,83
9772,toril,bullpen.,48
2197,luz del sol,sollys,93
7717,sustantivo,navneord,56
1724,cierre,lukninger.,50
13676,sequía,draft.,13
2574,nómina de sueldos,lønningsliste,90
13448,ellos mismos,dem selv,17
8463,opio,opium,59
13265,sentido,følelse,18
4941,lavandería,vasketøj,79
6700,insultos,slurs.,59
1585,mover el esqueleto,boogie.,95
11351,extendido,udbredt,37
4111,acortamiento,forkortelse,39
12009,entrevista,interview,25
702,golosina,tidbit.,88
8708,escalada,klatring,31
8557,conectar,conn.,58
7668,comienzo,start,63
578,metedura de pata,boner.,97
7104,alineado,justeret,35
555,propiedad vitalicia,freehold.,99
7509,brujería,hekseri,64
10322,burra,burke.,41
12775,niño,barn,18
11265,ártico,arktisk,38
9806,optar,opt.,38
14392,partes,dele,9
3874,atajo,genvej,78
4222,gravemente,groft,83
12685,aerotransportado,luftbårne,25
14274,fue,gik,12
11347,apodo,kaldenavn,30
8927,marinero,sømand,42
8268,mírico,mir.,60
599,puaj,ugh.,99
13169,difamatorio,ærekrænkende,20
6840,de peso pesado,tungvægt,67
5271,perdedores,underdogs.,59
6991,estampida,stampede.,64
14208,campo,mark,9
3174,sip,jep,88
12741,articulación,samling,24
12319,lanzador,pitcher.,24
6562,atolón,atoll.,69
8840,puntuación,tegnsætning,52
3893,eucariota,eukaryote.,85
8485,pared de piedra,stenmur,58
3556,alternado,udgjorde,80
4658,inevitablemente,uundgåeligt.,53
1163,bombero,fireboy,97
7872,infinitamente,uendeligt,30
6319,extremista,ekstresist.,60
6177,pie grande,bigfoot.,73
1942,lázaro,lazarus.,94
10872,estrecho,smal,36
1812,piedra angular,hjørnestenen,90
7588,camisa roja,rød skjorte,61
9265,judicial,retslige,51
13954,bien,godt,7
10339,ingresos,indtægter,41
13390,comida,mad,17
13327,movimiento,bevægelse,17
3373,revocar,ophæve,75
12961,amarillo,gul,22
5160,afligido,ramt.,78
13749,pista,spore,11
13754,subir,upload,9
1553,colega,cree.,95
2905,bizancio,byzantium.,90
13191,oración,dømme,14
5721,estrato,stratus.,75
3055,manos libres,handoff,88
11188,vacío,tom,37
2347,palos,venner,58
7742,coro,kor,62
12767,década,årti,21
7241,remojar,dunk.,62
12310,aumento,stige,23
2303,desviación,afbøjning,63
2799,estentista,stentor.,90
6032,firmificado,betegnet,47
2114,adriático,adriaterhavet.,93
4478,alero,heer.,82
7711,calmante,beroligende,62
12696,patrón,mønster,23
9641,técnica,teknik,36
10917,entrega,levering,37
4198,fosfatasa,phosphatase.,83
2058,a medida,hurting,93
7528,glosario,ordliste,63
1836,virginidad,maidenhead.,95
9497,banda ancha,bredbånd,51
10717,manteca,smør,41
12510,ít,vare,21
3712,escafandra autónoma,scuba.,86
13326,hora,hr.,15
6907,cosa muy pegajosa,goo.,68
9540,campaña corta,shortstop.,50
5466,más cálido,varmere,75
12057,contenido,indeholdt,8
302,gundoso,gundy.,100
3322,hispano,spick.,85
6100,cenador,arbor.,73
1495,antidiscapanismo,antidisestabrishotorisme,96
13805,por,ved,5
14354,mujer,kvinder,12
288,microscopía,mikroskopi.,100
11866,ocupación,beskæftigelse,29
6638,monasterio,kloster,64
4236,errante,wandering.,37
13337,dios,gud,17
3799,sarampión,mæslinger,86
8489,cauce seco de un río,arroyo.,58
2850,congestión,overbelastning,84
916,horca,galger,97
11519,destello,blitz,33
14134,cambios,ændringer,6
5786,varonil,manly.,75
1818,redil,cote.,93
489,empujón,puffe,78
6013,columnista,kolonneist.,69
1022,rescatistas,redningsmænd,97
6864,esforzarse,stræbe,58
1895,numero,num.,94
986,liga,retstrik,95
9747,mariscales de campo,quarterbacks.,17
8664,juvenil,ungdoms,57
7664,alabado,roste.,43
11298,increíble,fantastiske,35
7869,marmita,dixie.,62
1998,propagación,udbredelse.,70
13340,escala,vægt,17
225,estiramiento de espalda,backstretch.,100
2434,licitador,budgiverer.,88
10837,espectro,spektrum.,41
7090,vacuna,vaccine,57
4310,desventaja,handikap,67
14129,nunca,aldrig,12
1881,apocalíptico,apokalyptisk,83
13426,corrió,ran,17
13060,frío,kold,21
5062,vesubio,vesuvius.,79
1485,gallito,bantam.,90
9240,latitud,breddegrad,51
4278,gota,grue.,83
7232,concurrentemente,samtidig,55
6239,urgencia,opfordrer,25
9922,señora,fru,12
9091,reincorporado,recoined.,45
14202,guerra,krig,8
3292,monitoreador,moniker.,87
4374,más débil,svageste.,83
8622,orejas,ører.,38
13672,entero,hel,14
9990,cuántico,quantum.,47
10109,no identificado,uidentificeret,46
8383,toronjil,melissa.,59
478,trifosfato,triphosphat,99
276,evangélico,evangelisk.,75
9073,rebautizar,omdøb,24
4469,joyas,smykker,82
8770,enchufar,prop,51
7346,helio,helium.,65
2065,ergio,erg.,92
7270,cuadrícula,firkanter,18
11125,menor,mindre.,38
9885,voz,vokal,38
7452,lechoso,milky.,64
8850,inclinado,tilbøjelig,44
11182,carrera de obstáculos,steeplechase.,38
9613,nueva jersey,nj.,50
12289,palacio,palads,29
13990,ordenador personal,pc,38
5389,cínico,kynisk,60
216,hecho en casa,hjemmelavet,100
13574,olímpico,olympiske,12
12038,cuenca,bassin,30
7971,jeque,sheikh.,62
913,residencia universitaria,kollegieværelse,87
4693,dibujante,tegneserieist.,70
280,carretón,bogie.,93
5152,sufrido,undergået,78
10366,lésbico,lesbisk.,43
2927,pirineos,pyrenæerne,90
10972,fortalecimiento,styrkelse,21
14110,vino,kom,12
4024,adherirse,cleave.,76
8931,infancia,barndom,55
5919,deidad,guddom,64
4451,mangle,mangrove.,82
7198,retroceso,recoil.,65
6804,laurel,laurbær,68
245,administrar,forvalte,53
8719,demanda judicial,retssag,51
3650,giro de vuelta,vend om,84
7915,alegre,lystig,62
5300,izquierdista,venstreorienteret,71
14458,pensamiento,tanke,12
6502,gastos generales,overhead,70
5640,hetero,het.,75
10314,injusto,urimelig,44
4101,casa de vino,vinhus,84
10863,raíz,rod,32
9027,lodo,mudder,54
7688,zozo,zo.,63
5128,ducado,hertisky.,76
5939,siete veces,sevenfolded.,74
10496,atentamente,med venlig hilsen,38
14443,creado,oprettet,6
2026,mofa,mockery.,93
2307,filo,whoops.,83
13939,próximo,næste,6
7372,síntomas,symptomer.,62
13703,rápidamente,speedily.,14
13320,cierto,bestemte,18
7327,educación física,pe.,64
11647,víspera,eve.,34
12855,médico,medicinsk,23
7708,puerco espín,porcupine.,62
6836,billetes,pengesedler.,38
6627,cáucaso,kaukasus.,70
4181,iónico,ionic.,84
11052,esclavo,slave,33
7340,muñeco,mig.,63
11397,inferido,udledes,34
9373,error,insekt,38
11991,desfloración,tarnishing.,28
3097,desaprobación,misbilligelse,76
808,golpe de estado,putsch.,99
2598,obra maestra,mesterværk,84
1204,caña de azúcar,sukkerrør,97
6904,aprendiz,leary.,68
13906,cada,hver,9
921,obtención,procurement.,80
7709,hidráulico,hydraulisk.,57
5027,profecía,profeti,71
14200,acción,handling,10
8237,aguileña,columbine.,60
12946,selección,valg af,12
3839,incoloro,farveløs,86
1456,indefenso,hjælpeløs,92
12148,supo,vidste,30
8802,reconsiderar,genoverveje,53
12723,lunes,mandag,25
6016,palo,sticks.,26
9050,lisboa,lissabon.,55
10173,mediterráneo,middelhavet.,46
3311,preboste,provost.,88
11109,natación,svømning,35
3260,afinidad,tilhørsforhold,81
13266,griego,græsk,18
12446,realizado,gennemført,19
1695,el más lento,langsomst,95
1259,montaje,samling.,22
146,tabla de espiritismo,ouija.,100
3065,kábala,kabbalah.,88
6114,simbólico,polet,67
10271,comadreja,væsel,44
9444,azufre,svovl.,48
5546,bajá,pasha.,76
4083,motonieve,snescooter.,82
419,petardo,firecracker.,95
11294,genético,genetisk.,29
5703,protuberancia,bump,57
3363,dictadores,diktatorer.,45
9757,a bordo,ombord,49
7549,pleno verano,midsommer.,64
5463,duna,klit,68
7503,lirio,lily.,63
10551,impulso,momentum.,43
4530,templado,hærdet,46
9297,caridad,velgørenhed,49
5088,runas,runer.,43
14281,ganancia,profit,32
3743,piscis,fiskene,86
3926,cuarentena,karantæne,79
8319,sabio,sage.,59
4986,cacao,kakao,79
50,consolados,accholader.,90
2625,coronación,kroning,63
14178,europeo,europæisk,12
13693,amor,kærlighed,13
3943,buldeo,bf.,85
678,cosita,thingy.,99
5969,genoveva,lizzie.,74
13464,enrique,henry.,16
4928,cacharro,hornish.,80
12166,tergiversación,misrepresenting.,26
11574,por ciento,procentdel,35
3127,velo,slør,73
2824,lanoso,woolly.,90
8159,lleno de cañas,reedy.,61
5092,embuste,whopper.,78
2583,amabilidad,venlighed,16
1515,camisa de señora,chemise.,91
5890,nuez dura,hickory.,74
14128,marzo,marts,6
12405,arce,ahorn.,28
6801,masticación,tygge,42
2323,simbiosis,symbiose.,92
9785,enterrado,buried.,39
2718,luz de la luna,måneskin,88
12662,lista negra,blacklist,15
6294,protagonista,hovedperson,65
11627,esperando,venter,17
1909,con entusiasmo,ivrigt.,94
5876,sospechas,mistanker,50
13932,aún,stadig,8
13329,zonas,områder,11
7192,decencia,anstændighed,66
7632,panorama,outlook.,62
12900,economía,økonomi,22
5812,dique,levee.,65
12869,florida,fl.,23
64,entristecido,saddened.,95
5249,mandar,hanter.,78
1773,rosado,pinky.,90
5631,legibilidad,læsbarhed,57
5975,poético,poetisk.,71
720,objetante,heckler.,97
13377,prohibido,banned.,11
1707,bola de fuego,fireball.,93
11592,portugués,portugisisk.,35
86,arado,pløje,88
2039,banquero,bankmand,84
13522,talón,stub.,15
14094,mejor,bedst,9
8109,armario,locker.,60
10132,instante,øjeblikkelig,46
11710,clásico,klassisk,20
5378,comodín,wildcard.,77
12337,ajuste,indstilling,10
10719,visión,syn,34
6576,emú,emu.,68
12199,puerta,dør,26
11348,banda,strip,31
7769,juramento,ed,60
13625,claro,klar,13
2581,espectros,spektra,91
3656,tucán,toucan.,87
1328,apatía,apathy.,97
11784,conducta,opførsel,33
13115,egipto,egypten,20
5153,amenaza,menace.,71
3227,egoísta,selvisk,85
9248,invención,opfindelse,33
9998,enloquecer,madden.,47
2652,estornino,starling.,91
7276,coito,samleje,65
3338,monárquico,royalist.,82
4475,caracortada,scarface.,82
12863,desafío,udfordring,15
9646,fuegos artificiales,fyrværkeri,48
1887,parada,standstill.,94
3857,aderezo,dip,63
12673,conspiración,sammensværgelse,25
13721,contribuyentes,bidragsydere.,12
