ID,SPAIN,POLONAIS,INTERVAL
1421,lanudo,kudłaty,96
3256,zarza,bier.,87
14229,horas,godziny,10
12107,revisado,kontrolowany,12
14510,eficaz,skuteczny,12
2816,splanquia,slanchnology.,91
7916,remolino,wir,62
8480,trascendencia,implikacje,44
2576,soborno,łapówkarstwo,92
2973,ojo dorado,złote oko,89
8129,fíat,placet,61
13164,papel,rola,18
2866,spero,spacer.,89
9482,influyente,wpływowy,51
6758,indudablemente,niewątpliwie,69
4534,difuso,zamazany,82
2824,lanoso,wełnisty,90
12810,suiza,szwajcaria,24
9899,vagabundo,wędrowiec,36
11472,jerusalén,jerozolima,36
13569,acampar,obóz,14
9722,vigilancia,nadzór,49
3401,chirumen,rozum,88
12532,aclarar,wyjaśniać,24
11843,húngaro,język węgierski,31
13810,él,to,5
13067,hermano,brat,14
7800,tenencia,tenuta,62
3567,divulgar,ujawnienie,86
6467,argén,srebrzysty,71
2562,bielorruso,białoruski,91
14044,tarifa,stawki,7
2437,aterronado,grudkowaty,92
7564,becket,uchwyt do luźnych lin,64
7183,margarita,stokrotka,65
725,textiles,tekstylia.,65
5578,bohemia,cyganeria,76
14050,estados,państwa,6
11972,sendero,ścieżka,30
3820,costuras,couture.,86
10022,tributo,hołd,46
7722,esvástica,swastyka,62
14046,pequeño,mały,12
631,sin cortar,nie oszlifowany,99
11803,ex,były,33
863,saturación,nasycenie,64
14411,trabajos,oferty pracy,19
4366,paréntara,parton.,83
5706,suspiro,westchnienie,72
14073,posible,możliwy,8
4483,melena,grzywa,79
8541,círculos,kółka,30
6289,brillo,jasność,38
2854,discernir,rozeznać,78
6768,criptón,krypton,69
1353,tejido de punto,robienie na drutach,83
1495,antidiscapanismo,antidisestablainizm.,96
11840,cartelera,billboard,32
12737,molinero,młynarz,24
14292,casos,sprawy,6
8947,erudito,uczony,38
11881,dinero en efectivo,gotówka,32
1199,guiso,gulasz,89
4655,volver a visitar,revisita,66
5044,gratisthink,groupthink.,80
5708,comedia de enredo,komedia sytuacyjna,69
14350,encontrarse,poznać,11
278,recinto ferial,teczki,99
280,carretón,wózek,93
1552,eneldo,koperek,95
2233,golfistas,golfiści.,73
12865,afirmar,zapewniać,17
11874,aconsejar,radzić,23
13677,duplicar,duplikować,12
12592,hechos,dzieje,11
11749,exactitud,precyzja,34
12309,variedad,różnorodność,26
5885,suspender,zawieszać,25
11999,matrimonio,małżeństwo,30
10828,coca,koka,41
7145,puntos de vista,punkty widzenia.,43
9928,próximo,nadchodzący,48
5969,genoveva,lizzie.,74
7751,estómago,brzuch,62
12392,mierda,pierdolić,23
9732,edimburgo,edynburg.,49
11462,hazme,kopuła,35
11684,piernas,nogi,21
6936,inconsecuencia,niezgodność,42
10747,abogado,adwokat,39
12556,arroz,ryż,26
7946,venta al por mayor,hurt,62
1551,engle,engulować,92
9331,consumado,strawiony,33
3321,anticiclón,antycyklon,82
10901,falso,podróbka,38
5128,ducado,księstwo,76
10132,instante,natychmiastowy,46
12875,olor,zapach,23
11781,divisional,dywizyjny,34
9857,tierras altas,średniogórze,35
5419,mitosis,mejoza,78
12368,ganar,zdobyć,16
5506,inestabilidad,niestabilność,76
8470,separarse,breningowy,59
3552,espacioso,przestronny,88
11343,volver a publicar,repost.,38
12063,escritor,pisarz,22
13814,voluntad,będzie,5
3122,corsé,gorset,75
2708,arcángel,archanioł,89
6442,alquimia,alchemia,71
8148,mendigar,błagać,50
12159,cohete,rakieta,23
13080,famoso,słynny,21
7772,nitrato,azotan,60
12433,turco,turecki,28
128,charla,gadać,98
8465,crónico,chroniczny,58
10039,nitrógeno,azot,46
11162,cocaína,kokaina,38
10535,portátil,przenośny,42
8364,núcleo,jądro,60
13693,amor,miłość,12
37,violador,gwałt,36
13896,bajo,pod ,7
360,regenerador,regeneracyjny,100
226,entrelazar,interleague.,100
2720,incendiario,zapalający,88
9387,creciente,crewer.,52
11358,todos,wszyscy,37
8972,trampa,pułapka,37
2936,camarada,towarzysz,66
10314,injusto,niesprawiedliwy,44
12723,lunes,poniedziałek,24
3630,craptor,krojak,87
5780,libélula,ważka,75
6946,revelado,odsłonięty,62
13966,necesidad,potrzebować,6
5819,conservación,konserwowanie,31
527,precámbrico,prekambryjski,99
13304,aficionados,fani,12
6242,balde,wiaderko,68
3363,dictadores,dyktatorzy,45
11925,cargado,naładowany,17
7232,concurrentemente,jednocześnie.,55
10593,radical,rodnik,37
6898,fantasmas,duchy,34
7147,esquimal,eskimos,47
2796,hena,hayward.,88
1137,estrella polar,polaris.,97
1821,marsupial,torbacz,95
14013,resultados,wyniki,7
12293,saudí,saudyjczyk,28
1855,dorio,dorycki,95
2613,ambición,ambicja,76
8734,transferencia,przeniesienie,13
7906,raciocinar,rozumować,62
3934,berta,kołnierz koronkowy,85
7011,límite,próg,66
11077,explorador,poszukiwacz,26
7016,reeva,reeves.,59
10755,honesto,uczciwy,41
7215,tiranosaurio,tyrannosaurus.,66
13177,encuesta,głosowanie,16
14418,presentado,pokazane,8
5451,teóricamente,teoretycznie,57
10092,salomón,solomon.,46
6341,esposas,żony,72
10514,comprado,zakupione,29
12158,demonio,diabeł,22
9843,soberanía,suwerenność,48
14037,área,obszar,10
921,obtención,nabywanie,80
1149,chaquete,backgammon.,97
11437,racista,rasistowski,35
14398,fecha,data,6
4251,saxífraga,skalnica,84
586,sin censura,nieocenzurowany,99
9686,papi,tatuś,50
4978,tungsteno,wolfram,80
13983,ayuda,pomoc,7
9628,notable,godny uwagi,50
13069,gramático,gramatyczny,20
12548,asesinato,zabicie,12
13399,caliente,gorąco,17
13923,red,sieć,9
13783,confusión,dezorientacja,10
9031,cloruro,chlorek,55
9911,inelegible,którego nie można wybrać,48
6147,indemnización,remont,68
9138,prioridad,priorytet,50
2019,desvanecido,obudził,94
2388,reintroducido,ponowne wprowadzone,81
12211,cachondo,krzykliwy,30
6038,mójol,cefal,70
5151,deportista,sportowiec,79
8742,demolido,zburzony,53
6170,fábrica con explotación exagerada,sweatshop.,73
10791,catorce,czternaście,41
13264,maría,mary,16
10999,aspectos,aspekty,29
8522,juzgar,osądzający,22
6854,viruela,ospa,68
8128,indisponible,niedostępne,60
660,asistir,uczęszcza,17
8960,michelangelo,michał anioł,55
13463,z,z.,16
13786,de lo contrario,inaczej,12
8500,desagradable,paskudny,58
2109,ensanchar,poszerzać,62
3228,negligencia,zaniedbanie,69
14210,oferta,oferuje,17
5974,quemador,palnik,73
10648,óptico,optyczny,38
12057,contenido,zawarty,8
7963,podar,przycinać,45
5696,martura,opasnik,76
7536,procesador,edytor,57
5193,alucinógeno,halucynogenny,71
5617,girasol,słonecznik,76
2880,acampado,obozowany,76
4446,re añadir,readd.,82
11994,expandido,rozszerzony,19
1967,niñera,niania,94
3926,cuarentena,kwarantanna,80
12450,pato,kaczka,22
14313,anterior,poprzedni,12
10364,insulto,zniewaga,25
13377,prohibido,zakazany,11
13666,reino,królestwo,14
13960,informe,raport,5
14213,unión,unia,11
4398,asesores,doradcy,62
2685,cazo,zgłębnik,91
8185,cenicienta,kopciuszek,61
8723,asesino,pogromca,56
11404,sra,sm,37
7386,acetato,octan,57
12925,poli,konstabl,22
12181,enfermo,chory,26
11867,medicamento,medycyna,32
12039,delincuente,kryminalista,28
14173,aumentó,zwiększony,14
11762,capucha,kaptur,32
7669,simpatía,współczucie,60
5757,atornillado,wkręcać,41
7664,alabado,chwalony,43
3990,confiscado,skonfiskowany,74
8055,cuchilla,redlica,61
13847,compañía,firma,10
4952,eslavo,słowiańska,80
10248,hostil,wrogi,35
6867,desdén,pogarda,66
13562,mes,miesiąc,12
9200,placer,przyjemność,52
11963,oponentes,przeciwnicy.,25
5664,cruce,skrzyżowanie ulic,75
13440,lo que,cokolwiek,16
5455,portador,okaziciel,65
9169,amargo,gorzki,52
10051,hablado,mówiony,47
13432,cálculo,koło,17
10015,directores,dyrektorzy,20
2223,vengativo,mściwy,92
9087,correspondencia,odpowiada,29
477,póstumo,pośmiertny,72
12078,aficionado,amator,29
405,volquete,wywrót,100
1773,rosado,mały palec,90
1942,lázaro,lazarus.,94
12029,prohibir,zabronić,18
6678,caliza,wapień,70
1412,huella,kreski,50
5892,meritorio,zasłużony,75
13641,ocho,osiem,14
13932,aún,nadal,8
2459,cigarrillos,papierosy.,53
3402,grada,brona,85
5830,recámara,ubierać w spodenki,60
13687,malo,zły,13
5953,hurón,fretka,74
1119,electrólisis,elektroliza,97
12067,pilares,filary,30
13277,cruzar,krzyż,13
7511,fiscal,prokurator,53
12168,perseguir,pościg,26
4543,tarifas,taryfy.,61
6849,helíaco,heliak.,68
13397,gato,kot,16
5457,cree,wierzyć,77
10320,límites,limity,10
1556,franceses,francudnich.,96
5970,proscrito,banita,55
7835,molesto,poirytowany,33
9248,invención,wynalazek,33
12046,presencia,obecność,31
11073,flecha,strzałka,35
4454,evaporación,odparowanie,67
3267,no probado,niezrównany,88
5536,agrietado,pęknięty,37
12183,suicidio,samobójstwo,28
12034,película sonora,talkie,31
14179,ganancias,zyski,16
13183,desplegado,rozmieszczony,15
102,grabadora,printmaking.,100
11082,balas,kule,27
12010,mermelada,dżem,29
2381,toro castrado,byczek,91
13357,oner,ont.,18
826,dueño,gospodarz,92
9502,colombiana,kolumbijczyk,51
6354,indirectamente,pośrednio,72
6493,vientre,brzuszek,52
10661,más antiguo,najstarszy,42
14054,espectáculo,pokazywać,8
6342,fisgonear,podejrzeć,70
14142,período,okres,10
4689,freído,frey.,82
5779,adelantar,wyprzedzać,56
2656,centro de la ciudad,midtown.,91
5385,cauteloso,ostrożny,78
13348,dakota del norte,nd.,18
13253,preocupaciones,tyczyć,10
5882,comprimido,sprężony,47
8004,anclaje,zamocowanie,62
13521,otorgar,nagroda,10
3156,sacerdocio,kapłaństwo,89
5013,suscripción,subskrypcja,67
11751,volumen,tom,30
7630,extraterrestre,pozaziemski,62
13866,podría,mógł,8
4073,telterina,listonosz,85
13988,interés,odsetki,9
12902,olvidar,zapominać,22
9359,conversos,konwertuje,19
12312,en todo el mundo,na calym swiecie,29
9265,judicial,sądowy,51
1005,sinóptico,synoptyczny,98
444,barométrico,barometryczny,100
8523,breta,bon.,58
9506,gravedad,powaga,51
13673,jersey,golf,13
14157,lleno,pełny,10
4309,campo de pena,plainfield.,84
12263,templo,świątynia,28
4475,caracortada,człowiek z blizną,83
11192,corredor de luna,moonraker.,38
13949,americano,amerykański,9
11595,urss,zsrr.,35
12661,toro,byk,19
10505,chip,żeton,32
9364,durante la noche,nocny,52
13356,independiente,niezależny,14
12477,checo,czech,27
3004,borbón,burbon,88
7280,devanar,dev.,65
1747,torso,tułów,94
3907,extremadamente,niezmiernie,86
13507,rastro,namierzać,15
8094,prejuicio,pregame.,61
9119,reforzado,wzmocniony.,36
3327,lashave,lashkar.,88
705,privación,trudność,88
10640,pretemporada,bestezon,42
12975,retirado,emerytowany,17
6309,arquímete,archimedesa,72
4565,quarl,kwarty,81
3142,psicoactivo,psychoaktywny,89
10350,diseñador,projektant,11
8775,vagina,pochwa,56
11424,cactus,kaktus,37
221,galia,gaul.,99
8851,ramamente,rażąco,56
8321,cístico,torbielowaty,60
2452,dotado,utalentowany,45
12393,financiero,budżetowy,27
7667,chung,chunch.,63
13647,en vivo,relacja na żywo,9
229,dispersión,dyspersja,49
10916,cobre,miedź,40
9243,cantó,śpiewał,53
388,codorniz,przepiórka,99
11696,guau,wow,34
7840,monóxido,tlenek,62
12229,injustificado,nie usprawiedliwiony,29
2342,fideos,makaron,66
6599,criar,rasa,48
4993,carruaje,rydwan,72
7391,rotura,rozerwać,47
8527,criaturas,stworzenia,49
7892,aliado,sprzymierzyć,21
5312,confitería,cukiernia,78
2965,galgo,chart,72
12472,ana,ann.,21
13342,dudar,wahać się,17
13251,campana,dzwonek,18
12242,concepto,pojęcie,26
10824,maquinilla de afeitar,brzytwa,41
2069,trigonométrico,trygonometryczny,94
13506,correo,poczta,15
11111,subtítulo,podpis,35
713,de muelles,resorowany,99
101,indostán,hindustan.,100
14058,saber,wiedzieć,8
7606,mosquito,komar,61
10008,meridiano,południk,47
4761,hélice,spirala,81
8010,incorporado,osadzony,60
8371,thatcher,strzecharz,60
13821,este,ten,5
8418,escribiendo,bazgrać,55
11252,atribuido,przypisany,16
8174,la habana,hawana,61
8648,confiado,zaufany,27
1525,lubricante,smarowanie,96
11104,gradualmente,stopniowo,37
9637,barriendo,zamaszysty,31
12298,disgustado,smutny,27
2297,dar por,daud.,93
13881,usado,używany,5
1629,dúplex,dupleks,94
6860,reside,mieszka,20
11661,olvidó,zapomniał,34
1083,riñones,lejce,76
10023,esposo,mąż,46
8971,soledad,samotność,55
7468,pos,posprzedaż,46
12043,subterraneo,metro,31
7151,vást,var.,66
6310,marroquí,marokański,68
3707,gafas de sol,okulary słoneczne,86
13959,fin,koniec,8
9703,grito,krzyk,40
7528,glosario,słowniczek,63
10605,presuntamente,rzekomo,43
8615,mullido,mullen.,57
889,ternario,potrójny,98
6084,picadillo,haszysz,67
6213,aleación,stop,66
8102,vecino,sąsiedni,38
10347,enteros,liczby całkowitej,36
5916,vano,próżny,74
10783,buscando,poszukiwanie,27
4538,basílica,bazylika,82
13500,seguridad,bezpieczeństwo,13
11760,interior,wnętrze,33
5861,hiperactividad,nadpobudliwość,72
2510,farsante,humbug,92
383,brunel,bluel.,100
5742,cítrico,cid.,76
2550,cáñamo,konopie,92
11190,piratería,piractwo,38
763,calabacín,cukinia,99
12663,alfarero,garncarz,25
7307,inventor,wynalazca,56
22,lápiz labial,pomadka,100
8368,santas,hallows.,58
4641,economistas,ekonomiści.,58
1571,indocumentado,nieudokumentowany,95
12621,nativo,rodzinny,24
3208,enérgico,energetyczny,85
5901,involuntario,nieumyślny,66
11854,en curso,bieżący,33
11209,esquí,narty,30
11590,poesía,poezja,35
6732,colon,okrężnica,45
13525,visible,widoczny,15
14284,a pesar de,chociaż,6
6516,hidroeléctrico,hydromasaczni,71
629,narcisismo,narcyzm,99
6152,asar,burda,73
12862,salvaje,dziki,23
7479,feto,płód,64
6025,unilateral,jednostronny,57
12849,organizar,wr.,23
9316,excluyendo,wyłączając,36
13616,visita,odwiedzić,12
8518,medias,skarpety,25
3850,cruzado,crosser.,84
5440,alícuota,podwielokrotność,78
1613,ceilán,ceylon.,95
6275,haitiano,haitański,69
11168,excusa,wymówka,37
5153,amenaza,groźba,71
13412,franco,szczery,16
13214,irlandesa,irlandczyk,19
1051,boletín,boldin.,98
4728,dedos de los pies,palce u nóg,52
3184,nociones,galanteria,49
3006,amapola,mak,88
4461,helicóptero,siekacz,79
2805,lo más duro,twardszy,91
3848,jurisdicciones,jurysdykcje,53
8787,incivil,nieuprzejmy,56
9949,rodeado,otoczony,27
69,clérigos,kleisty,71
10604,compras,zakupy,27
13199,inconveniencia,niedogodność,19
3176,escalado,eskalujący,42
13227,producción,produkcja,9
12720,caballo,koń,22
5435,regimiento,regt.,78
6594,hollín,sadza,70
3604,oruga,gąsienica,85
71,referencial,referencyjny.,99
203,juego de piernas,praca nóg,100
1289,ortodoxia,prawowierność,96
13711,islas,wyspy.,10
7558,visa,wiza,60
13161,ciertamente,na pewno,20
2110,zueco,patten.,90
2020,gaviotas,mewy,86
9665,recuperar,zdrowieć,23
10609,del nordeste,północno-wschodni,43
11202,panel,płyta,35
14404,revisar,recenzja,8
38,equino,koński,99
5015,endocrino,wewnątrzwydzielniczy,80
9937,caballeros,panowie,47
5764,nixie,rusałka,75
2963,trabajo en equipo,praca zespołowa,89
2343,bilateral,dwustronny,91
13655,generalmente,ogólnie,8
6621,fogata,bushfire.,58
3754,kernado,kern.,86
4500,carón,charon.,82
6073,abedul,brzozowy,74
5711,entrometido,entre.,75
6989,espinal,rdzeniowy,67
10321,zapatero,szewc,44
1600,dinámico,dynamos,57
8595,genio,geniusz,58
1096,pesadillas,koszmary,61
7046,mundo maravilloso,kraina czarów,67
3685,cautivos,jeńcy,56
8021,reps,reprezentant,58
13601,divisiones,dywizje,8
87,blanqueo,wybielanie,42
8425,granero,stodoła,58
14427,respuesta,odpowiedź,12
1499,rogue,rogan.,96
12307,simplemente,zaledwie,9
504,arquitecturas,architektury.,18
7006,acilo,acyl.,67
2071,melanoma,czerniak,94
10201,pronóstico,prognoza,33
11946,expresado,wyrażone,17
4036,lentes,soczewki,84
6734,damasco,damaszek,69
11929,citas,cytaty,16
3952,notario público,np.,85
2585,barra lateral,pasek boczny,91
1044,insalubre,niezdrowy,97
2058,a medida,emocjonować,94
6784,deslizarse,slid.,69
7550,evocador,sugestatywny,64
5406,digerir,strawić,56
4442,envidia,zazdrość,82
1995,tétanos,tężec,94
7365,pompeya,pompeje.,65
5754,parálisis,porażenie,75
4943,travesura,psota,79
7681,heráldica,heraldyka,63
5910,patata,rydel,75
6136,virgo,panna,73
6643,desaparecer,znikać,38
8462,platón,plato.,59
2569,jurados,jurorzy,77
3155,precauciones,środki ostrożności,74
7142,fugarse,breakout.,66
706,a flote,na morzu,99
4968,ruiseñor,słowik,80
3671,diagonal,przekątna,80
5101,polinomio,wielomian,74
6358,espacio aéreo,kubatura,72
13911,ella,ona,12
13803,ser,być,5
1045,choctava,choktaw,98
9810,oceanía,oceanii.,49
13409,dic,grudnia,17
11931,siglos,wieczność,14
2826,tres veces,trzykrotnie,90
14391,septiembre,wrzesień,6
10152,bolsillo,kieszeń,41
8251,horizonte,sylwetka na tle nieba,60
7348,sujetar,chwyt,60
9393,infame,niesławny,51
887,déficit,deficyty,35
5957,inestable,nietrwały,74
9120,alfiler,szpilka,43
6614,cualquier momento,w każdej chwili,70
2180,picnic,piknik,92
13952,parte,część,9
397,raqueta de nieve,snowshoe.,99
13029,único,unikalny,21
11043,traducir,tłumaczyć,20
10304,insignia,odznaka,41
11063,reajuste salarial,cola,39
244,comestible,jadalny,98
8758,imán,magnes,38
10175,goleador,markier,35
2034,cátodo,katoda,91
7746,pronunciación,wymowa,61
4591,adjunto archivo,przywiązanie,18
1591,transcurrido,upłynął,94
858,construcciones,konstrukcje,5
6615,infundado,bezzasadny,70
12310,aumento,wzrastać,23
9643,juicio,osąd,47
7554,vegetal,warzywo,52
3102,encogerse,kurczyć,74
9802,sorprendente,zaskakujący,24
13385,ruso,rosyjski,16
1530,seguro médico del estado,medicare,96
12346,lío,bałagan,22
4942,con alegría,ochoczo,80
1601,torno,tokarka,95
14149,soltero,pojedynczy,10
11695,sombra,cień,32
13167,gogo,idź idź,19
13643,pueblo,wioska,13
14461,acepta,trwa,5
5546,bajá,basza,76
1695,el más lento,najwolniejszy,95
1743,persuasión,perswazja,79
10953,cubierta,pokrycie,9
14093,futuro,przyszły,9
5745,reabrido,ponowne otwarcie,64
13155,célula,komórka,18
13210,elecciones,wybory,11
13316,smo,święty,15
14223,crear,tworzyć,6
2239,matadero,rzeźnia,92
1750,rectángulo,prostokąt,92
10787,medieval,średniowieczny,41
9756,humanidad,ludzkość,49
1768,hacia el este,na wschód.,53
11911,nube,chmura,29
8196,fundado,sfinansowany,25
4478,alero,heer.,83
14132,suma,dodatek,7
8274,no muerto,nieumarły,60
4301,brócoli,brokuły,84
1085,aniquilación,unicestwienie,72
11710,clásico,klasyczny,20
9942,sí misma,się,48
14063,departamento,dział,10
25,hormigas,mrówki,41
5256,emperatriz,cesarzowa,78
14463,intentar,próbować,7
9053,calina,mgła,52
6530,inmediato,podpowiedź,38
5669,lepra,trąd,76
8661,transporte,fracht,57
11577,prominente,znaczący,31
760,panóptico,panoptyczny,99
6609,ascendencia,pochodzenie,69
13583,italia,włochy,15
6519,esclerosis,skleroza,71
3723,paruino,paranomia,87
11300,mental,psychiczny,34
12308,convección,konwekcja,28
6689,ocultar,przebranie,49
9002,obesidad,otyłość,54
12408,desalentar,powstrzymać,28
5641,ideado,opracowany,68
52,latido del corazón,bicie serca,99
5944,cadáver,zwłoki,63
3913,día del juicio final,dzień sądu ostatecznego,86
12580,habla,przemówienie,25
6666,retoque,resią,70
9622,conjunción,spójnik,47
13767,fallecido,zmarł,12
12969,demora,opóźnienie,8
10366,lésbico,lesbijka,43
12630,instalaciones,obiekt,21
14414,no puedo,nie mogę,12
12568,ciclo,cykl,20
12685,aerotransportado,samolotowy,25
3172,distraído,rozpraszający,54
16,maníaco,maniakalny,99
137,poroso,porowaty,100
6396,premisa,przesłanka,53
9071,croata,chorwacki,55
1406,tardío,spóźniony,96
13692,corriendo,działanie,8
9976,ortodoxo,prawosławny,47
11536,provocativo,prowokacyjny,33
2379,seguir,trwać,86
11606,oxígeno,tlen,34
3817,paridad,parytet,86
11399,crecimiento,wzrost,37
1636,snelir,snell.,95
2104,sinfónico,symfoniczny,94
3131,bostezo,ziewać,86
1872,amarrar,asekurować,90
5820,tonto,niemądry,72
2017,garabatear,gryzmolić,92
561,espárragos,szparag,99
10278,rata,szczur,40
13529,amplio,szeroki,13
1519,violinista,skrzypek,95
10109,no identificado,niezidentyfikowany,46
8088,prometido,zastawiony,46
5259,implacable.despiadado,nieustępliwy,78
1584,ardiendo,w ogniu,95
6628,descartes,kadź,70
12303,universo,wszechświat,8
2346,contorno,kontur,88
1389,prohibitivo,zakazujący,97
7781,florecer,kwiat,62
3480,intervenir,interweniowanie,49
14198,a lo largo de,przed siebie,12
4669,heller,halerz,82
6155,tablista,surfer,63
2619,tomadores,bodziec,64
4717,ópalo,opal,81
2952,imprimir,odcisk,71
7305,desnudez,nagość,65
240,escupir,plucie,29
9945,zoo,ogród zoologiczny,47
3877,deslizamiento,szybownictwo,74
10122,ocurre,występuje,12
2106,guardias,strażnicy.,94
9793,chispa - chispear,iskra,34
10509,cantando,śpiewanie,31
7196,arzobispo,arcybiskup,63
9409,derrick,bom,52
3212,fondo de pantalla,tapeta,86
12767,década,dekada,21
13690,dinero,pieniądze,13
1408,durmiente,podkład,92
1741,mecenazgo,patronat,95
1757,carnero castrado,skop,94
356,almirantazgo,admiralicja,99
14235,permitir,pozwala,10
11010,aéreo,antenowy,39
12739,escuchar,słyszeć,20
11539,sutil,subtelny,36
11232,violento,brutalny,36
13389,waggers,zakładki,17
8048,decoración,deco.,62
1059,ejecutar,enforcer.,31
8582,posada,zajazd,49
1268,así como,także,97
5119,jábega,seine.,79
7584,aerobús,airbus.,64
8923,palomitas,prażona kukurydza,55
3542,calzado,obuwie,88
2756,opresión,ucisk,69
10102,romántico,romantyk,45
12845,gasolina,paliwo,22
5927,dolor de cabeza,bół głowy,69
1845,batido,bown.,94
13577,joven,młody,15
10964,gastar,wydać,31
320,trazador,kreślarz,98
10239,pulmón,płuco,43
8546,saludable,zdrowy,58
8280,bloqueo,blokada,56
4743,expresar de otro modo,omow wszystko jeszcze raz,62
11720,descubrimiento,odkrycie,30
14322,negociaciones,rozmowy,5
8284,redistribuido,przeniesiony,54
1501,actuario,specjalista od ubezpieczeń,89
8666,meseta,płaskowyż,56
10348,insignificante,drobiazgowy,44
10291,flamenco,flamand,45
12114,menta,mennica,29
12513,emergencia,nagły wypadek,19
6431,ensayos,eseje,39
11527,peaje,myto,35
10559,votantes,wyborcy,37
13120,real,rzeczywisty,11
6135,cóctel,koktajl,67
12151,doméstico,domowy,29
319,bey,bej,98
11669,virginia,va.,34
12662,lista negra,czarna lista,14
5260,defectos,wady,50
12929,triple,potroić,21
710,lado de caballo,grzbiet koński,99
13662,pérdida,strata,11
12112,kuwait,kuwejt,31
1574,emisión,udźwięcznienie,23
12702,volver a escribir,przepisać,20
1074,añadido,załączony,72
14214,necesidades,wymagania,6
2543,aplanado,spłaszczony,87
699,trozo de cuero,dag,97
13123,competir,konkurować,15
10536,oveja,owce,43
3329,miocardio,miokardialny,88
12414,libremente,swobodnie,28
5658,higo,figa,73
14405,octubre,październik,6
11198,funeral,pogrzeb,38
9470,aislado,odosobniony,43
9066,sinopsis,streszczenie,55
10431,ucranio,ukraiński,42
4144,más ancho,najszerszy,84
11528,fi,phi.,35
8382,trágico,tragiczny,54
2208,valoración,miareczkowanie,91
12834,principalmente,przeważnie,23
1531,burguesía,burżuazja,96
1024,salmoncillo,parr.,97
13734,oro,złoto,13
7239,confucionismo,konfucjanizm,65
12437,esquema,schemat,27
12257,sospechar,podejrzany,18
2466,dichos,sayers.,85
6099,culturismo,kulturystyka,67
2960,concesión,koncesja,67
9197,abejorro,trzmiel,54
7715,dinámica,dynamika,27
7977,nudo,węzeł,31
3225,estropearse,kremowy,88
12586,malasia,malezja,26
4668,nobleza,szlachta,82
6790,guisantes,groszek,48
9190,bruto,bydlę,53
9176,sin precedentes,bez precedensu,54
7264,gofre,wafel,62
1859,cónclave,konklawe,91
10641,revancha,rewanż,42
3787,cabeza blanca,whitehead.,86
5454,adolescente,nastolatek,36
11729,entregado,dostarczony,27
12870,novato,rekrut,21
8247,tuerca,orzech,47
3682,firstone,ognisty kamień,87
1766,libro de cocina,książka kucharska,89
11363,finalistas,finaliści.,33
6417,derecho de retención,zastaw,71
13611,grillo,krykiet,14
13198,aceptable,do przyjęcia,6
14393,rostro,twarz,13
8940,confrontación,odkrycie kart,55
13300,elevado,uniesiony,15
11299,culpable,winny,38
2321,embriaguez,pijaństwo,74
6380,espectral,widmowy,71
2847,collage,kolaż,89
13142,oscuro,ciemny,18
10780,teorema,twierdzenie,40
9425,diecisiete,siedemnaście,52
3010,indiscriminadamente,niezadowolony,48
13791,el,.,5
3520,cheurón,szewron,87
10238,chambelán,szambelan,45
10922,terranova,nowa fundlandia,40
14065,duro,twardy,9
14511,dejar,zostawić,7
2674,tiroides,tarczyca,90
6091,babosa,ślimak,56
12442,atrapar,złapać,22
4884,patiado,footed.,21
7900,codo,łokieć,60
11292,lograr,osiągnąć,20
9545,fantástico,fantastyczny,49
7341,reverendo,czcigodny,65
4281,testificar,świadczyć,62
13815,o,lub,5
6388,lavar,myć się,46
9023,más nuevo,nowszy,55
5472,explicativo,wyjaśniający,77
7579,doblado,zgięty,64
13411,puente,most,15
6994,caza,pogoń,68
11997,resaca,cofająca się fala morska,31
13919,ventas,obroty,24
2298,clorhidrato,chlorowodorek,92
1206,sarna,świerzb,97
5816,evita,unikać,7
10242,rural,wiejski,45
2875,sidra,cydr,90
153,anestesia,znieczulenie,100
2478,pájaro carpintero,dzięcioł,92
10596,caballo de carreras,koń wyścigowy,32
8439,oler,elmer.,59
7757,romanticismo,romantyzm,62
1878,derribado,przewrócony,80
3175,gritando,wrzeszczał,50
8012,compositor de canciones,tekściarz,52
6424,tonelero,hooper.,72
13461,más corto,krótszy.,16
8093,faldas,spódnice.,50
1610,diferencia,zmienność,95
7832,dickens,licho,62
680,arqueólogo,archeolog,90
934,crucifixión,ukrzyżowanie,98
14168,política,polityka,6
8902,autónomo,autonomiczny,54
14242,mac,prochowiec,33
6641,parecido,pokrewny,70
10196,esquinero,cornerback.,46
13301,presión,ciśnienie,18
5651,ósmosis,osmoza,76
5363,hidróxido,wodorotlenek,78
6209,afueras,peryferie,72
5224,sillín,siodło,74
4191,hilanderos,błonicy,57
12565,probar,udowodnić,17
8958,romper,oddzielać się,55
7089,cervecero,piwowar,40
14171,abril,kwiecień,6
386,triásico,trias,100
669,hinchar,puchnąć,70
2867,al agua,za burtę,90
2842,risita,chichot,69
7645,resurrección,zmartwychwstanie,55
8453,envenenamiento,zatrucie,39
11672,hidrógeno,wodór,34
5302,garra,talon,74
913,residencia universitaria,sala sypialna,87
3822,bordado,haftowany,84
273,movimiento rápido del ojo,rem.,99
13674,lote,działka,12
14147,recientemente,ostatnio,5
11543,arcoíris,tęcza,35
8943,aunque,aczkolwiek,55
9412,vaticano,watykan,52
12679,tendencioso,stronniczy,24
13883,sistemas,systemy,9
8180,indebido,nadmierny,61
11857,dispositivo,urządzenie,27
7586,frambuesa,malina,64
10654,rap,kuks,37
12009,entrevista,wywiad,25
5448,espurio,fałszywy,77
12701,contento,zadowolony,25
