ID,SPAIN,HINDI,INTERVAL
11552,logotipos,लोगो,11
13273,parís,पेरिस,15
7978,magnesio,मैग्नीशियम,57
3417,sagan,सगन,86
6135,cóctel,कॉकटेल,63
2317,con poca frecuencia,कभी कभी,75
9610,interpretado,व्याख्या की,18
5308,lápido,लिपिड,74
8880,oslo,ओस्लो,51
41,verbosidad,शब्दाडंबर,100
11891,redskins,रेडस्किन्स,28
7320,difamar,बदनाम,29
13122,estrellas,सितारे,9
5408,blanche,ब्लांश,73
4167,geiger,गीजर,82
7757,romanticismo,प्राकृतवाद,59
14486,característica,विशेषता,9
9681,venecia,वेनिस,45
12287,bruins,ब्रूइंस,24
12024,paja,बकवास,27
10260,wesley,वेस्ले,41
13387,caballería,घुड़सवार सेना,14
5640,hetero,हेट,72
2081,amargamente,कटु,92
4531,fulham,फुलहम,79
9209,mona,मोना,49
7830,aquiles,achilles,59
8118,asma,दमा,57
6057,creta,क्रेते,70
495,cosquillas,गुदगुदी,85
1506,égida,तत्वावधान,95
13168,bomba,बम,10
4213,tesla,टेस्ला,81
2005,vr,वीआर,92
333,hipo,हिचकी,97
2180,picnic,पिकनिक,90
14280,dicho,कह रहा,8
3714,fonógrafo,ग्रामोफ़ोन,81
7394,langosta,झींगा मछली,61
10418,mafia,माफिया,39
2760,babero,अकसर पीना,87
9183,serotonina,सेरोटोनिन,49
7938,incorporación,निगमन,21
6345,mercer,मर्सर,68
8285,seminoles,सेमिनोलों,46
1488,historiografía,हिस्टोरिओग्राफ़ी,94
1153,inane,बेहूदा,94
12131,candidato,उम्मीदवार,19
14196,países,देशों,8
4283,escorpiones,बिच्छू,44
8406,lak,लाक,54
11245,tostada,टोस्ट,33
12060,cómic,हास्य,14
10328,preparativos,व्यवस्था,20
14110,vino,आया,10
4911,marconi,मारकोनी,77
8300,cebra,ज़ेबरा,51
7948,infa,इन्फ,58
3621,aguas subterráneas,भूजल,85
6340,novedad,नवीनता,65
11887,virus,वाइरस,28
4689,freído,फ्रे,78
11221,fundador,संस्थापक,31
8003,cal,बाल,57
11510,ernest,अर्नेस्ट,32
71,referencial,निर्देशात्मक,99
10063,calificatorio,क्वालीफायर,8
7771,faro,प्रकाशस्तंभ,57
10853,decatlón,डेकाथलन,37
5849,entresuelo,परछत्ती,69
874,citocromo,साइटोक्रोम,97
5571,estadios,स्टेडियम,73
10803,gusto,स्वाद,34
7325,espadas,तलवार,32
9092,amante,प्रेम करनेवाला,42
6224,cucaracha,तिलचट्टा,69
4879,mercenario,किराये का,59
1447,baños,प्रसाधन,40
14097,reunión,बैठक,9
6623,calabaza,स्क्वाश,63
3778,electromagnetismo,विद्युत,44
6168,macro,मैक्रो,68
880,haluro,halide,95
3717,napalm,नापलम,84
843,dey,डे,98
10820,kc,केसी,37
2794,parilla,बारबेक्यू,87
5041,temperamento,स्वभाव,69
9425,diecisiete,सत्रह,47
2963,trabajo en equipo,टीम वर्क,88
8493,respiración,सांस लेना,38
3436,escandinavia,स्कैंडेनेविया,86
8716,descargo de responsabilidad,अस्वीकरण,18
8197,ausente,अनुपस्थित,55
4127,octano,ओकटाइन,81
9924,árabe,अरबी,43
11760,interior,आंतरिक भाग,29
8510,muscular,मांसल,54
2897,colesterol,कोलेस्ट्रॉल,88
4481,guapo,रूपवान,78
1005,sinóptico,सामान्य अवलोकन,97
12517,despedido,निकाल दिया,10
10004,culto,पंथ,41
1880,leighton,लेटन,92
4088,acadia,अकादिया,82
2679,rosalind,रॉसलिंड,89
3974,fragata,लड़ाई का जहाज़,77
2088,debusto,डेबुसे,92
10011,manny,मैन्नी,42
7283,billar,कैरम,61
3381,miniaturas,लघुचित्र,60
7291,sumatra,सुमात्रा,62
280,carretón,बोगी,91
6194,someterse,गुज़रना,46
6581,morillo,एंडिरॉन,66
2233,golfistas,गोल्फरों,69
12583,fosa,गड्ढा,17
13925,mientras,जबकि,6
6871,clon,क्लोन,37
11504,decimonoveno,उन्नीसवां,32
8088,prometido,गिरवी,41
8602,centenario,शताब्दी,51
11873,winnipeg,विनिपेग,29
8719,demanda judicial,मुकदमा,47
8470,separarse,ब्रेक अवे,54
9878,mitch,मिच,44
8640,rm,आर एम,36
12950,viernes,शुक्रवार,19
3519,claudio,क्लोडिअस,85
546,atrasado,अतिदेय,99
13724,thomas,थॉमस,12
3841,bumerang,बुमेरांग,83
6105,volver a tomar,फिर से लेना,64
3304,analítico,विश्लेषणात्मक,66
11046,historiadores,इतिहासकारों,26
12670,píxeles,पिक्सल,21
9070,orangután,आरंगुटान,50
3723,paruino,परानोमिया,84
12418,clasificado,वर्गीकृत,22
12515,complejo,जटिल,21
5995,pistacho,पिस्ता,70
10972,fortalecimiento,को सुदृढ़,18
7628,espino,वन-संजली,41
5285,sintoísmo,शिंटो,75
12532,aclarar,सफाई देना,21
804,queroseno,मिटटी तेल,98
11730,etiopía,इथियोपिया,30
12969,demora,विलंब,7
2149,saludo,गोल,92
3557,layo,जमा करना,85
1177,suboficial,एनसीओ,96
12322,sonidos,आवाज़,12
5003,fp,एफपी,61
10936,letonia,लातविया,36
13591,oficina,कार्यालय,10
2827,asfixia,घुट,67
4800,exposición,उजागर,34
5892,meritorio,सराहनीय,71
3418,silvicultura,वानिकी,86
12124,ocasiones,अवसरों,22
9689,hd,एचडी,45
13579,corea,कोरिया,12
11369,dedicado,समर्पित,30
4181,iónico,ईओण का,82
5997,stein,बीर पीने के लिये मिट्टी का प्याला,69
3734,tranvía,ट्राम,77
13613,isn,प्रतिसाद नहीं,12
5084,ladrones,चोरों,75
1129,oka,ओका,95
7753,criatura,वाइट,59
3604,oruga,कमला,82
3583,eau,यौ,85
14262,corporativo,निगमित,15
2151,apogeo,पराकाष्ठा,92
1583,fenilalanina,फेनिलैलेनिन,94
5719,ficticio,डमी,69
499,katakana,काटाकना,99
5099,superado en número,अधिक संख्या,71
5121,dietilamida,डाइथिलामाइड,76
10829,humanitario,मानवीय,37
628,desván,छत का कमरा,99
11318,margaret,मार्गरेट,33
236,desventurado,अभागी,100
4939,canónico,कैनन का,36
3467,sheila,शीला,86
423,dramaturgo,नाटककार,96
5433,collie,कोल्ली,71
13438,literatura,साहित्य,14
7710,expiración,समाप्ति,59
10724,mc,एम सी,38
1989,dah,दाह,92
14168,política,नीति,6
6110,coppa,कोप्पा,70
2297,dar por,दाऊद,91
3379,disminuir,घटाना,48
6699,granjero,गोशाला का अधिकार,65
10292,avatar,अवतार,40
1508,tootsie,टोटी,95
10261,partidista,पक्षपातपूर्ण,36
13187,tenis,टेनिस,16
6955,ladrón,चुरा लेनेवाला,64
2271,folsom,फोल्सम,91
7045,aritmética,अंकगणित,62
13109,naturaleza,प्रकृति,12
9976,ortodoxo,रूढ़िवादी,43
10609,del nordeste,पूर्वोत्तर,38
8903,toledo,टोलेडो,51
1860,muser,मुशर,72
8772,luterano,लूटेराण,48
12093,ucrania,यूक्रेन,27
11700,mickey,मिकी,30
9637,barriendo,झाड़ू मारना,27
1217,biogás,बायोगैस,96
5234,vodka,वोडका,74
7624,decreto,हुक्मनामा,51
6108,pañero,बज़ाज़,70
2014,tentador,मोहक,64
2468,predestinado,नसीब,38
11204,apelación,निवेदन,25
12661,toro,सांड,16
11816,falsificación,जालसाजी,26
13280,contexto,संदर्भ,15
8580,superintendente,अधीक्षक,51
11306,arjun,अर्जुन,34
12423,der,डीईआर,24
1003,señuelos de la guerra,सरदारों,82
9553,bruselas,ब्रसेल्स,46
6064,palas,पलस,70
12548,asesinato,हत्या,10
3636,riego,सिंचाई,82
10143,aristóteles,अरस्तू,42
11501,chipre,साइप्रस,32
983,texano,टेक्सस,38
12424,medianoche,आधी रात,24
3456,desgaste,संघर्षण,84
14300,operación,संचालन,6
12328,euro,यूरो,24
2141,gatería,गेटलिंग,92
13295,católico,कैथोलिक,15
8816,galileo,गैलीलियो,52
10428,carrera,आघात,35
2034,cátodo,कैथोड,89
9447,dei,देई,47
13631,portal,द्वार,12
9925,leicester,लीसेस्टर,43
920,acuarela,आबरंग,97
11836,ceniza,एश,23
8596,tribuna,ट्रिब्यून,43
1199,guiso,मछली पालने का जहाज़,88
5486,isaiah,यशायाह,74
8698,tenebrae,टेनब्रे,52
11217,convencional,मुख्य धारा,34
9950,pionero,प्रथम अन्वेषक,35
2672,vb,वीबी,89
4849,diáspora,प्रवासी,77
3175,gritando,चिल्ला,45
12610,delegado,डेल,22
1064,venerado,श्रद्धा,50
11664,ciro,साइरस,30
7208,afecta,को प्रभावित करता है,9
2424,herby,हर्बी,90
14296,terminado,समाप्त,7
54,argo,आर्गो,78
9394,timor,तिमोर,47
7132,casablanca,कैसाब्लांका,63
13464,enrique,हेनरी,13
3836,antimonopolista,अविश्वास,84
9032,monopolio,एकाधिकार,49
10725,ruidoso,जोर,38
12569,chorros,जेट,19
8100,kart,कार्ट,55
7662,tregua,युद्धविराम संधि,60
10429,soplón,गुप्तचर,39
7956,bucarest,बुखारेस्ट,58
60,carga útil,पेलोड,97
8513,bulbo,बल्ब,52
6787,de forma remota,दूर से,37
10118,eh,हुह,42
11212,anatomía,शरीर रचना,34
8268,mírico,मीर,55
11449,gareth,गैरेथ,32
2381,toro castrado,बैल,88
5456,dobson,डॉब्सन,74
13988,interés,दिलचस्पी,8
7473,marcador,स्कोर बोर्ड,60
6870,pty,प्राइवेट,64
10165,cesado,रह गए हैं,22
4013,camuflaje,छलावरण,76
12664,más allá de,के परे,22
4022,registros,रजिस्टरों,6
13894,estos,इन,6
595,sidi,सिदी,99
9371,reich,रैह,48
416,pugh,प्यूघ,100
1840,rescindido,इसे रद्द कर दिया,86
7186,grabado,एनग्रेविंग,43
13037,ácido,अम्ल,17
7784,verdun,वर्दन,59
4865,peninsular,प्रायद्वीप-संबंधी,77
5697,metano,मीथेन,72
124,fogle,फ़ोगल,100
11226,fijación,फिक्सिंग,9
2726,fértil,उपजाऊ,53
5011,talentos,प्रतिभा,31
12446,realizado,संचालित,16
11058,hugh,ह्यूग,36
9770,vietnamita,वियतनामी,44
6134,sie,सी ई,69
8440,gripe,फ़्लू,54
3576,loseta,टाइल,62
8524,cronología,कालक्रम,38
12603,denver,डेन्वर,22
9169,amargo,कड़वा,47
5035,ritual,धार्मिक संस्कार,63
7868,botsuana,बोत्सवाना,58
12405,arce,मेपल,24
5584,plato,थाली,61
8659,de paso,संयोग से,50
7909,tnt,टीएनटी,58
2344,maharaj,महाराज,90
12468,morris,मोरिस,23
360,regenerador,पुनर्जन्म का,100
9241,no hombre,कोई आदमी नहीं,49
934,crucifixión,सूली पर चढ़ाये जाने,97
9847,verso,कविता,38
8741,remix,रीमिक्स,41
9661,spa,स्पा,45
3154,inafectado,अप्रभावित,87
9941,sopló,विस्फोट से उड़ा दिया,43
13543,dio,दिया,13
451,crozier,क्रोजियर,100
13593,dave,डेव,12
10839,det,डिट,37
11872,voluntarios,स्वयंसेवकों,16
13915,su,आपका,5
560,himen,हैमेन,99
8303,tate,टेट,54
11752,bristol,ब्रिस्टल,30
13706,previsto,अपेक्षित,11
5760,ornis,ओर्निस,72
7851,penalizado,सज़ा,48
6803,árbol desmochado,पेड़ का ठूँठ,65
4777,unionista,संघवादी,67
10436,sustituido,एवजी,20
7906,raciocinar,रतन,58
6,tropezón,ठोकर,55
1348,vive,विवर,95
9647,zambia,जाम्बिया,46
2906,mercantilismo,वणिकवाद,69
2690,vo,वो,89
5345,nevado,हिमाच्छन्न,74
5655,stephane,स्टीफ़न,72
8080,hurst,टीला,57
13175,nea,नीच,16
12810,suiza,स्विट्ज़रलैंड,20
12546,pagar,भुगतान करते हैं,20
11758,calentamiento,गर्मी देने,22
11006,ídolo,प्रतिमा,35
8075,esponja,स्पंज,56
5180,premontado,प्रेम,75
12576,sintió,लगा,22
12586,malasia,मलेशिया,22
5495,faros,प्रकाशस्तम्भ,74
10548,ram,टक्कर मारना,22
1170,flameante,प्रज्वलन,48
14377,calle,गली,10
13380,claramente,स्पष्ट रूप से,14
1532,kiowa,कीओवा,95
7994,suez,स्वेज,57
14090,washington,वाशिंगटन,9
1135,bolívar,बोलिवार,96
1676,hermandad,महिला संघ,94
10610,op,सेशन,34
4299,fairbanks,फेयरबैंक्स,81
5050,revisionista,संशोधित,69
2082,kath,काथ,92
10232,jabón,साबुन,40
10867,de repente,अचानक से,37
2519,más ocupado,सबसे व्यस्त,90
5999,gruñido,असंतोष का शब्द,68
11579,sonic,ध्वनि का,30
12649,palestino,फिलिस्तीनी,19
5851,telugu,तेलुगू,71
275,ibérico,औबेरियन,99
6045,bioma,बायोम,70
2585,barra lateral,साइडबार,89
4948,cuerdas,रस्सियों,52
8491,mahatma,महात्मा,54
224,stepney,स्टेपनी,100
4960,vastamente,बेहद,77
6499,atila,अट्टिला,67
10262,provisional,अन्तरिम,41
13023,frontera,बॉर्डर,16
14458,pensamiento,सोचा,11
12278,pensión completa,अमेरिकन प्लान,25
7382,frustrante,निराशा होती,7
12541,fin de semana,सप्ताहांत,21
583,giroscopio,जाइरोस्कोप,95
1090,circunstancial,संयोग का,95
6303,jonah,जोनाह,68
8059,pepino,खीरा,56
822,insuperable,दुर्गम,98
2094,glicerol,ग्लिसरॉल,92
4252,sanguijuela,जोंक,81
2077,córneo,सींग का बना हुआ,92
591,septuaginta,सेप्टुआगिंट,99
4092,tutú,टूटू,82
13275,asociado,संबद्ध,10
4507,andante,भटकनेवाला,79
13947,llevar,लेना,5
14489,números,नंबर,7
6902,estrellarse,क्रैश होने,16
3005,metillina,मेथिसिल्लिन,88
1113,guacamayo,एक प्रकार का तोता,95
9561,curry,करी,42
10488,parcialmente,आंशिक रूप में,39
6099,culturismo,शरीर सौष्ठव,63
5975,poético,पुरजोश,68
2351,olmo,एल्म,83
12861,phil,फिल,20
4613,complementario,पूरक,79
1118,oceanografía,औशेयनोग्रफ़ी,96
13348,dakota del norte,रा,15
10731,triste,दुखी,29
2174,clavija,खूंटी,68
8254,violín,वायोलिन,55
1490,hao,हाओ,95
10902,boicotear,बहिष्कार करना,35
5334,propano,प्रोपेन,74
8748,qui,कुई,51
1259,montaje,कोडांतरण,18
13887,entre,बीच में,8
12988,lista de verificación,जांच सूची,18
4403,regente,राज-प्रतिनिधि,34
7480,kell,केल,61
13651,guardia,रक्षक,11
1475,macedón,मैसेडन,95
508,mutantes,उत्परिवर्ती,54
12144,serbia,सर्बिया,26
5567,frágil,भंगुर,71
6140,autorización,निकासी,68
8198,predominantemente,मुख्य रूप से,56
7663,radioactivo,रेडियोधर्मी,59
4927,milibares,मिलीबार,73
4945,irrestricto,अप्रतिबंधित,77
14098,izquierda,बाएं,8
5901,involuntario,अनैच्छिक,62
3639,inoxidable,स्टेनलेस,85
4847,símil,उपमा,77
2234,autostopista,हिचकिकर,84
1849,presidio,सभापतिमंडल,93
13075,crítico,नाजुक,11
7481,ujier,उपशिक्षक,56
2537,sólidamente,सुख से,90
9112,cono,शंकु,48
9695,adobe,एडोब,45
12837,seattle,सिएटल,20
2845,chou,चाउ,88
2699,cristalino,क्रिस्टलीय,88
12467,mínimo,न्यूनतम,23
13564,baloncesto,बास्केटबाल,12
4416,embate,हमला,80
12488,no relacionado,असंबंधित,23
5769,coherente,सुसंगत,62
5714,cv,सीवी,72
14491,compra,खरीदना,25
9031,cloruro,क्लोराइड,50
7316,esternón,पशुओं का चारा,62
10778,provincial,प्रांतीय,38
13574,olímpico,ओलिंपिक,10
6673,numerología,अंकज्योतिष,64
10344,dieta,आहार,39
8486,envuelto,लपेटा हुआ,38
12033,pirata,समुद्री डाकू,18
12926,rico,धनी,19
3683,a ciegas,आंखों पर पट्टी से,84
12040,sugerencia,सुझाव,9
12925,poli,पुलिसमैन,19
9626,prostitución,वेश्यावृत्ति,41
7974,punta de flecha,नोक,57
1392,imposición,आरोपण,95
14143,abierto,खुला,8
12695,inundación,बाढ़,13
13654,sam,सैम,12
13806,como,जैसा,5
1359,dalia,मेक्सिको का रंगीन फूलों का बड़ा पौधा,95
7626,manifestación,अभिव्यक्ति,39
9730,bulto,उभाड़ना,44
4940,taxista,चुंगी लगानेवाला,77
5389,cínico,निंदक,56
3558,mediado,मध्यस्थता,25
9352,thorpe,थोर्प,47
9734,benny,बेनी,44
7012,relleno,गद्दी,41
2857,no resuelto,न सुलझा हुआ,87
9578,lotería,लॉटरी,46
312,gympie,जिम्पी,100
14211,semanas,हफ्तों,8
1749,falange,व्यूह,92
9230,ladrillo,ईंट,44
3279,en esto,यहां,86
7565,benin,बेनिन,61
10160,felix,फेलिक्स,42
8740,trío,तिकड़ी,51
4373,metodología,क्रियाविधि,71
747,vassar,वासर,98
12688,espelta,वर्तनी,12
13036,lanzar,फेक दिया,18
7947,elevación,ऊंचाई,32
7360,reproches,यानतोड़क तोपें,62
11869,panadero,बेकर  नानबाई,28
8079,cantón,केंटन,52
540,certiorari,सर्टोरिरी,99
2825,espléndido,उत्कृष्ट,88
11768,abrahán,अब्राहम,29
9838,norfolk,नॉरफ़ॉक,44
2686,iglú,इग्लू,89
7983,chelín austríaco,आस्रिया का सिक्का,57
2959,aficiones,शौक,56
13090,reasignado,पुन: सौंपा,17
13917,presidente,अध्यक्ष,10
2865,angélica,एंजेलिका,88
1421,lanudo,झबरा,95
3196,isla,आइएसएल,33
4501,wt,डब्ल्यूटी,79
12708,emitir,ढालना,19
14083,importante,महत्वपूर्ण,8
11843,húngaro,हंगेरी,27
5504,toreo,बुलफ़ाइटिंग,73
13955,alto,उच्च,7
13100,guatemala,ग्वाटेमाला,17
5368,caucásico,कोकेशियान,73
3438,orquídea,आर्किड,85
7150,ptolomeo,टॉलेमी,62
1659,fumador,धूम्रपान न करने,79
8369,kylie,काइली,55
9255,pitágoras,पाइथागोरस,48
12683,teclados,कीबोर्ड,20
11888,yahoo,याहू,28
3887,casa,कासा,72
3497,línea principal,मेनलाइन,82
6729,singular,विलक्षण,61
3526,malvavisco,मार्शमैलो,85
10939,madeja,अटेरना,32
130,electrostático,इलेक्ट्रोस्टैटिक,88
2025,discípulos,चेलों,80
7982,quejumbroso,उपालंभ देना,28
3769,arista,कोहान,81
12740,fénix,अचंभा,21
7221,libertad condicional,परख,61
13508,jeff,जेफ,13
13307,escribió,लिखा था,15
12504,discos compactos,सीडी,23
2106,guardias,गार्डों,92
3635,desclasificado,अवर्गीकृत,84
5776,oldsmobile,पुराने मोबाइल का,72
14124,informes,रिपोर्टों,5
9843,soberanía,संप्रभुता,44
14017,operando,ऑपरेटिंग,6
12341,memoria,याद,13
490,civil,सिव,99
4900,penicilina,पेनिसिलिन,77
2482,lavanda,लैवेंडर,90
1016,asentir,सिर हिलाकर सहमति देना,89
10175,goleador,गणक,31
11657,durham,डरहम,30
6584,alondra,ब्लैककैप,66
441,proxenus,प्रॉक्सीनस,100
4384,pargo,स्नैपर,64
13146,wisconsin,विस्कॉन्सिन,17
6661,hemofilia,हीमोफीलिया,66
9002,obesidad,मोटापा,49
3186,elocuencia,वाग्मिता,77
11039,colonia,कालोनी,20
159,cenozoico,सेनोज़ोइक,100
12928,sangre,रक्त,18
13084,singapur,सिंगापुर,17
13567,scott,स्कॉट,12
6987,beth,बेथ,63
1923,latimer,लैटिमर,92
7523,g dif,गोलों का अंतर,61
8542,modificaciones,संशोधनों,38
11563,metropolitano,महानगर,31
157,engrapadora,ऊन बेचनेवाला,100
13244,trato,सौदा,12
13480,detroit,डेट्रॉइट,13
8953,tejedor,जुलाहा,49
11934,jamaica,जमैका,28
4590,equivocado,पथभ्रष्ट,77
4397,beaufort,ब्यूफोर्ट,80
11590,poesía,शायरी,31
8753,cp,सीपी,51
3441,poco convencional,अपरंपरागत,85
13240,misuri,मिसौरी,16
9742,terapia,चिकित्सा,44
12812,tocar,स्पर्श,17
14179,ganancias,आय,13
12514,liverpool,लिवरपूल,23
3559,optimista,आशावादी,79
1572,cráteres,खड्ड,45
12771,animal,जानवर,12
8131,agradable,सुखद,56
6899,neptúnico,आबी,64
13297,dorado,स्वर्ण,15
8844,coño,कंस,32
10251,nuevo méjico,एनएम,41
6183,cartel,कार्टेल,64
2709,atormentado,भड़का,54
3264,péptido,पेप्टाइड,84
4196,neurona,न्यूरॉन,69
935,madera dura,दृढ़ लकड़ी,96
9028,inédito,अप्रकाशित,50
7006,acilo,एसाइल,63
7910,lambeau,लैमबीयू,58
6419,clímax,उत्कर्ष,65
13151,avance,अग्रिम,11
2010,error de ortografía,मिस्पेलिंग,59
14412,normas,नियम,7
13841,otro,अन्य,5
14467,discutido,चर्चा की,6
13786,de lo contrario,अन्यथा,11
12553,mientras tanto,इस दौरान,23
5830,recámara,पीछे का भाग,56
10180,albanés,अल्बानियन,34
12672,doce,बारह,21
13865,nosotros,हम,5
9499,caca,गोली चलाने की आवाज़,44
3595,pesticida,कीटनाशक,78
13034,países bajos,नीदरलैंड,18
1704,alegrar,प्रसन्न करना,94
11021,harold,हेरोल्ड,36
9347,exilio,निर्वासन,40
13131,gay,समलैंगिक,17
9867,señalizar,पताका का स्तंभ,43
13493,en línea,ऑनलाइन,13
6172,dolce,डोल्से,69
3943,buldeo,bf के,82
9603,nutrición,पोषण,43
509,sin fecha,तिथि नहीं डाला,99
4603,eufhates,महानद,79
12720,caballo,घोड़ा,18
26,leucina,ल्यूसीन,100
9975,mecanismo,तंत्र,19
656,esporádicamente,बीच - बीच में,64
10167,pastel,केक,39
13045,disco,डिस्को,18
1832,cadino,काडी,93
7846,bienal,द्विवाषिक,58
12019,oxford,ऑक्सफ़ोर्ड,27
5371,masjid,मस्जिद,74
13395,color,रंग,12
14253,texas,टेक्सास,10
10148,chimpance,चिम्पांजी,41
5237,tripulación aérea,हवाई कर्मी,50
12136,bangladesh,बांग्लादेश,26
4273,bikini,बिकिनी,79
1227,asfalto,डामर,95
11630,col,गोभी,29
13123,competir,प्रतिस्पर्धा,12
14469,documento,दस्तावेज़,12
5757,atornillado,पंगा लेना,37
4715,tendón de la corva,पंख काटना,78
856,udal,ऊदल,98
10541,carroll,कैरोल,39
7801,patricia,पेट्रीसिया,59
6209,afueras,सरहद,69
6541,nazaret,नासरत,67
3452,desobediencia,आज्ञा का उल्लंघन,82
2893,shetland,शेटलैंड,88
1354,hept,वह पी,95
5610,menonita,मेनोनाइट,72
6536,retruécano,यमक,62
6677,rellenar,फ़िलमोर,66
2658,plebiscito,जनमत-संग्रह,88
8030,blanc,ब्लॉन्क,57
11274,pescador,मछुआ,34
5027,profecía,भविष्यवाणी,68
9451,velero,दुकानदार,47
5862,politburón,पोलितबुरो,71
10101,vestido,सजे,25
8584,pasadena,पासाडेना,53
9426,pericia,विशेषज्ञता,47
2878,bogan,बोगन,87
8324,conducto,पाइपलाइन,54
549,milagroso,चमत्कारपूर्ण,83
7288,escape,टेलबैक,60
5749,castilla,कैसिल,72
5191,taiga,टैगा,75
4639,picazón,साही का काँटा,79
14415,riñonal,आर,9
13637,corte,कोर्ट,12
13734,oro,सोना,12
6312,santuario,अभ्यारण्य,67
4549,fructosa,फ्रूटोज़,79
8507,en peligro de extinción,खतरे में,50
7,carbonita,कर्बोनाईट,100
11685,collins,कोलिन्स,29
10506,esta noche,आज की रात,39
4340,yangtze,यांग्त्ज़ी,81
9131,arquímedes,आर्किमिडीज,49
11194,especies,प्रजातियां,34
5967,argón,आर्गन,70
8129,fíat,व्यवस्थापत्र,56
5228,artritis,वात रोग,75
11367,chocolate,चॉकलेट,33
3925,gu,गु,83
4258,delantero,आगे का,81
13216,wasn,नहीं दिया,16
13509,playoffs,प्लेऑफ्स,11
11962,evanes,इवांस,28
12411,cala,क्रीक,24
9535,pospuesto,स्थगित,41
3697,secta,संप्रदाय,78
1242,mancha,दाग,62
13052,fe,आस्था,17
8662,bizantino,बीजान्टिन,53
5382,denotar,निरूपित,28
1385,tricloroetano,ट्राइक्लोरोथेन,95
10648,óptico,ऑप्टिकल,34
4294,tijeras,कैंची,68
6424,tonelero,राज-हंस,68
5291,de liverpool,स्काउस,75
2071,melanoma,मेलेनोमा,92
4026,trayectoria,प्रक्षेपवक्र,72
1028,telic,टेलिक,97
8509,nagasaki,नागासाकी,54
6023,toalla,तौलिया,66
522,álamo de virginia,कॉटनवुड,99
225,estiramiento de espalda,बैकस्टेच,100
11398,lupino,वृक,33
730,de mano,कलाई का,98
9429,mayonesa,मेयो,47
5840,algarabía,अस्पष्ट उच्चारण,71
1271,avaro,लालची,95
8275,molino,विंडमिल,54
10279,plaza,चौक,41
8401,kurdo,कुर्द,54
7912,leveña,लिएंडर,58
9979,hidroxi,हाइड्रोक्सी,43
14471,negocios,व्यवसायों,12
7138,prestigio,प्रतिष्ठा,62
961,beréber,हज्जाम,90
9668,tobillo,टखने,43
14249,fondos,कोष,21
5928,bologna,बोलोग्ना,71
9213,disciplina,अनुशासन,33
3630,craptor,क्रैपर,85
4965,mediana,मंझला,77
11292,lograr,प्राप्त करना,17
9324,transmisión exterior,ओब,46
13875,a ellos,उन्हें,6
3437,degas,देगास,86
12242,concepto,संकल्पना,22
12235,prisión,कारागार,16
10502,mos,राज्यमंत्री,21
1423,tirosina,टायरोसिन,95
1531,burguesía,पूंजीपति,95
4805,condenar,निंदा करना,33
8250,expulsado,निष्कासित,49
1371,chiflado,निराला,95
8281,sensa,सियर्स,53
7057,lancero,लांसर,43
4949,anarquismo,अराजकतावाद,74
1006,hachís,गांजा,97
6667,tam,ताम,64
8417,indiferencia,उपेक्षा,47
4696,valentía,वीरता,78
3359,arrebatador,ग्रॉन्डर,86
6772,hertfordshire,हर्टफोर्डशायर,65
11903,em,एम,26
1603,hangar,हंगार,89
7506,jesuita,जेसुइट,59
6842,vegetarianismo,शाकाहारिकता,57
5014,masaje,मालिश,75
4262,ingle,ऊसन्धि,81
7916,remolino,एडी,57
1717,piridona,पाइरीडोन,94
10549,comiendo,भोजन,15
7612,grover,ग्रोवर,60
8807,percepción,अनुभूति,45
11924,sexualmente,यौन,17
4690,encefalopatía,मस्तिष्क विकृति,78
12640,encimera,काउंटर,21
4065,peróxido,पेरोक्साइड,80
1035,shreveport,श्रीवपोर्ट,97
4815,guardarropa,अलमारी,76
3257,paperas,कण्ठमाला का रोग,87
4378,sajones,सक्सोंस,52
2914,calzada elevada,पक्की सड़क,88
9636,whitney,व्हिटनी,46
1653,sin piedad,निर्दयता,94
2382,rangún,रंगून,90
10018,buenos,ब्यूनस,40
10309,acompañado,के साथ,18
13528,adán,एडम,12
6844,hasan,हसन,65
12870,novato,धोखेबाज़,18
3275,cavendato,टुकड़ेवाला तंबाकू,86
5477,mímica,अंगविक्षेप,72
8911,almirante,एडमिरल,35
14073,posible,संभव,7
3612,onomatopeya,अर्थानुरणन,85
1,piperidina,पिपरिडाइन,100
6506,por lo cual,जिसके तहत,67
5098,diplomático,राजनयिक,33
5145,dominica,डोमिनिका,76
11952,tiburón,शार्क,22
10130,inteligente,बुद्धिमान,17
3511,salón de baile,बॉलरूम,84
1078,callum,कैलम,96
2532,fn,एफएन,90
8240,allo,अलो,56
12168,perseguir,पीछा करना,22
2316,axiomas,सूक्तियों,72
14178,europeo,यूरोपीय,10
14021,nacional,राष्ट्रीय,7
10799,propiedades,गुण,18
13560,ciencia,विज्ञान,12
9819,hiroshima,हिरोशिमा,44
418,sher,शेर,100
8099,whisky,व्हिस्की,57
463,falsedades,झूठ,82
182,solapa,फ्लैप,88
3755,algoritmos,एल्गोरिदम,43
11251,enano,बौना आदमी,32
8557,conectar,कॉन,53
8304,sudoeste,स्व,55
13512,corona,ताज,12
2292,cpm,सीपीएम,91
12728,carretero,गाड़ीवान,21
3457,águila pescadora,osprey,77
13959,fin,अंत,7
11945,undécimo,ग्यारहवें,28
5364,gules,लाल रंग,74
9396,valla,बाड़,38
12141,pensamientos,विचारों,11
8632,beethoven,बीथोवेन,53
11506,diámetro,व्यास,31
13949,americano,अमेरिकन,8
