ID,SPAIN,FRENCH,INTERVAL
6585,cerdo hormiguero,aardvark,68
839,sencillo,sefton,98
4726,reserva,arriéré,77
14458,pensamiento,pensée,12
6440,balbucear,babiller,69
561,espárragos,asperges,99
6930,gachas,bouillie,65
2940,aplazar,reporter,62
11215,basazador,petit essentiel,38
10806,ligado,bondir,32
469,escabullido,furtif,53
9703,grito,crier,39
3304,analítico,analytique,68
6167,bergantín,brick,71
7875,limpieza,nettoyage,57
12244,afijo,affixe,29
5536,agrietado,fissuré,36
13582,historia,récit,13
8192,serpentinas,banderoles,50
5870,silverback,argent argenté,74
9099,colocación,placement,51
14217,de nuevo,encore,6
7327,educación física,pe,63
10319,linda,linn,44
11407,vencido,battu,36
8133,pegaso,pégase,59
8255,bienestar,bien-être,59
44,recuerdos,flashbacks,84
9759,diálogo,dialogue,46
2224,encanto,kaif,92
10692,en público,publiquement,41
6584,alondra,blackcap,69
13116,luis,lewis,20
13600,peter,pierre,14
661,llamador,appelants,65
12287,bruins,bruyères,28
5309,velocista,sprinter,61
1395,corriente de lava,coule,95
12518,encajar,ajuster,20
8570,sábalo,alose,56
12551,navidad,noël,26
1714,espeight,gêne,95
3453,cuajar,gélifier,87
1041,juré,aborer,98
10453,zaqueta,zack,43
6308,camarón,crevette,71
12569,chorros,jets,22
9671,cumplido,accompli,39
11779,tu,toupette,33
313,carismático,charismatique,100
5311,aerodeslizador,aéroglisseur,77
12753,ventanas,les fenêtres,12
13684,derrotar,battre,12
2488,embudo,entonnoir,87
9344,césped,pelouse,49
13002,franquicia,la franchise,20
13900,trabajar,travail,6
6935,filosófico,philosophique,41
6010,diácono,diacre,44
11227,p.ej,par exemple,37
11328,púrpura,mauve,37
13487,iglesia,église,15
5526,entierro,enterrement,73
13612,neto,rapporter,14
4701,tonterías,étalages,81
9779,devonshire,dévonté,47
7427,ruina,se ruiner,38
9433,arca,arche,50
6115,drásticamente,radicalement,54
11831,básicamente,fondamentalement,17
12949,apropiado,qui convient,15
6205,limosna,aumône,70
10681,sucio,sale,41
7951,penúltimo,pénultième,61
7231,en voz alta,à haute voix,65
13715,herrero,forgeron,13
1165,noosfera,nosphère,97
3651,los reyes magos,magi,86
9373,error,bogue,38
6011,granja pequeña,petite ferme,72
9219,gángster,bandit,50
8915,silbido,ping,53
8300,cebra,zèbre,54
6760,periférico,périphérique,61
10783,buscando,en cherchant,27
1144,wankel,blancheur,97
3287,desconsiderado,irrédition,88
2291,estroncio,strontium,92
13220,desarrollado,développé,12
13303,figura,chiffre,13
555,propiedad vitalicia,enflammer,99
9724,pedernal,silex,48
10823,enfocado,concentré,32
1224,capitanía,grade de capitaine,96
7992,consumo,consommation,60
13075,crítico,critique,12
8523,breta,bon,56
6658,tallista,sculpteur,68
1437,firme,étancher,95
10839,det,se détendre,40
1795,hereditario,héréditaire,94
12938,cerrado,fermé,12
4065,peróxido,peroxyde,82
10131,doblar,pliez,41
1056,serina,sérine,92
6274,wáter,wac,71
1954,funcionamiento defectuoso,mauvais fonctionnement,76
13797,para,pour,5
7968,microondas,four micro onde,61
9468,licenciado en letras,ba,47
820,carcinógeno,cancérogène,88
11837,pollo,poulet,32
1421,lanudo,hirsute,95
13421,deliberadamente,délibérément,8
3735,bucéfalo,bucephalus,86
1943,calma,accalmie,90
4578,peggy,peigneuse,81
6148,génova,gênes,72
12279,preparado,préparé,19
4757,inmunidad,immunité,49
2561,almacenista,stockeur,91
2533,heroísmo,héroïsme,91
9024,dióxido,dioxyde,53
7157,cortina,rideau,62
386,triásico,triassique,100
6615,infundado,sans fondement,68
11390,sueco,suédois,36
8876,portavasos,coaster,52
10403,inmundicia,saleté,43
12564,teatro,théâtre,25
2200,tienda de comestibles,épicerie,88
14037,área,zone,10
3723,paruino,paranomie,86
8121,delegar,déléguer,28
763,calabacín,courgette,98
7011,límite,au seuil,65
6189,hoy en día,de nos jours,71
14442,decidido,décidé,8
3451,trébol,trèfle,67
3621,aguas subterráneas,eaux souterraines,86
5711,entrometido,entendre,73
8250,expulsado,exclu,52
1875,etano,diméthyle,93
12587,gurú,gourou,25
14222,cerca,près,11
10045,portavoz,porte-parole,46
7091,autopista,voie express,64
942,rapto,ravissement,93
8724,lenguado,touche,55
3812,noético,sans bruit,85
11089,tío,oncle,38
10087,vendaval,grand vent,42
9707,armonía,harmonie,46
8186,esmeralda,émeraude,58
13868,gente,personnes,8
10,estrella de sol,sunstar,100
12804,ojo,œil,18
5539,la haya,haye,76
2957,codazo,abrider,88
11414,redada,raid,28
13558,desanimado,découragé,14
8973,pitón,python,53
11294,genético,génétique,29
3177,tos,la toux,81
1485,gallito,coq nain,89
4430,cheung,chiquer,82
5545,gubia,mâchonnement,76
1982,bote,cagnotte,93
10437,tranquilo,paisible,17
5651,ósmosis,osmose,75
5482,incendio provocado,incendie criminel,75
10227,conejito,lapin,43
13841,otro,autre,5
12018,península,péninsule,31
12389,parcialidad,biais,28
10657,ciego,aveugle,35
527,precámbrico,précambrien,99
10913,rana,grenouille,36
13008,clave,le mot de passe,21
2826,tres veces,trois fois,89
1817,mina de arena,bac à sable,93
9783,pliegue,plier,36
11128,repartido,distribué,22
7084,sajonia,saxe,65
5371,masjid,masquée,76
8847,zodíaco,zodiaque,54
6572,antemano,préalablement,69
10414,broadway,larbu,43
14108,inversión,investissement,31
12465,juventud,jeunesse,25
6543,ville,vilaine,66
7301,bombardeo aéreo,blitz,60
6764,aleta,ailette,62
9984,reelección,réélection,44
8202,querida,chéri,58
12932,ñu,gnou,22
10908,arboleda,bosquet,38
13774,tarde,en retard,12
8506,agudo,aigu,56
6545,antwerp,anversade,69
5314,pechera,dickey,77
8871,centavo,penny,53
8968,dormido,dormant,19
12110,enfocar,se concentrer,30
6482,desconectado,hors ligne,70
4718,humedad,humidité,80
8996,susurro,chuchotement,35
11925,cargado,accusé,17
13846,pero,mais,6
7104,alineado,aligné,35
6279,bielusiano,belorussien,71
10034,lágrimas,des larmes,37
2804,pastorado,pâturé,76
14027,planes,des plans,12
9152,alá,allah,52
7676,incontable,innombrable,62
587,débil,faible,99
4233,errar,se tromper,82
2576,soborno,corruption,91
1688,cangrejo de río,écrevisse,95
14014,el menos,moins,6
10450,maleducado,impoli,41
9419,hada,fée,49
2962,hermanos,frères et sœurs,72
10933,humo,fumée,28
7584,aerobús,airbus,62
10239,pulmón,poumon,41
1856,punzón,punition,94
14336,estándares,normes,12
4735,trapo,chiffon,66
6841,fisco,ficher,67
6130,sobrino,neveu,68
8239,monigote de nieve,bonhomme de neige,59
14236,delicado,tué,12
13894,estos,ces,8
7055,horquilla,épingle à cheveux,65
9986,bufón,fou du roi,45
8947,erudito,savant,38
9454,enfriador,glacière,49
617,congelarse,se froze,99
13148,desaparecido,disparu,12
3701,en tercer lugar,troisièmement,86
272,bailar,balle,91
1324,pío,peeps,82
1895,numero,numérique,93
9506,gravedad,la gravité,49
12024,paja,blabla,31
9416,sesgado,asymétrique,48
7614,curiosamente,de façon intéressante,62
6791,rítmico,rythmique,67
4138,todopoderoso,tout-puissant,83
6713,infeliz,malheureux,66
10962,estático,statique,38
3993,diez centavos,dîme,78
10091,conseguido,gotten,45
12369,manzana,pomme,27
147,empobrecido,appauvri,99
640,voluctividad,volution,94
6696,no compatible,non pris en charge,66
2114,adriático,adriatique,93
11851,delitos,crimes,18
10466,tramo,s étirer,33
14358,gasto,dépenses,30
4846,farmacéutico,pharmaceutique,68
3141,ruidoso,bruyant,88
4084,bola rápida,balle rapide,83
2219,impredecible,imprévisible,88
6057,creta,crète,72
3038,tomillo,thym,88
4600,cuentakilómetros,odomètre,81
12394,mientras que,tandis que,28
2321,embriaguez,ivresse,73
8994,ganso,oie,53
8284,redistribuido,redéployé,52
14285,tipo,taper,8
185,lilium,liliaire,100
8770,enchufar,brancher,49
3170,tiranía,tyrannie,83
9885,voz,vocal,37
3534,youngstown,à la jeunesse,87
3438,orquídea,orchidée,87
8767,cada día,tous les jours,55
2463,paliza,bashing,53
1459,regata,régate,93
12338,electrónico,électronique,22
1253,pulido,brillant,23
12555,religioso,religieux,26
792,electrólito,électrolyte,95
14055,venir,viens,8
12607,pabellón,quartier,25
11661,olvidó,oublié,34
4877,luciérnaga,luciole,79
631,sin cortar,non coupé,99
13530,arbusto,buisson,15
278,recinto ferial,exemplaire,98
3094,que comienza,commencement,38
7343,animadoras,cheerleading,60
9169,amargo,amer,50
14119,tomó,a pris,10
3526,malvavisco,guimauve,87
2565,canópico,canopique,91
14459,cuenta,compte,6
14301,inquietud,préoccupation,10
6503,orinar,pisse,49
8019,paz,pax,60
8477,delicioso,délicieuse,56
13181,pertenece,fait parti,13
11538,sistemático,systématique,30
3734,tranvía,tramway,80
1732,regalías,redevance,67
7764,derivación,contourne,52
3655,rerunes,rediffusion,78
5321,mononucleosis infecciosa,mono,77
12031,alianza,alliance,30
13170,guía,guider,17
14474,capacitación,entraînement,12
5084,ladrones,voleurs,77
4336,alegoría,allégorie,81
12989,oyó,entendu,21
3838,sorpresa desagradable,choquant,83
9324,transmisión exterior,observer,49
14440,libro,livre,11
4884,patiado,pieds,21
1243,con orgullo,fièrement,96
7374,centeno,seigle,64
7240,muguete,fleur de mai,65
3288,salvar,sauvetage,66
13461,más corto,plus court,16
8508,de marea,marée,56
5378,comodín,caractères génériques,77
11910,disturbio,émeute,18
13662,pérdida,perte,11
1074,añadido,annexé,71
2901,pañal,couche,86
148,modernizar,réorganiser,72
1917,cuarc,quark,90
10992,vistió,portait,39
1022,rescatistas,sauveteurs,97
7568,donde quiera,partout où,62
13893,debería,devrait,5
3283,cláusulas,clauses,46
8268,mírico,miroir,58
2154,epinefrina,épinéphrine,92
14420,llamado,nommé,7
8976,gatito,minou,51
2712,ávido,avide,90
1204,caña de azúcar,canne à sucre,97
1064,venerado,vénéré,53
14238,cosas,des choses,9
5843,esmeril,émeri,74
13411,puente,pont,15
11415,macedonia,macédoine,36
7211,viajes,voyages,19
11219,br,branlette,38
6254,criada,femme de ménage,68
12250,frondoso,feuillu,29
14,puertos,harbeurs,30
10027,refugiado,réfugié,30
6689,ocultar,déguisement,48
2105,hundimiento,affaissement,85
6066,búfalos,buffles,20
6259,jurado,juré,71
8125,maduro,mature,47
13052,fe,foi,20
10129,dio cuenta,réalisé,26
14392,partes,les pièces,9
9810,oceanía,océanie,47
6369,palacio de justicia,tribunal,70
13813,tener,avoir,5
8070,interminable,sans fin,60
12112,kuwait,koweit,30
7068,bajista,bassiste,65
11436,junco,roseau,35
6175,por lo tanto,n importe comment,69
5101,polinomio,polynôme,72
391,vida futura,vie après la mort,100
2423,de interés periodístico,prospère,91
13237,maestro,maître,14
4666,encendido,enflammé,56
4446,re añadir,prononcé,81
12238,más largo,le plus long,29
4933,parrilla,gril,62
3745,gases,des gaz,86
2626,bandido,brusquette,90
5538,celestial,céleste,76
620,avelandas,fusil,99
8840,puntuación,ponctuation,50
165,actón,agir sur,100
57,muriendo de hambre,affamé,85
2106,guardias,gardes-gardes,93
12133,jueves,jeudi,30
2085,paracaidista,parachutiste,51
5809,medallista,médaillé,58
2156,fugas,fuite,42
6155,tablista,surfeur,62
12646,precio,le prix,20
405,volquete,benne basculante,100
10768,semillas,des graines,15
7394,langosta,homard,63
11343,volver a publicar,repousser,37
7149,misionero,missionnaire,57
10241,barbero,coiffeur,44
9693,leopardo,guépard,46
837,exceso de peso,en surpoids,98
7265,bancarrota,la faillite,63
1624,bronquitis,bronchite,95
8320,argel,algiers,58
3135,quirúrgico,chirurgical,86
8476,fragua,la forge,46
3359,arrebatador,rectificatif,87
12663,alfarero,potier,25
6537,cool,coolidge,69
10406,maceta,pot,41
1176,valoroso,valeureux,67
12075,realidad,réalité,30
5189,instinto,flair,78
11378,warcraft,de guerre,36
6835,pascua,pâque,67
9154,batuta,bâton,49
8469,cólera,choléra,57
1167,lóbulo,lobe,89
5446,discrepancia,divergence,61
7901,marciano,martien,59
13725,regular,régulier,13
1698,algas marinas,algue,95
10572,enojo,colère,39
1372,arrestado,appréhendé,93
9534,neumático,pneu,37
13921,decir,dire,9
7936,grava,gravier,61
5392,olores,odeur,52
10719,visión,vue,34
2129,línea azul,ligne bleue,93
2969,mazo,maillet,88
11746,cama y desayuno,bb,32
6027,pantalón,sacs,38
3939,biosfera,biosphère,84
10544,lazo,boucle,37
2782,reunificación,regroupement,90
4363,honrado,honoré,16
7742,coro,refrain,62
7025,agotamiento,épuisement,51
6299,poblado,habité,39
9628,notable,remarquable,48
232,desafiado,défié,75
1149,chaquete,jacquet,97
3092,válvulas,vannes,48
14150,capaz,capable,6
11217,convencional,dominant,38
9773,basura,des ordures,47
10597,jardinero,fielder,41
7691,geométrico,géométrique,60
6522,pius,pie,68
8558,sin sentido,sans signification,56
318,matizado,nuancé,86
1362,jurada,jure,95
3121,pastilla,jujube,88
9423,turista,touristique,40
8830,sin alterar,inchangé,54
12337,ajuste,réglage,10
12430,escena,scène,24
11913,granja,cultiver,27
11749,exactitud,précision,33
5182,evolutivo,évolutionniste,78
316,envase,mise en conserve,100
2543,aplanado,aplué,86
734,insatisfactorio,insatisfaisant,98
7891,alboroto,carnage,58
13400,carrera profesional,carrière,16
7549,pleno verano,milieu de l été,62
7798,apostar,pieu,49
85,hora de soñar,moment de rêve,100
5719,ficticio,factice,72
2891,inundado,inondé,78
607,guionista,scénariste,99
8998,no fidedigno,non fiable,52
6408,maquinaria,machinerie,70
11594,viaje,voyage,31
4252,sanguijuela,sangsue,82
8609,santuario,tombeau,52
13285,séptimo,septième,18
10653,receptor,receveur,38
12422,gracioso,drôle,27
6498,color avellana,noisette,70
6956,sandman,marchand de sable,66
6744,lansing,lanité,68
2377,monseñor,monsignoré,92
9550,antártida,antarctique,49
7770,arrepentirse,le regret,24
2462,retórico,rhétorique,61
7551,crueldad,cruauté,62
8474,puntería,visée,24
7283,billar,carambolage,63
1986,no explotado,inexploré,93
8944,agobiante,écrasant,38
1553,colega,crie,95
13876,gobierno,gouvernement,10
14272,campaña,campagne,15
5936,incopiaco,non déclaré,73
13138,patear,donner un coup,14
14468,quiere,veut,6
14175,mantener,garder,10
2303,desviación,déviation,62
11523,túnez,tunisie,35
1796,reabastecimiento,réapprovisionner,89
130,electrostático,électrostatique,90
8012,compositor de canciones,auteur compositeur,50
4375,panorámico,panoramique,82
12723,lunes,lundi,24
14322,negociaciones,pourparlers,5
8427,volcánico,volcanique,56
5233,libro mayor,registre,77
11377,aceptado,admis,26
2302,psique,psyché,86
157,engrapadora,agrafeuse,100
10622,aparejo,burton,41
7725,pago,paiement,51
11369,dedicado,dédié,33
730,de mano,carpien,98
356,almirantazgo,amirauté,99
1798,seducción,séduction,90
13815,o,ou,5
8384,punto de referencia,point de repère,49
10872,estrecho,étroit,35
3026,graderío,gradins,86
3152,más pobre,plus pauvre,88
9776,psicodélico,psychédélique,45
7115,vestíbulo,hall,51
2785,nuevo mercado,nouveau marché,90
5491,jud,juge,76
7699,pez de colores,poisson rouge,62
11996,sello,joint,23
10309,acompañado,accompagné,21
7586,frambuesa,framboise,62
3879,temerario,daredevil,81
8037,ingenio,esprit,26
6727,gitano,bricoler,65
2796,hena,hajou,87
14411,trabajos,emplois,19
13446,región,région,12
12298,disgustado,bouleversé,26
10525,diminuto,minuscule,42
7969,aterrador,effrayant,61
12868,noruega,norvège,23
1534,epifanía,épiphanie,95
808,golpe de estado,putsch,98
4959,sin personal,sans équipage,79
4483,melena,crinière,77
3389,aceites,huiles,18
8988,intérprete,artiste,12
6356,vela,bougie,63
6264,óptimo,optimum,71
3711,sansón,samson,86
8667,marfil,ivoire,56
1121,escasamente,avec parcimonie,97
7715,dinámica,dynamique,27
6046,zar,tsar,72
5445,galáctico,galactique,76
5358,acosador,harceleur,72
5542,bioquímica,biochimie,76
5840,algarabía,charabia,74
7623,ligero,poids léger,62
519,simeón,simulateur,99
7587,abucheo,huer,51
12664,más allá de,au-delà,25
12717,enviar,envoyer,18
13979,encontró,trouvé,7
4043,sencillez,simplicité,83
9093,graduado,diplômé,38
14139,comparado,par rapport,12
12077,treinta,30,30
7745,calabozo,donjon,44
4461,helicóptero,hachoir,78
1089,quimera,chimère,97
3371,demacrado,hâve,87
1180,pistolas,armes de poing,66
625,legisladores,législateurs,95
3375,rebote,rebondissant,45
7604,jin,joindre,62
12410,wright,hurler,27
6107,lombriz,ver de terre,72
13113,playa,plage,19
3398,patio interior,arrière-cour,87
1124,estiércol,fumier,97
7365,pompeya,pompéi,64
10937,arenoso,sablonneux,39
12685,aerotransportado,aéroporté,24
14174,gerente,directeur,11
13383,implementar,mettre en œuvre,15
7269,cafeína,caféine,64
96,polinesio,polynésien,99
13994,días,jours,7
9772,toril,bullpen,47
10631,cuesta abajo,une descente,40
2478,pájaro carpintero,pivert,91
8382,trágico,tragique,52
6250,ahogo,noyade,51
4511,seudónimo,pseudonyme,75
1406,tardío,tardif,95
8951,fornido,rauque,35
5754,parálisis,paralysie,74
12561,esencia,estime,26
1723,elogiar,saluer,56
12605,tailandia,thaïlande,26
14257,redes,réseaux,9
10206,diptura,digue,44
6809,palanca,levier,65
6065,indignacion,outrage,53
7413,adornado con lentejuelas,spangelé,63
12768,holandés,néerlandais,24
11435,deberes,fonctions,20
5523,escatimar,besogne assignée,72
11376,minuto,min,34
14017,operando,en fonctionnement,7
14379,lado,côté,12
3312,aeronáutica,aéronautiques,72
7253,infiel,la triche,49
8610,uvas,les raisins,45
13529,amplio,large,13
7176,conveniente,pratique,46
2730,molienda,affûtage,68
2862,sabores,les saveurs,49
13573,con frecuencia,souvent,14
1087,cruz de caballo,flétrir,84
12084,compuesto,composé,24
6322,esquizofrenia,schizophrénie,71
13007,reacción,réaction,19
12830,rueda,roue,18
1600,dinámico,dynamos,55
12009,entrevista,entretien,24
10600,caído,déchu,42
2022,marcador de posición,espace réservé,93
9158,ecuador,équateur,31
2853,de fourier,fantaisiste,88
9407,esplino,spl,50
12984,austria,l autriche,21
3361,metilfenidato,méthylphénidate,87
5975,poético,poétique,70
1242,mancha,tache,64
12761,pelo largo,cheveux longs,24
14141,pendiente,exigible,7
1867,hidrostático,hydrostatique,93
6074,renombrado,renommé,67
13215,episodio,épisode,13
13178,longitud,longueur,18
8166,bacalao,la morue,59
11959,armadillo,tatou,31
14166,consiguió,a obtenu,11
9228,sirio,syrien,49
11416,desfile,parade,34
13831,ellos,ils,7
12449,craig,crainder,27
6116,bofetada,gifler,56
7339,brújula,boussole,58
7238,bismarck,bêtise,65
3803,periferia,périphérie,84
2522,peluca,perruque,82
474,predominio,prévalence,65
5830,recámara,culasse,59
3976,elegante,élégant,73
7436,alguacil,shérif,62
5709,falacia,erreur,64
4335,cretáceo,crétacé,82
3761,precipitadamente,hâtivement,85
8075,esponja,éponge,59
10492,cha,shah,42
302,gundoso,gundy,100
9249,flores,fleurs,35
12408,desalentar,dissuader,27
4843,resentimiento,rancune,76
17,fanáticos,fanatique,65
11987,carretera,autoroute,27
4922,hove,houle,79
7862,disgusto,ne pas aimer,54
142,terratenientes,propriétaires fonciers,94
8545,sincronizar,synchronisation,55
13429,nueve,neuf,16
2761,sin heos,sans cesse,90
14281,ganancia,profit,32
13976,sin,sans,6
514,avispera,guêpes,60
10117,repentino,soudain,45
6946,revelado,dévoilé,61
13326,hora,heure,15
7306,chulo,souteneur,62
12048,lobo,loup,31
322,bravucón,videur,98
8155,soldadura,soudage,55
6328,congresista,membre du congrès,71
3017,cavidad,cavité,88
10122,ocurre,se produit,12
11178,sucedáneo,ersatz,38
7704,mapache,raton laveur,62
1196,damma,damer,97
9302,deshinchar,défier,51
9508,furia,rage,42
9451,velero,cordonneur,50
2232,apretado,resserré,76
10126,apoderado,saisi,36
14450,golpear,frapper,9
4350,antecedentes,arrière-plans,19
4764,corte de pelo,la coupe de cheveux,78
3486,enriquecido,enrichi,70
4736,aromático,aromatique,78
10285,carne,viande,43
413,politeísmo,polythéisme,100
11170,elefante,l éléphant,36
62,cavador,excavateur,90
5384,bizcocho,bd,74
2540,torpeza,gaffe,81
11605,género,genre,30
2939,de mierda,merdique,86
2550,cáñamo,chanvre,91
1545,obelisco,obélisque,95
9068,balonmano,handball,51
8989,más claro,plus clair,53
1480,de dos partidos políticos,biparti,95
10161,hombre murciélago,homme chauve-souris,45
3810,buque de vapor,bateau à vapeur,84
10165,cesado,cessé,25
13418,poseedor,titulaire,16
9501,pandillas,gangs,25
7340,muñeco,migue,62
4460,cuáqueros,quakers,65
5244,rattlers,randonneur,76
13523,el verano,l été,15
5671,syed,châtré,75
14319,mostrar,afficher,15
9823,petróleo,pétrole,47
5791,por cable,câblé,34
9788,desayuno,petit-déjeuner,46
2317,con poca frecuencia,raretement,77
11843,húngaro,hongrois,31
13681,enviado,envoyé,13
13299,reunió,rencontré,14
14165,ciudad,ville,9
13090,reasignado,réaffecté,20
2,galleta salada,bretzel,93
11241,enfadado,en colère,38
4228,chirridos,chirps,79
9875,polluelo,poussin,42
5552,estima,systine,76
4243,tal,slip,83
25,hormigas,fourmis,40
2506,querubín,chérubin,90
13978,día,jour,7
14162,otros,autres,5
8180,indebido,indu,59
6826,perdón,pardon,63
11684,piernas,jambes,20
13937,muy,très,9
3718,delito,crime,82
14031,temprano,tôt,11
9297,caridad,charité,48
4111,acortamiento,raccourcissement,38
7489,enfatizado,souligné,47
4591,adjunto archivo,attachement,18
13932,aún,toujours,8
3156,sacerdocio,prêtrise,88
10844,fusión,la fusion,40
12829,tocino,bacon,23
8580,superintendente,surveillant général,54
13513,abr,avr,15
2907,escarbar,scrabble,89
11256,truco,duper,31
8281,sensa,sears,56
11698,cancelado,annulé,26
11683,preferir,préférer,11
9907,demandado,poursuivi,25
1687,desprevenido,non préparé,95
47,perro de pomerania,loulou,100
4477,anuario,annuaire,81
10757,indicador,jauge,39
1791,anulación,nullification,94
708,pardo,dun,81
3663,dea,brigade des stupéfiants,84
2686,iglú,iglou,90
4750,camboyano,cambodgien,77
2544,desigual,inégal,91
10432,monarquía,la monarchie,42
2851,tallado,sculpté,72
12181,enfermo,malade,25
7504,hipoteca,hypothèque,61
1252,sketch satírico,sketch,87
11660,unir,fusionner,20
2732,troposférico,troposphérique,77
5237,tripulación aérea,l équipage de l air,53
3916,bellota,gland,82
7044,doloroso,douloureux,61
3171,lisiado,estropié,74
13518,fondo,bas,15
7485,más adentro,plus profond,63
8021,reps,représentant,57
12246,cabello,cheveu,28
2123,antitanque,antichar,93
14142,período,période,10
6694,esmerejón,merlin,68
11526,amorío,affaire,23
12284,científico,scientifique,28
4723,esférico,sphérique,79
6367,sífilis,syphilis,70
1163,bombero,foyer,97
9540,campaña corta,court-circuit,48
5804,lugar de nacimiento,lieu de naissance,74
10255,densidad,densité,43
8844,coño,cunters,35
2080,ajo,ail,93
14332,alcanzó,atteint,11
7664,alabado,loué,42
467,preguntar,renseigner,71
13467,permiso,autorisation,16
9815,colgante,suspendu,34
7372,síntomas,symptômes,61
10171,en ningún lugar,nulle part,45
203,juego de piernas,jeu de jambes,100
7999,sabana,savane,60
7221,libertad condicional,probation,63
12428,evangelio,gospel,27
12405,arce,érable,28
13981,ver,voir,6
13701,datos,les données,13
12679,tendencioso,biaisé,24
9936,más amplio,plus large,46
13096,cabaña,cabane,20
4249,dragaminas,dragueur de mines,78
9055,tormenta,orage,43
14480,jugar,jouer,8
14286,cantidad,montant,8
6803,árbol desmochado,têtard,67
5044,gratisthink,groupe de groupe,79
3666,rómulo,romulus,86
10912,hebreo,hébreu,38
14502,esperanza,s attendre à,12
5908,odontología,dentisterie,73
13322,oye,hé,18
6067,ventoso,venteux,72
1075,nene,tot,80
10445,cuello,cou,40
6710,embarazada,enceinte,68
6490,pavo real,paon,68
4253,ocaso,ongle,83
11693,decimocuarto,quatorzième,34
3194,tejidos,tissus,51
12532,aclarar,clarifier,24
6642,pedregoso,pierreux,68
448,bote salvavidas,canot de sauvetage,96
13016,enfermedad,maladie,20
10476,cambiado,commuté,26
13906,cada,chaque,9
11055,retrato,portrait,37
2987,convincentemente,de manière convaincante,88
9670,síntesis,synthèse,48
5487,metamórfico,métamorphique,74
8419,nabo,navet,57
2111,linfoma,lymphome,92
6242,balde,seau,67
8572,blk,blember,56
6199,poco común,rare,71
9890,sagrado,sacré,46
10471,búsqueda,poursuite,41
13869,semejante,tel,6
1309,rendimiento,débit,96
11133,dieciséis,seize,38
5213,más económico,moins cher,77
2644,protector solar,crème solaire,90
345,cinturón en,ceinture sur,100
13265,sentido,sens,18
7673,imbécil,secousse,57
10481,páginas,pp,42
12322,sonidos,des sons,13
10431,ucranio,ukrainien,41
1008,telegrafía,télégraphie,98
5138,levantamiento de pesas,musculation,77
13040,mayor,sénior,19
13250,tiddly,pompette,19
7391,rotura,déchirure,45
1244,maldito,panique,31
11468,vara,tige,34
8055,cuchilla,casseur,60
9523,volver a entrar en,renverser,48
7256,cuenta regresiva,compte à rebours,63
2475,enrejado,treillis,87
9687,pregonero,aboyeur,48
4589,invertido,inversé,69
8073,en tierra,à terre,60
2422,ápice,bond,92
11462,hazme,dôme,35
5114,ábaco,abaque,78
11635,poco claro,pas clair,34
2110,zueco,patten,89
2301,dudado,doué,21
12819,asumir,supposer,16
5696,martura,solitaire,75
3452,desobediencia,désobéissance,84
13477,filadelfia,crême philadelphia,16
906,papiro,papyrus,98
12324,colón,colomb,28
13820,cual,lequel,6
8471,jugador,punter,48
9153,negación,le déni,51
9230,ladrillo,brique,47
106,bario,baryum,100
2227,analizador,analysser,90
10438,um,euh,43
10710,docena,douzaine,31
3115,egeo,égéen,88
14460,pag,p,10
14143,abierto,ouvrir,9
4152,avanzada,avant-poste,69
10761,mascota,animal de compagnie,37
8465,crónico,chronique,56
3308,downer,abattre,79
9757,a bordo,une planche,48
3227,egoísta,égoïste,84
10196,esquinero,corner,45
895,injerto,greffer,90
9381,cómico,comédien,48
13342,dudar,hésiter,17
11651,beneficio,avantage,8
13036,lanzar,jeta,21
10495,atmósfera,atmosphère,34
12493,planificado,prévu,12
5810,helecho,fougère,73
1719,txt,sms,94
2549,supervisarse,supervisionner,91
5660,ataúd,cercueil,71
12910,criterio,critère,22
5617,girasol,tournesol,75
7835,molesto,agacé,33
9060,rasguño,rayure,41
11935,física,la physique,8
9174,felicidades,toutes nos félicitations,45
12248,algun lado,quelque part,29
12916,golpeado,frappé,22
8437,atrevimiento,oser,49
8939,escritorio pequeño,canapé,54
5486,isaiah,isaïe,76
1868,chocho,collant,46
1227,asfalto,asphalte,95
10175,goleador,buteur,35
7439,trucha,truite,63
1168,acaricia,prêtre,97
11024,costero,côtier,39
14347,esfuerzo,effort,7
929,aprovechar,effet de levier,88
3242,rapé,tabac à priser,88
3884,ave,volaille,84
3581,días laborables,jours de la semaine,66
13706,previsto,attendu,12
12333,resistencia,la résistance,24
9002,obesidad,obésité,52
6459,oxido,rouiller,66
11466,reorganizado,réorganisé,30
10029,desollador,skinner,45
2494,resistir a,résister,88
14408,cifras,les figures,13
12832,económico,économique,20
6156,simpático,sympathique,70
6265,trajes,costumes,42
4330,gimes,grilais,80
1449,reutilizado,réutilisé,61
9969,desplazado,déplacé,19
10428,carrera,accident vasculaire cérébral,38
11908,raro,inhabituel,29
13464,enrique,henri,16
4136,bajo mandato,mandaté,41
4400,puerto libre,congélateur,82
12950,viernes,vendredi,22
3138,clero,le clergé,88
9496,alfabético,alphabétique,30
5327,angustia,détresse,65
12360,nieve,neiger,28
13167,gogo,aller aller,19
2098,agua negra,eau noire,93
10742,aborto,avortement,38
2949,fosfo,phospho,88
1270,arquetipo,archétype,89
2553,polinesia,polynésie,91
14284,a pesar de,bien que,6
2393,espoleta,wishbone,90
3145,druso,druze,88
12953,anular,passer outre,21
9448,anfibio,amphibie,50
4220,forense,criminalistique,47
10070,cansado,fatigué,28
1051,boletín,boldin,98
