ID,DEUTSCH,KOREAN,INTERVAL
549,wunder-,기적적,83
18,facette,한 면,54
7742,chor,합창,60
11084,bergbau,채광,16
14256,anrufe,전화,8
10743,linguist,언어학자,31
317,mit connex.,넥타이,100
7090,impfung,백신,53
242,reagieren,반응성,34
11179,banyan,반얀의,35
8509,nagasaki.,나가사키,55
11384,laura,로라,33
12336,einwanderung,이민,21
4443,wasser-,물의,46
11756,klima,기후,29
8983,akzeptor,수락 자,50
11850,das passiert,일어난다,10
6872,ableben,권리 양도,64
2864,östrogen,에스트로겐,87
7168,sich herausstellen,투표율,62
13087,metall,금속,17
11427,schwester,자매,28
1152,goldie,금주,95
12231,romane,짧은 이야기,13
10805,gegnerisch,반대하는 것,16
9255,pythagoras,피타고라스,49
3255,zirkonium,지르코늄,87
13982,entwicklung,개발,10
5022,beigefügt,에워싸는,71
505,sprengen,솟아 오르다,99
10812,riff,암초,37
14142,zeitraum,기간,8
9726,dob.,둠,46
3589,motorräder,오토바이,25
5677,unbestätigt,미확인,73
13076,die gesellschaft,사회,17
11841,konzert,콘서트,26
11995,rückseite,뒤쪽,27
11195,saturn,토성,35
14460,p,피,9
5499,beaumont,비욘세,74
9565,betty.,베티,47
10484,shea,그녀는,39
3707,sonnenbrille,색안경,84
8648,vertrauenswürdige,신뢰할 수있는,24
7860,blick,섬광,54
10360,vampir,흡혈귀,37
5770,boa,보아,71
2771,kline,클레어스,88
9472,magellan,마젤란,48
13802,mit,~와 함께,5
2867,über bord,배 밖으로,88
6402,babel,바벨,68
4491,hysterie,히스테리,80
10272,shanghai,상하이,41
7490,experimentieren,실험,37
5617,sonnenblume,해바라기,73
10662,ständig,지속적으로,38
10781,linemen,리니먼,38
9650,trivial,하찮은,44
5583,umformuliert,reworded.,51
2547,grüner salat,상추,90
2533,heldentum,영웅적 자질,90
10194,unterteilung,재분,40
14481,drücken sie,누르다,12
2617,gelingt es,성공합니다,89
11780,luxemburg,룩셈부르크,30
977,schlick,미사,96
9090,schockiert,충격을 받았다,24
5647,gemein,비열한,73
10115,para,파라,41
2475,gitter,격자,86
10260,wesley.,웨슬리,41
2555,altar,제단,89
288,mikroskopie,현미경 사용,100
8033,funktional,기능의,20
4050,sutra,경,80
345,anschnallen,벨튼,100
7588,rotes shirt,빨간 셔츠,58
13196,cleveland,클리블랜드,16
8835,stirling,흩어져있는 것,52
9118,omega,오메가,50
4423,fabelhaft,굉장한,79
9582,martha,마르타,47
12951,kelly.,켈리,19
9518,charleston,찰스턴,47
14153,prüfen,시험,5
4334,startprogramm,발사통,62
6615,unbegründet,근거 없는,67
9823,petroleum,석유,45
11531,kohlen,코헨,32
10489,dach,지붕,37
12964,auslassungen,생략,19
12752,letztere,후자,21
6380,spektral,유령 같은,68
13372,ich selbst,내 자신,15
8000,peaketime.,평화 시간,58
12768,niederländisch,네덜란드 사람,21
3689,egal,신경 쓰지 마요,85
5610,mennonite,멘 노타이트,73
5137,illuminaten,일루미네이션,76
9225,anzeigen,디스플레이,13
3697,sekte,분파,79
10785,gesunder menschenverstand,상술하다,38
6121,das mitleid,연민,63
8049,aufbringen,소집,24
10255,dichte,밀도,41
10222,handel,상업,42
13003,gehalten,유지 된,18
13011,arm,가난한,18
12153,erfüllen,풀다,15
6883,odysseus,오디세우스,65
5567,fragil,부서지기 쉬운,72
957,plättchen,혈소판,91
9488,dschungel,밀림,46
568,transvestismus,트로스빙,99
1514,wachsamkeit,각성,62
11639,slalom,슬라롬,29
3986,werwolf,늑대 인간,83
5172,oma,할머니,75
4555,flav.,플라브르,80
13477,philadelphia,필라델피아,13
7621,sumno,스모,61
13812,ein,an,5
8716,haftungsausschluss,부인 성명,19
5676,thermodynamik,열역학,69
7816,überprüften,재확인하다,59
12901,stelle,점,15
5089,tyne.,타인,57
4179,rollen,릴,50
11471,verkaufen,팔다,21
4273,bikini,비키니,80
7932,rube,루베,59
8432,lithium,리튬,55
5175,lacey,레이스의,76
12753,windows,윈도우,11
6349,tacoma,타코마,69
12450,ente,오리,19
10253,logan,로간,41
12674,hotel,호텔,21
10720,gilbert,길버트,38
13338,in mm,mm,15
11598,pascal,파스칼,31
9519,sharon,샤론,47
5635,blindenschrift,점자,73
10070,müde,피곤한,25
7049,soße,소스,63
12474,vertrag,조약,18
6596,proto.,프로토,67
12509,zehntel,제십,22
12526,geantwortet,응답했다,11
8750,turbo,터보,52
12579,fiktion,소설,18
6651,auslauf,콘센트,46
672,obertöne,overtones.,94
13018,samstag,토요일,18
8396,prestigeträchtig,권위있는,55
3700,blutvergießen,유혈,85
1992,böig,터질 것 같이 활기 있는,92
9670,synthese,합성,46
1009,unpraktisch,비실용적이다,96
733,flankierer,측면 보루,96
13008,passwort,비밀번호,18
4949,anarchismus,무정부주의,74
5684,verankerung,여자 은자,73
6429,untergebracht,수여,10
10150,skateboarding,스케이트 보딩,29
4168,essig,식초,82
8574,feuerzeug,거룻배,53
13486,anti,반대로,13
8462,plato,플라토,55
1235,bzw.,bm.,96
8064,fakultät,학부,56
8068,tribal,부족의,57
13739,super,감독자,12
271,skyway.,스카이 웨이,99
11087,zensiert,검열,25
8757,mozart,모짜르트,53
14115,schließen,닫다,10
10526,im wesentlichen,대체로,19
7624,dekret,법령,52
13131,fröhlich,게이,17
10802,pizza,피자,38
13682,carolina,캐롤라이나,12
7233,kapitalist,자본가,60
7630,außerirdisch,외계인,59
12003,bulldoggen,불독,26
11127,somerset,공중제비,35
681,bode.,보드,90
8399,sonnenuntergang,일몰,55
8164,tümmler,돼지 고기,57
574,eintauchen,담금,88
5420,sonett,소네트,67
11396,überspringen,건너 뛰기,28
12114,minze,민트,25
10664,clan,씨족,35
12038,becken,분지,26
8687,grimmig,암울한,53
5091,tropen,열대,8
13767,ist gestorben,사망 한,10
11214,paläontologie,고생물학,35
10932,dreieck,삼각형,35
6880,heimkehr,귀가,64
3963,gör,애새끼,79
10999,aspekte,상들,26
12487,die gerechtigkeit,정당성,23
4813,umziehen,고쳐 놓다,32
12255,kontinental,대륙,26
11772,brasilianer,브라질의,29
9414,belästigung,괴롭힘,25
10361,windsor,윈저,40
6544,kurier,택배원,65
2153,unkontrolliert,억제 되지 않은,81
7708,stachelschwein,호저,60
11557,shakespeare.,셰익스피어,32
11432,elite,엘리트,31
5948,hanoi.,하노이,71
1538,orpheus,오르페우스,95
5818,meduse,메두사,72
1700,verbannt,추방 된 것,76
5972,waschbecken,싱크대,51
1740,ärmer,가난한 사람,93
13519,benne,벤,13
5115,humanoid,인간형의,74
12712,loren,루렌,21
12831,afghanistan,아프가니스탄,20
4344,makcabees,맥카비아,81
6930,brei,걸쭉한 죽,63
5863,umstrukturierung,구조 조정,60
3803,peripherie,주위,83
2461,zu einem,toa.,90
655,rocker,락커,72
4532,erinnern.,기념,28
2386,gegenkultur.,반항적 인 것,91
5627,methoxy.,메 톡시,73
3594,überlappend,겹치는 것,55
3547,caldera.,칼데라,86
10199,gesprochen,살,41
94,diomedes.,디오메이즈,100
9624,ethik,윤리학,37
7950,kung,쿵,59
13270,sozial,사회의,14
376,pseudowissenschaften,의사 과학,100
11222,österreichisch,오스트리아 사람,34
11272,herbert,허버트,34
11717,harvey,하비,30
13268,7.,7 일,16
7785,salamander,도롱뇽,60
109,zurückzahlen,갚다,90
7551,grausamkeit,잔학,61
3248,erdenmensch,지구인,87
7238,bismarck,비스마르크,63
4779,antimaterie,반 방법,79
6315,diözese,교구,68
3155,vorsichtsmaßnahmen,지침,70
310,polymath,폴리미치,98
7356,degeneriert,퇴행했다,53
10601,überzeugt,확신했다,27
13000,cairns.,케언즈,18
8929,nazismus,국가 사회주의,52
5427,skater,스케이터,34
10074,mohammed,모하메드,43
4626,newt,영원,79
12184,lizenziert,무시 무시 거주지 않은,26
2616,glücklicher,더 행복하다,89
8895,in ordung,괜찮은,52
3777,spärlich,부족한,67
2187,chai,차이,91
10908,hain,작은 숲,36
13497,mph.,마프,13
13855,zuletzt,마지막,6
10087,sturm,강풍,40
684,schiedsrichter,refered.,22
6177,bigfoot,큰 발,70
2045,kreisel,원형 교차로,92
5849,zwischenstock,중 이층,70
870,unklug,지혜 없는,94
2377,monsignore,몬시 조사,91
9886,greco.,그레코,44
9017,nagel,못,29
14520,unabhängigkeit,독립,12
5512,zieh,당겨,18
10979,notation,표기법,34
9186,suppe,수프,49
1733,hyped,하이퍼,57
12891,pleite,파산하다,20
4786,tryptophan.,트립토판,79
6745,kleid,겉옷,55
10317,java,자바,41
8641,profis,전문가,16
10073,oz,온스,43
1759,autistisch,자폐증,93
10608,gandhi.,간시,39
11952,hai,상어,22
552,nicht aufgeteilt,억제되지 않았다,94
6793,nationalisten,민족 주의자,38
8376,zuversichtlich,자신감,32
8408,winchester,윈체스터,55
1,piperidin,피 페리 딘,100
11583,monroe,몬로,31
14450,schlag,때리다,8
7988,szenario,대본,47
5599,amplitude,진폭,73
12667,besatzung,승무원,19
7206,viertelfinale,준준결승,63
8871,penny,페니,51
11578,alkohol,술,27
9950,pionier,개척자,35
6303,jona,요나,69
1619,dachboden,애틱,93
2248,dada,다다이즘,91
1558,septimal,중계율,95
7093,snooker,스누커,63
5504,stierkampf,투우,73
7503,lilie,백합,60
8024,hepatitis,간염,58
5605,populär,대중적으로,73
3542,schuhwerk,신발류,86
10403,schmutz,오물,40
9735,olne,올레 우리,45
6041,thunfisch,참치,70
13524,echo,에코,13
9095,dschibuti.,지부티,50
13204,9.,9 일,16
11903,em,여자 이름,27
5523,stint,정량,71
6794,musa,무사한,65
12917,nicht referenziert,언급되지 않은,19
11356,echter mann,진실 된 사람,33
14307,deutsch,독일 사람,10
4038,arie,아리아,67
8090,midland,중부 방언,42
9392,luft- und raumfahrt,항공 우주,48
1012,ausbrennen,탈진,96
6108,draper,포목상,70
1327,analphabet,읽고 쓸 줄 모르는,93
10482,mccoy.,맥코이,39
12394,wohingegen,반면,24
13678,etabliert,확립 된,10
7223,verbinder,커넥터,60
6948,orakel,신탁,64
4963,annexion,부가,52
2271,folder,민수,91
2049,kwan.,콴,92
8766,kreuzfahrer,십자군,27
1271,gierig,탐욕스러운,95
12632,oberfläche,표면,21
6646,spielerisch,생존 가능한,67
8297,erbauer,빌더,49
1442,dreizack,삼지창,91
2720,anbringung,방화범,86
4859,gluten,글루텐,78
128,geklettert.,끽끽 우는 소리,97
5805,abgelenkt,전환했다,59
7869,dixie,딕시,59
6965,ejakulation,사정,62
10245,astrologie,점성학,39
802,matador,마태도르,96
2096,ausruf,감탄,90
1341,philemon,필레 에몬,96
6343,meerenge,해협,41
10082,delfin,돌고래,25
4160,nahrung,식이 요법,82
1974,maulana,마운나,93
8442,unreif,미성숙,53
13944,york,요크,8
5223,gabby,말 많은,76
10467,nad,나상,40
13272,dr,닥터,16
13537,illinois,일리노이 주,13
10458,einspruch,반대,12
8898,tasten,단추,7
12472,ann.,앤의,18
4839,hee,정신,78
2964,meme,밈,87
5843,schmirgel,금강사,72
10491,podium,지휘대,38
8801,nickel,니켈,51
9661,spa,온천,46
5991,ätna,etna.,71
5592,dolores,돌레스,69
6428,verarbeitung,치료,20
168,schmitz,슈미츠,100
1937,pompejus,폼 페이즈,93
9976,orthodox,전통적인,43
2128,bongo,봉고,81
10746,substrate,기판,34
13009,arena,투기장,18
2072,kelch,고블릿,91
2157,lumen,루멘,90
5542,biochemie,생화학,74
9858,sandwich,샌드위치,42
2279,kreolisch,크리올 사람,91
1980,bufotenin,부피 테인,93
13185,patrick,패트릭,16
9999,monsun,우기,42
3814,transatlantisch,미국인,84
6712,mengen,수량,43
3342,patchantisch,대답하다,87
14161,studie,공부하다,16
11665,mason,석공,29
13143,kämpften,싸웠다,17
646,chartreuse,연두빛,99
234,grinsen,이를 드러내고 웃다,91
978,weiterführende schule,고등학교,97
4878,wah,와금,78
2711,geier,무자비한 사람,86
9542,verdächtig,의심스러운,45
12158,teufel,악마,19
6407,louvre,지붕 창문,68
429,anterior.,전의,100
9526,uran,우라늄,47
153,anästhesie,마취,100
7419,errungenschaften,교양,30
13395,farbe,색깔,12
14367,bild,영상,6
8667,elfenbein,상아,54
1106,ungebrochen,꺾이지 않은,97
9771,ballaststoff,섬유,44
9984,wiederwahl,재선,41
3177,husten,기침,80
10039,stickstoff-,질소,42
788,pogo,포고,98
14326,offizier,장교,10
13043,verdient,획득,14
7536,prozessor,프로세서,54
8581,wrack,난파선,44
11829,ion,이온,29
7280,anwenden,개구,62
13259,index,인덱스,15
1257,dicker,더 두꺼운,96
7747,kulmination,절정,39
13418,halter,보유자,14
7326,zurücksetzen,초기화,59
4641,ökonomen,이코노미스트,54
12668,terry,테리 직물,22
8363,welch,웨일스 사람,56
352,ragtime,래그 타임,100
7516,barock,바로크,62
6143,assyrisch,아시리아 말,64
8035,entfernt,먼,58
1126,bannister,배나,97
7667,chung,융,61
7787,millard,밀라드,60
1650,beschwingt,떠는,94
10916,kupfer,구리,37
10672,aufrechterhaltung,유지,13
9987,warenzeichen,등록 상표,41
3139,intim,친밀한,75
9458,grab,무덤,37
9481,korp,공사,13
974,warlock,요술 장이,96
3163,chemiker,화학자,69
6390,blockbuster,블록 버스터,65
9248,erfindung,발명,29
9114,ungebraucht,미사용,47
9292,qualifiziert,...에 pct.,49
10066,haken,훅,29
13353,beiläufig,기리점,15
12315,mexikaner,멕시코 인,25
11048,badminton,배드민턴,36
774,fov,fv.,98
4908,ungeplante,예약되지 않은,78
6355,pivotal,추축 같은,60
8652,muhen,음매,53
4442,der neid,부러움,79
5950,donau,다뉴브 강,71
13267,ontario.,온타리오,16
11238,festnahme,체포,17
3242,schnupftabak,코담배,87
5079,lear,리어,76
1293,alhambra,알 함 브라,96
362,diskriminierend,차별적 인 것,100
6339,unveröffentlicht,쓸모없는 것,69
5749,kastilien,캐스팅,73
8469,cholera,콜레라,55
6173,tekken,테크켄,70
11951,volkszählung,인구 조사,28
3228,fahrlässigkeit,과실,66
2244,tarsus,족근,91
252,parlamente,의회,17
2350,bürsten,솔질,46
7897,gestrandet,좌초 된 것,48
14488,demokratisch,민주적,14
4438,tuba,튜바,79
2366,krips,끼움,73
4061,ballons,풍선,40
8815,vorderseite,앞면,52
11178,ersatz,대용품,35
7886,übertroffen,초과,38
5007,usenet,유즈넷,77
2141,gatling,낄낄 웃는 것,92
5491,jud,기원전,74
12567,dil.,빚을지고있다,23
11888,yahoo.,야후,29
12541,wochenende,주말,22
1897,enttäuschen.,arisen.,93
9102,geothermie,지열,50
9933,referendum,국민 투표,38
3915,serum,혈청,83
5239,ln,제일,76
12688,dinkel,철자,12
1837,jezebel.,이세벨,93
5480,gecko,게코,74
513,partizan.,파티 자,99
13431,russland,러시아,14
3946,bastarde,놈들,54
4128,abschlussball,겁 많은,81
2179,shahi.,샤하이,91
1804,daube,통널,74
2878,bogan,보글,88
4456,kartesisch,데카르,80
10877,symbole,기호,19
9431,shirley.,셜리,48
3781,tiefen,가장 깊은 곳에서,84
13993,fünf,다섯,9
9861,humus,부식질,44
5228,arthritis,관절염,76
6725,vene,정맥,59
6383,säubern,숙청,59
5787,keystone,요지,71
10955,deaktiviert,비활성화되었습니다,34
3789,festzelt,큰 천막,84
5947,mikronesien.,미크로네시아,71
12484,statistiken,통계,20
13420,marine,선박,12
403,smoot,뿌리 뽑다,100
2913,pampas,팜파스,85
12460,wilton,윌턴 양탄자,24
10950,gregor,그레고리,37
4374,schwächste,가장 약하다,81
3740,deponie,매립지,83
4434,abschaum,찌끼,80
7891,amoklauf,날 뛰기,56
460,süchtig machend,중독성이있다,23
13434,gebracht,가져왔다,14
13771,schon fast,거의,11
12364,murray.,머레이,25
9778,kasino,카지노,42
13219,douglas,더글러스,16
5831,aufbohrt,아프리,72
8864,vorort,근교,35
2038,ananda.,아난다,92
4592,weh,아프다,34
12957,ottawa,오타와,19
3910,straßenrand,길가,83
3298,yay,예요,87
2989,nicht informiert,정보가 표시되지 않았습니다,79
13036,geworfen,던지다,18
6254,dienstmädchen,하녀,66
12164,aufzug,승강기,16
476,metabolit.,대사 산물,93
13318,niedriger,낮추다,15
10573,demographie,인구 통계,36
13154,studenten,재학생,12
9282,versicherte,자신 있는,27
11994,erweitert,퍼지는,16
5084,diebe,도둑들,75
3899,gier,탐욕,83
12787,kent,켄트,21
13083,zeichnen,그리다,14
4256,horst,호르스트,82
1378,beluga,벨루가,96
13101,prinz,왕자,17
641,bitmap,비트 맵,99
11350,partnerschaft,협력 관계,32
1636,snell,짤막한,94
8463,opium,아편,55
8115,anthropologie,인류학,57
11426,trojaner,트로이 사람,22
1421,zottelig,얽히고 설킨,95
8754,schälen,껍질,50
4530,temperiert,단련 된 것,42
7347,heinie,히린,62
1217,biogas,바이오 가스,97
9016,orchester,오케스트라,50
5259,unerbittlich,잔인한,75
1299,kommentiert,주석을 달았다,83
4785,speditiv,초연한,79
6768,krypton,크립톤,66
7389,leisten,형편이되다,51
6671,paläolithikum,고대 실리 틱스,67
3219,fleur,이레의,87
11822,zurück sein,돌아,29
8117,anorexie,신경성 식욕 부진증,58
5072,chinatown,중국인 거리,76
12808,harrison,해리슨,20
11698,abgebrochen,취소 된,23
3132,montague,몬타나무,88
11203,stolz,자랑스러운,35
12939,wahrheit,진실,18
7030,sabbat,안식일,64
8975,schmetterling,나비,49
3488,calypso,칼립소,86
5740,veterinär,수의사,73
3116,redfield.,레드 필드,88
7750,schleppen,세게 끌기,44
11790,interkurs,상호 작용하는,29
11524,erworben,획득 한 것,22
3749,ural,우랄,85
6080,tante,이모,69
4377,stromlinienförmig,간소화되었습니다,70
7058,yen,엔,64
991,bend.,베네,91
5587,erbrechen,구토,67
5553,burundi,부룬디,74
3427,tressel,탁월함,86
8175,kraut,목초,55
9144,platten,접시,20
3615,tarantel,타란툴라 거미,85
11044,gerendert,렌더링,18
13192,wilson,윌슨,16
9721,fuji,후지산,46
11655,fallend,떨어지는,12
12669,aktivität,활동,10
3181,mojo.,모조,87
7910,lambeau,람무치,59
11912,willie,윌리,25
12447,nelson,넬슨,24
1014,onyx,오닉스,97
9902,peloton,펠로톤,44
5218,travail,산고,75
5160,erstrichen,맞은,76
5470,zugabe,연주,72
14409,mitglied,회원,9
4350,hintergründe,배경,16
6014,repechnos,repechage.,71
12187,gipfel,정상 회담,26
382,hillcrest.,힐크레스트,100
297,exponent,멱지수,89
14132,zusatz,덧셈,6
3185,feigling,겁쟁이,78
995,note,고집,97
7609,acapulco,아카풀코,61
3966,kürbisse,호박,56
7376,beurteiler,평가자,62
1855,dorianisch,도리스 사람,93
14355,gewinne,이익,29
2159,bindestrich,하이픈,62
9243,sangen,노래하다,49
13439,soldaten,군인,12
13889,durch,~을 통해,8
12827,koreanisch,한국어,19
8567,ghetto,빈민가,51
9637,kräftig,청소,27
9047,segelflugzeug,글라이더,45
13745,planke,판자,11
4921,am wärmsten,가장 따뜻한,78
13341,dichter,시인,14
6654,afro,아프리카,66
13377,verboten,금지했다,10
455,harmal,하이마른,100
11939,wayward,다루기 힘든,28
8104,bilde,사진들,35
12870,anfänger,신병,18
13637,gericht,법원,12
7801,patricia,패트리샤,60
2645,autokratie,자자도,89
9163,presley.,프레슬리,50
12863,herausforderung,도전,12
12900,wirtschaft,경제,19
9893,skulptur,조각품,43
11332,pack,팩,26
2733,installation,배관,83
11076,musiker,음악가들,21
6109,alastor,알주자,70
2892,gepeitscht,휘핑,54
6003,weide,솜틀,67
3922,pais,파이 소스,83
12397,aufklärung,정찰,24
8295,saxophon,색소폰,56
7905,gin,진,59
7227,fabian,파비안,63
10823,fokussiert,초점을 맞춘다,29
841,buggy,버기,97
14459,konto,계정,5
12523,kader,분대,19
12298,verärgern,속상한,23
6705,ein land,땅,66
6086,wichita.,위키 사람,70
8543,sch,쉿,54
4052,huff,성냄,83
7798,einatz,말뚝,46
9448,amphibisch,수륙 양용,48
4318,psychiatrisch,정신과 의사,81
10710,dutzend,다스,27
3371,höhnisch,매서운,86
6769,übernatürlich,신의 조화,66
11574,prozent,퍼센트,31
8138,xii,제 1 차,57
6328,kongressabgeordnete,국회 의원,69
11324,edith,이든,34
12999,unbekannt,알려지지 않은,18
7922,notwendigkeit,필요성,57
12167,delta,델타,26
8772,lutheran,루터 신봉자,49
7064,schmelzen,녹는,51
13457,technik,테크,14
10168,meteorologisch.,기상대,32
4590,fehlgeleitet.,잘못된 것,78
2674,schilddrüse,갑상선,88
1844,traber,족발,91
10426,beere,말린 씨앗,39
5482,brandstiftung,방화,73
9171,mikro,마이크로,50
5932,piazza,광장,71
12303,universum,우주,7
9497,breitband,광대역,47
3798,mahdi,마흐디,84
11688,pa,아빠,27
2831,lux,럭스,77
1285,induzieren,유도하다,50
14413,arbeiten,공장,5
6467,argent,은빛,68
5532,zypresse,사이프러스,74
9307,debütiert,데뷔했다,18
11068,ei,계란,32
12879,irakisch,사람,19
4152,vorposten,전초,67
13023,rand,국경,16
13121,wind,바람,12
9415,imaginär,상상의,48
4387,jasmin,재스민 속,79
3494,überlieferung,과학적 학문,78
10627,verraten,드러내다,21
9974,senegal,세네갈,44
1836,maidenhead,처녀성,93
6889,romero,로메로,65
12755,südwesten,남서,21
9659,porter,문지기,45
251,taumeln,텀블링,70
4063,killeen,킬렌,83
1822,stile,스타일,91
8532,rubens,루벤스,55
8905,emmy.,에미,52
12720,pferd,말,19
9086,defensemen,퇴거 정원,51
6151,schützend,보호,9
13437,te.,테,14
10037,wahrgenommen,지각하다,39
12933,oase,피난처,19
10299,syntax,통사론,41
5083,käsekuchen,치즈 케잌,76
7716,befreit,면제하다,50
749,botulismus,보툴리누스 중독,98
3429,farce,소극,86
11743,renaissance,르네상스,30
11836,asche,금연 건강 증진 협회,24
10824,rasierer,면도칼,38
13554,hochgeschätzt,감사했다,9
12132,kante,가장자리,22
8893,potomac,포도작,52
1561,einsiedelei,암자,95
8176,komma,반점,48
7014,innovation,혁신,43
8385,schießpulver,화약,56
13650,gesetzlich,합법적 인,8
6042,moto-cross,모토 크로스,71
4632,pfannkuchen,팬케이크,73
9065,nirwana,니르바나,51
3140,keramisch,세라믹,79
39,debuggen,디버그,89
4319,demeter,디렉터,81
4511,pseudonym,아호,73
140,wiedergabe,재생,100
10936,lettland,라트비아,37
632,gekünstelt,고안하다,96
10898,lizenz,특허,32
5757,verschraubung,조이는 것,38
929,hebelkraft,영향력,87
11153,erkennung,인식,35
14474,ausbildung,훈련,10
9174,herzliche glückwünsche,축하합니다,42
11308,joey,조이,34
9308,äquatorial,매우 무더운,49
6257,gepäck,수하물,69
10585,kompakt,콤팩트,36
6818,telekast,텔레 코스트,58
10146,botschafter,대사,39
14195,eher,꽤,6
3521,kannada.,칸나다,86
3240,fettdruck,볼드체,79
11915,campus,교정,28
11576,monaco,모나코,31
4145,tiefgreifend,심오한,82
354,stratojet,지층,100
12651,ken,시야,22
13995,groß,크기가 큰,7
6186,campeche.,캄 페체,70
13159,krise,위기,17
8612,marcel,마르셀로,54
4784,karton,판지,79
10612,verfahren,절차,29
9947,chaser,체이서,42
5967,argon,아르곤,71
7873,täter,가해자,44
7577,scotch,스코치 위스키,61
3909,crosstown,크로스 타운,83
10206,dipsel,드립션,42
5217,tristan,트리스탄,76
11113,algerien,알제리,36
8075,schwamm,스펀지,57
11963,gegner,상대방,22
7386,acetat,아세테이트,53
1981,herbizid,살초제,89
768,cadmium,카드뮴,98
2300,nix,아니야,88
12386,angebot,권하다,14
5694,geschwenkt,흔들리고있다,73
12321,jugoslawien,유고 슬라비아,25
13660,flugzeug,항공기,12
1160,kapuziner,카페 친,97
2353,unmut,불쾌,91
9544,sammy,미국 병사,47
9730,ausbuchtung,부풀다,45
2704,alarmierung,경고,27
3247,grüßen,그로소,87
4449,liter,리터,48
14475,abteilung,출발,9
495,kitzeln,간지럼,85
11233,duell,결투,33
5798,whomp.,털어 놓다,72
1546,pater,파라사,42
5911,seeufer,호숫가,72
5449,idiotisch,멍청한 것,27
14427,antwort,응답,11
9725,planetarisch,지구의,46
7418,zwillinge,쌍둥이 자리,62
8589,dosierung,도살신,54
14160,arbeitskräfte,노동자,20
2204,konvergent,수렴,46
3528,avocado,아보카도,83
5074,anbieter,공급자,61
8889,koala,코알라,52
10228,gemütlich,편안,29
13910,seit,~부터,7
3567,offenlegung,폭로,84
13342,zögern,망설이다,15
7783,raphael.,라파엘,60
953,blütenblätter,꽃잎,89
10209,wette,내기,35
14393,gesicht,얼굴,12
7156,nicky,니키,63
8206,stonehenge,스톤 헨지,57
11545,wohnung,평평한,29
11997,sog,지지자,28
9551,dalai.,달라이,47
12170,yo.,에야디야,26
6832,abriss,파괴,63
13365,orange,주황색,14
1005,synoptisch,시놉시스,97
13095,freiheit,자유,17
10871,schrecklich,끔찍한,33
10856,süssigkeit,사탕,37
5213,billiger,저렴한,76
13980,gemeldet,보고 된,5
810,safran,사프란,98
5629,shiite.,시생,73
14072,befehl,주문하다,9
8890,maximus,맥시 미스,52
11707,parallel,평행 한,27
8677,autismus,자폐성,53
8474,zielen,조준,21
7832,dickens,디킨즈,60
7521,zombies,좀비,24
3040,laune,변덕,83
1725,beobachten,시청할 수있는,93
4808,acre,에이커,47
5121,diethylamid,디 에틸 아미드,76
5333,gladstone,글래드스턴,75
1887,still stehen,가만히 서있다,93
5769,kohärent,일관성,63
8320,algier,알제,56
10462,monte,몬테,35
1953,kohl.,콜묵,93
13639,unglücklicherweise,안타깝게도,12
3770,birdmann,새만,84
5398,nonne,수녀,64
7690,torrential.,심한,60
12058,trivia,하찮은 일,27
5725,beachten,주의,65
11543,regenbogen,무지개,31
11806,löwe,사자,17
6799,charge,일괄,62
10044,rouge,연지,38
8330,sonnenaufgang,해돋이,56
10122,tritt ein,발생합니다,11
3522,hwan,백안,86
3897,babylonien,바빌로니아,83
1085,vernichtung,전멸,69
3112,dandy,멋쟁이,86
4428,mervingier,메로 징제,80
9416,schief,비뚤어진,45
12954,silber-,은,19
10650,asterion,애스테온,38
11728,mailand,밀라노,30
905,kultiviert,교양 있는,64
7921,girvey.,가비,59
12769,hampshire,햄프셔,21
13327,bewegung,움직임,14
5212,honorifics.,명예 론자,67
11240,mühlen,밀스,25
6276,ordnungsgemäß,정원지,69
553,preiswert,저렴한 것,97
5356,shiva.,시바의,75
8230,yukon.,유콘,57
3719,laub,낙엽,85
2413,sehne,건,88
7578,amelia.,아멜리아,61
2294,betrieben,연료가 공급된다,88
12660,charlie,백인,22
12829,speck,베이컨,20
8002,riga,리가,58
11082,kugel,글 머리 기호,24
4171,parma,파르마,82
380,alkane,알칸스,96
11759,bischof,주교,28
5195,wackelig,흔들리는,76
3407,redwood,세쿼이아,83
4822,alderman,구청장,78
7398,apostel,사도,49
3411,polyester,폴리 에스테르,84
3023,spöttisch,죽은 것,88
9577,landesweit.,전국적으로,47
9028,nicht veröffentlicht,널리 알려지지 않은,51
2891,überschwemmt,융통 스럽다,76
13129,alabama,알라바마,17
7252,outfit,차림새,54
13314,invasion,침입,15
11885,kenny.,케니,29
3037,sonnenfische,수양,88
6995,gang,복도,61
12516,zivilisten,사복,17
3766,lächerlich,쑥스러운,83
10995,dehydrogenase,탈수소 효소,37
6225,kesselmacher.,boilermakers.,68
12974,bälle,불알,10
10108,einsam,고독한,37
9843,souveränität,주권,44
12346,durcheinander,엉망,19
1256,gebeugt,구운,36
2615,karikatur,풍자 만화,83
1572,krater,분화구,45
11597,glasgow,글래스고,31
4056,anfang,시초,83
7337,luxus,사치,44
9943,wheeler,조타실,43
3763,yosemite.,요세미티,84
9631,chapman,행상인,46
11301,fo.,...에 대하여,34
1589,vokal,모음,74
8461,schneider,슈나이더,55
3254,granat,석류석,87
8892,eintracht,일치,51
12127,furcht,두려움,22
4432,glutamat,글루타메이트,78
14138,spitze,맨 위,7
6170,sweatshop,스웨트 숍,69
12013,walkie,워키,28
10287,chester,체스터,41
