ID,DEUTSCH,RUSSIAN,INTERVAL
3005,methicillin.,метициллин,88
6065,empörung,возмущение,52
7781,blühen,цвести,59
13521,vergeben,награда,9
7367,marxistisch,марксист,58
8092,ritt,ехал,58
6727,basteln,дженк,64
6359,reservisten,резервисты,65
3133,abtrünnig,ренегат,57
8195,varianten,варианты,40
11578,alkohol,алкоголь,28
10133,der betrug,мошенничество,43
7659,vergessenheit,забвение,61
8179,bach.,баш,56
12488,nicht verwandt,не связан,24
1680,jainismus,джайзизм,94
9889,ns.,насыщенность,45
11691,ernannt,назначенный,25
5700,gazpacho,гаспачо,73
6319,extremist,экстремист,57
5809,medaillengewinner,медалист,56
8997,schüren,стекло,44
2017,gekritzel,каракули,90
466,treten,прогрессировать,91
6227,hefe,дрожжи,70
81,steinbruch,карьер,95
1403,manipulationen,манипуляциями,38
1923,latimer,латим,93
4072,blackjack,блэк джек,82
7739,längere zeit,какое-то время,60
4013,tarnung,камуфляж,77
10434,unterdown,отзыв,40
13259,index,показатель,16
8237,akelei,columbine,56
8708,klettern,альпинизм,28
4063,killeen,киллин,83
4405,geheimhaltung,секретность,81
10664,clan,клан,36
9696,regal,полка,46
1394,auffallen,выделяться,93
5564,schattig,тенистый,74
1228,feuchtest,самоуверенность,96
13940,einschließlich,включая,6
4950,etymologie,этимология,65
8158,auslaugen,выщелачиваться,57
1875,dimethyl,диметил,93
5245,mausefalle,музена,75
2580,aphelion,афельон,89
783,probieren,проб,97
2917,chiba,чиба,88
13386,brian,брайан,15
9336,trümmer,обломки,49
3799,masern,корью,84
11532,lacrosse,лакросс,32
6411,dito.,дитто,69
3701,drittens,в-третьих,85
12011,newcastle.,ньюкасл,28
1632,hypnose,гипноз,94
4582,lotto,лото,80
5414,auftrieb,плавучесть,75
2893,shetland,шетланд,88
7046,wunderland,волшебная страна,64
10718,wimpel,вымпел,38
5624,bälde,бат,73
13796,in,в,5
6816,glendale,глендейл,66
3883,gewissen,совесть,84
2817,euphorie,эйфория,88
5223,gabby,габби,76
5850,ja,ай,72
9839,einneigend,вовлечение,14
8912,merk,mk.,50
14048,dateien,файлы,6
10234,ausdrücklich,явно,42
7131,meskalin,мескалин,64
10344,diät,рацион питания,40
8022,farbstoff,краситель,53
12289,palast,дворец,25
6020,quiz,контрольный опрос,71
512,ile,иль,99
4146,päpstlich,папский,82
3804,aspirin,аспирин,84
8718,hüte,шляпы,26
9388,honolulu,гонолулу,49
7866,supernova,супернова,59
5973,materieren,матер,71
8493,atmung,дыхание,39
13385,russisch,русский,14
12287,bruins,брюины,25
12524,julianisch,джулиан,23
5861,hyperaktivität,гиперактивность,69
5796,hausfrauen,домохозяйки,72
8279,anakonda,анаконда,56
9597,stehlen,воровать,31
3007,knopf,ручка,80
5717,jargon,жаргон,73
10812,riff,риф,38
8354,einhorn,единорог,55
6416,streit,разборка,68
1424,gesänge,песнопение,50
7576,cafe,кафе,59
1627,flachs,льна,94
934,kreuzigung,распятие,97
9945,zoo,зоопарк,43
6334,doppler,допплер,69
14240,gruppen,группа,7
482,epitaph,эпитаф,99
2899,entwaffnet,разоружен,57
13777,spanien,испания,11
4737,farina,фарина,77
4003,waldbrecher,woodrauff.,83
8260,jeep,джип,54
3072,mandel,миндаль,86
4159,leguan,игуана,82
9962,toilette,туалет,44
10105,substanz,вещество,38
4879,söldner,наемник,60
1986,nicht explodiert,невыразительно,93
10102,romantisch,романтик,42
8536,stellar,звездность,55
10644,kirsche,вишня,39
5647,gemein,вил,73
3227,egoistisch,эгоистичный,83
4941,wäscherei,прачечная,77
10286,hubschrauber,вертолеты,25
8481,testament,завещание,54
2740,gehorsam,послушание,85
1503,kornisch,корниш,95
12637,programmierung,программирование,11
1825,spiro.,спиро,94
11468,stange,стержень,32
7,carbonit,карбонит,100
419,kracher,firecracker,94
6560,tore.,оторвать,67
11697,zurückgezogen,снял,31
1674,sühne,искупление,81
11416,parade,парад,31
958,zöliakie,целиак,97
10627,verraten,раскрыть,21
11091,carson,карсон,36
2668,regulatorisch,регулирование,89
198,voyageurs.,воисты,97
2101,lagrangian.,лагранжиана,92
5261,mccarthyismus,маккартизм,75
4648,illegitim,незаконный,78
1976,legionäre.,легионеры,89
10128,simmons,симмонс,43
13730,spanisch,испанский язык,12
4570,sanft,нежно,80
6493,bauch,живот,49
1970,hardcover,твердый переплет,93
1789,zervikal,шейный,94
7082,yi.,йи.,64
6400,vendetta,вендутта,68
8087,halsband,воротник,48
6182,spinat,шпинат,70
12604,ne.,неразборчивый,23
13177,umfrage,опрос,14
2111,lymphom,лимфома,91
996,zak,зак,97
7031,lir,лир,64
1572,krater,кратеры,46
13431,russland,россия,14
8464,rollstuhl,инвалидная коляска,55
9101,flanke,фланга,44
12372,dumm,тупой,23
6361,lemur,лемур,69
5105,spezialität,специальность,67
8259,versteinert,окаменелый,57
3835,gemma.,гемма,84
8106,premiere,премьера,18
1640,abdruck,перепечатать,64
12405,ahorn,клен,25
12674,hotel,отель,21
12055,jefferson.,джефферсон,27
4184,springer,спрингер,82
1484,jumpsuit,комбинезон,95
10715,streben,преследовать,31
2193,maxima,максима,91
5921,doris.,дорис,70
12697,aufgabe,задача,15
951,tuareg,туарег,97
2072,kelch,кубок,91
6652,kreide,мелочи,65
11583,monroe,монро,32
1423,tyrosin,тирозин,95
9351,bali,балийство,49
5048,vivat,виват,77
11596,rex.,рекс,32
2444,posten,сентиментальный,87
6689,verkleidung,маскировка,46
11249,dublin.,дублин,35
13180,columbia,колумбия,17
10926,monument,памятник,34
7409,bohemien,богемный,59
9509,vanessa,ванесса,48
10025,harlem,горема,44
7402,einleitend,вводящий,62
9053,dunst,мгла,49
9896,motto,девиз,42
4529,buroughs,буруши,80
11826,tschüss,до свидания,28
5024,esser,пожиратель,66
13340,skala,шкала,14
12042,punk,панк,27
5826,dominique,домика,72
9938,kippen,кантри,44
7339,kompass,компас,56
1416,pillen,таблетки,57
13004,verantwortlich,ответственный,11
13119,tausende,тысячи,14
12024,bla.,благ,28
5660,sarg,гроб,70
9617,fu,фу,47
11555,maxime,максим,30
3504,pagode,пагода,85
427,diktatorisch,диктаторский,99
5810,farn,папоротник,71
3209,stumm,немой,78
13626,mensch,человек,12
11112,greif,грифон,36
1598,denker,мыслители,86
7932,rube,побуждение,59
3501,einkerbung,выемка,55
11573,edison,эдисон,32
7243,chiropraktik,хиропрактика,63
6254,dienstmädchen,служанка,66
7092,toro.,торо,60
966,psychiater,психиатр,94
2172,kaninchen,кролики,35
11431,louisville,луисвилл,33
1869,nist,нич,93
13814,wille,воля,5
11038,sumpf,болота,36
9596,aluminium,алюминий,47
5702,branche,biz.,73
5825,herde,стадо,66
13447,pumpe,насос,14
12212,colin,блинчик,26
12353,sich paaren,приятель,24
5623,mittelmäßig,посредственный,71
3790,radfahrer,велосипедист,58
6211,rückschlag,обратный,70
7894,reibung,трение,58
13049,luna,луна,18
10774,verlängerung,расширение,21
9412,vatikan,ватикан,48
12049,kkk,кк.,28
8822,trilogie,трилогии,52
3590,antrieb,движущая сила,85
8983,akzeptor,акцептор,50
12979,sortieren,сортировать,15
10317,java,джава,41
9275,tr.,тр,45
7680,masturbation,мастурбация,56
13163,nuklearer,ядерный,17
7709,hydraulisch,гидравлический,54
14279,linien,линии,8
12591,die übung,упражнение,20
3118,rigs,бурки,54
13713,meer,море,12
4732,empfindlichkeit,чувствительность,38
4401,cheeseburger,чизбургер,80
12928,blut,кровь,19
12988,checkliste,контрольный список,19
5331,sackgasse,тупик,67
10958,reste,остатки,31
5540,droit,дробил,69
8729,devon,девон,53
7057,lancer,уважение,44
5617,sonnenblume,подсолнух,73
9364,über nacht,с ночевкой,49
12649,palästinensisch,палестинский,19
6638,kloster,монастырь,62
5197,diskret,дискретный,58
14465,verband,ассоциация,10
2989,nicht informiert,uninformed,79
2110,patten,патт,88
6428,verarbeitung,лечение,20
2613,ehrgeiz,амбиция,73
7765,schreien,кричать,39
2179,shahi.,шахи,91
3404,ausschlag,сыпь,84
10161,batman,бэтмен,43
4424,zentaur,посадка,75
13121,wind,ветер,12
4974,hauptplatine,системная плата,77
904,modus,модус,97
6327,flytrap.,мухоловка,69
9741,carlo,карло,46
13470,flagge,флаг,12
11700,mickey.,микки,31
3293,stammesmen,соплеменники,87
8491,mahatma.,махатма,55
9014,zündete,зажечь,50
8874,auftreten,вхождение,46
7183,gänseblümchen,ромашка,62
2781,beifall,аплодисменты,89
3282,polymerase,полимераза,87
12609,mir,мил,23
2040,zug-,трактика,92
7072,neu laden,перезагрузка,53
4071,melatonin,мелатонин,83
7341,reverend.,преподобный,62
9519,sharon,шарон,48
14145,anruf,вызов,8
9426,sachverstand,экспертиза,48
6671,paläolithikum,палеолита,67
3154,unberührt,незатронутый,88
9872,homosexualität,гомосексуальность,36
13974,vereinigt,объединенная,6
4061,ballons,надувные шары,40
3222,sizilianisch,сицилийский,84
2009,netter,приятнее,92
7335,alten,пожилые люди,62
41,biss,изготавливание,100
2579,lakai,лакея,88
13118,un,оон,17
13803,sei,быть,5
5412,ankara.,анкара,75
6335,dokumentation,документирование,12
2389,nachruf,некролог,83
7591,überfüllt,переполненный,18
3548,amöbe,amoeba.,86
6567,verleihen,одалживать,45
10954,umrissen,изложено,30
14169,aufzeichnen,записывать,7
10581,bobet,бобс,39
6140,spielraum,оформление,69
13116,lewis,льюис,17
3412,sperrholz,фанера,86
13646,charles,чарльз,12
2079,hämorrhoiden,геморрой,91
1968,fadel,фанд,93
13597,schuss,выстрелил,12
11866,besetzung,занятие,26
2493,albatros,альбатрос,90
8296,lahm,хромой,56
7076,rinde,лаять,58
13926,sogar,даже,7
4851,holstein,гольштейн,78
431,verkürzt,свернутые,84
5663,terminus.,термин,73
1091,schabbat,шабат,96
3390,unfreundlich,неразружечный,86
10746,substrate,подложки,35
6998,lutscher,леденец,63
4600,kilometerzähler,одометр,79
4198,phosphatase,фосфатаза,82
2988,zweifel,сомнения,84
11441,routen,маршруты,16
4139,nordwärts,на север,33
450,frager,азернер,100
11780,luxemburg,люксембург,30
7463,klatschen,клич,62
5293,demi.,деми,75
14,häfen,гавань,27
11073,pfeil,стрела,32
2753,ork,orc.,80
6510,kenianer,кенян,51
7606,moskito,москит,58
5503,amassen,заблаговременно,63
6318,gesäß,ягодицы,67
5991,ätna,этна,71
1061,whatnot,othnnot.,96
8265,landungen,посадки,11
12103,wandlung,преобразование,17
9814,fang,фангл,45
8494,zeiger,указатели,42
8420,magnum,магнум,55
579,guanako,гуанако,99
10299,syntax,синтаксис,41
869,artefakt,артефакт,60
4415,cartwright.,картрайт,81
716,eingehende,входящий,84
6396,prämisse,предпосылка,50
3839,farblos,бесцветный,84
11861,tiefe,глубина,28
2707,warteschlange,очередь,81
12168,jagen,гнаться,22
6675,bosch,босч,67
6127,überholung,капитальный ремонт,60
4894,taucher,дайвер,64
8252,woher,вовс,57
9199,sternchen,звездочка,48
957,plättchen,тромбоцит,91
11857,gerät,устройство,24
8295,saxophon,саксофон,56
10505,chip,чип,29
4565,quarl,катер,79
3342,patchantisch,пассажирование,87
2854,erkennen,различисть,75
11096,memphis,мемфис,36
7460,shooter,стрелок,54
2643,viskosität,вязкость,88
8370,zellular,сотовая связь,56
2887,traumatisch,травматизм,86
12775,kind,дитя,15
5704,electro.,электро,73
7063,loyalist,лоялист,56
9594,nerd,зануда,43
10567,unnötigerweise,ненужно,39
4275,spanier,испанец,67
8486,verpackt,закудал,38
3015,huntley.,хенлина,88
13696,individuell,индивидуальный,11
2492,verräter,предатель,75
13843,alle,все,6
2307,hoppla,ув,81
680,archäologe,археолог,88
11593,christentum,христианство,12
9427,gewachsen,выросший,48
5839,auszeit,время ожидания,59
10459,epos,эпический,40
12223,näher,ближе,26
307,scherz,cherie,100
7910,lambeau,ламба,59
12213,steeler,стилерс,26
5863,umstrukturierung,реструктуризация,60
4682,galant,галантный,78
6565,smiley,смайлик,67
4389,unwiderruflich.,безвозвратно,79
12788,fa,фальсификация,20
11745,baumwolle,хлопок,30
10573,demographie,демография,36
12373,aktualisieren,обновить,7
11046,historiker,историки,27
28,beugung,дифракция,100
2892,gepeitscht,взбиты,55
12536,puerto,пуэрто,23
4975,diagnose,диагностика,77
9069,borg,борг,51
5054,protestantismus,протестантизм,77
1315,in großbuchstaben.,верхний регистр,96
6380,spektral,спектральный,68
11126,hinterhältig,подлый,36
14069,gesetz,закон,8
9908,graben,траншея,39
5795,umwerben,вулки,70
10936,lettland,латвия,37
11722,hudson,гудсон,31
11233,duell,дуэль,33
7045,arithmetik,арифметика,63
994,slawen,славяне,89
1602,anglikanismus,англиканизм,41
3435,skinhead,скинхед,79
11352,dezimal,десятичная дробь,30
11505,anwendung,заявление,21
2813,nostradamus.,нострадамус,89
13836,eins,один,5
4844,carlin,карлин,78
5022,beigefügt,прилагается,71
4363,geehrt,почитаемый,14
13339,kong,уклон,15
12085,tsunami.,цунами,26
13214,irisch,ирландский,16
3591,gottesanbeterin,богомол,85
10640,vorsaison-,предсезонный,39
9396,zaun,изгородь,38
8641,profis,профессионалы,16
9115,missverständnis,недоразумение,43
3284,scharia,шариат,87
22,lippenstift,помада,100
2229,smog,смог,91
14504,läuft,пробеги,7
10252,ältere,старейшина,38
3767,kreuzfahrt,круиз,35
13690,geld,деньги,12
9050,lissabon,лиссабон,51
7509,hexerei,колдовство,62
11402,torlos,оздоровительно,34
13169,verleumderisch,деферация,17
3985,geein,гейн,83
8749,pasteur,пастер,51
14296,beendet,закончился,7
1238,hypothesen,гипотезы,80
8944,überwältigend,подавляющий,37
13398,tot,мертвых,14
6451,arisch,арий,65
3427,tressel,трески,86
1135,bolivar,боливар,96
6588,khruschev.,хрущев,67
6864,sich bemühen,стремиться,55
9664,malthusian,мальтузианский,47
11811,grenadier,гренадер,28
5894,odessa,одесса,72
3096,punta,пунда,88
2067,cay.,кай.,91
6801,kaukau,жевать,39
9978,highlights,основные моменты,21
3317,apotheke,аптека,84
8120,weicher ball,софтбол,58
7287,kontamination,загрязнение,46
2465,bräutigam,жених,76
277,limousine,седаны,49
6387,weltlich,светящийся,61
430,dayan,дян,100
283,nahansicht,крупный план,98
7363,außenfeld,outsfield.,15
4562,lupus.,лап,80
4584,jerez,херез,80
10494,anteil,пропорционально,35
12272,papst,папа,25
11227,z.b,например,35
11543,regenbogen,радуга,31
5425,großes horn,большой рог,75
4781,sibirien,сибирь,79
11763,luke,упрямый,30
14252,server,сервер,6
5456,dobson,добсон,74
13988,interesse,интерес,8
7935,winger,винер,45
7115,empfangshalle,лобби,49
4446,neu hinzufügen,readd.,80
9273,entwaldung,вырубка леса,49
7295,spokane,спокоенность,62
2033,gewohnt,привыкший,90
14057,ändern,изменять,5
11945,elfte,одиннадцатый,28
10967,mathematik,математика,35
12952,moment,момент,17
10211,krabbe,краб,42
2766,leibeigenschaft,serfddom.,89
12425,ariel.,ариэль,24
12587,guru,гуру,23
4338,ikeman,искусный,81
3041,quadrant,квадрант,77
12833,stahl,сталь,19
8700,merrimack,мерримак,54
8184,koto.,kero.,57
13867,wenn,если,5
6324,hellenisch,эллинс,38
2224,kaif.,кайф.,91
12844,maryland,мэриленд,20
2886,somers,сомеры,88
6886,asbest,асбест,65
11092,illustriert.,иллюстрирует,13
9640,thames.,темза,47
446,uncharakteristisch,нехарактерно,88
10579,fohlen,коренность,21
1104,stehend.,сдерживая,96
8557,kappe,конспект,55
10525,sehr klein,крошечный,40
13608,hantel,ума,12
5703,stoßen,удар,53
13021,teuflisch,зло,18
10677,hirsch,олень,39
12253,noah,ной,26
4471,ola,ола,80
9036,schlagmann,бэтсмен,52
7284,tanker,танкер,54
9020,linse,линз,52
1335,bilbo,бильбо,96
5401,kurbel,кривошипать,70
13575,bob,боб,13
229,dispersion,диспергирование,46
8575,diktatur,диктатура,51
10267,airways,дыхательные пути,40
2122,lanzette,ланцет,92
8190,nilpferd,бегемот,57
5834,gorman,горан,72
57,verhungern,изголодавшийся,84
3992,ginkgo,гинкго,83
8251,horizont,горизонт,57
9924,arabisch,арабский,44
2770,subvention,субсидия,76
5979,ehrgeizig,честолюбивый,70
5661,bogenschießen,стрельба из лука,73
8234,gelehnt,склонность,44
3398,hinterhof,задний двор,86
9983,geisel,заложник,35
1651,lordy,лорд,94
7452,milchig,молочный,62
10231,mart,марция,41
8924,rogen,икра,51
10137,gerald,джеральд,43
5034,excretory.,экскретор,77
12149,galerie,галерея,25
13408,letztlich,в конце концов,13
188,rox,рокс,100
10118,huh,хм,43
11277,harper,призрак,33
1199,eintopf,тушить,88
7023,teppich,ковер,62
92,zerfall,дезинтеграция,76
5901,unbeabsichtigt,непреднамеренный,63
3784,regression.,регрессия,80
14267,gebäude,здание,10
1473,nutzbar machen,обуздать,87
6455,staphylococcus,стафилококк,68
1328,apathie,апати,96
11204,appellieren,обращаться,26
1708,begehrt,замученный,91
13296,nebraska,небраска,16
2876,hoya,хоя,88
12367,wahnsinn,безумие,20
7865,metapher,метафора,54
2802,nasal-,назал,88
13065,im laufe der zeit,со временем,18
11590,poesie,поэзия,32
13383,implementieren,воплощать в жизнь,13
11337,scheisse,дерьмо,34
3239,pulsar,пульсар,87
10689,festland,материковая часть,38
9891,feiertage,каникулы,26
10151,rezession,рецессия,39
2456,gekocht,приготовленный,24
6205,dole.,долей,68
10309,begleitet,в сопровождении,18
10282,derbyshire.,дербишир,42
6691,gepflegt,даровал,62
6080,tante,тетя,69
10119,übermensch,супермен,43
8636,vielfraß,росомаха,32
13160,global,глобальный,16
14349,bereitgestellt,предоставил,6
3378,pleite,обанкротиться,84
14429,preis,по цене,18
11025,schwanz,хвостик,28
6823,donna,донна,64
3168,rekursiv,рекурсивный,80
13852,manche,некоторый,6
2016,besetzt,укомплектованный,85
149,dringlichkeit,острая необходимость,100
13995,groß,большой,7
9454,kühler,кулер,48
3519,claudius,клавдий,86
10942,delikatessen,гастроном,37
12622,oda,ода,22
11550,reproduktion,воспроизведение,27
12395,staub,пыль,24
5872,chaotisch,хаотичный,71
11559,clarke,кларк,15
12148,wusste,знал,27
12944,hilft,помогает,6
8282,poseidon,посейдон,57
5184,futterform,fabiform,76
9200,vergnügen,удовольствие,49
6480,kardisch,сердечный,68
11242,legen,класть,31
10083,stroh,солома,42
4566,schreiten,шайд,74
10290,bürgerlich,civic,41
11212,anatomie,анатомия,35
14171,april,апрель,5
12581,terrorist,террорист,19
8628,slogan,лозунг,44
11386,satori.,саторизм,34
9677,rhodes,родос,47
8208,käfer,жук,55
11777,lizenzierung,лицензирование,10
9651,hinrichtung,исполнение,18
10934,beatles,битлз,37
1146,aikido.,айкидо,96
8909,babylon,вавилон,52
5980,vila,вила,71
11879,rs.,воспитывать,29
5996,aster,астер,71
10159,trainer,тренер,37
6055,karren,барровый,70
227,kosmetologie,косметология,100
13255,schreibtisch,стол письменный,16
14113,finden,находить,7
6221,wesleyan.,уэслиан,70
411,cyanurisch,цианурический,99
1360,pele,пелена,96
8937,mammut-,мамонт,51
6049,utrecht.,утрехт,71
10288,sidney,сидни,41
2199,kanji,канджи,91
9565,betty.,бетти,47
12188,grat,хребет,26
11087,zensiert,цензура,26
8039,sonnig,солнечно,41
5589,brühe,пивоварение,41
12129,angenommen,усыновленный,20
14434,erfordert,требует,6
6507,spionage,шпионаж,68
11970,bringend,приносят,6
5592,dolores,долорес,69
11658,rest,остаток,31
8693,verbrannt,сгоревший,54
4621,ficker,подонок,79
2470,pathologie,патология,79
5845,mv.,м.в.,72
5361,amtsenthebungsverfahren,импичмент,62
2244,tarsus,тарсус,91
9378,fegefeuer,чистилище,49
12378,ehren,честь,19
2007,phosphorisch,фосфорический,87
9417,reaves,реагировать,48
6117,koloss,колосса,70
6417,pfandrecht,лиен,68
13225,ist hingefallen,упал,16
4825,fata morgana,мираж,78
4592,weh,болит,34
12323,futter,патрон,25
7475,azurblau,лазурный,62
11584,churchill,черчилль,32
10417,susan,сьюзен,40
10148,schimpanse,шимпанзе,42
12121,rätsel,загадка,27
1761,ginny,джинни,94
1679,bergauf,в гору,94
14209,alt,старый,10
9464,kriegszeit,военное время,48
7625,nuggets.,наггетс,54
7501,realismus,реализм,62
12846,ausrüstung,оборудование,15
1259,montieren.,сборка,19
7838,gewohnheit,привычка,46
6495,lineale,правители,50
2364,vervierfachen,четырехместный,86
9401,twain,тренировка,49
11984,zucker,сахар,28
2929,dopamin,дофамин,88
13621,etc,так далее,12
6478,pyr,пир,68
4721,mittelsaison.,средний сезон,79
3063,saphir,сапфир,88
6709,mittelfeld,мидфилд,53
9751,anklage,обвинительное заключение,40
13936,unser,наш,5
703,taschenlampe,фонарик,93
4639,prickeln,колючка,79
947,kumulus,кумулюс,97
14274,ging,шел,10
9211,atemwege,респираторность,50
3278,kuan,куань,87
352,ragtime,рагнуть,100
6206,überschütten,омрачил,65
4283,skorpions,скорпионы,45
5030,tra.,трасса,77
1935,antioxidans,антиоксидант,91
5475,neu nummeriert,перенумеровал,59
112,tron,трон,100
469,gesteckt,краснул,51
7654,gegraben,вытаскивать,61
1287,unentschieden,нерешительно,94
5240,dialup.,набрать номер,76
7397,tara,тара,62
2786,kush,подувана,87
8002,riga,рига,59
10152,tasche,карман,38
11162,kokain,кокаин,36
10995,dehydrogenase,дегидрогеназа,37
10164,omaha,омаха,42
9995,purpurrot,малиновый цвет,44
789,haggis,хаггис,98
12092,inaktiviert,инактивированный,26
13889,durch,через,8
503,getauft,крестик,90
10611,diesel-,дизель,38
11183,viktorianisch,викторианский,35
10654,rap,рэп,34
342,inkblot,чернильница,100
13496,kapitän,капитан,13
2964,meme,мемлес,87
6889,romero,ромеро,65
12355,luftfahrt,авиация,24
3948,sarkastisch,саркастический,79
45,schrift,писание,80
12225,anschließend,впоследствии,18
13798,ist,является,5
592,solitär,пасьянс,99
9490,eng,узко,48
7831,schnabeltier,утконос,60
4166,jousting,жопинг,82
14332,erreicht,достиг,9
11652,verwechselt,ошибочно,31
12773,kentucky,кентукки,21
1736,brahma,брахма,94
1971,bantu,банту,93
11682,tanne,ель,31
10060,aaa,ааа,43
13240,missouri,миссури,16
155,schubkarre,тачка,100
8031,cutler,катлер,58
4531,fulham,фулхэм,80
12189,parker,парнер,26
3505,rohan,рохан,86
1051,boldin,бордный,97
2108,mitzvah.,мицва,92
13283,sydney.,сидней,16
12007,spalte,уполномоченный,28
11946,ausgedrückt,выраженный,15
10007,hogan,хоган,44
8076,tarif,плата за проезд,45
11939,wayward,своенравный,29
12860,gitarre,гитара,20
12257,vermuten,подозревать,16
4847,gleichnis,сравнить,78
9867,wegweiser,указатель,45
9786,terminologie,терминология,45
7392,metzger,мясник,57
3725,hgg,хг,85
7048,stamm,ствол,57
13819,war,были,6
9524,voodoo,вуду,47
12260,panda,панда,25
9599,boom,бум,44
706,flosig,на плаву,98
4833,parramatta,парраматта,78
13451,film,фильм,12
10862,taltender,вратарь,29
8280,blockade,блокада,53
12612,steven,стерена,23
9217,prähistorisch,доисторический,50
12446,durchgeführt,проведенный,16
1210,pentagramm,пентаграмма,96
6773,chromatographie,хроматография,66
5600,damit nicht,оказаться,59
11762,kapuze,капот,28
4362,beichten,признаваться,43
11273,seriell.,сериал,32
3486,angereichert,обогащенный,68
7408,antisemitismus,антисемитизм,57
13990,pc,пк,36
1609,ungleichheit,несоответствие,28
12614,calgary,калгари,23
118,unternehmerschaft,предпринимательство,100
10026,weber,вейбер,44
5676,thermodynamik,термодинамика,69
2878,bogan,беган,88
6788,fender,навес,62
2090,frankfurt.,франкфорт,92
9890,heilig,священный,44
800,druide,друид,88
10616,silva,сильва,39
462,kontrastiert,контрастировать,33
4725,krach,кр,73
13875,ihnen,их,6
2117,katalytisch,каталитики,91
965,soir.,повсегда,97
8187,malawi,малави,57
6865,widerwillig,вынужденный,60
4848,bordeaux.,бордо,78
14151,süd,юг,8
13788,analyse,анализ,11
9277,genesis,генезис,49
8340,olympia.,олимпия,56
2631,flaschen nase,боттенозы,89
1477,schulleiter,старший мастер,93
11735,ta.,та,30
961,berber,берберский,91
7779,blähung,метеоризм,60
13634,nicht registriert,незаметно,12
4128,abschlussball,выпускной вечер,81
13645,wettbewerb,конкуренция,11
1711,bafta.,баффи,94
7467,transparenz,прозрачность,45
9436,kopenhagen,копенгаген,48
9849,würzen,специя,44
4806,ausgestopft,фаршированный,68
9083,wolkenkratzer,небоскреб,48
13832,hatte,имел,7
8721,spirituell,духовный,46
770,vorsorglich,предосторожность,98
12582,duf,дурак,23
5411,lauderdale,лаудердейл,75
1304,holzbearbeitung,деревообрабатывание,86
11119,fische,фигурировать,36
6306,vernichtung,уничтожение,61
6851,yogi,йог,65
1548,kurzwelle,коротководящий,95
10100,oral,оральный,40
12293,saudi,саудовство,25
12792,lp.,вспомогательный,21
1856,gunpoint,пистолетное точка,94
7620,einstimmig,единодушный,46
13415,matthew,мэтью,14
5434,wehr,воен,75
10236,ko.,коататор,40
1956,schnäppchen,торговаться,58
8063,manor,усадьба,58
613,geprüft,изуродован,94
9916,bestimmungen,положения,38
13624,außen,за пределами,12
9879,krim,крымс,45
1385,trichlorethan.,трихлорэтан,96
7816,überprüften,перепроверять,59
11698,abgebrochen,отменил,23
7346,helium,гелий,62
4843,groll,недовольство,74
10279,plaza,плава,41
14398,datum,дата,6
9111,nützlichkeit,полезность,31
14285,typ,тип,7
2547,grüner salat,латук,90
4022,register,реестры,6
6024,pyruvat,пируват,70
5531,bai.,бай,74
4369,unhöflichkeit,кассивация,66
7267,limerick,лимерик,62
288,mikroskopie,микроскопия,100
13877,mai,может,5
5157,lippen,губы,57
2374,cupcake,кекс,90
9752,gesungen,пенс,46
3875,anomalie,аномалия,70
14148,vorgeschlagen,предложенный,9
728,dugong,дугонг,97
13933,dasselbe,такой же,8
1112,ausbilder,инструкторы,65
1019,flugstreifen,воздушная полоса,92
1474,bilby,билби,95
13856,nur,только,6
727,liturgisch,литургический,96
3395,kimbo.,кимбо,86
8757,mozart,моцарт,53
3991,relata,релата,83
3448,mops,мопс,81
7360,flok,волай,62
1961,askari.,аскари.,93
425,supermarine,супермарин,100
7544,quo.,кво,62
14340,abgelehnt,отклоненный,13
11627,warten,ожидающий,14
10479,äthiopisch,эфиопский,39
612,mendelssohn,мендельсон,99
6192,gelöscht,стирание,30
6866,lange zeit,много времени,65
14505,adresse,адрес,5
2022,platzhalter,заполнитель,92
3050,distel,чертополох,81
11546,donner,гром,31
2099,korrie.,корри,92
11213,astral,астрал,35
12360,schnee,снег,25
3665,ligase,лигаза,75
13446,region,область  край,11
8957,pollinator,опылище,45
2952,impressum,отпечаток,68
12197,schläger,летучая мышь,9
63,trickerei,хитрость,100
12854,belgien,бельгия,20
13001,massaker,бойня,18
541,sinhalesisch,сингальский,99
7956,bukarest,бухарест,59
5057,osiris,осирис,77
10651,optionen,опции,7
4251,steinbrech,saxifrage.,82
13738,jammer,джим,12
6747,denunziert,осуждение,55
13518,unterseite,нижний,13
8659,übrigens,кстати,52
13883,systeme,система,8
4429,dorn,терновый,76
6176,sirup,сироп,70
4451,mangrove,мангровая,80
10225,fossil,ископаемое,27
3210,riesig,гигантский,76
5516,erdnüsse,арахис,40
12416,chile,чили,24
13138,trete,пинать,12
8703,entdecken,обнаружить,9
10223,giles.,гильс,42
13917,präsident,президент,10
8329,beleidigt,обиженный,25
6251,zyanid,цианид,69
4107,slugger,сережка,78
14101,land,страна,8
12642,unterhaltung,развлечение,19
505,sprengen,спринг,99
10871,schrecklich,ужасный,33
1877,aufwachen.,пробуждение,27
9600,schimpfen,разглагольствовать,39
2121,entweihung,осквернение,87
6649,connie,конни,59
9770,vietnamesisch,вьетнамский,46
10156,mischung,минь,41
10122,tritt ein,имеет место,11
317,mit connex.,конюмин,100
7906,ratiocinat.,ратиоцитация,59
11522,riley,райли,32
5938,veronicas,вероника,58
14156,international,международный,9
