ID,DEUTSCH,PORTUGAIS,INTERVAL
13235,verwendungszweck,uso,20
3660,normalisierung,normalização,17
7139,augustinus,agostinho,63
689,verschrieben,prescrito,91
7404,handgelenk,pulso,62
11236,unfair,injustamente,38
2854,erkennen,discernir,78
13570,schwer,pesado,16
3152,ärmzig,mais pobre,89
10748,kabellos,sem fio,42
8860,abtei,mosteiro,57
12063,schriftsteller,escritor,23
1827,kugelsichere,a prova de balas,95
2228,kneifen,cerceta,93
8321,zystiker,cístico,61
2022,platzhalter,placeholder.,94
2337,schmuck,jóias,93
4375,panorama-,panorâmico,83
10674,ersatzteil,poupar,40
11630,kohl,cole,34
8339,verfolgung,perseguição,55
3636,bewässerung,irrigação,85
11635,unklar,não é claro,36
12658,spaß,diversão,26
10509,singen,cantando,32
2515,kosaken,cossaco.,83
13132,alles,tudo,21
8296,lahm,muito ruim,60
2220,plagen.,pragas,41
11971,lkw,caminhão,29
13711,inseln,ilhas.,11
10387,flugzeuge,aviadores,45
2489,zwitter,hermafrodita,91
6391,freund,namorado,71
7499,desktop,área de trabalho,65
11199,ausweichen,desviar,38
8417,außer acht lassen,desprezo,52
3212,hintergrund,papel de parede,86
13555,doppelt,duplo,14
12249,kap,capa,30
9603,ernährung,nutrição,49
5173,freizeit,lazer,77
2303,ablenkung,deflexão,64
13221,direkt,diretamente,20
10316,zwischenspeicher,cache,41
1616,sanduhr,ampulheta,95
13931,zustand,estado,7
8049,aufbringen,reunir,28
12344,am schnellsten,o mais rápido,29
9584,langwierig,demorada,51
11278,pr.,príncipe,38
10378,hexe,bruxa,43
10119,übermensch,super homen,47
7846,zweijährlich,bienal,62
4728,zehen,dedos do pé,53
14381,wertpapiere,valores mobiliários,14
3076,luzid,lúcido,88
13853,wann,quando,6
14402,erfordern,exigir,7
9269,lampe,luminária,52
1059,vollsprecher,executor,32
10375,flugplatz,aeródromo,37
8761,silizium,silício,55
2111,lymphom,linfoma.,93
10987,starter,iniciantes,28
3617,rodel,luge.,87
11250,fesseln,títulos,24
13976,ohne,sem,6
250,programmierer,programadores.,34
5489,zuschlagen,atacar,69
13399,heiß,quente,18
10959,feedback,comentários,41
10679,lawine,avalanche,43
5639,floppy,mole,76
2298,hydrochlorid,cloridrato,93
6164,wasserfall,cachoeira,71
1933,rumtreiber,marauder.,83
5925,regnerisch,chuvoso,75
5153,bedrohung,ameaça,72
8607,zerkleinern,crush,40
12632,oberfläche,superfície,25
5105,spezialität,especialidade,71
4850,krapfen,rosquinha,78
14466,gesucht,desejado,6
12211,geil,randy.,31
6696,nicht unterstützt,sem suporte,69
10392,flamme,chama,23
12913,reihe,fila,22
3581,wochentage,dias úteis,68
531,zaunkönig,carriça,97
66,pinpoint,identificar,95
11347,spitzname,apelido,31
625,gesetzgeber,legisladores,95
10555,preußisch,prussiano,43
1921,schleim,muco,94
13193,handbuch,manual,19
2613,ehrgeiz,ambição,76
6820,halb-monatlich,semi-mensal,70
9025,beissen,morder,40
561,spargel,espargos,99
9442,umstritten,contencioso,52
3698,nach unten,para baixo,50
8652,muhen,moo.,58
9204,göttlich,divino,51
11230,budget,orçamento,38
10449,georgisch,georgiano,43
7051,anfällig,propenso,68
12921,gebrochen,quebrado,23
13637,gericht,tribunal,14
1654,hodensack,escroto,95
6286,jod,iodo,73
6539,vereinigung,unificação,71
1141,figur,figo,97
5918,ohne titel,sem título,75
2657,schwankend,vacilou,80
11543,regenbogen,arco-íris,36
7035,abtropfen,abt.,68
5382,bezeichnen,denotar,33
8061,aß,comi,62
3228,fahrlässigkeit,negligência,70
6955,dieb,ladrao,69
14274,ging,foi,12
3592,kopfkissen,travesseiro,82
5213,billiger,mais barato,79
14215,wirkung,efeito,12
4718,feuchtigkeit,umidade,81
8526,im ausland,no exterior,59
13002,franchise,franquia,21
7409,bohemien,boêmio,62
12474,vertrag,tratado,22
5716,enkel,neto,74
166,umgehungsstraße,beltway.,100
5445,galaktisch,galáctico,78
5052,abwertend,pejorativo,78
12676,gerichtsverhandlung,tentativas,23
11094,ostern,páscoa,40
13633,gegenstand,importam,14
13924,gegen,contra,9
1756,klassenkameraden,colegas de classe,86
14101,land,país,10
14396,ansprüche,reivindicações,10
12027,dampf,vapor,32
8164,tümmler,porpoise,62
13188,kinder,crianças,20
2467,pilgerfahrt,peregrinação,91
5311,luftkissenfahrzeug,hovercraft.,79
11451,zwilling,gêmeo,25
9874,realisieren,entender,39
299,gebündelt,empacotado,79
4318,psychiatrisch,psiquiátrico,84
12939,wahrheit,verdade,22
14066,hinzugefügt,adicionado,6
7503,lilie,lírio,64
14067,haus,casa,12
13768,selbst,em si,13
8436,fähigkeiten,habilidades,26
6625,kojote,coiote,56
3466,aussteller,emissor,87
12569,jets,jatos,23
2781,beifall,aplausos,91
9186,suppe,sopa,54
3762,hacken,picar,65
11298,tolle,incrível,36
1147,stirb langsam,duro de matar,97
12467,minimum,mínimo,28
12346,durcheinander,bagunça,23
4138,allmächtig,todo-poderoso,84
12220,niedergeschlagen,assentou,25
8365,verfall,decair,56
7951,vorletzte,penúltimo,62
6072,erobert,conquistado,48
3539,typhus-,tifóide,88
10793,vorbereitend,preparatório,42
5545,schaufel,scooper,77
7292,schillern,chil.,67
8674,mönch,monge,43
9965,glücklicherweise,felizmente,34
420,keilschrift,cuneiforme,100
9060,kratzen,coçar  arranhão,43
5809,medaillengewinner,medalhista,61
1769,umklassifiziert,reclassificado,89
1604,listig,sly.,95
725,textilien,têxteis.,66
13507,verfolgen,vestígio,16
12995,allee,avenida,22
2632,nervös.,neural,91
9716,schneesturm,nevasca,50
6140,spielraum,liberação,73
7485,tiefer,deeper,65
6157,blutbad,carnificina,74
8882,getriebe,caixa de velocidade,56
929,hebelkraft,aproveitar,88
603,protozoen,protozoários,99
8722,cowboy,vaqueiro,27
8328,kubik,cúbico,60
13485,abstimmung,voto,12
6776,morge,morrow.,70
10862,taltender,goleiro.,34
5940,anrichten,causar,68
14214,bedürfnisse,precisa,6
7286,überzeugung,convicção,36
12969,verzögern,atraso,8
6061,verlängert,prolongado,67
8064,fakultät,faculdade,61
8366,manöver,manobra,46
5231,leichtsinnig,irresponsável,78
3428,eis am stiel,popsice.,88
7736,resonanz,ressonância,60
2125,banshee,alma penada,88
386,trias,triássico,100
11232,gewalttätig,violento,37
1415,heldin,heroína,50
11242,legen,deitar,35
5896,waterfront,beira-mar,75
12427,gewählt,escolhido,29
9798,ranger,guarda-florestal,21
10808,wuchs,cresceu,42
1897,enttäuschen.,surgido,94
6767,augenzeuge,testemunha ocular,62
10710,dutzend,dúzia,32
13472,höher,mais alto,17
3587,zweisprachig,bilíngüe.,87
5905,kartbo,cartman.,75
12889,herz,coração,19
2040,zug-,trativo,94
3065,kabbala,cabalá.,89
10397,ave.,avenida.,45
918,skizzenhaft,esboçado,98
3690,entmutigend,assustador,87
504,architekturen,arquiteturas,19
6328,kongressabgeordnete,congressista,73
8414,unglaublich,incrivelmente,43
9775,zertifiziert,certificado,48
9844,torwart,goleiro,48
7218,faust,punho,58
8265,landungen,landings.,13
12455,techniker,engenheiro,8
3848,jurisdiktionen,jurisdições,54
5357,arkadien,arcadia.,78
348,abgewandt,desvalor,97
6601,melodien,tunes.,41
12431,dabei,serve,13
3386,ungläubig,descrença,88
14009,leistung,desempenho,12
13560,wissenschaft,ciência,15
4671,unbequem,desconfortável,81
6496,glorreich,glorioso,72
6095,kruste,crosta,74
11221,gründer,fundador,36
8154,gestell,prateleira,47
4639,prickeln,formigamento,82
1228,feuchtest,wettest.,97
877,schwer fassbar,enganoso,97
5849,zwischenstock,mezanino,74
7358,samt,veludo,65
8477,lecker,delicioso,59
12767,dekade,década,21
9527,trennung,separação,16
2455,ästhetik,estética,53
11542,marokko,marrocos,37
3379,verringern,diminuir,54
13253,bedenken,preocupações,11
11258,schwein,porco,33
1480,zweipartisaner,bipartidário,96
1445,majestätisch,majestoso,94
8200,lite.,leve,61
13575,bob,prumo,15
5525,rückzug,recuando,37
14497,lesen,ler,6
2553,polynesien,polinésia,92
4805,verurteilen,condenar,38
5414,auftrieb,flutuabilidade,78
13121,wind,vento,14
8710,mut,coragem,54
11616,rassismus,racismo,36
1563,ozeanisch,oceanian,96
8356,beanspruchung,tensão,50
13617,tisch,tabela,14
5331,sackgasse,impasse,71
13710,deshalb,portanto,14
7216,pelzig,peludo,67
7046,wunderland,país das maravilhas,68
4360,schnappend,estalando,38
2291,strontium,estrôncio,93
6937,lehrbuch,livro didático,56
729,kuscheln,cussing.,95
845,glut,excesso,97
2163,unrealistisch,irrealista,92
13910,seit,desde,8
8482,korn,grão,54
8009,nackt?,nua,38
7296,balkan,balcãs,57
7424,weisheit,sabedoria,65
13553,deutlich,negrito,16
9681,venedig,veneza,51
6536,wortspiel,trocadilho,67
8123,axt,machado,56
1991,midast,oriente médio,94
5538,himmlisch,celestial,77
2584,umarmung,abraço,64
13528,adam,adão,13
5377,westlich,de oeste,66
8898,tasten,botons.,7
255,palladium,paládio,100
14503,verteilung,distribuição,23
2319,schwanken,balançar,83
7183,gänseblümchen,margarida,66
3533,schmalz,banha,88
10651,optionen,opções,7
10863,wurzel,raiz,33
13545,aussage,declaração,12
6318,gesäß,nádegas,71
13217,weder,nem,20
14336,standards,padrões,12
11435,aufgaben,obrigações,22
6917,vingelt,vin.,69
7570,papa,papá.,64
600,nachthemd,neturnshirt.,99
4835,steinbock,capricórnio,81
11089,onkel,tio,40
11055,porträt,retrato,38
12429,verwaist,órfão,27
13872,weil,porque,8
12839,frühling,mola,21
5973,materieren,mater,75
5835,seestern,estrela do mar,76
67,lazier,preguiçoso,100
7615,einlächeln,sorri,33
2461,zu einem,toa.,92
4031,kekse,biscoitos,27
1731,sinus,seno,90
3910,straßenrand,na estrada,86
13932,trotzdem,ainda,8
13204,9.,9º,20
6930,brei,mush.,67
6288,neugier,curiosidade,72
6648,grenze,borderline,70
8603,nordisch,nórdico,59
11166,eingereicht,submetido,27
9501,bande,gangues,26
10598,kamerun,camarões,44
5679,senf,mostarda,76
7676,zahllos,inúmeros,64
4492,unerträglich,errático,72
9980,wiederaufbau,reconstrução,43
12221,könnte nicht,não poderia,31
482,epitaph,epitáfio,99
11145,meerjungfrau,sereia,39
1567,kilometerstand,quilometragem,96
5405,replik,réplica,70
7766,tyrannisieren,assédio moral,48
13271,relais,retransmissão,19
4045,unzufriedenheit,descontentamento,81
7569,spende,doação,36
11110,backup,cópia de segurança,38
1033,trotzig,desafiadoramente,98
14133,leben,vida,12
664,zweifelhaft,iffy.,99
5920,überarbeiten,rever,18
14257,netzwerke,redes,9
1727,schriftlich,penned,44
13803,sei,ser,5
1599,härten,endurecer,76
2566,brillant,brilhantemente,92
9323,tödlich,fatal,29
5156,undercover.,disfarçado,79
149,dringlichkeit,urgência,100
5083,käsekuchen,bolo de queijo,79
4896,auftragnehmer,empreiteiros,65
7254,schichten,camadas,40
9455,three,lança,23
9161,pennen,kip.,55
8456,niedlich,bonitinho,55
316,erkundung,enlatamento,100
6488,verzogen,deformado,62
9969,verschoben,deslocado,20
10255,dichte,densidade,46
3942,ausgenutzt,explorado,46
14506,autos,carros,11
667,hörbar,audível,95
10833,emirate,emirados.,40
2346,kontur,contorno,88
6009,gutes jahr,bom ano,75
12877,oberer  höher,superior,24
7912,sankder,leander.,62
4846,pharmazeutisch,farmacêutico,71
5706,seufzen,suspirar,73
13590,mangelnd,em falta,12
1707,feuerball,bola fogo,93
12534,angesehen,considerada,6
7463,klatschen,clê.,65
3845,presseraum,sala de imprensa,87
14365,männer,homens,11
6263,kanarienvogel,canário,72
5008,elend,miséria,80
12229,ungerechtfertigt,injustificado,30
3348,webstuhl,tear,68
7426,belohnen,recompensa,49
1986,nicht explodiert,não explodido,94
13518,unterseite,inferior,16
4000,supermacht,superpotência,76
7539,taft,saltaft.,65
5438,tonkin,tonca,78
11947,oper,ópera,27
12916,geschlagen,chocado,23
8433,unangebracht,desinantemente,60
2605,glimmer,mica,91
3084,kranz,guirlanda,80
8911,admiral,almirante,40
7469,messe,expo.,47
9502,kolumbianisch,colombiano,52
2153,unkontrolliert,descontrolado,83
4636,stockente,mallard.,81
5276,achtung,olhe,78
5635,blindenschrift,braille.,77
6749,masuse,meuse.,70
12782,in der reihe,na linha,25
9675,schlank,fino,50
11418,spiegel,espelho,35
2741,vereinfacht,simplista,89
6417,pfandrecht,penhor,72
3263,besitzt,possui,23
6555,gehirnerschütterung,concussão,69
12679,voreingenommen,enviesado,25
8284,neu eingesetzte,reimplantado,55
2006,tischler,carpinteiros,51
1510,gangart,maneira de andar,95
6766,pilger,peregrinos,62
12113,dame,senhora,24
11508,familien,famílias,13
11739,umfang,alcance,33
12758,riese,gigante,16
11484,geschwebt,varrido,37
8978,kork,cortiça,55
292,unbestreitbar,inegavelmente,81
6534,couch,sofá,68
7302,schrägstrich,golpear,51
2894,scheußlich,atroz,90
14075,zugang,acesso,10
104,unstet,não reconhecido,100
9356,mythos,mito,48
12874,ringen,luta livre,23
13338,in mm,milímetros,18
1283,ertreiben,monótono,96
12752,letztere,último,25
9237,teer,alcatrão,53
13971,rate,avaliar,8
7329,beschränkt,confinado,54
1430,unentgeltlich,gratuito,49
7931,kokosnuss,coco,62
1724,schließungen,fechamentos,51
716,eingehende,inbound.,87
2048,unterüberschrift,subposição,73
10311,unsalvage,insalvazemente,46
7272,weinen,choro,37
1333,nimmermehr,nunca mais,97
12067,säulen,pilares.,31
9108,eidechse,lagarto,55
269,aufrecht,ereto,52
10567,unnötigerweise,desnecessariamente,44
9935,gegenseitig,mútuo,44
11263,deckel,boné,27
12369,apfel,maçã,28
12257,vermuten,suspeito,19
694,tückisch,traiçoeiro,97
9499,kacke,cocô,50
13641,acht,oito,15
7576,cafe,cafeteria,63
13579,korea,coréia,15
9292,qualifiziert,pct.,54
11023,hervorhebung,ênfase,40
8109,schließfach,armário,62
2899,entwaffnet,desarmado,62
10524,würfel,cubo,41
5873,in maßen,moderadamente,30
3087,feurig,fogosa,89
6714,schließung,desligamento,29
10309,begleitet,acompanhado,22
6426,uneinzweilig,unseeded,73
2197,sonnenlicht,luz solar,93
7938,integrieren.,incorporação,25
13842,jahr,ano,7
14219,ost,leste,11
10235,kilometer,quilômetros,43
1080,konfigurationen,configurações.,51
209,lithosphäre,litosfera.,100
9723,biber,castor,43
1810,langjährig,de longa data,95
4615,unwichtig,sem importância,82
5300,linke,esquerdista,73
8556,justiz,judiciário,59
257,kohäsiv,coeso,60
7642,auftakt,prelúdio,62
13095,freiheit,liberdade,21
4341,äsop,esopo,84
2960,konzession,concessão,68
6134,auftürrisch,sie.,74
4152,vorposten,posto avançado,72
3230,kleider,peças de vestuário,65
5586,naiv,ingênuo,74
5919,gottheit,divindade,65
10640,vorsaison-,pré-temporada,43
55,eizellen,óvulos,100
3463,ovation,ovação,85
13526,dienstleistungen,serviços,9
1894,hind,traseiro,80
14084,bewegen,mover,9
13547,formel,fórmula,16
3774,legionen,legiões.,43
12420,jemand,alguém,29
1871,fließend,fluente,94
13627,richtig,apropriado,15
1554,goss.,gostar,96
1857,bekleidung,vestuário,95
5203,worin,em que,79
14310,etwas,algo,9
9345,hausaufgaben,trabalho de casa,53
4939,kanonisch,canônico,41
10495,atmosphäre,atmosfera,36
347,postbote,carteiro,100
11235,schüttelnd,shutout,26
2214,bratz,britt.,93
7743,skizzieren,esboço,57
216,hausgemacht,caseiro,100
13442,unbegrenzt,indefinidamente,16
6067,windig,ventoso,74
13083,zeichnen,desenhar,18
484,elternschaft,paternidade,99
5229,kaspian,cáspio,79
7427,ruine,ruína,39
6459,rost,ferrugem,68
9652,vorausgesehen,antecipado,42
8530,titan,titânio,59
9309,einreiben,esfregar,54
1191,inhalation,inalação,76
13189,chemisch,químico,19
8070,endlos,sem fim,62
13630,teilnehmen,participar,11
1356,glenholz,glenwood,97
14186,genommen,levado,9
3510,abschleppen,rebocar,57
10922,neufundland,terra nova,41
7482,abrüstung,desarmamento,65
2185,untergetaucht,submerso,90
5446,diskrepanz,discrepância,62
11504,neunzehnten,décimo nono,37
2149,tobellos,goalless.,94
7857,lose,frouxamente,34
14436,mehrere,múltiplo,7
8840,interpunktion,pontuação,53
10302,herrlichkeit,glória,46
12007,spalte,col.,32
4815,kleiderschrank,guarda roupa,80
11209,ski,esqui,31
3863,klares wasser,água limpa,86
0,inzwale,intita,8
7308,schweinefleisch,carne de porco,66
1351,fanatismus,intolerância,97
9685,schwierigkeiten,me esforçando,25
9105,teddy.,urso de pelúcia,55
6291,unterdrücken,suprimir,43
6351,kaution,fiança,64
9708,abstieg,descida,50
10280,philippinisch,filipino.,45
13177,umfrage,enquete,17
9318,zirka,cerca de,54
3437,entgasen,degas.,88
13787,tod,morte,11
11970,bringend,trazendo,6
6502,overhead.,a sobrecarga,72
11470,kursivschrift,itálico,34
12481,glas,vidro,26
13843,alle,todos,7
5580,weste,colete,61
13650,gesetzlich,jurídico,10
4946,wiederholt.,reiterado,61
12642,unterhaltung,entretenimento,23
11312,versteckt,escondido,38
453,eingrenzen,engramo,100
5728,amphitheater,anfiteatro,76
8539,petition,petição,45
1802,torte,torta alemã,75
9771,ballaststoff,fibra,49
2203,gemahlin,consorte,90
4468,mäge,mee.,83
916,galgen,forca,97
6296,lebensstil,estilo de vida,67
12918,ziel,alvo,17
7777,azoren,açores,63
4475,narbengesicht,scarface.,83
266,nachsichtig,leniente,97
3045,einbruch der dunkelheit,anoitecer,90
13834,hoch,acima,7
4064,rowdytum,hooliganismo,66
9983,geisel,refém,39
7153,scheiden lassen,divórcio,62
10347,ganzzahlen,inteiros,37
5355,phane,fana,78
12245,prinzessin,princesa,30
5696,grundstück,groundout,77
9570,landwirte,agricultores,43
6306,vernichtung,exterminação,64
11527,maut,pedágio,36
12563,fest,justa,27
8351,auf der seite.,ao lado,61
8176,komma,vírgula,53
13465,hand,mão,13
7013,pudding,pudim,64
9122,efeu,hera,54
3543,halskrause,ruff.,84
6603,äther,éter,66
11895,ausbruch,surto,32
774,fov,fv.,99
11491,eingang,entrada,36
2824,wollig,lanoso,90
12869,flotte,fl.,24
1798,verführung,sedução,91
7251,oben auf,no topo.,67
10328,arrangements,arranjos,24
7549,hochsommer-,meio do verão,65
3965,stilvoll,à moda,85
14137,weiter,avançar,6
8242,übertreffen,superado,50
239,ungeschaltet,sem opposição,100
463,falschheit,falsidades,84
4995,spheniker,esfênico,80
6715,feinste,melhor.,70
875,vorwort,prefácio,93
11265,arktis,ártico,38
8316,gefroren,congeladas,61
8988,künstler,artistas.,12
10492,schah,xá,44
1131,okkulte,oculto,75
4101,weinhaus,adega,85
688,allgegenwärtig,onipresente,99
768,cadmium,cádmio,99
2390,sportlerin.,sportscoster.,88
2587,erkenntnisse,intuições,50
14387,kurz,curto,11
1426,boje,bóia,85
3114,milz,baço,88
10885,kohle,carvão,41
8935,qualle,medusa,56
6892,fidschianer,fijiano,69
8205,induktion,indução,49
6746,möbel,mobiliário,70
10826,koralle,coral,41
6142,kate,cate.,67
10218,in bezug auf,pertencente,42
7963,trimmen,aparar,46
13003,gehalten,manteve,22
2872,elastizität,elasticidade,77
10247,gemessen,medido,21
13327,bewegung,movimento,17
7891,amoklauf,rampage,61
5816,vermeidet,evita,7
6645,aufsicht,supervisão,69
7407,lagerhaus,armazém,62
13039,etwa,aproximadamente,20
4908,ungeplante,não programado,81
357,entwürfe,rascunhos,96
13667,nichts,nada,14
3418,forstwirtschaft,silvicultura,88
972,gynäkomastie,ginecomastia.,98
2247,wertigkeit,valência,93
14449,länger,mais longo,12
10194,unterteilung,subdivisão,45
12737,müller,moleiro,25
7326,zurücksetzen,redefinir,63
5702,branche,biz.,76
7659,vergessenheit,esquecimento,64
2967,maskiert,mascarado,42
13475,persisch,persa,16
12560,strähne,onda,27
7497,freiwillig,voluntário,65
3839,farblos,incolor,87
6016,stöcke,gravetos,26
3453,jell.,gelatina,88
8770,stecker,plugue,52
6153,referenzen,credenciais,71
12080,iranisch,iraniano,30
6919,raubvogel,raptor.,51
6106,schlauch,mangueira,71
13761,erde,terra,13
1613,ceylon,ceilão,95
1164,stimulus,estímulo,97
8377,gefühl,sentimento,49
234,grinsen,sorriso,93
6924,molkerei,laticínios,69
14036,heim,lar,9
8401,kurdisch,curdo,60
7510,taube,pomba,62
2033,gewohnt,acostumado,92
14198,entlang,junto,12
486,steigend,subindo,73
11936,gehirn,cérebro,31
2782,wiedervereinigung,reunificação,91
5319,bienen,abelhas,38
11018,keltisch,céltico,40
3562,beenden,romper,85
7507,feige,covardemente,65
3318,einbehalten.,retido,88
10772,aztekisch,asteca,41
7353,landschaft,paisagem,61
10136,die seide,seda,46
7351,leuchtenden,brilhando,54
4118,schwäne,cisnes,46
7263,backstreet,rua de trás,67
14130,bietet,fornece,6
4974,hauptplatine,placa-mãe,80
10639,transaktionen,transações,40
2508,vierzehn tage,quinzena,90
4013,tarnung,camuflar,80
10268,tamilisch,tâmil,46
9080,gebet,oração,50
697,junkie,viciado,88
6506,wodurch,através do qual,72
6882,windpocken,catapora,69
9633,brust,seio,46
9091,wiederholt,regoziado,46
1989,dah.,dã,94
14490,gedreht,virado,11
11039,kolonie,colônia,25
1449,wiederverwendet,reutilizado,63
13954,gut,bom,7
9589,phain,ph.,51
4193,anstriche,strikeout.,44
7346,helium,hélio,66
9014,zündete,aceso,54
3896,weberei,tecelagem,78
7635,file,filha,62
12740,phönix,fénix,25
1926,gräfin,condessa,94
11640,abbilden,abu.,36
14514,geschrieben,escrito,10
14123,ergebnis,resultado,8
10776,sich vorstellen,imagine,35
12691,freundlich,amigáveis,26
3138,klerus,clero,89
9580,vorgenannten,acima mencionado,52
10344,diät,dieta,44
10188,benachrichtigung,notificação,46
14197,anlage,plantar,18
5595,asyl,asilo,75
10213,mächtig,poderoso,47
7089,brauer,cervejeiro,41
7966,spatz,pardal,61
9206,flussufer,riverside,55
11555,maxime,máxima,34
9414,belästigung,assédio,30
3941,spähen,olhadinha,83
8870,nicht bewusst,inconsciente,56
10175,torschütze,marcador,36
5714,lebenslauf,cv,76
13436,referenziert.,referenciado,16
6268,miauen,mew.,71
1253,poliert,polido,24
7336,anarchie,anarquia,66
12201,leutnant,tenente,30
9567,gib mir,me dê,52
9985,delirium,delírio,48
2773,rinnsal,gotejamento,86
8052,telegraph,telégrafo,60
2711,geier,abutre,88
7172,ausblasen,soprar,65
6445,reiher,heron.,72
5825,herde,rebanho,70
11558,hülse,concha,29
11670,dreizehnte,décimo terceiro,35
6082,wertlos,inútil,74
5488,schweiß,suor,71
1151,bonjour,bom dia,97
6813,hungrig,com fome,70
7894,reibung,atrito,62
5819,konservieren.,preservando,32
376,pseudowissenschaften,pseudociência.,100
13225,ist hingefallen,caiu,20
12695,flut,enchente,17
13353,beiläufig,contribuir,18
11931,älter,idades,15
4114,kurzschrift,forma abreviada,73
4149,rucksack,mochila,71
9283,überwinden,superar,50
6019,sich durchsetzen,prevalecer,45
14356,quellen,fontes,7
13596,tendenz,tendência,15
10901,gefälscht,falso,38
10585,kompakt,compactar,40
1477,schulleiter,diretor.,94
10476,geschaltet,comutado,27
7514,ausstellungsstück,exibir,30
590,goories,goalies.,52
13426,ran,corrido,17
724,offenkundig,evidente,99
7213,töchter,filhas,36
8497,rostig,oxidado,60
5908,zahnheilkunde,odontologia,75
1783,laus,piolho,95
9788,frühstück,café da manhã,49
2399,synchronisiert,sincronizado,71
8110,halbmond,crescente,62
2408,dampfer,vaporizador,89
14224,bilden,forma,10
5230,wirbel,vórtice,79
10785,gesunder menschenverstand,senso comum,42
12964,auslassungen,omissões,22
1967,tagesmutter,babá,94
5930,serge,sarja,75
2704,alarmierung,alerta,32
8503,staatsbürgerschaft,cidadania,60
10551,schwung,momentum.,44
971,klimpern,tinir,91
9736,leichtigkeit,facilidade,45
13626,mensch,humano,14
2301,bezweifelt,duvidou,22
2942,löwenzahn,dandelion,88
2812,auseinandersetzung,altercação,88
11226,festsetzung,fixação,11
2177,henne,galinha,82
10702,fass,barril,39
14042,angekündigt,anunciado,14
11006,idol,ídolo,39
12868,norwegen,noruega,24
9936,breiter,mais largo,49
5024,esser,comedor,70
1647,symmetrisch,simétrico,84
8484,fechter,dexter.,59
13439,soldaten,soldados,15
9335,auf halber strecke,a meio caminho,53
13276,wetter,clima,19
7486,segnen,abençoar,49
6038,meeräsche,salmonete,71
11227,z.b,por exemplo,38
8779,scharlachrot,escarlate,56
13096,hütte,cabana,21
12684,kommunistisch,comunista,24
7157,vorhang,cortina,64
2129,blaue linie,linha azul,94
5106,nicht zu glauben,inacreditável,73
6958,immateriell.,intangível,68
573,salpric.,nítrico,99
11835,bräunen,bronzeado,33
8228,vakuum,vácuo,61
11593,christentum,cristandade,15
7321,ausgeworfen,ejetado,57
13942,satz,definir,11
12812,berühren,tocar,21
12593,verpackung,embalagem,24
5836,fink,finch,72
7872,unendlich,infinitamente,31
10877,symbole,símbolos,23
6533,befürworter,advocacia,72
13968,management,gerenciamento,11
13949,amerikanisch,americano,9
14312,position,posição,6
12516,zivilisten,civis,21
5988,verfault,podre,75
665,verdanken,owes.,52
12182,vorwürfe,alegações,20
6570,urheberschaft,autoria,71
9992,stipendium,bolsa de estudo,47
7475,azurblau,azure,65
7592,offensichtlich,evidentemente,12
5068,pulldown.,puxar para baixo,80
14369,konferenz,conferência,12
6997,schwächer,mais fraco,68
9061,hemden,camiseta,39
10443,beeinträchtigung,prejudicando,41
9049,truhe,peito,54
7581,schlachten,abate,59
8980,achtzig,oitenta,53
12722,mutter,mãe,25
13830,auch,também,6
12434,luftbrücke,transporte aéreo,28
462,kontrastiert,contrastado,37
14169,aufzeichnen,registro,8
194,autofahrer,motoristas,98
7836,ausfälle,falhas,25
2379,mach weiter,prossiga,86
2591,dokumentarfilme,documentários,37
8662,byzantinisch,bizantino,58
7786,meuterei,motim,61
2955,karat,quilate,88
7320,diffamieren,difamar,35
12734,commonwealth,comunidade,25
2520,geldautomat,atm,92
13301,druck,pressão,18
277,limousine,sedans,53
13368,trophäe,troféu,18
161,bazillus,bacilo,100
10161,batman,homem morcego,47
3872,gleichnamig,epônimo,85
6156,sympathisch,simpático,73
12319,krug,jarro,24
6146,staat,sta.,74
3656,tukan,tucano.,87
13676,entwurf,esboço  projeto,13
9500,barmherzig,misericórdia,49
4942,gern,de bom grado,80
6522,pius,pio,70
3317,apotheke,farmacia,86
10895,miliz,milícia,38
9224,fullback,volta completa,49
1127,ausscheidung,excreção,95
14132,zusatz,adição,7
7664,gelobt,elogiado,44
12120,pfad,trilha,22
14127,punkte,pontos,7
5726,unwirklich,irreal,75
12128,melin,mel.,31
3959,kastanie,castanha,84
12655,ich bin,eu estou,26
1564,speerman,lanceiro,96
14412,regeln,regras,9
7992,verbrauch,consumo,62
12770,freudig,feliz,25
3192,strenger,mais rigoroso,89
13876,regierung,governo,10
10570,regelmäßig,regularmente,44
3182,verwischen,borrão,78
11164,völkermord,genocídio,38
12800,schauspieler,ator,20
2397,unsportmanähnlich.,anti-desportivo,93
14140,wahrscheinlich,provável,5
5749,kastilien,castela,76
2092,nachtisch,sobremesa,93
13140,schweden,suécia,21
10184,neon-,néon,47
12286,neueste,mais recentes,30
3972,vierteljährlich,trimestral,85
10171,nirgends,lugar algum,47
10281,grafschaft,condado,46
5645,fremde,estranhos,57
3641,notizbuch,caderno,83
2238,sarfach,carfax.,93
11604,einzig und allein,unicamente,28
12707,stein,pedra,22
13023,rand,fronteira,20
11665,mason,pedreiro,34
290,schematisch.,esquemático,97
7488,einsendungen,submissões,49
1168,professionell,levantamento,97
13233,halb,semi,20
12127,furcht,medo,26
6871,klon,clone,41
7511,staatsanwalt,promotor,54
10489,dach,teto,41
12058,trivia,trivialidade.,32
6850,schimmel,mofo,60
13066,verletzt,ferido,20
