ID,DEUTSCH,SPAIN,INTERVAL
10597,fielder,jardinero,42
1068,berauscht,embriagado,77
7077,skandale,escándalos,29
2243,quatsch,dicho de una cosa,93
4820,vorgänger,antecesores,48
784,claymore.,casa antigua,98
5231,leichtsinnig,imprudente,77
2714,gigs,eventos,65
11593,christentum,cristiandad,15
5440,aliquot,alícuota,77
14146,name,nombre,7
5073,einschränkungen,restricciones,73
8705,tugend,virtud,53
403,smoot,soñar,100
11818,neben,además,30
3535,einbaum,refugio subterráneo,86
152,tunika,sayo,80
6572,vorweg,antemano,70
4225,zustrom,afluencia,83
3941,spähen,ojeada,82
20,platte,losa,88
10194,unterteilung,subdivisión,44
2223,rachsüchtig,vengativo,92
586,unzensiert,sin censura,99
12654,würde nicht,sería,26
13968,management,gestión,11
3006,mohn,amapola,88
4150,renoviert,renovado,61
6942,hahn,gallo,55
8515,howitzer,obutor,35
1093,aale,anguilas,65
6460,in hülle und fülle,en abundancia,71
1447,toiletten,baños,45
2533,heldentum,heroísmo,92
78,begünstige,mendigos,88
3097,missbilligung,desaprobación,76
10389,flagstaff.,asta de bandera,44
10348,belanglos,insignificante,44
7599,liner,transatlántico,61
11551,anstoß,patada inicial,35
14258,glauben,creer,5
4070,zoophilie.,zoofilia,84
4994,powerhouse,central eléctrica,73
11653,eigentum,propiedad,35
7065,synthetik,sintético,65
7550,anregend,evocador,63
2726,fruchtbar,fértil,57
9707,harmonie,armonía,47
2278,kuckuck,cuco,92
2945,kopfhörer,auriculares,83
7660,taille,cintura,58
1895,num.,numero,94
6577,brüder,hermanos de religion,70
3993,dime,diez centavos,79
3376,cutter,cortador,81
713,gesprung,de muelles,99
13304,fans,aficionados,13
12755,südwesten,sur oeste,24
3555,muskat,moscatel,87
12762,adler,águila,16
9026,haltung,postura,54
4169,schnurrbart,bigote,81
5974,brenner,quemador,73
7374,roggen,centeno,65
3712,skuba,escafandra autónoma,86
13167,los los,gogo,20
2346,kontur,contorno,88
2557,hecht,hechizo,92
8892,eintracht,concordia,55
8845,maler,pintor,53
7298,szenisch,escénico,65
3741,eingeschrieben,inscrito,85
6224,kakerlake,cucaracha,72
10756,krieger,guerrero,27
6490,pfau,pavo real,69
13857,nach,después,6
8328,kubik,cúbico,59
762,newsroom,salón de noticias,97
12504,cd,discos compactos,27
1585,boogie.,mover el esqueleto,95
5999,grunzen,gruñido,72
8796,hinterhalt,emboscada,49
11590,poesie,poesía,35
7526,tauchen,bucear,41
3877,gleiten,deslizamiento,74
12366,beispiele,ejemplos,12
13122,sterne,estrellas,11
10459,epos,épico,43
9854,kairo,el cairo,48
459,tomographie,tomografía,99
5724,jonglieren,malabares,74
317,mit connex.,connexo,100
13877,mai,puede,5
12418,klassifiziert,clasificado,26
9817,magier,mago,35
5647,gemein,vil,75
12522,irreführend,engañoso,26
9668,knöchel,tobillo,48
5331,sackgasse,punto muerto,70
11924,sexuell,sexualmente,20
13493,online,en línea,16
11451,zwilling,mellizo,24
1917,quark,cuarc,91
14450,schlag,golpear,9
13116,lewis,luis,20
1134,myologie,miología,97
12767,dekade,década,21
1804,daube,duela,76
9720,skelett,esqueleto,48
2029,sichern,salvaguardia,87
10728,vorhergesagt,predicho,27
6482,offline,desconectado,71
9252,metrisch,métrico,50
7064,schmelzen,derritiendo,54
11287,band,cinta,31
11830,betitelt,noble,10
6299,bewohnt,poblado,40
11343,erneut veröffentlichen,volver a publicar,37
11831,grundsätzlich gilt,básicamente,18
4690,enzephalopathie.,encefalopatía,81
5565,ouvertüre,obertura,72
6418,kohlenstoffhaltig,de carbono,71
7090,impfung,vacuna,56
12397,aufklärung,reconocimiento,28
2274,unerfahrenheit,inexperiencia,93
9883,festung,fortaleza,45
12184,lizenziert,no licenciado,30
5578,böhmen,bohemia,76
461,versöhnen,conciliar,86
10861,kegelung,timonel,40
3539,typhus-,tifoidea,87
14489,zahlen,números,8
8092,ritt,montó,61
12735,ganz,enteramente,9
3810,dampfschiff,buque de vapor,84
971,klimpern,tintineo,91
4110,atheist,ateo,67
8101,tiebrecher,desempate,61
7591,überfüllt,atestado,20
7441,aux.,auxiliar,64
14425,immer,alguna vez,12
921,beschaffung,obtención,80
6271,verletzlich,vulnerable,65
13837,du,tú,5
10089,bruch,incumplimiento,15
10280,philippinisch,filipino,43
373,tinea,tiña,100
10987,starter,arrancadores,27
8003,bal.,cal,62
2688,bäckerei,panadería,85
8949,alfa,esparto,54
5169,erkennbar,reconocible,77
6095,kruste,corteza,73
4630,irisieren,iridiscencia,80
12076,krebs,cáncer,31
3635,deklassiviert,desclasificado,86
13558,entmutigt,desanimado,15
2675,lausig,malísimo,91
6186,campeche.,campista,72
7551,grausamkeit,crueldad,64
926,britten,brotado,98
11840,anschlagtafel,cartelera,32
4086,patt,estancamiento,81
8719,klage,demanda judicial,51
1515,chemise,camisa de señora,91
82,peabody.,guisante,100
12367,wahnsinn,locura,23
5925,regnerisch,lluvioso,74
14033,denken,pensar,8
11487,verteidigen,defender,16
2495,debbone,debbelly,65
13982,entwicklung,desarrollo,12
11853,wikinger,vikingos,26
8014,fitnessstudio,gimnasio,61
8466,wahlrecht,sufragio,59
7157,vorhang,cortina,63
13562,monat,mes,12
7630,außerirdisch,extraterrestre,62
12647,bedrohungen,amenazas,16
9846,fahrrad,bicicleta,42
14099,geben,dar,9
14414,kann nicht,no puedo,12
4160,nahrung,dietético,84
8688,pfeffer,pimientos,35
12474,vertrag,tratado,21
11970,bringend,trayendo,6
7650,quartiermeister,oficial de intendencia,63
7817,plündern,saqueo,52
13435,voaus,adelante,17
2110,patten,zueco,90
9530,genf,ginebra,51
6585,erdferkel,cerdo hormiguero,70
12188,grat,cresta,29
12075,wirklichkeit,realidad,30
10520,kino,cine,41
1299,kommentiert,anotado,84
21,herzensbrecher,rompecabezas,77
4189,feium,fleury,84
8276,pike,lucio,54
6195,pudel,caniche,71
6252,heilung,cura,63
7836,ausfälle,fallas,24
11047,libyen,libia,39
14101,land,país,10
8496,uhrwerk,aparato de relojería,58
10286,hubschrauber,helicópteros,29
7685,viscount,vizconde,63
13644,saal,salón,14
3022,arras.,tapiz,89
4993,streitwagen,carruaje,72
5708,sitcom,comedia de enredo,69
464,wachung,empuñadura,86
6351,kaution,fianza,62
47,spitz,perro de pomerania,100
481,einklang,unísono,99
6297,bouleloid,tabloide,67
11192,moonraker.,corredor de luna,38
1815,biomedizin,biomédico,95
9501,bande,pandillas,26
9418,unterhose,deslizar,38
6160,traktion,tracción,72
7675,missbilligt,frunció el ceño,58
12595,solide,sólido,26
13947,nehmen,llevar,5
8545,synchronisieren,sincronizar,57
14331,deutschland,alemania,12
7631,bucht,ensenada,63
10513,gerüchte,rumores,38
13774,spät,tarde,12
11312,versteckt,oculto,38
8920,grippe,influenza,55
10961,drachen,dragones,20
2895,nekrophilie,necrofilia,90
7266,roanoke.,rojizo,65
2032,beileid,condolencias,88
2306,besen,escoba,90
13277,kreuzen,cruzar,13
10171,nirgends,en ningún lugar,46
10992,trug,vistió,39
7850,grausamkeiten,atrocidades,58
10908,hain,arboleda,39
9815,hängend,colgante,35
13811,hat,tiene,5
11806,löwe,león,19
16,manisch,maníaco,99
5494,motherfucker,hijo de puta,77
8474,zielen,puntería,24
14106,ebene,nivel,12
13701,daten,datos,14
1906,streiche,bromas,62
1577,zwischenmenschlich,interpersonal,95
2044,antennen,antenas,62
2789,axolotl.,ajolote,90
10305,exodus,éxodo,45
14214,bedürfnisse,necesidades,6
11605,genre,género,30
55,eizellen,óvulo,100
422,stringer,larguero,98
9454,kühler,enfriador,51
8554,watergate,acosar,58
1555,amyotrophisch,amiotrófico,96
10544,schleife,lazo,37
5504,stierkampf,toreo,76
11910,aufstand,disturbio,18
14038,herr,señor,12
9029,sibirisch,siberiano,54
2423,berichtenswert,de interés periodístico,92
8958,sunder,romper,55
9702,schuh,zapato,37
9305,tödlichste,más mortal,52
9567,gib mir,gimme,50
8568,fowler,cazador de aves,58
12014,aufpassen,ajustarse,17
14306,freigegeben,liberado,9
6982,weicher,más suave,67
13188,kinder,niños,19
11070,bewährt,probado,38
3371,höhnisch,demacrado,88
8662,byzantinisch,bizantino,57
3660,normalisierung,normalización,17
9546,hungersnot,hambruna,50
10643,spinnen,hilado,42
9236,schande,lástima,49
2269,klettverschluss,velcro,93
6519,sklerose,esclerosis,71
3636,bewässerung,riego,85
1083,zügel,riñones,75
819,bisher,hasta ahora,99
259,scherzhaft,grupa,100
4390,poly,escuela politécnica,81
5391,miniatur,camafeo,76
7283,karambolage,billar,64
11448,zugewandt?,frente a,13
12187,gipfel,cumbre,30
271,skyway.,ruta aérea,99
13858,erste,primero,7
13113,strand,playa,19
8400,sternen schiff,barco de estrellas,59
2482,lavendel,lavanda,92
10573,demographie,demografía,39
8344,staatlich.,en todo el estado,59
5856,löffel,pasto,73
4743,wiedereindringen,expresar de otro modo,62
10142,revolte,revuelta,43
8137,huggel,hurgonar,61
10229,kot,heces,45
8492,übertrafen,superválido,52
7770,reue,arrepentirse,25
6466,ofen,horno,65
232,abgewiesen,desafiado,75
12400,reinigen,limpio,22
14460,p,pag,10
261,freimaurer.,masones,93
13597,schuss,disparo,14
9908,graben,zanja,42
13768,selbst,sí mismo,13
12245,prinzessin,princesa,29
5482,brandstiftung,incendio provocado,75
8844,kunts,coño,36
8947,gelehrte,erudito,38
5230,wirbel,vórtice,78
2068,märtyrer,mártir,64
2585,seitenleiste,barra lateral,91
3719,laub,caduco,86
14365,männer,hombres,11
1442,dreizack,tridente,92
8996,flüstern,susurro,35
9152,allah,alá,53
2958,sororität,hermandad de mujeres,66
13959,ende,fin,8
859,bower,botelladores,76
8992,angetrieben,propulsado,42
1415,heldin,heroína,49
5876,verdacht,sospechas,50
6067,windig,ventoso,73
13063,polen,polonia,21
6904,leary,aprendiz,68
14504,läuft,carreras,8
13395,farbe,color,14
8249,steuern,impuestos,27
2987,überzeugend,convincentemente,89
13616,besuch,visita,12
5430,muffin,mollete,75
5857,geldbeutel,bolso,66
7172,ausblasen,reventar,64
2822,pest,parásito,87
810,safran,azafrán,99
10845,tucker,fatigar,41
9687,barker,pregonero,49
5460,pam,pila,77
8235,säbel,sable,33
6599,züchten,criar,47
1748,jiddisch,yídish,95
1575,amüsiert,divertido,18
3982,wolkig,nublado,74
13575,bob,beto,15
13992,basierend,basado,10
10749,ufer,orilla,38
10319,linn,linda,45
405,kipper,volquete,100
8831,joyce.,joya,56
13284,8.,8,18
13683,vielleicht,quizás,14
6749,masuse,mosa,69
79,nighthawk,chotacabras,95
1424,gesänge,canto,53
850,kaledonisch,caledoniano,99
2115,luftdatum,fecha del aire,90
7619,magisch,mágico,25
5074,anbieter,proveedor,64
36,undemokratisch,no democrático,100
14353,beschrieben,descrito,11
6124,ammoniak,amoníaco,73
60,nutzlast,carga útil,98
11874,beraten,aconsejar,23
5224,sattel,sillín,73
13271,relais,relé,18
6454,athener,ateniense,64
1798,verführung,seducción,90
7939,mischen,mezcla,22
10139,gewöhnliche,ordinario,46
6480,kardisch,cardíaco,71
2605,glimmer,mica,91
14344,bestehende,existente,9
722,made,gusano,96
6651,auslauf,toma de corriente,50
11134,katalyse,catalizes,38
12199,tür,puerta,26
10645,pierce,atravesar,37
9049,truhe,cofre,53
3651,weisen,los reyes magos,87
3752,wanderer,excursionista,83
2692,adrenal,suprarrenal,91
9245,darunter,debajo,53
12585,rauben,robar,25
7722,hakenkreuz,esvástica,62
6798,lungenentzündung,neumonía,68
2559,hydrochlor,clorhídrico,92
14502,erwartet,esperanza,12
9037,anspruchsvoll,exigente,23
974,warlock,brujo,97
6113,katastrophal,catastrófico,58
4724,lecken,lamer,69
6114,zeichen,simbólico,67
81,steinbruch,cantera,96
3175,geschrei,gritando,49
1660,karpfen,carpa,84
8720,mittlerer westen,del medio oeste,57
12327,waffe,arma,17
10422,lügnerisch,mintiendo,23
2107,kreuzfeuer,fuego cruzado,93
8800,sender,locutor,15
13247,griechenland,grecia,19
9227,mesa,colina baja,53
1026,rüben,remolacha,95
13164,rolle,papel,18
10514,gekauft,comprado,29
7638,aeromedizinisch,aeromédico,63
8669,billig,barato,57
13607,browser,navegador,14
11465,darstellung,representación,33
9867,wegweiser,señalizar,48
9254,krankenwagen,ambulancia,49
12234,schleppend,lento,26
883,subtil.,sutilmente,98
413,polytheismus,politeísmo,100
7174,moot,discutible,64
447,unverletzt,ileso,100
814,jazzy.,llamativo,99
3202,bakteriell,bacteriano,88
4856,raffinerie,refinería,64
426,kirchturm,campanario,100
11524,erworben,adquirido,26
6032,bezeichnet,firmificado,47
8655,pakt,pacto,57
1036,hessian,arpillera,95
2548,kodein,codeína,92
7337,luxus,lujo,48
12781,sitzung,sesión,21
546,überfällig,atrasado,99
7897,gestrandet,varado,52
6477,pastete,coronilla,70
3854,farbton,matiz,83
5763,verschiebung,desplazamiento,44
4083,schneemobil,motonieve,82
14048,dateien,archivos,6
1328,apathie,apatía,97
8396,prestigeträchtig,prestigioso,59
6735,wels,bagre,69
9392,luft- und raumfahrt,aeroespacial,52
12569,jets,chorros,22
5119,seine,jábega,79
9278,unverblümt,desafilado,52
160,schmutzig,asqueroso,100
8973,python,pitón,55
3460,tune,tonel,87
3478,begleiter,compañeros,56
10628,lehren,enseñando,33
8636,vielfraß,glotón,36
12084,zusammengesetzt,compuesto,25
7523,gd.,g dif,64
145,parabel,parábola,100
3059,vehement,con vehemencia,85
12488,nicht verwandt,no relacionado,27
8569,drift,deriva,38
14152,paket,paquete,23
1325,chlorophyll,clorofila,97
4758,taschenbuch,libro de bolsillo,75
1842,nächtlich,nocturno,95
14313,vorherige,anterior,12
11402,torlos,sin anhelo,37
9105,teddy.,osito de peluche,54
4902,stoßstange,parachoque,76
12701,froh,contento,25
9398,lyn,lino,52
4559,koker,coger,82
12301,scan,escanear,21
9879,krim,crimea,48
13958,monate,meses,12
7107,perf.,perforación,66
13538,einhaltung,cumplimiento,15
8128,nicht verfügbar,indisponible,60
10846,ot.,antiguo testamento,41
11080,phantom,fantasma,36
3683,blindlings,a ciegas,86
8010,eingebettet,incorporado,59
9651,hinrichtung,ejecución,21
522,wollholz,álamo de virginia,99
13032,exakt,exactamente,21
5344,wilde katze,gato montés,36
4792,oxidationsmittel,oxidante,42
1659,raucher,fumador,82
2934,retaliate,tomar represalias,48
4028,fülle,abundancia,67
8644,geographische,geográfico,37
5092,shopper,embuste,78
11725,sc,carolina del sur,34
498,beweglichkeit,agilidad,84
1413,einschreibung,inscripción,68
11766,glücklich,afortunado,34
11491,eingang,aporte,35
1488,geschichtsschreibung,historiografía,95
3122,korsett,corsé,74
7728,spülen,enrojecimiento,54
14259,verwaltung,administración,7
5497,drüse,glándula,71
5804,geburtsort,lugar de nacimiento,74
4374,schwächste,más débil,83
1060,spoons.,cucharas,54
1406,verspätet,tardío,96
5753,verzichtet,eximido,70
10716,instanzen,instancias,24
14378,einheiten,unidades,7
7208,affekte,afecta,11
3937,absteigen,descender,41
11191,gewaltig,electoral,34
7741,auditorium,sala,62
6003,weide,sauce,70
13767,ist gestorben,fallecido,12
356,admiralität,almirantazgo,99
11850,das passiert,sucede,12
8274,untos,no muerto,60
517,prekär,precario,95
6075,grausam,cruel,73
4910,adolph,adolfo,80
9379,nicht schlüssig.,poco concluyente,52
12038,becken,cuenca,30
1287,unentschieden,indeciso,95
209,lithosphäre,litosfera,100
14421,ding,cosa,9
9349,sizilien,sicilia,52
8113,nahkampf,pelea confusa,60
12374,elektrisch,eléctrico,20
9092,liebhaber,amante,46
11595,ussr.,urss,35
13047,philippinen,filipinas,16
1673,vertraut machen,familiarizar,90
6254,dienstmädchen,criada,69
14325,kommunikation,comunicación,9
380,alkane,alcano,97
10070,müde,cansado,28
3789,festzelt,marquesina,86
10215,gesund,sano,45
13036,geworfen,lanzar,21
5193,halluzinogen.,alucinógeno,71
4356,seidelbast,dafne,83
538,steuerpflichtig,imponible,99
13463,z.,z,16
10453,zack,zaqueta,44
8999,kran,grua,53
8173,bescheiden,modesto,61
11328,violett,púrpura,37
6642,steinig,pedregoso,70
8341,segeltuch,lienzo,59
7342,keramik,cerámica,64
7747,kulmination,culminante,43
2233,golfer,golfistas,72
8459,schatzkammer,tesorería,58
3104,jugendliche,jóvenes,80
1998,vermehrung,propagación,70
13182,römisch,romano,19
9333,dauerhaft.,duradero,33
5128,herzogtum,ducado,76
12114,minze,menta,29
14286,menge,cantidad,8
8184,koto.,kero,61
12221,könnte nicht,no podría,30
8985,durchdacht,elaborar,47
12069,hammer,martillo,30
5370,flüchtig,volátil,70
9597,stehlen,robo,34
13896,unter,bajo,7
10639,transaktionen,actas,39
10659,premiership.,cargo de primer ministro,42
10091,got,conseguido,46
8507,gefährdet,en peligro de extinción,55
7004,baseballstadion,estadio de béisbol,58
10285,fleisch,carne,44
1221,entschädigt,compensatorio,97
13050,get,obtiene,8
11420,kuchen,tarta,35
6786,lords,señores,17
6622,pädophilie,pedofilia,70
14223,erstellen,crear,6
7889,sich verhalten,comportarse,44
12507,braunschweig,brunswick,27
982,wieder hergestellt,restablecido,84
11881,kasse,dinero en efectivo,32
8650,rückstände,residuos,47
7424,weisheit,sabiduría,64
639,manschette,brazalete,85
2720,anbringung,incendiario,88
7392,metzger,carnicero,61
13169,verleumderisch,difamatorio,20
11329,siebzehnten,decimoséptimo,37
9767,pflanzen,plantas,18
6770,mangel,escasez,56
12495,schiff,embarcacion,19
6369,gerichtsgebäude,palacio de justicia,71
12035,unmöglich,imposible,31
3027,topas,topacio,89
420,keilschrift,cuneiforme,100
6935,philosophisch,filosófico,41
6149,auferstanden,resucitado,73
10872,sich verengen,estrecho,36
2414,zahnbürste,cepillo de dientes,92
4123,verblassen,desvanecerse,54
1574,stimmigte.,emisión,23
9364,über nacht,durante la noche,52
11369,engagiert,dedicado,34
12722,mutter,madre,24
12717,schicken,enviar,18
9425,siebzehn,diecisiete,51
13772,grün,verde,13
12481,glas,vidrio,25
14160,arbeitskräfte,trabajadores,24
6340,neuheit,novedad,69
14503,verteilung,distribución,23
10404,lärm,ruido,43
14440,buch,libro,11
12316,jäger,cazador,27
13531,hügel,colina,14
9097,jodid,yoduro,54
6835,passah,pascua,68
1654,hodensack,escroto,95
12121,rätsel,enigma,31
11413,rollend,laminación,21
12051,boden,piso,27
2650,krypto,cripto,91
13454,scherzen,broma,14
7259,ergänzen,complemento,61
697,junkie,drogadicto,88
11148,herunterladen,descargar,30
14371,bedeutsam,significativo,12
7765,schreien,gritar,42
6843,reisepass,pasaporte,62
11011,schildkröte,tortuga,36
9993,überall  überallhin  allerorts,en todas partes,47
4036,linsen,lentes,84
7561,arrondissement,arrondulamiento,62
14104,gehaltenen,sostuvo,9
6407,louvre,lumbrera,71
13652,östlich,oriental,14
9110,mhz,megahercio,54
8737,abweichen,despectivo,56
13814,wille,voluntad,5
2165,elektrophorese.,electroforesis,93
8337,vorort-,suburbano,59
5616,gelehrt,lew,76
2228,kneifen,trullo,93
879,balken,vigas,57
13763,stark,fuertemente,13
7788,ich habe,he,62
641,bitmap,mapa de bits,99
5880,kohlenwasserstoff,hidrocarburo,70
9748,käfig,jaula,47
8520,gestellt,planteado,41
9012,rutsch,rly,55
9390,evangelisch,protestante,15
13010,erwischt,atrapó,21
14302,funktion,función,24
3598,hochgestellte,sobrescrito,84
6555,gehirnerschütterung,concusión,67
5209,vergänglichkeit,evanescencia,78
5875,wahrscheinlichkeit,probabilidad,74
10876,unterscheidbar,distinto,26
6356,kerze,vela,64
9499,kacke,caca,48
7965,verwelken,marchitar,61
3234,wecken,despertar,79
4422,unfähig,incapaz,81
470,abt,abad,98
2569,juroren,jurados,76
14463,versuchen,intentar,7
39,debuggen,depurar,91
4879,söldner,mercenario,62
12969,verzögern,demora,8
3590,antrieb,propulsión,87
13694,verteidigung,defensa,11
3008,stilisiert,estilizado,88
5541,schiefer,pizarra,57
6238,erholsam,recreativo,34
12080,iranisch,iraní,29
8516,intensivierung,intensificación,58
9868,regieren,reinado,38
716,eingehende,entrante,86
9716,schneesturm,tormenta de nieve,48
885,lexikon,léxico,98
14049,jüngste,reciente,5
9697,ufo,ovni,48
1632,hypnose,hipnosis,95
4530,temperiert,templado,46
10475,vermutlich,presumiblemente,32
10300,gefüttert,alimentados,44
10216,glaubwürdigkeit,credibilidad,28
7716,befreit,eximir,54
3256,dornbusch,zarza,87
11647,vorabend,víspera,34
4725,krach,kr,76
5728,amphitheater,anfiteatro,75
2620,stereoskopisch.,estereoscópico,90
1295,salzgehalt,salinidad,83
12424,mitternacht,medianoche,28
13954,gut,bien,7
12472,ann.,ana,21
5738,sterben,perecido,66
2440,pharmakologisch.,farmacológico,80
9176,beispiellos,sin precedentes,53
11715,passage,paso,32
8926,trägheit,ranura,55
14133,leben,vida,12
8803,pong.,apestar,56
13399,heiß,caliente,17
3454,nämlich,verbigracia,88
4251,steinbrech,saxífraga,83
12026,rettung,rescate,28
12761,lange haare,pelo largo,24
5203,worin,donde,78
6954,prüfung,escrutinio,67
3387,inschriften,inscripciones,70
5222,depots,depósitos,43
6038,meeräsche,mójol,70
475,auslässt.,omite,48
6741,treppe,escalera,65
11035,fünfzig,cincuenta,38
6582,trichter,tolva,67
7035,abtropfen,abt,67
12806,dänemark,dinamarca,24
8743,zart,tierno,50
9163,presley.,pretendiente,53
7151,var,vást,66
1853,antiaircraft,antiaéreo,95
1256,gebeugt,encorvado,38
6862,luftspiel,salida en antena,68
1258,vorausdeutung,presagio,87
2235,pethamisch,escuadro,93
1877,aufwachen.,despertador,31
3732,überholt,adelantado,86
13038,arbeit,trabajo,19
13494,anfragen,consultas,15
5283,pembroke,pizcama,78
10096,fernrohr,telescopio,43
11720,entdeckung,descubrimiento,30
2790,schweinehirt,porquero,90
7769,eid,juramento,60
5571,stadien,estadios,76
11739,umfang,alcance,32
8870,nicht bewusst,inconsciente,55
12427,gewählt,elegido,28
7982,jammern,quejumbroso,32
12405,ahorn,arce,28
1557,projektor,breamer,96
7306,zuhälter,chulo,64
10781,linemen,linaje,41
2452,begabtes,dotado,45
13636,tagged.,etiquetado,7
11209,ski,esquí,30
3429,farce,farsa,87
2200,lebensmittelgeschäft,tienda de comestibles,88
10856,süssigkeit,caramelo,40
9632,umfaßt,comprende,27
1682,befragte,entrevistados,87
7340,mig,muñeco,63
14187,weitermachen,continuar,5
14309,persönlich,personal,6
1257,dicker,más grueso,97
8710,mut,coraje,53
5472,erläuternd,explicativo,77
942,entrückung,rapto,93
3179,reinheit,pureza,88
11025,schwanz,cola,32
14148,vorgeschlagen,propuesto,11
4128,abschlussball,paseo,83
12141,gedanken,pensamientos,12
10201,vorhersage,pronóstico,33
6143,assyrisch,asirio,67
10027,flüchtling,refugiado,31
11967,dh,es decir,32
14481,drücken sie,prensa,14
1383,anorganisch,inorgánico,97
3233,nuklein,nucleico,88
5975,poetisch,poético,71
6227,hefe,levadura,72
5405,replik,réplica,69
14320,quelle,fuente,7
14118,gegeben,dado,12
13831,sie,ellos,7
2562,byelorussian.,bielorruso,91
6073,birke,abedul,73
1894,hind,posterior,79
13335,sechste,sexto,18
6194,durchmachen,someterse,50
2583,freundlichkeit,amabilidad,16
7517,zentren,centros,18
11303,wettbewerber,competidores,33
43,wähl-,discado,99
10661,älteste,más antiguo,42
7229,kinetisch,cinético,62
11263,deckel,gorra,26
14009,leistung,actuación,12
239,ungeschaltet,sin oposición,100
6080,tante,tía,72
12939,wahrheit,verdad,21
1816,joghurt,yogur,95
630,locker,aburrir,99
7920,zuschauer,espectador,38
8734,übertragung,transferencia,13
3744,käufer,compradores,79
275,iberer,ibérico,99
5889,priester,sacerdotes,45
9493,molekül,molécula,47
8188,sanftmütig,manso,60
10108,einsam,solitario,40
12534,angesehen,considerado,6
5525,rückzug,retirada,36
6169,keine ahnung,no sé,72
13295,katholisch,católico,18
1961,askari.,postari,94
5828,zwingend,convincente,56
355,wiedergeboren,renacido,100
11858,höhe,alturas,25
3901,tock,tocho,85
778,nachgelassen,disminuido,79
4676,pirol,oriol,34
623,sternenklar,estrellado,99
11666,diebstahl,hurto,34
9768,spannungen,tensiones,38
11298,tolle,increíble,35
4732,empfindlichkeit,sensibilidad,42
11441,routen,rutas,18
13990,pc,ordenador personal,38
12324,kolumbus,colón,29
12182,vorwürfe,alegatos,19
12932,gnu,ñu,22
12935,herzog,duque,22
11526,affäre,amorío,24
11230,budget,presupuesto,37
972,gynäkomastie,ginecomastia,98
10596,rennpferd,caballo de carreras,32
2276,schenkel,hermético,89
14094,am besten,mejor,9
4687,randstein,bordillo,70
6147,reparationen,indemnización,68
411,cyanurisch,cianúrico,99
11073,pfeil,flecha,35
6515,dildo.,consolador,69
1523,flachland,tierras bajas,77
8747,die heimat,patria,56
10294,verheiratet,casado,39
5285,schintoismus,sintoísmo,78
7223,verbinder,conector,62
12974,bälle,pelotas,11
1561,einsiedelei,ermita,96
10010,odyssee,odisea,47
3795,airdrop,entrega por paracaídas,76
10347,ganzzahlen,enteros,36
3183,list,ardid,88
6593,slum,barrio bajo,67
6983,limonade,soda,67
4919,perikzer,pericles,80
3584,seraphim.,serafines,87
9197,hummel,abejorro,53
1522,styx,estigio,96
5188,immergrün,hojas perennes,78
11760,innere,interior,33
4742,beschämt,avergonzado,79
13368,trophäe,trofeo,17
8970,konvoi,convoy,49
2846,doof,mentecato,90
12912,konzern,corporación,18
5660,sarg,ataúd,72
2828,ungeschützt,desprotegido,54
11872,freiwillige,voluntarios,19
8161,erwerb,adquisición,54
14107,allgemein,general,9
12258,männlich,masculino,28
3263,besitzt,posee,23
5587,erbrechen,vómitos,70
10506,heute abend,esta noche,43
172,vorteil,ventaja,100
12109,engagiert sein,comprometido,23
12774,süd-ost,sureste,24
8736,übertragen,transmitido,46
13880,viele,muchos,6
6433,reiniger,limpiador,67
2911,induktee,inducciones,86
11860,labyrinth,madriguera,32
3604,raupe,oruga,84
9701,schlussfolgerungen,conclusiones,27
4477,jahrbuch,anuario,81
2234,tramper,autostopista,86
13372,ich selbst,yo mismo,17
11410,fehler,culpa,33
365,macaque.,macaco,99
12610,del,delegado,26
3585,stirn,frente,86
4207,kompensieren,compensar,45
13467,erlaubnis,permiso,16
14001,wenige,pocos,7
7902,verkräfte,vértamo,62
4846,pharmazeutisch,farmacéutico,70
7481,platzanweiser,ujier,60
8544,weller,pozo,58
438,durchgang,pasaje,95
9880,orientierungshilfe,guia,48
10,sonnenstern,estrella de sol,100
9510,rohr,tubo,42
11963,gegner,oponentes,25
4880,zum scheitern verurteilt,condenado,46
2453,retter,salvador,90
5586,naiv,ingenuo,72
12746,ist eingetroffen,llegado,17
9079,feste freundin,novia,53
2946,ziegen,cabras,48
13002,franchise,franquicia,20
14490,gedreht,transformado,11
13787,tod,muerte,11
7446,babbage,babura,64
8022,farbstoff,teñir,56
11182,hindernislauf,carrera de obstáculos,38
8419,rübe,nabo,59
8456,niedlich,lindo,53
10272,shanghai,llevar a la fuerza,45
10080,cliff,acantilado,44
2922,beryllium,berilio,90
3955,akkord,acorde,73
4977,chauker,chocer,79
10945,affe,mono,38
14497,lesen,leer,6
6867,verachtung,desdén,66
7247,brüllend,rugido,53
12346,durcheinander,lío,22
7719,unterschwellig,subyacente,60
10059,stümpfe,tocones,40
1964,beiname,epíteto,89
12430,szene,escena,25
9108,eidechse,lagarto,53
11000,mund,boca,38
13716,weniger,menos,13
11925,berechnet,cargado,17
11686,ny.,nueva york,34
5314,dickey.,pechera,78
6231,greenholz,greenwood,72
8306,gepaart,emparejado,24
6151,schützend,protector,11
6365,myrte,mirto,72
1381,lymphatisch,linfático,97
12200,verhältnismäßig,relativamente,22
151,wärme,calor,100
2174,anbindung,clavija,72
14169,aufzeichnen,registro,8
9549,busse,autobuses,49
530,stör,esturión,99
7323,baracke,cobertizo,58
