ID,DEUTSCH,DANOIS,INTERVAL
5545,schaufel,scooper.,77
1529,rektum,endetarm,96
9610,interpretiert,fortolket,22
2295,übergespielt,outplayed.,91
4798,scherkt,sheared.,31
12530,geheimnis,hemmelighed,26
13333,vernünftig,rimelig,6
930,abgrund,abyss.,87
6643,verschwinden,forsvinde,38
3410,frisches wasser,ferskvand,88
1304,holzbearbeitung,træbearbejdning,88
6276,ordnungsgemäß,duly.,73
12576,gefühlt,følte,27
6729,singular,entallig,65
14014,am wenigsten,mindst,6
8396,prestigeträchtig,prestigefyldte,60
7302,schrägstrich,skråstreg,51
4615,unwichtig,uvæsentlig,82
5763,verschiebung,forskydning,45
10522,parlamentarisch,parlamentet.,44
13546,küste,kyst,16
6752,abstand,leadoff.,69
4725,krach,kr.,77
8152,geduld,tålmodighed,62
10521,armut,fattigdom,44
2803,sitzer,seser,89
8556,justiz,retsvæsenet,59
13834,hoch,op,7
8621,floating.,flydende,48
5516,erdnüsse,jordnødder,44
10772,aztekisch,aztec.,40
13903,wie,synes godt om,5
10183,unsicher,usikker,47
12732,schwimmbad,pool,25
10880,wh.,w h,41
14075,zugang,adgang,10
5074,anbieter,leverandør,64
5414,auftrieb,opdrift,78
5536,geknackt,cracked.,38
8061,aß,spiste,61
10303,blatt,blad,27
3293,stammesmen,tribesmen.,88
11537,derivat,afledte,24
7326,zurücksetzen,nulstil,63
506,nachrichtensendung,newscast.,86
8670,ist nicht,isnt.,58
14081,nachricht,nyheder,13
12893,schwierig,svært,24
11506,durchmesser,diameter,36
8897,willkürlich,vilkårlig,56
1064,verehrt,revered.,56
3393,slowenisch,slovensk.,88
2756,unterdrückung,undertrykkelse,70
3896,weberei,weaving.,77
9490,eng,snævert.,52
13910,seit,siden,8
390,wirbeltier,hvirveldyr,92
3230,kleider,beklædningsgenstande.,64
12900,wirtschaft,økonomi,23
5152,erbrochen,undergået,79
10929,liegeplatz,kaj.,38
7104,ausgerichtet,justeret,36
8966,hingebungsvoll,hengiven,46
7419,errungenschaften,præstationer.,35
4111,verkürzung,forkortelse,40
14517,western,vestlig,12
9064,sucher,søger.,54
3752,wanderer,rambler.,84
4707,kumulativ,akkumulerede,78
13531,hügel,bakke,15
10342,dänisch,dansk,46
8394,analysten,analytikere.,50
7251,oben auf,påop,66
14451,verluste,tab,12
13399,heiß,hed,18
3719,laub,løvfældende,87
4576,schmuggel,smugling.,75
7568,wo auch immer,hvor som helst,64
13550,total,5.,16
10526,im wesentlichen,væsentligt.,23
11299,schuldig,skyldig,38
5399,sperma.,cum.,78
8901,zahn,tand,54
10013,launisch,moody.,48
5871,wägh,waugh.,75
3863,klares wasser,rent vand,86
3685,gefangene,captives.,57
1400,hellste,lyseste.,96
443,südwestlich.,sydwesterly.,99
1920,hinterwäldler,hillbilly.,88
1013,dominant,kommanderende,98
10307,piepen,poe.,46
9949,umgeben,omringet,28
5664,kreuzung,crossroads.,75
4276,unterwelt,underverden,83
8502,gewahrsam,forældremyndighed,59
6025,einseitig,unilateral.,58
3045,einbruch der dunkelheit,nightfall.,90
10918,nachwirkungen,aftermath.,41
6063,verzerrung,forvrængning,47
5254,gleichgewicht,ligevægt,78
8817,übertrieben,og.,57
1127,ausscheidung,udskillelse.,95
10854,zäh,hård,41
12401,wertvoll,værdifuld,29
942,entrückung,ekstase,94
8185,aschenputtel,cinderella.,61
7159,ermüdung,træthed,64
7569,spende,donation.,36
13934,dann,derefter,6
1842,nächtlich,nightly.,95
14130,bietet,leverer,6
3085,offenlegen,afsløre,63
8348,unbegründet,usubstantiated.,60
11910,aufstand,optøjer,19
2750,latte,batten.,90
9891,feiertage,helligdage,31
3899,gier,grådighed,86
6257,gepäck,bagage,72
5339,haufen,heap.,71
8686,sensenmann,reaper.,57
4469,schmuck,smykker,83
11916,belegt,optaget,29
11871,böswillig,ondsindet,28
1187,brechung,refraction.,85
765,laib,loaf.,97
8146,unterwegs,i gang,62
4335,kreide-,cretaceous.,83
10087,sturm,gale.,45
4046,ungerechtigkeit,uretfærdighed,80
14418,gezeigt,viste,8
2598,meisterstück,mesterværk,84
5515,inserat,reklame.,63
10496,mit freundlichen grüßen,med venlig hilsen,39
3271,skifahrer,skiløber.,79
6434,vorhut,vanguard.,72
7630,außerirdisch,extraterrestrial.,62
5645,fremde,strangers.,57
10213,mächtig,mægtig,46
13864,über,over,8
1909,eifrig,ivrigt.,94
924,wieder aufgenommen,recurve.,57
4890,labe,lub.,81
10156,mischung,ming.,45
12575,heiligenschein,glorie,27
2730,schleifend,slibning,69
11786,minderwertig,underlegen,34
6691,gepflegt,bestowed.,65
6567,verleihen,låne,49
11317,geklopft,banket,27
10126,ergriffen,beslaglagt,38
4170,stulpe,gauntlet.,83
13939,nächste,næste,6
9317,zerse,ceres.,53
9295,beseitigen,eliminer.,19
12523,kader,squad.,23
6539,vereinigung,unification,70
2442,wilde,wily.,92
6255,schüttelte,rystede,73
4941,wäscherei,vasketøj,80
5474,hervorstechend,salienten,77
14303,tatsache,faktum,7
11347,spitzname,kaldenavn,31
11469,fahrkarte,billet,31
12816,gefangen,fanget.,18
10332,florenz,firenze.,46
13848,hinein,ind i,8
5784,gezeiten,tides.,37
7844,pfeifer,piper.,60
4939,kanonisch,canonical.,41
6697,euch,jer selv,70
5238,fangspole,catchpole.,79
555,freier halt,freehold.,99
3664,pupillen,elever,75
4813,umziehen,flytte,37
8610,weintrauben,druer,48
6492,seebrücke,mole,63
12079,garten,have,26
11114,auster,østers,39
9323,tödlich,fatal,29
801,wiener würstchen,weiner.,98
6143,assyrisch,assyrian.,68
2753,ork,orc.,83
13614,chinesisch,kinesisk,16
12544,buchstabe,brev,22
11245,toast,ristet brød,38
4512,raserei,vanvid,79
7287,kontamination,forurening,50
12541,wochenende,weekend,26
10830,hersteller,producenter,25
3741,eingeschrieben,indskrevet,86
6179,zentralprozessor,cpu.,70
449,linienrichter,linesman.,100
3212,hintergrund,tapet,86
10562,felsblock,kampesten,43
10601,überzeugt,overbevist,32
4441,flugblätter,brochurer.,73
12838,sich nähern,nærme sig,19
7791,lohnend,værd,63
12513,notfall,nødsituation.,20
12510,artikel,vare,22
9585,feature,bedrift,49
12054,puppen,dukker.,27
5999,grunzen,grynte,72
2135,rosenkranz,rosary.,94
6441,unter wasser,undervands-,72
2407,keimung,spiring.,91
14366,sieben,syv,12
11974,bedeutend,væsentligt,33
11043,übersetzen,oversætte,21
14153,prüfen,prøve,5
1170,blazing,flammende,53
5518,hure,luder,73
8514,karl der große,charlemagne.,59
3578,theoretiker,theorist.,61
7533,wolle,uld,65
2319,schwanken,sway.,83
9253,runway,bane,51
5158,fiasko,fiaco.,78
5602,dateiname,filnavn,75
1968,fadel,faddle.,94
13124,erbärmlich,prod,21
12908,narbe,ar,24
13183,eingesetzt,implementeret.,17
8245,durchbruch,bryde igennem,58
551,herumtreiber,drifter.,99
7680,masturbation,onani,60
11188,leer,tom,38
6860,sich befinden,borer,22
12946,auswählen,valg af,13
3507,pjöngjang,pyongyang.,88
14442,entschieden,besluttede,8
6061,verlängert,forlænget,67
14047,mitglieder,medlemmer,11
8582,gasthaus,kro,49
7503,lilie,lily.,63
9531,verstorben,afdød,52
2952,impressum,aftryk,71
9249,blumen,blomster,37
5754,lähmung,paresy.,75
8243,verzeihen,tilgive,54
10517,literarisch,litterære.,44
10978,süss,sød,39
3150,herunterfahren,lukke ned,88
5331,sackgasse,deadlock.,70
4497,guatemaltekisch,guatemalan.,80
13241,ok,okay,20
9705,still,gik i stå,41
5644,walzer,valtz.,71
2238,sarfach,carfax.,93
4526,nachnamen,efternavne,42
2174,anbindung,peg.,72
3700,blutvergießen,blodsudgydelse,87
13908,ihr,hende,11
11884,umgebung,miljø,32
6423,holz,tømmer.,69
2652,star,starling.,91
6019,sich durchsetzen,være fremherskende,45
13472,höher,højere,17
7157,vorhang,gardin,63
1623,wildförmig,feral.,96
14512,zeitung,avis,18
8571,jugoslawisch,jugoslav.,57
6175,welk,wheely.,71
607,drehbuchautor,screenwriter.,99
11337,scheisse,shit.,38
7634,posaune,trombone,63
1038,fischartig,fishy.,98
12756,handy  mobiltelefon,mobile.,19
2752,blumen-,floral.,91
9948,lebhaft,lefty.,48
4569,inmitten,midt i,82
6263,kanarienvogel,canary.,71
2011,enttäuschen,skuffe,35
13265,sinn,følelse,19
6239,dringend,opfordrer,26
13434,gebracht,bragt,18
3306,verhexen,hex,87
3362,stängel,stængler.,42
6754,kürzeste,korst.,69
680,archäologe,arkæolog,90
5588,phasenlos,phased.,29
7951,vorletzte,næstsidste,62
9492,zweideutig,tvetydigt,44
8991,überschrift,overskrift,43
5779,überholen,overhale,56
5875,wahrscheinlichkeit,sandsynlighed.,75
12233,nachmittag,eftermiddag,30
13715,schmied,smith.,14
13892,vor,før,7
10002,bildern,behandlinger.,48
13138,trete,sparke,16
8422,unerwartet,uventet,60
10804,aufgeben,overgivelse,32
11674,besorgt,bange,35
953,blütenblätter,kronblade,91
12999,unbekannt,ukendt,23
14306,freigegeben,frigivet,10
4716,waage,libra.,78
3611,kernschmelze,nedsmeltning,86
13952,teil,en del,9
2623,gefolge,entourage.,91
1408,schläfer,sleeper.,92
2685,schöpflöffel,dipper.,91
12735,ganz,helt,9
13416,beliebt,populær,17
8035,entfernt,fjern,62
9600,schimpfen,rant.,44
1557,projektor,beamer.,96
13311,möglicherweise,eventuelt,8
9068,handball,håndbold.,54
11182,hindernislauf,steeplechase.,39
8492,übertrafen,outscored.,53
13921,sagen,sige,10
1809,ausbreitung,sprawl.,88
10883,rasse,race,29
9414,belästigung,chikane,30
13023,rand,grænse,20
3570,neidisch,jaloux,87
1214,lagerbier,lager.,96
8899,unterrichtet,undervist,56
7192,anstand,anstændighed,67
10737,schmerzen,smerte,35
11504,neunzehnten,nittende,37
10945,affe,abe,39
7861,antiquität,antik,54
2658,volksabstimmung,plebiscite.,91
13070,erreichen,nå,12
14238,dinge,ting,10
6712,mengen,mængder,48
1597,gequält,brudt,74
4079,oger,ogre.,84
3552,geräumig,rummelige.,88
14059,einheit,enhed,7
9166,diskriminierung,forskelsbehandling,49
6460,in hülle und fülle,galore.,72
13158,kolumbien,colombia.,21
6200,matze,labyrint,72
12785,gebot,bud,22
8041,bogus,falske.,62
12397,aufklärung,rekognoscering,29
3318,einbehalten.,medheld,88
3474,schmerzlos,smertefrit,88
266,nachsichtig,lenient.,97
6114,zeichen,polet,68
5791,verdrahtet,wired.,35
8494,zeiger,pointers.,46
10641,wieder aufnehmen,rematch.,43
5726,unwirklich,uvirkelig,75
11854,laufend,igangværende,34
14427,antwort,respons,13
9867,wegweiser,signpost.,49
13681,geschickt,sendt,15
6082,wertlos,værdiløs,73
9051,euthanasie,aktiv dødshjælp,56
7939,mischen,blanding,23
2972,flieger,airman.,90
12103,wandlung,konvertering,21
7632,ausblick,outlook.,62
13334,hacke,ho.,19
1653,gnadenlos,nådesløst,96
8182,friedenssicherung,fredsbevarende,52
397,schneeschuh,snowshoe.,99
6301,schwindlig,svimmel,68
11960,kaiserliche,kejserlig,29
4598,ersetzt.,erstattet,75
5538,himmlisch,celestial.,77
8092,ritt,rode,62
686,unterzeichner,signatarer.,90
8418,kritzeln,skrible,56
4367,sanierung,ombygning,65
6670,brückenkopf,bridgehead.,68
12558,nicht notwendig,unødvendig,28
5701,gehminde,komm,63
12889,herz,hjerte,19
12139,geist,ånd,30
10340,daumen,tommelfinger,44
14476,fährt,drev,12
11119,fische,fi.,40
4363,geehrt,æret,18
3683,blindlings,blindt.,87
10419,fußnote,fodnote.,35
6180,stellenangebote,ledige stillinger.,67
13338,in mm,mm.,19
1704,erfreuen,gladden.,96
12507,braunschweig,brunswick.,28
5501,brunken,brunt.,77
9938,kippen,cant.,48
7525,becher,breaker.,54
739,senkrecht,ortogonal.,95
13331,meistens,som regel,17
9483,wölfe,wolves.,52
4067,schnurlos,trådløs,85
8235,säbel,saber.,34
8048,deko,deco.,62
12411,bach,creek.,29
14050,zustände,stater,7
4908,ungeplante,unscheduled.,81
2839,pontieren,pont.,90
11066,nach dem zufallsprinzip,tilfældigt.,40
3786,rechteckig,rektangulær,86
12518,fit,passe,21
10171,nirgends,ingen steder,47
10066,haken,krog,34
9173,exposition,eksponering,52
10596,rennpferd,racehorse.,33
1203,verstauchung,forstuvning,73
649,halbfinalist,semifinalist,99
2139,notlage,situation,94
10390,schöne grüße,vær hilset,38
963,täuschung,vrangforestilling,88
1591,verstrichen,forløbet,94
13873,beliebig,nogen,5
12269,monster-,uhyre,28
13330,pilz,champignon,18
7581,schlachten,slagte,58
5661,bogenschießen,bueskydning,76
7198,rückstoß,recoil.,66
8501,infinitesimalrechnung,calculus.,59
11990,abfall,spild,26
4572,bevölkerung,populace.,82
11593,christentum,kristendom,16
4686,hört,hearst.,82
10154,monatlich,månedlige,47
7089,brauer,brewer.,41
12119,verkehr,cirkulation,28
3283,klauseln,klausuler.,48
13060,kalt,kold,22
14393,gesicht,ansigt,14
13364,sich entschuldigen,undskylde,6
9807,brillant,strålende,49
10888,erreichten,peaked.,18
13199,unannehmlichkeit,ulejlighed,20
8354,einhorn,enhjørning,59
14501,behörden,myndigheder,11
10242,ländlich,landdistrikterne,46
203,fußarbeit,fodarbejde,100
4017,sonnenwende,solstice.,82
5587,erbrechen,opkastning,71
64,betrübt,saddened.,95
7788,ich habe,ive.,63
14023,anders,forskellige,10
929,hebelkraft,gearing.,88
10640,vorsaison-,preseason.,43
13983,helfen,hjælp,7
14192,vereinbart,aftalt,13
2589,verrückter,weirdo.,90
2721,rechtsstreitigkeit,retssager,87
7039,gegenstücke,modparter.,54
11498,zeitungen,aviser,18
13515,kerl,guy.,15
3109,mündung,flodmunding,88
13840,ich,jeg,5
8296,lahm,halt,60
1992,böig,gusty.,94
7967,bewusstsein,bevidsthed,59
12927,empfang,modtagelse.,6
11546,donner,torden,35
5773,besteuerung,beskatning,75
1191,inhalation,indånding,76
11316,schulter,skulder,35
7439,forelle,ørred,65
14250,verloren,faret vild,12
6846,ich k,ik.,69
13505,schiedsverfahren,voldgift,17
13613,isn.,ern.,16
4652,kobold,bogey.,70
6962,nussbaum,valnød,67
14375,fähigkeit,evne,26
5698,verschiedene,miscellany.,76
5240,dialup.,ringe op,79
13322,hey,hej,19
7210,wörtlich,bogstavelig,39
8158,auslaugen,leach.,61
10817,frequenz,frekvens,39
10508,zutreffen,behandlet,44
9122,efeu,vedbend,54
11360,irgendwie,på en eller anden måde,38
5426,eingestellt auf,indstillet på,78
4962,hilfs-,auxiliary.,79
1727,schriftlich,penned.,44
12601,gleichwertig,tilsvarende,26
3288,bergung,salvage.,68
1089,chimäre,chimera.,98
9564,wunde,sår,21
4468,mäge,mee.,83
5544,eisig,frost-,77
13177,umfrage,afstemning,17
470,abt,abbot.,98
6646,spielerisch,levedygtig,70
13815,oder,eller,5
11263,deckel,kasket,27
13584,größe,størrelse,15
10346,gewächshaus,drivhus,45
11913,bauernhof,gård,28
14420,genannt,som hedder,7
3102,schrumpfen,krympe,74
4104,erajac.,eniac.,85
10653,fänger,catcher.,39
12315,mexikaner,mexicansk,29
10512,gesperrt,låst,31
6529,übernehmen,bestridt,39
3562,beenden,slå op,85
7606,moskito,myg,62
11527,maut,afgift,36
9236,schande,skam,50
9455,three,throws.,23
5879,vitrine,udstillingsvindue,60
13858,erste,først,7
11133,sechszehn,seksten,39
6446,angewiesen,relient.,72
4949,anarchismus,anarkisme.,77
4298,kälteste,koldest.,83
13973,angerufen,hedder,10
11997,sog,undertow,33
11280,student im ersten jahr,freshman.,38
9380,solitips,solipsist.,53
11695,schatten,skygge,33
9432,gälisch,gaelic.,52
1062,umweltschutz,mulighed  mulighed,37
1321,diskutieren,disp.,97
1346,eindrehen,imprendelse,96
9771,ballaststoff,fiber,49
2863,knallhart,badass.,90
4382,verwandtschaft,kin.,83
7959,ein stück,et stykke,62
4706,unbewaffnet,ubevæbnet,82
7470,entsorgung,bortskaffelse.,50
10501,wunder,vidundere,18
10549,essen,spise.,19
3477,kollaboratoren,samarbejdspartnere,22
7214,kosmisch,cosmic.,67
1878,verstopft,væltet,80
7388,heimatort,hjemby,65
13481,kühl,fedt nok,17
2597,leserschaft,læsere,91
6569,vernachlässigt,forsømt,59
11057,bart,skæg,38
6299,bewohnt,beboet,41
10967,mathematik,math.,38
9537,abendessen,aftensmad,51
5361,amtsenthebungsverfahren,impeachment.,66
7278,empfänger,modtager,52
5052,abwertend,pejorative.,78
12431,dabei,tjener,14
9928,bevorstehende,kommende.,48
6009,gutes jahr,godt år,74
8506,sparsam,spids,58
13863,nein,ingen,6
10729,narrativ,fortælling,42
6714,schließung,lukning,30
13500,sicherheit,sikkerhed,14
8419,rübe,majroe,60
5820,töricht,tåbelig,72
373,tinea,ringorm.,100
13721,mitwirkende,bidragsydere.,12
11108,erkunden,scout.,28
918,skizzenhaft,sketchy.,98
13271,relais,relay.,19
9358,unwahr,usande,53
78,begünstige,tiggere,88
9444,schwefel,svovl.,49
2764,flaute,doldrums.,91
13855,zuletzt,sidst,6
2017,gekritzel,doodle.,92
9883,festung,fæstning,47
8326,giftig,toksisk.,50
3766,lächerlich,ludicrous.,85
5211,fan-shop,varer,71
9344,rasen,plænen,52
8180,unangemessen,unødig.,61
5908,zahnheilkunde,tandpleje,75
5389,zynisch,kynisk,61
381,vizekönig,viceroy.,98
57,verhungern,sultende,86
11221,gründer,grundlægger,36
14432,versicherung,forsikring,17
242,reagieren,reaktivt,38
13803,sei,være,5
14144,märkte,markeder,16
9908,graben,skyttegrav,44
4915,postkrieg,efterkrig,81
3797,kolibri,hummingbird.,85
849,ire,irishman.,99
8718,hüte,hatte.,31
14467,besprochen,diskuteret,7
14321,sprache,sprog,12
9369,thermal-,termisk,52
8085,fehlerhaft,fejlagtigt,55
7693,teich,dam,62
5528,bohnen,bønner.,38
10232,seife,sæbe,46
5230,wirbel,vortex,79
12455,techniker,ingeniør,9
726,rasseln,clank.,99
14170,erhalten,modtaget,6
5873,in maßen,moderat,30
479,getrunken,drak.,99
7750,schleppen,slæbe,49
6121,das mitleid,medlidenhed,67
12202,danach,bagefter,29
5665,mama,mum.,45
9541,tat nicht,gør ikke,52
9651,hinrichtung,udførelse,22
12236,halbzeit,halvleg,31
4590,fehlgeleitet.,vildledt,81
2030,erlass,enactment.,33
13818,nicht,ikke,5
4422,unfähig,ude af stand til,82
4752,unverfrorenheit,audacity.,81
11248,unendlichkeit,uendelighed,38
13011,arm,fattige,23
13277,kreuzen,kryds,14
12475,rakete,missil,25
2485,feucht,fugtig,72
5849,zwischenstock,mezzanin,73
11112,greif,griffin.,39
8635,kröte,tudse,58
10803,geschmack,smag,38
8926,trägheit,dovendyr,56
4829,gesandte,envoy.,77
11569,beschuldigen,bebrejde,28
2208,titration,titrering.,91
8120,weicher ball,softball.,62
3604,raupe,larve,85
11616,rassismus,racisme,36
10912,hebräisch,hebraisk.,40
8153,wiedergewinnen,genvinde,38
135,vanillepudding.,custard.,100
11692,erdbeben,jordskælv,15
13201,geliehen,lånte,20
2875,apfelwein,cider.,90
9567,gib mir,gimme.,51
1456,hilflos,hjælpeløs,92
12522,irreführend,misvisende,27
3125,ereignislos,uneventful.,85
14302,funktion,fungere,25
3828,federnd,bouncy.,86
5458,hochburg,stronghold.,68
7618,ersticken,stifle.,58
5827,schluss,konkluderer,28
1256,gebeugt,bowed,40
244,essbar,spiselige.,98
5226,gespenst,specter.,78
3359,border,grounder.,88
14409,mitglied,medlem,11
13525,sichtbar,synlig,16
11250,fesseln,obligationer,24
1237,furchtbar,forfærdelig,26
2444,posten,skildvagt,88
6028,fastenzeit,lent.,74
11837,hähnchen,kylling,33
5169,erkennbar,genkendelig,77
8252,woher,wo.,61
9527,trennung,adskillelse,17
3771,küstenlinie,shoreline.,85
7376,beurteiler,assessors.,65
14243,erledigt,færdig,11
13276,wetter,vejr,19
13947,nehmen,tage,5
1383,anorganisch,uorganisk.,97
219,säufer,boozer.,100
4444,vermietung.,udlejning,77
11609,nachher,fremtende,36
14280,sprichwort,ordsprog,10
13889,durch,igennem,10
1209,am dunkelsten,mørkeste,98
12140,bier,øl,31
5177,kain,cain.,79
10472,judentum,judaisme.,45
12134,die opfer,ofre.,27
12918,ziel,mål,17
10228,gemütlich,komfortabel,34
6939,äon,aeon.,67
10015,verwaltungsratoren,direktører.,22
13598,vorgestellt,udvalgte,12
10399,elch,elg,45
2061,stoßzahn,stødtand,92
5821,vorbereiten,forbered,73
2806,lackieren.,lackluster.,90
7270,quadrate,firkanter,18
9576,vermögen,rigdom,51
7894,reibung,friktion,62
1039,provisorisch.,makeshift.,98
4960,erheblich,vastly.,80
9702,schuh,sko,38
13324,nicht zustimmen,være uenig,18
2252,unschätzbarlich,uvurderlig,93
3933,vorzeitig,for tidligt,56
10511,flüssigkeit,væske,40
14176,sehen,se,5
12314,täglich,daglige,30
1986,nicht explodiert,unexploded.,94
8702,sturz,styrte,56
11145,meerjungfrau,havfrue,39
2469,großgeschrieben,kapitaliseret,72
109,zurückzahlen,tilbagebetale,92
4026,flugbahn,trajectory.,76
1609,ungleichheit,forskel på,33
2871,nieren-,renal.,90
12378,ehren,ære,23
6924,molkerei,dairy.,68
13958,monate,måneder,12
11806,löwe,løve,21
690,nachsicht,eftersyn,99
2703,bratensoße,sauce.,91
9035,preußen,preussia.,56
6475,unternehmer,iværksætter,66
2584,umarmung,kram,64
4946,wiederholt.,gentaget,60
14083,wichtig,vigtig,9
13661,mitte,middle.,15
9939,anwalt,jurist,40
155,schubkarre,trillebør,100
13599,ist zurückgekommen,vendt tilbage,11
10366,lesben,lesbisk.,44
10932,dreieck,trekant,39
4858,insoft.,aloft.,81
14033,denken,tænke,9
9158,äquator,ækvator,33
2109,erweitern,udvide,62
4286,heidentum,paganisme.,68
14371,bedeutsam,væsentlig,12
11258,schwein,svin,33
11035,fünfzig,halvtreds,38
13485,abstimmung,stemme,12
5911,seeufer,lakeside.,75
6280,jaspis,jasper.,71
3234,wecken,rouse.,80
13289,vorfall,utilsigtet hændelse,17
12037,albern,silly.,28
7488,einsendungen,indsendelser,48
13826,gewesen,været,5
13880,viele,mange,6
13332,sachen,ting og sager,19
4959,unbesonnen,ubemandet,80
14072,befehl,bestille,11
14181,dritte,tredje,10
14466,gesucht,ønskede,6
14039,jedoch,imidlertid,6
8847,tierkreis,zodiac.,57
69,kleriker,clerics.,71
3390,unfreundlich,uvenlig,88
1358,thesusus.,disseus,97
1570,transient,forbigående,94
4811,falsche darstellung,misrepresentation.,78
2747,westwärts,vestpå,33
6371,sperrstunde,udgangsforbud,68
2761,haslose,hatteless.,91
2770,subvention,tilskud,79
496,univell,univ.,99
2118,verzweifeln,fortvivlelse,89
11996,siegel,forsegle,25
12584,vater,far,26
7558,visa,visum,61
9912,wohn,beboelse,49
7485,tiefer,deeper.,65
2494,standhalten,modstå,89
10524,würfel,cube.,41
3633,schütze,sagittarius.,87
9416,schief,skewed.,50
2622,schlachtschiffe,battleships.,61
2198,spendensammlung,fundraising.,92
2515,kosaken,cossack.,83
2992,gedränge,scrum.,89
7288,rückstau,tailback.,64
13128,einführung,introduktion.,12
142,landbesitzer,landejere.,95
3081,subtrahieren,trække fra,64
10567,unnötigerweise,unødigt.,44
9811,erzählungen,fortællinger.,35
9112,kegel,cone.,53
5337,nadel,nål,72
13796,in,i,5
9756,menschheit,menneskehed,50
6466,ofen,ovn.,66
11487,verteidigen,forsvare,17
13507,verfolgen,trace.,16
5497,drüse,kirtel,72
12935,herzog,duke.,23
12839,frühling,forår,21
460,süchtig machend,vanedannende,27
8800,sender,broadcaster.,16
9427,gewachsen,dyrket,52
3218,überschall-,supersonic.,61
8527,kreaturen,skabninger.,50
12683,keyboards.,tastaturer.,24
9752,gesungen,sung.,50
2936,genosse,kammerat,67
12231,romane,noveller,17
11371,angemeldet,enlisted.,34
7615,einlächeln,smiler.,33
4876,zufällig,tilfældigt,72
5641,erarbeitet.,udtænkt,68
3498,kenntnisse,færdighed,76
10738,gemietet,hyret,33
12798,opposition,modstand,21
12512,aufpassen,ser på,15
12551,weihnachten,jul,28
5630,bemerkenswert,bemærkelsesværdigt.,29
3201,hege,hine,89
3715,geschirrspüler,opvaskemaskine,83
13147,hübsch,smuk,21
1730,wiederholen,redone.,95
13711,inseln,øer.,11
13193,handbuch,brugervejledning,20
1803,kuhhiler,cowherd.,95
6464,versteigerung,auktion,62
12339,n / a,na.,30
2006,tischler,tømrere.,50
4663,unvollendet,ufærdige,82
3310,summarisch,summary.,88
6102,muschel,musling,73
498,beweglichkeit,agility.,84
11993,ungültig,invalid.,32
12158,teufel,djævel,23
6452,skunk,stinkdyr,72
954,antease,antaeus.,98
10928,verhandlungen,forhandlinger,30
7859,zutreffend,til kommende,62
10972,stärkung,styrkelse,22
4445,vordergrund,forgrunden,83
8733,bogenschütze,bowman.,58
13830,auch,også,6
8860,abtei,abbey.,57
11433,ungeschlagen,ubesejret,38
8759,stürmer,angriber.,45
11788,ermordung,snigmord,30
13079,baum,træ,20
6556,versenkt,sunk.,71
664,zweifelhaft,iffy.,99
13165,turm,tårn,19
8087,halsband,krave,53
2019,aufwacht,vågnede,94
265,vernunft,fornuft,100
8088,verpfändet,pantsat,47
7739,längere zeit,et stykke tid,63
248,kalvarienberg,calvary.,100
13731,platz,plads,14
4792,oxidationsmittel,oxidant.,43
2203,gemahlin,consort.,90
1046,mieder,bodice.,88
172,vorteil,vantage.,100
6850,schimmel,mold.,60
10516,ahnungslos,intetanende.,44
7759,teig,batters.,43
1140,köder,baiting.,74
826,vermieter,udlejer,92
11013,pikett,piquet,40
8935,qualle,vandmand,56
9488,dschungel,jungle,50
14043,ausgabe,problem,9
9880,orientierungshilfe,vejledning,49
750,funktionsstörung,dysfunktion,90
13207,mehrheitlich,flertal,10
11797,unter tage,underjordisk,34
9125,hölzern,træ-,55
1421,zottelig,shaggy.,96
4086,patt,stalemate.,82
12246,haar,hår,30
9124,zurückgerufen,tilbagekaldt,33
9445,entführung,kidnapning,38
6318,gesäß,balder,70
11671,auswertung,evaluering.,31
8273,ureinwohner,aboriginal.,49
10396,früheste,tidligste.,45
10265,beobachtungen,observationer.,14
2022,platzhalter,pladsholder.,94
2718,mondlicht,måneskin,88
13627,richtig,passende,16
14065,hart,hårdt,9
12366,beispiele,eksempler.,12
10036,ungewagert,untagged.,48
10663,rache,hævn,43
10755,ehrlich,ærlig,42
3171,verkrüppelt,crippled.,76
3689,egal,glem det,87
9536,schlägerei,brawl.,51
4277,umgebungs,omgivende,83
4764,haarschnitt,klipning,79
3872,gleichnamig,eponymous.,85
5164,blumenkrone,corolla.,79
10615,anwesen,ejendom.,39
5267,choreographie,koreografi.,78
2786,kush,cushing.,89
1434,erwachen,vågen,94
3644,gemeinnützig,nonprofit.,87
2574,lohn-und gehaltsabrechnung,lønningsliste,90
6079,nicht zugelassen,disalloged.,68
11775,schlechter,værre,35
8172,darstellen,skildrer.,28
7902,verkräfte,hjert.,62
11130,ausmaß,grad,39
14268,nachfrage,efterspørgsel,24
6824,warnt nicht,wasnt.,69
9092,liebhaber,lover,47
665,verdanken,skylder,52
3118,rigs,rigge,58
7549,hochsommer-,midsommer.,65
14057,ändern,lave om,6
14089,begann,begyndte,12
12882,alpha,alfa,24
9802,überraschend,overraskende,25
345,anschnallen,belton.,100
1204,zuckerrohr,sukkerrør,98
1732,lizenzgebühren,royalties.,69
6919,raubvogel,raptor.,50
6862,luftspiel,airplay.,69
12878,arten,typer,8
1693,brechreiz,kvalme,96
6735,wels,havkat,69
14296,beendet,sluttede,9
12068,fließen,flyde,29
14335,großartig,store,10
12367,wahnsinn,sindssyge,24
14396,ansprüche,påstande,11
7115,empfangshalle,lobby,53
12717,schicken,sende,20
11830,betitelt,med titlen,10
