ID,DEUTSCH,ENGLISH,INTERVAL
2389,nachruf,obituary,85
13920,wo,where,8
14197,anlage,plant,19
5976,langeweile,boredom,75
2856,erstaunlich,astonishing,75
9969,verschoben,shifted,21
14256,anrufe,calls,10
520,unberücksichtigt,unaccounted,96
251,taumeln,tumbling,74
14140,wahrscheinlich,likely,5
7891,amoklauf,rampage,62
3837,klappern,cag,87
12687,eisen,iron,23
5458,hochburg,stronghold,69
13803,sei,be,5
8747,die heimat,homeland,58
14149,einzel,single,11
8715,glücksspiel,gambling,45
5025,katalanisch,catalan,80
2508,vierzehn tage,fortnight,90
13173,sekundär,secondary,21
14491,kaufen,purchase,30
12568,kreislauf,cycle,21
5828,zwingend,compelling,58
3399,demontiert,dismantled,73
8669,billig,cheap,59
3008,stilisiert,stylized,89
14268,nachfrage,demand,24
9177,erdbeere,strawberry,54
10027,flüchtling,refugee,32
9446,hintern,butt,45
12427,gewählt,chosen,29
7391,ruhe in frieden,rip,48
13151,vorauszahlung,advance,14
11375,angehen,tackle,29
12188,grat,ridge,31
11521,fünfundvierzig,fortyfive,37
4128,abschlussball,prom,84
3543,halskrause,ruff,84
7037,lösung,resolving,24
2703,bratensoße,gravy,91
350,klopfer,loon,99
11399,wachstum,growth,38
12833,stahl,steel,24
10513,gerüchte,rumours,39
6537,kühlgebiet,coolidge,72
7090,impfung,vaccine,58
2972,flieger,airman,90
14521,kredite,loans,46
12993,mitarbeiter,staff,23
3194,gewebe,tissues,54
8039,sonnig,sunny,46
8652,muhen,moo,59
13207,mehrheitlich,majority,10
14375,fähigkeit,ability,27
9234,weizen,wheat,55
3479,neu veröffentlicht,reissued,71
2421,totschlag,manslaughter,92
7659,vergessenheit,oblivion,65
14461,nimmt,takes,5
657,mammutbaum,sequoia,97
2423,berichtenswert,newsworthy,92
9056,mosambik.,mozambique,57
9680,wesen,quiddity,51
8121,delegieren,delegate,30
4313,hausierer,hawker,84
6739,seekuh,manatee,70
12974,bälle,balls,12
2373,vergeltung,retribution,91
14321,sprache,language,12
6272,heuschrecke,grasshopper,71
2965,windhund,greyhound,73
712,ungeschrieben,unwritten,99
546,überfällig,overdue,99
3612,lautmalerei,onomatopoeia,88
10329,durchsuche,browse,41
5661,bogenschießen,archery,77
12426,milch,milk,29
11032,streng,strictly,41
10793,vorbereitend,preparatory,43
3234,wecken,rouse,81
13419,frühere,prior,18
10669,redaktionell,editorial,39
8898,tasten,buttons,8
852,inkl,inclement,99
2050,sprengkopf,warhead,79
13872,weil,because,8
11519,blitz,flash,34
9120,stift,pin,45
6083,mahlzeit,meal,63
7280,anwenden,dev,67
37,vergewaltigt,raping,38
3365,unterbrechung,interruption,47
992,glanz,gloss,88
11530,abgerufen,retrieved,32
2139,notlage,plight,94
9817,magier,wizard,37
6957,heimlich,stealth,69
10882,begannen,begun,42
7850,grausamkeiten,atrocities,60
14306,freigegeben,released,10
8830,unverändert,unchanged,57
9463,kocher,coe,53
2400,testamentsvollstrecker,executor,90
6860,sich befinden,resides,22
4170,stulpe,gauntlet,84
13675,hell,light,13
2342,nudeln,noodles,68
4161,mein alles,myall,85
11506,durchmesser,diameter,37
13985,öffentlich,public,10
10916,kupfer,copper,42
11884,umgebung,environment,33
506,nachrichtensendung,newscast,87
2611,chiffre,cipher,89
10050,herbst,autumn,48
5344,wilde katze,wildcat,38
6947,treue,allegiance,68
5256,kaiserin,empress,78
4059,am bord,onboard,85
8229,maßgebend,authoritative,60
1009,unpraktisch,impractical,97
7790,puppe,doll,47
2017,gekritzel,doodle,92
12049,kkk,ck,33
13178,länge,length,19
1742,unansehnlich,unedited,95
7247,brüllend,roaring,55
4475,narbengesicht,scarface,83
3244,schnappen,nab,87
4277,umgebungs,ambient,84
6665,einfall,incursion,62
8055,griff,coulter,62
3094,beginnend,commencing,39
991,bend.,benn,93
12001,bezahlt,paid,33
4332,tierarzt,veterinarian,79
1011,abgeschnitten,cutoff,98
5083,käsekuchen,cheesecake,80
5679,senf,mustard,76
12880,in der tat,indeed,24
692,unglück,infidels,82
4089,klebrig,sticky,85
10678,versprechen,promise,29
14049,jüngste,recent,5
12688,dinkel,spelled,16
50,auszeichnungen,accolades,91
11109,baden,swimming,37
14395,reduzieren,reduce,21
8045,wonne,bliss,62
5394,unlogisch,illogical,77
5641,erarbeitet.,devised,69
14303,tatsache,fact,8
12175,ehefrau,wife,32
1516,rennstrecke,racetrack,95
8636,vielfraß,wolverine,37
703,taschenlampe,flashlight,95
6,stolpern,stumble,62
11802,kapazität,capacity,34
7393,porträtieren,portray,40
8942,zerstörerisch,devastating,43
6259,geschworen,sworn,74
7482,abrüstung,disarmament,66
2364,vervierfachen,quadruple,88
3941,spähen,peek,83
783,probieren,prob,98
3598,hochgestellte,superscript,85
11636,vergleichen,compare,13
10524,würfel,cube,42
6738,prämie,premium,68
10494,anteil,proportion,39
8901,zahn,tooth,55
10326,am nächsten,closest,46
4847,gleichnis,simile,82
13,zuwiderhandlung,contravention,100
4048,nussschale,nutshell,85
3179,reinheit,purity,89
5745,wiedereröffnet,reopened,65
4000,supermacht,superpower,77
1510,gangart,gait,96
6770,mangel,shortage,58
12392,scheiße,fuck,25
5886,unterscheidet,distinguishes,32
7526,tauchen,dive,42
12644,ärger,trouble,24
8158,auslaugen,leach,61
7725,zahlung,payment,54
12914,leser,reader,12
2859,belüftung,ventilation,86
6189,heutzutage,nowadays,74
3653,ordentlich,orderly,87
14296,beendet,ended,9
3937,absteigen,descend,42
9273,entwaldung,deforestation,54
12843,pfanne,pan,25
562,ausläufer,foothills,77
22,lippenstift,lipstick,100
4557,parieren,parry,80
2303,ablenkung,deflection,64
474,häufigkeit,prevalence,68
4279,scheinwerfer,spotlight,83
343,therma.,thermite,100
12872,verlieren,lose,15
12485,reduziert,reduced,21
12701,froh,glad,26
11010,antenne,aerial,41
6475,unternehmer,entrepreneur,67
2451,gelacht,laughed,43
7044,wund,sore,63
8602,hundertjährig,centennial,57
10248,feindlich,hostile,36
6709,mittelfeld,midfield,58
7223,verbinder,connector,64
10355,betonen,stress,39
6726,beschworen,summoned,58
7939,mischen,mixing,23
517,prekär,precarious,96
8104,bilde,pics,40
2728,sauerkirsche,morello,91
13932,trotzdem,still,9
9668,knöchel,ankle,50
9612,kompliziert,complicated,44
6444,hausmeister,caretaker,71
4829,gesandte,envoy,78
8847,tierkreis,zodiac,58
13201,geliehen,borrowed,20
649,halbfinalist,semifinalist,99
3480,eingreifen,intervening,51
13573,häufig,often,16
9071,kroatisch,croatian,56
8870,nicht bewusst,unaware,57
8373,bernstein,amber,61
2593,unausstehlich,obnoxious,90
14269,aktien,stocks,29
11630,kohl,cole,34
2494,standhalten,withstand,89
5500,einstreichend,interdiction,74
5399,sperma.,cum,78
4666,gezündet,ignited,60
6021,unwillkürlich,unwilling,75
11647,vorabend,eve,36
9302,eindeutig,undid,54
2617,gelingt es,succeeds,92
11282,grob,roughly,38
7265,konkurs,bankruptcy,66
3556,übergeordnet,outgained,82
6383,säubern,purge,63
3780,verschlechtert,deteriorated,65
7931,kokosnuss,coconut,63
4382,verwandtschaft,kin,83
4437,färber,dyer,82
7106,hufeisen,horseshoe,67
4683,boni,bonuses,82
9232,platzen,burst,50
9248,erfindung,invention,35
4422,unfähig,incapable,83
6291,unterdrücken,suppress,44
2249,pok,poz,94
8436,fähigkeiten,abilities,27
2805,härter,tougher,91
1025,no.,nar,98
9686,vati,daddy,51
3184,begriffe,notions,50
8167,teilnehmer,entrants,56
13757,süd-,southern,14
5490,strauß,ostrich,77
426,kirchturm,steeple,100
14190,entweder,either,9
9062,flasche,bottle,45
14095,durchschnitt,average,12
12956,jährlich,annual,22
10378,hexe,witch,43
9907,verklagt,sued,27
4469,schmuck,jewelry,83
9705,still,stalled,42
14466,gesucht,wanted,6
658,intant,extant,99
1187,brechung,refraction,86
11394,kammer,chamber,31
8306,gepaart,paired,25
14518,ertrag,yield,42
1491,wahrheitsgemäß,truthiness,96
498,beweglichkeit,agility,85
1986,nicht explodiert,unexploded,95
3461,glasiert,glace,88
12197,schläger,bat,12
6982,weicher,softer,69
41,biss,verbiage,100
2838,hoffnungslos,hopeless,89
1013,dominant,bossy,98
1640,abdruck,reprint,68
1432,naviglust,nav,96
13038,arbeit,job,20
14023,anders,different,10
3297,verworfen,discarded,73
9199,sternchen,asterisk,53
5933,gesichts-,facial,76
1279,punktiert,punctured,69
3183,list,ruse,89
963,täuschung,delusion,88
13609,daher,thus,16
13345,üben,practice,15
11860,labyrinth,warren,34
7493,dusche,shower,52
1046,mieder,bodice,88
14152,paket,package,24
13181,gehört,belongs,14
2433,torf,peat,93
13963,eigen,own,8
10401,spielzeug,toy,40
11580,sieger,victor,35
4697,gelächte,schultz,81
5955,fehle,feely,76
13532,vorher,previously,16
14441,liefern,supply,22
9149,geritten,ridden,56
10572,zorn,anger,41
9696,regal,shelf,51
10183,unsicher,unsure,47
314,windmesser,anemometer,100
4676,pirol,oriole,36
1340,gegenangriff,counterattacks,62
6016,stöcke,sticks,27
6194,durchmachen,undergo,52
9017,nagel,nail,34
11527,maut,toll,36
2854,erkennen,discern,79
10929,liegeplatz,berth,38
9609,linme,lineman,52
4168,essig,vinegar,85
8419,rübe,turnip,61
3585,stirn,forehead,87
4791,nicht ertragen,unearned,82
2720,anbringung,incendiary,88
4064,rowdytum,hooliganism,66
14463,versuchen,try,7
13417,erwähnt,mentioned,12
7392,metzger,butcher,62
13233,halb,semi,20
13627,richtig,proper,15
14036,heim,home,9
7591,überfüllt,crowded,22
2505,behaart,hairy,92
12969,verzögern,delay,8
4053,bildlich,pictorial,84
5856,löffel,lea,75
11119,fische,fi,40
8496,uhrwerk,clockwork,60
2262,fächer,afar,94
14411,arbeitsplätze,jobs,20
5837,kapsel,capsule,65
531,zaunkönig,wren,97
8838,tapfer,brave,27
2238,sarfach,carfax,94
2234,tramper,hitchhiker,87
4251,steinbrech,saxifrage,84
9998,verrückt machen,madden,49
3393,slowenisch,slovenian,88
6061,verlängert,prolonged,68
1539,mit einem magnon,magnon,96
8537,walfänger,whalers,59
10944,geburtstag,birthday,39
1660,karpfen,carp,85
13742,junge,boy,12
2012,alltäglich,commonplace,94
6804,lorbeer,laurel,69
7698,karbunkel,carbuncle,64
2335,förderlich,conducive,93
3530,kalb,calf,88
13797,für,for,5
7012,polsterung,padding,47
1462,stimmungsvoll,tremendously,58
8399,sonnenuntergang,sunset,60
13590,mangelnd,lacking,13
12876,größte,greatest,25
7892,verbündete,ally,22
14044,preise,rates,8
2475,gitter,lattice,88
14423,vorgeführt,presented,12
7875,reinigung,cleansing,60
7504,hypothek,mortgage,63
12015,wanderung,rambling,32
4093,holländer,dutchman,85
9018,in auftrag,commissioned,23
5023,im uhrzeigersinn,clockwise,80
299,gebündelt,bundled,79
11913,bauernhof,farm,28
12299,gelände,grounds,14
11084,bergbau,mining,20
12120,pfad,trail,22
10807,aufheißen,behalf,43
11660,verschmelzen,merge,22
355,wiedergeboren,reborn,100
4019,rauchig,smoky,85
990,woll-,woolf,98
2360,adlerfarn,bracken,91
2676,gestürzt,overthrown,92
3879,draufgänger,daredevil,83
1838,kursiv,italicized,90
11872,freiwillige,volunteers,20
1688,flusskrebs,crayfish,96
2478,specht,woodpecker,92
1671,mandarinen,tangerines,79
9882,rahmen,framework,49
3910,straßenrand,roadside,86
13975,zweite,second,8
4792,oxidationsmittel,oxidant,44
5879,vitrine,showcase,61
12121,rätsel,enigma,32
6852,demobilisierung,demobilization,58
13467,erlaubnis,permission,17
4960,erheblich,vastly,81
3942,ausgenutzt,exploited,46
2563,eber,boar,92
10662,ständig,constantly,44
10037,wahrgenommen,perceived,45
3099,entführte,hijacked,55
1693,brechreiz,nausea,96
7944,staubig,dusty,63
12875,geruch,scent,24
12166,falsch verpelte,misrepresenting,27
9537,abendessen,dinner,52
10674,ersatzteil,spare,40
3002,werkzeugkasten,toolbox,90
7560,pate,godfather,64
6569,vernachlässigt,neglected,60
11376,mindest,min,37
135,vanillepudding.,custard,100
10194,unterteilung,subdivision,45
3573,wange,cheek,77
8920,grippe,influenza,57
4187,amsel,blackbird,84
4738,beil,hatchet,82
8324,leitung,conduit,61
11967,dh,ie,33
9256,schmerzhaft,curt,55
121,stärke,starch,97
4303,unersetzlich,irreplaceable,83
12886,auswirkungen,effects,12
13044,bedeutung,significance,12
6705,ein land,aland,71
3092,ventile,valves,51
11120,anerkeuner,carey,40
9507,dämmig,dubious,53
3594,überlappend,overlapping,61
14099,geben,give,9
8840,interpunktion,punctuation,53
10745,kongress-,congressional,43
8817,übertrieben,og,58
10556,eingeschränkt,restricted,20
11069,roh,raw,40
1273,edelstein,gemstone,91
13278,klopfen,pat,18
3254,granat,garnet,89
8550,zuflucht,refuge,59
586,unzensiert,uncensored,99
1097,aufseher,warden,94
2487,körperlich,bodily,92
450,frager,asker,100
3229,hyäne,hyena,89
13828,um,about,5
7634,posaune,trombone,64
11397,gefolgert,inferred,35
2511,donnernig,dungy,92
4590,fehlgeleitet.,misguided,82
8811,leber,liver,58
12186,quecksilber,mercury,31
9646,feuerwerk,fireworks,50
14196,länder,countries,10
7422,ungewohnt,unfamiliar,66
14134,änderungen,changes,6
2458,verrücktheit,craze,87
7615,einlächeln,smiles,33
6085,schwerste,heaviest,75
12408,abhalten,deter,29
1488,geschichtsschreibung,historiography,96
30,greetten,greaves,100
14332,erreicht,reached,12
8244,last,burden,59
4620,häftlinge,detainees,74
2685,schöpflöffel,dipper,91
3247,grüßen,grosso,89
684,schiedsrichter,refereed,27
10228,gemütlich,comfortable,34
11219,bred,br,39
10756,krieger,warrior,28
5285,schintoismus,shinto,79
7192,anstand,decency,68
13395,farbe,color,15
11312,versteckt,hidden,38
43,wähl-,dialling,99
6746,möbel,furniture,71
8122,zugegriffen,accessed,10
203,fußarbeit,footwork,100
12113,dame,lady,25
6206,überschütten,overshadowed,69
13732,niedrig,low,14
11553,schwerer,harder,37
12237,erdkunde,geography,31
1878,verstopft,toppled,81
13895,runter,down,11
778,nachgelassen,subsided,80
6763,erlösung,salvation,70
10202,das erntedankfest,thanksgiving,47
6151,schützend,protective,12
5816,vermeidet,avoids,7
11849,gaffell,cornell,34
5116,keim,comp,79
2468,gezüchtet,fated,43
5830,verschluss,breech,62
5885,aussetzen,suspend,27
1919,wandgemälde,mural,89
9752,gesungen,sung,51
9600,schimpfen,rant,44
232,abgewiesen,defied,77
13915,dein,your,5
6358,luftraum,airspace,73
13693,liebe,love,14
11627,warten,waiting,18
8542,änderungen.,modifications,44
8564,unvermeidlich,unavoidable,59
7039,gegenstücke,counterparts,54
9430,aufregend,exciting,38
138,verstohlen,furtive,98
12336,einwanderung,immigration,26
13774,spät,late,13
10307,piepen,poe,46
11023,hervorhebung,emphasis,41
959,tapferkeit,valour,98
9546,hungersnot,famine,52
13979,gefunden,found,7
2376,ermitteln,ascertain,82
11881,kasse,cash,34
13581,indisch,indian,14
5327,not,distress,68
4233,irren,err,84
2146,rückgängig gemacht,undrafted,94
6601,melodien,tunes,42
3698,nach unten,downward,50
4447,schleichen,creep,71
9891,feiertage,holidays,32
11491,eingang,input,36
4752,unverfrorenheit,audacity,82
8168,erhitzt,heated,23
9455,three,throws,23
10101,angezogen,dressed,30
3851,verkreuzung,thwarted,75
5657,zufriedenstellend,satisfactory,77
1551,meckern,engle,93
1272,zweifellos,tweaked,70
7511,staatsanwalt,prosecutor,55
12038,becken,basin,32
13469,ermöglichen,allow,11
13019,erklärt,declared,17
13759,vertraut,familiar,13
10792,geliebte,beloved,43
4225,zustrom,influx,84
3371,höhnisch,haggard,88
12930,bleiben übrig,remain,12
408,tortur,ordeal,100
14212,gebühren,charges,18
9652,vorausgesehen,anticipated,42
6887,fangemeinde,fandom,70
2107,kreuzfeuer,crossfire,94
3493,funkeln,twinkle,88
4876,zufällig,coincidentally,73
10895,miliz,militia,39
12720,pferd,horse,23
12295,dienstplan,roster,28
9520,suche,quest,51
4001,vergoldet,gilded,85
13239,brasilien,brazil,20
10575,schwören,swear,42
880,halogenid,halide,96
3955,akkord,chord,75
13925,während,while,7
2247,wertigkeit,valence,94
9319,studieren,endorse,35
1900,buckel,hump,89
4572,bevölkerung,populace,83
4372,spule,coil,81
12151,inländisch,domestic,31
4497,guatemaltekisch,guatemalan,81
12814,geschätzt,estimated,20
6907,schmiere,goo,69
7034,lösungsmittel,solvent,62
9112,kegel,cone,54
11168,ausrede,excuse,38
3374,gerahmt,framed,28
1768,ostwärts,eastwards,55
7778,schnauze,muzzle,63
13713,meer,sea,14
6296,lebensstil,lifestyle,67
13824,mehr,more,5
9083,wolkenkratzer,skyscraper,52
10693,rechtfertigung,justification,41
1248,hinter den kulissen,backstage,97
11101,rein,pure,34
12962,lage,location,11
11471,verkaufen,sell,25
553,preiswert,inexpensive,98
14073,möglich,possible,8
13891,machen,make,5
13566,heute,today,16
11197,taktik,tactics,22
3862,lustig,jolly,86
12452,verbreitung,spread,26
13113,strand,beach,21
12649,palästinensisch,palestinian,24
10042,bewältigen,cope,47
9387,schlinge,crewer,53
9414,belästigung,harassment,31
2271,folder,folsom,94
3792,turnieren.,turing,87
4668,adel,nobility,82
4244,arbeitsplatz,workplace,84
9753,anständig,decent,50
5972,waschbecken,sink,56
3844,krisen,crises,87
8226,mekka,mecca,62
277,limousine,sedans,53
6325,unternommen,undertaken,73
8985,durchdacht,elaborate,49
2622,schlachtschiffe,battleships,62
9654,bote,messenger,50
1329,wasserspeier,gargoyle,94
5146,lagune,lagoon,79
6286,jod,iodine,73
3562,beenden,breakup,85
6339,unveröffentlicht,unreleased,73
12477,tschechisch,czech,28
12913,reihe,row,22
2379,mach weiter,goon,86
13687,schlecht,bad,15
7126,flüchten,fleeing,49
8139,schleudern,skid,59
12946,auswählen,selecting,13
9602,sechzig,sixty,47
13956,ein anderer,another,7
5388,bemühen,endeavor,71
9992,stipendium,scholarship,47
2940,verschieben,defer,65
7886,übertroffen,exceeded,42
12799,uhr,clock,24
12221,könnte nicht,couldn,31
1546,pater,padre,48
7986,betäubt,stunned,48
13456,unerwünscht,unwanted,17
13443,schön,nice,17
5892,verdienstvoll,meritorious,76
4126,rezept,recipe,76
7136,ergeben,yielded,42
6884,kunststück,stunt,62
13122,sterne,stars,11
5380,düster,dismal,78
3470,motorhaube,bonnet,79
8635,kröte,toad,58
4519,überlauf,overrun,75
8082,uneinheit,una,62
13887,zwischen,between,9
361,fußstapfen,footsteps,99
631,ungeschnitten,uncut,99
4642,unglücklich,unlucky,83
7828,stativ,tripod,63
8113,nahkampf,melee,61
2731,donnernd,thunderball,91
688,allgegenwärtig,ubiquitous,99
12459,gehhilfe,walker,29
9869,eule,owl,41
1542,gelehrter,savant,96
13082,administrator,admin,22
13166,zug,train,12
5882,komprimiert,compressed,49
11928,außerordentlich,extraordinary,34
14335,großartig,great,10
10920,erwachsene,adult,38
14206,fragte,asked,6
3905,ratifizierung,ratification,86
14133,leben,life,12
13534,meinung,opinion,12
1798,verführung,seduction,91
7461,ferien,vacation,52
13647,lebend,live,9
3581,wochentage,weekdays,69
1906,streiche,pranks,64
13139,morgen,morning,21
10766,beton,concrete,43
1887,still stehen,standstill,95
6657,malaiisch,malay,63
7627,drucker,printer,60
21,herzensbrecher,heartbreaker,78
11260,lehm,clay,39
1004,schwertfisch,swordfish,98
9754,werkstatt,workshop,47
7351,leuchtenden,shining,55
6409,erlös,proceeds,73
10673,klammer,bracket,30
6856,datumsgrenze,dateline,70
8784,raumfahrzeug,spacecraft,58
10776,sich vorstellen,imagine,35
1810,langjährig,longstanding,95
3318,einbehalten.,withheld,89
2414,zahnbürste,toothbrush,93
8743,zart,tender,52
10866,ablehnen,decline,17
10514,gekauft,purchased,30
6752,abstand,leadoff,71
7022,dirigent,conductor,66
14122,inklusive,includes,7
11157,einkommen,income,37
1734,doof.,goof,84
3805,zähmen,tame,73
1350,meerwasser,seawater,97
12360,schnee,snow,30
14120,ort,place,7
182,klappe,flap,90
3486,angereichert,enriched,72
3296,wohnwagen,caravan,85
12389,voreingenommenheit,bias,30
7642,auftakt,prelude,63
13224,sonne,sun,19
6495,lineale,rulers,55
4408,scheitel,vertex,84
6238,erholsam,recreational,35
12420,jemand,somebody,29
1601,drehbank,lathe,96
14418,gezeigt,showed,8
3171,verkrüppelt,crippled,77
2961,vorfahr,ancestor,72
12312,weltweit,worldwide,30
9830,krähe,crow,46
9965,glücklicherweise,fortunately,35
3088,mixer,blender,89
9930,fähre,ferry,41
3182,verwischen,blur,78
6780,vorarbeiter,foreman,70
9064,sucher,seeker,54
9702,schuh,shoe,38
14427,antwort,response,13
14329,aufladung,charge,18
2575,milizsoldaten,militiamen,92
913,wohnheim,dorm,88
5600,damit nicht,lest,63
4586,besuchen,walkover,82
7844,pfeifer,piper,61
10856,süssigkeit,candy,42
1839,versteift,stiffened,91
4083,schneemobil,snowmobile,83
3669,betrug,scam,83
12000,rosa,pink,33
9432,gälisch,gaelic,53
9881,zusammenschluss,merger,48
14354,frauen,women,13
3960,gerecht,righteous,86
10163,kommunizieren,communicate,10
2509,armbrust,crossbow,92
12832,wirtschaftlich.,economic,21
9737,nocken,cam,44
11329,siebzehnten,seventeenth,38
3418,forstwirtschaft,forestry,88
11254,fallschirm,parachute,38
13355,fast,nearly,19
28,beugung,diffraction,100
1140,köder,baiting,75
3224,entmilitarisiert,demilitarized,86
12227,geburt,birth,16
8485,steinwand,stonewall,59
6505,zyklisch,cyclic,71
11747,zwanzigeth.,twentieth,35
6998,lutscher,lollipop,68
407,irregeführt,misled,100
8028,kippe,fag,57
11600,vorschriften,regulations,28
2756,unterdrückung,oppression,71
3294,brötchen,bun,59
3697,sekte,sect,82
12117,grafik,graphics,19
6859,beschäftigt,employs,26
11337,scheisse,shit,38
38,pferde-,equine,99
4086,patt,stalemate,83
795,schmackhaft,tasty,98
11764,in der nähe,nearby,35
5831,aufbohrt,auf,76
6048,franzose,frenchman,75
9781,dreieckig,triangular,50
1687,unvorbereitet,unprepared,96
13692,laufen,running,9
13811,hat,has,5
12187,gipfel,summit,31
11946,ausgedrückt,expressed,18
7516,barock,baroque,66
4246,schüttler,shakers,76
6594,ruß,soot,72
11558,hülse,shell,30
7992,verbrauch,consumption,62
6977,geknallt,popped,23
1212,meine güte,gosh,98
7705,siedler,settlers,61
14501,behörden,authorities,11
8541,kreise,circles,31
8818,schlagzeuger,drummer,56
4316,unbeholfen,clumsy,83
5330,erinnerungen,memoirs,71
10458,einspruch,objection,14
7379,sektoren,sectors,37
3756,ochse,ox,87
1740,ärmer,poorer,95
6912,qual,qu,69
376,pseudowissenschaften,pseudoscience,100
13215,folge,episode,15
9008,erweiterung,extending,22
5366,aufgeschlossen,outgoing,79
6192,gelöscht,erasing,35
14069,gesetz,law,9
10702,fass,barrel,39
4499,bewerter,raters,81
7466,nachlass,inheritance,47
13877,mai,may,5
3891,korpel,cor,86
1068,berauscht,intoxicated,79
3185,feigling,coward,81
3638,belegschaft,workforce,88
9529,bad,bath,46
4102,schneefall,snowfall,85
3302,trauerfall,bereavement,87
4350,hintergründe,backgrounds,21
1828,prägung,coinage,95
10680,urteil,ruling,9
4249,minensuchboot,minesweeper,80
5291,liverpooler,scouse,79
334,unehrlichkeit,dishonesty,99
13332,sachen,stuff,19
9597,stehlen,steals,36
11758,erwärmen,warming,27
1662,ritterlichkeit,chivalry,96
7154,unmittelbar bevorstehend,imminent,67
6387,weltlich,secular,64
13247,griechenland,greece,20
449,linienrichter,linesman,100
12498,glück,luck,28
3877,gleiten,gliding,76
9490,eng,narrowly,53
7434,akzent,accent,59
13571,verschiedene,various,16
11960,kaiserliche,imperial,29
13114,treiber,driver,15
665,verdanken,owes,53
13379,pistole,gun,15
5369,gegenoffensive,counteroffensive,70
11702,ungenau,inaccurate,35
12129,angenommen,adopted,25
11343,erneut veröffentlichen,repost,38
6125,geistlos,mindless,74
10220,sünde,sin,40
14110,kam,came,12
13680,bisschen,bit,14
7175,gattung,genus,67
9949,umgeben,surrounded,29
9632,umfaßt,comprises,28
9873,wohl,arguably,48
6385,schnellstmöglich,asap,73
8620,tinte,ink,54
9409,bohrturm,derrick,53
6867,verachtung,disdain,68
12132,kante,edge,27
9185,göttin,goddess,54
4879,söldner,mercenary,63
13021,teuflisch,evil,22
13066,verletzt,injured,21
5863,umstrukturierung,restructuring,64
9157,drehbuch,screenplay,55
6416,streit,strife,72
11495,kopflos,headless,37
3591,gottesanbeterin,mantis,88
6898,geister,ghosts,35
8050,gelee,jelly,62
9382,schlagzeug,drums,33
716,eingehende,inbound,87
10469,kanäle,channels,19
11925,berechnet,charged,18
10728,vorhergesagt,predicted,28
14432,versicherung,insurance,17
7260,hoden,testicle,65
4223,schattiert,shaded,50
9335,auf halber strecke,halfway,54
640,voltung,volution,95
14514,geschrieben,written,11
9276,spritzen,splash,54
5778,frech,naughty,76
9834,freundschaft,friendship,49
861,repariert,redacted,95
3210,riesig,gigantic,80
8257,tierwelt,wildlife,62
13940,einschließlich,including,7
1730,wiederholen,redone,95
6240,geographisches positionierungs system,gps,18
6619,verfassung,conscription,63
14181,dritte,third,10
10309,begleitet,accompanied,22
4480,ausgeglichen,equalised,77
423,dramatiker,playwright,98
7169,erholt,rebounded,31
12937,reicht aus,sufficient,19
11050,kapitel,chapter,36
14403,bald,soon,11
6846,ich k,ik,70
6321,erzherzog,archduke,71
13165,turm,tower,19
10087,sturm,gale,45
7159,ermüdung,fatigue,65
5270,strg,ctrl,79
13505,schiedsverfahren,arbitration,17
10733,nachbarschaft,neighborhood,38
14465,verband,association,12
3807,brennen,burnside,87
12566,auf zu,onto,28
6735,wels,catfish,71
10954,umrissen,outlined,35
12084,zusammengesetzt,composed,26
3402,egge,harrow,86
10139,gewöhnliche,ordinary,48
7631,bucht,cove,65
7862,nicht mögen,dislike,57
10949,unruhe,unrest,41
10917,lieferung,delivery,38
7962,schilblähig,scholarly,63
13127,giftig,goes,21
12509,zehntel,tenth,27
13918,aktie,share,7
10533,schnittstelle,interface,43
13565,füllen,fill,14
8761,silizium,silicon,56
12538,verbraucht,spent,28
3868,ungelöst,unresolved,86
2401,verletzungen,infractions,81
187,nebenfluss,tributary,92
1287,unentschieden,undecided,95
2862,aromen,flavors,52
9037,anspruchsvoll,demanding,24
6917,vingelt,vin,69
12868,norwegen,norway,25
13914,sein,being,5
14225,hauptsächlich,main,9
2781,beifall,applause,91
10813,wien,vienna,43
10269,hässlich,ugly,43
13058,kommt,comes,9
10747,rechtsanwalt,attorney,40
1655,pickel,pimple,96
10612,verfahren,procedure,34
8967,stimmung,mood,57
6697,euch,yourselves,71
7593,keller,basement,64
4551,von dort,thence,83
10615,anwesen,estate,40
7920,zuschauer,viewer,39
6149,auferstanden,risen,74
1406,verspätet,belated,96
8742,zerstört,demolished,55
5603,kreuzer,cruiser,73
9995,purpurrot,crimson,49
5131,filisch,folic,80
5472,erläuternd,explanatory,78
14001,wenige,few,7
3858,verrotten,rot,81
14294,auto,car,11
10504,feier,celebration,23
14157,voll,full,11
6288,neugier,curiosity,72
554,neblig,foggy,99
3383,kriechen,crawl,70
3102,schrumpfen,shrink,75
6225,kesselmacher.,boilermakers,72
12982,anfänglich,initially,15
12866,zapfen,ca,25
5190,gaspedal,throttle,75
6614,jederzeit,anytime,71
8302,aussagen,utter,56
7745,verlies,dungeon,47
5827,schluss,concludes,28
5809,medaillengewinner,medalist,61
7199,polizist,policeman,68
13261,enzyklopädie,encyclopedic,20
8307,regenschirm,umbrella,60
10127,achtzeitig,awm,48
9197,hummel,bumblebee,55
1978,perfe.,peart,95
10628,lehren,teaching,34
13942,satz,set,11
4662,überdosis,overdose,78
3883,gewissen,conscience,86
14235,erlaubt,allows,11
7179,chaotisch,messy,67
9214,klinge,blade,47
10663,rache,revenge,44
