ID,DEUTSCH,ARABE,INTERVAL
2342,nudeln,المعكرونة,64
13618,plaudern,دردشة,12
6465,caracas,كراكاس,69
11935,physik,الفيزياء,7
12483,anmut,نعمة او وقت سماح,23
2640,malz,شراب الشعير,88
9534,reifen,إطار العجلة,34
3797,kolibri,الطائر الطنان,83
13320,sicher,المؤكد,15
5961,streißig,جثم,71
3311,propst,قاسم,87
12388,layout,نسق,25
7418,zwillinge,توأم,62
1569,varuna,فارونا,94
12333,widerstand,مقاومة,21
12913,reihe,صف,18
6969,paisley,بيزلي,65
13067,bruder,شقيق,12
14065,hart,صعب,8
10781,linemen,البناء,38
12960,golf,خليج,19
6555,gehirnerschütterung,ارتجاج في المخ,65
10740,kingston,كينغستون,38
10568,wiederholung,اعادته,33
9874,realisieren,تدرك,36
4837,kühlschrank,ثلاجة,64
12306,palästina,فلسطين,25
3412,sperrholz,الخشب الرقائقي,86
7084,sachsen,ساكسونيا,64
1585,boogie.,البووجي,94
12977,observatorium,مرصد,19
12637,programmierung,برمجة,11
8878,bono.,بونو,53
4121,gepflastert,مرصوف,61
3736,snack,وجبة خفيفة,74
3512,fermentation,التخمير,80
8733,bogenschütze,بانمان,54
11912,willie,ويلي,25
11016,vista,مشهد من خلال,37
12341,erinnerung,ذاكرة,13
11577,prominent,مسطحة,27
6558,disziplinär,تأديبي,68
7381,praktisch,مفيد,62
7061,lambert,لامبرت,65
2187,chai,تشاي,91
13593,dave,ديف,12
10364,beleidigung,إهانة,22
10761,haustier,حيوان أليف,35
9233,bisexuell,ثنائي الجنس,43
14461,nimmt,يأخذ,5
8061,aß,أكل,58
3089,kasper,كاسبر,88
3096,punta,بونتا,88
7783,raphael.,رافائيل,61
2399,synchronisiert,متزامنة,68
41,biss,verbiage.,100
13021,teuflisch,شرير,18
14385,vermögenswerte,أصول,38
13327,bewegung,حركة,14
4277,umgebungs,محيط ب,81
6147,reparationen,تعويضات,66
4808,acre,فدان,48
5971,lebewohl,توديع - فراق,70
572,reptilien-,زاحف,99
6053,deborah,ديبورا,71
12654,würde nicht,ويل,22
2771,kline,كلين,88
13610,wort,كلمة,9
5797,halbleiter,أشباه الموصلات,69
10773,donovan,دونوفان,38
9915,dover,دوفر,45
5139,dabbler.,الهاوي,77
252,parlamente,البرلمانات,17
14179,verdienste,الأرباح,14
11878,portland,بورتلاند,29
4016,magma,ماجمة,83
182,klappe,رفرف,88
7887,aero,ايرو,60
6349,tacoma,تاكوما,69
13001,massaker,مذبحة,18
13461,kürzer,أقصر,14
2196,rochelle,روشيل,91
757,gawain,كوين,98
7611,entfesselt,العنان,58
6661,hämophilie,سيولة الدم,67
3985,geein,جينم,83
13360,tiger,النمور,12
8824,händler,تاجر,48
6544,kurier,التوصيل,66
4371,nachteil,غير مؤات,66
320,tracer,التتبع,97
12526,geantwortet,وردت,11
2007,phosphorisch,فوسفوري,87
10760,saft,عصير,38
4491,hysterie,هستيريا,80
733,flankierer,فورنر,96
2053,niesen,العطس,85
6887,fangemeinde,فندوم,66
5525,rückzug,تراجع,32
1624,bronchitis,التهاب شعبي,94
5141,roche,روش,77
670,holm,هولم,35
615,mota,موتا,99
5469,gegründet,تغيير حجم,66
7345,solidarität,تكافل,63
9248,erfindung,اختراع,30
436,gunther,غونثر,100
9374,türken,تكرار,40
4142,dunkler,أغمق,82
12422,komisch,مضحك,24
3186,beredsamkeit,بلاغة,78
5892,verdienstvoll,جاري,72
12461,uniform,زى موحد,20
6583,bandbreite,عرض النطاق,66
7152,luftwellen,airwaves.,64
10457,amsterdam.,أمستردام,40
4264,brom,البروم,78
8100,kart,كارت,57
2746,abschiebung,إبعاد,63
10706,deck,ظهر السفينة,38
11849,gaffell,كورنيل,29
525,elektrifizierung,كهربة,99
3145,drucken,درزي,88
3555,muskat,مسقط,86
309,kähne,بريس,77
6446,angewiesen,اعتمد,69
14383,vorschlag,عرض,9
14392,teile,القطع,8
13988,interesse,اهتمام,8
12081,bombardierung,قصف,27
13363,libanon,لبنان,15
1464,outcry,بريكري,94
7497,freiwillig,تطوعي,62
368,swahili.,السواحيلية,100
14071,rechts,يمين,7
1742,unansehnlich,غير محررة,93
568,transvestismus,الاختلاط,99
2008,adverb,ظرف,90
4625,spore,بوغ,70
11085,castro,كاسترو,36
6717,renommiert,نال,54
1360,pele,بيليه,96
2568,iva,إيفا,90
6714,schließung,اغلاق,25
7034,lösungsmittel,مذيب,58
6789,safari,رحلات السفاري,66
12076,krebs,سرطان,27
7402,einleitend,استهلالي,62
2781,beifall,تصفيق,89
4457,fingerabdruck,بصمة,63
7842,kodak,كوداك,60
2792,turbolader,الشاحن التربيني,88
11621,fernseher,إختصار,31
12702,umschreiben,اعادة كتابة,17
8766,kreuzfahrer,الصليبيين,27
13026,ungenauigkeiten,عدم الدقة,18
10849,abhängig,اعتمادا,23
2133,geisha.,جيشا,91
7473,anzeigetafel,لوحة الدرجات,62
9134,janet,جينيت,51
3750,petticoat,ثوب نسائي,77
7953,kondom,واق ذكري,57
128,geklettert.,الثرثرة,97
2965,windhund,السلوقي كلب الصيد,69
8952,dana.,دانا,52
9334,drat,رات,49
1614,motel,فندق صغير,88
10513,gerüchte,شائعات,35
12848,syndrom,متلازمة,20
9274,rotterdam,روتردام.,50
7978,magnesium,المغنيسيوم,59
269,aufrecht,منتصب,48
1670,tater.,تتبع,94
8920,grippe,الأنفلونزا,52
10160,felix,فيليكس,43
8037,witz,خفة,23
8373,bernstein,العنبر,56
3402,egge,مسلفة,83
12554,kennedy,كينيدي,23
8576,dankbar,شاكر,49
9309,einreiben,دهن,50
13852,manche,بعض,6
6174,kiwi,كيوي,65
7027,meilteisen,ميلتي,65
465,bekämpfer,المنتقدين,97
9031,chlorid,كلوريد,51
2231,brownie.,جنية سمراء صغيرة,88
1171,trab,تهدئ,88
5959,glamour,جلام,71
2291,strontium,السترونتيوم,91
1264,verträumt,حالمة,96
10729,narrativ,سرد,38
2739,bekloppt,المعتوه,89
6876,tundra.,التندرا,66
13119,tausende,الآلاف,14
4326,daraufhin,عندها,81
6242,eimer,دلو,66
11359,tabak,التبغ,34
9739,webber,البريد الإلكتروني,46
5196,partikel,حبيبات,47
1922,seeleute,سيمين,93
8523,bon,بون,55
11760,innere,الداخلية,30
1432,naviglust,ناطة,95
997,luger,لوجر,97
5948,hanoi.,هانوي,72
1469,langwierig,طويل، ممتد,95
12771,tier,حيوان,12
14394,frage,سؤال,5
4280,chipmunks.,السنجاب,61
7667,chung,تشونغ,61
2389,nachruf,نعي,83
10596,rennpferd,فرس الرهان,29
12881,solar-,شمسي,20
12718,govern,حاكم,22
10613,maxwell,ماكسويل,39
7014,innovation,التعاون,44
8204,zecil.,سيسيل,58
12791,larry.,لاري.,21
6817,segen,نعمة,66
57,verhungern,متضور جوعا,84
3755,algorithmen,الخوارزميات,44
4171,parma,بارما,82
8431,schaufel.,مستعار,56
2445,scrollen,التمرير,41
5573,topologie,طوبولوجيا,64
9415,imaginär,وهمي,49
10775,zugehörigkeit,الانتماء,9
13490,idee,فكرة,12
7808,trey,ترى,60
3886,diplom,شهادة دبلوم,82
14329,aufladung,تكلفة,14
14268,nachfrage,يطلب,20
6890,sevilla,إشبيلية,66
13045,disko,ديسكو,18
8773,viva,تحيا,53
8794,saratoga.,ساراتوجا,53
7566,empfiehlt,توصي,12
10501,wunder,عجائب,15
824,einsiedler,recluse.,96
2375,quinton,كوينتون,91
11911,wolke,غيم,26
14425,immer,أبدًا,11
9872,homosexualität,الشذوذ الجنسي,36
327,kimono,كيمونو,98
12684,kommunistisch,الشيوعي,20
6251,zyanid,سيانيد,70
5355,phane,فان,75
1612,kinderbett,سرير نقال,88
3261,helfer,المساعد,81
8286,aussperrung,قفل,57
8184,koto.,كيرو,58
3057,kakungsstock,كاردستوك,88
3219,fleur,أطر,87
6248,clique,زمرة,66
13428,ford,معقل,14
12745,foto,تصوير,12
1570,transient,عابر,92
11681,township.,بلدة,30
13705,andrew,أندرو,12
13917,präsident,رئيس,10
8319,salbei,المريمية,56
8782,klinisch,مرضي,44
2388,wieder eingeführt,إعادة تقديم,78
3163,chemiker,كيميائي,70
12982,anfänglich,في البداية,12
2238,sarfach,كارفاكس,91
9237,teer,قطران,49
11503,tibet,التبت,32
9539,nautisch,بحري,48
13390,lebensmittel,غذاء,14
5042,piep,زمارة,75
14049,jüngste,مؤخرًا,5
2334,namensvetter,الاسم الرئيسي,89
14066,hinzugefügt,وأضاف,5
560,hymen,غشاء البكارة,99
7610,wicca,ويكا,62
9430,aufregend,مثير,34
13826,gewesen,كان,5
11244,kardinal,أساسي,15
8525,cheshire.,شيشاير,55
3623,bure,بوروب,85
6106,schlauch,خرطوم,68
10200,graffiti,الكتابة على الجدران,42
12470,punt,بونت,21
5521,schuld,ذنب,74
7059,diplomatie,الدبلوماسية,65
8275,windmühle,طاحونة,56
4875,whome.,من أجل,78
13815,oder,أو,5
2106,gardisten,garesmen.,92
1154,morphin,مورفين,62
12069,hammer,شاكوش,26
11343,erneut veröffentlichen,إعادة نشر,34
9970,hippie,الهبي,41
8014,fitnessstudio,نادي رياضي,59
7976,ego,أنانية,57
4593,paranoid,المذعور,79
4653,standpunkt,وجهة نظر,79
6814,ler.,لتلر,66
9359,konvertiert,المتحولين,17
1759,autistisch,التوحد,93
14059,einheit,وحدة,6
5052,abwertend,بيجوري,75
5467,nikon,نيكون,74
1935,antioxidans,مضادات الأكسدة,91
13078,flughafen,مطار,17
10537,zweitens,ثانيا,40
12225,anschließend,بعد ذلك,18
11308,joey,جوي,34
10435,vinci.,فينشي,41
12116,ch,ش.,27
1919,wandgemälde,جدارية,87
1330,frist,فريست,96
6008,mandarin,الماندرين,71
13888,was,ماذا,6
10057,hackney,هاكني,44
3027,topas,توباز,88
5344,wilde katze,wildcat.,33
3016,koronado,كورونادو,88
3605,armaturenbrett,لوحة القيادة,84
12507,braunschweig,برونزويك,24
12597,krankenhaus,مستشفى,20
12833,stahl,صلب,20
10592,schinken,لحم خنزير,38
4715,lähmen,رديك,79
10737,schmerzen,الم,30
5708,sitcom,مسلسل كوميدي,67
719,verdünner,أنحف,98
1067,nigger,الزنوج,47
2620,stereoskopisch.,مجسامي,89
13538,einhaltung,امتثال,13
10713,tunnel,نفق,35
2245,verpfänden,بيدق,77
14050,zustände,تنص على,6
5999,grunzen,الناخر,70
1975,gonal,جونال,93
5572,huldigung,إجلال أو بيعة أو احترام,73
10239,lunge,رئة,39
4263,hertz,هيرتز,82
11145,meerjungfrau,حورية البحر,36
9469,jade,يشم,47
7503,lilie,زنبق,61
11415,mazedonien,مقدونيا,33
10136,die seide,الحرير,42
6606,schick,باهظ,61
9661,spa,منتجع صحي,47
5886,unterscheidet,يميز,27
2155,chem,الكيمياء,91
8415,vorurteil,تعصب,53
11736,perry,بيري,30
13623,die info,معلومات,12
4855,gatsby.,غاتسبي,78
9995,purpurrot,قرمزي,44
10502,mos,موس,21
8608,shia.,الشيعة,55
10010,odyssee,ملحمة,44
4096,anämie,فقر دم,83
5681,bipolar,ثنائي القطب,73
3811,gramm,غرام,64
11858,höhe,المرتفعات,22
9204,göttlich,إلهي,47
2511,donnernig,رث,90
6088,marg,مرج,57
9999,monsun,الرياح الموسمية,43
307,scherz,شيري,100
5623,mittelmäßig,mediocre.,71
12964,auslassungen,الإغفال,19
5089,tyne.,تاين,57
2591,dokumentarfilme,الافلام الوثائقية,33
10503,strahlung,إشعاع,38
5291,liverpooler,اوج,76
12459,gehhilfe,ووكر,24
4753,homophobisch,كره المثليين,79
7765,schreien,يصيح، يصرخ، صيحة,39
5920,überarbeiten,يراجع,15
13533,juan,خوان,13
12375,in erster linie,بالدرجة الأولى,25
3896,weberei,النسيج,74
9182,guyana,غيانا,51
6401,kurdistan,كردستان,69
4227,clamschells.,صدفي,81
12664,außerhalb,وراء - فى الجانب الاخر,22
12920,quebec.,كيبيك,20
8641,profis,المهنيين,16
448,rettungsboot,قارب نجاة,96
3427,tressel,تريسيل,86
11768,abraham,إبراهيم,30
9524,voodoo,فودو,48
13682,carolina,كارولينا,12
13673,jersey,جيرسي,12
6745,kleid,ثوب,56
8509,nagasaki.,ناغازاكي,55
13617,tisch,جدول,12
2158,vorbehalt,بروفيسو,91
12137,einheitlich,موحد,27
7792,einhalten,رز,31
5841,zigarre,سيجار,71
3109,mündung,مصب,86
8193,gubernatorisch,حاكمي,58
5242,monolith,مونوليث,68
10132,sofortig,فوري,42
12065,spencer,سبنسر,27
2070,barangay.,بارانجاي,92
9143,waf,واف,51
3894,othello.,عطيل,84
9475,herabgestuft,خفضت,47
71,referentiell,المرجعية,99
6302,schnecke,حلزون,64
11400,warner,وارنر,33
10869,den,عرين,37
514,wespen,الدبابير,59
9081,tansania,تنزانيا,51
9111,nützlichkeit,جدوى,31
10277,intellektuell,مفكر,38
13545,aussage,بيان,11
4706,unbewaffnet,غير مسلح,79
10926,monument,نصب,34
13251,glocke,جرس,15
2907,scrabble,الخربشة,88
6746,möbel,أثاث المنزل,67
13621,etc,إلخ,12
7921,girvey.,غارفي,60
1462,stimmungsvoll,بتقدير,54
3300,chien,شين,87
4710,fauna,المنظمة,79
6487,karneriert,garnered.,47
10993,baptist,المعمدان,36
13418,halter,مالك,14
364,adlige,النبلاء,100
9117,sexy,جنسي,51
7630,außerirdisch,خارج الأرض,60
7609,acapulco,أكابولكو,62
10087,sturm,عاصفة,40
8792,zeus,زيوس,53
9696,regal,رفوف,47
667,hörbar,مسموع,94
6127,überholung,إصلاح,61
6726,beschworen,استدعى,53
3162,verknüpfung,الرابط,82
9877,konsole,وحدة التحكم,34
5953,ferrit,النمس,71
7578,amelia.,اميليا,62
6669,gerangel,تزاحم,50
9024,dioxid,ثاني أكسيد,52
10211,krabbe,سلطعون,42
4511,pseudonym,اسم مستعار,73
5210,semester,نصف السنة,75
5274,evangelion,الإنجيليون,76
8356,beanspruchung,التواء,46
14007,zunahme,يزيد,12
1350,meerwasser,مياه البحر,96
5010,chunig,تشون,77
13357,achter,أونت,15
13675,hell,خفيفة,11
6983,limonade,مشروب غازي,65
10516,ahnungslos,مطمئن,40
247,lysin,ليسين,100
483,polyvinyl.,بولي فينيل,99
1671,mandarinen,اليوسفي,75
6145,wagga,واجا,70
6319,extremist,متطرف,57
476,metabolit.,المستقلب,93
11445,für immer,مدى الحياة,32
11271,quartier,أرباع,9
8164,tümmler,خنزير البحر,58
12176,hervorragend,أمتياز,27
4818,saul,شاول,77
4747,quetschen,يعصر,64
10769,passagier,راكب,27
7400,archie,ارشي,62
12784,elemente,عناصر,16
1271,gierig,طماع,95
3248,erdenmensch,الأرض,87
10558,künstlich,مصطنع,38
12531,malo.,مالو,23
12874,ringen,مصارعة,20
7931,kokosnuss,جوزة الهند,59
12616,währung,عملة,22
1704,erfreuen,فرح,94
5793,eigenkapital,القيمة المالية,71
2623,gefolge,entourage.,90
2074,zenturio,سنتوريون,85
10311,unsalvage,غير متطال,41
112,tron,ترون,100
11169,gemeinde,البلدية,25
1551,meckern,إنخر,91
649,halbfinalist,semifinalist.,99
9694,maskottchen,تعويذة,42
10336,kleinst,أصغر,41
11724,kobra,كوبرا,30
7079,mirza,ميرزا,64
9947,chaser,طارد,43
6915,dow.,مؤشر,65
8198,überwiegend,في الغالب,58
13481,kühl,بارد,13
9616,freistil,حرة,47
13140,schweden,السويد,17
10755,ehrlich,صادق,38
896,nimrod,نمرود.,96
11090,katar,دولة قطر,36
1546,pater,باد,43
12169,ma.,ماجستير,25
4979,rinder-,بوفين,77
9880,orientierungshilfe,إرشاد,45
5904,levitation,استرفاع,70
10941,lima,ليما,37
11034,gilde,نقابة,36
11093,kanone,مدفع,33
5448,stechend,زائف,74
8084,freimaurer,الماسونية,58
10344,diät,حمية,40
6328,kongressabgeordnete,عضو الكونغرس,70
4956,porzent,قوة حصان,77
10141,aktivisten,نشطاء,35
5618,fife.,فايف,74
8907,trenton,ترينتون,52
12569,jets,طائرات,19
13582,geschichte,قصة,12
9290,füttern,يطعم,40
2891,überschwemmt,غمرت,77
10134,papua,بابوا,43
10212,milton,ميلتون,42
9716,schneesturm,عاصفة ثلجية,45
10711,gelegentlich,وضع,38
6936,inkonsistenz,عدم التناقض,38
11089,onkel,اخو الام,36
14130,bietet,يوفر,6
11789,darstellerin,ممثلة,29
10366,lesben,مثليه,40
8687,grimmig,متجهم,54
331,tippi.,تيبي,100
11861,tiefe,عمق,29
5539,haag,لاهاي,74
7880,dpt.,محض,60
12810,schweiz,سويسرا,21
4069,totem,الطوطم,82
13270,sozial,اجتماعي,14
2597,leserschaft,القراء,90
8098,abholen,يلتقط,57
14123,ergebnis,نتيجة,7
10411,moral-,أخلاقي,31
3389,ölen,زيوت,16
9832,taxi,سيارة أجرة,44
12957,ottawa,أوتاوا,19
8514,karl der große,charlemagne.,55
11686,ny.,أيمن,31
6278,horry,أورري,70
4613,komplementär,مكمل,80
12608,wüste,صحراء,21
7680,masturbation,الاستمناء,57
1646,montessori.,مونتيسوري,94
13123,wetteifern,تنافس,12
3302,trauerfall,الثكل,84
5788,sadr,صادر,73
13830,auch,أيضًا,5
7312,napier.,نابير,63
1303,nei,ني.,96
6823,donna,دونا,65
3593,samariter,السامرية,84
14125,hälfte,نصف,10
10715,streben,طارد، تعقب، متابعة,31
11414,überfallen,غارة,25
2227,parser,محلل,90
9021,laguna,لاجونا,52
9192,pfirsich,خوخ,48
11211,vermont,فيرمونت,35
12412,connecticut,كونيتيكت,25
10487,komposition,تعبير,28
13585,geboren,ولد,12
9271,helm,خوذة,43
10631,bergab,انحدار,38
6889,romero,روميرو,66
1435,placebo,الوهمي,95
6193,havent,هافنت,70
8493,atmung,عمليه التنفس,39
12404,ross,روس,25
9235,aurora,اورورا,50
7244,odin,أودين,63
5861,hyperaktivität,فرط النشاط,69
8526,im ausland,خارج البلاد,55
8067,watt,واتس,40
9316,ausschließlich,ازالة,33
9170,schüttgut,حجم,50
9448,amphibisch,برمائي,49
2103,gallup,غالوب,92
10348,belanglos,تافه,41
11695,schatten,ظل,28
14229,std.,ساعات,9
12199,tür,باب,23
5342,mehrjährig,الدائمة,73
13336,oklahoma,أوكلاهوما,15
7427,ruine,خراب,36
640,voltung,جولدخ,93
3013,grun,غون,88
12671,geselle,زميل,22
13464,henry,هنري,14
7098,dix.,ديكس,64
1752,ide,إيدج,77
289,fasziniert,مفتون,46
701,ellipse,الشكل البيضاوي,93
6627,kaukasus,القوقاز,68
11011,schildkröte,سلحفاة,32
1561,einsiedelei,hermitage.,95
10445,nacken,رقبة,38
12731,perfekt,في احسن الاحوال,21
800,druide,درويد,88
8676,kontingent,مشروط,39
3867,neulinge,المبتدئون,84
13790,fernsehen,التلفاز,11
11716,gleis,غلياد,31
11841,konzert,حفلة موسيقية,26
11418,spiegel,مرآة,30
1977,separatisten,الانفصاليين,66
882,tera.,تيرا.,96
8940,showdown,المواجهة,52
13405,rugby,كرة القدم الامريكية,14
5426,eingestellt auf,سيتون,75
5901,unbeabsichtigt,غير مقصود,64
12134,die opfer,ضحايا,22
9750,zeta,زيتا,46
8461,schneider,شنايدر,56
11616,rassismus,عنصرية,32
13903,wie,يحب,5
1155,gangrän,الغرغرينا,96
11260,lehm,طين,35
5284,yorker,يورمر,67
3092,ventile,الصمامات,46
1302,sonnenbrand,ضربة شمس,93
2207,kapillar,شعري,89
187,nebenfluss,الرافد,90
11497,normandie,نورماندي,33
10219,zusammenstoß,اشتباك,31
11226,festsetzung,اصلاح,9
12294,nato.,حلف شمال الاطلسي,26
11553,schwerer,أصعب,32
4059,am bord,صعد على متنها,83
5004,splits.,الانشقاقات,18
1832,kady,كاديس,93
106,barium,الباريوم,100
12866,zapfen,كا,20
463,falschheit,الباطل,82
13406,schlucht,الوادي,14
5822,heiraten,تزوج,38
11421,umstände,ظروف,32
10943,grade,درجات,23
8481,testament,عهد,55
12535,angriff,الاعتداءات,21
2968,agitation,التحريض,68
13487,kirche,كنيسة,13
14367,bild,صورة,6
603,protozoen,الكائنات الاوليه,99
9723,biber,سمور,39
11149,gefährlich,خطير,20
432,amani.,أماني,100
1905,goldschmied,جولدسميث,86
955,quadratur,التدريبات,97
10350,designer,مصمم,10
10428,schlaganfall,السكتة الدماغية,36
12312,weltweit,في جميع أنحاء العالم,25
11827,arnold,أرنولد,30
7331,router,راوتر,62
897,behemoth,بالنيموث,96
12496,xd,وجه ضاحك,24
13505,schiedsverfahren,تحكم,13
2263,waschraum,غرفة الحمام,91
7481,platzanweiser,مغني,57
7253,schummeln,الغش,47
12237,erdkunde,جغرافية,26
1750,rechteck,مستطيل,91
135,vanillepudding.,كاسترد,100
619,tracker,تعقب,90
8580,superintendent,المشرف,53
219,säufer,بوزير,100
898,unempfindlich,غير حساس,90
1590,kondensieren,تكثف,51
14308,j,ي,8
3078,verflixt,الرتق,85
6919,raubvogel,رابتور,47
10816,hemisphäre,نصف الكرة الأرضية,38
4431,dorado,دورادو,80
486,steigend,الارتفاع,70
6407,louvre,متحف اللوفر,69
12527,kredit,الإئتمان,17
10007,hogan,هوجان,44
10759,kathedrale,كاتدرائية,38
6706,parthenon,البارثينون,67
13011,arm,مسكين,19
9381,komiker,ممثل هزلي,46
7635,file,فلس,59
10828,koka,كوكا,38
6681,narren,الحمقى,36
3887,kasa,كاسا,73
10156,mischung,مينغ,41
9934,gymnastik,رياضة بدنية,42
6809,hebel,رافعة,64
2735,myron,ميرون,89
3029,pronomen,ضمير,77
10583,seoul,سول,40
53,in der höhe,هجر,100
7016,reeves,ريفز,56
6206,überschütten,طغت,66
12365,perle,لؤلؤة,25
5588,phasenlos,مراحل,25
5100,artikuliert,مفصلية,64
12283,peru,بيرو,26
10356,überlebende,الناجين,32
9767,pflanzen,النباتات,15
82,peabody.,بيبودي,100
10685,porno,إباحية,39
555,freier halt,التملك الحر,99
11876,wiedervereinigt,إعادة إدخال,8
3003,maha,مها,88
1594,sich entwickeln,تتطور,36
495,kitzeln,دغدغة,85
569,kendo.,كيندو,99
1964,beiname,كنية,88
9817,magier,ساحر,32
9518,charleston,تشارلستون,48
5781,folge leisten,الانصياع,63
11871,böswillig,ضار,24
8216,arschloch,الأحمق,54
9785,begraben,مدفون,37
2827,würgend,الاختناق,68
5345,schneebedeckt,مثلج,75
9882,rahmen,إطار العمل,44
468,pluribus.,بثور,99
10933,rauch,دخان,25
1378,beluga,بيلوجا,96
4704,septa,سبع,79
6440,plappern,حلم,68
14144,märkte,الأسواق,12
10793,vorbereitend,الإعدادية,38
12806,dänemark,الدنمارك,21
4323,absinth,الأفسنتين,81
13426,ran,جرى,14
10099,petersburg,بطرسبرغ,43
12778,verletzen,انتهاك,6
13249,schnellstraße,speedway.,16
9029,sibirisch,سيبيريا,51
9684,klammern.,الأقواس,46
7313,banzai,بانزاي,63
4474,schläfrig,نعسان,80
10163,kommunizieren,نقل,8
7359,leerlauf,عاطل,61
8864,vorort,ضاحية,36
9812,suzuki,سوزوكي,45
7657,monmouth.,مونماوث,62
7436,sheriff,شريف,62
3460,tune,تون,86
6554,bhutan.,بوتان,68
12309,vielfalt,تشكيلة,23
2256,mosel,موسيل,91
11997,sog,تعهد,28
580,gujarati.,الغوجاراتاتي,99
6134,auftürrisch,سيث,70
5865,unitarisch,التوحيد,60
13448,sich,أنفسهم,14
196,whitworth.,ويتورث,100
7794,betrunken,سكران,60
5299,fehlverhalten,سوء السلوك,76
5738,sterben,هلك,64
3121,jujube,عناب,88
13156,präsidentiell,الرئاسة,17
6336,seminar,معلمة,67
6210,echidna,ecrna.,70
3851,verkreuzung,أحبطت,71
13742,junge,صبي,10
13053,bauen,يبني,10
9659,porter,حمال,46
4105,sakai,ساكاي,83
4586,besuchen,roscover.,79
6703,nemo,نيمو,67
3217,connaught.,كولوت,87
5694,geschwenkt,تأرجح,73
13439,soldaten,الجنود,12
13856,nur,فقط,6
8315,hindi,اللغة الهندية,57
12851,baltimore,بالتيمور.,20
14117,reichweite,يتراوح,10
420,keilschrift,المسماري,100
12587,guru,جرو,23
7715,dynamik,ديناميات,24
7537,bourne,بورن,62
2104,symphonisch,سيمفوني,92
6568,remake.,طبعة جديدة,64
1666,oboe,مضاهاة,93
1599,härten,هاردن,73
10684,christie,كريستي,36
8868,unparteilich,غير متحيزة,53
4597,guerilla.,جيريلا,68
9209,mona,مونا,50
5684,verankerung,زاهدة,73
12965,komet,مذنب,19
3247,grüßen,جروسو,87
1571,undokumentiert,غير موثق,94
10562,felsblock,بولدر,39
7219,bahnen,الممرات,26
10975,mist,حماقة,36
12658,spaß,هزار,22
12452,verbreitung,الانتشار,22
13657,notizität,الوجيه,8
11461,spanne,امتداد,28
6603,äther,الأثير,62
7421,vesta,فيستا,62
7180,tempo,إيقاع,63
8298,advent,القدوم,57
12445,dynastie,سلالة حاكمة,24
4414,novelle,نوفيلا,78
2880,lagerlich,ويقظ,73
12867,truthahn,ديك رومى,20
14292,fälle,حالات,6
12947,ich würde,هوية شخصية,19
13934,dann,ثم,5
13400,werdegang,حياة مهنية,14
5995,pistazie,الفستق,71
1682,befragte,أجريت معهم المقابلات,86
7934,scherer,شيرر,56
594,monosodium,أحادي الصوديوم,99
1453,trost,العزاء,95
9671,erfüllt,استيفاء,37
3026,tribünen,المبيضات,85
8881,pulitzer,بوليتزر,53
13754,hochladen,تحميل,8
4008,lulu,لولو,83
14219,ost,شرق,9
6359,reservisten,جناح الاحتياط,66
11075,idaho,ايداهو,36
12837,seattle,سياتل,20
7343,cheerleading,التشجيع,58
5809,medaillengewinner,ميدالي,57
12234,schleppend,بطيء,22
10089,bruch,يخرق,13
4350,hintergründe,خلفيات,17
8218,außergewöhnlich,استثنائية,13
14356,quellen,مصادر,6
1278,stapeln,التراص,51
3161,tourer,السيارة السياحية,87
8801,nickel,النيكل,51
1574,stimmigte.,التعبير,20
10174,rettungsschwimmer,يا حارس الشاطئ,42
10008,meridian,خط الطول,44
9044,prophet,نبي,46
11247,speere,سبيرز,31
7287,kontamination,تلوث اشعاعى,46
12898,utah,يوتا,20
5147,cervantes.,سرفانتس,77
7095,galloway.,غالواي,64
370,kingulär,سينجلي,100
8018,knoxville,نوكسفيل,59
3800,bunsen,بونسن,84
3621,grundwasser,مياه جوفية,85
10777,fantastisch,مدهش,38
4972,dyslexie,عسر القراءة,77
13377,verboten,محظور,10
6941,abba,أبا,39
13793,zu,ل,5
401,upscale.,راقي,100
9631,chapman,شابمان,47
12314,täglich,اليومي,25
2253,tschechoslowak.,تشيكوسلوفاك,87
7318,cesar,سيزار,59
10582,napoleon,نابليون,36
7867,löhne,أجور,29
1370,urbisch,urb,96
4336,allegorie,فن رمزي,80
11095,übersee-,ما وراء البحار,36
13581,indisch,هندي,12
11345,betankung,التزود بالوقود,32
2102,brabant,برابنت,92
2156,lecking,تسرب,39
4549,fruktose,فركتوز,80
8728,volkswagen,فولكس واجن,54
9164,fersen,الكعب,44
8882,getriebe,ناقل الحركة,52
5546,pascha,باشا,74
12653,kosten,كلفة,19
13473,akademie,الأكاديمية,13
11548,verhältnis,نسبة,31
5852,tol,تول,72
10309,begleitet,مصحوبة,18
10919,kuss,قبلة,34
214,yikes,ييكيس,100
837,übergewicht,زيادة الوزن,98
2128,bongo,بونغو,81
1285,induzieren,إستنتج,51
12695,flut,فيضان,14
2360,adlerfarn,براكين,89
8324,leitung,قناة أو أنبوب أو ترعة,56
1080,konfigurationen,التكوينات,47
13365,orange,البرتقالي,15
4856,raffinerie,مصفاة,62
2803,sitzer,مقاعد,88
3710,supra.,سوبرا,85
2897,cholesterin,الكوليسترول,88
774,fov,fv.,98
6289,helligkeit,سطوع,35
674,hagar,هاجر,98
1931,hagel,هايلس,88
8677,autismus,الخوض,54
4477,jahrbuch,الكتاب السنوي,80
5279,pendel,رقاص الساعة,74
13550,total,5th.,13
