ID,FRENCH,ENGLISH,THEME,ENGLISH_stem,OCCURENCES,INTERVAL,IMPORTANT
2159.0,une zone,a zone,guerre et paix,zone,2711.0,9,
2445.0,les percussions,percussion,musique,percuss,84.0,61,
6683.0,surcapacité,overcapacity,industrie,overcapac,1.0,100,
11266.0,un rein,kidney,other,kidney,184.0,44,
960.0,un voleur,a thief,crime criminalite,thief,107.0,55,
6681.0,stock  inventaire,stock  inventory,industrie,inventori,109.0,55,
3775.0,le larynx,the larynx,corps humain,larynx,12.0,94,
12288.0,digne,worthy,other,worthi,876.0,20,
4888.0,un coupe pizza,a pizza cutter,ustensiles cuisine,cutter,48.0,74,
5160.0,de l’eau gazeuse,sparkling water,nourriture et boissons,sparkl,23.0,90,
2074.0,un volontaire,a volunteer,guerre et paix,volunt,704.0,22,
10241.0,cercueil,coffin,other,coffin,78.0,62,
3092.0,maîtriser,to curb,environnement ecologie,curb,63.0,67,
9008.0,beignets,donuts,other,donut,36.0,81,
11899.0,troubles,unrest,other,unrest,438.0,30,
9966.0,non gagné,unearned,other,unearn,64.0,67,
11593.0,veux,wanna,other,wanna,282.0,37,
7994.0,les prestations sociales,social benefits,societe moderne problemes sociaux,benefit,619.0,24,
4650.0,les bahamas,bahamas  the ,pays du monde en,bahama,454.0,29,
2195.0,faire la paix,to make peace,guerre et paix,peac,347.0,33,
385.0,généreux,generous,adjectifs utiles,gener,4014.0,6,
1625.0,le temps libre,free period,education et ecole,period,12583.0,3,
10679.0,chèvre,chevy,other,chevi,108.0,55,
634.0,des pois,peas,arbres plantes jardinage,pea,103.0,56,
12578.0,tout,everything,other,everyth,1971.0,11,
10260.0,erreur,fallacy,other,fallaci,79.0,62,
10510.0,nettement,sharply,other,sharpli,94.0,58,
10936.0,bruyamment,loudly,other,loudli,134.0,50,
12334.0,araignée,spider,other,spider,973.0,18,
7391.0,un anti douleur,a painkiller,medicaments materiel medical,painkil,6.0,97,
12134.0,chute,falling,other,fall,620.0,24,
8723.0,sauveteurs,rescuers,other,rescuer,30.0,85,
2371.0,le territoire,the territory,histoire passe,territori,504.0,27,
1845.0,furtif,furtive,guerre et paix,furtiv,26.0,89,
6993.0,une affiche,a poster  a bill,marketing publicite,a,1936240.0,1,
5848.0,criard,gaudy,vetements et accessoires en,gaudi,6.0,97,
6833.0,sain,healthy,agriculture,healthi,169.0,46,
5908.0,un saphir,a sapphire,vetements et accessoires en,sapphir,45.0,75,
7203.0,la lâcheté,cowardice,vocabulaire personnalite qualites et defauts,cowardic,10.0,95,
5193.0,un beignet,donut,nourriture et boissons,donut,36.0,81,
661.0,un arbre fruitier,a fruit tree,arbres plantes jardinage,fruit,446.0,29,
5214.0,le fond de la mer,the seabed,plage et bord de mer,seab,14.0,93,
7933.0,affirmatif,affirmative,livres et ecriture,affirm,24.0,89,
571.0,un cadeau,a gift  a present,amour et mariage,a,1936240.0,1,
1056.0,la réinsertion,rehabilitation,loi justice juridique en,rehabilit,88.0,59,
1876.0,la concentration,concentration,guerre et paix,concentr,445.0,29,
487.0,pourri,rotten,adjectifs essentiels en,rotten,84.0,61,
12535.0,défait,undone,other,undon,1733.0,12,
4118.0,marron,brown,vocabulaire couleurs lumieres formes,brown,16711.0,2,
1961.0,un accord de paix,a peace accord,guerre et paix,peac,347.0,33,
4310.0,un hareng,a herring,animaux aquatiques,her,9054.0,3,
2390.0,la luge,sledge,hobbies et loisirs,sledg,29.0,86,
10207.0,demi,halfback,other,halfback,76.0,63,
2714.0,un prêt  un emprunt,a loan,argent banque finance,loan,196.0,43,
3410.0,glorifier,to glorify,religions et croyances,glorifi,13.0,93,
231.0,plier,to bend,verbes action et mouvements,bend,306.0,36,
10331.0,cliché,downfield,other,downfield,82.0,61,
3841.0,le papier journal,newsprint paper,journalisme presse,newsprint,161.0,47,
12695.0,précédemment,previously,other,previous,3250.0,8,
1393.0,de jour,by day,le temps,day,42441.0,1,
8519.0,gonfler,smoot,other,smoot,27.0,88,
8164.0,l’erreur,the error,esprit opinion,error,40137.0,2,
10213.0,ombragé,shady,other,shadi,76.0,63,
11967.0,le degré,extent,other,extent,477.0,28,
4557.0,la jordanie,jordan,pays du monde en,jordan,2287.0,10,
6444.0,à la machine,to machine,industrie,machin,8835.0,3,
12091.0,journaux,newspapers,other,newspap,574.0,25,
8971.0,gueule de bois,hangover,other,hangov,35.0,81,
1284.0,lime à ongles,nail file,salle de bain,nail,197.0,43,
1938.0,les enjeux,the stakes,guerre et paix,stake,136.0,50,
8974.0,lourd,unwieldy,other,unwieldi,35.0,81,
3635.0,des mèches,highlighted hair,decrire tete et visage en,highlight,286.0,37,
7045.0,les préliminaires,the preliminaries,sexualite,preliminari,453.0,29,
12330.0,réglage,setting,other,set,967.0,19,
11726.0,le plus tôt,earliest,other,earliest,342.0,34,
1714.0,la grammaire,grammar,education et ecole,grammar,2269.0,10,
9972.0,fumé,smokey,other,smokey,65.0,66,
8996.0,arrêt,standstill,other,standstil,36.0,81,
11278.0,flagrant,blatantly,other,blatantli,188.0,44,
8883.0,préparation,preparedness,other,prepared,33.0,83,
10901.0,botteur,kickers,other,kicker,129.0,51,
5719.0,une cabine,a cabin,vocabulaire se deplacer moyens de transport,cabin,19.0,91,
4615.0,le liberia,liberia,pays du monde en,liberia,216.0,41,
10090.0,moins cher,cheaper,other,cheaper,71.0,65,
7881.0,alphabétique,alphabetical,livres et ecriture,alphabet,236.0,40,
6508.0,décharger,unload,industrie,unload,15.0,92,
1178.0,une pièce à conviction,an exhibit,loi justice juridique en,exhibit,125.0,52,
5554.0,un aéroglisseur,an hovercraft,films et cinema,hovercraft,72.0,64,
4914.0,un tamis,a sieve,ustensiles cuisine,siev,14.0,93,
23.0,continuer,to continue,verbes a connaitre en,continu,232054.0,1,
6207.0,sans surveillance,unattended,aeroports avions,unattend,11.0,94,
8981.0,de travers,askew,other,askew,35.0,81,
4148.0,un pamplemousse,a grapefruit,fruits,grapefruit,43.0,76,
3194.0,du métal,metal,materiaux et matieres,metal,1858.0,12,
2468.0,une composition,a composition,musique,composit,356.0,33,
1350.0,l’avant,the front,vocabulaire direction,front,5677.0,4,
2075.0,une alerte,an alert,guerre et paix,alert,42.0,77,
7242.0,l’épilepsie,epilepsy,les maladies,epilepsi,60.0,68,
1407.0,le travail de nuit,night work,le temps,night,4755.0,5,
8230.0,un esprit vif,a sharp mind,thematique intelligence pensee,mind,177.0,45,
11951.0,rocheux,rocky,other,rocki,468.0,28,
7054.0,un orgasme,an orgasm,sexualite,orgasm,105.0,56,
3605.0,des taches de rousseur,freckles,decrire tete et visage en,freckl,5.0,97,
7500.0,la pathologie,pathology,sante et medecine,patholog,40.0,78,
4568.0,la nouvelle zélande,new zealand,pays du monde en,zealand,4968.0,5,
8196.0,minimiser,to downplay,esprit opinion,downplay,8.0,96,
5410.0,soumettre a,to submit to,politique gouvernement,to,6032733.0,1,
2169.0,conquérir,to conquer,guerre et paix,conquer,86.0,60,
5757.0,vidanger,to change the oil,vocabulaire se deplacer moyens de transport,oil,48.0,74,
8587.0,émission,issuance,other,issuanc,28.0,87,
5676.0,les amortisseurs,shock absorbers,vocabulaire se deplacer moyens de transport,absorb,11.0,94,
12107.0,équilibre,balance,other,balanc,587.0,25,
2583.0,les haltères,dumbbells,sport,dumbbel,3.0,99,
11413.0,casque,helmet,other,helmet,217.0,41,
5392.0,porter un coup,to deal a blow,politique gouvernement,blow,449.0,29,
4529.0,l’irlande,ireland,pays du monde en,ireland,4883.0,5,
9795.0,grossièrement,grossly,other,grossli,57.0,69,
8843.0,tirets,dashes,other,dash,33.0,83,
12355.0,hurler,wright,other,wright,1011.0,18,
9088.0,pique nique,picnic,other,picnic,38.0,80,
2415.0,distraire,to entertain,hobbies et loisirs,entertain,1211.0,16,
1338.0,l’apparence,appearance,decrire quelquun en,appear,69539.0,1,
237.0,ramasser,to pick up,verbes action et mouvements,pick,1826.0,12,
4733.0,japonais,japanese,les nationalites en,japanes,3616.0,7,
11050.0,engagé,pledged,other,pledg,148.0,48,
197.0,augmenter   récolter,to raise,verbes action et mouvements,rais,2307.0,10,
12504.0,rester,remain,other,remain,1614.0,13,
769.0,ingénieur,engineer,astronomie espace univers,engin,1049.0,17,
4252.0,un écureuil,a squirrel,animaux sauvages zoo,squirrel,5.0,97,
7643.0,un trépied,a tripod,photographie,tripod,137.0,50,
5767.0,l’écrou,the nut,outils et bricolage,nut,155.0,48,
10810.0,survêtement,outfield,other,outfield,120.0,53,
3962.0,un voyage d’une journée,a day trip,voyage et tourisme,trip,600.0,24,
8963.0,gentil,kinder,other,kinder,35.0,81,
6940.0,mincir,to slim down,dietetique et nutrition,slim,252.0,39,
7429.0,désolé,sorry,mots essentiels a connaitre en,sorri,5024.0,5,
5982.0,le chômage temporaire,the lay off,commerce et affaires,layoff,8.0,96,
2911.0,essuyer la table,to wipe the table,les taches menageres,wipe,111.0,54,
12371.0,jeunesse,youth,other,youth,1059.0,17,
12770.0,fortement,strongly,other,strongli,4758.0,5,
2711.0,un moyen de paiement,a mean of payment,argent banque finance,payment,133.0,51,
11631.0,apparemment,seemingly,other,seemingli,290.0,36,
9648.0,jupon,petticoat,other,petticoat,51.0,72,
6934.0,une huile végétale,vegetable oil,dietetique et nutrition,oil,48.0,74,
1616.0,une table,a table,education et ecole,tabl,3699.0,7,
5883.0,talons compensés,wedge shoes,vetements et accessoires en,wedg,82.0,61,
9545.0,toile de fond,backdrop,other,backdrop,49.0,73,
12612.0,soigneusement,carefully,other,care,2219.0,10,
3060.0,un groupe de pression,a pressure group,environnement ecologie,pressur,2307.0,10,
1263.0,le crayon à sourcils,eyebrow pencil,salle de bain,eyebrow,21.0,90,
11703.0,feuilleter,browse,other,brows,332.0,34,
7516.0,les premiers soins,first aid,sante et medecine,aid,1184.0,16,
10805.0,dégénéré,degenerated,other,degener,120.0,53,
11318.0,minou,kitty,other,kitti,195.0,43,
359.0,épicé,spicy,adjectifs utiles,spici,14.0,93,
5523.0,un monteur son,a sound editor,films et cinema,sound,956.0,19,
3225.0,de l’essence,petrol,materiaux et matieres,petrol,209.0,42,
6323.0,la jeunesse,youth,les etapes de la vie,youth,1059.0,17,
1994.0,un coup de feu,a shot,guerre et paix,shot,3594.0,7,
1383.0,se rapprocher,to come closer,vocabulaire direction,closer,897.0,20,
829.0,vénus,venus,astronomie espace univers,venu,573.0,25,
4428.0,juin,june,jours mois saisons,june,100798.0,1,
7529.0,une consultation,a consultation,sante et medecine,consult,5312.0,5,
6864.0,l’exode rural,the rural exodus,agriculture,rural,320.0,35,
3669.0,un strabisme,a squint,decrire tete et visage en,squint,2.0,100,
9063.0,élargir,widen,other,widen,37.0,80,
11390.0,rivière,riverside,other,riversid,211.0,42,
12377.0,la démocratie,democracy,other,democraci,1072.0,17,
8656.0,encolure,neckline,other,necklin,29.0,86,
6667.0,ressource disponible,idle resource,industrie,idl,120.0,53,
1372.0,à part   séparément,apart,vocabulaire direction,apart,1241.0,16,
7974.0,l’immobilier,real estate,societe moderne problemes sociaux,estat,374.0,32,
12654.0,pont,bridge,other,bridg,2686.0,9,
2062.0,un siège,a siege,guerre et paix,sieg,4.0,98,
1598.0,un stylo marqueur,a marker pen,education et ecole,pen,35.0,81,
3334.0,un adepte,an adept,religions et croyances,adept,13.0,93,
10404.0,grincer,squeak,other,squeak,87.0,60,
10683.0,jointures,knuckles,other,knuckl,108.0,55,
7021.0,hétérosexuel,heterosexual,sexualite,heterosexu,16.0,92,
12262.0,scénario,script,other,script,805.0,21,
5067.0,de la margarine,margarine,nourriture et boissons,margarin,31.0,84,
10811.0,inefficace,ineffective,other,ineffect,120.0,53,
1081.0,sous serment,under oath,loi justice juridique en,oath,135.0,50,
8865.0,le plus au nord,northernmost,other,northernmost,33.0,83,
11365.0,bovinateur,booker,other,booker,206.0,42,
5209.0,la mousse,the foam,plage et bord de mer,foam,59.0,68,
1970.0,un barrage,a barrage,guerre et paix,barrag,7.0,96,
804.0,la taille,the size,astronomie espace univers,size,3518.0,7,
6570.0,l’industrie légère,light industry,industrie,industri,1226.0,16,
527.0,spécial,special,adjectifs essentiels en,special,5496.0,5,
8741.0,ivre,intoxicated,other,intox,31.0,84,
12494.0,lecteur,reader,other,reader,1583.0,13,
9290.0,clair de lune,moonlight,other,moonlight,42.0,77,
9653.0,oiseau,birdman,other,birdman,52.0,71,
4250.0,un crocodile,a crocodile,animaux sauvages zoo,crocodil,230.0,40,
11417.0,infructueux,unsuccessful,other,unsuccess,219.0,41,
7480.0,l’inconscient,the unconscious,sante et medecine,unconsci,124.0,52,
11656.0,saisi,seized,other,seiz,305.0,36,
8933.0,réjouir,gladden,other,gladden,34.0,82,
2303.0,l’historien,the historian,histoire passe,historian,456.0,29,
1613.0,une infirmière,a nurse,education et ecole,nurs,60.0,68,
10153.0,incendies,wildfire,other,wildfir,74.0,64,
5830.0,dépanner,to mend,outils et bricolage,mend,18.0,91,
6930.0,le stress,stress,dietetique et nutrition,stress,336.0,34,
12047.0,forêt tropicale,rainforest,other,rainforest,530.0,26,
3496.0,les pavés,paving stones,vocabulaire ville et lieux publics,pave,56.0,70,
8540.0,notation,sharecropping,other,sharecrop,27.0,88,
7918.0,une préface,a preface,livres et ecriture,prefac,30.0,85,
11735.0,mensonge,lying,other,lie,346.0,34,
9227.0,feu,bonfire,other,bonfir,40.0,78,
10278.0,capteur,sensor,other,sensor,80.0,62,
1926.0,le désarmement,the disarmament,guerre et paix,disarma,123.0,52,
7941.0,un adjectif,an adjective,par theme langage parole,adject,136.0,50,
12318.0,terrains,grounds,other,ground,940.0,19,
2408.0,une recette,a recipe,hobbies et loisirs,recip,56.0,70,
187.0,strictement,strictly,adverbes utiles,strictli,454.0,29,
10004.0,sentier,pathway,other,pathway,67.0,66,
3544.0,un village,a village,vocabulaire ville et lieux publics,villag,3872.0,6,
174.0,peut être,perhaps,adverbes utiles,perhap,4190.0,6,
1150.0,un vide juridique,a legal loophole,loi justice juridique en,loophol,23.0,90,
9078.0,condition,proviso,other,proviso,38.0,80,
10907.0,loué,praised,other,prais,131.0,51,
3333.0,taoïste,taoist,religions et croyances,taoist,3.0,99,
10094.0,jacasseur,gabby,other,gabbi,71.0,65,
337.0,doux,sweet,adjectifs utiles,sweet,444.0,29,
5663.0,le réacteur,the reactor,vocabulaire se deplacer moyens de transport,reactor,75.0,63,
10862.0,illimité,unlimited,other,unlimit,125.0,52,
11011.0,préservatif,condom,other,condom,142.0,49,
12341.0,mettre à jour,update,other,updat,988.0,18,
9784.0,fileuse,spinners,other,spinner,56.0,70,
3643.0,une perruque,a wig,decrire tete et visage en,wig,40.0,78,
1798.0,un mouvement,a movement,gestes et positions,movement,2405.0,9,
10632.0,quart de détails,dateline,other,datelin,104.0,56,
11355.0,rejeté,rejoined,other,rejoin,202.0,42,
3108.0,réintroduire,to reintroduce,environnement ecologie,reintroduc,39.0,79,
1477.0,tôt  de bonne heure,early,le temps,earli,7571.0,3,
500.0,réaliste,realistic,adjectifs essentiels en,realist,157.0,47,
10995.0,cordes,strings,other,string,141.0,49,
6038.0,un rendez vous,an appointment,commerce et affaires,appoint,630.0,24,
9591.0,chenille,caterpillar,other,caterpillar,50.0,72,
2289.0,l’exposition,the exposure,histoire passe,exposur,209.0,42,
6391.0,une dizaine,dozen or so,mesures poids quantites,dozen,392.0,31,
1948.0,pacifier,pacify,guerre et paix,pacifi,6.0,97,
5715.0,un wagon restaurant,a dining car,vocabulaire se deplacer moyens de transport,dine,61.0,68,
10688.0,culte,worship,other,worship,109.0,55,
5773.0,un clou,a nail,outils et bricolage,nail,197.0,43,
6420.0,le sauna,the sauna,vocabulaire hotellerie,sauna,7.0,96,
8140.0,la date de naissance,date of birth,identite infos personnelles,birth,899.0,20,
2015.0,un fusil d’assaut,an assault rifle,guerre et paix,rifl,24.0,89,
7342.0,le porche,the porch,architecture et construction,porch,21.0,90,
41.0,expliquer,to explain,verbes a connaitre en,explain,6353.0,4,
8285.0,les besoins énergétiques,energy needs,energie renouvelable,energi,2547.0,9,
5787.0,un roulement à billes,a ball bearing,outils et bricolage,bear,777.0,21,
3527.0,un monument aux morts,a war memorial,vocabulaire ville et lieux publics,memori,968.0,19,
442.0,merveilleux,wonderful,adjectifs utiles,wonder,358.0,33,
262.0,traîner,to drag,verbes action et mouvements,drag,202.0,42,
11783.0,rejouer,replay,other,replay,367.0,33,
9765.0,salle de classe,classroom,other,classroom,56.0,70,
5710.0,un train rapide,a fast train,vocabulaire se deplacer moyens de transport,fast,1438.0,14,
2503.0,une harpe,a harp,musique,harp,93.0,58,
10985.0,se comporter,behave,other,behav,140.0,50,
10396.0,tonnelle,arbor,other,arbor,86.0,60,
8403.0,charge utile,payload,other,payload,26.0,89,
2029.0,un missile,a missile,guerre et paix,missil,1066.0,17,
10194.0,employé,clerks,other,clerk,76.0,63,
5101.0,la semoule,semolina,nourriture et boissons,semolina,1.0,100,
3294.0,le clergé,the clergy,religions et croyances,clergi,45.0,75,
11663.0,cessé,ceased,other,ceas,310.0,35,
5206.0,l’horizon,the horizon,plage et bord de mer,horizon,43.0,76,
3388.0,une bénédiction,a blessing,religions et croyances,bless,124.0,52,
8555.0,chatouiller,tickle,other,tickl,28.0,87,
2865.0,le ménage,the household,les taches menageres,household,152.0,48,
9166.0,brosse à dents,toothbrush,other,toothbrush,39.0,79,
5375.0,être apolitique,to be apolitical,politique gouvernement,apolit,7.0,96,
9144.0,homonyme,namesake,other,namesak,39.0,79,
404.0,impressionnant,impressive,adjectifs utiles,impress,476.0,28,
2498.0,le reggae,reggae,musique,regga,131.0,51,
4300.0,un anchois,an anchovy,animaux sauvages zoo,anchovi,15.0,92,
8193.0,défendre un point de vue,to make a point,esprit opinion,point,32538.0,2,
6925.0,les fruits de mer,seafood,dietetique et nutrition,seafood,7.0,96,
9485.0,ancien élève,alumnus,other,alumnu,47.0,74,
2185.0,détruire,to destroy,guerre et paix,destroy,504.0,27,
7276.0,les symptômes,symptoms,les maladies,symptom,120.0,53,
8797.0,pincée,bowed,other,bow,32.0,84,
11028.0,temps de paix,peacetime,other,peacetim,144.0,49,
3706.0,un visage rougeaud,a ruddy face,decrire tete et visage en,ruddi,6.0,97,
9921.0,malchanceux,unlucky,other,unlucki,62.0,67,
12661.0,contestation,dispute,other,disput,2764.0,8,
2351.0,le lecteur,the reader,histoire passe,reader,1583.0,13,
10368.0,des bâtons,sticks,other,stick,85.0,60,
10964.0,secouer,shake,other,shake,138.0,50,
4203.0,un âne,a donkey,vocabulaire animaux domestiques,donkey,289.0,36,
8163.0,intolérant,intolerant,esprit opinion,intoler,12.0,94,
9092.0,plus froid,colder,other,colder,38.0,80,
7302.0,une hémorragie,a hemorrhage,les maladies,hemorrhag,1.0,100,
8556.0,équivalent,tantamount,other,tantamount,28.0,87,
11392.0,de l essence,gasoline,other,gasolin,212.0,42,
7602.0,une soupape,a valve,voiture et mecanique,valv,45.0,75,
3886.0,conclure,to conclude,journalisme presse,conclud,81.0,61,
8944.0,excité,hyped,other,hype,35.0,81,
2856.0,du bicarbonate de soude,baking soda,les taches menageres,bake,34.0,82,
764.0,des rayons,rays,astronomie espace univers,ray,2139.0,10,
927.0,un espion,a spy,crime criminalite,spi,805.0,21,
10173.0,perforé,punched,other,punch,75.0,63,
10735.0,esquimau,eskimo,other,eskimo,113.0,54,
11692.0,belette,weasel,other,weasel,325.0,35,
4966.0,couvrir  recouvrir,to cover,verbes cuisine,cover,440.0,30,
1649.0,un problème,a problem,education et ecole,problem,5888.0,4,
10267.0,irréel,unreal,other,unreal,79.0,62,
3473.0,industriel,industrialist,vocabulaire ville et lieux publics,industrialist,15.0,92,
9274.0,outremer,ultramarine,other,ultramarin,41.0,77,
6511.0,des pièces de rechange,spare parts,industrie,spare,384.0,32,
5581.0,un skateboard,a skateboard,vocabulaire se deplacer moyens de transport,skateboard,308.0,35,
4112.0,ça sent bon,it smells good,les cinq sens,smell,74.0,64,
10079.0,sans arrêt,nonstop,other,nonstop,70.0,65,
11840.0,du congrès,congressional,other,congression,399.0,31,
7301.0,une gastro entérite,gastroenteritis,les maladies,gastroenter,11.0,94,
2048.0,un rebelle,a rebel,guerre et paix,rebel,328.0,34,
10733.0,points de vue,viewpoints,other,viewpoint,113.0,54,
11304.0,la trappe,hatch,other,hatch,193.0,44,
4151.0,un raisin sec,a raisin,fruits,raisin,6.0,97,
900.0,le crime organisé,organized crime,crime criminalite,organ,6.0,97,
6850.0,le pollen,pollen,agriculture,pollen,12.0,94,
531.0,stupide,stupid,adjectifs essentiels en,stupid,988.0,18,
8566.0,enfermé,strung,other,strung,28.0,87,
10014.0,épicéa,spruce,other,spruce,67.0,66,
10310.0,temps libre,timeout,other,timeout,81.0,61,
7631.0,un capteur,a sensor,photographie,sensor,80.0,62,
12208.0,douzième,twelfth,other,twelfth,716.0,22,
10860.0,croisé,crossover,other,crossov,125.0,52,
12103.0,tonnerre,thunder,other,thunder,585.0,25,
11598.0,plus large,wider,other,wider,283.0,37,
1430.0,un solstice,a solstice,le temps,solstic,54.0,70,
3005.0,le paysage,the landscape,geographie paysages,landscap,120.0,53,
8611.0,ténu,tenuous,other,tenuou,29.0,86,
2826.0,une chambre,a bedroom,la maison,bedroom,76.0,63,
9400.0,chardon,thistle,other,thistl,44.0,76,
9292.0,noblesse,gentry,other,gentri,42.0,77,
9528.0,référence,benchmark,other,benchmark,48.0,74,
11712.0,augmente,increases,other,increas,337.0,34,
2292.0,la forteresse,the fortress,histoire passe,fortress,277.0,37,
11590.0,brouiller,brock,other,brock,279.0,37,
10023.0,cerviter,dewitt,other,dewitt,67.0,66,
2965.0,un tsunami,a tsunami,meteo climat,tsunami,811.0,21,
9601.0,inoxydable,stainless,other,stainless,50.0,72,
7258.0,la rubéole,rubella,les maladies,rubella,11.0,94,
6128.0,le dakota du sud,south dakota,les noms geographiques en,dakota,1915.0,12,
9595.0,défi,defiance,other,defianc,50.0,72,
12100.0,récupéré,retrieved,other,retriev,581.0,25,
744.0,une laitue,a lettuce,arbres plantes jardinage,lettuc,40.0,78,
5873.0,lavable,washable,vetements et accessoires en,washabl,2.0,100,
3837.0,la presse spécialisée,technical press,journalisme presse,technic,1302.0,15,
4176.0,éplucher un fruit,to peel a fruit,fruits,peel,182.0,44,
284.0,bouché,corked,adjectifs utiles,cork,195.0,43,
4052.0,noir et blanc,black and white,les cinq sens,white,6584.0,4,
9828.0,crétacé,cretaceous,other,cretac,58.0,69,
2198.0,hospitaliser,to hospitalize,guerre et paix,hospit,1161.0,16,
725.0,une betterave,a beetroot,arbres plantes jardinage,beetroot,1.0,100,
2300.0,le héros,the hero,histoire passe,hero,1092.0,17,
11372.0,scénario,screenplay,other,screenplay,207.0,42,
1511.0,une montre bracelet,a wristwatch,le temps,wristwatch,5.0,97,
8864.0,eau salée,saltwater,other,saltwat,33.0,83,
10454.0,réprimer,suppress,other,suppress,91.0,59,
9951.0,honteux,ashamed,other,asham,64.0,67,
7675.0,photogénique,photogenic,photographie,photogen,6.0,97,
2061.0,un sergent,a sergeant,guerre et paix,sergeant,266.0,38,
11176.0,citoyenneté,citizenship,other,citizenship,167.0,46,
1069.0,le ministère public,attorney general,loi justice juridique en,attorney,400.0,31,
255.0,secouer,to shake,verbes action et mouvements,shake,138.0,50,
7392.0,un antidote,an antidote,medicaments materiel medical,antidot,13.0,93,
6483.0,compétent  expérimenté,proficient,industrie,profici,49.0,73,
12044.0,tout le monde,everybody,other,everybodi,529.0,26,
30.0,dire,to say  to tell,verbes a connaitre en,to,6032733.0,1,
3003.0,le fjord,the fjord,geographie paysages,fjord,4.0,98,
1331.0,beau,handsome,decrire quelquun en,handsom,60.0,68,
11051.0,jupes,skirts,other,skirt,148.0,48,
12092.0,dix neuvième,nineteenth,other,nineteenth,574.0,25,
4420.0,mercredi,wednesday,jours mois saisons,wednesday,1079.0,17,
7897.0,un extrait,an extract,livres et ecriture,extract,80.0,62,
4179.0,des crudités,raw vegetables,de les legumes,veget,126.0,52,
3934.0,une boulangerie,a bakery,shopping,bakeri,41.0,77,
4971.0,découper de la viande,to carve  meat ,verbes cuisine,carv,43.0,76,
9584.0,jours de la semaine,weekdays,other,weekday,50.0,72,
2086.0,une campagne,a campaign,guerre et paix,campaign,381.0,32,
6269.0,l’heure d’arrivée,arrival time,trains et chemins de fer,arriv,1336.0,15,
11146.0,mépris,disregard,other,disregard,163.0,47,
3950.0,offrir,to offer,shopping,offer,995.0,18,
5022.0,moudre  piler  écraser,to grind,verbes cuisine,grind,42.0,77,
10791.0,boisson,beverage,other,beverag,118.0,53,
4992.0,émietter,to crumble,verbes cuisine,crumbl,16.0,92,
10015.0,sans équipage,unmanned,other,unman,67.0,66,
7860.0,gagner des force,to gain strength,verbes utiles sante medecine,gain,986.0,18,
10585.0,malheureux,unhappy,other,unhappi,101.0,57,
825.0,pluton,pluto,astronomie espace univers,pluto,461.0,29,
10341.0,criquet,locust,other,locust,83.0,61,
12166.0,chanceux,lucky,other,lucki,660.0,23,
6301.0,wagon   la voiture,the carriage,trains et chemins de fer,carriag,245.0,39,
8800.0,rêveur,dreamy,other,dreami,32.0,84,
10951.0,pieu,stake,other,stake,136.0,50,
9337.0,étonnant,astonishing,other,astonish,43.0,76,
3932.0,un traiteur,a caterer,shopping,cater,33.0,83,
3161.0,une sortie d’urgence,an emergency exit,catastrophes naturelles,exit,52.0,71,
5336.0,un problème clé,a key issue,politique gouvernement,key,320.0,35,
4408.0,un toucan,a toucan,les oiseaux,toucan,50.0,72,
8188.0,une supposition,a guess,esprit opinion,guess,1273.0,15,
8993.0,renversé,toppled,other,toppl,36.0,81,
3748.0,le talon,the heel,corps humain,heel,208.0,42,
12193.0,arrive,happens,other,happen,695.0,23,
3004.0,le littoral,the coastline,geographie paysages,coastlin,197.0,43,
9087.0,apparence,guise,other,guis,38.0,80,
7444.0,le jouet,the toy,mots essentiels a connaitre en,toy,342.0,34,
12183.0,saison postalière,postseason,other,postseason,682.0,23,
3499.0,pittoresque,picturesque,vocabulaire ville et lieux publics,picturesqu,11.0,94,
2338.0,la philosophie,the philosophy,histoire passe,philosophi,705.0,22,
12395.0,dépensé,spent,other,spent,1120.0,17,
5694.0,un choc  une bosse,a bump,vocabulaire se deplacer moyens de transport,bump,79.0,62,
4132.0,un fruit confit,a candied fruit,fruits,candi,420.0,30,
8362.0,une nouvelle souche,a new strain,covid coronavirus,strain,160.0,47,
1836.0,des représailles,retaliation,guerre et paix,retali,44.0,76,
9984.0,cavaliers,horsemen,other,horsemen,65.0,66,
4892.0,un couvercle,a lid,ustensiles cuisine,lid,64.0,67,
12444.0,cavalier,rider,other,rider,1315.0,15,
11141.0,creux,hollow,other,hollow,162.0,47,
1648.0,un prix,a prize,education et ecole,prize,2221.0,10,
10403.0,révision,overhaul,other,overhaul,87.0,60,
5518.0,le rôle principal,a leading part,films et cinema,part,15357.0,2,
5562.0,un camion de pompiers,a fire truck,vocabulaire se deplacer moyens de transport,truck,758.0,22,
7931.0,reformuler,to reword,livres et ecriture,reword,77.0,63,
11938.0,hebdomadaire,weekly,other,weekli,459.0,29,
4612.0,le laos,laos,pays du monde en,lao,188.0,44,
1421.0,un jour de congé,a holiday,le temps,holiday,278.0,37,
11323.0,gros titre,headline,other,headlin,196.0,43,
12058.0,croissance,growth,other,growth,541.0,26,
8633.0,entrainé,inbound,other,inbound,29.0,86,
1927.0,le maintien de la paix,peacekeeping,guerre et paix,peacekeep,152.0,48,
3456.0,faire peur,to frighten,science,frighten,7.0,96,
11630.0,de mauvaise humeur,moody,other,moodi,290.0,36,
7388.0,du sirop,syrup,medicaments materiel medical,syrup,88.0,59,
535.0,superstitieux,superstitious,adjectifs essentiels en,superstiti,14.0,93,
10307.0,étoile de mer,starfish,other,starfish,81.0,61,
