ID,PORTUGAIS,POLONAIS,INTERVAL
3383,engatinhar,czołgać się,70
3363,ditadores,dyktatorzy,45
10183,inseguro,niepewny,46
13007,reação,reakcja,20
4641,economistas.,ekonomiści.,59
3496,retroativamente.,z mocą wsteczną,79
3761,precipitadamente,pochopnie,87
4542,blitzkrieg.,wojna błyskawiczna,83
14169,registro,nagrywać,8
8056,camundongos,myszy.,62
4861,sudanês,sudańczyk,82
12592,atos,dzieje,11
3569,personificação,uosobienie,88
2343,bilateral,dwustronny,92
4064,hooliganismo,chuligaństwo,66
13954,bom,dobry,7
12176,fora do comum,wybitny,31
11470,itálico,kursywa,33
10357,armênio,ormiański,41
9312,conquista,podbój,51
1543,abster-se,wstrzymać się,83
8851,flagrantemente,rażąco,56
9338,chefe de cozinha,szef kuchni,52
12789,vítimas,ofiary wypadku,22
8845,pintor,malarz,54
10002,imagens,obrazowość,48
13769,compreensão,zrozumienie,11
9774,verificação,weryfikacja,49
12142,escapar,ucieczka,25
11900,cristal,kryształ,31
8412,gravitação,grawitacja,51
477,póstumo,pośmiertny,73
56,incubus.,zmora,100
9099,colocação,umieszczenie,53
12242,conceito,pojęcie,26
13257,com cuidado,ostrożnie,8
12885,saúde,zdrowie,23
303,scion,potomek,97
14262,corporativo,zbiorowy,18
14490,virado,obrócony,11
12406,gordo,tłuszcz,28
10186,antraz,wąglik,46
214,caramba,yikes.,100
1707,bola fogo,kula ognia,93
202,estanho.,stop cyny z ołowiem,100
14203,em processamento,przetwarzanie,12
1276,góticos,goth,59
1797,amnésia,amnezja,95
10279,praça,plac,45
11146,indígena,rdzenny,39
14296,terminou,zakończyło się,8
1915,donuts.,pączki,88
7143,foo.,bla,67
2034,cátodo,katoda,92
2593,detestável,obrzydliwy,89
13377,banido,zakazany,11
12886,efeitos,efekty,12
3050,cardo,oset,84
725,têxteis.,tekstylia.,66
12181,doente,chory,26
11693,décimo quarto,czternasty,35
11426,trojan.,trojański,26
9128,bytes.,bajty,48
8569,deriva,dryf,38
8393,estacionário,stacjonarny,60
10488,parcialmente,częściowo,44
259,brincando,żartobliwie,100
2826,três vezes,trzykrotnie,91
8329,ofendido,obrażony,29
1065,englobado,objęty,40
9250,crânio,czaszka,52
12175,esposa,żona,31
67,preguiçoso,lazier.,100
5678,parque infantil,plac zabaw,76
4073,letterman.,listonosz,86
9535,adiado,odłożony,46
13011,pobre,słaby,22
2594,nos termos,na mocy,92
10719,visão,widok,35
64,entristecido,zasmucony,95
10529,bar,pub,42
6888,leucemia,białaczka,69
10028,votação,balotować,39
2189,mais apertado,mocniej,93
13248,pró,zawodowiec,17
6123,sofisticado,wyrafinowany,69
10951,joelho,kolano,38
3265,nom,nie m,85
722,larva,czerw,96
7243,quiropraxia,chiropraktyczny,67
8973,pitão,pyton,55
2159,hífen,łącznik,66
14403,breve,wkrótce,10
7995,saltador,skoczek,59
4479,sportsmanship,sprawność sportowa,83
4269,maw,trawieniec,84
13282,gramática,gramatyka,19
9680,quiddity,istota,51
6818,telecast,program telewizyjny,62
13409,dez.,grudnia,17
11491,entrada,wejście,35
10976,pele,skóra,37
9125,de madeira,z drewna,55
9496,alfabética,alfabetyczny,31
14000,do utilizador,użytkownik,5
8293,entusiasmo,entuzjazm,60
13065,ao longo do tempo,z biegiem czasu,21
2694,bule,czajniczek,92
13073,simples,prosty,21
11382,livrar,elimonować,38
6594,fuligem,sadza,71
7881,qualificações.,kwalifikacje,25
5914,excedente,nadwyżka,76
2677,agrário,rolny,89
6531,rezar,modlić się,59
2818,escassez,niedostatek,90
4923,remarcado,przełożony,77
6526,enxame,rój,66
2041,mainframe.,główna rama,93
161,bacilo,bakcyl,100
1289,ortodoxia,prawowierność,96
4244,ambiente de trabalho,miejsce pracy,85
13221,diretamente,bezpośrednio,19
6180,vagas,wakaty,67
5817,hidroxilase.,hydroksylaza.,76
3095,torque,moment obrotowy,89
3405,enredo,obrad,88
7738,não verificado,niesprawdzony,50
4048,casca de noz,łupina od orzecha,86
8978,cortiça,korek,54
11071,explosivo,materiał wybuchowy,21
3796,goblin.,chochlik,85
9911,inelegível,którego nie można wybrać,48
5800,desenvolvimento.,rozwojowy,76
6997,mais fraco,słabszy,68
7924,espingarda,strzelba,60
4587,espinha dorsal,kręgosłup,82
1673,familiarizar,oswajać,91
13384,cortar,ciąć,15
12703,favorito,ulubiony,24
7518,crossover,krzyżowanie,62
6560,rasgou,roztocz,71
707,soldado,slone.,99
11038,pântano,bagno,39
2035,berçário,żłobek,94
2540,errar,pomyłka,83
9383,latão,mosiądz,53
7463,clê.,clive.,65
6263,canário,kanarek,72
9660,cálcio,wapń,51
5108,decididamente,zdecydowanie,80
8423,pseudo,rzekomy,60
10489,teto,dach,40
6535,fútil,daremny,62
14503,distribuição,dystrybucja,23
7889,comporte-se,zachowywać się,45
2024,malícia,złośliwość,92
9740,derramar,wlać,42
13237,mestre,mistrz,15
5978,wisp.,wiecheć,75
6143,assírio,asyryjski,69
11910,tumulto,zamieszki,19
2194,códice,kodeks,93
2955,quilate,karat,89
12264,carbono,węgiel,28
12504,cd,płyta cd,27
4576,contrabando,przemycanie,76
12282,louco,zwariowany,29
12608,deserto,pustynia,25
9385,milho,kukurydza,50
458,meação,sharecropping.,100
13252,chuva,deszcz,16
3486,enriquecido,wzbogacony.,72
7375,ineficaz,nieskuteczny,63
9985,delírio,delirium,48
10827,assentamento,osada,36
12483,graça,wdzięk,27
4371,desvantagem,niekorzyść,70
12303,universo,wszechświat,8
10054,espaguete,spaghetti,47
7704,guaxinim,szop pracz,63
278,fairgrounds.,teczki,99
4564,costelas.,żebra,65
13834,acima,w górę,7
12790,derrota,pokonać,12
1541,stalwart.,rosły,88
8235,sabre,szabla,33
6335,documentação,dokumentowanie,14
2416,congênito,wrodzony,92
842,ferroso,żelazawy,99
9036,batedor,batsman.,55
6116,tapa,policzkować,58
13119,milhares,tysiące,17
1053,solubilidade,rozpuszczalność,72
2478,pica-pau,dzięcioł,92
5251,lrev,lr.,79
13923,rede,sieć,9
2998,super-heróis,superbohaterowie.,62
5731,gambá,possum.,76
9195,embarcações,statki,43
6016,gravetos,kije,26
713,salpiche,resorowany,99
14245,adicional,dodatkowy,7
13972,arquivo,plik,6
12090,liderança,przywództwo,31
5008,miséria,nieszczęście,80
4074,crimeia,krym,86
13078,aeroporto,lotnisko,20
376,pseudociência.,pseudonauk,100
2146,despedida,niepludnia,94
10593,radical,rodnik,37
4982,circuncisão,obrzezanie,79
5589,fermentação,browarnictwo,45
14307,alemão,niemiecki,12
8385,pólvora,proch strzelniczy,60
6508,rowan.,jarzębina,72
3690,assustador,zniechęcające,87
6167,brigue,bryg,74
5821,preparação,przygotować się,74
7949,rand,skraj,62
12651,ken.,rozpoznać,26
3192,mais rigoroso,stricter.,89
180,incalculhado,niewypowiedziany,100
7074,mórmons.,mormoni,35
11076,músicos,muzycy,25
13688,milhão,milion,12
11790,inter.,pochować,34
10813,viena,wiedeń,41
3202,bacterial,bakteryjny,89
11414,ataque,nalot,29
1314,desnutrição,niedożywienie,97
6511,meerkat.,surykatka,72
2862,sabores,smaki,51
9220,detido,zatrzymany,50
12286,mais recentes,najnowszy,29
12205,escolheu,wybrać,30
9695,adobe,cegła suszona na słońcu,50
13179,ofensa,wykroczenie,12
6056,gunfire,obstrzał,75
2706,agnóstico,agnostyk,90
9359,converte.,konwertuje,20
1893,sermão,kazanie,88
8864,subúrbio,przedmieście,39
1956,pechincha,okazja,62
6218,clitóris,łechtaczka,74
11655,queda,spadający,13
6297,tablóide,tabletka,68
4326,agustação,skutkiem tego,84
2077,com tesão,seksualnie podniecony,94
7014,inovação,innowacja,48
8990,dica,wskazówka,46
12418,classificado,sklasyfikowany,26
6851,yogi.,jog,69
12349,histórico,historyczny,16
6752,leveff.,leadoff.,70
13039,aproximadamente,około,20
3088,liquidificador,mikser,89
2081,amargamente,gorzko,94
5730,escada,klatka schodowa,74
2447,acidentalmente,przypadkowo,24
10687,revolta,powstanie,40
2900,com raiva,gniewnie,91
1838,em itálico,przerywnik,90
8624,herpes,opryszczka,58
11651,beneficiar,korzyść,8
1136,centopéia,skolopendra,97
14025,meu,mój,6
9901,gravidez,ciąża,48
7298,cênica,sceniczny,66
10092,salomão,solomon.,47
6826,perdão,pardon,65
10787,medieval,średniowieczny,42
13698,sugestões,poradnik,13
9448,anfíbio,ziemnowodny,52
11118,yd.,yt.,38
2372,caixa de correio,skrzynka pocztowa,91
10933,fumaça,palić,29
4866,cavaleiros,jeździectwo,82
4146,papal,papieski,85
11555,máxima,maksyma,34
8594,marquês,markiz,58
8787,incivil,nieuprzejmy,56
2227,analisador,parser.,92
257,coeso,spoisty,60
7455,estéreo,stereofoniczny,65
8456,bonitinho,słodki,54
12985,atrás,temu,22
12446,conduzido,prowadzone,20
11977,incompleto,niekompletny,31
9706,moisés,mojżesz.,50
8996,sussurrar,szept,36
6182,espinafre,szpinak,74
7254,camadas,warstwy,39
7161,rudd.,wzdręga,67
5224,selim,siodło,75
12407,contábil,kont.,28
13228,amarrado,zawiązany,12
2013,tack.,hals,73
13143,disputado,walczył,20
5215,cartão postal,pocztówka,75
1637,dianética,dianetyka,96
5614,jumbo.,landara,76
9234,trigo,pszenica,54
2448,invocado,wywołany,73
334,desonestidade,nieuczciwość,99
1415,heroína,bohaterka,50
13423,mais cedo,wcześniej,17
13412,frank.,szczery,17
4132,tadir,berbeć,85
12925,bobby.,konstabl,23
3636,irrigação,nawadnianie,86
1278,empilhamento,układanie,54
10384,retirar o,wycofać,30
5578,bohemia,cyganeria,77
10733,vizinhança,sąsiedztwo,36
13393,encontra-se,spotyka się,11
464,empunhando,władza,87
14343,atualmente,obecnie,8
887,déficits,deficyty,36
6426,unseeded,nieskrępowany,73
5321,mono,mononukleoza,79
1729,sociológico,socjologiczny,46
11294,genético,genetyczny,30
2687,culinária,kulinarny,92
690,retrospectiva,celownik,99
11280,calouro,student pierwszego roku,38
649,semifinalista,półfinalista.,99
2720,incendiário,zapalający,88
1926,condessa,hrabina,95
4144,mais ampla,najszerszy,85
5960,quilômetro,kilometr,75
821,ardente,żarliwy,97
11886,bávaro,bawarski,33
14317,envolvido,zaangażowany,10
5916,vão,próżny,75
13515,cara,facet,14
7437,eslovaco,słowacki,63
3920,corrosão,korozja,83
8165,cereal,zboże,59
12701,alegre,zadowolony,25
2791,jogável,grywalny,91
7296,balcãs,bałkańy,57
11078,dramático,dramatyczny,34
12248,em algum lugar,gdzieś,30
13982,desenvolvimento,rozwój,12
11866,ocupação,zawód,30
2501,overdrive,zajeździć,92
13544,lee.,zawietrzny,16
9212,hat,ht.,37
13677,duplicado,duplikować,13
12420,alguém,ktoś,28
13031,fundação,fundacja,21
14320,fonte,źródło,7
8273,aborígene,rodowity,49
12348,folhetos,ulotki,28
4483,juba,grzywa,80
14133,vida,życie,12
6572,antecipadamente,uprzednio,71
5335,valente,dzielny,79
12640,contador,licznik,25
1762,intermitente,przerywany,86
2129,linha azul,niebieska linia,94
10388,interestadual,międzystanowy,44
9499,cocô,kupa,49
11521,quarenta e cinco,czterdzieści pięć,36
12223,mais perto,bliższy,30
10513,rumores,plotki,38
11421,circunstâncias,okoliczności,35
6555,concussão,wstrząs mózgu,69
118,empreendedorismo.,przedsiębiorczość,100
2802,nasal,nosowy,90
3398,quintal,podwórko,88
13921,dizer,mowić,9
14146,nome,nazwa,7
7434,sotaque,akcent,58
9297,caridade,dobroczynność,50
4193,strikeout.,skreślony,43
10683,ouriço,jeż,42
14110,veio,wszedł,12
1270,arquétipo,archetyp,91
6257,bagagem,bagaż,73
10062,desqualificado,zdyskwalifikowany,46
2080,alho,czosnek,94
6967,terrestre,ziemski,68
10161,homem morcego,ordynans,47
1265,anos noventa,dziewięćdziesiąty.,56
11696,uau,wow,35
10658,agenda,porządek obrad,41
913,dormitório,sala sypialna,88
7483,yardage,metraż,65
292,inegavelmente,niezaprzeczalnie,81
11501,chipre,cypr,36
14223,criar,tworzyć,6
356,almirantado,admiralicja,99
5149,silésia.,śląsk,80
11833,constelação,konstelacja,33
2071,melanoma,czerniak,94
1294,bebês,niemowlęta,56
14377,rua,ulica,12
3100,kosher.,koszerny,89
8244,fardo,ciężar,58
8291,faca,nóż,60
4939,canônico,kanoniczny,40
6155,surfista,surfer,63
1315,maiúsculas,duże litery,97
8066,seguiu-se,nastąpiło,34
12301,varredura,skanowanie,21
8811,fígado,wątroba,57
14357,fácil,łatwy,12
14395,reduzir,zmniejszyć,20
8318,underwood,podszycie lasu,60
13875,eles,ich,6
6679,abreviaturas,skróty,45
8742,demolido,zburzony,54
8875,esfinge,sfinks,56
1877,vigília,brzęk,31
729,cussing.,spokój,96
6695,preâmbulo,preambuła,70
10436,substituído,podstawiony,24
5345,nevado,śnieżny,79
4338,iceman.,lodziarz,84
9576,fortuna,bogactwo,51
5587,vômito,wymioty,71
502,tantamount.,równoznaczny,99
8135,expulsão,wydalenie,56
13276,clima,pogoda,18
12742,armado,uzbrojony,15
13141,pausa,zepsuć,15
768,cádmio,kadm,99
14336,padrões,standardy,12
8552,tipográfico,typograficzny,58
14459,conta,konto,6
9738,silêncio,cisza,44
9701,conclusões,wnioski,27
11009,rotação,obrót,30
14029,em volta,wokół,9
14337,tendo,mający,5
14304,cair,jesień,13
9599,estrondo,bum,48
1870,momentaneamente,chwilowo,95
7599,forro,liniowiec,62
11660,mesclar.,łączyć,21
3470,gorro,czapeczka,80
9071,croata,chorwacki,55
12771,animal,zwierzę,14
9840,plural,mnogi,45
8196,financiado,sfinansowany,25
9426,perícia,ekspertyza,52
9533,intercontinental,międzykontynentalny,52
7650,quartermaster.,kwatermistrz,64
12862,selvagem,dziki,23
11427,irmã,siostra,32
1755,surreal.,surrealistyczne,68
4610,aprendido,nauczyli,83
11677,letra da música,tekst piosenki,32
10022,tributo,hołd,46
8659,incidentalmente,nawiasem mówiąc,55
8557,connição,conn.,59
10237,chaves,klucze,12
11237,general,gen.,38
13918,compartilhar,udział,6
328,blazer.,marynarka,53
12655,eu estou,jestem,26
2754,cervejaria,browar,85
10231,martim,targowisko,45
7593,porão,piwnica,63
9712,circo,cyrk,50
4310,handicap.,upośledzenie,68
6629,bolchevik.,bolszewicki,62
6492,cais,molo,63
5631,legibilidade,czytelność,57
11884,meio ambiente,środowisko,32
12145,influência,wpływ,24
4102,queda de neve,opady śniegu,86
10698,reavaliado,ponownej oceny,41
11398,tremoço,łubin,37
8953,tecelão,tkacz,55
14083,importante,ważny,9
13566,hoje,dziś,15
2144,inacessível,niedostępny,94
8715,jogatina,hazard,43
9992,bolsa de estudo,stypendium,46
9132,erosão,erozja,54
6066,buffaloes.,bawół,21
11279,elementar,podstawowy,38
11183,victorian.,wiktoriański,38
5091,trópicos,kraje tropikalne,10
10248,hostil,wrogi,35
7696,luto,żałoba,59
13122,estrelas,gwiazdy,11
2217,assimétrico,asymetryczny,88
11238,prender prisão,aresztować,20
2311,perturbar,przeszkadzać,24
8673,estoniano,estoński,55
5966,percussão,perkusja,73
14414,não pode,nie mogę,12
6522,pio,pius.,70
10507,pânico,panika,43
10283,mosaico,mozaika,45
14183,festa,impreza,11
2711,abutre,sęp,88
7097,minissérie,małe serie,68
13019,declarado,zdeklarowany,16
3084,guirlanda,wieniec,80
872,pilatos,piłat,98
3708,fuselagem,kadłub samolotu,87
8381,tempo de vida,dożywotni,60
13469,permitir,dopuszczać,10
10509,cantando,śpiewanie,32
9844,goleiro,bramkarz,47
8355,improdutivo,nieproduktywny,60
12994,magnitude,ogrom,22
12739,ouvir,słyszeć,21
11674,com medo,przestraszony,35
2697,apátrida,bezpański,86
12869,fl.,flor,23
1083,rédeas,lejce,77
3040,capricho,kaprys,86
5110,obstáculo,przeszkoda,64
12022,negado,odmówiono,25
3770,homem pássaro,birdman.,87
4277,ambiente,otoczenia,84
13284,8º,8.,19
5359,pasta de dentes,pasta do zębów,79
11275,nomeados,nominowane,35
5706,suspirar,westchnienie,74
3908,potência de fogo,siła ognia,86
12196,husa,est.,30
7703,reciclando,recykling,57
8453,envenenamento,zatrucie,39
13884,três,trzy,8
14338,visto,widziany,12
9001,empréstimo,pożyczka,45
5189,flair.,talent,80
13427,disputa,spierać się,11
3344,penteado,fryzura,77
12497,corredor,biegacz,22
4813,realocar,przenieść się,36
8839,não vai,przyzwyczajenie,56
9218,gasolina,benzyna,54
12220,assentou,zadomowiony,25
3373,revogação,uchylać,77
5024,comedor,zjadacz,70
11963,oponentes,przeciwnicy.,25
9832,táxi,taksówka,48
8900,mel,kochanie,56
7797,do mesmo,tego,63
2511,dungy.,nawożony,92
3653,ordenadamente,uporządkowany,88
6746,mobiliário,meble,70
9457,tens,kilkadziesiąt,12
7406,tic.,tik,65
10295,rebelde,buntownik,31
8359,mansão,rezydencja,58
5082,servo,sługa,61
3213,enchimento,podsadzkarz,85
5713,di-hidrogênio,dihydrogen.,77
2812,altercação,sprzeczka,88
6165,superpopulação,przeludnienie,73
12696,padronizar,wzór,24
4829,enviado,wysłannik,78
13919,vendas,obroty,25
9114,não utilizado,nie używany,51
8595,gênio,geniusz,58
3271,esquiador,narciarz,80
16,maníaco,maniakalny,99
1203,entorse,zwichnięcie,74
4440,intocado,nietknięty,67
12075,realidade,rzeczywistość,31
6036,jóia,klejnot,62
12488,não relacionado,niepowiązany,27
13647,viver,relacja na żywo,9
3878,inglês,anglik,86
7644,wan.,blady,64
3085,divulgar,ujawniać,63
4945,irrestrito,nieograniczony,81
7912,leander.,skórka,62
10825,sem sentido,bezcelowy,41
10313,andando,pieszy,16
9229,imperativo,nakaz,53
7282,inseto,owad,62
3508,zurique.,zurych,88
5494,filho da puta,motherfucker.,78
9320,alegria,radość,51
3785,midratário,medideshipmen.,87
11451,gêmeo,bliźniak,24
12450,pato,kaczka,23
7332,veredito,werdykt,64
9872,homossexualidade,homoseksualizm,39
3539,tifóide,dur brzuszny,88
2456,cozinhou,gotowany,27
3644,sem fins lucrativos.,niedochodowy,88
14468,quer,chce,6
2473,adesivo,spoiwo,77
8397,oco,dziurawy,51
6825,twenties.,dwudziestych,16
7946,atacado,hurt,62
13014,factual,faktyczny,20
2032,condolências,kondolencje,89
11423,argentino,srebrzyk,37
3058,temporal,czasowy,77
4800,expondo,wystawienie,38
13388,usuario,nacięcie,17
12996,sem utilidade,nieprzydatny,22
7150,ptolomeu,ptolemy.,67
12744,desastre,katastrofa,20
14084,mover,przenosić,9
2918,boll.,torebka,84
890,semântica,semantyczny,74
12638,intensidade,intensywność,21
6138,postage.,opłata pocztowa,74
12916,chocado,uderzony,23
6803,pollard.,otręby,70
9722,vigilância,nadzór,50
5812,dique,grobla,66
9117,sexy.,seksowny,55
8674,monge,mnich,43
5554,rotativo,obrotowy,77
8309,catálogo,katalog,57
4238,beau.,amant,84
8037,sagacidade,dowcip,27
11527,pedágio,myto,35
1021,boicotar,bojkotowanie,66
10956,índias,indies.,28
11059,semanalmente,tygodniowo,40
11018,céltico,celtycki,40
13443,legais,ładny,16
2133,gueixa,gejsza,93
1506,égide,egida,96
10710,dúzia,tuzin,32
6080,tia,ciotka,73
2878,maloqueiro,bogan,89
3209,mudo,niemy,81
1055,descobridores,odkrycia,75
13235,uso,stosowanie,19
1943,calmaria,zastój,92
12990,dança,taniec,18
6583,largura de banda,przepustowość łącza,70
13403,o negócio,biznes,15
10238,camareiro,szambelan,46
14179,ganhos,zyski,16
9751,acusação,akt oskarżenia,44
13818,não,nie,5
7348,aperto,chwyt,60
12375,principalmente,głównie,29
5987,marca d água,znak wodny,68
9324,objecto,ob,52
10230,romena,rumuński,46
5319,abelhas,pszczoły,38
9442,contencioso,sporny,52
6501,jericó,jerycho,72
9632,compreende.,zawiera,27
12442,apanhar,złapać,22
11087,censurado,ocenzurowany,29
13142,sombrio,ciemny,19
7839,mentiroso,kłamca,59
10291,fleming.,flamand,45
13804,era,był,5
10642,amostra,próbka,33
9699,ondulação,wijący się,45
11857,dispositivo,urządzenie,27
12138,cristo,chrystus,31
6505,cíclico,cykliczny,70
12915,touchdowns.,przyłożenie,11
10125,surge,sur.,47
6438,verificador,szachownica,54
680,arqueólogo,archeolog,91
2761,indeeless,niepobórny,91
7040,audiências.,publiczność,33
12254,interno,wewnętrzny,10
9470,isolado,odosobniony,44
12647,ameaças,zagrożenia,16
7836,falhas,awarie.,25
11329,décimo sétimo,siedemnasty,38
11702,impreciso,niedokładny,34
8969,compatível,zgodny,51
1036,hessian,heski,95
721,revisionismo,rewizjonizm,99
1808,invadido,przecedzić,95
373,micose,liszaj obrączkowy,100
4422,incapaz,niezdolny,83
1684,mancha solar,sunspot.,93
11380,vertical,pionowy,34
12268,muçulmano,muzułmański,24
298,adicionador,sumator,100
12662,lista negra,czarna lista,15
8480,implicações,implikacje,44
10709,matemático,matematyczny,24
11537,derivado,pochodna,23
11945,décima primeira,jedenasty,32
11734,cadeia,łańcuch,32
4141,ultra-som,ultradźwięk,85
11688,pa.,rocznie,31
9024,dióxido,dwutlenek,55
706,à tona,na morzu,99
12705,ninguém,nikt,25
13353,contribuir,wkładki,18
9309,esfregar,wcierać,53
10626,limão,cytrynowy,42
13794,e,i,5
3552,espaçoso,przestronny,88
10790,desatualizado,przestarzały,42
7049,molho,sos,67
12810,suíça,szwajcaria,24
12889,coração,serce,18
142,proprietários de terras,właściciele ziemscy,95
7372,sintomas,objawy,62
10446,campo de batalha,pole walki,43
10057,hackney.,banalizować,47
2140,encharcado,namoczony,86
10153,pinho,sosna,44
14493,parece,wydaje się,10
965,soir.,sejp,98
8738,comodoro,komandor,47
2798,xisto,łupek ilasty,91
10548,ram,baran,26
165,agir sobre,działać na,100
3635,desclassificado,odtajlany,88
14043,emitir,wydanie,9
12294,otan.,nato.,29
9357,esclarecimento,wyjaśnienie,51
8709,sonny,synek,57
7524,ilimitado,bez limitu,65
1116,sundial,zegar słoneczny,94
9510,tubo,rura,42
9568,videogames,arkada,51
9592,militante,wojowniczy,33
6921,cão,pies,63
6342,snoop,podejrzeć,71
14233,obrigatório,wymagany,7
9778,cassino.,kasyno,46
11971,caminhão,samochód ciężarowy,29
1868,colidir.,zderzenie,47
14423,apresentado,przedstawione,12
12172,milênio,tysiąclecie,31
3531,wetland.,podmokły,83
11097,rochoso,skalisty,33
14168,política,polityka,7
1598,pensadores,myśliciele,88
12774,sudeste,południowo-wschodni,24
8468,sem resposta,bez odpowiedzi,59
14202,guerra,wojna,8
14222,aproximar,w pobliżu,11
10087,gale.,wichura,44
8314,mescla,wrzos,60
6068,insiste,nalega,30
7803,bombeiros,strażacy,49
13043,ganhou,zarobiony,16
6755,favorável,korzystny,33
575,à beira-mar,nadmorski,99
466,piso,nadepnąć,93
653,comissário de bordo,steward,68
3668,ceticismo,sceptycyzm,59
12822,velozes,szybki,24
5724,malabarismo,żonglerka,75
4087,inquilinos.,najemcy,64
13833,que,niż,6
3190,expedições,wyprawy,37
10424,ameaçador,groźny,27
12201,tenente,porucznik,30
12059,marcas,znaki,8
2756,opressão,ucisk,70
324,joss.,bożek chiński,100
12516,civis,cywilowie.,20
5762,fingindo,udawanie,48
2875,cidra,cydr,91
3194,tecidos,tkanki,53
7026,inventário,inwentarz,66
13130,oitavo,ósma,20
9301,em pó,proszek,49
215,mortalha,całun,100
2781,aplausos,oklaski,91
3188,manipulador,treser,84
12362,packers.,pakowania,28
7325,espadas,miecze,37
11003,café,kawa,40
11158,seriamente,źle,39
7717,substantivo,rzeczownik,56
14009,desempenho,wydajność,12
7832,dickens.,licho,63
11073,flecha,strzałka,36
14177,projetado,zaprojektowany,11
7172,soprar,blowout.,65
7039,homólogos,odpowiedniki.,53
7227,fabian,fabiański,67
8756,trompete,trąbka,54
5585,brezhnev.,breżniew,77
7761,esquelético,szkieletowy,63
9948,lefty.,leworęczny,48
2806,lackluster,lśniący,91
10561,piano,fortepian,43
14333,vendendo,sprzedawanie,24
7685,visconde,wicehrabia,64
11670,décimo terceiro,trzynasty,35
669,inchar,puchnąć,71
3220,ondulado,falisty,88
5622,indiscutível,bezsprzeczny,73
9681,veneza,wenecja,51
5181,implantar,wszczepiać,73
13045,discoteca,dyskoteka,21
10372,hardware.,sprzęt komputerowy,45
7564,becket.,uchwyt do luźnych lin,65
8939,davenport.,sekretarzyk,56
9994,afinar,chudy,47
2574,folha de pagamento,lista płac,91
14099,dar,dawać,9
11997,ressaca,cofająca się fala morska,32
4881,boate,klub nocny,75
13188,crianças,dzieci,20
9329,morador,mieszkaniec,52
13015,altamente,wysoko,22
12278,fb.,pełne wyżywienie,30
11642,ritmo,tempo,33
2266,compatriota,rodak,88
12503,herói,bohater,23
3115,egeu,egejski,89
1891,hackers.,hakerzy,44
393,tamarin.,długouszka,100
7781,florescer,kwiat,62
3868,não resolvido,nie rozwiązany,86
12738,corrida,rajd,21
246,aconselhamento,doradztwo.,62
1662,cavalheirismo,rycerskość,96
9055,trovoada,burza z piorunami,44
13659,resolução,rezolucja,13
13622,curso,kurs,14
6813,com fome,głodny,70
5403,incêndios,pożar,66
10272,xangai,szanghaj,46
11180,largura,szerokość,38
4640,purificação,oczyszczenie,83
4024,clivar.,rozszczepiać,78
6082,inútil,bezwartościowy,74
4658,inevitavelmente,nieuchronnie.,54
11761,atlético,atletyczny,15
2846,pateta,głupkowaty,91
6286,iodo,jod,73
12214,correções,poprawki,10
7789,adjetivo,przymiotnik,59
5602,nome do arquivo,nazwa pliku,76
13545,declaração,oświadczenie,12
4815,guarda roupa,szafa na ubrania,81
3200,infligindo.,zadawanie,56
2064,cóptico,koptyjski,94
14237,conhecido,znany,11
3581,dias úteis,w dni powszednie,68
656,esporadicamente,sporadycznie,69
14070,mundo,świat,7
4545,iceberg.,góra lodowa,83
8026,hidrelétrica,hydroelektryczność,58
2544,desigual,nierówny,92
11102,ontem,wczoraj,39
1310,privar,pozbawiać,70
2302,psique,psyche,88
1693,náusea,mdłości,96
819,até agora,dotychczas,99
8771,feitos,czyny,52
1357,alcalino,alkaliczny,95
13425,facilmente,z łatwością,17
6806,maquiagem,makijaż,69
5170,provocar,sprowokować,54
12405,bordo,klon,28
12008,consequência,łożysko,13
6647,cognitivo,kognitywny,65
5419,meiose,mejoza,79
9603,nutrição,odżywianie,48
13189,químico,chemiczny,19
13765,geórgia,gruzja,13
8178,exportar,eksport,42
3086,desprovido,pozbawiony czegoś,89
11022,ausência,brak,40
10572,raiva,gniew,40
8330,nascer do sol,wschód słońca,60
14298,fornecedores,dostawcy,70
4946,reiterado,powtórzony,60
7205,saneamento,urządzenia sanitarne,63
9049,peito,skrzynia,54
2704,alerta,alarmowanie,31
8148,implorar,błagać,51
5234,vodka,wódka,79
13776,tour,wycieczka,12
11049,justificar,uzasadniać,28
12528,madeira,drewno,22
12289,palácio,pałac,29
5129,fantoche,lalek,80
867,desinaturar,obłudny,97
12170,yo.,siema,31
2688,padaria,piekarnia,86
13907,aqueles,te,7
6267,camponês,chłop,56
7606,mosquito,komar,62
14197,plantar,zakład,18
12890,rótulo,etykieta,17
14452,principal,prowadzący,8
4837,frigorífico,lodówka,67
1349,posto de trabalho,stacja robocza,89
6504,iq.,iloraz inteligencji,72
2961,antepassado,przodek,71
673,cimentada,cementowany,63
12904,solteirona,stara panna,23
6727,funileiro,majstrować,68
885,léxico,leksykon,98
2989,desinformado,niedoinformowany,83
11887,vírus,wirus,33
13648,necessariamente,koniecznie,14
4589,invertido,odwrotny,71
13226,frente,naprzód,10
8094,pré-jogo,pregame.,62
9009,sofia,sophia.,55
5052,pejorativo,pejoratywny,79
13232,dodo,dront,19
6680,doce de açúcar,banialuki,70
9455,lança,rzuty,22
2565,canopic.,kadzyk,92
2833,tapeçaria,gobelin,90
11394,câmara,izba,30
3127,véu,welon,75
909,lontras,ottery,47
6795,modular,modułowy,67
918,esboçado,szkicowy,98
