ID,PORTUGAIS,RUSSIAN,INTERVAL
6991,debandada,паничка,62
10239,pulmão,легкое,39
11369,dedicada,преданный,30
5772,extrair,извлекать,36
2414,escova de dente,зубная щетка,91
10184,néon,неон,42
2252,inestimável,неоценимый,91
14470,abaixo,ниже,8
3189,kona.,кона,87
8926,bicho-preguiça,лень,51
3423,palíndromo.,палиндром,73
13328,artilharia,артиллерия,15
5095,conceder,уступать,38
7983,schilling.,шиллинг,58
2656,midtown.,мидтаун,89
721,revisionismo,ревизионизм,98
10174,salva-vidas,спасатель,41
1993,inquérito,прочность,91
3798,mahdi.,махди,84
7014,inovação,инновации,43
8797,simplex.,симплекс,52
6235,gurkha.,гуркха,70
8149,embarcado,приступил к,47
5885,suspender,приостановить,22
4041,gauss.,гаусс,83
11858,alturas,высота,22
5586,ingênuo,наивный,70
5247,intranet,интранет,76
4684,paliçada,stockade.,74
13630,participar,участвовать,9
8846,quioto,киото,52
9915,dover.,дувр,44
5022,anexo,прилагается,71
7911,enciclopédica,энциклопеда,59
3188,manipulador,обработчик,81
4721,meia temporada,средний сезон,79
8425,celeiro,сарай,54
13289,incidente,инцидент,14
6505,cíclico,циклический,66
4066,poligamia,полигамия,83
14357,fácil,легкий,11
13682,carolina,каролина,12
2482,lavanda,лаванда,90
1191,inalação,вдыхание,73
1809,sprawl.,поправляться,86
12025,prost,проста,28
4575,biathlon.,биатлон,80
4158,burley.,забрызгивать,82
5245,ratoeira,музена,75
6038,salmonete,кефаль,67
7399,exausta,измученный,40
4255,retaguarda,рефрижератор,82
9810,oceânia,океания,45
3668,ceticismo,скептицизм,55
13257,com cuidado,осторожно,7
5741,judas,иуда,73
4681,banquete,банкет,76
11464,centro da cidade,в центре города,33
12862,selvagem,дикий,20
13883,sistemas,система,8
2213,nouveau,нуго,91
7300,tese,тезис,62
3858,podridão,гниль,77
9348,dante.,данте,49
7302,golpear,слеш,47
2203,consorte,консорт,88
12767,década,десятилетие,18
13222,houston.,хьюстон,16
10568,replay,воспроизводитель,33
8474,visando,прицел,21
1156,carabina,карабин,86
7178,dl.,дл,63
6676,mula,мул,59
13381,missão,миссия,12
11639,ziguezague,слалом,29
2287,semear,соу,84
2115,airdate.,дата выхода в эфир,89
11087,censurado,цензура,26
6825,twenties.,двадцатые годы,13
2603,disparar,разница,71
4173,federalista,федералист,80
4502,starship.,звездоход,80
9252,métrica,метрика,47
12910,critério,критерий,19
4868,unitário,унитарный,78
12410,wright.,оручитель,24
1598,pensadores,мыслители,86
14021,nacional,национальный,7
9425,dezessete,семнадцать,48
1599,endurecer,затвердевать,73
7771,farol,маяк,58
746,maoísta,маоист,93
12663,oleiro,поттер,22
11831,basicamente,в принципе,15
14015,correr,бегать,7
6393,reservas,оговорка,12
13216,não foi,разве,16
1312,não profissional,непрофессиональный,94
5684,ancora,отшельница,73
12708,fundida,в ролях,19
5506,instabilidade,нестабильность,74
5137,illuminati.,иллюминаты,77
10783,buscando,ищу,24
12224,marcial,боевой,26
11267,paquistanês,пакистанские,32
12052,torna-se,становится,8
1060,colheres,ложки,51
5482,incêndio culposo,arson,73
6373,chloe.,хлоя,69
1035,shreveport.,шрифт,97
1330,frismo,фри,96
6327,flytrap,мухоловка,69
7905,gin,джин,59
13231,antonio,антонио,16
12143,pássaro,птица,24
4888,bint.,вентия,78
8591,shan.,шан,54
1065,englobado,охватывалось,37
6376,evert.,вечно,69
962,narciso,нарцисс,97
1067,nigers.,ниггеры,46
1653,impiedosamente,беспощадно,94
13484,abl.,аб,13
7484,eris.,эрис,34
1909,ansiosamente,с нетерпением,93
12953,sobrepor,переопределять,19
684,referência,решается,22
3845,sala de imprensa,пресс-комната,84
2667,oligarquia,олигархия,89
6945,nêutron,нейтрон,63
5106,inacreditável,невероятный,70
1122,orbicle.,орицилка,96
7773,cockpit.,кабина,58
11059,semanalmente,недельно,36
13681,enviei,послал,12
305,ley.,лейябрь,95
2370,amar.,амар,91
11521,quarenta e cinco,сорок пять,32
12555,religioso,религиозной,23
13978,dia,день,6
11097,rochoso,каменистый,29
5587,vômito,рвота,67
5445,galáctico,галактик,74
9163,presley.,прелей,50
7647,adventista,адвентист,57
6269,carboidrato,углеводы,68
10404,ruído,шум,40
4793,simetria,симметрия,77
10930,sparta.,спарта,37
5988,podre,сгнивший,71
12420,alguém,кто-нибудь,24
10525,minúsculo,крошечный,39
13686,questões,вопросы,8
8167,participantes,абитуриенты,51
2506,querubim,херувисть,89
12904,solteirona,спинент,20
7291,sumatra.,суматра,62
10079,agrícola,сельскохозяйственное хозяйство,28
11695,sombra,тень,28
3839,incolor,бесцветный,84
5611,targeman.,таргерман,74
9630,morse.,морс,47
6900,contabilizado,составлял,5
4997,extrasolar,экстрасолар,77
1019,pista de pouso,воздушная полоса,92
5311,hovercraft.,на воздушной подушке,75
3732,ultrapassado,обгнать,85
14479,equipe,команда,7
3755,algoritmos,алгоритмы,44
10904,armazenar,место хранения,37
1107,guardiões,хранитель,41
7187,rumores de rumores,по слухам,31
6571,messias,мессия,67
199,gertrude,гертруда,100
13687,mau,плохой,12
7439,truta,форель,62
1687,despreparado,неподготовленный,94
14159,trabalhando,работающий,5
11359,tabaco,табак,34
11022,ausência,отсутствие,36
39,depurar,отлаживать,89
10915,gi.,ги.,36
3112,dândi,денди,86
5090,verbal,устный,65
12711,ônibus,автобус,20
11674,com medo,испуганный,31
1995,tétano,столбняк,93
6279,bielorrusso,белорусский,70
5990,espresso,эспрессо,71
9175,sk.,скитание,50
6703,nemo.,немо,66
9738,silêncio,тишина,40
8605,fração,доля,43
5889,sacerdotes,священники,42
6343,straits.,проницательность,41
1507,andar de baixo,внизу,95
5784,marés,приливы,33
8566,sísmico,сейсмический,53
9926,alpino,альпийский,44
8560,insuficiente,недостаточный,52
7102,vocalista,вокалист,60
13272,dr.,доктор,16
7214,cósmico,космический,63
766,ashkenazi.,ашкенази,98
2575,miliciamen.,милиционеры,90
10188,notificação,уведомление,41
10224,cobb.,колючий,41
6769,sobrenatural,сверхъестественное,66
6519,esclerose,склероз,68
11940,discografia.,дискография,28
3493,cintilação,мерцание,86
4687,meio-fio,бордюр,67
12847,confirme,подтверждать,13
13598,destaque,представлен,9
3731,cro,кроаль,85
3435,skinhead,скинхед,79
6863,idealmente,в идеале,35
3332,flatworm.,плоскость,87
12333,resistência,сопротивление,21
647,dalles.,далс,98
6008,mandarim,мандарин,71
14511,deixar,оставлять,7
11638,murphy.,мурфи,31
12411,riacho,ручей,24
13422,joseph,джозеф,14
3606,clem,клима,85
111,subsistência,проживание,90
2718,luar,свет луны,87
7267,limerick.,лимерик,62
12284,científico,научный,25
8077,alameda.,аламеда,58
6727,funileiro,дженк,64
5783,vintage,винтаж,72
3416,lambreta,самокат,83
4565,quarl.,катер,79
13642,registros.,рекорды,7
274,mikado.,микадо,97
8938,escotilha,люк,49
7096,viola,альта,64
10260,wesley.,весли,41
4389,irrevogavelmente,безвозвратно,79
7659,esquecimento,забвение,61
13254,asiático,азиатский,16
9177,morango,клубника,48
6375,desorganizado,дезорганизовано,68
5143,homofobia,гомофобия,77
5041,temperamento,темперамент,70
12085,tsunami.,цунами,26
10934,beatles.,битлз,37
2153,descontrolado,неконтролируемый,81
8083,juno,юнона,58
8677,autismo,аутизм,53
4020,roscoe.,роско,83
13109,natureza,природа,12
10708,cetro,скипетр,38
7827,disneyland,диснейленд,59
2674,tireoide,щитовидная железа,88
4717,opala,опал,79
9660,cálcio,кальций,46
10942,delicatessen,гастроном,37
12304,brooklyn.,бруклин,25
6095,crosta,корка,70
13100,guatemala,гватемала,18
13071,escolha,выбирать,12
3229,hiena,гиена,87
6220,mitt.,митт,68
9344,grama,лужайка,47
3660,normalização,нормализация,14
495,cócegas,щекотать,85
13229,filho,сын,15
58,limonada,лимонад,100
12080,iraniano,иранский,25
9572,lucy.,люси,47
12504,cd,компакт диск,23
11429,inaugural,инаугурация,30
10976,pele,кожа,33
8277,dental,стоматологический,56
6150,trenó,сани,69
1832,cady.,кадиль,93
9272,albion.,альбион,49
11425,canberra,канберра,33
12107,controlada,контролируемый,11
12941,distância,расстояние,17
7925,longitude,долгота,58
11797,subterrâneo,под землей,30
14235,permite,разрешает,9
8213,ilusão,иллюзия,54
12783,estúdio,студия,17
11527,pedágio,потери,31
11578,álcool,алкоголь,27
1444,diacríticos,диакритики,88
13670,termos.,термины,8
6268,mew.,мэт,67
10298,cientistas,ученые,31
13053,construir,строить,10
12316,caçador,охотник,23
1731,seno,синус,88
9813,pentágono,пентагон,42
1225,milla.,милла,96
13064,inferno,ад,18
3190,expedições,экспедиции,33
10211,caranguejo,краб,41
14286,quantia,количество,7
11646,radar,радар,30
6401,curdistão,курдистан,69
13518,inferior,нижний,13
4025,tábua,таблетка,67
11105,bibliomaniac.,библиоман,36
6849,heliac.,селиак,65
13095,liberdade,свобода,17
45,escritura,писание,80
5572,homenagem,увольнение,73
11070,comprovado,доказано,35
7009,rajá,раджа,64
2892,açoitado,взбиты,54
4620,detidos,задержанные,70
7781,florescer,цвести,58
5966,percussão,перкуссия,69
6984,interferir,вмешиваться,37
11256,truque,обманывать,28
6960,auto-estrada,автострада,60
7499,área de trabalho,настольный,62
10799,propriedades.,характеристики,19
13810,isto,это,5
460,viciante,привыкание,23
7461,férias,отпуск,46
884,boa sorte vá com deus,божем,97
7251,no topo.,атоп,62
8435,assassinos,убийцы,33
9243,cantou,пел,49
4087,inquilinos.,арендаторы,61
8719,processo judicial,иск,48
13498,lutador,истребитель,12
10980,atualização,модернизация,21
8900,mel,медовый,52
6402,babel.,варить,68
4866,cavaleiros,всадника,78
7288,tailback.,резервуар,61
9470,isolado,изолированный,39
10283,mosaico,мозаика,40
9382,bateria,ударные,28
10265,observações.,наблюдения,12
13383,implemento,воплощать в жизнь,13
4331,centímetros,сантиметры,68
7957,chunky.,коренастый,59
8556,judiciário,судебная власть,54
13117,diego.,диего,17
13631,portal,портал,12
4826,descontroladamente,дико,78
14170,recebido,полученный,6
10225,fóssil,ископаемое,27
10546,cama,кровать,38
60,payload.,полезная нагрузка,97
2395,gramofone,граммофон,91
12623,papai noel,санта,22
11949,canal,канал,28
8405,ulster.,ульстер,55
6938,beco,аллея,63
2786,cushing.,подувана,87
1817,sandpit.,песочница,93
14423,apresentado,представлено,10
4379,acelerar,ускорить,35
9983,refém,заложник,35
9108,lagarto,ящерица,50
9059,escolhendo,выбирая,7
12546,pagar,платить,20
9961,raramente,редко,26
6497,arquipélago,архипелаг,68
2451,sorriu,рассмеялся,38
7312,napier.,неисполнительно,62
11702,impreciso,неточность,30
2956,liberdade condicional,досрочное освобождение,82
14028,longo,длинный,8
11289,lutero,люверный,34
9216,sf.,сф,50
3750,anágua,петтикул,77
11668,vernon.,вернон,31
2375,quinton.,квинтон,91
13452,acreditava,верил,5
14212,cobranças,обвинения,14
6998,pirulito,леденец,63
627,sismômetro,сейсмометр,94
6140,liberação,оформление,69
10705,febre,высокая температура,38
6449,malvado,безнравственный,59
5819,preservando,сохранение,28
2621,pathfinder.,путь,84
832,cantus.,кантюс,98
13060,resfriado,холодный,18
10302,glória,слава,41
186,mogul.,могул,95
9192,pêssego,персик,47
13370,energia,энергия,15
14508,documentos,документы,12
7318,cesar.,цезар,59
2591,documentários,документальные фильмы,32
625,legisladores,законодатели,94
2535,khatri,хатри,90
13991,negociação,торговля,12
2812,altercação,ссора,86
10027,refugiado,беженцы,27
5865,unitarista,унитарен,59
8983,aceitador,акцептор,50
13271,retransmissão,реле,15
9793,fagulha,искра,31
3644,sem fins lucrativos.,некоммерческий,85
461,conciliar,примириться,84
10955,desativado,деактивирован,34
1534,epifania,богоявление,94
11126,sorrateira,подлый,36
6621,queimada,кустарник,54
6128,veneno,яд,67
9545,fantástico,фантастический,46
5717,jargão,жаргон,73
2596,robe.,халат,81
2288,ust.,уст,91
12506,reitor,декан,23
5231,irresponsável,безрассудный,75
12761,cabelo longo,длинные волосы,21
4936,pereira.,переира,77
1869,nist.,нич,93
12186,mercúrio,меркурий,26
9672,resolver,решить,30
10641,revanche,реванш,38
3085,divulgar,раскрывать,60
6182,espinafre,шпинат,70
5945,modena,модена,71
5241,dissipação,рассеивание,17
5668,dumas.,думас,66
10528,nt.,нота,39
13603,japonês,японский язык,12
2999,gelatina,желатин,88
2026,zombaria,издевательство,91
3057,cartolina,картсток,88
4862,legal,статус,78
7864,isopropil,изопропил,59
11976,soapbox.,мыльная коробка,28
814,jazzy.,джазжи,98
10616,silva.,сильва,39
2171,imaginado,предусматривал,87
10326,mais próximo,ближайший,41
2673,polimerização,полимеризация,87
13690,dinheiro,деньги,12
14482,por que,почему,7
14414,não pode,не могу,10
2653,malatião,малатион,89
14373,agendado,запланированное,13
13861,ele,он,7
1369,sem marcas,бездарный,96
5069,internodeiro,междоусловие,77
1144,wankel.,ванкель,96
12740,fénix,феникс,21
10756,guerreiro,воин,23
10469,canais,каналы,15
9086,defensores,офиги,51
2230,entomologia,энтомология,91
201,capelão,капеллан,92
1649,cheddar.,чеддер,94
10042,lidar,справиться,42
11056,chá,чай,36
8786,taxa,платеж,45
7711,suavizante,успокаивающий,60
1789,cervical,шейный,93
9805,garagem,гараж,43
2897,colesterol,холестерин,88
8642,stafford,стаффорд,54
3948,sarcástico,саркастический,79
1728,retrospecto,ретроспект,63
5625,mown,хромать,58
4584,jerez,херез,80
6805,amplamente,в целом,66
13440,qualquer que seja,что бы ни,14
14417,limitado,ограниченное,9
822,intransponível,непреодолимый,98
13275,associado,связанный,10
3100,kosher.,кошерство,88
1968,faddle.,фанд,93
11899,metros,метры,24
5204,milionário,миллионер,59
4023,categorização,категоризация,26
4384,snapper,навязчивый,65
7236,bibliografia,список используемой литературы,62
11938,queijo,сыр,28
12078,amador,любитель,26
10612,procedimento,процедура,29
7732,diem.,диэм,60
1799,lubrificante,смазка,81
10018,buenos.,буэнос,40
8735,kai.,кай,53
1585,boogie.,буги,94
12058,trivialidade.,мероприятия,27
11260,argila,глина,34
13167,gogo,гого,17
2017,doodle,каракули,90
14155,britânico,британский,9
7254,camadas,слои,36
10,estrela solar,sunstar.,100
2900,com raiva,сердито,88
4814,invasores,захватывающие,31
12723,segunda-feira,понедельник,21
12393,financeiro,финансовый,23
6902,crashing.,сбой,16
9920,hoary.,приятный,44
8475,transformado,преобразован,26
5941,sedimentar,осадочный,71
2735,myron.,мирон,89
4990,mandíbulas,челюсть,58
8580,superintendente,суперинтендант,52
7712,corveta,корвет,59
11452,simples,простой,25
5189,flair.,таинство,76
13047,filipinas,филиппины,14
2420,planejadores,планировать,82
11215,baseman,позывный человек,35
3989,yokohama,йокогама,83
9461,nobel.,нобелев,48
8488,landslide,оползня,42
3561,penélope,пенелопа,85
6903,mais pesado,тяжелее,65
8299,pavilhão,павильон,53
11827,arnold.,арнольд,29
12988,lista de controle,контрольный список,19
9369,térmico,термический,48
9396,cerca,изгородь,38
3081,subtrair,вычесть,61
13361,modelo,модель,13
3036,pretória,претория,88
12921,quebrado,сломанный,19
2519,mais ocupado,насыщенный,90
5254,equilíbrio,равновесие,75
303,scion,соискание,96
572,reptiliano,рептилия,99
5958,através de,повернуть,71
3723,paranômia,параномия,85
7155,logístico,логистически,36
9424,picasso,пикассо,48
14062,exemplo,пример,10
6310,marroquino,марокканский,65
12460,wilton.,уилтон,24
14336,padrões,стандарты,11
177,nostalgia,ностальгия,100
1,piperidina,пиперидин,100
10804,render,сдаваться,27
11559,clare.,кларк,15
586,sem censura,бесцензурный,99
3387,inscrições.,надписи,67
11591,veteranos,ветераны,23
7342,cerâmica,гончарность,61
11961,bota,ботинок,25
702,petisco,тидбит,88
2565,canopic.,каноpic.,90
13147,bonito,симпатичный,17
11258,porco,свинья,29
2382,rangoon.,рангун,91
5810,samambaia,папоротник,71
12439,fêmea,женский,23
13739,super,супер,12
3418,silvicultura,лесное хозяйство,86
7394,lagosta,омар,62
10255,densidade,плотность,41
6717,aclamado,признанный,53
13290,anthony.,энтони,16
9762,knox.,нокс,45
8896,holt.,холт,52
14507,centro,центр,10
8573,hubble,хаббл,54
2333,varinha,палочка,90
7862,antipatia,не нравится,52
7500,yellowstone.,йеллоустон,62
6681,tolos,дураки,35
14390,forças,силы,8
4636,mallard.,кряква,78
10789,ferramentas,инструменты,19
5113,goddard.,годный,77
8819,escavação,копать,43
1703,bungee.,банджир,94
1175,pons.,пончики,85
11919,ast,аст,29
7072,recarregar,перезагрузка,53
11995,traseira,задний,28
8793,dayton,дейтон,53
11655,queda,падение,12
6151,protetor,защитный,10
1766,livro de receitas,кулинарная книга,88
108,bombeiro,пожарный,100
786,doh,дох,98
6410,discurso,дискурс,68
9357,esclarecimento,разъяснение,46
4994,casa de força,powerhouse,71
10909,rochester.,рочестер,37
13678,estabelecido,учредил,10
1458,alo.,ало,83
6242,balde,ведро,65
10077,explícito,явный,43
5057,osiris.,осирис,77
9533,intercontinental,межконтинентальный,47
13608,alevado,ума,12
6388,lavagem,стирать,42
4817,portman.,портман,78
14502,espera,надеется,11
12946,selecionando,выбор,11
6656,incumbente.,действующий,58
3195,nach,наша,87
906,papiro,папирус,97
3594,sobreposição,перекрытие,55
10355,estresse,стресс,35
5503,acumulado,заблаговременно,62
8098,escolher,подбирать,56
4836,micropenis.,микропенис,78
9801,toi.,той,45
9781,triangular,треугольный,45
3346,pauzinhos,палочки для еды,87
7796,ironia,ирония,59
9225,exibe.,дисплей,13
3573,bochecha,щек,74
13056,graham,грэм,18
7856,nanking.,нанкин,59
9934,ginástica,гимнастика,41
6384,arbitrariamente,произвольно,69
2981,torrente,торрент,85
947,cumulus.,кумулюс,97
7874,bilionários,миллиардеры,57
1131,oculto,осторожный,71
11592,português,португальский,32
7067,irregular,нерегулярный,43
1577,interpessoal,межличностный,94
3814,transatlântico,трансатлантический,84
1886,pedal,педаль,84
7922,necessidade,необходимость,57
3000,marcadamente,заметно,88
4272,inanição,голода,82
5925,chuvoso,дождливый,71
10407,hardcore.,хардкор,40
9581,evade,уклоняться от,40
6901,mn.,мн,65
10571,cada vez mais,всё,39
12121,enigma,загадка,27
8877,esgoto,сточные воды,52
5401,manivela,кривошипать,70
9224,volta completa,полный назад,44
11806,leão,лев,17
1251,arginina,аргинин,96
9791,eh,эх,45
12585,roubar,ограбить,22
2246,minnie,минни,91
5719,fictício,дурачок,70
8646,atlantis.,атлантис,54
9785,enterrado,похороненный,36
6990,argamassas,минометры,38
8340,olympia.,олимпия,56
12436,alívio,облегчение,24
7743,esboço,эскиз,52
4581,barômetro,барометр,80
9018,encomendado,введен в эксплуатацию,19
4982,circuncisão,обрезание,75
11507,mg.,мг,32
3894,otelo.,отелло,84
4680,não divulgado,нераспределенный,79
12620,docembro,док,22
10328,arranjos,распоряжения,20
11903,em.,эм,27
8893,potomac.,потомак,52
7709,hidráulico,гидравлический,54
1576,foxy.,лисил,94
3318,retido,удержанный,87
8589,doser.,дозатор,54
10149,budapeste,будапешт,42
86,arado,пахать,88
9917,aleph.,алеф,44
6248,clique,клика,66
1308,swami.,свами,93
10701,brilhante,блестящий,38
1942,lázaro,лазарь,93
13862,anos,годы,6
2533,heroísmo,героизм,90
3581,dias úteis,будние дни,64
12695,enchente,наводнение,14
5349,esguicho,скважина,74
5102,fer.,чепуха,76
1273,gemstone,драгоценный камень,88
10659,premiership,премьерфорство,38
7816,verifique novamente,перепроверять,59
3872,epônimo,эпоним,83
10246,dia das bruxas,хэллоуин,42
9109,espetacular,захватывающий,50
8127,cantores,певцы,19
12431,serve,служит,11
12254,interno,внутренний,9
13979,encontrado,найденный,6
619,rastreador,трекер,89
11495,sem cabeça,обезглавленный,32
9485,infantil,детский,47
3441,não convencional,нетрадиционный,85
11152,voleibol,волейбол,35
2466,sayers.,сажеры,83
4250,siamese.,сиамский,82
8164,porpoise,перьера,57
2174,pega,привязывать,69
12336,imigração,иммиграция,21
3946,bastardos,ублюдки,54
781,suína,свинить,98
7978,magnésio,магний,58
11137,villa.,вилла,35
13756,rocha,рок,11
5870,silverback,серебристый,72
11793,notificar,уведомлять,26
14308,j,дж,8
9925,leicester.,лестер,44
8651,computador portátil,ноутбук,53
7532,lince,рысь,62
12586,malásia,малайзия,23
6890,sevilha,севилья,65
5876,suspeitas,подозрения,47
5164,corola,венчик,76
6021,não disposto,нежелание,71
2410,tauranga.,тауранга,91
4710,fauna,фауна,79
11216,lindo,прекрасный,26
14207,especial,особенный,11
288,microscopia,микроскопия,100
8753,cp.,сп,52
8004,ancoragem,якорь,58
4194,cartum.,хартум,82
9080,oração,молитва,45
7725,forma de pagamento,оплата,49
5888,meteoro,метеор,67
437,amiga,амига,98
11460,quarenta,сорок,31
1727,penned,скопит,39
12866,ca.,каприз,20
11688,pa.,парин,27
5250,carboxilato,карбоксилат,60
6820,semi-mensal,раз в полмесяца,66
3361,metilfenidato,метилфенидат,86
3284,sharia.,шариат,87
7589,jogar fora,свалка,42
7865,metáfora,метафора,54
4007,devastado,разоренный,77
9308,equatorial,экваториальный,49
13284,8º,8.,16
10961,dragões.,драконы,17
14088,aqui,здесь,5
7939,mistura,смешивание,19
11721,rivalidade,соперничество,29
3109,estuário,устье,86
10883,racial,расовый,24
6742,cinematografia,кинематография,66
9923,rubi,рубин,44
13474,finalmente,наконец,7
7128,valentiniano,валентин,64
10096,telescópio,телескоп,40
10838,terminal,терминал,24
8494,ponteiros,указатели,42
13641,oito,восемь,12
12732,piscina,бассейн,20
12396,gráficos,диаграммы,13
12476,respeitável,уважаемый,20
6527,acadêmicos,академики,19
10515,recorrer,прибегнуть,34
1480,bipartidário,бипартисан,95
1548,quarwave,коротководящий,95
10505,lasca,чип,29
5108,decididamente,решительно,77
13140,suécia,швеция,17
11166,submetido,отправлено,22
9007,tx.,тесна,51
9894,cadastro,регистрация,42
5459,anima.,анима,72
3065,cabalá.,каббала,88
5205,medley.,мерли,72
3586,anormal,аномальный,69
10134,papua,папуа,42
14503,distribuição,распределение,19
13298,gary.,барас,16
10420,dwight.,днуйт,40
1187,refração,рефракция,83
9833,alamo.,аламо,42
5704,electro.,электро,73
10406,panela,горшок,38
1289,ortodoxia,православие,95
13562,mês,месяц,10
10492,xá,шахта,40
3719,decíduo,лиственный,85
3694,ridley.,реси,85
5646,fundamentalista,фундаменталист,66
6009,bom ano,хороший год,71
6132,maggie,мэгги,70
9124,recordado,вспомнил,28
5138,levantamento de peso,гиревой спорт,75
3410,água fresca,пресноводный,86
6025,unilateral,односторонний,53
9839,noivando,вовлечение,14
8043,marian,мариан,58
2891,inundado,затопленный,77
5194,cofator,кофактор,72
3248,earthman,земляник,87
469,esgueirado,краснул,51
8047,facções,фракции,43
3279,lá no,в нем,87
13502,etapa,сцена,12
13026,imprecisões,неточности,18
6513,impressionismo,импрессионизм,68
1240,tg.,тг,96
11785,espartano,спартан,24
1234,transmite,передавать,17
10599,rn.,оз,39
2882,arriscado,рискованный,88
13096,cabana,хижина,17
11714,anaheim.,анахайм,30
313,carismático,харизматичный,100
6303,joná.,иона,69
8568,fowler.,фаулер,54
12004,níveis,уровни,11
6522,pio,пий,66
8745,bíblico,библейский,53
1039,improvisado,мерзкий,97
147,empobrecido,обнищавшийся,99
9291,istambul,стамбул,49
5389,cínico,циничный,57
12441,franklin,франклин,24
9601,interseção,пересечение,41
11229,barragem,плотина,33
4917,subida,восхождение,78
3885,acne,акне,84
362,discriminatório,дискриминатор,100
1664,presidentes,председатели,94
203,footwork.,плоды,100
8908,fanny.,фанни,52
5699,garantido,оправдано,31
14132,adição,добавление,6
6111,nêmesis,немезис,70
5055,autoritário,авторитарность,73
10846,ot.,ов,38
10362,aumenta,увеличивается,12
5558,stine.,стыка,74
12472,ann.,анна,18
6039,flinders.,флиндры,71
12869,fl.,промежуточный,20
13363,líbano,ливан,15
8126,autógrafo,автограф,50
1698,algas marinhas,морские водоросли,94
6017,miriam.,мириам,71
4934,ergo,эрго,77
11501,chipre,кипр,32
13331,usualmente,как правило,13
7963,aparar,подрезать,41
12573,mais fácil,полегче,23
8907,trenton.,трентон,52
2819,irregularidade,правонарушение,88
5542,bioquímica,биохимия,74
732,kumara.,кумара,98
3056,bartholomew.,варфоломей,88
3348,tear,острие,64
8599,multimídia,мультимедиа,54
11966,ministério,менструация,27
3058,temporal,височный,74
11901,polegada,дюйм,20
8997,stoke.,стекло,44
6629,bolchevik.,большевистский,58
11630,cole,коул,29
1974,maulana.,маулана,93
4547,melton.,мельтон,80
11579,sônica,соника,30
6803,pollard.,поллард,66
12382,apresentação,краткий,23
1919,mural,роспись,87
7681,heráldica,геральдика,61
11427,irmã,сестра,28
2069,trigonométrico,тригонометрический,92
11251,anão,гнома,33
11284,prefeito,мэр,31
8757,mozart.,моцарт,53
11852,chupar,отстой,22
10512,trancado,заблокирован,26
5617,girassol,подсолнух,74
2470,patologia,патология,79
12312,no mundo todo,мировой,25
9481,corp,корпус,13
8834,grizzly.,гризли,45
12889,coração,сердце,15
4051,firth,фертерь,83
1670,tater.,тетер,94
5672,édipo,эдип,73
12609,mil,мил,23
3506,radix,редикс,86
12990,dança,танцевать,15
5607,réquiem,реквид,74
6694,merlin.,мерлин,66
5267,coreografia,хореография,75
9241,nomen.,без мужчин,49
12570,lakers.,лейкерс,22
14467,discutido,обсуждается,6
6560,rasgou,оторвать,67
6019,prevalecer,преобладать,40
11015,barreira,барьер,34
9436,copenhague,копенгаген,48
12230,quadril,бедро,25
6286,iodo,йод,69
8542,modificações,модификации,39
10008,meridiano,меридиан,43
4189,fleury,флери,82
10140,duo,дуэт,42
4523,marathi.,маратхи,80
10713,túnel,туннель,35
8636,wolverine,росомаха,32
11763,lucas,упрямый,30
10829,humanitária,гуманитарный,38
11584,churchill.,черчилль,32
458,meação,sharecroppingping.,100
10606,brincadeira,беседа,39
7343,cheerleading,черлидинг,57
674,hagar.,хагар,98
5176,spalding,спальдинг,76
7641,geo.,гео,61
965,soir.,повсегда,97
8806,spoiler,спойлер,41
12144,sérvia,сербия,27
5077,vt.,вт,77
11944,alison,алисон,28
4322,tesselação,тесселяция,77
10013,temperamental,капризный,43
383,brunel,брюнель,100
11947,ópera,опера,23
12844,maryland,мэриленд,20
12882,alfa,альфа,20
11213,astral,астрал,35
3187,continuum.,континуум,87
1094,butanol.,бутанол,96
12538,gasto,потраченный,23
6883,odysseus,одиссей,65
12580,fala,речь,22
5103,rue.,звание,76
4664,milo,мило,73
8999,guindaste,кран,50
2958,sorority.,соронить,63
10925,mt.,гореть,36
3616,roupa de baixo,нижнее белье,77
5438,tonca,тонкин,75
13002,franquia,франшиза,18
1813,leer.,леров,93
11930,dale,дол,28
7769,juramento,клятва,56
1725,visível,посмотреть,93
8324,conduto,трубопроводок,55
4107,lançador no beisebol,сережка,78
1674,expiação,искупление,81
10570,regularmente,регулярно,39
11890,emblema,герб,27
3961,idiotas,дебилы,48
5354,pearce.,вечернее,75
3141,barulhento,шумный,88
9509,vanessa.,ванесса,47
8333,colecionador,коллекционер,49
8437,atreva-se,посметь,47
10884,solo,пачкаться,37
804,querosene,керосин,98
9105,urso de pelúcia,тедди,50
9293,cy.,цитан,49
3604,lagarta,гусеница,83
5589,fermentação,пивоварение,41
3347,gillian,джиллиан,87
6486,addison.,аддисон,68
2306,vassoura,метла,89
9565,betty.,бетти,47
11362,lancashire,ланкашир,34
2079,hemorróida,геморрой,91
12272,papa,папа,25
8747,pátria,родина,52
11943,permanente,постоянный,22
8016,intervalo,интервал,43
9521,subordinar,подчиненный,40
5728,anfiteatro,амфитеатр,73
11977,incompleto,неполный,27
5709,falácia,захоронение,62
1157,trefoil.,трилистник,96
8585,senador,сенатор,54
11449,gareth.,гарин,33
12602,maratona,марафон,23
9811,contos,сказки,30
13325,garantir,застраховать,14
12151,doméstico,одомашненный,26
8075,esponja,губка,57
5970,bandido,преступность,51
