ID,PORTUGAIS,SPAIN,INTERVAL
13393,encontra-se,satisface,10
11837,frango,pollo,31
11515,gr.,gramo,34
9177,morango,fresa,49
7025,depleção,agotamiento,50
13092,pena,multa,16
11806,leão,león,19
7298,cênica,escénico,63
4974,placa-mãe,tarjeta madre,78
10866,declínio,disminución,15
9907,processado,demandado,24
10849,dependendo do,dependiente,25
4148,roadrunner.,carretera de circunvalación,75
9537,jantar,cena,48
8388,newsprint,papel prensa,56
6682,íngreme,empinado,64
8433,desinantemente,incondicional,56
6385,assim que possível,lo antes posible,69
4687,meio-fio,bordillo,68
6581,andiron,morillo,68
3977,reescreva,reescribir,83
8200,leve,lite,56
14301,preocupação,inquietud,10
3706,ade.,on,85
13379,arma de fogo,pistola,13
10904,armazenar,almacenamiento,38
1917,quark,cuarc,90
6776,morrow.,día siguiente,66
13789,felicidades,salud,12
6318,nádegas,nalgas,68
10058,dedução,deducción,36
13183,implantado,desplegado,14
3784,regressão,regresión,80
13948,ele,a él,10
11235,shutout,cierre patronal,24
6209,arredores,afueras,70
11435,obrigações,deberes,20
3915,sérum,suero,84
6424,hooper,tonelero,69
5427,skatista,patinador,36
7392,açougueiro,carnicero,58
600,neturnshirt.,camisa de dormir,99
12592,atos,hechos,10
1818,cote.,redil,92
4763,madeira serrada,tablas de madera,78
12337,contexto,ajuste,10
7152,ondas de ar,ondas,64
3617,luge.,lúpulo,85
7483,yardage,metraje,62
1007,hamline.,hami,97
564,sequitur,secuenciar,99
2829,acerto de contas,estimación,63
7792,residir,acatar,33
172,vantage.,ventaja,100
10589,geada,escarcha,39
7191,prostituta,puta,62
6755,favorável,favorable,31
11945,décima primeira,undécimo,30
7246,o mais novo,el más nuevo,63
5500,interdição,interdicción,71
7226,raffles.,sorteo,63
5589,fermentação,fabricación de cerveza,42
3524,cerveja preta,cerveza negra,86
2729,junções,cruces,42
6749,meuse.,mosa,67
7862,antipatia,disgusto,52
8191,pounder.,mazo,55
5177,caim,caín,76
6430,gimp.,cañutillo,68
6138,postage.,gastos de envío,71
13612,internet,neto,13
5339,heap,montón,68
8719,processo judicial,demanda judicial,49
14445,testes,pruebas,5
6850,mofo,molde,56
11081,assombrada,obsesionado,35
12446,conduzido,realizado,18
10564,duff,sin valor,40
13971,avaliar,tasa,7
12849,wr.,organizar,22
142,proprietários de terras,terratenientes,94
6407,louvre.,lumbrera,69
2780,primer.,cebador,85
3543,ruff.,fallar,82
1149,gamão,chaquete,96
12695,enchente,inundación,15
6902,crashing.,estrellarse,18
14028,longo,largo,9
14321,linguagem,idioma,11
1022,resgatadores,rescatistas,96
11975,portões,puertas,23
5814,confiança.,dependencia,73
10251,nm.,nuevo méjico,42
14069,lei,ley,8
8849,sparky,chispero,53
12034,talkie.,película sonora,30
10391,pulando,saltando,9
750,disfunção.,disfunción,88
40,aborrecimentos,molestias,76
7264,waffle,gofre,60
5311,hovercraft.,aerodeslizador,76
11406,falcão,halcón,20
1855,dorian.,dorio,94
4188,hibernian,irlandés,82
5765,bk.,bik,73
9459,ribeiro,arroyo,31
2942,dandelion,diente de león,87
4416,ondaught.,embate,81
8838,corajoso,valiente,24
11798,crescendo,creciente,24
8857,careca,calvo,48
7628,hawthorn.,espino,43
5218,travail,dolores del parto,75
13079,árvore,árbol,18
10239,pulmão,pulmón,40
10080,penhasco,acantilado,41
10795,comissário,notario,38
13204,9º,noveno,18
2622,battleships.,buque de guerra,58
13255,escrivaninha,escritorio,18
5224,selim,sillín,71
1812,pilar,piedra angular,89
8652,moo.,mugir,54
1148,nudibrânquio.,nudibrán,96
5523,insignificante,escatimar,72
9385,milho,maíz,46
9304,salmão,salmón,50
269,ereto,erguido,48
7614,interessantemente,curiosamente,61
6740,abacaxi,piña,66
3144,enxada,azada,86
13947,pegar,llevar,5
12037,boba,tonto,26
2477,escoamento,escapada,90
5223,gabby.,hablador,76
10023,marido,esposo,44
3125,sem precedentes,sin acontecimientos notables,83
8005,slams.,golpes,32
11041,norseman.,escandinavo,38
12230,quadril,cadera,27
4238,beau.,galán,81
5044,retrocesso,gratisthink,78
3428,popsice.,paleta de hielo,87
13149,chefe,jefe,15
2586,xerox,fotocopia,90
9110,mhz.,megahercio,51
5869,manjericão,albahaca,72
1893,sermão,sermón,86
1187,refração,refracción,83
398,spacetime.,tiempo espacial,100
1113,arara,guacamayo,95
7272,choro,llanto,34
13230,voo,vuelo,17
12870,rookie.,novato,20
7760,brickyard.,fábrica de ladrillos,60
12553,enquanto isso,mientras tanto,25
6452,skunk,zorrillo,69
1895,num.,numero,93
5723,caixa,cajero,71
8407,bicha,maricón,52
5355,fana,phane,76
1003,warlords.,señuelos de la guerra,82
12542,peixe,pez,22
13704,dirigir,conducir,11
13865,nós,nosotros,6
8141,recondição,reconocer,58
1074,anexado,añadido,70
8213,ilusão,espejismo,55
2146,despedida,sin provecho,92
2618,discutir,escándalo,86
4334,lançador,lanzacohetes,62
6365,murta,mirto,69
7966,pardal,gorrión,57
6593,favela,barrio bajo,65
6991,debandada,estampida,62
3147,culver,paloma silvestre,88
5560,impedimento,fuera de juego,75
1659,fumante,fumador,80
2019,acordou,desvanecido,92
6490,pavão,pavo real,67
1412,traços.,huella,47
2229,smog.,niebla tóxica,91
2694,bule,tetera,90
13532,anteriormente,previamente,14
3816,aves,aves de corral,84
12522,errôneo,engañoso,25
10857,desabou,colapsado,26
7142,saia,fugarse,63
2736,quack,curandero,88
7388,cidade natal,pueblo natal,62
163,frequencia,freq,100
10175,marcador,goleador,33
9142,por este meio,por la presente,51
11910,tumulto,disturbio,17
10190,completamente,en total,43
14054,mostrar,espectáculo,8
272,baller.,bailar,90
3398,quintal,patio interior,87
620,warplanes.,avelandas,99
913,dormitório,residencia universitaria,85
4915,pós-guerra,de la posguerra,78
13248,pró,pro,15
12852,floresta,bosque,21
2708,arcanjo,arcángel,88
11230,orçamento,presupuesto,35
1191,inalação,inhalación,73
7450,detenção,detención,61
12382,apresentação,breve,25
770,precaução,de precaución,98
14132,adição,suma,7
9503,iémen,yemen,48
4247,delito,agravio,79
6215,skittle.,bolo,58
6947,fidelidade,lealtad,64
4557,desviar-se,parar,78
7959,um pedaço,una pieza,59
47,spitz.,perro de pomerania,100
10559,eleitores,votantes,35
11546,trovão,trueno,32
3011,elisha.,elíseo,88
9059,escolhendo,elección,8
4107,lançador no beisebol,slugger,78
6303,joná.,jonah,70
7339,bússola,brújula,57
13816,isso é,es,5
13854,fora,afuera,6
10987,iniciantes,arrancadores,25
14258,acreditar,creer,6
5722,gopher.,ardilla de tierra,38
7514,exibir,exposición,28
7539,saltaft.,taft,62
8381,tempo de vida,toda la vida,56
9621,conselheiro,concejal,46
10950,gregório,gregory,38
9556,nu.,nú,43
888,nifty.,hábil,97
1377,parkland,paisaje modelado,89
11620,ruth,piedad,33
4843,rancor,resentimiento,75
1309,taxa de transferência,rendimiento,96
12452,propagação,untado,24
3323,pinto.,caballo pinto,87
2468,fated.,predestinado,39
776,enestado,mezquino,98
2280,tiro,cañonazo,86
5386,turvar,lodoso,73
9174,parabéns,felicidades,43
9132,erosão,erosión,51
1362,jure,jurada,94
12931,sala,habitación,20
12979,ordenar,clasificar,17
2115,airdate.,fecha del aire,89
7381,à mão,práctico,62
1024,parr.,salmoncillo,96
9230,tijolo,ladrillo,46
2878,maloqueiro,bogan,88
3752,rambler.,excursionista,82
2520,atm,cajero automático,90
12278,fb.,pensión completa,28
13749,acompanhar,pista,10
7074,mórmons.,los mormones,33
8022,tingir,teñir,53
1563,oceanian,de oceanía,95
13954,bom,bien,7
11913,fazenda,granja,26
10189,legislação,legislación,26
2210,dormiu,durmió,91
12052,torna-se,se convierte en,8
11063,cola,reajuste salarial,38
8483,bloco,bloque político,55
13378,dando,donación,8
6077,atrecer,att,71
7046,país das maravilhas,mundo maravilloso,64
10629,e aí,sorber,40
8215,anta,tapir,57
925,ethos,carácter distintivo,97
10032,predefinição,por defecto,41
8627,torção,giro,41
2527,telecomputação,telecomagación,90
13106,wickets.,wills,15
9835,investigação,consulta,43
1965,suater,oso hormiguero,91
11588,cura,sin título,33
11177,transporte,lanzadera,36
13428,ford.,vado,15
13414,brigando,luchando,7
9651,execução,ejecución,19
6022,excerto,extracto,57
101,hindustão,indostán,100
211,valão,valón,100
7711,suavizante,calmante,60
2982,gid.,gig,88
1092,quill.,pluma,94
6683,distinguir,diferenciar,41
3664,pupilas.,alumnos,73
7688,zo.,zozo,61
4184,springer.,saltador,82
5868,êxtase,éxtasis,72
3087,fogosa,ardiente,88
6080,tia,tía,69
10945,macaco,mono,37
13423,mais cedo,más temprano,16
9874,entender,darse cuenta de,37
11666,roubo,hurto,32
2422,tittle.,ápice,91
1407,que altera,que modifica,20
6696,sem suporte,no compatible,65
8913,grampo,acortar,38
11089,tio,tío,37
11860,warren,madriguera,31
10029,skinner,desollador,44
6623,abóbora,calabaza,64
3458,matty.,chalado,87
5978,wisp.,jirón,72
7561,arrondissement,arrondulamiento,60
538,tributável,imponible,99
11817,acc.,accidente,31
9919,bart,barcoso,45
4278,gruta,gota,81
12470,punt.,batea,23
6099,bodybuilding,culturismo,64
10886,destacamento,desapego,31
10801,hayes.,hueco,32
5029,esporão,estimular,35
3657,retomada,reanudación,84
87,branqueamento,blanqueo,39
4187,passaro preto,mirlo,81
13226,frente,hacia adelante,10
8852,macacos.,monos,25
8523,bon.,breta,55
7788,eu tenho,he,60
13921,dizer,decir,9
2775,antics.,payasadas,87
1967,babá,niñera,93
9804,inspeção,inspección,38
11305,vulcão,volcán,34
8093,saias,faldas,47
6482,desligada,desconectado,69
10238,camareiro,chambelán,43
3394,siglas.,acrónimos,60
4655,revisitar,volver a visitar,63
11403,especialista,experto,26
11376,min,minuto,33
13647,viver,en vivo,8
9361,iaque,yak,49
6103,treliça,braguero,71
9418,escorregar,deslizar,36
5482,incêndio culposo,incendio provocado,74
7812,smithers.,herrería,60
8973,pitão,pitón,52
11350,parceria,camaradería,33
13644,salão,salón,13
3131,bocejar,bostezo,84
12043,metrô,subterraneo,29
13435,à frente,adelante,16
10528,nt.,nuevo testamento,40
2077,com tesão,córneo,92
6555,concussão,concusión,65
2881,júba.,juba,88
4315,seiva,savia,79
2655,pathan.,patán,90
14121,fazendo,haciendo,5
12700,panzer.,blindado,23
2540,errar,torpeza,80
8688,peppers.,pimientos,33
9164,calcanhares,tacones,44
9962,banheiro,baño,45
6314,strom.,estrago,70
8383,melissa.,toronjil,56
3896,tecelagem,costura,75
5953,furão,hurón,72
2333,varinha,varita mágica,90
14330,preto,negro,11
7189,marina,puerto pequeño,63
3604,lagarta,oruga,83
12722,mãe,madre,23
4951,mesquitas,mezquos,38
13024,marinha,armada,20
2105,sagrão,hundimiento,84
7584,airbus.,aerobús,61
464,empunhando,empuñadura,84
13309,gerenciou,administrado,10
1610,variância.,diferencia,94
3330,cascavel,serpiente de cascabel,87
13217,nem,ninguno de los dos,18
3453,gelatina,cuajar,86
11512,hardy.,resistente,32
6560,rasgou,rasgarse,68
6866,muito tempo,largo tiempo,66
3088,liquidificador,licuadora,88
7221,provação,libertad condicional,62
9416,distorcido,sesgado,46
328,blazer.,chaqueta de sport,50
6076,meditação,meditación,62
5988,podre,podrido,72
4390,poli,escuela politécnica,79
6667,tambor,tam,65
11639,ziguezague,slalom,31
2633,booster.,aumentador de presión,77
4434,escumalha,escoria,80
2623,comitiva,séquito,90
12596,4,iv,25
813,malhado,atigrado,98
4708,ppl.,plaro,79
13485,voto,votar,12
720,heckler.,objetante,96
4870,diminuindo,decreciente,39
10882,começou,comenzado,38
10956,índias,indies,26
7676,inúmeros,incontable,61
13016,doença,enfermedad,19
8476,forja,fragua,45
11358,todo o mundo,todos,35
8522,julgando,juzgar,21
8715,jogatina,juego,40
8540,texugo,tejón,44
6169,não sei,no sé,71
1482,mais setentrional,situado más al norte,95
3871,horrivelmente,terriblemente,49
8327,orientação,orientación,33
697,viciado,drogadicto,87
9013,demitir-se,renunciar,27
12551,natal,navidad,25
3026,bleachers.,graderío,85
11186,suíço,suizo,36
3095,torque,esfuerzo de torsión,88
2931,mais distante,más lejano,88
8150,fixture.,accesorio,43
5189,flair.,instinto,77
2478,pica-pau,pájaro carpintero,90
9455,lança,tiros,21
11314,quem quer,quien,35
7187,rumores de rumores,rumorado,33
12214,correções,correcciones,9
2393,fúrcula,espoleta,89
10339,receita,ingresos,39
6163,reabilitação,rehabilitación,62
450,oitador,preguntador,100
7733,spree.,juerga,60
9751,acusação,acusación,41
7169,recuperado,rebotó,28
14412,regras,normas,8
11851,crimes.,delitos,17
1535,mímico,imitar,91
4777,sindicalista,unionista,69
6584,blackcap.,alondra,68
3192,mais rigoroso,más estricto,88
6988,miau,maullar,65
8196,financiado,fundado,23
12180,maciço,masivo,27
2731,thunderball,bola de truenos,89
4077,bering.,barro,80
13702,vencedora,ganador,11
7137,assumir,tomar el control,63
11999,casado,matrimonio,29
3666,romulus.,rómulo,85
11112,griffin.,grifo,37
13637,tribunal,corte,13
8462,platão,platón,55
6813,com fome,hambriento,66
4258,antes.,delantero,81
278,fairgrounds.,recinto ferial,98
14198,junto,a lo largo de,11
11108,scout.,explorar,26
7778,focinho,bozal,60
10719,visão,visión,33
5423,mercadoria,mercancía,62
631,sem cortes,sin cortar,99
9992,bolsa de estudo,beca,43
12923,além disso,es más,21
391,vida após a morte,vida futura,100
10298,cientistas,científicos,33
13153,paquistão,pakistán,19
3469,fob.,engañar,85
2126,upheaval.,convulsión,88
1956,pechincha,negociar,58
3368,replicação,replicación,62
13457,tech.,técnico,15
3641,caderno,computadora portátil,80
6904,leary.,aprendiz,65
4244,ambiente de trabalho,lugar de trabajo,82
7802,ciclônico,de ciclón,12
6828,dançarinos,bailarines,54
6803,pollard.,árbol desmochado,66
607,roteirista,guionista,99
9622,conjunção,conjunción,44
8806,spoiler,revelación,42
12051,chão,piso,26
13543,deu,dio,14
13680,mordeu,poco,12
9737,campainha,leva,40
8992,impulsionado,propulsado,40
13191,frase,oración,13
122,salaam.,zalema,100
11382,livrar,deshacerse,35
2490,imagens,biliar,90
12552,pe,fr,25
11276,cobra,serpiente,33
7390,bom homem,buen hombre,62
9236,vergonha,lástima,46
14374,dezembro,diciembre,6
14390,forças,efectivo,8
11604,unicamente,solamente,26
10805,oposição,opuesto,18
9232,explodido,explotar,46
5126,pvt.,pbt,77
5004,divide,franqueo,19
13573,muitas vezes,con frecuencia,14
22,batom,lápiz labial,100
5213,mais barato,más económico,76
2959,hobbies,aficiones,57
2746,deportação,deportación,63
12686,limpo,ordenado,23
9577,em todo o país,a escala nacional,48
13686,questões,cuestiones,8
10791,quatorze,catorce,39
7511,promotor,fiscal,50
2234,mochileiro,autostopista,84
4831,abolição,abolición,79
2561,stockman.,almacenista,90
13778,país de gales.,gales,12
8070,sem fim,interminable,58
1505,basset.,afloramiento,95
6390,blockbuster.,éxito de taquilla,66
3064,chaminé,chimenea,78
3520,chevron.,cheurón,85
8948,dod.,endurecido,52
7007,stingray,mantarraya,62
6825,twenties.,veinte,14
11157,renda,ingreso,33
12753,janelas,ventanas,12
1046,corpete,corpiño,87
6877,bretão,bretón,65
8087,colarinho,collar,49
934,crucificação,crucifixión,97
14295,seguindo,siguiente,6
7300,tese,tesis,62
1768,leste,hacia el este,50
1530,medicare.,seguro médico del estado,95
5378,curinga,comodín,76
14329,cobrar,cargar,16
587,fraco,débil,99
12607,enfermaria,pabellón,24
6817,boon.,bendición,66
7513,beleza,bz,62
13744,depressão,depresión,12
9114,não utilizado,no usado,48
12654,não seria,sería,24
12936,porta,puerto,20
8489,arroyo.,cauce seco de un río,54
6205,dole,limosna,69
10975,porcaria,tonterías,37
613,escrutinizado,escudriñado,94
5238,catchpole.,atacar,76
12080,iraniano,iraní,28
11017,raven,cuervo,28
9141,booker.,reservador,51
14170,recebido,recibió,7
13026,imprecisões,inexactitud,19
8659,incidentalmente,de paso,52
447,nuijado,ileso,100
7407,armazém,depósito,57
6881,wattle.,zarzo,64
12073,espião,espiar,28
6674,rodman,roduce,67
365,macaque,macaco,99
9797,jude,juano,46
13522,stub.,talón,14
5838,para cima,hacia arriba,61
12005,chance,impar,27
7276,intercurso.,coito,63
4820,predecessores,antecesores,46
9978,destaques,destacar,23
6116,tapa,bofetada,54
13166,comboio,entrenar,11
8129,fiat.,fíat,58
12420,alguém,alguien,27
2043,wird.,con antaño,92
6796,sim.,simulación,35
9949,cercado,rodeado,26
7141,patty.,empanada,62
13934,então,entonces,6
1641,whammies.,bichos,90
8920,gripe,influenza,52
706,à tona,a flote,98
803,bola curva,curva,98
4933,grade,parrilla,61
2796,hayward,hena,87
13810,isto,él,5
4632,panqueca,tortita,74
13278,pat.,palmadita,16
3303,prescrição,prescripción,81
5124,ameixa,ciruela,76
4747,espremer,estrujar,64
491,renovação,renovación,34
3134,indesejável,indeseable,71
9074,espalhado,dispersado,46
13590,em falta,carente,12
8482,grão,grano,50
8924,roe.,hueva,51
2725,gentry.,alta burguesía,89
6464,leilão,subasta,60
7835,incomodado,molesto,32
1258,prenunciando,presagio,85
6880,homecoming.,regreso a casa,65
1361,nee.,de soltera,96
6894,análogo,término análogo,61
14449,mais longo,más extenso,11
868,provedor de justiça,ombudsman,97
10272,xangai,llevar a la fuerza,42
14375,habilidade,capacidad,24
235,não ambíguo,inequívoco,87
6939,aon.,eón,63
935,hardwood,madera dura,96
6165,superpopulação,superpoblación,69
5688,razorback,cima aguda,74
13645,concorrência,competencia,12
574,imersão,inmersión,88
12633,enredo,trama,23
10354,ex-alunos,alumni,42
70,rebo,abundante,100
13418,suporte,poseedor,15
3454,viz.,verbigracia,87
9041,funk,canguelo,51
13585,nascermos,nacido,14
3611,meltdown.,fusión de un reactor,84
13134,palhaço,payaso,19
10386,freeman,hombre libre,41
13594,presente,regalo,11
9884,dezoito,dieciocho,46
6498,avelã,color avellana,69
13552,aplica-se,se aplica,11
4158,burley.,burlón,82
8717,acionar,desencadenar,38
5756,vp.,vicepresidente,73
9965,felizmente,afortunadamente,32
9643,julgamento,juicio,45
11365,floresta tropical,selva,35
7770,arrependimento,arrepentirse,23
5260,imperfeições,defectos,47
11180,largura,ancho,36
10628,ensino,enseñando,31
696,wack.,estrafalario,98
1834,muckraker.,escarbador de vidas ajenas,90
13000,cairns.,mojador,20
3232,riscor.,arriesgador,88
14004,indo,yendo,8
7811,rove.,recorrer,59
6872,demise,fallecimiento,65
7213,filhas,hijastro,33
3998,misty.,brumoso,83
12789,vítimas,damnificados,20
12402,filmagem,tiroteo,21
9906,didnt., ,45
8529,slater,pizarrero,55
5536,rachado,agrietado,34
3820,couture.,costuras,84
11238,prender prisão,arrestar,19
1158,vibração,vibración,66
8999,guindaste,grua,50
11320,degraus,pasos,18
14466,desejado,buscado,6
13942,definir,colocar,10
11918,dirk.,puñal,30
6931,segregação,segregación,60
3795,airdrop.,entrega por paracaídas,74
169,dissólio,disfrazarse,100
4586,vitória fácil,triunfo fácil,79
4073,letterman.,telterina,83
7038,céus,cielo,29
5901,não intencional,involuntario,64
8622,ouvidos,orejas,37
4930,óculos,gafas de protección,75
3295,punindo,agotador,23
13083,desenhar,dibujar,16
3748,escorregadio,resbaladizo,84
4464,eurasian,eurasiático,80
1194,fanfarra,trompeteo,96
8998,não confiável,no fidedigno,51
4350,fundos,antecedentes,18
6118,novato,principiante,69
12392,porra,mierda,22
3158,rowery.,inquieto,88
7912,leander.,leveña,59
7220,jill.,jaleo,63
10908,arvoredo,arboleda,37
4504,facas,cuchillas,80
5231,irresponsável,imprudente,75
13322,ei,oye,17
1669,sardenha,cerdeña,94
3412,madeira compensada,madera contrachapada,87
10090,desistir,abstenerse,43
10095,redução,reducción,41
3754,kern.,kernado,84
6279,bielorrusso,bielusiano,70
4095,redenção,redención,81
2770,subvenção,subvención,76
13728,citação,citación,11
6572,antecipadamente,antemano,68
12176,fora do comum,sobresaliente,29
8403,sikh.,sij,48
1109,rosicruz,rosacruciano,96
1846,techquiador.,erario,94
10741,coletado,reunido,26
6126,festão,guirnalda,69
4323,absinto,ajenjo,81
13228,amarrado,atado,12
2486,coney.,conejo,90
2842,risada,risita,66
8084,maçonaria,masonería,58
2940,adiar,aplazar,61
5852,para mim,tol,73
4377,simplificado,optimizado,71
13072,aceno,ola,17
6474,tremores secundários,réplicas,55
1177,nco.,suboficial,96
7963,aparar,podar,42
751,tarô,tarot,98
13562,mês,mes,11
9499,cocô,caca,46
4502,starship.,nave estelar,80
4294,tesoura,tijeras,69
9049,peito,cofre,50
5936,não-alto-circuito,incopiaco,72
13991,negociação,comercio,13
1323,anuais,anales,96
1180,handguns.,pistolas,65
6922,wee.,pequeñito,64
6239,insistir,urgencia,24
5985,northbound,dirección norte,72
14031,cedo,temprano,11
10519,fera,bestia,38
9747,quarterbacks.,mariscales de campo,15
11731,quênia,kenia,32
11150,ocultar,esconder,28
528,hayne.,heno,99
13265,senso,sentido,17
11784,comportamento,conducta,31
9936,mais largo,más amplio,45
10232,sabão,jabón,42
6585,aardvark.,cerdo hormiguero,67
10686,lótus,loto,39
10443,prejudicando,deterioro,38
13244,acordo,trato,13
10939,hank.,madeja,34
8168,aquecido,calentado,21
10423,colisão,colisión,40
12405,bordo,arce,27
713,salpiche,de muelles,98
1068,intoxicado,embriagado,76
12943,de quem,cuyo,21
11768,abraão,abrahán,32
9729,dezenove,diecinueve,46
1065,englobado,abarcado,38
8094,pré-jogo,prejuicio,58
2022,placeholder.,marcador de posición,92
10448,helsínquia,helsinki,41
13073,simples,sencillo,19
8860,mosteiro,abadía,53
2543,achatado,aplanado,85
2120,chitty.,chitrafiar,92
13005,medicamento,droga,18
2751,peitoril,umbral,88
763,abobrinha,calabacín,98
11130,extensão,grado,37
13304,fãs.,aficionados,12
11661,esquecido,olvidó,33
4035,revendedores,minoristas,39
5562,midwestern.,del mediooeste,75
5051,bolos,bola,78
3256,brier.,zarza,85
9961,raramente,casi nunca,28
10970,misc,misericordioso,38
12083,rigoroso,estricto,29
13743,atras do,detrás,12
7162,veer.,virar,58
9353,cão do mar,foca,50
5824,linden.,tilo,73
11746,bb.,cama y desayuno,31
13099,maior,más grande,19
8056,camundongos,ratones,59
13846,mas,pero,6
12144,sérvia,serbia,29
6700,slurs.,insultos,56
4910,adolph.,adolfo,78
12510,item,ít,20
13641,oito,ocho,13
3943,bf.,buldeo,83
4959,não tripulado,sin personal,78
14117,faixa,rango,11
4098,retorno,reversión,79
8009,nua,desnudo,35
6929,variadamente,de diversamente,65
14450,bater,golpear,9
12435,dc.,corriente continua,26
12206,ing.,en g,29
12234,devagar,lento,24
7900,cotovelo,codo,57
5552,sistine.,estima,75
3037,sunfish,pez solar,88
12890,rótulo,etiqueta,16
11763,lucas,lucero,32
9344,grama,césped,48
13544,lee.,sotavento,14
11094,páscoa,pascua de resurrección,37
5694,balançado,swung,74
10844,fusão,fusión,38
1499,rogan.,rogue,95
5600,para mais,para que no,60
14393,face,rostro,12
2011,desapontar,decepcionar,32
2381,bullock,toro castrado,89
11118,yd.,yarda,36
12427,escolhido,elegido,27
5398,freira,monja,65
216,caseiro,hecho en casa,100
6770,falta,escasez,53
1600,dínamos,dinámico,53
11126,sorrateira,furtivo,37
9085,espanto,esp,51
14512,jornal,periódico,16
13220,desenvolvido,desarrollado,12
2454,subjugado,sometido,79
9793,fagulha,chispa - chispear,33
14209,velho,viejo,11
12432,º,th,26
3858,podridão,putrefacción,78
6786,lords.,señores,16
2035,berçário,guardería,92
3861,equívoco,idea equivocada,63
7650,quartermaster.,oficial de intendencia,61
10437,pacífico,tranquilo,16
146,ouija.,tabla de espiritismo,100
13318,mais baixo,más bajo,17
10835,mb.,megabyte,38
13502,etapa,escenario,12
14036,lar,hogar,8
1121,com moderação,escasamente,96
10118,hã,eh,44
4862,legal,estatutario,79
12312,no mundo todo,en todo el mundo,27
6191,heh.,jero,70
13329,áreas,zonas,10
3236,dearborn.,perdiguero,88
6790,ervilhas,guisantes,45
13118,un,naciones unidas,19
11338,dirigido,impulsado,35
3650,inversão de marcha,giro de vuelta,82
8361,imediatamente,instantáneamente,56
1570,transiente,transitorio,92
10784,supostamente,según se informa,39
2549,supervisionou,supervisarse,90
14312,posição,posición,6
1247,waterman.,barquero,96
10728,previsto,predicho,25
6011,croft,granja pequeña,71
1638,leme,timón,92
1502,bessemer.,proceso bessemer,95
11093,canhão,cañón,35
9814,fang.,colmillo,46
5425,bighorn.,cuerno grande,75
11184,jo.,joder,36
1504,caiaque,kayac,92
8515,uwitzers.,obutor,33
12035,impossível,imposible,29
6893,refrugadores,tracks,66
12974,bolas.,pelotas,11
14143,abrir,abierto,9
5349,esguicho,chorro,74
3607,sutiã,sostén,78
3546,blatter.,bulador,86
13528,adão,adán,12
1075,tot.,nene,79
11132,ficou,permaneció,37
10367,tat.,hacer encaje,41
6646,viável,viable,67
7748,tum.,tumbar,60
10154,por mês,mensual,43
6582,funil,tolva,64
6159,renda.,grieta,69
6911,gatinho,minino,64
3327,lashkar.,lashave,87
5251,lrev,lr,76
13090,transferido,reasignado,19
228,dene.,cura principal,100
4684,paliçada,estacada,75
3616,roupa de baixo,prenda interior,78
5800,desenvolvimento.,de desarrollo,73
12803,estrada de ferro,ferrocarril,20
13705,andrew.,andrés,13
9425,dezessete,diecisiete,49
3012,recintos,alrededores,68
7953,preservativo,condón,56
716,inbound.,entrante,84
13178,comprimento,longitud,17
13815,ou,o,5
9941,estraguei,sopló,45
13639,infelizmente,desafortunadamente,13
12867,peru,pavo,22
9383,latão,latón,49
10651,opções,opciones,7
5969,lizzie.,genoveva,72
2471,interlanguage,intervilización,90
7699,peixinho dourado,pez de colores,61
7526,mergulhar,bucear,38
10346,estufa,invernadero,42
9815,pendurado,colgante,33
10972,reforço,fortalecimiento,20
23,um homem,amén,80
11062,sérvio,serbio,37
1733,hyped.,dentado,58
9824,maroons.,marino,40
1228,wettest.,hormigueo,96
12014,conforme,ajustarse,16
8921,afundado,hundirse,52
11895,surto,brote,30
988,stillman,standman,97
12079,jardim,jardín,24
6418,carbonaceous.,de carbono,69
13067,irmão,hermano,13
14057,mudar,cambiar,6
6576,emu.,emú,65
11554,saldo,equilibrio,27
14201,tela,pantalla,21
12346,bagunça,lío,21
7644,wan.,pálido,61
6254,empregada,criada,67
405,basculante,volquete,100
8947,estudioso,erudito,37
12323,mandril,arrojar,27
522,cottonwood,álamo de virginia,99
14206,perguntado,preguntó,6
4111,encurtando,acortamiento,37
9251,lata,estaño,49
4084,fastball,bola rápida,82
3545,querido,bae,86
7048,tronco,maletero,57
6856,dataline.,línea de datos,66
6520,sim,sí,68
7252,roupa,atuendo,54
5205,medley.,popurrí,73
5140,video cassete,filmar con una videocámara,64
2010,misspelling.,error de ortografía,60
14236,morto,delicado,11
13381,missão,misión,13
11172,cavalgando,equitación,25
9330,criador,fabricante,41
11248,infinidade,infinito,36
10429,fingir,soplón,41
13553,negrito,audaz,14
7013,pudim,pudín,61
10525,minúsculo,diminuto,40
14457,desenvolver,desarrollar,12
11550,reprodução,reproducción,29
13796,em,en,5
6193,havent.,no poder,70
14306,lançado,liberado,9
13348,nd.,dakota del norte,17
12426,leite,leche,26
4478,heer.,alero,80
13400,carreira,carrera profesional,16
9569,roubaram,estola,48
7416,dispensar,descartar,29
12698,acho,adivinar,22
10308,chit.,vale,42
9597,rouba,robo,33
4563,cortador,cortacésped,75
14134,mudanças,cambios,6
4479,sportsmanship,deportividad,80
12215,anon.,luego,28
11344,bunda,culo,34
195,dingle.,valle arbolado,100
4259,cowman,gaucho,82
6735,peixe-gato,bagre,67
2945,fones de ouvido,auriculares,81
4402,busby.,gorro alto de piel negra,81
2432,mala de viagem,maleta,87
932,satchel.,cartera,97
1877,vigília,despertador,29
1845,brown.,batido,93
13499,de junho,jun,15
