ID,PORTUGAIS,CHINESE,INTERVAL
2475,lattice.,格子,87
6316,haydn.,哈迪恩,70
14408,figuras,人物,12
10048,pão,面包,43
8281,sears.,西尔斯,55
1887,paralisado,停顿,93
13339,kong.,孔,15
8087,colarinho,衣领,49
13379,arma de fogo,枪,12
9854,cairo,开罗,45
13679,índia,印度,12
8816,galileo,伽利略,53
8482,grão,粮食,50
14075,acesso,使用权,8
10743,linguista,语言学家,32
7903,confira,退房,59
13009,arena,竞技场,18
4522,ralo,流走,62
7520,indelicado,不礼貌,62
759,desodorante,除臭剂,95
6863,idealmente,理想情况下,36
3912,efígie,肖齐,80
12043,metrô,地铁,27
3064,chaminé,烟囱,79
12587,guru,格鲁,23
13178,comprimento,长度,16
5382,denotar,表示,29
13298,gary.,加里,16
8379,diamondbacks.,钟声,54
1170,blazing,炽烈,49
9601,interseção,路口,42
3901,tock.,托克,84
10280,filipino.,菲律宾人,40
3074,recapturado,重新夺回,69
12501,homer,荷马,21
2591,documentários,纪录片,33
11818,além do mais,除了,27
12234,devagar,慢,22
7664,elogiado,赞美,40
9495,astrônomo,天文学家,30
4792,oxidante,氧化剂,39
14506,carros,汽车,9
8594,marquês,侯爵,55
10204,manuseio,处理,22
976,patriarcas,族长,82
2111,linfoma.,淋巴瘤,92
5975,poético,诗意,70
8641,profissionais,专业人士,16
6385,assim que possível,尽快,70
10153,pinho,松树,40
6026,krishna.,克里希纳,72
2736,quack,嘎嘎,88
8741,remix.,混音,42
10070,cansado,疲劳的,25
6251,cianeto,氰化物,70
931,centriole.,厘索,97
7410,ultimato,终极原则,63
3235,meningite,脑膜炎,86
2509,besta,弩,91
11953,alberta.,艾伯塔,29
9454,resfriador,冷却器,48
14351,condições,状况,8
12624,tornado,龙卷风,20
14430,ligação,纽带,20
1440,peng.,彭,95
8584,pasadena.,帕萨迪纳,55
14362,vídeo,视频,10
8274,morto-vivo,亡灵,57
8059,pepino,黄瓜,58
6550,meg.,梅格,69
9720,esqueleto,骨骼,45
13205,tennessee.,田纳西州,16
5352,ourchin,顽童,76
10079,agrícola,农业,29
11179,banyan.,榕树,36
10143,aristóteles,亚里士多德,43
10828,coca,古,38
9095,djibuti.,吉布提,51
6270,guinness,吉尼斯,71
13505,arbitragem,仲裁,13
8319,sábio,智者,56
1533,pontius.,庞蒂乌斯,95
4476,pinyin.,拼音,81
10671,sangrento,血腥,39
7462,folclore,民俗学,62
1970,hardcover,精装,93
12938,fechado,关闭,10
7071,sério,认真,64
449,linesman.,德曼,100
512,ile.,伊尔岛,99
2168,conspícuo,显着,87
4191,spinners.,旋转器,55
784,claymore.,克莱莫尔,97
7004,estádio,球场,56
10999,aspectos,方面,26
13226,frente,向前,9
11217,convencional,主流,35
12294,otan.,北约,26
11126,sorrateira,偷偷摸摸,36
7739,um tempo,一会儿,61
7308,carne de porco,猪肉,63
5361,impeachment.,弹劾,63
8675,gentle,绅士,54
10942,delicatessen,熟食店,38
557,anaeróbico.,厌氧,99
8541,círculos,界,27
13508,jeff.,杰夫,13
9017,unha,指甲,30
12126,bilhão,十亿,27
13579,coréia,韩国,12
9988,oval,椭圆形,44
7481,usher.,招待员,58
210,maronite,马隆蒂,100
7659,esquecimento,遗忘,62
3214,feldspato,长石,88
5057,osiris.,奥西里斯,78
2305,carboxilase.,羧基化酶,91
844,arrebatar,抢夺,74
10442,terrier.,狗,40
8761,silício,硅,51
4663,inacabado,未完成,80
2137,motorizado,机动,92
8998,não confiável,不可靠,51
14058,saber,知道,7
2640,malte,麦芽,88
6982,mais suave,柔软,66
2393,fúrcula,汉语,89
10032,predefinição,默认,40
11827,arnold.,阿诺德,30
2386,contracultura,反文化,91
9109,espetacular,壮观的,51
6586,mão de obra,人手,69
1083,rédeas,缰绳,74
5768,subseções,小节,47
13462,lincoln.,林肯,14
505,brotou,泼,99
8940,confronto,摊牌,52
4835,capricórnio,摩羯座,79
4134,unfree.,不自由,83
5826,dominique.,多米尼克,73
4598,suplantada,取代,73
5387,benzeno,苯,75
2806,lackluster,荒谬,89
12761,cabelo longo,长发,21
3692,transcrição,转录,54
5323,rima,韵,62
13984,cent,百分点,26
4736,aromático,芳香,77
2079,hemorróida,痔,91
13753,ohio.,俄亥俄州,12
13162,consecutivo,连续的,17
8211,copernicus.,哥白尼,58
6587,silenciosamente,悄悄,69
9594,nerd.,书呆子,43
1113,arara,金刚鹦鹉,95
2547,alface,生菜,91
13092,pena,惩罚,15
11435,obrigações,职责,18
12782,na linha,排队,21
8329,ofendido,冒犯了,25
7816,verifique novamente,重新检查,60
5258,entusiasmado,热情的,40
6652,giz,粉笔,66
8473,clareza,明晰,56
7519,sylvester.,西尔维斯特,62
1437,staunch,坚定,94
2963,trabalho em equipe,团队合作,88
10864,saída,输出,37
12739,ouvir,听到,17
7802,ciclônico,循环,11
6083,refeição,一顿饭,60
9523,reenter,再入,47
6309,archimedean,阿基里米德,70
3050,cardo,蓟,82
12005,chance,奇怪的,25
13361,modelo,模型,12
8080,hurst.,赫斯特,59
7968,microondas,微波,59
7185,lava,岩浆,64
10722,emma.,艾玛,39
5358,perseguidor,追踪者,71
9746,desesperado,绝望的,38
13122,estrelas,星星,9
11002,golpe,吹,29
10085,barton.,巴顿,44
5884,cunha,楔,69
10742,aborto,流产,35
4694,vandalista,破坏者,80
14126,todo,每一个,10
14502,espera,期望,11
7529,goethe.,歌德,62
9848,mit.,麻省理工学院,45
1129,oka.,哈卡,95
2666,cornetim,号角,88
3335,secretariado,秘书处,87
10360,vampiro,吸血鬼,38
4342,autópsia,尸检,79
10551,momentum.,势头,40
13466,no geral,全面的,14
13395,cor,颜色,12
3377,beastie.,野兽,85
14501,autoridades,当局,9
6856,dataline.,数据线,67
13767,faleceu,死了,10
3324,boller.,瓶,87
13062,garotas,女孩们,12
587,fraco,微弱,99
11263,boné,帽,23
526,requisito,必要,87
1546,padre.,牧师,43
1746,baka,巴卡,94
5995,pistache,开心果,72
5427,skatista,溜冰者,35
8845,pintor,画家,50
1158,vibração,振动,67
3607,sutiã,胸罩,78
8218,excepcional,卓越,13
2194,códice,法典,92
10729,narrativa,叙述,38
1942,lázaro,拉撒路,93
344,hidroxil,羟,84
12260,panda,熊猫,26
2752,floral,花的,89
10718,galhardete,章程,38
12644,dificuldade,麻烦,20
11833,constelação,星座,29
8557,connição,骗子,55
10501,maravilhas,奇迹,15
6281,diarréia,腹泻,71
13569,acampamento,营,12
8488,landslide,滑坡,42
1795,hereditário,遗传,94
8754,casca,剥,51
5833,curie.,居里,68
13453,artista,艺术家,12
10335,batsmen.,击球手,42
10740,kingston.,金斯顿,38
627,sismômetro,地震表,94
12429,órfão,孤儿,23
10253,logan.,洛根,42
3876,resistor.,电阻器,82
4155,víbora,毒蛇,68
8330,nascer do sol,日出,57
2596,robe.,长袍,82
11909,bubba.,布巴,29
12163,newton.,牛顿,27
11286,tratar,趋向,27
12756,móvel,移动的,15
8320,argel,阿尔及尔,57
5378,curinga,通配符,76
7827,disneyland,迪士尼乐园,61
153,anestesia,麻醉,100
7861,antiguidade,古董,50
789,haggis.,哈吉斯,98
7061,lambert.,兰伯特,65
10458,objeção,异议,12
6731,duc.,达克,67
12301,varredura,扫描,18
11273,serial,序列号,32
4650,ita.,伊塔,80
10118,hã,呵呵,43
3721,holandesa,杜拉斯夫人,85
582,ileso,暂不过,99
7636,jogadores,踢球者,19
2757,salmão defumado,熏鲑鱼,89
2673,polimerização,聚合,87
13236,davis.,戴维斯,15
24,ensaio,排演,75
7523,d d.,gd.,62
13636,tagged.,标记,6
13737,joe.,乔,12
3350,magrelo,瘦骨嶙峋的,87
4603,eufrates,幼鼠,80
13902,funcionários,官员,9
14202,guerra,战争,7
13593,dave,戴夫,12
9261,degradação,降解,43
9734,benny.,本尼,45
7844,piper.,吹笛者,57
7356,degeneratado,退化,54
11416,parada,游行,32
10397,avenida.,大道,41
3797,beija flor,蜂鸟,84
6437,artesão,工匠,69
8178,exportar,出口,38
7997,incandescente,白炽灯,59
13928,grupo,团体,7
6446,dependente de confiança,依赖,69
10342,dinamarquês,丹麦语,41
10920,adulto,成人,33
5966,percussão,打击乐器,70
1797,amnésia,健忘症,94
802,matador,浪子,96
7444,vagabundo,流浪汉,61
6725,veia,静脉,60
9789,ethernet.,以太网,46
9994,afinar,薄的,43
7509,feitiçaria,巫术,62
5970,bandido,取缔,52
3157,manchuria,满洲里,88
13518,inferior,底部,13
6151,protetor,保护的,9
8066,seguiu-se,随之而来,30
9934,ginástica,体操,42
5468,barnard.,巴纳德,75
1280,sangrar,流血,47
9753,decente,体面的,45
12976,anderson.,安德森,19
7191,prostituta,妓女,63
11233,duelo,决斗,34
7437,eslovaco,斯洛伐克,60
14176,olhar,看,5
7093,snooker.,斯诺克,65
8882,caixa de velocidade,变速箱,52
10298,cientistas,科学家们,32
121,amido,淀粉,96
701,elipse,椭圆,93
11203,orgulhoso,自豪的,36
9642,yang.,阳,47
9510,tubo,管道,39
2897,colesterol,胆固醇,89
13115,egito,埃及,17
3787,whitehead,白头,85
3639,inoxidável,防锈的,86
1719,txt,文本文件,94
12898,utah.,犹他州,20
10344,dieta,饮食,40
2801,cromada,铬合金,89
2071,melanoma,黑色瘤,92
4502,starship.,星舰,81
9397,ryder.,莱德,49
2685,dipper,杓,89
14238,coisas,事物,8
11642,ritmo,步伐,29
1190,ticiano,tit,97
11711,oliver.,奥利弗,27
11806,leão,狮子,17
14300,operação,手术,6
12546,pagar,支付,20
1883,alanina,丙氨酸,93
4118,cisnes,天鹅,42
11581,roosevelt.,罗斯福,32
2862,sabores,味道,48
4807,desova,产卵,43
11821,seqüência,顺序,27
13672,inteira,所有的,12
2460,barraca,窝棚,88
5825,rebanho,放牧,67
10203,átomo,原子,26
11657,durham,达勒姆,31
9812,suzuki.,铃木,46
314,anemômetro,风速计,100
9089,finito,有限,48
13786,por outro lado,否则,11
7740,karatê,空手道,59
10534,incoerente,拘禁,40
13072,aceno,海浪,15
13638,especifica,指定,7
10984,paraíso,天堂,36
10887,frederick.,弗雷德里克,38
8779,escarlate,猩红,52
5198,coenzima,辅酶,76
13029,exclusivo,独特,18
6401,curdistão,库尔德斯坦,70
2074,centurião,百长子,85
3685,cativos,俘虏,53
11883,ka.,k a,29
11523,tunísia,突尼斯,33
887,déficits,赤字,32
5024,comedor,食客,67
1926,condessa,伯爵夫人,93
11935,física,物理,7
12409,intitulado,题为,24
11102,ontem,昨天,36
1772,assexual,无性,87
10734,nixon.,尼克松,38
4257,dilema,困境,80
10184,néon,氖,43
12316,caçador,猎人,24
13421,deliberadamente,故意地,7
134,lombard,伦巴第,100
8321,cístico,囊性,57
2233,golfistas,高尔夫球手,71
13917,presidente,总统,10
12855,médico,医疗的,19
8574,mais leve,打火机,54
8737,depreciativo,贬,54
11061,munição,弹药,37
33,mulato,混血儿,100
11007,burma,缅甸,37
10581,bobet,忌,40
1646,montessori.,蒙特梭利,94
8815,anverso,正面,53
3989,yokohama,横滨,84
752,letargia,昏睡,98
13575,prumo,鲍勃,12
3705,maníacos,疯子,47
2559,clorídrico,盐酸盐,91
14306,lançado,发行,8
8458,tuberculose,结核,56
9058,zinco,锌,52
8229,autoritativo,权威性,55
6445,heron.,苍鹭,69
14010,ir,去,7
1640,reimprimir,重印,65
13610,palavra,单词,9
5537,quarto,卧室,72
8310,mesopotâmia,美索不达米亚,57
12635,mulher,女士,22
9239,cartier.,地毯,50
2997,yum.,百胜,88
1051,boldin.,罗林,97
7611,desencadeado.,释放,58
7931,coco,椰子,60
7230,outback,内外回车,64
7032,rhodesia.,罗得岛,65
130,eletrostático,静电,89
6501,jericó,杰里科,69
5670,gras.,格拉斯,74
5438,tonca,汤金,76
2683,carroçaria,车身,89
225,backstretch,back,100
7604,jin.,斤,62
11545,apartamento,平坦的,30
6249,desfavoraveis,不利,61
7412,fitch.,惠誉,63
2644,protetor solar,防晒霜,90
5086,desenfreado,猖獗,77
9952,obrigada,谢谢,45
12377,campbell,坎贝尔,25
12231,romances.,小说,13
4961,hornet,大黄蜂,55
2154,epinefrina,肾上腺素,92
12983,billy,b,17
10952,anúncio,公告,12
2649,borgonha,勃艮第,90
12224,marcial,武术,26
14201,tela,屏幕,19
11951,censo,普查,29
1328,apatia,冷漠,96
12612,steven.,史蒂文,23
10754,hugo.,雨果,38
2653,malatião,马拉士,90
13358,inverno,冬天,15
4847,símile,介质,79
1046,corpete,胸衣,87
12558,desnecessário,不必要,23
14023,diferente,不同的,8
2333,varinha,棍棒,91
3343,mitose,有丝分裂,87
8201,botânica,植物学,58
8511,remédio,补救,49
13222,houston.,休斯顿,16
10200,graffiti.,涂鸦,43
8647,crustáceo,甲壳类动物,54
1656,abilene,阿比林,94
7337,luxo,奢华,45
11248,infinidade,无穷,35
3932,pronunciar,发音,39
12046,presença,在场,28
2768,golias,戈尔亚日,89
10157,elvis.,埃尔维斯,43
8638,shelley.,雪莱,55
8862,laos,老挝,49
10989,carregado,拉登,37
2981,torrente,激流,85
13333,razoavelmente,合理的,6
5623,medíocre,平庸,72
6749,meuse.,梅苏,67
9929,honestamente,诚实地,45
6912,qu.,曲,66
1893,sermão,讲道,86
12075,realidade,现实,27
1595,gorro,sle,94
4804,despercebido,没有注意到,73
1979,dari.,达利,93
14437,separado,分离,13
7212,pesar,称重,45
4981,incesto,乱伦,78
11948,plataforma,平台,25
1679,uphill.,上坡,94
6614,a qualquer momento,随时,68
13133,debate,辩论,14
8342,magna.,麦格纳,57
8494,ponteiros,指针,42
3714,fonógrafo,留声机,82
4296,jacinto,风信子,82
7305,nudez,裸露,63
10758,buckeyes,七叶树,35
10761,bicho de estimação,宠物,35
610,mantra.,咒语,97
6084,cerquilha,哈希,65
12830,roda,车轮,16
7271,magia,莫,62
9431,shirley.,雪莉,49
7869,dixie.,迪克西,60
6280,jaspe,碧玉,69
13910,desde,自从,7
14088,aqui,这里,5
10536,ovelha,羊,40
10210,deutschland.,德意志,42
8805,sinfonia,交响乐,52
7253,traidor,欺诈,47
2603,disparar,贬损,72
5440,alíquota,等分类,76
12173,onze,十一,27
166,beltway.,腰带,100
9218,gasolina,汽油,50
13120,real,实际的,10
12614,calgary.,卡尔加里,23
7050,chesapeake.,切萨皮克,65
14290,norte,北,8
806,algonquin.,藻喹,97
12762,águia,鹰,14
838,blas.,布拉斯,98
13095,liberdade,自由,17
7504,hipoteca,抵押,60
12304,brooklyn.,布鲁克林,26
10562,pedregulho,博尔德,39
11085,castro.,卡斯特罗,37
1845,brown.,羽脚,93
6940,fax,传真,64
10229,fezes,屎,42
9457,tens,十,10
9314,berkeley.,伯克利,50
12728,carter.,卡特,22
10783,buscando,寻求,24
13210,eleições,选举,9
6961,hepburn.,赫本,66
967,hispânicos,西班牙人,59
8928,kimchi,泡菜,52
4945,irrestrito,不受治的,78
14273,cabeça,头,9
2645,autocracia,专制,90
9632,compreende.,包含,24
10438,hum,嗯,41
2133,gueixa,艺妓,92
10586,sempre que,每当,40
161,bacilo,芽孢杆菌,100
2254,prequel,前书前,92
7743,esboço,草图,53
2706,agnóstico,不可知论者,88
13445,montreal,蒙特利尔,14
8852,macacos.,猴子,23
2144,inacessível,难以进入,92
1865,slicer.,切片机,94
5019,encaracolado,卷曲,78
2688,padaria,面包店,84
4920,etileno,乙烯,79
11030,preliminares,初步的,37
5924,mais quente,最热门,73
3342,passant,传递者,87
2132,paradeiro,下落,92
12716,técnico,技术的,15
10254,halifax.,哈利法克斯,42
12042,punk,朋克,27
8377,sentimento,情绪,45
13785,zelândia,西兰,11
5210,semestre,学期,76
1256,curvado,鞠躬,36
9236,vergonha,耻辱,46
8775,vagina,阴道,53
1094,butanol.,丁醇,97
5185,inércia,惯性,77
10081,caverna,洞穴,38
897,gigante,庞然大物,97
12192,escriba,隶,27
8131,prazeroso,令人愉快的,58
7727,nápoles,那不勒斯,61
5350,himalaia,喜马拉雅山,76
11961,bota,靴子,25
13145,arizona.,亚利桑那,17
12277,jaga.,杰卡,26
9448,anfíbio,水陆两用,49
2232,apertado,收紧,76
13660,aeronaves,飞机,12
11910,tumulto,暴动,16
7644,wan.,万,61
13983,ajuda,帮助,6
4684,paliçada,寨子,75
7213,filhas,女儿,32
4252,sanguessuga,水蛭,82
8479,salada,沙拉,55
2063,nautilus,鹦鹉螺,92
13846,mas,但,5
2621,pathfinder.,探路者,85
8004,ancoragem,安克雷奇,59
10378,bruxa,巫婆,39
5592,dolores,小陵,70
13340,régua,规模,14
3909,crrosstown.,克罗斯斯敦,84
8464,cadeira de rodas,轮椅,55
4261,homicídio,杀人,73
2662,dominus.,多米诺斯,90
10185,joshua,约书亚,43
3848,jurisdições,司法管辖区,50
6605,lai,赖,68
8111,epístola,书信,57
7560,padrinho,教父,61
14191,projeto,项目,7
1749,falange,方阵,93
1838,em itálico,italicized.,88
14262,corporativo,公司的,16
13268,7.,7,16
7150,ptolomeu,托勒密,64
5565,abertura,序曲,71
1140,isca,诱饵,72
677,bona,博纳,98
459,tomografia,断层扫描,99
9497,banda larga,宽带,48
1500,espetacularmente,壮观,95
12162,montana,蒙大拿,27
10829,humanitária,人道主义者,38
2414,escova de dente,牙刷,91
11854,em progresso,持续的,30
2199,kanji.,汉子,92
7886,excedido,超出,38
10459,épico,史诗,40
12794,ted.,泰德,21
4591,acessório,附件,15
3547,caldera.,火山口,86
4329,persistente,顽强,78
13509,jogos decisivos,季后赛,10
7237,saunders.,桑德斯,64
14467,discutido,讨论,6
3557,layup.,替补,86
8174,havana,哈瓦那,58
6433,limpador,清洁器,66
8193,governamental,gubernatorial.,58
7512,bromo.,布罗莫,62
3315,tulipa,郁金香,86
11966,ministério,部,27
14245,adicional,额外的,6
14163,pesquisar,研究,9
11651,beneficiar,益处,7
12948,lixo,垃圾,19
14253,texas,德克萨斯州,9
6575,tao.,涛,64
10780,teorema,定理,38
3436,escandinávia,斯堪的纳维亚,87
6990,argamassas,砂浆,39
13894,esses,这些,6
13420,marinho,船上,12
7029,woodward,伍德沃德,65
8846,quioto,京都,53
3810,barco a vapor,汽船,83
3559,otimista,乐观的,81
6893,refrugadores,扒手,66
4672,manuscritos,手稿,62
12323,mandril,ch,25
10175,marcador,得分手,32
1562,matta.,玛塔,95
2870,pubic.,耻骨,89
3826,rana,拉纳,85
1292,tolstoy.,托尔斯泰,96
12909,violência,暴力,20
13137,oregon.,俄勒冈州,17
1118,oceanografia,海洋学,97
9365,perigo,危险,49
10021,componentes.,成分,28
7907,gregor.,格雷戈尔,60
7204,eastman.,伊斯曼,64
5429,dionísio,狄俄尼索斯,76
13543,deu,给了,13
13678,estabelecido,已确立的,10
10986,híbrido,杂交种,37
2892,açoitado,鞭打,55
7020,amã,安曼,65
8938,escotilha,孵化,50
12825,que vale a pena,值得,20
7753,wight.,怀特,61
5824,linden.,林登,73
13715,smith.,史密斯,12
12803,estrada de ferro,铁路,18
9571,bunker.,掩体,44
10078,regina,里贾纳,43
1987,retaliatória,报复性,93
13871,usar,使用,5
9472,magalhães,麦哲伦,48
10359,westminster.,威斯敏斯特,41
5486,isaías,isaiah.,75
4710,fauna,动物群岛,80
13401,10º,10.,14
5360,escorbuto,坏血病,76
1690,glaucoma,青光眼,94
462,contrastado,鲜明对比,33
8768,cardápio,菜单,52
11945,décima primeira,第十一,29
11409,falcão,鹘,23
2462,retórico,修辞,59
3330,cascavel,响尾蛇,87
11129,mais rápido,快点,36
4440,intocado,不起作用,64
6708,frankenstein.,弗兰肯斯坦,68
11401,oscar.,奥斯卡,32
7183,margarida,雏菊,63
11308,joey.,乔伊,35
2533,heroísmo,英雄主义,91
12282,louco,疯狂的,25
10483,intel.,英特尔,40
11264,semifinais,半决赛,28
2863,fodão,坏蛋,88
9094,discar,拨号,45
5714,cv,简历,74
2129,linha azul,布卢宁,92
12014,conforme,符合,14
14035,óleo,油,16
493,enxaqueca,偏头痛,96
2467,peregrinação,朝圣,90
7182,viúva,寡妇,60
6965,ejaculação,射精,62
2619,takers.,举行,62
4620,detidos,被拘留者,71
9244,caroline.,卡罗琳,50
2152,wayland.,漕,92
3851,frustrado,挫败,72
4493,twat.,折,80
3537,greta,格雷塔,86
10220,pecado,罪,36
10443,prejudicando,损害,38
2015,despercebidas,看不见,92
3252,considerável,大量,88
12984,áustria,奥地利,19
11108,scout.,侦察,24
14050,estados,状态,6
6790,ervilhas,豌豆,45
3444,nuke.,核武器,79
7620,unânime,一致,46
11598,pascal.,帕斯卡尔,32
13468,ministro,部长,13
10080,penhasco,悬崖,41
4050,sutra,佛经,81
6654,afro,af,68
5952,wainwright,威妥怀疑,73
2886,somers.,索,89
7381,à mão,便利,63
6414,sanger.,桑格,70
14401,específico,具体的,7
11770,fiji.,斐济,30
14120,lugar,地方,6
10257,palma,棕榈,39
13024,marinha,海军,18
11846,fator,因素,23
12933,refúgio,避风港,19
12082,transtorno,紊乱,26
1655,espinha,疙瘩,94
8333,colecionador,集电极,50
13438,literatura,文学,14
11719,tema,主题,26
13553,negrito,大胆的,12
13449,a sério,严重地,14
3969,sinagoga,犹太教堂,75
12536,puerto.,波多黎各,23
10947,recepção,接待,28
6186,campeche,坎佩切,71
11374,nash.,纳什,34
4697,schultz.,舒尔茨,79
6493,barriga,腹部,49
8351,ao lado,一边,57
3408,tigris.,底格里斯,87
7516,barroco,巴洛克式,62
8051,akron.,阿克伦,59
9763,ozônio,臭氧,46
7148,gestapo.,格斯塔诺,64
9160,wha,世界卫生大会,51
14131,vezes,时代,5
8776,mamãe,木乃伊,53
7211,viaja,旅行,17
2392,agnosticismo,不可知论,91
13631,portal,门户网站,12
10746,substratos,基板,35
1295,salinidade,盐度,82
6012,tíbia,胫骨,72
10544,ciclo,环形,34
9004,politécnico,职业技术,52
12175,esposa,妻子,27
2754,cervejaria,啤酒厂,83
12148,sabia,kn,27
1520,antiético,不道德的,94
5449,idiota,痴人心,28
5642,amônio,铵,74
4298,mais frio,最寒冷的,82
9530,genebra,日内瓦,48
14450,bater,打,8
13859,tempo,时间,5
14049,recente,最近的,5
2434,licitante,投标人,87
7922,necessidade,必要性,58
13789,felicidades,干杯,11
2050,ogiva,弹头,77
14343,atualmente,现在,7
8480,implicações,含义,41
4124,indulgência,放纵,68
14070,mundo,世界,7
8149,embarcado,踏,47
14294,carro,车,9
7760,brickyard.,砖墙,61
11429,inaugural,首先,30
12325,extratropical.,upropropical.,25
5195,trêmula,摇摇欲坠,77
11076,músicos,音乐家,22
12161,risco,风险,25
5921,doris,多丽丝,71
5193,alucinógeno,幻突性,69
13261,enciclopédia,百科全书,16
9484,avant.,前卫,48
9173,exposição,接触,49
13005,medicamento,药品,16
8910,infravermelho,红外线的,52
4294,tesoura,剪刀,70
586,sem censura,未经审查,99
11943,permanente,永恒的,22
8616,frontal,额,55
1145,microbiologia,微生物学,94
4419,isótopo,同位素,70
335,tarzan.,塔尔扎恩,100
2456,cozinhou,熟,24
1931,chuva de granizo,雹暴,89
14033,pensar,思考,7
10526,substancialmente,大本上,19
177,nostalgia,怀旧,100
13161,certamente,当然,17
3411,poliéster,聚酯纤维,85
6916,bôer,布尔,64
7962,acadêmico,学术,59
12889,coração,心,15
3145,drruze.,德鲁兹,88
3865,melódico,旋律,84
7357,freios,刹车,38
58,limonada,柠檬汽水,100
10448,helsínquia,赫尔辛基,41
11322,júlio.,朱利叶斯,35
3855,pavlov.,帕夫洛夫,84
11907,charlotte.,夏洛特,29
4848,bordeaux.,波尔多,79
9238,lionel.,莱昂内尔,50
8958,sunder.,晒太阳,52
3426,towson.,娃娃,87
11607,lhama.,骆驼,32
1286,centrista,中间人,94
9584,demorada,冗长,47
8961,hemingway,海明威,52
144,aik.,艾克,100
6792,dudley,达德利,67
12253,noé,诺亚,26
7559,wormer.,虫子,62
12124,ocasiões,换,23
3096,punta.,蓬塔,88
3504,pagode,宝塔,86
742,febe,菲比,98
3697,seita,教派,80
6481,buffy.,巴菲,69
13247,grécia,希腊,16
10043,monica,莫妮卡,44
9269,luminária,灯,48
6561,nairobi.,内罗毕,69
4973,creatina,肌酸,78
10591,jacaré,鳄鱼鳄.,40
1281,vívido,生动,94
9802,surpreendente,奇怪,21
3088,liquidificador,搅拌机,88
3187,continuum.,连续国,88
123,yakima.,亚基玛,100
10496,atenciosamente,真挚地,36
3483,baronete,巴拿尼斯,79
3406,esmagadoramente,绝大多数,87
589,skeet.,塞克甜,97
4557,desviar-se,帕里,78
7236,bibliografia,参考书目,62
13018,sábado,周六,18
12773,kentucky.,肯塔基州,21
10849,dependendo do,取决于,23
11975,portões,盖茨,21
1580,nômade,游牧民族,79
7735,precursor,前兆,58
13309,gerenciou,管理,9
8040,isis.,伊斯兰国,59
914,merton.,默顿,97
4819,pistão,活塞,36
10505,lasca,芯片,29
7501,realismo,现实主义,62
4936,pereira.,佩雷拉,78
12509,décimo,第十,23
4963,anexação,吞并,53
14471,negócios,企业,13
6523,infeccioso,传染性,69
3490,aminotransferase.,氨基转移酶,86
268,napolitano,那奥阿伊兰人,99
3564,relutantemente,勉强,86
12349,histórico,历史性,13
11613,musgo,苔藓,32
10912,hebraico,希伯来书,37
327,quimono,和服,98
11246,essencialmente,本质上,26
1632,hipnose,催眠,94
12341,memória,记忆,13
13995,grande,大的,7
10491,pódio,领奖台,39
11468,haste,竿,32
11589,indesejável,不受欢迎,32
13746,processar,过程,10
4859,glúten,麸质,79
3461,glace,胶凝花纹,87
9458,cova,坟,38
11914,birmingham.,伯明翰,29
9704,capitólio,国会大厦,46
12574,moore.,摩尔,22
10311,insalvazemente,不平衡,42
13517,impresso,打印,11
11398,tremoço,羽扇豆,34
4094,wiener.,维纳,81
13893,deve,应该,5
13338,milímetros,毫米,15
6010,diácono,执事,42
13470,bandeira,旗帜,12
9679,armaduras,盔甲,21
8343,puma,美洲狮,33
13364,desculpar-se,道歉,6
12158,diabo,魔鬼,19
4091,radon,氡,83
624,seimas.,沙洲,99
14090,washington,华盛顿,9
5914,excedente,剩余,73
12152,estratégico,战略,26
12913,fila,排,18
2900,com raiva,愤怒地,89
5402,aro,轮缘,66
14303,facto,事实,6
13457,tech.,科技,14
6691,concedido,赐予,62
7244,odin,奥丁,64
7239,confucionismo,儒,63
5875,probabilidade,可能性,73
3280,glicol.,甘草,84
13999,linha,线,8
3749,ural.,乌拉尔,85
2332,trilhão,兆,89
1892,calamidade,灾害,88
10238,camareiro,管家,42
9473,eisenhower.,艾森豪威尔,48
5073,restrições,约束,72
5713,di-hidrogênio,二氢剂,74
10053,hulk.,赫尔克,43
14124,relatórios,报告,5
11106,dificilmente,几乎不,36
2769,addis.,亚的斯,89
1571,indocumentado,无证,94
6291,suprimir,压制,39
10779,eixo,轴,38
9084,woodrow.,伍德罗,51
5789,judith.,朱迪思,73
13754,envio,上传,8
14284,embora,虽然,5
9990,quantum.,量子,44
13155,célula,细胞,16
12243,russell.,罗素,26
8148,implorar,求,47
5811,termômetro,温度计,73
6180,vagas,空缺,64
13724,thomas.,托马斯,12
7645,ressurreição,复活,52
12513,emergência,紧急情况,16
116,kapa.,卡帕,100
3677,risível,可笑的,84
6397,fugitivo,逃亡者,57
9646,fogos de artifício,烟花,45
4149,mochila,背包,68
8914,hierarquia,等级制度,51
6368,progrer.,叉子,70
9550,antártica,南极洲,48
12219,áudio.,声音的,26
1707,bola fogo,火球,92
10493,crosby.,克罗斯比,40
6948,oráculo,oracle.,66
9638,bronx,布朗克斯,47
574,imersão,浸没,88
5560,impedimento,越位,75
4664,milo,米洛,74
11150,ocultar,隐藏,26
13459,forte,强的,14
2952,imprimir,印迹,69
7946,atacado,批发的,59
8664,juvenil,少年,54
3595,pesticida,农药,80
1452,cariageway.,行车道,95
74,eclipsing.,黯然失色,39
2560,casa de jogos,剧场,91
2032,condolências,哀悼,87
7777,açores,亚速尔群岛,61
