ID,PORTUGAIS,ARABE,INTERVAL
9553,bruxelas,بروكسل,47
1089,quimera,chimera.,96
13099,maior,أكبر,18
5033,alfabetização,معرفة القراءة والكتابة,77
12068,fluxo,تدفق,25
2507,emulsão,مستحلب,90
1826,grinch,مفسد البهجة,93
5531,bai,باي,74
5074,fornecedor,المورد,62
9107,suplemento,ملحق,37
1485,bantam.,بانتام,88
10386,freeman,رجل حر,41
7117,paramilitar,شبه عسكرية,64
3652,atelier.,أيلير,84
14286,quantia,كمية,7
14343,atualmente,حالياً,7
7789,adjetivo,الصفة,55
917,lema,ليمما,97
5736,salsa,الصلصا,73
4578,peggy.,بيجي,80
13698,sugestões,تلميحات,12
11554,saldo,الرصيد,25
11280,calouro,طالبة,35
12084,composto,مكون,22
13668,entrou,دخل,10
1624,bronquite,التهاب شعبي,94
10909,rochester.,روتشستر,38
6922,wee.,وي,65
950,aldrin.,ألدرين,97
12235,prisão,السجن,17
12764,pior,أسوأ,21
13524,eco,صدى صوت,13
11578,álcool,الكحول,28
1982,jackpot.,الفوز بالجائزة الكبرى,92
11523,tunísia,تونس,32
4917,subida,صعود,78
14390,forças,القوات,8
55,óvulos,أوفا,100
11540,fomentar,الحاضنة,31
10167,bolo,كيك,40
13226,frente,إلى الأمام,9
3973,sonata,سوناتا,82
10996,polar,القطبي,33
4369,incivilidade,قلة أدب,67
14396,reivindicações,المطالبات,9
266,leniente,متساهل,96
9740,derramar,يصب,38
13330,cogumelo,فطر,15
741,danton.,دانتون,98
3991,relata.,تعظيم,83
1386,anamórfico,بصحة جيدة,96
6461,não condutor,غير حكي,69
3220,ondulado,تموجي,86
14318,sempre,دائماً,9
575,à beira-mar,شاطئ البحر,99
13557,através,عير,13
12783,estúdio,استوديو,17
13861,ele,هو,7
12169,ma.,ماجستير,25
8594,marquês,ماركيز,55
12823,criativo,خلاق,20
5995,pistache,الفستق,72
2770,subvenção,دعم مالي,76
5052,pejorativo,بيجوري,75
6153,credenciais,أوراق اعتماد,68
10072,lendário,أسطوري,43
3931,kibutz.,كيبوتس,84
11619,bulgária,بلغاريا,31
10532,vol.,ملاك,32
1068,intoxicado,في حالة سكر,76
1867,hidrostático,هيدروستاتيكي,93
13530,arbusto,دفع,13
3494,lore.,معرفة,78
11493,vênus,كوكب الزهرة,18
14405,outubro,اكتوبر,5
10691,anglo.,أنجلو,38
13949,americano,أمريكي,8
2280,tiro,طلق ناري,86
13593,dave,ديف,12
10395,submarino,غواصة,39
2489,hermafrodita,خنثى,90
8948,dod.,دود,52
3267,não comprovado,غير مثبت,87
4114,forma abreviada,اختصار,70
4684,paliçada,حظيرة,74
11170,elefante,الفيل,33
10847,angola,أنغولا,38
825,condomínios,الوحدات السكنية,84
13406,vale,الوادي,14
10523,chassis,الشاسيه,40
4085,whiz.,أزيز,83
10723,demonstração,برهنة,18
2079,hemorróida,البواسير,91
13934,então,ثم,5
13456,indesejado,غير مرغوب فيه,14
13782,japão,اليابان,11
763,abobrinha,كوسة,98
10868,newport.,نيوبورت,38
8910,infravermelho,infrared.,52
3397,voga,مجلة فوج,87
14471,negócios,الأعمال,13
978,ensino médio,المدرسة الثانوية,97
8432,lítio,ليثيوم,56
10026,weber.,وسب,44
4877,vaga-lume,يراعة,77
12350,de pé,يقف,12
6784,deslizou,انزلق,67
11032,estritamente,بشكل صارم,37
4736,aromático,عطري,76
494,período noturno,وقت الليل,99
9869,coruja,بومة,37
12892,nl.,غير,20
14221,europa,أوروبا,5
14261,liberar,يطلق,8
12087,aparente,واضح,16
2738,estudante,تلميذ,86
13982,desenvolvimento,تطوير,10
12684,comunista,الشيوعي,20
9248,invenção,اختراع,30
9847,versículo,بيت شعر,38
4502,starship.,المركبة الفضائية,80
7428,batismo,المعمودية,62
3380,conscientemente,عن علم,87
10616,silva.,سيلفا.,39
3945,vamos para,اذهب إلى,83
12611,tóquio,طوكيو,23
4247,delito,تورت,79
5345,nevado,مثلج,76
6532,babuíno,بابون,67
762,newsroom,غرفة الأخبار,96
1151,bom dia,بونجور,96
621,tennyson.,تينيسون,99
5796,donas de casa,ربات البيوت,73
508,mutantes.,المسوخ,55
9441,desacordos,الخلافات,36
3378,falido,مفلس,84
7145,viewpoints.,وجهات النظر,40
8201,botânica,علم النبات,58
2931,mais distante,farthest.,88
5933,facial,الوجه,72
10732,wellington.,ولينغتون,38
12674,hotel,الفندق,21
12309,variedade,تشكيلة,23
2001,desmaio,إغماء,68
13218,oceano,محيط,16
4797,nucleótido,النيوكليوتيد,71
12729,cavaleiro,رايدر,16
7456,diversidade,تنوع,43
6823,donna,دونا,65
12801,profundo,عميق,21
5600,para mais,خشية أن,60
4055,pretexto,ذريعة,81
9218,gasolina,الغازولين,50
5251,lrev,لبن,76
5685,magnata,tycon.,73
10201,previsão,تنبؤ بالمناخ,30
10898,licença,رخصة,33
413,politeísmo,الشرك,100
10051,falado,تحدث,44
1037,escape,الهاربين,96
5516,amendoim,الفول السوداني,40
9208,centavos,سنت,26
2473,adesivo,لاصق,74
2994,blume.,بلاء,88
12655,eu estou,أنا أكون,22
6793,nacionalistas.,القوميين,38
9414,assédio,تحرش,26
13571,vários,متنوع,13
7762,helena,هيلينا,61
9495,astrônomo,عالم الفلك,30
8576,grato,شاكر,49
3743,peixes,برج الحوت,85
7146,raso,بارز,62
5738,pereceu,هلك,64
3381,miniaturas,المنمنمات,61
6420,hodge.,هودج,69
13995,grande,كبير,7
9875,pintainho,فتاة جميلة,39
3930,costular,كوسليتي,84
9303,lenin.,لينين,48
9589,ph.,دكتوراه,47
10687,revolta,الانتفاضة,37
7637,calças,بنطلون,60
12887,louisiana,لويزيانا,20
8028,fag.,فاج,52
4328,patsy.,باتسي,81
5526,enterro,دفن,72
3806,furador,فيرير,84
4177,lucille.,لوسيل,82
1871,fluente,بطلاقة,93
12232,panamá,بنما,26
5838,para cima,صعودا,62
13775,irlanda,أيرلندا,11
347,carteiro,ساعي البريد,100
6809,alavanca,رافعة,64
11996,foca,عجل البحر,21
9265,judicial,قضائي,48
14339,considerado,يعتبر,5
2387,gully,اخدود,88
13319,tufão,إعصار,15
11098,enzimologia,علم الإنزيم,36
3697,seita,طائفة,79
10522,parlamentar,برلماني,40
9259,vagabundo,متشرد,49
12647,ameaças,التهديدات,13
13001,massacre,مذبحة,18
11338,dirigido,تحركها,34
1626,carolus.,كارولوس,94
5802,saskatoon,ساسكاتون,73
6953,videira,كرمة,59
356,almirantado,الأميرالية,99
8348,insubstanciado,غير مدعوم,56
12155,torneiro,تيرنر,27
10292,avatar.,الصورة الرمزية,41
9347,exílio,منفى,42
9834,amizade,صداقة,44
10963,carimbo,ختم,31
9098,cupê.,كوبيه,18
13896,sob,تحت,7
12522,errôneo,مضللة,23
5036,virgínia,فرجينيا,70
2069,trigonométrico,حساب المثاثات,92
9518,charleston,تشارلستون,48
9430,excitante,مثير,34
7977,nó,عقدة,28
10588,sanders.,ساندرز,37
2020,gaivotas.,طيور النورس,84
7007,stingray,ستينغراي,62
8042,curtidor,تانر,59
11021,harold.,هارولد,37
4808,acre,فدان,48
12337,contexto,ضبط,9
2535,khatri,الخطي,90
101,hindustão,هندوستان,100
2053,espirrar,العطس,85
2441,antígio,antigone.,90
6294,protagonista,بطل الرواية,62
9668,tornozelo,كاحل,45
8444,mellitus.,ويليتوس,56
1613,ceilão,سيلون,94
8613,hearsay.,سماع,54
10109,não identificado,مجهولة الهوية,43
6526,enxame,سرب,62
4256,horst.,هورست,82
781,suína,انثي خنزير,98
7174,discutível,موت,62
5104,redesenhado,إعادة تصميمها,21
7144,int,إتجاه,64
11687,tabela de desempenho,سجل النتائج,31
8802,reconsiderar,إعادة النظر,50
2889,mora,مورا,88
14027,planos,خطط,11
14369,conferência,مؤتمر,11
7463,clê.,كليف,62
12883,centenas,مائة,15
7785,salamandra,السمندر.,60
5125,regência,ريجنسي,77
4053,pictórico,صورة مصورة,81
9565,betty.,بيتي,48
385,alberich.,ألبريتش,100
5746,loa.,لقاء,73
14435,ganho,فاز,8
757,gawain,كوين,98
3014,patrico,باتريس,88
4376,bitte.,بته,81
10196,cornerback,كوارد باك,42
12158,diabo,شيطان,19
12907,arthur,آرثر,20
10229,fezes,البراز,42
11842,vivo,على قيد الحياة,30
6430,gimp.,جدد,68
13417,mencionado,المذكورة,10
10004,culto,طائفة دينية,42
1504,caiaque,كاياك,92
4883,ono.,أونو,78
11720,descoberta,اكتشاف,27
6043,taoísmo,الطاوية,71
9949,cercado,محاط,24
10234,explicitamente,صراحة,42
11769,seg.,ثاني,30
13028,o circuito,دائرة كهربائية,17
4539,dieses.,الديانات,80
6504,iq.,معدل الذكاء,68
10652,bebê,فاتنة,38
4957,abeto,شجرة التنوب,76
7672,pág,pg.,61
8030,blanc.,بلان,59
446,sem caracteristicamente,غير معلن,88
4020,roscoe.,روزكو,83
2681,cetona.,كيتون,80
5475,renumerado,إعادة ترقيمها,59
9096,arrastar,يجر,41
10275,otto.,أوتو,42
6724,maverick,مافريك,48
14131,vezes,مرات,5
9374,turcos,تكرار,40
7588,camiseta vermelha,rightshirt.,58
10753,chan.,شان,38
13393,encontra-se,يلتقي,10
10194,subdivisão,تقسيم,41
3344,penteado,تسريحه شعر,74
8651,computador portátil,حاسوب محمول,54
516,guernsey.,غيرنسي,99
12489,quarta-feira,الأربعاء,24
2531,xerez,مدري,90
4818,saul,شاول,78
8027,isabel.,إيزابيل,59
12074,roteiro,النصي,25
2021,fluoreto,فلوريد,80
11175,multidão,تجمهر,33
8115,antropologia,الأنثروبولوجيا,57
3472,backfield,باكفيلد,87
4974,placa-mãe,اللوحة الأم,78
10828,coca,كوكا,38
9970,hippie,الهبي,41
4066,poligamia,تعدد الزوجات,83
14104,mantido,محتجز,8
11952,tubarão,سمك القرش,22
10797,fbi.,مكتب التحقيقات الفدرالي,38
3998,misty.,ضبابي,83
1609,disparidade,التباين,28
668,tênue.,ضعيف,98
7087,sherlock.,شيرلوك,64
10659,premiership,رئاسة الوثيقة,38
11926,bíblia,الكتاب المقدس,28
10774,extensão,تمديد,21
13401,10º,10th,14
11370,délhi,دلهي,34
12714,base,أساس,22
4642,azarado,سيئ الحظ,80
9614,wat.,وات,46
12731,perfeito,في احسن الاحوال,21
5549,nippon.,نيبون,74
4896,empreiteiros,المقاولون,62
8194,suisse,سويس.,58
10888,atingiu o pico,بلغت ذروتها,14
12355,aviação,طيران,24
9894,cadastro,التسجيل,42
11318,margaret.,مارغريت,34
10244,giro,جيرو,42
14102,oficial,رسمي,9
8715,jogatina,القمار,40
3363,ditadores,الديكتاتوريين,42
14501,autoridades,سلطات,9
9403,descrição,دمر,49
8611,furar,تدريبات,41
10662,constantemente,باستمرار,39
5178,nontop,بدون توقف,76
8483,bloco,كتلة,55
9400,lang,لانج,49
6563,proctor.,بروكتور,68
796,fro,جيئة وذهابا,98
1735,retificar,تصحيح,67
8098,escolher,يلتقط,57
4168,vinagre,خل,82
3665,ligase.,البلاط,76
9898,carga,البضائع,44
2905,bizantium.,بيزنطيوم,88
13043,ganhou,حصل,14
12045,locomotiva,قاطرة,19
7076,latido,لحاء الشجر,58
7151,var.,فار,64
8996,sussurrar,همسة,32
2564,salma.,سلمى,90
12505,robin,روبن,23
8753,cp.,غيظ,53
5363,hidróxido,هيدروكسيد,76
14147,recentemente,حديثاً,5
7016,reeves.,ريفز,56
7511,promotor,المدعي العام,50
13809,de,من,5
12203,liberal,ليبرالية,17
4414,novella.,نوفيلا,79
14304,cair,يسقط,12
13532,anteriormente,سابقا,13
2733,encanamento,السباكة,83
13141,pausa,استراحة,13
269,ereto,منتصب,48
11957,bronze,برونزي,28
2039,banqueiro,مصرفي,83
6920,granja,جرانج,65
4589,invertido,معكوسة,68
7687,macau,ماكاو,61
103,coronariano,التاجي,100
8419,nabo,لفت نبات,56
10593,radical,أصولي,33
6108,draper.,درابر,71
8518,meias,جوارب,22
7394,lagosta,سرطان البحر,62
5170,provocar,يستفز,50
6080,tia,عمة,69
8020,lu,لوت,59
13494,consultas,الاستعلامات,12
4054,rampa,المنحدر,74
2565,canopic.,الانتظار,90
12499,terrorismo,الإرهاب,18
6601,tunes.,الألحان,38
10892,quebra,تحطيم,29
8057,ratificado,صدقت,54
13460,alk.,ألك,14
5204,milionário,مليونير,60
1053,solubilidade,ذوبان,69
12127,medo,يخاف,22
3120,obturador,مصراع,77
5144,hatcher.,هاتشر,76
10569,munique,ميونيخ,39
10322,burke,بورك,38
6227,fermento,خميرة,70
12982,inicialmente,في البداية,12
4320,piemonte.,بيدمونت,82
10934,beatles.,البيتلز,37
8259,fossilizado,مغلف,57
10542,rodney.,رودني,40
2826,três vezes,ثلاث مرات,88
10965,joel.,جويل,37
9368,nós mesmos,أنفسنا,49
8053,passiva,مبني للمجهول,56
4802,guitarristas,عازف الجيتار,29
3367,sopro,نفخة,72
4245,ever,ايفر,82
8831,joyce.,جويس,53
1429,yer.,أيس,95
12775,criança,طفل,15
5390,graxa,شحم,74
9652,antecipado,كان متوقعا,38
9084,woodrow.,وودرو,51
13993,cinco,خمسة,9
7735,precursor,السلف,58
13487,igreja,كنيسة,13
2864,estrogênio.,الاستروجين,87
11970,trazendo,جلب,6
13974,unido,متحد,6
13380,claramente,بوضوح,15
6517,douche.,نضح,69
7866,super nova,سوبرنوفا,60
1135,bolívar.,بوليفار,96
66,identificar,يحدد بدقة,93
13515,cara,شاب,12
13363,líbano,لبنان,15
8869,notório,سيئة السمعة,49
4129,donny.,دونني,82
318,nuancemente,الدقة في درجات االإختلاف,85
8669,barato,رخيص,54
14099,dar,يعطي,8
7528,glossário,قائمة المصطلحات,61
6943,sinatra.,سيناترا,65
630,lazer.,لوش,99
8615,mullen.,مولن,54
4386,iluminado,مضيئة,60
6769,sobrenatural,خارق للعادة,67
9928,próximos,القادمة,44
5101,polinomial,متعدد الحدود,71
8026,hidrelétrica,الكهرباء الكيميائية,54
8898,botons.,أزرار,7
68,corajosamente,بكل جرأة,100
3703,inexistente,غير موجود,82
13750,oportunidade,فرصة,12
4953,levião,ليف,78
5922,fut.,توت,72
1360,pelé,بيليه,96
1532,kiowa.,كيوا,95
8429,cesta,سلة,53
404,palmyra.,تدمر,100
2569,jurados,المحلفين,74
11377,admitido,اعترف,24
7198,recuo,نكص,62
2397,anti-desportivo,غير الرياضية,91
11644,diamante,الماس,29
10643,girou,نسج,39
9531,morto,فقيد,48
10676,guardião,وصي,38
133,zanzibar.,زنجبار,100
6452,skunk,شوق,69
36,undemocrático,غير ديمقراطي,100
11294,genético,وراثي,26
3140,cerâmica.,سيراميك,79
9171,micro,مجهري,51
5209,evanescence.,التلاؤية,76
9314,berkeley.,بيركلي,49
14203,em processamento,يعالج,10
3271,esquiador,المتزحلق,76
19,infernal,جهنم,100
4862,legal,قانونيا,79
12921,quebrado,مكسور,20
1927,metanol,الميثانول,93
9755,karen.,كارين,46
7836,falhas,الفشل,21
13189,químico,المواد الكيميائية,16
6622,pedofilia,روفيليا,68
12815,republicano,جمهوري,18
1538,orfeu,أورفيوس,95
12161,risco,مخاطرة,25
5118,conner.,كونر,76
6985,pika.,بيكا,65
5014,massagem,تدليك,76
9601,interseção,تداخل,42
5834,gorman.,غمانون,72
11408,consultivo,استشاري,26
10046,balderdash.,البلديراش,44
2032,condolências,تعازي,87
11297,kat.,كات,33
13621,etc.,إلخ,12
5064,sectário,طائفية,75
13648,necessariamente,بالضرورة,12
13185,patrick.,باتريك,17
11078,dramático,دراماتيكي,30
10406,panela,وعاء,38
1739,luz das estrelas,ضوء النجوم,91
11381,zagueiro,linebacker.,29
9891,feriados,العطلات,27
11800,relâmpago,برق,30
7410,ultimato,انذار,62
6716,pera,كمثرى,66
1302,queimadura de sol,ضربة شمس,93
10808,cresceu,نمت,38
7430,pullman.,بولمان,62
10608,gandhi.,غاندي,39
1690,glaucoma,الزرق,94
14106,nível,مستوى,11
7266,roanoke.,رونوك,63
6295,sui.,سوي,70
1841,presos,السجناء,89
12992,diagramas,المخططات,17
5198,coenzima,مساعد الانزيم,76
11186,suíço,السويسري,35
4620,detidos,المعتقلين,70
6958,intangível,غير الملموسة,65
876,germes,جراثيم,78
1530,medicare.,الرعاية الطبية,95
2259,fibra de vidro,الألياف الزجاجية,91
10454,lynn.,لين,40
1134,miologia,علم النفس,96
13097,categorias,التصنيفات,6
5031,harmônico,متناسق,71
9581,evade,تهرب,40
10337,eta.,إيتا,41
9077,negro,زنجي,46
11230,orçamento,تبرع,33
4798,corte,مقص,27
3573,bochecha,خد,74
739,ortogonal,متعامد,93
7891,rampage,تهجين,57
8507,ameaçadas de extinção,المهددة بالخطر,52
3009,desapontado,ناجط,88
4044,calcutá,كلكتا,83
450,oitador,أساء,100
8687,sinistro,متجهم,54
11353,belga,بلجيكي,33
212,mistral,ميسترال,100
8159,reedy.,ريدي,58
1366,crispin,كريسبين,96
10237,chaves,مفاتيح,11
1654,escroto,كيس الخصيتين,93
6689,disfarce,تمويه,46
9582,martha.,مارثا,47
6306,exterminação,إبادة,62
13329,áreas,المناطق,9
6357,farley.,فارلي,69
13950,usando,استخدام,5
13678,estabelecido,أنشئت,10
2151,apogeu,أوج,92
7889,comporte-se,تصرف,41
14494,los,لوس,38
11045,argumentado,جادل,20
13024,marinha,القوات البحرية,18
13880,muitos,كثير,6
12908,cicatriz,ندب,19
7517,centros,مراكز,16
992,lustro,لمعان,87
3926,quarentena,الحجر الزراعي,77
7681,heráldica,heraldry.,61
190,supervisionando,إشراف,72
12229,injustificado,غير مبرر,26
8055,relha,كولتر,58
6561,nairobi.,نيروبي,68
10631,downhill,انحدار,38
14316,macintosh,ماكنتوش,42
10537,em segundo lugar,ثانيا,40
11088,adequadamente,وفقا لذلك,36
675,curiosamente,بفضول,93
13870,maioria,معظم,7
14472,james,جوامع,9
13373,escócia,اسكتلندا,15
6877,bretão,بريتون,66
13882,programa,برنامج,11
7061,lambert.,لامبرت,65
1399,potência,فاعلية,95
11650,carregando,حمل,11
12294,otan.,حلف شمال الاطلسي,26
12756,móvel,التليفون المحمول,15
1070,skye.,سكاي,96
11724,cobra.,كوبرا,30
2651,hemoglobina,الهيموغلوبين,90
1336,latente,كامنة,96
4987,aro,طارة,67
13144,alexander.,الإسكندر,17
8589,doser.,دوسر,55
3628,veritas.,الحقيقة، الصدق,85
327,quimono,كيمونو,98
12628,elizabeth.,إليزابيث,23
1055,descobridores,مكتشفون,72
13140,suécia,السويد,17
10286,helicópteros,طائرات الهليكوبتر,25
9193,vantagens,مزايا,19
8416,orion,أوريون,56
5707,psicopata,مريضة نفسيا,73
5017,puxado,القاطرة,71
13462,lincoln.,لينكولن,14
4752,audácia,الجرأة,79
13261,enciclopédia,الموسوع,16
9279,puck.,عفريت,49
7160,escalão,ecelon.,62
4905,capacitor,مكثف,76
9477,clinch.,leadch.,23
1572,crateras,الحفر,46
12304,brooklyn.,بروكلين,26
9862,tragédia,مأساة,43
248,calvário,في الجليد,100
9612,complicado,معقد,39
4064,hooliganismo,الشغب,62
8934,randall,راندال,52
3454,viz.,بمعنى,87
6134,sie.,سيث,71
4777,sindicalista,unionist.,69
6130,sobrinho,ابن شقيق,67
7702,castillo,كاستيلو,61
5998,uniformemente,بالتساوي,72
13540,particularmente,خصوصا,13
9055,trovoada,عاصفة رعدية,41
13702,vencedora,الفائز,10
8942,devastador,وخيم,38
6,tropeçar,تعثر,57
14179,ganhos,الأرباح,14
4260,minot.,مينوت,82
5308,lipídico,دهون,75
2950,pirrolina,البيرولين,88
1233,diol.,ديول.,93
3107,quartzo,كوارتز,88
9714,cerimônias,الاحتفالات,21
5602,nome do arquivo,اسم الملف,73
11256,truque,الخدعة,29
8417,desprezo,تجاهل,48
1667,imperialista,الإمبريالية,80
5322,loiras,شقراء,62
797,filarmônica,philharmonic.,98
14078,político,سياسي,11
11446,décimo oitavo,الثامن عشر,33
9258,sonda,مسبار,44
1185,niacina,النياسين,96
6189,nos dias de hoje,في الوقت الحاضر,70
12174,cubs.,اشبال,26
11833,constelação,كوكبة,29
662,yule.,عيد ميلاد المسيح,98
13964,quatro,أربعة,6
10928,negociações,مفاوضات,26
3898,assam.,أسام,84
4992,xenon.,زينون,78
3572,twister.,الإعصار,81
9622,conjunção,بالاشتراك,44
14181,terceiro,ثالث,8
5597,booby.,بغيض,66
3451,trevo,شامروك,66
7481,usher.,مغني,57
10713,túnel,نفق,35
12177,empurre,يدفع,17
12541,fim de semana,عطلة نهاية الاسبوع,22
9754,oficina,ورشة عمل,43
12893,difícil,صعبة,20
12987,jean.,جين,18
1548,quarwave,shortwave.,95
7797,do mesmo,هاوف,60
12825,que vale a pena,قيمة,20
4804,despercebido,غير ملاحظ,72
9290,alimentação,يطعم,40
10014,aparentemente,على ما يبدو,44
6871,clone,استنساخ,38
12462,canto,ركن,22
12669,atividade,نشاط,11
6797,ching.,شينغ,66
12476,respeitável,سمعة طيبة,20
3393,esloveno,السلوفينية,87
12658,diversão,هزار,22
9965,felizmente,لحسن الحظ,30
10339,receita,إيرادات,38
12970,et,واثق,19
13137,oregon.,أوريغون,17
12605,tailândia,تايلاند,23
2844,puffin,البفن,88
7066,bethlehem.,بيت لحم,64
4767,kang.,كانغ,79
7499,área de trabalho,سطح المكتب,62
14150,capaz,قادر,6
9752,cantado,سونغ,46
10798,jogador,الرامي,28
9718,tonga,تونغا,46
12832,econômico,اقتصادي,17
5737,glover,غلوفر,73
8804,bn.,بنية,53
10261,partidário,الحزبية,37
9042,sandra.,ساندرا,51
435,francium.,فرانسيوم,100
9693,guepardo,الفهد,45
1699,bogart.,بوغارت,94
2548,codeína,كودين,90
11629,saskatchewan,ساسكاتشوان,31
8700,merragem,merrimack.,54
12530,segredo,سر,22
6798,pneumonia,التهاب رئوي,66
13279,iii.,ثالثا,16
12772,notre.,نيابة,21
13253,preocupações,اهتمامات,9
11327,jimbo.,جيمو,34
7040,audiências.,الجماهير,29
3111,chave catraca,اسئلة,88
10145,faraó,فرعون,41
5724,malabarismo,شعوذة,72
5582,algum dia,في يوم ما,74
6800,mae.,ماي,66
12948,lixo,نفاية,19
11903,em.,مليا,27
151,cordialidade,الدفء,100
4809,smokey,مدخن,79
9648,almoço,غداء,46
13103,biográfico,السيرة الذاتية,17
13767,faleceu,مات,10
4582,loteria.,لوتو,80
6414,sanger.,سانغر,69
4810,louie.,لوي,79
9700,paródia,محاكاة ساخرة,38
8392,cumberland,كمبرلاند,56
10414,broadway,برودواي,41
9910,baja.,باجا,45
10310,mistério,أحجية,34
10775,afiliação,الانتماء,9
778,diminuiu,sitide.,77
3827,hino,ترنيمة,76
12024,blah.,بلاه,28
6135,coquetel,كوكتيل,65
499,katakana.,كاتاكانا,99
2146,despedida,undraft.,92
10079,agrícola,الزراعة,29
13759,familiar,مألوف,11
9044,profeta,نبي,46
4780,reuben,روبين,79
4715,hamstring,رديك,79
13971,avaliar,معدل,7
12634,ilegal,غير شرعي,21
9109,espetacular,مذهل,51
14357,fácil,سهل,11
10990,brilho do sol,إشراق,37
2248,dada,دادا,91
13552,aplica-se,ينطبق,10
8603,nórdico,الشمال,55
5872,caótico,الفوضوي,72
12983,billy,بيلي,17
822,intransponível,لا يمكن التغلب عليها,98
4636,mallard.,مالارد,79
2570,fogueira,مشعل,88
6880,homecoming.,العودة للوطن,65
10861,cox.,كوكس,38
10032,predefinição,إفتراضي,40
931,centriole.,سنتريول.,97
10827,assentamento,مستوطنة,33
13385,russo,الروسية,14
6126,festão,جارلاند,69
10258,espectadores,مشاهدون,38
14287,final,أخير,7
14489,números,أعداد,7
11983,cidadãos,المواطنين,24
12473,simon.,سيمون,24
6615,infundado,غير صحيحة,67
5327,sofrimento,ضايق,64
10895,milícia,ميليشيا,35
1810,de longa data,منذ فترة طويلة,93
1116,sundial,مزولة,92
3122,espartilho,مشد,72
1335,bilbo.,بيلبو,96
1317,corsário,قرصان,94
293,aha.,آها,100
13180,columbia,كولومبيا,17
12176,fora do comum,أمتياز,27
8403,sikh.,سيخ,47
1973,ahunt.,حاهتة,93
12895,roi.,روى,20
1539,magnon.,ماغنون,95
2233,golfistas,لاعبي الغولف,70
11134,catalisadores,يحفز,35
461,conciliar,التصالح,84
1720,vg.,أوسا,93
6009,bom ano,سنة جيدة,72
6404,ren.,رن,69
3689,deixa pra lá,لا يهم,85
11004,bernard,برنارد,37
5229,cáspio,قزراوة,76
3190,expedições,البعثات,33
13715,smith.,حداد,12
515,pavimento,رصف,91
10834,turismo,السياحة,38
9415,imaginário,وهمي,49
3485,smack.,صفعة,62
4738,machadinha,الأحقاد,79
9105,urso de pelúcia,دمية,51
11354,sudão,السودان,34
11538,sistemático.,منهجي,27
12572,roma,روما,23
6934,baku.,باكو,66
4368,honestidade,أمانة,81
3515,dinger.,الزنجر,86
12966,inexplicável,غير مفسر,19
4068,bazuca,بازوكا,82
1616,ampulheta,الساعة الرملية,94
9092,amante,عاشق,43
1417,roupa íntima,ثياب داخلية,95
121,amido,نشاء,96
11971,caminhão,شاحنة,25
14129,nunca,أبداً,10
7661,ling.,لينغ,61
3097,desaprovação,الرفض,74
5008,miséria,بؤس,77
7904,dente,صدمه خفيفه,57
10936,letônia,لاتفيا,37
9577,em todo o país,في جميع أنحاء البلاد,47
6243,nomenclatura,التسمية,70
5477,mime,ميم,74
10156,ming.,مينغ,41
10903,poker.,لعبة البوكر,38
5100,articulado,مفصلية,64
8245,avanço,اختراق,54
8525,cheshire,شيشاير,55
6813,com fome,جوعان,66
10443,prejudicando,ضعف,38
8241,paleontologia,علم البلانتولوجيا,57
8975,borboleta,فراشة,50
4391,aqueduto,قناة مائية,81
10519,fera,وحش,38
3149,sacristão,قندلفت,88
6313,pauline,بولين,68
12788,fa.,وافر,21
9014,aceso,أشعل,50
667,audível,مسموع,94
7749,naomi.,نعومي,61
8344,statewide,على مستوى الولاية,56
7270,praças,مربعات,15
10202,ação de graças,عيد الشكر,42
7294,dvorak,دفوراك,63
3856,acessórios,مستلزمات,67
916,forca,المشنقة,96
2494,suportar,تصمد,88
12527,crédito,الإئتمان,17
8091,paso.,باسو,58
3343,mitose,الانقسام المتساوي,87
114,cashmiri.,الكشميري,100
12497,corredor,عداء,18
10057,hackney.,هاكني,44
3228,negligência,الإهمال,67
5612,puberdade,سن البلوغ,74
14035,óleo,زيت,16
9731,doador,جهات مانحة,41
11298,incrível,رائعة حقا,32
528,hayne.,هاين,99
5480,gecko.,وزغة,75
1112,instrutores,المدربين,65
8305,nautica.,نوتيكا,57
2772,mila.,ميلا,89
10764,verde.,فيردي,38
9932,heath.,هيث,44
12582,du.,داء,23
5370,volátil,متطايره,68
10622,burton,ببرتون,39
11249,dublin,دبلن,35
8721,espiritual,روحانية,46
5422,bulboso,بصلي الشكل,75
11163,civilização,الحضارة,11
13351,lago,بحيرة,14
112,tron.,ترون,100
1575,divertido,مسليا,15
2073,desinformação,تضليل,92
11061,munição,ذخيرة,37
12994,magnitude,الحجم,18
3609,sumner.,سومنر,85
893,militarmente,عسكريا,97
7495,balboa.,بلبوا,62
11102,ontem,في الامس,36
11892,convenções,الاتفاقيات,13
12742,armado,مسلح,13
11128,distribuído,وزعت,20
2160,falador,المتكلم,89
3170,tirania,استبداد,82
8675,gentle,جنت,54
8300,zebra,الحمار الوحشي,52
5962,restabelecer,reenstate.,42
11544,assento,مقعد,20
11405,romeo.,روميو,33
13420,marinho,البحرية,12
12988,lista de controle,قائمة تدقيق,19
1234,transmite,ينقل,17
14399,branco,أبيض,10
8991,título,العنوان الرئيسي,39
7519,sylvester.,سيلفستر,62
9362,cemitério,مقبرة,49
7907,gregor.,جريجور,60
11625,apolo.,أبولو,31
5224,selim,سرج,71
11967,ie.,بمعنى آخر,28
2533,heroísmo,بطولة,90
4461,chopper.,قاطع متناوب,77
3822,bordado,مطرزة,82
