ID,PORTUGAIS,JAPAN,INTERVAL
4727,tampa,蓋,77
5403,incêndios,山火事,62
6743,playboy.,プレイボーイ,65
6071,monterey.,モントレー,70
10234,explicitamente,明示的に,41
10175,marcador,スコライラー,31
11281,perspectiva,視点,32
6303,joná.,ジョナー,69
12039,criminoso,犯罪的,25
14373,agendado,スケジュール,13
8911,almirante,提督,36
6812,diodo,ダイオード,65
3615,tarântula,タランチュラ,85
924,recurvo,recう,52
504,arquiteturas,アーキテクチャ,15
4794,herschel.,ハーシェル,78
4108,pia.,ピアーリー,82
12268,muçulmano,イスラム教徒,20
9361,iaque,ヤク,48
6264,ótimo.,最適,69
2938,compreender,包括的な,85
508,mutantes.,変異体,54
3367,sopro,パフ,71
13705,andrew.,アンドリュー,12
7634,trombone,トロンボーン,60
10808,cresceu,育った,38
6895,luvas,手袋,43
4813,realocar,遅延する,32
135,quindim,カスタード,100
3636,irrigação,灌漑,83
11436,reed.,リード,32
9236,vergonha,恥,45
14407,esperar,期待する,10
4682,galante,gall gall,78
12550,prolog,プロローグ,23
841,buggy.,バギー,97
10546,cama,ベッド,38
5961,stiver,派遣,71
5322,loiras,ブロンド,61
7867,remunerações,賃金,29
10075,indonésio,インドネシア語,41
3795,airdrop.,エアロップ,74
5645,estranhos,見知らぬ人,52
7404,pulso,手首,59
11611,contrário,逆に,31
8208,besouro,甲虫,54
6573,dresden,ドレスデン,67
5801,carolyn.,キャロリン,72
114,cashmiri.,カシミリ,100
11736,perada,ペリー,30
10209,aposta,ベット,36
5991,etna,エタナ,71
14183,festa,パーティー,9
10901,falso,偽,34
13211,yankees.,ヤンキース,13
9277,gênese,創世記,49
5486,isaías,イザヤ,74
7983,schilling.,シリング,58
12781,sessão,セッション,18
11523,tunísia,チュニジア,32
883,sutilmente,微妙に,97
13972,arquivo,ファイル,6
11174,facilitar,促進する,32
11193,casco,船体,35
10017,johannes.,ヨハネス,43
10102,romântico,ロマンチック,41
6366,nestor.,巣,69
1709,tanino,タンニン,94
11665,pedreiro,石工,29
2868,daler.,デヤー,88
9483,lobos,オオカミ,47
3841,bumerangue,ブーメラン,84
4820,predecessores,前任者,44
10696,muller.,ミュラー,38
10132,instante,インスタント,42
14461,leva,取る,5
6227,fermento,酵母,70
7169,recuperado,リバウンド,26
7637,calças,ズボン,59
10512,trancado,ロック,26
10086,canguru,カンガルー,40
14051,mais tarde,後で,8
12366,exemplos,併せた,10
3710,supra.,上記に,85
8253,kiev,キエフ,56
10937,arenoso,砂の,37
6183,cartel,カルテル,65
1329,gárgula,ガーゴイル,92
13538,conformidade,コンプライアンス,13
4300,canoa,カヌー,71
4768,camaron,カマロン,78
9872,homossexualidade,同性愛,35
11061,munição,弾薬,36
2922,berílio,ベリリウム,88
742,febe,ph ph,98
10509,cantando,歌う,28
10384,retirar o,撤退,26
10,estrela solar,サンスター,100
3364,gritante,gl gl,76
2974,magnólia,マグノリア,85
7892,aliado,味方の,18
4743,refraseça,元語,59
10573,demografia,人口統計学,36
7262,stella.,ステラ,62
6229,heróico,ヒロイック,58
1961,askari,ask ask,93
1876,quilogramas.,キログラム,72
13275,associado,関連する,10
8951,husky.,ハスキー,32
3653,ordenadamente,整然とした,85
3253,psilocina.,プシロシン,88
11956,orifício,穴,23
3845,sala de imprensa,プレスルーム,84
11446,décimo oitavo,第1/18,33
9969,deslocado,変わる,17
11603,virtual,バーチャル,24
232,desafiada,因,73
5851,telugu,テルグー,72
3289,alcorão,クルーン,87
3789,marquee.,大テント,84
7173,bis,ビス,40
10310,mistério,神秘,33
11576,mônaco,モナコ,31
8432,lítio,リチウム,55
8657,alba.,アルバ,53
12248,em algum lugar,どこかに,26
7961,cathy,キャシー,58
335,tarzan.,ターザン,100
5444,quase,疑似,74
11993,inválido,無効,27
7497,voluntário,自発的,62
1858,midas,ミダス,93
13060,resfriado,寒い,18
10834,turismo,観光,38
11728,milão,ミラノ,30
1601,torno,旋盤,94
13226,frente,前方,9
11766,afortunado,幸運な,30
6888,leucemia,白血病,65
2899,desarmado,武装した,57
3496,retroativamente.,遡及的に,75
3326,syndication.,シンジ化,53
5008,miséria,悲惨な,76
5268,vendedor,売り手,58
11819,relegado,解釈した,24
2631,nariz de garrafa,ボトルノース,90
14457,desenvolver,開発する,10
9640,tamisa.,テムズ,46
2443,atribui,割り当て,12
7624,decreto,命,51
12391,morgan,モーガン,25
9911,inelegível,不適格,44
11492,típica,典型的,23
4933,grade,グリル,61
7779,flatulência,鼓腸,59
3332,flatworm.,フラットワーム,87
2407,germinação,発芽,89
6317,fotossíntese,光合成,69
8420,magnum,マグナム,54
6289,brilho,輝度,34
1267,acumular,蓄積する,44
6103,treliça,トラス,70
8064,faculdade,学部,56
5942,tyrone.,ティロン,71
10318,massa.,マッサリー,41
13358,inverno,冬,14
687,físicos,物理学者,56
10824,navalha,かみそり,38
2172,coelhos,ウサギ,34
9923,rubi,ルビー,43
8018,knoxville,ノックスビル,58
7565,benin,ベナン,61
3177,tosse,咳,80
13085,controvérsia,論争,8
744,upstate.,夕方の,98
3737,mexilhão,ムール貝,81
11184,jo.,ジョーリー,35
998,obsidiana,黒曜石,97
12467,mínimo,最小,24
13652,oriental,東部,12
3985,gein.,ジイン,83
5556,crocante,ぱりっとした,69
3642,bandicoot.,バンディック,85
6813,com fome,お腹がすいた,65
11680,salem.,セーラム,31
9059,escolhendo,選ぶ,7
3297,descartado,捨てられた,69
8468,sem resposta,未回答,54
2539,mesozóico,中生代,90
9344,grama,芝生,47
3076,lúcido,ルシッド,86
9457,tens,テンズ,10
7639,colateral,担保,60
3041,quadrante,四分円,77
9015,patim,スケート,20
822,intransponível,絶滅不可,98
9692,décimo quinto,150年代,46
10687,revolta,蜂起,37
9860,louise.,ルイーズ,44
3494,lore.,伝承,78
8958,sunder.,夕方,51
13283,sydney.,シドニー,15
10777,impressionante,驚くばかり,38
2668,regulatória,規制当たり前,90
13115,egito,エジプト,17
8232,serena.,セレナ,56
10954,delineado,概説,30
8741,remix.,リミックス,41
8823,hist.,栄えの,52
9772,bullpen.,ブルペン,44
10243,belfast.,ベルファスト,41
14098,esquerda,左,8
5354,pearce.,pear pear,75
11689,automóvel,自動車,29
233,koto.,琴,99
5346,chromium.,クロム,75
3770,homem pássaro,鳥類,84
6012,tíbia,脛骨,71
9565,betty.,bet,47
12735,inteiramente,全体的に,8
13017,noroeste,北西,18
3282,polimerase.,ポリメラーゼ,87
3597,primate,霊長類,76
11014,suponha que,仮定する,19
14360,janeiro,1月,5
14307,alemão,ドイツ人,10
10569,munique,ミュンヘン,39
3787,whitehead,ホワイトヘッド,84
7519,sylvester.,シルベスター,61
13536,kansas.,カンザス,13
4546,aladim,アラジン,80
8781,baas.,バーズ,44
3998,misty.,霧元,83
8693,queimado,焼けた,53
2598,obra-prima,傑作,82
10707,canyon.,峡谷,38
1830,thylacine,チラシン,93
6882,catapora,水疱瘡,65
9801,toi.,to,45
1222,toastmaster.,トーストマスター,94
12415,alvorecer,夜明け,24
12752,último,後者,21
126,janus.,ヤヌス,100
8642,stafford,スタッフォード,53
13792,de,の,5
2569,jurados,陪審員,74
10006,asno,ロバ,43
11837,frango,チキン,28
3871,horrivelmente,恐ろしく,48
2476,landau.,ランダウ,90
2339,cyborg.,サイボーグ,88
3594,sobreposição,重複,55
1254,desavergonhado,恥知らずの,96
11150,ocultar,隠れる,26
2981,torrente,急行する,85
5516,amendoim,ピーナッツ,39
3303,prescrição,処方,81
2556,diatomácea,珪藻,87
8867,chileno,千里,51
13281,primário,主要な,15
10746,substratos,基板,34
1766,livro de receitas,クックブック,88
598,hierárquico,階層的,91
11080,fantasma,ファントム,32
11852,chupar,吸う,22
3785,midratário,ミッドシップメン,84
5340,panfleto,パンフレット,64
11505,inscrição,申し込み,20
7025,depleção,枯渇,48
8765,hades,ハデス,50
1061,em que não,whatoto.,96
2344,maharaj,マハラ,91
867,desinaturar,dis然,96
3786,retangular,矩形,84
4283,escorpiões,スコーピオン,45
5044,retrocesso,groupthink,77
116,kapa.,カパ,100
7543,hm.,香ばしい,61
6192,apagando,消去,29
2305,carboxilase.,カルボキシラーゼ,91
354,stratojet.,ストラートジェット,100
5639,mole,フロッピー,73
8621,flutuando,フローティング,43
5066,leyland.,ティランド,77
3269,empilhado,pil pil,48
11723,baleia,鯨,26
11957,bronze,ブロンズ,28
11372,versa.,逆,33
1736,brahma.,梵天,93
13359,citado,挙げた,7
4031,biscoitos,クッキー,23
11510,ernest.,エースースト,32
4100,whitehall.,ホワイトホール,83
8127,cantores,歌手,19
9839,noivando,魅力的,14
4366,parton.,パートン,81
1173,nitroglicerina,ニトログリセリン,79
14490,virado,回った,9
2462,retórico,修辞的な,58
5799,conservadorismo.,保守主義,72
6589,overtook.,over over,67
12733,correndo.,急いで,12
1716,rougeau,ルージー,94
5651,osmose,浸透,73
12820,mérito,メリット,19
11536,provocante,挑発的,30
12461,uniforme,ユニフォーム,20
2810,candidatura,candid candid,88
1184,roer.,散らす,96
13434,trouxeram,持ってきた,14
13627,apropriado,ちゃんとした,12
13958,meses,数ヶ月,10
5137,illuminati.,イルミナティ,76
4266,primus.,prim prim,81
8865,berkshire,バークシャー,52
5248,sojourner,ソイワーナー,73
7005,acústico,音響,59
4917,subida,as,78
10095,redução,割引,40
13622,curso,コース,12
7578,amelia.,アメリア,61
7379,setores,セクター,31
13969,ao controle,コントロール,11
7681,heráldica,her her,60
6189,nos dias de hoje,近頃,70
8629,toupeira,モル,52
8573,hubble,ハブブル,54
2332,trilhão,千万,89
10437,pacífico,平和的,14
9178,navegou,航海,29
12242,conceito,概念,23
9708,descida,降下,45
4978,tungstênio,タングステン,77
2276,coxa,大腿,88
9896,lema,モットー,41
3828,bouncy,弾む,84
8032,bates.,バーツ,56
6889,romero.,ロマロ,65
1894,traseiro,冒された,77
13725,regular,通常,12
5025,catalão,カタロニャー,77
10187,empregado,職員,26
4846,farmacêutico,医薬品,67
11123,trilha sonora,サウンドトラック,34
3310,sumariamente,summ,87
4641,economistas.,エコノミスト,54
3089,casper.,カシューター,88
6531,rezar,祈る,54
2073,desinformação,ish.nets.,92
9735,ole.,オレに,45
12883,centenas,百,15
2110,patten,パッテン,88
2116,sho.,翔,92
2412,escuna,スクーナー,60
3426,towson.,タウソン,86
5749,castela,カスティーリャー,73
2431,heelers.,ヒーラーズ,91
13933,mesmo,同じ,8
1568,yippie.,イピーピー,88
9633,seio,胸,41
6135,coquetel,カクテル,64
213,proletariado,プロレタリアート,100
12697,tarefa,タスク,15
11931,idades,ag.,12
11192,moonraker.,ムーンレーカー,35
1390,paraguaio,パラグアヤン,90
165,agir sobre,に従う,100
12715,pés,フィート,21
6481,buffy.,バフィー,68
7611,desencadeado.,unl unl,57
4094,wiener.,ウィーナー,80
8736,transmitido,送信されたもの,43
9573,lula,イカ,38
10766,concreto,コンクリート,38
8545,sincronizar,同期する,53
8068,tribal,部族の,57
3199,celeste,セレステ,88
14084,mover,動く,8
7944,poeirento,ほこりの多い,58
9196,sioux.,スー,49
3926,quarentena,検疫,77
12791,larry.,ラリーリー,21
3864,vovô,おじいちゃん,83
8554,aguardente,ウォーターゲート,54
7840,monóxido,一酸化,59
14087,total,合計,7
7215,tiranossauro,ティラノサウルス,63
4273,bikini,ビキニ,80
12070,solução,解決,23
13285,sétimo,第七に,15
10763,madonna.,マドンナ,38
5477,mime,マイム,73
9895,howe.,ハウで,44
975,incitar,incう,62
10908,arvoredo,茂み,36
7577,scotch.,スコッチ,61
967,hispânicos,ヒスパニック州,57
90,enfisema,肺気腫,100
11000,boca,口,34
13306,sox.,ソックス,15
160,imundo,不潔,100
1889,cascading.,カスケード,62
1557,beamer.,ビーム機,95
6466,forno,オーブン,62
10527,prontamente,早急に,39
872,pilatos,ピラート,97
9935,mútuo,共通の,39
7941,minucioso,徹底した,57
734,insatisfatório,不満足,98
9471,terreno,地形,47
4166,jousting.,ジュースリング,81
11622,pintura,ペインティング,20
12940,o qual,誰にとって,19
7219,lanes,レーン,26
2203,consorte,コンソート,88
6160,tração,牽引者,70
2100,apa.,アパピー,92
4164,salada de repolho,コールスロー,82
2525,ligamento,靱帯,78
6054,peck.,ペック,69
7047,latino,ラテンニー,61
12155,torneiro,ターナー,27
13427,disputa,紛争,9
14310,algo,何か,7
7794,bêbado,酔っ払い,59
13169,difamatório,夢幻,16
8078,feudo,fe,52
5461,perfurado,パンチされた,37
14476,unidades,ドライブ,10
13935,número,番号,7
13351,lago,湖,14
1761,ginny.,ジニー,93
8205,indução,誘導,44
10364,insulto,侮辱,22
7266,roanoke.,ロアノーク,62
9908,trincheira,溝,39
6897,conjunto,アンサンブル,61
13286,ele mesmo,彼自身,15
2365,horologium,星郎,91
5707,psicopata,サイコ,72
1385,tricloroetano,トリクロロエタン,96
4693,cartunista,漫画家,67
11340,reagan.,レギャン,34
667,audível,可聴,94
10586,sempre que,いつでも,39
11435,obrigações,義務,18
5406,digerir,ダイジェスト,51
6600,fraternidade,友愛,50
11924,sexualmente,性的に,17
11647,véspera,イブ,31
3073,transaminase.,トランスアミナーゼ,88
11941,wade.,ぐらつく,28
6234,gunmen.,砲手,70
10724,mc.,マクリー,38
6323,rebarba,バッロ,69
2161,droga,ドープ,53
3534,youngstown.,ヤングスタウン,86
2785,novo mercado,ニューマーケット,89
11205,mangá,マンガ,35
7041,gump.,ぐぼたく,64
13411,ponte,橋,13
4355,logicamente,論理的に,25
14296,terminou,終了しました,7
7522,sírius,シリウス,61
6151,protetor,保護,9
3140,cerâmica.,セラミック,79
11789,atriz,女優,29
14096,imposto,税,24
10647,bacquet.,バクレ,38
619,rastreador,トラッカー,90
2693,intertropical.,互換的です,90
10052,borracha,ゴム,42
13068,honduras,ホンジュラス,18
7081,mais simples,よりシンプルな,64
539,antipolo.,アンティポロ,99
941,quantitativo,定量的,93
9669,diablo.,ディアブロ,46
10244,giro,ジロ,41
10655,campanhas,キャンペーン,13
10958,remanescentes,残骸,30
13125,obra de arte,芸術作品,17
4068,bazuca,バズーカ,82
4079,ogro,鬼,81
2993,tiffin.,ティフィン,88
7612,grover,叢,61
14297,líderes,リーダー,12
12158,diabo,悪魔,18
857,metadona,メタドン,97
12241,pablo.,パブロ,26
10000,om.,オムの,43
7835,incomodado,いらいらした,30
13342,hesitar,躊躇,14
13803,ser,なれ,5
7998,butch.,but,58
10263,nocaute,ノックアウト,41
3718,crime,重罪,80
3204,remodelado,再生された,76
12564,teatro,シアター,22
5705,narrador,ナレーター,52
12570,lakers.,レイカーズ,22
6958,intangível,無形,64
8037,sagacidade,機転,23
11529,walt.,ウォルト,32
7301,blitz.,ブリッツ,57
9618,azevinho,ホリーリー,45
1513,impróprio,ぴんぴん,89
11200,caos,混沌,33
10299,sintaxe,構文,41
1631,vulva,ヴルバ,94
4262,virilha,鼠径部,81
6410,discurso,談見する,68
2383,obi.,帯,91
12813,ac.,交流,20
12926,rico,リッチ,19
2120,chitty.,千歳,92
10855,suave,スムーズ,36
13159,crise,危機,17
3377,beastie.,ビースティ,85
12924,jay.,ジェイリー,16
9847,versículo,句,38
7993,libertado,解放された,58
12013,walkie.,walk walk,28
7991,transistor,トランジスタ,55
10107,tribos.,部族,30
290,esquemático,概略,96
10440,transmissão,トランスミッション,38
3890,sena,瀬奈,84
218,nitrofenol.,ニトロフェノール,100
7486,abençoar,祝い,44
13074,laboratório,ラボ,17
3875,anomalia,異常,70
3286,nervos,神経,50
4692,torradeira,トースター,76
5643,carboxy.,カルボキシ,73
1762,intermitente,間欠,83
5478,southbound.,南行き,74
11932,comumente,一般的に,28
1306,comte.,com,96
14488,democrático,民主的,14
3634,colleen,コリーン,85
5497,glândula,腺,68
935,hardwood,広葉樹,96
680,arqueólogo,考古学者,88
2193,maxima,マキシマ,91
11633,ce.,ec,31
4944,sionistas.,シオニスト,41
9131,arquimedes,アルキメデス,50
1335,bilbo.,ビルボー,96
6856,dataline.,日データライン,65
5131,folic.,葉の,76
12040,sugestão,提案,9
5489,atacar,急上昇,65
830,curral,corr,95
2837,apostólico,使いやすい,88
1624,bronquite,気管支炎,94
2769,addis.,add add,89
12493,planejado,予定されている,11
4463,textual,テキスト,78
4547,melton.,メルトン,80
13867,se,もし,5
1330,frismo,フレンズ,96
4972,dislexia,失正,77
7477,parkway.,パークウェイ,62
5521,culpa,罪科,74
13009,arena,アリーナ,17
7844,piper.,パイパー,56
7296,balcãs,バルカン,52
210,maronite,マロナイト,100
13549,formato,フォーマット,10
4713,chipper.,チッパー,79
14385,ativos,資産,38
835,wali.,wal wal,98
4267,storey.,階層に,71
3399,desmantelado,解体された,69
11506,diâmetro,直径,32
5098,diplomata,外交官,33
13407,passado,合格しました,8
13167,gogo,ゴーゴー,16
1583,fenilalanina,フェニルアラニン,94
505,brotou,スプリングする,99
2585,barra lateral,サイドバー,90
8981,ludwig.,ルートヴィヒ,51
219,boozer,ブーザー,100
10502,mos,モス,21
4487,lockyer.,ロッキー,80
12446,conduzido,実施,16
8274,morto-vivo,und und,56
6565,risonho,スマイリー,67
4488,cooley.,co co,80
8184,kero.,ケロ,57
7689,iroquois.,イロコイ,60
4567,violoncelo,チェロ,79
4612,bananas,バナナ,38
3226,lilly.,ゆがみ,88
9822,urano,天王星,44
6185,astrodome,アストロドーム,70
8093,saias,スカート,46
8171,bactérias,細菌,57
13995,grande,大きい,7
11638,murphy.,マーフィー,31
13989,programas,プログラム,11
2684,ultramarina,ウルトラマリン,90
5205,medley.,メドレー,72
8890,maximus.,マキシムス,51
2322,pix.,ピックス,91
11562,menor.,最低,32
10611,diesel,ディーゼル,38
9626,prostituição,売春,42
11765,ralph.,ラルフ,30
8310,mesopotâmia,メソポタミア,56
7101,transmissor,送信機,58
13215,episódio,エピソード,12
2104,sinfônico,シンフォニック,92
11664,ciro,シロス,31
11729,entregue,納入されました,24
13046,simpson.,シンプソン,18
12389,viés,バイアス,25
12517,despedido,焚き付けされた,9
5030,tra.,トラナ,77
7194,presbiteriano,pres代,61
1907,comunicado,コミュニケ,92
9215,pooh.,po,49
2948,aldeído,アルデヒド,83
14430,ligação,つなぐ,19
2390,sportscoster.,スポーツキャスター,86
6499,attila,ティラ,68
3667,sanção,制裁,14
4231,enfield,エンフィールド,81
1018,tesseract.,テッセサクト,97
7040,audiências.,視聴者,28
9755,karen.,カレン,45
1778,sheng.,盛ん,93
2017,doodle,いたずら書き,90
2623,comitiva,entourage.,90
2731,thunderball,サンダーボール,89
6729,singular,特異な,61
1771,estegossauro,ステゴサウルス,93
4559,caker.,コッカー,80
6386,harpa,ハープ,66
3187,continuum.,継続的に,88
7394,lagosta,ロブスター,62
7200,ayudante.,aant,63
6612,trator,トラクター,62
4396,porcelana,ware,68
14414,não pode,できません,10
6193,havent.,hav,70
5331,impasse,デッドロック,67
13785,zelândia,シーランド,11
2282,cambaleando,千鳥,76
4809,smokey,スモーキー,78
3859,sobrevive,生き残る,22
7896,estilhaçado,粉々に,52
13964,quatro,四,6
1118,oceanografia,海洋学,96
7692,erva daninha,雑草,56
7943,língua,舌,55
7264,waffle,ワッフル,59
8347,orwellian,オルウェリ,55
13583,itália,イタリア,12
10171,lugar algum,今どこにもいない,42
7452,leitoso,乳母車,62
10033,gorila,ゴリラ,43
4858,no alto de,アロフト,78
12032,cornix.,corn corn,27
5988,podre,腐った,71
7755,eureka,ユーレカ,60
13815,ou,または,5
1378,beluga.,シロイルカ,96
8183,tasmanian.,タスマニア語,57
112,tron.,トロン,100
10791,quatorze,four four,38
9937,cavalheiros,紳士,43
3321,anticiclone,アンチシクロン,80
9814,fang.,牙,44
13401,10º,10th,14
3431,hawkeye.,ハーキー,86
6167,brigue,ブリッグ,69
10504,celebração,お祝い,19
6153,credenciais,資格情報,67
11781,divisional.,分割,30
7283,carambola,car,62
10193,entidade,実在物,37
3698,para baixo,下向きに,44
458,meação,シェアコップピング,100
5004,divide,分割されて,18
12487,justiça,正義,23
12562,finlândia,フィンランド,23
7302,golpear,スラッシュ,46
8123,machado,斧,50
1880,leighton.,le le,93
12436,alívio,安心,24
3037,sunfish,サンフィッシュ,88
8819,escavação,掘る,43
14028,longo,長さ,8
12482,democracia,民主主義,23
4386,iluminado,照らされた,59
7661,ling.,l.,60
4449,litros,リターズ,47
6505,cíclico,巡回,66
5952,wainwright,無駄になる,71
3339,hostel,ホステル,82
12188,cume,海嶺,26
11519,instantâneo,閃光,29
11892,convenções,表記法,12
10172,papagaio,オウム,41
4436,galão,ガロン,62
1965,suater,ant,91
6786,lords.,主,14
10381,cartucho,カートリッジ,36
4102,queda de neve,降雪,83
12976,anderson.,アンダーソン,19
12412,connecticut,コネチカット,24
7889,comporte-se,振る舞う,40
3972,trimestral,四半期に,83
8165,cereal,穀物,54
1963,topográfico,トポグラフィック,90
4629,estrada.,エストラダ,79
5281,minuteman.,マイチュンマン,75
13679,índia,インド,12
13032,exatamente,まさに,18
8575,ditadura,独裁,50
5676,termodinâmica,熱力学,69
7821,cabala,カバール,58
9362,cemitério,お墓,48
4731,bibliotecário,ライブラリアン,73
2746,deportação,国外追放,62
2650,crypto.,暗号,90
2353,descontentamento,displ displ,91
5234,vodka,ウォッカ,75
10013,temperamental,ムーディーズ,43
2577,flossie.,フロッシー,88
12628,elizabeth.,エリザベス,22
2544,desigual,不均等,90
9691,herman,エルマン,46
8108,contextual,コンテキスト,55
2850,congestionamento,渋滞,83
6613,sable.,セーブル,66
13548,pensilvânia.,ペンシルバニア,13
6377,tryptamine.,トリプタミン,68
14371,significativo,重要な,10
9491,belgrado,bel bel,47
13424,tropas,軍,12
10079,agrícola,農業,28
6643,desaparecer,消える,34
8618,augusta.,オーガスタ,53
12794,ted.,テッド,20
8358,mia.,ミア,55
3027,topázio,トパーズ,88
5509,excêntrico,偏見の,49
5716,neto,孫,70
5663,terminus,末尾,73
8615,mullen.,ムリン,53
9797,jude,ジュード,45
2533,heroísmo,ヒロイズム,90
3381,miniaturas,ミニチュア,60
10852,a infraestrutura,インフラストラクチャー,37
1929,bile.,胆汁,93
2231,brownie,ブラウニー,88
4348,bason.,盆地,81
4993,carruagem,シャリオット,69
11762,capuz,フード,28
13765,geórgia,ジョージア,11
9516,madeline.,マデリン,47
8858,gongo,ゴング,51
8875,esfinge,スフィンクス,51
8593,olivia.,オリビア,54
5224,selim,サドル,70
6418,carbonaceous.,炭素質,68
14179,ganhos,収益,13
9614,wat.,ワット,45
1115,joie.,ジョイリー,96
9058,zinco,亜鉛,50
10196,cornerback,コネコンバック,42
3893,eucariote.,真核生物,84
8062,parâmetros.,パラメーター,43
13296,nebraska.,ネブラスカ,15
1494,confundir,間違った,95
14102,oficial,正式,9
8308,nazis.,ナツィス,24
12034,talkie.,トーキー,27
12936,porta,港,18
12544,carta,手紙,17
473,gimmick.,ギミック,96
564,sequitur,sequ sequ,99
11512,hardy.,丈夫,31
5496,nye.,陰陽,74
6384,arbitrariamente,任意に,68
12297,bio,バイオ,24
11243,filtro,フィルター,31
10270,tonelada,トン,30
12244,afixo,接辞,26
13999,linha,ライン,8
3846,licenciante,ライセンサー,84
4085,whiz.,ささやかな,83
12836,alan.,アラン,20
7298,cênica,景観,62
10758,buckeyes,バックアイズ,35
8994,ganso,ガチョウ,51
6879,mauritânia,モーリタニア,65
4564,costelas.,リブ,62
3764,fennec.,フェンネコ,84
10776,imagine,想像,30
12045,locomotiva,機関車,18
4920,etileno,エチレン,78
1206,sarna,疥癬,96
12454,jonathan.,ジョナサン,24
9408,no mar,沖,48
7511,promotor,検察官,49
6549,oca.,オカの,67
9449,dom.,ドムピー,47
11710,clássico,古典的な,17
13667,nada,なし,12
492,prisão de ventre,便秘,96
11240,mills.,ミルズ,25
2027,prejudica,損なわれる,50
1614,motel,モーテル,88
12946,selecionando,選択する,11
8929,nazismo,ナチズム,51
12374,elétrico,電気の,17
12036,cooperação,協力,12
10987,iniciantes,スタート,23
7028,cheyenne.,シャイエン,63
11063,cola,コーラ,36
12277,jaga.,ジャガー,26
11541,singh.,sing sing,32
4822,vereador,アーダン,78
3147,culver,カルバー,88
5972,afundar,シンク,50
8800,locutor de rádio,放送局,13
192,ako.,あこ,100
1667,imperialista,帝国主義者,80
11625,apolo.,アポロ,31
11887,vírus,ウイルス,29
4244,ambiente de trabalho,職場,81
11634,bardo,吟遊詩人,31
1629,duplex.,二重,92
11715,passagem,通路,28
10789,ferramentas,ツール,19
78,mendigos,乞食,87
7377,metanfetamina,メタンフェタミン,62
8139,skid.,滑り止め,54
4600,odômetro,オドメーター,79
337,ratatouille,ラタトゥイユ,100
6216,beatrice,beat beat,70
11463,arsenal.,兵器,30
13475,persa,ペルシャ語,13
5568,meridiem.,メリディエム,74
11489,parecido,似た,32
1359,dália,ダリアリー,96
5967,argônio,アルゴン,71
13205,tennessee.,テネシー,16
7206,estímilos,準々決勝,63
10235,quilômetros,キロメートル,38
3984,acrópole,アクロポリス,83
5251,lrev,lr.,75
13745,borda,ボード,11
7437,eslovaco,スロバック,59
10368,taco.,タコス,40
225,backstretch,バックストレッチ,100
5837,cápsula,カプセル,60
2471,interlanguage,inter inter,90
9447,dei.,de,47
4212,bing.,焼き,57
3507,pyongyang.,平壌,86
7388,cidade natal,出身地,62
9850,hércules,ヘラクレス,44
11039,colônia,コロニー,21
13978,dia,日,6
7473,placar,スコアボード,61
575,à beira-mar,シーサイド,99
1773,mindinho,ピンキー,88
3446,bora,ボラ,81
10762,alinhar,並ぶ,37
12514,liverpool,リバプール,23
2751,peitoril,寝る,88
4259,cowman,牛肉,81
5029,esporão,拍車,33
11672,hidrogênio,水素,30
9518,charleston,チャールストン,47
1679,uphill.,上り坂,94
10348,mesquinho,pet,40
11528,phi.,潮,32
5490,avestruz,オストリッチ,73
1663,infortúnio,不幸,90
13604,esportes,スポーツ,10
9580,acima mencionado,前述の,47
9812,suzuki.,鈴木,45
1467,estratosfera,成層圏,92
3635,desclassificado,分解された,85
6428,tratamento,治療,20
9592,militante,mil mil,29
3119,soquete,ソケット,76
10972,reforço,強化,18
3537,greta,グレタ,86
10019,cabot.,カボット,43
12401,valioso,貴重,24
5916,vão,うぬぼれが強い,71
2122,lanceta,ランセット,92
13002,franquia,フランチャイズ,17
13695,antigo,前者,12
14071,certo,右,7
4589,invertido,逆転した,67
13408,eventualmente,最終的,13
789,haggis.,ハギス,98
12675,separado,apart apart,20
11251,anão,矮星,32
2414,escova de dente,歯ブラシ,91
5779,ultrapassar,追い越して,51
12808,harrison,ハリソン,20
10361,windsor.,ウィンザー,40
3201,hine,漢,88
14283,potencial,潜在的,11
1808,invadido,オーバーライン,93
6387,secular,世俗的に,60
1318,piquetes,ピケット,54
1044,pouco saudável,不健康,96
8260,jipe,ジープ,53
13672,inteira,全体,12
13092,pena,ペナルティ,14
10920,adulto,大人,33
13288,hong,香港,15
487,exagero,過言,60
7806,alfonso.,アルフォンソ,59
4710,fauna,動物様,79
8058,granada,グレナダ,58
8315,hindi,ヒンディーニー,56
1505,basset.,バセット,95
10795,comissário,コミッショナー,36
11223,somália,ソマリア,35
7696,luto,喪服,54
1432,nav.,ナビ,95
168,schmitz.,シュミッツ,100
11087,censurado,検閲,25
6516,hidrelétrico,水力発電,68
4879,mercenário,傭兵,59
6114,símbolo,トークン,64
11110,cópia de segurança,バックアップ,35
12621,nativo,ネイティブ,21
11071,explosivo,爆発物,17
11600,regulamentos,規則,23
13744,depressão,うつ,11
7788,eu tenho,アイブ,59
9163,presley.,プレスリー,49
2315,sacada,バルコニー,83
2088,debussy.,デムッシー,92
9740,derramar,注ぐ,38
691,bandwagon.,バンドワゴン,97
9035,prússia,プラシア,51
4198,fosfatase.,ホスファターゼ,81
1137,polaris.,ポラリス,96
8795,rim,肝臓,50
4937,tempestade,嵐,75
3573,bochecha,頬,74
6540,secretamente,密接に,67
