ID,PORTUGAIS,KOREAN,INTERVAL
1619,sótão,애틱,93
4672,manuscritos,원고,60
10202,ação de graças,추수 감사절,41
6073,bétula,자작 나무,70
13763,fortemente,강하게,11
2107,fogo cruzado,십자 포화,92
10482,mccoy.,맥코이,39
13409,dez.,12 월,14
796,fro,이리저리,98
10106,de jeito nenhum,도대체 무엇이,42
1038,duvidoso,수상한,97
13142,sombrio,어두운,15
3485,smack.,헤로인,62
7838,hábito,습관,45
10418,máfia,마피아,40
12230,quadril,잘 알고 있기,25
8920,gripe,인플루엔자,51
5022,anexo,에워싸는,71
12021,palmer.,성지 순례자,27
11983,cidadãos,시민들,24
3827,hino,찬송가,76
13118,un,유엔,17
3038,tomilho,백리향,88
11128,distribuído,분포,19
10934,beatles.,비틀즈,37
4641,economistas.,이코노미스트,54
5255,módulo,기준 치수,46
2297,daud,대결,91
185,lilium,릴리엄,100
2694,bule,찻 주전자,90
11550,reprodução,생식,27
3509,micah.,미가,86
12475,míssil,미사일,20
2057,pináculo,첨탑,87
13691,imenso,거대한,12
7172,soprar,분출,62
3135,cirúrgico,수술의,85
1556,frenchmen.,프랑스 인민,95
1795,hereditário,유전,93
6521,australasian,호주의,68
14333,vendendo,판매,21
5804,local de nascimento.,출생지,72
9613,nj.,뉴저지,46
4293,zoologia,동물학,76
6289,brilho,명도,34
10146,embaixador,대사,39
14015,correr,달리다,7
10301,carnaval,사육제,40
5195,trêmula,흔들리는,76
11700,mickey.,마이크키,30
12104,arábia,아라비아의,27
1666,oboé,오보에,93
467,investigar,조회,69
13087,metal,금속,17
5358,perseguidor,스토커,70
5808,bleu.,파멸,72
96,polinésio,폴리네시아 인,99
6730,taxonomia,분류학,65
9562,salário,샐러리,42
4256,horst.,호르스트,82
8298,advento,출현,56
13403,o negócio,사업,13
3880,amal,아말산,83
6007,longshore,롱 쇼어,71
3055,não interferir,핸드 오프,88
7671,ecologia,생태학,50
1438,pentecostes,오순절,66
7450,detenção,구류,61
5819,preservando,보존,28
3325,bebop.,벳집,87
5429,dionísio,dionysus.,75
2101,lagrangian.,라그랑 강,92
9530,genebra,제네바,47
3691,scouter.,스카우터,85
17,fanáticos,광신자,63
13739,super,감독자,12
9998,madden,미치게 하다,43
222,luzes de inundação,투광 조명,97
4010,oblast,오브러스,82
11152,voleibol,배구,35
13270,social,사회의,14
12072,ja.,자작,27
302,gundy.,예리아,100
10861,cox.,콕스,37
1528,bexiga,방광,95
8088,prometido,맹세하다,42
9098,cupê.,쿠페,18
11776,ronald.,로널드,30
9533,intercontinental,대륙간,47
14011,fornecer,제공하다,6
12040,sugestão,제안,9
6258,lealdade,충의,67
10066,gancho,훅,29
4711,insônia,불명 증,79
14490,virado,돌린,9
7203,rosario,로마 리오,63
12,normalmente,통상적으로,100
3446,bora,건조한 찬 바람,81
6790,ervilhas,완두콩,44
60,payload.,유효 탑재량,97
4732,sensibilidade,감광도,38
10789,ferramentas,도구,19
227,cosmetologia,미용술,100
12213,ladrões,스틸러스,26
8850,inclinado,기울어 진,40
9436,copenhague,코펜하겐,48
12705,ninguém,아무도,21
8633,morsa,바다 코끼리,54
9565,betty.,베티,47
13765,geórgia,그루지야,11
9153,negação,부정,49
3648,nettles.,쐐기풀,80
1219,hakim.,현인,97
14353,descrito,설명,9
10422,mentindo,거짓말하는,20
7349,alocação,배당,26
11527,pedágio,통행료,31
8494,ponteiros,포인터,41
12161,risco,위험,24
7265,falência,파산,62
8031,cutler.,칼 장수,58
9876,baterias,배터리,20
8089,lars.,라들,45
12364,murray.,머레이,25
1708,cobiçado,탐낼,91
8357,décimo sexto,열 여섯 번째,56
10427,estábulo,안정적인,38
8922,jeová,여호와,51
9136,paradoxo,역설,46
7189,marina,마리나,62
3870,incômodo.,폐가 되는 행위,83
8210,graf.,그레이프에서,57
13232,dodo,도도,16
7551,crueldade,잔학,61
13523,verão,여름,13
768,cádmio,카드뮴,98
2750,batten,잔뜩 먹다,88
6021,não disposto,마음 내키지 않는,71
4369,incivilidade,무례,66
4199,minúscula,소문자,82
12379,peso,무게,23
2525,ligamento,인대,79
9460,fidel,피델,42
11338,dirigido,중심의,33
2391,iman.,이산,91
2924,mcg.,맥기,88
5933,facial,얼굴 마사지,71
2911,inductees.,인덕터,85
11566,bombers,폭격기,23
5434,açude,둑,75
6075,cruel,잔혹한,70
312,gympie.,체육관,100
13346,sozinho,홀로,15
12500,o maior,가장 큰 것,23
13201,emprestado,빌린,16
1869,nist.,니스트,93
3069,fundamentos,펀더멘탈,32
3384,incompatível,호환되지 않음,80
3661,parkinson.,파킨슨슨,85
14081,notícias,소식,11
11590,poesia,시,31
10555,prussiano,프러시아 사람,38
8613,hearsay.,풍문,54
10761,bicho de estimação,애완 동물,34
13222,houston.,휴스턴,16
7319,franja,주변,60
45,escritura,경전,80
7225,teta.,쎄타,62
10419,nota de rodapé,각주,30
3555,muscat.,무스카트 포도,86
9225,exibe.,디스플레이,13
13936,nosso,우리의,5
11926,bíblia,성경,28
7324,surgir,생기다,47
12143,pássaro,새,24
7139,agostinho,아우구스틴,59
10563,entupimento,막힘,37
12874,luta livre,레슬링,19
7651,roc.,큰 괴조,60
4342,autópsia,검시,79
5937,desfiladeiro,협곡,53
12573,mais fácil,쉽게,23
12190,brandon.,브랜든,26
2460,barraca,오두막집,88
5441,teague.,찻권,75
7850,atrocidades,취사,54
5324,nana,나나,74
2469,capitalizado,자본화 된 것,68
1839,endurecido,굳어진,88
10020,caxemira.,카슈미르,43
9980,reconstrução,재건,38
9354,árbitro,판정자,30
12844,maryland,메릴랜드,20
13798,é,~이다,5
8300,zebra,얼룩말,52
6634,sem ganho,쓸데없는 것,67
10480,características,형질,34
7046,país das maravilhas,이상한 나라,64
10794,santiago,산티아고,38
12665,retirou,그어진,22
10845,tucker.,음식물,37
10803,gosto,맛이 나다,34
5311,hovercraft.,호버크라프트,75
11282,aproximadamente,대충,34
13186,estrangeiro,외국의,16
8146,em andamento,진행중인,57
12752,último,후자,21
14514,escrito,쓴,9
1116,sundial,해시계,92
2052,fractal.,프랙탈,87
12777,partir,부위,21
12377,campbell,캠벨,25
12890,rótulo,상표,14
5265,cher.,쉐어,75
7010,vox.,소리,64
6811,chopin.,핑크,65
13143,disputado,싸웠다,17
5371,masjid.,성교,75
2557,hecht.,헤이츠,90
6054,peck.,펙,69
8897,arbitrário,임의의,51
8316,congeladas,겨울 왕국,56
13010,apanhado,잡았다,18
8772,luteran,루터 신봉자,49
3627,magenta,마젠타,85
10149,budapeste,부다페스트,42
1137,polaris.,파라리스,97
12169,ma.,엄마,25
12866,ca.,캘리포니아 주,20
10434,underdown.,지저분한,40
6401,curdistão,쿠르드 스탄,68
9422,joanesburgo,요하네스 버그,48
1368,hotentote,미개인,96
3233,nucleico,핵심,87
7060,pipeline.,관로,61
11032,estritamente,엄밀하게,36
11593,cristandade,기독교,12
8981,ludwig.,루더비그,51
3670,nicho,벽감,82
5875,probabilidade,있을 수 있는 일,71
613,escrutinizado,조사하다,94
4175,spence.,봉사자,82
8534,plumbago,흑연,54
8217,icitas,ichnites.,57
3346,pauzinhos,젓가락,87
7389,proporcionar,형편이되다,51
11096,memphis.,멤피스,35
13539,bastante,상당히,12
10646,entrada,입구,37
8556,judiciário,사법부,54
5990,espresso,에스프레소,71
154,nexo,연결점,100
13430,rosa,장미,13
13983,ajuda,돕다,6
7769,juramento,맹세,56
6290,desleixado,묽고 싱거운,68
9449,dom.,돔형,47
12219,áudio.,오디오,26
10949,agitação,불안,37
1732,royalties.,로열티,65
4,thule.,탈구,100
5008,miséria,불행,76
3520,chevron.,쉐브론,85
11374,nash.,내쉬,33
13053,construir,짓다,10
10421,matriz,행렬,40
7096,viola,비올라,63
3783,cantonês,광동어,84
6559,troopers.,기병,54
11663,gana,가나,30
1415,heroína,여걸,45
11016,vista,추억,36
8956,sacramento.,새크라멘토,51
9632,compreende.,포함 된 것으로 구성됩니다,23
2347,parceiros,포획,54
13666,reino,왕국,12
11111,rubrica,표제,31
10121,rolo,롤러,41
10411,moral,도의적 인,30
5580,colete,조끼,56
11265,ártico,북극,34
9242,armistício,휴전,49
6564,denso,밀집한,59
12696,padronizar,무늬,20
12177,empurre,푸시,17
11007,burma,버마,36
9141,booker.,오커,50
8587,altruísmo,애타 주의,54
14133,vida,삶,10
12036,cooperação,협력,12
11831,basicamente,원래,15
4143,tora.,토라스,81
14154,clientes,고객,25
3006,papoula,양귀비,87
9975,mecanismo,기구,19
6130,sobrinho,조카,66
8532,rubens.,루벤스,54
13776,tour,관광,10
998,obsidiana,흑요석,97
905,cultivado,교양 있는,64
568,travestismos,트로스빙,99
4497,guatemalteco,과테말라 사람,77
10689,continente,본토,38
10629,e aí,저녁을 먹다,38
12399,jazz,재즈,24
13181,pertence,속한다,12
4941,lavanderia,빨래,77
11925,carregada,청구 된,14
5234,vodka,보드카,75
11723,baleia,고래,26
11928,extraordinário,기이 한,28
8372,macbeth.,맥베스,56
11024,costeiro,연안의,36
2726,fertil,비옥 한,53
4294,tesoura,가위,68
12128,mel.,멜론,27
11749,precisão,정확성,30
13456,indesejado,불필요한,14
9424,picasso,피카소,48
1929,bile.,담즙,93
6551,epidemia,감염병 유행,64
6753,berilo,녹주석,65
1203,entorse,삠,70
1405,minerva,미네르바,95
11576,mônaco,모나코,31
1743,persuasão,설득,76
1114,magistrado,수령,81
7881,qualificações.,자격,21
13542,greve,스트라이크,11
8253,kiev,키에프,56
3115,egeu,에스해,88
12342,guiné,기니,24
1188,vigilante,휘몰아의,82
563,roleta,룰렛,98
5956,quarteto,사중주,69
11501,chipre,키프로스,32
13728,citação,소환,10
9746,desesperado,자포자기 한,37
5217,tristan.,트리스탄,76
14334,américa,미국,5
12672,doze,열 두번째,22
11095,em outro continente,해외,35
11229,barragem,댐,32
2059,eastbound,동쪽 해드,92
9837,waterloo.,워털루,44
13496,capitão,선장,13
177,nostalgia,노스탤지어,100
3908,potência de fogo,화력,83
7250,tenho que,...을 가야 해,62
7117,paramilitar,준 군사회인,63
12262,raiders.,해적들,24
1276,góticos,고스,54
12189,parker.,파커,26
11244,cardeal,추기경,15
4636,mallard.,청둥 오리,78
7120,catapulta,트리 부스,63
2325,barítono,바리톤,91
654,roble.,쾌적하다,85
6983,refrigerante,탄산 음료,64
10781,linemen.,리니먼,38
10332,florença,피렌체,41
8118,asma,천식,57
9093,graduado,졸업하다,35
6063,distorção,왜곡,42
8612,marcel.,마르셀로,54
9444,enxofre,황,44
7326,redefinir,초기화,59
8171,bactérias,박테리아,57
7730,interceptor,인터셉터,55
12725,voou,날았다,21
8411,porto.,포르토,55
9677,rhodes.,로도스,46
4424,centauro,켄타우루스,75
12918,alvo,표적,13
3985,gein.,지뢰,83
9375,polvo,문어,48
2862,sabores,맛,47
9676,britannica,브리타니카,46
7649,budista,불교도,58
2796,hayward,헤이워드,86
329,imaterial,무의미한 것,100
4413,airmobile.,에어 모빌,81
12684,comunista,공산주의자,20
2603,disparar,얕보다,70
3166,eos.,유제품,30
10397,avenida.,ave.,40
10526,substancialmente,대체로,19
2990,incentivo,자극,73
14335,ótimo,엄청난,8
7584,airbus.,에어 버스,61
1229,sitter.,앉아 있는 엽조,95
9954,cabine,노점,42
6276,devidamente,정원지,69
11498,jornais,신문,15
11454,bônus,보너스,32
12498,sorte,운,23
4008,lulu.,룰루,83
1189,teel.,틸리,97
8174,havana,아바나,57
5246,picard.,피카 클,76
7342,cerâmica,도기류,61
12234,devagar,느린,22
2401,infrações,분사,77
393,tamarin.,타마 린,100
13224,sol,태양,15
4438,tuba,튜바,79
11388,truman.,트루먼,33
8509,nagasaki.,나가사키,55
7134,huemul.,하프,63
6301,tonto,어지러운,64
8093,saias,스커트,46
8484,dexter.,덱스터의,54
7868,botsuana.,보츠와나,59
5068,puxar para baixo,풀 다운,77
11655,queda,떨어지는,12
869,artefato,인공물,59
11623,árabes.,아랍인들,12
2137,motorizado,전동,92
6176,xarope,시럽,69
397,snowshoe,스노우 슈,98
13816,isso é,그것은,5
1928,shr.,마르르,93
8100,kart.,카트,56
800,druida,드루이드,88
11112,griffin.,그리핀,35
8145,inflamatório,염증성,57
888,nifty.,맵시 있는,97
11561,dominicana,도미니카 공화국,31
6849,heliac.,헬린,65
2610,jen,젠,90
13851,sistema,체계,8
1381,linfático,림프계,96
3887,casa.,카사,73
2004,fontes.,글꼴,35
2736,quack,돌팔이 의사,88
12809,rick.,약간 뒤틀리게 하다,20
13331,usualmente,대개,13
3796,goblin.,고블린,82
6155,surfista,서퍼,60
1821,marsupial,유대 동물,93
10698,reavaliado,재평가,38
8908,fanny.,엉덩이,51
8540,texugo,오소리,42
240,cuspindo,냄새 나는 것,26
7316,stover,여물,62
2450,retraído,수축,64
1324,peeps.,엿보기,81
4470,albinismo,알빈 주의자,77
893,militarmente,군사적으로,97
195,dingle.,깊고 좁은 골짜기,100
11895,surto,발생,28
11840,painel publicitário,광고 게시판,28
791,dermatologia,피부과학,98
10354,ex-alunos,동창들,40
10746,substratos,기판,34
7916,eddy,소용돌이,58
13114,condutor,운전사,12
477,póstumo,사후,68
4028,abundância,풍부,64
6084,cerquilha,해시시,64
13680,mordeu,조금,12
9672,resolver,해결하다,30
11204,apelo,항소,25
14360,janeiro,1월,5
14277,marketing,마케팅,12
11194,espécies,종,35
13506,correspondência,우편,13
8406,lak,락크,55
5543,halfback,중위,70
6874,cilindros,실린더,40
7553,biomassa.,바이오 매스,61
8679,volume de negócios,회전율,34
11392,professor,교수,31
11322,júlio.,줄리어스,34
5903,aviária,조류,71
13137,oregon.,오레곤,17
8560,insuficiente,부족하다,52
4412,tântalo,탄탈,81
11720,descoberta,발견,26
770,precaução,예방 조정자,98
4974,placa-mãe,마더 보드,77
6413,lopes.,로프,63
5862,politburo.,정치원,72
10021,componentes.,구성 요소,27
6404,ren.,렌,68
9719,ajax.,아약스,45
9222,strauss.,스트라우스,49
7891,rampage,날 뛰기,56
2230,entomologia,곤충학,91
8806,spoiler,스포일러,41
1892,calamidade,재난,88
5755,hidra,히드라,72
10627,revelar,드러내다,21
5334,propano,프로판,75
1499,rogan.,로저트,95
5015,endócrino,내분비,77
12634,ilegal,불법적 인,21
10031,incorretamente,틀리게,43
10872,estreito,좁은,32
94,diomedes.,디오메이즈,100
2501,overdrive,오버 드라이브,90
10991,hart.,수사슴,36
6376,evert.,뒤집다,68
4000,superpotência,초강대국,73
13882,programa,프로그램,11
6280,jaspe,벽옥,68
13486,anti,반대로,13
4073,letterman.,레터맨,82
3949,escrita,영장,79
9702,sapato,구두,33
8995,saga,사거,51
14034,custos,소송 비용,19
11289,lutero,루터,34
6451,ariano,아리아 사람,64
10997,weren.,웨들,36
556,se recuperar,바운스 백,99
5797,semicondutor,반도체,68
10094,demiurgo,조물주,42
3795,airdrop.,공중 투하,73
4627,espongiforme,봉인액,79
7886,excedido,초과,37
11619,bulgária,불가리아,31
13994,dias,날,6
14172,código,암호,12
11106,dificilmente,거의 ~ 아니다,35
2364,quadruplicar,네 배로,86
5992,cavalo-marinho,해마,71
6650,utilizável,쓸 수 있는,63
3910,na estrada,길가,83
721,revisionismo,수정주의,98
8116,patético,불쌍한,56
6366,nestor.,좌석자,68
14431,modelos,모델,12
7735,precursor,전구 물질,57
10145,faraó,파라오,40
325,harrycane.,해리 칸,100
5883,constituinte,후원자,49
13746,processar,프로세스,10
5196,partículas,입자들,46
8505,romney.,롬니,55
5403,incêndios,들불,62
9060,coçar  arranhão,할퀴다,38
9218,gasolina,가솔린,49
3261,ajudante,돕는 사람,81
5855,maori,마오리족,67
5053,basque.,바스크 사람,74
1407,que altera,개정,18
6443,meio dia,대낮,67
3559,otimista,낙관적 인,80
8793,dayton,데이턴,52
9269,luminária,램프,47
5552,sistine.,슈티 틴,74
9451,chandler.,챈들러,47
8137,abraçar,포옹,57
2260,gringo,외국인,91
1029,scud.,휙 달림,91
5877,desacreditar,불신,54
3291,censurável,괘씸한,86
8600,marista,마리스트,54
10327,kg,킬로그램,41
13230,voo,비행,15
1213,não provocado,비공개,97
3982,nublado,흐림,71
12340,maomé,무하마드,25
7054,persuadido,설득했다,49
13028,o circuito,회로,17
13596,tendência,성향,12
10277,intelectual,지적인,38
1157,trefoil.,트리 프 야,97
4582,loteria.,숫자 카드 맞추기 놀이,80
9227,mesa.,메사,49
9309,esfregar,루빈,49
13293,necessário,필요한,15
8526,no exterior,해외에서,54
10505,lasca,칩,29
4204,ostensivamente,표면에서,77
10002,imagens,형상,43
14505,endereço,주소,5
11065,plutão,명왕성,36
4541,ginásio,연무장,78
8870,inconsciente,알지 못하는,51
8517,íris,아이리스,54
1110,reagrupados,재편성,79
10620,bailey,외벽,38
9547,liechtenstein.,리히텐슈타인,47
4988,salina,살리나,64
12772,notre.,노트르의,21
4168,vinagre,식초,82
12126,bilhão,10 억,26
13080,famoso,유명한,18
5536,rachado,깨진,33
6809,alavanca,지렛대,63
9138,prioridade,우선 순위,46
2653,malatião,민병대,90
11422,xadrez,체스,33
1150,fenol,페놀,91
14153,teste,시험,5
6933,leipzig.,라이프 치히,65
8380,proclamado,선포했다,45
952,squall.,돌풍,90
13239,brasil,브라질,16
2729,junções,접합부,41
14087,total,총,7
10766,concreto,콘크리트,38
5712,sujar,파울 렌즈,34
4830,macfarlane,맥 팔라 란,78
7447,derry,데리,62
9008,estendendo-se,확장,18
13443,legais,멋진,14
9661,spa,온천,46
6891,yap.,얍,65
8618,augusta.,아우스타카,54
1713,delistado,델리 티어,90
4520,te,너를,80
6437,artesão,장인,68
9668,tornozelo,발목,44
10754,hugo.,휴고,38
141,reis.,리리스,79
13353,contribuir,기리점,15
13132,tudo,모든 것,17
298,adicionador,가산기,100
10912,hebraico,헤브라이 사람,36
3649,espetáculo,안경,79
9146,data limite,마감 시간,49
8619,cozinha,부엌,40
5567,frágil,부서지기 쉬운,72
367,relojoeiros,시계민,100
8868,imparcial,편견없는,52
257,coeso,결합력 있는,56
4555,flav.,플라브르,80
9872,homossexualidade,동성애,35
2223,vingativo,복수심,90
625,legisladores,국회의원,94
12008,consequência,베어링,12
13468,ministro,장관,13
1226,cabaré,카바레,97
5228,artrite,관절염,76
6678,calcário,석회암,66
10993,batista,세례 요한,35
6178,suazilândia.,스와질란드,70
9821,saltine,소금물,45
10712,carnegie.,카네기,38
11957,bronze,청동,28
13236,davis.,데이비스,15
949,geólogos,지질 학자들,76
7227,fabian,파비안,62
2237,tez.,테스,91
14146,nome,이름,6
9448,anfíbio,수륙 양용,48
7560,padrinho,대부,60
5831,auf.,아프리,72
4019,esfumaçado,침침한,82
5925,chuvoso,비오리,71
5920,rever,개정하다,15
1816,iogurte,요거트,93
13027,christopher.,크리스토퍼,18
4305,supérfluo,불필요한 것,80
1358,tesus.,uses.,96
11875,filosofia,철학,28
4936,pereira.,페레이라,77
10941,lima.,리마,36
12687,ferro,철,19
10253,logan.,로간,41
11199,desviar,다지,33
9439,andorra,안도라,48
1373,petidina,페 티딘,96
12875,odor,향기,20
3510,rebocar,끌리는 배,52
14401,específico,특정한,7
7857,frouxamente,느슨하게,29
12636,kim.,김,22
4314,malayalam.,말레이 알람,81
8909,babilônia,바빌론,51
11239,prosa,산문,34
5868,êxtase,엑스터시,71
8962,reboque,트레일러,46
9633,seio,가슴,41
3082,lisp.,리프츠,88
1259,montagem,조립,19
2615,caricatura,풍자 만화,82
7049,molho,소스,63
1925,donne.,도너스,93
5699,garantido,보증 된,31
6568,refazer,다시 만들다,63
12144,sérvia,세르비아,27
6384,arbitrariamente,임의로,68
2,pretzel,프레첼,93
12799,relógio,시계,19
7742,coro,합창,60
12949,adequado,적합한,13
9972,ts.,제목의,43
10745,congresso,의회의,38
11682,abeto,전나무,30
10466,esticar,뻗기,30
7628,hawthorn.,호손,41
8077,alameda.,앨라미다,58
10312,ign,불쑥,41
2683,carroçaria,차체,89
7536,processador,프로세서,54
8944,muito pesado,압도적 인 것,36
10616,silva.,실바,38
11232,violento,폭력적인,32
12788,fa.,파,20
1072,tesouros,보물,46
620,warplanes.,휘두르네스,99
11652,equivocado,잘못된,31
366,tetrahydrocannabinol.,테트라 히드로 카나 비놀,100
11443,nicholas.,니콜라스,32
6135,coquetel,칵테일,64
8898,botons.,단추,7
8295,saxofone,색소폰,56
2076,evangelista,복음 전도자,87
13481,frio,시원한,13
6739,manatee.,바다소,66
4903,rena,순록,78
7329,confinado,갇힌,49
11129,mais rápido,더 빠르게,35
1572,crateras,분화구,45
7715,dinâmica,역학,24
8563,nielsen.,니솔린,54
5187,kremlin,크레믈린 궁전,76
749,botulismo,보툴리누스 중독,98
12961,amarelo,노란색,19
6789,safári,원정 여행,65
4005,boa vontade,친선,83
10810,sacrifício,희생,36
4219,estranho,관계 없는,81
11470,itálico,기울임 꼴,29
6862,airplay,공기의,65
1519,violinista,바이올리니스트,94
8781,baas.,바아스,44
10687,revolta,반란,37
3851,frustrado,제비,70
13187,tênis,테니스,16
4945,irrestrito,무제한,77
5506,instabilidade,불안정,73
14093,futuro,미래,8
5815,dengue,뎅기열,72
6195,poodle,푸들,68
8418,rabisco,갈겨 쓰다,51
2376,verificar,명백히 하다,79
3775,vernáculo,전문 용어,84
8721,espiritual,영적인,45
5260,imperfeições,결함,46
13433,matt.,매트,14
8554,aguardente,워터 게이트,54
3886,diploma,졸업 증서,82
13759,familiar,친숙한,11
13457,tech.,테크,14
11534,helen,헬렌,32
13385,russo,러시아인,14
11349,convidado,손님,28
2323,simbiose,공생,91
12153,satisfazer,풀다,15
12538,gasto,보냈다,23
11072,roubado,훔친,36
7586,framboesa,산딸기,61
732,kumara.,쿠마라,98
2010,misspelling.,틀린 틀린,60
850,caledoniano,칼레도니아의,98
7405,clarinete,클라리넷,62
12112,kuwait,쿠웨이트,27
8056,camundongos,마우스,58
8390,dong,동,55
5343,quad.,쿼드,73
411,cianúrico.,시아 누르의,99
9789,ethernet.,이더넷,45
5631,legibilidade,가독성,53
1217,biogás,바이오 가스,97
13959,fim,끝,7
4075,burrito,부리토,81
12053,brevemente,간단히,27
3625,salvia.,샐비어,85
10792,amado,인기 많은,38
2888,sabine.,사빈,86
7286,convicção,확신,31
14397,fogo,불,10
6429,alojado,수여,10
9476,hamburger,햄버거,37
8877,esgoto,하수 오물,52
7438,giuseppe.,기구미,62
13026,imprecisões,부정확성,18
9625,geometria,기하학,46
9211,respiratório,호흡기,49
4193,strikeout.,삼진,38
894,passarela,보도,94
1864,pdl.,...에 pdl.,93
8811,fígado,간,52
14198,junto,~을 따라,10
953,pétalas,꽃잎,90
7687,macau,마카오,60
11677,letra da música,가사,28
2913,pampas,팜파스,85
10286,helicópteros,헬리콥터,25
8084,maçonaria,freemasonry.,57
9764,shoreman,쇼먼,45
243,grosse,그로스,33
8030,blanc.,블랑,58
12806,dinamarca,덴마크,20
8279,anaconda.,아나콘다,55
8742,demolido,철거,49
1435,placebo,위약,95
8685,surgiram,생기게하다,53
780,balase.,기본적인,98
8728,volkswagen.,폭스 바겐,53
6692,worms.,회충,46
3573,bochecha,볼,73
12426,leite,우유,24
859,bowers.,보우,74
11674,com medo,두려워하는,30
14327,d,디,7
12411,riacho,작은 만,24
8434,eterno,영원한,48
12088,wi.,위자,27
7062,hazen,쇠약해진다,64
8659,incidentalmente,부수적으로,51
5542,bioquímica,생화학,74
12804,olho,눈,15
13462,lincoln.,링컨,14
14451,perdas,사상자 수,10
12297,bio,바이오,24
7254,camadas,레이어,35
13188,crianças,어린이들,16
13838,novo,새로운,6
11882,stanford,스탠포드,29
11359,tabaco,담배,33
12519,hadal.,해달,23
8902,autônomo,자발적인,50
8323,wrigley.,서울리,56
1101,diocesano,교구 주교,97
12356,ref.,조항,23
13064,inferno,지옥,18
3471,mauricio.,마우시오,86
13722,privilégios,특권,11
723,corso.,코르소,98
3621,lençóis freáticos,지하수,85
7363,outfield,외야,15
4071,melatonina.,멜라토닌,82
3917,cupido,큐핏,83
14224,forma,형태,8
3067,implicitamente,암묵적으로,88
12701,alegre,기쁜,22
2880,acampado,incamped.,73
3409,stroud,강건합니다,86
1909,ansiosamente,열심히,93
5665,mamãe.,침묵,40
4030,dormindo,죽어,82
14004,indo,가고 있다,7
6440,babble,떠드는 소리,67
12706,jesus,예수,21
9864,sig.,시그널,44
7808,trey.,트리,59
12849,wr.,...에 대한,20
7228,peruano,페루의,62
11463,arsenal.,병기고,30
5900,tele.,텔레,71
1905,ourives,골드 스미스의,86
13920,onde,어디,7
8230,yukon.,유콘,57
13077,inning,이닝,12
3019,detergente,세정제,87
9061,camiseta,셔츠,35
4491,histeria,히스테리,80
10904,armazenar,저장,37
5404,kv.,케이 v,75
3467,sheila.,쉴라,86
447,nuijado,unjured.,100
8667,marfim,상아,53
13625,claro,분명한,12
14258,acreditar,믿다,5
11154,depois disso,그후에,35
3472,backfield,백 필드,86
13321,israelense,이스라엘 인,14
6696,sem suporte,지원되지 않았습니다,64
14324,senado,상원,13
7295,spokane.,스포 캔,62
12162,montana,몬타나,26
7187,rumores de rumores,소문이있다,31
2949,fósfo,포스 포,88
4660,dade.,다진,79
9048,mais novo,최연소자,51
9047,planador,글라이더,45
3874,atalho,지름길,76
11259,territórios,영토,11
13610,palavra,단어,9
8687,sinistro,암울한,53
7230,outback,아웃백,62
5976,tédio,지루함,70
8466,sufrágio,선거권,55
14078,político,정치적인,10
13272,dr.,닥터,16
1953,kohl.,콜묵,93
529,koda.,코다,99
2743,dogma,교조,87
11856,glen.,글렌,29
7513,beleza,비즈륨,62
6984,interferir,간섭하다,37
12222,mais velho,나이가 들었어,26
11058,hugh.,지껄이다,36
2379,prossiga,계속해,83
12291,extremo,극심한,17
11860,warren,야생 조수 사육 특권,28
389,gálio,갈륨,100
649,semifinalista,준결제의,99
1851,horrley.,뒤범벅,93
8247,noz,너트,43
10484,shea.,그녀는,39
7170,beracat.,곰의,53
13856,apenas,오직,6
5962,restabelecer,복직하다,41
1950,bingo,빙고,93
12840,auburn,어번,20
10565,mustang.,무언가,36
9511,erin.,에린,47
3035,jacoby.,자코 코트,88
12723,segunda-feira,월요일,21
6213,liga,합금,62
3330,cascavel,방울뱀,86
3683,cegamente,맹목적으로,85
9183,serotonina.,세로토닌,49
10125,surge,수르어,42
6163,reabilitação,복권,62
4395,arma de fogo,총기,47
5268,vendedor,파는 사람,58
2719,cursório,서두르는,89
10441,gabriel.,가브리엘,40
11616,racismo,민족적 우월감,31
13322,ei,이봐,15
194,motoristas,운전자,97
9782,pendente,보류 중,45
9076,bizarro,기괴한,50
7083,dominó,도미노 패,59
13265,senso,감각,15
3087,fogosa,불 같은,87
5258,entusiasmado,열렬한,39
13553,negrito,굵게,12
2259,fibra de vidro,유리 섬유,91
13826,estive,계속 ~ 이다,5
629,narcisismo,나르시시즘의,99
9124,recordado,회상했다,28
9251,lata,주석,48
1446,abbr.,아프르크의,95
9983,refém,인질,35
12565,provar,입증하다,14
10331,pantera,표범,24
148,revamp,개편,70
421,storyboard,스토리 보드,100
11148,download,... 다운로드하기,26
3249,flapper,파리채,87
14043,emitir,문제,8
6949,ult.,울트,64
9638,bronx,브롱스,46
7627,impressora,인쇄기,55
4846,farmacêutico,제약,66
3717,napalm.,네이팜,85
3315,tulipa,튤립,86
7614,interessantemente,재미있게,61
297,expoente,멱지수,89
5582,algum dia,언젠가,73
3355,auspícios.,원조,86
6986,preso,투옥되었습니다,45
3675,tocando,도청,47
11104,gradualmente,서서히,33
4181,iônico,이온의,82
432,amani.,아마 니,100
5763,deslocamento,배수량,40
14328,liderado,~ 주도의,10
8162,bombaim,봄베이,57
14175,manter,유지하다,8
4046,injustiça,부당,77
8859,osaka.,오사카,52
4570,suavemente,부드럽게,80
12011,newcastle.,뉴캐슬,27
12653,custo,비용,19
2626,bushranger.,부시 러,90
6985,pika.,피카,64
