ID,ARABE,ENGLISH,INTERVAL
6357,فارلي,farley,69
7534,رامبوتان,rambutan,62
7620,بالإجماع,unanimous,46
6029,أوبوس,opus,71
11804,مصنع,factory,27
12291,أقصى الحدود,extreme,17
5055,الاستبدادي,authoritarian,73
9977,سويفت,swift,42
3213,حشو,filler,82
12226,تطور,evolution,26
4152,موقع,outpost,68
7440,مكلفة,costly,62
8461,شنايدر,schneider,55
9209,مونا,mona,50
13974,متحد,united,6
574,غمر,immersion,88
3810,باخرة,steamboat,83
3903,بسلاسة,smoothly,84
8480,آثار,implications,41
957,صفيحة دموية,platelet,92
6435,الأفارقة,africans,13
4431,دورادو,dorado,81
11491,إدخال,input,31
12718,حاكم,gov,22
2619,المتقدمون,takers,62
413,الشرك,polytheism,100
11457,بليغ,baltic,33
3773,متعدد الجوانب والاستعمالات,versatile,76
751,التارو,tarot,98
1984,مانج,mang,92
1339,غير مدهش,unheard,96
4449,لتر,litres,48
14073,ممكن,possible,7
700,كياو,ciao,98
5478,جنوبا.,southbound,75
8056,الفئران,mice,59
13706,متوقع,expected,11
642,مشلول,paralyzed,93
9556,نوم,nu,42
10647,البسكويت,bacquet,39
7442,مضمار السباق,racecourse,62
9984,إعادة انتخابه,reelection,42
12097,الحجج,arguments,16
676,ولادة جديدة,rebirth,98
9605,عربه قطار,carriage,44
9025,يعض,bite,37
8876,كوستر,coaster,51
1068,في حالة سكر,intoxicated,75
7539,تافت,taft,62
4969,جونزو,gonzo,78
10240,فرانكو,franco,42
10896,تشهيري,libellous,19
5542,الكيمياء الحيوية,biochemistry,74
6563,بروكتور,proctor,68
845,تخمة,glut,96
11268,عبور,transit,21
13235,الاستعمال,usage,16
10514,تم شراؤها,purchased,26
8824,تاجر,merchant,47
6068,يصر على,insists,26
2084,دوني,dhoni,92
10236,كو,ko,40
3565,حيرة,puzzled,43
5671,سيد,syed,73
7384,كاديت,cadet,47
7678,هاتشباك,hatchback,56
14222,قريب,near,10
11315,أرقى,superior,30
8999,رافعه,crane,50
6174,كيوي,kiwi,65
12194,العلامة التجارية,branding,17
10059,جذوع,stumps,37
9271,خوذة,helmet,43
4887,ديلوكس,deluxe,78
1135,بوليفار,bolivar,96
3926,الحجر الزراعي,quarantine,77
13023,الحدود,border,16
3548,الأميبا,amoeba,86
14426,متطلبات,requirements,6
11172,يركب,riding,23
9425,سبعة عشر,seventeen,49
11489,على حد سواء,alike,32
4223,مظلل,shaded,46
7827,ديزني لاند,disneyland,60
10914,جالاكسي,galaxy,35
4334,منصة الإطلاق,launcher,63
13319,إعصار,typhoon,15
13938,تشارك,shares,6
2922,بريليوم,beryllium,89
4281,شهد,testify,59
7261,جينوم,genome,61
11155,مغامرات,adventures,26
2388,إعادة تقديم,reintroduced,79
6612,جرار زراعى,tractor,63
5004,الانشقاقات,splits,18
13474,أخيرا,finally,7
4635,كريك,crick,80
11996,عجل البحر,seal,20
12409,مستحق,entitled,24
8489,أرويو,arroyo,55
8660,الفراء,fur,51
5167,سانت,sant,76
3419,شمام,melon,86
7153,طلاق,divorce,58
3875,شذوذ,anomaly,71
9952,شكرا,thankyou,44
5188,دائم الخضرة,evergreen,76
8189,رييل,riel,57
1533,بونتيوس,pontius,95
3291,اعترض,objectionable,87
4985,المتشرد,hobo,75
7259,إطراء,complement,58
9282,أكد,assured,27
12167,دلتا,delta,27
14251,مرة واحدة,once,9
4260,مينوت,minot,82
9236,عار,shame,46
2275,أكويلا,aquila,92
4164,سلطة الكرنب,coleslaw,82
14189,مفتاح,key,11
11604,بمفرده,solely,24
8148,إفترض جدلا,beg,47
10799,الخصائص,properties,19
9581,تهرب,evade,40
5744,عديمي الخبرة,inexperienced,73
4981,سفاح,incest,78
706,طافيا,afloat,98
8661,شحن,freight,54
11021,هارولد,harold,37
13751,يشير,indicate,9
1633,الاحتياطي,remand,75
566,صاري,barkeep,99
3667,عقوبة,sanction,14
13272,الدكتور,dr,16
1415,بطلة,heroine,46
6968,زورو,zorro,65
4417,إعادة تقسيم الدوائر,redistricting,80
3572,الإعصار,twister,81
498,أجيليتي,agility,82
9622,بالاشتراك,conjunction,44
3306,عرافة,hex,85
2485,رطب,humid,69
10441,جبريل,gabriel,40
12921,مكسور,broken,19
12506,عميد,dean,23
5536,متصدع,cracked,33
12583,حفرة,pit,17
9848,ميت,mit,45
673,الأسمنت,cemented,60
9226,عاطفي,emotional,31
8162,بومباي,bombay,58
10794,سانتياغو,santiago,38
6319,متطرف,extremist,57
8415,تعصب,prejudice,53
1129,أوكا,oka,95
12296,يقذف,pitch,15
6115,بشكل جذري,drastically,53
10095,اختزال,reduction,41
13737,جو,joe,12
13501,اساسي,standard,11
13409,منصب,dec,14
598,الهرمية,hierarchical,92
9548,مي,meu,48
2204,مؤخر,convergent,47
14095,متوسط,average,11
1636,سنيل,snell,94
571,مسكن,dormitory,90
1100,همم,hum,93
12076,سرطان,cancer,27
9758,التنظيمية,organizational,46
12684,الشيوعي,communist,20
12801,عميق,deep,21
13779,وليام,william,9
8382,مأساوي,tragic,51
11485,هايتي,haiti,33
1733,توصف,hyped,58
1401,مارغريتا,margarita,95
4058,فيشنو,vishnu,83
10389,سارية العلم,flagstaff,41
14075,وصول,access,8
12868,النرويج,norway,20
5282,كلمات,vocabulary,76
1477,ناظر المدرسة,headmaster,93
5393,جار,neighbor,42
14364,ريغان,reagan,34
11515,جراد,gr,32
1285,إستنتج,induce,51
2457,أحضر,fetch,75
5338,مكاني,spatial,74
371,شبه منحرف,trapezoid,97
802,ماتادور,matador,96
6330,ضوضاء,clutter,51
7707,بيترسن,petersen,61
13765,جورجيا,georgia,12
13178,الطول,length,15
4055,ذريعة,pretext,81
4031,بسكويت,cookies,23
3024,مهر,lehr,88
7613,فخري,honorary,62
7402,استهلالي,introductory,62
3036,بريتوريا,pretoria,88
8587,الإيثار,altruism,55
11346,ألبانيا,albania,34
13429,تسع,nine,14
13703,بسرعة,speedily,12
6663,بيئة العمل,ergonomics,67
8572,بلك,blk,55
8041,بوجوس,bogus,58
7833,سوء,mis,23
702,طعام شهي,tidbit,88
12945,وضع العلامات,grading,15
11281,إنطباع,perspective,33
13916,منتج,product,8
13301,الضغط,pressure,15
14343,حالياً,currently,7
5021,موعظ,purported,63
8609,مزار,shrine,51
8385,البارود,gunpowder,56
331,تيبي,tipi,100
4217,الشمولي,totalitarian,68
13719,الملقب ب,aka,12
878,أماريلو,amarillo,97
8302,مطلق كلى كامل,utter,51
7287,تلوث اشعاعى,contamination,46
3334,تكميلي,supplementary,87
9475,خفضت,downgraded,47
3833,بكين,peking,78
9574,والي,wally,46
11104,تدريجيا,gradually,33
10329,تصفح,browse,37
4453,الذليل,spaniel,80
9075,غير نشط,inactive,47
9828,أمي,mom,45
7447,دخر,derry,62
13216,لم يكن,wasn,16
11331,شارة,insignia,34
9652,كان متوقعا,anticipated,38
5490,نعامة,ostrich,73
7115,ردهة,lobby,49
11308,جوي,joey,34
6055,رابية,barrow,71
11206,غدا,tomorrow,35
14180,يوليو,july,6
12448,أطلقت,launched,17
7415,مشاجرة,scrimmage,62
4725,كتر,kr,74
8473,وضوح,clarity,55
4876,من قبيل الصدفة,coincidentally,69
411,السيانوريكي,cyanuric,99
11627,انتظار,waiting,14
5875,احتمالية,likelihood,72
1298,ليديا,lidia,96
11052,شريحة,slave,30
13553,بالخط العريض,bold,12
2203,مقاهي,consort,89
7260,الخصية,testicle,61
9688,برجر,burger,45
7759,خليط,batter,39
428,التونسي,tunisian,97
13156,الرئاسة,presidential,17
8203,الأرض الخضراء,greenland,57
4621,الأبله,fucker,80
3750,ثوب نسائي,petticoat,77
10840,ستيرويد,steroid,36
10195,كيربي,kirby,42
8950,فتحة,slot,45
2597,القراء,readership,90
4834,بيندي,bindi,78
13013,موضه,fashion,17
11337,القرف,shit,33
9187,كلارنس,clarence,50
11973,نانسي,nancy,28
9606,سيث.,seth,47
11085,كاسترو,castro,36
12555,متدين,religious,23
9940,مهم للغاية,vital,44
10959,ردود الفعل,feedback,37
12965,مذنب,comet,18
3338,الملكية الملكية,royalist,80
387,رينوار,renoir,100
5244,يهاجر,rattlers,74
12053,موجز,briefly,28
2909,مخزنة,cupboard,88
5810,سرخس,fern,72
12936,ميناء,port,18
13344,دان,dan,15
1775,جيلا,gila,94
8136,خنجر,dagger,56
10509,الغناء,singing,28
10072,أسطوري,legendary,43
3793,الأوعية الدموية,vascular,85
9908,خندق,trench,39
11748,مختصرا,concise,30
9108,سحلية,lizard,50
13592,كورو,kuru,12
3263,يمتلك,possesses,19
9496,مرتب حسب الحروف الأبجدية,alphabetical,27
6432,فلوري,fluorescent,64
9088,الفينيل,vinyl,51
4269,مائيات,maw,81
5734,رانشو,rancho,73
10943,درجات,degrees,23
9114,غير مستعمل,unused,47
3408,نهري دجلة,tigris,87
8916,بابا,dad,51
2793,سولي,soleil,89
9726,دوب,dob,46
4436,جالون,gallon,62
5523,مهمة عمل,stint,71
12142,هرب,escape,22
792,بالكهرباء,electrolyte,95
6147,تعويضات,reparations,66
13234,عزيزي,dear,16
8890,ماكسيموس,maximus,52
8877,مياه المجاري,sewage,53
6741,درج,stairs,63
2770,دعم مالي,subsidy,76
3249,إمرأة شابة,flapper,87
5834,غمانون,gorman,72
4973,الكرياتين,creatine,78
4063,كيلين,killeen,83
10627,كشف,reveal,21
8911,أميرال,admiral,36
13533,خوان,juan,13
768,الكادميوم,cadmium,98
3080,خلل,defect,50
13433,غير لامع,matt,14
10301,الكرنفال,carnival,41
12064,الحرب,warfare,27
4806,محشو,stuffed,68
5131,فوليون,folic,77
3620,توابل,totient,86
10479,إثيوبي,ethiopian,39
12255,كونتيننتال,continental,26
9672,يحل,solve,30
4367,إعادة التطوير,redevelopment,62
6969,بيزلي,paisley,65
13376,ميامي,miami,15
10496,بإخلاص,sincerely,35
9125,خشبي,wooden,51
1643,شولوم,sholom,94
10845,تاكر,tucker,38
7860,يلمح,glance,55
5225,ميسي,missy,76
7034,مذيب,solvent,58
10992,ارتدى,wore,37
3777,متناثر,sparse,68
14142,فترة,period,8
11523,تونس,tunisia,32
9659,حمال,porter,46
13014,واقعي,factual,17
11216,جميل,beautiful,27
10354,الخريجين,alumni,41
3503,الرحلات الفضائية,spaceflight,62
6353,معالم,milestones,49
11778,غير ملائم,unsuitable,30
8736,أحال,transmitted,43
8512,توريت,tourette,55
12393,الأمور المالية,financial,23
10452,مقال,departure,38
6424,هوبر,hooper,69
6058,الطابق العلوي,upstairs,71
1092,ريشة,quill,94
10671,دموي,bloody,38
14174,مدير,manager,9
12942,فلم,philip,19
14121,تحضير,making,5
5841,سيجار,cigar,71
11266,تدخل قضائي,intervention,33
10193,شخصية,entity,37
6759,لب,pulp,66
12126,مليار,billion,26
10548,الرامات  الذاكرة العشوائية في الهواتف والحواسيب,ram,22
8315,اللغة الهندية,hindi,57
9678,المزيد,stability,32
4054,المنحدر,ramp,74
5263,اتصال,liaison,74
11373,محرقة,holocaust,34
2925,مياه جولد,goldwater,89
1553,كري,cree,94
12055,جيفرسون,jefferson,28
8549,الفنلندي,finn,53
2259,الألياف الزجاجية,fiberglass,92
2568,إيفا,iva,90
617,جمدت,froze,99
10805,معارضة,opposing,16
7198,نكص,recoil,62
468,بثور,pluribus,99
13359,استشهد,cited,7
8905,إيمي,emmy,52
276,الإنجيلية,evangelical,73
3559,متفائل,optimistic,80
9060,خدش,scratch,38
3194,مناديل,tissues,49
6288,حب الاستطلاع,curiosity,68
13025,كولونيل,colonel,18
415,ماكسي,maxi,89
6541,الناصرة,nazareth,68
12645,تحقيق,investigation,16
2618,فوس,fuss,86
13423,ابكر,earlier,14
11448,مواجهة,facing,12
7812,سميثرز,smithers,60
3472,باكفيلد,backfield,87
7608,النظام البيئي,ecosystem,61
12720,حصان,horse,19
10526,جوهريا,substantially,19
8368,الأقداس,hallows,55
6533,المناصرة,advocacy,68
1541,قوي البنية,stalwart,86
12216,تويوتا,toyota,26
4576,تهريب,smuggling,72
13829,هُم,their,6
12576,شعور,felt,23
2933,ديدو,dido,88
1815,الطبية الحيوية,biomedical,94
7995,سترة او قفاز او لاعب قفز,jumper,55
7324,تنشأ,arise,47
10680,حكم,ruling,7
7703,إعادة تدويرها,recycling,53
8383,ميليسا,melissa,56
6829,فارس السباق,jockey,61
7676,لا يحصى,countless,61
2673,البلمرة,polymerization,87
8542,التعديلات,modifications,39
3333,حاجر,turnpike,83
5646,الأصولية,fundamentalist,66
11818,بجانب,besides,27
5627,ميثوكسي,methoxy,74
9264,الذخائر,ordnance,50
2739,المعتوه,daft,89
1218,ماكو,mako,96
686,الموقعين,signatories,88
8937,ماموث,mammoth,51
13496,قائد المنتخب,captain,13
7855,رينو,reno,60
12125,قلعة,castle,27
8503,المواطنة,citizenship,55
9154,باتون,baton,48
5084,لصوص,thieves,76
12749,مساء,pm,21
12095,الائتلاف,coalition,27
3912,emigy.,effigy,80
1919,جدارية,mural,88
9802,مفاجأة,surprising,21
6181,بيس,bess,70
1187,الانكسار,refraction,83
7469,اكسب,expo,43
3749,أورال,ural,85
10179,ماليك,malik,43
7857,فضفاضة,loosely,29
6385,في اسرع وقت ممكن,asap,69
8722,رعاة البقر,cowboy,22
11947,أوبرا,opera,23
9604,موي,moi,47
7908,صهيونية,zionism,60
851,حارس بوابة صغيرة,wicketkeeper,98
9057,ممل,boring,33
13393,يلتقي,meets,10
4775,أونيدا,oneida,79
9902,بيلوتون,peloton,45
14393,وجه,face,12
5241,تبديد,dissipation,17
7108,يساء فهمها,misunderstood,64
10505,رقاقة,chip,29
4867,مزيج,defenseman,79
1650,نابض بالحياة,vibrant,94
5599,السعة,amplitude,73
6970,إعادة تشكيلها,reconstituted,60
3737,بلح البحر,mussel,82
12904,العانس,spinster,20
256,الديوان,dewan,100
7889,تصرف,behave,41
820,السرطان,carcinogen,87
12549,غضون ذلك,meantime,23
2241,السيلان,gonorrhea,92
8221,فساد,havoc,57
11838,تشي,che,29
7394,سرطان البحر,lobster,62
4284,سيلر,stiller,82
13032,بالضبط,exactly,18
7262,ستيلا,stella,63
9283,التغلب على,overcome,45
11536,استفزازي,provocative,30
7552,غشاء,membrane,61
7928,سديم,nebula,58
11280,طالبة,freshman,35
13930,خلال,during,7
11504,التاسع عشر,nineteenth,32
798,خزف,porcelain,98
569,كيندو,kendo,99
12336,الهجرة,immigration,22
4948,الحبال,ropes,53
13255,طاولة مكتب,desk,16
6919,رابتور,raptor,46
1422,متسام,transcendental,70
14235,يسمح,allows,9
1391,باندو,bando,96
2347,بلاد,pals,55
12558,غير ضروري,unnecessary,23
9628,جديرة بالثقة,noteworthy,47
3016,كورونادو,coronado,88
5397,أدو,ado,75
5502,لوكان,lucan,75
3226,ليلي,lilly,88
10031,بشكل غير صحيح,incorrectly,44
11436,قصب,reed,33
5645,الغرباء,strangers,53
7628,الزعرور,hawthorn,42
9372,أولا,firstly,49
9448,برمائي,amphibious,48
6492,رصيف بحري,pier,60
2004,الخطوط,fonts,35
3236,ديربورن,dearborn,88
13303,الشكل,figure,12
8173,محتشم,modest,58
6019,تسود,prevail,40
2069,حساب المثاثات,trigonometric,92
3636,الري,irrigation,83
6590,تحت الأنقاض,rubble,68
863,التشبع,saturation,62
13021,شرير,evil,18
6726,استدعى,summoned,53
14022,شرطة,police,10
2006,النجارين,carpenters,46
11110,دعم,backup,35
13512,تاج,crown,13
6466,فرن,oven,63
10377,شريك,partner,32
12827,الكورية,korean,19
10596,فرس الرهان,racehorse,28
12307,مجرد,merely,8
6264,الأمثل,optimum,70
5208,متسرع,hasty,75
11903,مليا,em,27
13291,الأمة,nation,7
4375,بانورامي,panoramic,81
6469,أوبك,opec,69
8356,التواء,strain,46
4923,إعادة جدولة,rescheduled,73
14391,سبتمبر,september,6
11555,حكمة - قول مأثور,maxim,30
9671,استيفاء,fulfilled,37
5580,سترة,vest,56
1058,حماسة,zeal,96
9061,القمصان,shirts,36
13068,هندوراس,honduras,18
9806,يختار، يقرر,opt,36
1900,حدبة,hump,87
1583,فينيلالانين,phenylalanine,94
7772,نترات,nitrate,57
329,غير مادي,immaterial,100
3538,تفكيك,dismounted,79
14327,د,d,7
10718,بانانت,pennant,38
14431,عارضات ازياء,models,12
10295,المتمردين,rebel,27
12587,جرو,guru,23
4119,افا,ava,82
2994,بلاء,blume,88
12229,غير مبرر,unjustified,26
1899,سنترو,centro,93
1606,الفزع,dismay,85
10460,رومانسي,romance,40
847,ألثيا,althea,98
5661,الرماية,archery,73
12562,فنلندا,finland,23
5196,حبيبات,particles,47
3237,غير قانوني,unlawful,82
8685,نشأ,arose,54
8527,مخلوقات,creatures,46
11336,سحبت,withdrawn,34
8780,نيللي,nelly,53
11285,النظام الحاكم,regime,33
3932,نطق,pronounce,38
4567,التشيلو,cello,80
2644,كريم واقي من الشمس,sunscreen,90
5420,سونيت,sonnet,68
1510,مشية,gait,94
3770,طائر,birdman,85
8845,دهان,painter,50
10819,ماركو,marco,38
5363,هيدروكسيد,hydroxide,75
5706,تنهد,sigh,70
524,شري,shri,99
5009,تونغ,tong,75
1789,عنقى,cervical,94
3745,غازات,gases,85
7765,يصيح، يصرخ، صيحة,shout,39
11786,السفلي,inferior,30
1874,الفيروسات,viruses,93
12224,العرفية,martial,26
13724,توماس,thomas,12
8037,خفة,wit,23
10185,جوشوا,joshua,42
4226,خنزير,hog,62
11900,كريستال,crystal,27
8555,كوينسي,quincy,55
11413,المتداول,rolling,18
11629,ساسكاتشوان,saskatchewan,31
6882,جدري,chickenpox,66
5863,إعادة الهيكلة,restructuring,61
1353,الحياكة,knitting,81
5797,أشباه الموصلات,semiconductor,69
5453,من الأيلمين,millenium,75
1047,جرين,grane,97
11287,الشريط,tape,27
8642,ستافورد,stafford,54
11993,غير صالحة,invalid,27
9629,محرم,forbidden,47
989,كاميلوت,camelot,97
7482,نزع السلاح,disarmament,62
13200,ملكة,queen,15
13364,اعتذر,apologize,6
13903,يحب,like,5
5626,بوم.,bom,74
5187,الكرملين,kremlin,76
11111,شرح,caption,31
1936,الإكليل,coronet,89
12964,الإغفال,omissions,19
11852,مص,suck,22
6485,الى الوراء,backward,50
2078,النيتروز,nitrous,92
6325,باشر,undertaken,70
448,قارب نجاة,lifeboat,96
3477,المتعاونين,collaborators,18
5803,كاسوس,casus,73
1475,ماسيدون,macedon,95
961,بربر,berber,91
3479,إعادة إصدارها,reissued,67
1093,ثعابين,eels,63
5454,مراهقة,teenager,33
14430,رابطة,bond,20
3845,غرفة الصحافة,pressroom,85
9195,أوعية,vessels,39
749,التسمم الوشيقي,botulism,98
5034,مطرح,excretory,77
1315,الأحرف الكبيرة,uppercase,96
7357,الفرامل,brakes,37
752,الخمول,lethargy,98
7046,بلاد العجائب,wonderland,65
14205,وشملت,included,6
11255,كيمياء,chemistry,35
13852,بعض,some,6
6476,بحدة,sharply,69
893,عسكريا,militarily,97
14396,المطالبات,claims,9
12197,مضرب,bat,9
10323,غور,gore,40
12950,يوم الجمعة,friday,19
8121,مندوب,delegate,25
6250,الغرق,drowning,49
10486,الجراحة,surgery,40
1959,تقلص,shrunk,93
11645,شيفروليه,chevrolet,31
551,الاضطرار,drifter,98
2606,راب,rab,90
14036,بيت,home,7
1303,ني.,nei,96
12696,نمط,pattern,20
4388,رغوة,foam,77
5235,شيه,shih,76
13701,بيانات,data,12
13201,اقترضت، استعارت,borrowed,16
9224,الظهير,fullback,44
14309,شخصي,personal,5
10432,الملكية,monarchy,40
7406,تيك,tic,62
2586,زيروكس,xerox,90
3066,هورنر,horner,88
12323,تشاك,chuck,25
977,طمي,silt,96
56,حادة,incubus,100
9599,فقاعة,boom,44
5456,دوبسون,dobson,75
4935,بائس,miserable,66
4083,زحافة جليد,snowmobile,80
6280,يشب,jasper,68
12209,هوندا,honda,26
6995,الرواق,corridor,62
13749,مسار,track,9
8846,كيوتو,kyoto,53
11771,معروف,recognized,6
11302,من بين,amongst,34
12233,بعد الظهر,afternoon,26
10909,روتشستر,rochester,38
13632,منتدى,forum,12
10284,كبرى,bigger,42
4110,ملحد,atheist,65
1305,مذبذب,oscillator,63
14485,عطوف,kind,13
13494,الاستعلامات,queries,12
3032,بيكولو,piccolo,88
9771,الأساسية,fiber,45
12963,جوني,johnny,19
3094,بدء,commencing,35
12301,مسح,scan,18
2874,متشيطن,leprechaun,87
1616,الساعة الرملية,hourglass,94
13854,خارج,out,6
3641,دفتر,notebook,81
9550,أنتاركتيكا,antarctica,48
11911,غيم,cloud,26
2519,أكثر ازدحاما,busiest,90
9602,وستون,sixty,42
539,أنتيبولو,antipolo,99
12882,ألفا,alpha,20
10290,المدنية,civic,41
5219,توكي,tucky,76
10689,البر الرئيسى,mainland,38
13289,حادثة,incident,14
11237,جاء,gen,34
10956,جزر الهند,indies,24
9376,طائرة ورقية,kite,48
7506,اليسوعي,jesuit,60
950,ألدرين,aldrin,97
3993,عشرة سنتات,dime,77
8168,تسخين,heated,19
12640,عداد,counter,21
14420,اسم الشيئ,named,6
11853,الفايكنج,vikings,23
11898,سريعون,rapid,25
7443,سحق,tract,60
11830,بعنوان,titled,8
10356,الناجين,survivors,32
14424,خصوصاً,especially,11
9975,آلية,mechanism,19
9142,أنشر,hereby,51
5274,الإنجيليون,evangelion,76
7609,أكابولكو,acapulco,62
10227,الأرنب,bunny,41
6800,ماي,mae,66
10242,قروي,rural,42
6160,شعبية,traction,70
10361,وندسور,windsor,41
890,متعلق بدلالات الألفاظ,semantic,70
4178,داز,dz,82
7208,يؤثر,affects,9
5186,معامل في الرياضيات او درجة,coefficient,72
4813,انتقل,relocate,32
11019,تقييم,assess,19
6530,مستعجل,prompt,36
2256,موسيل,moselle,92
3178,ديكور,decorative,37
11412,مهجور,abandoned,28
2830,الإغراءات,temptations,64
11441,طرق,routes,16
520,في عداد المفقودين,unaccounted,94
7193,بارلو,barlow,64
9013,استقالة,resign,25
2733,السباكة,plumbing,83
11232,عنيف,violent,33
791,الأمراض الجلدية,dermatology,98
11762,كبوت,hood,28
9675,معتدل البنيه,slim,46
9395,أندرس,anders,49
7640,متناقض,contradictory,61
13224,الشمس,sun,15
9768,التوترات,tensions,35
4926,بانج,pang,77
2231,جنية سمراء صغيرة,brownie,88
4486,غريم,grimm,81
6777,بياضات,linen,66
6788,درابزين,fender,63
10407,المتشددين,hardcore,41
11359,التبغ,tobacco,34
13830,أيضًا,also,5
8471,مقر,punter,46
1689,غير مروع,unwillingness,94
9321,كورنوال,cornwall,43
1808,اجتاح,overran,94
6544,التوصيل,courier,66
6349,تاكوما,tacoma,69
1156,كاربين,carbine,87
1396,لاء,trt,96
10952,إعلان,announcement,12
3865,حلي,melodic,83
975,يحرض,incite,63
2063,نوتيلوس,nautilus,92
1688,جراد البحر,crayfish,94
14375,قدرة,ability,22
3575,السماوية,heavenly,86
7430,بولمان,pullman,62
11944,أليسون,alison,28
8185,سندريلا,cinderella,58
11533,فضولي,curious,32
586,غير خاضعة للرقابة,uncensored,99
12079,حديقة,garden,22
3827,ترنيمة,hymn,76
11251,قزم,dwarf,33
5656,هورون,huron,73
357,فجوات,draughts,95
6263,الكناري,canary,68
7625,شذرات,nuggets,54
5099,عدد مرات,outnumbered,72
12574,مور,moore,22
10661,أقدم,oldest,39
4804,غير ملاحظ,unnoticed,72
4349,مضجر,tedious,81
11507,ملغ,mg,32
12685,جوا,airborne,22
12057,يتضمن,contained,7
63,مخادعة,trickery,100
867,مخاد,disingenuous,96
3617,غفوة,luge,86
12692,صموئيل,samuel,22
10373,قوات التدخل السريع,swat,41
4256,هورست,horst,82
6693,ديلا,della,67
12481,زجاج,glass,22
10249,إبسيلون,epsilon,42
13810,هو - هي,it,5
8915,بينج,ping,52
9445,خطف,kidnapping,33
10593,أصولي,radical,33
5669,جذام,leprosy,73
6450,شاحن,charger,30
9429,مايو,mayo,49
11320,خطوات,steps,16
13159,مصيبة,crisis,17
6606,باهظ,fancy,61
2842,ضحكة مكتومة,chuckle,66
1619,علبه,attic,93
10973,مدغشقر,madagascar,37
11757,اعادة تشكيل,reform,20
6100,شرب,arbor,71
1213,غير متوفر,unprovoked,96
11466,إعادة تنظيم,reorganized,27
11231,دورية,patrol,25
8348,غير مدعوم,unsubstantiated,56
4989,إريكا,erika,78
8174,هافانا,havana,58
262,ضئيلة,scant,100
13579,كوريا,korea,12
12317,ميداليات,medals,14
6853,تيودور,tudor,66
13710,وبالتالي,therefore,12
14071,يمين,right,7
294,غير مثمر,fruitless,100
13731,الفضاء,space,12
14477,الشركات,firms,35
3847,لمس الظهر,touchback,85
11371,جند,enlisted,29
2695,ليونكيتو,leoncito,90
7839,كذاب,liar,55
10903,لعبة البوكر,poker,38
7886,تجاوزت,exceeded,38
4680,لم يكشف عنه,undisclosed,79
7016,ريفز,reeves,56
1237,بفظاعة,awfully,22
5130,مثير للدهشة,amazingly,77
6558,تأديبي,disciplinary,68
5601,ريتر,ritter,74
11885,كيني,kenny,29
4245,ايفر,eaver,82
11550,الاستنساخ,reproduction,27
8689,للأسف,sadly,54
9460,فيد,fidel,43
1416,حبوب الدواء,pills,57
3925,قواد,gu,84
10807,نيابة عن,behalf,38
8485,حائط حجارة,stonewall,55
8814,سوير,sawyer,52
4776,وقحة,slut,72
9663,النسوية,feminism,47
8060,بيسرز,pacers,54
13688,مليون,million,11
4234,تويد,tweed,82
3665,البلاط,ligase,75
5281,مينات,minuteman,76
1056,سيرين,serine,92
9968,الفلفل الحار,chili,44
10778,ريفي,provincial,38
6840,وزن ثقيل,heavyweight,65
4814,الغزاة,invaders,31
3345,نفاق,hypocrisy,87
5137,المتنورين,illuminati,77
13823,يستطيع,can,5
1244,ينقط,freaking,28
3675,استغلال,tapping,48
9767,النباتات,plants,15
11957,برونزي,bronze,28
13340,مقياس,scale,14
7232,في وقت واحد,concurrently,51
13267,أونتاريو,ontario,16
1917,كوارك,quark,90
8463,الأفيون,opium,55
14427,إجابة,response,11
13256,فيكتوريا,victoria,16
1112,المدربين,instructors,65
8732,اليوغا,yoga,54
4863,جوك,jock,76
9292,معاهدة التعاون بشأن البراءات,pct,50
11979,دولار,dollars,20
9884,الثامنة عشر,eighteen,45
4543,التعريفات,tariffs,58
11030,أولية,preliminary,36
13278,تربيتة,pat,14
8363,ولش,welch,56
11463,ارسنال,arsenal,30
8705,فضيلة,virtue,50
4147,جسر,viaduct,78
13879,الآن,now,7
8075,إسفنج,sponge,58
1127,إفراز,excretion,94
7339,بوصلة,compass,57
8073,الى الشاطئ,ashore,58
5887,صدمة,trauma,72
402,مانا,mana,97
4880,محكوم,doomed,43
5620,مكوندو,condor,72
8963,رغم,spite,51
7584,ايرباص,airbus,62
7616,الكرمة,karma,62
11747,العشرين,twentieth,30
6850,قالب,mold,56
224,ستيبني,stepney,100
12211,راندي,randy,26
9838,نورفولك,norfolk,45
13163,نووي,nuclear,17
12872,تخسر,lose,12
4393,ودع,ld,81
13254,الآسيوية,asian,16
7573,الهذيان,rave,51
5082,خادم,servant,57
8349,لانجلي,langley,56
6555,ارتجاج في المخ,concussion,65
3212,ورق الجدران,wallpaper,84
1405,مينيرفا,minerva,95
3586,غير طبيعى,abnormal,69
12631,رمادي,gray,22
12917,غير مجهول,unreferenced,19
5448,زائف,spurious,75
3389,زيوت,oils,16
3888,نايلون,nylon,83
4790,دروري,drury,79
12903,أوكلاند,oakland,20
2052,كسورية,fractal,88
8757,موزارت,mozart,53
2574,كشف رواتب,payroll,89
6036,جوهرة,jewel,60
7370,إيقن,elk,62
14162,آحرون,others,5
2812,مشادة,altercation,87
6340,بدعة,novelty,67
3998,ضبابي,misty,83
364,النبلاء,noblemen,100
10531,بيروت,beirut,40
9023,أحدث,newer,52
12175,زوجة,wife,27
8801,النيكل,nickel,51
13847,شركة,company,9
10963,ختم,stamp,31
2992,سكروم,scrum,88
