ID,ARABE,DANOIS,INTERVAL
12525,لورنس,lawrence.,23
2523,الردف,spanking.,82
13418,مالك,holder,14
989,كاميلوت,camelot.,97
1707,كرة نارية,fireball.,91
9913,كمبوديا,cambodja.,44
14097,مقابلة,møde,9
5023,في اتجاه عقارب الساعة,med uret,77
11915,الحرم الجامعي,universitetsområde,29
13969,يتحكم,styring,11
4168,خل,eddike,82
4994,قوة القوة,powerhouse.,71
1147,diehard.,dø hårdt,96
4787,وودبيري,woodbury.,79
1842,ليلة,nightly.,93
7548,هانوفر,hanover.,62
12249,رداء,cape.,26
255,البلاديوم,palladium.,100
11250,سندات,obligationer,20
11751,الصوت,bind,27
3677,مثير للضحك,latterlig,84
11319,أليس,alice.,34
8516,تكثيف,intensivering,55
356,الأميرالية,admiralty.,99
437,أميجا,amiga.,98
12851,بالتيمور.,baltimore.,20
14162,آحرون,andre,5
2830,الإغراءات,temptations.,64
5199,بواب,pedel,76
6957,الشبح,stealth.,65
14477,الشركات,firmaer,35
977,طمي,silt.,96
13078,مطار,lufthavn,17
2737,اليونسكو,unesco.,89
572,زاحف,reptilian.,99
5429,ديونيسوس,dionysus.,75
8858,غونغ,gong.,52
11090,دولة قطر,qatar.,36
1826,مفسد البهجة,grinch.,93
10793,الإعدادية,forberedende,38
327,كيمونو,kimono.,98
6831,الحفاظ,vedligeholdelse,23
12151,المنزلي,indendørs,26
7072,إعادة تحميل,genindlæsning,53
4403,ريجنت,regent.,34
1546,باد,padre,43
853,كيلكيني,kilkenny.,98
10259,تكتونية,tektonics.,39
13538,امتثال,overholdelse,13
8794,ساراتوجا,saratoga.,53
8635,العلجوم,tudse,53
5366,منفتح,outgoing.,75
8644,جغرافي,geografisk.,33
6380,طيفي,spektral,69
2627,مادة صمغية,harpiks,79
4088,أكاديا,acadia.,83
4019,الدخان,smoky.,83
13358,شتاء,vinter,14
11396,يتخطى,springe,28
6027,أكياس,tasker.,36
8971,العزلة,ensomhed,52
4517,نيترو,nitro.,80
14334,أمريكا,amerika,5
13023,الحدود,grænse,16
6012,الاستقرار,tibia.,71
11405,روميو,romeo.,33
6067,عاصف,blæsende,71
10366,مثليه,lesbisk.,39
12483,نعمة او وقت سماح,nåde,23
2897,الكوليسترول,cholesterol.,88
12616,عملة,betalingsmiddel,22
11720,اكتشاف,opdagelse,26
10801,هايز,hayes.,31
1434,مستيقظ,vågen,92
12932,جنو,gnu.,19
7035,أبت,abt.,64
5114,طبلية تاج,abacus.,77
4827,ولتر,lister.,78
13957,عديد,flere,7
1945,فيرمي,fermi.,93
8779,اللون القرمزي,rød,52
7908,صهيونية,zionisme.,60
9196,سيوكس,sioux.,50
13519,بن,ben.,13
3562,انفصل,slå op,83
11296,خمسة عشر,femten,34
10847,أنغولا,angola.,38
5400,رامي,rami.,74
2614,روضة أطفال,børnehave,88
3811,غرام,gram,64
1612,سرير نقال,cot.,88
3595,مبيدات الآفات,pesticid.,79
473,وسيلة للتحايل,gimmick.,96
11703,عمودي,kolonne,26
467,استعلام,forhøre,70
3647,جينغ,jing.,85
10932,مثلث,trekant,35
11466,إعادة تنظيم,reorganiseret,27
11928,استثنائي,ekstraordinær,28
3698,أسفل,nedadgående,45
6280,يشب,jasper.,68
795,طيب المذاق,velsmagende,96
10227,الأرنب,kanin,41
10546,سرير,seng,38
871,تارو,taro.,97
10395,غواصة,undervandsbåd,39
4114,اختصار,shorthand,70
783,بادر,prob.,97
625,المشرعين,lawmakers.,94
2653,الملاثيون,malathion.,90
11205,مانغا,manga.,35
8825,مذكرات,dagbog,47
7590,الأيسلاندية,islandic.,28
9272,ألبيون,albion.,50
736,لباس نوم,pyjamas,94
8263,مدراس,madras.,57
12115,الثقافية,kulturel,12
8294,روسو,rousseau.,57
4226,خنزير,hog.,62
5302,تالون,talon.,72
4844,كارلين,carlin.,78
2831,لوكس,lux.,78
9918,الشيطان,satan.,37
7462,التراث الشعبي,folklore,62
5641,وضعت,udtænkt,65
11670,الثالث عشر,trettende,31
13186,أجنبي,udenlandsk,16
807,لانسلوت,lancelot.,98
12615,نائب,vice.,22
6138,رسوم البريد,porto,70
1797,فقدان الذاكرة,amnesi,93
6269,الكربوهيدرات,kulhydrat.,69
13490,فكرة,ide,12
5269,كاساندرا,cassandra.,75
9109,مذهل,spektakulære,51
12796,ستيوارت,stewart.,21
14228,آلة,maskine,9
2950,البيرولين,pyrroline.,88
1567,عدد الأميال,kilometertal,95
7594,جد,bedstefar,61
8010,المضمن,embedded.,56
2123,مضاد للدبابات,antitank.,92
6324,هيليني,hellenic.,38
9546,مجاعة,hungersnød,47
10532,ملاك,vol.,32
13790,التلفاز,television,11
7103,ينقرض,uddød,43
462,على النقيض,kontrasteret,33
5775,المقسورات,divisors.,67
11461,امتداد,span.,28
5086,متفشيا,rampant.,77
11235,اصمت,lukke ude,22
10945,قرد,abe,36
4974,اللوحة الأم,bundkort,78
11964,القنب,cannabis.,28
7390,رجل صالح,god mand,62
4987,طارة,hoop.,67
14106,مستوى,niveau,11
7892,حليف,allieret,18
2150,مشط,muffed.,92
4329,عنيد,tenacious.,78
5405,نسخة مطابقة للأصل,replika.,67
14129,أبداً,aldrig,10
2941,زهر,blomst,75
5824,ليندن,linden.,72
9509,فانيسا,vanessa.,48
2132,مكان وجود,opholdssted,92
9044,نبي,profet,46
8095,أرنبة,hare,56
2022,العنصر النائب,pladsholder.,92
468,بثور,pluribus.,99
3652,أيلير,atelier.,84
276,الإنجيلية,evangelisk.,73
3667,عقوبة,sanktion,14
13496,قائد المنتخب,kaptajn,13
1290,بلا عيب,fejlfri,96
8266,هيا,ee.,57
10349,بليموث,plymouth.,41
1585,البووجي,boogie.,94
10974,سلسلة جبلية,sierra.,37
2524,طاغية,tyrant.,84
1178,مسيرات,marchers.,92
4810,لوي,louie.,78
278,أرض المعارض,fairgrounds.,98
4586,roscover.,gå over,79
9975,آلية,mekanisme,19
13530,دفع,busk,13
11709,قرب,nærhed,30
5608,النتيجة,thrashers.,71
3593,السامرية,samaritan.,84
8538,ولد عم,fætter,45
1093,ثعابين,ål,63
266,متساهل,lenient.,96
5740,طبيب بيطري - بيطري,veterinær.,73
10435,فينشي,vinci.,40
7607,جاليلي,galilei.,62
14377,شارع,gade,10
6963,أفروديت,aphrodite.,65
988,لا يزال الرجل,stillman.,97
12131,مرشح,kandidat,19
3808,غير مسلم,uncalled.,84
11440,الإكوادور,ecuador.,33
3139,حميم,intim,75
10479,إثيوبي,etiopisk.,39
7606,ناموس,myg,58
8726,اي جي,ag.,54
7499,سطح المكتب,desktop.,62
2788,رامبرانت,rembrandt.,89
2842,ضحكة مكتومة,chuckle.,66
8561,مخلص,loyal,54
8736,أحال,transmitteret,43
9924,العربية,arabisk.,44
7691,هندسي,geometric.,59
4935,بائس,elendig,66
5406,استوعب,fordøje,52
7522,سيريوس,sirius.,62
4118,البجع,swans.,41
432,أماني,amani.,100
11228,جلس,sidder.,24
2024,الخبث,ondskab,90
3920,تآكل,korrosion,80
4605,قلادة,halskæde,77
8720,الغرب الأوسط,midwest.,54
165,العمل على,acton.,100
11208,هوليوود,hollywood.,35
10158,مطعم,restaurant,37
6583,عرض النطاق,båndbredde,66
2386,الثقافة المضادة,modkultur,91
5187,الكرملين,kremlin.,76
1980,بوفوتينين,bufotenin.,93
8665,كليوباترا,cleopatra.,54
5851,التيلجو,telugu.,72
6002,كاما,kama.,71
7198,نكص,recoil.,62
8479,سلطة,salat,55
8483,كتلة,blok,55
7974,رأس السهم,arrowhead.,59
9478,الفاشية,fascisme,48
8390,دونغ,dong.,56
9036,باتران,batsman.,52
6988,مواء,meow.,65
5478,جنوبا.,southbound.,75
610,تعويذة، شعار,mantra,97
12081,قصف,bombardement,26
3551,توبيكا,topeka.,86
10433,صوديوم,natrium,40
5798,وومب,whomp,73
8330,شروق الشمس,solopgang,56
12454,جوناثان,jonathan.,24
3793,الأوعية الدموية,vaskulær,84
1688,جراد البحر,crayfish.,94
10064,الإسكندرية,alexandria.,43
3013,غون,grun.,88
13454,نكتة,joke,12
3157,مانشوريا,manchuria.,88
8181,رودهام,rodham.,58
13960,تقرير,rapport,5
4137,قاعة الدراسة,klasseværelse.,75
9101,جهة,flank.,44
6197,عدو,foe.,57
2977,متروبوليس,metropolis,88
13417,المذكورة,nævnte,10
6928,كايزر,kaiser.,65
10525,صغير جدا,lille bitte,40
13665,حجر,skød,10
2710,عمليات البيع,forråde,87
1899,سنترو,centro.,93
5579,ند,nv.,74
2534,تيلمان,tillman.,90
5768,القسم الفرعي,underafsnit,46
9580,مذكور أعلاه,førnævnte,47
267,الظل,tangent.,96
12734,برلمان المملكة المتحدة,commonwealth.,21
6929,بشكل مختلف,forskelligt,65
12346,تعبث,mess.,19
11277,هاربر,harper.,33
6739,خروف البحر,søko,66
8361,فورا,med det samme,56
5872,الفوضوي,kaotisk,71
9622,بالاشتراك,conjunction.,44
2674,غدة درقية,thyroid.,88
4610,تعلمت,lærte,80
475,إذن,udelader.,45
3053,ميرف,merv.,88
11809,كيري,kerry.,29
5636,كرامة,værdighed,73
10653,الماسك,catcher.,35
1767,المعاشات التقاعدية,pensions,62
446,غير معلن,uncharacteristisk.,88
6990,هاون,mortars.,38
10144,فاغنر,wagner.,43
93,المعالجات الدقيقة,mikroprocessorer.,75
10762,اصطفوا,stå på række,37
7383,شريحة لحم,bøf,62
7169,انتعشت,rebounded.,26
13699,دانيال,daniel.,12
9307,لاول مرة,debuterede,18
13034,هولندا,holland.,18
11348,قطاع,strip,27
8889,كوال,koala.,52
5848,فريدمان,friedman.,72
2515,كوساك,cossack.,81
495,دغدغة,kildre,85
13415,ماثيو.,matthew.,14
6581,اندرون,andiron,68
2638,الرماة,bueskytter,57
8211,كوبرنيكوس,copernicus.,57
5972,مكتب المدير,håndvask,51
14195,بدلاً,hellere,6
3228,الإهمال,uagtsomhed,67
10455,بيبسي,pepsi.,40
7524,غير محدود,ubegrænset,62
11322,جولييوس,julius.,34
1094,بوتانول,butanol.,96
11420,فطيرة,pie,32
14321,لغة,sprog,10
7991,الترانزستور,transistor.,56
10794,سانتياغو,santiago.,38
12217,واتسون,watson.,26
8614,الساموراي,samurai.,54
9235,اورورا,aurora.,50
8353,الفضلات,fæces.,56
12535,الاعتداءات,angreb,21
13129,ألاباما,alabama.,17
12273,يوم الثلاثاء,tirsdag,25
2986,إزاحة,onus,88
14380,منظر,udsigt,6
8331,الفتى,lader,53
9289,زا,za.,50
8838,شجاع,modig,22
8907,ترينتون,trenton.,52
11524,مكتسب,erhvervet,22
2786,كوشينغ,cushing.,88
13478,جاكسون,jackson.,13
7586,توت العليق,hindbær,62
2919,كوبورغ,coburg.,88
7464,لينينغراد,leningrad.,62
13192,ويلسون,wilson.,16
7257,الحج,hajj.,63
4675,ويب,ib.,79
4636,مالارد,mallard.,78
10416,برينستون,princeton.,41
1595,غطى,slew.,93
10442,جحر,terrier.,39
12733,التسرع,rushing.,12
7498,اندس,indus.,62
14331,ألمانيا,tyskland,10
4372,لفه,coil.,78
786,ده,doh.,98
9410,دون قصد,utilsigtet,47
9919,بارت,bart.,44
9386,البلغارية,bulgarsk.,46
4902,بوم,kofanger,74
10244,جيرو,giro.,42
11355,إدغار,edgar.,34
11366,ميثاق,charter,31
7173,بني,bis.,41
9938,غير قادر,cant.,44
742,فيبي,phoebe.,98
7435,أخوة,broderskab.,62
12272,بابا الفاتيكان,pave,25
1257,أكثر سمكا,tykkere,96
2544,غير متساو,ujævn,90
9266,مارتينيز,martinez.,50
9800,فيتامين,vitamin,44
1264,حالمة,dreamy.,96
6974,النيكوتين,nikotin.,63
2504,رباعية,foursome.,75
9621,عضو مجلس,rådgiver,45
12354,ألا,ar.,24
5084,لصوص,tyve,76
2250,جلسة عامة,plenarfarligheden.,91
8103,متكامل,integral,23
8845,دهان,maler,50
14021,وطني,national,7
8854,فصاعدا,og frem,46
8255,خير,velfærd,57
2451,ضحك,latterligt,38
1742,غير محررة,unedited.,93
10905,كابا,kappa.,37
10214,الفنلندية,finsk,42
10970,متفرقات,misc.,37
12941,مسافه: بعد,afstand,17
7600,نوبة,bout.,60
3012,الدوافع,forskelle,68
6497,أرخبيل,øhav,68
7874,المليارديرات,billionaires.,57
14175,يحفظ,holde,8
4534,أجعد,fuzzy.,80
60,الحمولة,nyttelast,97
221,غال,gaul.,98
6570,تأليف,forfatterskab.,68
5047,ريددي,reddy.,77
5684,زاهدة,anchoress.,73
845,تخمة,glut.,96
10825,بلا هدف,meningsløs,38
14323,جودة,kvalitet,8
5516,الفول السوداني,jordnødder,39
4918,دوميني,domini.,77
6100,شرب,arbor.,70
9948,اليساري,lefty.,44
11512,هاردي,hardy.,31
7494,النزل,lodge.,51
4043,بساطة,enkelhed,82
12763,فون,von.,21
10408,هير,herr.,41
13994,أيام,dage,6
7808,ترى,trey.,60
12452,الانتشار,spredning,22
10412,إحياء,revival.,32
850,كاليدونيان,caledonian.,98
9459,بروك,bæk,29
4611,تنحية,diskvalifikation,76
1438,العنصرة,pisecost.,67
2596,رداء - روب,robe.,81
8792,زيوس,zeus.,53
10836,الأفغان,afghan.,36
9483,ذئاب,wolves.,48
9727,نشرة,opslag,41
8857,أصلع,skaldet,47
6393,الحجز,reservationer,12
8071,باكستر,baxter.,58
11481,ساسكس,sussex.,32
12610,ديل,del.,22
12420,شخص ما,en eller anden,24
3776,الخروج,spændende,16
3088,الخلاط,blender.,88
3640,انقطاع,outage.,66
3783,الكانتونية,kantonesisk,84
10715,طارد، تعقب، متابعة,forfølge,31
6706,البارثينون,parthenon.,67
4922,هوف,hove.,78
11047,ليبيا,libyen,36
10417,سوزان,susan.,40
12326,تصنيف,ranking,7
3891,كور,cor.,84
11147,روزا,rosa.,36
1383,غير عضوي,uorganisk.,96
14267,مبنى,bygning,10
10924,ايمي,amy.,34
12783,استوديو,studio,17
3306,عرافة,hex,85
5261,مكارثية,mccarthyism.,76
7458,آلي,ale.,58
11869,خباز,bager,29
1984,مانج,mang.,91
5477,ميم,mime.,73
11901,بوصة,tommer,20
6148,جنوة.,genova.,70
5515,الإعلان,reklame.,61
62,حفار,digger.,89
1786,الدلماسية,dalmatian.,73
2428,فيتن,witten.,91
10548,الرامات  الذاكرة العشوائية في الهواتف والحواسيب,vædder,22
5676,الديناميكا الحرارية,termodynamik,69
6165,الاكتظاظ السكاني,overbefolkning,69
9853,جامع,yale.,45
8770,قابس كهرباء,prop,48
1454,متسلق,klatrer.,67
8323,وريغلي,wrigley.,57
9569,نهب,stjal,47
10149,بودابست,budapest.,43
10181,جوع,sult,42
8506,بصير,spids,54
14262,شركة كبرى,corporate,15
3519,كلاوديوس,claudius.,86
569,كيندو,kendo.,99
4961,زنبور,gedehams,54
6113,كارثي,katastrofal,55
12294,حلف شمال الاطلسي,nato.,25
11334,ألان,allan.,34
4354,ماخ,mach.,81
4163,لوغاريتم,logaritm.,75
12972,العدو,fjende,17
1870,لحظيا,øjeblikkeligt,93
14271,حقًا,virkelig,9
7305,عري,nudity.,63
10855,ناعم,glat,36
3642,بانديكوت,bandicoot.,85
1948,خوف,khu.,93
13211,يانكيز,yankees.,13
11201,عملاء,agenter,21
10744,الأنف,næse,36
935,الخشب الصلب,hardwood.,96
2760,مريلة,hagesmæk,88
11756,مناخ,klima,29
9448,برمائي,amfibious.,48
12314,اليومي,daglige,25
3278,كوان,kuan.,87
8738,كومودور,commodore.,43
6554,بوتان,bhutan.,68
11576,موناكو,monaco.,32
7295,سبوكان,spokane.,63
13590,تفتقر إلى,mangler,11
218,النتروفينول,nitrophenol.,100
13483,التقويم,kalender,13
1401,مارغريتا,margarita.,95
14378,الوحدات,enheder,6
11811,جرينادير,grenadier.,28
12024,بلاه,blah.,27
11797,تحت الأرض,underjordisk,30
10939,هانك,hank.,33
14179,الأرباح,indtjening,14
8782,مرضي,klinisk,43
12489,الأربعاء,onsdag,23
11804,مصنع,fabrik,26
4206,منزلقات,glider,41
12917,غير مجهول,uberørte,19
13238,ستانلي,stanley.,16
14049,مؤخرًا,nylig,5
13010,القبض,fanget,18
1965,آكل النمل,anteater.,91
6242,دلو,spand,66
13067,شقيق,bror,12
9330,صانع,maker.,40
1865,تقطيع اللحم,skiver.,93
14486,ميزة,funktion,9
9813,خماسي الاضلاع,pentagon.,43
2833,نسيج,tapestry.,88
312,جيمبي,gympie.,100
14118,منح,givet,10
2802,ناس,nasal.,88
299,المجمعة,bundled,76
13060,البرد,kold,18
5346,الكروم,chrom.,75
12470,بونت,punt.,21
1491,بصدق,sandhedstilstand,95
5068,اسحب للأسفل,træk ned,77
3531,الأراضي الرطبة,wetland.,81
3721,الهولندية,dutchess.,85
9565,بيتي,betty.,47
5128,دوقي,hertisky.,74
13666,مملكة,kongerige,12
8963,رغم,trods,51
6551,وباء,epidemi,64
9985,هذيان,delirium.,44
4475,سكارفين,scarface.,81
13740,مشترك,almindelige,10
65,النكسات,tilbageslag,73
5141,روش,roche.,77
5683,نقطة تفتيش,kontrolpunkt,62
9496,مرتب حسب الحروف الأبجدية,alfabetisk,27
6808,أبي.,abby.,66
9949,محاط,omringet,24
7821,عصبة جمعية سرية,cabal.,59
7999,سافانا,savannah.,59
10292,الصورة الرمزية,avatar.,41
3055,تسليم,handoff,88
1162,باتيمان,bateman.,96
8677,الخوض,autism.,54
11331,شارة,insignia.,34
6847,جورري,guerre.,66
10403,رجس,snavs,41
5552,سيستين,sistine.,74
524,شري,shri.,99
530,سمك الحفش,sturgeon.,98
10566,تايبيه,taipei.,39
422,سترينجر,stringer.,97
1077,تحليل,analysere,40
5318,فحص,undersøgelse.,28
11719,سمة,tema,26
5783,عتيق,årgang,73
7783,رافائيل,raphael.,60
12044,ميلووكي,milwaukee.,27
4266,بريموس,primus.,82
10608,غاندي,gandhi.,39
13062,الفتيات,piger,12
13778,ويلز,wales,11
10001,نبذة مختصرة,abstrakt,41
12279,معد,forberedt,16
3272,واجب,obligatorisk.,87
6132,ماجي,maggie.,70
10663,انتقام,hævn,38
1836,بكارة,maidenhead.,93
3845,غرفة الصحافة,pressepromat,84
10499,هولدن,holden.,40
10539,عقيدة,lære.,38
5796,ربات البيوت,housewives.,73
8043,ماريان,marian.,59
13562,شهر,måned,10
9730,انتفاخ,bule,46
12313,أعلى فائق,supreme.,25
12786,فانكوفر,vancouver.,21
5898,الماركسية,marxisme.,72
8366,مناورة,manøvre,42
14037,منطقة,areal,9
4623,فلوتو,flauto.,80
11246,بشكل أساسي,i det væsentlige,26
1505,الباسط,basset,95
14303,حقيقة,faktum,6
12569,طائرات,jetfly,19
5586,ساذج,naive.,70
9990,الكم.,quantum.,44
12118,دودجرز,dodgers.,24
2218,عندها,hvorefter,91
13170,يرشد,guide,14
6650,صالحة للاستعمال,brugbar,64
6746,أثاث المنزل,møbel,67
2406,المعاد الاجتماعي,antisocial,91
7297,ملاذة,malaya.,63
10410,كريا,crea.,41
711,عيب,disservice.,98
3401,نوس,nous.,87
6836,الأوراق النقدية,pengesedler.,35
8247,بندق,nød,43
5286,تروي,trois.,76
6330,ضوضاء,uorden,51
9242,الهدنة,våbenstilstand,50
14499,ديفيد,david,9
13298,غاري,gary.,15
9623,في الاتهام,figura.,47
487,مبالغة,overdrivelse,61
3618,شيف,shiv.,85
6865,ممانع,modstræbende,60
10048,رغيف الخبز,brød,43
6927,جوتيريز,gutierrez.,65
2704,تنبيه,advarsel,27
6042,موتوكروس,motocross.,71
5436,أندروميدا,andromeda.,75
12083,صارم,streng,27
6612,جرار زراعى,traktor,63
1400,ألمع,lyseste.,95
2382,رانجون,rangoon.,91
6179,وحدة المعالجة المركزية,cpu.,67
8002,ريغا,riga.,59
13388,نيك,nick.,14
13789,في صحتك,cheers.,11
2445,التمرير,scrolling,41
10275,أوتو,otto.,42
8427,البركانية,volcanic.,55
8089,لارس,lars.,46
289,مفتون,fascineret,46
11257,هدم,ødelægge,14
921,تحصيل,procurement.,78
169,دهس,diss.,100
10860,بكر,jomfru,35
4406,هامسيسيا,marginalia.,81
5320,توبر,topper.,63
4347,بيط,pte.,81
7625,شذرات,nuggets.,54
7184,المنتقمون,avengers.,40
13825,له,hans,6
6573,دريسدن,dresden,68
13607,متصفح,browser.,12
7867,أجور,lønninger.,29
6290,قذرة,sløset,69
9388,هونولولو,honolulu.,49
12250,مورقة,leafy.,26
12155,تيرنر,turner.,27
13802,مع,med,5
6625,ذئب امريكى - كايوتى,prærieulv,52
1591,انقضى,forløbet,92
8969,متوافق,kompatibel,48
5651,التنافذ,osmose,73
2166,شار,char.,82
7472,wilderness.,ødemark,48
8367,توبي,toby.,56
2069,حساب المثاثات,trigonometric.,92
249,نيوزويك,newsweek.,100
2540,خطأ فادح,blunder.,80
8553,الدموية,circulatory.,55
9953,بايرون,byron.,44
9230,قالب طوب,mursten,45
3483,بارونيت.,baronet.,79
14150,قادر,i stand,6
3398,الفناء الخلفي,baggård,87
1756,زملاء الصف,klassekammerater,84
9535,مؤجل,udsat,42
4442,حسد,misundelse,80
8101,كاسر التعادل,tiebreaker.,58
12442,قبض على,fangst,18
9022,الخط الساحلي,kystlinje.,50
7266,رونوك,roanoke.,63
4835,الجدي,stenbukken,78
13908,ها,hende,9
11503,التبت,tibet.,32
5506,عدم الاستقرار,ustabilitet,74
11153,التعرف على,anerkendelse,35
2394,فيلموجرافيا.,filmografi.,88
14403,قريباً,snart,9
10311,غير متطال,usalvageably.,41
9254,سياره اسعاف,ambulance,45
7843,إيماء,vc.,60
11072,مسروق,stjålet,36
10980,الترقية,opgradering,21
6048,الفرنسي,frenchman.,71
4048,باختصار,nøddeskal,83
3458,باتي,batty,87
4687,تطويق,kantsten,68
12391,مورغان,morgan.,25
1640,إعادة طبع,reprint.,64
13095,الحريه,frihed,17
564,متوسطة,sequitur.,99
13173,ثانوي,sekundær,16
7646,أواد,od,61
5527,بريست,brest.,74
1003,أمراء الحرب,warlords.,82
14357,سهل,let,11
10919,قبلة,kys,34
14382,مكتمل,komplet,8
8411,بورتو,porto.,56
7761,الهيكل العظمي,skelettal,60
3917,كيوبيد,cupid.,84
7262,ستيلا,stella.,63
2298,هيدروكلوريد,hydrochlorid.,91
3941,نظرة خاطفة,peek.,81
2550,عيدان,hamp.,90
7246,الأحدث,nyeste.,63
6900,حساب,redegjort for,5
11219,برا,br.,35
4979,بوفين,bovine.,78
1793,السليلوز,cellulose.,88
11166,مقدم,indsendt,22
14290,شمال,nord,8
13711,الجزر,øer.,9
5299,سوء السلوك,dårlig opførsel,76
7342,فخار,keramik,62
7423,أنجلينا,angelina.,62
8793,دايتون,dayton.,53
14432,تأمين,forsikring,13
14441,إمداد,levere,18
7801,باتريشيا,patricia.,60
13175,ناظر,nea.,16
996,زك,zak.,97
9016,أوركسترا,orkester,50
10656,بطريق الخطأ,ved en fejltagelse,34
9752,سونغ,sung.,46
813,العتابي,tabby.,98
13035,شؤون الموظفين,personale,18
3827,ترنيمة,salme,76
12660,تشارلي,charlie.,22
3248,الأرض,earthman.,88
6658,كارفر,carver.,67
12092,تعطيل,inaktiveret,26
7899,اعفاء,lindre,27
11126,متستر,sneaky.,36
142,ملاك الأراضي,landejere.,93
12630,منشأة,facilitet,18
13878,لذا,så,5
7738,لم يتم التحقق منه,unverified.,45
5347,شهواني,erotisk,75
2014,مغري,fristende,65
624,سيماس,seimas.,99
14264,ضروري,havde brug for,6
4099,كورينث,korinth.,83
2470,علم الأمراض,patologi.,79
6803,بولارد,pollard.,66
1932,ميدي,midi.,92
6820,نصف شهري,semimonthly.,66
10134,بابوا,papua.,43
6302,حلزون,snegl,64
3599,ترسخ,forankret,78
10207,جاكيتز,jakker.,34
306,داي,dae.,100
10308,شيت,chit.,41
3848,السلطات القضائية,jurisdiktioner.,50
5426,سيتون,indstillet på,75
6394,إكليل الجبل,rosemary.,69
4709,بيتسوستاسي,homøostase,79
12778,انتهاك,overtræder,6
12947,هوية شخصية,id.,19
10672,المحافظة,vedligeholdelse.,13
9168,عرش,trone,50
6690,جوهر,essens.,67
9632,يتألف,består af,23
1774,منظرا,parallax.,92
3729,الإنديوم,indium.,85
3660,تطبيع,normalisering,14
11938,جبنه,ost,28
1754,ذاكري,mnemonic.,90
12910,معيار,kriterium,19
3050,ثيسل,thistle.,81
11805,الكوبان,cuban.,29
11149,خطير,farligt,20
12530,سر,hemmelighed,21
5874,البروتينات,proteiner.,29
2456,مطبوخ,lavede mad,23
7675,عبوس,frowned.,55
10460,رومانسي,romantik,39
7795,الإيثيل,ethyl.,60
1931,هايلس,hailstorm.,88
13731,الفضاء,plads,11
4718,رطوبة,fugtighed,79
11045,جادل,argumenteret,20
859,باورز,bowers.,74
9329,ساكن,dweller.,48
1556,الفرنسيين,frenchmen.,95
6889,روميرو,romero.,66
10486,الجراحة,kirurgi,40
14246,محاولة,forsøger,6
3789,سرادق,marquee.,84
6075,قاسية,grusom,71
8995,قصة طويلة,saga.,51
14391,سبتمبر,september,6
3643,نيكاراجوان,nicaraguan.,84
8696,نميمة,sladre,53
10176,لاهور,lahore.,42
4802,عازف الجيتار,guitarists.,29
592,سوليتير,solitaire.,99
9968,الفلفل الحار,chili.,44
8716,تنصل,ansvarsfraskrivelse.,19
8870,غير مدرك,uvidende,51
2133,جيشا,geisha.,91
9747,قورتربك,quarterbacks.,14
3548,الأميبا,amoeba.,86
5789,جوديث,judith.,73
13726,إسرائيل,israel.,12
2622,حربية,battleships.,58
13232,دودو,dodo.,16
12720,حصان,hest,19
7533,صوف,uld,62
8035,بعيدة,fjern,59
3542,الأحذية,fodtøj,86
13180,كولومبيا,columbia.,16
3624,شاريت,charette.,85
12636,كيم,kim.,22
9550,أنتاركتيكا,antarktis.,48
10753,شان,chan.,38
13937,جداً,meget,8
12517,مطرود,fyret,10
11463,ارسنال,arsenal,30
10371,قاضى,sagsøge,41
2741,التبسيط,simplistisk.,88
6863,من الناحية المثالية,ideelt.,35
6237,باحترام,respektfuldt,11
6459,صدأ,rust,64
6257,أمتعة,bagage,70
6823,دونا,donna.,64
6476,بحدة,skarpt.,69
6084,هاش,hash.,65
12631,رمادي,grå,22
192,ايكو,ako.,100
5956,الرباعية,quartet.,70
11875,فلسفة,filosofi,28
13806,مثل,som,5
14176,ينظر,se,5
5856,لربيا,lea,71
7115,ردهة,lobby,49
8173,محتشم,beskeden,58
6906,الجلوكوز,glukose.,65
2238,كارفاكس,carfax.,91
1939,سلا,slough.,93
1141,فيجو,figo.,96
11680,سالم,salem,31
13777,إسبانيا,spanien.,11
10056,مالي,mali.,43
5656,هورون,huron.,73
5664,تقاطع طرق,crossroads.,72
5472,توضيحي,forklarende,75
4921,أحر,varmeste,78
6346,الثور,bison.,62
2769,وديس,addis.,89
9407,انحراف,sppr.,49
12481,زجاج,glas,22
597,المستعمرون,kolonister.,90
2763,النظام الأساسي,vedtægter.,62
12803,سكة حديدية,railway.,18
12583,حفرة,grube,17
5173,فراغ,fritid,74
4562,لوبوس,lupus.,80
3572,الإعصار,twister.,81
926,بريتين,britten.,97
6538,متكبر او مغرور,arrogant,60
12158,شيطان,djævel,19
1651,لسي,lordy.,94
14107,عام,generel,7
9507,متردد,tvivlsom,48
9342,مثيري الشغب,rioters.,49
1064,التبجيل,revered.,52
9720,هيكل عظمي,skelet,45
11990,يضيع,spild,22
10619,مشروع - مغامرة,enterprise.,35
7237,سوندرز,saunders.,63
13859,وقت,tid,5
8875,أبو الهول,sphinx.,52
543,هارمان,harman.,99
12063,كاتب,forfatter,19
13236,ديفيس,davis.,14
13430,الوردة,rose,13
1542,لافانت,savant.,95
7488,التقديمات,indsendelser,44
9081,تنزانيا,tanzania.,51
8052,التلغراف,telegraf,55
837,زيادة الوزن,overvægtig,98
1331,جيبس,jibbs.,96
5073,القيود,begrænsninger.,71
1568,ييبي,yippie.,88
