ID,ARABE,FRENCH,INTERVAL
7713,كورفيت,corvette,49
3530,الزراعة المائية,hydroponique,79
12385,الفرعية,sous,15
11100,داخلي,intérieur,24
3020,منظف,détergent,83
8965,متألق,énorme,40
8186,سندريلا,Cendrillon,45
6706,أرض,un terrain,56
10749,لاسلكي,sans fil,27
234,كوتو,koto,100
1186,النياسين,niacine,96
6868,ازدراء,mépris,55
5400,النُطَف المَنَويّة,sperme,65
3923,بايس,pais,77
13443,إلى أجل غير مسمى,indéfiniment,7
8398,أجوف,creux,44
10499,إعادة كتابة,réécrit,28
2918,تشيبا,chiba,84
1317,مامبو,mambo,95
563,سفوح,collines,99
3132,تثبيث,bâiller,82
8352,على جنب,sur le côté,44
12423,مضحك,drôle,14
12979,ذهب,disparu,10
128,تشكيلة,assortiment,100
4402,تشيز برجر,cheeseburger,73
4827,بعنف,sauvagement,70
5203,جينا,galanterie,67
9961,يحصل على,obtenir,32
529,هاين,hayne,99
6842,فاسق,ficher,55
522,مدمن,enfermé,99
12321,غلوريا,gloria,15
10176,هداف,buteur,31
11538,المشتق,dérivé,21
13753,مذياع,radio,5
13706,أندرو,Andrew,5
11355,السودان,Soudan,22
5449,زائف,faux,65
7954,واق ذكري,préservatif,47
10594,أصولي,radical,28
13496,راحة,du repos,7
3025,مهر,lehr,83
9803,مفاجأة,surprenant,33
142,ريد,reis,100
6651,صالحة للاستعمال,utilisable,56
7962,كاثي,cathy,47
5136,انقطاع,césure,68
3785,تراجع,régression,77
50,مقدمة,avant propos,100
13731,الأسبانية,Espagnol,5
4880,المرتزقة,mercenaire,69
846,تخمة,surabondance,98
5605,توكسون,Tucson,64
8345,على مستوى الولاية,tout à fait,44
3489,كاليبسو,Calypso,79
2876,عصير التفاح,Cidre,84
11705,كره ارضيه,globe,20
8492,ذو الروح العالية,Mahatma,43
8646,مأوى,abri,42
4898,كونفوشيوس,confius,69
6872,استنساخ,cloner,55
13675,كثيرا,parcelle,5
10477,تحولت,commuté,29
12644,دعا,invité,13
6695,ميرلين,Merlin,56
11639,مورفي,maudit,20
6966,القذف,éjaculation,54
11543,المغرب,Maroc,21
5128,كولا,kola,68
3373,نقائص,lacunes,80
11372,جند,enrôlé,22
8888,كول,coli,40
621,حرب الطائرات,fusil,99
2361,براكين,fougère,88
8703,إطاحة,renverser,42
11323,جولييوس,julius,22
481,أحادي المعدن,monomère,99
8860,أوساكا,Osaka,40
4084,زحافة جليد,motoneige,75
1107,غير منقطع,ininterrompu,96
5029,امتلاكي,propriétaire,68
7444,سحق,tractus,51
4042,غوس,gauss,75
162,العصابات,bacille,100
5490,نصوص,bondir,65
3905,سيفاكا,Sifaka,77
8573,بلك,blember,42
13032,المؤسسة,fondation,10
4343,تشريح الجثة,autopsie,74
10085,فرضية,hypothèse,31
2233,شد,resserré,89
1065,التبجيل,vénéré,96
11838,دجاج,poulet,19
8475,تهدف,visée,43
7290,كيمب,kemp,52
2186,المغمورة,submergé,89
915,ميرتون,merton,97
8723,رعاة البقر,cow boy,41
11299,رائعة حقا,étonnante,23
6192,هه,il h,60
10785,يقال ذلك,apparemment,26
6744,بلاي بوي,playboy,56
10287,طائرات الهليكوبتر,hélicoptères,30
11221,مناسب,adéquat,23
228,التجميل,cosmétologie,100
13532,تل,colline,6
12506,روبن,robin,14
7532,البالستيسي,balistique,50
11507,قطر الدائرة,diamètre,21
4561,عادل,mousqueton,72
388,رينوار,renoir,100
1671,تتبع,titer,93
6795,موسى,musa,55
3475,غير مؤلم,sans douleur,80
10640,المعاملات,transactions,27
8742,ريميكس,remixe,41
11495,شالوم,shalom,21
413,بيريتا,béretta,100
10908,بنديكت,benedict,25
8072,باكستر,baxter,46
6730,صيغة المفرد,singulier,56
12886,الصحة,santé,11
12540,مجموع,somme,14
2650,بورجوندي,Bourgogne,86
4340,كانيا,Cowan,74
6415,سانغر,sanger,58
11679,برمودا,bermudes,20
6324,لدغ,bavardage,59
9163,حريصة,enthousiaste,38
5876,احتمالية,probabilité,62
884,برفض,subtilement,97
733,كومارا,kumara,98
12077,سرطان,cancer,17
3500,فيشي,vichy,79
10535,غير متماسك,incohérent,28
2348,بلاد,copeaux,88
10272,ابن عرس,belette,30
9440,أندورا,Andorre,36
4289,العقل المدبر,cerveau,74
7414,لماع,spangelé,51
3185,مفاهيم,notion,82
9537,شجار,bagarre,35
10202,تنبؤ بالمناخ,prévision,31
2623,حربية,cuirassés,86
3542,تطريز,broderie,79
13467,شاملة,globalement,7
5390,ساخرة,cynique,65
13357,مستقل,indépendant,8
7542,زائير,Zaïre,50
10033,إفتراضي,défaut,32
8698,هراء,connerie,42
419,شير,sherque,100
7620,سحري,magique,49
10030,سكينر,skinner,32
13157,الرئاسة,présidentiel,9
1155,مورفين,morphine,96
6442,تحت الماء,sous marin,58
5309,دهون,lipide,66
6647,قابل للحياة,viable,56
420,الالعاب النارية,pétard,100
4658,دعم,défendre,71
7117,الكساد,bousiller,53
12647,السعر,le prix,13
3151,اغلق,fermer,82
11574,اديسون,Edison,21
10075,محمد,Mohammed,31
10741,كينغستون,kingston,27
5130,الجرام,marionnette,68
10256,كثافة,densité,30
5171,يستفز,provoquer,67
12003,بيير  بيير,pierre,17
13017,مرض,maladie,10
2599,تحفة,chef d œuvre,86
424,الكاتب المسرحي,dramaturge,100
3001,بشكل ملحوظ,nettement,83
7393,جزار,Boucher,51
10086,بارتون,barton,31
9700,الشباك,curling,34
12403,اطلاق الرصاص,tournage,15
1908,بيان,communiqué,91
4525,المتجر,marché,72
10003,مصور,imagerie,32
12946,وضع العلامات,classement,11
2476,بنية,treillis,87
886,معجم,lexique,97
3549,الأميبا,amibe,79
936,الخشب الصلب,bois dur,97
4482,وسيم,Beau,72
2216,ترميز,codec,89
12753,أخير,dernier,12
8537,ممتاز,stellaire,43
5148,سرفانتس,cervantes,68
475,انتشار,prévalence,99
3357,شرب,tonnelle,81
8550,الفنلندي,Finlandais,43
642,صورة نقطية,bitmap,99
171,بيل,beal,100
13293,الأردن,Jordan,8
11434,لم يهزم,invaincu,22
12873,تخسر,perdre,11
13566,ملء,remplir,6
1798,فقدان الذاكرة,amnésie,92
6326,باشر,entrepris,59
13341,مقياس,escalader,8
3978,إعادة كتابة,réécrire,76
1402,مارغريتا,Margarita,94
7805,الحيوان الثديي,mammifère,48
5393,رائحة كريهة,odeur,65
5875,البروتينات,protéines,62
515,الدبابير,guêpes,99
10079,ريجينا,regina,31
4723,ممات,archaïque,70
2908,الخربشة,scrabble,84
1395,دافع عن كرامته,ressortir,95
3437,الدول الاسكندنافية,Scandinavie,80
13122,ريح,vent,9
850,إيرلندي,Irlandais,98
4273,مجاعة,famine,74
10219,فيما يتعلق,relatif,30
3945,عار,disgrâce,76
1059,حماسة,zèle,96
8943,وخيم,dévastateur,40
11027,مارو,maru,25
5728,كوكوس,cocos,63
8479,قلم,crayon,43
1653,الجرافيت,graphite,93
4700,مطرقة 🔨,hummer,71
10278,مفكر,intellectuel,30
9527,اليورانيوم,uranium,35
12851,ألين,allen,11
5584,إعادة صياغة,reformulé,64
2044,مداهر,éreinter,90
10476,محتمل,probablement,29
10270,البشع,laid,30
897,نمرود ,nimrod,97
7092,طريق سريع,voie express,53
10519,النرويجية,norvégien,28
12115,نعناع,menthe,17
3261,التقارب,affinité,81
7895,احتكاك,friction,47
11339,تحركها,conduit,22
498,ريفييرا,riviera,99
12591,دين الاسلام,Islam,13
8221,ألما,alma,45
180,العودة إلى الوطن,rapatriement,100
6274,عوض,décalage,59
5950,الجراد,criquet,62
3493,شعير,orge,79
1627,كارولوس,carolus,93
2747,إبعاد,déportation,85
5221,محاكاة,simulation,67
13127,الإيطالية,italien,9
8215,تشنج,saisie,45
5573,إجلال أو بيعة أو احترام,hommage,64
3974,سوناتا,sonate,76
858,الميثادون,méthadone,97
5644,كاربوكسي,carboxy,64
9897,شعار,devise,33
9996,قرمزي,cramoisi,32
4022,يعاقب,pénalisé,76
201,كورس,corde,100
12672,زميل,compagnon,13
10168,كيك,gâteau,31
9947,صهيون,Sion,32
286,رائحة كريهة,malodorant,100
7453,حليبي,laiteux,50
4082,باتر,cliquet,75
9914,كمبوديا,Cambodge,33
3784,الكانتونية,cantonais,77
12517,المدنيين,civils,14
6890,روميرو,roméron,55
9253,قياس,métrique,37
11676,شمال غرب,nord ouest,20
4643,سيئ الحظ,malchanceux,71
382,النائب,vice coureur,100
7136,يشبه,ressemble,53
1930,بيل,bile,91
1021,مصنوع,forgé,97
3876,شذوذ,anomalie,77
9395,تيمور,timor,36
8006,أحرق,slams,47
10562,بيانو,piano,28
4379,السكسونات,saxons,73
13665,محلي,local,5
10356,ضغط عصبى,stress,29
1958,الأسبارتام,aspartame,91
7095,برغوث,Puce,53
7610,أكابولكو,acapulco,49
5716,البناء,constructeur,63
7811,روبيكون,rubicon,48
9016,تزلج,patin,39
5513,تسحب,tire,65
5808,أيد,confirmé,63
11252,قزم,nain,23
8578,غير مرئى,invisible,42
1492,بصدق,vérité,94
12835,خاصة,la plupart,11
8561,غير كاف,insuffisant,42
8422,بلاد فارس,Perse,43
13294,من الضروري,nécessaire,8
9900,روفر,vagabond,33
13749,البيسبول,base ball,5
10143,تمرد,révolte,31
6595,سخام,suie,57
13159,كولومبيا,Colombie,9
10366,النبيل,noble,29
12977,أندرسون,Anderson,10
4573,السكان,populace,72
3987,بالذئب,loup garou,76
8320,المريمية,sauge,44
6358,فارلي,farfelu,59
723,يرقة,asticot,98
4640,وخز,picoter,71
1619,بازلت حجر بركاني,basalte,93
2059,بمفرده,de côté,90
2779,ألباكا,alpaga,85
12491,أكبر,plus grand,14
7022,بوس,détachement,54
2643,علاج بالمواد الطبيعية,homéopathie,86
3695,ريدلي,ridicule,78
13330,المناطق,zones,8
867,اندلع,indéfini,97
7256,سرا,secret,52
9273,ألبيون,albion,37
1009,الإبراق,télégraphie,97
558,اللاهوائي,anaérobie,99
3851,رادير,rétrogrant,77
7560,ميتر,indolent,50
4246,ايفر,evver,74
9836,استفسار,enquête,33
2253,لا يقدر بثمن,inestimable,89
7443,مضمار السباق,hippodrome,51
1033,بسعادة,vaillamment,97
3921,تآكل,corrosion,77
11458,بليغ,baltique,21
13356,تقريبا,presque,8
8173,تصور,décrivant,45
2030,حماية,sauvegarde,90
5042,طبع,tempérament,68
8297,عاجز,boiteux,44
2251,جلسة عامة,plénier,89
6193,محو,effacement,60
7066,الاصطناعية,synthétique,53
60,تألق,éclat,100
3379,مفلس,faillite,80
11272,أرباع,quartiers,23
12541,محافظ حاكم,gouverneur,14
8070,بستان,verger,46
13086,الجدل,controverse,10
11758,اعادة تشكيل,réforme,19
9014,استقالة,démissionner,39
983,إعادة تأسيسها,rétabli,97
8777,مومياء,Momie,41
9054,ضباب,brume,39
4652,الجنود,militaires,71
666,مدينون,doit,98
7717,معفى,exempter,49
9168,البراري,prairie,38
13245,صفقة,accord,8
6954,كرمة,vigne,54
11536,التايلاندية,thaïlandais,21
6694,ديلا,della,56
11891,شعار,emblème,18
7600,بطانة,doublure,49
12949,نفاية,Camelote,11
658,سيكويا,séquoia,98
6118,كولوسوس,colosse,60
9071,انسان الغابة,orangutan,39
3709,جسم الطائرة,fuselage,78
13574,غالبا,souvent,6
6132,فدية,une rançon,60
1956,معجم,lexé,91
8733,اليوغا,yoga,41
7147,بارز,peu profond,53
5438,سال,sale,65
92,روديسيا,rhodésien,100
3705,بحار,marin,78
11994,غير صالحة,invalide,18
3985,الأكروبوليس,acropole,76
7300,مونتيفيديو,Montevideo,52
10010,أطول,plus haut,32
12859,سوف,doit,11
5891,جوز,hickory,62
10096,اختزال,réduction,31
1206,شيوع,quan,96
4877,من قبيل الصدفة,coïncident,69
7045,تقرح,douloureux,53
1310,الإنتاجية,débit,95
153,تونك,tunique,100
9588,بنطال,un pantalon,35
9369,أنفسنا,nous mêmes,37
7009,قانوني,légitime,54
13189,الأطفال,enfants,9
3438,دغا,dégazer,80
3146,درزي,druze,82
4284,العقارب,scorpions,74
5627,بوم ,bombe,64
4746,أه,un V,70
7058,لانسر,lancier,53
9832,انتصار,triomphe,33
8131,جودي,judence,46
4282,شهد,témoigner,74
11469,عصا,tige,21
2882,جوبا,juba,84
8235,يميل,penché,45
7028,ميلتي,milté,54
1306,مذبذب,oscillateur,95
3551,الإدارة,managérial,79
2337,جنوبا,au sud,88
7030,وودوارد,boisé,54
1598,كدمات,meurtri,93
13479,جاكسون,jackson,7
9378,ارز,cèdre,37
4478,الكتاب السنوي,annuaire,72
9118,جنسي,sexy,38
12158,فجوة,écart,16
8092,باسو,paso,46
3737,وجبة خفيفة,collation,78
5619,فايف,fifre,64
11232,دورية,patrouille,23
13121,فعلي,réel,9
8746,الكتاب المقدس,biblique,41
10660,رئاسة الوثيقة,précieuse,27
9121,دبوس,épingler,38
11308,الملف الشخصي,profil,23
10658,أعمى,aveugle,27
9580,رقصة التانغو,tango,35
9523,دال,daller,35
9119,أوميغا,oméga,38
12899,يوتا,Utah,11
12059,أمور تافهة,trivia,17
7943,صلة وثيقه,pertinent,47
13618,جدول,table,6
4524,ماراثي,marathi,72
9053,الإلحاد,athéisme,39
11074,سهم,La Flèche,24
5703,بيز,bizarre,63
9198,نحلة طنانة,bourdon,38
8053,التلغراف,télégraphe,46
12819,شمال شرق,nord est,12
3457,استنزاف,usure,80
5727,غير حقيقي,irréel,63
5065,طائفية,sectaire,68
9450,دوم,domestique,36
12686,جوا,aéroporté,13
8396,كوف,cafard,44
3768,المبحرة,croisière,77
9565,جرح,blesser,35
7289,خياطة,pavillon,52
11161,استمع,Ecoutez,24
3873,مسمى,éponyme,77
4835,بيندي,bindoi,70
8202,علم النبات,botanique,45
7726,دفع,Paiement,49
13101,غواتيمالا,Guatemala,10
8226,قعقعة,gronder,45
9801,فيتامين,vitamine,33
10718,زبدة,Beurre,27
6490,إحراج,gênant,58
10359,قصائد,poèmes,29
969,مجدلين,magdalène,97
2088,كليو,clio,90
1050,لامع,brillant,97
8610,مزار,tombeau,42
7755,أكوا,aqua,48
5120,سين,Seine,68
10946,قرد,singe,25
4157,كائن,quai,75
3165,ريد,se retrouver,82
9032,كلوريد,chlorure,39
5333,المحاور,essieux,66
5256,وحدة,module,66
73,تتباهى,se vanter,100
11599,باكال,pascal,20
4336,الطباشيري,crétacé,74
7000,الحقل المصدر,chesterfield,54
2714,بيرويك,berwick,85
13145,الإسكندر,Alexandre,9
2781,التمهيدي,apprêt,85
5156,مائل,incliner,67
12143,هرب,échapper,16
2392,إيمان,iman,88
3657,طقان,toucan,79
8080,كانت,canton,46
2116,تاريخ العرض,aérien,90
8434,غير متقدمة,irréfléchi,43
10719,بانانت,fanion,27
3707,أقر,adore,78
1322,نجح,disperser,95
836,والي,Wali,98
7945,مغبر,poussiéreux,47
2411,تاورانجا,tauranga,88
3550,مفصل,arthropode,79
1318,قرصان,corsaire,95
4435,حثالة,écume,72
2548,خس,salade,87
12919,استهداف,cible,11
6486,الى الوراء,en arrière,58
2553,لا يقهر,invincible,87
415,السونار,sonar,100
2353,آية الله,ayatollah,88
10553,في الداخل,intérieur,28
9937,أوسع,plus large,32
12362,حديثا,nouvellement,15
1726,للعرض,visible,92
12737,الضغط على,pressage,12
13169,قنبلة,bombe,9
5931,سيرج,serge,62
1170,النوع الفرعي,sous type,96
235,ابتسامة,sourire,100
11765,مجاور,proche,19
7382,مفيد,pratique,51
11011,جوي,aérien,25
2699,ليمونين,limonène,85
3159,طبي,plus petit,82
5044,المالطية,maltais,68
10456,بيبسي,pepsi,29
7623,غير مناسب,non conforme,49
11446,مدى الحياة,toujours,22
13059,يأتي,vient,10
9095,يتصل,cadran,39
2279,الوقواق,coucou,89
8863,لاوس,Laos,40
6455,أثينا,Athénien,58
4503,المركبة الفضائية,distances,72
4423,غير قادر,incapable,72
9876,فتاة جميلة,poussin,33
5780,تجاوز,dépasser,63
6055,بوق,picorer,61
869,أمين المظالم,ombudsman,97
770,غشين,goshen,98
11239,يقبض على,arrêter,23
8319,وضح,sous bois,44
7608,جاليلي,galilée,49
155,نيكزس,lien,100
7568,أصل,actif,50
2350,شرطة,police,88
3910,كروسستاون,Crosstown,77
10351,مصمم,designer,29
9312,بوني,Bonnie,37
8758,موزارت,mozart,41
855,سام,solder,98
2821,آفاق,horizons,84
3019,ليفين,levin,83
3912,إيلين,Elaine,77
4744,إعادة صياغة,reformuler,70
12973,العدو,ennemi,10
10769,بذور,des graines,26
12021,السلفادور,salvador,17
6246,ألاسكا,Alaska,59
12731,طائرة,avion,12
11034,حامية,garnison,25
8770,بسهولة,facilement,41
5178,كين,Caïn,67
10879,ألباني,albany,26
10425,تهديد,menaçant,29
660,تلاشى,disparaître,98
3246,عاجزة,agoniste,82
4176,بان,spence,75
12242,بابلو,pablo,16
8807,المفسد,divulgacher,41
5294,ديمي,Demi,66
430,الأمامي,antérieur,100
535,هيرو,hiro,99
8429,كيير,bizarre,43
11065,شون,shawn,24
13057,غراهام,graham,10
5124,ألبوس,albus,68
1640,الحيض,menstruel,93
11432,لويسفيل,Louisville,22
11820,هبط,relégué,19
5739,هلك,péri,63
8100,ويسكي,whisky,46
126,كالي,kali,100
13529,آدم,Adam,6
3216,حساسية,allergie,82
11881,برغر,berger,18
8324,وريغلي,wrigley,44
4416,كارترايت,Cartwright,73
8801,المذيع,diffuseur,41
8980,سقراط,Socrate,40
4731,أقر,plaidé,70
5335,بروبان,propane,66
4520,تجاوز,envahi,72
10822,معيار,norme,26
12461,ويلتون,wilton,14
11699,ألغيت,annulé,20
2047,أولمبياد,Olympiens,90
9678,رودس,Rhodes,34
12721,حصان,cheval,12
8249,وضع علامة على,balise,45
12901,اقتصاد,économie,11
3142,مزعج,bruyant,82
7103,المنشد,chanteur,53
5466,درجة مئوية,celsius,65
6321,غلوستر,gloucester,59
2757,الاضطهاد,oppression,85
4888,ديلوكس,de luxe,69
4858,قارب,skiff,70
1863,ملكي,royal,92
10282,شير,comté,30
4579,بيجي,peigneuse,72
580,غواناكو,guanaco,99
6233,هون,honorer,60
8705,إليانور,Eleanor,41
350,أنجورا,angora,100
2352,إلمام,orme,88
1098,واردين,directeur,96
454,نشرة,engramme,100
2365,رباعي,quadruple,88
12552,عيد الميلاد,Noël,13
2722,دعوى,litige,85
10092,وافر,gotten,31
13670,بسرعة,rapidement,5
11510,احصائيات,Statistiques,21
4267,بريموس,primus,74
4641,طهارة,purification,71
6435,الطليعة,avant garde,58
8155,رف,étagère,45
2201,خضروات,épicerie,89
6959,غير الملموسة,intangible,54
115,الكشميري,kashmiri,100
10182,جوع,faim,31
8506,رومني,romney,43
4783,كرنب,choux,70
7756,يوريكا,Eureka,48
6642,قريب,proche,56
13217,لم يكن,n était pas,9
6721,غير ملائم,maladroit,56
7596,مملكة,Royaume,49
9325,أوضك,observer,37
2597,رداء   روب,peignoir,86
4999,شريف,charif,69
12188,قمة,sommet,16
8265,بريت ,Brit,45
4908,نسوية,féministe,69
10379,ساحرة,sorcière,29
9645,أيقونة,icône,35
9447,بعقب,bout,36
9112,جدوى,utilitaire,38
13186,باتريك,patrick,9
11980,دولار,dollars,18
6912,قطة صغيرة,minou,55
5218,تريستان,tristan,67
351,لقاء,plongeon,100
13202,اقترضت، استعارت,emprunté,9
13117,لويس,lewis,9
4307,شبورة,brume,74
13628,لائق,correct,6
1061,ملاعق,cuillères,96
10744,اللغوي,linguiste,27
1166,القيود,nosphère,96
4470,مجوهرات,bijoux,72
5971,الخارج عن القانون,hors la loi,61
11060,أسبوعي,hebdomadaire,24
13260,فهرس,indice,8
108,فيجارو,Figaro,100
10697,مولر,mullier,27
9069,كرة اليد,handball,39
2934,ديدو,dido,83
7484,مقدار من الياردات,métrage,50
8169,تسخين,chauffé,45
11322,رحلة,randonnée,22
4170,شوارب,moustache,75
8990,أوضح,plus clair,39
13155,الطلاب,étudiants,9
5655,غجر,gitan,64
13654,العراق,Irak,5
12847,معدات,équipement,11
7227,الرافل,raffle,52
12088,واضح,apparent,17
13192,جملة,phrase,9
2593,إعادة صياغة,retravaillé,86
2968,ملثمين,masqué,83
9037,باتران,batteur,39
11630,ساسكاتشوان,Saskatchewan,20
6839,بونغ,bang,55
12308,مجرد,seulement,15
8595,ماركيز,marquis,42
12467,كايل,kyle,14
8741,الثلاثي,trio,41
7204,روزاريو,rosario,52
7739,لم يتم التحقق منه,non vérifié,48
5767,سكوت,Scottie,63
8295,روسو,rouseau,44
2073,كأس,gobelet,90
10544,فهم,compris,28
559,سانغه,sang froid,99
2125,كونستانس,constance,90
389,طائر السمان,Caille,100
5749,مكعبة,cubisme,63
3643,بانديكوت,bandicoot,79
1980,داري,dadi,91
13778,إسبانيا,Espagne,5
12425,منتصف الليل,minuit,14
504,كريست,baptisé,99
1539,أورفيوس,Orphée,94
7893,حليف,allié,47
13382,مهمة,mission,7
38,اغتصاب,violation,100
2960,هوايات,passe temps,83
5199,مساعد الانزيم,coenzyme,67
2976,خطر,péril,83
4663,جرعة مفرطة,overdose,71
5959,من خلال,à travers,61
3010,ناجط,mécontent,83
6388,علماني,séculier,58
263,ضئيلة,pantèle,100
11720,سمة,thème,20
7655,حفر,creusé,49
12186,قفزة,sauter,16
11023,غياب,absence,25
11783,مارك,marc,19
8504,المواطنة,citoyenneté,43
6439,فاحص,vérificateur,58
5358,أركاديا,arcadia,66
5539,سماوي,céleste,65
8047,كراهية,haine,46
7787,تمرد,mutinerie,48
4299,برد,franc,74
6050,أوتريخت,utrecht,61
13490,براي,premier,7
381,كلكان,hydrocarbure,100
7851,الفظائع,atrocités,48
12285,علمي,scientifique,15
6019,تجسد,incarnation,61
5634,بومونا,pomona,64
3553,فسيحة,spacieux,79
8287,قفل,verrouillage,45
13225,الشمس,soleil,9
7446,بيان البيان,manifeste,51
13304,الشكل,chiffre,8
11712,أوليفر,oliver,20
11162,الشعبية,populaire,24
5367,منفتح,sortant,66
11749,مختصرا,concis,19
634,أتوشا,Atocha,99
9102,جهة,flanc,39
2672,أوراسيا,Eurasie,86
2539,ليو,lieu,87
11740,مجال,portée,19
7854,اسكواش,université,48
693,الصابئون,infidèles,98
11407,هوك,faucon,22
13583,قصة,récit,6
1563,ماتا,matta,94
2085,دوني,dhoni,90
2031,سن,promulgation,90
7817,إعادة فحص,revoir,48
11047,المؤرخين,historiens,24
4371,أصالة,authenticité,73
12482,زجاج,verre,14
496,دغدغة,chatouiller,99
11878,معاصر,contemporain,18
8654,التكيف,adaptation,42
10006,فييستا,fiesta,32
10028,لاجئ,réfugié,32
11910,بوبا,bubba,18
1937,الإكليل,couronne,91
5022,موعظ,prétendu,68
1826,سبيرو,spiro,92
10024,الزوج,mari,32
1931,عبودية,esclavage,91
747,الماوي,maoïste,98
4406,السرية,secret,73
3484,بارونيت ,baronnet,79
11013,شمال غرب,nord ouest,25
732,الممارسين,praticiens,98
1275,ري,réellement,95
620,تعقب,traqueur,99
13568,سكوت,scott,6
8867,كلان,klan,40
8061,بيسرز,pacteur,46
5160,محتال,frauduleux,67
9141,كرايسلر,chrysler,38
803,ماتادور,matador,98
5712,إترب,entendre,63
2702,لمعان,éclat,85
11627,غريب,bizarre,20
6033,دلالة,signifié,61
2785,توقيت,minuteries,85
13142,استراحة,Pause,9
11696,ظل,ombre,20
2905,إينفيرنيس,inverness,84
10838,نطاق,spectre,26
3333,الدودة المسطحة,vertage plat,81
2206,إعادة قراءة,relire,89
4671,الحاضرين,participants,71
4748,يعصر,presser,70
3114,سباح,nageur,82
544,هارمان,harmoniser,99
4111,ملحد,athée,75
3433,جلطه,infarctus,80
6458,غيج,jauge,58
9547,مجاعة,famine,35
9911,باجا,baja,33
12903,ننسى,Oubliez,11
8667,هضبة,plateau,42
11152,كونغو,congo,24
6451,شاحن,chargeur,58
7633,الآفاق,perspectives,49
12098,الحجج,arguments,17
9582,تهرب,éluder,35
9783,ريثما,en attendant,34
5157,سري,à l abri,67
7057,حي,quartier,53
13624,معلومات,Info,6
2341,شجاع,graveleux,88
1928,الميثانول,méthanol,91
1548,طقوس العربدة,orgie,94
91,الانتفاخ,emphysème,100
5568,قابل للكسر,fragile,65
8101,كارت,kart,46
11015,افترض,supposer,25
5551,مرحاض,laver,65
11400,نمو,croissance,22
5928,صداع الراس,mal de tête,62
4192,المغازل,fileuse,75
6067,الجاموس,buffles,61
7537,معالج,processeur,50
2940,سيء الجودة,merdique,83
324,التوحيد,monothéisme,100
3509,زيوريخ,Zurich,79
3949,ساخر,sarcastique,76
7263,ستيلا,stella,52
2666,دوامة,tourbillon,86
7333,الحكم,verdict,51
4571,بلطف,doucement,72
708,إزداد,esclave,98
4997,ديويت,cerviter,69
3820,حانة,taverne,77
1379,بيلوجا,béluga,95
10390,سارية العلم,drapeau,29
3541,مرسوم,décret,79
9883,إطار العمل,cadre,33
2695,ابريق الشاي,théière,86
2402,المخالفات,infractions,88
6214,سبائك,alliage,60
11350,الزبون,invité,22
3240,أسر,pulsar,82
12665,وراء   فى الجانب الاخر,au delà,13
13106,دقيق,précis,9
2181,النزهة,pique nique,89
11383,يتخلص,débarrasser,22
4712,الأرق,insomnie,71
4918,صعود,ascension,69
348,ساعي البريد,facteur,100
11978,غير مكتمل,incomplet,18
5482,سعي,effort,65
5344,رباعي,quadruple,66
4398,بوفورت,beaufort,73
2639,الرماة,archers,86
12349,المسافرين,flyers,15
12592,ممارسه الرياضه,exercer,13
7612,العنان,déchaîné,49
8496,اباتشي,apache,43
12412,جدول,ruisseau,15
6018,مريم,miriam,61
7616,الابتسامات,sourire,49
8220,الكاثوليكية,catholicisme,45
11582,روزفلت,Roosevelt,21
4522,غير مألوف,particulier,72
13046,ديسكو,disco,10
5307,كيتو,quito,66
10997,القطبي,polaire,25
13502,اساسي,la norme,7
12909,ندب,cicatrice,11
4853,عاطلين عن العمل,sans emploi,70
4302,بروكلي,brocoli,74
12799,معارضة,opposition,12
8372,تاتشر,chacher,44
12097,سابقا,Auparavant,17
5775,صاغ,inventé,63
3408,الخشب الأحمر,séquoia,80
13643,السجلات,record,6
12367,أمثلة,exemples,15
13363,معرف,défini,8
1211,نجمة خماسية,pentacle,96
7031,سبت,sabbat,54
10739,استأجرت,embauché,27
2176,غير معرف,indéfini,89
5672,سيد,châtré,64
5902,غير مقصود,involontaire,62
1284,مومس,terne,95
8507,بصير,aigu,43
5211,نصف السنة,semestre,67
7997,كامدن,camdoler,47
8859,غونغ,gong,40
13500,جون,juin,7
4464,نص,textuel,72
8955,روند,ronde,40
7188,أشاع,rumeur,52
7963,علمي,savant,47
11873,المتطوعين,bénévoles,18
3053,المواجهة,impasse,83
6280,بيلوروسيا,Belorussien,59
11859,المرتفعات,hauteurs,19
8759,مغناطيس,aimant,41
13441,ما من أي وقت مضى,peu importe,7
1830,غير عملي,lourd,92
1529,مثانة,vessie,94
726,المنسوجات,textiles,98
774,راين,rhée,98
8089,تعهد,engagé,46
9204,جامبوري,jamboree,38
4631,التقزح اللوني,irisation,71
10190,تشريع,législation,31
9180,بنزين,essence,38
1760,التوحد,autistique,92
3321,الشحنات,expédition,81
10678,الغزال,cerf,27
6086,أثقل,plus lourd,61
3221,تموجي,ondulé,82
893,العصر العباسي,abbaside,97
11297,خمسة عشر,quinze,23
8102,كاسر التعادل,cravate,46
9960,غارفيلد,garfield,32
11824,هومو,homo,19
129,الثرثرة,bavarder,100
12208,برجلز,pring,16
6970,بيزلي,paisley,54
5958,غير مستقر,instable,61
2873,مرونة,élasticité,84
12304,كون,univers,15
8640,العقرب,piquer,42
5419,الانشطار النووي,fission,65
12408,و,suite,15
4856,غاتسبي,Gatsby,70
13387,براين,Brian,7
6001,ماركيس,marquis,61
2798,نفسية,psychique,85
8130,فيات,décret,46
6178,فوت,bigfoot,60
6408,متحف اللوفر,persienne,58
8514,مصباح,ampoule,43
