ID,ARABE,POLONAIS,INTERVAL
292,بلا شك,niezaprzeczalnie,78
13722,الامتيازات,przywileje,11
4079,غول,ogr,82
5508,الظواهر,fenomena,74
3943,فرنك بلح,bf.,83
11521,خمسة وأربعين,czterdzieści pięć,32
4011,جاكسونيان,jacksonian.,83
2873,دور,durst.,88
5024,الآكل,zjadacz,66
9982,ناقص,minus,44
10845,تاكر,wielkie żarcie,38
7341,القس,czcigodny,62
3592,وسادة,poduszka,79
13190,عدد السكان,populacja,15
1588,غالب,dominujący,75
3697,طائفة,sekta,79
4489,huckleberry.,borówka,80
2140,غارق,namoczony,84
147,الفقراء,zubożały,99
13341,شاعر,poeta,15
179,العودة إلى الوطن,repatriacja,82
3349,إلغاثة,abolicjonizm,86
867,مخاد,obłudny,96
11675,شمال غرب,północno-zachodni.,31
10692,علانية,publicznie,39
8166,سمك القد,dorsz,58
6237,باحترام,z szacunkiem,11
6503,شخ,siki,48
8382,مأساوي,tragiczny,51
4835,الجدي,koziorożec,78
7003,جيجابت,gigabit.,65
3298,ياي,yay.,87
13060,البرد,przeziębienie,18
876,جراثيم,zarazki,78
9852,العاهل,monarcha,37
11911,غيم,chmura,26
13640,باءت بالفشل,przegrany,11
7135,يشبه,przypomina,39
3641,دفتر,zeszyt,81
12732,بركة سباحة,basen,20
1376,ترينا,trina.,96
1451,علم العظام,osteologia,95
9141,بوكر,booker.,51
12656,هنغاريا,węgry,22
12125,قلعة,zamek,27
1237,بفظاعة,strasznie,22
4108,بيا,pia.,82
7773,مقصورة الطيار,kabina pilota,59
7873,الجناة,sprawcy,45
8146,قيد التنفيذ,w toku,58
83,سلي,kalać,99
14034,التكاليف,koszty,19
14027,خطط,plany,11
8961,همنغواي,hemingway.,52
92,التفكك,rozpad,76
13174,بعض الأحيان,czasem,15
11543,قوس المطر,tęcza,32
14371,بارِز,istotne,10
2680,الأوغندي,ugandan.,88
5104,إعادة تصميمها,przeprojektowany,21
10414,برودواي,broadway.,41
4516,neffits.,misfits.,79
10023,الزوج,mąż,43
6487,garnered.,zręczony,47
8577,غير مرئى,niewidzialny,52
8232,سيرينا,serena.,57
9676,بريتانيا,britannica.,47
2934,الرد بالمثل,zemścić się,45
9532,إعادة بناء,odbudowany,48
1257,أكثر سمكا,grubszy,96
11279,ابتدائي,podstawowy,35
246,تقديم المشورة,doradztwo.,60
13339,كونغ,kong.,15
5468,بارنارد,barnard.,75
11278,أقر,pr.,35
14094,أفضل,to  co najlepsze,8
9185,إلهة,bogini,49
7475,أزور,lazur,62
12416,شيلي,chile,24
2194,codex.,kodeks,91
4163,لوغاريتم,logarytm,75
10728,وتوقع,przewidywany,23
1562,ماتا,matta,95
9936,أوسع,szerszy,44
12522,مضللة,zwodniczy,23
3045,حلول الظلام,zmrok,88
7381,مفيد,poręczny,62
14070,عالم,świat,7
9764,شورمان,shoreman.,46
11237,جاء,gen.,35
5406,استوعب,strawić,53
9894,التسجيل,rejestracja,42
4147,جسر,wiadukt,78
918,اسكاشة,szkicowy,97
4981,سفاح,kazirodztwo,78
5761,المستشعر,czujnik,61
8029,جيرم,jerm.,59
2594,طبقا,na mocy,90
9296,يواجه,trzepnięcie,41
10388,interstate.,międzystanowy,41
2833,نسيج,gobelin,88
5415,الكولوسيوم,colosseum.,75
13508,جيف,jeff.,13
4980,صاحظ,sahib.,78
4558,تناول الطعام,jadalnia,73
12608,صحراء,pustynia,21
11135,تخفيض السعر,wyprzedaż,21
9137,كذا,sic.,51
14433,عمولة,zamawiać,19
11027,عضوية,członkostwo,36
14521,القروض,pożyczki,42
12480,نفي,negatywny,22
13342,يتردد,wahać się,15
10467,ناد,nad.,40
3742,المنغولية,mongolski,83
8530,التيتانيوم,tytan,55
2476,لانداو,lando,90
12346,تعبث,bałagan,19
7746,النطق,wymowa,58
9339,أوغندا,uganda.,49
2643,لزوجة,lepkość,88
7992,استهلاك,konsumpcja,59
10201,تنبؤ بالمناخ,prognoza,30
3124,حبسبورغ,habsburg.,88
5225,ميسي,panienka,76
13289,حادثة,incydent,14
8468,دون إجابة,bez odpowiedzi,56
4226,خنزير,wieprz,62
3920,تآكل,korozja,80
14429,سعر,ceniony,18
2652,زرزور,szpak,90
11327,جيمو,jimbo.,34
9095,جيبوتي,dżibuti,51
4368,أمانة,uczciwość,81
4407,الخلايا الجنينية,embrionalny,81
9802,مفاجأة,zaskakujący,21
13702,الفائز,zwycięzca,10
10918,ما بعد الكارثة,następstwa,38
14144,الأسواق,rynki,12
6349,تاكوما,tacoma.,69
6267,فكر,chłop,53
733,فورنر,flanker.,96
13516,ذو صلة,istotnych,12
9636,ويتني,whitney.,47
5852,تول,tol.,72
6933,لايبزيغ,lipsk,66
6573,دريسدن,drezno,68
1944,نجد,dna,93
6417,حجز,zastaw,68
8286,قفل,lokaut,57
938,أما,aum.,97
10657,أعمى,ślepy,32
11392,دكتور جامعى,profesor,32
3553,كوليما,colima.,86
8744,كلوز,claus.,54
6967,ساكن الأرض,ziemski,64
1899,سنترو,centro.,93
11107,قيصر,cezar,36
11219,برا,br.,35
5549,نيبون,nippon.,74
12220,تسوية,zadomowiony,22
9737,كام,krzywka,39
368,السواحيلية,suahili.,100
6620,تشا,cha.,68
11528,فاي.,phi.,32
1870,لحظيا,chwilowo,93
8045,النعيم,rozkosz,58
10055,بونتياك,pontiac.,44
6669,تزاحم,wdrapywać się,50
8052,التلغراف,telegraf,56
14074,بعيد,daleko,8
7684,منديل,mendel.,61
6133,استشر,esther.,71
12097,الحجج,argumenty,16
1704,فرح,ucieszyć,94
1242,وصمة,plama,63
2540,خطأ فادح,pomyłka,80
13372,نفسي,siebie,15
1977,الانفصاليين,separatystów,66
924,recurve.,nawrócić się,53
10151,ركود اقتصادي,recesja,39
13411,كوبري,most,13
13754,تحميل,przekazać plik,8
14366,سبعة,siedem,10
10504,احتفال,uroczystość,19
13682,كارولينا,karolina.,12
11249,دبلن,dublin,35
2853,فورييه,fourier.,88
12947,هوية شخصية,id,19
13193,كتيب,podręcznik,16
7790,لعبة,lalka,42
12804,عين,oko,15
2587,أفكار,spostrzeżenia,46
1981,مبيدات الأعشاب,herbicyd,90
7295,سبوكان,spokane.,63
10516,مطمئن,niczego nie podejrzewający,40
577,غير مسباف,niedorzeczny,97
10795,مفوض,komisarz,37
2974,ماغنوليا,magnolia,85
4920,الإيثيلين,etylen,78
7833,سوء,mis.,23
12132,حافة,krawędź,22
12625,مون,mon.,22
6163,إعادة تأهيل,rehabilitacja,62
8404,السياسة,panowanie,54
12565,إثبات,udowodnić,14
12024,بلاه,blah.,28
10755,صادق,uczciwy,38
4087,المستأجرين,najemcy,61
328,blazer.,marynarka,49
13847,شركة,firma,9
10100,شفوي,doustny,40
11164,الإبادة الجماعية,ludobójstwo,34
1571,غير موثق,nieudokumentowany,94
11900,كريستال,kryształ,28
13097,التصنيفات,kategorie,6
2611,الشفرة,szyfr,88
2784,توقيت,timery,65
4203,خردة,złom,52
13569,معسكر,obóz,12
6218,بظر,łechtaczka,70
404,تدمر,palmyra.,100
734,غير مرض,niedostateczny,98
1057,هيسيا,hestia.,96
1121,بشكل مقتصد,oszczędnie,96
1209,أحلك,najciemniejszy,96
6639,الاستراتيجيات,strategie,30
6024,البيروفات,piroguryt,71
8505,رومني,romney.,55
6732,كولون,okrężnica,42
2165,الكهربائي,elektroforeza,91
2195,عدد لا يحصى,miriada,90
574,غمر,zanurzenie,88
7957,مكتنزة,chunky.,59
9022,الخط الساحلي,linia brzegowa,50
10524,مكعب,sześcian,38
13514,اميال,mil,12
7576,كافيه,kawiarnia,60
1682,أجريت معهم المقابلات,rozmówcy.,86
8203,الأرض الخضراء,grenlandia,58
5497,السدادة,gruczoł,69
12886,تأثيرات,efekty,10
3495,الحديث,hadis,86
14338,مرئي,widziany,11
13173,ثانوي,wtórny,17
6051,قوان,guan.,71
1365,تورر,terre,96
10725,بصوت عال,głośny,38
12186,الزئبق,rtęć,26
9870,برعم,pączek,43
1851,ماتلي,pstrokacizna,93
6758,مما لا شك فيه,niewątpliwie,67
9501,عصابات,gangs.,22
881,stardust.,gwiezdny pył,97
1836,بكارة,dziewictwo,93
5106,لا يصدق,nie do wiary,70
921,تحصيل,nabywanie,78
4277,محيط ب,otoczenia,82
1135,بوليفار,bolivar.,96
2366,فتات,crips.,73
7602,جمع شمل,zjazd,60
2508,خمسة عشر يوما,dwa tygodnie,88
8444,ويليتوس,mellitus.,56
7199,الشرطي,policjant,64
1912,snead.,przenikać,93
4611,تنحية,dyskwalifikacja,76
12262,غزاة,najeźdźcy.,25
7974,رأس السهم,grot,59
8858,غونغ,gong,53
14512,جريدة,gazeta,15
9107,ملحق,suplement,38
7368,ووس,osi.,62
10331,النمر,pantera,25
4971,الشره المرضي,bulimia,78
5947,ميكرونيزيا,mikronezja,72
5017,القاطرة,holownik,71
1196,دام,damme.,96
11100,الرقابة,cenzura,36
9898,البضائع,ładunek,44
53,هجر,hath.,100
13399,الحار,gorąco,14
861,اقتحم,redagowany,93
11132,وقف,stał,36
9988,بيضاوي,owalny,44
8127,المطربين,śpiewacy,19
6972,جورني,gurney.,65
11791,تشيكوسلوفاكيا,czechosłowacja.,30
10422,يكذب أو ملقاه,kłamliwy,20
13359,استشهد,cytowany,7
9846,دراجة هوائية,rower,39
5182,التطور,ewolucyjny,76
3667,عقوبة,sankcja,15
5257,مسئولة,podatny,76
10364,إهانة,zniewaga,22
2847,كلية,kolaż,88
1185,النياسين,niacyna,96
4898,برهن,bren.,78
12323,تشاك,gdakanie,25
8714,من المستغرب,zaskakująco,54
12413,كوكب المريخ,mars,12
119,كامارا,camara.,100
7387,برازيل,brasil.,62
12878,أنواع,typy,7
8687,متجهم,ponury,54
11641,تمرد,bunt,30
14048,الملفات,akta,6
5680,الفرد,capita,73
3854,مسحة,odcień,82
6686,كفى,wystarczać,63
12204,سلة مهملات,kosz,26
4678,حرم,zakazać,62
14419,عروض,przedstawia,7
12112,الكويت,kuwejt,27
3208,حيوية,energetyczny,83
422,سترينجر,podłużnica,97
65,النكسات,komplikacje,73
12015,متعرش,pnący,27
2624,حامل الراية,chorąży,88
13992,قائم على,na podstawie,8
11941,واد,przebrnąć,28
7489,وأكد,podkreślony,46
10038,نسب,rodowód,43
598,الهرمية,hierarchiczny,91
10630,بيتون,peyton.,39
12760,براد,ćwiek,21
7161,أرد سمك نهري,wzdręga,64
290,تخطيطي,schematyczny,96
8469,كوليرا,cholera,56
4784,ورق مقوى,karton,79
4193,سترايت,skreślony,39
1053,ذوبان,rozpuszczalność,69
5325,نسف,torpeda,70
603,الكائنات الاوليه,protrozo,99
14274,ذهب,wszedł ,10
3957,عازف البيانو,pianista,80
9460,فيد,fidel.,43
1354,هيكروفون,hep.,96
4581,بارومتر,barometr,80
2276,فخذ,udo,88
267,الظل,tangens,96
13235,الاستعمال,stosowanie,16
2347,بلاد,pals.,55
11879,روبية,rs.,29
9596,الألومنيوم,aluminium,47
14514,مكتوب,pisemny,9
1728,اعتقال,retrospekcja,64
182,رفرف,klapka,88
4666,اشتعلت,zapalony,55
9941,ينفخ,blew.,44
9544,سامي,sammy,48
7328,إشباع,zadowolenie,63
11306,أرجون,arjun.,35
928,البسمات,bizmut,97
14340,انخفض,odrzucony,13
2370,عمار,amar.,91
482,epitaph.,epitafium,99
3343,الانقسام المتساوي,mitoza,87
2260,جرينغو,gringo.,91
10387,الطيارين,airmen.,41
6450,شاحن,ładowarka,30
9993,في كل مكان,wszędzie,44
2285,أحذية رياضية,trampki,88
6408,الات,maszyneria,69
9008,تمتد,rozsuwalny,18
12267,يكره,nienawidzić,23
7206,الربع النهائي,ćwierćfinał,64
8405,أولستر,ulster.,56
5145,دومينيكا,dominika,77
8305,نوتيكا,nautica.,57
5634,تذكرنا,pamiętny,67
12358,طبيب,lekarz,19
3120,مصراع,migawka,77
12765,البرتغال,portugalia,21
14435,فاز,wygrał,8
6844,حسن,hasan.,66
7828,حامل ثلاثي القوائم,statyw,59
6081,ليكس,lex.,71
8416,أوريون,orion.,56
9349,صقلية,sycylia,49
4545,جبل جليد,góra lodowa,80
4411,راني,rani.,81
9470,معزول,odosobniony,40
7061,لامبرت,lambert.,65
3267,غير مثبت,niezrównany,87
10062,غير مؤهل,zdyskwalifikowany,42
8676,مشروط,kontyngent,39
11315,أرقى,znakomity,30
13035,شؤون الموظفين,personel,18
6634,باهظة,bezwinny,68
5755,العدار,hydra,72
2133,جيشا,gejsza,91
7930,stark.,sztywny,60
3887,كاسا,casa.,73
9745,تكميم,rękaw,37
10228,مريح,wygodna,29
7801,باتريشيا,patrycja,60
9140,كرايسلر,chrysler.,51
10175,هداف,markier,32
9316,ازالة,wyłączając,33
13129,ألاباما,alabama.,17
7704,الراكون,szop pracz,61
7163,الخيميائي,alchemik,63
14260,المهام,funkcje,21
4393,ودع,ld.,81
4055,ذريعة,pretekst,81
1407,تعديل,zmieniający,18
5759,عجل,spieszyć się,67
8705,فضيلة,cnota,50
4077,بينير,bering,80
4669,هيلر,halerz,79
12597,مستشفى,szpital,20
4370,أصالة,autentyczność,52
8662,البيزنطية,bizantyna,54
5744,عديمي الخبرة,niedoświadczony,73
12594,خوسيه,jose.,23
10717,زبدة,masło,38
11908,غير عادي,niezwykły,26
749,التسمم الوشيقي,botulizm,98
12126,مليار,miliard,27
644,سيلت,celt.,86
5693,ماء محلى,słodka woda,73
10192,غاما,gamma,43
11178,ersatz.,namiastka,36
12010,مربى,dżem,26
12542,سمك,ryba,20
14444,واصلت,nieprzerwany,5
14050,تنص على,państwa,6
3664,التلاميذ,uczniowie,73
10285,لحم,mięso,41
6083,وجبة,posiłek,60
14308,ي,j,8
5589,تخمير,browarnictwo,42
4529,بوروس,burroughs.,80
13018,يوم السبت,sobota,18
13291,الأمة,naród,7
698,الروح,jahwe,98
13709,نغمة، رنه,ton,12
11965,حزمة,garść,28
12545,الأقمار الصناعية,satelita,22
702,طعام شهي,smakołyk,88
617,جمدت,froza.,99
13932,ما زال,nadal,7
3899,جشع,chciwość,84
5336,لوما,loma.,75
12392,اللعنة,pierdolić,20
5482,حريق متعمد,podpalenie,73
13996,مشاكل,problemy,9
13549,صيغة,format,10
12837,سياتل,seattle.,21
10189,تشريع,ustawodawstwo,24
10191,متوتر,nerwowy,43
11028,زلزال,drżeć,35
524,شري,shri.,99
13281,خبرات,podstawowa,15
3683,عمياء,ślepo,85
6075,قاسية,okrutny,71
6780,مراقب عمال,majster,67
5746,لقاء,loa.,73
13053,يبني,zbudować,10
13507,أثر,namierzać,13
6630,البطيخ,arbuz,66
11255,كيمياء,chemia,35
7405,الكلارينيت,klarnet,62
2749,راينر,rainer.,89
1410,شيشرون,cicero,95
1442,ترايدنت,trójząb,91
11616,عنصرية,rasizm,32
6551,وباء,epidemia,65
12359,تشاد,chad.,25
3595,مبيدات الآفات,pestycyd,79
6861,راس,ras.,27
4372,لفه,cewka,78
11606,الأكسجين,tlen,31
9254,سياره اسعاف,ambulans,46
10895,ميليشيا,milicja,35
10347,أعداد صحيحة,liczby całkowitej,33
406,ميكونج,mekong.,100
10193,شخصية,podmiot,37
10612,إجراء,procedura,29
4220,التحاليل الجنائية,kryminalni,45
7826,كريستين,christine.,60
12486,قليلا,nieco,24
3471,موريسيو,mauricio.,87
10522,برلماني,parlamentarny,40
8596,منبر,trybuna,44
8284,redreeded.,przeniesiony,50
6837,تكيلا,tequila,66
3018,ليفين,levin.,88
776,مذكرت,oznaczał.,98
6792,دودلي,dudley.,66
8760,الابتنائية,anaboliczny,53
8827,بيجو,peugeot.,53
11451,التوأم,bliźniak,21
13874,هناك,tam,5
7622,غير مناسب,niewłaściwy,62
13361,نموذج,model,12
1701,بلانكا,blanca.,94
3525,غوران,goran.,86
13120,فعلي,rzeczywisty,10
685,لوبو,lobo.,57
1493,تثبيت,fiksacja,92
9814,فانغ,kieł,45
14289,الآلات,maszyny,9
11339,الإيجاز,zwięzłość,34
4287,الجدول الزمني,rozkład jazdy,75
7963,تقليم,przycinać,42
1232,البروميد,bromek,95
5397,أدو,korowody,75
6407,متحف اللوفر,żaluzja,69
11034,نقابة,gildia,36
4897,كونفوشيوس,konfucjusza,78
14294,سيارة,samochód,9
6086,ويتشيتا,wichita.,71
7278,متلقي,odbiorca,48
7532,حيوان الوشق,ryś,62
12796,ستيوارت,stewart.,21
248,في الجليد,kalwaria,100
9623,في الاتهام,figura.,47
5817,هيدروكسيليز,hydroksylaza.,72
8308,النازيين,naziści.,24
12245,أميرة,księżniczka,26
693,شيراز,shiraz.,98
7049,صلصة,sos,64
12702,اعادة كتابة,przepisać,17
3389,زيوت,obrazy olejne,16
8865,بيركشاير,berkshire.,53
12604,ني,ne.,23
6984,يتدخل,kolidować,38
7012,حشوة,wyściółka,42
12535,الاعتداءات,napaść,21
1233,ديول.,diol.,93
9794,توتر,napięty,45
6337,بطاطا,ziemniaki,39
7543,جلالة,hm.,62
12849,أور,wr.,20
3300,شين,chiennik,87
13249,speedway.,żużel,16
8419,لفت نبات,rzepa,56
11584,تشرشل,churchill.,32
4582,لوتو,loteryjka,80
3249,إمرأة شابة,podlotek,87
4973,الكرياتين,kreatyna,78
691,bandwagon.,wóz dla orkiestry,97
1008,الإبراق,telegrafia,97
6603,الأثير,eter,62
2126,uphiengal.,przewrót,88
6662,سميث,smyth.,67
11614,الدراسة الاستقصائية,ankieta,29
1167,الفص,płat,88
13888,ماذا,co,6
11886,البافارية,bawarski,29
9424,رسام,picasso.,49
13364,اعتذر,przepraszać,6
9516,مادلين,madeline.,48
2378,إسورة,bransoletka,85
13311,ربما,możliwie,7
4430,سونج,cheung.,81
6368,شمول,prognoza.,69
6502,تكاليف غير مباشرة,nad głową,68
9620,تانغ,posmak,47
2608,يتجاوز,przekroczy,90
12811,ناسا,nasa.,21
14096,ضريبة,podatek,24
10322,بورك,burke.,38
9666,سخيف,absurdalny,45
2163,غير واقعية,nierealistyczny,90
6461,غير حكي,niekonstrukcyjny,69
9356,خرافة,mit,43
9186,حساء,zupa,50
12068,تدفق,pływ,25
152,تونك,tunika,78
14309,شخصي,osobisty,5
10092,سليمان,solomon.,43
11834,غير كاف,niewystarczający,28
487,مبالغة,przesada,61
3527,كامبو,campo.,74
14030,إصدار,wersja,8
4706,غير مسلح,bezbronny,79
12550,مقدور,prolog,23
250,مبرمجون,programiści,29
2013,إتجه,hals,70
3748,زلق,śliski,84
9272,ألبيون,albion.,50
2376,تأكد,ustalać,79
11405,روميو,romeo.,34
1280,ينزف,krwawić,47
2577,فلوسي,flossie.,88
10867,فجأة,nagle,38
3593,السامرية,samaritan.,84
5944,جثة,zwłoki,61
4019,الدخان,dymny,83
3924,ثندربيرد.,thunderbird.,84
12528,خشب,drewno,19
436,غونثر,gunther.,100
11538,منهجي,systematyczny,27
4691,كواصار,quasar.,77
256,الديوان,dewan.,100
151,الدفء,ciepło,100
1635,engryo.,zarodek,89
7597,بأسمائها,łopata,56
5915,داونفيلد,downfield.,72
12062,حسنا,w porządku,28
9351,بالي,bali.,49
10129,أدرك,realizowany,23
14091,ن,n,8
11792,البالية,noszony,30
2663,أفلاطوني,platoniczny,88
1793,السليلوز,celuloza,88
13733,واع,świadomy,12
13229,ابن,syn,15
13755,جنيه,le,11
8636,ولفيرين,rosomak,32
4760,غلاية,czajnik,77
9265,قضائي,sądowy,48
12586,ماليزيا,malezja,23
6428,معاملة,traktowanie,20
5527,بريست,brest.,74
12797,طيار,pilot,16
3606,كليم,clem.,85
13151,تقدم,osiągnięcie,12
2869,طبقة المياه الجوفية,warstwa wodonośna,88
6946,كشف النقاب عنه,odsłonięty,59
2470,علم الأمراض,patologia,79
10086,كنغر,kangur,41
242,رد الفعل,reaktywny,35
12122,التلقائي,automatyczny,5
14168,سياسة,polityka,6
6065,الغضب,skandal,52
3384,غير متوافق,niekompatybilny,81
5335,الشجاع,dzielny,75
8972,فخ,pułapka,34
3951,وقفة,pauza,72
4852,عاطلين عن العمل,bezrobotni,51
23,آمين,amen,81
3424,محرم,tabu,84
1584,مشتعل,w ogniu,94
4303,لا يمكن الاستغناء عنه,niezastąpiony,80
7293,infrickible.,niełamliwy,63
8030,بلان,blanc.,59
9694,تعويذة,maskotka,42
4834,بيندي,bindi.,78
10808,نمت,wzrósł,38
10559,الناخبين,wyborcy,34
4530,مزاج,hartowany,43
5629,شيعي,shiite.,74
12859,جوش,josh.,20
6797,شينغ,ching.,66
3777,متناثر,rzadki,68
11833,كوكبة,konstelacja,29
3269,مكدسة,ułożone,49
276,الإنجيلية,ewangelicki,73
8759,لاعب مهاجم,strajkowicz,41
10703,عبر,trans.,39
3559,متفائل,optymistyczny,80
288,المجهر المجهري,mikroskopia,100
777,مضطرب,oszalały,98
7066,بيت لحم,betlejem,64
7917,ووستر,worcester.,60
3661,شلل الرعاش,parkinson.,85
10965,جويل,joel.,37
11023,تشديد,podkreślenie,37
8857,أصلع,łysy,48
5904,استرفاع,lewitacja,70
1473,ظفيرة,uprząż,88
7147,إسكيمو,eskimos,44
2012,شائعة,komunał,92
10848,كارم,carr.,38
240,بسب البصق,plucie,26
1201,ليتاس,litas.,96
9422,جوهانسبرغ,johannesburg,49
6776,الغد,nazajutrz,67
10,نجمة الشمس,gwiazda słoneczna,100
6924,ألبان,mleczarnia,65
1876,كيلوغرام,kilogramy,73
10618,تبت,tybetański,36
6629,البلاشيفيك,bolszewicki,59
11314,كل من,ktokolwiek,34
10006,حمار,osioł,44
10648,بصري,optyczny,35
12954,فضة,srebro,19
14155,بريطاني,brytyjski,9
5090,لفظي,werbalny,66
14005,يخطط,plan,11
12364,موراي,murray.,25
12495,سفينة,statek,17
480,أحادي المعدن,monomer,96
10212,ميلتون,milton.,42
10484,شيا,shea.,40
11647,حواء,przeddzień,31
3501,منحة,karb,55
1963,الطبوغرافية,topograficzny,90
11716,غلياد,glos,31
8330,شروق الشمس,wschód słońca,57
2310,غير محترم,lekceważący,72
2264,رجل الكهف,jaskiniowiec,91
6544,التوصيل,kurier,66
1103,sortie.,wypad wojsk oblężonych,55
13013,موضه,moda,17
6631,مستود,mastodont,67
12157,فجوة,luka,26
3027,توباز,topaz,88
2799,stentor,stentysta,89
1319,harpy.,harpia,96
14412,قواعد,zasady,7
3186,بلاغة,elokwencja,78
14135,دوس,dos,5
10972,تعزيز,wzmacniający,18
7878,scimitar.,bułat,59
2552,لا يقهر,niezwyciężony,88
13110,إريك,eric.,17
13970,فعل,zrobił,5
8495,اباتشي,apache.,53
10639,المعاملات,transakcje,37
3230,الملابس,odzież,62
11199,يتملص,unik,34
13176,منتصف,środek,17
9233,ثنائي الجنس,biseksualny,43
14279,خطوط,linie,8
11493,كوكب الزهرة,wenus,18
2482,لافندر,lawenda,90
3446,بورا,bora,81
6486,أديسون,addison.,69
11690,هارفارد,harvard.,31
8711,اجباري,obowiązkowy,54
12909,عنف,przemoc,20
3207,مزعج,kłopotliwy,88
2070,بارانجاي,barangay.,92
14129,أبداً,nigdy,10
6176,شراب مركز,syrop,70
10785,الفطرة السليمة,zdrowy rozsądek,38
12309,تشكيلة,różnorodność,23
24,بروفة,próba,74
1937,بومبي,pompey.,93
792,بالكهرباء,elektrolit,95
1350,مياه البحر,woda morska,96
8900,عسل,kochanie,52
10218,فيما يتعلق,typowy dla,38
9505,سالي,wypad,48
13541,السوفيتي,radziecki,12
10813,فيينا,wiedeń,38
14218,حاسوب,komputer,6
12905,أركنساس,arkansas.,20
10969,التقليد,tradycja,17
4256,هورست,horst.,82
8413,عارض,zwykły,52
11880,برغر,berger.,29
6380,طيفي,widmowy,69
599,قرف,ugh.,99
10440,انتقال,przenoszenie,38
5026,هلا,holla.,77
11058,هيو,hugh.,37
12051,أرضية,piętro,24
9485,طفولي,dziecinny,48
13447,مضخة,pompa,14
5034,مطرح,wydalniczy,77
817,دبس السكر,melasa,98
10999,النواحي,aspekty,26
14134,التغييرات,zmiany,5
10843,الطبقة,szczebel,37
12060,رسوم متحركة,komiczny,14
11748,مختصرا,zwięzły,30
5233,موازنة,księga główna,76
7861,العتيقة,antyczny,50
13105,دقيق,dokładny,15
11987,الطريق السريع,autostrada,24
10589,صقيع,mróz,38
5503,amassed.,zgromadzony,63
8298,القدوم,adwent,57
13601,الانقسامات,dywizje,7
3557,يستلقي,layup.,86
4937,tempest.,nawałnica,76
12564,مسرح,teatr,22
10653,الماسك,łapacz,36
12687,حديد,żelazo,19
3737,بلح البحر,omułek,82
12487,عدالة,sprawiedliwość,23
14461,يأخذ,trwa,5
7679,كروموسوم,chromosom,57
3577,ضحية,ofiara,83
10852,البنية الاساسية,infrastruktura,38
2382,رانجون,rangoon.,91
2170,القنصل,konsul,62
14220,مشابه,podobny,11
11698,ألغيت,odwołany,23
12784,عناصر,elementy,16
8614,الساموراي,samuraj,54
8384,معلم معروف,element krajobrazu,47
1141,فيجو,figo.,96
13434,جلبت,przyniósł,14
4664,ميلو,milo.,73
8486,مغطى,owinięty,38
5204,مليونير,milioner,60
5342,الدائمة,bylina,73
8084,الماسونية,freemasonry.,58
14468,يريد,chce,5
11139,غير مقبول,gorszący,35
5658,تين,figa,70
4039,طاهر، نظيف جدا، منظم جدا,nieskazitelny,82
10946,فخر,duma,37
10596,فرس الرهان,koń wyścigowy,29
11485,هايتي,haiti,33
11994,موسع,rozszerzony,16
11502,ترينيداد,trinidad.,33
1632,التنويم المغناطيسى,hipnoza,94
10906,منتصف الطريق,w połowie drogi,38
9454,برودة,chłodnica,48
6637,الفلور,fluor,67
10523,الشاسيه,podwozie,40
766,اشكنازي,ashkenazi.,98
7498,اندس,indus.,62
3962,هاندل,handel.,83
4930,نظارات واقية,okulary ochronne,74
8823,هيست,hist.,53
154,نيكزس,ogniwo,100
4630,التقزح اللوني,opalizowanie,78
4965,الوسيط,mediana,78
8624,الهربس,opryszczka,54
1952,آشور,asyria,93
2775,الجثث,antics.,87
3855,بافلوف,pavlov.,84
508,المسوخ,mutanty,55
10380,هيلاري,hilary,37
11583,مونرو,monroe.,32
5057,أوزوريس,osiris.,77
6035,حلق,gardło,62
10758,بوكس,kasztany,35
11399,نمو,wzrost,34
13773,نطاق,domena,11
12261,ريتشموند,richmond.,26
13478,جاكسون,jackson.,14
14375,قدرة,umiejętność,22
11615,سجل تجاري,kr.,31
4247,تورت,tort,79
13534,رأي,opinia,11
6,تعثر,potknąć się,57
13039,تقريبا,około,17
3386,الكفر,niedowierzanie,87
967,من أصل اسباني,latynosi,58
14333,يبيع,sprzedawanie,21
3531,الأراضي الرطبة,podmokły,81
4602,علاء,ala.,62
4996,ديويت,dewitt.,78
10133,النصب والاحتيال,oszustwo,43
10416,برينستون,princeton.,41
10360,مصاص دماء,wampir,38
12570,ليكرز,lakers.,22
8840,علامات ترقيم,interpunkcja,49
5945,مودينا,modyna,72
9355,وونغ,wong.,49
8876,كوستر,coaster.,51
14413,يعمل,pracuje,5
3428,المصاصة,lód na patyku,87
4318,الطب النفسي,psychiatryczny,82
642,مشلول,sparaliżowany,93
2810,الترشيح,kandydatura,88
14400,جهود,starania,6
5130,مثير للدهشة,niezwykle.,77
8031,كتل,nożownik,59
13075,حرج,krytyczny,11
11087,رقابة,ocenzurowany,26
8427,البركانية,wulkaniczny,55
2191,برأس,chłodniej,91
5410,بروستر.,brewster.,75
6236,روشير,rusher.,64
9097,iodide.,jodek,51
8916,بابا,tata,51
11187,باراجواي,paragwaj,36
4282,ماصخ,mdłe,81
5279,رقاص الساعة,wahadło,75
10141,نشطاء,aktywistów,36
2354,ميلبا,melba.,91
3456,استنزاف,ścieranie,85
7266,رونوك,roanoke.,63
13568,مينيسوتا,minnesota.,13
1718,روز,ros,36
11111,شرح,podpis,31
4739,غير كفء,niekompetentny,65
2604,منطقية,boolean.,88
10948,وارسو,warszawa,37
9919,بارت,bart.,45
