ID,ARABE,JAPAN,INTERVAL
1995,كزاز,破傷風,93
6253,الميثيونين,メチオニン,70
4227,صدفي,クラムシェル,81
14274,ذهب,行った,10
5490,نعامة,オストリッチ,73
472,jags.,ガーグ,70
1601,مخرطة,旋盤,94
9111,جدوى,効用,31
223,كييلر,圭殿,100
3840,tres.,トレット,85
7452,حليبي,乳母車,62
4759,الدلدورف,waldorf.,79
7101,الارسال,送信機,59
10103,مسلك,糸,38
12832,اقتصادي,経済的,17
10036,untagged.,t un,44
12754,النسبة المئوية,パーセンテージ,21
5747,باوتشر,バウチャー,73
3261,المساعد,ヘルパー,81
11649,يستحق,に値する,23
11218,جنبا إلى جنب,並物,35
10932,مثلث,三角形,36
11163,الحضارة,文明,11
12113,سيدة,レディ,21
1959,تقلص,縮んで,93
8878,بونو,bon,53
2897,الكوليسترول,コレステロール,89
906,ورق بردي,パピルス,97
2946,الماعز,山羊,45
1243,بفخر,誇りに思って,96
5859,allegheny,アレゲニー,72
7942,صلة وثيقه,適切なもの,59
10857,انهارت,崩壊,24
10162,الصعوبات,困難,31
8154,رف,ラック,43
1758,بسعادة غامرة,thr々,51
135,كاسترد,カスタード,100
10147,يحتفظ,保持,25
6871,استنساخ,クローン,38
6246,البورون,ボロン,70
4196,الخلايا العصبية,ニューロン,70
3885,حب الشباب,にきび,84
9361,ياك,ヤク,49
4580,رأس الشاطئ,ビーチヘッド,79
10633,مينيابوليس,ミネアポリス,39
6643,يختفي,消える,35
6316,haydn.,ハイドン,70
9740,يصب,注ぐ,39
10456,عشب,草,41
11865,اي شخص,誰も,30
13733,واع,気がついて,12
14491,شراء,購入,26
12202,عقب ذلك مباشرة,その後,24
11372,عكس,逆,34
9347,منفى,亡命,42
13584,بحجم,サイズ,12
4346,يوما ما,メーデー,81
4531,فولهام,フルハム,80
13496,قائد المنتخب,キャプテン,13
12772,نيابة,お知らせ,21
3220,تموجي,波状,86
3706,أقر,ad,85
6186,campeche.,カンパチ,70
9656,ايزو,伊達,47
12539,مجموع,和,21
11991,تشويه,やさしい,24
4734,مجموعات فرعية,サブセット,59
8349,لانجلي,ラングレー,56
6726,استدعى,召喚,53
10736,آني,アニー,38
4048,باختصار,一歩,83
3588,الانحدار,勾配,78
7745,زنزانة,ダンジョン,43
1942,لازاروس,lazarus,93
10874,نائب,副,33
3835,جيمما,熟女,85
4817,بورتمان,ポートマン,79
8645,مأوى,シェルター,44
1320,legis.,王見,96
12005,غريب,奇数,24
11133,السادس عشر,16,36
8927,بحار,船員,39
12488,غير مرتبطه,無関係,24
13775,أيرلندا,アイルランド,11
9573,حبار,イカ,39
1396,لاء,trt.,96
12728,كارتر,カーター,22
6171,ارمادا,艦隊,69
11789,ممثلة,女優,29
1932,ميدي,ミディ,92
4650,ايتا,それは,80
4760,غلاية,ケトル,77
7187,أشاع,噂された,31
1963,الطبوغرافية,トポグラフィック,91
1216,بيطار,ビゼット,96
6927,جوتيريز,gutierrez,66
4752,الجرأة,aud aud,79
5089,تاين,タイン,57
8465,مزمن,慢性,55
13030,انضم,結合しました,11
6743,بلاي بوي,プレイボーイ,66
9422,جوهانسبرغ,ヨハネスブルグ,49
4324,ديب,デブ,69
4737,فرين,ファリアナ,78
10720,جيلبرت,ジルバート,38
12650,تامبا,タンパ,22
5057,أوزوريس,オシリス,77
1735,تصحيح,整然,66
12713,مساو,同等,14
12870,غير مخضرم,ルーキー,18
11397,استنتزع,推測された,30
9325,صمغ,ガム,47
8587,الإيثار,アリュズム,55
6716,كمثرى,梨,66
9975,آلية,機構,19
5269,كاساندرا,カサンドラ,75
4881,ملهى ليلي,ナイトクラブ,72
1903,بوسويل,ボスウェル,93
13195,الجماعية,質量,15
5284,يورمر,york york,67
8862,لاوس,ラオス,49
4579,alii.,アリイ,80
10654,موسيقى الراب,rap,34
10798,الرامي,ボウラー,28
12372,غبي,バカ,23
9550,أنتاركتيكا,南極大陸,48
9430,مثير,エキサイティング,34
5509,غريب الأطوار,偏見の,50
4415,كارترايت,カートライト,81
3155,احتياطات,予防,71
3003,مها,マハ,88
9924,العربية,アラビアン,44
11834,غير كاف,不十分な,28
12729,رايدر,ライダー,16
9269,مصباح,ランプ,48
2723,سيد,sed,83
6039,فليندرز,フリンダース,71
3309,أحيائي,生物学者,74
6857,مرض النسيان,アルツハイマー病,66
1233,ديول.,ヨール,94
14365,رجال,男性,9
13902,المسؤولون,役人,9
14515,شيكاغو,シカゴ,11
7663,مشع,放射性,60
13562,شهر,月,10
11997,تعهد,逆流,28
12263,معبد,寺,25
10793,الإعدادية,準備する,38
4284,سيلر,still still,81
14057,يتغير,変化,5
11124,انطباع,印象,21
6200,متاهة,迷路,69
8660,الفراء,毛皮,52
2529,تزحزح,バージュ,89
12575,هالة,ハロー,23
10656,بطريق الخطأ,偶発的に,34
13893,يجب,すべき,5
4095,فداء,償還,81
8417,تجاهل,無視,48
8794,ساراتوجا,サラトガ,53
14278,فاتورة,請求書,10
12185,قفزة,ホップ,26
4607,بريدج,ブリッジウォーター,80
6664,الجهاز الهضمي,胃腸.,67
12837,سياتل,シアトル,20
12323,تشاك,チャック,25
8366,مناورة,操縦,42
2950,البيرولين,ピロリン,88
9155,جاكاس,ジャッカス,50
10327,كلغ,kg,42
9867,signpost.,標識,45
7045,علم الحساب,算術,64
1698,الأعشاب البحرية,海藻,94
7170,bearcat.,bear bear,54
10833,الإمارات,催促,36
6177,فوت,ビッグフット,70
11584,تشرشل,チャーチル,32
11697,اندلع,亡くなった,31
13873,أي,どれでも,5
8907,ترينتون,トレントン,52
13572,هيكل,構造,12
8963,رغم,悪意,51
12588,ألبرت,アルバート,23
3910,جانب الطريق,路傍,84
10030,بربادوس,バルバドス,44
6414,سانغر,サンガー,69
778,sitide.,subs subs,77
9029,سيبيريا,シベリア,51
1055,مكتشفون,発見者,72
9763,الأوزون,オゾン,46
2747,غربا,西へ,28
7872,بلا حدود,無限に,27
9707,انسجام,調和,44
5162,المشترك,加入者,53
9809,اصبع اليد,指,32
11108,كشاف,スカウト,23
7781,إزهار,咲く,59
9192,خوخ,桃,48
13468,وزيرة,大臣,13
6099,كمال الاجسام,ボディビルディング,65
4690,الدماغ,脳障害,79
6121,شفقة,残念,64
12284,علمي,sc,25
3217,كولوت,conn conn,88
3752,متسكع,ランブラー,82
2795,بلاك بيري,ブラックベリー,89
653,مضيف,スチュワード,64
860,تم تحليلها,分析しました,48
3390,غير ودي,不親切な,86
2688,مخبز,ベーカリー,83
2702,binomial,二顎骨,89
8871,بنس,ペニー,52
5886,يميز,区別する,28
1858,ميداس,ミダス,94
1400,ألمع,bright bright,95
10875,نيبال,ネパール,38
9116,وجه الفتاة,おっと,51
8086,الجوراسي,ジュラ紀,58
8698,tenebrae.,tbr,54
12773,كيناكي,ケンタッキー,21
12029,يحظر,pro pro,15
12502,الحضاري,都市,23
615,موتا,モタの,99
10760,عصير,ジュース,38
7675,عبوس,眉齢,55
750,اختلال وظيفي,機能不全,88
12379,وزن,重さ,23
10657,أعمى,盲目,32
10540,أوكيناوا,沖縄,40
11937,longhorns.,ロングホーンズ,26
5805,تحويل,逸れる,60
11912,ويلي,ウィリー,25
12508,دنيس,デニス,24
11120,كاري,care care,36
10965,جويل,ジョエル,37
3363,الديكتاتوريين,独裁者,42
10652,فاتنة,可愛い,38
10950,غريغوري,グレゴリー,38
3228,الإهمال,恩知らずの,67
6789,رحلات السفاري,サファリ,66
5926,طوعا، بمحض ارادتك,自発的に,72
10490,العثماني,オスマン,39
14513,ملحوظات,ノート,6
13325,ضمان,保証する,13
7670,الريغي,レゲエ,61
2568,إيفا,iva,91
10679,انهيار ثلجي,雪崩,39
9440,ماو,雅夫,49
11550,الاستنساخ,再生,28
10601,مقتنع,確信している,28
3081,طرح او خصم,減算する,61
2737,اليونسكو,ユネスコ,89
1,piperidine,ピペリジン,100
12233,بعد الظهر,午後,26
13337,الله,神様,14
4564,ضلوع,リブ,62
12710,دونالد,ドナルド,22
3777,متناثر,疎に,68
6442,كيمياء,錬金術,69
4804,غير ملاحظ,気付かれた,72
3603,سوبرانوس,ソプラノ,64
10194,تقسيم,細部,41
8394,محللون,アナリスト,46
10408,هير,her,41
6008,الماندرين,北京語,71
4413,airmobile,エアモービル,81
11437,عنصري,人種差別主義者,32
5331,deadlock.,デッドロック,67
3040,caprice.,カプリツェ,83
9801,توي,to,46
9853,جامع,ヤーリー,45
940,testicular.,精巣,97
562,سفوح,フットヒルズ,74
9150,فالنسيا,バレンシア,51
8108,السياقي,コンテキスト,56
10696,مولر,ミュラー,39
13216,لم يكن,味わえた,16
11070,ثبت,prov,36
9114,غير مستعمل,未使用,48
10295,المتمردين,叛賊,28
5589,تخمير,醸造,42
13810,هو - هي,それ,5
1635,engryo.,胚,89
12510,غرض,アイテム,18
6305,رذاذ,噴射,59
6153,أوراق اعتماد,資格情報,68
1105,هجوم لفظي,pol pol,80
9086,defensemen.,デフォンメン,51
465,المنتقدين,捨て店,97
7715,ديناميات,ダイナミクス,24
2352,آية الله,アヤトラ,89
3318,حجب,with,87
1146,ايكيدو,合気道,96
13987,قضية,場合,6
2306,مكنسة,ほうき,89
4669,هيلر,ハーガー,79
7652,فلمنيش,fl fl,61
14279,خطوط,線,8
6525,ewing.,e e,65
12484,الإحصاء,統計学,20
41,verbiage.,verb verb,100
8483,كتلة,ブロック,55
10420,دوايت,ドワイト,41
961,بربر,バーバー,91
7305,عري,ヌード,63
8329,بالإهانة,臆面もない,25
9502,كولومبي,コロンビア語,48
4971,الشره المرضي,bul bul,78
10453,زاك,ザック,41
8950,فتحة,スロット,45
13548,pennsylvania.,ペンシルバニア,13
3199,سيليست,セレステ,88
1339,غير مدهش,unh unh,96
12334,جيبسون,ジブソン,25
6968,زورو,ゾロロ,65
8538,ولد عم,いとこ,45
3208,حيوية,元気的な,83
9937,السادة الأفاضل,紳士,44
8215,tapir.,タローム,57
10605,يزعم,ally,40
8205,استقراء,誘導,45
1330,فريست,フレンズ,96
10056,مالي,マリ,44
7879,كروكر,コルコール,60
4681,مأدبة,バンケット,76
5533,البداية,sp sp,74
4959,بدون طيار,無人,77
12251,مقدس,聖なる,25
2749,راينر,鼻水,89
3553,كوليما,コリマ,86
13843,الجميع,全て,6
12444,روبنسون,ロビンソン,24
3276,احتضنت,embaced,62
7239,الكونفوشيوسية,儒教,63
11544,مقعد,シート,20
3088,الخلاط,ブレンダー,88
13514,اميال,マイル,12
1540,تربية الأحياء المائية,養殖,95
3411,البوليستر,ポリエステル,85
10909,روتشستر,ロシェスター,38
12544,رسالة,手紙,18
10604,التسوق,買い物,24
6272,الجراد,バッタ,67
483,بولي فينيل,ポリビニル,99
14389,عمل,やっている,5
2182,فناء,中庭,91
5138,رفع الاثقال,重量挙げ,76
7588,rightshirt.,朱送り,58
14479,فريق,チーム,7
7384,كاديت,符号,47
9417,يحيد,めくら,49
8438,معرض,博覧会,55
11475,مكبر الصوت,スピーカー,27
6350,aloha.,アロハ,69
0,النوايا,int int,7
12042,فاسق,パンク,27
8254,كمان,バイオリン,56
5375,ضحى,虐殺された,69
4739,غير كفء,不平等に,65
14377,شارع,通り,10
7180,إيقاع,テンポ,63
10807,نيابة عن,beh,38
7629,أميش,am,62
11498,الصحف,新聞,14
9451,تشاندلر,チャンドラー,48
5561,جدد,cst.,74
844,انتزاع,スナッチ,73
8046,كراهية,憎しみ,58
11158,بشكل سيئ,ひどく,36
446,غير معلن,特徴的に,88
14005,يخطط,プラン,11
11711,أوليفر,オリバー,27
10846,اكتأ,乙,38
8906,هيكتور,ヘクトル,52
5004,الانشقاقات,分割されて,18
10257,كف، نخلة,手のひら,39
1469,طويل، ممتد,突き刺さった,95
11193,هول,船体,35
7914,مع السلامة,さようなら,59
7229,الحركية,キネチーティック,59
11054,نيل,ニール,37
8391,thund.,th th,56
6377,tryptamine.,トリプタミン,69
10236,كو,ko.,41
606,ميثيلين,メチレン,99
7816,إعادة فحص,再確認,60
7934,شيرر,剪地,56
9025,يعض,一口,37
11801,وان,ind,30
291,ellipsis.,省エリフィス,100
5258,متحمس,熱狂的,40
6694,ميرلين,メルリン,67
13051,ملبورن,メルボルン,18
11169,البلدية,自治体,25
4832,شاتو,シャトー,79
8068,قبلية,部族の,58
6503,شخ,小便,48
4088,أكاديا,アカディア,83
4646,إحالة,照会,75
2046,أولمبياد,オリンピック人,76
13199,غير مريح,不便,16
11520,داروين,ダーウィン,31
13133,النقاش,議論,14
5228,التهاب المفاصل,関節炎,76
4015,شارلوتسفيل,シャーロットヴィル,83
14115,يغلق,近い,10
13228,ربط,縛ら,10
7339,بوصلة,方位磁針,57
7976,أنانية,自我,57
10356,الناجين,生存者,32
5551,بيزو,ペソ,58
6450,شاحن,充電器,30
3322,سبيك,スピック,84
493,صداع نصفي,片頭痛,96
11465,التمثيل,表現,30
11530,استرجاع,検索しました,28
6173,tekken.,テッケン,70
1428,اللامع,illustr illustr,95
10165,توقف,cう,22
8581,حطام سفينة,難問,45
3525,غوران,ゴラン,86
5637,ادى,免責する,73
2462,بلاغي,修辞的な,59
516,غيرنسي,ガーンジー,99
8007,الاسترالي,オージー,52
7278,متلقي,受信者,48
7171,كارني,カーニー,64
11428,البولو,ポロ,33
6353,معالم,マイルストーン,49
9097,iodide.,ヨウダイド,51
9073,إعادة تسمية,ren ren,21
7504,الرهن العقاري,モーゲージ,60
10246,عيد الرعب,ハロウィーン,42
5552,سيستين,シニー,74
5816,يتجنب,避けてください,6
1410,شيشرون,cicero,95
12672,اثني عشر,12,22
8005,أحرق,スラムズ,31
2769,وديس,add add,89
12608,صحراء,デザート,21
5459,anima.,アニマ,72
9815,شنقا,ぶらぶら,32
5930,سيرج,サージ,71
4028,وفرة,豊富,65
1925,دون,don don,93
7358,المخمل,ベルベット,62
13435,امام,先に,14
3100,كوشير,kher,88
6262,لوكي,ロキ,70
5448,زائف,偽の,75
4761,هيليكس,ヘリックス,79
13314,غزو,侵入,15
815,خط العنق,ネックライン,87
14091,ن,n,8
13567,سكوت,スコットリー,13
5729,الديناميكا الهوائية,空気力学,59
10399,غزال أمريكي ضخم,ムース,41
7428,المعمودية,洗礼,62
9563,إل جي,lg.,48
737,paparazzi.,パパラッチ,98
9512,أوليسيس,ユリシーズ,48
1510,مشية,歩行,94
12629,اسميا,名誉,10
1475,ماسيدون,マケドン,95
1528,مثانة,膀胱,95
5390,شحم,グリース,74
6255,اهتز,見切り,70
13753,أوهايو,オハイオーズ,12
1719,رسالة قصيرة,txt,94
8697,هراء,ブルシット,54
6492,رصيف بحري,橋脚,61
1506,ايجيس,aegis,95
12907,آرثر,アーサー,20
10289,أفضل التحايا,アミール,42
8206,ستونهنج,ストーンヘンジ,57
1588,غالب,優勢の,75
12642,وسائل الترفيه,エンターテイメント,19
597,المستعمرون,コロニスト,91
1180,المسدسات,拳銃,65
9969,تحول,変わる,17
5092,whopper.,whう,76
13207,غالبية,多数,8
4009,بانثيون,パンテオン,83
1844,trotter.,トロッター,92
13596,نزعة,傾向,12
13788,التحليلات,分析,11
7066,بيت لحم,ベツレヘム,64
12238,أطول,最長,26
2598,تحفة,傑作,82
2140,غارق,浸した,84
11502,ترينيداد,トリニダード,33
10666,ستالين,スターリン,38
7475,أزور,紺碧,62
5847,internationale.,国際的な,72
4511,اسم مستعار,仮名,74
2155,الكيمياء,chem,92
5279,رقاص الساعة,振り子,75
7865,استعارة، مجاز,比喩,54
13049,luna.,ルナピー,18
4137,قاعة الدراسة,クラスルーム,75
2294,زود بالوقود,fuel,88
13494,الاستعلامات,qu qu,12
11090,دولة قطر,カタール,36
4677,canuck.,カタック,79
13256,فيكتوريا,ビクトリア,15
9554,بيولوجي,生物学的,25
7636,كيكرز,キッカー,19
9916,أحكام,prov prov,38
9041,ذعر,ファンク,51
14277,تسويق,マーケティング,12
5406,استوعب,ダイジェスト,53
9807,متألق,鮮やかさ,46
11774,ليو,レオピー,30
9247,جيني,ジェニー,48
12970,واثق,継承,19
8781,باسات,バーズ,45
1677,رئيس الجامعة,レクター,94
7259,إطراء,補体,58
10328,ترتيبات,段取り,20
317,كونيكس,繋がる,100
5276,انتبه احذر خذ بالك,外を見る,75
13355,تقريبا,ほぼ,15
8861,تيفاني,ティファニー,53
327,كيمونو,着物,98
5290,الأردية,ウルドゥー,76
48,ماتي,マットの,100
6226,بوكا,ボカ,70
14489,أعداد,数字,7
4833,parramatta.,パラマティ,79
2575,رجال الميليشيات,ミリティアマン,91
1614,فندق صغير,モーテル,88
9254,سياره اسعاف,救急車,46
7590,الأيسلاندية,アイスランドの,29
11454,علاوة,ボーナス,33
12738,تجمع,ラリー,18
12925,بوبي,ボビー,19
9995,قرمزي,真紅,44
1674,asonement.,償い,81
5952,wainwright.,無駄になる,72
4179,بكرات,リール,51
2983,كينسينغتون,ケンジントン,88
4286,الباجية,異教,65
14362,فيديو,ビデオ,10
5745,أعيد فتحه,再び開く,62
5409,أكثر أمانا,より安全に,75
3691,ساخن,スカウター,85
14059,وحدة,ユニット,6
12979,نوع,選別,15
5346,الكروم,クロム,75
3337,وستفاليا,ヴェストファリア,87
9267,ليبيريا,リベリア,50
11233,مبارزة,決闘,34
5546,باشا,パシャ,74
11522,رايلي,ライリー,32
4377,streamlined.,合理化された,71
8298,القدوم,adv,57
11553,أصعب,もっと強く,32
10860,بكر,処女,35
11474,يشرب,飲む,25
9629,محرم,禁断,47
3586,غير طبيعى,異常な,69
9483,ذئاب,オオカミ,48
3097,الرفض,不承認,74
11434,الميثيل,メチル,32
14305,هواء,空気,8
12605,تايلاند,タイ,23
14180,يوليو,7月,6
5899,antelope.,アンテロープ,72
4710,المنظمة,動物様,79
2798,الصخري,頁岩,89
13858,أولاً,初め,6
10172,ببغاء,オウム,42
10715,طارد، تعقب، متابعة,追及する,32
10936,لاتفيا,ラトビア,38
4111,تقصير,ショートニング,37
9444,كبريت,硫黄,45
12257,مشتبه فيه,容疑者,16
3344,تسريحه شعر,髪型,74
12080,إيراني,イラン,26
10507,هلع,パニック,40
12122,التلقائي,自動的に,5
10772,ازتيك,aztec,37
13655,عموما,一般的,7
11354,السودان,スーダン,34
13675,خفيفة,ライト,11
3636,الري,灌漑,83
10310,أحجية,神秘,34
5308,دهون,脂質,75
10852,البنية الاساسية,インフラストラクチャー,38
10043,مونيكا,モニカ,44
11349,الزبون,ゲスト,29
9382,طبول,ドラム,29
3926,الحجر الزراعي,検疫,77
10164,أوماها,オマハ,43
12864,خيار,選択,19
1796,resupply.,res res,89
6511,ميركات,ミーアキャット,69
8089,لارس,lar lar,46
7158,سابقة بمعنى البيئة,エコ,64
4968,nightingale.,ナイチンゲール,77
11024,الساحلية,沿岸,37
11890,شعار,象徴,28
10316,مخبأ,キャッシュ,38
2392,اللاأدرية,不可知論,91
7312,نابير,ナピアー,63
2048,العنوان الفرعي,sub見,70
6297,tabloid.,タブロイド,64
12687,حديد,鉄,19
4613,مكمل,相補的な,80
4356,دافني,ダフネ,81
999,على السطح,屋上,89
2174,رابط,ペグ,70
983,تكسان,テキサン,38
308,churchyard.,教会園,100
11915,الحرم الجامعي,キャンパス,29
5727,كوكوس,ココス,52
12552,الأب,fr,23
3856,مستلزمات,付属品,67
11461,امتداد,スパン,28
13635,قرار,決断,12
10086,كنغر,カンガルー,41
6990,هاون,モルタル,39
8330,شروق الشمس,日の出,56
9154,باتون,バトン,48
6812,الصمام الثنائي,ダイオード,66
4022,السجلات,登録,6
468,بثور,plur plur,99
5540,droit.,デロイト,70
10005,فييستا,フィエスタ,44
5809,ميدالي,メダリスト,57
14240,مجموعات,グループ,7
11005,دامون,デモン,37
7740,الكاراتيه,空手,58
7255,سرا,秘密の,63
9589,دكتوراه,博,48
11049,يبرر,正当化する,24
11377,اعترف,入院しました,23
2981,سيل,急行する,85
8909,بابل,バビロン,52
2035,حضانة,保育園,92
1546,باد,パドレ,43
2885,mopper.,モッパー,89
13674,كثيرا,多く,11
4354,ماخ,mach,81
7695,رائد فضاء,宇宙飛行士,53
7157,ستارة,カーテン,61
10677,الغزال,鹿,39
249,نيوزويك,ニューシーズ,100
9883,قلعة,要塞,43
6238,الترفيهية,娯楽,31
13097,التصنيفات,カテゴリー,6
6798,التهاب رئوي,肺炎,66
8469,كوليرا,コレラ,55
1294,الرضع,幼児,53
12167,دلتا,デルタ,27
13685,مطالبة,請求,9
3905,تصديق,批准,84
13135,عصري,モダン,16
7083,الدومينو,ドミノ,59
14182,البنوك,銀行,13
12927,يستلم,受信する,6
4259,بند,牛肉,82
13986,شارك,co,13
9615,لخص,要約する,37
2553,بولينيزيا,ポリネシア,91
3699,تثاقل,スラック,83
8495,اباتشي,ap ap,52
1786,الدلماسية,ダルメシアン,73
10022,تحية,敬礼,43
5797,أشباه الموصلات,半導体,69
6312,الملاذ الآمن,聖域,68
7857,فضفاضة,ゆるい,30
6130,ابن شقيق,甥,67
14326,ضابط,役員,9
10268,التاميل,タミル,42
4680,لم يكشف عنه,未解決,79
11020,اعتقاد,信念,28
9336,حطام,デブリ,49
13524,صدى صوت,エコー,13
2965,السلوقي كلب الصيد,グレイハウンド,69
1183,سمن,マーガリン,96
12133,يوم الخميس,木曜日,27
8529,slater.,スレッター,55
13066,المصاب,怪我した,17
12867,ديك رومى,七面鳥,20
14108,استثمار,投資,28
6349,تاكوما,タコマ,69
8994,بجعة,ガチョウ,52
14301,هَم,懸念,9
7365,بومبي.,pompeii,62
13676,مسودة,下書き,11
13438,المؤلفات,文学,14
12223,أقرب,クローザー,26
13164,وظيفة,役割,15
8174,هافانا,ハバナ,58
2919,كوبورغ,コーブル,89
782,فحل الخيل,牡馬,91
118,ريادة الأعمال,起業家精神,100
762,غرفة الأخبار,ニュースルーム,96
5032,singleton.,シングルトン,76
13644,صالة,ホール,12
3712,سكوبا,スキューバ,85
6022,مقتطفات,抜粋,57
8646,atlantis.,アトランティス,54
2489,خنثى,hermaphrodite.,90
12839,الخريف,バネ,17
2583,العطف,親切,13
8104,بلدان جزر المحيط الهادئ,pics pics,36
9623,في الاتهام,イファーラ,47
9177,الفراولة,いちご,49
11959,أرماديلو,アルマジロ,29
13815,أو,または,5
12607,وارد,区,22
970,السعرات الحرارية,カロリー,88
10863,جذر,根,29
11302,من بين,among,35
417,شهادة البكالوريا,バカロレア,100
2905,بيزنطيوم,ビザンチウム,89
4219,خارجي,無関心,81
2095,الايسوسوم,リサソーム,92
602,صاخب,ra ra,99
8195,المتغيرات,変種,41
667,مسموع,可聴,94
1609,التباين,disp disp,28
8370,الخلوية,携帯の,56
5438,تونكين,トーンキン,75
594,أحادي الصوديوم,モノコジウム,99
6106,خرطوم,ホース,68
5808,بلو,ブルーリー,73
14130,يوفر,提供します,6
14259,إدارة,管理,6
8970,قافلة,コンボイ,46
6060,حملة القمع,crack crack,70
14332,وصل,到達した,9
11004,برنارد,バーナード,37
9042,ساندرا,砂漠,52
13139,صباح,朝,17
5676,الديناميكا الحرارية,熱力学,69
5818,ميدوسا,medus,72
6966,غير ملائمة,不利,64
1376,ترينا,trina,96
11629,ساسكاتشوان,サスカチュワン,31
8338,نقط,ラスター,56
11030,أولية,予備,37
8632,بيتهوفن,ベートーベン,54
3481,أشرف,明るくなる,86
9529,حمام,浴,41
4970,asclepius.,アセクティビ,78
13220,المتقدمة,発展した,10
4704,سبع,セプタ,79
3426,towson.,タウソン,87
9818,بوس,psi,45
13191,جملة,文,12
5987,علامة مائية,透かし,64
703,مصباح يدوي,懐中電灯,93
6962,جوز,クルミ,64
11644,الماس,ダイヤモンド,30
12950,يوم الجمعة,金曜日,19
3776,الخروج,出来事,16
8684,تفسير,解釈された,53
2093,دينار,ディナール,83
10992,ارتدى,身にじゃ,37
12194,العلامة التجارية,ブランディング,17
13537,إلينوي,イリノイ,13
13001,مذبحة,虐殺,17
14334,أمريكا,アメリカ,5
83,سلي,スリー,99
14066,وأضاف,追加した,5
7483,مقدار من الياردات,ヤードジュ,62
4950,علم أصول الكلمات,エーモロジー,66
9570,المزارعين,農民,38
13793,ل,に,5
7113,euclid.,ユークリッド,64
11829,أيون,イオン,30
3474,غير مؤلم,痛みに,87
5192,aldolase,アルドラーゼ,76
5371,مسجد,マスジド,75
9943,ويلر,wheeler.,44
7749,نعومي,ナオミ,61
403,صاح,スムート,100
8182,حفظ السلام,平和維持,48
10477,الجيش الجمهوري الايرلندي,イラマ,40
11543,قوس المطر,虹,32
8237,كولومبين,コロンバイン,57
13874,هناك,そこには,5
923,زين,ザイン,97
1627,الكتان,亜麻,94
9522,دال,d.,48
7206,الربع النهائي,準々決勝,64
258,علنا,over然,100
12890,ضع الكلمة المناسبة,ラベル,14
24,بروفة,リハーサル,74
11466,إعادة تنظيم,再編成されました,27
6163,إعادة تأهيل,リハビリテーション,62
12232,بنما,パナマ,26
12758,عملاق,巨人,12
4400,ميناء حر,自由貿易港,81
4203,خردة,スクラップ,52
5742,البحث الجنائي,cid.,73
1515,قميص,シュミーズ,90
8210,جراف,グラフ,57
6441,تحت الماء,水中,69
8607,معجب,打ち砕く,37
10911,الكلاب,犬,8
8334,هيرشي,ハーシー,56
12898,يوتا,ユタ,20
13991,تجارة,取引,12
9287,كاي,ケイ,49
10853,decathlon.,十種競技,38
9038,عباءة,マントル,51
6615,غير صحيحة,届いた,67
11827,أرنولد,アーノルド,30
9351,بالي,バリ,49
4920,الإيثيلين,エチレン,78
7771,منارة,灯台,59
6830,البوليمر,ポリマー,63
11878,بورتلاند,ポートランド,29
5494,موظر,マザーファッカー,75
9961,نادرا,めったに,26
14256,المكالمات,電話,8
6170,sweatshop.,スウェットショップ,70
9694,تعويذة,マスコット,42
8621,يطفو على السطح,フローティング,44
4018,كاليه,カレイ,83
12645,تحقيق,調査,16
13366,هوية,身元,15
216,محلي الصنع,自家製,100
12904,العانس,紡績スター,20
11918,ديرك,汚れた,29
10508,تعامل,deal deal,40
13364,اعتذر,謝罪,6
11418,مرآة,鏡,31
5157,شفه,唇,57
2314,نبتهج,喜ぶの,86
13665,حجر,ラップ,10
13969,يتحكم,コントロール,11
5695,cyclamen.,シクラメン,74
11204,مناشدة,訴える,26
3764,فينيك,フェンネコ,85
12676,التجربة,トライアル,19
12483,نعمة او وقت سماح,恵み,23
7861,العتيقة,アンティーク,50
7197,جيرمانتاون,ジャーマンタウン,64
1342,نانومتر,ナノメーター,96
10400,سبرينغفيلد,スプリングフィールド,41
14401,محدد,特定の,7
7978,المغنيسيوم,マグネシウム,59
6234,مسلحين,砲手,70
12614,كالجاري,カルガリー,23
3268,خصم,拮抗薬,65
7833,سوء,誤った,23
7173,بني,ビス,41
14288,جامعة,大学,7
10320,حدود,限界,8
12166,تحريف,虚偽表示,23
10777,مدهش,驚くばかり,38
9788,وجبة افطار,朝ごはん,45
12342,غينيا,ギニア,24
9338,طاه,シェフ,48
13209,نجارة,ジュニア,16
2679,روزاليند,ロザインド,90
8037,خفة,機転,23
1429,أيس,えとに,95
1883,ألانين,アラニン,93
592,سوليتير,ソリティア,99
4684,حظيرة,stock,74
11598,باكال,パスカル,32
6773,اللوني,クロマトグラフィー,66
1967,مربية,乳母,93
5499,بومونت,ビューモント,75
14087,المجموع,合計,7
1998,انتشار,伝搬,68
11045,جادل,arg arg,20
26,leucine.,ローシン,100
7773,مقصورة الطيار,コックピット,59
8890,ماكسيموس,マキシムス,52
11451,التوأم,ツイン,21
798,خزف,磁器,98
9826,بويز,自慢する,45
12076,سرطان,癌,27
12262,غزاة,侵略者,25
880,هاليد,ハロゲン化,95
10284,كبرى,より大きい,42
12172,الألفية,ミレニアム,27
1606,الفزع,狼狽,85
10275,أوتو,オットー,42
1774,منظرا,視差,92
3726,شامبين,シャンペーン,85
13611,كريكيت,クリケット,12
5883,الدائرة الانتخابية,const const,50
11316,كتف,ショルダー,30
