ID,ARABE,TURC,INTERVAL
3050,ثيسل,thistle,82
2681,كيتون,keton,80
3077,الطباعة,tipografi,88
5309,العداء,sprinter,60
1215,بريشت,brecht,96
14036,بيت,ev,8
14428,يدعم,destekler,8
10373,قوات التدخل السريع,swat,42
2917,تشيبا,chiba,89
7413,لماع,mırıldanmış,62
1101,أبرشية,diocesan,96
1828,سك العملة,madeni para,93
14104,محتجز,tutulmuş,8
6540,في السر,gizlice,69
7762,هيلينا,helena,61
8802,إعادة النظر,yeniden gözden geçirmek,51
2551,فلامنكو,flamenko,90
6008,الماندرين,mandalina,71
2416,خلقي,konjenital,90
6741,درج,merdiven,63
9818,بوس,psi,46
13448,أنفسهم,kendileri,14
10356,الناجين,kurtulanlar,33
2606,راب,rab,90
12594,خوسيه,jose,23
14223,يخلق,yaratmak,5
7430,بولمان,pullman,63
2076,مبشر,evannelist,88
3798,مهدي,mehdi,85
8908,فاني,fanny,53
10266,براءة الإختراع,patent,38
10593,أصولي,radikal,34
7621,سومو,sumo,62
13197,باتريوت,vatanseverlik,12
12795,سيدة,dama,21
2571,سيمنز,siemens,90
7975,overcame.,üstesinden gelmek,60
176,كلوستريديوم,clostridium,100
7367,الماركسي,marksist,59
1675,سولون,solon,92
14241,قائمة,liste,6
9116,وجه الفتاة,ayy,51
6293,سكاربورو,scarborough,70
10982,اعترف,onayladı,28
14400,جهود,çabalar,7
5516,الفول السوداني,yer fıstığı,40
9783,يطوى,katlamak,34
5324,نانا,nana,75
12142,هرب,kaçmak,22
254,التباديل,permütasyonlar,83
2182,فناء,avlu,91
9026,موقف,duruş,51
7974,رأس السهم,arrowhead,59
5083,تشيز كيك,çizkek,77
152,تونك,tunik,79
13842,سنة,yıl,6
11921,نيفادا.,nevada,29
1850,الجناس,aliterasyon,93
12022,رفض,reddedildi,22
290,تخطيطي,şematik,96
7373,خصوصية,gizlilik,63
4440,دون,el değmemiş,64
3092,الصمامات,vanalar,47
12039,مجرم,adli,25
12656,هنغاريا,macaristan,23
423,الكاتب المسرحي,oyun yazarı,96
7787,ميلارد,millar,61
13648,بالضرورة,mutlaka,12
14463,يحاول,denemek,6
4022,السجلات,kayıtlar,6
7568,أينما,her nerede,62
13784,صغير,küçük,11
11580,فيكتور,victor,31
12423,دير,der,25
14137,إضافي,daha öte,6
3655,reruns.,rarak,77
5537,غرفة نوم,yatak odası,71
9854,القاهرة,kahire,46
11939,الطريق,dik başlı,29
4176,لانيه,lanier,83
9004,polytechnic.,politeknik,52
9653,منفوخ,şişmiş,47
5490,نعامة,devekuşu,73
13415,ماثيو.,matthew,14
10422,يكذب أو ملقاه,uzanmak,20
149,الاستعجال,aciliyet,100
9083,ناطحة سحاب,gökdelen,48
1556,الفرنسيين,frenchmen,95
2903,عشاق,desi,89
2760,مريلة,önlük,88
6279,بيلوروسيا,beloruss,70
12220,تسوية,yerleşmiş,22
6250,الغرق,boğulma,50
5304,السيخية,sihizm,76
5530,دعاية مغالى فيها,bulanıklık,72
3006,شقائق النعمان,haşhaş,87
7241,دون عناح,dunk,60
533,ليتورجي,liturji,98
13871,يستخدم,kullanmak,5
10406,وعاء,tencere,39
2556,دياتوم,diyatom,87
12359,تشاد,chad,25
5171,سقوط,düşüş,75
8368,الأقداس,yourluklar,55
13739,ممتاز,süper,12
1476,الترامبولين,trambolin,90
976,الآباء - الأولياء,patavaklar,82
13537,إلينوي,illinois,13
13268,7,7.,16
8369,كايلي,kylie,57
13576,أمر,emretmek,10
2072,كأس,goblet,91
10717,زبدة,tereyağı,38
8919,قمة افرست,everest,53
5462,التوراة,tevrat,74
8705,فضيلة,erdem,50
7555,الجرانيت,granit,62
9839,الانخراط,ilgi çekici,14
5510,غيبوبة,koma,66
11525,عد,geri gel,32
10826,كورال,mercan,38
7977,عقدة,düğüm,28
7320,مخيف,açmak,31
13637,ملعب تنس,mahkeme,12
2334,الاسم الرئيسي,adi,89
14512,جريدة,gazete,15
13329,المناطق,alanlar,9
7789,الصفة,sıfat,55
2939,سيء الجودة,berbat,85
14082,سان,saniye,10
2502,بيلهام,pelham,90
4760,غلاية,su ısıtıcısı,77
599,قرف,ugh,99
3475,رد فعل,tepki göstermek,45
12449,كريج,craig,24
349,أنجورا,angora,100
10669,الافتتاحية,editör,35
11613,طحلب,yosun,32
10824,موس الحلاقة,ustura,38
10505,رقاقة,yonga,29
8425,إسطبل,ahır,55
9582,مارثا,martha,48
9867,signpost.,tabela,45
7808,ترى,trey,61
5041,طبع,mizaç,71
2980,المدفأة,şömine,87
10898,رخصة,lisans,33
14425,أبدًا,durmadan,11
13254,الآسيوية,asya,16
13964,أربعة,dört,6
2358,تحلية المياه,tuzdan arındırma,90
6091,سبيكة,sümüklü böcek,53
12800,الممثل,aktör,17
8474,تهدف,amaçlayan,21
8104,بلدان جزر المحيط الهادئ,pics,36
10254,هاليفاكس,halifax,42
10173,البحر المتوسط,akdeniz,43
8662,البيزنطية,bizans,55
4420,سبيتزر,spitzer,81
13898,شركات,şirket,9
715,تشيه,chih,98
1300,مراهق,ergen,62
4367,إعادة التطوير,iyileştirme,63
9288,ثابت,sabit,49
4249,كاسحة ألغام,mayın tarama gemisi,77
2119,بيكرسفيلد,bakersfield,92
8407,فاجوت,ibne,52
10037,محسوس - ملموس,algılanan,40
9350,الصحراء,sahara,50
8512,توريت,turşu,56
248,في الجليد,calvary,100
1778,شنغ,sheng,93
3497,الخط الرئيسي,ana hat,83
12907,آرثر,arthur,20
6933,لايبزيغ,leipzig,66
6115,بشكل جذري,drastesel olarak,53
12922,دليل,kanıt,18
9359,المتحولين,dönüştürür,17
5250,كربوكسيل,karboksilat,61
9895,هاو,howe,45
13165,برج,kule,15
7531,البالستيسي,balistik,52
10908,بستان,grove,37
9755,كارين,karen,46
8724,ربت,dab,54
3016,كورونادو,korono,88
3783,الكانتونية,kantonca,85
8194,سويس.,suisse,58
3096,بونتا,punta,88
6214,كوران,kürek,70
10676,وصي,muhafız,38
7635,فلس,file,59
1305,مذبذب,osilatör,63
4435,الممرضات,hemşireler,38
7147,إسكيمو,eskimo,44
4740,ام,mather,79
2309,تحيات,iltifat,58
12052,يصبح,olur,8
5734,رانشو,rancho,73
6423,الأخشاب,kereste,66
4607,بريدج,bridjewater,80
706,طافيا,su üstünde,98
7152,airwaves.,hava dalgaları,64
10182,التنقل,navigasyon,27
92,التفكك,parçalanma,76
6716,كمثرى,armut,67
8048,شئ,deko,59
2575,رجال الميليشيات,militiya,90
14203,يعالج,işleme,10
230,مجموعة فرعية,alt grup,91
7261,جينوم,genetik şifre,62
12223,أقرب,daha yakın,27
6401,كردستان,kürdistan,69
11729,تم التوصيل,teslim edilmiş,24
5928,بولونيا,bologna,72
7777,جزر الأزور,azorlar,61
5209,التلاؤية,evlenme,76
6366,نيستور,nestor,70
12215,حالا,anon,27
10128,سيمونز,simmons,43
13554,محل تقدير,takdir edilen,9
3451,شامروك,yonca,66
5737,غلوفر,glover,73
12551,عيد الميلاد,noel,24
10439,وحشي,kısır,41
7455,ستيريو,müzik seti,62
13566,اليوم,bugün,13
11384,لورا,laura,34
6709,خط الوسط,orta saha,54
11745,القطن,pamuk,31
12333,مقاومة,direnç,22
2075,برند,brant,92
6144,رمضان,ramazan,71
6998,مصاصة,lolipop,64
7897,تقطعت,sarhoş,49
9274,روتردام.,rotterdam,50
5825,قطيع,sürü,67
5703,صدم,çarpmak,54
13737,جو,joe,12
11554,الرصيد,denge,25
14451,خسائر,kayıplar,10
7102,المنشد,sesçi,61
10076,أرتميس,artemis,44
13668,دخل,girdi,10
12428,الإنجيل,müjde,25
9465,فائقة,ultra,47
10247,تقاس,ölçülen,18
12051,أرضية,zemin,24
5546,باشا,pasha,74
5615,ستريك,sitrik,74
4437,صباغ,doyer,79
145,الباربولا,parabol,100
12450,بطة,ördek,20
8687,متجهم,acımasız,54
9712,سيرك,sirk,47
7224,شا,sha,64
3148,بوتشيت,puget,88
3288,استخلاص,kurtarma,65
9372,أولا,i̇lk önce,49
7487,بصلة,soğan,58
8384,معلم معروف,dönüm noktası,48
5815,الضنك,dang,73
3911,إيلين,eline,84
2540,خطأ فادح,hata,80
8427,البركانية,volkanik,55
4804,غير ملاحظ,fark edilmemiş,73
1145,علم الاحياء المجهري,mikrobiyoloji,93
7034,مذيب,solvent,58
330,داوي,drawe,86
579,غواناكو,guanaco,99
1870,لحظيا,geçici olarak,93
13007,تفاعل,reaksiyon,17
3600,قلق,endişeli,86
2931,farthest.,en uzak,88
13161,من المؤكد,kesinlikle,17
7213,بنات,kız çocukları,33
1718,روز,ros,36
4202,uew,yew,82
6116,يصفع,tokat,55
4548,متشابكة,karışık,72
11328,ليلكي,mor,35
8689,للأسف,ne yazık ki,54
11128,وزعت,dağıtılmış,20
2010,أخطاء إملائية,eksiklik,61
10529,حانة,pub,39
8957,اللقاح,polinatör,46
13191,جملة,cümle,12
11272,هربرت,herbert,35
10055,بونتياك,pontiac,44
5419,الانقسام الاختزالي,meiosis,75
5598,غصبا,zorla,68
356,الأميرالية,amirallik,99
3352,موج الشعر بإستمرار,perme,87
9295,استبعد,elemek,15
10586,كلما كان,ne zaman olursa,40
8610,العنب,üzüm,44
3558,بوساطة,aracılık eden,26
4276,underworld.,yeraltı dünyası,82
3104,الشباب,gençler,79
2737,اليونسكو,unesco,89
4653,وجهة نظر,bakış açısı,79
2652,زرزور,sığırcık,90
9159,فيرا,verya,51
5475,إعادة ترقيمها,yeniden numaralandırılmış,60
7651,رتراك,roc,62
2454,هدوء,bastırılmış,79
12085,تسونامي,tsunami,27
63,مخادعة,hilekârlık,100
8129,فيات,fiat,58
11353,بلجيكي,belçikalı,34
12035,غير ممكن,imkansız,28
5229,قزراوة,hazar,76
568,الاختلاط,geçişçilik,99
14088,هنا,burada,5
9897,الة النفخ,tüp,41
4565,قضاء,quarl,79
3615,الرتيلاء,tarantula,86
12389,انحياز، نزعة,ön yargı,25
2273,ويسلر,ıslık,91
13803,يكون,olmak,5
7436,شريف,şerif,62
1722,جلا,vl,93
5670,غرا,gras,74
12017,منفرد,solo,28
11722,هدسون,hudson,31
5620,مكوندو,condor,72
6582,النطاط,hopper,65
371,شبه منحرف,trapez,97
13745,مجلس,devre kartı,11
9722,مراقبة,gözetim,47
5995,الفستق,fıstık,72
6300,وريث,mirasçı,62
2470,علم الأمراض,patoloji,79
8594,ماركيز,marquis,55
13142,داكن,karanlık,16
12036,تعاون,işbirliği,12
10818,ميتا,meta,38
3988,السيتوبلازم,sitoplazma,81
5414,الطفو,yüzdürme,75
7874,المليارديرات,milyarlarca,58
14155,بريطاني,ingiliz,9
8728,فولكس واجن,volkswagen,54
5188,دائم الخضرة,yaprak dökmeyen,77
1990,الجدة,büyükanne,90
4092,توتو,tutu,83
11681,بلدة,ilçe,31
86,محراث,pulluk,88
10448,هلسنكي,helsinki,41
3945,اذهب إلى,goto,83
1037,الهاربين,kaçış,96
6285,المانع,inhibitör,64
9933,استفتاء,referandum,39
12250,مورقة,yapraklı,26
2168,بوضوح,göze çarpan,87
12129,متبنى,kabul edilen,20
3083,قرحة,ülser,86
11780,لوكسمبورغ,lüksemburg,31
2445,التمرير,kaydırma,41
14180,يوليو,temmuz,6
8136,خنجر,hançer,56
2400,المنفذ,yürütücü,88
13088,حائط,duvar,16
10530,إحداثيات,koordinatlar,21
1401,مارغريتا,margarita,95
14123,نتيجة,sonuç,7
9838,نورفولك,norfolk,46
7110,هيل,hilik,65
13251,جرس,zil,15
8141,اعادة,recon,58
11427,أخت,kardeş,28
14132,إضافة,ek,6
3648,القراص,ısırgan otu,80
10101,يرتدي,giyinmiş,26
12180,جسيم,cüsseli,25
2372,صندوق بريد,posta kutusu,89
7137,يتولى,devralmak,64
4379,تسريع,hızlanmak,35
3389,زيوت,yağlar,16
3170,استبداد,tiranlık,82
1010,رصين,ayık,87
6407,متحف اللوفر,louvre,69
7266,رونوك,roanoke,64
11007,بورما,burma,38
4848,بوردو,bordeaux,79
8403,سيخ,sikh,48
13363,لبنان,lübnan,15
5955,فيلي,zekice,72
10598,الكاميرون,kamerun,40
6280,يشب,jasper,69
6491,جراب,pod,63
7639,جانبية,teminat,61
8343,أسد امريكي,puma,33
14224,استمارة,biçim,8
12322,اصوات,ses çıkarmak,12
8412,الجاذبية,yerçekimi,48
7423,أنجلينا,angelina,63
6593,سلام,gecekondu,66
8128,غير متوفره,kullanım dışı,57
8166,سمك القد,morina,58
5042,زمارة,bip sesi çıkarmak,75
9780,صارم,kıç,46
9418,ينزلق,kaymak,36
13938,تشارك,hisse senetleri,6
1594,تتطور,gelişen,37
8880,أوسلو,oslo,53
12824,أورليانز,orleans,21
1315,الأحرف الكبيرة,büyük harf,96
3335,سكرتارية,sekreterlik,87
8708,التسلق,tırmanmak,28
1912,snead.,kestirmek,93
12032,كورنيكس,korix,28
4931,بسعادة,mutlu bir şekilde,78
1442,ترايدنت,trident,91
8990,فكرة,ipucu,42
7648,دندي,dundee,62
9803,الأهم من ذلك,en önemlisi,46
5019,مجعد,kıvırcık,77
5566,كوي,nazlı,75
4989,إريكا,erika,78
1869,نيسم,nist,93
8211,كوبرنيكوس,copernicus,58
11709,قرب,yakınlık,31
2311,إزعاج,bozmak,21
3603,سوبرانوس,sopranos,65
1610,فرق,varyans,93
3912,emigy.,büst,80
679,ايون.,eon,95
9415,وهمي,hayali,49
4635,كريك,kirletmek,80
9737,كام,kam,40
10140,ثنائي,ikna etmek,43
12097,الحجج,argümanlar,17
7562,بونس,poncu,62
381,النائب,viceroy,97
2068,شهيد,şehit,62
5422,بصلي الشكل,soğanlı,75
652,أمبروسيا,çok lezzetli yemek,98
2735,ميرون,myron,89
8172,تصور,tasvir eden,24
174,المينا,emaye,97
8801,النيكل,nikel,52
9885,غناء,vokal,35
265,الصحة العقلية,akıl sağlığı,100
1486,نخاع,ilik,95
11123,تسجيل صوتي,film müziği,35
2117,المحفز,katalitik,92
8816,جاليليو,galileo,53
12804,عين,göz,16
11116,الاستوائية,subtropikal,36
11474,يشرب,i̇çmek,25
11950,ذكرى سنوية,yıl dönümü,28
5930,سيرج,sergi,71
1764,مانع,engelleyici,84
3338,الملكية الملكية,kralcı,80
7047,لاتيني,latin,62
7515,القصة,bald,56
12677,ميسيسيبي,mississippi,22
6061,فترة طويلة,uzun süreli,64
2869,طبقة المياه الجوفية,akifer,88
3636,الري,sulama,83
7218,قبضة,yumruk,54
12432,ذ,th,25
10133,النصب والاحتيال,sahtekar,43
13994,أيام,günler,6
14467,مناقشة,tartışılmış,6
4201,pst,pasifik zaman dilimi,82
9646,العاب ناريه,havai fişek,45
5172,جدة,nene,76
3843,أوليفا,oliva,85
5220,محاكاة,simülasyon,38
325,هاريكان,harrycane,100
3070,دلالات,çağrıştırma,63
956,إطفاء,söndürmek,61
8504,talbot.,tılböceği,56
14439,عبر,aracılığıyla,9
1167,الفص,lob,89
5712,عطل,faul yapmak,36
2803,مقاعد,kişilik,88
8909,بابل,babil,53
2473,لاصق,yapıştırıcı,74
2387,اخدود,gulba,89
3217,كولوت,connaught,88
12880,في الواقع,aslında,20
7921,غارفي,garvey,60
10709,الرياضيات,matematiksel,21
11260,طين,kil,35
5178,بدون توقف,durmaksızın,77
3490,ناقلة الأمين,aminotransferase,86
5953,النمس,ferah,71
1341,فليمون,filemon,96
8373,العنبر,amber,57
11749,صحة,kesinlik,31
13706,متوقع,beklenen,11
8293,حماس,heves,57
6032,دلالة,gösterilen,44
4794,هيرشيل,herschel,79
7597,بأسمائها,kürek çekmek,56
12353,رفيق,dostum,24
1681,طب الأطفال,pediatri,92
13067,شقيق,abi,12
871,تارو,taro,97
2085,مظلي,paraşütçü,50
10845,تاكر,tucker,38
9080,دعاء,namaz,46
9577,في جميع أنحاء البلاد,ülke çapında,48
5330,مذكرات,hatırlar,67
11244,أساسي,kardinal,15
1756,زملاء الصف,sınıf arkadaşları,84
3136,روبر,halatçı,87
907,تعدين,metâlurji,97
4640,طهارة,arıtma,80
6444,caretaker.,bekçi,68
6283,مونتبيلير,montpelier,70
2350,فرشاة,fırçalama,47
9772,حظيرة الثيران,bullpen,46
8062,المعلمات,parametreler,44
14476,محركات الأقراص,sürücüler,10
8147,شوكة,çatal,41
1552,شبت,dereotu,93
4827,ولتر,lister,78
14090,واشنطن,washington,9
2006,النجارين,marangozluk,47
5322,شقراء,sarışın,62
13055,سلامة,emniyet,18
10783,السعي,arayan,24
6657,لغة الملايو,malay,60
7245,عشاء,akşam yemeği,64
11663,غانا,gana,32
3531,الأراضي الرطبة,sulak alan,81
13107,دراما,drama,18
10223,جايلز,gilgiler,43
12324,كولومبوس,columbus,26
5267,choreography.,koreografi,76
2165,الكهربائي,elektroforez,92
10095,اختزال,kesinti,42
4974,اللوحة الأم,anakart,78
12882,ألفا,alfa,20
9847,بيت شعر,ayet,38
14495,فرنسي,fransızca,11
11388,ترومان,truman,34
5559,الوجودية,varoluşçuluk,70
744,upstate.,şehir dışı,98
2205,إعادة قراءة,yeniden okumak,88
4479,روح رياضية,sportmenlik,81
1679,شاقة,yokuş yukarı,94
7992,استهلاك,tüketim,59
7153,طلاق,boşanmak,59
3820,كوتور,kişiye özel tasarım,85
6786,اللوردات,lordlar,15
11360,بطريقة ما,bir şekilde,34
14146,اسم,isim,6
10219,اشتباك,çarpışma,31
13539,الى حد كبير,epeyce,12
13990,الكمبيوتر,pc,36
14408,الأرقام,figürler,12
13298,غاري,garyer,16
13137,أوريغون,oregon,17
13422,جوزيف,joseph,14
4158,بورلي,burley,83
5579,ند,nv,74
7608,النظام البيئي,ekosistem,62
13586,طريقة,yöntem,12
12502,الحضاري,kentsel,23
13643,قرية,köy,12
3556,الناخب,gözden geçirilmiş,79
6151,محمي,koruyucu,10
3583,او.,eau,86
12921,مكسور,kırık,20
1693,غثيان,mide bulantısı,94
7695,رائد فضاء,astronot,53
4370,أصالة,özgünlük,52
8927,بحار,denizci,39
9959,غارفيلد,garfield,45
13204,9,9.,17
27,تعيق,inhibe etmek,62
13487,كنيسة,kilise,13
7113,euclid.,öklid,65
14391,سبتمبر,eylül,6
10531,بيروت,beyrut,40
2738,تلميذ,okul çocuğu,86
10322,بورك,burke,38
5493,سلونة,sloan,75
11478,ألفريد,alfred,33
11511,كريم,krem,33
7636,كيكرز,kickers,20
1489,جول,hoo,95
5694,تأرجح,swung,74
13041,طال,tayly,18
8133,حصان مجنح,pegasus,58
9194,متصل,bozulmamış,51
8992,مدفوع,tahrikli,39
11967,بمعنى آخر,yani,29
6263,الكناري,kanarya,69
10430,فرانز,franz,41
11364,جاكوب,jacob,34
7873,الجناة,failler,45
3285,عنصر,motif,80
2821,دانغ,dangalamak,88
1951,موب,moop,93
1273,الأحجار الكريمة,değerli taş,89
2365,حوريولوجي,horologium,91
11885,كيني,kendi,30
2212,أخرق,kısaltılmış,87
9283,التغلب على,aşmak,46
4742,خجلان,utanmış,78
4576,تهريب,kaçakçılık,73
8704,إليانور,elanör,54
13139,صباح,sabah,17
2435,الحموضية,asidör,91
14397,نار,ateş,10
12264,كربون,karbon,25
3034,clatable.,kibar,88
387,رينوار,renoir,100
1825,سبيرو,spiro,93
6630,البطيخ,karpuz,66
13698,تلميحات,ipuçları,12
10933,دخان,sigara içmek,25
2451,ضحك,güldü,38
6762,هيدرو,hidro,67
4950,علم أصول الكلمات,etimoloji,66
676,ولادة جديدة,yeniden doğuş,98
3207,مزعج,zahmetli,88
14228,آلة,makine,9
8201,علم النبات,botanik,58
9054,منغوليا,moğolistan,52
13504,كول,co,13
177,حنين للماضي,nostalji,100
3032,بيكولو,piccolo,88
3310,محاكمة,özetle,87
10388,interstate.,eyaletlerarası,41
3483,بارونيت.,baronet,79
7422,غير مألوف,tanıdık olmayan,62
4452,السينمائيين,sinemacılık,65
3578,النظرة,teorisyen,58
7160,ecelon.,ekel,62
4630,التقزح اللوني,yanardönerlik,78
9099,تحديد مستوى,yerleştirme,50
9463,كوم,coe,49
13418,مالك,kulp,14
11197,التكتيكات,taktikler,19
11243,منقي,filtrelemek,32
1231,الشعلة,torchbearers,84
7919,سبعون,yetmiş,48
2640,شراب الشعير,malt,88
14083,مهم,önemli,8
14189,مفتاح,anahtar,11
2314,نبتهج,sevinmek,86
14277,تسويق,pazarlama,13
8030,بلان,blanc,59
10237,مفاتيح,anahtarlar,11
5341,خوارق,paranormal,76
5780,اليعسوب,yusufçuk,73
9104,الانفجارات,patlama,27
12329,ألاسكا,alaska,26
10416,برينستون,princeton,41
4799,transatic.,ikinci derecede,78
11169,البلدية,belediye,25
275,الإيبيرية,i̇ber,99
14049,مؤخرًا,son,5
12874,مصارعة,güreş,20
1748,اليديشية,yidiş,93
7045,علم الحساب,aritmetik,64
773,راين,rhein,98
6067,عاصف,rüzgarlı,71
5355,فان,fan,76
2628,شق,yarık,89
5600,خشية أن,lest,60
10148,شمبل,şempanze,43
516,غيرنسي,guernsey,99
8751,أقرن,akor,54
4890,لوب,lub,78
11153,التعرف على,tanıma,36
11053,وقت الظهيرة,öğlen,37
12042,فاسق,punk,28
9344,حاوية,çim,48
764,مانكس,mankok,98
2446,ريموس,remus,90
8268,مير,mir,57
5678,ملعب,oyun alanı,73
3145,درزي,dürzi,88
1754,ذاكري,mnemonik,90
3575,السماوية,cennet gibi,86
7985,فرض,empoze etmek,34
10999,النواحي,bakış açıları,27
9224,الظهير,tam geri,45
9196,سيوكس,sioux,51
11559,كلارك,klarke,15
10564,داف,duff,40
6765,مبادلة، مقايضة,takas,50
283,يغلق,kapatmak,98
1638,الموجه,dümen,92
5023,في اتجاه عقارب الساعة,saat yönünde,77
6433,منظف,temizleyici,66
9763,الأوزون,ozon,46
6831,الحفاظ,güç vermek,24
5027,نبوءة,kehanet,69
8771,أفعال,tapu,49
8773,تحيا,viva,54
4787,وودبيري,ormanbury,79
3376,القاطع,kesici,80
4707,تراكمي,kümülatif,76
3520,شيفرون,chevron,85
7462,التراث الشعبي,folklor,62
9462,غرينتش,greenwich,49
6524,إيفرجليدز,everglades,69
8984,تجنيد,iyileştirmek,23
11672,هيدروجين,hidrojen,31
9606,سيث.,seth,48
10434,تحت أسفل,denetim,41
11506,قطر الدائرة,çap,32
12807,إلى جانب,birleştirilmiş,13
14120,مكان,yer,6
9916,أحكام,hüküm,38
12245,أميرة,prenses,26
11518,النشرة الإخبارية,bülten,32
4943,الأذى,yaramazlık,77
782,فحل الخيل,aygır,91
11771,معروف,tanınan,6
7343,التشجيع,amigo,58
13060,البرد,soğuk,18
10551,قوة الدفع,itme,40
10571,على نحو متزايد,giderek,40
13843,الجميع,tümü,6
7485,أعمق,daha derine,62
2616,أسعد,daha mutlu,90
5891,الديناصورات,dinozorlar,51
11813,ميني,mini,30
4499,الدراسات,ratlayıcılar,78
8788,أورويل,orwell,54
12843,حرمان,tava,20
10100,شفوي,oral,41
7828,حامل ثلاثي القوائم,tripod,60
10813,فيينا,viyana,38
2922,بريليوم,berilyum,89
8058,غرينادا,grenada,59
13569,معسكر,kamp,12
10895,ميليشيا,milis,35
5543,لاعب خط الوسط,yarımbaç,71
11170,الفيل,fil,34
5636,كرامة,itibar,73
9161,كيب,kip,51
5897,حق النقض,veto,62
7917,ووستر,worcester,60
1320,legis.,legâh,96
12788,وافر,fransa,21
6294,بطل الرواية,baş kahraman,63
5813,غامبيا,gambiya,73
10729,سرد,anlatı,38
995,ووج,dedelemek,97
3825,الأسطول,flotilla,83
6897,فرقة,topluluk,62
5906,سيكلوبس,cyclops,72
8471,مقر,punter,47
11837,دجاج,tavuk,29
10199,سلك,konuşur,42
10695,ليوناردو,leonardo,39
5851,التيلجو,telugu,73
14179,الأرباح,kazanç,14
12475,صاروخ,füze,21
2091,سوانك,gösteriş,92
2794,الشواء,barbekü,88
8663,عربة,vagon,48
13263,لا أحد,yok,16
4605,قلادة,kolye,77
10086,كنغر,kanguru,42
9878,ميتش,mitmek,45
2070,بارانجاي,barangay,92
9937,السادة الأفاضل,beyler,45
7035,أبت,abt,65
12837,سياتل,seattle,21
12402,اطلاق الرصاص,çekim,20
13686,مسائل,konular,8
6198,الرئيسية,amiral gemisi,71
12762,نسر,kartal,14
10622,ببرتون,burton,40
913,المسكن,yurt,86
12193,بغض النظر,ne olursa olsun,27
3890,سينا,sena,84
5531,باي,bai,75
12519,هادعل,hadal,24
5921,دوريس,doris,70
1403,التلاعب,manipülasyonlar,39
2651,الهيموغلوبين,hemoglobin,90
3700,إراقة الدماء,kan dökülmesi,85
8193,حاكمي,guernatorial,58
12710,دونالد,donald,22
4965,الوسيط,medyan,78
9908,خندق,siper,40
13216,لم يكن,yabanmersini,17
8342,ماجنا,magna,57
848,أجريكول,agricole,98
7665,حذار,dikkat,62
2670,المنغنيز,manganez,90
12663,بوتر,çömlekçi,22
8282,بوسيدون,poseidon,57
7306,عرسة,pezevenk,62
8143,دائري,dairesel,58
10496,بإخلاص,içtenlikle,36
3299,السيريلية,kiril,87
6643,يختفي,kaybolmak,35
5334,بروبان,propan,76
8717,اثار,tetiklemek,38
12917,غير مجهول,karşıtlıksız,20
5696,الأرض خارج,ekşi,74
10461,سمامة,soum,41
8381,أوقات الحياة,ömür,56
1285,إستنتج,indüklemek,52
753,الردة,apostasy,98
9679,درع,zırh,21
4795,ميث,mw,79
2643,لزوجة,viskozite,89
10019,كابوت,kabin,44
8097,فيريدي,viridian,59
13193,كتيب,manuel,16
7628,الزعرور,alıç,43
2389,نعي,ölüm yazısı,83
13502,المسرح,sahne,12
9475,خفضت,bozulmuş,47
8758,مغناطيس,mıknatıs,36
4951,الجوامع,cami,38
3564,بمعارضة,isteksizce,86
5484,محلات السوبر ماركت,süpermarketler,60
6921,كلب,hound,61
10823,ركز,odaklanmış,30
10083,قشة,saman,43
960,إتفاق,tedbir,97
3296,المنزل المتنقل,karavan,83
14072,طلب,emir,9
2842,ضحكة مكتومة,kıkırdama,67
8332,سرقة أدبية,intihal,53
1953,الكحل,kohç,93
9687,برارك,barker,47
9850,هرقل,herkül,46
971,نغمة,jingle,90
1454,متسلق,dağcı,68
11539,رقيق,hemen göze çarpmayan,33
8765,حادس,hades,51
9317,سيريس,ceres,50
13005,المخدرات,ilaç vermek,17
3479,إعادة إصدارها,yeniden başlamak,68
12763,فون,von,22
9537,وجبة عشاء,akşam yemegi,48
11820,مهارات,beceriler,26
14050,تنص على,eyaletler,6
5014,تدليك,masaj,76
12466,كايل,kyle,24
5277,أيهما,hangisi,76
11397,استنتزع,çıkarım,31
448,قارب نجاة,filika,96
12695,فيضان,sel basmak,14
4821,الاسكندنافية,i̇skandinav,74
7506,اليسوعي,cizvit,60
14206,طلبت,diye sordu,5
13733,واع,farkında olmak,12
9579,رقصة التانغو,tango,48
674,هاجر,hagar,98
7363,outfield.,dış alan,15
13267,أونتاريو,ontario,16
5668,دوماس,dumas,67
7709,هيدروليكي,hidrolik,55
9249,زهور,çiçekler,33
1013,متسلط,bossi,97
10555,البروسي,prusya,40
11429,antaugural.,açılış,30
8875,أبو الهول,sfenks,53
10099,بطرسبرغ,petersburg,44
895,كسب,greft,89
2620,مجسامي,stereoskopik,89
2052,كسورية,fraktal,88
498,أجيليتي,çeviklik,83
9667,نافورة,çeşme,46
6394,إكليل الجبل,biberiye,69
1961,العسكري,askari,93
11827,أرنولد,arnold,30
8031,كتل,cut,59
1140,طعم,canını sıkma,72
857,الميثادون,metadon,97
7497,تطوعي,gönüllü,62
10230,روماني,romence,43
7049,صلصة,sos,64
1366,كريسبين,crispin,96
6932,فيرجيل,virgil,66
13678,أنشئت,kurulmuş,10
2955,قيراط,karat,87
7198,نكص,geri tepmek,63
9046,فوتثراما,futurama,52
3734,الشارع,tramvay,79
12869,فلور,fl,20
12891,حطم,parasız,20
3626,لينو,leno,86
12875,رائحة,koku,20
3527,كامبو,campo,75
