ID,ARABE,SPAIN,INTERVAL
10663,انتقام,venganza,39
5060,برن,berna,77
5664,تقاطع طرق,cruce,73
3414,القلب والأوعية الدموية,cardiovascular,87
2809,تصريف المياه,drenaje,88
7153,طلاق,divorcio,59
14432,تأمين,seguro,14
2120,chitty,chitrafiar,92
2204,مؤخر,convergente,47
3460,تون,tonel,86
248,في الجليد,calvario,100
12987,جين,vaquero,19
5232,من تلقاء نفسها,espontáneo,69
9707,انسجام,armonía,45
2778,ألباكا,alpaca,89
11622,لوحة,cuadro,21
4045,استياء,descontento,79
7686,بودين,bowden,62
1840,انعقاد,rescindido,87
432,أماني,amani,100
1520,غير اخلاقي,poco ético,94
10153,صنوبر,pino,41
7968,الميكروويف,microondas,60
8542,التعديلات,modificaciones,40
2760,مريلة,babero,88
733,فورنر,flanqueo,96
7318,سيزار,cesar,60
8838,شجاع,valiente,23
7320,مخيف,difamar,31
1687,غير مستعد,desprevenido,94
12010,مربى,mermelada,26
8725,نقدي,monetario,54
4517,نيترو,nitro,80
1745,ليانغ,liang,93
5616,ليو,lew,74
4789,الموثوقية,veracidad,79
6979,عاجل,urgente,59
146,ويجا,tabla de espiritismo,100
1640,إعادة طبع,reimprimir,65
5025,الكاتالونية,catalán,77
3382,ساكس,saxófono,74
8937,ماموث,mamut,52
7947,ارتفاع,elevación,33
4586,roscover.,triunfo fácil,79
9196,سيوكس,siux,51
7171,كارني,carney,64
13726,إسرائيل,israel,12
9984,إعادة انتخابه,reelección,43
10713,نفق,túnel,36
619,تعقب,rastreador,90
8029,جيرم,jermante,59
8218,استثنائية,excepcional,13
3591,السرعوف,mantis,85
6160,شعبية,tracción,71
759,مزيل عرق,desodorante,95
4316,الخرقاء,torpe,80
8743,مناقصة,tierno,48
4603,الفرات,eufhates,80
963,الوهم,engaño,87
6346,الثور,bisonte,62
10158,مطعم,restaurante,38
7420,قاسي,brutal,48
3759,تونغ,tung,84
11950,ذكرى سنوية,aniversario,28
602,صاخب,estridente,99
3317,مقابل,farmacia,84
6581,اندرون,morillo,68
2194,codex.,códice,91
6484,ثبيت,instalar en pc,22
3063,الياقوت,zafiro,88
12267,يكره,odio,23
6469,أوبك,opep,69
1949,بانديت,bandido,59
10192,غاما,gama,43
2520,ماكينة الصراف الآلي,cajero automático,90
106,الباريوم,bario,100
2433,الخث,turba,91
12597,مستشفى,hospital,20
1094,بوتانول,butanol,96
1291,عكسية,contraproducente,93
10218,فيما يتعلق,perteneciente,38
8254,كمان,violín,57
13773,نطاق,dominio,11
2591,الافلام الوثائقية,documentales,33
5195,شتى,tembloroso,76
6893,تشغيل,tracks,66
9219,رجل عصابة,gángster,49
11666,سرقة,hurto,31
5465,درجة مئوية,celsius,75
12682,تم البيع,vendido,22
14299,الثاني,ii,6
13418,مالك,poseedor,14
10559,الناخبين,votantes,34
13269,نظرية,teoría,14
62,حفار,cavador,89
12207,برجلز,pringle,27
10737,الم,dolor,31
12350,يقف,de pie,12
9831,انتصار,triunfo,42
516,غيرنسي,guerna,99
11216,جميل,hermosa,27
900,ديونس,deus,97
1338,إنجليز,ingles,93
12773,كيناكي,kentucky,21
2069,حساب المثاثات,trigonométrico,92
37,اغتصاب,violador,33
2146,undraft.,sin provecho,92
4959,بدون طيار,sin personal,77
12080,إيراني,iraní,26
6505,دوري,cíclico,67
10471,السعي وراء,búsqueda,39
13589,يوافق على,estar de acuerdo,11
2942,الهندباء,diente de león,87
8707,الاختلاف,variación,40
11008,السفارة,embajada,35
13717,الكونغرس,congreso,12
47,spitz.,perro de pomerania,100
11881,السيولة النقدية,dinero en efectivo,29
1527,بيغمي,pigmeo,89
12310,ترتفع,aumento,20
8021,اعادة \ عد,reps,56
2620,مجسامي,estereoscópico,89
14316,ماكنتوش,macintosh,42
3203,كوزموس,cosmos,76
2766,serfdom.,servidumbre,89
11613,طحلب,musgo,32
13883,الأنظمة,sistemas,8
6875,سخان مياه,caldera,62
813,العتابي,atigrado,98
5057,أوزوريس,osiris,77
11084,التعدين,minería,16
13606,ريتشارد,ricardo,12
4009,بانثيون,panteón,83
3458,باتي,chalado,87
11356,رجل حقيقي,hombre de verdad,35
2744,لست,lst,89
3642,بانديكوت,bandicoot,85
6836,الأوراق النقدية,billetes,36
12315,المكسيكي,mexicano,25
636,ليشور,lich,99
10949,الاضطرابات,agitación,38
8525,شيشاير,cheshire,56
2645,حكم الفرد المطلق,autocracia,90
10329,تصفح,navegar,37
14221,أوروبا,europa,5
2334,الاسم الرئيسي,homónimo,89
2291,السترونتيوم,estroncio,91
3736,وجبة خفيفة,bocadillo,75
10640,preseason,pretemporada,40
3254,غلينت,granate,88
4280,السنجاب,chipmunks,61
3146,الأنسولين,insulina,88
190,إشراف,supervisar,72
3526,مرشملوو,malvavisco,86
2055,باجيو,baguio,92
13946,الأسعار,precios,18
10042,التأقلم,afrontar,43
14049,مؤخرًا,reciente,5
9522,دال,dal,48
9274,روتردام.,rotterdam,50
3179,نقاء,pureza,88
14093,مستقبل,futuro,8
7240,mayflower.,muguete,64
4261,القتل,homicidio,73
3927,رولاندو,rolando,84
9403,دمر,desacuerdo,49
5857,كيس نقود,bolso,64
13410,هاري,harry,12
14134,التغييرات,cambios,5
10752,مايلوت,maillot,39
8266,هيا,ee,57
8790,السمسم,sésamo,54
12683,لوحات المفاتيح,teclados,20
14505,عنوان,dirección,5
13194,أوه,oh,17
1228,wettest.,hormigueo,96
2452,موهوب,dotado,43
5389,ساخرة,cínico,58
838,بليضا,blas,98
9454,برودة,enfriador,49
5526,دفن,entierro,72
6296,نمط الحياة,estilo de vida,64
6072,غزت,conquistada,44
7038,سماء,cielo,27
7934,شيرر,esquilador,56
9337,جاكوار,jaguar,34
7994,السويس,suez,59
8222,هون,huno,52
2109,وسع,ensanchar,60
641,صورة نقطية,mapa de bits,99
3505,روهان,rohan,86
12291,أقصى الحدود,extremo,17
7948,إف,infa,60
1715,كورا,cora,94
8780,نيللي,nelly,54
487,مبالغة,exageración,61
3178,ديكور,decorativo,38
5322,شقراء,rubio,62
5892,جاري,meritorio,72
9546,مجاعة,hambruna,47
9010,اعادة تشغيل,reiniciar,42
10452,مقال,salida,39
9701,الاستنتاجات,conclusiones,24
11479,السلطة التشريعية,legislatura,29
12784,عناصر,elementos,16
8877,مياه المجاري,aguas residuales,53
7456,تنوع,diversidad,44
11101,نقي,puro,29
2862,النكهات,sabores,48
4562,لوبوس,lupus,80
1467,الستراتوسفير,estratosfera,92
9366,فولتا.,volta,50
10151,ركود اقتصادي,recesión,39
5163,خصم,descuento,58
480,أحادي المعدن,monómero,96
5633,بومونا,pomona,74
4077,بينير,barro,80
3226,ليلي,lilly,88
1909,بلهفة,con entusiasmo,93
12649,فلسطيني,palestino,20
11882,ستانفورد,stanford,30
10784,يقال ذلك,según se informa,38
1019,airtstrip.,pista de aterrizaje,92
5132,بوندي.,bundy,77
1785,جيرفيس,gervais,93
2786,كوشينغ,cushing,88
5923,اما,ama,71
2008,ظرف,adverbio,90
6435,الأفارقة,africanos,14
10078,ريجينا,regina,44
4932,دقة,dk,78
10019,كابوت,cabot,45
3303,وصفة طبية,prescripción,81
4318,الطب النفسي,psiquiátrico,82
12996,عديم الفائدة,inútil,19
2252,لا يقدر بثمن,inestimable,91
3269,مكدسة,apilado,49
423,الكاتب المسرحي,dramaturgo,96
12818,شمال شرق,noreste,21
10653,الماسك,receptor,36
9192,خوخ,durazno,48
9267,ليبيريا,liberia,50
9529,حمام,bañera,41
4955,أكسل,axil,77
9656,ايزو,yo asi,47
12891,حطم,en bancarrota,20
14254,نظام التشغيل,sistema operativo,28
3083,قرحة,úlcera,85
10838,طرفية,terminal,25
12867,ديك رومى,pavo,20
11465,التمثيل,representación,30
11541,سينغ,singh,33
10417,سوزان,susan,41
1659,المدخن,fumador,80
8159,ريدي,lleno de cañas,58
9409,ديريك,derrick,49
7741,قاعة محاضرات,sala,61
13990,الكمبيوتر,ordenador personal,36
13586,طريقة,método,12
5630,لافت للنظر,notablemente,25
7860,يلمح,mirada,55
1806,depech.,depende,93
10277,مفكر,intelectual,38
7278,متلقي,recipiente,49
14334,أمريكا,america,5
1046,صد,corpiño,87
1601,مخرطة,torno,94
3951,وقفة,pausa,72
3008,منطبق,estilizado,88
4072,بلاك جاك,veintiuna,82
14462,ينتج,producir,7
13763,بقوة,fuertemente,12
12152,استراتيجي,estratégico,27
6661,سيولة الدم,hemofilia,68
14425,أبدًا,alguna vez,11
6098,ماريانا,mariana,71
7553,الكتلة الحيوية,biomasa,62
5016,عدو للمسيح,antecristo,76
13106,النصيب,wills,14
3583,او.,eau,85
4065,بيوروكسيد,peróxido,81
4905,مكثف,condensador,76
499,كاتاكانا,katakana,99
12514,ليفربول,liverpool,24
14453,أغسطس,agosto,6
1537,الاستعداد,preparación,95
12507,برونزويك,brunswick,24
610,تعويذة، شعار,mantra,97
8835,ستيرلينغ,stirling,54
9252,قياس,métrico,48
7182,أرملة,vdo,60
4910,adolph.,adolfo,78
8310,بلاد ما بين النهرين,mesopotamia,57
9040,مجموعة مصفوفة,formación,50
10076,أرتميس,artemisa,44
9469,يشم,jade,48
2789,axolotl.,ajolote,89
11590,الشعر,poesía,32
3220,تموجي,ondulado,86
7724,تصالح,reconciliación,61
11553,أصعب,más difícil,33
12099,الايرل لقب انكليزي,conde,27
460,الادمان,adictivo,23
560,غشاء البكارة,himen,99
12337,ضبط,ajuste,9
11385,قضيب,pene,34
12535,الاعتداءات,asalto,21
11080,شبح,fantasma,33
9551,الدالاي,dalai,48
7810,روبيكون,rubicón,61
13954,جيد,bien,6
12201,أيتها الملازم,teniente,26
9916,أحكام,provisiones,38
2443,يعين,asigna,13
7908,صهيونية,sionismo,60
5409,أكثر أمانا,más seguro,75
1319,harpy.,arpía,96
9178,أبحر,navegado,30
4508,التيلة,grapa,55
7809,بيد,bim,61
222,الأضواء الكاشفة,proyectores,97
4393,ودع,ld,81
8820,أمينو,aminado,54
3714,الفونوغراف,fonógrafo,82
9245,تحته,debajo,50
4407,الخلايا الجنينية,embrionario,81
5456,دوبسون,dobson,75
3478,الصحابة,compañeros,53
2945,سماعات الرأس,auriculares,81
12832,اقتصادي,económico,18
7938,إدراج,incorporación,22
3330,أفعى الجلجلة,serpiente de cascabel,87
12231,الروايات,novelas,14
8583,محاكم التفتيش,inquisición,54
4206,منزلقات,diapositivas,42
4247,تورت,agravio,79
7588,rightshirt.,camisa roja,59
12173,أحد عشر,once,27
8928,كيمتشي,kimchi,53
10336,أصغر,pequeñísimo,42
10926,نصب,monumento,34
2887,مؤلمة,traumático,87
12405,خشب القيقب,arce,25
10770,منطاد,zepelín,38
9161,كيب,dormir,51
9416,انحرف,sesgado,46
13852,بعض,alguno,6
8257,الحيوانات البرية,fauna silvestre,58
4418,springbok.,gacela,68
2675,رديء,malísimo,90
9989,الشمال الشرقي,hacia el noreste,45
1380,تشاكي,chucky,91
9356,خرافة,mito,44
10648,بصري,óptico,35
1522,styx.,estigio,95
243,غروس,grosse,34
5627,ميثوكسي,metoxi,74
8191,أزعج,mazo,56
5253,هيرا,hera,76
3474,غير مؤلم,sin dolor,87
3010,بشكل عشوائي,indiscriminadamente,45
6445,مالون,garza,69
11325,سيجما,sigma,35
5179,علم المثلثات,trigonometría,77
12015,متعرش,trepador,28
10840,ستيرويد,esteroide,36
2412,schooner.,goleta,61
14259,إدارة,administración,6
11872,المتطوعين,voluntarios,17
13782,اليابان,japón,12
14128,يمشي,marzo,5
8608,الشيعة,shia,55
13431,روسيا,rusia,14
6972,جورني,gurney,65
9967,غالي الثمن,caro,34
3952,np.,notario público,83
8859,أوساكا,osaka,53
10895,ميليشيا,milicia,36
6429,عكسي,alojado,10
4146,بابلي,papal,82
6844,حسن,hasan,66
12728,كارتر,carretero,22
13397,قطة,gato,14
10446,ساحة المعركة,campo de batalla,40
3197,الرعاىة الصحية,cuidado de la salud,88
13899,كثيراً,mucho,9
316,تعليب,envase,100
3416,سكوتر,scooter,83
12860,غيتار,guitarra,20
14094,أفضل,mejor,8
9465,فائقة,ultra,47
10779,محور,eje,38
5875,احتمالية,probabilidad,72
4522,بالوعة,drenar,63
11831,في الأساس,básicamente,15
12534,تعتبر,considerado,6
10857,انهارت,colapsado,24
6638,ديرصومعة,monasterio,62
4127,أوكتان,octano,82
6538,متكبر او مغرور,arrogante,60
2925,مياه جولد,agua de oro,88
6913,سارية,mástil,63
8762,التمساح,caimán,54
802,ماتادور,matador,96
850,كاليدونيان,caledoniano,98
12721,غاز,gas,14
12412,كونيتيكت,connecticut,25
1555,amyotrophic.,amiotrófico,95
6424,هوبر,tonelero,69
14197,نبات,planta,15
381,النائب,virrey,97
13711,الجزر,islas,9
7046,بلاد العجائب,mundo maravilloso,65
11002,نفخ,soplar,30
7424,حكمة,sabiduría,62
879,أشعة,vigas,55
1435,الوهمي,placebo,95
10350,مصمم,diseñador,10
9565,بيتي,betty,48
2027,يقوض,socava,51
7715,ديناميات,dinámica,24
9918,الشيطان,satán,38
10265,الملاحظات,observaciones,12
7151,فار,vást,64
712,غير مكتوب,no escrito,98
4414,نوفيلا,novela,79
8320,الجزائر العاصمة,argel,57
1650,نابض بالحياة,vibrante,94
7970,راج,raj,60
5034,مطرح,excretorio,77
11218,جنبا إلى جنب,junto a,36
6404,رن,ren,69
7323,تسلط,cobertizo,55
13621,إلخ,etc.,12
5786,رجولي,varonil,73
7274,ملاريا,malaria,63
299,المجمعة,agrupado,76
7667,تشونغ,chung,62
1843,ماراثا,maratha,93
7941,شامل,exhaustivo,59
12176,أمتياز,sobresaliente,27
5167,سانت,sant,77
5881,الغريب,extrañamente,72
11532,لاكروس,lacrosse,33
848,أجريكول,agricolio,98
12575,هالة,aureola,23
12796,ستيوارت,stewart,21
10358,قصائد,poemas,34
14228,آلة,máquina,9
9134,جينيت,janet,51
11864,عامية,jerga,30
11000,فم,boca,35
8852,القرود,monos,23
9835,استفسار,consulta,43
8405,أولستر,ulster,56
2137,بمحركات,motorizado,92
7749,نعومي,naomi,61
12012,برونكو,broncos,28
11586,ريو,rio,32
11857,جهاز,dispositivo,24
12466,كايل,kyle,24
5963,اضبط,ajustar,38
1071,مونت,mort,95
10349,بليموث,plymouth,42
4323,الأفسنتين,ajenjo,81
9309,دهن,frotar,50
1478,ماء مالح,agua salada,95
2881,جوبا,juba,88
13014,واقعي,factual,17
615,موتا,mota,99
4982,ختان,circuncisión,76
13541,السوفيتي,soviético,12
4018,كاليه,calais,83
9765,لينش,linchar,43
2274,قلة الخبرة,inexperiencia,91
6560,مزق,rasgarse,68
3371,صقر قريش,demacrado,87
11991,تشويه,desfloración,24
4511,اسم مستعار,seudónimo,74
5520,تريشا,trisha,75
10031,بشكل غير صحيح,incorrectamente,44
4865,شبه الجزيرة,peninsular,79
3298,ياي,hurra,87
5050,المراجعة,revisionista,71
4263,هيرتز,hertz,82
583,جيروسكوب,giroscopio,96
13052,إيمان,fe,18
6792,دودلي,dudley,67
12907,آرثر,arturo,20
7463,كليف,clive,62
8978,كورك,corcho,51
7491,جدار الحماية,firewall,62
1616,الساعة الرملية,reloj de arena,94
7055,دبوس الشعر,horquilla,65
14483,سبب,razón,6
13031,المؤسسة,fundación,18
5577,كيتو,keto,74
7999,سافانا,sabana,59
2571,سيمنز,siemens,90
11246,بشكل أساسي,esencialmente,27
13531,تل,colina,12
12178,بريت,brett,27
3800,بونسن,bunsen,84
12477,جمهورية التشيك,checo,24
9988,بيضاوي,oval,44
13443,لطيف,agradable,14
13916,منتج,producto,8
3114,طحال,bazo,87
10014,على ما يبدو,aparentemente,45
1096,كوابيس,pesadillas,59
1939,سلا,mudar,93
7481,مغني,ujier,58
11760,الداخلية,interior,30
6148,جنوة.,génova,71
10664,عشيرة - قبيلة,clan,36
10887,فريدريك,frederick,38
3092,الصمامات,válvulas,47
2052,كسورية,fractal,88
447,uninjured.,ileso,100
12903,أوكلاند,oakland,20
9797,جود,juano,46
14246,محاولة,intentando,6
9819,هيروشيما,hiroshima,46
12410,رايت,wright,25
9845,سانتوس,santos,46
5914,فائض,superávit,72
10810,تضحية,sacrificio,38
14444,واصلت,continuado,5
5775,المقسورات,divisorios,68
3168,العودية,recursivo,81
7765,يصيح، يصرخ، صيحة,gritar,39
13532,سابقا,previamente,13
3221,زي,zee,88
4184,springer.,saltador,82
8921,غرقت,hundirse,53
13871,يستخدم,usar,5
8451,المتظاهرين,manifestantes,54
6412,مذكرة,memorándum,68
3748,زلق,resbaladizo,84
2921,بابو,babu,88
12246,شعر,cabello,26
12450,بطة,pato,20
12857,تعريف,definición,14
7065,الاصطناعية,sintético,64
1356,غلينوود,glenwood,96
7405,الكلارينيت,clarinete,63
7869,ديكسي.,marmita,60
3299,السيريلية,cirílico,87
7450,احتجاز,detención,62
2434,عطار,licitador,87
9177,الفراولة,fresa,49
150,itw.,la w,98
11466,إعادة تنظيم,reorganizado,27
4179,بكرات,bobinas,51
891,أودعت,depositado,55
13417,المذكورة,mencionado,10
12236,نصف الوقت,medio tiempo,27
8253,كييف,kiev,58
5600,خشية أن,para que no,60
7360,باهتة,reproches,63
12755,جنوب غرب,sur oeste,22
17,المتعصبين,fanáticos,65
7258,قصبة,espinilla,62
10157,إلفيس,elvis,43
10844,انصهار,fusión,38
5256,الإمبراطورة,emperatriz,75
2731,thunderball.,bola de truenos,89
3358,البولية,urinario,87
14053,الغرب,oeste,9
12037,سخيف,tonto,24
5205,ميدلي,popurrí,73
13898,شركات,compañías,9
10880,هل,wh,38
12373,تحديث,actualizar,7
7858,مل,ml,60
2451,ضحك,se rió,38
6464,مزاد علني,subasta,60
3623,بوروب,bura,85
4693,كاريكاتير,dibujante,68
4088,أكاديا,acadia,83
2473,لاصق,adhesivo,74
10972,تعزيز,fortalecimiento,18
6871,استنساخ,clon,38
710,خيول,lado de caballo,98
1105,هجوم لفظي,polémica,80
11426,حصان طروادة,troyano,23
7950,الكونغ,kung,60
11446,الثامن عشر,decimoctavo,34
4885,التقطير,destilación,68
4194,الخرطوم,jartum,82
10979,الرموز,notación,35
4461,قاطع متناوب,helicóptero,77
11837,دجاج,pollo,29
10075,إندونيسي,indonesio,43
11219,برا,br,36
3585,جبين,frente,85
8064,الأساتذه,facultad,57
2888,سابين,sabino,86
4778,أنابوليس,annapolis,79
10347,أعداد صحيحة,enteros,33
9168,عرش,trono,50
5450,الزائر,visitante,10
4722,ممات,arcaico,79
1719,رسالة قصيرة,txt,93
10740,كينغستون,kingston,39
4313,هوكر,vendedor ambulante,81
11441,طرق,rutas,16
11734,سلسلة,cadena,28
12323,تشاك,arrojar,26
5624,باهت,baht,74
2465,زوج,acicalar,76
9779,ديفونشاير,devonshire,46
226,الاسترداد,entrelazar,100
2724,شيخ,shaikh,89
10243,بلفاست,belfast,43
7827,ديزني لاند,disneyland,61
11198,مأتم,funeral,35
9732,إدنبرة,edimburgo,47
10180,الألبانية,albanés,35
8039,مشمس,soleado,42
7221,فترة التجربة,libertad condicional,62
5068,اسحب للأسفل,derribar,77
11434,الميثيل,metilo,33
1042,شمشيا,hacia el nordeste,97
1084,منصوص عليه,estipulado,78
1256,انحنى,encorvado,37
570,الأرض الزراعية,tierras de cultivo,96
428,التونسي,tunecino,97
14160,عمال,trabajadores,21
5165,آشر,aser,77
7651,رتراك,roc,61
12893,صعبة,difícil,20
11372,عكس,versa,34
13915,لك,su,5
7548,هانوفر,hanovre,62
8093,التنانير,faldas,47
6574,ووت,wot,68
5995,الفستق,pistacho,72
9024,ثاني أكسيد,dióxido,52
13300,رفع,elevado,13
14367,صورة,imagen,6
8737,مهينة,despectivo,54
13686,مسائل,cuestiones,8
12915,الهبوط,touchdowns,10
4137,قاعة الدراسة,salón de clases,75
5473,عدم المساواة,desigualdad,69
7139,أوغسطين,agustín,60
13838,جديد,nuevo,6
6403,ماتيلدا,matilda,69
944,لفة,blabbering,95
14222,قريب,cerca,10
10036,untagged.,sin etiqueta,44
9824,maroons.,marino,40
12592,أعمال,hechos,10
6534,أريكة,sofá,65
11230,تبرع,presupuesto,34
9317,سيريس,ceres,50
11308,جوي,joey,35
9961,نادرا,casi nunca,27
3324,بولر,boller,87
1973,حاهتة,cohunt,93
2725,الطبقة الراقية,alta burguesía,89
9153,إنكار,negación,50
5655,ستيفان,stephane,74
10235,كيلومترات,kilómetros,39
11759,بيشوب,obispo,29
9700,محاكاة ساخرة,parodia,39
7410,انذار,ultimátum,63
8686,حصادة,segador,53
4734,مجموعات فرعية,subconjuntos,59
4698,ميس,asignar,74
4985,المتشرد,obrero temporal,76
5298,مخفي,ocultado,56
10477,الجيش الجمهوري الايرلندي,ira,41
10214,الفنلندية,finlandés,43
4920,الإيثيلين,etileno,78
9771,الأساسية,fibra,45
13196,كليفلاند,cleveland,17
11239,نثر,prosa,35
4667,الأردني,jordanio,72
8212,ليت,leet,58
762,غرفة الأخبار,salón de noticias,96
2419,المزارع,plantaciones,69
2754,مصنع الجعة,cervecería,82
462,على النقيض,contrastado,33
10793,الإعدادية,preparatorio,38
8082,أونا,una,59
11476,آه,ah,32
9098,كوبيه,cupé,19
5258,متحمس,entusiasta,40
13615,التاغالوغية,tagalo,12
8004,مرسى,anclaje,59
8273,منظم,aborigen,46
5421,انشقاق,cisma,75
1956,مساومة,negociar,59
7552,غشاء,membrana,61
224,ستيبني,stepney,100
2307,whoops.,filo,82
8410,الشمع,cera,52
14271,حقًا,en realidad,9
2366,فتات,crips,74
652,أمبروسيا,ambrosía,98
13836,واحد,uno,5
11859,فيغاس,vegas,28
12578,لبناني,libanés,23
10745,الكونجرس,del congreso,39
1445,مهيب,majestuoso,93
4835,الجدي,capricornio,79
13264,ماري,maría,14
13639,لسوء الحظ,desafortunadamente,12
2322,بيكس,pímetro,91
7834,سيلفيا,sylvia,60
5234,فودكا,vodka,76
12092,تعطيل,inactivado,26
1698,الأعشاب البحرية,algas marinas,94
12951,كيلي,kelly,20
2238,كارفاكس,cruz,91
13873,أي,cualquier,5
7427,خراب,ruina,36
2517,ساوثلاند,southland,90
10529,حانة,pub,39
2365,حوريولوجي,horologium,91
9430,مثير,excitante,34
7943,لسان,lengua,56
13755,جنيه,le,11
267,الظل,tangente,96
14349,متاح,proporcionó,6
8038,الفوسفور,fósforo,59
10170,المجلس العسكري,junta,43
2089,uninvold.,no involucrado,92
13451,فيلم,película,13
9035,بروسيا,prusia,52
4330,غرايمز,gimes,79
12165,مدريد,madrid,27
10371,قاضى,demandar,41
4663,لم تنته,inconcluso,79
2306,مكنسة,escoba,89
8413,عارض,casual,52
7997,ساطع,incandescente,59
11867,دواء,medicamento,29
3334,تكميلي,suplementario,87
9727,نشرة,boletín,42
12840,أوبورن,castaño,21
3646,بكرة,polea,84
6779,الملمس,textura,60
7748,توم,tumbar,61
6550,ميج,meg,69
9926,جبال الألب,alpino,45
7265,إفلاس,bancarrota,63
8944,غامر,agobiante,37
4121,مرصوف,pavimentado,62
14321,لغة,idioma,10
14190,أيضاً,cualquiera,8
7156,نيكي,nicky,64
9788,وجبة افطار,desayuno,45
7696,الحداد,luto,56
6862,airplay.,salida en antena,66
5542,الكيمياء الحيوية,bioquímica,75
4988,سالينا,salina,65
11013,piquet.,juego de los cientos,38
4448,جوزفين,josephine,81
5092,whopper.,embuste,77
7415,مشاجرة,pelea,62
763,كوسة,calabacín,98
1933,المارودر,merodeador,81
12238,أطول,más largo,27
8130,جودي,judy,58
5837,كبسولة,cápsula,62
12729,رايدر,jinete,16
7196,رئيس الأساقفة,arzobispo,62
4812,جنون العظمة,paranoia,78
6300,وريث,heredero,62
373,سعفة,tiña,100
2934,الرد بالمثل,tomar represalias,45
1626,كارولوس,carolus,94
154,نيكزس,nexo,100
13113,شاطئ بحر,playa,17
13821,هذا,este,5
3081,طرح او خصم,sustraer,62
6317,البناء الضوئي,fotosíntesis,70
6821,عرضة,examinado,19
9853,جامع,yale,46
2993,تيفين,tiffin,88
3003,مها,maha,88
10488,جزئيا,parcialmente,41
12838,نهج,acercarse,15
5788,صادر,sadr,73
11075,ايداهو,idaho,37
8902,واثق من نفسه,autónomo,51
3532,hammerhead.,martilla,84
3625,سالفيا,salvia,85
2923,treble.,triplicar,88
12964,الإغفال,omisiones,19
538,خاضع للضريبة,imponible,99
2525,الرباط,ligamento,79
13598,متميز,destacados,10
7893,مفرط,demasiado,59
9946,صهيون,sión,45
9109,مذهل,espectacular,51
11004,برنارد,bernardo,38
336,ميسيزو,mestizo,96
8713,تايواني,taiwanés,54
3056,بارثولوميو,bartolomé,88
8060,بيسرز,pacers,55
5979,طموح,ambicioso,71
12372,غبي,estúpido,23
5836,خفق,pinzón,69
7396,din.,estruendo,62
6939,ايون,eón,64
2132,مكان وجود,paradero,92
3762,يقطع,picar,62
13534,رأي,opinión,11
7788,لقد قمت,he,61
9747,قورتربك,mariscales de campo,14
3644,غير ربحية,sin ánimo de lucro,85
1172,كيلونا,kelowna,96
8830,دون تغيير,sin alterar,53
7059,الدبلوماسية,diplomacia,65
11899,متر,metros,25
102,printmaking.,grabadora,100
10289,أفضل التحايا,amir,42
117,حظ lucky strike,casualidad,98
3775,واقعية,vernáculo,84
1146,ايكيدو,aikido,96
6127,إصلاح,revisión,61
10736,آني,annie,38
2987,بشكل مقنع,convincentemente,88
11152,الكرة الطائرة,vóleibol,36
12334,جيبسون,gibson,26
13089,إنسان آلي,robot,17
7314,مالكين,malkin,63
11197,التكتيكات,táctica,19
10912,اللغة العبرية,hebreo,37
11714,أنهايم,anaheim,31
12971,كوكب,planeta,17
2775,الجثث,payasadas,87
5810,سرخس,helecho,72
11655,هبوط,descendente,12
13202,فيتنام,vietnam,17
3723,بارانوميا,paruino,85
2623,entourage.,séquito,90
11114,محار,ostra,36
14196,بلدان,países,8
14119,أخذ,tomó,8
4814,الغزاة,invasores,31
6790,بازيلاء,guisantes,45
9530,جنيف,ginebra,48
9625,هندسة,geometría,47
10070,متعبه,cansado,25
545,الرجعية,reaccionario,94
2051,التحصين,fortificación,66
11787,تنظيف,limpiar,30
13361,نموذج,modelo,13
6687,جايوس,gaius,67
2404,شبه قشرة,subcontinente,91
7462,التراث الشعبي,folklore,62
8356,التواء,tensión,46
3735,bucephalus.,bucéfalo,85
2889,مورا,mora,88
6853,تيودور,tudor,66
10184,نيون,neón,43
1635,engryo.,embrión,89
1606,الفزع,consternación,84
1836,بكارة,virginidad,93
8469,كوليرا,cólera,56
7452,حليبي,lechoso,62
1375,مينوتور,minotauro,96
2187,تشاي,chai,91
13263,لا أحد,ninguna,16
6114,المميز,simbólico,65
6096,قذيفة,proyectil,58
11231,دورية,patrulla,26
1007,هاملاين,hami,97
5649,أونك,bocinazo,72
9904,اتصلت,contactado,5
8749,باستور,pasteur,52
3700,إراقة الدماء,matanza,85
4909,سريرا,serra,78
1022,رجال الانقاذ,rescatistas,96
4141,جهاز أولتراساوند,ultrasonido,82
7681,heraldry.,heráldica,62
13640,باءت بالفشل,ha fallado,11
1333,بعد اليوم أبدا,nunca más,96
8284,redreeded.,redistribuido,51
13514,اميال,millas,12
6304,بيك,bec,70
346,حاجي,haji,100
11438,جاف,seco,30
11118,اليهود,yarda,35
1831,حكيم,hakeem,93
14229,ساعات,horas,9
8636,ولفيرين,glotón,33
8463,الأفيون,opio,56
958,الاضطرابات الهضمية,celíaco,97
9768,التوترات,tensiones,35
5290,الأردية,urdu,76
11999,زواج,matrimonio,28
7224,شا,sha,64
8815,وجه العملة,anverso,53
11963,المعارضين,oponentes,22
1379,ناهواتل,nahuatl,96
7701,ريج,reg,61
7098,ديكس,dix,65
3715,غسالة أطباق,lavavajillas,81
2863,صلب، قوي,impresionante,88
10522,برلماني,parlamentario,41
6904,هيريا,aprendiz,66
38,فرسي,equino,98
11470,مائل,cursiva,30
7181,كبريتات,sulfato,64
