ID,JAPAN,ENGLISH,INTERVAL
5050,改訂者,revisionist,70
1514,警戒,vigilance,62
7707,ピーパーセン,petersen,60
8411,ポルト,porto,55
5254,平衡,equilibrium,75
8710,勇気,courage,48
9582,マーサ,martha,46
6367,梅毒,syphilis,69
11820,スキル,skills,25
7303,フレキシブル,flexible,53
8533,徹底的に,thoroughly,54
12872,失う,lose,12
9816,スリラー,thriller,44
11001,フェール,fe,36
7120,トレッキ,trebuchet,63
8447,大通り,boulevard,54
575,シーサイド,seaside,99
4218,可能な,feasible,69
6609,祖先,ancestry,66
10418,マフィア,mafia,40
6206,オーバーハード,overshadowed,65
10157,エルヴィス,elvis,42
2311,乱す,disturb,20
310,多い,polymath,98
358,興奮して,infuriated,91
10409,デュアル,dual,40
13139,朝,morning,16
3870,迷惑,nuisance,84
5371,マスジド,masjid,74
12596,静か,iv,22
10272,上海,shanghai,41
9984,再選,reelection,41
6204,ヤーン,yan,69
13197,pat pat,patriot,12
13362,定めた,defined,13
1468,腹部,abdomen,95
1577,永続的な,interpersonal,94
3027,トパーズ,topaz,88
8862,ラオス,laos,48
9897,チューブ,tube,39
3232,リスク,risker,87
7986,st st,stunned,42
10682,エイリアス,alias,34
11215,bas bas,baseman,34
7734,レザー,leather,59
4615,不可欠な,unimportant,79
4829,エンコイ,envoy,74
8587,アリュズム,altruism,53
4493,tw,twat,79
13714,champ champ,champions,9
2034,陰極,cathode,90
1855,ドリアン,dorian,93
16,躁鬱,manic,99
240,吐き気,spitting,26
9601,交差点,intersection,41
3135,外科,surgical,85
11402,匂いのない,scoreless,33
4559,コッカー,coker,80
290,概略,schematic,96
1649,チェダー,cheddar,94
8452,ヤーダー,yarder,54
13422,ジョセフ,joseph,14
5042,ビープ,beep,74
5690,家畜,livestock,73
11772,ブラジル人,brazilian,29
1674,償い,atonement,81
7028,シャイエン,cheyenne,63
2909,カップボード,cupboard,88
3179,純度,purity,87
5346,クロム,chromium,75
12449,クレイグ,craig,24
9042,砂漠,sandra,50
9453,コントラの,contra,47
5479,パケット,packet,70
4673,harm harm,harmless,79
7943,舌,tongue,55
1434,起きている,awake,92
12165,マドリード,madrid,26
8209,elう,elle,54
9013,辞任,resign,24
5047,朱に,reddy,77
1287,未定,undecided,93
13045,ディスコ,disco,18
7600,試合,bout,59
691,バンドワゴン,bandwagon,97
7007,スティングレイ,stingray,61
7697,ミスター,mister,60
7342,陶器,pottery,61
7200,aant,ayudante,63
9077,ネグロ,negro,45
5551,ペソ,peso,57
5966,パーカッション,percussion,69
6714,閉鎖,shutting,25
8618,オーガスタ,augusta,53
13601,区分,divisions,7
12921,壊れた,broken,19
13020,合意,agreement,17
11892,表記法,conventions,12
5533,sp sp,sputnik,74
3384,非互換,incompatible,80
6717,絶対に,acclaimed,53
6039,フリンダース,flinders,70
3619,ユダ,judah,85
10931,マテリアレ,materiel,37
8742,破壊された,demolished,49
395,ぽちゃぽちゃ,chubby,100
3008,様式化された,stylized,87
9090,衝撃的な,shocked,23
8594,侯爵,marquis,53
4688,プーマ,puma,73
452,デュラン,durr,100
3463,ov ov,ovation,83
13206,決定,determine,9
13577,若い,young,12
3892,ウィルトシャー,wiltshire,84
1181,バヨネツェ,bayonets,75
11163,文明,civilization,11
4742,恥ずかしかった,ashamed,77
4732,感度,sensitivity,38
317,繋がる,connex,100
2746,国外追放,deportation,62
8167,エントランス,entrants,50
9072,ケルン,cologne,50
9900,ジハード,jihad,44
4716,天秤座の,libra,74
3917,キューピッド,cupid,84
6030,カント,kant,70
3411,ポリエステル,polyester,84
685,ロボ,lobo,55
7126,逃亡した,fleeing,44
13959,終わり,end,7
12637,プログラミング,programming,11
8528,キャデラック,cadillac,53
4292,刺す,stab,60
12461,ユニフォーム,uniform,20
12792,l,lp,20
2908,新生児,neonatal,88
4015,シャーロットヴィル,charlottesville,83
1018,テッセサクト,tesseract,97
4980,サヒブ,sahib,77
11426,トロイの木馬,trojan,22
6654,アフロ,afro,66
14286,額,amount,7
13221,直接,directly,16
3665,リガーゼ,ligase,75
11767,危害,harm,12
3953,ベレー,beret,71
5864,投資家,investors,62
11080,ファントム,phantom,32
5748,キュービズム,cubism,73
6064,パラ,pallas,70
9156,アバディーン,aberdeen,49
4726,やり残し,backlog,75
6687,ガイウス,gaius,66
421,ストーリーボード,storyboard,100
1770,レイネイド,layne,93
13935,番号,number,7
9557,ぶら下がって,hung,47
1913,tor tor,torched,31
1555,筋萎縮,amyotrophic,95
3467,シェイラ,sheila,86
10997,w,weren,36
5703,バンプ,bump,52
10539,教義,doctrine,38
3838,ショッカー,shocker,82
649,セミフィナリスト,semifinalist,99
11062,セルビアン,serbian,35
4212,焼き,bing,57
3372,欠点,shortcomings,84
408,試練,ordeal,100
13087,金属,metal,16
11434,メチル,methyl,32
8468,未回答,unanswered,54
7669,シンパシー,sympathy,55
13289,インシデント,incident,13
10175,スコライラー,scorer,31
6386,ハープ,harp,66
5779,追い越して,overtake,51
11510,エースースト,ernest,32
4738,ハチェット,hatchet,78
6127,オーバーホール,overhaul,60
8391,th th,thund,55
10542,ロドニー,rodney,39
94,デオメジス,diomedes,100
12801,深い,deep,20
5904,浮揚,levitation,70
4284,still still,stiller,81
3875,異常,anomaly,70
7411,ラトビア語,latvian,61
1634,ビスケット,biscuits,62
10112,ウォルシュ,walsh,42
3819,肩掛け,tavern,81
1548,短波,shortwave,95
9990,量子,quantum,43
9511,エリンティー,erin,47
1049,光沢のある,glossy,97
13004,責任者,responsible,11
2099,コリエ,corrie,92
5916,うぬぼれが強い,vain,71
14172,コード,code,12
7528,用語集,glossary,60
13049,ルナピー,luna,18
3346,箸,chopsticks,87
7458,エール,ale,57
10287,チェスター,chester,41
10901,偽,fake,34
6032,教えて,signified,43
13104,中身,inside,16
9041,ファンク,funk,50
4398,アドバイザー,advisors,58
5886,区別する,distinguishes,27
14370,提供されました,offered,14
3006,ポピー,poppy,87
12968,明らか,obvious,19
9127,トマト,tomato,45
5132,バンドリー,bundy,76
1556,フレンチメン,frenchmen,95
8552,誤字,typographical,53
294,無駄な,fruitless,100
12659,業界,industry,14
2855,不注意,careless,84
3537,グレタ,greta,86
7229,キネチーティック,kinetic,58
3834,センセイン,sentinel,80
6949,坊ん,ult,64
12715,フィート,feet,21
4721,シーズン中,midseason,79
990,ウーフ,woolf,97
13407,合格しました,passed,8
13364,謝罪,apologize,6
12834,多くの場合,mostly,20
13512,クラウン,crown,12
11994,誇張しました,expanded,15
14443,作成した,created,5
4423,卑しい,fabulous,79
24,リハーサル,rehearsal,74
2497,刺します,prick,86
7982,文句を言う,complaining,28
8798,証言,testimony,47
7876,プランクトン,plankton,59
1921,粘液,mucus,93
11158,ひどく,badly,35
11318,マーガレット,margaret,34
9507,d然,dubious,47
5352,ウルチン,urchin,75
7003,ギガビット,gigabit,64
1104,守り,withstood,96
7649,仏教徒,buddhist,58
10948,ワルシャワ,warsaw,37
8902,自主的な,autonomous,50
3389,油脂,oils,15
10678,約束する,promise,23
8971,孤独,solitude,51
7810,ルビコン,rubicon,59
12425,アリエル,ariel,24
14167,家族,family,11
8655,協定,pact,52
6178,スワジランド,swaziland,70
13790,テレビ,television,11
12746,到着した,arrived,14
12220,定まる,settled,21
13527,テクノロジー,technology,12
2543,平らに,flattened,85
7312,ナピアー,napier,62
3643,ニカラグアン,nicaraguan,84
2397,絶対的なマンのような,unsportsmanlike,91
5870,シルバーバック,silverback,72
11696,おお,wow,30
10393,バレンタイン,valentine,40
5935,ホック,hoc,71
11049,正当化する,justify,24
7783,ラファエル,raphael,59
3621,地下水,groundwater,85
13612,ネット,net,12
5398,尼に,nun,64
232,因,defied,73
12840,オーバーン,auburn,20
4342,剖検,autopsy,78
5285,神道,shinto,75
7710,満了,expiry,60
4833,パラマティ,parramatta,78
13725,通常,regular,12
6705,土地,aland,66
7934,剪地,shearer,55
5369,反撃,counteroffensive,65
4235,ブレンド,blend,62
3918,ガイデオン,gideon,84
10510,線形,linear,39
12520,ドット,dot,22
10848,カーリー,carr,37
6848,ピノに,pino,65
12786,バンクーバー,vancouver,20
13566,今日,today,12
13247,ギリシャ,greece,16
8264,ブリットの,brit,50
8090,中原域,midland,42
2534,till till,tillman,90
14259,管理,administration,6
13374,i i,iowa,14
8700,メリマック,merrimack,53
10796,仏教,buddhism,38
9707,調和,harmony,43
5571,スタジア,stadia,74
6020,クイズ,quiz,70
209,リソフェロ,lithosphere,100
717,ピキシスト,pacifist,95
7826,クリスティン,christine,59
12982,最初に,initially,12
10906,途中,midway,37
557,嫌気性,anaerobic,99
13695,前者,former,12
10135,ヴェルサイユ,versailles,42
10642,サンプル,sample,28
2025,弟子たち,disciples,80
9192,桃,peach,47
5403,山火事,wildfire,62
4677,カタック,canuck,79
4802,ギタリスト,guitarists,29
12568,サイクル,cycle,17
4361,批判,criticise,45
13806,として,as,5
954,アンタエス,antaeus,97
6502,オーバーヘッド,overhead,67
9142,これにより,hereby,49
13161,もちろんです,certainly,16
3015,ハントリー,huntley,88
11504,第19年,nineteenth,32
10021,コンポーネント,components,27
508,変異体,mutants,54
7139,オーガスティン,augustine,59
3140,セラミック,ceramic,79
14294,車,car,9
1991,中東,mideast,93
10999,側面,aspects,26
2392,不可知論,agnosticism,91
3432,梗塞,infarction,85
4960,莫大,vastly,77
152,チュニック,tunic,78
12229,不定的な,unjustified,25
3218,超音源,supersonic,56
107,図形,figaro,100
412,ベレッタ,beretta,100
14373,スケジュール,scheduled,12
10547,兵舎,barracks,38
6477,パテ,pate,67
14483,理由,reason,6
1264,夢のように,dreamy,96
3930,息切れ,costliest,84
5662,感覚,sensation,57
4954,付録,appendix,77
13920,どこ,where,7
10270,トン,ton,29
8679,ひっくり返す,turnover,34
3703,存在しない,nonexistent,81
4474,眠いです,sleepy,80
11746,b,bb,29
14316,マッキントッシュ,macintosh,41
4884,歩く,footed,18
3874,ショートカット,shortcut,76
13716,以下,less,12
41,verb verb,verbiage,100
14063,部門,department,8
5628,ニット,nit,71
5028,専用,proprietary,77
9319,退屈な,endorse,30
7832,ディケンズ,dickens,59
9855,オキシドレダクターゼ,oxidoreductase,44
11420,パイ,pie,31
6961,hb,hepburn,64
7213,娘たち,daughters,31
4006,pop pop,populist,73
11529,ウォルト,walt,32
10809,買った,bought,38
14503,分布,distribution,19
12783,スタジオ,studio,17
5674,チヌーク,chinook,71
1861,ザンタ,zonta,93
5809,メダリスト,medalist,55
11858,ハイツ,heights,21
12487,正義,justice,22
5618,ファイフ,fife,73
6218,クリトリス,clitoris,69
10992,身にじゃ,wore,36
3036,プレトリア,pretoria,88
2742,アッタ,atta,89
3310,summ,summarily,87
1182,庵主,arn,96
4438,チューバ,tuba,79
9923,ルビー,ruby,43
7172,吹き消す,blowout,62
10016,致命的な,mortal,34
10937,砂の,sandy,37
9166,差別,discrimination,44
1976,レジオネレア,legionnaires,89
9797,ジュード,jude,44
7960,ベッカー,becker,58
11500,ノーマン,norman,31
483,ポリビニル,polyvinyl,99
10219,衝突,clash,30
2151,アポジー,apogee,92
9113,スター,starr,50
13821,これ,this,5
9316,除外する,excluding,32
6734,ダマスカス,damascus,66
6646,存在する,viable,66
1706,休憩,intermission,94
9667,噴水,fountain,45
4576,密輸,smuggling,72
5360,壊血病,scurvy,75
4184,スプリングター,springer,82
8977,狙撃兵,sniper,47
841,バギー,buggy,97
10579,コルト,colt,20
7626,覚ます,manifestation,39
333,しゃっくり,hiccup,97
1907,コミュニケ,communique,92
7099,反逆,treason,62
5656,ヒューロン,huron,73
1038,魚の,fishy,97
9532,再建しました,rebuilt,47
2088,デムッシー,debussy,92
1329,ガーゴイル,gargoyle,92
13740,一般,common,9
8889,コアラ,koala,51
13099,最大,largest,17
9988,楕円,oval,43
8109,ロッカー,locker,56
11405,ロミオ,romeo,33
11888,ヤフー,yahoo,28
4234,ツイード,tweed,81
11039,コロニー,colony,21
9523,再入力,reenter,46
10334,タイタニック,titanic,23
6474,余震,aftershocks,54
13635,決断,decision,12
13065,時間とともに,overtime,17
1444,二析,diacritics,88
353,ビリヤード,billiards,92
13261,百科事典,encyclopedic,15
5851,テルグー,telugu,72
10503,放射線,radiation,37
11054,ニール,neal,36
1488,歴史生物,historiography,94
8494,ポインタ,pointers,41
13645,競争,competition,10
9295,排除,eliminate,15
11492,典型的,typical,23
7170,bear bear,bearcat,53
3162,リンケージ,linkage,82
11659,仮,provisional,30
5770,ボア,boa,71
8162,ボンベイ,bombay,57
5866,チューブマン,tubman,72
13131,同性愛者,gay,16
7628,ホーソーン,hawthorn,41
12584,父親,father,21
7244,od od,odin,62
1619,屋根裏,attic,93
14510,効果的,effective,10
8320,アルジェ,algiers,55
11385,陰茎,penis,33
8043,マリアン,marian,57
9291,イスタンブール,istanbul,48
9834,友情,friendship,43
7552,膜,membrane,60
6265,衣装,costumes,39
146,オワイジ,ouija,100
8838,勇敢,brave,22
7571,肉,flesh,54
4965,中央値,median,77
13230,フライト,flight,14
12416,チリ,chile,24
17,狂信者,fanatics,63
12591,エクササイズ,exercise,19
9884,18,eighteen,44
10247,measured measured,measured,17
12901,スポット,spot,15
3466,発行者,issuer,85
11072,盗まれた,stolen,36
6158,フォールアウト,fallout,70
10430,フランツ,franz,40
14088,ここ,here,5
7030,安息日,sabbath,64
2703,グレービー,gravy,89
14420,名前が付けられました,named,6
10501,不思議な,wonders,14
12173,十一,eleven,26
1564,スピアマン,spearman,95
12935,公爵,duke,18
820,カーチノゲン,carcinogen,87
6366,巣,nestor,69
10364,侮辱,insult,22
5632,ぴったり,tightly,73
1996,バーンリー,baun,93
3678,悪評,notoriety,85
9992,奨学金,scholarship,41
3795,エアロップ,airdrop,73
9270,にんじん,carrot,47
2953,スライスされた,sliced,54
9737,カム,cam,39
7450,拘置所,detention,61
10687,蜂起,uprising,37
12044,ミルウォーキー,milwaukee,27
6082,無価値,worthless,69
4962,補助,auxiliary,76
4091,ラドン,radon,82
3476,無双,diphosphate,86
2250,プレナリー,plenary,91
14325,コミュニケーション,communications,8
1629,二重,duplex,92
4164,コールスロー,coleslaw,82
6263,カナリア,canary,68
12539,和,sum,21
3280,グリコール,glycol,84
5796,主婦,housewives,72
435,フランシウム,francium,100
13039,約,approximately,16
9536,乱暴に,brawl,46
2775,アンティス,antics,87
11432,エリート,elite,31
643,ジルガー,jirga,99
6481,バフィー,buffy,68
2338,蛇,serpent,90
409,スネアー,snare,82
13689,ミシガン,michigan,12
11972,道,path,27
13079,木,tree,16
8360,リボン,ribbon,50
6951,ビュイック,buick,64
7519,シルベスター,sylvester,61
11221,創立,founder,31
7382,イライラする,frustrating,7
1366,クリッピン,crispin,96
3472,バックフィールド,backfield,86
6355,ピボタル,pivotal,60
7330,ガルド,garde,60
12255,コンチネンタル,continental,25
11783,為替える,represents,7
12486,幾分,somewhat,23
2624,少尉,ensign,88
4891,スロード,slade,78
12291,過激,extreme,16
7907,グレゴー,gregor,58
6832,解体,demolition,63
5354,pear pear,pearce,75
2796,ヘイワード,hayward,86
1499,ロガン,rogan,95
6523,感染している,infectious,68
13303,形,figure,12
9922,夫人,mrs,10
1007,ハムライン,hamline,97
13394,革命,revolution,14
449,行方,linesman,100
8170,注入,injection,28
10308,伝票,chit,41
9885,ボーカル,vocals,34
11877,コンテンポラリー,contemporary,28
281,キャニスター,canisters,84
13404,一緒,together,14
7559,wor,wormer,61
4931,幸せに,happily,77
8908,ファニー,fanny,51
8069,オーチャード,orchard,57
3418,林業,forestry,86
2273,ウィスラー,whistler,91
1452,car car,carriageway,95
10010,オデッセイ,odyssey,43
5843,エメリー,emery,72
4156,岸壁,quay,79
10158,レストラン,restaurant,37
7097,ミニシリーズ,miniseries,63
14505,住所,address,5
5466,暖まる,warmer,72
11589,歓迎されない,unwelcome,31
10801,ヘイズ,hayes,30
1808,オーバーライン,overran,93
11403,エキスパート,expert,24
3623,bう,bure,85
11726,シリア,syria,30
4609,クラッドする,clad,76
13802,と,with,5
6396,前提,premise,49
5992,シーホース,seahorse,71
4126,レシピ,recipe,71
3718,重罪,felony,80
566,バーキープ,barkeep,99
10341,電気通信,telecommunications,29
3494,伝承,lore,78
13582,話,story,11
2287,蒔く,sow,84
4083,スノーモービル,snowmobile,80
4723,球状,spherical,78
8261,ライガー,liger,56
12561,esk.,es,23
9242,休戦,armistice,48
4747,絞る,squeeze,63
29,憂鬱,melancholy,100
7350,有名な,famed,24
13072,波,wave,15
9865,原則,principles,27
12365,パール,pearl,24
11239,散文,prose,34
13555,ダブル,double,12
14481,プレス,press,12
7728,フラッシュ,flushing,50
9024,二酸化,dioxide,50
13096,小屋,hut,17
5201,確実,certainty,75
5152,亡くなる,undergone,76
8246,ファンキー,funky,56
4744,ニーチェ,nietzsche,78
11095,海外,overseas,35
9681,ヴェネツィア,venice,46
12989,聞いた,heard,18
6692,wor wor,worms,45
14007,増加,increase,12
799,狙撃,snipes,80
13078,空港,airport,16
7490,実験,experimentation,37
12160,遠征の,expeditionary,26
13183,展開,deployed,13
13568,ミネソタ,minnesota,12
9226,感情の,emotional,30
2990,インセンティブ,incentive,73
7193,バーローフ,barlow,63
3736,スナック,snack,74
3198,動詞,verbs,50
13211,ヤンキース,yankees,13
776,mean mean,meantone,98
4296,ヒヤシンス,hyacinth,80
5045,修道,modi,76
10994,ダービー,derby,36
12956,通年,annual,17
1056,セリン,serine,91
11296,15,fifteen,34
7282,虫,insect,57
10832,概要,overview,37
1286,中心者,centrist,93
13487,教会,church,13
7834,シルビア,sylvia,59
909,オッターズ,otters,42
14310,何か,something,7
1686,待機する,standby,93
9619,トーゴ,togo,46
6342,詮索,snoop,66
6323,バッロ,burr,69
8540,狸,badger,42
2897,コレステロール,cholesterol,88
6009,グッドイヤー,goodyear,71
7204,イーストマン,eastman,63
14304,秋,fall,12
3814,大西洋,transatlantic,84
8693,焼けた,burnt,53
4898,ブレン,bren,78
9117,セクシー,sexy,50
8196,援助しました,funded,21
13027,クリストファー,christopher,18
6002,カマ,kama,71
6896,admly,admittedly,65
6895,手袋,gloves,42
6099,ボディビルディング,bodybuilding,64
6524,エバーグレイズ,everglades,67
2779,dyn dyn,dyn,89
3144,鍬,hoe,86
375,シリカ,silica,100
7778,銃口,muzzle,59
4394,モンゴル,mongols,53
12360,雪,snow,24
6771,ランタン,lantern,62
4142,濃い,darker,82
13085,論争,controversy,8
8125,成熟する,mature,44
1490,ハオーズ,hao,95
14090,ワシントン,washington,9
11390,スウェーデンの,swedish,33
8835,スターリング,stirling,52
13608,h,hant,12
6964,ムワー,muir,64
11819,解釈した,relegated,24
122,サラーム,salaam,100
9384,マウンド,mound,45
1614,モーテル,motel,88
6957,ステルス,stealth,64
2286,ローター,rotor,90
10168,気象,meteorological,32
9705,静かな,stalled,37
3257,モンフル,mumps,87
14128,行進,march,5
1494,間違った,mistook,95
3085,開示,disclose,60
9469,翡翠,jade,46
4773,サルダール,sardar,78
12136,バングラデシュ,bangladesh,27
8258,太った,tai,56
14284,それでも,although,5
8561,忠実,loyal,53
10698,再審,reassessed,38
14104,開催,held,8
9161,キップ,kip,49
9504,噴火,eruption,36
3005,メチシリン,methicillin,88
7910,ランボー,lambeau,58
1330,フレンズ,frist,96
3470,ボンネット,bonnet,76
4084,ファーストボール,fastball,81
12942,フィリップ,philip,19
3129,カフカ,kafka,88
2471,inter inter,interlanguage,90
12638,強度,intensity,17
3215,アレルギー,allergy,86
407,誤解した,misled,100
601,シーナ,sina,99
9898,貨物,cargo,43
6363,園内,onondaga,69
9779,デボンシャー,devonshire,45
7796,アイロニー,irony,59
11910,暴動,riot,15
9878,ミッチ,mitch,44
1850,頭韻,alliteration,93
4970,アセクティビ,asclepius,77
12366,併せた,examples,10
12132,縁,edge,22
8274,und und,undead,56
10980,アップグレード,upgrading,20
6878,バイオテクノロジー,biotechnology,64
8337,郊外の,suburban,55
11803,元,ex,29
1467,成層圏,stratosphere,92
8025,公爵夫人,duchess,58
9281,関係,relationships,26
5449,馬鹿,idiotic,27
423,劇作家,playwright,96
3566,講義,lecture,59
11714,アナハイム,anaheim,30
2268,アガ,aga,91
10908,茂み,grove,36
8505,ロムニー,romney,54
14387,短い,short,9
11685,コリンズ,collins,30
4056,最初,outset,82
1449,再利用されました,reused,59
7376,賞賛,assessors,61
12702,リライト,rewrite,17
8910,赤外線,infrared,51
6017,ミリアム,miriam,70
13439,兵隊,soldiers,12
4599,記憶,remembrance,79
5763,変位量,displacement,40
4724,舐める,lick,66
652,アンロシア,ambrosia,98
13308,コロラド,colorado,15
14051,後で,later,8
3713,吃音,sturt,85
245,投与する,administer,49
8793,デイトン,dayton,52
13231,アントニオ,antonio,16
12046,面前,presence,27
10358,詩の詩,poems,33
6426,未知の,unseeded,68
6102,カラム,clam,69
1475,マケドン,macedon,95
10544,ループ,loop,33
6492,橋脚,pier,59
8657,アルバ,alba,53
13100,グアテマラ,guatemala,17
1671,タンジェリン,tangerines,75
1307,ポロニウム,polonium,96
12763,フォン,von,21
8401,クルド,kurdish,55
13503,に向かって,towards,12
5920,改訂,revise,15
4948,ロープ,ropes,52
5294,デスス,dessus,75
93,マイクロプロセッサー,microprocessors,74
2863,バッサス,badass,88
9902,ペロトン,peloton,44
486,ぴかぴか,soaring,69
12556,ご飯,rice,23
10173,地中海,mediterranean,42
12092,不活影,inactivated,26
7748,tum tum,tum,60
6273,オフセット,offset,65
2245,ポーン,pawn,76
5104,再設計されました,redesigned,20
11198,葬儀,funeral,34
3019,洗剤,detergent,87
13548,ペンシルバニア,pennsylvania,13
6587,静かに,quietly,67
1679,上り坂,uphill,94
9743,ヒョウ,leopard,45
6541,ナザレス,nazareth,67
9436,コペンハーゲン,copenhagen,47
2127,マリアンヌ,marianne,92
2501,オーバードライブ,overdrive,90
10952,発表,announcement,12
2776,ガリバー,gulliver,89
10352,デルリー,dell,40
576,戸口,outfitters,97
10766,コンクリート,concrete,38
10130,知的,intelligent,17
878,アマリロ,amarillo,97
9700,パロディー,parody,38
6663,人間工学,ergonomics,66
10412,復活,revival,32
7138,尊敬,prestige,63
12279,準備,prepared,16
11214,古熱学,paleontology,34
11942,モール,mall,27
4059,機内で,onboard,82
12625,月の,mon,22
880,ハロゲン化,halide,95
46,red red,redoubt,94
3242,嗅ぐ,snuff,87
10028,ball ball,ballot,35
4236,w w,wandering,33
9423,観光客,tourist,37
14363,ロバート,robert,11
12963,ジョニー,johnny,18
14349,提供された,provided,6
5566,コイ,coy,74
7659,忘却,oblivion,60
5092,whう,whopper,76
8438,博覧会,exposition,53
12324,コロンブス,columbus,25
5004,分割されて,splits,17
6552,チワワ,chihuahua,67
7546,コンスタンシノール,constantinople,61
8791,ジュリオ,julio,52
9463,コエ,coe,47
372,特典,perks,96
6056,砲火,gunfire,70
10554,フローレス,flores,39
197,セポイズ,sepoys,97
9630,モルス,morse,46
13549,フォーマット,format,10
6281,下痢,diarrhea,69
12714,基本,basis,21
282,クリプトナイト,kryptonite,100
10776,想像,imagine,30
4093,オランダ人,dutchman,82
418,shく,sher,100
8142,さまざまな,varied,20
8627,ねじれ,twist,39
4519,オーバーラン,overrun,71
5676,熱力学,thermodynamics,69
11129,もっと早く,faster,35
5440,アリコート,aliquot,74
6785,アセチル,acetyl,64
5771,ビーズ,beads,62
1322,会衆,congregation,75
4908,予定されていない,unscheduled,78
11641,反乱,rebellion,30
10690,ホラー,horror,37
2871,老人,renal,88
9298,クライアント,client,39
14413,作品,works,5
6562,環礁,atoll,66
10420,ドワイト,dwight,40
2846,間抜けな,goofy,88
13605,水,water,12
7310,芝,turf,62
9645,袋,sack,23
14410,見ている,looking,5
11076,ミュージシャン,musicians,21
11293,コロシアム,coliseum,34
6308,エビ,shrimp,69
772,ビン,binh,98
3694,リドリー,ridley,85
9109,壮観な,spectacular,50
3101,16進数,hexadecimal,88
3512,発酵,fermentation,80
3947,hは,ish,83
9636,ホイットニー,whitney,46
8065,セグメント,segments,33
12857,意味,definition,13
3240,太字,boldface,79
12325,extr extr,extratropical,25
6902,クラッシュする,crashing,16
8106,初めて,premiere,18
5202,ガラントリー,gallantry,76
9233,バイセクシュアル,bisexual,42
3429,茶番,farce,86
1465,順次,sequentially,65
703,懐中電灯,flashlight,93
14084,動く,move,8
3563,er,eras,15
4267,階層に,storey,71
10651,オプション,options,7
9104,爆発,blasts,26
3168,再帰的,recursive,80
11319,アリス,alice,34
710,馬,horseback,98
11139,受け入れられないほど,unacceptable,35
1459,レガッタ,regatta,93
2584,ハグ,hug,61
14451,損失,losses,9
6424,フーパー,hooper,68
3514,アントーエット,antoinette,86
13551,意味した,meant,12
10545,ディアー,dia,36
7079,ミルザ,mirza,63
10326,在した,closest,40
2389,ob ob,obituary,82
8062,パラメーター,parameters,43
7852,クレードル,cradle,58
1899,セントロ,centro,93
7442,競馬場,racecourse,62
12184,無認可,unlicensed,26
10953,掩護,covering,8
7415,スクリメージ,scrimmage,60
12734,連邦,commonwealth,21
8202,ダーリン,darling,56
13130,第8,eighth,17
10965,ジョエル,joel,37
1961,ask ask,askari,93
174,エナメル,enamel,97
10346,温室,greenhouse,40
2330,リトグラフ,lithograph,83
12778,違反して,violating,6
3259,過度に,excessively,32
14262,コーポレート,corporate,15
2160,話者,talker,89
2852,腸,gut,61
6075,残酷,cruel,70
7627,プリンター,printer,54
13252,雨,rain,13
337,ラタトゥイユ,ratatouille,100
7860,一目,glance,54
8815,obv,obverse,51
7436,シェリフ,sheriff,60
713,spr,sprung,98
12914,読者,reader,9
6647,認知,cognitive,61
5678,遊び場,playground,72
3131,欠伸,yawn,84
8922,エホバ,jehovah,51
4014,国民の,nationhood,83
7721,黙示録,apocalypse,60
3169,トランスフェラーゼ,transferase,87
1385,トリクロロエタン,trichloroethane,96
10598,カメルーン,cameroon,38
12352,ブリスベン,brisbane,25
1280,出血,bleed,46
11722,ハドソン,hudson,30
3932,発音する,pronounce,38
12908,傷跡,scar,19
12713,同等,equal,13
13054,所有,hold,11
12269,モンスター,monster,23
13877,5月,may,5
9203,ジャンボリー,jamboree,49
6538,傲慢,arrogant,59
1469,突き刺さった,protracted,95
8071,バクスター,baxter,57
13989,プログラム,programs,11
11980,アテネ,athens,28
5032,シングルトン,singleton,76
7340,ミグ,mig,60
9793,スパーク,spark,30
8116,哀れな,pathetic,56
4701,b.,bosh,79
1129,岡海,oka,95
12707,結石,stone,18
12529,ハワイ,hawaii,23
5505,クォータ,quota,67
5390,グリース,grease,73
14367,画像,image,6
10318,マッサリー,massa,40
11784,行動,behaviour,29
5244,ラタラー,rattlers,74
7025,枯渇,depletion,48
5899,アンテロープ,antelope,71
11508,家族向け,families,11
13779,ウィリアム,william,9
12769,ハンプシャー,hampshire,21
1659,喫煙者,smoker,80
11463,兵器,arsenal,30
13491,潜在的に,potentially,11
11282,だいたい,roughly,34
243,gr gr,grosse,33
721,修正主義,revisionism,98
6172,dol dol,dolce,70
3459,ジューシーで,juicy,86
1546,パドレ,padre,42
10258,観客,spectators,38
425,スーパーマリン,supermarine,100
11791,チェコスロバキア,czechoslovakia,30
8165,穀物,cereal,54
2476,ランダウ,landau,90
8321,嚢胞,cystic,55
6819,パドック,paddock,65
3853,ジヒドロキシ,dihydroxy,84
6450,充電器,charger,29
8188,おとなしい,meek,56
3367,パフ,puff,71
11335,礼儀,courtesy,33
9310,本社,headquartered,16
9473,エイゼンハワー,eisenhower,47
1651,王状,lordy,94
3520,シェフロン,chevron,85
7337,贅沢,luxury,44
5071,メドウ地帯,meadowlands,76
6489,恥ずかしい,embarrassing,45
8000,平時,peacetime,58
1484,ジャンプスーツ,jumpsuit,95
6754,最短,shortest,66
4645,区画,compartment,72
2349,コンスタリューション,constabulary,91
6250,溺死,drowning,48
9579,タンゴ,tango,46
8792,ゼウス,zeus,52
568,vest trans,transvestism,99
9236,恥,shame,45
