ID,JAPAN,PORTUGAIS,INTERVAL
3514,アントーエット,antoinette,86
10932,三角形,triângulo,35
7781,咲く,florescer,58
10401,おもちゃ,brinquedo,35
1900,こぶ,corcunda,87
6956,サンドマン,sandman,65
2937,有害な,prejudicial,77
14233,必須,obrigatório,6
1353,編み物,tricô,81
6755,好ましい,favorável,28
13902,役人,funcionários,9
9246,軌道,órbitas,14
10498,書き戻した,reescrito,39
3459,ジューシーで,suculento,86
13695,前者,antigo,12
1764,ブロッカー,bloqueador,84
12689,拡張,expansão,21
8359,邸宅,mansão,53
48,マットの,matti.,100
1449,再利用されました,reutilizado,59
10888,ピーク,atingiu o pico,14
11268,渡りする,transito,21
12598,伝説,lenda,20
11213,星空,astral,35
654,ローブル,roble.,85
12162,モンタナ,montana,27
8782,臨床,clínico,43
14033,考える,pensar,7
9022,海岸線,litoral,49
14403,すぐ,breve,9
12783,スタジオ,estúdio,17
11935,物理,física,7
6492,橋脚,cais,60
8422,unexpected unexpected,inesperado,55
6555,conc conc,concussão,65
10132,インスタント,instante,41
12335,エース,ás,22
6663,人間工学,ergonomia,66
8883,政府の,governamental,51
12240,分けた,dividido,21
6119,エレクトラ,electra.,70
1247,水上,waterman.,95
3758,pers pers,perseu,84
6893,ラッカーズ,refrugadores,65
8644,地理的,geográfico,33
11228,座って,sentado,24
10344,ダイエット,dieta,39
4408,バーテックス,vértice,81
6632,マルセイユ,marselha,59
13511,トロント,toronto.,13
6802,多国籍,multinacional,65
8228,真空,vácuo,56
8077,アラメダ,alameda.,57
12633,プロット,enredo,21
2394,フィルモグラフィー,filmografia.,88
7491,ファイアウォール,firewall.,62
12525,ローレンス,lawrence.,23
11648,あなたは,ur,31
10741,集まった,coletado,24
4564,リブ,costelas.,62
7585,サイエロ,rinoceronte,61
8822,三郎,trilogia,51
7000,ナックル,knuckles.,61
1807,ダン,dunne.,93
14499,デビッド,david,9
12863,チャレンジ,desafio,12
2754,醸造所,cervejaria,82
10968,デラウェアリー,delaware.,37
1439,癒し,curar,56
9164,かかと,calcanhares,43
10136,シルク,seda,41
9382,ドラム,bateria,28
4636,マガタル,mallard.,78
1602,アングリカニズム,anglicanismo,40
2522,かつら,peruca,81
10090,区別された,desistir,42
4141,超音波,ultra-som,82
2215,コーデック,codec.,85
1983,雑傷者,rutter.,93
12846,装置,equipamento,15
6886,アスベスト,amianto,65
1252,寸劇,skit.,86
3152,poor,mais pobre,88
12077,30,trinta,27
8977,狙撃兵,atirador de elite,47
12175,妻,esposa,26
10947,受信,recepção,28
5218,トラベール,travail,75
7482,軍縮,desarmamento,62
4608,シオダード,ciudad.,79
5930,サージ,sarja,71
13340,規模,régua,14
12710,ドナルド,donald.,21
3029,代名詞,pronome,77
14031,早い,cedo,9
8370,携帯の,celular,55
14177,設計,projetado,9
4594,pr然,prolífico,79
13056,グラハム,graham,18
13542,ストライク,greve,11
9875,ひきい,pintainho,39
14222,近く,aproximar,9
5889,僧侶,sacerdotes,41
8935,クラゲ,medusa,51
7251,at,no topo.,62
6045,バイオーム,bioma.,70
261,フリーメソンズ,maçons.,92
4761,ヘリックス,hélice,79
10917,配達,entrega,33
1206,疥癬,sarna,96
1906,いたずら,brincadeiras,60
1497,minut,minutemen.,95
7352,コンソーシアム,consórcio,62
5431,キルト,kilt.,73
808,摩耗した,putsch,98
9520,クエスト,busca,45
8944,圧倒的,muito pesado,36
7965,萎びり,wilt.,57
3011,エリシャ,elisha.,88
8208,甲虫,besouro,54
12755,南西,sudoeste,21
10876,明確,distinto,23
7625,ナゲット,nuggets.,53
3976,エレガント,elegante,71
1422,超越的,transcendental,69
434,アンズクラウス,anschluss.,100
2438,データン,datsun.,88
3033,監査人,auditor,86
2483,遺子,loco.,81
11602,辞書,dicionário,30
13040,シニア,senior,17
9687,バーカー,barker,45
7096,ビオラ,viola,63
7392,肉屋,açougueiro,57
10220,罪,pecado,36
8437,あえてする,atreva-se,46
11798,成長している,crescendo,22
6766,巡礼者,peregrinos,58
5067,シュシャイザー,schweizer,77
4553,al,alai.,80
13934,それから,então,5
2878,玉の,maloqueiro,88
6132,マギー,maggie,70
12999,わからない,desconhecido,18
10421,マトリックス,matriz,40
5037,不快,desagradável,74
2552,無敵,invencível,88
14235,許可します,permite,9
7339,方位磁針,bússola,56
12579,フィクション,ficção,17
11416,パレード,parada,31
6541,ナザレス,nazaré,68
2737,ユネスコ,unesco.,89
5625,lim lim,mown,58
11298,すばらしい,incrível,31
5972,シンク,afundar,50
10747,弁護士,advogado,36
6796,シムの,sim.,34
742,ph ph,febe,98
3986,人狼,lobisomem,83
3775,バーナシュラー,vernáculo,84
11104,徐々に,gradualmente,33
6262,ロキ,loki.,69
1419,認定,credenciamento,63
5979,野心的,ambicioso,70
4739,不平等に,incompetente,64
13438,文学,literatura,14
4487,ロッキー,lockyer.,80
5166,リブレ,libre,75
11952,鮫,tubarão,22
1605,リナの,lina,94
12629,名誉,nominalmente,9
8632,ベートーベン,beethoven,53
14170,受け取った,recebido,6
4939,標準的な,canônico,37
4717,オパール,opala,79
1134,雑音,miologia,96
4377,合理化された,simplificado,70
8832,ゲリラ,guerrilha,43
7459,アホイ,ahoy.,62
13993,五,cinco,8
7259,補体,complemento,57
11866,職業,ocupação,26
8093,スカート,saias,46
1159,ロールシャッハ,rorschach,96
6907,グー,gosma,65
880,ハロゲン化,halogeneto,95
4617,ドラコ,draco.,79
3258,スルーラ,spurrier.,88
1492,アーバナ,urbana.,95
5160,str.,acometido,76
8671,飛行機,avião,46
543,ハーマン,harman,99
14130,提供します,fornece,6
11826,さよなら,tchau,27
11179,ban,banyan.,35
3880,アマル,amal,84
8342,マクナ,magna.,55
7164,再建,reconstruir,47
13319,台風,tufão,15
12277,ジャガー,jaga.,25
2414,歯ブラシ,escova de dente,91
12243,ラッセル,russell.,25
255,パラジウム,paládio,100
10562,ボルダー,pedregulho,38
12052,becomes,torna-se,7
12415,夜明け,alvorecer,24
6552,チワワ,chihuahua,68
10077,expl expl,explícito,42
9078,行き先,destino,38
1267,蓄積する,acumular,44
10140,デュオ,duo,42
2852,腸,intestino,62
9751,起訴,acusação,39
9664,mal mal,malthusian,46
13110,エリック,eric.,17
3313,tram,eléctrico,83
1389,介在者,interditivo,95
5684,固定された,ancora,73
5461,パンチされた,perfurado,37
8332,盗作,plágio,51
11943,永続,permanente,22
2500,チャパラル,chaparral.,88
4613,相補的な,complementar,79
9985,リリウム,delírio,43
12532,明らかにする,esclarecer,21
4326,そこで,agustação,81
12733,急いで,correndo.,12
13100,グアテマラ,guatemala,17
3127,ベール,véu,70
7677,クレメント,clemente,50
9028,未発表,não publicado,50
10101,服を着た,vestido,25
1096,悪夢,pesadelos,57
7906,常連,raciocinar,59
12492,魂,alma,22
11011,カメ,tartaruga,32
14074,遠い,distante,8
10833,催促,emirados.,36
11435,義務,obrigações,18
10766,コンクリート,concreto,38
13650,法的,jurídico,8
9190,ブリュート,brute.,49
5149,シレジア,silésia.,76
2162,誤解された,mal interpretado,72
13222,ヒューストン,houston.,16
10228,快適,confortável,29
13083,描く,desenhar,14
4124,耽溺,indulgência,66
13774,遅い,atrasado,11
13502,ステージ,etapa,11
310,多い,polímata,98
3835,熟女,gemma.,84
1060,スプーン,colheres,50
11598,パスカル,pascal.,31
5490,オストリッチ,avestruz,73
6953,ぶどうの木,videira,58
3048,釜,caldeirão,88
14250,失った,perdido,10
6011,クロフト,croft,70
2018,小包,parcela,85
3947,hは,ish,83
8031,カトラー,cutler.,58
216,自家製,caseiro,100
11573,エジソン,edison.,31
345,ベルトン,aperte o cinto,100
11649,に値する,merece,23
13418,保有者,suporte,13
998,黒曜石,obsidiana,97
5133,ズルー,zulu,75
10733,近所,vizinhança,32
11429,就任,inaugural,29
8650,残留物,resíduos,43
9369,熱の,térmico,48
3966,カボチャー,abóboras,56
1535,似ているように,mímico,91
12602,マラソン,maratona,22
3608,ヒラメ,linguado,82
983,テキサン,texan.,38
3037,サンフィッシュ,sunfish,88
10556,制限付き,restrito,16
1117,スラグ,escória,92
6988,ニャー,miau,64
1191,吸入,inalação,73
5331,デッドロック,impasse,67
10411,道徳の,moral,30
11748,簡潔,conciso,29
3494,伝承,lore.,78
10479,エチオピア語,etíope,39
12424,夜中,meia-noite,24
11559,クラーク,clare.,14
10025,ハーレム,harlem.,43
12516,民間人,civis,17
12874,レスリング,luta livre,19
10598,カメルーン,camarões,39
4286,異教,paganismo,65
2494,with with,suportar,88
5787,キーストーン,keystone,71
8539,嘆願,petição,40
2647,神学者,teólogo,86
2889,モラの,mora,88
4305,余りに,supérfluo,80
5977,ニッチ,nicht.,69
10549,食べる,comendo,15
11524,獲得しました,adquirido,22
5547,ああ,aph.,74
3285,モチーフ,motivo,79
646,char char,chartreuse.,99
8128,不可,indisponível,56
10958,残骸,remanescentes,30
8113,mel mel,melee.,56
10457,アムステルダム,amsterdã.,40
3553,コリマ,colima,86
1969,認識論,epistemologia,86
7452,乳母車,leitoso,62
11730,エチオピア,etiópia,30
11692,地震,terremotos,12
4858,アロフト,no alto de,78
5606,タラハシー,talahassee.,74
12803,鉄道,estrada de ferro,18
10326,在した,mais próximo,41
337,ラタトゥイユ,ratatouille,100
10091,gう,pego,42
5192,アルドラーゼ,aldolase.,76
10219,衝突,choque,30
7741,講堂,auditório,59
14060,六,seis,9
3816,家禽,aves,84
13874,そこには,lá,5
5944,死体,cadáver,60
13455,連邦政府,federal,12
10571,ますます,cada vez mais,39
8720,中西部,centro oeste,53
1851,モーリー,horrley.,93
2798,頁岩,xisto,89
9015,スケート,patim,20
12824,オルレアン,orleans.,20
12632,水面,superfície,21
184,ガッラー,gullah.,100
5465,摂氏,celsius,74
11025,しっぽ,cauda,28
14149,シングル,solteiro,8
10811,レオナード,leonard,38
6579,キプル,kippur.,67
5943,パンジャビー,punjabi.,71
8445,杏里,anzac.,55
5778,いたずらさの,danadinho,72
3471,モーリシオ,mauricio.,86
6600,友愛,fraternidade,50
4856,精製,refinaria,62
11670,第13回,décimo terceiro,31
4889,認定された,autorizado,65
13981,見る,ver,5
4375,パノラマ,panorâmico,81
7875,クレンジング,limpeza,55
10948,ワルシャワ,varsóvia,37
11171,ang ang,angus.,35
13155,細胞,célula,15
7439,マス,truta,62
2495,デビー,debby,62
1771,ステゴサウルス,estegossauro,93
1937,ポンペシー,pompey.,93
13440,なんでもいい,qualquer que seja,14
10762,並ぶ,alinhar,37
1070,スカイ,skye.,96
3255,ジルコニウム,zircônio,88
11470,イタリック人,itálico,29
5584,皿,prato,62
11977,不完全な,incompleto,27
12198,カーク,kirk.,26
7897,str,encalhado,48
13397,猫,gato,13
10664,ちゃんちゃん,clã,35
7774,ブルーキー,brookie.,60
2812,alter alter,altercação,86
2987,納得裏に,convincentemente,88
5735,ウイルス性,viral.,73
3046,フィラピー,fila.,88
12969,遅れ,atraso,7
9124,黙って,recordado,28
9359,変換する,converte.,16
4210,奇跡,milagres,44
2901,おむつ,fralda,85
1665,行きます,goa.,94
9763,オゾン,ozônio,45
1707,火球,bola fogo,91
10567,不必要に,desnecessariamente,39
8565,ショウガ,ruivo,54
3698,下向きに,para baixo,44
5319,蜂蜜,abelhas,34
13576,指図,comando,10
11880,バーガー,berger.,29
8285,セミノール,seminoles.,47
13868,人々,pessoas,7
3611,メルトダウン,meltdown.,84
12351,クモ,aranha,24
2755,欲望,luxúria,85
3400,筋肉,músculos.,35
11347,ニックネーム,apelido,26
13958,数ヶ月,meses,10
13936,私たちの,nosso,5
1309,スループット,taxa de transferência,95
9236,恥,vergonha,45
24,リハーサル,ensaio,74
8504,タルボット,talbot.,54
1971,バンティ,bantu.,93
13648,必要な,necessariamente,12
9338,シェフ,chefe de cozinha,47
9247,ジェニー,jenny.,47
774,f v,fv.,98
2404,亜大陸,subcontinente,91
13375,エンザイム,enzima,14
2301,疑う,duvidou,18
7739,しばらく,um tempo,60
1909,熱心に,ansiosamente,93
5316,リッキー,rickey.,75
11504,第19年,décimo nono,32
7992,消費,consumo,58
5861,hyper hyper,hiperatividade,69
10868,new new,newport.,37
3551,トッカー,topeka.,86
13856,のみ,apenas,6
3773,汎用性,versátil,76
13653,イラク,iraque,12
7256,秒読み,contagem regressiva,62
7154,差し迫った,iminente,62
10926,記念碑,monumento,33
1169,サブタイプ,subtipo,93
14325,コミュニケーション,comunicações,8
12184,無認可,sem licença,26
1875,ジメチル,dimetil,93
5859,アレゲニー,allegheny.,72
9786,用語,terminologia,45
10458,異議,objeção,12
4672,原稿,manuscritos,60
1480,ビガルタサン,bipartidário,95
1093,エール,enguias,62
3213,充填剤,enchimento,82
13000,ケアンズ,cairns.,18
316,缶詰,enlatamento,100
972,婦人科,ginecomastia.,97
12433,トルコ語,turco,24
14296,終了しました,terminou,7
2697,ステートレス,apátrida,83
11093,大砲,canhão,33
8911,提督,almirante,36
13199,不便,inconveniência,16
913,寮,dormitório,85
14223,作成する,criar,5
7227,ファビアン,fabian,63
14154,顧客,clientes,25
7241,薄暗く,dunk.,58
5512,引っ張る,puxa,17
7508,スカイフェ,scaife.,62
8075,スポンジ,esponja,57
2992,スクラム,scrum.,88
1401,マルガリータ,margarita,95
7985,課す,impor,33
10189,立法,legislação,24
9114,未使用,não utilizado,46
947,雲水,cumulus.,97
7521,ゾンビー,zumbis,24
3345,偽善,hipocrisia,87
1913,tor tor,tocha,32
5131,葉の,folic.,76
12449,クレイグ,craig.,24
6652,チョーク,giz,65
8247,ナット,noz,43
5096,不正直,desonesto,76
14175,保つ,manter,8
7855,リノの,reno,59
7761,骨格,esquelético,60
13373,スコットランド,escócia,14
14021,全国,nacional,7
12780,キューバ,cuba,21
9590,mdの,md.,46
14117,範囲,faixa,10
9250,頭蓋骨,crânio,47
10407,ハードコア,hardcore.,40
9946,鼎,sião,43
371,台形,trapézio,97
13525,見える,visível,13
1574,発声,voicing.,19
7357,ブレーキ,freios,37
3830,need need,needham.,84
2195,無数の,miríade,90
11612,ブレアー,blair,31
4973,クレアチン,creatina,77
6695,前文,preâmbulo,66
10179,マリク,malik.,42
9426,専門知識,perícia,48
10550,サール,sar.,39
9925,レスター,leicester.,44
1515,シュミーズ,chemise,90
10644,チェリー,cereja,38
353,ビリヤード,bilhar,92
13706,期待される,esperado,10
12089,妥協,compromisso,18
5963,調整,ajustar,38
4025,タブレット,tábua,67
4427,按ずる,recontagem,62
6815,リュート,alaúde,65
11199,od d,desviar,33
1019,エーラーストリップ,pista de pouso,92
8667,象牙,marfim,53
7048,トランク,tronco,56
4503,隕石,meteorito,68
6002,カマ,kama,71
2293,エンクレーブ,enclave,86
7487,玉ねぎ,cebola,57
6165,過疎化,superpopulação,68
12972,敵,inimigo,17
11325,シグマ,sigma.,34
1987,レタリア,retaliatória,93
1501,アクチュアル,atuário,88
10922,ニューファンドランド,terra nova,37
5497,腺,glândula,68
3388,カリフォー,khalifa.,86
3438,蘭,orquídea,86
3658,クローリー,crawley,85
4760,ケトル,chaleira,77
1660,鯉,carpa,83
4107,スラッガー,lançador no beisebol,78
826,家主,senhorio,91
9008,伸びる,estendendo-se,17
12535,ass ass,assalto,21
11852,吸う,chupar,22
182,フラップ,flap,88
8469,コレラ,cólera,55
6850,型,mofo,55
7951,最後から,penúltimo,58
13794,そして,e,5
13276,天気,clima,15
7873,加害者,perpetradores,44
11636,比較,comparar,11
5276,外を見る,olhe,75
11985,王の,ki.,28
2824,ぼやけた,lanoso,88
10347,整数,inteiros,32
596,スターセン,stetson.,94
14172,コード,código,12
9577,全国的に,em todo o país,46
13582,話,história,11
4923,再スケジュール,remarcado,73
7905,ジン,gin,58
9884,18,dezoito,44
2899,武装した,desarmado,57
9306,警官,policiais,48
1200,スピエジェル,spiegel.,96
5030,トラナ,tra.,77
4549,フルクトース,frutose,80
10122,発生する,ocorre,11
12497,ランナー,corredor,18
12411,クリーク,riacho,24
11111,キャプション,rubrica,31
10732,ウェリントン,wellington.,38
12728,カーター,carter.,21
2486,コニー,coney.,90
9725,惑星,planetário,45
10454,リン,lynn.,40
5232,自発,espontâneo,68
12444,ロビンソン,robinson,24
4489,ハッグレベリー,huckleberry.,80
8885,ヒッターズ,rebatedores,33
4868,単体,unitário,78
11254,パラシュート,pára-quedas,33
8689,残念ながら,tristemente,53
4270,狂気の,neolítico,82
5527,ブレスト,brest,74
11342,unwed,injustificada,34
12164,リフト,lift,16
14072,注文,ordem,8
5015,内分泌物,endócrino,77
655,ロッカーズ,rockers.,72
13264,メアリー,mary,13
4142,濃い,mais escura,82
8022,染料,tingir,52
5193,幻覚発生,alucinógeno,68
2477,暴走,escoamento,90
396,セレン,selênio,100
4238,ボーブ,beau.,81
9918,サタン,satanás,37
5917,em em,emissão,56
12762,鷲,águia,14
7818,不確実性,incerteza,57
6106,ホース,mangueira,67
2403,スピナ,espinha,90
3521,カンナダ,kannada,86
14257,ネットワーク,redes,8
4428,メロビンディアン,merovingian,80
8860,修道院,mosteiro,52
14162,その他,outros,5
593,クロマチン,cromatina,99
1243,誇りに思って,orgulhosamente,95
2367,繁栄して,prosperar,53
5392,匂い,cheira,50
8515,榴弾砲,uwitzers.,31
14332,到達した,alcançado,9
9532,再建しました,reconstruído,47
2405,ポメラニアン,pomeraniano,90
7355,脳の,cerebral,62
12440,ブルース,bruce.,24
12679,偏見に,enviesado,21
5589,醸造,fermentação,41
10590,アンテリ,antilhas.,39
8233,スワの,swa.,56
519,シマン,simeon.,99
4249,minw,minesweeper.,76
13453,アーティスト,artista,12
7588,朱送り,camiseta vermelha,57
6515,ディルド,dildo.,66
1944,痛風,gota,93
11077,冒険者,explorador,23
354,ストラートジェット,stratojet.,100
11970,持参,trazendo,6
14273,頭,cabeça,9
12371,アーロン,aaron.,25
973,カミンズ,cummins.,97
8502,親権,custódia,54
13590,不足,em falta,10
2386,反論,contracultura,91
7574,カーメル,carmel.,61
3263,所有する,possui,19
9482,influ influ,influente,47
9626,売春,prostituição,42
488,イプソ,ipso.,99
6914,隔離,bien.,64
11832,モンゴー,mongo,29
6948,オラクル,oráculo,64
2270,恐ろしい,horrível,91
3674,きらきら,falha,77
10952,発表,anúncio,12
4225,流入,influxo,81
3814,大西洋,transatlântico,84
8843,ダート,dardo,34
352,ラグタイム,ragtime,100
12806,デンマーク,dinamarca,20
5539,ハーグ,haia,74
3223,fal fal,falun.,88
4179,リール,carretel,50
1956,バーゲン,pechincha,57
9883,要塞,fortaleza,41
7313,ban ban,banzai.,62
9385,コーン,milho,45
6006,ネアンデルタール,neanderthal,71
3201,漢,hine,88
7192,dec dec,decência,63
7637,ズボン,calças,59
4844,カーリン,carlin.,78
9220,拘禁されて,detido,45
11622,ペインティング,pintura,20
13007,反応,reação,17
13803,なれ,ser,5
2916,北に,northerly,88
10021,コンポーネント,componentes.,27
8226,メッカ,meca,56
12237,地理,geografia,26
13116,ルイス,lewis.,17
5328,最先端に,acima de tudo,75
2081,怨み,amargamente,92
5482,放火,incêndio culposo,73
10905,カッパ,kappa.,37
13259,索引,índice,15
4903,トナカイ,rena,78
9926,高山,alpino,44
9207,ホーキンス,hawkins,49
12903,オークランド,oakland,19
4457,指紋,impressão digital,62
2017,いたずら書き,doodle,90
7484,エリス,eris.,34
6038,マレット,salmonete,67
852,incl incl,inclemente,98
9805,ガレージ,garagem,43
9347,亡命,exílio,41
888,nty,nifty.,97
2119,ベーカーズフィールド,bakersfield,92
5071,メドウ地帯,meadowlands.,76
12603,デンバー,denver.,22
14412,ルール,regras,7
7499,デスクトップ,área de trabalho,62
7231,声を上げる,em voz alta,63
9086,デフォンメン,defensores,50
9782,保留中,pendente,45
12791,ラリーリー,larry.,20
9291,イスタンブール,istambul,49
9932,ヒース,heath.,44
7682,バンジョー,banjo,60
13300,育てた,criado,13
6481,バフィー,buffy.,68
2507,乳剤,emulsão,90
3333,ターンパイク,turnpike.,83
14472,ジェームズ,james,9
9197,バンブルビー,bumblebee.,49
12949,適切,adequado,13
1924,アグリゲーター,agregador,25
9415,imag imag,imaginário,48
10777,驚くばかり,impressionante,38
6811,ショパン,chopin.,65
6883,オデュッセウシー,odysseus,65
612,メンデルソーン,mendelssohn,99
11075,イダホ,idaho.,36
7606,蚊,mosquito,57
13013,ファッション,moda,16
4587,背骨,espinha dorsal,78
5887,トラウマ,trauma,72
9467,それにもかかわらず,não obstante,47
5114,アバサ,ábaco,76
9437,ゲートウェイ,porta de entrada,47
2204,conver conver,convergente,46
9029,シベリア,siberiano,50
2254,前児童,prequel,91
6955,泥棒,ladrao,65
4193,三振,strikeout.,39
4712,バンダル,bandar.,79
1766,クックブック,livro de receitas,88
11314,誰にでも,quem quer,34
8498,インスピレーション,inspiração,28
4713,チッパー,chipper.,79
748,無理店,apnéia,98
3513,同化,assimilação,74
11035,50年代,cinquenta,34
7423,アンジェリーナ,angelina.,62
13462,リンカーン,lincoln.,13
3435,スキンヘッド,skinhead,79
12673,陰謀,conspiração,22
10022,敬礼,tributo,42
8645,シェルター,abrigo,43
3832,エクウ,ecu.,84
7836,失敗,falhas,21
7470,廃棄,disposição,45
9649,rt,rti.,46
6701,テンプラー,templário,66
12193,関係なく,sem considerar,26
9097,ヨウダイド,iodeto,50
13870,ほとんど,maioria,7
4477,卒業記念アルバム,anuário,79
3081,減算する,subtrair,61
8823,栄えの,hist.,52
11709,prox prox,proximidade,30
12799,時計,relógio,19
6150,そりに,trenó,68
52,心拍,batimento cardiaco,99
10492,シャー,xá,39
7493,シャワー,chuveiro,46
1384,不燃性,inflamável,91
1052,グルコン酸,gluconato.,97
3841,ブーメラン,bumerangue,84
7881,資格,qualificações.,21
10663,復讐,vingança,38
5642,アンモニウム,amônio,73
2034,陰極,cátodo,90
7984,ハイド,hyde.,58
6891,ヤップ,yap.,65
13004,責任者,responsável,11
8030,ブランク,blanc.,58
446,特徴的に,sem caracteristicamente,88
13190,人口,população,14
4310,障害者,handicap.,64
294,無駄な,infrutífero,100
3481,明るくなる,mais brilhante,86
7549,真夏,meio do verão,61
495,くすぐる,cócegas,85
265,正気,sanidade,100
7275,カセット,cassete,60
4041,ガウス,gauss.,83
4208,lo lo,looney.,82
3150,シャットダウン,desligar,86
12245,お姫様,princesa,25
8789,ドラ,dora.,52
10506,今晩,essa noite,39
2280,銃撃戦,tiro,86
4209,シンセタス,sintetase.,82
14240,グループ,grupos,7
14220,似ている,semelhante,10
9679,鎧,armaduras,21
217,バラール,balas.,100
10929,バース,atracar,34
13571,様々,vários,12
10004,カルト,culto,41
139,居住者,assamese,100
1589,母音,vogal,74
3398,裏庭,quintal,86
5307,フィリポー,filippo.,75
6692,wor wor,worms.,45
9855,オキシドレダクターゼ,oxidoredutase.,44
1645,パラビ,pahlavi.,94
9661,スパ,spa,46
11665,石工,pedreiro,29
1614,モーテル,motel,88
10135,ヴェルサイユ,versalhes.,42
13723,戦闘,combate,11
4177,ルツィル,lucille.,82
4043,シンプルさ,simplicidade,82
14364,レーガン,reagan,34
4379,加速する,acelerar,34
233,琴,koto.,99
12249,ケープ,capa,25
3211,雨水池,rainier,88
13920,どこ,onde,7
8568,ファウラー,fowler.,54
3458,バッテリー,matty.,86
11971,トラック,caminhão,24
4833,パラマティ,parramatta.,78
4426,官僚,burocracia,79
7690,t t,torrencial,60
5773,課税,tributação,72
6160,牽引者,tração,70
14467,議論した,discutido,6
4897,孔子,confúcio.,78
7293,inf inf,infrangível,62
1464,甲斐無し,clamor,94
10927,プラスチック,plástico,35
850,カレドニア人,caledoniano,98
5786,男らしい,viril,72
11240,ミルズ,mills.,25
6213,合金,liga,63
11780,ルクセンブルク,luxemburgo,30
34,スタッファー,funcionários.,88
6356,キャンドル,vela,62
561,アスパラガス,espargos,99
2284,バリスタ,balista.,91
13367,第6回,6º,14
7936,砂利,cascalho,58
2874,レプラコン,leprechaun.,86
8659,偶発的に,incidentalmente,51
3189,コナ,kona.,88
290,概略,esquemático,95
7188,キューリー,ky.,63
5846,財政,fiscal,72
8425,納屋,celeiro,54
6667,タムリー,tambor,65
6281,下痢,diarréia,69
9770,ベトナム人,vietnamita,45
6429,住宅,alojado,10
4891,スロード,slade.,78
11251,矮星,anão,32
2133,芸者,gueixa,91
10056,マリ,mali.,43
10261,パルチザン,partidário,36
4993,シャリオット,carruagem,69
13821,これ,esse,5
6263,カナリア,canário,68
3301,ペルソナ,persona.,78
3950,強化する,bolster,64
766,アシュケナジ,ashkenazi.,98
10491,表彰台,pódio,39
12720,うま,cavalo,18
6286,ヨウ素,iodo,69
6303,ジョナー,joná.,69
11583,モンロー,monroe.,31
3562,別れる,romper,83
10266,特許,patente,37
12696,パターン,padronizar,20
10896,lib lib,libelo,18
8476,フォージ,forja,44
10064,アレクサンドリア,alexandria,43
13600,ピーター,peter,12
1756,クラスメート,colegas de classe,84
13299,met,conheceu,12
227,美容,cosmetologia,100
6984,干渉,interferir,37
7712,コルベット,corveta,59
8705,俊敏で,virtude,49
8761,ケイ素,silício,50
10330,旅,jornada,39
13240,ミズーリ,missouri.,16
9666,absurd absurd,absurdo,44
4299,フェアバンクズ,fairbanks.,81
1977,分離士,separatistas,65
7217,リース,reese.,63
3095,トルク,torque,88
2316,公理,axiomas.,73
5375,虐殺された,sacrificado,68
8523,盆,bon.,54
3924,サンダーバード,thunderbird,84
1056,セリン,serina,91
9004,ポリテクニック,politécnico,50
7753,ワイト,wight.,60
13800,の上,sobre,5
4285,シンシア,cynthia,81
960,エンテーテ,entente,97
5440,アリコート,alíquota,75
10533,インターフェース,interface,38
8604,頭がいい,esperto,53
7397,タラの,tara,62
10523,シャーシ,chassis,39
4465,ボーズ,bose.,80
5896,ウォーターフロント,beira-mar,72
10674,予備の,poupar,36
11318,マーガレット,margaret.,34
7426,褒美,recompensa,44
274,ミカド,mikado.,97
4701,b.,bosh.,79
5668,夕暮れ,dumas.,66
8325,トンネ,toneladas,52
11865,誰も,qualquer pessoa,29
11287,テープ,fita,27
10253,ローガン,logan.,41
2746,国外追放,deportação,62
3198,動詞,verbos.,50
7679,染色体,cromossoma,55
7543,香ばしい,hm.,61
5719,ダミー,fictício,70
6010,助祭,diácono,41
7159,倦怠感,fadiga,60
7717,名詞,substantivo,52
11888,ヤフー,yahoo.,29
6424,フーパー,hooper,68
14358,支出,gastos,27
6405,クローウェル,cromwell.,68
13,違反,contravenção,100
8260,ジープ,jipe,53
6200,迷路,labirinto,68
1036,ヘッセン,hessian,93
1591,経過,decorrido,92
13218,海洋,oceano,15
3642,バンディック,bandicoot.,85
12917,re un,unreferenciado,19
12236,半減期,meia hora,26
1226,キャバレー,cabaré,96
5628,ニット,nit.,72
3350,スキニー,magrelo,87
10949,不安,agitação,37
7758,希代の,sith.,60
9598,ユーモア,humor,39
1734,へま,goof.,81
9736,簡易,facilidade,39
7993,解放された,libertado,58
789,ハギス,haggis.,98
9138,優先順位,prioridade,46
3639,ステンレス,inoxidável,85
13444,始まり,começo,11
2402,精神科,psiquiatria,91
8991,見出し,título,38
11065,冥王星,plutão,36
7462,民俗,folclore,62
3450,フッター,rodapé,83
13678,設立,estabelecido,10
6396,前提,premissa,49
7704,ラクーン,guaxinim,60
4612,バナナ,bananas,38
11600,規則,regulamentos,23
9283,克服,superar,44
4197,異性体,isômero,68
8210,グラフ,graf.,57
8731,fel fel,felis.,53
13228,縛ら,amarrado,10
4361,批判,criticar,45
398,時空,spacetime.,100
11603,バーチャル,virtual,24
8611,ドリル,furar,41
11761,アスレチック,atlético,12
8527,生き物,criaturas,45
12113,レディ,senhora,20
8388,ニュースプリント,newsprint,55
12886,effects effects,efeitos,10
9332,ポリー,polly,48
12004,levels,níveis,10
3802,骨粗鬆症,osteoporose,84
3066,ホーナー,horner,88
4907,フェミニスト,feminista,72
5863,再構築,reestruturação,60
9108,トカゲ,lagarto,49
13801,言った,disse,8
5764,ナキシー,nixie.,72
