ID,JAPAN,DEUTSCH,INTERVAL
5676,熱力学,thermodynamik,69
5487,変成物,metamorphic.,73
1171,トロット,trab,88
2806,lackl,lackieren.,88
11361,アンドレ,andre.,34
1569,痘料,varuna,94
3515,ディンガー,dinger,86
1447,トイレ,toiletten,41
12935,公爵,herzog,18
9544,サミー,sammy,47
7163,錬金術師,alchimist,62
2085,パラトロピー機,fallschirmjäger,49
12033,海賊,pirat,18
13133,議論,debatte,14
6835,pass pass,passah,65
9168,王位,thron,49
8909,バビロン,babylon,52
8416,オリオン,orion,55
4559,コッカー,koker,80
1656,アビリーン,abilene,94
3752,ランブラー,wanderer,81
9469,翡翠,jade,47
12459,歩行者,gehhilfe,24
5507,マンサニヨ,manzanillo.,74
6401,クルディスタン,kurdistan,69
10186,炭疽,milzbrand,42
6121,残念,das mitleid,63
6929,様々に,unterschiedlich,65
4686,聞き換え,hört,79
9061,シャツ,hemden,36
7428,洗礼,taufe,61
12323,チャック,futter,25
828,downt,abschwung,98
12355,航空,luftfahrt,24
11328,紫の,violett,34
10102,ロマンチック,romantisch,42
2745,カンブリア,cambrian.,89
2433,泥炭,torf,91
4528,ストラビンスキー,strawinsky,80
10043,モニカ,monika,43
5368,白人,kaukasisch,74
13060,寒い,kalt,18
7725,支払い,zahlung,49
11658,残りの,rest,31
7486,祝い,segnen,44
1482,最北端,nördlichste,95
3336,ガンナリー,gunnery,87
5340,パンフレット,broschüre,64
12319,ピッチャー,krug,20
6265,衣装,kostüme,39
3810,蒸気船,dampfschiff,82
359,ローダ,lader,95
1540,養殖,aquakultur.,95
14220,似ている,ähnlich,10
10566,台北,taipeh.,39
12275,殺人,mord,20
8912,mk,merk,49
12852,森,wald,19
11406,鷹,falke,18
2239,食肉処理場,schlachthof,91
7905,ジン,gin,59
4817,ポートマン,portman,78
9252,メトリック,metrisch,47
1581,小道具,requisiten,61
14480,遊ぶ,spielen,7
2042,太い,sud,90
4944,シオニスト,zionisten,41
12455,エンジニア,techniker,7
9136,逆説,paradox,46
3458,バッテリー,batty,86
7670,レゲエ,reggae,61
14385,資産,vermögenswerte,38
804,灯油,kerosin,98
6122,キャバリア,kavalier,42
481,ユニゾン,einklang,99
2562,バイロルシア語,byelorussian.,90
11012,北西部,nordwesten,37
6658,カーバー,schnitzer,66
5363,水酸化物,hydroxid,75
10072,伝説の,legendär,43
1787,アポストロフィ,apostrophen.,67
3591,マンティス,gottesanbeterin,85
763,ズッキーニ,zucchini,98
8346,ヴォルテール,voltaire,56
11322,ジュリアス,julius,34
1126,バネスター,bannister,96
8685,起源に,entstanden,53
557,嫌気性,anaerobisch,99
1627,亜麻,flachs,94
10742,中絶,abtreibung,35
13965,選考科目,wesentlich,8
10089,違反,bruch,13
6803,poll poll,pollard,66
4392,水族館,aquarium,80
87,漂白,bleichen,38
8581,難問,wrack,44
422,ストリンガー,stringer,97
1036,ヘッセン,hessian,93
12366,併せた,beispiele,10
12310,上昇,erhebt euch,20
5377,西に,westlich,62
9422,ヨハネスブルグ,johannesburg,48
7900,肘,ellbogen,56
3170,ティラニー,tyrannei,81
5094,アデン,aden,76
14380,ビュー,sicht,6
13776,旅行,tour,10
10543,了解した,verstanden,39
10164,オマハ,omaha,42
7361,チル,chillen,60
11318,マーガレット,margaret,34
1002,低木,strauch,94
8243,許す,verzeihen,49
1905,乙女,goldschmied,86
6583,帯域幅,bandbreite,66
14195,それよりも,eher,6
5718,泣き身,whig,62
7865,比喩,metapher,54
2303,偏向,ablenkung,60
10139,普通,gewöhnliche,42
13489,褒美する,prime.,13
12157,ギャップ,lücke,25
13379,銃,pistole,12
12713,同等,gleich,14
3376,カッター,cutter,79
11085,カストロ,castro,36
8109,ロッカー,schließfach,57
9263,loc,lok,49
10411,道徳の,moral-,31
11645,シボレー,chevrolet.,31
7062,ハーゼン,hazen,64
5839,タイムアウト,auszeit,58
11113,アルジェリア,algerien,36
6353,マイルストーン,meilensteine,48
7345,連帯,solidarität,62
14435,勝利した,gewonnen,8
8520,派遣した,gestellt,38
3830,need need,needham.,84
8766,十字軍,kreuzfahrer,27
5672,オードキス,oedipus.,73
14310,何か,etwas,7
13122,出演者,sterne,9
6705,土地,ein land,66
14496,インフレーション,inflation,44
318,nu nu,nuanciert,85
216,自家製,hausgemacht,100
0,int int,inzwale,7
6258,ロイヤリティ,loyalität,67
8031,カトラー,cutler,58
415,マキシ,maxi,89
11526,事件、出来事,affäre,21
8801,ニッケル,nickel,51
12421,オースティン,austin,24
13610,語,wort,9
4984,バスター,buster,71
5817,ヒドロキシラーゼ,hydroxylase,72
2234,ヒッチハイカー,tramper,84
8886,ach ach,acharya.,52
8561,忠実,treu,54
11776,ロナルド,ronald,30
12560,ストリーク,strähne,22
11405,ロミオ,romeo,33
7490,実験,experimentieren,37
2319,揺り動く,schwanken,80
12992,ダイアグラム,diagramme,17
1987,レタリア,retaliatort,93
2445,スクロール,scrollen,40
6773,クロマトグラフィー,chromatographie,66
12592,act act,handlung,9
2118,絶望,verzweifeln,88
3670,適所,nische,82
4764,散髪,haarschnitt,76
4582,戯け,lotto,80
9723,ビーバー,biber,38
11172,ライディング,reiten,23
4092,タツゥー,tutu.,82
11715,通路,passage,28
10293,酒,sake,41
9,remう,remade,100
10161,バットマン,batman,42
13944,ヨーク,york,8
1846,交換する,schafferechte,93
6165,過疎化,überbevölkerung,69
1650,活気に満ちた,beschwingt,94
10710,ダース,dutzend,28
8431,詐欺師,schaufel.,55
11138,eug,eugene,33
8316,フローズン,gefroren,56
3452,dis dis,ungehorsam,82
11907,シャーロット,charlotte,29
14007,増加,zunahme,12
1400,bright bright,hellste,95
3712,スキューバ,skuba,85
12977,展望台,observatorium,19
11850,起こる,das passiert,10
14353,説明された,beschrieben,9
2253,チェコスロバック,tschechoslowak.,87
10178,ミック,mick.,42
3800,バンセン,bunsen,84
6807,孤児の,orphic.,66
6201,サボタージュ,sabotage,61
14142,期間,zeitraum,8
8098,選び出す,abholen,56
5138,重量挙げ,gewichtheben,75
12545,衛生,satellit,22
8778,コークス,koks,52
8296,ラメ,lahm,55
7005,音響,akustisch,59
11536,挑発的,provokativ,30
11063,コーラ,cola,36
14312,位置,position,6
6442,錬金術,alchimie,68
11756,気候,klima,29
7936,砂利,kies,59
11294,遺伝的,genetisch,26
3212,壁紙,hintergrund,84
2271,フォルサム,folder,91
2339,サイボーグ,cyborg,88
13812,an,ein,5
10676,保護者,wächter,37
1324,ピープ,peeps.,81
5101,多項式,polynom,70
13046,シンプソン,simpson,18
12536,プエルト,puerto,23
9006,コベントリー,coventry.,51
3344,髪型,frisur,73
10255,密度,dichte,41
8119,剣闘士,gladiatoren,45
8576,ありがたい,dankbar,48
9307,デビューしました,debütiert,18
13529,幅,breit,12
8117,拒食症,anorexie,58
11664,シロス,zyrus,31
14449,より長いです,länger,10
14045,内で,innerhalb,10
13280,環境,kontext,15
8381,一生,lebenszeit,55
766,アシュケナジ,ashkenazi,98
10594,アーリントン,arlington,39
6775,シーフリフライ,siegfried.,66
8077,アラメダ,alameda,58
3592,まくら,kopfkissen,79
550,スマトラ,sumatran,99
2769,add add,addis,89
10725,うるさい,laut,38
5323,韻,reim,61
1280,出血,bluten,46
5433,コリー,collie,71
2795,ブラックベリー,brombeere,89
8861,ティファニー,tiffany.,52
6124,アンモニア,ammoniak,70
44,フラッシュバック,flashbacks,82
817,糖蜜,melasse,98
9073,ren ren,umbenennen,21
1203,捻挫,verstauchung,70
779,無傷の,unversehrt,98
13146,ウィスコンシン,wisconsin,17
2038,アナンダ,ananda.,92
6626,すし,sushi,67
6099,ボディビルディング,bodybuilding.,64
1425,シンセサイザー,synthesizer,41
13809,から,aus,5
8289,マーカー,marker,50
2327,鉱夫,bergmann,37
9357,明確化,klärung,46
12775,子供,kind,15
6813,お腹がすいた,hungrig,66
3605,ダッシュボード,armaturenbrett,84
11758,温暖化,erwärmen,23
4017,solstice.,sonnenwende,80
927,インプレーター,impaler,88
7093,スヌーカー,snooker,64
8745,聖書の,biblisch,53
13011,貧しい,arm,18
10308,伝票,chit,41
8349,ラングレー,langley.,56
5631,読みやすさ,lesbarkeit,53
6319,極力主義者,extremist,57
4167,ガイガーー,geiger,82
2498,パロマ,paloma,90
189,阿る,awa,100
6819,パドック,koppel,66
5499,ビューモント,beaumont,74
13300,育てた,erzogen,13
8400,スタークラフト,sternen schiff,55
14442,決めた,entschieden,7
7804,哺乳類,säugetier,52
6933,ライプチヒ,leipzig,65
4968,ナイチンゲール,nachtigall,77
2853,フーリエ,fourier,88
5080,無駄に,unnötig,76
3330,ガラガラヘビ,klapperschlange,86
627,地震計,seismometer,94
9811,テラズ,erzählungen,30
5695,シクラメン,zyklamen,73
11882,スタンフォード,stanford,29
12511,方向,richtung,11
9926,高山,alpin,44
9932,ヒース,heide,44
12914,読者,leser,9
14176,見て,sehen,5
2139,苦境,notlage,92
8283,線維症,fibrose.,56
14341,中央,zentral,10
3676,テナー,tenor,80
7702,カスティーリョ,kastillo.,60
6318,臀部,gesäß,67
13031,財団,stiftung,17
4386,照らされた,beleuchtet,60
11541,sing sing,singh,32
1769,再分類された,umklassifiziert,87
6466,オーブン,ofen,62
7218,拳,faust,53
10583,ソウル,seoul,39
13047,フィリピン,philippinen,13
4609,クラッドする,verkleidet,76
13301,プレッシャー,druck,15
6607,bl,black,66
5262,日常的に,routinemäßig,46
14244,手段,bedeutet,8
11642,ペース,tempo,29
13781,勝利,sieg,10
13355,ほぼ,fast,15
3377,ビースティ,beastie,85
10331,パンサー,panther,25
6440,bab bab,plappern,67
9203,ジャンボリー,jamboree,49
12162,モンタナ,montana,27
3002,ツールボックス,werkzeugkasten,88
10537,第二に,zweitens,39
947,雲水,kumulus,97
10984,天国,himmel,35
13439,兵隊,soldaten,12
13366,身元,identifikation,15
1807,ダン,dunne.,93
3763,ヨセミテ,yosemite.,84
5679,マスタード,senf,72
2506,桜の,cherub,90
6251,シアン化物,zyanid,69
8023,パラマウント,paramount.,58
4769,ヘアスプレー,haarspray.,78
13868,人々,menschen,7
11256,騙す,trick,28
3395,キンボー,kimbo.,86
10016,致命的な,sterblich,34
3926,検疫,quarantäne,77
9730,膨らませる,ausbuchtung,45
14214,ニーズ,bedürfnisse,6
12774,南東,süd-ost,21
954,アンタエス,antease,97
5917,em em,emission,56
12843,慌てずに,pfanne,20
7707,ピーパーセン,petersen,60
13371,山,berg,12
10823,焦点を当てる,fokussiert,29
11974,大幅,bedeutend,28
1030,ヤルボロ,yarborough.,97
8552,誤字,typografisch,54
10113,アジジアン,ascidian,43
11355,エッジャー,edgar,34
5413,超越,transzendenz,68
2439,衝動,impuls,80
13314,侵入,invasion,15
13412,frank frank,frank,14
10609,北東部,nordosten,39
7515,バラード,ballade,55
2757,液体酸素,lox,89
6862,エアプレイ,luftspiel,65
14213,連合,union,9
11854,継ぐ,laufend,29
2127,マリアンヌ,marianne,92
138,furt furt,verstohlen,96
275,イベリア,iberer,99
7505,ベッケット,beckett,62
9982,マイナス,minus-,44
5668,夕暮れ,dumas,66
3607,ブラジャー,bh,77
1392,imp imp,verhängung,95
13215,エピソード,folge,12
9732,エジンバラ,edinburgh.,45
1558,較子,septimal,95
13815,または,oder,5
12513,緊急,notfall,16
10172,オウム,papagei,41
3483,バロネット,baronet,78
10969,伝統,tradition,17
4820,前任者,vorgänger,44
11169,自治体,gemeinde,25
11696,おお,beeindruckend,31
2694,ティーポット,teekanne,90
14070,世界,welt,7
9710,復元,wiederherstellung,9
6002,カマ,kama.,71
5357,アルカディア,arkadien,75
3884,家禽,geflügel,83
9313,ボクサー,boxer,47
9934,体操,gymnastik,41
11332,パック,pack,26
12428,福音,evangelium,24
9903,エタノール,ethanol,44
3571,ヴィヴィアン,vivian,85
5115,ヒューマノイド,humanoid,74
4903,トナカイ,rentier,78
8808,マケドニアの,mazedonisch,46
10951,膝,knie,35
10264,店舗に,shops,23
12530,秘密,geheimnis,21
6403,マチルダ,matilda,69
2279,クレオール,kreolisch,91
10695,レオナルド,leonardo.,38
2107,クロスファイア,kreuzfeuer,92
528,ハインズ,hayne,99
12717,送信,schicken,15
6780,フォアマン,vorarbeiter,66
3625,サルビア,salvia,85
194,運転席,autofahrer,97
5652,火見,entzündet,73
9339,ウガンダ,uganda,49
2285,スニーカー,turnschuhe,88
3986,人狼,werwolf,83
7796,アイロニー,ironie,60
11986,ダニー,danny,28
7849,fe fe,feudalismus,52
7889,振る舞う,sich verhalten,41
14414,できません,kann nicht,10
10348,pet,belanglos,41
5643,カルボキシ,carboxy,73
9419,妖精,fee,47
6128,毒,gift,67
11505,申し込み,anwendung,20
7742,コーラス,chor,60
6704,ディングー,dingo,66
10158,レストラン,restaurant,37
5805,逸れる,abgelenkt,59
8896,hol hol,holt,52
1304,木工,holzbearbeitung,86
7970,ra,raj.,59
542,ティーズー,tees.,67
2579,ラッキー,lakai,88
10753,ちゃん,chan,38
1901,ジーン,jain,93
13142,暗い,dunkel,15
12234,スロー,schleppend,22
8646,アトランティス,atlantis,54
3050,アザミ,distel,81
4787,ウッドベリー,woodbury.,78
5055,権威主義者,autoritär,73
1988,サマラ,samarra,93
12735,全体的に,ganz,8
1676,姉妹,schwesternschaft,94
10963,切手,briefmarke,31
14264,必要です,erforderlich,6
11306,アージュン,arjun,34
11899,メーター,meter,24
13364,謝罪,sich entschuldigen,6
13153,パキスタン,pakistan,17
12738,ラリー,rallye,18
9850,ヘラクレス,herkules,45
4939,標準的な,kanonisch,37
6080,叔母,tante,69
14507,中心,center,9
6786,主,lords,14
10893,アルメニア,armenien,38
3085,開示,offenlegen,60
2487,身体的,körperlich,90
11287,テープ,band,27
4753,球菌,homophobisch,78
4356,ダフネ,seidelbast,81
83,スリー,besudeln,99
9189,充実した,voller,50
11793,お知らせください,benachrichtigen,26
1944,痛風,gicht,93
7493,シャワー,dusche,46
10248,敵対的な,feindlich,31
5050,改訂者,revisionist,70
10791,four four,vierzehn,38
11371,en en,angemeldet,29
3334,附則,ergänzungen,87
13093,アルゼンチン,argentinien,17
3306,六角,verhexen,85
12098,保守的,konservativ,21
4647,ブランコ,blanco.,79
4737,ファリアナ,farina,77
8026,水力発電性,hydroelektrizität.,54
10590,アンテリ,antille,39
8798,証言,zeugnis,48
11889,ベネズエラ,venezuela,29
2072,ゴブレット,kelch,91
10015,取締役,verwaltungsratoren,17
11090,カタール,katar,36
11083,考慮,erwägung,20
9911,不適格,nicht förderfähig,44
6897,アンサンブル,ensemble,61
9178,航海,segelt,29
9052,心配,atheismus,51
4379,加速する,beschleunigen,35
13441,地図,karte,12
11281,視点,perspektive,32
12024,ブラーの,bla.,28
37,rap rap,vergewaltigt,33
7802,サイクロニック,zyklonikum,10
14436,複数,mehrere,6
12837,シアトル,seattle,20
13500,安全,sicherheit,12
3535,dout,einbaum,84
3253,プシロシン,psilocin,87
9776,サイケデリック,psychedelisch,42
2301,疑う,bezweifelt,18
4197,異性体,isomer,68
8177,家庭,haushalt,49
12670,ピクセル,pixel,21
2552,無敵,unbesiegbar,88
7153,離婚,scheiden lassen,58
2981,急行する,torrent,85
9611,再現,reproduziert,38
8453,中毒,vergiftung,36
12117,グラフィック,grafik,15
11095,海外,übersee-,36
5764,ナキシー,nixe,72
12308,conv conv,konvektion,24
974,ウォーロック,warlock,95
3536,カラビニエ,carabinieri.,86
3122,コルセット,korsett,72
1319,har然,harpyie,95
7006,アシール,acyl.,64
2343,二字的,bilateral,90
11225,親,elternteil,25
9390,プロテスタント,evangelisch,13
8153,回復する,wiedergewinnen,34
4959,無人,unbesonnen,77
4362,告白する,beichten,42
340,祖父母,großeltern,79
8975,蝶,schmetterling,49
14086,軍隊,militär,10
7264,ワッフル,waffel,59
10063,修飾子,qualifikation,8
1959,縮んで,geschrumpft,93
10230,ルーマニア語,rumänisch,42
8722,カウボーイ,cowboy,22
4758,文庫,taschenbuch,72
11718,マヤ,maya,30
576,戸口,outfitters.,97
7995,ジャンパー,jumper,55
11456,バグダッド,bagdad,33
11819,解釈した,zurückgestrahlt,24
9071,クロアチア語,kroatisch,51
9488,密林,dschungel,46
629,ナルシシズム,narzissmus,99
8845,画家,maler,50
4102,降雪,schneefall,82
28,回折,beugung,100
14427,応答,antwort,11
8007,オージー,aussie.,51
6230,acqu acqu,freigesprochen,69
7355,脳の,zerebral,62
13183,展開,eingesetzt,13
3026,漂白剤,tribünen,85
7189,マリーナ,yachthafen,63
5331,デッドロック,sackgasse,67
12165,マドリード,madrid,27
10343,敗者,verlierer,33
12594,j j,jose.,23
12832,経済的,wirtschaftlich.,17
4260,ミノット,minot,81
8692,モリーリー,molly.,53
9361,ヤク,yak,48
10897,羊飼い,schäfer,37
2633,増幅器,booster,76
785,堀,moa.,98
11054,ニール,neal,36
3241,おまけさせる,sykes,82
13512,クラウン,krone,12
9637,掃除,kräftig,28
14363,ロバート,robert,11
1233,ヨール,diol,93
8507,絶滅した,gefährdet,51
12745,写真,foto,11
644,ゼュレート,kelte,86
12938,閉まっている,geschlossen,10
12877,アッパー,oberer  höher,20
282,クリプトナイト,kryptonit.,100
8668,minded,gesinnt,9
11574,パーセント,prozent,32
7059,外交,diplomatie,64
4648,違法です,illegitim,78
6723,マダム,gnädige frau,54
6953,ぶどうの木,ranke,58
5605,popular popular,populär,74
9853,ヤーリー,yale.,45
2559,塩酸,hydrochlor,90
12757,ジェリー,jerry,21
6137,オートジュール,adeur.,70
5064,宗派,sektierer,74
12449,クレイグ,kraig,24
2489,hermaphrodite.,zwitter,90
14127,ポイント,punkte,6
7111,戦利品,beute,62
3355,auspices.,auspizien,86
2050,弾頭,sprengkopf,76
11895,アウトブレイク,ausbruch,28
8892,コンコルド,eintracht,51
2761,嫌いな,haslose,89
1183,マーガリン,margarine,96
1182,庵主,arn,96
8301,real然,realistisch,49
3690,怒って,entmutigend,84
13779,ウィリアム,wilhelm,9
89,ワラビー,wallaby,76
1170,燃えるように,blazing,49
9214,刃,klinge,42
205,skill skill,bratpfanne,100
10466,ストレッチ,strecken,30
4123,フェード,verblassen,50
6056,砲火,gewehrfeuer,71
1506,aegis,ägide,95
6117,コロッサス,koloss,70
6788,フェンダー,fender,62
8455,民族性,ethnische zugehörigkeit,24
9101,脇腹,flanke,44
4701,b.,bügel,79
13561,ジョーンズ,jones,12
6682,急,steil,64
751,タロット,tarot,98
7278,受信者,empfänger,47
12976,アンダーソン,anderson,19
12782,列をなして,in der reihe,21
945,カラメル,karamell,95
6669,スクランブル,gerangel,49
3744,買い手,käufer,77
6297,タブロイド,bouleloid,64
9303,レーニン,lenin,47
488,イプソ,ipso.,99
5674,チヌーク,chinook,71
9233,バイセクシュアル,bisexuell,43
2889,モラの,mora,88
9408,沖,off-shore,48
12227,誕生,geburt,12
11954,汚い,sklaverei,28
439,変態,metamorphose,100
6995,廊下,gang,61
6633,再調整,neuausrichtung,55
2668,規制当たり前,regulatorisch,90
4466,ネルーリー,nehru.,80
4636,マガタル,stockente,78
12472,庵,ann.,18
60,ペイロード,nutzlast,97
2919,コーブル,coburg,88
8853,演劇,theatralisch,50
10504,お祝い,feier,19
5019,縮れた,lockig,77
10732,ウェリントン,wellington,38
1159,ロールシャッハ,rorschach,96
1357,アルカリ,alkalisch,93
2543,平らに,abgeflacht,85
13479,順番,wende,9
13389,賭け屋,wagger,14
6825,20代,zwanziger jahre,13
13897,作った,gemacht,5
8156,鉱石,erz,56
9457,テンズ,tzen,10
9364,一晩,über nacht,48
8881,ピューリッツァー,pulitzer,52
12153,満足させる,erfüllen,15
12079,公園,garten,22
4274,オキシダーゼ,oxidase,81
2434,入札者,bieter,87
1727,pen pen,schriftlich,39
1949,盗賊,bandit,58
13748,野球,baseball,11
2901,おむつ,windel,85
8531,スルタン,sultan,52
4270,狂気の,neolithisch,81
7750,ha,schleppen,44
1419,認定,akkreditierung,64
11279,小学校,elementar,34
9526,ウラン,uran,47
11127,サマセット,somerset,36
8487,氷河,gletscher,50
7682,バンジョー,banjo,60
125,カリ,kali.,99
195,ディングル,dingle,100
6944,ab ab,abgeschafft,58
3988,細胞質,zytoplasma,81
14508,ドキュメント,unterlagen,12
2208,滴定,titration,90
12433,トルコ語,türkisch,24
13430,ローズ,rose,13
11600,規則,vorschriften,23
759,デオドラント,deodorant,95
4529,bur bur,buroughs,80
4195,沈み込み,subduktion.,77
12538,消耗,verbraucht,23
11947,オペラ,oper,23
11487,守る,verteidigen,13
8848,サンピ,sampi,52
7448,デイアン,diane,54
12225,続いて,anschließend,18
2965,グレイハウンド,windhund,69
2325,バリトン,bariton,91
8350,イデオロギー,ideologie,42
4401,チーズバーガー,cheeseburger,80
12925,ボビー,bobby,19
5791,有線,verdrahtet,31
10448,ヘルシンキ,helsinki,40
10600,倒れて,gefallen,39
5212,敬語,honorifics.,67
7447,derう,derry.,62
6218,クリトリス,klitoris,70
261,フリーメソンズ,freimaurer.,92
13902,役人,beamte,9
2088,デムッシー,debussy.,92
9768,緊張者,spannungen,35
8575,独裁,diktatur,50
14087,合計,gesamt,7
1883,アラニン,alanin,93
4992,キセノン,xenon,77
13278,パット,klopfen,14
5646,原理主義者,fundamentalist,66
2429,怒重,anc.,91
10563,詰まり,verstopfung,38
3232,リスク,riskner,87
8797,シンプレックス,simplex,52
13577,若い,jung,12
12266,それゆえに,somit,26
1112,講師,ausbilder,65
3456,attr attr,attrition,85
4751,スザンヌ,suzanne,78
1405,ミネルヴァ,minerva,95
7827,ディズニーランド,disneyland,60
9917,遊休,aleph,44
7383,ステーキ,steak,61
10235,キロメートル,kilometer,38
9348,ダンテ,dante,49
4849,ディアスポラ,diaspora,78
11346,アルバニア,albanien,34
5916,うぬぼれが強い,vergeblich,71
11436,リード,schilf,33
10022,敬礼,tribut,42
8968,睡眠,schlafen,16
3476,無双,diphosphat,86
10524,立方体,würfel,38
10498,書き戻した,umgeschrieben,40
1767,前哨戦,pensionen,62
11411,もっとゆっくり,langsamer,33
7045,算術,arithmetik,63
13528,アダム,adam,11
5910,スパード,spud,72
13312,フランシスコ,francisco.,15
8213,錯覚,illusion,54
5990,エスプレッソ,espresso,71
4035,小売業者,einzelhändler,38
3467,シェイラ,sheila,86
13656,大西洋の,atlantisch,12
435,フランシウム,francium,100
8318,木の下で,underhüte,56
10511,液体,flüssigkeit,36
639,袖口,manschette,83
4338,アイスマーネ,ikeman,81
11668,ヴァーノン,vernon,31
10458,異議,einspruch,12
12221,could,könnte nicht,26
3410,淡水,frisches wasser,86
9122,蔦,efeu,49
11746,b,bb.,29
1549,ミルダー,mulder.,95
9318,circ,zirka,49
8208,甲虫,käfer,55
13567,スコットリー,scott,12
5814,依存,vertrauen,72
9103,カリウム,kalium,50
4905,コンデンサー,kondensator,75
1880,le le,leighton,93
2567,リソグラフィー,lithografie,90
12080,イラン,iranisch,25
12409,権利を与えられた,berechtigt,24
9748,ケージ,käfig,44
9277,創世記,genesis,49
10239,肺,lunge,39
1451,骨髄学,osteologie,95
7067,不定,irregulär,43
8545,同期する,synchronisieren,53
983,テキサン,texaner,38
3349,廃絶主義,abolitionismus,86
6855,ウィガン,wigan,65
7552,膜,membran,60
9293,cy,zy,49
943,曼荼羅,mandala,96
1734,へま,doof.,81
9988,楕円,oval,43
8474,aim aim,zielen,21
3815,軍艦,kriegsschiffe,65
12254,内部,innen,9
7952,クロイドン,zu croydon,59
3326,シンジ化,syndikation,54
2553,ポリネシア,polynesien,90
12666,神話,mythologie,21
11116,亜熱帯,subtropisch,35
9412,バチカン,vatikan,48
7875,クレンジング,reinigung,55
9931,拷問,folter,38
11335,礼儀,höflichkeit,34
401,up up,upscale.,100
8962,トレーラー,anhänger,46
5892,mer,verdienstvoll,72
5915,ダウンフィールド,downfield.,72
880,ハロゲン化,halogenid,95
7461,休暇,ferien,46
10280,フィリピン人,philippinisch,40
6553,薄暗い,dak.,67
8365,減衰,verfall,51
6451,アーヤン,arisch,65
12642,エンターテイメント,unterhaltung,19
13687,悪い,schlecht,12
6701,テンプラー,templer,66
7467,透明性,transparenz,45
7376,賞賛,beurteiler,62
6489,恥ずかしい,peinlich,45
7424,知恵,weisheit,62
769,五球,goshen,98
12467,最小,minimum,24
4449,リターズ,liter,48
12983,ビリー,billy.,17
14355,利益,gewinne,29
74,エキリップス,eklipsen,38
10351,でっち上げ,falschmeldung,34
8417,無視,außer acht lassen,48
13132,すべての,alles,17
5991,エタナ,ätna,71
825,コンドミニアム,eigentumswohnungen,84
13888,何,was,6
8636,ウルヴァリン,vielfraß,32
11064,覆う,shawn,36
12498,幸運,glück,23
10456,草,gras,40
8882,ギアボックス,getriebe,51
5862,輿入れ,polituro.,72
1588,優勢の,vorherrschend,75
10049,現象,phänomen,43
8827,プジョー,peugeot,52
7020,アンマン,amman,64
13777,スペイン,spanien,11
4798,剪断した,scherkt,27
12073,スパイ,spion,25
2128,ボングー,bongo,81
9787,cf,vgl,45
9196,スー,sioux,50
13290,アンソニー,anthony,15
1087,枯れる,withern,82
888,nty,raffiniert,97
10804,降伏,aufgeben,27
4658,必然的に,zwangsläufig,50
4289,暗黙,implizit,81
754,解離,dissoziativ,85
4353,明治,meiji,81
12112,クウェート,kuwait,27
772,ビン,binh,98
3804,アスピリン,aspirin,84
9692,150年代,fünfzehnten,46
9655,ボウイ,bücher,46
14133,人生,leben,10
1101,dioc,diözesan,96
9596,アルミニウム,aluminium,47
9183,セロトニン,serotonin,50
10758,バックアイズ,rosskastanien,35
2932,外側に,nach außen,84
8291,ナイフ,messer,56
9271,ヘルメット,helm,42
12362,パッカーズ,packer,24
12363,正しい,korrekt,25
21,ハートブレーカー,herzensbrecher,75
12721,ガス,gas,13
10716,インスタンス,instanzen,20
11858,ハイツ,höhe,22
119,カマラ,camara,100
12866,ca,zapfen,20
4632,パンケーキ,pfannkuchen,73
7307,発明者,erfinder,52
2959,趣味,hobbys,57
3019,洗剤,waschmittel,87
6564,密集,dicht,60
2903,デシ,dessi,88
9132,侵食,erosion,50
6409,proceed proceed,erlös,69
9857,高原,hochland,32
9842,近傍,nähe,44
14412,ルール,regeln,7
81,じゃあ,steinbruch,95
3365,中断,unterbrechung,42
6009,グッドイヤー,gutes jahr,71
12360,雪,schnee,25
9872,同性愛,homosexualität,36
9359,変換する,konvertiert,16
11752,ブリストル,bristol,30
8477,美味しい,lecker,54
2909,カップボード,schrank,88
11161,フォーク,volk,28
3095,トルク,drehmoment,87
12948,ジャンク,müll,19
10927,プラスチック,plastik,35
3000,際に,merklich,88
2946,山羊,ziegen,44
1083,手綱,zügel,73
12823,クリエイティブ,kreativ,20
13109,自然,natur,12
9721,富士,fuji,46
8831,欣然,joyce.,52
11842,生きている,am leben,29
5614,ジャンボ,jumbo,72
13540,特に,insbesondere,13
5961,派遣,streißig,71
1277,ポルスカ,polska.,95
7777,アゾレス,azoren,60
4853,前立腺,prostata,76
737,パパラッチ,paparazzi.,98
10138,ボス,boss,40
2331,狂う,gänserich,91
8410,ワックス,wachs,51
8721,スピリチュアル,spirituell,46
122,サラーム,salaam,100
6035,喉,kehle,62
11742,天皇,kaiser,29
2549,overs overs,überwachten,90
10857,崩壊,zusammengebrochen,24
10989,ladう,beladen,37
8709,ソニー,sonny,53
13016,疾患,erkrankung,17
3579,犯人,schuldiger,72
300,再定義,neudefinition,96
14429,価格,preis,18
920,水彩,aquarell,97
7054,説得した,überzeugt.,49
9770,ベトナム人,vietnamesisch,45
12657,インディアナポリス,indianapolis,22
13625,クリア,klar,11
4177,ルツィル,lucille,82
553,安価な,preiswert,97
114,カシミリ,kaschmiri.,100
5602,ファイル名,dateiname,72
3076,ルシッド,luzid,86
4430,チュン,cheung,80
10523,シャーシ,chassis,40
2509,クロスボロー,armbrust,90
9502,コロンビア語,kolumbianisch,47
1636,鼻息,snell,94
12820,メリット,verdienst,19
11864,スラング,slang,29
