ID,JAPAN,FRENCH,INTERVAL
3416,オカリナ,ocarina,80
10264,ノックアウト,Assommer,30
8612,ドリル,percer,42
2828,窒息,étouffement,84
10557,制限付き,limité,28
11626,アポロ,Apollon,20
10515,購入した,acheté,28
3282,安息香エート,benzoate,81
6610,祖先,ascendance,57
12134,木曜日,jeudi,17
3468,シェイラ,sheila,80
4853,失業者,sans emploi,70
6698,あなた自身,vous mêmes,56
8026,公爵夫人,duchesse,46
7536,致死,mortel,50
7425,知恵,sagesse,51
399,時空,espace temps,100
13685,ビート,battre,5
5750,カスティーリャー,castille,63
300,めったに,groupé,100
12230,不定的な,injustifié,16
9157,アバディーン,aberdien,38
11013,北西部,nord ouest,25
9907,いただきました,n a pas,33
9438,ゲートウェイ,passerelle,36
6535,ソファー,canapé,57
11725,コブラ,cobra,19
5039,縫い,diriger,68
7974,サフォーク,suffolque,47
6272,脆弱,vulnérable,59
7783,キンボーテ,kinbote,48
5328,苦痛,détresse,66
5393,匂い,odeur,65
1763,間欠,intermittent,92
5305,シークズム,sikhisme,66
624,星空,étoilé,99
10648,バクレ,bacquet,27
2887,サマーズ,somer,84
6372,門限,couvre feu,59
9925,アラビアン,arabe,33
767,アシュケナジ,Ashkenazi,98
13549,ペンシルバニア,Pennsylvanie,6
11843,生きている,vivant,19
12675,ホテル,Hôtel,13
3869,未解決の,non résolu,77
8235,傾く,penché,45
4852,ホルスタイン,Holstein,70
5980,野心的,ambitieux,61
10740,リチャードソン,Richardson,27
11049,バドミントン,badminton,24
2561,劇場,théâtre,87
1711,サモアン,samoan,93
11581,ビクター,Victor,21
6968,幽霊,terrestre,54
12868,七面鳥,dinde,11
12144,鳥,oiseau,16
7895,摩擦,friction,47
8189,おとなしい,doux,45
13501,安全,Sécurité,7
13401,キャリア,carrière,7
9289,安定,constant,37
8373,マクベス,Macbeth,44
1043,北東部,nord est,97
5510,偏見の,excentrique,65
3880,命知らず,Daredevil,77
12708,結石,calcul,12
13689,100万,million,5
10240,肺,poumon,30
10127,つまずく,saisi,31
13171,ガイド,guider,9
13355,古代の,ancien,8
13548,方式,formule,6
7525,無制限,illimité,50
584,ジャイロスコープ,gyroscope,99
7123,サーロイン,aloyau,53
7785,ヴェルドゥン,verdure,48
7614,名誉,honoraire,49
12790,死傷者,victimes,12
964,妄想,illusion,97
8129,不可,indisponible,46
102,ヒンドスタン,hindoutan,100
12039,たらい,bassin,17
3785,退職,régression,77
1726,閲覧可能,visible,92
13064,ポーランド,Pologne,10
5859,笑う,crevé,62
11863,ヘッダ,entête,18
984,テキサン,texan,97
13000,わからない,inconnu,10
3642,ノート,carnet,79
329,ブレザー,blazer,100
8164,塩素,chlore,45
1833,歌いました,cadeur,92
1494,固定,fixation,94
4941,納税者,percepteur,69
2943,タンポポ,pissenlit,83
4865,ナバホ,Navajo,70
4590,逆転した,inversé,71
6253,治す,guérir,59
2950,ホスポ,phospho,83
1858,衣服,vêtements,92
1027,ビート,betterave,97
1945,痛風,goutte,91
12504,勇者,héros,14
4439,チューバ,tuba,72
2121,千歳,chiot,90
1051,鳥居,torii,97
3764,ヨセミテ,Yosemite,77
3417,スクーター,scooter,80
9927,高山,alpin,33
8436,キラー,tueurs,43
6988,ベス,beth,54
12551,プロローグ,prolog,14
4338,アジアの,asiatique,74
10276,オットー,Otto,30
7896,推力,plonger,47
6156,サーファー,surfeur,60
13414,ゾーン,zone,7
12884,百,cent,11
13732,スペース,espacer,5
9993,奨学金,Bourse,32
7990,パロオ,paolo,47
3251,ピンボール,flipper,82
11031,予備,préliminaire,25
1743,未編集,non éditeur,92
4000,アーカジアン,arcade,76
6863,エアプレイ,diffamation,55
7693,雑草,herbe,49
12488,正義,Justice,14
542,シンハレ,sinhalais,99
10171,ジュンタ,junte,31
8566,ショウガ,Gingembre,42
8215,発作,saisie,45
8588,アリュズム,altruisme,42
8248,ナット,noix,45
13297,ネブラスカ,Nebraska,8
1836,トポグラフィー,topographie,92
9954,バイロン,Byron,32
11232,巡回する,patrouille,23
5042,気質,tempérament,68
5542,スレート,ardoise,65
1541,養殖,aquaculture,94
4262,殺人,homicide,74
5672,併せて,châtré,64
9022,ラグーナ,laguna,39
6539,傲慢,arrogant,57
8513,併設,tourrette,43
9050,胸,coffre,39
9978,迅速,rapide,32
9948,チェザー,chasseur,32
6714,不幸に,malheureux,56
8998,失敗,alimenter,39
1536,似ているように,imiter,94
10382,カートリッジ,cartouche,29
1951,ビンゴ,bingo,91
8233,セレナ,Serena,45
2073,ゴブレット,gobelet,90
12766,ポルトガル,le Portugal,12
10717,インスタンス,instances,27
7851,アクロコース,atrocités,48
11297,15,quinze,23
1930,胆汁,bile,91
7096,ガロウィー,galloway,53
3528,カンポ,campon,79
9169,王位,trône,38
7485,エリス,eris,50
3593,まくら,oreiller,79
3234,核,nucléique,82
493,便秘,constipation,99
7115,両生類,amphibie,53
10484,インテルの,intel,29
3737,スナック,collation,78
1818,砂場,bac à sable,92
5897,ウォーターフロント,front de mer,62
6065,パラ,pallas,61
6031,カント,kant,61
9709,降下,descente,34
8911,赤外線,infrarouge,40
12152,国内の,national,16
7635,トロンボーン,trombone,49
3688,ウクレレ,ukulélé,78
6495,凛,rincer,58
3038,サンフィッシュ,sunfish,83
5090,タイン,Tyne,68
11426,キャンベラ,canberra,22
11745,海軍,flotte,19
7039,空の空,ciels,53
7241,メイフラワー,fleur de mai,52
7217,毛皮のように,velu,52
1013,燃えるように,Burnout,97
12992,ダラス,dallas,10
483,誉れ,épitaphe,99
10431,フランツ,franz,29
12642,軽くする,alléger,13
8623,耳,oreilles,42
89,窯,four,100
7323,フローラ,flore,51
3421,コンストガー,conestoga,80
10363,増える,augmente,29
3020,洗剤,détergent,83
3636,分解された,déclassifié,79
1708,火球,boule de feu,93
12442,フランクリン,franc,14
2324,共生,symbiose,88
7777,見事,superbe,48
11739,グレゴリア,grégorien,19
745,夕方の,notter,98
11274,シリアル,en série,23
7957,ブカレスト,bucarest,47
4372,不利益,désavantage,73
2092,スワンクに,esbroufe,90
12246,お姫様,princesse,16
10757,戦士,guerrier,27
9029,未発表,non publié,39
2208,キャピラリー,capillaire,89
4122,舗装された,pavé,75
6707,パルテノン,Parthénon,56
6105,不正な,non autorisé,61
659,現存の,existant,98
12685,共産主義者,communiste,13
8807,ネタバレ,divulgacher,41
13683,カロリーナ,caroline,5
1615,モーテル,motel,93
11526,戻って,revenir,21
8032,カトラー,coutelier,46
13036,人員,personnel,10
13379,与える,donnant,7
6725,マーベリック,Maverick,56
3748,ちゃんちゃん,comander,78
12026,純性,protester,17
11729,ミラノ,milan,19
5685,固定された,anachorète,64
4665,ミロの,milo,71
1302,西部,ouest,95
7838,揺する,secouer,48
13111,エリック,eric,9
3587,異常な,anormal,79
11072,爆発物,explosif,24
7487,祝い,bénir,50
9306,遅れた,le plus mort,37
3395,頭字語,acronymes,80
9142,ブッカー,bovinateur,38
5164,割引,remise,67
6792,リズミカル,rythmique,55
3022,バラクーダ,barracuda,83
4249,デバイス,devi,74
7702,登録,régler,49
6119,初心者,novice,60
7461,シューター,tireur,50
13770,理解,entente,5
931,深淵,abîme,97
9554,ブリュッセル,Bruxelles,35
9914,カンボジア,Cambodge,33
1267,恐ろしい,terrible,95
3561,括弧,parenthèse,79
5168,サンティー,sant,67
13535,意見,avis,6
5753,ティキ,tiki,63
8063,パラメーター,paramètres,46
3658,再開,reprise,79
9996,真紅,cramoisi,32
279,フェアグラウンズ,exemplaire,100
485,居心地の良い,parentalité,99
4350,退屈,fastidieux,73
7103,ボーカリスト,chanteur,53
11918,ジェーン,Jeanne,18
12919,目標,cible,11
8212,コペルナクス,copernic,45
6758,中傷,calomnie,56
6751,カーシー,caucus,56
10997,極性に,polaire,25
183,フラップ,rabat,100
4965,アバロン,avalon,69
8604,ノルディック,nordique,42
1487,骨髄,moelle,94
11901,結晶,cristal,18
615,小切手,Chèque,99
6424,木材,Charpente,58
4196,沈み込み,subduction,75
11761,インテリア,intérieur,19
11469,ロッド,tige,21
4977,グリアーナ,Guyane,69
4100,コリンス,Corinthe,75
8071,無限の,sans fin,46
9919,サタン,Satan,33
3906,批准,ratification,77
11758,改革,réforme,19
2264,洗面所,toilettes,89
1546,オベリスク,obélisque,94
8402,クルド,kurde,44
10662,オールド,aîné,27
9118,セクシー,sexy,38
11926,充電された,accusé,18
7873,無限に,infiniment,48
3628,赤紫色,magenta,79
4734,かわいらしい,cool,70
8817,ガリレオ,galilé,41
8648,甲殻類,crustacé,42
12771,喜び,joyeux,12
6789,フェンダー,aile,55
4143,濃い,plus foncé,75
6010,グッドイヤー,bonne année,61
11092,カーソン,Carson,24
4900,人口統計,démographie,69
12864,チャレンジ,défi,11
4167,ジュースリング,jouette,75
4763,フェローシップ,camaraderie,70
7604,禁輸,embargo,49
10432,ウクライナの,ukrainien,29
3827,ラナ,rana,77
944,曼荼羅,mandala,97
12629,エリザベス,Elizabeth,13
912,ヘンチメン,harengmen,97
1317,マンボー,mambo,95
13436,先に,devant,7
11424,アルゼンチン,argentin,22
9517,マデリン,Madeline,36
10214,騒然,puissant,30
10946,猿,singe,25
12468,最小,le minimum,14
3928,ローランド,rolando,77
3000,ゼラチン,Gélatine,83
3471,ボンネット,bonnet,80
3346,偽善,hypocrisie,81
4157,岸壁,quai,75
1113,講師,instructeurs,96
6381,スペクトル,spectral,58
10933,三角形,Triangle,25
11503,トリニダード,trinidad,21
11911,暴動,émeute,18
3513,発酵,fermentation,79
10357,生存者,survivants,29
10682,汚れた,sale,27
3078,タイポグラフィ,typographie,82
8878,下水,eaux usées,40
5976,詩形,poétique,61
9444,犯罪者,infraction,36
11076,イダホ,Idaho,24
6371,瀬戸際,bord,59
11795,トラヴィス,traviste,19
7486,もっと深く,Plus profond,50
12143,逃れる,échapper,16
9513,ユリシーズ,Ulysse,36
11563,最低,le plus bas,21
1000,屋上,toit,97
10097,望遠鏡,télescope,31
10599,カメルーン,Cameroun,28
10015,一見して,apparemment,32
541,シリサリ,certiorari,99
3123,コルセット,corset,82
4155,ヘッジ,les haies,75
6912,プッシーキャット,minou,55
149,復活させる,réorganiser,100
8898,任意,arbitraire,40
12049,狼,Loup,17
10588,わざわざ,embêter,28
4446,前景,premier plan,72
2497,カタナ,katana,87
1255,恥知らずの,éhonté,95
13144,戦って,combattu,9
13336,第6回,sixième,8
2138,電動,motorisé,90
3844,オリバ,oliva,77
9551,南極大陸,Antarctique,35
5326,魚雷,torpille,66
10186,ヨシュア,joshua,31
154,麻酔,anesthésie,100
12335,ジブソン,gibson,15
8337,レッスン,cours,44
13347,1人,seule,8
7107,馬蹄長,fer à cheval,53
8096,野ウサギ,lièvre,46
10277,ユーモア,humour,30
2918,千葉,chiba,84
7055,説得した,persuadé,53
13077,社会,société,10
8205,セシル,cecil,45
7221,欣然たる,jill,52
10053,ゴム,caoutchouc,32
2626,戴冠式,couronnement,86
4039,アリア,aria,75
3213,壁紙,fond d écran,82
5070,ノード,internode,68
4909,予定されていない,imprégné,69
13447,領域,Région,7
13570,キャンプ,camp,6
594,クロマチン,chromatine,99
10737,アニー,annie,27
8506,ロムニー,romney,43
3553,広々とした,spacieux,79
9403,郵便,postal,36
6188,海賊,picaron,60
6145,ラマダン,Ramadan,60
3555,オムニ,omni,79
11317,ショルダー,épaule,22
8148,フォーク,fourchette,45
10686,ポルノ,porno,27
9186,女神,déesse,38
9861,ルイーズ,Louise,33
1188,屈折,réfraction,96
17,躁鬱,maniaque,100
2503,ペルハム,pelham,87
7520,シルベスター,Sylvester,50
2246,ポーン,pion,89
4455,蒸発,évaporation,72
11171,象,l éléphant,24
3724,パラノミア,paranomie,78
13702,データ,Les données,5
12315,毎日,du quotidien,15
4057,最初,début,75
5758,ねじ込む,baise,63
5013,シクロ,cyclo,68
13281,環境,le contexte,8
12086,津波,tsunami,17
6367,巣,pastor,59
2400,同期しています,synchronisé,88
10984,投げた,jeté,25
11328,ジンボー,jumbo,22
8208,エデン,Eden,45
12632,グレー,grise,13
7603,再会,réunion,49
2329,飽く,sans cesse,88
11533,ラクロス,lacrosse,21
6289,好奇心,curiosité,59
466,捨て店,détracteurs,99
1520,フィドラー,violoneux,94
11719,マヤ,Maya,20
4366,ジャガー,jagagance,73
6757,紫外線,ultra violet,56
1310,スループット,débit,95
3168,アリアドネ,arie,82
7373,症状,symptômes,51
13591,不足,manquant,6
13271,社交,social,8
7846,オイラー,éoller,48
7229,ペルーの,péruvien,52
1484,あふれる,succurseur,94
862,ぴったり,expurgé,97
841,マーホリエ,marjorie,98
5691,家畜,bétail,64
1890,カスケード,en cascade,91
8535,プランバゴ,plombagine,43
12415,自由に,librement,14
3230,ハイエナ,hyène,82
10924,無敗,invaincu,25
13315,侵入,invasion,8
9098,ヨウダイド,iodure,39
9563,給料,un salaire,35
1461,不平等に,inégal,94
12344,駆けの,a conduit,15
10855,タフ,difficile,26
12602,同等,équivalent,13
9123,蔦,lierre,38
4158,貴族,volga,75
4094,オランダ人,Hollandais,75
6400,ディーラー,Marchand,58
12757,モバイル,mobile,12
2218,非対称,asymétrique,89
13351,速度,vitesse,8
9527,ウラン,uranium,35
7900,緩和,soulager,47
8678,自閉症,autisme,42
10654,キャッチャー,receveur,27
220,ブーザー,poivrot,100
8064,雑記,manoir,46
11701,ミッキー,mignon,20
13604,日本,Japonais,6
130,カペラ,capella,100
3247,インジゴ,indigo,82
7998,白熱,incandescent,47
1515,警戒,vigilance,94
12785,要素,éléments,12
1226,ミラリー,Milla,96
13439,文学,Littérature,7
3254,プシロシン,psilocine,82
9287,相互の作用,interactif,37
6200,珍奇,rare,60
5572,スタジア,stade,65
9606,キャリッジ,le chariot,35
581,グジャラチ,Gujarati,99
11144,レーザ,laser,24
10404,汚い,saleté,29
5837,フィンチ,bouvreuil,62
6091,足跡,empreinte,61
872,芋,taro,97
7572,肉,chair,50
8629,スローガン,slogan,42
8844,ダート,dard,40
12963,位置,lieu,11
12430,孤立した,orphelin,14
5390,シニカル,cynique,65
9047,フキサラマ,futurama,39
2671,マンガン,manganèse,86
10136,ヴェルサイユ,Versailles,31
8296,サックス,saxophone,44
7364,外野,survêtement,51
6967,不利,défavorable,54
10874,遺産,patrimoine,26
6193,消去,effacement,60
463,対比した,contrasté,99
7176,属,genre,52
8607,深く,profondément,42
8145,遠慮なく,plus loin,45
1950,盗賊,bandit,91
5860,アレゲニー,allége,62
12654,費用,Coût,13
11748,二十留め,vingtième,19
6540,統一,unification,57
8319,木の下で,sous bois,44
11660,仮,provisoire,20
3093,弁,vannes,82
3545,ホッキング,hocking,79
728,典礼,liturgique,98
4131,多数,multitude,75
5107,不信者,incroyable,68
3774,汎用性,polyvalent,77
2499,パロマ,palais,87
6669,ヴェルディ,Verdi,56
10619,チベット,Tibétain,28
4601,オドメーター,odomètre,71
4387,照らされた,illuminé,73
12066,スペンサー,Spencer,17
5359,ストーカー,harceleur,66
7017,リーエブ,réïvé,54
547,末尾の,en retard,99
10910,ロシェスター,rochester,25
9066,涅槃,nirvana,39
8549,村,méchant,43
7763,ヘレナ,hélice,48
8796,肝臓,un rein,41
11888,ウイルス,virus,18
5909,歯科,dentisterie,62
9612,再現,reproduit,35
12828,韓国語,coréen,11
6152,保護,protecteur,60
1170,サブタイプ,sous type,96
1006,概要,synoptique,97
7823,啓示,révélation,48
11731,エチオピア,Ethiopie,19
9610,リネマン,linger,35
9742,カルロ,carlo,34
5096,併せた,concéder,68
9994,どこにでも,partout,32
9243,休戦,armistice,38
9977,正統派,orthodoxe,32
11208,じょうち,joan,23
13785,小さい,petit,5
3315,ボインテッキ,botticelli,81
5162,ペレグリン,pèlerin,67
5808,支持された,confirmé,63
5269,売り手,vendeur,66
12288,ブルース,bruyères,15
11430,就任,inaugural,22
4645,再生されました,récupéré,71
2053,フラクタル,fractal,90
12987,別,alternative,10
2548,レタス,salade,87
9764,オゾン,ozone,34
1286,誘発する,induire,95
284,閉じる,fermer,100
8435,永遠,éternel,43
3791,サイクリスト,cycliste,77
7623,不適切な,non conforme,49
251,プログラマー,programmeurs,100
7595,おじいさん,grand père,49
9496,天文学者,astronome,36
4010,パンテオン,panthéon,76
11383,取り除く,débarrasser,22
4615,暑く,vivement,71
4666,レモニー,lémon,71
1465,甲斐無し,tollé,94
4727,やり残し,arriéré,70
12665,下,au delà,13
13371,エネルギー,énergie,8
9385,マウンド,monticule,36
7541,セルブ,serbe,50
8830,ソー,tort,41
1171,燃えるように,brûlant,96
2003,厳しい,strict,90
8744,入札,tendre,41
6699,堤防,digue,56
11497,ナッシュビル,Nashville,21
2224,復讐した,vengeur,89
5469,バーナード,barnard,65
7588,ブー,huer,50
8077,運賃,tarif,46
7382,ハンディ,pratique,51
12501,一番大きい,plus grand,14
8614,伝聞,dossier,42
9858,高原,montagnes,33
4921,エチレン,éthylène,69
939,アメリカ,autant,97
81,ウエストランド,Westland,100
4648,ブランコ,blanco,71
4849,ボルドーの,Bordeaux,70
7534,ウール,la laine,50
879,アマリロ,amarillo,97
13085,シンガポール,Singapour,10
1935,アシュラフ,Ashraf,91
10901,高い,haut,25
7046,算術,arithmétique,53
1916,ドーナツ,beignets,91
8547,健康,sain,43
4739,ハチェット,hachette,70
12443,キャッチ,attraper,14
9682,ヴェネツィア,venise,34
11556,マキシム,maxime,21
9781,厳しい,arrière,34
13380,銃,arme à feu,7
4430,荊,épine,72
913,診断,diagnostique,97
512,アレグロ,Allegro,99
12356,航空,aviation,15
10094,リタピー,rita,31
6851,型,mouler,55
10315,不公平です,injuste,30
2489,漏斗,entonnoir,87
5077,チャンク,tronçon,68
3193,厳しい,ridicule,82
6118,コロッサス,colosse,60
2853,腸,intestin,84
7982,成功した,réussir,47
9762,カンタベリー,canterbury,34
1545,ホルムアルデヒド,formaldéhyde,94
5849,フリードマン,friedman,62
8501,不快な,méchant,43
8048,派閥,factions,46
13606,水,l eau,6
11460,アモス,amos,21
11716,通路,passage,20
3876,異常,anomalie,77
3180,純度,pureté,82
2343,麺,nouilles,88
6254,メチオニン,méthionine,59
7526,ブレーカ,briseur,50
9323,屋外,Extérieur,37
5198,離散,discret,67
6426,ナイジェリアの,nigérian,58
3750,浦項,urinal,78
2118,触媒,catalytique,90
5047,ハイパー,hyper,68
2804,お弁当,places,85
8864,森の,boisé,40
4067,一夫多妻,la polygamie,75
10233,石鹸,savon,30
9189,アルト,alto,38
10580,コルト,poulain,28
3051,アザミ,chardon,83
2273,弓師,bousilleur,89
9880,危険な,de Crimée,33
2214,ヌーボー,Nouveau,89
2236,潮吹き,épineux,89
10187,炭疽,anthrax,31
7972,シェイク,cheik,47
9151,バレンシア,Valence,38
11786,スパルタ,spartiate,19
9367,ヴォルタ,Volta,37
11253,帰属,attribué,23
7837,失敗,les échecs,48
5286,神道,shinto,66
12522,モーション,mouvement,14
1097,悪夢,cauchemars,96
5334,グラッドストーン,Gladstone,66
2355,メルバ,melba,88
1725,閉鎖,fermeture,92
11295,遺伝的,génétique,23
1136,ボリバル,bolivar,96
6032,コテージ,chalet,61
6018,ミリアム,miriam,61
10022,コンポーネント,Composants,32
12405,ロス,rossage,15
11453,プレーン,plaine,21
10937,ラトビア,Lettonie,25
3034,監査人,Auditeur,83
8652,ラップトップ,portable,42
5091,口頭の,verbal,68
9891,神聖,sacré,33
3655,ラッカー,rondelet,79
5219,トラベール,travail,67
5669,夕暮れ,Dumas,64
7483,軍縮,désarmement,50
6389,洗う,lavage,58
3947,バスタード,bâtards,76
7346,連帯,solidarité,51
7112,戦利品,butin,53
9002,ローン,prêter,39
8741,トリオ,trio,41
104,冠状,coronaire,100
12384,メンテナンス,maintenance,15
12782,セッション,session,12
4723,アルカイック,archaïque,70
2830,算切する,compte,84
10172,今どこにもいない,nulle part,31
6861,居住する,réside,55
1402,マルガリータ,Margarita,94
9812,テラズ,contes,33
12580,フィクション,fiction,13
10388,エアメン,aviateurs,29
13308,書きました,a écrit,8
12663,ブラックリスト,liste noire,13
124,ヤキマ,yakima,100
10466,より強く,plus forte,29
8452,抗議者,manifestants,43
7863,嫌い,Ne pas aimer,48
12932,部屋,salle,11
13115,運転者,chauffeur,9
10358,アルメニア語,arménien,29
110,返済する,rembourser,100
10716,追及する,poursuivre,27
8852,けいに,flagrant,40
12220,オーディオ,l audio,16
8345,州全体の,tout à fait,44
7938,プロローグ,prologue,47
3826,フロティラ,flottille,77
2743,アッタ,attacher,85
10779,境域の,provincial,26
10423,嘘をつく,mensonge,29
11464,兵器,arsenal,21
7318,マドレーヌ,Madeleine,52
1569,イピーピー,Yippie,94
13712,島々,îles,5
194,ぴったり,stratagème,100
12810,ぴちぴち,meule,12
8773,ルーテル,luthérien,41
6818,恩恵,aubaine,55
9259,調査,sonde,37
9760,ダイアログ,dialogue,34
5431,マフィン,muffin,65
3930,パラサージ,parasangs,77
10069,カタリン,Catherine,32
6432,エッセイ,essais,58
13146,アリゾナ,Arizona,9
5643,アンモニウム,ammonium,64
1567,流入,afflux,94
9269,出会い,rencontrer,37
10198,乙女,jeune fille,31
5223,居場所,dépôts,67
13533,以前,précédemment,6
3597,夕暮れ,crépuscule,79
11655,アンナ,anna,20
146,放物線,parabole,100
6516,ディルド,godemiché,58
7368,マルクシスト,marxiste,51
6727,召喚,convoqué,56
8088,えり,collier,46
1479,塩水,eau salée,94
12912,美術館,musée,11
4284,スコーピオン,scorpions,74
6224,アルジェリアン,algérien,60
4833,シャトー,château,70
6959,無形,intangible,54
4903,バンパー,pare chocs,69
7822,カバール,cabale,48
9451,高度,altitude,36
9159,赤道,équateur,38
3217,ネパール,népalais,82
13701,ロンドン,Londres,5
13094,アルゼンチン,Argentine,10
2603,曲がった,courbé,86
3975,フリゲート,frégate,76
11921,マンハッタン,Manhattan,18
540,アンティポロ,antipolo,99
6249,クリーク,clique,59
8378,感情,sentiment,44
4107,ドロップソンデ,dorsonde,75
4019,カレイ,calais,76
10073,伝説の,légendaire,31
12690,拡張,expansion,12
2895,凶悪な,atroce,84
7218,リース,reese,52
8783,臨床,clinique,41
5765,ナキシー,nixie,63
5946,モデナ,modène,62
1958,アスパルテーム,aspartame,91
6104,トラス,charpente,61
13219,海洋,océan,9
558,嫌気性,anaérobie,99
11963,エバンズ,Evans,18
2051,弾頭,ogive,90
178,懐胎,nostalgie,100
11721,発見,Découverte,20
11584,モンロー,monroe,21
4054,絵柄,pictural,75
7412,ラトビア語,letton,51
13090,ロボット,robot,10
13123,出演者,étoiles,9
1186,ナイアシン,niacine,96
7805,哺乳類,mammifère,48
5021,長老,aîné,68
13179,長さ,longueur,9
8224,サフィックス,suffixe,45
5671,瀬戸際,gras,64
11585,チャーチル,Churchill,20
10294,酒,Saké,30
12993,ダイアグラム,diagrammes,10
6965,ムワー,muir,54
1606,リナの,lina,93
5480,パケット,paquet,65
2647,三葉式,trilobite,86
7962,キャシー,cathy,47
6004,柳,saule,61
8688,喧々ごうごう,sombre,42
8439,博覧会,exposition,43
6604,エーテル,éther,57
3009,様式化された,stylisé,83
652,エフェドリン,éphédrine,98
12678,ミシシッピ,Mississippi,13
13424,ついさっき,plus tôt,7
2880,復旧,renaissant,84
7230,キネチーティック,cinétique,52
7422,ベスタ,vesta,51
11341,レギャン,Reagan,22
6805,月桂樹,laurier,55
10393,火炎,flamme,29
946,カラメル,caramel,97
8631,かわいらしい,crâche,42
11333,パック,pack,22
1699,海藻,algue,93
10418,スーザン,Susan,29
2579,ウエストコート,gilet,87
9374,バグ,bogue,37
1831,チラシン,thylacine,92
5143,エレミヤ,Jeremiah,68
3529,アボカド,avocat,79
11289,シラキュース,syracuse,23
2884,鍔,bord,84
6290,輝度,luminosité,59
4377,ビット,bitte,73
10041,傾向,tendance,32
9182,ストックホルム,stockholm,38
2411,タウランガ,tauranga,88
10017,致命的な,mortel,32
10962,りゅう,dragons,25
4581,ビーチヘッド,tête de pont,72
6524,感染している,infectieux,58
4922,暖まる,chaleureux,69
7507,イエスイト,jésuite,50
13595,現在,cadeau,6
11722,競争,rivalité,20
13494,オンライン,en ligne,7
8461,千年年,millénaire,43
6089,丸の,margin,61
3552,トッカー,topeka,79
5254,瀬戸際,héra,66
7709,ヤシ,porc épais,49
5736,ウイルス性,viral,63
3148,カルバー,culot,82
13631,参加,participer,6
1201,スピエジェル,spiegel,96
6452,アーヤン,aryen,58
12393,くそ,Merde,15
7708,ピーパーセン,pétersen,49
9886,ボーカル,vocal,33
5761,華氏,ornis,63
4413,タンタル,tantale,73
4757,オート,hauteur,70
12460,歩行者,marcheur,14
9172,マイクロ,micro,38
13369,トロフィー,trophée,8
9758,退院する,une planche,34
1680,上り坂,montée,93
384,ブルネエル,brunler,100
588,微妙な,faible,99
11414,圧延,roulant,22
2791,ピッピン,pigman,85
10904,ポーカー,poker,25
2866,アンジェリカ,angélique,84
6248,ノーマ,nôme,59
222,ガロウロ,Gaule,100
9331,メーカー,fabricant,37
3780,キット,keats,77
13143,暗い,foncé,9
8472,パンター,punter,43
11696,風邪,ombre,20
7044,裕福,riche,53
8515,チャールマン,charlemagne,43
8851,傾く,incliné,40
7771,後悔,le regret,48
10944,度,degrés,25
100,ロジー,logie,100
8488,氷河,glacier,43
9019,委託,commandé,39
2419,下流,en aval,88
6630,ボルシェビック,bolchevique,57
9881,ガイダンス,conseils,33
7828,ディズニーランド,disneyland,48
11100,内側,intérieur,24
5544,半バック,demi,65
10928,プラスチック,Plastique,25
9904,エタノール,éthanol,33
12271,主に,surtout,16
7440,マス,truite,51
13763,夜,nuit,5
907,パピルス,papyrus,97
8529,キャデラック,cadillac,43
587,無修正,non censuré,99
9475,ソマリア,somali,36
2879,玉の,bogan,84
4474,慰安,snider,72
325,欣然たる,jossé,100
5325,ナナ,nana,66
5415,浮力,flottabilité,65
11482,サセックス,Sussex,21
1486,バンタム,coq nain,94
7640,担保,collatéral,49
6386,できるだけ速くに,au plus vite,58
5489,汗,sueur,65
199,航海,voyageurs,100
10873,狭い,étroit,26
13725,トーマス,thomas,5
1613,コットしました,littoral,93
8950,アルファ,alfa,40
12351,頼りになる,debout,15
11323,ジュリアス,julius,22
9322,コーンウォール,Cornouailles,37
10375,大陸,continent,29
10938,砂の,sablonneux,25
5635,彷彿,rappelant,64
4290,暗黙,implicite,74
9389,ホノルル,honolulu,36
12548,両替,échanger,14
12930,トリプル,tripler,11
8008,オージー,Aussie,46
10310,併せた,accompagné,30
8042,ボギュス,faux,46
11732,ケニア,Kenya,19
11229,座って,séance,23
9672,満足,accompli,34
8016,ラビの,rabbin,46
1524,低地,plaine,94
12534,ちょうど,exact,14
4090,粘着,collant,75
12122,エニグマ,énigme,17
11635,吟遊詩人,barde,20
11015,仮定する,supposer,25
4580,アリイ,alii,72
1092,恥ずかしがり屋,shabbat,96
10871,ベンガル,Bengale,26
65,悲しい,triste,100
10645,チェリー,Cerise,27
5139,重量挙げ,musculation,68
8522,派遣された,expédié,43
6796,基本単位,modulaire,55
8610,神社,tombeau,42
11973,道,chemin,18
1983,ジャックポット,cagnotte,91
3008,つまみ,bouton,83
6974,タヒチ,tahiti,54
5280,振り子,pendule,66
5132,葉の,folique,68
805,灯油,kérosène,98
9476,ダウングレード,déclassé,36
9342,アナストロフィー,anastrophe,37
13513,クラウン,couronne,7
3853,分岐,ramifié,77
9204,ジャンボリー,jamboree,38
12959,カルビン,calvin,11
9382,コメディアン,comédien,36
2229,ティール,sarcelle,89
8966,賢明な,sensible,40
10838,スペクトラム,spectre,26
13333,もの,truc,8
6731,分類法,taxonomie,56
11698,亡くなった,se retirer,20
2633,ニューラル,neural,86
5692,テストステロン,testostérone,64
2181,ピクニック,pique nique,89
5661,棺桶,cercueil,64
10476,おそらく,probablement,29
8351,イデオロギー,idéologie,44
4887,学位,sémitisme,69
11783,マーク,marc,19
11350,ゲスト,invité,22
