ID,JAPAN,DANOIS,INTERVAL
11621,テレリー,telly.,31
11038,沼沢,marsk,35
12598,伝説,legende,20
8778,コークス,koks.,52
13264,メアリー,mary.,13
7068,ベーシスト,bassist.,63
9631,チャップマン,chapman.,46
5054,プロテスタン主義,protestantisme.,77
228,デネ,dene.,100
6656,在盗,incumbent.,58
4841,ピロ,pyro.,78
6670,ブリッジヘッド,bridgehead.,64
9359,変換する,konvertere,16
10176,ラホリ,lahore.,41
14256,電話,opkald,8
990,ウーフ,woolf.,97
1800,黒足,blackfoot.,93
6456,ベンガロー,bengali.,68
9550,南極大陸,antarktis.,47
14073,可能,muligt,7
3835,熟女,gemma.,84
2038,アナンダ,ananda.,92
12569,ジェット,jetfly,18
13762,夜,nat,11
487,過言,overdrivelse,60
1652,黒鉛,grafit.,94
10064,アレクサンドリア,alexandria.,42
13083,描く,tegne,14
3435,スキンヘッド,skinhead.,79
11039,コロニー,koloni,20
1328,無関心,apathy.,95
5318,勉強する,undersøgelse.,28
11520,ダーウィン,darwin.,30
4744,ニーチェ,nietzsche.,78
8176,コンマ,komma,48
858,建設,konstruktioner.,5
9117,セクシー,sexet.,50
9306,警官,politifolk,48
7735,前駆,forløber,57
868,オンブズマン,ombudsmand,97
2602,曲がった,skæv,62
6251,シアン化物,cyanid.,69
13682,カロリーナ,carolina.,12
6976,スロープ,hældning,52
7657,モンマス,monmouth.,60
269,直立,opføre,46
323,一神教,monoteisme.,100
5506,不安定,ustabilitet,73
11249,ダブリン,dublin.,34
884,god god,godspeed.,97
6804,月桂樹,laurbær,64
9472,マゼラン,magellan.,47
13162,連続,fortløbende,16
3407,薄肉,redwood.,83
13979,見つかった,fundet,6
9459,小川,bæk,28
8,オタク,geeks.,28
12931,部屋,værelse,18
6501,エリコー,jericho.,67
1510,歩行,gait.,94
10643,紡績,spundet,38
4517,ニトロの,nitro.,79
13377,禁止された,banned.,9
5903,鳥の,fugle,71
6039,フリンダース,flinders.,70
7964,警報,alarmer,47
8207,エデン,eden.,56
7042,認証,certificering,39
10135,ヴェルサイユ,versailles.,42
12278,f,fb.,25
9304,サーモン,laks,48
10881,厚い,tyk,35
14323,品質,kvalitet,8
7643,オアシス,oasis.,60
11025,しっぽ,hale,28
2325,バリトン,baritone.,91
14155,イギリス人,britisk,9
1891,ハッカーズ,hackere.,40
10932,三角形,trekant,35
6142,居,cate.,62
3291,不快に,anstødeligt,86
2726,肥沃な,frodige,53
9810,オセアニア,oceanien.,44
11327,ジンボー,jimbo.,33
11885,ケニー,kenny.,29
7841,ハーレー,hurley.,59
3400,筋肉,muskler,35
7467,透明性,gennemsigtighed.,44
11772,ブラジル人,brasilianske,29
9266,マルチネス,martinez.,49
7453,角度,vinkler,33
4878,wa,wah.,77
7663,放射性,radioaktiv,59
11915,キャンパス,universitetsområde,28
4951,モスク,moskeer.,36
7626,覚ます,manifestation.,39
3646,滑車,remskive,84
1976,レジオネレア,legionnaires.,89
5071,メドウ地帯,meadowlands.,76
9086,デフォンメン,forsvarsmænd,50
3136,ローパー,roper.,87
251,転がり,tumbling.,70
10325,態度,holdning,38
12204,置き場,beholder,25
7360,薄れる,flak.,62
975,incう,tilskynde,62
1103,出撃,sortie.,53
12068,フロー,flyde,24
7474,ネットボール,netball.,62
3259,過度に,overdrevent.,32
7280,デフリー,dev.,62
4260,ミノット,minot.,81
132,ガーナの,ghanaian.,99
7634,トロンボーン,trombone,59
8853,演劇,teatralsk,50
11785,スパルタ,spartan.,23
5147,セルバンテス,cervantes.,76
6983,ソーダ,soda,64
12212,コリン,colin.,26
9003,ブラボー,bravo.,51
14429,価格,prissat,18
2570,焚き火,bonfire.,87
2543,平らに,fladt,85
5918,無題,untitled,71
7515,バラード,ballad.,55
3781,deep deep,dybeste.,84
10799,プロパティ,ejendomme,18
6601,同調,melodier,37
8838,勇敢,modig,22
14095,平均,gennemsnit,10
8002,リガの,riga.,58
4308,優しい,blid,79
3637,丘陵地帯,hillman.,85
4717,オパール,opal.,78
8860,修道院,abbey.,51
10034,涙,tears.,33
203,フットワーク,fodarbejde,100
4864,ナバホ,navajo.,77
3865,メロディック,melodisk.,83
10792,愛されし者,elskede,38
9548,me,meu.,47
5872,混沌としました,kaotisk,71
13708,にもかかわらず,på trods af,12
5351,伊リーダ,iliad.,75
12618,ケーブル,kabel,21
156,カーネル,kerne,97
4337,アジアの,asiatic.,81
11720,発見,opdagelse,26
11182,stpl,steeplechase.,35
6626,すし,sushi.,67
10518,ノルウェー語,norsk,38
3706,ad,ade.,84
4594,pr然,prolific.,78
5815,デング,dengue.,72
12181,病気,syg,22
1089,キメラ,chimera.,96
7087,シャーロック,sherlock.,63
10513,噂,rygter.,34
11925,充電された,opkrævet,14
10246,ハロウィーン,halloween.,41
14348,取っている,at tage,5
6286,ヨウ素,jod,69
5194,補因子,cofaktor.,72
12524,ジュリアン,julian.,23
5028,専用,proprietære,77
11704,グローブ,globus,30
3714,蓄音機,phonograph.,81
10383,非公式,uofficiel,38
10013,ムーディーズ,moody.,43
6091,sl,slug.,51
5227,フェティシズム,fetishisme.,63
14017,オペレーティング,drift,6
2846,間抜けな,fedtmule,88
1353,編み物,strikning,80
14354,女性,kvinder,10
851,ウィケットキーパー,wicketkeeper.,98
10282,ダービーシャー,derbyshire.,41
13983,ヘルプ,hjælp,6
1609,disp disp,forskel på,27
10663,復讐,hævn,38
1920,ヒルビリー,hillbilly.,86
7184,アベンジャーズ,avengers.,40
3199,セレステ,celeste.,87
5180,prem prem,prems.,76
1921,粘液,slim,93
4944,シオニスト,zionister.,40
5520,三島,trisha.,74
4769,ヘアスプレー,hårspray,78
1409,ウィリア,wierd.,95
11864,スラング,slang,29
1904,映画制作,filmskabelse.,72
8988,演奏者,kunstnere.,10
1950,ビンゴ,bingo.,93
248,カルバリー,calvary.,100
5222,居場所,depots.,39
1608,水平に,vandret,55
11421,状況,omstændigheder,31
5505,クォータ,kvota,67
12708,キャスト,cast.,19
6319,極力主義者,ekstresist.,56
8087,えり,krave,47
9392,航空宇宙,aerospace.,48
6518,ピューリタン,puritan.,62
14418,示した,viste,7
386,三畳類,triassic.,100
13684,ビート,slå,10
6863,理想的には,ideelt.,35
5521,罪科,skyld,73
74,エキリップス,formørkelse.,38
6679,略語,forkortelser.,40
2081,怨み,bitterly.,92
1488,歴史生物,historiografi.,94
13306,ソックス,sox.,15
5682,乳首,brystvorte,67
7405,クラリネット,klarinet.,62
8445,杏里,anzac.,54
5373,インドシナ,indochina.,75
6078,スプレッドシート,regneark.,68
11056,お茶,te,36
1294,幼児,spædbørn.,51
8170,注入,indsprøjtning,28
11816,偽造,forfalskning,26
13327,動き,bevægelse,14
8893,ポトマス,potomac.,51
3909,クロスタウン,crosstown.,83
7696,喪服,sorg,54
7458,エール,ale.,57
4031,クッキー,cookies.,22
7755,ユーレカ,eureka.,60
13056,グラハム,graham.,17
13707,ボストン,boston.,12
10357,アルメニア語,armenian.,38
9013,辞任,træde tilbage,24
6123,洗練された,sofistikeret,64
4578,ペギー,peggy.,79
13114,運転者,chauffør,12
10624,連結,konsolideret.,32
13767,死亡しました,deed.,10
1824,二日酔い,tømmermænd,92
9223,アパラチアン,appalachian.,48
4731,ライブラリアン,bibliotekar,72
6789,サファリ,safari.,65
550,スマトラ,sumatran.,99
8012,ソングライター,songwriter.,47
13872,なぜなら,fordi,7
11254,パラシュート,faldskærm,33
13406,谷,dal,14
12845,燃料,brændstof,19
11841,コンサート,koncert,26
5295,シオン,sion.,75
11413,圧延,rolling.,17
11066,無作為に,tilfældigt.,36
8337,郊外の,suburban.,55
9976,正統派,ortodoks.,43
10757,ゲージ,målestok,36
8096,per per,omkreds,57
612,メンデルソーン,mendelsssohn.,99
4016,マグマ,magma.,83
8787,不二,uncivil.,51
258,over然,åbenlyst,100
12584,父親,far,21
12259,アーカイブ,arkiv,12
1050,鳥居,torii.,97
12474,条約,traktat,18
8872,スーパースターの,superstar.,51
1390,パラグアヤン,paraguayan.,90
10558,人工的な,kunstig,38
498,機敏,agility.,82
13503,に向かって,hen imod,12
11058,ヒューズ,hugh.,36
13222,ヒューストン,houston.,16
1096,悪夢,mareridt,57
1490,ハオーズ,hao.,95
836,早急,rapido.,98
9669,ディアブロ,diablo.,46
12976,アンダーソン,anderson.,18
1132,バンダー,banda.,96
3441,違いのない,ukonventionel,85
8419,カブ,majroe,55
12813,交流,ac.,20
7423,アンジェリーナ,angelina.,62
3510,牽引,bugsere,52
4470,アルビニズム,albinisme.,77
10184,ネオン,neon.,41
2139,苦境,situation,92
5883,const const,valgkredse.,48
3066,ホーナー,horner.,88
5737,グローバー,glover.,72
12070,解決,opløsning,23
13527,テクノロジー,teknologi,12
6911,プッシーキャット,pussycat.,63
3539,腸チフス,tyfoid.,86
1749,パラニクス,phalanx.,93
3670,適所,niche.,82
1850,頭韻,alliteration.,93
13556,王立,royal,12
10116,畑,lab,38
12901,スポット,få øje på,15
5933,フェイシャル,ansigtsbehandling,71
5986,モンド,monde.,71
7394,ロブスター,hummer,62
3536,カラビニエ,carabinieri.,86
10261,パルチザン,partisan.,36
2625,戴冠式,kroning,60
11331,記章,insignia.,33
13972,ファイル,fil,6
6016,スティック,sticks.,22
7577,スコッチ,scotch.,61
4558,ダイニング,spisning,72
6865,気が進まない,modstræbende,59
3822,刺繍,broderet,81
9995,真紅,crimson.,43
5553,ブルンジー,burundi.,74
13998,サービス,service,7
6725,静脈,vene,59
11539,微妙,diskret,31
6534,ソファー,sofa,63
1913,tor tor,lommeltet,31
3451,シャムロック,shamrock.,65
10542,ロドニー,rodney.,39
6847,gu,guerre.,65
3506,基数,radix.,86
2533,ヒロイズム,heroisme.,90
9949,囲まれた,omringet,23
8632,ベートーベン,beethoven,53
14152,パッケージ,pakke,19
12902,忘れる,glemme,19
8647,甲殻類,crustacean.,53
6043,道教,taoisme.,70
9279,パック,puck.,48
13065,時間とともに,over tid,17
5075,冊子,brochure,72
3336,ガンナリー,gunnery.,87
7477,パークウェイ,parkway.,61
11073,arrow.,pil,31
3040,カプリツェ,caprice.,83
9032,独占,monopol,49
10133,詐欺,svig,42
656,散発的に,sporadisk,64
10492,シャー,shah.,39
4185,ヘファエスタス,hephaestus.,82
6021,不本意,uvillige,70
13626,人間,human,12
1345,スプライト,sprite,92
10506,今晩,i aften,39
6171,艦隊,armada.,68
11967,なお,ie.,28
5311,ホバークラフト,hovercraft.,75
12343,駆けの,kørte,24
6358,空域,luftrum.,68
10209,ベット,vædde,35
13495,残り,hvile,13
11070,prov,bevist,35
1805,カーレーフ,carrefour.,93
178,ベテスダ,bethesda.,100
13153,パキスタン,pakistan.,16
11001,フェール,fe.,36
4203,スクラップ,skrot,51
8967,ムード,humør,50
12459,歩行者,walker.,23
13879,今,nu,7
7195,アテナ,athena.,62
20,スラブ,slab,88
5846,財政,fiscal.,71
8086,ジュラ紀,jurassic.,57
4444,レンタル,udlejning,74
11223,ソマリア,somalia.,34
6546,オルカ,orca.,65
8646,アトランティス,atlantis.,53
527,先週の,precambrian.,99
10253,ローガン,logan.,41
1210,ペンタグラム,pentagram.,96
13855,最後,sidst,6
6279,ベロルシュ,belorussian.,69
13733,気がついて,klar over,11
12444,ロビンソン,robinson.,24
621,テンニソン,tennyson.,99
13404,一緒,sammen,14
1044,不健康,usund,96
13163,核の,atomisk,16
8453,中毒,forgiftning,36
14320,ソース,kilde,6
3577,pre,bytte,82
14151,南,syd,8
7283,car,carom.,61
10440,トランスミッション,smitte,38
8631,子羊,lam,49
1201,リタス,litas.,96
9018,委託,kommissioneret,18
9207,ホーキンス,hawkins.,49
3038,タイム,timian,88
4811,詐称,misrepresentation.,75
11497,ノルマンディー,normandy.,32
3085,開示,afsløre,60
3026,漂白剤,blekere.,85
6257,荷物,bagage,69
12366,併せた,eksempler.,10
4215,遺跡,arkæologisk.,30
8648,trust trust,betroet,24
5313,トランスバリア,transvaal.,75
1854,カピバラ,capybara.,91
9022,海岸線,kystlinje.,49
7781,咲く,blomstrende,58
4068,バズーカ,bazooka.,82
10628,teach teach,undervisning,28
8470,離脱する,breakaway.,54
8072,メソジスト,methodist.,57
3438,蘭,orkidé,86
6970,再構成された,rekonstitueret,59
9188,アルト,alto.,45
12348,チラシ,flyers.,23
13764,本物,ægte,11
12712,l l,loren.,21
12429,孤立した,forældreløse,22
13727,原因,årsag,9
9121,azの,az.,50
7348,把握,forståelse,56
11551,キックオフ,kickoff.,31
6280,碧玉,jasper.,67
1933,mar mar,marauder.,80
1052,グルコン酸,gluconate.,97
8175,ハーブ,urt,54
5050,改訂者,revisionist.,70
9426,専門知識,ekspertise.,47
8582,宿,kro,44
8412,重力,gravitation,46
10903,ポーカー,poker.,37
11377,入院しました,indrømmet,23
795,美味しい,velsmagende,96
9838,ノーフォーク,norfolk.,44
7561,区切り,arrondissement.,59
7313,ban ban,banzai.,62
12594,j j,jose.,22
2897,コレステロール,cholesterol.,88
7095,ガロウィー,galloway.,63
6695,前文,preamble.,66
11715,通路,passage,28
9226,感情の,følelsesmæssig,30
9103,カリウム,kalium.,50
13041,タリー,tally.,17
9796,マレーシア人,malaysian.,43
9532,再建しました,genopbygget,47
4450,ポプテージ,portage.,80
10493,クローバイ,crosby.,39
10850,キット,kit,36
10342,デンマーク人,dansk,40
4002,マンハント,manhunt.,82
8709,ソニー,sonny.,53
9217,先史時代の,forhistorisk,49
2281,イノシトール,inositol.,91
7963,トリム,trimme,41
2049,九k,kwan.,92
954,アンタエス,antaeus.,97
878,アマリロ,amarillo.,97
11730,エチオピア,etiopien.,30
4323,アブサン,absinthe.,80
3726,シャンペーン,champaign.,84
11415,マケドニア,makedonien,33
9800,ビタミン,vitamin,43
13846,しかし,men,5
12272,法王,pave,24
2859,換気,ventilation,83
5891,恐竜,dinosaurer.,49
11906,スプリント,sprint.,27
8391,th th,thund.,55
9513,バートレット,bartlett.,47
4609,クラッドする,klædt,76
3932,発音する,udtale,38
13605,水,vand,12
13446,領域,område,10
10002,イメージ,behandlinger.,43
7475,紺碧,azure.,62
7202,コリアー,collier.,62
12364,マレー,murray.,24
8093,スカート,nederdele.,45
539,アンティポロ,antipolo.,99
6609,祖先,herkomst,66
4164,コールスロー,coleslaw.,82
10432,君主制,monarki.,39
5232,自発,spontan,68
641,ビットマップ,bitmap.,99
6453,俳句,haiku.,68
12416,チリ,chile.,23
23,アーメン,amen.,80
5807,支持された,opretholdt,72
3125,unful,uneventful.,82
10897,羊飼い,fårehyrde,36
10266,特許,patent,36
4095,償還,frelse,80
11966,省,ministerium,26
13279,i,iii.,15
13645,競争,konkurrence,10
8276,パイク,pike.,50
7045,算術,aritmetik,62
5132,バンドリー,bundy.,76
3846,ライセンサー,licensor.,84
9536,乱暴に,brawl.,46
14413,作品,arbejder,5
13982,発達,udvikling,10
899,黒人,sort mand,97
13447,ポンプ,pumpe,13
9553,ブリュッセル,bruxelles.,46
11259,領土,territories.,11
4615,不可欠な,uvæsentlig,79
2839,ポン,pont.,88
165,に従う,acton.,100
3722,皮質,cortex,84
4599,記憶,erindring,78
4702,無責任なことに,uansvarlig.,76
10237,キー,nøgler.,11
413,ポリエスズム,polytheisme,100
5652,火見,igteous.,73
13935,番号,nummer,7
12804,目,øje,15
6235,ガルハ,gurkha.,69
4958,ファサード,facade.,75
4085,ささやかな,whiz.,82
11274,漁師,fisher.,34
10896,lib lib,opdeler.,18
12686,几帳面,ryddelig,21
3015,ハントリー,huntley.,88
6698,堤防,dyke.,62
5185,慣性,inerti.,76
14027,予定,planer,11
8084,フリーメーソン,freemasonry.,57
11474,飲む,drikke,24
3648,net,nylder.,79
6433,クリーナー,renere,64
11719,テーマ,tema,26
1835,トポグラフィー,topografi.,93
8899,教えた,undervist,51
12830,車輪,hjul,15
1820,シャーパ,sherpa.,88
9883,要塞,fæstning,41
14187,続く,blive ved,5
10790,古くて,forældet,38
5136,ノルマ,norma.,76
2761,嫌いな,hatteless.,89
4451,マングローブ,mangrove.,79
6855,ウィガン,wigan.,65
10873,遺産,heritage.,37
8507,絶滅した,truet,50
5420,ソネット,sønnet.,67
10840,ステロイド,steroid.,35
6786,主,lords.,14
11752,ブリストル,bristol.,30
11806,ライオン,løve,16
11802,容量,kapacitet,28
11292,成し遂げる,opnå,16
4636,マガタル,mallard.,78
7931,ココナッツ,kokosnød,58
8373,アンバー,rav,55
2628,裂け目,cleft.,88
9583,パラダイス,paradis,46
14331,ドイツ,tyskland,10
3341,ブタジエン,butadien,87
9667,噴水,springvand,45
3742,モンゴル語,mongolian.,83
8385,火薬,gunpowder.,55
2123,抗タンク,antitank.,92
1459,レガッタ,regatta.,93
6999,チェスターフィールド,chesterfield.,64
1823,表現主義,ekspressionisme.,93
6302,カタツムリ,snegl,63
4027,di di,dike.,68
7185,溶岩,lava,62
5290,ウルドゥー,urdu.,75
7293,inf inf,infangible.,62
13457,テック,tech.,13
777,取り乱した,distraught.,98
6272,バッタ,græshoppe,66
10450,失礼,uhøflig,38
1644,extra extra,ekstraordinært.,94
50,賛成,accholader.,88
8533,徹底的に,grundigt,54
14218,コンピューター,computer,6
12522,誤解を招くように,misvisende,22
2899,武装した,afvæbnet,56
14302,関数,fungere,20
14338,見た,set,11
12778,違反して,overtræder,6
12509,t.,tiende,22
10366,レズビアン,lesbisk.,39
12793,より大きな,større,20
12660,チャーリー,charlie.,22
14335,素晴らしい,store,8
3150,シャットダウン,lukke ned,86
13597,ショット,skud,12
3092,弁,ventiler.,45
1766,クックブック,cookbook,88
11532,ラクロス,lacrosse.,32
12324,コロンブス,columbus.,25
2704,警戒している,advarsel,27
2027,損なわれる,underminerer,50
13227,製造,produktion,8
7363,外野,outfield.,15
14124,報告,rapporter,5
2293,エンクレーブ,enklave.,86
12058,トリビア,trivia.,27
3129,カフカ,kafka.,88
3586,異常な,abnorm,68
4942,喜んで,glad.,77
4464,ユーラシア語,eurasian.,79
6208,エントロピ,entropy.,69
14300,手術,operation,6
10303,葉,blad,22
8888,糖尿病,diabetes,48
5615,かんたん,citric.,73
9858,サンドイッチ,sandwich,42
14325,コミュニケーション,kommunikation,8
9373,バグ,insekt,34
5993,最適化,optimering,50
9585,偉業,bedrift,44
10848,カーリー,carr.,37
10380,h h,hilary.,36
1817,砂場,sandpit.,93
13713,海,hav,12
8100,カート,kart.,56
11517,萌え,moe.,32
3675,軽く,tapping.,47
12545,衛生,satellit,21
9100,柔道,judo.,50
6877,ブルトン,bretonium,64
12273,火曜日,tirsdag,25
9055,雷雨,tordenvejr,40
7691,幾何学的な,geometric.,58
7465,ドック,dok,46
9092,愛人,lover,42
680,考古学者,arkæolog,88
13871,使用,brug,5
10924,エイミー,amy.,34
11672,水素,hydrogen.,30
5707,サイコ,psyko.,72
7761,骨格,skelettal,59
7812,スミザー,smithers.,59
610,マントラ,mantra,97
1875,ジメチル,dimethyl.,93
9853,ヤーリー,yale.,44
6581,and,andiron,67
12799,時計,ur,19
3557,レイアップ,lægge op,86
9291,イスタンブール,istanbul.,48
11761,アスレチック,athletic.,12
12469,マディソン,madison.,23
7943,舌,tunge,55
2661,アウトリーチ,outreach.,89
8587,アリュズム,altruisme.,54
1663,不幸,ulykke,90
373,白癬,ringorm.,100
9303,レーニン,lenin.,46
11275,称賛,nominerede,30
5614,ジャンボ,jumbo.,71
1478,塩水,saltvand,95
7579,屈む,bøjet,61
13567,スコットリー,scott.,12
7463,clう,clive.,62
8431,詐欺師,scudder.,55
6464,競売,auktion,59
2827,窒息,kvælning,67
6794,ムサーリー,musa.,65
7970,ra,raj.,58
1279,パンクされた,punkteret,64
4111,ショートニング,forkortelse,36
13859,時間,tid,5
12556,ご飯,ris,23
4693,漫画家,tegneserieist.,67
3720,サブキーシン,submachine.,84
4345,ガンマン,gunman.,81
3339,ホステル,hostel.,82
1981,除草剤,herbicid.,89
3127,ベール,slør,70
11876,再挿入,genindsæt,8
4887,デラックス,deluxe.,77
12281,ゆっくり,langsomt.,25
14240,グループ,grupper,7
11065,冥王星,pluto.,36
11166,投稿された,indsendt,22
13310,協議会,råd,15
3559,楽観的,optimistisk,79
10468,予測,antagelse,34
6791,リズミカル,rhythmic.,65
10788,バンコク,bangkok.,38
263,驚くべき,amatørlig,100
10019,カボット,cabot.,43
7788,アイブ,ive.,59
4311,鍛冶屋,grovsmed,80
13712,検証可能,verificerbar,8
6303,ジョナー,jonah.,69
11873,ウィニペグ,winnipeg.,29
1986,不発,unexploded.,93
880,ハロゲン化,halide.,95
14066,追加した,tilføjet,5
5945,モデナ,modena.,71
5974,バーナー,brænder,70
7826,クリスティン,christine.,59
7546,コンスタンシノール,konstantinopel.,61
6377,トリプタミン,tryptamine.,68
8541,丸い,cirkler.,26
13021,悪の,ond,18
10265,obs obs,observationer.,12
12785,入札,bud,17
3575,天,himmelske,85
6995,廊下,korridor,60
13456,不要な,uønsket,13
11197,戦術,taktik,18
1822,盗品,stil,91
495,くすぐる,kildre,85
10687,蜂起,opstand,37
1729,社会学,sociologisk.,41
289,興味のある,fascineret,45
208,shr,shrove.,100
4089,粘着,klæbrig,82
11634,吟遊詩人,bard.,31
3512,発酵,fermentering.,80
1867,静水圧,hydrostatic.,93
7432,ウィン,wynne.,52
14420,名前が付けられました,som hedder,6
3174,うん,jep,87
8235,セイバー,saber.,29
14337,持っている,at have,5
7827,ディズニーランド,disneyland.,59
6806,化粧,makeup,64
5292,騒々しい,mayhem.,75
5849,メザニン,mezzanin,70
7194,pres代,presbyterian.,60
13828,について,om,5
5948,ハノイ,hanoi.,71
13270,社交,social,14
1656,アビリーン,abilene,94
12448,発売されました,lanceret,17
14205,含まれています,inkluderet,6
13416,人気,populær,13
13883,システム,systemer,8
7641,ジオ,geo.,60
2691,テルフォード,telford.,89
9620,トング,tang.,46
2592,やり直す,omarbejdet,62
8939,デイヴェンポート,davenport.,51
2372,メールボックス,postkasse,88
5785,肛門,anus,72
13821,これ,det her,5
11370,デリー,delhi.,33
368,スワヒリ語,swahili.,100
11035,50年代,halvtreds,34
13211,ヤンキース,yankees.,13
10235,キロメートル,kilometer.,38
8782,臨床,klinisk,42
10906,途中,midtvejs.,37
9199,アスタリスク,stjerne,47
14304,秋,efterår,12
3307,コルドン,cordon.,74
7749,ナオミ,naomi.,60
12077,30,tredive,27
12917,re un,uberørte,19
11041,ノースマン,norseman.,36
7976,自我,ego.,56
7278,受信者,modtager,47
4491,ヒステリー,hysteri,80
4975,診断,diagnose,77
575,シーサイド,seaside.,99
1630,砂漠化,ørkendannelse.,94
11440,エクアドル,ecuador.,32
13664,ローカル,lokal,11
909,オッターズ,otters.,42
11709,prox prox,nærhed,30
8281,s s,sears.,53
13454,冗談で,joke,12
6866,長い時間,lang tid,65
8639,刺st,stik,51
11319,アリス,alice.,34
13792,の,af,5
1442,トライデント,trident.,91
11051,牛,kvæg,36
1232,臭化物,bromide.,95
9969,変わる,skiftet,16
4457,指紋,fingeraftryk,62
10721,椅子,stol,33
7304,パーソンズ,parsons.,61
4820,前任者,forgængere,44
10565,マスタング,mustang.,36
3592,まくら,pude,78
8098,選び出す,saml op,56
12668,テリー,terry.,22
11815,マクドナルド,mcdonald.,29
11935,物理,fysik.,7
4579,アリイ,alii.,79
8410,ワックス,voks,50
11650,carrying,transporterer,11
807,ランセロット,lancelot.,98
4212,焼き,bing.,57
7179,混雑,rodet,62
5904,浮揚,levitation.,69
14173,増加しました,øget,12
1334,アルビノ,albino.,95
6019,prev,være fremherskende,39
10322,バーケ,burke.,38
2388,再導入,genindført,78
2400,幹事,executor.,88
8215,タローム,tapir.,56
9771,ファイバ,fiber,44
13018,土曜日,lørdag,18
2174,ペグ,peg.,69
13068,ホンジュラス,honduras.,17
10737,痛み,smerte,30
9967,高価な,dyrt,33
1342,ナノメーター,nanometer.,95
8356,歪み,stamme,45
8739,心理学,psykologisk,32
11340,レギャン,reagan.,33
10121,ローラー,roller.,41
12582,デュの,du.,22
8078,fe,fejde,52
9907,めくる,sagsøgt,22
9903,エタノール,ethanol.,43
7275,カセット,kassette,60
14130,提供します,leverer,6
13276,天気,vejr,15
264,ホーム,hom,100
13262,トレード,handle,12
11562,最低,lavest.,31
12362,パッカーズ,packers.,23
10801,ヘイズ,hayes.,30
986,ガーター,retstrik,93
1206,疥癬,scabies.,96
12057,収納されています,indeholdt,7
11464,ダウンタウン,downtown.,32
12014,併せる,conform.,14
9136,逆説,paradoks,45
10579,コルト,hingst,20
9051,安楽死,aktiv dødshjælp,50
9991,その結果,følgelig,22
7169,リバウンド,rebounded.,25
1501,アクチュアル,aktuary,88
5403,山火事,wildfire.,62
10669,編集,editorial.,34
12151,国内の,indendørs,25
13568,ミネソタ,minnesota.,12
5851,テルグー,telugu.,72
10036,t un,untagged.,43
7844,パイパー,piper.,55
8257,野生動物,wildlife.,56
9614,ワット,wat.,45
10917,配達,levering,32
13356,独立,uafhængig,12
4108,ピアーリー,pia.,82
3727,たまり水,stillestående vand,84
6210,エヒドナ,echidna.,69
7505,ベッケット,beckett.,61
3383,クロール,kravle,65
5296,litter,kuld,63
367,腕時計,watchmen,100
5106,不信者,utrolig,69
9578,宝くじ,lotteri,46
6018,化身,inkarnation,47
8205,誘導,induktion,44
1621,ポリスチレン,polystyren,94
14242,マック,mac,29
10441,ガブリエル,gabriel.,40
3764,フェンネコ,fennec.,84
2221,痴漢,smegma.,91
13157,g g,gif.,16
10909,ロシェスター,rochester.,37
8382,悲劇的な,tragisk,49
5400,ラミ,rami.,73
7508,スカイフェ,scaife.,61
9600,ラント,rant.,39
9523,再入力,genindtræde,46
6980,ハブ,hub.,60
12520,ドット,dot.,22
1997,ナザレン,nazarene.,93
1538,オルフェウス,orpheus.,95
10382,運命,skæbne,40
1316,マンボー,mambo.,95
5619,分光法,spektroskopi.,73
106,バリウム,barium.,100
7177,壮大,storslået,61
13875,彼ら,dem,6
6739,マナティー,søko,65
3535,dout,udgravet,84
8494,ポインタ,pointers.,41
5178,ノンストップ,uden stop,76
8524,年表,kronologi.,38
11920,マンハッタン,manhattan.,28
14107,一般的な,generel,7
12260,パンダ,panda.,25
13269,仮説,teori,13
2613,野望,ambition,72
1893,説教,prædiken,86
7824,ユートピア,utopia.,59
5915,ダウンフィールド,downfield.,71
3768,エキゾチック,eksotisk,81
13238,スターリー,stanley.,16
13338,んん,mm.,15
2647,神学者,teolog,86
3414,心血管,kardiovaskulær,86
10611,ディーゼル,diesel.,38
2999,ゼラチン,gelatin.,88
627,地震計,seismometer.,94
2022,プレースホルダー,pladsholder.,92
157,ステープラー,hæftemaskine,100
5783,ビンテージ,årgang,72
635,fit fit,fitz.,99
2998,スーパーヒーロー,superheroes.,59
2679,ロザインド,rosalind.,89
6768,クリプトン,krypton.,65
1408,寝台,sleeper.,91
14154,顧客,kunder,25
14076,デザイン,design,9
1227,アスファルト,asfalt,95
2881,ジュバピー,juba.,88
12597,病院,hospital,19
1983,雑傷者,rutter.,93
8827,プジョー,peugeot.,52
12934,フレッド,fred.,19
3686,生成,fabrikation,39
9274,ロッテルダム,rotterdam.,49
4316,不器用,klodset,79
9756,人類,menneskehed,45
13418,保有者,holder,13
791,皮膚科,dermatologi.,98
10965,ジョエル,joel.,36
7010,ボックス,vox.,64
1995,破傷風,tetanus.,93
13637,裁判所,ret,12
11743,ルネサンス,renæssance.,30
9580,前述の,førnævnte,46
1512,ペナン,penang.,95
5623,仲別した,middelmådig,71
7399,疲れ果てた,udmattet,40
271,スカイウェイ,skyway.,99
8898,ボタン,knapper.,6
11090,カタール,qatar.,36
183,盛土,embankment,94
10803,味,smag,34
21,ハートブレーカー,heartbreaker.,74
10937,砂の,sandet,37
13647,住む,direkte,8
3533,ラード,svinefedt,86
1660,鯉,karpe,82
7473,スコアボード,resultattavle.,60
10822,マリリン,marilyn.,38
1504,カヤック,kayak,92
