ID,JAPAN,KOREAN,INTERVAL
4853,前立腺,전립선,76
10441,ガブリエル,가브리엘,41
1907,コミュニケ,공모자,93
3751,バッソ,바소,85
882,テラ,테라,97
8123,斧,도끼,51
1088,フェミニン,여자 같은,94
9635,牢屋,교도소,42
9640,テムズ,템스들,47
5191,タイガ,타이가,76
12701,嬉しい,기쁜,22
7008,leg leg,합법적 인 것,65
12348,チラシ,전단지,24
1488,歴史生物,역사 편찬,94
10163,伝える,소통하다,8
9548,me,메우스,48
4119,エイバ,ava.,82
13230,フライト,비행,15
3372,欠点,단점,84
920,水彩,수채화,97
3664,生徒,학생들,73
12237,地理,지리학,26
6425,ナイジェリアの,나이지리아 사람,67
13316,聖人,성자,13
2617,成功する,성공합니다,90
11034,ギルド,동업 조합,36
9419,妖精,요정,47
8544,welyer,웰러,55
14072,注文,주문하다,9
3246,インジゴ,남빛,88
7322,フローラ,플로라,62
7046,ワンダーランド,이상한 나라,64
4968,ナイチンゲール,나이팅게일,77
4305,余りに,불필요한 것,80
11054,ニール,닐,37
10962,静的,공전,37
5334,プロパン,프로판,75
12982,最初に,초기에,12
11714,アナハイム,애너하임,31
10858,ポルノ,춘화,38
3152,poor,가장 가난한 사람,88
4281,熟考する,증언하다,58
11014,仮定する,가정하다,19
2977,大都市,중심지,88
7001,chpl,chaplin.,65
5571,スタジア,경기장,74
11325,シグマ,시그마,34
9822,天王星,천왕성,45
11077,冒険者,탐침,23
3261,ヘルパー,돕는 사람,81
8563,ニールセン,니솔린,55
4071,メラトニン,멜라토닌,83
12619,氏族長,칸,23
2781,拍手,박수 갈채,89
11607,ラマ,야마,31
10070,疲れた,피곤한,25
12379,重さ,무게,23
3658,クローリー,크롤리,86
2842,含み笑い,킬킬 웃음,66
4066,一夫多妻,다가미,83
11776,ロナルド,로널드,30
3930,息切れ,가장 비싼,84
4669,ハーガー,난폭자,79
10217,ティーン,비탄,39
6007,long long,롱 쇼어,71
12088,wi.,위자,27
14497,読む,읽다,5
14218,コンピューター,컴퓨터,7
5649,香ばしい,울리다,72
5234,ウォッカ,보드카,75
7491,ファイアウォール,방화벽,62
12975,退院しました,은퇴했다,14
10500,ロドリゲス,로드리게스,40
11526,事件、出来事,일,21
11232,暴力的な,폭력적인,33
1764,ブロッカー,차단기,84
3115,エーゲ,에스해,88
4104,en,요원,83
954,アンタエス,antaeus.,97
10825,無意味な,무의미한,38
3470,ボンネット,보닛,76
11128,分布しました,분포,20
11732,compound,화합물,26
495,くすぐる,간지럼,86
3257,モンフル,유행성 이하선염,88
12898,ユタ,유타,20
10672,維持する,유지,14
13213,マサチューセッツェ,매사추세츠 주,16
11911,クラウド,구름,26
14186,取った,촬영,8
14088,ここ,여기,5
14043,問題,문제,8
3983,earth earth,earthbound.,83
2242,賭け,내기를 걸다,84
10865,ハンサ,한자,38
13746,処理する,프로세스,10
241,up up,상승 기조,100
2855,不注意,경솔한,85
12031,アライアンス,동맹,27
3327,ラシカール,lashkar.,87
5510,昏睡,혼수,65
11241,怒り,화난,35
7865,比喩,은유,54
2261,放射,광점,92
8069,オーチャード,과수원,58
11598,パスカル,파스칼,32
3534,ヤングスタウン,영스타 타운,86
8005,スラムズ,슬램,31
6696,サポートされていない,지원되지 않았습니다,65
9440,雅夫,마오,48
9152,アッラー,알라,50
1293,アルハンブラの,알 함 브라,96
672,倍音,overtones.,94
12770,喜び,즐거운,21
407,誤解した,절연,100
8787,不二,미개한,52
6641,同族の,비오킨,67
13744,うつ,우울증,11
7904,凹み,찌그러 뜨리다,57
4859,グルテン,글루텐,79
9067,ダルトン,dalton.,51
1612,コットしました,간이 침대,88
1432,ナビ,탈북자,95
12401,貴重,귀중한,25
11676,ジャカルタ,자카르타,31
13949,アメリカ人,미국 사람,8
11558,シェル,껍데기,26
12933,避難所,피난처,19
4097,lakeland.,레이크 랜드,83
14504,実行,실행,7
11944,アリソン,앨리슨,29
7050,チェサピーク,chesapeake.,64
5430,マフィン,머핀,74
525,電化,대전,99
7971,シェイク,미남자,59
11592,ポルトガル語,포르투갈 인,32
11244,枢機卿,추기경,15
1390,パラグアヤン,파라과이 사람,91
8624,ヘルペス,수포진,54
13186,外国,외국의,16
11468,ロッド,막대,32
11492,典型的,전형적인,24
12365,パール,진주,25
1765,怪我人,bonaventure.,94
12033,海賊,해적,18
13907,それらの,저것들,6
12466,カイル,카일,24
243,gr gr,그로스,34
2591,ドキュメンタリー,다큐멘터리,33
14176,見て,바라보다,5
10850,キット,전부,37
6253,メチオニン,메티오닌,70
10909,ロシェスター,로체스터,38
2850,渋滞,충혈,83
6543,ヴィル,빌,65
8667,象牙,상아,54
4887,デラックス,디럭스,78
4092,タツゥー,투투,83
8756,トランペット,트럼펫,50
5271,下草,약자,56
6999,チェスターフィールド,침대 겸용 소파,65
11309,ペンギン,펭귄,24
11647,イブ,이브,31
8970,コンボイ,호송,46
13612,ネット,그물,12
13267,オンタリオ,온타리오,16
4080,セールスマン,판매원,83
9892,白金,백금,45
4936,ペレイラ,페레이라,78
12789,死傷者,사상자,19
12991,ダラス,달라스,19
11902,モンゴメリー,몽고메리,29
4836,マイクロプレニス,마이크로 페니스,79
13011,貧しい,가난한,19
7783,ラファエル,라파엘,60
1438,ペンテコステ,오순절,67
1756,クラスメート,급우들,84
3717,ナパーム,네이팜,85
13629,ジャック,잭,12
8047,派閥,파벌,44
11346,アルバニア,알바니아,34
1309,スループット,처리량,96
603,原生動物,원생 동물문,99
13331,いつもの,대개,13
8177,家庭,가정,49
1199,シチュー,스튜,88
9414,嫌がらせ,괴롭힘,26
5190,スロットル,조절판,71
3787,ホワイトヘッド,화이트 헤드,85
1524,スヌーピー,스누피,95
9861,謙虚に,부식질,45
10254,ハリファックス,핼리팩스,42
7864,イソプロピル,이소 프로필,60
7034,溶媒,용제,58
3108,インパラ,임팔라,88
4578,ペギー,페기,80
8157,val,발군,58
8929,ナチズム,국가 사회주의,52
10626,レモン,레몬,38
10997,w,웨들,37
5984,ケイマン,카이만,69
5596,spitfires.,스피트 파이어,62
5149,シレジア,실레 지아,76
9462,グリニッジ,그린 윅,48
1793,セルロース,셀룰로오스,89
9502,コロンビア語,콜롬비아 사람,47
7283,car,캐논,62
10732,ウェリントン,웰링턴,38
13340,規模,규모,15
9420,アパルトヘイト,인종 차별 정책,49
6811,ショパン,핑크,66
2064,コプティック,콥트 말,93
2868,デヤー,daler.,89
7354,ストーリーライン,줄거리,56
4647,ブランコ,블랑코,80
7117,パラリー,준 군사회인,64
7029,wood,우드워드,65
4623,フロルト,flauto.,80
14029,その周り,약,8
9252,メトリック,미터법,48
13426,走った,도망 쳤다,14
8226,メッカ,메카,57
1389,介在者,interdictory.,96
13888,何,무엇,6
4498,高血圧,고혈압,80
9117,セクシー,섹시한,51
12499,テロ,테러,18
4591,添付,부착,15
12839,バネ,봄,18
6403,マチルダ,마틸다,69
1811,ロックウェイ,흔들리자,94
8823,栄えの,히스토리,53
13759,見慣れた,친숙한,11
6285,阻害剤,억제제,63
14480,遊ぶ,놀다,7
10609,北東部,북동부의,39
9546,飢饉,기근,47
6191,he,ㅎ,70
7800,ten,보유,58
5314,dickey,턱받이,76
8463,op op,아편,55
7682,バンジョー,밴조,61
7923,百姓,yom.,59
12790,敗北,패배시키다,10
8119,剣闘士,검투사,45
12793,より大きな,보다 큰,21
7899,緩和,완화,27
1149,バックギャモン,주사위 놀이,97
2130,インターレース,interlaced.,79
3028,ザパテロ,zapatero.,88
10342,デンマーク人,덴마크 말,41
8425,納屋,외양간,54
4314,マラヤラム,말레이 알람,81
1415,ヒロイン,여걸,46
14317,関与した,관련된,9
2955,カラット,캐럿,87
3278,九感,쿠아의,87
11311,und,실행 취소,22
2132,所在,소재,93
5772,エキス,발췌,37
5090,口頭の,언어 적,66
10782,ヒンズー教,힌두 인,34
4868,単体,일원,78
3223,fal fal,파룬,88
9431,シャーリー,셜리,48
11860,ウォーレン,야생 조수 사육 특권,29
12262,侵略者,해적들,25
13016,疾患,질병,18
14427,応答,응답,11
10264,店舗に,백화점,23
1600,ダイナモ,디나모모,53
6663,人間工学,인간 공학,67
9095,ジブチ,지부티,51
10019,カボット,캐벗,44
12391,モーガン,모건,25
9395,アンドカーズ,앤더들,49
8828,タウ,타우,53
8647,甲殻類,갑각류,54
14142,期間,기간,8
12654,would,빌다,23
9163,プレスリー,프레슬리,50
13127,goes,간다,17
3124,ハプスバーグ,하츠 부르크,88
9845,サントス,산토스,45
9941,吹き飛ばさ,보낸다,44
1232,臭化物,진부한 생각,95
2286,ローター,축차,90
666,朗読する,재현부,65
4721,シーズン中,중미,79
12026,救援,구조하다,25
10214,フィンランド語,핀란드어,42
7331,rout rout,라우터,61
13486,抗,반대로,14
2239,食肉処理場,도살장,91
10191,緊張,불안한,42
2303,偏向,편향,61
6823,ドナピー,도나,64
12673,陰謀,음모,22
12319,ピッチャー,피처,20
5974,バーナー,연소기,70
7578,アメリア,아멜리아,62
12930,残る,남아있다,9
12255,コンチネンタル,대륙,26
8279,アナコンダ,아나콘다,56
12838,アプローチ,접근하다,15
12211,ランディー,랜디,27
3094,開始しました,흥분하다,36
12598,伝説,전설,21
872,ピラート,빌라도,97
12322,聞こえない,사운드,12
10460,ロマンス,로맨스,40
562,フットヒルズ,산기슭,74
1886,ペダル,페달,84
7732,ダイエム,일주일,61
7941,徹底した,철저한,58
4135,プリズム,프리즘,81
11362,ランカシャー,란카시어,34
3985,ジイン,지뢰,83
13775,アイルランド,아일랜드,11
3672,est,가장 단순한,85
3994,流域,유역,82
9991,その結果,따라서,23
8773,ビバピー,만세,53
13779,ウィリアム,윌리엄스,9
2719,カリーの,서두르는,89
10650,aster,애스테온,39
8594,侯爵,후작,54
10253,ローガン,로간,42
830,corr,가축 우리,95
2091,スワンクに,화사한,93
8880,オスロ,오슬로,52
13487,教会,교회에,13
11214,古熱学,고생물학,35
10443,障害者に,장애가있다,38
5619,分光法,분광법,74
5192,アルドラーゼ,aldolase.,76
6455,黄色球菌,staphylococcus.,69
11645,シボレー,시보레,31
1304,木工,목공예품,87
1082,それ以降,금후,97
14183,パーティー,파티,9
7531,弾性,탄도,52
4530,temper temper,단련 된 것,43
3262,リア,ria.,87
2854,識別する,분별하다,75
3334,附則,보충제,87
13560,理科,과학,12
2159,ハイフン,하이픈,63
6710,妊娠中,임신 한,67
755,キク,kike.,98
2543,平らに,단조롭게 하는,86
10285,お肉,고기,41
13306,ソックス,삭스,16
13845,s,에스,5
14508,ドキュメント,서류,12
12327,武器,무기,14
10469,チャンネル,채널,15
1737,要旨,요점,93
13833,よりも,~보다,6
13485,投票,투표,10
1983,雑傷者,rutter.,93
12329,アラスカ,알래스카,25
9554,生物学的,생물학적,25
4988,サリナ,살리나,65
8968,睡眠,자고있는,16
4918,ドミニ,도미니,77
7669,シンパシー,공감,56
12757,ジェリー,실내 변기,21
1962,より豊かな,더 풍부한,93
261,フリーメソンズ,프리메이션,93
60,ペイロード,유효 탑재량,97
11654,アンナ,안나,31
8764,frn,프레스노,53
8819,掘る,파기,44
11084,鉱山,채광,16
1356,グレンウッド,글렌 우드,96
3808,無く,부르지 않은,84
4529,bur bur,굴 러웃,80
11139,受け入れられないほど,받아 들일 수없는,35
4882,ロビンズ,로빈스,76
7055,ヘアピン,머리 핀,64
11199,od d,다지,34
12108,うん,응,27
12986,別,대안,8
3411,ポリエステル,폴리 에스테르,85
7956,ブカレスト,부카레스트,59
2712,av av,욕심 많은,89
8453,中毒,중독,37
297,指数,멱지수,89
11627,待っている,대기 중,14
2688,ベーカリー,빵집,83
3096,プンタ,푼타,88
7586,ラズベリー,산딸기,62
396,セレン,셀렌,100
2704,警戒している,경고,28
10696,ミュラー,뮬러,39
13074,ラボ,실 혐실,18
511,アレグロ,allegro.,99
10784,或いは,에보수했다,38
10641,再戦,재 시계,39
11189,政治家,정치가,27
75,カムリー,캄,100
7620,無声,만장일치,46
11312,隠れた,숨겨진,34
7048,トランク,트렁크,57
6890,セビリア,세비야,66
7126,逃亡した,도주,45
2181,うまく,향사,79
868,オンブズマン,옴부즈만,97
13796,で,~에,5
4469,ジュエリー,보석류,81
949,地質学者,지질 학자들,76
9358,un un,올바르지 않은,49
3740,埋め立て,매립지,84
2108,ミッツバ,미스 베다,93
7975,オーバーケーブル,지나친,59
513,百党,파티 자,99
2093,ディナール,디나르,83
9824,仲人たち,마로,39
2259,ガラス繊維,유리 섬유,92
4321,ホビット,호빗의,81
3592,まくら,베개,79
10817,周波数,빈도,35
7272,泣いて,울음 소리,32
5715,コンストラクタ,건설자,42
6802,多国籍,다국적 인,66
5945,モデナ,모데나,72
13994,日々,날,6
5184,fab,섬형,76
13474,最後に,마지막으로,7
6849,ヘリック,헬린,66
4518,パラダイム,어형 변화표,79
167,ティゴン,티곤,100
10100,オーラル,경구,40
606,メチレン,메틸렌,99
4370,信憑性,확실성,52
11662,ジンバブエ,짐바브웨,31
579,グアナコ,guanaco.,99
911,ヘンチメン,렌치멘,97
3396,クロスバー,크로스바,86
8053,受け身,수동적 인,56
10678,約束する,약속하다,24
13226,前方,앞으로,9
1859,コンクラーベ,비밀 회의,90
2023,プロポガンダ,propoganda.,93
706,浮かべる,떠서,98
8319,セージ,세이지,56
10092,ソロモン,솔로몬,43
1742,未編集,편집되지 않은,93
6440,bab bab,떠드는 소리,67
4139,北へ,북쪽으로,33
12836,アラン,알란,21
6107,ミミズリー,지렁이,70
9336,デブリ,부스러기,49
1264,夢のように,꿈꾸는 듯한,96
3340,カープランク,kerplunk.,87
13685,請求,주장하다,9
1799,潤滑剤,윤활유,81
373,白癬,백선 증,100
12099,伯爵,백작,27
8431,詐欺師,scudder.,56
11234,准将,준장,35
3120,シャッター,셔터,77
9035,プラシア,프러시아,51
1411,ギヤード,기어다,27
3494,伝承,과학적 학문,78
11956,穴,구멍,23
8706,モチベーション,동기 부여,29
10419,脚注,각주,30
11113,アルジェリア,알제리,36
3762,チョップ,촙,62
2647,神学者,신학자,86
10623,テラの,흙,39
5906,サイクロプス,물벼룩,72
3896,織物,짜기,75
10978,甘い,달콤한,36
6203,ber,뜸,70
7758,希代の,스틴,61
7376,賞賛,평가자,62
5593,突然変異,돌연변이,64
10221,遊歩道,후버,42
1136,百貨デフ,지네,96
7525,ブレーカ,파쇄기,49
455,ハーマライン,하이마른,100
114,カシミリ,카시미르 말,100
3684,メドピー,미드,85
2209,青写真,청사진,87
11246,本質的に,본질적으로,26
10225,化石,화석,28
5290,ウルドゥー,urdu.,76
6116,平手打ち,찰싹,54
10692,public,공개적으로,39
4179,リール,릴,51
4713,チッパー,치퍼,79
1330,フレンズ,프리스트,96
13857,後,~ 후에,5
7772,硝酸塩,질산염,57
8344,州全体の,주 전체,56
12388,レイアウト,형세,25
14459,アカウント,계정,5
7203,ロザリオ,로마 리오,63
2220,pl pl,재앙,38
10635,ut,제요,39
1209,最も暗い,가장 어둡다,97
12272,法王,로마 교황,25
11003,コーヒー,커피,37
2623,entourage.,측근자,90
7702,カスティーリョ,카스 틸로,61
2361,霊廟,웅장한 무덤,91
2281,イノシトール,이노시톨,92
1135,ボリバル,볼리바르,97
7087,シャーロック,셜록,64
3371,ハガード,매서운,87
7086,howdy.,하우스,63
7119,no,누아,62
11688,pa,아빠,28
14050,状態,상태,6
8818,ドラマー,고수,50
12256,トンプソン,톰슨,26
6658,カーバー,조각가,67
11886,バイエルンの,바이에른 사람,29
9032,独占,전매권,50
6073,バーチ,자작 나무,71
1094,ブタノール,부탄올,97
4848,ボルドーの,보르도,79
10837,スペクトラム,스펙트럼,38
13392,返事,댓글,12
3581,平日,평일,65
13413,ゾーン,존,13
3507,平壌,평양,86
12599,ゴルフ,골프,23
11895,アウトブレイク,발생,28
8337,郊外の,교외,56
2636,ターバン,터번,88
6484,インストール,설치하다,22
3495,hadith.,하디스,86
6443,正午,대낮,68
11551,キックオフ,킥오프,31
10141,活動家,활동가들,36
8890,マキシムス,맥시 미스,52
10958,残骸,렘넌트,31
8872,スーパースターの,슈퍼 스타,52
11390,スウェーデンの,스웨덴어,34
1206,疥癬,개선,97
7601,空所,무효의,56
10540,沖縄,오키나와,40
1062,環境主義,환경주의,33
4670,出席者,참석자들,79
12296,ピッチ,정점,15
10506,今晩,오늘 밤,40
8911,提督,해군 대장,37
14200,アクション,행동,9
3937,降りる,하강,38
9821,丹骨,소금물,45
11428,ポロ,폴로,33
3046,フィラピー,필라사,88
9018,委託,위임 받았다,19
3536,カラビニエ,카라 바니 에리,86
10961,りゅう,드래곤,17
3711,サムソン,삼손,85
11333,骨,뼈,29
12525,ローレンス,로렌스,24
12844,メリーランド,메릴랜드,20
12051,床,바닥,24
8959,sn sn,혼란,52
9963,ハワイアン,하와이안,43
11436,リード,갈대,33
10227,バニー,토끼,41
12720,うま,말,19
5160,str.,맞은,76
6836,紙幣,지폐,36
14215,効果,효과,10
12073,スパイ,스파이,26
6200,迷路,미로,69
2666,bu bu,나팔,88
7502,ソールズベリー,솔즈베리,62
7079,ミルザ,미르자,64
13868,人々,사람들,7
2420,プランナー,계획자,82
12367,ins ins,정치,20
3018,levin.,번갯불,88
12712,l l,루렌,22
2232,厳しく,조여졌다,75
9220,拘禁されて,억류 된,46
13611,クリケット,크리켓,12
5721,str str,충운,73
8170,注入,주입,29
10716,インスタンス,인스턴스,21
1644,extra extra,매우 탁월한 것,94
823,purly,그릇된 것,98
14160,労働者,노동자,21
4464,ユーラシア語,유라시아 혼혈아,80
10639,取引,업무,37
1957,アスパルテーム,aspartame.,93
7709,油圧,유압식,54
9650,些些たる,하찮은,45
12823,クリエイティブ,창의적인,20
6632,マルセイユ,마르세이유,60
12197,コウモリ,박쥐,9
3178,装飾的な,장식,38
8058,グレナダ,그레나다,58
10438,ええ,음부,41
3129,カフカ,kafka.,88
3686,生成,제작,40
12832,経済的,간결한,17
1441,ar ar,아람 말,95
1284,マラ,말라,96
9102,地熱,지열,51
5646,原理主義者,근본 주의자,66
1456,無力,어찌할 수 없는,91
11174,促進する,가능하게하다,32
7708,ヤシ,호저,61
557,嫌気性,혐기성,99
2586,ゼロックス,제록스 복사기,90
9343,xxx.,트리플 엑스,49
9912,居住の,주거,45
11069,生,날것의,36
12338,電子,전자,20
7589,投げ捨てる,덤프,43
9147,リヨン,리용,51
3335,事務局,사무국,87
7977,結び目,매듭,28
588,大群,큰 떼거리,87
6532,ヒヒ,비비,67
6669,スクランブル,스크램블,50
7591,混雑した,붐비는,18
13794,そして,그리고,5
12372,バカ,멍청한,23
926,きららしい,브레이트,97
9547,リヒテンシュタイン,리히텐슈타인,48
6445,ヘロン,헤론,69
10471,追いかけて,추구,39
982,再確立されました,재조정,83
2068,殉教者,순교자,62
12979,選別,종류,15
8392,カンバンランド,cumberland.,56
13529,幅,넓은,12
1544,ホルムアルデヒド,포름 알데히드,95
11650,carrying,적재,11
7748,tum tum,tum,61
2030,制定,제정,28
12484,統計学,통계,20
14156,国際的,국제적인,9
9442,content content,논쟁의 여지가있는 것,48
5116,comp,...을 찍다,76
473,ギミック,눈속임,96
8461,シュナイダー,슈나이더,55
4003,woodruff.,우드 루프,83
5487,変成物,변성,73
3499,ビキシー,vichy.,86
13012,元に戻す,푼,19
2729,ジャンクション,접합부,42
9097,ヨウダイド,옥화물,51
9608,完璧,완벽한 사람,47
13130,第8,여덟 번째,17
8307,傘,우산,55
10631,下り坂,수월한,38
4492,不定の,이상한 사람,68
10121,ローラー,롤러,42
3975,技術者,기술자,56
8584,パサデナ,파사 디나,55
6088,丸の,마그,57
9858,サンドイッチ,샌드위치,43
12212,コリン,콜린,27
7822,啓示,시현,48
13692,ランニング,달리기,7
9715,骨董品,alec.,46
3525,ゴラン,고란,86
8190,カバタムス,하마,57
10068,カタリン,캐서린,43
10608,ガンディー,간시,39
12880,確かに,참으로,20
12563,きつい,빠듯한,23
11778,不適切な,부적절한,30
2968,攪拌,동요,68
12516,民間人,사복,17
14483,理由,이유,6
6453,俳句,하이쿠,69
5811,温度計,온도계,72
6489,恥ずかしい,당혹스러운,46
1391,バンド,반다,96
3883,良心,양심,84
1161,マデイラ,마데이라,97
7781,咲く,꽃,59
522,コットンウッド,코튼 우드,99
10881,厚い,두꺼운,36
116,カパ,kapa.,100
3145,ドルツェ,드루즈,88
1170,燃えるように,타오르는,49
10133,詐欺,사기,43
8110,cr cr,초승달,58
7939,混合,혼입,19
4587,背骨,등뼈,79
7435,兄弟愛,형제간,62
7723,不可,할 수 없음,60
10188,通知,공고,42
5187,クレムリン,크레믈린 궁전,76
3915,血清,혈청,84
6612,トラクター,트랙터,63
7716,免除する,면제하다,51
9961,めったに,드물게,27
1731,正弦,사인,89
3365,中断,중단,42
2348,しゃべる,... 할 수 없다,91
8599,マルチメディア,멀티미디어,54
1451,骨髄学,골학,95
2797,超能力のある,무당,88
6925,菌類,진균류,65
4715,ハムストリング,햄스트링,79
2622,戦艦,전함,57
5346,クロム,크롬,75
10274,チャペル,예배당,42
2967,マスクされた,마스킹,38
5427,スケーター,스케이터,35
7499,デスクトップ,데스크탑,62
11623,アラブ人,아랍인들,12
5409,より安全に,더 안전한,75
2649,ブルゴーニュ,부르고뉴,90
13870,ほとんど,최대,8
4154,ヘッジ,헤지스,59
10220,罪,죄,36
3170,ティラニー,포학,82
5020,長老,가장 나이 많은,77
13637,裁判所,법원,12
12829,ベーコン,베이컨,21
4018,カレイ,칼레,83
545,反動的,반동,94
14358,支出,지출,28
9992,奨学金,장학금,42
9685,もがく,고군분투하는,22
371,台形,사다리꼴,97
12867,七面鳥,칠면조,20
6618,サイゴン,사이공,67
14054,見せる,보여주다,7
14514,書かれています,쓴,9
9862,悲劇,비극,43
13702,勝者,우승자,10
7668,開始,처음,61
4739,不平等に,무능한,64
12068,フロー,흐름,25
2793,ソレイユー,솔레 이유,89
12845,燃料,연료,20
6843,パスポート,여권,60
9949,囲まれた,주변의 것,24
7756,死別,죽은 듯이,61
1258,伏線,예고,86
11266,介入,간섭,34
14190,どちらか,어느 하나,8
14163,研究,연구,9
13463,z,지,14
2324,シュワルツ,슈와 츠,91
6720,気まずい,어색하다,66
3986,人狼,늑대 인간,83
2640,麦芽,맥아,88
11550,再生,생식,28
2,プレッツェル,프레첼,93
2779,dyn dyn,다이너스,89
1747,胴体,몸통,93
8820,アミノ,아미노,53
14452,リーディング,주요한,7
12157,ギャップ,갭,26
11969,優秀な,훌륭한,24
1530,メディケア,메디 케어,95
8026,水力発電性,수력 전기,54
4346,メーデー,노동절,81
8533,徹底的に,철저히,55
7749,ナオミ,나오미,61
6255,見切り,흔들어서,70
13915,あなたの,당신의,5
1367,アジティ,친목,96
6854,天然痘,천연두,66
7699,金魚,금붕어,61
3324,ボーラー,빌어,87
10715,追及する,추구하다,32
13591,オフィス,사무실,10
11065,冥王星,명왕성,37
10418,マフィア,마피아,41
1117,スラグ,광재,93
8277,歯科,이의,57
12953,オーバーライド,우세하다,19
9713,ゴシック,고딕,46
13566,今日,오늘,13
13080,有名,유명한,18
4556,プリマ,프리마,80
7812,スミザー,밀리 즈,60
7472,荒野,황야,48
12547,両替,교환,21
404,パルミラ,가장 우수한,100
10112,ウォルシュ,왈시,43
6004,ann ann,anno.,71
9999,モンスーン,우기,43
7336,anarcys.,무정부 상태,62
13313,ギャルリー,여자,15
6412,メモ,각서,68
3300,千里子,chien.,87
11745,コットン,면,31
7156,ニッキー,니키,64
9380,ソリピスト,독창적 인,49
13789,乾杯,건배,11
13238,スターリー,스탠리,16
12089,妥協,타협,19
2123,抗タンク,antitank.,93
323,一神教,일신교,100
14220,似ている,비슷한,10
3960,義気,의로운,83
8607,打ち砕く,으깨다,37
13166,訓練,기차,10
12149,ギャラリー,갤러리,26
957,血小板,혈소판,92
10719,視力,시력,31
14307,ドイツ人,독일 사람,10
8165,穀物,시리얼,55
11016,vista.,추억,37
10000,オムの,옴,43
10139,普通,평범한,43
3226,ゆがみ,릴리의,88
13691,巨大,거대한,12
8373,アンバー,호박색,56
10516,疑念なこと,순진한,40
5752,ティキ,티키,72
4731,ライブラリアン,사서,73
4793,対称,대칭,77
1873,贋作,위조품,93
6842,菜食主義,채식주의,58
3722,皮質,피질,85
13450,それにもかかわらず,그럼에도 불구하고,14
12826,カールします,칼,20
9664,mal mal,맬터,47
13146,ウィスコンシン,위스콘신,17
3714,蓄音機,축음기,82
2644,日焼け止め,선 스크린,90
5552,シニー,슈티 틴,74
10372,ハードウェア,하드웨어,41
7149,宣教師,전도사,56
7361,チル,냉기,60
4625,胞子,아포,70
12159,ロケット,로켓,20
2258,カシオペリア,카시오페이아 자리,92
12732,プール,수영장,20
10455,ペプシ,펩시,40
9953,バイロン,바이런스,44
8614,武士,사무라이,54
12524,ジュリアン,줄리안,24
9338,シェフ,요리사,48
9091,reined,재조합,41
5604,タッソン,투손,74
11569,避難,탓하다,24
3496,遡及的に,소급,75
9270,にんじん,당근,48
5882,圧縮された,압축 된 것,44
9184,アナログ,비슷한 물건,39
10433,ナトリウム,나트륨,41
3113,スイマー,수영 선수,74
9987,商標,등록 상표,41
1247,水上,뱃사공,96
8944,圧倒的,압도적 인 것,37
11377,入院しました,인정했다,24
399,重炭酸塩,중탄산염,100
11148,ダウンロード,... 다운로드하기,27
14424,特に,특히,11
2757,液体酸素,액체 산소,89
12067,柱,기둥,27
9597,盗みます,훔친다,31
428,チュニジア人,튀니지 사람,97
13718,川,강,11
12895,ro,로이,20
439,変態,변형,100
8063,雑記,장원,58
12053,brief,간단히,28
8600,マリスト,마리스트,54
14469,書類,문서,12
4352,パルマ,팔마,81
504,アーキテクチャ,아키텍처,15
3843,オリバ,oliva.,85
106,バリウム,바륨,100
5049,tf,터프 트,75
12666,神話,신화학,21
4011,ジャクソニアン,jacksonian.,83
14507,中心,센터,9
13233,半の,두 가구 연립 주택,16
13174,時折,때때로,16
1688,ザリガニ,왕새우,94
7132,カサブランカ,카사 블랑카,64
11041,ノースマン,고대 스칸디나비아 인,37
14417,限定,제한된,9
5495,パラソス,파로스,75
6956,サンドマン,샌드맨,65
2402,精神科,정신 의학,91
10847,アンゴラ,앙골라,38
12618,ケーブル,케이블,22
12711,バス,버스,20
4967,テラピン,테라핀,74
10981,集中,집중,25
14405,10月,십월,6
8740,トリオ,트리오,52
8232,セレナ,세레나,57
10145,ファラオ,파라오,41
11418,鏡,거울,31
335,ターザン,타잔,100
12335,エース,에이스,23
6186,カンパチ,캄 페체,70
1302,日焼け,햇볕에 쬐 인,94
14242,マック,맥,29
8852,サル,원숭이,23
431,縮む,축소,85
3041,四分円,사분면,77
12469,マディソン,매디슨,24
9842,近傍,부근,45
10721,椅子,의자,34
3736,スナック,간식,75
7230,アウトバック,아웃백,63
10779,軸,중심선,38
2812,alter alter,언쟁,87
29,憂鬱,우울,100
2418,下流,하류,91
1821,占いました,유대 동물,94
4802,ギタリスト,기타 주의자들,29
10895,民兵,시민군,35
4808,エーカー,에이커,48
756,パンデミック,전 세계적인 유행병,97
547,異端,이교,97
9402,郵便,우편 엽서,49
423,劇作家,극작가,97
13861,彼,그,7
12972,敵,적,17
6753,ベリル,녹주석,66
12007,col,안부,28
2271,フォルサム,민수,92
5979,野心的,거창한,70
7083,ドミノ,도미노 패,59
10391,ジャンピング,점프,8
5912,陸上,지난,70
11083,考慮,고려 사항,21
12855,医学,의료,20
9052,心配,무신론,51
1353,編み物,편물,81
9789,イーサネット,이더넷,46
14235,許可します,허용,9
8107,ピストル,권총,40
3627,赤紫色,마젠타,86
2010,missp,틀린 틀린,60
7891,散伏,날 뛰기,57
11696,おお,와,31
4235,ブレンド,혼합하다,63
9135,スターリングラード,스탈 링그라드,51
10746,基板,기판,35
3814,大西洋,미국인,85
7381,ハンディ,능숙한,62
4860,ギロチン,기요틴,79
3403,注文仕立て,맞춤형,68
