ID,HINDI,SPAIN,INTERVAL
1649,चेडर,queso cheddar,94
2232,कड़ी कर दी गई,apretado,74
10625,एन.आर.,nr,38
13893,चाहिए,debería,5
4165,ज़िगुराट,ziggurat,82
4238,बांका,galán,81
3241,साइक्स,sykes,82
12497,हरकारा,corredor,18
13153,पाकिस्तान,pakistán,17
5138,भारोत्तोलन,levantamiento de pesas,75
11191,निर्वाचन,electoral,30
10469,चैनलों,canales,15
985,वेसेल,wessel,97
4296,ह्यचीन्थ,jacinto,80
7338,तय,tay,62
12516,असैनिक,civiles,17
14060,छह,seis,10
10397,एवेन्यू,cra,40
3098,रदेऊ,rodeo,87
8109,लॉकर,armario,56
8535,आम माफ़ी,amnistía,53
6827,झटका,tirón,50
1134,मायोलॉजी,miología,96
3759,तुंग,tung,84
2859,हवादार,ventilación,83
13017,उत्तर पश्चिम,noroeste,18
5255,मापांक,módulo,46
816,सनरे,rayo de sol,98
9538,जनेरियो,janeiro,47
11540,पोषक,fomentar,30
20,पत्थर की पटिया,losa,87
10879,स्वास्थ्य लाभ,recuperación,36
2835,अंग,extremidades,70
12650,टैम्पा,tampa,22
10732,वेलिंग्टन,wellington,38
7658,मेलर,remitente,60
11301,एफओ,fo,34
6573,ड्रेसडेन,dresde,67
6502,भूमि के ऊपर,gastos generales,67
1346,गहन,diablillo,95
251,टूटना शुरू,tambaleante,69
10059,स्टंप,tocones,36
6384,मनमाने ढंग से,arbitrariamente,68
7488,प्रविष्टियों,presentaciones,43
1041,कसम खाई,juré,97
10502,राज्यमंत्री,mos,21
2773,मिलने,chorrito,83
10583,सोल,seúl,38
903,दोगुना,doblemente,97
13527,प्रौद्योगिकी,tecnología,12
5831,एयूएफ,auf,71
14338,देखा,visto,11
10357,अर्मेनियाई,armenio,38
8293,उमंग,entusiasmo,55
8584,पासाडेना,pasadena,53
5424,अमोरी,emorio,74
5854,इकरस,icarus,71
13410,सताना,harry,12
13872,क्योंकि,porque,7
853,किलकेनी,de kilkenny,98
6424,राज-हंस,tonelero,68
1983,रटर,rutter,92
9767,पौधों,plantas,15
7167,कैरिओका,carioca,62
14081,समाचार,noticias,11
1600,डायनेमो,dinámico,52
12761,लंबे बाल,pelo largo,21
2178,अविवादास्पद,incontrovertido,89
12482,जनतंत्र,democracia,23
5609,गाली देना,gies,69
5374,हुला,hula,74
6081,लेक्रस,lex,70
5133,ज़ुलु,zulú,75
14391,सितम्बर,septiembre,6
3120,शटर,obturador,76
5140,वीडियोटाइप,filmar con una videocámara,63
12812,स्पर्श,tocar,17
8324,पाइपलाइन,conducto,55
10158,रेस्टोरेंट,restaurante,36
8451,प्रदर्शनकारी,manifestantes,52
5989,बर्र,barr,57
10498,फिर से लिखा,reescrito,39
12755,दक्षिण पश्चिम,sur oeste,21
11483,समयांतराल,duración,31
8756,तुरही,trompeta,49
7523,गोलों का अंतर,g dif,61
2348,नहीं करना चाहिए,no debería,90
9891,छुट्टियां,días festivos,26
6319,चरमपंथी,extremista,56
3559,आशावादी,optimista,79
6820,अर्ध मासिक,semi mensual,65
9120,पिन,alfiler,39
11316,कंधा,hombro,30
6948,आकाशवाणी,oráculo,64
6739,मानाती,manatí,65
13536,केंसास,kansas,13
706,बचाए,a flote,98
8435,हत्यारों,asesinos,33
6883,ओडिसियस,odiseo,65
14280,कह रहा,dicho,8
8026,पनबिजली,hidroelectricidad,53
12090,नेतृत्व,liderazgo,27
6534,सोफ़ा,sofá,63
9277,उत्पत्ति,génesis,48
12763,वॉन,von,21
9178,रवाना हुए,navegado,29
1240,टीजी,tg,95
9626,वेश्यावृत्ति,prostitución,41
1185,नियासिन,niacina,96
3777,विरल,escaso,67
4410,पीकेटी,pkt,80
12134,पीड़ित,víctimas,22
1271,लालची,avaro,95
11126,स्नीकी,furtivo,35
5893,बाहर निकलने देना,respiradero,61
13640,अनुत्तीर्ण होना,ha fallado,10
1055,खोजकर्ताओं,descubridores,71
8971,अकेलापन,soledad,51
11982,टटोलना,buscar a tientas,21
9119,प्रबलित,reforzado,32
5291,स्काउस,de liverpool,75
7959,एक रचना,una pieza,58
6348,कोबाल्ट,cobalto,68
11441,मार्गों,rutas,15
10092,सोलोमन,salomón,42
11852,चूसना,chupar,22
7058,येन,yen,63
7815,फॉल्कनर,faulkner,59
14132,जोड़ना,suma,6
4412,टैंटलम,tantalio,80
3927,रोलैंडो,rolando,83
2845,चाउ,chou,88
8447,बुलेवार,bulevar,54
898,सुन्न,insensible,90
8810,पोल,pol,52
4995,स्फेनिक,esfénico,77
8459,ख़ज़ाना,tesorería,54
9565,बेट्टी,betty,46
13737,जो,josé,12
14513,टिप्पणियाँ,notas,6
8056,चूहों,ratones,57
13788,विश्लेषण,análisis,11
10856,कैंडी,caramelo,37
11959,वर्मी,armadillo,28
2691,टेलफोर्ड,telford,89
3765,डुरियन,durian,84
11380,खड़ा,vertical,29
9959,गारफील्ड,guirfield,43
10589,ठंढ,escarcha,38
52,दिल की धड़कन,latido del corazón,99
1764,अवरोधक,bloqueador,83
13804,था,era,5
6248,गिरोह,camarilla,65
4466,नेहरू,nehru,80
7681,शौर्यशास्त्र,heráldica,60
5796,गृहिणियों,amas de casa,72
14367,छवि,imagen,6
13154,छात्रों,estudiantes,12
11520,डार्विन,darwin,30
7667,चुंग,chung,60
5938,वेरोनिकास,veronicas,57
7014,नवाचार,innovación,43
14468,चाहता हे,quiere,5
8553,फिरनेवाला,circulatorio,54
7335,बुज़ुर्ग,anciano,62
5083,चीज़केक,tarta de queso,75
1169,उप-प्रकार,subtipo,92
7221,परख,libertad condicional,61
14251,एक बार,una vez,9
14376,प्रबंधकों,gerentes,9
7,कर्बोनाईट,carbonita,100
7996,कैम्डेन,camden,58
1749,व्यूह,falange,92
8733,निशानेबाज़,arquero,52
4168,सिरका,vinagre,82
14164,बनाता है,marcas,5
12265,मार्शल,marshall,21
7195,एथेना,atenea,62
10054,स्पघेटी,espaguetis,42
5624,बाट,baht,73
7812,स्मिथर्स,herrería,59
3878,अंग्रेज़,inglés,83
6693,डेला,della,66
3780,बिगड़ी,deteriorado,61
2465,दूल्हा,acicalar,75
4262,ऊसन्धि,ingle,81
6220,एक प्रकार का दस्ताना,guante,67
7495,बल्बोआ,balboa,61
3980,साथ लगा हुआ,contiguo,81
7617,मोटे,graso,60
4787,वुडबरी,woodbury,78
9620,खटास,espiga,46
2143,एएमटी,amt,92
12935,शासक,duque,18
210,ईसाई,maronita,100
10973,मेडागास्कर,madagascar,36
9449,डोम,dom,47
271,हवाई मार्ग,ruta aérea,99
3124,हैब्सबर्ग,habsburgo,87
6940,फैक्स,fax,62
11171,एंगस,angus,35
11585,तापमान,temperatura,24
5000,बहुभुज,polígono,67
7087,शर्लक,sherlock,63
12203,उदारवादी,liberal,16
10958,अवशेष,remanentes,30
12933,हेवन,refugio,19
4974,मदरबोर्ड,tarjeta madre,77
2784,टाइमर,temporizador,64
2088,डेबुसे,debusto,92
12387,ईपी,ep,24
2378,ब्रेसलेट,pulsera,85
3477,सहयोगियों,colaboradores,18
370,सिंगुलर,cingular,100
2939,गंदे,de mierda,84
13266,यूनानी,griego,15
6867,तिरस्कार,desdén,62
382,हिलक्रेस्ट,hillcrest,100
9001,ऋण,préstamo,40
3600,चिंतित,ansioso,85
8192,स्ट्रीमर्स,serpentinas,48
14478,विश्लेषक,analista,45
5477,अंगविक्षेप,mímica,72
589,स्कीट,tiro al plato,96
621,टेनिसन,tennyson,99
12791,लैरी,larry,20
9462,ग्रीनविच,greenwich,47
12335,ऐस,as,22
6109,अलास्टर,alastor,70
3689,कोई बात नहीं,no importa,84
7329,सीमाबद्ध,confinado,48
5053,बस्क,vasco,73
3542,जूते,calzado,85
365,अफ्रीका का लंगूर,macaco,99
1580,बंजारा,nómada,77
1647,सममित,simétrico,82
2667,कुलीनतंत्र,oligarquía,88
10690,डरावनी,horror,37
4710,पशुवर्ग,fauna,78
11904,बारहवें,duodécimo,28
8142,विभिन्न,variado,20
3742,मंगोलियन,mongol,83
8795,गुर्दा,riñón,50
7183,गुलबहार,margarita,62
13352,समिति,comité,14
5484,सुपरमार्केट,supermercados,59
3199,सेलेस्टे,celeste,87
13363,लेबनान,líbano,15
8531,सुलतान,sultán,51
3868,अनसुलझे,irresoluto,83
10458,आपत्ति,objeción,12
5495,प्रकाशस्तम्भ,faros,74
13531,पहाड़ी,colina,12
13476,सीधा,derecho,13
10413,तीखा,afilado,39
12142,पलायन,escapar,21
549,चमत्कारपूर्ण,milagroso,83
5342,चिरस्थायी,perenne,72
2361,मकबरा,mausoleo,90
7689,इरोक्वाइप्स,iroquis,60
4096,रक्ताल्पता,anemia,82
4454,वाष्पीकरण,evaporación,63
1441,इब्रानी,arameo,95
10017,जोहानिस,johannes,43
10186,बिसहरिया,ántrax,41
11333,हड्डी,hueso,28
6941,अब्बा,abba,38
2380,क्रिप्टोग्राफी,criptografía,90
43,डायलन,discado,98
3175,चिल्ला,gritando,45
14403,जल्द ही,pronto,9
11325,सिग्मा,sigma,33
4520,तेरा,el e,79
10948,वारसा,varsovia,36
10787,मध्यकालीन,medieval,38
10667,वेक्टर,vector,37
8239,हिम मानव,monigote de nieve,56
13761,धरती,tierra,11
3182,कलंक,difuminar,74
11650,ले जाने,que lleva,11
1840,इसे रद्द कर दिया,rescindido,86
2743,हठधर्मिता,dogma,87
7025,रिक्तिकरण,agotamiento,48
1328,उदासीनता,apatía,95
2510,पाखण्ड,farsante,90
5503,जमा कर रखे,acumulado,62
3129,काफ्का,kafka,87
4691,कैसर,quásar,76
6926,रात का पहरेदार,charley,64
4709,समस्थिति,homeostasis,78
1417,अंडरवियर,ropa interior,95
7112,उम्म,umm,63
6151,रक्षात्मक,protector,10
4834,बिंदी,bindi,77
13774,देर,tarde,11
13860,कहते हैं,dice,8
1333,कदापि नहीं,nunca más,95
6689,स्वांग,ocultar,45
4620,बंदियों,detenidos,69
7553,बायोमास,biomasa,61
5682,चूची,pezón,67
12903,ओकलैंड,oakland,19
5759,जल्दी कीजिये,apurarse,66
13235,प्रयोग,uso,16
13818,नहीं,no,5
11263,टोपी,gorra,22
1203,मोच,esguince,69
459,टोमोग्राफी,tomografía,99
3304,विश्लेषणात्मक,analítico,66
4456,काटीज़ियन,cartesiano,80
955,वर्ग निकालना,cuadratura,97
11280,नए,estudiante de primer año,34
10460,रोमांस,romance,39
12010,जाम,mermelada,25
3553,कॉलिमा,colima,85
7042,प्रमाणीकरण,certificación,39
11213,एस्ट्रल,astral,34
8862,लाओस,laos,48
3468,श्रॉपशायर,shropshire,86
1700,निर्वासित,alejado,76
1410,सिसरौ,cicero,95
3006,पोस्ता,amapola,86
8037,बुद्धि,ingenio,22
1421,झबरा,lanudo,95
3204,ठीक करके नए जैसा बनाया गया,reformado,75
6822,वृषभ,tauro,65
12849,डब्ल्यूआर,organizar,20
770,निवारक,de precaución,98
4117,छुपा दिया,escondido,82
13524,गूंज,eco,13
847,एल्थिया,althea,98
7224,शा,sha,62
7135,जैसा दिखता है,se asemeja,38
7639,संपार्श्विक,colateral,59
7961,कैथी,cathy,58
6390,फिल्म,éxito de taquilla,65
11704,ग्लोब,globo,30
6661,हीमोफीलिया,hemofilia,66
9275,टीआर,tr,44
6930,गूदा,gachas,62
277,सेडान,sedanes,48
3713,स्टर्ट,sturt,84
11615,करोड़,cr,31
9131,आर्किमिडीज,arquímedes,49
944,बकबक,blabbering,95
8758,चुंबक,imán,35
3263,के पास,posee,19
5494,कमीने,hijo de puta,74
11880,बर्जर,berger,29
9299,अब्द,abd,48
5709,हेत्वाभास,falacia,62
13485,वोट,votar,10
5283,पेमब्रोक,pizcama,75
5528,फलियां,frijoles,33
1753,शीर्षबिंदु,cenit,92
5253,हेरा,hera,75
12400,साफ,limpio,19
5074,प्रदायक,proveedor,61
10007,होगन,hogán,43
411,सायनुरिक,cianúrico,99
6178,स्वाजीलैंड,swazilandia,69
3460,धुन,tonel,85
8029,जर्मा,jermante,57
4977,चौसर,chocer,77
12732,पूल,piscina,20
11987,हाइवे,carretera,24
1532,कीओवा,kiowa,95
3284,शरीयत,sharia,86
10079,कृषि,agrícola,28
2327,खान में काम करनेवाला,minero,36
3616,नीचे पहनने के कपड़े,prenda interior,76
6004,एनो,anno,70
13206,ठानना,determinar,9
8394,विश्लेषकों,analistas,45
9895,हाउवे,howe,44
11360,किसी न किसी तरह,de alguna manera,33
3851,नाकाम,frustrado,70
4583,गैंट,gant,79
12629,नाममात्र,nominalmente,10
8619,रसोईघर,cocina,40
7164,फिर से बनाना,reconstruir,47
5176,स्पैलिंग,spalding,75
13312,फ्रांसिस्को,francisco,15
6519,काठिन्य,esclerosis,67
1307,एक विशेष तत्त्व जिस का प्रभाव रेडियो पर पड़ता है,polonio,95
11901,इंच,pulgada,19
13361,नमूना,modelo,12
11763,ल्यूक,lucero,30
5570,व्हाइटी,persona blanca,73
11408,सलाहकार,consultivo,26
7226,रैफल्स,sorteo,62
12843,कड़ाही,sartén,20
2400,निष्पादक,ejecutor,88
4155,नाग,víbora,66
10721,कुर्सी,silla,33
9071,क्रोएशियाई,croata,50
1948,खु,khu,92
11716,जीएल,gl,30
11077,एक्सप्लोरर,explorador,23
6991,भगदड़,estampida,61
2852,आंत,intestino,61
1786,डैलमेशियन,dálmata,72
1429,यार,yer,95
12504,सीडी,discos compactos,23
4376,बिट,bitte,80
5119,सीन,jábega,76
3946,कमीनों,bastardos,53
13137,ओरेगन,oregón,17
12954,चांदी,plata,18
7974,नोक,punta de flecha,58
2372,मेलबॉक्स,buzón,88
6460,बहुतायत,en abundancia,67
8181,रॉधम,rodham,56
14497,पढ़ना,leer,5
3925,गु,gu,83
2587,इनसाइट्स,perspectivas,45
1527,बौना,pigmeo,88
10316,कैश,cache,37
7831,एक प्रकार का बत्तक-सदृश नाक से पशु,ornitorrinco,59
5527,ब्रेस्ट,brest,73
11972,पथ,sendero,27
13105,शुद्ध,preciso,15
1019,हवाई पट्टी,pista de aterrizaje,92
7836,विफलताओं,fallas,21
12805,उड़ना,mosca,12
7679,क्रोमोसाम,cromosoma,55
11104,धीरे - धीरे,gradualmente,32
2670,मैंगनीज,manganeso,89
2270,भीषण,horrendo,91
6350,अलोहा,aloha,68
1531,पूंजीपति,burguesía,95
2175,अपरिभाषित,indefinido,90
5302,कूपन,garra,71
13451,चलचित्र,película,12
660,में पढ़ता,asistir,14
12776,कवरेज,cobertura,20
5626,बीओएम,bom,73
12848,सिंड्रोम,síndrome,20
7951,अंत से पहले,penúltimo,58
5841,सिगार,cigarro,70
11151,कांगो,congo,35
8007,ऑस्ट्रेलियाई,australiano,50
12683,कीबोर्ड,teclados,20
12546,भुगतान करते हैं,pagar,20
8350,विचारधारा,ideología,42
6708,फ्रेंकस्टीन,frankenstein,66
5588,चरणबद्ध,fasado,24
14238,चीज़ें,cosas,8
10627,प्रकट करना,revelar,21
9553,ब्रसेल्स,bruselas,46
11806,सिंह,león,16
12787,केंट,kent,20
4049,प्रावरण,provechnes,82
11623,अरबों,árabes,12
4220,फोरेंसिक,forense,44
2050,वारहेड,cabeza armada,75
12005,अजीब,impar,24
9931,अत्याचार,tortura,38
7896,बिखर,destrozado,52
13532,इससे पहले,previamente,13
12447,नेल्सन,nelson,24
4042,शांति से,tranquilamente,82
10267,एयरवेज,vías aéreas,39
9425,सत्रह,diecisiete,47
9670,संश्लेषण,síntesis,45
8295,सैक्सोफोन,saxofón,55
809,अद्वितीय,sin par,98
11539,सूक्ष्म,sutil,31
13160,वैश्विक,global,15
7074,मोर्मोनों,los mormones,31
12870,धोखेबाज़,novato,18
14180,जुलाई,julio,6
14000,उपयोगकर्ता,usuario,5
10915,गी,soldado americano,36
2679,रॉसलिंड,rosalind,89
14183,दल,fiesta,9
2190,कॉम्पैग्नी,compagnidad,87
6219,मार्सेलो,marcello,69
8928,किमची,kimchi,51
730,कलाई का,de mano,98
3156,पुजारी,sacerdocio,87
90,व्यंग्य,enfisema,100
1191,इनहेलेशन,inhalación,72
4100,व्हाइटहॉल,whitehall,82
12246,केश,cabello,25
7909,टीएनटी,tnt,58
9438,जार,frasco,45
596,स्टेटसन,stetson,94
13466,संपूर्ण,en general,13
2018,पार्सल,paquete o empaquetar,85
5098,राजनयिक,diplomático,33
485,माल्थस,malthus,99
14392,पार्ट्स,partes,8
14070,दुनिया,mundo,7
5312,हलवाई की दुकान,confitería,75
9380,सोलिप्सिस्ट,solipsista,47
10768,बीज,semillas,12
11424,कैक्टस,cactus,33
9476,हैमबर्गर,hamburguesa,37
7528,शब्दकोष,glosario,60
3612,अर्थानुरणन,onomatopeya,85
14128,मार्च,marzo,5
5259,दयाहीन,implacable.despiadado,74
5584,थाली,plato,61
85,सपनों का समय,hora de soñar,100
7612,ग्रोवर,grover,60
8954,रोंडी,ronde,50
5109,अनिर्दिष्ट,no especificado,76
13371,पहाड़,montaña,12
8120,सॉफ्टबॉल,sofbol,56
607,पटकथा लेखक,guionista,99
9209,मोना,mona,49
6947,निष्ठा,lealtad,62
10585,सघन,compacto,36
13870,अधिकांश,mayoría,7
10712,कार्नेगी,carnegie,38
5233,खाता बही,libro mayor,75
5049,गुच्छे,mechones,74
1387,इंट्रा,intra,95
2177,मुर्गी,gallina,78
3888,नायलॉन,nylon,83
1098,आवाज,sirenas,70
13170,मार्गदर्शक,guía,14
3746,ड्रेगो,drago,84
13824,अधिक,más,5
12468,मोरिस,morris,23
4871,किलोवाट,kw,77
12569,जेट,chorros,19
9875,चूजा,polluelo,39
6281,दस्त,diarrea,69
3027,टोपाज़,topacio,88
11309,पेंगुइन,pingüino,23
6967,लौकिक,terrestre,63
4696,वीरता,valentía,78
11350,साझेदारी,camaradería,31
13722,विशेषाधिकार,privilegios,11
13585,जन्म,nacido,12
13023,बॉर्डर,frontera,16
4395,बन्दूक,arma de fuego,47
5691,टेस्टोस्टेरोन,testosterona,72
5631,पठनीयता,legibilidad,52
425,सुपरमारिन,supermarina,100
7976,अहंकार,ego,56
4497,ग्वाटेमेले,guatemalteco,77
10602,डायना,diana,38
462,विषम,contrastado,32
5673,मोडम,módem,69
13796,में,en,5
2875,साइडर,sidra,88
9953,बायरन,byron,43
1959,सिकुड़,encogido,92
12257,संदिग्ध व्यक्ति,sospechar,16
4159,गोधा,iguana,81
2553,पोलिनेशिया,polinesia,90
9242,युद्धविराम,armisticio,48
13373,स्कॉटलैंड,escocia,14
8051,एक्रॉन,akron,57
7073,अश्लील,pornográfico,62
11919,एएसटी,astucia,28
12365,मोती,perla,24
6499,अट्टिला,atila,67
11605,शैली,género,26
2660,सबसे अमीर,más rico,89
6188,क्र,sl,69
10374,महाद्वीप,continente,34
10663,बदला,venganza,38
8387,फ्लैंडर्स,flandes,55
9721,फ़ूजी,fuji,45
1765,बोनवेंचर,bonaventura,93
2682,फ्रैंकोफ़ोन,francófono,89
6163,पुनर्वास,rehabilitación,62
211,वलून,valón,100
5914,आधिक्य,superávit,71
8347,ओर्वेलियाई,orwelliano,55
4255,चंडावल,retaguardia,81
9408,अपतटीय,costa afuera,47
12874,कुश्ती,lucha,19
3088,ब्लेंडर,licuadora,87
7690,मूसलधार,torrencial,60
1299,एनोटेट,anotado,82
5026,होल्ला,holla,76
4196,न्यूरॉन,neurona,69
3799,खसरा,sarampión,84
7586,रसभरी,frambuesa,60
7838,आदत,hábito,45
3008,शैलीकृत,estilizado,87
8984,रंगरूट,recluta,23
10107,जनजातियों,tribus,29
11578,शराब,alcohol,27
8165,दलिया जैसा व्यंजन,cereal,54
8467,टीएन,tien,54
11052,दास,esclavo,29
973,कमिन्स,cummins,97
14505,पता,dirección,5
9679,हाथ - या,armadura,21
2786,कुशिंग,cushing,87
5866,बगुले,tubero,71
11767,चोट,dañar,12
9551,दलाई,dalai,46
12460,विल्टन,wilton,23
12893,कठिन,difícil,19
6586,श्रमशक्ति,mano de obra,67
8357,सोलहवीं,decimosexto,55
3502,कला,kala,85
9349,सिसिली,sicilia,48
3106,काइल,kiel,87
5039,पोलियो,poliomielitis,76
1666,ओबाउ,oboe,92
7821,साज़िश,cábala,57
2203,बातचीत करना,consorte,88
13093,अर्जेंटीना,argentina,17
10880,क,wh,37
3437,देगास,degas,86
13803,होना,ser,5
1113,एक प्रकार का तोता,guacamayo,95
928,विस्मुट,bismuto,97
10857,ढह,colapsado,23
2011,निराश,decepcionar,30
6165,जनसंख्या,superpoblación,68
14363,रॉबर्ट,robert,11
1129,ओका,oka,95
2766,दासत्व,servidumbre,88
3822,कशीदाकारी,bordado,81
10492,शाह,cha,39
12249,केप,capa,25
322,शेख़ीबाज़,bravucón,97
11935,भौतिक विज्ञान,física,7
8594,इंग्लैंड के अमीरों की एक पदवी,marqués,53
4720,एमट्रैक,amtrak,78
4989,एरिका,erika,77
4865,प्रायद्वीप-संबंधी,peninsular,78
8450,आत्मकथा,autobiografía,53
5733,चिया,chia,72
1376,ट्रीना,trina,95
8442,अपरिपक्व,inmaduro,52
6279,बेलोरूसि,bielusiano,69
8273,आदिवासी,aborigen,44
8647,क्रसटेशियन,crustáceo,52
5816,बचा जाता है,evita,6
4031,कुकीज़,galletas,23
8349,लैंग्ले,langley,55
12095,गठबंधन,coalición,26
13840,मैं,i,5
1318,चौकियां,piquetes,53
702,मुलायम भोजन,golosina,87
4087,किरायेदारों,inquilinos,60
9653,उड़ा,estropeado,46
10739,रिचर्डसन,richardson,38
953,पंखुड़ियों,pétalos,89
1792,परिसरों,campus,93
1900,कूबड़,joroba,86
1476,ट्रैम्पोलिन,trampolín,90
2264,गुफाओं का आदमी,cavernícola,91
12056,स्यूडोमोनास,pseudomonas,27
3421,कोवलेंट,covalente,85
12631,धूसर,gris,21
7533,ऊन,lana,61
5278,यूएनसी,unc,75
12326,श्रेणी,clasificación,7
12580,भाषण,habla,21
8004,लंगर गाह,anclaje,58
11237,जनरल,generoso,34
8741,रीमिक्स,remix,41
13075,नाजुक,crítico,11
13058,आता हे,llega,7
9697,उफौ,ovni,43
6068,इस बात पर जोर,insistir,26
5928,बोलोग्ना,bologna,71
3276,गले लगा लिया,abrazado,61
4138,सर्वशक्तिमान,todopoderoso,82
10511,तरल,líquido,36
6030,कांत,kant,70
9122,आइवी लता,hiedra,48
4971,बुलीमिया,bulimia,77
4181,ईओण का,iónico,82
14048,फ़ाइलें,archivos,6
2420,योजनाकारों,planificadores,81
10488,आंशिक रूप में,parcialmente,39
3492,जौ,cebada,85
11083,सोच - विचार,consideración,20
12728,गाड़ीवान,carretero,21
13924,ख़िलाफ़,contra,7
6360,वांकर,gilipollas,68
11306,अर्जुन,arjun,34
5948,हनोई,hanoi,71
11968,डिज्नी,disney,28
10147,बनाए रखना,conservar,24
9495,खगोल विज्ञानी,astrónomo,29
12574,मूर,moore,22
10943,डिग्री,grados,22
7458,यवसुरा,cerveza inglesa,57
13066,चोट खाया हुआ,herido,17
13074,प्रयोगशाला,laboratorio,17
1399,शक्ति,potencia,95
5338,स्थानिक,espacial,73
8321,सिस्टिक,cístico,55
5971,बिदाई,despedida,69
10924,एमी,amy,34
9378,यातना,purgatorio,48
1685,शिश्न,falo,94
8318,अंडरवुड,underwood,55
3180,एमएफडी,mfd,87
13952,भाग,parte,8
1555,पेशीशोषी,amiotrófico,95
5173,आराम,ocio,73
9413,आम,mango,47
4943,शरारत,travesura,76
10269,कुरूप,feo,38
10676,अभिभावक,guardián,37
10832,अवलोकन,visión de conjunto,37
14217,दोबारा,de nuevo,5
14062,उदाहरण,ejemplo,10
1819,स्की डू,skidoo,92
13505,मध्यस्थता करना,arbitraje,13
2698,लाइमीन,limoneno,88
8576,आभारी,agradecido,48
11268,पारगमन,tránsito,21
4191,स्पिनरों,hilanderos,53
11371,अधीनस्थ सैन्य,alistado,28
14144,बाजार,mercados,12
13011,गरीब,pobre,18
7433,डिव,div,62
10977,खुरदुरा,áspero,34
11790,इंटर,enterrar,29
11597,ग्लासगो,glasgow,31
11264,सेमीफ़ाइनल,semifinales,27
2406,सामाजिक सिद्धान्तों के विस्र्द्ध,antisocial,90
12338,इलेक्ट्रोनिक,electrónico,19
7748,तुम,tumbar,59
2042,सूड,sud,90
11507,मिलीग्राम,mg,32
9840,बहुवचन,plural,40
3183,चाल,ardid,87
4687,अंकुश लगाने,bordillo,67
1235,बी.एम.,bm,95
6780,पंचों का सरदार,capataz,65
6985,पिका,pika,64
9776,साइकेडेलिक,psicodélico,42
7594,दादा,abuelo,59
12027,भाप,vapor,27
7121,विंसलो,winslow,63
13930,दौरान,durante,7
14327,डी,d,7
14504,रन,carreras,7
5967,आर्गन,argón,70
9003,वाहवाही,bravo,50
14386,कार्ड,tarjeta,12
175,महावारी पूर्व,premenstrual,100
280,बोगी,carretón,91
4927,मिलीबार,milibares,73
2866,स्पीयर,spero,88
5284,यॉर्कर,yorker,65
14227,वापस करना,devolver,9
5937,जॉर्ज,garganta,52
3131,जंभाई,bostezo,84
563,रूले,ruleta,98
4039,निर्मल,inmaculado,82
11388,ट्रूमैन,truman,33
856,ऊदल,udal,98
507,एआरएक्स,arx,99
11269,माल्टा,malta,34
12214,सुधार,correcciones,8
14186,लिया,tomado,8
2658,जनमत-संग्रह,plebiscito,88
141,रीस,reis,79
2067,रेती,isla pequeña,91
14425,कभी,alguna vez,11
11343,पोस्ट,volver a publicar,33
14397,आग,fuego,10
6836,बैंक नोट,billetes,35
12711,बस,autobús,19
5309,धावक,velocista,58
7749,नाओमी,naomi,59
5235,शिह,shih,75
3555,मस्कट,moscatel,85
69,मौलवियों,clérigos,67
14377,गली,calle,10
11882,स्टैनफोर्ड,stanford,28
3206,कौतुहल,suspenso,30
10099,पीटर्सबर्ग,petersburgo,42
12856,एजेंसी,agencia,16
12887,लुइसियाना,luisiana,19
7928,नाब्युला,nebulosa,56
9006,कोवेंट्री,coventry,50
12004,स्तरों,niveles,11
8927,नाविक,marinero,38
695,अराद,arad,98
7438,ग्यूसेप,giuseppe,62
13797,के लिए,para,5
7173,बीस,bis,40
7545,कुंभ राशि,acuario,61
9344,लॉन,césped,47
12371,हारून,aaron,24
1797,स्मृतिलोप,amnesia,93
13891,बनाना,hacer,5
2648,माइटोकांड्रिया,mitocondrio,89
1834,मकरकर,escarbador de vidas ajenas,90
11961,बीओओटी,bota,24
7316,पशुओं का चारा,esternón,62
6271,चपेट में,vulnerable,62
9507,संदिग्ध,dudoso,47
12022,इंकार किया,denegado,21
4866,सवारों,jinetes,78
11182,स्टीपलचेज़,carrera de obstáculos,35
12455,इंजीनियर,ingeniero,7
5852,सहने,tol,71
12218,सारा,sarah,26
3509,मीका,micah,85
3659,नोस्ट्रम,panacea,84
7972,पोल्क,polk,58
3172,ध्यान भंग,distraído,50
11258,सूअर,cerdo,28
9759,वार्ता,diálogo,43
6257,सामान,equipaje,68
12672,बारह,doce,21
11183,विक्टोरियन,victoriano,34
8422,अप्रत्याशित,inesperado,54
2763,विधियों,estatutos,60
6417,धारणाधिकार,derecho de retención,67
7883,व्यावसायिक रूप से,comercialmente,9
10320,सीमाएं,límites,8
9417,रुकना,reaves,47
13465,हाथ,mano,11
10661,सबसे पुराने,más antiguo,38
5652,आतशी,ígneo,72
8055,कल्टर,cuchilla,57
6501,जेरिको,jericó,67
7714,खेत मेँ,infield,15
4245,ईवर,ever,81
1614,मोटेल,motel,87
9319,समर्थन,endosar,30
13937,बहुत,muy,8
12485,कम किया हुआ,reducido,16
9613,न्यू जर्सी,nueva jersey,46
2597,पाठकों,número de lectores,89
12729,सवार,jinete,15
9466,नियगारा,niágara,47
11533,जिज्ञासु,curioso,31
14406,की ओर,hacia,12
13748,बेसबॉल,béisbol,12
2303,नीचे को झुकाव,desviación,59
2363,अलंड,elando,90
8237,कालंबिन,aguileña,55
6964,मुइर,muir,64
8848,सैंपि,sampi,51
2080,लहसुन,ajo,92
