ID,HINDI,DEUTSCH,INTERVAL
11075,इडाहो,idaho,35
13610,शब्द,wort,9
8139,फिसलने की क्रिया,schleudern,53
9072,इत्र,köln,50
3299,सिरिलिक,kyrillisch,86
7330,गार्ड,gardine,60
6785,एसिटल,acetyl,63
4192,बंदी प्रत्यक्षीकरण,habeas,81
8294,रौसेउ,rousseau,55
7318,सेसर,cesar,57
8542,संशोधनों,änderungen.,38
9590,मोहम्मद,md.,46
10271,चालक आदमी,wiesel,39
6836,बैंक नोट,banknoten,34
1395,कूले,coulee,94
5843,कस्र्न पत्थर,schmirgel,71
9862,त्रासदी,tragödie,41
11963,विरोधियों,gegner,21
11155,एडवेंचर्स,abenteuer,25
14330,काला,schwarz,10
7364,बिशप का,episkopal,61
4588,क्रांतिवृत्त,ekliptisch,78
4208,लूनी,losone,81
1756,सहपाठियों,klassenkameraden,83
7098,डिक्स,dix.,62
3186,वाग्मिता,beredsamkeit,77
4636,जंगली बत्तख़,stockente,77
4611,अयोग्यता,disqualifikation,74
8590,टाऊन,bubonic.,53
7206,क्वार्टर फाइनल,viertelfinale,62
6766,तीर्थयात्रियों,pilger,57
4031,कुकीज़,kekse,22
12813,एसी,ac.,20
13249,शाहराह,schnellstraße,16
12041,ताज़ा,frisch,26
5304,सिख धर्म,sikhismus,74
13547,सूत्र,formel,12
4959,मानव रहित,unbesonnen,76
380,एल्केन,alkane,95
9051,इच्छामृत्यु,euthanasie,50
8488,भूस्खलन,erdrutsch,40
504,आर्किटेक्चर,architekturen,15
9140,क्रिसलर,chrysler,49
13702,विजेता,gewinner,10
8552,टंकण,typografisch,52
13929,रास्ता,weg,7
10715,पाने की कोशिश करना,streben,30
6265,पोशाक,kostüme,38
2351,एल्म,ulme,83
13756,चट्टान,felsen,11
426,घंटाघर,kirchturm,100
7712,कौर्वेट,korvette,58
4343,एनोह,enoch,80
521,सख़्त,aufgereiht,99
13015,अत्यधिक,höchst,18
8745,बाइबिल का,biblisch,52
619,ट्रैकर,tracker,89
13074,प्रयोगशाला,labor,17
4448,जोसफिन,josephine,79
10151,मंदी,rezession,38
2500,चैपरल,chaparral,88
9161,रात बिताने का स्थान,pennen,48
8809,पोल्का,polka,51
8567,यहूदी बस्ती,ghetto,50
8666,पठार,plateau,51
5419,अर्धसूत्रीविभाजन,meiose,73
2376,पता लगाना,ermitteln,78
12910,मापदंड,kriterium,19
7344,स्टेडिऑन,stadion,62
3633,धनुराशि,schütze,84
11555,कहावत,maxime,29
5700,गैज़्पाचो,gazpacho,72
133,ज़ांज़ीबार,sansibar,100
8145,भड़काऊ,entzündungslos,56
7317,मेडेलीन,madeleine,62
5370,परिवर्तनशील,flüchtig,66
8869,कुख्यात,berüchtigt,47
12731,उत्तम,perfekt,20
10080,क्लिफ,cliff,39
11592,पुर्तगाली,portugiesisch,31
6727,टिन से मढ़नेवाला,basteln,62
4093,हाँलैंड देश के निवासी,holländer,82
8061,खाया,aß,56
12004,स्तरों,stufen,10
11953,अल्बर्टा,alberta,27
2621,सलाई,pfadfinder,83
5556,कुरकुरा,knackig,68
2180,पिकनिक,picknick,90
10434,जमीन के नीचे,unterdown,39
9859,भूल गई,vergessene,43
11451,जुड़वां,zwilling,20
3986,वेयरवोल्फ,werwolf,82
3798,महदी,mahdi,83
13527,प्रौद्योगिकी,technologie,12
10248,विरोधी,feindlich,30
946,ब्लेंहिएम,blenheim.,97
11818,के अतिरिक्त,neben,25
5356,शिव,shiva.,74
3522,ह्वान,hwan,85
5921,डोरिस,doris.,68
13509,प्लेऑफ्स,playoffs,10
14072,आदेश,befehl,8
7904,काटने का निशान,delle,55
4237,ताय,tae,81
10071,एलेन,ellen,42
4549,फ्रूटोज़,fruktose,79
17,कट्टरपंथियों,fanatik,62
3668,संदेहवाद,skepsis,53
3324,बॉलर,boller,86
4137,कक्षा,klassenzimmer,73
7,कर्बोनाईट,carbonit,100
4921,सबसे गरम,am wärmsten,77
14143,खुला,offen,8
3459,रसीला,saftig,86
7401,मोटर वाहन,automotive,61
13469,अनुमति,ermöglichen,9
9633,स्तन,brust,40
13612,जाल,netz,12
5896,तट,waterfront,71
11277,बीन बजानेवाला,harper,32
3091,नाथब्रियन,northumbrian.,87
12067,खंभे,säulen,26
6962,अखरोट,nussbaum,62
7382,निराशा होती,frustrierend,6
11163,सभ्यता,zivilisation,11
10172,तोता,papagei,40
5182,विकासवादी,evolutionär,75
9605,सवारी डिब्बा,wagen,42
10391,कूद,springen,8
758,बुरबैंक,burbank,98
12029,पर प्रतिबंध लगाता है,verbietet.,15
13521,पुरस्कार,vergeben,9
13765,जॉर्जिया,georgia,11
1492,अर्बाना,urbana,94
11702,ग़लत,ungenau,29
9898,माल,ladung,43
8730,कारपोरल,ppl.,52
8873,डेमो,demo,43
10433,सोडियम,natrium,39
14414,नही सकता,kann nicht,10
6818,टेलिविजन का ब्राडकास्ट कारना,telekast,56
14423,पेश किया,vorgeführt,10
6599,नस्ल,züchten,43
5537,शयनकक्ष,schlafzimmer,70
14244,मतलब,bedeutet,8
6433,सफाई वाला,reiniger,63
847,एल्थिया,althea,98
11138,यूजीन,eugene,32
7335,बुज़ुर्ग,alten,62
4405,गुप्तता,geheimhaltung,80
1327,निरक्षर,analphabet,92
5573,टोपोलॉजी,topologie,62
14222,पास में,nahe,9
11386,साटन,satori.,32
14377,गली,straße,10
3133,निपुण,abtrünnig,56
11370,दिल्ली,delhi,33
12264,कार्बन,kohlenstoff,23
13663,लुइस,louis,12
4590,पथभ्रष्ट,fehlgeleitet.,77
11256,छल,trick,27
4990,जबड़े,backen,57
7629,अमिश,amish,60
2470,विकृति विज्ञान,pathologie,77
509,तिथि नहीं डाला,undatiert,99
5014,मालिश,massage,75
2119,बेकर्सफील्ड,bakersfield.,92
1444,विशेषक,diakritiker,88
2037,एसएयू,sau.,92
12688,वर्तनी,dinkel,12
8716,अस्वीकरण,haftungsausschluss,18
13516,से मिलता जुलता,relevant,12
2274,अनुभव का हीनता,unerfahrenheit,91
11335,सौजन्य,höflichkeit,33
1078,कैलम,anrufen,96
10204,हैंडलिंग,handhabung,21
11730,इथियोपिया,äthiopien,29
2103,गैलप,gallup,92
2339,साईबोर्ग,cyborg,88
5998,के बराबर,gleichmäßig,70
8254,वायोलिन,geige,54
713,उछला,gesprung,98
3862,विनोदी,lustig,82
3627,मैजेंटा,magenta,84
10783,मांगना,suchend,23
2673,बहुलकीकरण,polymerisation,86
11947,ओपेरा,oper,22
13283,सिडनी,sydney.,15
3480,बीच,eingreifen,44
2467,तीर्थ यात्रा,pilgerfahrt,89
12708,ढालना,gießen,19
7319,झब्बे,randbereich,59
13077,इनिंग,inning,12
13394,क्रांति,revolution,14
7346,हीलियम,helium,62
2463,कोसने,bashing,50
296,लीटी,lethe.,100
13578,भूतकाल,vergangenheit,11
14356,सूत्रों का कहना है,quellen,6
13208,रे,strahl,15
9081,तंजानिया,tansania,49
7659,विस्मरण,vergessenheit,60
1877,जाग्रत,aufwachen.,26
3752,विचरनेवाला,wanderer,81
12701,प्रसन्न,froh,21
13044,महत्व,bedeutung,10
7931,नारियल,kokosnuss,57
10770,टसेपेल्लिन,zeppelin,37
11542,मोरक्को,marokko,31
10517,साहित्यिक,literarisch,38
13899,अधिकता,viel,8
8924,छोटी हिरन,rogen,49
6833,कगार,verspüren,61
232,defied,abgewiesen,72
9596,अल्युमीनियम,aluminium,46
11474,पीना,trinken,24
3476,डाइफॉस्फेट,diphosphat,85
13802,साथ,mit,5
1835,तलरूप,topographie,93
10254,हैलिफ़ैक्स,halifax,40
11427,बहन,schwester,27
2314,आनन्द करे,jubeln,85
7734,चमड़ा,leder,59
8840,विराम चिह्न,interpunktion,47
14223,बनाएं,erstellen,5
4148,रोड्रुनर,roadrunner,73
8878,नि:,bono.,51
4709,समस्थिति,homöostase,78
8027,इसाबेल,isabel,57
6621,झाड़ी में आग लगी,buschfeuer,53
12702,पुनर्लेखन,umschreiben,17
2134,लांसडाउन,lansdowne.,92
6417,धारणाधिकार,pfandrecht,66
11200,अव्यवस्था,chaos,32
10702,बैरल,fass,34
3426,टॉसन,towson,86
4788,हलास,halas,73
1183,नकली मक्खन,margarine,96
864,यूजीनिया,eugenien,97
13094,दा,da.,15
12310,वृद्धि,erhebt euch,19
13113,सागरतट,strand,16
11847,प्रतिद्वंद्वी,rivale,22
6426,गैरवरीय,uneinzweilig,67
3106,काइल,kiel,87
7326,रीसेट,zurücksetzen,58
8652,राँभना,muhen,52
4436,गैलन,gallone,61
2432,सूटकेस,koffer,86
959,वीरता,tapferkeit,97
8283,फाइब्रोसिस,fibrose.,55
12862,जंगली,wild,19
5797,सेमीकंडक्टर,halbleiter,67
4288,विख्यात मन,mastermind.,69
6651,आउटलेट,auslauf,45
1,पिपरिडाइन,piperidin,100
6579,किप्पुर,kippur,66
10277,बौद्धिक,intellektuell,37
4104,eniac,erajac.,82
8936,निरीक्षक,inspektor,43
911,गुर्गे,henchmen,97
10948,वारसा,warschau,36
14008,जब तक,bis,9
4669,हेल्लर,heller,78
4098,पुनरावर्तन,rückblick,78
4187,ब्लेकबेर्द,amsel,80
6826,क्षमा करें,begnadigung,60
12112,कुवैट,kuwait,26
10993,बपतिस्मा-दाता,baptist,35
3180,एमएफडी,mfd.,87
5018,प्राकृतिक वास,lebensraum,75
1004,स्वोर्डफ़िश,schwertfisch,97
4252,जोंक,blutegel,80
14472,जेम्स,james,9
7429,धारा,stereln,61
10052,रबर,gummi,41
11749,शुद्धता,richtigkeit,29
11852,चूसना,saugen,21
9677,रोड्स,rhodes,45
8608,शिया,shia.,53
9626,वेश्यावृत्ति,prostitution,41
8091,पासो,paso,56
2627,राल,harz,78
4071,मेलाटोनिन,melatonin,82
6202,जर्मेन,germain,68
9133,बैले,ballett,49
10757,नाप,messgerät,36
8987,टाइपो,tippfehler,30
12979,तरह,sortieren,15
1728,बीती बातों की जांच,retrospekte,62
7526,डुबकी,tauchen,37
5707,मनोविश्लेषक,psycho,71
13285,सातवीं,siebte,15
10516,पहले से न सोचा,ahnungslos,38
3540,अध्यादेश,edikt,81
1248,नेपथ्य,hinter den kulissen,95
167,टाइगोन,tigon,100
12565,साबित करना,beweisen,14
11635,अस्पष्ट,unklar,30
2306,झाड़ू,besen,88
6264,इष्टतम,optimum,68
13584,आकार,größe,12
6891,भौंकना,kläffen,64
4796,युगल,duett,71
10115,पैरा,para,40
10177,सीमाओं,grenzen,28
7902,हरा रंग,verkräfte,57
662,यूल,jule,98
9166,भेदभाव,diskriminierung,44
3934,बेड़सा,bertha.,82
6593,गंदी बस्ती,slum,63
2482,लैवेंडर,lavendel,90
3259,अधिकता से,übermäßig,31
8194,सुइस,suisse,56
10717,मक्खन,butter,37
5051,बोल,bol,76
11532,लाक्रोस,lacrosse,31
3988,कोशिका द्रव्य,zytoplasma,80
12440,ब्रूस,bruce.,23
8490,वामो,lf.,54
14099,देना,geben,7
13142,अंधेरा,dunkel,15
168,श्मित्ज़,schmitz,100
14062,उदाहरण,beispiel,10
5026,होल्ला,holla,76
10711,लिटाया,gelegentlich,38
7665,खबरदार,in acht nehmen,59
7067,अनियमित,irregulär,42
11268,पारगमन,transit,21
181,नालोक्सोन,naloxon.,100
9579,टैंगो,tango,46
9966,फिर शुरू करना,fortsetzen,28
6480,दिल का,kardisch,67
2021,फ्लोराइड,fluorid,79
12188,चोटी,grat,25
4936,परिएरा,pereira.,76
12364,मुरे,murray.,24
1779,शेरेटन,sheraton,93
13479,मोड़,wende,9
11538,व्यवस्थित,systematisch,26
6874,सिलेंडर,zylinder,39
4209,सिंथेटेस,synthetase,81
11613,काई,moos,30
11242,धूल में मिलना,legen,30
10347,पूर्णांकों,ganzzahlen,32
360,पुनर्जन्म का,regenerativ,100
13782,जापान,japan,11
13878,इसलिए,also,5
8133,कवि की उमंग,pegasus,56
4403,राज-प्रतिनिधि,regent,33
505,आशिकागा,sprengen,99
12751,एफएम,fm,20
2039,बैंकर,banker,82
7413,बखेरा,spangled,61
9346,घोषणा,proklamation,46
6352,लैम्ब्डा,lambda,68
8263,मद्रास,madras,55
7851,सज़ा,bestraft,47
1141,फिगो,figur,96
12995,मार्ग,allee,18
10105,पदार्थ,substanz,37
14247,बल,gewalt,7
8709,लल्लू,sonny,52
8420,मैग्नम,magnum,54
2878,बोगन,bogan,87
14490,चालू,gedreht,9
14268,माँग,nachfrage,19
11301,एफओ,fo.,33
5575,अवशोषण,absorption,71
14063,विभाग,abteilung,8
1331,जिब्ब्स,jammig,95
6652,चाक,kreide,63
1235,बी.एम.,bzw.,95
12201,लेफ्टिनेंट,leutnant,25
2430,अकॉर्डियन,akkordeon,90
10191,बेचैन,nervös,41
13585,जन्म,geboren,12
2569,ज्यूरी सदस्यों को,juroren,73
1720,वीजी,vg.,93
13405,रग्बी,rugby,14
1495,antidisestablishivismarism,antidissiekasablismentier.,94
6871,क्लोन,klon,36
7419,उपलब्धियों,errungenschaften,30
12131,उम्मीदवार,kandidat,19
1062,पर्यावरणवाद,umweltschutz,31
4806,भरवां,ausgestopft,66
3118,रिसाव,rigs,52
2604,बूलियन,boolean.,88
820,कासीनजन,karzinogen,86
3642,एक प्रकार का चूहा,bandicoot,84
7602,रीयूनियन,wiedervereinigung,58
5285,शिंटो,schintoismus,74
9609,व्यवहार करनेवाला,linme,46
2281,इनोसिटोल,inosit,91
4053,चित्रमय,bildlich,80
929,लाभ लें,hebelkraft,86
12640,काउंटर,schalter,20
14018,मौजूदा,aktuell,7
7501,यथार्थवाद,realismus,61
14321,भाषा,sprache,10
693,शिराज,shiraz,98
2582,एडीपी,adp,89
9103,पोटैशियम,kalium,49
9225,प्रदर्शित करता है,anzeigen,13
8463,अफ़ीम,opium,54
9088,विनाइल,vinyl,49
7442,दौड़ का मैदान,rennbahn,61
6251,साइनाइड,zyanid,68
1751,विवेकी,aufdringlich,91
5144,डिंबौषक,brüterei,75
9985,प्रलाप,delirium,42
10614,कंफेडेरशन,staatenbund,22
1927,मेथनॉल,methanol,92
1013,गौ,dominant,97
4489,हकलबेरी,huckleberry,79
13778,वेल्स,wales,11
3472,बैकफील्ड,backfield.,86
8208,भृंग,käfer,53
2811,एक प्रकार का मादक द्रव्य,beiwagen,88
3757,मज़बूत,robust,80
10061,हिन्दू धर्म,hinduismus,42
8082,ऊना,uneinheit,56
3536,कैरबिनिएरी,carabinieri.,85
1131,रहस्यमय,okkulte,70
216,घर का बना,hausgemacht,100
8456,प्यारा,niedlich,48
9219,बदमाश,gangster,46
9638,ब्रोंक्स,bronx,45
10953,कवर,abdeckung,8
9721,फ़ूजी,fuji,44
1560,घटाटोप,bedeckt,94
3224,ग़ैरफ़ौजीकरण,entmilitarisiert,83
9461,नोबेल,nobel,47
7229,काइनेटिक,kinetisch,57
7199,पोलिस वाला,polizist,62
7650,सेना को खाद्य पहुँचानेवाला अफ़सर,quartiermeister,59
9800,विटामिन,vitamin,42
13462,लिंकन,lincoln.,13
8236,भनभनाना,summen,54
12412,कनेक्टिकट,connecticut,24
12107,को नियंत्रित,kontrolliert,11
14295,अगले,folgen,5
10732,वेलिंग्टन,wellington,38
8921,डूब गया,versank,50
6713,अप्रसन्न,unzufrieden,63
2894,नृशंस,scheußlich,88
3311,जेलर,propst,86
9130,बहुत छोता,infinitesimal.,43
9351,बाली,bali,47
4341,ईसप,äsop,80
65,असफलताओं,rückschläge,72
3213,भरनेवाला,füllstoff,81
11501,साइप्रस,zypern,31
12810,स्विट्ज़रलैंड,schweiz,20
9446,बट,hintern,39
13684,हराना,schlagen,11
8847,राशि,tierkreis,51
13119,हजारों,tausende,13
9530,जिनेवा,genf,46
666,दोहराव,reprise.,63
12729,सवार,fahrer,15
7497,स्वैच्छिक,freiwillig,61
5332,एक्सल,achsen,45
10928,वार्ता,verhandlungen,25
9857,अधित्यका,hochland,31
4197,आइसोमर,isomer,67
12498,भाग्य,glück,23
6753,फीरोज़ा,beryll,64
441,प्रॉक्सीनस,proxenus,100
11552,लोगो,logos,10
1443,सेस्ट,mitten,94
9803,महत्वपूर्ण बात,vor allem,44
5315,होई,hoi.,74
7551,क्रूरता,grausamkeit,60
5235,शिह,shih.,75
2170,कौंसल,konsul,60
13013,फैशन,mode,16
2752,फूलों,blumen-,88
11293,कोलिज़ीम,kolossum,33
12707,पथरी,stein,18
12480,नकारात्मक,negativ,21
9903,इथेनॉल,ethanol,43
5610,मेनोनाइट,mennonite,72
10163,संवाद,kommunizieren,8
11472,यरूशलेम,jerusalem,32
6044,स्नेप,snape,70
2839,पोंट,pontieren,88
8080,टीला,hurst,56
9726,जन्म तिथि,dob.,44
11507,मिलीग्राम,mg.,31
9271,हेलमेट,helm,41
13004,उत्तरदायी,verantwortlich,11
7910,लैमबीयू,lambeau,58
8895,ठीक है,in ordung,51
13068,होंडुरस,honduras,17
11352,दशमलव,dezimal,29
8281,सियर्स,sears,53
9054,मंगोलिया,mongolei,50
10872,संकीर्ण,sich verengen,31
8435,हत्यारों,killer,32
759,डिओडोरेंट,deodorant,94
9001,ऋण,darlehen,40
10622,बर्टन,burton,38
10759,कैथेड्रल,kathedrale,37
6644,अकारण,unvernünftig,64
13571,विभिन्न,verschiedene,12
9207,हॉकिन्स,hawkins,48
11347,उपनाम,spitzname,25
7170,बेरकट,bearcat,52
12015,पर्यटन का,wanderung,26
6776,कल,morge,65
7935,विंगर,winger,44
12562,फिनलैंड,finnland,22
9618,होल्ली,stechpalme,45
5553,बुस्र्न्दी,burundi,73
9184,अनुरूप,analog,38
12902,भूल जाओ,vergessen,18
13239,ब्राज़िल,brasilien,16
10957,के छल्ले,ringe,17
6683,अंतर,unterscheiden,39
7640,असंगत,widersprüchlich,60
1262,विचलन,abweichungen,59
2960,छूट,konzession,63
5888,उल्का,meteor,66
11603,आभासी,virtuell,23
13411,पुल,brücke,12
9763,ओजोन,ozon,44
8189,आरआईईएल,riel,56
12036,सहयोग,zusammenarbeit,12
14115,बंद करना,schließen,10
9039,पुन: कथन,renatement,46
11233,द्वंद्वयुद्ध,duell,32
1735,सुधारना,beheben,65
7270,वर्गों,quadrate,14
10790,रगड़ा हुआ,veraltet,37
13501,मानक,standard,11
6525,इविंग,ewing,63
14370,की पेशकश की,angeboten,14
13133,बहस,debatte,14
8528,कैडिलैक,cadillac.,52
774,एफवी,fov,98
3498,प्रवीणता,kenntnisse,72
9843,संप्रभुता,souveränität,43
7361,सर्द,chillen,58
11251,बौना आदमी,zwerg,32
9566,ग्रैमी,grammy,46
7437,स्लोवाक,slowakisch,58
376,छद्म,pseudowissenschaften,100
4837,फ्रिज,kühlschrank,62
4743,इस प्रकार संशोधित,wiedereindringen,58
4814,आक्रमणकारियों,eindringlinge,30
7416,खारिज,zurückweisen,26
1807,ड्यूनी,dunne.,93
10255,घनत्व,dichte,40
6439,पॉव,pauschal,52
6696,असमर्थित,nicht unterstützt,63
7479,भ्रूण,fötus,61
6376,एवर्ट,evert,67
7589,गंदी जगह,entsorgen,41
4668,कुलीनता,adel,78
48,मेटी,matti,100
14241,सूची,liste,6
11920,मैनहट्टन,manhattan,28
14124,रिपोर्टों,berichte,5
7747,समापन,kulmination,38
9070,आरंगुटान,orang-utan.,49
4901,सुपर कंप्यूटर,supercomputer,75
12613,एएफडी,afd.,22
1302,धूप की कालिमा,sonnenbrand,93
10008,मध्याह्न,meridian,42
10862,गोलटेंडर,taltender,28
12497,हरकारा,läufer,18
3720,टामी,subbeachin.,84
12704,सीनेटरों,senatoren,13
6906,शर्करा,glucose,64
6102,क्लैम,muschel,68
11725,अनुसूचित जाति,sc,29
1435,प्लेसबो,placebo,94
4851,होल्स्टीन,holstein,77
13931,राज्य,zustand,6
11239,गद्य,prosa,34
1154,मॉर्फिन,morphin,61
8599,मल्टीमीडिया,multimedia,53
9503,यमन,jemen,46
7543,एचएम,hm,60
6660,असीसी,assisi,66
10886,सेना की टुकड़ी,ablösung,28
1145,कीटाणु-विज्ञान,mikrobiologie,93
7957,चंकी,klobig,57
7831,एक प्रकार का बत्तक-सदृश नाक से पशु,schnabeltier,58
14267,इमारत,gebäude,10
9464,युद्ध-काल,kriegszeit,47
8104,तस्वीरें,bilde,34
9992,छात्रवृत्ति,stipendium,41
11658,शेष,rest,30
3573,गाल,wange,72
5624,बाट,bälde,72
757,ग्वैन,gawain,98
7254,परतों,schichten,35
1588,सर्वाधिक,vorherrschend,73
11951,जनगणना,volkszählung,27
8984,रंगरूट,rekrutieren,22
12679,झुका हुआ,voreingenommen,20
13937,बहुत,sehr,8
3393,स्लोवेनियाई,slowenisch,86
3780,बिगड़ी,verschlechtert,60
5154,असंतुलित,unausgeglichen,75
3515,डिंगर,dinger,85
11644,हीरा,diamant,28
4390,पाली,poly,77
14133,ज़िंदगी,leben,10
546,अतिदेय,überfällig,99
6552,चिहुआहुआ,chihuahua.,66
6554,भूटान,bhutan.,66
11001,फ़े,feder,36
10813,वियना,wien,37
9252,मीट्रिक,metrisch,46
7835,नाराज हो,verärgert,29
13485,वोट,abstimmung,10
12868,नॉर्वे,norwegen,19
1745,लिआंग,liang.,93
11745,कपास,baumwolle,29
10994,डर्बी,derby,35
13811,है,hat,5
8642,स्टेफोर्ड,stafford,52
771,अपार,ordnen,98
3293,आदिवासियों,stammesmen,86
5355,फेन,phane,74
10752,ट्रिको,maillot.,37
11486,शेफील्ड,sheffield.,31
5679,सरसों,senf,71
13917,अध्यक्ष,präsident,10
7016,रीव्स,reeves,54
5016,ईसा मसीह का शत्रु,antichrist,75
3122,चोली,korsett,71
3105,घटक,zutat,68
11479,विधान मंडल,legislative,28
969,रसीद,kassenbon,72
13815,या,oder,5
2628,फांक,gespalten,88
2260,ग़ैरमुल्की,gringo,90
12753,खिड़कियाँ,windows,11
12092,निष्क्रिय,inaktiviert,25
8814,लकड़हारा,sawyer,51
13728,उद्धरण,zitat,10
4519,उग आया,überlauf,70
9524,जादू का,voodoo,46
7745,तहखाने,verlies,41
3098,रदेऊ,rodeo,87
11499,बैनर,banner,29
12160,अभियान का,expedition,26
4620,बंदियों,häftlinge,68
4772,इरासम्स,erasmus.,77
7262,स्टेला,stella,62
12404,रॉस,ross,24
9538,जनेरियो,janeiro.,46
5654,जिप्सी,zigeuner,66
197,सिपाहियों,sepoys,97
13428,पायाब,ford,13
13477,फ़िलाडेल्फ़िया,philadelphia,13
7376,मूल्यांकनकर्ताओं,beurteiler,61
10464,एग्जियां,aggien,36
5938,वेरोनिकास,veronicas,56
11331,बिल्ला,insignien,33
13271,रिले,relais,15
10724,एम सी,mc.,38
4025,गोली,tablette,66
5687,ब्रैंडीवाइन,brandywine,72
3918,गिदोन,gideon,83
8400,स्टार क्राफ्ट,sternen schiff,54
1139,मैं हूं,hoon.,96
425,सुपरमारिन,supermarine,100
1227,डामर,asphalt,94
2723,एसईडी,sed,82
4191,स्पिनरों,spinner,53
6751,सॉटर,sauter,65
13964,चार,vier,6
2544,असमतल,uneben,90
10430,फ्रांज,franz,39
13627,उचित,richtig,12
1650,जीवंत,beschwingt,94
14054,दिखाओ,zeigen,7
4675,आईबी,ib,78
7775,एंटोनी,antastisch,59
5663,अंतिम स्टेशन,terminus.,72
12695,बाढ़,flut,13
13043,अर्जित,verdient,13
4804,किसी का ध्यान नहीं,unbemerkt,71
6224,तिलचट्टा,kakerlake,68
14217,दोबारा,wieder,5
6167,ब्रगि,brigg,68
5865,एकजुट,unitarisch,58
10496,भवदीय,mit freundlichen grüßen,34
5358,स्टॉकर,stalker,69
9750,जीटा,zeta,44
13200,रानी,königin,14
9974,सेनेगल,senegal,43
5007,यूज़नेट,usenet,76
10802,पिज़्ज़ा,pizza,37
13732,कम,niedrig,11
3706,एडीई,ade,84
12984,ऑस्ट्रिया,österreich,18
5068,नीचे खींचना,pulldown.,76
13629,जैक,jack,12
8120,सॉफ्टबॉल,weicher ball,56
7349,आवंटन,zuweisung,26
12712,लोरेन,loren,21
8329,अपमानित,beleidigt,24
14229,घंटे,std.,8
11750,मिस्र के,ägyptisch,27
13924,ख़िलाफ़,gegen,7
6699,गोशाला का अधिकार,granger,65
4408,शिखर,scheitel,80
199,गर्ट्रूड,gertrude,100
7072,पुनः लोड करें,neu laden,51
3297,बाहर किया हुआ,verworfen,68
11444,कौलथार्ड,coulthard,32
9196,सिऔक्स,sioux,49
4872,लेटो,leto.,77
2301,शक,bezweifelt,18
2880,डेरा,lagerlich,72
6667,ताम,tam,63
4234,ट्वीड,tweed,80
13257,सावधानी से,sorgfältig,7
6027,बैग,taschen,35
8457,फ़्रिट्ज़,fritz,54
13660,हवाई जहाज,flugzeug,12
12914,रीडर,leser,9
250,प्रोग्रामर,programmierer,28
12496,एक्सडी,xd,23
601,सिना,sina,99
286,गिलियां,gillies,87
1341,फिलेमोन,philemon,95
3792,ट्यूरिंग,turnieren.,83
3282,पोलीमर्स,polymerase,86
2422,टुकड़ी,tittle,90
14023,अलग,anders,8
10369,बीजगणित,algebra,38
8511,निदान,abhilfe,47
7239,कन्फ्यूशीवाद,konfuzianismus,62
42,डील-डौल,statur,100
2551,जिप्सी का रोमांस,flamenco,90
9199,तारांकन,sternchen,46
13652,पूर्व का,östlich,12
3059,जोरदार,vehement,83
2051,दुर्ग,befestigung,63
13893,चाहिए,sollen,5
6679,संक्षिप्त रूपों,abkürzungen,39
12084,शांत,zusammengesetzt,21
12589,आर्मस्ट्रांग,armstrong,22
7195,एथेना,athene,62
13880,अनेक,viele,6
13653,इराक,irak,12
468,प्लरिबस,pluribus.,99
13029,अनोखा,einzigartig,17
1439,ठीक होना,heilen,55
2066,लौंडेबाज़ी,sodomie,92
13324,असहमत,nicht zustimmen,14
10654,खटखटाना,rap,32
13225,गिर गया,ist hingefallen,16
1009,अव्यवहारिक,unpraktisch,95
5184,फैब,futterform,75
10713,सुरंग,tunnel,34
13517,मुद्रित,gedruckt,10
7212,तौलना,wiegen,43
4370,सत्यता,authentizität,50
680,पुरातत्त्ववेत्ता,archäologe,88
14211,हफ्तों,wochen,8
9786,शब्दावली,terminologie,44
4834,बिंदी,bindi.,77
9983,बंधक,geisel,34
14417,सीमित,begrenzt,8
14328,नेतृत्व किया,led,10
10511,तरल,flüssigkeit,35
10134,पापुआ,papua,41
8382,दुखद,tragisch,49
13250,टिडली,in tiddly.,16
3891,कोर,korpel,83
6812,डायोड,diode,64
6489,संकोची,peinlich,44
8970,काफिले,konvoi,45
11945,ग्यारहवें,elfte,27
7959,एक रचना,ein stück,57
13057,इंक,inc.,17
569,केन्डो,kendo.,99
9994,पतला,dünn,41
10380,हिलेरी,hilame,36
12350,खड़ा है,stehen,11
4891,स्लेड,slade,77
6799,जत्था,charge,62
11830,शीर्षक,betitelt,8
2748,बुन्यान,bunyan,88
2118,निराशा,verzweifeln,87
9426,विशेषज्ञता,sachverstand,47
14121,निर्माण,herstellung,5
1912,स्नीया,snead,92
11822,पीछे रहो,zurück sein,28
9261,निम्नीकरण,degradierung,41
6046,ज़ार,zar,70
6999,चेस्टफ़ील्ड,chesterfield.,63
10127,awm,achtzeitig,41
13762,रात,nacht,11
5602,फ़ाइल का नाम,dateiname,71
3263,के पास,besitzt,19
6868,वनीला,vanille,64
11739,दायरा,umfang,28
7961,कैथी,cathy,57
1308,स्वामी,swami.,93
5103,पछताना,bereuen,75
9508,तेज़ी,wut,38
10920,वयस्क,erwachsene,32
979,एक्सकैलिबर,excalibur.,97
12153,बदला देना,erfüllen,14
3374,फंसाया,gerahmt,23
3347,गिलियन,gillian,86
1969,ज्ञान-मीमांसा,epistemologie,86
11032,कठोरता से,streng,35
5705,कथावाचक,erzähler,52
8774,फ्रायड,freud,51
9938,खिचड़ी भाषा का,kippen,42
12426,दूध,milch,23
5098,राजनयिक,diplomat,33
5492,हुक्के,huka,72
7510,डव,taube,57
1522,वैतरणी नदी,styx,94
