ID,RUSSIAN,HINDI,INTERVAL
6205,долей,ख़ैरात करना,68
10829,гуманитарный,मानवीय,38
8541,круги,हलकों,26
3467,шейла,शीला,86
1108,тилли,टिली,96
1170,пылающий,प्रज्वलन,49
1096,кошмары,बुरे सपने,58
8424,горасина,होरेस,55
2142,вакуол,रिक्तिका,92
13643,деревня,गाँव,12
9615,суммировать,संक्षेप,36
1647,симметричный,सममित,82
979,экскалибур,एक्सकैलिबर,97
1434,бодрствующий,जाग,92
10267,дыхательные пути,एयरवेज,40
13668,вошел,घुसा,10
2996,hotchkiss.,हॉचकिस,88
1116,солнечные часы,धूपघड़ी,92
13097,категории,श्रेणियाँ,6
7510,головки,डव,58
7800,пребывание,कार्यकाल,58
11592,португальский,पुर्तगाली,31
6902,сбой,क्रैश होने,16
9372,во-первых,पहले तो,48
6230,оправданный,विमुक्त,68
4356,дафна,daphne,81
13746,обработать,प्रक्रिया,10
13778,уэльс,वेल्स,11
13588,джонсон,जॉनसन,12
13464,генри,हेनरी,14
1739,звездный свет,तारों का,91
9128,байты,बाइट्स,44
8891,оперник,स्पेलर,52
9457,десятки,दसियों,10
4338,искусный,पहाड़ पर चढ़नेवाला,81
6562,атолл,एटोल,66
240,плевать,थूकना,26
3644,некоммерческий,ग़ैर-लाभकारी,85
2456,приготовленный,पकाया,23
11816,подделка,जालसाजी,27
9663,феминизм,नारीवाद,46
2400,исполнитель,निष्पादक,88
1177,nco.,एनसीओ,96
10790,устаревший,रगड़ा हुआ,38
5483,шиншилла,चिनचीला,74
2639,задуматься,बड़े आकार का,89
12710,дональд,डोनाल्ड,21
8145,воспалительный,भड़काऊ,57
7346,гелий,हीलियम,62
11540,взращивать,पोषक,31
7341,преподобный,श्रद्धेय,62
1600,динамонс,डायनेमो,53
7783,raaphael.,रफएल,60
3028,zapatero.,जापाटेरो,88
11238,арест,गिरफ़्तार करना,17
14105,исполнительный,कार्यकारिणी,18
4554,прометей,प्रोमेथियस,80
11194,разновидность,प्रजातियां,35
11467,тем самым,जिसके चलते,32
12637,программирование,प्रोग्रामिंग,11
5809,медалист,पदक विजेता,56
5084,воровство,चोरों,75
4247,деликат,टोट,79
3029,местоимение,सवर्नाम,77
2101,лагранжиана,लाग्रंगियन,92
857,метадон,मेथाडोन,97
14243,сделанный,हो गया,9
6309,архимедный,आर्किमिडीज़,69
6589,чрезмерный,पीछे छोड़ दिया,67
8715,играть в азартные игры,जुआ,39
10969,традиция,परंपरा,17
12538,потраченный,खर्च किया,23
1627,льна,फ्लेक्स,94
13572,структура,संरचना,12
4870,уменьшение,घटते,38
4948,веревки,रस्सियों,53
7862,не нравится,नापसन्द,51
2133,гейша,गीशा,91
9085,эспа,ईएसपी,50
7521,зомби,लाश,24
8075,губка,स्पंज,57
3536,карабиниер,कैरबिनिएरी,86
12785,делать ставку,बोली,18
12493,запланировано,की योजना बनाई,11
215,палл,कष्ट देना,100
11495,обезглавленный,नेतृत्वहीन,32
7710,срок действия,समाप्ति,60
4660,дейд,डेड,79
9037,требовательный,की मांग,19
6054,клевать,पत्थर फेंकना,69
12905,арканзас,अरकंसास,19
8475,преобразован,तब्दील,26
35,джиннетт,जीननेट,100
3706,ада,एडीई,84
8727,bt.,बीटी,53
6032,означаемый,अभिव्यंजना,43
12418,классифицировать,वर्गीकृत,22
9976,православный,रूढ़िवादी,43
9172,tulsa.,तुलसा,50
13333,разумно,यथोचित,6
11978,бенжамин,बिन्यामीन,28
1808,превышать,ओवररन,93
7610,wicca,विक्का,61
2786,подувана,कुशिंग,87
4862,статус,वैधानिक,78
1094,бутанол,butanol,96
11538,систематический,व्यवस्थित,27
12960,залив,खाड़ी,19
7066,вифлеем,बेतलेहेम,63
13819,были,थे,6
707,слона,स्लोन,98
818,совершенно,सर्वथा,98
12720,лошадь,घोड़ा,19
7478,коммандос,कमांडो,33
11927,семепер,सेम्पर,28
14263,т,टी,5
1059,энционер,लागू करने वाले के,27
9578,лотерея,लॉटरी,47
7098,дикс,डिक्स,63
667,слышно,सुनाई देने योग्य,94
869,артефакт,विरूपण साक्ष्य,59
4798,срезок,कतरना,27
7660,талия,कमर,54
12415,рассвет,भोर,24
2014,заманчиво,मोहक,64
4136,уполномоченный,अनिवार्य,38
10977,грубый,खुरदुरा,34
9051,эвтаназия,इच्छामृत्यु,51
8084,масонство,फ़्रीमासोंरी,57
12318,уолтер,वाल्टर,25
11625,аполлон,अपोलो,31
11876,вспоминать,फिर से,8
702,тидбит,मुलायम भोजन,88
5618,файф,मुरली,73
4039,безупречный,निर्मल,82
5148,хардтоп,हार्डटॉप,76
9700,пародия,हास्यानुकृति,38
7801,патриция,पेट्रीसिया,59
5757,прикручивать,पंगा लेना,38
1555,амиотрофический,पेशीशोषी,95
3647,jing.,जिंग,85
1451,остеология,ऑस्टियोलॉजी,95
13046,симпсон,सिम्पसन,18
13704,водить машину,चलाना,10
8879,сенека,सेनेका,52
11983,граждане,नागरिकों,23
110,дравидиан,द्रविड़,100
2474,торы,टोरी,56
12369,яблоко,सेब,23
12230,бедро,कूल्हा,25
7672,сосредоточение,स्नातकोत्तर,60
11763,упрямый,ल्यूक,30
13983,помощь,मदद,6
7581,убой,वध,54
5887,травма,सदमा,71
5421,раскол,फूट,74
4637,дистрофия,कुपोषण,79
9762,нокс,नॉक्स,45
7599,вкладыша,लाइनर,57
12831,афганистан,अफ़ग़ानिस्तान,20
7233,капиталист,पूंजीवादी,60
2402,психиатрия,मनश्चिकित्सा,90
10608,ганди,गांधी,39
12541,выходные дни,सप्ताहांत,22
9227,меза,मेसा,49
3665,лигаза,लिगेज,75
13270,социальное,सामाजिक,14
1379,нахуатл,nahuatl,95
7481,упор,उपशिक्षक,56
1556,французы,फ्रांसीसियों,95
13032,точно,बिल्कुल सही,18
2108,мицва,मिट्ज्वा,92
5482,arson,आगजनी,73
4462,отставать,पीछे रह जाना,70
13958,месяцы,महीने,10
10613,максвелла,मैक्सवेल,38
2576,подкуп,रिश्वत,90
10719,зрение,दृष्टि,31
8515,гаубиц,तोपों,31
9188,альт,अल्टो,46
9688,бургер,बर्गर,45
4801,пандора,भानुमती,77
328,блейзер,रंगीन जाकेट,49
1792,кампусы,परिसरों,93
9732,эдинбург,एडिनबरा,45
12565,доказывать,साबित करना,14
14073,возможный,संभव,7
14474,обучение,प्रशिक्षण,10
8676,контингент,आकस्मिक,38
4168,уксус,सिरका,82
13806,как,जैसा,5
11300,ментальный,मानसिक,30
2519,насыщенный,सबसे व्यस्त,90
13088,стена,दीवार,16
13998,услуга,सेवा,7
6918,третичный,तृतीयक,65
14505,адрес,पता,5
8586,разорванный,फटा हुआ,54
4002,маховица,तलाशी,82
1063,ультима,हद दर्जे का,96
1119,электролиз,इलेक्ट्रोलीज़,96
3874,ярлык,छोटा रास्ता,76
12075,реальность,असलियत,27
8925,ир,आईआर,47
2058,в порядке,दम,92
10003,откровенно,प्रत्यक्ष,43
12006,il.,इल,28
14320,источник,स्रोत,6
7856,нанкин,नानकिंग,59
14038,мистер,श्री,10
6286,йод,आयोडीन,69
2036,халто,अभिनंदन,92
544,диоксин,डाइअॉॉक्सिन,99
6941,abba,अब्बा,39
6200,лабиринт,भूल भुलैया,68
12123,потрясение,एसआर,27
11355,эдгар,एडगर,34
11451,близнец,जुड़वां,21
9493,молекула,अणु,43
8912,mk.,एमके,49
8116,жалкий,दयनीय,56
12193,несмотря ни на что,ध्यान दिए बगैर,26
11326,сжигание,जलता हुआ,19
4355,логически,तर्क में,24
8520,поставленный,उत्पन्न,38
4354,мак,मच,81
2912,закусочный,भोजन करनेवाला,86
5420,сонет,गाथा,67
10819,marco.,मार्को,38
14098,левый,बाएं,8
280,тележка,बोगी,91
8917,доу,डू,51
8026,гидроэлектричество,पनबिजली,53
6988,мяу,मियांउ,64
10154,ежемесячно,महीने के,42
11314,кто-нибудь,कोई भी हो,34
1481,антивирус,एंटीवायरस,95
2406,антисоциальный,सामाजिक सिद्धान्तों के विस्र्द्ध,90
8818,барабанщик,ढंढोरची,50
7568,где бы,जहां कहीं भी,61
14301,беспокойство,चिंता,9
13238,стэнли,स्टेनली,16
2371,reebok.,रिबॉक,90
1681,педиатрия,बच्चों की दवा करने की विद्या,92
12590,ислам,इसलाम,15
10527,незамедлительно,तत्काल,39
10086,кенгуру,कंगेरू,40
3281,бензоат,बेंजोएट,87
1415,героиня,नायिका,45
1349,рабочая станция,कार्य केंद्र,87
12190,брэндон,ब्रैंडन,26
12692,самуэль,शमूएल,22
10822,мэрилин,मर्लिन,38
13081,журнал,पत्रिका,17
10628,преподавание,शिक्षण,29
1891,хакеры,हैकर्स,40
7900,локоть,कोहनी,56
265,здравомыслие,मानसिक स्वास्थ्य,100
528,хайн,हेन,99
11963,противники,विरोधियों,22
9174,поздравляю,बधाई हो,42
13542,наносить удар,धरना,11
12241,пабло,पाब्लो,26
4315,сок,पौधों का रस,78
8631,ягненок,मेमना,50
8101,tiefrefer.,टाई ब्रेकर,57
7334,лек,नियंत्रण रेखा,62
8599,мультимедиа,मल्टीमीडिया,54
2559,гидрохлор,हाइड्रोक्लोरिक,90
4302,изоляция,इन्सुलेशन,65
12907,артур,आर्थर,19
2447,счастливый,गलती से,20
12923,кроме того,इसके अलावा,19
11783,представляет собой,प्रतिनिधित्व करता है,6
6495,правители,शासकों,49
1764,блокировщик,अवरोधक,83
11349,гость,अतिथि,28
12460,уилтон,विल्टन,24
8211,коперник,कोपरनिकस,57
11369,преданный,समर्पित,30
7491,межсетевой экран,फ़ायरवॉल,62
8661,груз,परिवहन,53
2539,мезозой,mesozoic,90
7404,запястье,कलाई,59
68,смело,निर्भीकता,100
10295,мятежник,बागी,27
2865,анжелика,एंजेलिका,88
8861,тиффани,टिफ़नी,52
13255,стол письменный,डेस्क,16
7996,камден,कैम्डेन,58
13680,кусочек,अंश,12
5921,дорис,डोरिस,69
477,посчет,मरणोत्तर,68
12780,куба,क्यूबा,21
5178,без остановки,बिना रुके,76
9644,значок,आइकन,36
3096,пунда,पुंटा,88
8388,новость,अखबारी कागज,55
8460,тысячелетия,सदियों,55
11505,заявление,आवेदन,20
10750,эфир,एली,38
1062,экологичность,पर्यावरणवाद,32
2671,евразия,यूरेशिया,89
9335,наполовину,आधे रास्ते,49
8881,палитер,पुलित्जर,52
8648,доверие,भरोसा,24
9314,беркли,बर्कले,49
4205,ретро,रेट्रो,81
5358,сталкер,स्टॉकर,70
10391,прыгать,कूद,8
252,парламенты,संसर्ग,17
8678,связывание,बंधन,46
8908,фанни,पिछाड़ी,52
11413,прокат,रोलिंग,18
8673,эстонский,एस्तोनियावासी,50
5899,антилопа,एंटीलोप,71
13004,ответственный,उत्तरदायी,11
1601,уточнение,खराद,94
6681,дураки,मूर्ख लोग,35
7988,сценарий,परिदृश्य,47
12175,жена,बीवी,26
5180,премии,प्रेम,76
6276,вузываться,विधिवत,69
7274,малярия,मलेरिया,62
7047,латиноаналь,लातीनी,61
13444,начало,शुरुआत,11
5088,руны,रून्स,39
11964,каннабис,कैनबिस,28
5305,модернист,आधुनिकतावादी,74
5295,сесть,सायन,75
893,воинственно,फ़ौजी की मदद से,97
6329,наветренно,विंडवार्ड,62
11219,бр,बीआर,35
11888,yahoo.,याहू,29
2556,диатома,डायटोम,87
11859,вегас,वेगास,27
4418,газель,एक प्रकार का हरिण,66
10405,rc.,आर सी,40
6269,углеводы,कार्बोहाइड्रेट,68
359,погрузчик,लोडर,95
11931,века,युग,12
9618,падуб,होल्ली,46
11767,вред,चोट,12
1811,rockaway,रॉक अवे,93
2343,двусторонний,द्विपक्षीय,89
8585,сенатор,सेन,54
12440,брюс,ब्रूस,24
1981,гербицид,शाक,89
2094,глицерин,ग्लिसरॉल,92
816,сундук,सनरे,98
6051,гуань,गुआन,70
11042,марлин,मार्लिन,29
3692,транскрипция,प्रतिलिपि,52
5962,восстанавливать,पुनः स्थापित करना,41
4066,полигамия,बहुविवाह,82
13440,что бы ни,जो भी हो,14
6735,сом,कैटफ़िश,66
6073,бирза,सन्टी,70
4394,монгольс,मंगोलों,53
6242,ведро,बाल्टी,65
3511,бальный зал,बॉलरूम,84
718,потурять,टुट,95
13211,янки,yankees,13
2876,хоя,होया,88
284,лей,लेई,100
8005,шлемы,ज़ोर से बंद करना,30
12805,летать,उड़ना,12
2412,шлюха,दो मस्तूलों का जहाज़,60
13566,сегодня,आज,12
13116,льюис,लेविस,17
7377,метамфетамин,methamphetamine,62
1412,тире,डैश,46
6343,проницательность,जलडमरूमध्य,41
7076,лаять,कुत्ते की भौंक,57
2853,фурье,फूरियर,88
4687,бордюр,अंकुश लगाने,67
7134,мимолет,ह्यूमुल,63
11586,риос,रियो,31
11509,статистика,आँकड़े,31
10937,сэнди,रेतीले,37
8254,скрипка,वायोलिन,55
12405,клен,मेपल,24
5072,китайский квартал,चीनाटौन,76
3775,навесной,मातृभाषा,84
7213,дочери,बेटियों,32
3904,сифака,सिफाका,83
8780,нелли,नेल्ली,52
8373,янтарь,अंबर,55
6710,беременная,गर्भवती,66
9701,выводы,निष्कर्ष,23
3537,грета,ग्रेटा,86
8243,простить,क्षमा करना,49
1777,ревность,डाह करना,90
8739,психологический,मनोवैज्ञानिक,32
3436,скандинавия,स्कैंडेनेविया,86
8578,hacienda,हेसिंडा,54
12127,страх,डर,22
14104,держал,आयोजित,8
10305,экзодес,एक्सोदेस,41
1234,передавать,बता देते हैं,17
14496,инфляция,मुद्रा स्फ़ीति,43
13996,проблемы,समस्या,9
10111,атлас,एटलस,42
13493,онлайн,ऑनलाइन,13
552,неразбавленный,लिंक रद्द,94
12961,желтый,पीला,19
2031,зороастризм,पारसी धर्म,88
6664,желудочно-кишечно,जठरांत्र,66
13166,тренироваться,रेल गाडी,10
8048,деко,डेको,58
3218,сверхзвуковой,पराध्वनिक,56
2466,сажеры,सेयर्स,82
2056,пруденциальный,प्रूडेंशियल,92
13779,уильям,विलियम,9
6149,поднял,उठी पं,70
14327,дюймовый,डी,7
11185,леон,लियोन,28
8815,лицевой,अग्र,52
11284,мэр,महापौर,31
9953,байрон,बायरन,43
1131,осторожный,रहस्यमय,71
482,эпитаф,समाधि-लेख,99
9659,портье,बोझ ढोनेवाला,45
2055,багажник,बगुओ,92
3352,перми,पर्म,86
7606,москит,मच्छर,58
9846,велосипед,साइकिल,38
5633,помона,pomona,73
13098,эдвард,एडवर्ड,14
7023,ковер,गलीचा,62
9236,стыд,शर्म की बात है,45
6544,курьер,संदेशवाहक,65
11845,значимый,सार्थक,29
13533,господин,जुआन,13
1531,буржуазия,पूंजीपति,95
8401,курдский,कुर्द,55
6599,порода,नस्ल,44
7182,вдова,विधवा,58
12643,приглашенный,आमंत्रित,6
10721,стул,कुर्सी,33
13008,пароль,पासवर्ड,18
12269,монстр,राक्षस,23
10894,тимоти,टिमोथी,37
9336,обломки,मलबा,49
13258,приз,इनाम,15
10400,спрингфилд,स्प्रिंगफील्ड,40
11817,сочность,एसीसी,29
14481,нажимать,प्रेस,12
1267,накапливаться,संचय करें,44
12212,блинчик,कॉलिन,26
8182,миротворчество,शांति स्थापना,47
10710,дюжина,दर्जन,27
2465,жених,दूल्हा,75
14414,не могу,नही सकता,10
12801,глубокий,गहरा,20
5604,tucson,टक्सन,73
22,помада,लिपस्टिक,100
7344,стадион,स्टेडिऑन,62
9055,гроза,आंधी तूफान,40
1815,биомедицинский,जैव चिकित्सा,93
8265,посадки,उतरने,11
11465,представление,प्रतिनिधित्व,29
8808,македонский,मेसीडोनियन,46
6275,гаитян,हाईटियन,66
13121,ветер,हवा,12
3485,хлопать,एक प्रकार का जहाज़,62
2913,пампас,पंपास,85
11663,гана,घाना,31
1056,серина,सेरीन,91
8875,сфинкс,गूढ़ व्यक्ति,52
7259,дополнение,पूरक हैं,57
2174,привязывать,खूंटी,69
7784,верден,वर्दन,60
13878,так,इसलिए,5
3887,каса,कासा,73
10044,румяна,लाल होना,38
12430,место действия,दृश्य,21
2788,рембрандт,rembrandt,88
7961,катистота,कैथी,58
8554,уотергейт,वाटरगेट,54
6165,перенаселение,जनसंख्या,68
20,плита,पत्थर की पटिया,88
1231,torchbearers.,टॉर्चबायर्स,83
11872,добровольцы,स्वयंसेवकों,16
9381,комик,हास्य अभिनेता,45
10636,теодор,थियोडोर,38
11110,резервный,बैकअप,35
13011,бедных,गरीब,18
5223,габби,बातूनी,75
5313,трансвааль,ट्रांसवाल,75
6670,плацдарм,बांस,64
4852,безработные,बेरोज़गार,50
488,ipso.,आईपीएसओ,99
10897,пасти,चरवाहा,36
4353,meiji.,मेजी,81
7194,пресвитериан,पुरोहित,60
7421,веста,वेस्टा,62
9024,диоксид,डाइऑक्साइड,51
7781,цвести,फूल का खिलना,58
13884,три,तीन,7
9032,монополия,एकाधिकार,49
12966,необъяснимый,अस्पष्टीकृत,19
8002,рига,रीगा,58
6878,биотехнологии,जैव प्रौद्योगिकी,64
11687,система показателей,उपलब्धिः,30
12514,ливерпуль,लिवरपूल,23
4094,воин,वीनर,80
12608,пустыня,रेगिस्तान,21
944,болван,बकबक,95
13323,британия,ब्रिटेन,15
4041,гаусс,गॉस,82
6961,hepburn,हेपबर्न,64
11579,соника,ध्वनि का,30
14018,текущий,मौजूदा,7
13561,джонс,जोन्स,13
378,семинар,सेमिनार,88
9928,предстоящий,आगामी,44
7923,йом,योम,59
5835,морская звезда,एक प्रकार की मछली जिस को पाँच - सात बाहु के सदृश अंग होते है,72
13720,продолжить,आगे बढ़ना,11
13412,откровенный,स्पष्टवादी,14
9716,метель,बर्फानी तूफान,45
11650,ношение,ले जाने,11
1800,blackfoot.,ब्लैकफुट,93
6320,глостер,ग्लॉस्टर,69
1568,yippie,यिप्पी,88
6756,ультрафиолетовый,पराबैंगनी,66
14030,версия,संस्करण,8
2636,тюрбан,पगड़ी,88
10459,эпический,महाकाव्य,39
1307,полоний,एक विशेष तत्त्व जिस का प्रभाव रेडियो पर पड़ता है,95
7930,старина,निरा,59
6561,найроби,नैरोबी,67
7842,кодак,कोडक,59
982,восстановить,पुनः स्थापित,82
14127,точки,अंक,6
6411,дитто,ठीक इसी प्रकार से,68
118,предпринимательство,उद्यमिता,100
8510,мышечный,मांसल,54
6496,славный,यशस्वी,68
4473,слаин,स्नाइडर,80
3966,тыквы,कद्दू,56
5626,сражение,बीओएम,73
11873,виннипег,विनिपेग,29
13356,независимый,स्वतंत्र,12
10367,тащить,गूंथना,39
4025,таблетка,गोली,66
4126,рецепт блюда,विधि,71
6095,корка,पपड़ी,70
2815,yn.,y n,88
4049,прованс,प्रावरण,82
6994,шеви,आखेट,64
4724,лизать,चटना,66
2075,казарка,ब्रैंट,92
8086,юрский,जुरासिक,57
4240,возьми,लुए,81
9634,тел,टेलीफोन,46
11287,лента,फीता,27
8461,schneider,श्नाइडर,55
13775,ирландия,आयरलैंड,11
7522,сириус,सीरियस,61
5034,экскретор,निकालनेवाला,77
11644,алмаз,हीरा,29
10572,злость,क्रोध,37
7162,вытеснять,वीर,57
5389,циничный,निंदक,56
2022,заполнитель,प्लेसहोल्डर,92
63,хитрость,प्रवंचना,100
14468,хочет,चाहता हे,5
9772,кпз,बुलपेन,44
11694,перевозчик,वाहक,28
12851,балтимор,बाल्टीमोर,20
8158,выщелачиваться,नमकीन पानी,56
10770,дирижабль,टसेपेल्लिन,38
86,пахать,हल,88
14062,пример,उदाहरण,10
8976,китти,किट्टी,49
11122,buccaneers,जलदस्युओं,34
8514,чарлемань,शारलेमेन,54
3553,colima,कॉलिमा,86
216,домодельный,घर का बना,100
1221,компенсатор,प्रतिपूरक,96
4690,энцефалопатия,मस्तिष्क विकृति,79
10532,топ,वॉल,32
11530,извлеченный,पुनः प्राप्त किया,27
11698,отменил,रद्द,23
9803,главное,महत्वपूर्ण बात,45
13868,люди,लोग,7
4427,пересчитать,ब्योरा,62
333,hiccup.,हिचकी,97
9454,кулер,शीतक,47
9848,мит,एमआईटी,44
12238,дольше,सबसे लंबे समय तक,26
9861,хомус,धरण,44
4622,каннибализм,नरमांस-भक्षण,62
6989,позвоночник,रीढ़ की हड्डी में,64
9620,танг,खटास,46
162,кана,काना,99
12971,планета,ग्रह,17
3697,сектор,संप्रदाय,79
12249,мыс,केप,25
11630,коул,गोभी,29
10361,виндзор,विंडसर,40
11199,уклоняться,चकमा,33
6617,бляшка,फलक,62
7264,вафля,वफ़ल,59
12325,экстратропно,अत्तिरिक्त,25
11237,генерал,जनरल,34
11918,дирков,एक प्रकार की कटार,28
4389,безвозвратно,अपरिवर्तनीय ढंग से,79
2071,меланома,मेलेनोमा,92
1821,marsupial,धानी,93
6038,кефаль,पंचकोना तारा,66
6068,настаивать,इस बात पर जोर,26
6431,эссе,निबंध,36
14351,условия,स्थितियाँ,8
2066,содомии,लौंडेबाज़ी,92
11070,доказано,सिद्ध किया हुआ,35
6488,деформироваться,विकृत,57
8904,elizabethan.,अलिज़बेटन,51
5506,нестабильность,अस्थिरता,73
1731,синус,ज्या,88
5903,птичник,एवियन,71
4195,субдукция,सबडक्शन,77
12363,правильно,सही ढंग से,25
6523,инфекционный,संक्रामक,68
5688,извращенность,रेजारबैक,73
10298,ученые,वैज्ञानिकों,31
8172,с изображением,चित्रण,23
13213,массачусетс,मैसाचुसेट्स,16
13110,эрик,एरिक,17
1944,подарок,गाउट,93
1723,похвальный,सराहना,54
7307,изобретатель,आविष्कारक,52
5697,метан,मीथेन,72
13697,стивен,स्टीफन,12
11145,русалка,मत्स्यांगना,35
8168,нагретый,तप्त,19
11689,автомобиль,ऑटोमोबाइल,29
10418,мафия,माफिया,40
7692,сорняк,चरस,56
8977,снаряжение,निशानची,48
8987,опечатка,टाइपो,31
11675,северо-западный,पश्चिमोत्तर,30
11259,территории,प्रदेशों,12
1637,дианетика,डियानेटिक्स,94
13082,админ,व्यवस्थापक,18
5676,термодинамика,ऊष्मप्रवैगिकी,68
3172,отвлекать,ध्यान भंग,50
13409,декабря,दिसम्बर,14
4123,тускнеть,मुरझाना,50
4523,маратхи,मराठी,80
4792,окислитель,ऑक्सीडेंट,38
7188,ky.,केवाई,63
6528,дозы,खुराक,47
7729,головокружение,ठग,52
12924,jay.,नीलकंठ,16
2376,выяснить,पता लगाना,79
5276,берегись,बाहर देखो,75
1023,сади,साडे,97
8087,воротник,कॉलर,48
1760,овраги,नाला,90
9683,муссолини,मुसोलिनी,46
6352,лямбда,लैम्ब्डा,68
7577,скотч,स्कॉच मदीरा,61
14072,заказ,आदेश,9
752,летаргия,सुस्ती,98
7849,феодализм,सामंतवाद,52
5963,регулировать,समायोजित करना,38
2646,трилобит,पेलेयोजोईक,89
6554,бутан,भूटान,67
12944,помогает,मदद करता है,6
3213,наполнитель,भरनेवाला,81
13036,бросил,फेक दिया,18
12094,que.,कुए,27
633,аточа,अतोचा,99
10928,переговоры,वार्ता,25
8324,трубопроводок,पाइपलाइन,55
10277,интеллектуал,बौद्धिक,38
115,alg.,ऐल,100
673,цементированный,पुख्ता,59
14258,полагать,विश्वास,5
13135,современный,आधुनिक,16
14045,в пределах,अंदर,10
13944,йорк,न्यूयार्क,8
6932,виргил,वर्जिल,65
10862,вратарь,गोलटेंडर,29
13386,брайан,ब्रायन,14
3245,агонист,एगोनिस्ट,78
10922,ньюфаундленд,न्यूफ़ाउन्डलंड,37
10426,ягода,बेर,39
14031,рано,जल्दी,10
12287,брюины,ब्रूइंस,24
10679,лавина,हिमस्खलन,38
11881,денежные средства,नकद,28
3939,биосфера,बीओस्फिअ,83
9877,приставка,सांत्वना देना,33
1905,золотой,सुनार,86
12162,монана,montana,26
11569,обвинять,आरोप,24
13076,общество,समाज,17
1280,кровотечение,ब्लीड,46
1605,лина,लीना,94
11274,рыбак,मछुआ,34
7320,дефект,बदनाम,30
1594,развиваться,उभरती,36
12392,блядь,लानत है,20
3744,покупатели,खरीददारों,77
8536,звездность,तारकीय,54
5603,крейсер,क्रूजर,68
8258,тай,ताई,56
11489,одинаково,एक जैसे,32
5956,квартет,चौरागा,69
2484,сиам,सियाम,90
6101,очаговый,नाभीय,70
4323,абсент,चिरायता,81
2419,плантации,प्लांटेशन,67
2604,логический,बूलियन,88
4087,арендаторы,किरायेदारों,60
553,недорого,सस्ती,97
9464,военное время,युद्ध-काल,48
14297,лидеры,नेताओं,12
7526,погружение,डुबकी,38
1124,навоз,खाद,96
14428,поддержка,का समर्थन करता है,8
11578,алкоголь,शराब,27
11215,позывный человек,बेसमैन,35
8651,ноутбук,लैपटॉप,53
11950,годовщина,सालगिरह,27
972,гинекомастия,ज्ञ्नेकोमास्टिया,97
7724,примирение,सुलह,60
4234,твид,ट्वीड,81
7407,склад,गोदाम,57
13764,настоящий,असली,11
14445,тесты,परीक्षण,5
12314,ежедневно,रोज,25
12973,иран,ईरान,19
3318,удержанный,पर रोक लगाई,87
6344,ученик,शिक्षु,67
8126,автограф,हस्ताक्षर,50
9774,проверка,सत्यापन,45
3470,капон,ढक्कन,75
8909,вавилон,बेबीलोन,52
1327,неграмотный,निरक्षर,93
11633,энтук,चुनाव आयोग,31
3719,лиственный,झड़नेवाला,84
7637,брюки,पतलून,59
10113,аспидиан,ascidian,42
11249,дублин,डबलिन,35
10824,бритва,उस्तरा,38
934,распятие,सूली पर चढ़ाये जाने,97
13877,может,मई,5
57,изголодавшийся,निराहार,84
6515,фаллоимитатор,डिल्डो,66
3488,калипсо,केलिप्सो,86
13482,младший,जे आर,13
7631,бухта,कोव,61
9143,вариант,वफ़,50
12381,св,एसवी,24
7235,cortez.,कोरटेज,62
3974,фрегат,लड़ाई का जहाज़,77
1534,богоявление,अहसास,94
4837,холодильник,फ्रिज,63
11309,пингвинь,पेंगुइन,23
10658,повестка дня,कार्यसूची,37
1390,парагуаян,परागुआयन,90
3413,констебль,सिपाही,77
2632,нейральство,तंत्रिका,89
10956,indies.,इंडीज,23
3960,праведник,न्याय परायण,83
12682,продано,बेचा,22
1272,настраивается,ट्वीक,65
11747,двадцатый,ट्वेंटिएथ,30
5215,открытка,पोस्टकार्ड,70
10057,ухаживание,किराये पर लिया हुआ,43
941,количественный,मात्रात्मक,93
5617,подсолнух,सूरजमुखी,73
6491,подпирать,पॉड,62
12728,картер,गाड़ीवान,21
3101,шестнадцатеричный,हेक्साडेसिमल,88
1122,орицилка,ऑर्किकल,96
9788,завтрак,सुबह का नाश्ता,44
4387,жасмин,चमेली,78
6340,новинка,नवीनता,66
11327,jimbo.,जिम्बो,34
4446,readd.,पुनः जोड़ो,80
8093,юбки,स्कर्ट,46
2212,сокращенно,संगृहीत,87
9550,антарктида,अंटार्कटिका,47
3452,непослушание,आज्ञा का उल्लंघन,82
12138,христос,ईसा मसीह,27
8308,нацисты,नाजियों,24
12697,задача,टास्क,15
3873,пешеходный,पैदल यात्री,76
10967,математика,गणित,35
9232,лопаться,फोड़ना,45
4158,забрызгивать,बेली,82
5014,массаж,मालिश,75
1656,abilene.,एबिलीन,94
10845,укрытие,टकर,38
12256,томпсон,थॉम्पसन,26
3855,павлов,पावलोव,83
11821,последовательность,अनुक्रम,26
6882,ветряная оспа,छोटी माता,65
4771,мангуста,नेवला,78
4386,освещенный,प्रकाशित,59
10387,летчики,एयरमैन,40
459,томография,टोमोग्राफी,99
8000,мирного времени,शांतिमय समय,58
7427,руина,बर्बाद,35
13122,звезды,सितारे,9
11889,венесуэла,वेनेजुएला,29
5878,спелый,परिपक्व,70
4547,мельтон,मेल्टन,80
14330,черный,काला,10
8854,далее,से आगे,46
8923,попкорн,पॉपकॉर्न चाहिए,51
9680,каминда,तत्त्व,46
11811,гренадер,ग्रेनेडियर,28
12157,зазор,अन्तर,25
8981,ludwig,लुडविग,51
6055,барровый,ठेला,70
8106,премьера,premiere,18
8340,олимпия,ओलम्पिया,56
2778,альпака,अलपाका,88
7687,макао,मकाओ,60
