ID,RUSSIAN,FRENCH,INTERVAL
1747,торс,torse,92
3096,пунда,punta,88
2264,пещерный человек,homme des cavernes,91
2307,ув,hutte,81
3049,аура,aura,88
250,программисты,programmeurs,29
12378,честь,honneur,19
718,потурять,tut,95
14378,единицы,unités,7
3446,бора,bora,81
4359,увлекаться,fond,67
9178,отплыл,navigué,30
3288,спасение,sauvetage,64
11125,меньший,moindre,36
13099,крупнейший,plus grand,18
12823,творческий,créatif,20
3723,параномия,paranomie,85
4607,морозона,eaux de bridge,80
13765,грузия,géorgie,12
8075,губка,éponge,58
13586,метод,méthode,12
14316,макинтош,macintosh,42
11686,нью-йорк,new york,31
12237,география,géographie,26
4274,оксидаза,oxydase,81
12270,в основном,surtout,26
1610,дисперсия,variance,94
11956,дыра,trou,23
1356,гленвуд,glenwood,96
6605,лай,lai,67
1905,золотой,orfèvre,86
14418,показано,montré,7
11742,император,empereur,29
10154,ежемесячно,mensuel,43
11973,нэнси,nancy,28
10858,порнография,pornographie,38
9242,перемирие,armistice,50
12886,эффекты,effets,10
8418,каприз,griffonner,52
7424,мудрость,sagesse,62
1570,преходящий,transitoire,92
10608,ганди,gandhi,39
1577,межличностный,interpersonnel,94
14205,включен,inclus,6
3775,навесной,vernaculaire,84
13387,кавалерия,cavalerie,15
1199,тушить,ragoût,88
568,трансвестизм,travestisme,99
3439,роскошный,frivole,83
7920,просмотрщик,téléspectateur,35
5201,уверенность,certitude,75
6694,мерлин,merlin,67
13678,учредил,établi,10
11180,ширина,largeur,35
9689,hd,haute définition,47
2827,задыхаясь,étouffement,68
3063,сапфир,saphir,88
13735,альф.,alf,12
2765,смирна,smyrna,89
1639,менструальный,menstruel,94
2814,декарбоксилаза,décarboxylase,89
12918,цель,cible,14
8388,новость,papier journal,56
13642,рекорды,record,7
1869,нич,nist,93
3460,тупица,tonneau,86
7510,головки,colombe,59
5846,фискальный,fiscal,72
12075,реальность,réalité,27
5197,дискретный,discret,58
7152,airwaves,ondes,64
3521,канада,kannada,86
5851,телугу,telugu,72
13324,не соглашаться,être en désaccord,14
1380,чарки,chucky,91
11459,амос,amos,33
12587,гуру,gourou,23
3616,нижнее белье,sous-vêtement,77
6109,аластор,alastrice,71
7136,уступил,a abouti,38
9135,сталинград,stalingrad,51
2950,пирролин,pyrroline,88
5620,кондорация,condor,72
2050,боеголовка,ogive,76
8995,сага,saga,51
6933,лейпциг,leipzig,65
13954,хороший,bien,6
9233,бисексуал,bisexuel,43
5361,импичмент,mise en accusation,62
7907,грегор,grégor,59
11913,ферма,cultiver,24
4739,некомпетентный,incompétent,64
14457,развивать,développer,10
4174,шрапнель,shrapnel,82
2257,плед,plaid,91
8089,ларс,lars,46
13583,италия,italie,13
4848,бордо,bordeaux,78
12989,слышал,entendu,19
1946,пропущенные,énigmé,71
4954,приложение,appendice,78
13284,8.,8ème,16
12953,переопределять,passer outre,19
11479,законодательный орган,corps législatif,29
6071,монтерей,monterey,71
10083,солома,paille,43
7654,вытаскивать,creusé,61
4262,пах,aine,81
7643,оазис,oasis,61
6650,пригодность,utilisable,64
2905,византий,byzance,88
9255,пифагор,pythagoras,50
1877,пробуждение,veille,28
857,метадон,méthadone,97
727,литургический,liturgique,96
8881,палитер,pulvateur,52
7512,брома,bromo,62
3800,бунзен,bunsen,84
10106,whatsowever,quoi que ce soit,43
421,раскаренность,storyboard,100
1271,жадный,cupide,95
8080,борсть,hurster,58
8790,сезам,sésame,53
11323,впадина,creux,34
907,металлургия,métallurgie,97
6319,экстремист,extrémiste,57
8515,гаубиц,houvernotes,32
8486,закудал,enveloppé,38
12477,чешский,tchèque,24
10314,несправедливый,injuste,41
10498,переписан,réécrit,40
7801,патриция,patricia,60
3073,трансаминазу,transaminase,88
6561,найроби,nairobi,68
3109,устье,estuaire,87
913,общежитие,dortoir,85
7838,привычка,habitude,46
3281,бензоат,benzoate,87
754,диссоциативность,dissociatif,85
6614,любое время,à toute heure,67
9320,радость,joie,48
3204,отремонтирован,remis à neuf,76
9254,скорая помощь,ambulance,46
9171,микро,micro,50
9569,украл,a volé,48
1310,лишать,priver,66
11513,социалистический,socialiste,30
11056,чай,thé,37
8133,пегас,pégase,58
5761,датчик,capteur,60
9280,сми,xiv,50
4118,лебеди,cygnes,41
5978,зрелище,brin,71
247,лизин,lysine,100
8537,киточ,baleinière,55
8236,гул,bourdonner,55
9316,исключая,à l exclusion,33
13165,башня,la tour,15
6455,стафилококк,staphylococcus,68
3799,корью,rougeole,84
6150,сани,traîneau,69
9850,геркулес,hercule,45
10201,прогноз,prévision,30
7687,макао,macao,61
3509,мика,micah,86
14145,вызов,appel,8
3346,палочки для еды,baguettes,87
10934,битлз,beatles,38
9077,негр,nègre,46
10260,весли,wesley,42
12877,верх,supérieur,20
12649,палестинский,palestinien,19
10313,гулять пешком,en marchant,13
157,степлер,agrafeuse,100
11766,везучий,chanceux,30
5347,эротический,érotique,75
5894,одесса,odessa,72
1549,малдер,mugder,95
9963,гавайский язык,hawaïen,43
11021,гарольд,harold,37
10861,кокс,barreur,38
2519,насыщенный,qui est le plus occupé,90
6807,орфический,orphique,66
10257,ладонь,paume,39
10056,мали,mali,44
6396,предпосылка,prémisse,50
14175,держать,garder,9
7455,стерео,stéréo,62
11679,уругвай,uruguay,31
12109,преданный идее,engagé,20
4370,подлинность,authenticité,52
10734,нисходящий,nixon,38
3651,маги,magi,85
9938,кантри,net,44
13929,способ,chemin,7
14231,текст,texte,7
758,бурбанк,burbank,98
3163,химик,chimiste,70
14079,становиться,devenir,8
6639,стратегии,stratégies,31
7571,плоть,chair,55
6830,полимер,polymère,63
3576,кафельная плитка,tuile,62
3625,сальвия,salvia,85
3380,сознательно,sciemment,87
3845,пресс-комната,salle de presse,84
13938,акции,actions,6
978,средняя школа,lycée,97
9691,герман,herman,46
6675,босч,bosque,67
4885,дистилляция,distillation,67
11276,змея,serpent,31
5374,хула,hula,75
991,бенн,benn,91
14066,добавлен,ajoutée,5
3019,моющее средство,détergent,88
4203,ломка,abandonner,52
12883,сотни,cent,15
11427,сестра,sœur,28
123,якима,yakima,100
13610,слово,mot,9
7769,клятва,serment,57
3417,саган,sagan,87
5924,жаркий,le plus chaud,72
10099,петербург,pétersbourg,43
14146,имя,nom,6
9587,штаны,un pantalon,47
2279,креоль,le créole,91
1052,глюконат,gluconate,97
6704,динго,dingo,67
5365,водоросли,algues,75
13883,система,systèmes,8
3075,мифический,mythique,87
305,лейябрь,ley,95
14412,правила,règles,7
5216,брут,brutus,76
2059,восток,en direction est,92
1715,корена,cora,94
10060,ааа,aaa,44
9894,регистрация,enregistrement,42
10968,делавэр,delaware,37
11205,манга,manga,35
11222,австрийский,autrichien,35
2366,крики,cips,73
5426,установлен на,seton,75
3959,каштан,châtaigne,81
12408,сдерживать,dissuader,25
7201,илия,elijah,63
6001,дюнкерк,dunpper,71
1746,бака,baka,94
8846,киото,kyoto,53
8957,опылище,pollinisateur,45
4400,свободный порт,congélateur,81
2325,баритон,baryton,91
9731,донор,donneur,41
12001,оплаченный,payé,28
4424,посадка,centaure,75
2897,холестерин,cholestérol,88
10738,наемный,embauché,29
13490,идея,idée,12
1977,сепаратисты,séparatistes,65
13707,бостон,boston,12
6423,пиломатериал,charpente,66
1351,фанатизм,bigoterie,96
7922,необходимость,nécessité,58
4420,шпитцер,spraszer,81
8992,пропустить,propulsé,39
10273,преемник,successeur,40
14151,юг,sud,8
11762,капот,capuche,29
3097,неодобрение,désapprobation,74
3045,ночью,tombée de la nuit,88
2533,героизм,héroïsme,90
11493,венера,vénus,19
10105,вещество,substance,38
9194,нетронутый,intact,50
7713,берульф,beowulf,61
9926,альпийский,alpin,45
5963,регулировать,régler,38
10918,последствия,conséquences,38
6906,глюкоза,glucose,65
1664,председатели,présidents,94
11534,хелена,helen,32
10815,частичный,partiel,29
13246,атланта,atlanta,16
10101,оделась,habillé,26
5306,кито,quito,75
4654,персефона,perséphone,79
10326,ближайший,le plus proche,41
141,рейз,reis,80
1257,толще,plus épais,96
12644,беда,inquiéter,20
5686,ломание,lower,72
8517,радужная оболочка,iris,55
12053,кратко,brièvement,28
7830,ахиллес,achille,60
13146,висконсин,wisconsin,17
6041,тунец,thon,70
6564,плотный,dense,60
1238,гипотезы,hypothèses,80
487,преувеличение,exagération,60
1624,бронхит,bronchite,94
2911,индукты,inductanément,85
6287,полагаться,qui s appuie,31
8076,плата за проезд,tarif,46
666,репрессий,reprise,65
12220,поселился,colonisé,22
4423,поразительнй,fabuleux,80
11507,мг,mg,33
3981,праздник,le banquet,81
1809,поправляться,s étendre,86
5624,бат,baht,74
10850,комплект,trousse,37
12662,черный список,liste noire,12
231,халдеан,chaldéen,100
1544,формальдегид,formaldéhyde,95
757,говор,grognon,98
6155,серфер,surfeur,60
476,метаболит,métabolite,94
6688,гуэльф,guelph,67
14337,имея,ayant,5
7287,загрязнение,contamination,46
11472,иерусалим,jérusalem,33
5039,полиомиелит,poliomyélite,77
14018,текущий,actuel,7
12019,оксфорд,oxford,28
6013,обозреватель,journaliste,66
12085,цунами,tsunami,27
6377,триптамина,tryptamine,69
2809,дренаж,drainage,88
10829,гуманитарный,humanitaire,38
12720,лошадь,cheval,19
13150,в любом случае,en tous cas,16
13966,нуждаться,besoin,6
1453,утешение,réconfort,95
13100,гватемала,guatemala,18
13588,джонсон,johnson,12
3184,понятия,notion,45
12572,рим,rome,23
544,диоксин,dioxine,99
7216,пушистый,velu,63
5558,стыка,couché,74
14328,вел,dirigé,10
2488,воронка,entonnoir,86
8364,ядро,noyau,56
3376,резак,coupeur,80
3327,лашкар,lashkar,87
3819,таверна,taverne,81
1399,потенция,puissance,95
10167,торт,gâteau,40
11468,стержень,tige,32
3290,бари,bari,87
1502,беспемер,bessemer,95
10015,директора,directeurs,18
13381,миссия,mission,12
12007,уполномоченный,col,28
11871,злонамеренный,mal intentionné,24
2027,подрывает,sape,51
3013,грун,grun,88
13435,предстоящий,devant,14
2931,самый дальний,le plus éloigné,88
5132,бандитона,bombardier,77
14246,пытающийся,en essayant,6
11526,роман,affaire,21
11214,палеонтология,paléontologie,35
1154,морфин,morphine,62
9893,скульптура,sculpture,43
13217,ни один,non plus,17
10031,неправильно,incorrectement,44
6507,шпионаж,espionnage,68
1207,ленинист,léniniste,96
5869,бэзил,basilic,72
12818,к северо-востоку,nord-est,21
811,там же,ibid,98
11310,прекрасно,à la perfection,35
9860,луиза,louise,45
52,стук сердца,battement de coeur,99
2053,чихать,éternuement,85
6671,палеолита,paléolithique,67
3399,демонтировать,démantelé,69
6474,афтершоки,annonces,55
11433,непобедимый,invaincu,33
11007,бирня,birmanie,37
4700,моллюска,mollusque,79
1078,каллум,callum,96
4949,анархизм,anarchisme,74
13992,основанный на,basé,8
9553,брюссель,bruxelles,47
3206,преодоленность,le suspense,31
5363,гидроксид,hydroxyde,75
5774,придуманный,inventé,15
5414,плавучесть,flottabilité,75
1697,каллиграфия,calligraphie,94
4612,бананы,bananes,38
1942,лазарь,lazare,93
4373,методология,méthodologie,72
769,госу,goshen,98
1190,тициан,titian,96
8125,зрелый,mature,45
8519,взрывка,explosion,33
1738,эзотерик,ésotérique,94
7474,нетбол,netball,62
7089,пивовар,brasseur,38
10055,понтиак,pontiac,44
9237,смолы,le goudron,49
459,томография,tomographie,99
4409,ветль,bethel,81
8414,невероятно,incroyablement,38
6114,токен,jeton,64
2659,усердно,à la main,90
3527,кампо,campon,74
9050,лиссабон,lisbonne,51
2095,лизосома,lysosome,92
9070,орангутан,orangutan,51
11942,торговый центр,galerie marchande,28
13193,руководство,manuel,16
13456,нежелательный,indésirable,14
6629,большевистский,bolchevique,59
13806,как,comme,5
4391,акведук,aqueduc,81
4544,заправлять,rendre illisible,52
11058,хью,hugh,37
6049,утрехт,utrecht,71
4518,парадигма,paradigme,79
3961,дебилы,morons,49
10350,дизайнер,designer,10
6554,бутан,bhoutan,68
4283,скорпионы,scorpions,45
13531,холм,colline,12
9071,хорватский,croate,51
3859,выживает,survie,23
14250,потерянный,perdu,10
10207,куртки,vestes,35
7204,истман,eastman,63
6821,скринированный,projeté,19
4387,жасмин,jasmin,79
318,нюанс,nuancé,85
791,дерматология,dermatologie,98
530,осцилон,esturgeon,98
7062,оправдатель,hasard,64
6553,дак,dak,67
1098,сирены,sirènes,71
9886,греко,greco,45
13449,серьезно,sérieusement,14
14263,т,t,5
7689,ирокез,iroquois,61
11883,ка,ka,29
4870,уменьшение,diminution,38
10531,бейрут,beirut,40
1160,капуцин,capucin,96
7396,диверс,vacarme,62
12878,типы,les types,7
3278,куань,kuan,87
792,электролит,électrolyte,95
13522,окуривать,bout,13
4436,галлон,gallon,62
10526,по существу,substantiellement,19
12319,кувшин,lanceur,20
13326,hr.,heure,13
13814,воля,volonté,5
11960,имперский,impérial,24
14360,январь,janvier,6
13470,флаг,drapeau,12
9276,всплеск,éclaboussure,49
2720,зажигатель,incendiaire,87
10821,норма,norme,37
13793,к,à,5
8562,гамлет,hamlet,53
6947,верность,allégeance,64
5834,горан,gorman,72
763,цуккини,courgette,98
5513,интуитивно понятный,intuitif,59
9422,йоханнесбург,johannesburg,49
14431,модели,des modèles,13
5076,кусок,tronçon,53
12480,отрицательный,négatif,22
2598,шедевр,chef-d œuvre,82
14306,выпущенный,libéré,8
454,гарлекин,arlequin,90
6078,электронная таблица,tableur,69
14011,предоставлять,fournir,6
13749,отслеживать,piste,10
8571,югослав,yougoslave,53
6052,озвучий,punique,71
11990,напрасно тратить,déchets,22
12074,скрипт,scénario,25
5889,священники,prêtres,42
1935,антиоксидант,antioxydant,91
14095,средний,moyenne,11
9123,драгун,dragonniers,40
4927,миллибары,millibars,74
8824,торговец,marchande,47
947,кумулюс,cumulus,97
11355,эдгар,edgar,34
9453,контра,contra,48
14116,июнь,juin,6
328,блейзер,blazer,49
6288,любопытство,curiosité,68
8409,аболиционный,abolitionniste,54
5250,карбоксилат,carboxylate,60
656,спорадически,sporadiquement,65
12465,молодежь,jeunesse,22
12631,серый,grise,22
3623,вытеснение,brave,85
9882,фреймворк,cadre,44
5252,сарказм,sarcasme,75
2219,непредсказуемо,imprévisible,88
13502,сцена,étape,12
6555,сотрясение,commotion cérébrale,65
10768,семена,des graines,13
8757,моцарт,mozart,53
8153,вернуть,reconquérir,35
1375,минотавр,minotaure,96
7528,глоссарий,glossaire,61
8819,копать,creuser,44
9452,суверент,souverain,48
1982,джекпот,cagnotte,92
9151,граната,grenade,42
11625,аполлон,apollon,31
4876,совпадающе,coïncident,68
5001,камикадзе,kamikaze,78
8951,хаски,rauque,32
10823,сосредоточены,concentré,29
7353,пейзаж,paysage,57
13411,мост,pont,13
4357,ранду,rendez-vous,75
9925,лестер,leicester,45
8628,лозунг,slogan,44
7312,неисполнительно,napier,62
10466,протяжение,s étirer,30
7370,ловко,wapiti,62
1816,йогурт,yaourt,94
5180,премии,prénom,76
6306,уничтожение,extermination,61
9765,ленч,lyncher,42
6586,рабочая сила,main-d œuvre,67
8718,шляпы,chapeaux,26
7416,увольнять,rejeter,27
3571,вивиан,vivien,85
7394,омар,homard,62
7,карбонит,carbonite,100
8326,токсично,toxique,46
5525,отступление,retraite,33
4443,водный,aquatique,47
6413,лапес,lopes,64
6132,мэгги,magrifier,70
12212,блинчик,colin,27
12675,отдельно,une part,20
12544,письмо,lettre,18
10755,честный,honnête,38
14433,комиссия,commission,19
12428,евангелие,gospel,24
4195,субдукция,subduction,77
10973,мадагаскар,madagascar,37
9972,тс,ts,44
10084,гипотеза,hypothèse,43
13092,пенальти,peine,15
7112,ммм,umm,64
13225,упал,est tombée,16
6480,сердечный,cardiaque,68
13785,зеландия,zélande,11
13024,военно-морской,marine,18
8432,литий,lithium,56
4065,пероксид,peroxyde,81
5161,переживание,pèlerin,76
10995,дегидрогеназа,déshydrogénase,37
8180,неожиданно,indu,57
8103,интеграл,intégral,23
12778,нарушение,violation,6
10868,ньюпорт,newport,38
6397,беглец,fugitif,56
4614,горячо,vivement,80
10926,памятник,monument,34
11220,адекватный,adéquat,32
9081,танзания,tanzanie,51
5231,безрассудный,téméraire,75
5178,без остановки,sans arrêt,76
12328,евро,euro,25
447,неповрежденный,non élu,100
95,yee.,ye,100
4236,бродить,errant,34
9598,юмор,humour,40
4926,панс,serrement,77
6353,вехи,jalons,49
4148,roadrunner,traducteur,74
10842,эвакуация,évacuation,24
12102,протокол,protocole,26
13297,золотистый,doré,16
243,грот,grosse,34
2894,actrocious,atroce,88
8021,реп,représentant,55
7658,посылка,expéditeur,61
614,чек об оплате,chèque,93
5290,урду,ourdou,75
13085,противоречие,controverse,8
8019,парусник,pax,59
12390,новая звезда,nova,25
2401,нарушения,infractions,78
10073,унция,oz,44
3487,хамелеон,caméléon,86
13640,не удалось,échoué,11
7588,красная рубашка,t-shirt rouge,58
12090,лидерство,leadership,27
1618,базальт,basalte,92
6716,груша,poire,66
11149,опасный,dangereux,20
13738,джим,jim,12
11331,отличия,insigne,34
6735,сом,poisson-chat,66
7997,накаливание,incandescent,58
8672,пзу,rom,53
13964,четыре,quatre,6
2652,скворец,étourneau,90
1582,домена,docklands,94
2395,граммофон,gramophone,91
2972,артикул,aviateur,88
445,пожилы,pipes,100
1924,агрегатор,agrégateur,26
5343,квадратный,quadruple,73
1146,айкидо,aukido,96
5473,неравенство,inégalité,68
9120,приколоть,épingler,40
12531,мало,malo,23
2142,вакуол,vacuole,92
10236,коататор,ko,40
5589,пивоварение,brassage,41
6646,жизнеспособный,viable,67
7070,вытереть,essuyé,51
483,поливинил,polyvinyle,99
8567,гетто,ghetto,52
12707,камень,calcul,19
12148,знал,savait,27
12372,тупой,stupide,23
8437,посметь,oser,47
13798,является,est,5
13862,годы,années,6
7860,взглянуть мельком,coup d œil,55
13843,все,tous,6
11656,успешно,avec succès,11
1569,варуна,varuming,94
10369,алгебра,algèbre,39
7641,гео,géo,61
13261,энциклопедический,encyclopédique,16
10789,инструменты,outils,20
7428,крещение,baptême,61
10851,воплощение,lo,38
6945,нейтрон,neutron,64
12361,вновь,nouvellement,25
10808,выросла,grandir,38
8700,мерримак,merrimack,54
4225,приток,afflux,81
7682,банджо,banjo,61
9408,оффшор,offshore,49
8542,модификации,modifications,40
629,нарциссизм,narcissisme,99
11954,рабство,esclavage,29
2363,элада,élandir,91
2215,кодек,codec,85
10244,жиро,giro,42
3563,эрас,ère,16
879,балки,poutres,54
8660,мех,fourrure,51
2138,беззаконный,sans foi ni loi,85
3332,плоскость,vertage plat,87
14242,маки,mac,29
10846,ов,tangne,38
7639,залог,collatéral,60
3295,наказание,punir,21
8498,вдохновение,inspiration,28
7981,преуспеть,réussir,33
4555,флава,flav,80
2248,дада,dada,91
8558,бессмысленно,sans signification,55
13250,тщательно,pompette,16
10736,энни,annie,38
2585,боковая панель,barre latérale,90
4632,блин,crêpe,73
8355,непродуктивно,improductif,56
5511,справедливо,justement,74
1096,кошмары,cauchemars,58
12514,ливерпуль,liverpool,24
1894,задний,de derrière,78
5028,проприетарность,propriétaire,77
8465,хронический,chronique,55
1963,топографический,topographique,90
3455,лиза,liza,87
12255,континентальный,continental,26
13143,дрался,combattu,17
14476,приводы,disques,10
6701,шалфрар,templier,66
7637,брюки,des pantalons,60
8649,габаритные размеры,dimensions,40
7526,погружение,plonger,38
1985,jt.,jd,93
3895,ацетон,acétone,84
4137,школьный класс,salle de classe,74
213,пролетариат,prolétariat,100
9576,богатство,richesse,47
4327,гастронома,gar,79
927,бессмысленность,impaltin,88
7514,выставка,exposition,26
4290,гомина,hominem,81
816,сундук,rayon du soleil,98
3129,кафка,kafka,88
6028,одолжительность,prêté,71
10491,подиум,podium,39
11878,портленд,portulaire,29
6434,авангард,avant-garde,68
3746,драгос,drago,85
14038,мистер,m,11
1758,взволнованный,enchanté,51
4069,тотем,totem,82
6160,тяга,traction,70
11009,вращение,rotation,26
10908,роща,bosquet,36
9013,в отставку,démissionner,25
9466,ниагара,niagara,48
7821,кабал,cabale,58
8945,тролли,trolls,28
1367,амти,amitié,96
14074,далеко,loin,8
9174,поздравляю,toutes nos félicitations,43
5936,беспрепятственно,non déclaré,72
6721,насущный,inhéremment,53
3198,глаголы,verbes,51
12974,яйца,des balles,10
10331,пантера,panthère,25
10064,александрия,alexandrie,44
12060,комикс,bande dessinée,15
3940,повышенный,accru,76
2256,мозель,moselle,91
3125,нерешительный,sans incidents,83
10598,камерун,cameroun,39
9522,дал,daller,48
12501,гомера,homère,21
12941,расстояние,distance,17
14143,открыть,ouvrir,8
13061,сказал,raconté,18
12642,развлечение,divertissement,19
175,премеженструальный,prémenstruel,100
13077,институт,tour de batte,12
8765,аид,enfers,51
4167,гейгер,geiger,82
7800,пребывание,mandat,58
1892,бедствие,calamité,88
6275,гаитян,haïtien,66
11245,тост,griller,34
8664,ювениль,juvénile,54
13569,лагерь,camp,12
8004,якорь,ancrage,59
11770,фиджи,fidji,30
10204,умение обращаться,manutention,22
1706,посредничество,entracte,94
11650,ношение,portant,11
2492,предатель,traitre,75
2625,коронация,couronnement,61
12161,риск,risque,25
6346,бизон,bison,62
6267,крестьянин,paysan,53
12354,арфакт,ar,25
14401,специфический,spécifique,8
14339,обдуманный,considéré,5
4648,незаконный,illégitime,78
4481,красивый,beau,79
2099,корри,corrie,92
9755,каренс,karen,46
14313,предыдущий,précédent,11
2156,утечка,fuite,39
6297,таблоид,tabloïde,64
12718,гов,gobelet,22
7272,плач,pleurs,33
5264,джентльмен,gentilhomme,75
3586,аномальный,anormal,69
1210,пентаграмма,pentacle,96
8174,гавана,havana,57
11552,логотипы,logos,11
11091,карсон,carson,37
9821,соленый,salticher,45
3945,идти к,aller à,83
14200,действие,action,9
6222,плутоний,plutonium,70
9567,дамить,gimme,48
9032,монополия,monopole,50
4495,teamsters,équipesters,77
12590,ислам,islam,16
5394,нечто,illogique,73
12153,удовлетворять,satisfaire,15
10269,уродливый,laid,38
8793,дейтон,dayton,53
310,полимат,esprit universel,98
10753,чан,chanter,38
39,отлаживать,déboguer,90
4963,аннексия,annexion,53
785,моа,moa,98
14206,спросил,demandé,5
13238,стэнли,stanley,16
5172,бабушка,grand-mère,75
3419,дыня,melon,85
5100,сочлененный,articulé,64
7093,снукер,billard,64
7339,компас,boussole,56
12494,диджея,dj,24
275,иберий,ibérique,99
10546,кровать,lit,38
12744,катастрофа,catastrophe,17
12457,сент,sep,24
7647,адвентист,adventiste,57
1258,предвещать,préfigurant,85
12814,оцененный,estimé,16
12925,бобби,policier,19
4989,эрика,erika,78
4293,зоология,zoologie,76
12997,гамильтон,hamilton,19
2426,низкий человек,homme faible,91
1217,биогаза,biogaz,96
4749,филлис,phyllis,79
7190,геймер,joueur,63
13325,застраховать,assurer,14
720,хеклер,heckler,96
4146,папский,papal,82
9102,геотермал,géothermique,51
1232,бромид,bromure,95
5803,касус,casus,72
8838,храбрый,braver,23
2945,наушники,écouteurs,81
11436,тростник,roseau,33
7259,дополнение,complément,58
2210,спала,dormi,91
12018,полуостров,péninsule,28
4951,мечети,mosquées,37
13551,имел в виду,censé,13
1027,предложительный,placide,97
4354,мак,machin,81
5110,препятствие,obstacle,62
12982,изначально,initialement,12
3478,спутник,compagnons,53
10654,рэп,rap,34
2707,очередь,file d attente,81
8374,проблематично,problématique,56
5575,поглощение,absorption,72
12123,потрясение,sr,27
13494,запрашивает,interrogation,13
13430,роза,rose,13
8160,пифагорейский,pythagoricien,57
9702,обувь,chaussure,34
11869,пекарь,boulanger,29
2734,наркотика,stupéfiants,74
961,берберский,berbère,91
12901,обнаруживать,place,16
9999,муссон,mousson,43
4157,вовле,volga,82
10088,огненная ловушка,piège de feu,43
11441,маршруты,routes,16
4249,тральщик,dragueur de mines,77
8282,посейдон,poseidon,57
8737,унижающий,dérogatoire,53
10519,зверь,bête,38
12863,испытание,défi,12
12954,серебряный,argent,19
12396,диаграммы,graphiques,13
7393,изображать,représenter,36
12595,твердый,solide,23
5185,инерция,inertie,76
5727,кокос,cocos,52
11297,кат,kat,33
5111,дам,nam,77
12479,сенна,senna,24
3016,коронадо,coronado,88
904,модус,modus,97
12766,карты,cartes,13
224,запаска,stepney,100
3031,фло,flo,88
2277,дустиниан,justinien,91
3825,флотилия,flottille,83
14115,закрывать,fermer,10
11783,представляет собой,représente,7
6227,дрожжи,levure,70
8426,ньюарк,newark,56
3929,паразангс,parasangs,82
11190,пиратство,le piratage,36
5499,боможевый,beaumont,74
3375,подпрыгивание,rebondissant,43
9613,unj.,new jersey,47
6756,ультрафиолетовый,ultra-violet,66
1270,архетип,archétype,88
7482,разоружение,désarmement,62
12819,предполагать,supposer,14
3107,кварц,quartz,88
4448,джозефина,joséphine,81
5684,отшельница,anachorète,73
327,кимоно,kimono,98
6823,донна,donna,64
12811,наса,nasa,21
9530,женева,genève,48
4074,крым,crimée,83
4570,нежно,doucement,80
3756,ос,bœuf,84
106,барий,baryum,100
3537,грета,greta,86
3286,нервы,nerfs,51
9412,ватикан,vatican,49
10393,валентинка,valentin,40
9704,капитолий,capitole,46
5229,каспийский,caspienne,76
6839,джеймсон,jameson,66
10628,преподавание,enseignement,29
11754,ген,gène,29
11660,слияние,fusionner,18
7241,замочить,tremper,59
11004,бернард,bernard,37
4826,дико,sauvagement,78
14358,расходы,dépenses,28
11354,судан,soudan,34
870,неразумный,imprudent,94
1692,дегидратация,déshydratation,89
11747,двадцатый,vingtième,31
6359,резервисты,réserviste,65
3341,бутадиен,butadiène,87
5824,липа,tilleul,72
10007,хоган,hogan,44
10885,каменный уголь,charbon,38
1596,выпекать,cuire,62
1312,непрофессиональный,peu professionnel,94
13832,имел,avait,7
13178,длина,longueur,16
12244,аффикс,affixe,26
5395,arg,argument,75
10577,отснятый материал,images,39
13509,плей-офф.,séries éliminatoires,11
9409,деррик,derrick,49
5542,биохимия,biochimie,74
12140,пиво,bière,27
1788,сора,sora,94
10364,оскорблять,insulter,22
356,амиралтейство,amirauté,99
1189,колебание,seeler,96
11699,безопасно,sûr,27
9273,вырубка леса,la déforestation,49
6882,ветряная оспа,varicelle,65
5635,брайлл,braille,73
10091,утомительный,gotten,43
8719,иск,procès,48
11000,рот,bouche,35
1305,осциллятор,oscillateur,63
12271,расформирован,dissous,25
1308,свами,swami,94
6767,очевидность,témoin oculaire,57
13479,перемена,tourner,9
11435,обязанности,fonctions,18
10017,йоханнес,johannes,44
4068,базука,bazooka,82
4734,подвеска,sous-ensembles,59
11050,глава,chapitre,31
7418,близнецы,gémeaux,62
5320,топпер,bouffon,63
8284,перераспределен,redéployé,50
7638,аэромерие,aéromédical,61
9790,вустершир,worcestershire,46
7579,согнуты,courbé,61
2021,фторид,fluorure,80
9241,без мужчин,pas d hommes,50
11860,усердие,garenne,29
5159,мошеннический,frauduleux,74
7724,примирение,réconciliation,60
6200,лабиринт,labyrinthe,68
6935,философский,philosophique,38
13098,эдвард,edward,14
13482,младший,jr,14
10624,консолидированный,consolidée,33
9775,проверенный,agréé,43
10344,рацион питания,diète,40
3039,кирпичная кладка,maçonnerie,88
5435,regt.,regretter,75
10563,засорение,obscurcissement,38
13208,рентген,rayon,16
636,лична,lich,99
10379,засуха,la sécheresse,40
12845,топливо,carburant,20
7325,мечи,épées,33
2315,балкон,balcon,83
11857,устройство,appareil,24
3441,нетрадиционный,non conventionnel,85
14256,вызовы,appels,8
13893,должен,devrait,5
1337,праведность,droiture,93
9511,эрин,erin,48
3331,небезопасный,peu sûr,87
8396,престижность,prestigieux,56
3131,зевать,bâiller,84
13417,упомянул,mentionné,10
11070,доказано,éprouvé,36
5492,кальян,narguilé,74
1505,бассет,basset,95
2333,палочка,baguette magique,90
6111,немезис,némésis,70
5041,темперамент,tempérament,70
6386,арфа,harpe,66
9594,зануда,intello,43
4473,слаин,snider,81
6178,свазиленд,swaziland,70
13009,арена,arène,18
