ID,RUSSIAN,CHINESE,INTERVAL
3423,палиндром,回文,74
7139,августин,乌古斯丁,60
4091,радон,氡,83
5036,вирджин,弗吉尼亚人,70
12476,уважаемый,rep,19
105,амрита,amrita.,100
2662,домина,多米诺斯,90
6617,бляшка,牌匾,63
629,нарциссизм,自恋,99
14426,требования,要求,6
3883,совесть,良心,84
12526,ответил,回应,11
1555,амиотрофический,肌营养,95
9876,батареи,电池,20
7028,шайенн,夏安,64
7792,противодействовать,ab,31
2157,люмень,流明,90
13670,термины,条款,8
2637,вульвич,羊毛行道,90
6163,реабилитация,复原,62
1778,шэн,盛,93
8482,зерно,粮食,50
799,соперничать,狙击,81
1618,базальт,玄武岩,92
4891,сладкий,斜盘,78
9079,любимая девушка,女朋友,50
7054,убедить,说服了,49
1331,jibbs.,吉布斯,96
6393,оговорка,保留,12
7726,мнение,马斯,45
5260,недостатки,瑕疵,46
610,мантра,咒语,97
12234,медленный,慢,22
12969,задерживать,延迟,7
8703,обнаружить,发现,8
14479,команда,团队,6
6956,дрема,桑德曼,65
13780,у,y,11
11168,извинение,借口,34
11946,выраженный,表达,14
13611,крикет,蟋蟀,12
5644,вальс,华尔兹,68
11009,вращение,回转,26
7421,веста,vesta.,62
8249,налоги,税收,24
11840,рекламный щит,广告牌,29
10816,полусфера,半球,38
6463,tripoli.,硅藻土,68
2319,качаться,摇摆,81
13391,форт,堡,14
13341,поэт,诗人,14
749,ботулизм,肉类主义,98
8087,воротник,衣领,49
8520,поставленный,造成的,38
5971,прощание,告别,71
10097,эскорт,护送,36
14309,личный,个人的,6
6634,несовместный,无胜,68
3740,свалки,垃圾填埋场,84
9854,каир,开罗,45
5528,бобы,豆子,34
4530,закаленный,回火,43
6200,лабиринт,迷宫,69
2948,альдегид,醛,83
10273,преемник,接班人,40
9252,метрика,公制,48
1251,аргинин,精氨酸,96
10934,битлз,披头士乐队,38
240,плевать,吐痰,26
13880,много,许多,6
3135,хирургический,外科,86
12732,бассейн,水池,20
13937,очень,非常,8
550,суматран,sumatran.,99
14155,британский,英国人,9
4202,тис,yew.,82
595,сиди,sidi.,99
2429,анк,anc,91
8473,ясность,明晰,55
5195,шаткий,摇摇欲坠,76
8464,инвалидная коляска,轮椅,55
13254,азиатский,亚洲,16
7011,порог,临界点,64
12826,карл,嘉,20
5915,downfield.,下菲尔德,72
411,цианурический,斜氰.,99
3757,крепкий,强壮的,82
1954,неисправность,故障,74
3550,управленческий,管理人,86
14087,общий,全部的,6
6991,паничка,踩踏,62
9623,фигура,figura.,47
7973,суффолк,萨福克,59
2137,моторизованный,机动,92
7560,крестный,教父,61
7185,лава,岩浆,63
8928,кимчи,泡菜,52
7243,хиропрактика,脊椎按摩疗法,63
8754,чистить,剥,51
13428,предел,福特,14
9863,mcphail.,麦克勒,45
2481,реперция,反响,88
10953,покрытие,覆盖,8
10008,меридиан,子午线,44
10997,вурена,weren.,37
5457,верьсь,活着,75
1514,бдительность,警觉,62
3302,утратательно,丧亲,85
4154,хеджир,对冲,59
9704,капитолий,国会大厦,46
14474,обучение,训练,10
10869,ден,den,38
7896,разбитый,破碎,53
11478,альфред,阿尔弗雷德,33
7390,хороший человек,好人,62
186,могул,莫尔,95
11153,признание,认出,36
9311,бонни,邦妮,47
2316,аксиомы,公理,74
8463,опиум,鸦片,56
14444,продолжение,继续,5
6289,яркость,亮度,35
13944,йорк,约克,8
5788,садр,sadr.,73
3317,аптека,药店,84
1246,укреплять,不可思议,96
6235,гуркха,格哈哈,70
10751,фразер,弗雷泽,38
13168,бомбить,炸弹,10
5493,слоана,斯隆,75
12329,аляска,阿拉斯加州,25
10515,прибегнуть,采取,35
14065,жесткий,难的,7
1191,вдыхание,吸入,73
4718,влага,水分,79
14485,добрый,种类,13
2772,мила,米拉,89
2093,динар,第纳尔,83
9015,кататься на коньках,滑冰,20
7136,уступил,屈服于,38
4366,пастофон,parton.,81
12405,клен,枫,24
1341,филимон,菲尔梅尔,96
13256,виктория,维多利亚,15
4562,лап,狼疮,80
9548,meu.,梅,48
10830,производители,制造商,20
13872,потому что,因为,7
2053,чихать,喷嚏,85
7276,общение,交往,63
2090,франкфорт,法兰克福,92
6976,склон,坡,53
11657,дурам,达勒姆,31
14221,европа,欧洲,5
357,черновики,草稿,95
11872,добровольцы,志愿者,16
4355,логически,逻辑上,25
4365,джаггер,錾,81
5758,шкаф,壁橱,70
9852,монарх,君主,37
10841,вино,葡萄酒,37
11924,сексуально,sex,17
13614,китайский язык,中国人,12
8385,порох,火药,56
559,катскилл,catskill.,99
7405,кларнет,单簧管,62
12447,нельсон,纳尔逊,24
11804,фабрика,工厂,27
6251,цианид,氰化物,70
1392,навязывание,征收,96
3507,пхеньян,平壤,86
12215,анон,匿名,26
2857,нерешеный,uns,88
12113,леди,淑女,20
12562,финляндия,芬兰,23
6487,набрасываться,赢得,47
12212,блинчик,科林,26
9646,фейерверк,烟花,45
3376,резак,刀具,80
4206,слайды,幻灯片,41
10526,по существу,大本上,19
10368,тако,炸玉米饼,41
1595,умолять,sle,93
9332,полли,波莉,49
2574,начисление заработной платы,工资单,88
5681,биполярный,双极,73
8236,гул,嗡嗡声,55
5826,домика,多米尼克,73
8563,нильсен,尼尔森,55
4449,литр,升,48
12574,моор,摩尔,22
10163,общаться,交流,8
7272,плач,哭,32
3528,авокадо,鳄梨,83
7678,хэтчбек,掀背车,56
11322,юлий,朱利叶斯,34
11584,черчилль,丘吉尔,32
6425,нигерийский,尼日利亚人,67
13786,иначе,否则,11
10219,столкновение,冲突,31
7519,сильвестр,西尔维斯特,62
5811,термометр,温度计,73
746,маоист,毛派,93
484,родительство,父母身份,99
13074,лаборатория,实验室,17
11510,эрнест,欧内斯特,33
8863,древесный,伍迪,51
3502,кала,卡拉,86
8295,саксофон,萨克斯管,56
7018,взломать,黑客攻击,37
12804,глаз,眼睛,15
12274,сигнал,信号,20
13652,восточный,东,12
4356,дафна,芫,81
4417,перераспределение,重新发行,80
11238,арест,逮捕,17
4352,палма,帕尔玛,81
178,bethesda,贝塞斯达,100
5391,камея,came,74
12851,балтимор,巴尔的摩,20
14395,уменьшать,减少,16
5995,фисташка,开心果,72
11989,катрина,卡特里娜州,28
6625,койот,土狼,52
7306,суперизм,拉皮条,62
10909,рочестер,罗切斯特,38
7757,романтизм,浪漫主义,60
8530,титан,钛,55
11888,yahoo.,雅虎,29
1820,шерпа,夏尔巴,88
12624,торнадо,龙卷风,20
2826,трижды,三次,88
13653,ирак,伊拉克,12
9683,муссолини,mussolini.,47
11622,картина,绘画,20
4300,каноэ,独木舟,71
12292,москва,莫斯科,25
6099,бодибилдинг,健美,65
14283,потенциал,潜在的,11
3923,орто,ortho.,84
3872,эпоним,同名,83
6613,собел,黑貂,67
6141,динг,丁,68
8284,перераспределен,重新部署,50
518,проглотил,吞没,61
7482,разоружение,裁军,62
10616,сильва,席尔瓦,39
11202,панель,控制板,32
14029,вокруг,大约,8
6071,монтерей,蒙特里,71
2908,неонатал,新生儿,88
11268,транзит,过境,21
8225,грохота,隆隆,54
3151,расходов,支出,75
6879,мавритания,毛里塔尼亚,66
11717,харви,哈维,31
606,метилен,亚甲基,99
12378,честь,荣誉,19
8336,урок,课,47
11910,бунт,暴动,15
4609,олова,cl,77
3902,уходи,逃离,82
5928,болонья,博洛尼亚,72
6329,наветренно,迎风,63
8875,сфинкс,狮身人面像,52
87,отбеливание,漂,39
1488,историография,史学,94
11033,гарнизон,驻军,33
12651,ken.,肯,22
9040,множество,大批,50
9925,лестер,莱斯特,45
6564,плотный,稠密,60
8111,послание,书信,56
9428,ритм,韵律,46
6290,небрежный,邋..,69
10298,ученые,科学家们,31
6079,запрещено,不允许,65
4486,грит,格里姆姆,81
2142,вакуол,灰色,92
4559,кокер,焦克,80
259,востребоваться,开玩笑,100
13621,так далее,等等,12
1764,блокировщик,拦截,84
7467,прозрачность,透明度,46
11031,перестрелка,枪战,36
265,здравомыслие,理智,100
5977,ничт,nicht.,69
7942,относящийся к,相关,59
13709,тон,语气,12
4031,печенье,饼干,23
12621,родной,本国的,21
6187,пикарун,皮帕吞,70
8528,кадиллак,卡迪拉克,54
13858,первый,第一的,6
10929,причал,泊位,35
11805,кубинец,古巴人,29
13639,к сожалению,很遗憾,12
14467,обсуждается,讨论,6
3362,стебли,茎,38
6097,mau,岳,71
984,болос,博洛,96
9565,бетти,贝蒂,48
10592,ветчина,火腿,38
666,репрессий,重新,65
3485,хлопать,咂,62
2355,woohoo.,哇哇哇哇哇哇哇,91
5542,биохимия,生物化学,74
13770,достаточно,足够的,11
3494,одолевать,知识,78
7365,помпеи,庞贝,62
13110,эрик,埃里克,17
5026,доля,霍拉,77
13698,подсказки,提示,12
641,битовая карта,位图,99
9424,пикассо,毕加索,49
5261,маккартизм,麦卡锡主义,76
2010,поспешность,拼错,60
7414,косвенный,间接,62
11528,фиг,披,32
4058,вишну,vishnu.,83
6989,позвоночник,脊,65
688,повсеместно,无处不在,98
12199,дверь,门,22
9071,хорватский,克罗地亚语,51
707,слона,slone.,98
786,дох,大湖,98
3037,солнечность,太空鱼,88
11687,система показателей,记分卡,31
10027,беженцы,难民,27
6583,пропускная способность,带宽,66
5192,альдолаза,aldolase.,76
6683,дифференцировать,区分,41
4418,газель,springbok.,67
11917,джейн,简,29
9322,на улице,户外,45
8117,анорексия,厌食症,58
9607,доли,doyley.,47
3200,наносят,造成,52
5672,эдип,俄狄浦斯,74
9392,аэрокосмический,航天,49
5543,полузащитник,halfback.,70
12916,ударил,str,19
4918,домини,domini.,77
10561,фортепиано,钢琴,39
8620,чернила,墨水,49
11581,руозвельт,罗斯福,32
13005,препарат  средство  медикамент,药品,16
6812,диод,二极管,66
13765,грузия,乔治亚州,11
4558,столовая,用餐,73
6313,паулина,鲍林,68
3280,гликоль,甘草,84
1383,неорганическое,无机,96
14458,мысль,想法,11
8888,диабет,糖尿病,50
3715,посудомоечная машина,洗碗机,81
7881,квалификация,资格,21
12109,преданный идее,坚定的,19
7703,утилизация отходов,回收,53
655,рокеры,摇杆,72
9785,похороненный,埋葬,37
218,нитрофенол,硝基苯酚,100
9553,брюссель,布鲁塞尔,47
14482,почему,为什么,7
8417,игнорировать,漠视,48
3836,антимонопольный,反垄断,85
11058,хью,休,37
3031,фло,弗洛,88
12410,оручитель,赖特,24
4605,ожерелье,项链,77
12056,псевдомонас,假单胞菌,28
8962,трейлер,预告片,47
5317,матра,matra.,76
5638,бездельничать,休息室,71
3526,зефир,棉花糖,86
11022,отсутствие,缺席,37
7256,отсчет,倒数,62
196,whitworth,惠特沃思,100
7627,принтер,打印机,55
5924,жаркий,最热门,72
12816,захваченный,捕获,14
9705,заглохл,停滞不前,38
12244,аффикс,词缀,26
9640,темза,泰晤士河,47
3398,задний двор,后院,87
5546,паша,帕莎,74
6663,эргономика,人体工程学,67
10191,нервный,紧张的,43
11459,амос,amos.,33
122,салаам,萨拉姆,100
8931,детство,童年,52
3003,маха,玛哈,88
7376,оценщики,评估员,62
11384,лаура,劳拉,34
5255,модуль,模块,47
11867,медицина,药物,28
9908,траншея,沟,39
12283,перу,秘鲁,26
10970,невысокий,杂项,37
11931,века,岁,12
1192,рема,rema.,96
2240,в своем уме,sane.,91
3793,сосудистый,血管,85
14297,лидеры,领导者,12
13299,встретились,遇见,12
13462,линкольн,林肯,14
7668,зарождение,初学,61
8300,зебра,斑马,52
6791,ритмичный,节奏,66
406,меконг,湄公河,100
8446,писать,pk.,55
3035,якоби,雅各布,88
9875,цыпленок,小鸡,40
10013,капризный,喜怒无常,44
4594,плодовитый,prol,79
14412,правила,规则,7
2026,издевательство,嘲弄,91
13361,модель,模型,12
8314,вереск,希瑟,56
1303,nei.,诺伊,96
8998,ненадежный,不可靠,51
853,килкенни,基尔肯尼,98
431,свернутые,缩减,85
2,крендели,椒盐卷饼,93
8231,мал,mal,57
13514,мили,里程,12
6660,ассиз,assisi.,67
2326,карол,car,43
8865,беркшир,伯克希尔,53
13658,казаться,似乎,8
3800,бунзен,bunsen.,85
8174,гавана,哈瓦那,58
1061,othnnot.,whatnot.,96
12089,компромисс,妥协,19
5693,сладкая вода,甜水,74
2421,непредумышленное убийство,过失杀人,90
9298,клиент,客户,40
6974,никотин,尼古丁,63
4564,ребра,肋骨,62
879,балки,梁梁,54
4938,тропа,途径,66
10678,обещать,承诺,24
10132,мгновенное,立即的,42
6179,цпу,中央处理器,67
1426,буй,浮标,83
6010,деакон,执事,42
9460,филе,菲特,43
7775,антоний,安合一,60
682,увязшийся,陷入,71
10376,выступ,pt.,15
10476,переключаться,切换,23
14175,держать,保持,8
6630,арбуз,西瓜,66
8163,хлор,氯,54
1287,нерешительно,未定,93
4782,капуста,卷心菜,79
13764,настоящий,真实的,11
12039,уголовное,刑事,25
13690,деньги,钱,12
11402,оздоровительно,粗略,34
12135,аф.,af.,27
5573,топология,拓扑,64
11559,кларк,克拉克,14
8091,пасо,帕索,58
2352,аятолла,阿亚图拉,89
13398,мертвых,死的,14
8286,блокировка,闭锁,57
9135,сталинград,斯坦林格勒,51
7261,генома,基因组,61
13631,портал,门户网站,12
4267,этаж,层,72
10324,boeing.,波音,40
1575,изумленный,amused.,15
9177,клубника,草莓,49
5010,чунь,春,77
5631,читаемость,可读性,53
14168,политика,政策,6
2923,укрываться,高音,88
2475,решетка,格子,87
8702,свергнуть,推翻,52
11891,красноречие,redskins.,29
9784,тщеславие,虚荣,45
5541,шифер,石板,55
5516,арахис,花生,40
580,гуджарати,古吉拉蒂,99
14102,официальный,官方的,9
2888,сабин,萨宾,86
7770,сожалеть,后悔,21
13076,общество,社会,17
11386,саторизм,satori.,34
10280,филиппинс,菲律宾人,40
11349,гость,客人,29
5378,подстановочный знак,通配符,75
13399,горячий,热的,14
7548,ганновер,汉诺威,62
12104,аравия,阿拉伯,27
12472,анна,ann,18
12544,письмо,信件,17
6006,неандерталь,neanderthal.,71
9056,мозамбик,莫桑比克,52
340,бабушка и дедушка,祖父母,80
12191,комедия,喜剧,26
12138,христос,基督,27
5536,взломанный,破解,33
9164,каблуки,脚跟,44
13219,дуглас,道格拉斯,16
11307,профиль,轮廓,30
3841,бумеранг,boomerang.,84
14362,видео,视频,10
3211,rainier.,雷尼尔,88
6836,банкноты,钞票,36
13759,знакомый,熟悉的,11
4280,бурундуки,花栗鼠,61
5363,гидроксид,氢氧化物,75
10787,средневековый,中世纪,38
9294,мониторинг,监测,16
8223,суффикс,后缀,53
10360,вагон,吸血鬼,38
452,дерьма,durr.,100
7671,экология,生态,51
11293,колизей,大剧场,35
13381,миссия,使命,12
10925,гореть,公吨,36
7216,пушистый,毛茸茸,63
8719,иск,诉讼,48
14211,недели,几周,8
13242,са,sa,16
6883,одиссей,奥德修斯,66
12052,становится,成为,7
6469,опекан,欧佩克,69
4629,эстрада,埃斯特拉达,80
1916,многообразие,歧管,65
12029,запретить,禁止,15
11572,ландшафт,槊,31
7463,клич,clive,62
8694,флетчер,弗莱彻,54
11030,предварительный,初步的,37
7551,жестокость,残酷,62
13046,симпсон,辛普森,18
13115,египет,埃及,17
9222,штраус,施特劳斯,50
2924,mcg,麦格,88
13837,ты,你,5
5525,отступление,撤退,33
13475,персидский,波斯语,13
4701,бош,波什,79
10403,грязь,污秽,41
6766,паломники,朝圣者,59
5778,непослушный,淘气,73
5018,среда обитания,栖息地,76
11360,как-то,不知何故,34
2861,тросточки,披肩,56
3065,каббала,kabbalah.,88
6643,пропадать,消失,35
6694,мерлин,梅林,67
3639,нержавеющая сторона,防锈的,86
483,поливинил,聚乙烯醇,99
12001,оплаченный,有薪酬的,28
760,паноптика,panoptical.,98
7485,глубже,更深,62
12480,отрицательный,消极的,22
6612,трактор,拖拉机,63
9313,боксер,拳击手,48
10813,вена,维也纳,38
12128,мель,梅尔,27
3699,расслабиться,松弛,83
11515,гер,gr,32
12391,морган,摩根,25
6375,дезорганизовано,混乱的,68
5063,даритель,送礼者,76
5605,популярно,俗气,74
6259,присягой,宣扬,70
1862,резаль,富豪,91
12842,роджер,罗杰,15
5111,дам,纳姆,77
10847,ангола,安哥拉,38
10329,просматривать,浏览,37
4983,этель,ethel.,78
7036,подушка,cu.,63
13153,пакистан,巴基斯坦,17
11996,тюлень,海豹,20
11131,отдел,de,36
7213,дочери,女儿,32
937,чехов,chekhov.,97
4203,ломка,废料,52
11922,шт,件,17
2655,патан,pathan.,90
3937,сходить,下降,38
7123,юань,元,64
3733,боковые линии,边线,48
1631,вульва,外阴,94
11737,фунт,ft.,31
10338,emerson.,艾默生,41
1999,токсикология,毒理学,90
13993,пять,五,8
2020,чайки,海鸥,85
11729,доставлен,发表,24
2389,некролог,ob告,83
8407,педик,柴草,52
8619,кухня,厨房,41
10697,промежуток,lw.,39
4137,школьный класс,课堂,75
5749,кастил,卡斯蒂利,73
9042,сандра,桑德拉,52
13137,орегон,俄勒冈州,17
5033,грамотность,扫盲,77
6394,розмари,迷迭香,69
13987,случай,案件,6
2900,сердито,愤怒地,88
10844,слияние,融合,38
111,проживание,自住,90
6611,спутник,舒伯特,68
2928,гражданский,civil,88
6593,трущобы,贫民窟,65
4348,базовый,bason.,82
1141,фиги,figo.,96
8750,турбо,涡轮,52
13296,небраска,内布拉斯加州,15
7266,рана,罗阿诺克,63
4672,рукописи,手稿,61
12315,мексиканский,墨西哥人,25
356,амиралтейство,海军部,99
1079,ссориться,吵架,88
12905,арканзас,阿肯色州,19
2735,мирон,迈伦,89
4163,логарифм,对数,75
2498,палома,paloma.,90
7129,циан,青色,64
13079,дерево,树,16
9318,цирка,circ,49
14363,роберт,罗伯特,11
1161,мадейра,马德拉岛,96
7598,счетный,cg.,61
11663,гана,加纳,31
10039,азот,氮,43
2369,полиэтилен,聚乙烯,91
6993,гс,gs.,65
3289,коран,古兰经,87
11903,эм,em.,27
3591,богомол,螳螂,86
12807,сочетание,加上,12
12424,полночь,午夜,24
1495,антидизестабизм,抗动性建立主义者主义,95
4604,пробирка,船长,76
1927,метанол,甲醇,93
6951,побуждать,别克,65
2038,ананда,ananda.,92
1131,осторожный,occ,72
5466,грелка,暖和,73
2891,затопленный,淹没,77
9609,путевой обходчик,莱曼,47
3562,расставаться,分手,83
12094,que.,阙,27
10420,днуйт,德怀特,41
8481,завещание,遗嘱,54
8458,туберкулез,结核,56
12875,запах,香味,20
3268,антагонист,拮抗剂,65
4009,пантеон,万神殿,83
404,пальмира,帕尔梅拉,100
6811,париться,肖邦,66
9817,волшебник,巫师,32
3677,смехаться,可笑的,84
14333,продажа,出售,21
4914,кавер,cav,78
750,дисфункция,功能障碍,88
12976,андерсон,安德森,19
85,время мечтать,梦想时间,100
11513,социалистический,社会主义者,30
12267,ненавидеть,恨,23
6072,завоевано,征服,44
12322,звуки,声音,12
9126,динамит,炸药,50
12243,рассел,罗素,25
889,тройное положение,三元,97
11177,трансмировать,穿梭,35
11579,соника,sonicv.,31
5072,китайский квартал,唐人街,77
9712,цирк,马戏团,46
9899,ровер,流浪者,32
10491,подиум,领奖台,39
13011,бедных,较差的,18
8799,рассчитанный,计算,28
8372,macbeth.,麦克白,56
6857,альцгеймер,阿尔茨海默,66
1425,синтезатор,合成器,42
10299,синтаксис,句法,42
7589,свалка,倾倒,43
7176,удобный,方便的,44
257,сплоченный,凝聚力,56
346,хаджи,哈吉,100
5669,лепроси,麻风,74
439,метаморфоза,变态,100
11412,заброшенный,弃,28
13749,отслеживать,追踪,9
4744,ницше.,nietzsche.,79
10255,плотность,密度,41
3931,кибуц,kibbutz.,84
13411,мост,桥,13
11532,лакросс,曲棍,32
9595,соль,sal,47
3139,интимный,亲密的,75
11361,andre.,安德烈,34
10667,вектор,向量,38
4185,гефест,hephaestus.,82
4577,напал,纳帕,80
9436,копенгаген,哥本哈根,49
1281,яркий,生动,94
9686,папочка,爸,46
12121,загадка,谜,27
10601,убежденный,说服,28
13791,а,这,5
11097,каменистый,洛基,29
3387,надписи,铭文,67
9060,царапать,刮,38
3350,тощий,瘦骨嶙峋的,87
5492,кальян,水烟,74
9905,агрессивный,挑衅的,34
5539,гаага,海牙,74
11501,кипр,塞浦路斯,33
12297,био,生物学,24
5976,скука,无聊,71
3005,метициллин,methicililin.,88
3123,анион,阴离子,87
10334,титаник,泰坦尼克号,24
5737,глювер,格洛弗,73
10615,имущество,财产,36
10357,армянский язык,亚美尼亚人,38
7985,навязывать,强加,33
1549,малдер,穆德,95
10817,частота,频率,36
423,драматург,剧作家,96
12604,неразборчивый,ne,23
9238,леул,莱昂内尔,50
317,конюмин,connex.,100
9953,байрон,拜伦,44
10154,ежемесячно,每月,43
4019,дымчатый,烟,83
11309,пингвинь,企鹅,24
7087,шерлок,sherlock.,64
3858,гниль,腐烂,78
3593,самаритан,撒玛利亚,84
7569,пожертвование,捐款,32
7026,инвентарь,存货,62
10892,разгромить,粉碎,29
9473,эйзенхауэр,艾森豪威尔,48
5186,коэффициент,系数,72
6500,идальго,hidalgo.,68
10987,закуски,初学者,23
6178,свазиленд,斯威士兰,70
11766,везучий,幸运的,30
12436,облегчение,宽慰,24
13114,водитель,司机,12
10638,моложе,更年轻,39
12172,тысячелетие,千年,27
6726,вызванный,召唤,53
6199,необыкновенный,罕见,70
13059,дважды,两次,18
7544,кво,quo.,62
9000,отключение,停电,49
10699,абсолютно,绝对,23
10269,уродливый,丑陋的,38
13671,северный,北方,12
1524,сразу,史努比,95
4334,пусковая установка,发射器,63
1900,горб,驼峰,87
12232,панама,巴拿马,26
12395,пыль,灰尘,24
10541,каролл,卡罗尔,40
9209,мона,蒙娜,50
13308,колорадо,科罗拉多州,15
7780,геспериан,默特,60
5512,вытягивает,拉扯,18
1971,банту,bantu.,93
12929,тройной,三倍,18
12931,номер,房间,18
13056,грэм,格雷厄姆,18
553,недорого,廉价,97
1415,героиня,女主角,46
5114,счеты,算盘,77
7141,пэтти,帕蒂,62
3839,бесцветный,无色,85
4268,альманак,阿勒马克,81
5722,гофрировать,耕地,38
613,изуродован,仔细审查,94
13772,зеленый,绿色,11
9645,мешок,解雇,24
10618,тибетский,藏,36
5002,poinsettia.,一品红,78
11816,подделка,假冒,27
9576,богатство,财富,47
9083,небоскреб,摩天大楼,48
6369,суда,法院,69
13358,зима,冬天,14
7728,промывка,冲洗,51
1934,ашраф,阿什拉夫,93
9339,уганда,乌干达,49
11730,эфиопия,埃塞俄比亚,31
5772,извлекать,提炼,37
10203,атом,原子,25
11546,гром,雷,31
4950,этимология,词源,66
6231,гринвуд,格林伍德,70
8850,наклонный,倾斜,41
9937,джентльмены,先生们,44
7373,приважно,骄傲,62
8010,встроенный,嵌入式,56
11627,ожидающий,等待,14
1529,прямая кишка,直肠,95
2898,межведом,互殖,88
12483,милость,优雅,23
12207,притворяться,pringle.,26
12687,железо,铁,19
10957,кольца,戒指,17
1321,ассортимент,disp.,96
8648,доверие,信任,24
12406,толстый,胖的,24
11749,точность,准确性,30
9759,диалог,对话,44
14453,август,八月,6
4528,стравинский,stravinsky.,80
2499,гипотермия,低温,90
4224,эллинистический,希腊主义,82
6717,признанный,赞誉,54
11453,вайоминг,怀俄明州,33
5622,бесспорный,无可争议,70
1594,развиваться,不断发展,36
11208,голливудский,好莱坞,35
3344,прическа,发型,74
6693,делла,della.,67
5729,аэродинамика,空气动力学,59
14450,ударять,打,8
13842,год,年,6
11231,патруль,巡逻,25
5998,равномерно,均匀,72
11500,норман,诺曼,32
1009,непрактично,不切实际的,96
2168,залитый,显着,87
7399,измученный,筋疲力尽的,41
8334,герши,hershey.,56
6476,резко,急剧,69
13174,иногда,有时,15
1756,одноклассники,同学,84
11828,наружный,外,30
3711,самсон,samson.,85
10704,диск,磁盘,38
2519,насыщенный,最繁忙的,90
1768,на восток,向东,50
14178,европейский,欧洲的,10
12867,турция,火鸡,20
12808,harrison,哈里森,20
7155,логистически,后勤,37
3938,диметокси,二甲氧基,83
4788,халас,哈拉斯,75
10940,гребень,波峰,35
13250,тщательно,tiddly.,16
6303,иона,乔纳,70
2023,пропоганда,propoganda.,92
2217,асимметричный,不对称,87
14148,предложенный,建议的,9
1838,итализован,italicized.,88
13737,джо,乔,12
13750,возможность,机会,11
4379,ускорить,加速,35
4684,stockade.,寨子,74
10823,сосредоточены,专注,29
11321,треск,跋涉,34
1504,каяк,皮艇,92
3127,вуаль,面纱,71
269,преобразование,直立,48
4944,сионисты,犹太岛,41
343,термит,thermite,100
13291,нация,国家,7
7346,гелий,氦,62
3957,пианист,钢琴家,80
12603,дент,丹佛,23
10344,рацион питания,饮食,40
13331,как правило,通常,13
6689,маскировка,伪装,46
11007,бирня,缅甸,37
12660,чарли,查理,22
3895,ацетон,丙酮,84
7518,кроссовер,交叉,58
9080,молитва,祷告,45
10765,нео,新奥,38
3311,провост,prov,87
5750,ханна,汉娜,73
5330,мемуары,回忆录,67
6724,маверик,小牛,48
8886,ахарья,acharea,52
5609,гиз,gies.,71
1074,прилагаемый,附加,70
1918,монтаж,剪辑,92
10141,активисты,活动家,36
10076,artemis.,阿尔忒弥斯,44
9486,арка,拱,45
12860,гитара,吉他,19
2831,люкс,勒克斯,78
9111,полезность,效用,31
6828,танцоры,舞者,54
6386,арфа,竖琴,66
5381,табаско,塔巴斯科,75
14077,точка,观点,6
5431,kilt.,k,74
9007,тесна,tx.,52
8938,люк,孵化,50
7836,сбои,失败,21
11320,шаги,脚步,16
8308,нацисты,纳粹,24
5397,адо.,ado.,75
8957,опылище,粉丝器,45
10822,мэрилин,玛丽莲,38
6068,настаивать,坚持,26
13080,известный,著名的,18
3984,акрополь,雅典卫城,83
14031,рано,早期的,9
2598,шедевр,杰作,82
9351,балийство,巴厘岛,49
13223,самый высокий,最高,16
2202,линди,林迪,91
9745,рукав,袖子,37
7034,растворитель,溶剂,58
10556,ограниченный,受限制的,16
3603,сопрано,女高音,64
5728,амфитеатр,圆形剧场,73
3942,эксплуатируется,泛滥,41
2845,чугун,chou.,88
12949,подходящее,合适的,13
8122,доступен,访问,8
1160,капуцин,capuchin.,96
6426,недооцененный,无人机,69
4252,пиял,水蛭,82
6307,эзра,ezra.,70
5420,сонет,十四行诗,68
7090,вакцина,疫苗,53
960,ententte.,忠告,97
8608,шиа,什,54
14428,поддержка,支持,8
8499,медина,麦地那,55
13193,руководство,手动的,16
5200,котенок,小猫,71
12590,ислам,伊斯兰教,15
2622,линкоры,战舰,58
10414,бродвейн,百老汇,41
6501,jericho.,杰里科,68
9396,изгородь,栅栏,38
2816,сплитнология,spranchnology,89
10752,maillot.,ma,38
2968,агитация,搅动,68
5592,долорес,小陵,69
13938,акции,分享,6
4377,обтекаемый,流线型,71
14135,дос,dos,5
10356,выжившие,幸存者,32
1521,регресс,追索,94
2886,сомеры,索,88
2460,урезать,窝棚,88
9050,лиссабон,里斯本,52
5567,хрупкий,脆弱的,73
12786,ванкувер,温哥华,21
10127,овладевать,awm.,43
12668,терри,特里,22
2656,мидтаун,中城,90
298,сумматор,加法器,100
13140,швеция,瑞典,17
965,повсегда,soir.,97
11850,случается,发生,10
412,беретта,贝特塔,100
10821,норма,规范,37
12745,фотография,照片,11
7241,замочить,扣篮,59
8363,уважение,韦尔奇,56
8007,австралиец,澳大利亚,52
11908,необычный,异常,26
3388,халифа,哈利法,87
2496,катана,卡塔纳,90
767,обиспо,obispo.,98
1057,hestia.,赫斯蒂亚,96
2094,глицерин,甘油,92
14120,место,地方,6
8039,солнечно,晴朗,41
12508,дннис,丹尼斯,23
2392,агностицизм,不可知论,91
8273,абориген,土著,45
4220,криминал,法医学,46
485,malthus,马尔萨斯,99
8709,сынок,桑尼,54
8884,эффективность,效率,34
4464,евразийский,欧亚,80
7177,великолепный,壮丽的,62
9782,в ожидании,待办的,46
3846,лицензиум,许可方,85
11045,утверждал,争辩,19
10824,бритва,剃刀,38
13337,бог,上帝,14
