ID,RUSSIAN,DEUTSCH,INTERVAL
13217,ни один,weder,16
12984,австрия,österreich,19
7585,носорог,nashorn,62
7652,флемят,flämisch,61
4610,научился,gelernt,79
9103,калий,kalium,51
14409,член,mitglied,9
9277,генезис,genesis,50
2238,carfax,sarfach,91
5230,вихрь,wirbel,76
3146,инсулин,insulin,88
11415,македония,mazedonien,33
7634,тромбон,posaune,60
14500,стратегия,strategie,30
4373,методология,methodik,72
6249,неблагоприятный,nachteilig,60
5381,табаско,tabasco,75
343,термит,therma.,100
3385,люцифер,luzifer,85
706,на плаву,flosig,98
9301,пудра,pulver,45
3839,бесцветный,farblos,84
13769,понимание,verständnis,9
14212,обвинения,gebühren,14
6442,алхимия,alchimie,68
8000,мирного времени,peaketime.,59
4948,веревки,rope,53
8508,прилив,tidal,55
10544,петля,schleife,34
14263,т,t,5
4560,крючок,knut,80
12412,коннектикут,connecticut,25
10917,доставка,lieferung,33
3415,окарина,okarina,86
3955,аккорд,akkord,71
5506,нестабильность,instabilität,73
879,балки,balken,54
9948,ленты,lebhaft,44
13152,шанс,chance,15
9792,ошеломление,deutsche,45
11583,монро,monroe,32
1506,aegis.,ägide,95
3618,шивер,shiv.,85
4085,вики,sausen,83
2772,мила,mila,89
3864,дедушка,opa,83
11710,классический,klassisch,17
11920,манхэттен,manhattan,29
10395,подводная лодка,u-boot,39
4068,базука,bazooka,82
5824,липа,linde,72
56,инкуб,inkubus,100
9938,кантри,kippen,44
5288,макароны,makkaroni,75
10598,камерун,kamerun,39
7460,стрелок,shooter,54
9030,драгоценный,kostbar,52
665,обязан,verdanken,48
470,аббат,abt,97
11836,пепел,asche,24
6008,мандарин,mandarin,71
7745,подземелье,verlies,42
11403,эксперт,experte,24
8280,блокада,blockade,53
12026,спасать,rettung,25
375,кремнеземный,siliciumdioxid,100
7817,грабеж,plündern,49
4158,забрызгивать,burley.,82
4878,вау,wah,78
13540,особенно,insbesondere,13
8388,новость,zeitungspapier,56
6313,паулина,pauline,67
12314,ежедневно,täglich,25
5265,шер,treibend,75
14086,военный,militär,10
1995,столбняк,tetanus,93
10735,неванность,profanität,28
7792,противодействовать,einhalten,31
4767,канд,kang.,79
11772,бразильский,brasilianer,29
10289,амир,amir.,41
5123,альбус,albus,76
3107,кварц,quarz,88
4716,весы,waage,75
10087,гейт,sturm,40
9126,динамит,dynamit,50
8889,коала,koala,52
9208,центы,cent,25
263,любительский,amateurhaft,100
13634,незаметно,nicht registriert,12
5715,конструктор,konstrukteur,42
9282,уверенно,versicherte,27
6901,мн,minn,65
13127,идет,giftig,17
3019,моющее средство,waschmittel,87
8941,габон,gabun,52
6929,потрясающе,unterschiedlich,65
6006,неандерталь,neandertaler,71
13113,пляж,strand,17
5991,этна,ätna,71
7692,сорняк,unkraut,57
3129,кафка,kafka,88
3346,палочки для еды,essstäbchen,87
9822,уран,uranus,45
5340,брошюра,broschüre,64
13589,согласна,zustimmen,11
508,мутанты,mutanten,55
6081,лекс,lex.,71
7873,преступники,täter,45
6211,обратный,rückschlag,70
8914,иерархия,hierarchie,51
10066,крюк,haken,30
14469,документ,dokumentieren,12
13836,один,eins,5
2876,хоя,hoya,88
13688,миллион,million,11
12583,яма,grube,17
6217,конный,reiter,66
4788,халас,halas,74
5217,тристан,tristan,76
2760,нагрудник,lätzchen,88
487,преувеличение,übertreibung,60
10804,сдаваться,aufgeben,28
9746,отчаянный,verzweifelt,38
3853,дигидрокси,dihydroxy.,84
12762,орел,adler,14
7193,барлоу,barlow.,63
4567,виолончель,cello,79
11047,ливия,libyen,37
1945,ферми,feliver,93
10623,терра,terra,39
6749,meuse.,masuse,66
4544,заправлять,verunstalten,52
6604,росы,tau,67
11051,крупный рогатый скот,das vieh,37
7207,лепаж,lepage,63
10663,месть,rache,38
7561,преруда,arrondissement,60
11802,емкость,kapazität,29
5032,синглтон,singleton,76
10357,армянский язык,armenisch,38
7423,анджелина,angelina,62
10202,день благодарения,das erntedankfest,42
8538,двоюродная сестра,vetter,45
13410,гарри,harry,12
11434,метил,methyl,32
14155,британский,britisch,9
13522,окуривать,stub,13
1944,подарок,gicht,93
230,подгруппа,untergruppe,91
1671,мандарины,mandarinen,75
1531,буржуазия,bourgeoisie,95
13239,бразилия,brasilien,16
10223,гильс,giles.,42
6435,африканцы,afrikaner,13
1849,президиум,präsidium,94
9723,бобра,biber,39
13500,безопасность,sicherheit,12
7818,неопределенность,unsicherheit,57
10469,каналы,kanäle,15
9710,реставрация,wiederherstellung,9
9809,палец,finger,32
1272,настраивается,zweifellos,65
5409,безопаснее,sicherer,75
10942,гастроном,delikatessen,37
3126,саломон,salomon,88
11317,постучал,geklopft,23
2466,сажеры,sayer,83
7836,сбои,ausfälle,21
8628,лозунг,slogan,44
8507,находящихся под угрозой исчезновения,gefährdet,52
3057,картсток,kakungsstock,88
9361,як,yak,49
13157,дар,gif,17
13581,индийский,indisch,12
2553,полинезия,polynesien,90
10639,транзакции,transaktionen,37
3100,кошерство,koscher,88
13574,олимпийский,olympisch,10
12589,армстронг,armstrong,23
8031,катлер,cutler,58
5306,кито,quito.,75
5294,дессоус,dessus,75
10537,во-вторых,zweitens,40
9706,моисей,moses,46
13784,небольшой,klein,11
4474,сонный,schläfrig,80
12900,экономика,wirtschaft,19
898,нечувствителен,unempfindlich,90
6045,биом,biome,71
9950,пионер,pionier,36
7626,проявление,manifestation,40
12663,поттер,töpfer,22
9865,принципы,prinzipien,27
310,полимат,polymath,98
5567,хрупкий,fragil,72
1175,пончики,ponsus,85
9969,сдвинутый,verschoben,17
3831,навоза,dung,84
6554,бутан,bhutan.,68
3311,провост,propst,87
4167,гейгер,geiger,82
10420,днуйт,dwight,40
13407,прошедший,bestanden,8
5429,дионис,dionysus,75
8831,джойс,joyce.,53
3798,махди,mahdi,84
6742,кинематография,kinematographie,66
2517,саутланда,southland,90
10531,бейрут,beirut,40
12917,безрезультатно,nicht referenziert,19
10922,ньюфаундленд,neufundland,38
6830,полимер,polymer,62
14012,мощь,könnte,6
4615,неважно,unwichtig,79
9803,главное,vor allem,45
14047,члены,mitglieder,9
2222,корица,zimt,91
9631,капман,chapman,47
768,кадмий,cadmium,98
13635,решение,entscheidung,12
6481,башни,buffy,68
725,текстиль,textilien,62
4357,ранду,rendezvous,75
5466,грелка,wärmer,72
6286,йод,jod,69
561,спаржа,spargel,99
4513,дарби,darby,80
6715,самый лучший,feinste,66
11127,сомерсет,somerset,36
951,туарег,tuareg,97
5138,гиревой спорт,gewichtheben,75
12127,страх,furcht,22
9403,дезертир,desc.,49
1971,банту,bantu,93
7689,ирокез,iroquois.,61
6415,смех,lachen,69
4126,рецепт блюда,rezept,71
1716,ругос,rougeau,94
135,заварной крем,vanillepudding.,100
10830,производители,hersteller,20
7728,промывка,spülen,51
5313,трансвааль,transvaal,75
13797,для,für,5
466,прогрессировать,treten,91
2942,одуванчик,löwenzahn,87
9238,леул,lionel,50
13098,эдвард,edward,14
1919,роспись,wandgemälde,87
3136,репер,roper,87
6455,стафилококк,staphylococcus,68
12262,рейдеры,raiders,25
13724,томас,thomas,12
2575,милиционеры,milizsoldaten,90
13816,его,es ist,5
753,апостановие,apostasie,98
820,канцероген,karzinogen,87
6305,спрей,sprühen,58
6133,эстер,esther,70
284,лей,lein,100
13064,ад,hölle,18
1403,манипуляциями,manipulationen,38
14332,достиг,erreicht,9
11876,вспоминать,wiedervereinigt,8
4743,перефразировать,wiedereindringen,60
1918,монтаж,montage,92
12512,watching,aufpassen,12
7212,весить,wiegen,45
3325,поднятие,bebop,87
11365,тропический лес,regenwald,34
239,неотложен,ungeschaltet,100
7469,экспо,messe,42
11958,свидетельствовать,se.,28
1645,пахлави,pahlavi.,94
2563,кабан,eber,89
10631,спуск,bergab,38
9125,деревянный,hölzern,51
1654,мошонка,hodensack,94
8157,валь,val,58
9260,лафайетт,lafayette,50
11995,задний,rückseite,28
4331,сантиметры,zentimeter,68
11610,литва,litauen,32
9939,юрист,anwalt,36
10784,отчетливо,berichten zufolge,38
13066,пострадавший,verletzt,17
5207,преследование,stalking,44
14401,специфический,spezifisch,8
13044,значимость,bedeutung,10
7,карбонит,carbonit,100
1084,предусматривается,festgelegte,78
4769,парикмахерская,haarspray.,79
13383,воплощать в жизнь,implementieren,13
6055,барровый,karren,70
3664,ученики,pupillen,72
7588,красная рубашка,rotes shirt,58
11919,аст,ast.,29
7760,кирпичный завод,ziegelei,60
8319,мудрец,salbei,56
6590,обрезать,schutt,67
12363,правильно,korrekt,25
4758,мягкая обложка,taschenbuch,72
854,солель,einlöcher,98
5650,неа,nö,73
2684,ультрамарин,ultramarin,89
10143,аристотель,aristoteles,43
1960,лилит,lilith,93
1955,лексик,lexik,87
6306,уничтожение,vernichtung,61
11725,сюжет,sc,30
1218,мако,mako.,96
2339,киборг,cyborg,88
9923,рубин,rubin,44
13728,цитирование,zitat,10
4863,джок,jocke,76
5938,вероника,veronicas,58
12606,обвиняемый,beschuldigt,15
7335,пожилые люди,alten,62
3877,скользить,gleiten,71
1734,лох,doof.,81
12166,искажение,falsch verpelte,22
4422,неспособный,unfähig,79
9441,разногласия,unstimmigkeiten,36
6475,предприниматель,unternehmer,62
8886,ахарья,acharya.,52
10493,кросби,crosby,40
12334,гибсон,gibson,25
9257,гонщик,rennfahrer,36
8677,аутизм,autismus,54
10596,routehorse.,rennpferd,29
8670,isnt,ist nicht,54
4406,маргиная,marginalia,81
2203,консорт,gemahlin,88
8206,стоунхендж,stonehenge,57
13547,формула,formel,13
5407,джай,jat,75
13242,са,sa,16
4089,липкий,klebrig,83
8097,виридиан,virsianisch,58
9316,исключая,ausschließlich,33
5364,гулс,gules,74
6511,меркат,mekat,68
4384,навязчивый,schnapper,65
6334,допплер,doppler,69
14046,маленький,wenig,10
7884,изабелла,isabella,59
3666,ромул,romulus,85
9930,перевозить,fähre,37
8389,фраг,fra.,56
11034,гильдия,gilde,36
6359,резервисты,reservisten,65
171,archdiocese.,erzdiözese,100
3301,персона,persona,78
9654,мессенджер,bote,45
9564,ранить,wunde,18
13514,мили,meilen,12
5808,блюбов,bleu,72
4335,меловый,kreide-,81
6237,с уважением,respektvoll,11
9542,подозрительный,verdächtig,46
6336,семинария,seminar,66
2605,слюда,glimmer,89
14338,видимый,gesehen,11
2671,евразия,eurasien,89
11980,афины,athen,28
11312,скрытый,versteckt,34
3248,земляник,erdenmensch,87
10427,стабильный,stabil,39
11844,блейк,blake,29
10380,хилари,hilame,37
9911,неотъемлемое,nicht förderfähig,44
8171,бактерии,bakterien,57
10178,мик,mick.,42
5962,восстанавливать,wieder einsetzen,42
4531,фулхэм,fulham,80
2718,свет луны,mondlicht,87
362,дискриминатор,diskriminierend,100
2039,банкир,banker,83
9857,гористая местность,hochland,32
1228,самоуверенность,feuchtest,96
7901,мастерство,martian,58
8184,kero.,koto.,57
3561,пенелопа,penelope,85
6409,выручка,erlös,69
8491,махатма,mahatma.,55
9259,задница,miserabel,49
6621,кустарник,buschfeuer,54
1991,средний восток,midast,93
8253,киев,kiew,57
10805,противоположность,gegnerisch,16
7831,утконос,schnabeltier,60
13877,может,mai,5
1155,гангрена,gangrän,96
9133,балет,ballett,51
4211,хватает,packen,39
1561,эрмитаж,einsiedelei,95
7008,законный,legitim,64
1435,плацбор,placebo,95
8770,затыкать,stecker,48
9503,йемен,jemen,48
10467,настраивать,nad,40
9790,вустершир,worcestershire.,46
7607,галилей,galilei,61
7730,перехватчик,vermittler,55
5794,тривиум,trivium,72
799,соперничать,snipes,80
1297,апертура,öffnung,95
12232,панама,panama,26
10968,делавэр,delaware,37
12528,древесина,holz,19
9787,ср,vgl,45
12188,хребет,grat,26
3321,антициклон,antizyklon,80
6050,вооружение,waffen,71
9205,долли,dolly.,50
4988,салина,salina,65
8052,телеграфный,telegraph,55
8790,сезам,sesam,53
10914,галактика,galaxis,35
7103,вымерший,ausgestorben,43
8408,винчестер,winchester,56
8548,злодеяния,schurken,47
7064,плавление,schmelzen,51
12376,рыцарь,ritter,20
9643,суждение,beurteilung,44
3893,эукариот,eukaryote,84
11331,отличия,insignien,34
3987,гуоголь,googol,83
436,гюнтер,gunther,100
9627,проклинать,fluch,40
7167,кариока,karioca,63
8932,кэтрин,katherine,52
13892,до,vor,6
1273,драгоценный камень,edelstein,88
12416,чили,chile,24
10158,ресторан,restaurant,37
2323,симбиоз,symbiose,91
11108,разведчик,erkunden,23
12350,стоянок,stehen,12
12323,патрон,futter,25
12957,оттава,ottawa,19
6407,жалюзи,louvre,69
9194,нетронутый,intakt,50
14230,еще,noch,8
9491,белград,belgrad,48
4687,бордюр,randstein,67
3315,тюльпан,tulpe,86
11411,помедленнее,langsamer,33
10758,buckeyes.,rosskastanien,35
9106,леготь,lv.,51
11804,фабрика,fabrik,26
6953,виноградный,ranke,58
11960,имперский,kaiserliche,24
13473,академия,akademie,14
497,ривьера,riviera,99
11965,связка,bündel,28
7201,илия,elijah,63
380,алкан,alkane,96
6846,ик,ich k,65
9020,линз,linse,52
13394,революция,revolution,14
9135,сталинград,stalingrad.,51
11776,рональд,ronald,30
5554,ротари,rotary,73
11942,торговый центр,einkaufszentrum,28
8195,варианты,varianten,40
12630,средство,einrichtung,18
13893,должен,sollen,5
11768,авраам,abraham,30
6347,дир,dir.,69
10360,вагон,vampir,38
2315,балкон,balkon,83
14317,вовлеченный,beteiligt,9
13261,энциклопедический,enzyklopädie,16
7219,полосы,bahnen,26
99,логика,logie,96
5339,куча,haufen,68
7313,банзай,banzai,62
8486,закудал,verpackt,38
8761,силиконовый,silizium,51
11828,наружный,äußere,30
8242,превзошел,übertreffen,45
7759,тесто,teig,39
2580,афельон,aphelion,89
7997,накаливание,glühend,58
11623,арабы,araber,12
6588,хрущев,khruschev.,67
8697,бред сивой кобылы,bullshit.,54
544,диоксин,dioxin,99
14275,локальный,lan,59
3750,петтикул,petticoat,77
9594,зануда,nerd,43
13496,капитан,kapitän,13
9005,олимпиада,olympiade,51
5580,жилет,weste,56
1498,криль,krill,95
6318,ягодицы,gesäß,67
3032,пикколо,piccolo.,88
5195,шаткий,wackelig,76
7664,похвалы,gelobt,40
12659,промышленность,industrie,14
7780,геспериан,hesperianer,60
11859,вегас,vegas,28
10463,перераспределенный,neu beschleunigt,40
6617,бляшка,plakette,62
9517,вика,vic.,48
12899,футбольный,fußball,20
6886,асбест,asbest,65
3651,маги,weisen,85
11652,ошибочно,verwechselt,31
10686,лотос,lotus,38
10374,континент,kontinent,35
1316,мамбо,mambo,96
243,грот,grosse.,34
7355,церебрал,zerebral,62
3799,корью,masern,84
10995,дегидрогеназа,dehydrogenase,37
7913,строки,saiten,29
14095,средний,durchschnitt,11
11050,глава,kapitel,30
5159,мошеннический,betrügerisch,73
3002,ящик для инструментов,werkzeugkasten,88
7790,кукла,puppe,41
5592,долорес,dolores,69
10604,поход по магазинам,einkaufen,24
3626,лено,leno,85
11382,избавлять,loswerden,34
1108,тилли,tilly.,96
12629,номинально,nominell,10
6782,автономия,autonomie,66
927,бессмысленность,impaler,88
3233,нуклеин,nuklein,87
9377,cedar.,zeder,46
4036,линзы,linsen,82
1795,наследственный,erblich,94
22,помада,lippenstift,100
12373,обновить,aktualisieren,7
14079,становиться,werden,8
13897,сделал,gemacht,5
10436,замещенный,substituiert,21
4920,этилен,ethylen,78
7226,лотерей,raffles,62
7131,мескалин,meskalin,64
6353,вехи,meilensteine,49
13575,боб,bob,13
216,домодельный,hausgemacht,100
10479,эфиопский,äthiopisch,39
6977,выпустить,geknallt,19
278,ярмарочные площади,messegelände,98
3768,экзотика,exotisch,81
4237,тэя,tae,82
5771,бисер,perlen,63
13651,сторожить,bewachen,11
13285,седьмой,siebte,16
2648,митохондрион,mitochondrion.,89
1284,мала,mala,96
6248,клика,clique,66
12341,память,erinnerung,13
3490,аминотрансферазы,aminotransferase.,86
8535,амнистия,amnestie,54
13917,президент,präsident,10
8081,радиус,radius,58
14305,воздух,luft,8
4976,гвиана,guayana,77
327,кимоно,kimono,98
12907,артур,arthur,20
2120,церковный,kittchen,92
11559,кларк,clarke,15
12117,графика,grafik,15
3496,ретроактивно,rückwirkend,75
1018,тессеракт,tesserakt,97
13696,индивидуальный,individuell,11
4742,стыдящийся,beschämt,77
3516,эвкалипт,eukalyptus,86
5681,биполярный,bipolar,73
6477,паштет,pastete,68
8485,каменная стена,steinwand,54
5449,идиот,idiotisch,28
13874,там,dort,5
2901,подгузник,windel,85
7908,сионизм,zionismus,59
6735,сом,wels,66
7910,ламба,lambeau,59
14303,факт,tatsache,6
8016,интервал,intervall,43
11817,сочность,angemessen,30
10795,комиссар,kommissar,37
9036,бэтсмен,schlagmann,52
13731,пространство,platz,12
4391,акведук,aquädukt,80
4621,подонок,ficker,79
87,отбеливание,bleichen,38
8289,маркер,marker,50
12393,финансовый,finanziell,23
11443,николас,nikolaus,33
7306,суперизм,zuhälter,62
7736,резонанс,resonanz,56
6080,тетя,tante,69
13743,позади,hinter,12
6039,флиндры,flinders,71
979,экскалибур,excalibur.,97
10817,частота,frequenz,35
13815,или,oder,5
2142,вакуол,vakuole,92
11922,шт,stücke,17
9266,мартинес,martinez.,50
7079,мирза,mirza,64
14226,бесплатно,frei,5
11643,арф,arf,31
3846,лицензиум,lizenzgeber,84
10417,сьюзен,susan,40
7695,астронавт,astronaut,53
11131,отдел,abtau,36
2375,квинтон,quinton,91
9843,суверенитет,souveränität,45
12772,нотр,notre,21
813,табби,tabby,98
6403,матильда,matilda,69
11500,норман,normannisch,32
1897,возникающий,enttäuschen.,93
9368,сами,uns selbst,49
3837,канг,klappern,84
11685,коллинз,collins,30
9615,суммировать,zusammenfassen,37
12451,база данных,datenbank,24
5114,счеты,abakus,76
13867,если,wenn,5
778,утих,nachgelassen,77
4880,обреченный,zum scheitern verurteilt,43
3612,ономатопея,lautmalerei,85
7478,коммандос,kommando,33
13913,оба,beide,8
9573,кальмар,tintenfisch,39
7405,кларнет,klarinette,62
3865,мелодичный,melodisch,83
7259,дополнение,ergänzen,58
5398,монахиня,nonne,65
2370,амар,amar,91
12955,еврейский,jüdisch,19
13415,мэтью,matthew,14
12805,летать,fliegen,12
5816,избежать,vermeidet,6
13224,солнце,sonne,15
8516,интенсификация,intensivierung,55
8753,сп,cp,53
12865,утверждать,behaupten,15
3011,элиша,elisha.,88
3647,jing.,jinging,85
8880,осло,oslo,52
8126,автограф,autogramm,51
3965,стильный,stilvoll,83
11118,йд,yd.,35
4112,малейший,geringfügig,82
8925,ир,ir.,47
11571,а1.,a1.,32
2958,соронить,sororität,63
8999,кран,kran,50
12012,бронкос,broncos,27
9662,эйфелева,eiffel,47
14444,продолжение,fortsetzung,5
12697,задача,aufgabe,15
13408,в конце концов,letztlich,13
13553,жирный,deutlich,13
2906,меркантилизм,merkantilismus,70
9934,гимнастика,gymnastik,41
8646,атлантис,atlantis,54
12572,рим,rom,23
3270,доверившийся,anvertraut,83
2607,рэндл,randle,89
2522,крыло,perücke,81
11462,купол,kuppel,32
7724,примирение,versöhnung,60
12949,подходящее,geeignet,13
13110,эрик,eric.,18
10000,ом,om,43
14044,ставки,preise,7
9572,люси,lucy.,47
702,тидбит,leckerbissen,88
13316,святой,heilige,13
9152,аллах,allah,50
11012,на северо-западе,nordwesten,37
10022,дама,tribut,42
3778,электромагнетизм,elektromagnetismus,46
5304,сикхизм,sikhismus,75
10071,эллен,ellen,43
10301,карнавал,karneval,41
10617,боливия,bolivien,39
6761,промо,promo,66
1238,гипотезы,hypothesen,80
12636,потрясающий,kim,22
1276,готы,goths,55
9016,оркестр,orchester,50
1916,многообразие,verteiler,65
9781,треугольный,dreieckig,46
2720,зажигатель,anbringung,86
13545,утверждение,aussage,11
4649,регенерация,regeneration,62
14458,мысль,gedanke,11
2407,прорастание,keimung,89
9852,монарх,monarch,37
3536,карабиниер,carabinieri.,86
1922,моряки,seeleute,93
8100,карт,kart,57
8576,благодарный,dankbar,49
1984,манг,mange,91
9456,инструментальный,instrumental,26
7115,лобби,empfangshalle,49
1210,пентаграмма,pentagramm,96
13584,размер,größe,12
8076,плата за проезд,tarif,45
4248,деви,devi.,82
8589,дозатор,dosierung,55
1786,далматин,dalmatiner,73
1562,матта,matta,95
8047,фракции,fraktionen,44
12513,чрезвычайное происшествие,notfall,16
5151,спортсмен,sportler,76
2698,лимонин,limonen,89
2132,местонахождение,aufenthaltsort,92
13311,возможно,möglicherweise,7
1767,пенсии,pensionen,62
5630,замечательно,bemerkenswert,24
1265,девяностые,neunziger jahre,52
10265,наблюдения,beobachtungen,12
6017,мириам,miriam,71
3785,мидшам,midshipmen,84
3374,оформленный,gerahmt,23
10943,градусы,grade,23
7861,античный,antiquität,50
994,славяне,slawen,89
11545,плоский,wohnung,30
3419,дыня,melone,85
4445,передний план,vordergrund,80
2702,биномиальный,binomial-,89
9884,18,achtzehn,45
311,сари,sari,97
6890,севилья,sevilla,65
5644,вальс,walzer,67
10174,спасатель,rettungsschwimmer,42
6348,кобальт,kobalt,69
677,бона,bona,98
13834,вверх,hoch,6
1247,водный человек,waterman,96
1312,непрофессиональный,unprofessionell,94
8822,трилогии,trilogie,52
2888,сабин,sabine,86
11951,перепись,volkszählung,28
12152,стратегический,strategisch,26
7109,очаровательный,charmant,43
10154,ежемесячно,monatlich,43
14490,перевернутый,gedreht,9
6939,aeon,äon,63
1773,мизина,kleiner finger,88
3410,пресноводный,frisches wasser,86
5796,домохозяйки,hausfrauen,72
6957,стелс,heimlich,65
13420,морской,marine,12
10098,анальный,anal,43
7031,лир,lir,64
10013,капризный,launisch,44
3005,метициллин,methicillin.,88
6774,коломбо,colombo.,66
4153,артиллерист,gunner,64
13035,персонал,personal,18
1112,инструкторы,ausbilder,65
5870,серебристый,silberrücken,72
8424,горасина,horace,56
13844,два,zwei,7
14322,разговоры,gespräche,5
550,суматран,sumatran,99
11088,соответственно,entsprechend,36
354,страно,stratojet,100
11140,нагрузка,belastung,22
2374,кекс,cupcake,90
11853,викинги,wikinger,23
716,входящий,eingehende,84
1707,огненный шар,feuerball,91
9143,вариант,waf,51
1000,аудебон,audubon,97
3263,обладает,besitzt,19
13705,андрей,andrew,12
14187,продолжать,weitermachen,5
14080,функции,merkmale,9
306,деа,detae,100
6836,банкноты,banknoten,36
10379,засуха,trockenheit,40
12239,подлинный,echt,24
8608,шиа,shia.,54
10006,осел,esel,43
14464,подано,abgelegt,6
11007,бирня,birma,37
12595,твердый,solide,23
14017,работа,betriebs,6
3937,сходить,absteigen,38
12890,этикетка,etikette,14
5330,мемуары,erinnerungen,66
12024,благ,bla.,28
4244,рабочее место,arbeitsplatz,82
5732,дамблдор,dumbledore.,73
13511,торонто,toronto.,13
661,абонент,anrufer,64
14176,смотреть,sehen,5
10027,беженцы,flüchtling,27
13765,грузия,georgia,12
13979,найденный,gefunden,6
7452,молочный,milchig,62
1333,больше нет,nimmermehr,96
14453,август,august,6
1978,жемчуг,perfe.,93
2519,насыщенный,belebt,90
8393,стационарный,stationär,56
12001,оплаченный,bezahlt,28
1598,мыслители,denker,86
7408,антисемитизм,antisemitismus,57
5532,кипарис,zypresse,74
12189,парнер,parker,26
5430,маффин,muffin,73
4675,ірс,ib,79
11259,территории,territorien,12
11258,свинья,schwein,29
8334,герши,hershey,56
674,хагар,hagar,98
10776,представлять себе,sich vorstellen,30
4898,решающее значение,bren,78
1395,кулинария,coulee,94
3539,тиффоид,typhus-,86
1060,ложки,spoons.,51
11825,сообщение,nachsaison,30
4660,дейд,dade,79
11273,сериал,seriell.,32
10359,вестминстер,westminster.,41
14445,тесты,tests,5
5766,шотланд,scottie,68
10883,расовый,rasse,24
11362,ланкашир,lancashire.,34
13572,структура,struktur,12
10535,портативный,tragbar,39
2743,догма,dogma,87
8785,миграция,migration,44
2373,возмездие,vergeltung,89
755,кайк,kike.,98
10342,датский,dänisch,41
4549,фруктоза,fruktose,80
14074,далеко,weit,8
4468,мера,mäge,80
10094,демиурге,demiurge,43
12058,мероприятия,trivia,27
8877,сточные воды,abwasser,52
12499,терроризм,terrorismus,18
8477,вкусный,lecker,55
10556,ограниченный,eingeschränkt,17
5382,обозначить,bezeichnen,29
2955,карат,karat,87
4694,вандалистический,vandalistisch,79
1540,аквакультура,aquakultur.,95
5809,медалист,medaillengewinner,56
11128,распределен,verteilt,20
227,косметология,kosmetologie,100
5046,гипер,hyper,77
8380,провозглашен,verkündet,46
12132,край,kante,22
9199,звездочка,sternchen,48
5634,напоминает,erinnern,66
8911,адмирал,admiral,36
629,нарциссизм,narzissmus,99
8454,желанный,gewünscht,27
12083,строгий,strikt,27
3131,зевать,gähnen,84
3512,ферментация,fermentation,80
7519,сильвестр,sylvester,62
4173,федералист,föderalist,80
7353,пейзаж,landschaft,57
13118,оон,un,17
1163,пожар,feuerboy,96
11163,цивилизация,zivilisation,11
2200,бакалея,lebensmittelgeschäft,88
12331,пит,pete,25
609,аристократизм,aristokratisch,85
13568,миннесота,minnesota,13
2498,палома,paloma,90
3295,наказание,bestrafen,21
14426,требования,anforderungen,6
6446,обращение,angewiesen,68
12676,пробный,gerichtsverhandlung,19
10077,явный,explizit,43
8734,передача,übertragung,12
10192,гамма,gamma,42
4150,ремонт,renoviert,58
9653,раздуваться,geblasen,47
8679,оборот,umsatz,35
4378,саксос,sächse,53
2257,плед,plaid,91
8982,молекулярный,molekular,52
11126,подлый,hinterhältig,36
14300,операция,betrieb,6
7029,вурать,holzwärts,64
6852,демобилизация,demobilisierung,53
12337,параметр,einstellung,9
12973,иран,iran,19
10199,говорить,gesprochen,41
14213,союз,union,10
7404,запястье,handgelenk,59
13611,крикет,kricket,12
7504,ипотека,hypothek,60
13278,патент,klopfen,14
9085,эспа,esp,51
11223,сомали,somalia,35
5459,анима,anima,72
2220,возмущать,plagen.,37
6129,скримить,quietschen,68
7141,пэтти,patty,62
8865,беркшир,berkshire.,53
9759,диалог,dialog,44
10505,чип,chip,29
4683,бонусы,boni,79
1052,глюконат,gluconat,97
10112,уолш,walsh,43
11839,пропаганда,propaganda,29
3184,понятия,begriffe,45
2180,пикник,picknick,91
13791,а,die,5
6992,подветренность,lee-,61
13818,нет,nicht,5
12018,полуостров,halbinsel,28
13422,джозеф,joseph,14
13446,область  край,region,11
10441,габриэль,gabriel.,40
13390,еда,lebensmittel,14
13166,тренироваться,zug,10
1996,баун,baun,93
13012,отказаться от,auftanken,19
7926,сперма,sperma,59
12477,чешский,tschechisch,23
9531,покойный,verstorben,48
8747,родина,die heimat,53
11240,мельницы,mühlen,25
9473,эйзенхауэр,eisenhower,48
407,введен в заблуждение,irregeführt,100
5957,нестабильный,instabil,71
5598,принудительно,gewaltsam,67
13883,система,systeme,8
1386,анаморфы,anamorph,96
1692,дегидратация,dehydratation.,89
3565,озадаченный,verwirrt,43
1807,унылый,dunne.,94
7606,москит,moskito,58
12561,эс,es.,23
7517,центры,zentren,16
4350,фоны,hintergründe,17
10475,предположительно,vermutlich,28
2380,криптография,kryptographie,91
6982,мягче,weicher,65
10555,прусский,preußisch,39
12621,родной,einheimisch,21
8442,незрелый,unreif,53
10064,александрия,alexandria,43
9388,гонолулу,honolulu,49
11468,стержень,stange,32
6797,цепляние,ching,66
3819,таверна,taverne,81
12943,чья,deren,19
3347,джиллиан,gillian,87
3368,репликация,reproduzieren,62
6326,тигель,tiegel,69
1467,стратосфера,stratosphäre,92
1165,ноосфера,noosphäre.,96
10025,горема,harlem,44
4922,хоув,heben,78
14235,разрешает,erlaubt,9
7395,серфинг,surfen,46
5993,оптимизация,optimierung,51
7678,хэтчбек,hatchback,56
8979,сократ,sokrates,51
12620,док,doc.,22
7143,фюра,foo.,63
13368,трофей,trophäe,15
10568,воспроизводитель,wiederholung,33
5417,бамбук,bambus,73
5236,додд,dodd,76
12693,мышь,maus,22
