ID,RUSSIAN,POLONAIS,INTERVAL
13893,должен,powinien,5
13723,бой,walka,12
11073,стрела,strzałka,32
10566,тайбэй,tajpej,40
3822,вышитый,haftowany,82
2040,трактика,traktive.,92
14110,пришел,wszedł,10
12359,чад,chad.,25
4246,шейкеры,shakers.,72
5642,аммоний,amon,73
3984,акрополь,akropol,83
13929,способ,sposób,7
7695,астронавт,astronauta,53
6225,боевики,kotmakery,68
12591,упражнение,ćwiczenie,20
4780,переубен,reuben,79
5043,мальтий,maltański,77
13560,наука,nauki ścisłe,12
11683,предпочитать,woleć,9
5305,модернист,modernista,75
3974,фрегат,fregata,78
393,тамарин,długouszka,100
3961,дебилы,morons.,49
11486,шеффилд,sheffield.,33
9805,гараж,garaż,44
11566,бомбардировщик,bombowce,23
107,фигаро,figaro.,100
13121,ветер,wiatr,12
9575,одновременно,równocześnie,41
13469,разрешать,dopuszczać,9
3520,шеврон,szewron,85
11137,вилла,willa,36
5984,кайман,kajman,69
13283,сидней,sydnej,16
13575,боб,pion,13
12586,малайзия,malezja,23
12148,знал,wiedział,27
8475,преобразован,transformowany,26
3102,сокращать,kurczyć,71
10836,афган,afgański,37
12769,гэмпшир,hampshire.,21
6453,хайку,haiku.,69
658,высадка,pozostały,98
1305,осциллятор,oscylator,63
5324,нана,nana.,74
12585,ограбить,obrabować,22
1816,йогурт,jogurt,94
1166,транссексуал,transseksualizm.,88
1620,карина,carina.,93
8325,тонны,tony.,53
10962,статический,statyczny,37
7534,рамбутан,rambutan.,62
129,капелла,capella.,100
9918,сатана,szatan,38
8553,циркуляторный,krążeniowy,55
14300,операция,operacja,6
9814,фангл,kieł,45
5653,гиббонс,gibbons.,62
3589,мотоциклы,motocykle.,25
13317,индиана,indiana.,15
5271,недомогание,słabsi,56
3653,упорядоченный,uporządkowany,85
6593,трущобы,slums,65
13930,в течение,podczas,7
7560,крестный,ojciec chrzestny,61
890,семантика,semantyczny,70
14500,стратегия,strategia,30
12048,волк,wilk,28
3330,гремучий,grzechotnik,86
93,микропроцессоры,mikroprocesory,75
8389,фраг,fra.,56
10041,астрономия,astronomia,44
8164,перьера,morświn,58
6350,алоха,aloha.,69
12969,задерживать,opóźnienie,7
354,страно,statojet.,100
11063,кола,cola,37
2785,новый рынок,nowy rynek,89
10779,ось,oś,38
8754,чистить,obierać,51
12883,сотни,sto,15
2607,рэндл,randle.,90
1131,осторожный,okultystyczny,71
116,капа,kapa.,100
8561,лояльный,wierny,54
1084,предусматривается,określony,78
8722,ковбой,kowboj,22
11583,монро,monroe.,32
5361,импичмент,postawienie urzędnika państwowego w stan oskarżenia,62
3594,перекрытие,nakładać się,56
8359,особняк,rezydencja,54
13305,пункт,ustęp,14
1260,хаммерсмит,hammersmith.,96
12315,мексиканский,meksykanin.,25
4020,роско,roscoe.,83
4655,пересмотр,revisita,63
3981,праздник,święto,81
4757,иммунитет,odporność,48
3419,дыня,melon,85
8762,аллигатор,aligator,53
12259,архивы,archiwa,12
1484,комбинезон,kombinezon.,95
8824,торговец,kupiec,48
13386,брайан,brian.,15
1877,пробуждение,brzęk,27
14215,эффект,efekt,10
5644,вальс,walc,68
3002,ящик для инструментов,przybornik,88
13282,грамматика,gramatyka,16
5307,филиппо,filippo.,76
13231,антонио,antonio.,16
13820,который,który,6
13950,с использованием,za pomocą,5
11120,осторожность,carey.,36
3541,вышивка,haft,86
9319,apporse,podpisać się,30
14181,третий,trzeci,8
12241,пабло,pablo.,26
9684,круглые скобки,zdanie wtrącone,46
1815,биомедицинский,biomedyczny,94
10049,феномен,zjawisko,43
14261,выпускать,uwolnienie,8
7157,занавес,kurtyna,61
7261,генома,genom,61
1147,живучи,diehard.,96
8915,пинг,świst,52
9970,хиппи,hipis.,41
13339,уклон,kong.,15
10943,градусы,stopni,23
9801,той,toi.,46
8831,джойс,joyce.,53
239,неотложен,niepoponowany,100
11555,максим,maksyma,30
5124,слива,śliwka,76
4075,буррито,burrito.,81
5979,честолюбивый,ambitny,70
12208,кетгут,katgut,27
8242,превзошел,przewyższony,45
5111,дам,nam.,77
9146,крайний срок,termin ostateczny,50
5417,бамбук,bambus,74
3758,персей,perseus.,84
11011,черепаха,żółw,32
2472,вбок,bokiem,90
4167,гейгер,geiger.,82
6586,рабочая сила,siła robocza,68
4942,с радостью,ochoczo,78
1565,мисурианс,missourians.,87
1489,ход,hoo.,95
7287,загрязнение,zanieczyszczenie,46
7205,санитария,urządzenia sanitarne,60
802,матадор,matador.,96
8753,сп,cp.,53
11711,оливер,oliver.,27
816,сундук,sunray.,98
4578,пегги,peggy.,80
6637,фтор,fluor,66
6359,резервисты,rezerobusy,65
10302,слава,chwała,41
2760,нагрудник,śliniaczek,88
12716,техническое средство,techniczny,15
8888,диабет,cukrzyca,50
7704,енот,szop pracz,60
13051,мельбурн,melbourne,18
13450,тем не менее,niemniej jednak,14
6426,недооцененный,nieskrępowany,69
8299,павильон,pawilon,54
597,колонисты,koloniści,90
4805,осуждать,potępiać,34
8500,противный,paskudny,55
11879,воспитывать,rs.,29
2867,за бортом,za burtę,88
8922,иегова,jehowa,52
4158,забрызгивать,burley.,82
7372,симптомы,objawy,59
14338,видимый,widziany,11
7416,увольнять,odrzucać,27
12862,дикий,dziki,20
13166,тренироваться,pociąg,10
6748,джина,dżin,66
13254,азиатский,azjatycki,16
1770,мельница,layne.,94
14210,предложения,oferuje,14
261,масоны,freemasons.,92
12870,новобранец,rekrut,18
13109,природа,natura,12
1463,выговор,upomniany,79
2409,акупунктура,akupunktura,91
13763,сильно,silnie,12
10146,посол,ambasador,40
5991,этна,etna.,71
3338,роялистический,rojalista,80
621,теннисон,tennyson.,99
11979,доллары,dolary,20
246,консультирование,doradztwo.,59
11353,бельгийский,belgijski,34
5757,прикручивать,wkręcać,38
11396,пропускать,pomijać,28
4836,микропенис,mikropenis.,78
10817,частота,częstotliwość,35
11013,пикет,pikieta,37
6490,павлин,paw,67
2364,четырехместный,poczwórny,86
3144,мотыга,motyka,86
9543,специалист,specjalista,42
8597,разбойник,łobuz,54
3923,орто,orto.,84
6609,предков,pochodzenie,66
1853,антиайрфф,przeciwlotniczy,94
10530,координаты,współrzędne,21
8629,крот,kret,53
9222,штраус,strauss.,50
6354,косвенно,pośrednio,69
10408,трюк,herr.,41
9185,богиня,bogini,49
6778,флейта,flet prosty,64
32,принципы,zasada,87
10744,нос,nos,36
1124,навоз,nawóz,96
7868,ботсвана,botswana.,60
8091,пасо,paso.,58
666,репрессий,potrącenie od dochodu,65
11153,признание,uznanie,36
5403,лесной пожар,pożar,62
1776,бонкт,bonk.,92
10327,кг,kg,41
4672,рукописи,manuscripts.,61
5633,помона,pomona,73
9525,бездомный,bezdomny,41
4058,вишну,visznu.,83
6043,даосизм,taoizm,71
508,мутанты,mutanty,55
5502,лучан,lucan.,75
5851,телугу,telugu.,72
745,рипа,ripa.,98
10239,легкое,płuco,39
11457,прибалтика,bałtycki,33
13005,препарат  средство  медикамент,lek,17
5720,моды,tryby,34
6968,зорро,zorro.,65
2407,прорастание,kiełkowanie,89
3404,сыпь,wysypka,84
13902,должностные лица,urzędnicy,9
4039,безупречный,nieskazitelny,82
3019,моющее средство,detergent,87
10371,сью,pozwać,41
10400,спрингфилд,springfield.,41
12986,альтернатива,alternatywny,8
11896,ресурс,ratunek,18
8126,автограф,autograf,51
11502,тринидад,trinidad.,33
5182,эволюционный,ewolucyjny,76
941,количественный,ilościowy,93
4946,подтвержден,powtórzony,56
12455,инженер,inżynier,7
10925,гореть,mt.,36
10078,реджина,regina.,43
1945,ферми,fermi.,93
5791,проводной,podłączony,31
11039,колония,kolonia,21
6716,груша,gruszka,66
14177,спроектирован,zaprojektowany,10
5936,беспрепятственно,uncoopyrighted.,72
2437,кусковый,grudkowaty,91
4159,игуана,iguana.,82
11839,пропаганда,propaganda,30
8215,тапир,tapir,57
8134,канцлер,kanclerz,57
10487,сочинение,kompozycja,28
328,блейзер,marynarka,49
5068,тянуть вниз,rozbierać  opuszczać,77
7626,проявление,manifestacja,40
10007,хоган,hogan.,44
12740,феникс,feniks,21
12574,моор,moore.,22
10484,шикарно,shea.,40
7073,порнографии,pornograficzny,63
11910,бунт,zamieszki,16
3888,нейлон,nylon,83
14279,линии,linie,8
12457,сент,sep.,24
953,лепестки,płatki,90
3421,ковалентный,kowalentent,86
11990,напрасно тратить,marnować,22
9322,на улице,na wolnym powietrzu,44
9280,сми,xiv.,50
8905,эмми,emmy.,52
12410,оручитель,wright.,25
4519,переполнять,najechać,71
4591,вложение,przywiązanie,16
8548,злодеяния,złoczyńcy,47
6185,астродома,astrowieżyczka,70
8522,судить,osądzający,19
2211,ванды,vending.,90
1142,сторожевая собака,pies podwórzowy,95
12043,метро,metro,27
8982,молекулярный,molekularny,52
14409,член,członek,9
11092,иллюстрирует,ilustruje,13
9695,амантик,cegła suszona na słońcu,47
4045,недовольство,niezadowolenie,79
11968,дисней,disney.,28
748,апноэ,bezdech,98
798,фарфор,porcelana,98
1999,токсикология,toksykologia,90
9765,ленч,zlinczować,42
14071,верно,prawidłowy,7
455,хармалин,harmaline,100
8229,авторитетный,autorytatywny,55
175,премеженструальный,premenstrual.,100
7484,эрис,eris.,35
2046,олимпийцы,olimpijczycy,76
14461,принимает,trwa,5
13412,откровенный,szczery,14
12321,югославия,jugosławii,25
10888,пика,spiczasty,15
14317,вовлеченный,zaangażowany,9
10372,аппаратное обеспечение,sprzęt komputerowy,41
6932,виргил,virgil.,65
14174,менеджер,menedżer,9
13252,дождь,deszcz,14
5034,экскретор,wydalniczy,77
6115,коренным образом,drastycznie,53
1234,передавать,wykonywać,17
12402,стрельба,strzelanie,19
12401,ценный,cenny,25
13070,достигать,zasięg,9
683,корм,pasza,98
4074,крым,krym,83
6658,резервирование,rzeźbiarz,67
12855,медицинский,medyczny,20
13414,боевые действия,walczący,7
5896,набережная,nabrzeże,72
13542,наносить удар,strajk,12
11038,болота,bagno,36
1924,агрегатор,agregator,26
13845,с,s,5
6114,токен,znak,65
4127,октан,oktan,82
10878,олбани,albany.,38
8520,поставленный,poszed,38
3323,пинто,łaciaty,87
6730,таксономию,taksonomia,66
11524,приобретенный,nabyty,22
5750,ханна,hanna.,73
2728,морелло,moello.,89
11881,денежные средства,gotówka,29
2870,лобковый,łonowy,88
12061,в любом месте,gdziekolwiek,28
2948,альдегид,aldehyd.,83
12698,догадка,odgadnąć,20
5132,бандитона,bundy.,77
2069,тригонометрический,trygonometryczny,92
5060,берн,berno.,77
10827,поселок,osada,33
11795,интересы,zainteresowania,8
6163,реабилитация,rehabilitacja,62
10442,терьер,terier,39
6695,преамбулы,preambuła,67
5813,гамбия,gambia.,73
7259,дополнение,komplement,58
9720,скелет,szkielet,45
3606,клима,clem.,85
6213,сплав,stop,63
14390,силы,siły,8
2254,предельный,prequel.,91
10441,габриэль,gabriel.,40
11974,существенно,znacznie,28
14272,кампания,kampania,13
5201,уверенность,pewność,75
1253,полированный,błyszczący,20
9334,дратом,dratek,49
6902,сбой,awaria,16
3928,перешеек,przesmyk,84
8864,пригородный,przedmieście,36
14431,модели,modele,13
5046,гипер,hiper.,77
10377,партнер,partner,32
5310,ямайский,jamaican.,74
4618,уэймут,weymouth.,80
11823,гомо,homo.,30
3593,самаритан,samaritan.,84
7760,кирпичный завод,cegły,60
639,манжета,mankiet,83
5273,теологический,teologiczny,53
8019,парусник,patena,59
8159,реди,piskliwy,58
14391,сентябрь,wrzesień,6
4756,выдержка,haute.,73
3737,миссий,omułek,82
14166,получил,dostał,9
13316,святой,święty,13
13655,в общем,ogólnie,8
13555,двойной,podwójnie,12
4007,разоренный,spustoszony,77
12003,бульдоги,buldogi,26
12288,поспешный,sp.,26
11768,авраам,abraham,30
12254,внутренний,wewnętrzny,9
11772,бразильский,brazylijski,30
853,килкенни,kilkenny.,98
1607,хищник,hirst.,94
11977,неполный,niekompletny,28
2391,имана,iman.,91
11517,млекопитающее,moe,33
3632,непропорционально,nieproporcjonalny,78
2093,динар,dynar,83
7057,уважение,ułan,44
11542,марокко,maroko,32
8987,опечатка,typo.,31
10014,по-видимому,pozornie,44
7375,неэффективно,nieskuteczny,60
11829,ион,jon,29
13922,получать,dostawać,7
2206,замысловаться,zawiły,87
9615,суммировать,podsumować,37
10811,леонард,leonard.,38
9998,madden,szaleć,44
11783,представляет собой,reprezentuje,7
5255,модуль,moduł,47
3492,ячмень,jęczmień,85
10565,мустанг,mustang,36
862,творчество,circe.,96
13724,томас,tomasz,12
5161,переживание,peregrine.,76
6289,яркость,jasność,35
13590,не хватает,brakuje,11
13774,поздно,późno,11
4422,неспособный,niezdolny,80
12516,мирное население,cywilowie.,17
12329,аляска,alaska.,25
13824,более,więcej,5
13085,противоречие,spór,8
4652,богоплатель,straszydło,67
13888,что,co,6
778,утих,ustępować,77
3849,камилла,camilla.,84
1728,ретроспект,retrospekcja,64
2348,не нужно,nie powinien,91
7170,борсина,belcat.,54
7737,ирэн,irene,60
7746,произношение,wymowa,58
2696,кортина,cortina.,90
13767,умерла,zmarł,10
13949,американец,amerykański,8
3780,ухудшаться,pogarszony,62
13167,гого,idź idź,17
8273,абориген,rodowity,45
9417,реагировать,reat,49
10609,северо-восточный,północno-wschodni,39
4870,уменьшение,obniżenie,38
14249,фонды,fundusze,22
3578,теоретик,teoretyk,57
3910,придорожный,boczna droga,84
6319,экстремист,ekstremista,57
10905,каппа,kappa.,38
2179,шахи,shahi.,91
5240,набрать номер,wykręcić numer,76
4354,мак,machin,81
10715,преследовать,realizować,32
12397,разведка,rozpoznawczy,25
4721,средний сезон,środek sezonu,79
7625,наггетс,nuggets.,54
14323,качество,jakość,8
4378,саксос,saski,53
2087,клиос,clio.,92
10059,пень,fiszorki,37
7996,камден,camden.,59
5819,сохранение,konserwowanie,28
9209,мона,mona.,50
13516,актуальны,istotnych,12
5711,предпринять,entre.,72
4486,грит,grimm.,81
4812,паранойя,paranoja,78
5536,взломанный,pęknięty,34
4358,соевый,soja,81
11127,сомерсет,somerset.,36
1227,асфальт,asfalt,95
9585,подвиг,wyczyn,46
14168,политика,polityka,6
12214,исправления,poprawki,8
13210,выборы,wybory,9
8007,австралиец,australijczyk,52
7672,сосредоточение,pg.,61
2787,телеграмма,telegram,84
2553,полинезия,polinezja,90
8946,пациент,pacjent,38
7940,каты,kathy.,59
5145,доминика,dominika,77
6594,сажа,sadza,68
11079,юго-восточный,południowo-wschodni.,37
14002,включать,włączać,6
2172,кролики,króliki,35
2114,адриатики,adriatycki,92
13039,примерно,około,17
11097,каменистый,skalisty,29
9495,астроном,astronom,30
1843,маратха,maratha.,94
13952,часть,część,8
13738,джим,jim,12
3282,полимераза,polimeraza.,87
10936,латвия,łotwa,38
14401,специфический,konkretny,8
3595,пестицид,pestycyd,79
8828,тау,tau.,53
14287,финал,finał,7
8745,библейский,biblijny,53
13106,калитки,bramki,14
12918,цель,cel,14
2984,коврик,cong.,88
11726,сирия,syria,31
8739,психологический,psychologiczny,33
1655,прыщ,pryszcz,94
4411,рани,rani.,81
1830,тилацина,thylacyna,94
7826,кристин,christine.,60
12352,брисбен,brisbane.,25
11957,бронза,brązowy,28
998,обсидиан,obsydian,97
5429,дионис,dionizosa.,75
10533,интерфейс,berło,38
9430,захватывающе,ekscytujący,34
11982,шарить,grzebanie się,21
13494,запрашивает,zapytania,13
6038,кефаль,cefal,67
11703,столбец,kolumna,27
8644,географический,geograficzny,34
7663,радиоактивность,radioaktywny,60
3533,сало,smalec,86
1065,охватывалось,objęty,37
349,ангора,angora,100
13403,бизнес,biznes,13
12172,тысячелетие,tysiąclecie,27
7266,рана,roanoke.,63
7432,уинн,wynne.,54
9696,полка,półka,47
5815,денге,dengue.,73
4531,фулхэм,fulham.,80
6118,новичок,nowicjusz,68
12693,мышь,mysz,22
12508,дннис,dennis,24
14226,бесплатно,bezpłatny,5
10808,выросла,wzrósł,38
7738,неверно,niesprawdzony,46
13256,виктория,wiktoria,16
14362,видео,wideo,10
8449,сейсмология,sejsmologia,54
1318,пикеты,pikiety,54
11033,гарнизон,garnizon,33
10894,тимоти,tymotka,38
8027,изабель,brunatnożółty,59
4602,ала,ala.,62
1502,беспемер,besemerowski,95
3329,миокарда,miokardialny,87
12007,уполномоченный,przełęcz,28
14491,покупка,zakup,26
11050,глава,rozdział,31
2113,стриптиз,striptease,92
9849,специя,przyprawa,44
2561,сток,stockman.,90
8409,аболиционный,abolicjonista,54
1962,богато,bogatszy,93
5784,приливы,płyty,33
13707,бостон,boston,12
5690,скот,żywy inwentarz,73
11718,майя,maya.,31
10796,буддизм,buddyzm,38
13364,извиняться,przepraszać,6
11232,жестокий,brutalny,33
2653,малатион,malathion.,90
3189,кона,kona.,87
6815,люте,lutnia,66
12260,панда,panda,26
13208,рентген,promień,16
11854,непрерывный,bieżący,29
8016,интервал,interwał,43
12230,бедро,biodro,25
60,полезная нагрузка,płatność,97
5655,стеган,stephane.,73
11615,криво,kr.,31
6256,йин,yin.,70
12637,программирование,programowanie,11
10791,четырнадцать,czternaście,38
5374,хула,hula.,75
9012,размышлять,rly.,52
14148,предложенный,zaproponowane,10
3484,ледяной,lodowaty,86
12723,понедельник,poniedziałek,21
13879,сейчас,teraz,7
12537,копии,kopie,11
13360,тигры,tygrysy,12
10730,гуам,guam,38
1699,богарт,bogart.,94
3992,гинкго,ginkgo,83
2124,констанс,constance.,91
596,стецсон,stetson.,94
8774,фрейд,freud.,53
14059,единица,jednostka,7
7772,нитрат,azotan,57
8182,миротворчество,pokojowe,48
12473,симон,szymon,24
3374,оформленный,oprawiony,24
2711,стервятник,sęp,86
9452,суверент,suwerenny,48
4566,шайд,krok,74
9782,в ожидании,aż do,46
254,перестановки,permutacje,83
3501,выемка,karb,55
11118,йд,yt.,35
12137,унифицированный,ujednolicony,27
10199,говорить,przemówił,42
7351,сияющий,świecący,50
5086,безудержный,szerzący się,77
3043,дальт,dalt.,88
10483,интуиция,intel,40
12554,кеннеди,kennedy,23
11730,эфиопия,etiopia,31
904,модус,modus.,97
11336,снятый,wycofane,34
7045,арифметика,arytmetyka,63
3457,скопа,rybołów,78
10251,нм,nm,42
8223,суффикс,przyrostek,53
2250,пленарность,plenarny,91
12797,пилота,pilot,17
9446,приклада,krupon,41
11846,фактор,czynnik,23
3361,метилфенидат,metylofenidate.,86
8688,перцы,papryka,32
6006,неандерталь,neandertalski,71
7187,по слухам,grubared.,31
5789,джудит,judith.,73
8146,протягиваний,w toku,58
12322,звуки,dźwięki,12
9137,сик,sic.,51
8269,аренда,wynajem,46
5173,досуг,wypoczynek,74
11040,валлийский,walijski,37
8197,нет на месте,nieobecny,57
12368,усиление,zdobyć,13
1703,банджир,bungee,94
1832,кадиль,cady.,94
10473,ванна,wang.,40
14453,август,sierpień,6
9070,орангутан,orangutan.,51
2864,эстроген,estrogen,87
5920,исправлять,poprawiać,15
2550,конопля,konopie,90
2555,алтарь,ołtarz,90
2939,дерьмовый,gniazdo,85
724,перетаснять,jawny,98
2312,стучать,łomotanie,32
3767,круиз,rejs,35
8038,фосфор,fosfor,58
2811,сидячий,sidecar.,88
660,посещать,uczęszcza,15
2288,уст,ust.,91
306,деа,dae.,100
8986,аба,aba.,50
1603,ангар,hangar,90
13272,доктор,dr,16
12965,комета,kometa,19
12824,орлеан,orlean,21
12498,удача,szczęście,24
7183,ромашка,stokrotka,62
10,sunstar.,gwiazda słoneczna,100
13566,сегодня,dziś,13
10815,частичный,częściowy,29
9790,вустершир,worcestershire.,46
6979,срочный,pilne,58
766,ашкенази,ashkenazi.,98
675,любопытно,ciekawie,94
7544,кво,quo.,62
13255,стол письменный,biurko,16
4107,сережка,slugger.,78
10363,двоичный,dwójkowy,41
12025,проста,prog,28
2057,шпиль,iglica,87
10944,день рождения,urodziny,35
7299,монтевидео,montevideo,63
7866,супернова,supernova,60
227,косметология,kosmetyka,100
11822,вернуться,wrócę,30
9603,питание,odżywianie,45
1369,бездарный,nieoznaczony,96
9932,веревич,wrzosowisko,44
4019,дымчатый,dymny,83
12590,ислам,islam,16
6179,цпу,procesor,67
5554,ротари,obrotowy,73
12567,дил,dil,23
13828,о,o,5
2816,сплитнология,slanchnology.,89
11030,предварительный,wstępny,37
4333,развязанный,niezdecydowany,81
10032,по умолчанию,domyślna,40
13565,наполнять,napełnić,12
8012,автор песен,tekściarz,48
13245,джейсон,jason.,16
8332,плагиат,plagiat,52
13430,роза,róża,13
12807,сочетание,sprzężony,13
3962,уборка,handel.,83
5916,тщеславный,próżny,72
8255,благосостояние,zasiłek,57
2639,задуматься,spory,90
5994,ликер,trunek,68
13993,пять,pięć,9
12232,панама,panama,26
10255,плотность,gęstość,41
7713,берульф,beowulf.,61
3983,земля,przyziemny,83
8265,посадки,lądowania,11
3664,ученики,uczniowie,73
13088,стена,ściana,16
9162,увлеченный,chętny,50
2509,арбалет,kusza,90
2565,каноpic.,kadzyk,90
11278,овладение,pr.,35
6900,составлял,rozliczany,5
3399,демонтировать,zdemontowany,70
11565,братан,bracia,30
7082,йи.,yi.,64
7169,восстановленный,odbity,26
7779,метеоризм,bębnica,60
4370,подлинность,autentyczność,52
278,ярмарочные площади,teczki,98
9079,любимая девушка,dziewczyna,50
10759,собор,katedra,38
7161,rudd.,wzdręga,64
10140,дуэт,duet,43
538,налогом,podlegający opodatkowaniu,99
10691,англо,anglo.,38
1280,кровотечение,krwawić,47
2500,чапаргал,chaparral.,88
11843,венгерский язык,język węgierski,28
13682,каролина,karolina.,12
6635,зонал,strefowy,67
5905,картман,cartman.,72
552,неразбавленный,odłączony,94
979,экскалибур,excalibur.,97
7155,логистически,logistyczny,37
8321,цистик,torbielowaty,57
6299,обитаемый,zamieszkany,37
8181,родхэм,rodham.,58
1444,диакритики,diacritics.,88
919,бафса,bufron,73
3599,укоренившийся,entrycowany,78
13372,себя,siebie,15
14347,усилие,wysiłek,7
3574,розыгрыш,gees.,61
11926,библия,biblia,28
2225,брахмин,bramin,78
11243,фильтр,filtr,31
9119,усиленный,wzmocniony.,33
10122,имеет место,występuje,11
11344,жопа,tyłek,33
6506,согласно которому,w wyniku czego,68
8617,муфтий,mufty,54
6,спотыкаться,potknąć się,57
10378,ведьма,czarownica,38
10539,доктрина,doktryna,38
5618,файф,piszczałka,74
13029,уникальный,unikalny,18
1449,повторно используется,ponownie użyty,60
10672,поддержание,utrzymywanie,14
2054,гарибальди.,garibaldi.,92
5362,сельская местность,wieś,75
5234,водка,wódka,75
8998,ненадежный,niewiarygodne,51
8799,рассчитанный,obliczony,28
5057,осирис,osiris.,77
53,охватывает,hath.,100
11856,гладина,dolina górska,29
3941,заглядывать,zerkać,81
7119,господство,noir.,62
677,бона,bona.,98
1111,моль,mol.,96
6516,гидроэнергетика,hydromasaczni,68
12509,десятая часть,dziesiąty,23
5341,паранормальное явление,paranormalne,75
2719,курсор,pobieżny,89
6300,наследник,dziedzic,62
1912,struad.,przenikać,93
10846,ов,ot.,38
2806,бездействующий,lśniący,88
2570,костер,ognisko,87
8583,инквизиция,inkwizycja,54
4664,мило,milo.,73
5729,аэродинамика,aerodynamika,59
11055,портрет,portret,35
9419,сказочный,wróżka,48
4849,диаспора,diaspora.,78
901,муллиган,mulligan,97
9516,мэдлин,madeline.,48
879,балки,belki,54
11958,свидетельствовать,se.,28
3715,посудомоечная машина,zmywarka,81
13769,понимание,zrozumienie,9
12514,ливерпуль,liverpool,24
1086,ях,yah.,96
11126,подлый,podstępny,36
4986,какао,kakao,78
6071,монтерей,monterey.,71
5250,карбоксилат,karboksylanowy,60
1035,шрифт,shreveport.,97
1944,подарок,dna,93
3017,полость,wgłębienie,88
12041,свежий,świeży,28
6144,рамадан,ramadan.,70
9767,растения,rośliny,15
7991,транзистор,tranzystor,56
13734,золото,złoto,12
13385,русский,rosyjski,14
50,вспомогательные,accolades,88
110,дравидиан,dravidian.,100
9969,сдвинутый,przesunięty,17
4098,обрабатывать,powrót do przeszłości,79
3521,канада,kannada.,86
13492,ван,awangarda,14
7814,ул,ull.,60
12028,дисковый,dysk,26
8487,ледник,lodowiec,51
6795,модульный,modułowy,63
8846,киото,kioto.,53
9333,устойчивый,cierpliwy,30
12551,рождество,boże narodzenie,23
7315,бизнесмен,biznesmen,62
5865,унитарен,unitarian,60
7357,тормоза,hamulce,38
2480,агрессор,agresor,82
14087,общий,całkowity,7
758,бурбанк,burbank.,98
12454,джонатан,jonathan.,24
1312,непрофессиональный,amatorski,94
12194,брендинг,branding.,17
1307,полоний,polon,96
3982,облачно,pochmurny,72
11541,сингл,singh.,32
7254,слои,warstwy,36
2506,херувисть,cherub,90
14140,вероятный,prawdopodobnie,5
11277,призрак,harfiarka,33
13103,биографический,biograficzny,17
11286,иметь тенденцию,mieć skłonności,27
1610,дисперсия,zmienność,94
6854,осник,ospa,66
8257,дикая природа,dzikiej przyrody,57
9418,соскальзывать,poślizg,35
4317,clubhouse,klubowy,81
3181,мэро,mojo.,87
1874,вирусы,wirusy,93
11187,парагвай,paragwaj,36
11208,голливудский,hollywood,35
11650,ношение,niosąc,11
8744,клаунт,claus.,53
4792,окислитель,utleniający,39
1984,манг,mang.,91
12084,сочиненный,opanowany,22
13732,низкий,niska,12
7944,пыльный,zakurzony,59
3581,будние дни,w dni powszednie,65
3926,карантин,kwarantanna,77
10852,инфраструктура,infrastruktura,38
5539,гаага,haga.,74
4977,чаузер,chaucer.,78
2305,карбоксилазу,karboksylaza.,91
1977,сепаратисты,separatystów,66
10495,атмосфера,atmosfera,31
789,хаггис,haggis.,98
4221,адъютант,adiutant,80
9465,ультра,ultra,46
5393,сосед,sąsiad,42
9238,леул,lionel.,50
12093,украина,ukraina,27
4996,девитт,dewitt.,78
11940,дискография,dyskografia,29
2947,трейдер,handlowiec,60
8893,потомак,potomac.,52
14183,вечеринка,impreza,9
2638,лучники,łucznicy.,57
2230,энтомология,entomologia,91
4620,задержанные,zabłąkanie,70
10774,расширение,rozbudowa,21
3283,пункты,klauzule.,44
13301,давление,ciśnienie,15
7820,напоминание,przypomnienie,16
1434,бодрствующий,obudzony,92
12878,типы,typy,7
10236,коататор,ko.,40
10952,объявление,zapowiedź,12
4720,амтрак,amtrak.,79
5011,таланты,talenty,32
9642,янг,yang.,47
2673,полимеризация,polimeryzacja,87
10316,кэш,pamięć podręczna,38
11043,переводить,tłumaczyć,18
319,бей,bej,97
10350,дизайнер,projektant,10
6741,лестница,schody,62
10143,аристотель,arystoteles.,43
5755,гидра,hydra,72
3897,вавилония,babilonia.,84
2400,исполнитель,wykonawca,88
13441,карта,mapa,12
9729,девятнадцать,dziewiętnaście,46
3423,палиндром,palindromiczny.,73
1958,воспоминание,wspomnienie,81
13053,строить,zbudować,10
3815,военные корабли,okrętowe.,65
13216,разве,wasn.,16
11301,избавиться,fo,35
6867,презрение,pogarda,63
168,шмиц,schmitz.,100
3914,файт,fait.,82
11377,допущенный,przyznał,24
13431,россия,rosja,14
8107,пистолеты,pistolety,40
1218,мако,mako.,96
9985,бред,delirium,44
12122,автоматический,automatyczny,5
2277,дустиниан,justinianin.,91
5486,исаия,izajasza,75
6171,армада,armada,69
4968,соловей,słowik,77
8084,масонство,freemasonry.,58
13594,настоящее время,obecny,10
201,капеллан,kapelan,92
225,наступление,backstretch.,100
8267,читание,chee.,57
10003,откровенно,wprost,44
11119,фигурировать,fi.,36
14367,изображение,obraz,6
9244,кэролайн,karolina,50
5460,пам,pam,75
9247,дженни,przędzarka,48
1239,исключать,uniemożliwiać,79
492,запор,zaparcie,96
2629,тула,tula.,90
1121,скудно,oszczędnie,96
12977,обсерватория,obserwatorium,19
12532,прояснить,wyjaśniać,21
4791,нерешено,niezasłużony,79
6029,опус,opus,71
4552,вознесение,wniebowstąpienie,80
7817,грабеж,plądrujący,49
12102,протокол,protokół,26
