ID,RUSSIAN,ARABE,INTERVAL
13679,индия,الهند,12
11416,парад,موكب,32
9961,редко,نادرا,26
5742,укрывать,البحث الجنائي,73
7805,примитивный,بدائية,57
5923,ama.,اما,70
7815,faulkner.,فولكنر,60
12255,континентальный,كونتيننتال,26
12414,свободно,بحرية,24
9123,драгун,dragoons.,40
4670,участники,الحاضرين,78
4685,броди,برودي,79
8408,винчестер,وينشستر,56
11935,физика,الفيزياء,7
4051,фертерь,firth.,83
11415,македония,مقدونيا,33
3712,подкубант,سكوبا,85
12243,рассел,راسل,25
4157,вовле,فولغا,82
85,время мечтать,وقت الحلم,100
9124,вспомнил,يتذكر,29
14072,заказ,طلب,9
785,моа,موه,98
9809,палец,اصبع اليد,32
12699,акротерион,acroterion.,22
14295,следующий,التالي,5
9233,бисексуал,ثنائي الجنس,43
3564,неохотно,بمعارضة,85
12017,соло,منفرد,27
8029,jerm,جيرم,58
4565,катер,قضاء,79
13204,9-й,9,16
44,воспоминания,flashbacks.,83
8296,хромой,عاجز,56
14256,вызовы,المكالمات,8
2094,глицерин,glycer.,92
5379,пиппен,بيبن,75
11474,напиток,يشرب,25
10985,вращаться,غزل,30
2117,каталитики,المحفز,91
6658,резервирование,كارفر,67
6722,чэн,تشنغ,66
4236,бродить,تجول,34
13820,который,أيّ,6
12382,краткий,نبذة,23
5802,саскатун,ساسكاتون,72
9772,кпз,حظيرة الثيران,45
10765,нео,من جديد,38
3997,вертикально,تستقيم,74
1972,неудовлетворенность,عدم الرضا,92
5721,стратус,ستراتوس,73
5297,укоренение,beecher,75
10676,опекун,وصي,38
303,соискание,سليل,96
1239,исключать,preclude.,79
1915,пончики,دونات,86
4352,палма,بالما,81
9996,неуклонно,بثبات,44
6764,плавник,زعما,60
7830,ахиллес,أخيل,60
10453,zack.,زاك,40
10248,враждебный,الصراعات,31
10909,рочестер,روتشستر,38
1651,лорд,لسي,94
4453,спаниель,الذليل,80
12562,финляндия,فنلندا,23
13144,александр,الإسكندر,17
12677,миссисипи,ميسيسيبي,22
8807,восприятие,المعرفة,47
8286,блокировка,قفل,56
13867,если,لو,5
6652,мелочи,الطباشير,65
8826,вот,بوز,53
13884,три,ثلاثة,7
8258,тай,تاي,57
5107,внезапно,بشكل مفاجئ,77
12903,окленд,أوكلاند,20
10930,спарта,سبارتا,37
14005,план,يخطط,11
9481,корпус,كورب,13
7061,ламберт,لامبرت,64
10346,теплица,البيت الأخضر,41
6522,пий,بيوس,67
10017,йоханнес,يوهانس,44
10442,терьер,جحر,39
9125,деревянный,خشبي,51
14182,банки,البنوك,13
11588,неожиданный,غير مؤكد,32
10482,mccoy.,مكوي,40
1192,рема,روحي,96
13180,колумбия,كولومبيا,17
5613,осадок,فتنة,73
8321,цистик,الكيسي,56
5777,длр,dlr.,72
12765,португалия,البرتغال,21
5472,пояснение,توضيحي,74
2694,заварочный чайник,ابريق الشاي,89
13087,металл,فلز,17
4780,переубен,روبين,79
8093,юбки,التنانير,46
3002,ящик для инструментов,toolbox.,88
9238,леул,ليونيل,50
8819,копать,حفر,44
12158,дьявол,شيطان,19
7590,исландский,الأيسلاندية,28
7498,индус,اندس,62
5906,циклоп,سيكلوبس,72
13757,южный,الجنوبي,12
9927,хочу,اريد,44
12572,рим,روما,23
12051,пол,أرضية,24
7729,головокружение,السفاحين,52
9193,преимущества,مزايا,19
13498,истребитель,مقاتل,12
7861,античный,العتيقة,50
10341,телекоммуникации,الاتصالات السلكية واللاسلكية,30
9477,клинч,leadch.,23
7134,мимолет,huemul.,64
9421,крокодил,تمساح,46
12580,речь,خطاب,22
5459,анима,anima.,72
6899,нептуненс,neptunian.,65
1250,громкий,بصوت أعلى,95
12736,прессование,الضغط على,12
4102,снегопад,تساقط الثلوج,83
1788,сора,سورا,93
9540,шорттоп,shortstop.,47
1467,стратосфера,الستراتوسفير,92
13934,затем,ثم,5
11832,mongo,منغو,29
5222,депо,مستودع,40
960,ententte.,إتفاق,97
4316,неуклюжий,الخرقاء,79
7392,мясник,جزار,57
7203,розарио,روزاريو,63
10779,ось,محور,38
9580,вышеупомянутый,مذكور أعلاه,47
8277,стоматологический,طب الأسنان,57
3339,общежитие,نزل,82
5722,гофрировать,gopher.,38
399,бикарбонат,بيكربونات,100
2188,папка,مجلد,87
3554,омни,اومني,86
8935,медуза,قناديل البحر,52
6805,в целом,على نطاق واسع,66
9113,старство,النجم,51
8485,каменная стена,حائط حجارة,54
1149,нарды,طاولة الزهر,96
7229,кинетика,الحركية,59
9640,темза,التايمز,47
7546,константинополь,القسطنطينية,62
13546,побережье,ساحل,13
6029,опус,أوبوس,71
10236,коататор,كو,40
10144,вагнер,فاغنر,43
11486,шеффилд,شيفيلد,33
9433,ковчег,فلك,48
6243,номенклатура,التسمية,69
2017,каракули,خربش,90
4270,неолитич,العصر الحجري الحديث,82
10916,медь,نحاس,37
13394,революция,ثورة,14
7557,доброй ночи,تصبح على خير,62
10121,ролик,أسطوانة,42
3565,озадаченный,حيرة,43
8447,бульвар,شارع عريض تكتنفه الاشجار,55
547,ересь,بدعة - هرطقة,97
3896,ткачество,النسيج,74
3602,построить,أنشأ,84
9842,окрестности,المناطق المجاورة,45
13480,детройт,ديترويت,14
13298,барас,غاري,16
820,канцероген,السرطان,87
11512,твердый,هاردي,31
7957,коренастый,مكتنزة,59
6654,афро,أفرو,67
6917,вин,فين,65
9750,zeta,زيتا,46
14121,изготовление,تحضير,5
3330,гремучий,أفعى الجلجلة,86
6181,бесс,بيس,70
4973,креатин,الكرياتين,77
3218,сверхзвуковой,supersonic.,56
13658,казаться,يبدو,9
11811,гренадер,جرينادير,28
2459,сигареты,السجائر,49
3260,аффинность,التقارب,79
14441,поставлять,إمداد,18
13522,окуривать,كعب,13
14391,сентябрь,سبتمبر,6
8668,урегулированный,الأفق,10
6649,конни,كوني,59
1906,шутки,مزحة,60
2359,забитый,أطرف,91
4522,осушать,بالوعة,62
816,сундук,أشعة الشمس,98
10760,сок,عصير,38
10354,выпускники,الخريجين,41
14030,версия,إصدار,8
10680,постановление,حكم,7
6856,datheline.,خط التاريخ,66
2978,сиена,سيينا,88
41,изготавливание,verbiage.,100
4625,спорный,بوغ,70
11258,свинья,شخص شره,29
13289,инцидент,حادثة,14
1464,outcry.,بريكري,94
1745,лян,ليانغ,93
13159,кризис,مصيبة,17
6900,составлял,حساب,5
8087,воротник,طوق,49
1532,кива,كيوا,95
13584,размер,بحجم,12
8853,театральный,مسرحية,51
2020,чайки,طيور النورس,84
13874,там,هناك,5
12961,желтый,الأصفر,19
8160,пифагорейский,فيثاغوري,57
10654,рэп,موسيقى الراب,34
4541,гимназия,الصالة الرياضية,78
2277,дустиниан,جستينيان,91
1206,чесотка,الجرب,96
2085,десант,مظلي,50
1058,рвение,حماسة,96
1493,фиксация,تثبيت,92
4280,бурундуки,السنجاب,60
9289,za.,زا,49
6511,меркат,ميركات,68
9452,суверент,السيادية,48
11665,мейсон,ماسون,29
11038,болота,اهوار,36
4556,прима,بريما,79
10605,якобы,يزعم,39
14514,написано,مكتوب,9
10431,украинец,الأوكرانية,39
11655,падение,هبوط,12
4147,виадук,جسر,78
10022,дама,تحية,42
1439,лечить,شفاء - يشفى,57
9331,потребляется,تستهلك,29
13165,башня,برج,15
6211,обратный,رد فعل عنيف,70
13231,антонио,أنطونيو,16
10796,буддизм,البوذية,38
6431,эссе,مقالات,36
1841,заключенные,السجناء,89
5643,карбокси,كاربوكسي,73
4264,бром,البروم,78
9691,герман,هيرمان,46
8736,передаваемые,أحال,43
896,нимрод,نمرود.,96
6657,малайский,لغة الملايو,59
8960,мишеланджело,michelangelo.,52
10794,сантьяго,سانتياغو,38
11843,венгерский язык,المجر,28
14148,предложенный,مقترح,9
8761,силиконовый,سيليكون,51
14134,изменения,التغييرات,5
25,муравьи,النمل,38
280,тележка,بوجي,91
7568,где бы,أينما,62
9579,танго,رقصة التانغو,47
4704,септа,سبع,79
9235,аврора,اورورا,50
10169,гиссары,هسارس,42
10260,весли,wesley.,42
4825,мираж,سراب,78
2225,брахмин,براهمين,78
8963,незриваться,رغم,51
10396,ранний,باكرا جدا,41
8822,трилогии,ثلاثية,52
967,латиноамериканцы,من أصل اسباني,58
10788,бангкок,بانكوك,38
7489,подчеркнул,وأكد,45
4448,джозефина,جوزفين,80
3959,каштан,كستناء,81
8539,петиция,التماس,40
11686,нью-йорк,أيمن,31
13108,лидер,زعيم,12
667,слышно,مسموع,94
7773,кабина,مقصورة الطيار,58
12723,понедельник,الإثنين,21
11845,значимый,ذو معنى,29
13708,несмотря,على الرغم من,12
2027,подрывает,يقوض,51
6940,факс,فاكس,63
5969,лиззи,lizzie.,71
14238,вещи,أشياء,8
1164,стимул,التحفيز,96
5311,на воздушной подушке,الحوامات,75
12310,рост,ترتفع,20
7865,метафора,استعارة، مجاز,54
9194,нетронутый,متصل,50
3434,сенсорный,الحسية,86
311,сари,ساري,97
11704,глобус,كره ارضيه,30
10734,нисходящий,nixon.,38
6975,js.,ج إس,65
9484,аванс,avant.,48
947,кумулюс,cumulus.,97
12839,весна,الخريف,18
10264,магазины,المتاجر,23
4820,предшественники,سلف,45
2044,антенны,الهوائيات,59
553,недорого,غير مكلفة,97
7286,убеждение,قناعة,31
12646,цена,السعر,18
14061,помещать,يضع,8
1595,умолять,غطى,93
12007,уполномоченный,العقيد,28
10221,пылесос,هوفر,42
8616,фронтальный,أمامي,54
7690,проливка,غزيرة,61
8383,мелисса,ميليسا,56
2407,прорастание,إنبات,89
13447,насос,مضخة,14
12962,место нахождения,موقعك,9
8636,росомаха,ولفيرين,32
11488,советник,ea.,33
12485,уменьшенный,مخفض,17
13226,вперед,إلى الأمام,9
4880,обреченный,محكوم,43
69,клерики,رجال الدين,68
8233,swa,ساو,57
11599,вглядеться,نظير,29
4662,передозировка,جرعة مفرطة,75
10950,грегори,غريغوري,37
4331,сантиметры,سنتيمتر,68
10999,аспекты,النواحي,26
11343,репост,إعادة نشر,34
4854,галилеи,الجليل,78
2945,наушники,سماعات الرأس,81
11918,дирков,ديرك,29
139,ассамский,assamese.,100
5614,jumbo,جامبو,72
2108,мицва,ميتزفه,92
598,иерархический,الهرمية,91
14225,основной,رئيسي,8
4530,закаленный,مزاج,43
9377,cedar.,ارز,46
158,лимбо,ليمبو,100
8837,яростный,شرس,49
10501,чудес,عجائب,15
13094,да,دا,16
8405,ульстер,أولستر,56
4985,бродяга,المتشرد,75
3203,космос,كوزموس,75
6325,предпринятый,باشر,69
5350,гималаи,هيمالايا,75
10963,печать,ختم,31
2989,uninformed,غير مطلع,79
7864,изопропил,isopropyl.,59
8021,реп,اعادة \ عد,55
10736,энни,آني,38
10348,мелкий,تافه,41
3685,пленники,الأسرى,53
4266,примус,بريموس,82
6869,оргазм,النشوة النشوة,64
3300,чинец,شين,87
7463,клич,كليف,62
12163,ньютон,نيوتن,27
3652,ателье,أيلير,84
13468,министр,وزيرة,13
5562,средний запас,midwestern.,74
6120,очаровательный,مبهر,59
1645,пахлави,pahlavi.,94
14419,шоу,عروض,7
8833,нервоза,nervosa.,53
12208,кетгут,catgut,26
13301,давление,الضغط,15
11624,мф,مهد,31
9028,неопубликовано,غير منشورة,51
11218,наряду,جنبا إلى جنب,35
1683,преподаваться,الشام,77
12503,герой,بطل,19
14428,поддержка,يدعم,8
3156,священство,كهنوت,88
8872,супер звезда,نجم النجوم,52
2431,сияние,هياة,91
4801,пандора,باندورا,77
4571,судебный запрет,أمر قضائي,76
13147,симпатичный,جميلة,17
5019,кудрявый,مجعد,77
8056,мышей,الفئران,58
14435,выиграл,فاز,8
14292,случаи,حالات,6
9918,сатана,الشيطان,38
13634,незаметно,غير مسجل,12
8278,мара,مارا,55
11889,венесуэла,فنزويلا,29
8468,без ответа,دون إجابة,55
3763,йосемити,yosemite.,84
5195,шаткий,شتى,76
773,реёс,راين,98
5010,чунь,تشون,77
5246,пикард,بيكارد,76
7824,утопия,يوتوبيا,60
4322,тесселяция,tessellation.,77
8665,клеопатра,كليوباترا,54
2919,coburg,كوبورغ,88
12115,культурность,الثقافية,12
1381,лимфатический,الجهاز اللمفاوي,95
10055,понтиак,بونتياك,43
11513,социалистический,الاشتراكي,30
10610,опрашиваться,واردة,35
7187,по слухам,أشاع,31
10769,пассажирский,راكب,27
14371,значительный,بارِز,10
13391,форт,حصن,14
2826,трижды,ثلاث مرات,88
5592,долорес,دولوريس,69
6246,бор,البورون,70
6871,клон,استنساخ,38
13531,холм,تل,12
2893,шетланд,شتلاند,88
3696,прог,بروغ,83
11306,arjun.,أرجون,34
11047,ливия,ليبيا,37
11373,холокост,محرقة,34
8066,последовал,تلا ذلك,30
4835,козерог,الجدي,78
3833,peking.,بكين,78
10876,отчетливый,خامد,23
9985,бред,هذيان,44
3444,надувательство,nuke.,79
14088,здесь,هنا,5
1540,аквакультура,تربية الأحياء المائية,95
10915,ги.,جي,37
3604,гусеница,يرقة,83
7745,подземелье,زنزانة,42
4336,аллегория,فن رمزي,80
446,нехарактерно,غير معلن,88
5658,рисунок,تين,70
8586,разорванный,تمزقها,54
10134,папуа,بابوا,43
972,гинекомастия,التثيين,97
8934,randall.,راندال,52
11138,евгений,يوجين,34
1642,простил,غفرت,94
1128,тана,تانا,96
14091,не,ن,8
13459,сильный,قوي,14
13682,каролина,كارولينا,12
3455,лиза,ليزا,86
9065,нирвана,nirvana.,51
6958,нематериальный,غير الملموسة,64
12207,притворяться,برجلز,26
3825,флотилия,الأسطول,83
9345,домашнее задание,العمل في المنزل,49
3639,нержавеющая сторона,غير قابل للصدأ,85
6687,гай,جايوس,67
2884,гиппократ,أبقراط,88
13197,патриот,باتريوت,12
14232,мужчина,رجل,8
11248,бесконечность,ما لا نهاية,34
13744,депрессия,كآبة,11
11115,барселона,برشلونة,36
5421,раскол,انشقاق,74
7479,плод,الجنين,62
13313,гал,فتاه,15
12075,реальность,واقع,27
2227,анализатор,محلل,89
7402,вводящий,استهلالي,62
12596,лишенный,رابعا,23
11030,предварительный,أولية,36
4725,кр,كتر,73
4226,хотель,خنزير,62
8725,денежный,نقدي,53
11190,пиратство,من القرصنة,35
6267,крестьянин,فكر,53
11915,кампус,الحرم الجامعي,29
11501,кипр,قبرص,32
1518,молоточек,malleus,95
12359,чад,تشاد,25
5001,камикадзе,كاميكاز,77
239,неотложен,دون معارضة,100
4203,ломка,خردة,52
7569,пожертвование,هبة,31
8568,фаулер,الصياد,55
3089,каспер,كاسبر,88
14498,промышленное,صناعي,14
6225,боевики,نحل,68
2819,правонарушение,مخالفة,88
14495,французский,فرنسي,11
7331,маршрутизатор,راوتر,61
13023,граница,الحدود,16
12468,моррис,موريس,24
7155,логистически,لوجستية,36
10699,абсолютно,مطلق,23
3496,ретроактивно,بأثر رجعي,75
8458,туберкулез,مرض السل,55
13741,эль,إمرأة,12
11196,тринадцать,ثلاثة عشر,35
4432,глютамат,الغلوتامات,78
13574,олимпийский,الأولمبية,10
9670,синтез,نتيجة الجمع بين الطريحة والنقيضة,47
6524,эверглейды,إيفرجليدز,68
7104,выровненный,محاذاة,32
13296,небраска,نبراسكا,16
4672,рукописи,مخطوطات,61
1715,корена,كورا,94
12609,мил,ميل,23
3351,капли,سائل لزج,84
1524,сразу,متطفل,95
288,микроскопия,المجهر المجهري,100
2211,ванды,البيع,90
6823,донна,دونا,64
11912,вилли,ويلي,25
5876,подозрения,الشكوك,47
8607,раздавить,معجب,37
13157,дар,gif.,17
6744,легинг,lansing.,66
4995,сферика,بدل,77
7784,верден,فردون,60
6974,никотин,النيكوتين,63
14266,комментарий,تعليق,6
396,селен,السيلينيوم,100
1404,благодарность,يشكر,95
10872,узкий,ضيق,32
1424,песнопение,الهتافات,50
6704,динго,dingo.,67
9097,йодид,iodide.,51
5520,триша,تريشا,74
4386,освещенный,مضيئة,60
2142,вакуол,فجوة عصارية,92
13297,золотистый,ذهبي,16
8577,невидимый,غير مرئى,52
11966,менструация,الوزارة,27
2443,назначать,يعين,12
2886,сомеры,سومرز,88
2517,саутланда,ساوثلاند,90
10729,повествование,سرد,38
7650,четвертьмастер,quarter,61
7918,марена,فرس,59
9091,радоваться,انضمام,41
12629,номинально,اسميا,10
10856,конфеты,حلويات,38
7355,церебрал,دماغي,62
13926,даже,حتى,7
9875,цыпленок,فتاة جميلة,40
4543,тарифы,التعريفات,58
14192,согласованный,متفق,11
118,предпринимательство,ريادة الأعمال,100
1793,целлюлоза,السليلوز,88
6227,дрожжи,خميرة,70
339,сурьма,الأنتيمون,100
5741,иуда,يهوذا,73
2942,одуванчик,الهندباء,87
11884,окружающая обстановка,بيئة,28
557,anaerobic,اللاهوائي,99
2464,внештатный,حسابهم الخاص,84
4812,паранойя,جنون العظمة,77
11405,ромео,روميو,34
7856,нанкин,nanking.,60
10355,стресс,ضغط عصبى,36
3518,клевер,زهرة البرسيم,86
11591,ветераны,قدامى المحاربين,23
1188,линчеватель,vigilante.,82
6691,даровал,منحت,62
10132,мгновенное,فوري,42
9737,камер,كام,39
8259,окаменелый,مغلف,57
9854,каир,القاهرة,45
9680,каминда,quiddity.,47
13775,ирландия,أيرلندا,11
8437,посметь,تجرؤ,47
13250,тщательно,tiddly.,16
602,радужный,صاخب,99
11746,bb,ببي,29
1358,steus.,heenus.,95
14485,добрый,عطوف,13
4140,бедуин,بدوية,77
4063,киллин,كيلين,83
8453,отравление,تسمم,36
489,засунуть,شوف,76
8264,британец,بريت.,51
8095,заяц,أرنبة,55
8499,медина,المدينة المنورة,55
13726,израиль,إسرائيل,12
13571,различный,متنوع,13
1909,с нетерпением,بلهفة,93
2923,укрываться,treble.,88
4564,ребра,ضلوع,62
4503,метеорит,النيزك,68
6360,ванкер,وانكر,69
5118,конечный,كونر,75
10631,спуск,انحدار,38
7040,аудитория,الجماهير,29
6898,призраки,أشباح,30
5780,стрекоза,اليعسوب,72
7335,пожилые люди,كبار السن,62
6019,преобладать,تسود,40
12389,предвзятость,انحياز، نزعة,25
14058,знать,يعرف,7
9347,изгнание,منفى,42
10235,километры,كيلومترات,38
9295,ликвидировать,استبعد,15
5182,эволюционный,التطور,76
10320,пределы,حدود,9
9307,дебютированный,لاول مرة,18
9247,дженни,جيني,48
8556,судебная власть,القضاء,55
10986,гибридный,هجين,36
7419,достижение,الإنجازات,31
7652,флемят,فلمنيش,61
13693,любовь,الحب,11
4395,огнестрельное оружие,سلاح ناري,48
8315,хинди,اللغة الهندية,56
8660,мех,الفراء,51
10033,горилла,غوريلا,43
12953,переопределять,تجاوز,19
11204,обращаться,مناشدة,25
12114,мята,نعناع,26
2348,не нужно,لا ينبغي,91
10641,реванш,مباراة العودة,39
182,лоскут,رفرف,88
3648,крапивка,القراص,80
7225,тета,ثيتا,63
8102,соседний,الجوار,36
7076,лаять,لحاء الشجر,57
592,пасьянс,سوليتير,99
14379,сторона,جانب,10
14152,упаковка,طَرد,20
13768,сам,بحد ذاتها,11
1699,богарт,بوغارت,94
11331,отличия,شارة,34
13153,пакистан,باكستان,17
8936,инспектор,مفتش,45
13066,пострадавший,المصاب,17
1889,каскадирование,متتالية,62
2865,анжелика,أنجليكا,88
7296,балканы,البلقان,53
4040,врач,الطبيب المعالج,70
4664,мило,ميلو,73
12684,коммунистический,الشيوعي,20
12194,брендинг,العلامة التجارية,17
3710,супра,سوبرا,85
1190,тициан,titian.,96
6998,леденец,مصاصة,63
5958,повернуть,من خلال,71
2430,аккордеон,الأكورديون,90
2070,барангай,بارانجاي,92
8124,марихуана,قنب هندي,58
11355,эдгар,إدغار,34
9236,стыд,عار,46
11221,основатель,مؤسس,32
10911,собаки,الكلاب,8
2054,гарибальди.,garibaldi.,92
6368,прогулка,شمول,69
5388,стараться,سعي,67
11326,сжигание,احتراق,19
13972,файл,ملف,6
4917,восхождение,صعود,78
9427,выросший,نابعة,48
10469,каналы,القنوات,15
7681,геральдика,heraldry.,61
11976,мыльная коробка,soapbox.,28
8785,миграция,الترحيل,44
13265,смысл,إحساس,15
6307,эзра,ezra.,69
12815,республиканец,جمهوري,18
6008,мандарин,الماندرين,71
14113,находить,يجد,7
11199,уклоняться,يتملص,34
7336,анархия,فوضى سياسية,62
9563,леги,إل جي,48
12456,энциклопедия,موسوعة,24
11769,раздел,ثاني,30
974,чернокнижник,warlock.,95
7616,карма,الكرمة,61
11309,пингвинь,البطريق,24
6312,священник,الملاذ الآمن,68
5420,сонет,سونيت,67
11483,продолжительность,المدة الزمنية,32
3945,идти к,اذهب إلى,83
12188,хребет,ريدج,26
13613,изн,isn.,12
4794,гершель,هيرشيل,78
11363,финалисты,النهائيين,29
10327,кг,كلغ,41
2599,телохранитель,حارس شخصي,80
10391,прыгать,القفز,8
1840,открыл,انعقاد,87
14278,счет,فاتورة,10
3576,кафельная плитка,بلاط,62
7869,dixie,ديكسي.,59
4399,безымянный,غير المسمى,81
3856,аксессуары,مستلزمات,67
8961,хемингуэй,همنغواي,52
10858,порнография,الإباحية,38
3303,рецепт,وصفة طبية,81
6616,шрусбери,شروزبري,67
12483,милость,نعمة او وقت سماح,23
2816,сплитнология,slanchnology.,89
243,грот,غروس,34
5582,когда-нибудь,في يوم ما,73
884,божем,godspeed.,97
8639,жало,العقرب,53
1330,фри,فريست,95
6499,аттила,attila.,68
12011,ньюкасл,نيوكاسل,28
6039,флиндры,فليندرز,71
13897,сделал,صنع,5
4474,сонный,نعسان,80
2325,баритон,باريتون,91
13081,журнал,مجلة,17
1676,сестричество,الأخوة,94
13417,упомянул,المذكورة,10
9654,мессенджер,رسول,45
5328,самый главный,قبل كل شيء,75
8988,исполнители,فناني الأداء,10
6620,cha.,تشا,67
10681,грязный,قذر,39
13351,озеро,بحيرة,14
11623,арабы,العرب,12
11988,спекуляция,المضاربة,21
8208,жук,خنفساء,55
2011,разочаровывать,خيبة أمل,31
5148,хардтоп,hardtop.,77
13220,развитый,المتقدمة,10
5770,боевый,أفعى,71
7873,преступники,الجناة,45
2901,подгузник,حفاظه,85
3493,мерцание,وميض,86
13959,конец,نهاية,7
5577,кето,كيتو,73
10275,отто,أوتو,42
4971,булимия,الشره المرضي,77
483,поливинил,بولي فينيل,99
5425,большой рог,قرن كبير,75
2546,нуклеол,النيوكلوز,90
9182,гайана,غيانا,50
1418,рария,الندرة,79
11995,задний,مؤخرة,28
5074,поставщик,المورد,62
4126,рецепт блюда,وصفة,71
1465,последовательно,بالتتابع,65
12883,сотни,مائة,15
3910,придорожный,جانب الطريق,84
3715,посудомоечная машина,غسالة أطباق,81
7785,саламандр,السمندر.,60
10154,ежемесячно,شهريا,43
13879,сейчас,الآن,7
9447,деси,ديو,48
11759,епископ,بيشوب,29
13766,плюс,زائد,12
11407,избитый,ضرب,33
7887,аэро,ايرو,59
8615,моллюск,مولن,54
8396,престижность,مرموق,56
11895,вспышка,التفشي,28
5623,посредственный,mediocre.,71
3514,антонетта,antoinette.,86
3298,ура,ياي,87
568,трансвестизм,الاختلاط,99
9020,линз,عدسة,51
10512,заблокирован,مقفل,26
746,маоист,الماوي,93
7233,капиталист,الرأسمالي,60
10895,милиция,ميليشيا,35
5824,липа,ليندن,72
12452,распространение,الانتشار,22
14259,администрация,إدارة,6
14399,белый,أبيض,10
6638,монастырь,ديرصومعة,62
5884,клин,وتد,68
8646,атлантис,atlantis.,54
3475,реагирование,رد فعل,45
6275,гаитян,الهايتي,66
904,модус,modus.,97
12363,правильно,بشكل صحيح,25
5673,модем,مودم,70
11707,параллельно,موازى,27
11029,несущественный,بتفين,37
9987,товарный знак,علامة تجارية,41
5370,волатильный,متطايره,67
9630,морс,مورس,47
10377,партнер,شريك,32
1807,унылый,دن,93
1135,боливар,بوليفار,96
5429,дионис,ديونيسوس,75
12307,просто,مجرد,8
2455,эстетика,جماليات,49
579,гуанако,غواناكو,99
13439,солдаты,الجنود,12
10253,логан,لوجان,42
11553,сильнее,أصعب,32
4066,полигамия,تعدد الزوجات,83
8518,носки,جوارب,22
11941,уэйд,واد,28
6812,диод,الصمام الثنائي,65
6020,контрольный опрос,اختبار,71
7978,магний,المغنيسيوم,59
1474,билби,بيلبي,95
10119,супермен,سوبرمان,43
3979,факело,torchwood.,83
4343,енох,اينوك,81
12089,компромисс,مرونة,19
512,иль,إيل,99
4668,дворянство,نبل,79
9865,принципы,مبادئ,27
10037,воспринимается,محسوس - ملموس,40
10232,мыло,صابون,41
9042,сандра,ساندرا,51
1140,приманка,طعم,71
5317,матра,ماترا.,75
8711,принудительный,اجباري,54
10885,каменный уголь,فحم,38
3664,ученики,التلاميذ,72
12830,рулевое колесо,عجلة,16
4879,наемник,المرتزقة,60
1385,трихлорэтан,thichloroethane.,95
13001,бойня,مذبحة,17
5703,удар,صدم,53
13287,империя,إمبراطورية,15
1936,морозена,الإكليل,89
2675,паршивый,رديء,89
2105,пропасть,تبلد,84
12540,губернатор,محافظ حاكم,21
10443,обесценение,ضعف,38
13529,широкий,واسع,12
4853,предстательная железа,البروستات,76
2342,лапша,المعكرونة,63
5131,фолиевый,فوليون,77
13697,стивен,ستيفن,12
4722,архаичный,ممات,78
11260,глина,طين,35
13932,все еще,ما زال,7
9726,добиться,دوب,46
5858,сми,smee.,72
10056,мали,مالي,43
3050,чертополох,ثيسل,81
1708,замученный,مبتغى,91
5121,диэтиламид,diethylamide.,77
4158,забрызгивать,بورلي,82
3850,кроссранс,رادير,81
13617,стол,جدول,12
5629,шиит,شيعي,73
7910,ламба,لامبو,59
13609,таким образом,هكذا,12
13255,стол письменный,طاولة مكتب,16
13635,решение,قرار,12
11729,доставлен,تم التوصيل,24
9044,пророк,نبي,46
6945,нейтрон,نيوترون,63
1234,передавать,ينقل,17
11087,цензура,رقابة,26
10517,литературный,الأدبي,40
12509,десятая часть,العاشر,23
9271,шлем,خوذة,43
13701,данные,بيانات,12
3923,орто,ortho.,84
11170,слон,الفيل,33
2793,сосредоточивый,سولي,89
1205,каникула,شيوع,96
6518,пуритан,puritan.,62
12635,женщина,امرأة,22
414,сонар,السونار,100
5589,пивоварение,تخمير,41
9355,вон,وونغ,49
12175,жена,زوجة,27
11852,отстой,مص,22
338,йон,منا,100
8126,автограф,توقيعه,50
7376,оценщики,المقيمون,62
9422,йоханнесбург,جوهانسبرغ,49
3687,укулеле,ukulele.,85
235,неоднозначный,خالية من الغموض,86
5366,исходящий,منفتح,75
9034,мелон,ميلون,51
10097,эскорт,مرافقة,36
13421,умышленно,عن عمد,7
4904,камино,كامينو,78
9143,вариант,واف,50
13092,пенальти,ضربة جزاء,15
7950,кунгл,الكونغ,59
10755,честный,صادق,38
3556,выходил,الناخب,78
9206,реки,ريفرسايد,50
14028,длинный,طويل,8
7072,перезагрузка,إعادة تحميل,53
10463,перераспределенный,إعادة تخصيص,40
7588,красная рубашка,rightshirt.,58
8089,ларс,لارس,46
14462,производить,ينتج,7
9382,ударные,طبول,28
13079,дерево,شجرة,16
10029,скинтер,سكينر,43
14341,центральный,وسط,10
5509,эксцентричный,غريب الأطوار,49
13694,защита,دفاع,10
992,глянец,لمعان,86
2247,валентность,التكافؤ,91
14080,функции,سمات,9
7709,гидравлический,هيدروليكي,54
13115,египет,مصر,17
13195,масса,الجماعية,15
741,дантон,دانتون,98
792,электролит,بالكهرباء,95
3885,акне,حب الشباب,84
888,нефти,nifty.,97
2286,ротор,الدوار,89
12558,ненужный,غير ضروري,23
13279,iii.,ثالثا,16
5294,дессоус,dessus,75
13979,найденный,وجد,6
8377,настроение,مشاعر,45
7174,ботировать,موت,62
2483,локона,لوكو,81
11420,пирог,فطيرة,32
10015,директора,المديرين,18
4303,незаменим,لا يمكن الاستغناء عنه,79
10555,прусский,البروسي,39
13311,возможно,ربما,7
3416,самокат,سكوتر,83
9948,ленты,اليساري,44
9688,бургер,برجر,45
4862,статус,قانونيا,78
5385,осторожный,الحذر,75
