ID,RUSSIAN,JAPAN,INTERVAL
12991,даллас,ダラス,19
371,трапециеобразный,台形,97
7314,малкин,マルキン,63
3468,шропшир,シュロップシャー,87
5637,свидетельствует,免責する,73
3781,самый глубокий,deep deep,85
13889,через,を通して,8
11586,риос,rio.,32
7218,кулак,拳,54
8954,ronde.,ロンド,52
1227,асфальт,アスファルト,95
1995,столбняк,破傷風,93
7783,raaphael.,ラファエル,61
8561,лояльный,忠実,55
7383,стейк,ステーキ,62
6373,хлоя,クロエ,70
5731,власть,poss,73
14442,решенный,決めた,7
5345,снежный,雪の,76
13718,река,川,11
2365,хоролог,星郎,91
8505,ромни,ロムニー,56
9091,радоваться,reined,42
10866,отклонить,却下,13
11069,сырой,生,37
8279,анаконда,アナコンダ,56
14209,старый,古い,10
5737,глювер,グローバー,74
10673,скобка,ブラケット,25
5715,конструктор,コンストラクタ,43
12519,хандал,ハドラル,24
7474,нетбол,ネットボール,62
14277,маркетинг,マーケティング,12
6970,восстановленные,再構成された,60
491,обновление,更新,33
9446,приклада,butt,41
11815,mcdonald.,マクドナルド,30
2556,диатома,珪藻,88
7548,ганновер,ハノーバー,62
12203,либеральный,リベラル,17
333,hiccup.,しゃっくり,97
7854,речной,河川,60
11052,раб,奴隷,31
9441,разногласия,不一致,37
12956,ежегодный,通年,18
9061,рубашки,シャツ,36
7632,прогноз,見通し,60
12562,финляндия,フィンランド,23
10239,легкое,肺,40
11419,купить,買う,30
5882,сжатый,圧縮された,45
756,пандемия,パンデミック,97
11486,шеффилд,シェフィールド,33
12987,джинс,ジーンズ,18
12224,боевой,武骨,26
9050,лиссабон,リスボン,52
9184,аналог,アナログ,40
12286,самый последний,最新,26
10940,гребень,紋章,35
4201,тихоокеанское стандартное время,pst,82
9858,сэндвич,サンドイッチ,44
14452,ведущий,リーディング,7
4954,приложение,付録,78
11692,землетрясения,地震,12
8405,ульстер,ul ul,56
4471,ола,オラリー,81
9869,сова,フクロウ,38
4266,примус,prim prim,82
10112,уолш,ウォルシュ,44
10922,ньюфаундленд,ニューファンドランド,38
5231,безрассудный,無謀,76
1737,суть,要旨,93
8203,гренландия,グリーンランド,58
14159,работающий,働く,5
13492,ван,van,13
12372,тупой,バカ,23
3466,эмитент,発行者,86
8614,самурай,武士,54
11638,мурфи,マーフィー,32
5228,артрит,関節炎,77
10801,hayes.,ヘイズ,31
8272,кредона,信条,56
12385,гитлер,ヒトラー,25
2254,предельный,前児童,92
6865,вынужденный,気が進まない,61
6788,навес,フェンダー,63
6951,побуждать,ビュイック,65
14379,сторона,側,10
11173,hans.,ハンズ,22
6204,ян,ヤーン,71
6618,сайгон,サイゴン,68
9990,квантовый,量子,45
11986,дэнни,ダニー,29
5981,анархист,アナキスト,63
13588,джонсон,ジョンソン,12
8635,жаба,あどんこ,54
10885,каменный уголь,石炭,38
12032,координат,corn corn,28
1050,тории,鳥居,97
10790,устаревший,古くて,38
11138,евгений,eug,34
10891,барбара,バーバラ,38
7411,латышский язык,ラトビア語,62
11983,граждане,市民,24
13206,определять,決定,9
5687,brandywine.,ブランディーワイン,74
11596,рекс,re re,32
8923,попкорн,ポップコーン,52
6118,новичок,初心者,69
1225,милла,ミラリー,97
3440,гроссмейстер,祖母屋,87
13537,иллинойс,イリノイ,13
2022,заполнитель,プレースホルダー,92
7116,бюст,バスト,50
3319,конфедерация,協心,88
8084,масонство,フリーメーソン,58
7141,пэтти,pat,63
3845,пресс-комната,プレスルーム,85
8721,духовный,スピリチュアル,47
2951,гидролазу,ヒドロラーゼ,88
11450,бета,ベータ,33
9017,гвоздь,爪,30
13301,давление,プレッシャー,15
12594,jose.,j j,23
1135,боливар,ボリバル,97
10377,партнер,相棒,33
13523,лето,夏,13
14505,адрес,住所,5
3057,картсток,カードストック,88
10349,плимут,プリマス,42
8163,хлор,塩素,54
2777,бумера,ブーマー,88
5494,ублюдок,マザーファッカー,75
5018,среда обитания,生息地,77
5351,iliad.,伊リーダ,76
10501,чудес,不思議な,15
3908,огневая мощь,火力な,84
3731,кроаль,胡同,85
11987,шоссе,高速道路,25
11323,впадина,トラフ,34
10812,риф,リーフ,38
8998,ненадежный,信頼できない,51
1056,серина,セリン,92
8753,сп,cp,53
770,предосторожность,予防的,98
10824,бритва,かみそり,38
11053,полдень,昼,37
10237,ключи,キー,11
6171,армада,艦隊,70
12413,марс,火星,12
12699,акротерион,アクロテリオン,22
4540,бобсат,ボブキャット,65
14280,высказывание,言っている,8
8906,гектор,ヘクトル,52
11890,герб,象徴,28
6804,лорел,月桂樹,66
7672,сосредоточение,pg,62
14328,вел,導かれた,10
2115,дата выхода в эфир,気密,89
954,антей,アンタエス,97
13535,на протяжении,全体を通して,13
4641,экономисты,エコノミスト,55
5803,касус,カシュ,73
2500,чапаргал,チャパラル,89
12707,камень,結石,19
2970,westinghouse,ウェスティングハウス,88
3823,орландский,ish out,85
12856,агентство,エージェンシー,16
5459,анима,アニマ,73
3733,боковые линии,傍観者,49
3505,рохан,ローラン,86
4104,eniac,en,83
12995,проспект,av,18
13096,хижина,小屋,18
3172,отвлекать,気をそらす,51
3507,пхеньян,平壌,86
8889,коала,コアラ,52
14424,особенно,特に,11
10433,натрий,ナトリウム,41
6392,совместно,共同で,70
13574,олимпийский,オリンピック,10
7305,наготавливаться,ヌード,63
8638,шелли,シェリー,55
7009,раджа,ラジャ,65
6371,комендантский час,門限,66
11743,ренессанс,ルネサンス,31
1112,инструкторы,講師,66
11327,jimbo.,ジンボー,35
11293,колизей,コロシアム,35
8327,ориентация,オリエンテーション,32
11355,эдгар,エッジャー,35
3031,фло,フロン,88
10442,терьер,テリア,40
1638,руль,ラダー,92
975,подстрекать,incう,63
7889,вести себя,振る舞う,42
10360,вагон,吸血鬼,38
11230,бюджет,バジェット,34
6760,периферический,周辺,61
4555,флава,フラボ,81
319,бей,bey,97
2125,бенши,バンシー,86
6837,текила,テキーラ,66
10203,атом,原子,26
14073,возможный,可能,7
10495,атмосфера,雰囲気,32
13050,получает,取得,7
2776,gulliver.,ガリバー,89
6774,коломбо,コロンボ,67
12914,читатель,読者,9
6453,хайку,俳句,69
1675,солон,ソロン,92
5103,звание,巷,77
12565,доказывать,証明,14
7182,вдова,未亡人,60
816,сундук,歌姫,98
4301,брокколи,ブロッコリ,82
11376,мин,min,32
13643,деревня,村,12
4665,лимония,レモニー,80
14272,кампания,運動,13
5094,arten,アデン,77
7100,не менее важно,最少,65
8963,незриваться,悪意,51
7200,аюданте,aant,64
3682,firestone,ファイストーン,85
673,цементированный,セメント,61
13345,упражняться,練習,12
1912,struad.,スニーズ,93
8880,осло,オスロ,53
1288,длина окружности,周,96
879,балки,梁,54
12025,проста,純性,28
7243,хиропрактика,カイロプラクティック,64
480,мономер,モノマー,97
11672,водород,水素,31
3146,инсулин,インスリン,88
9028,неопубликовано,未発表,52
725,текстиль,織物,63
13536,канзас,カンザス,13
13998,услуга,サービス,7
7601,пустота,空所,56
10758,buckeyes.,バックアイズ,36
5144,индикатор,孵化器,77
13187,теннис,テニス,17
14062,пример,例,10
14384,вести,鉛,7
2495,дебби,デビー,63
5355,фанат,ph,76
9971,лабрадор,ラブラドール,45
11240,мельницы,ミルズ,26
8115,антропология,人類学,57
10378,ведьма,魔女,39
8189,riel.,リエル,58
2128,бонго,ボングー,81
9566,грэмми,グラミー,48
12220,поселился,定まる,22
4860,гильотина,ギロチン,79
7467,прозрачность,透明性,46
2697,бездействие,ステートレス,83
383,брюнель,ブルネエル,100
13646,чарльз,チャールズ,12
6258,верность,ロイヤリティ,68
14511,оставлять,離れる,7
2214,бритт,ブリット,92
2998,супергерои,スーパーヒーロー,60
9771,волокно,ファイバ,45
7991,транзистор,トランジスタ,57
13175,дона,天然,17
1018,тессеракт,テッセサクト,97
10556,ограниченный,制限付き,17
9934,гимнастика,体操,42
853,килкенни,キルケニー,98
137,пористый,多孔質,100
5378,подстановочный знак,野蛮地,76
5162,абонент,加入者,53
238,ворсин,昼寝,81
1624,бронхит,気管支炎,94
4736,ароматический,芳香,77
4069,тотем,トーテム,82
11205,манга,マンガ,36
9563,леги,lg.,48
567,якобит,ジャコビト,97
12477,чешский,チェコ,24
10123,рог,ホーン,35
6099,бодибилдинг,ボディビルディング,65
7738,неверно,未検証,46
13389,вагурки,賭け屋,14
7967,сознание,意識,56
12160,экспедиционный,遠征の,27
13577,молодой,若い,12
2718,свет луны,月光,88
5696,завод,ground ground,74
12290,в отличие от,ようではない,19
2620,стереоскопический,立体的,89
2004,шрифты,フォント,36
8460,тысячелетия,千年年,56
1419,аккредитация,認定,65
4155,гадюка,viper.,67
10915,ги.,gi.,37
245,администрирование,投与する,51
10158,ресторан,レストラン,38
5630,замечательно,著しく,25
11202,панель,パネル,32
4276,подземный мир,アンダーワールド,82
11821,последовательность,順序,27
7089,пивовар,醸造者,38
4773,сардар,サルダール,79
3659,ностри,鼻孔,85
13040,старший,シニア,17
1680,джайзизм,jainism.,94
11001,фе,フェール,38
2671,евразия,ユーラシア,90
9345,домашнее задание,宿題,49
6058,вверх по лестнице,2階,72
3588,градиент,勾配,79
5984,кайман,ケイマン,70
11578,алкоголь,アルコール,28
10057,ухаживание,ハックニー,44
4778,аннаполис,annapolis.,79
12899,футбольный,サッカー,20
4334,пусковая установка,ランチャー,63
1773,мизина,ピンキー,89
8797,симплекс,シンプレックス,53
7109,очаровательный,魅力的な,44
13493,онлайн,オンライン,13
1679,в гору,上り坂,94
2516,insuendo.,inn inn,88
2070,барангай,バランガイ,92
6064,паллас,パラ,71
11759,епископ,司教,29
12840,увлекать,オーバーン,20
8157,валь,val,58
12399,джаз,ジャズ,25
4559,кокер,コッカー,81
14370,предложенный,提供されました,14
8403,сикх,シーク,48
763,цуккини,ズッキーニ,98
9082,жареный,揚げ物,38
2452,одаренный,gift,43
7585,носорог,サイエロ,62
5164,венчик,カローラ,77
4909,серра,血統,79
3502,кала,カラ,86
1620,карина,カリーナ,93
5019,кудрявый,縮れた,78
6549,oca.,オカの,69
14443,созданный,作成した,5
2523,проповедь,スパンキング,82
5703,удар,バンプ,54
5440,аликвот,アリコート,76
7703,утилизация отходов,リサイクル,53
2956,досрочное освобождение,par par,82
1475,македон,マケドン,95
7291,суматра,スマトラの,63
8395,каф,カフェ,56
4193,вычеркивание,三振,40
6724,маверик,マーベリック,49
13659,разрешающая способность,解像度,12
11140,нагрузка,ロード,22
9911,неотъемлемое,不適格,45
3487,хамелеон,カメレオン,86
13367,6-е место,第6回,15
3064,печная труба,煙突,79
8149,приступил к,ark,48
10102,романтик,ロマンチック,43
6418,углеродистый,炭素質,70
7028,шайенн,シャイエン,65
14303,факт,事実,6
2309,комплименты,compl compl,57
6657,малайский,マレーリー,60
5172,бабушка,祖母,76
7045,арифметика,算術,64
6502,накладные расходы,オーバーヘッド,69
4604,пробирка,スキッパー,76
4000,супер сила,スーパーパワー,74
4721,средний сезон,シーズン中,80
9204,божественный,divine,47
9019,дженна,ジェンテナ,52
9329,житель,住人,48
8408,винчестер,ウィンチェスター,56
11036,багамские острова,バハマ,37
8323,висячий,荊,57
10664,клан,ちゃんちゃん,36
6274,вац,wac.,70
8616,фронтальный,前後に,55
2755,жажда,欲望,85
6390,блокбастер,ブロックバスター,67
8316,замороженный,フローズン,57
117,флюк,フルーク,98
5244,роталки,ラタラー,75
12588,альберт,アルバート,23
14147,недавно,最近,5
12975,на пенсии,退院しました,14
7190,геймер,ゲーマー,64
8576,благодарный,ありがたい,49
8399,закат,日没,55
11290,джексонвилл,ジャクソンビル,35
5532,кипарис,ヒノキ,75
422,стрингера,ストリンガー,97
14118,данный,与えられた,10
13181,принадлежит,属する,12
3181,мэро,モジョー,88
9439,андорра,and and,49
7479,плод,胎児,62
9434,щенок,子犬,46
1849,президиум,育成,94
2456,приготовленный,cook,24
13509,плей-офф.,プレーオフ,11
5700,гаспачо,ガスパチョ,74
2621,путь,パスファインダー,85
14183,вечеринка,パーティー,9
10358,стихи,詩の詩,34
11843,венгерский язык,ハンガリー語,28
12163,ньютон,ニュートン,27
13491,потенциально,潜在的に,12
7086,привидеть,howdy.,64
1298,лидия,リジア,96
9168,престол,王位,50
1914,неквалифицированный,無敵の,92
13139,утро,朝,17
3767,круиз,クルージング,36
12687,железо,鉄,19
12273,вторник,火曜日,26
3961,дебилы,百人,49
9158,экватор,赤道,29
11234,бригадир,准将,36
10765,нео,ネオピー,38
3455,лиза,リザ,87
14156,международный,国際的,9
10999,аспекты,側面,27
4687,бордюр,縁石,68
5220,симуляция,シミュレーション,38
10402,бежал,めっきら,41
1243,с гордостью,誇りに思って,96
8108,контекстуальный,コンテキスト,57
10513,слухи,噂,35
7438,джузеппе,ジュゼプペ,62
1464,outcry.,甲斐無し,94
3289,коран,クルーン,88
5555,самсара,サムサラ,75
2196,rochelle,ロシェル,92
2908,неонатал,新生児,88
7850,злодеяния,アクロコース,55
9555,рецептор,受容体,41
10716,экземпляры,インスタンス,21
4378,саксос,サクソン,53
10270,тонна,トン,30
7878,скоматар,シミター,60
4971,булимия,bul bul,78
13098,эдвард,エドワード,14
868,омбудсмен,オンブズマン,97
2259,стекловоломок,ガラス繊維,92
9808,долг,借金,42
1492,урбана,アーバナ,95
1580,ночевка,遊牧民,79
13913,оба,両方,8
7855,рено,リノの,60
5051,болван,ボール,78
9413,манго,マンゴー,49
2038,ананда,アナンダ,92
8827,peugeot.,プジョー,53
4292,утомлять,刺す,61
7175,род,属,64
2387,овраг,ガリ,89
1784,канализация,下水道,84
3215,аллергия,アレルギー,87
7732,диэм,ダイエム,61
11570,манитоба,マニトバ,32
12990,танцевать,ダンス,15
13546,побережье,海岸,13
9383,латунь,真鍮,49
5033,грамотность,リテラシー,78
5173,досуг,余暇,75
1674,искупление,償い,82
8308,нацисты,ナツィス,24
12805,летать,飛ぶ,12
3804,аспирин,アスピリン,85
3335,секретариат,事務局,88
5461,пробитый,パンチされた,38
7113,евклид,ユークリッド,65
1583,фенилаланин,フェニルアラニン,94
12953,переопределять,オーバーライド,19
13933,такой же,同じ,8
2714,гипс,ギグス,63
8354,единорог,ユニコーン,55
6107,земляный червь,ミミズリー,71
12089,компромисс,妥協,19
6054,клевать,ペック,70
5196,частицы,粒子,48
10524,кубик,立方体,38
9372,во-первых,まず,49
4161,мое все,ミャール,83
9886,греко,グレコ,45
13555,двойной,ダブル,12
9695,амантик,adobe,47
11937,лонгхорн,ロングホーンズ,26
7745,подземелье,ダンジョン,43
1753,zenith,天頂,93
6144,рамадан,ラマダン,71
13792,из,の,5
2537,звучательно,sound sound,91
12964,упущения,省略,19
3448,мопс,パグ,82
14343,в настоящее время,現在,7
14015,бегать,走る,7
1723,похвальный,褒める,55
8300,зебра,シマウマ,53
3348,острие,織機,65
12563,в обтяжку,きつい,23
11858,высота,ハイツ,22
10760,сок,ジュース,38
9140,chrysler,クライスラー,51
7648,данди,ダンディー,62
2649,бургундия,ブルゴーニュ,90
9120,приколоть,ピン,40
14412,правила,ルール,7
1961,аскари.,ask ask,93
13376,майами,マイアミ,15
12198,кирк,カーク,27
8976,китти,キティ,50
798,фарфор,磁器,98
5334,пропан,プロパン,76
10929,причал,バース,35
11318,маргарет,マーガレット,35
12672,двенадцать,12,22
6706,парфенон,パルテノン,67
14322,разговоры,話し合い,5
3810,пароход,蒸気船,83
10966,геттисберг,gettysburg,38
12241,пабло,パブロ,26
8474,прицел,aim aim,21
9362,кладбище,お墓,49
8252,вовс,呉服,57
9491,белград,bel bel,49
7262,стелла,ステラ,63
9089,конечный,有限の,49
5426,установлен на,上の設定,76
13282,грамматика,文法,16
7497,добровольный,自発的,62
2972,артикул,エアマン,88
5857,кошелек,財布,64
12934,фред,フレッド,19
9214,лезвие,刃,43
11055,портрет,ポートレート,35
3049,аура,オーラ,88
9571,бункер,陣地壕,44
1350,морская вода,海水,96
11652,ошибочно,誤って,32
9309,вбивать в голову,ルビン,50
11409,сокол,ファルコン,23
5055,авторитарность,権威主義者,74
14102,официальный,正式,9
1078,каллум,call call,97
14460,п,p,9
8393,стационарный,定常,56
313,харизматичный,カリスマ的,100
6022,выдержка,抜粋,58
8939,давенпорт,デイヴェンポート,52
4598,заменил,置き換えられた,73
11363,финалисты,ファイナリスト,30
5830,казенная часть,ブリーチ,58
8487,ледник,氷河,51
11853,викинги,バイキング,23
2392,агностицизм,不可知論,91
405,самосвал,tip tip,100
12579,вымысел,フィクション,18
909,оттес,オッターズ,43
8728,volkswagen,フォルクスワーゲン,54
12149,галерея,ギャラリー,26
10573,демография,人口統計学,37
13931,состояние,州,6
13153,пакистан,パキスタン,17
9110,mhz.,ムーザリー,51
5741,иуда,ユダヤ,74
1963,топографический,トポグラフィック,91
4288,mastermind.,マスターミント,71
1490,хао,ハオーズ,95
6539,объединение,統一,68
2936,товарищ,同志,64
7524,неограниченный,無制限,62
7733,веселье,ぞっとする,60
7995,джемпер,ジャンパー,56
6713,несчастный,不幸に,65
10615,имущество,エステート,36
11377,допущенный,入院しました,24
10315,песок,砂,35
4094,воин,ウィーナー,81
12077,тридцать,30,28
13239,бразилия,ブラジル,16
4350,фоны,背景,17
2247,валентность,価数,92
7977,узел,結び目,29
13198,приемлемо,許容できる,6
420,кунопись,楔形文字,100
11111,подпись,キャプション,32
813,табби,タブビー,98
11704,глобус,グローブ,31
12624,торнадо,竜巻,20
13254,азиатский,アジア人,16
11032,строго,厳密に,37
6201,саботаж,サボタージュ,62
5861,гиперактивность,hyper hyper,70
13064,ад,地獄,18
8026,гидроэлектричество,水力発電性,54
430,дян,デイタン,100
10211,краб,カニ,42
7599,вкладыша,ライナー,58
6315,епархии,ディベヨ,70
3794,автоответчик,aut,85
6132,мэгги,マギー,71
14202,война,戦争,7
9789,ethernet.,イーサネット,46
9148,остановка,停止,37
882,тера,テラ,97
7833,мчаться,誤った,23
5535,справочник,ハンドブック,73
1256,поклониться,お辞儀,37
2628,расщелина,裂け目,89
880,галогенид,ハロゲン化,95
11905,юпитер,木星,29
10391,прыгать,ジャンピング,8
9021,лагуна,ラグーナ,52
6933,лейпциг,ライプチヒ,66
3661,паркинсон,パーキンソン,85
3482,увеличить,enlar,52
10968,делавэр,デラウェアリー,38
8917,доу,斗,52
1656,abilene.,アビリーン,94
8528,кадиллак,キャデラック,54
8250,выгнал,exp exp,51
12053,кратко,brief,28
445,пожилы,覗き見か,100
9236,стыд,恥,46
13093,аргентина,アルゼンチン,18
710,на лошадях,馬,98
12779,авто,オート,21
13741,эль,el,12
5996,астер,アスター,72
8595,гениальность,天才,55
8908,фанни,ファニー,53
4446,readd.,アドオンの再,81
3067,неявно,暗黙のうちに,88
10024,тк.,tk,44
10072,легендарный,伝説の,44
13082,админ,admin.,18
8333,коллекционер,コレクタ,50
2550,конопля,麻,91
11702,неточность,不正確,31
11316,плечо,ショルダー,31
8357,шестнадцатый,第1回,57
12244,аффикс,接辞,26
14128,маршировать,行進,5
1260,хаммерсмит,ハンマーミス,96
10508,разбираться,deal deal,41
10110,эм-м-м,uh.,43
6583,пропускная способность,帯域幅,67
14140,вероятный,おそらく,5
12080,иранский,イラン,26
8959,снафу,sn sn,52
6452,скунс,スカンク,69
4566,шайд,ストライド,75
5683,пропускной пункт,チェックポイント,62
2544,неровный,不均等,91
1105,полемичество,pol pol,80
13435,предстоящий,先に,14
1725,посмотреть,閲覧可能,94
2692,надпочечник,副腎,90
4371,недостаток,不利益,67
110,дравидиан,dravidian,100
983,техасский,テキサン,39
1754,мнемонический,ニモニック,90
13934,затем,それから,5
5061,вытеснять,oued,66
14464,подано,提出,6
14135,дос,dos,5
8004,якорь,アンカレッジ,59
4727,крышка,蓋,78
5054,протестантизм,プロテスタン主義,78
14286,количество,額,7
7708,дикобраз,ヤシ,61
368,суахили,スワヒリ語,100
119,камара,カマラ,100
13247,греция,ギリシャ,16
10597,fielder,野手,39
12415,рассвет,夜明け,24
11197,тактика,戦術,18
2006,плотники,大工,47
1582,домена,ドックランズ,94
1293,альгамбра,アルハンブラの,96
3547,кальдера,カルデラ,86
2361,мавзолей,霊廟,91
11294,генетический,遺伝的,26
8022,краситель,染料,54
4229,перехватывать,傍受,15
10009,самый высокий,最も高い,44
7838,привычка,癖,47
3099,угнал,ハイジャックされました,50
12394,в то время как,一方,25
8425,сарай,納屋,55
11542,марокко,モロッコ,33
8392,cumbumbumland,カンバンランド,56
2740,послушание,従順,86
7652,флемят,fl fl,62
563,рулетка,ルーレット,98
3444,надувательство,核兵器,79
12631,серый,グレー,22
2332,триллион,千万,89
2369,полиэтилен,ポリエチレン,91
14163,исследовать,研究,9
8673,эстонский,エストニア語,52
1061,othnnot.,whatoto.,97
8794,саратога,サラトガ,53
3510,буксир,牽引,53
10776,представлять себе,想像,31
13881,использовал,使用済み,5
13179,преступление,犯罪者,10
4425,инвариант,不変,64
7743,эскиз,スケッチ,53
9922,миссис,夫人,11
777,расстроенный,取り乱した,98
851,виккетщик,ウィケットキーパー,98
4294,ножницы,ハサミ,70
4223,затененный,暈し,46
6121,жалость,残念,64
8041,поддельный,ボギュス,58
4771,мангуста,マングース,79
766,ашкенази,アシュケナジ,98
1676,сестричество,姉妹,94
1319,гарпияна,har然,96
3415,окарина,オカリナ,87
6143,ассирийский,アッシリアン,66
6670,плацдарм,ブリッジヘッド,66
5401,кривошипать,クランク,70
12339,нос,na,25
5920,исправлять,改訂,15
4656,покровитель,パトロン,61
8199,тн,tn,58
3608,камбала,ヒラメ,83
11558,оболочка,シェル,26
7157,занавес,カーテン,61
8642,стаффорд,スタッフォード,54
7742,хор,コーラス,61
8499,медина,メディナ,56
2222,корица,シナモン,92
7352,консорциум,コンソーシアム,62
8789,дора,ドラ,53
6851,йог,ヨギ,66
2729,переходы,ジャンクション,42
2656,мидтаун,ミッドタウン,90
13923,сеть,通信網,8
7394,омар,ロブスター,62
8192,раковины,ストリーマ,49
7315,бизнесмен,ビジネスマン,63
14334,америка,アメリカ,5
13953,назад,戻る,7
11601,лодка,ボート,26
911,приспешники,ヘンチメン,97
10392,пламя,火炎,19
14109,джон,ジョン,8
12321,югославия,ユーゴスラビア,26
13039,примерно,約,17
13035,персонал,人員,18
14459,счет,アカウント,5
88,кильн,窯,89
2959,увлечения,趣味,58
13316,святой,聖人,13
1154,морфин,モーフィン,62
2617,преуспевать,成功する,90
3784,регрессия,退職,81
3726,шампанс,シャンペーン,85
6993,гс,gs.,65
8848,sampi,サンピ,53
9237,смолы,タール,49
9456,инструментальный,楽器,26
4898,решающее значение,ブレン,79
9124,вспомнил,黙って,29
12504,компакт диск,cd,24
11567,в стороне,脇に,32
13903,нравиться,のように,5
7579,согнуты,屈む,62
5265,шер,cher,76
1657,гала,gal,93
11502,тринидад,トリニダード,33
9395,anders.,アンドカーズ,49
12438,барри,バリーリー,25
11844,блейк,ブレイク,30
9885,вокал,ボーカル,35
2104,симфонический,シンフォニック,92
10071,эллен,エレン,44
8930,гарантия,保証,35
8944,подавляющий,圧倒的,37
11209,лыж,sk,27
11122,buccaneers,バッカネアーズ,35
6895,перчатки,手袋,44
8077,аламеда,アラメダ,59
3945,идти к,たくさん,84
8861,тиффани,ティファニー,53
12428,евангелие,福音,25
11908,необычный,普通でない,26
3954,сатирический,sat,54
14040,среди,の間で,10
10897,пасти,羊飼い,38
5435,regt.,悔や,76
12137,унифицированный,統一された,27
12213,стилерс,貝類,26
6569,пренебрегать,無視された,56
13154,студенты,学生,13
3206,преодоленность,サスペンス,31
8332,плагиат,盗作,52
5605,популярно,popular popular,74
11588,неожиданный,unc,32
2555,алтарь,祭壇,90
826,арендодатель,家主,91
5074,поставщик,サプライヤー,62
7565,бенин,ベナン,62
12939,правда,真実,18
792,электролит,電解質,95
11999,брак,結婚,28
10822,мэрилин,マリリン,38
755,кайк,キク,98
8173,скромный,控えめ,58
869,артефакт,アーティファクト,60
7228,перуанский,ペルーの,63
11641,восстание,反乱,31
9659,портье,ポーター,46
4862,статус,法定の,79
8655,пакт,協定,54
14336,стандарты,基準,11
1211,дешево,安作,97
10939,уклон,ハンク,33
10877,символы,シンボル,19
9847,стиха,句,39
13307,писал,書きました,15
7929,инказ,インカー,40
12810,швейцария,スイス,21
7509,колдовство,魔術,62
3390,неразружечный,不親切な,86
10275,отто,オットー,42
12551,рождество,クリスマス,23
250,программисты,プログラマー,30
12947,я бы,id,19
3118,бурки,リグリップ,54
2632,нейральство,ニューラル,90
3416,самокат,スクーター,83
13915,твой,あなたの,5
7688,zo.,居動,62
1699,богарт,ボーガルト,94
1207,ленинист,レニニスト,96
12305,мария,マリア,26
1659,курильщик,喫煙者,81
12435,округ колумбия,dc,25
6527,академики,アカデミック,19
5740,ветеринарный,獣医,74
14234,частный,プライベート,9
2618,суматоха,騒ぐ,86
11720,открытие,発見,27
14361,баран,ラム,22
10737,боль,痛み,31
2520,банкомат,atm,91
519,симеон,シマン,99
7092,торо,トロ,61
13616,посещение,訪問,11
11019,оценивать,評価,20
12144,сербия,セルビア,27
6660,ассиз,アッシジー,68
6037,заканчивать,コミュース,71
5260,недостатки,欠陥,47
4955,осесть,アクセル,78
13734,золото,ゴールド,12
3862,jolly,陽気な,84
8164,перьера,ポリアワーズ,58
12157,зазор,ギャップ,26
4022,реестры,登録,6
12921,сломанный,壊れた,20
4673,безвреден,harm harm,80
9591,гном,gnome.,47
5053,баскский,バスク,75
3359,грунтовый,ゴロ,87
11943,постоянный,永続,22
8989,яснее,clear,52
12107,контролируемый,controlled,11
1528,пузырька,膀胱,95
2517,саутланда,サウスランド,91
3132,монтегю,モンタグ,88
10944,день рождения,誕生日,36
13115,египет,エジプト,17
4813,переезд,遅延する,33
2324,шварц,シュワルツ,91
12754,процент,パーセンテージ,21
7264,вафля,ワッフル,60
4982,обрезание,割礼,76
4412,тантал,タンタル,81
10473,ванна,王々に,41
13221,напрямую,直接,16
12142,побег,逃れる,22
13937,очень,とても,8
13422,джозеф,ジョセフ,14
5236,додд,ドッド,77
6496,славный,赫々,69
7102,вокалист,ボーカリスト,61
4558,столовая,ダイニング,74
631,неразрезанный,unc unc,99
3115,эгейский,エーゲ,88
3218,сверхзвуковой,超音源,57
14082,сан -,さん,10
2827,задыхаясь,窒息,69
3287,независимо,無関心に,88
12799,часы,時計,20
13816,его,その,5
7066,вифлеем,ベツレヘム,65
6465,каракас,カラカス,69
6057,крит,クレタ,72
3035,якоби,ヤコビー,88
6451,арий,アーヤン,66
10549,принимать пищу,食べる,15
8479,салат,サラダ,55
7365,помпеи,pompeii,63
5252,сарказм,皮肉,76
12455,инженер,エンジニア,7
11816,подделка,偽造,27
12063,писатель,作家,19
13199,неудобство,不便,16
4586,легкая победа,ウォークオーバー,79
7313,банзай,ban ban,63
3885,акне,にきび,84
6717,признанный,絶対に,54
2396,дрон,ドローン,84
2367,процветать,繁栄して,55
495,щекотать,くすぐる,86
3321,антициклон,アンチシクロン,81
1942,лазарь,lazarus,93
3255,цирконий,ジルコニウム,88
8758,магнит,磁石,36
11746,bb,b,30
11281,перспектива,視点,33
8249,налоги,税金,24
4335,меловый,クレタセウス,82
6399,дилер,ディーラー,57
10905,каппа,カッパ,38
8769,легко,read read,54
114,кашмири,カシミリ,100
1286,центрист,中心者,94
9782,в ожидании,保留中,46
5064,сектант,宗派,75
3991,релата,リラタ,84
9690,гартфорд,ハートフォード,47
8334,герши,ハーシー,57
3021,барракуда,バラクーダ,87
12000,розовый,ピンク,28
9925,лестер,レスター,45
3818,этоон,エトン,85
7449,res.,レス,58
6973,таити,タヒチ,66
7832,диккенс,ディケンズ,61
7210,литерал,リテラル,36
7815,faulkner.,フォークナー,61
1348,isivre.,v.,96
3092,клапаны,弁,47
362,дискриминатор,差し控え,100
7206,заключительная четверть,準々決勝,64
3894,отелло,オセロ,84
5754,паралич,麻痺,73
11957,бронза,ブロンズ,29
11633,энтук,ec,32
