ID,RUSSIAN,SPAIN,INTERVAL
3597,примата,primate,76
1201,лита,litas,96
9276,всплеск,chapoteo,49
14024,четверть,cuarto,9
5145,доминика,dominica,77
2544,неровный,desigual,90
12699,акротерион,acroterio,22
13744,депрессия,depresión,12
5774,придуманный,acuñado,15
7051,склонный,propenso,64
5800,развитие,de desarrollo,72
14259,администрация,administración,6
13000,кернс,mojador,19
11024,прибрежный,costero,37
7992,потребление,consumo,59
11199,уклоняться,esquivar,34
6587,тихо,en silencio,68
3593,самаритан,samaritano,84
5085,бренди,brandy,77
12349,исторический,histórico,13
10004,культ,culto,42
5036,вирджин,virginiano,70
12438,барри,barry,24
11102,вчера,ayer,36
13380,четко,claramente,15
11453,вайоминг,wyoming,33
8517,радужная оболочка,iris,55
6242,ведро,balde,66
13121,ветер,viento,12
9180,гарриет,harriet,50
11528,фиг,fi,32
3457,скопа,águila pescadora,78
2688,пекарня,panadería,83
11560,носить,tener puesto,22
7257,хадж,hajj,63
6639,стратегии,estrategias,31
8408,винчестер,winchester,56
6256,йин,yin,70
2468,отдаленный,predestinado,38
9919,барт,barcoso,45
11938,сыр,queso,29
3899,жадность,codicia,84
4848,бордо,burdeos,78
356,амиралтейство,almirantazgo,99
11231,патруль,patrulla,26
6732,двоеточие,colon,42
1414,обслуживать,abastecer,69
2194,кодекс,códice,91
8106,премьера,estreno,18
4054,растрачивать,rampa,74
2394,фильмография,filmografía,88
11726,сирия,siria,31
12057,содержащийся,contenido,7
14416,получающий,conseguir,7
12624,торнадо,tornado,20
4720,амтрак,amtrak,79
13173,вторичный,secundario,17
1538,орфей,orfeo,95
9843,суверенитет,soberanía,45
7899,облегчить,aliviar,27
4997,экстрасолар,extrasolar,78
11836,пепел,ceniza,24
10364,оскорблять,insulto,22
11791,чехословакия,checoslovaquia,30
6627,кавказ,cáucaso,67
5567,хрупкий,frágil,72
10569,мюнхен,munich,40
5943,пенджаби,punjabi,72
4538,базилика,basílica,79
7771,маяк,faro,59
11650,ношение,que lleva,11
11990,напрасно тратить,desperdicio,22
9265,судебный,judicial,48
14234,частный,privado,10
9235,аврора,aurora,50
4333,развязанный,desatado,81
3656,тукан,tucán,85
6152,заморозка,asar,70
1681,педиатрия,pediatría,92
11605,жанр,género,27
30,наши,rodilleras,100
392,штраф,shriver,100
13617,стол,mesa,12
10078,реджина,regina,43
13846,но,pero,5
1320,легис,legis,96
6364,распустить,disolver,39
9959,гарфилд,guirfield,44
2877,остроумный,ingenioso,88
4743,перефразировать,expresar de otro modo,60
3818,этоон,eton,84
1827,пуленепробиваемый,a prueba de balas,93
3621,подземные воды,aguas subterráneas,85
13292,иордания,jordán,16
11272,герберт,herbot,35
14163,исследовать,investigación,10
3841,бумеранг,bumerang,84
3898,ассам,asno,84
12483,милость,gracia,23
12311,шотландский,escocés,26
7615,улыбается,sonrisas,29
10443,обесценение,deterioro,38
6695,преамбулы,preámbulo,67
7409,богемный,bohemio,59
5063,даритель,dotante,76
1842,ночной,nocturno,93
12765,португалия,portugal,21
13452,верил,creído,5
2214,бритт,britt,91
6836,банкноты,billetes,36
14244,означает,medio,9
3067,неявно,implícitamente,88
4963,аннексия,anexión,53
2153,неконтролируемый,sin control,81
13002,франшиза,franquicia,18
1512,пенанг,penang,95
4927,миллибары,milibares,74
6336,семинария,seminario,67
2253,чехословак,checoslovaco,87
5945,модена,modena,72
12671,парень,compañero,22
9307,дебютированный,debutado,19
12268,мусульманин,musulmán,21
5554,ротари,giratorio,73
3825,флотилия,flotilla,83
14064,фунтов стерлингов,libras,32
2111,лимфома,linfoma,91
7967,сознание,conciencia,56
3277,эл,hed,87
14042,объявлено,anunciado,12
10814,проклятие,maldita sea,35
3987,гуоголь,googol,83
13287,империя,imperio,15
322,вышивка,bravucón,97
7418,близнецы,geminis,62
1728,ретроспект,retrospección,64
3948,саркастический,sarcástico,79
3846,лицензиум,licenciantil,84
2413,сухожилие,tendón,88
14119,взял,tomó,8
4304,луг,prado,57
6900,составлял,contabilizado,6
12193,несмотря ни на что,independientemente,27
542,тройник,tees,67
9210,наследие,legado,50
13387,кавалерия,caballería,15
2007,фосфорический,fosfórico,87
5566,кой,tímido,74
11544,сиденье,asiento,20
12969,задерживать,demora,7
10776,представлять себе,imagina,31
286,джиллис,gillies,88
6025,односторонний,unilateral,54
7799,эльф,duende,60
2081,горько,amargamente,92
1942,лазарь,lázaro,93
471,привесок,enganche,96
10386,фриман,hombre libre,41
7464,ленинград,leningrado,62
5962,восстанавливать,reintegrar,42
9051,эвтаназия,eutanasia,52
9081,танзания,tanzania,51
7064,плавление,derritiendo,51
2758,гигиена,higiene,88
4577,напал,napa,80
7459,ахоа,ahoy,62
6210,ехидна,ecidna,70
5528,бобы,frijoles,34
8482,зерно,grano,50
6560,оторвать,rasgarse,68
14085,директор,director,18
6250,утопление,ahogo,49
9557,повесили,colgado,48
7185,лава,lava,63
7454,и.,io,61
12078,любитель,aficionado,26
1355,куксы,kooks,89
12756,мобильный,móvil,15
898,нечувствителен,insensible,90
5323,рифма,rima,61
13420,морской,marina,12
949,геологи,geólogos,76
5030,трасса,tra,77
2755,жажда,lujuria,85
2763,устав,estatutos,62
371,трапециеобразный,trapezoide,97
12996,бесполезный,inútil,19
7035,ат,abt,64
6204,ян,yan,70
5345,снежный,nevado,75
13014,фактический,factual,17
6153,реквизиты для входа,cartas credenciales,68
5542,биохимия,bioquímica,74
4456,декартовать,cartesiano,81
2101,лагранжиана,lagrangiano,92
9430,захватывающе,excitante,34
11002,дуть,soplar,30
10784,отчетливо,según se informa,38
2024,злоба,malicia,89
5873,умеренно,moderadamente,26
9426,экспертиза,pericia,49
712,неписано,no escrito,98
1526,фекал,fecal,95
6104,несанкционированный,no autorizado,71
7708,дикобраз,puerco espín,61
10464,aggies.,afección,37
11127,сомерсет,voltereta,36
8180,неожиданно,indebido,58
3184,понятия,nociones,46
7229,кинетика,cinético,59
2077,роговой,córneo,92
194,автомобилисты,automovilistas,97
11057,борода,barba,34
11226,закрепление,fijación,9
8758,магнит,imán,36
11418,зеркало,espejo,31
6626,суши,sushi,67
14009,производительность,actuación,10
14131,раз,veces,5
1005,синоптик,sinóptico,97
3756,ос,buey,84
11420,пирог,tarta,32
11986,дэнни,danny,28
7020,амман,amman,65
11311,отменить,deshacer,22
5834,горан,gorman,72
10559,избиратели,votantes,34
12271,расформирован,disuelto,25
12456,энциклопедия,enciclopedia,24
1954,неисправность,funcionamiento defectuoso,74
2206,замысловаться,intrincado,87
7267,лимерик,quintilla cómica,63
4372,катушка,bobina,78
5169,узнаваемый,reconocible,75
11736,перри,sidra de pera,31
10618,тибетский,tibetano,36
8401,курдский,kurdo,56
3324,больчик,boller,87
13753,огайо,ohio,12
7969,страшный,aterrador,59
7687,макао,macao,61
750,дисфункция,disfunción,88
6042,мотокросс,motocross,71
10767,без ума,enojado,32
7924,дробовик,escopeta,57
1900,горб,joroba,87
4767,канд,kang,79
6247,ном,nome,69
1921,слизь,moco,93
14004,идущий,yendo,7
5571,стадиа,estadios,74
10281,шестерня,condado,42
11818,помимо,además,27
1147,живучи,intransigente,96
8708,альпинизм,escalada,28
14475,вылета,degradación,9
3859,выживает,sobrevive,23
4163,логарифм,logaritmo,75
265,здравомыслие,cordura,100
4129,донни,donny,82
20,плита,losa,88
7938,включать в себя,incorporación,22
9932,веревич,brezo,45
13058,поставляется,llega,7
5669,лепроси,lepra,73
13759,знакомый,familiar,11
4771,мангуста,mangosta,79
8968,спать,dormido,16
3700,кровопролитие,matanza,85
5215,открытка,tarjeta postal,71
2496,катана,katana,90
12612,стерена,steven,23
8481,завещание,testamento,54
3558,опосредованный,mediado,26
9751,обвинительное заключение,acusación,40
8012,автор песен,compositor de canciones,48
3387,надписи,inscripciones,67
14237,известен,conocido,9
12376,рыцарь,caballero,20
5043,мальтий,maltés,77
11217,основной поток,convencional,35
4181,ионическое,iónico,82
9208,центы,centavos,26
4711,бессонница,insomnio,79
14329,заряжать,cargar,15
13341,поэт,poeta,15
12817,берлин,berlina,21
103,коронарный,coronario,100
8074,абботт,abbott,58
3173,невежественный,sin gusto,87
2358,опреснение,desalinización,90
4854,галилеи,galilea,78
2792,турбокомпрессор,turbocompresor,88
9767,растения,plantas,15
9874,понимать,darse cuenta de,36
6167,бриг,bergantín,70
11426,троян,troyano,22
13622,курс,curso,12
3438,орхидея,orquídea,86
13028,схема,circuito,18
3615,тарантула,tarántula,85
4730,умолять,suplicado,57
2940,отложить,aplazar,61
3393,словенский,esloveno,86
3444,надувательство,nuque,79
9603,питание,nutrición,45
2367,процветать,prosperar,54
10472,иудаизм,judaísmo,40
6410,дискурс,discurso,68
9492,двусмысленный,ambiguo,40
9664,мальтузианский,maltuoso,47
11947,опера,ópera,23
8639,жало,picadura,53
6986,заключенный в тюрьму,encarcelado,46
13336,оклахома,oklahoma,15
2435,кислотность,aciduria,91
11492,типичный,típico,24
10036,бесполезно,sin etiqueta,44
9091,радоваться,reincorporado,41
3552,просторный,espacioso,86
14014,наименее,el menos,5
11793,уведомлять,notificar,26
12608,пустыня,desierto,21
5649,соус,bocinazo,72
5235,шиик,shih,76
3102,сокращать,encogerse,71
6845,одеяло,manta,58
13289,инцидент,incidente,14
4839,хе,jii,78
11787,очистка,limpiar,30
3460,тупица,tonel,86
2950,пирролин,pirrolina,88
7182,вдова,vdo,59
3062,трицератопс,triceratops,88
3428,spsicle,paleta de hielo,86
10260,весли,wesley,42
5183,хруст,crujido,76
3194,ткани,tejidos,49
10590,антиллы,antillas,40
1820,шерпа,sherpa,88
7542,жгут,lbw,62
1329,горгулья,gárgola,92
10273,преемник,sucesor,40
10916,медь,cobre,38
12959,стоимость,valor,16
3398,задний двор,patio interior,86
3845,пресс-комната,sala de prensa,84
10360,вагон,vampiro,38
24,репетиция,ensayo,74
3635,расписано,desclasificado,85
5076,кусок,pedazo,53
9174,поздравляю,felicidades,43
1945,ферми,fermi,93
8466,избирательное право,sufragio,56
13177,опрос,encuesta,14
6255,потрясать,estremecerse,70
8329,обиженный,ofendido,25
11109,плавать,natación,32
5167,осевать,sant,76
9960,получать,obtener,20
143,свирепый,feroz,99
748,апноэ,apnea,98
4017,солнцестояние,solsticio,80
6818,телепередача,teledifusión,58
7866,супернова,supernova,60
10268,тамил,tamil,42
312,гимпи,gympie,100
14456,икс,x,8
3984,акрополь,acrópolis,83
12327,оружие,arma,14
13195,масса,masa,16
2591,документальные фильмы,documentales,33
9810,океания,oceanía,46
12542,рыба,pez,20
14145,вызов,llamar,8
14066,добавлен,agregado,5
11572,ландшафт,lanza,31
11584,черчилль,churchill,32
9347,изгнание,exilio,42
5344,дикая кошка,gato montés,33
13188,дети,niños,17
2018,пакет,paquete o empaquetar,85
9409,деррик,derrick,49
85,время мечтать,hora de soñar,100
9936,шире,más amplio,45
8108,контекстуальный,contextual,56
12801,глубокий,profundo,21
8524,хронология,cronología,39
8962,трейлер,remolque,47
11982,шарить,buscar a tientas,22
6520,да,sí,68
9414,домогательство,acoso,26
2936,товарищ,camarada,63
12739,слышать,escuchar,18
4224,эллинистический,helenístico,81
7102,вокалист,vocalista,60
9254,скорая помощь,ambulancia,46
4629,эстрада,estrada,80
861,отредактировал,redactado,93
12029,запретить,prohibir,16
2287,соу,sembrar,84
13840,я,i,5
12903,окленд,oakland,20
8819,копать,cavar,44
446,нехарактерно,poco característico,88
6304,преподаватель,bec,70
13859,время,tiempo,5
499,катакана,katakana,99
2389,некролог,obituario,83
13736,республика,república,12
2056,пруденциальный,prudencial,92
12965,комета,cometa,19
5956,квартет,cuarteto,70
4008,люять,lulu,83
14339,обдуманный,consideró,5
7683,патель,patel,61
13530,куст,arbusto,13
1162,батаментировать,batemental,96
4610,научился,aprendió,80
8431,сокрушитель,scuder,56
2450,утомительно,retraído,65
10214,финский,finlandés,42
1094,бутанол,butanol,96
4885,дистилляция,destilación,67
14377,улица,calle,10
10937,сэнди,arenoso,38
8311,аппарат,aparato,57
6112,чемодан,cl,71
9678,устойчивость,estabilidad,33
13133,дебаты,debate,15
7867,заработная плата,salarios,30
11133,шестнадцать,dieciséis,36
227,косметология,cosmetología,100
10616,сильва,silva,39
4742,стыдящийся,avergonzado,78
11656,успешно,exitosamente,11
12430,место действия,escena,22
14062,пример,ejemplo,10
11846,фактор,factor,23
12168,гнаться,perseguir,23
9645,мешок,saco,24
276,евангельский,evangélico,73
5520,триша,trisha,74
4594,плодовитый,prolífico,79
4320,пильмонт,piamonte,81
3129,кафка,kafka,88
1941,шекспировский,shakesperiano,93
2927,пиренеи,pirineos,88
14076,дизайн,diseño,10
7949,ранд,rand,59
8644,географический,geográfico,34
4408,вершина,vértice,81
6895,перчатки,guantes,44
7380,кв,sq,62
8712,хомяка,hámster,53
12792,вспомогательный,lp,21
6633,перестройка,reordenación,55
2607,рэндл,randle,89
7834,сильвия,sylvia,60
10497,исход,salir,38
12604,неразборчивый,nordeste,23
13499,младший,jun,14
3350,тощий,muy delgado,87
4394,монгольс,mongoles,54
5108,решительно,decididamente,77
8740,трио,trío,52
13242,са,sa,16
7559,чертеж,wormer,62
8387,фландрии,flandes,56
2107,crossfire.,fuego cruzado,92
4421,сноги,sn,81
10261,партизан,partidista,37
1631,вульва,vulva,94
4098,обрабатывать,reversión,79
617,застыл,congelarse,99
12464,плакат,póster,22
572,рептилия,reptil,99
4088,акадея,acadia,83
3224,демилитаризован,desmilitarizado,84
7274,малярия,malaria,63
979,экскалибур,excalibur,97
7736,резонанс,resonancia,56
5509,эксцентричный,excéntrico,50
14213,союз,unión,10
813,табби,atigrado,98
4664,мило,milo,73
75,кам.,kam,100
9008,продление,extensión,18
10547,казармы,cuartel,39
273,rem.,movimiento rápido del ojo,99
348,деваль,deval,96
689,предписанный,prescrito,89
12588,альберт,albert,23
11422,шахматы,ajedrez,34
1145,микробиология,microbiología,93
11612,блеск,blair,32
8577,невидимый,invisible,52
7593,подвал,sótano,61
11356,настоящий мужчина,hombre de verdad,34
4160,диета,dietético,82
5391,камея,camafeo,74
10062,дисквалифицирован,descalificado,42
7831,утконос,ornitorrinco,60
9407,сплетен,esplino,49
2414,зубная щетка,cepillo de dientes,91
7576,кафе,cafetería,60
9553,брюссель,bruselas,47
600,ночная рубашка,camisa de dormir,99
7390,хороший человек,buen hombre,62
5830,казенная часть,recámara,57
10059,пень,tocones,37
7978,магний,magnesio,59
7990,шампанское,champán,59
5454,подросток,adolescente,33
5016,антихрист,antecristo,76
9521,подчиненный,subordinar,40
13013,мода,moda,17
11287,лента,cinta,27
7531,баллистический,balístico,52
1629,дуплекс,dúplex,92
14328,вел,condujo,10
2955,карат,quilate,87
3956,uptown.,zona residencial,83
5317,матра,matra,76
8349,лэнгли.,langley,57
9250,череп,cráneo,48
14027,планы,planes,11
11348,полоска,banda,27
11596,рекс,rex,32
4173,федералист,federalista,81
7247,рев,rugido,50
11384,лаура,laura,34
7606,москит,mosquito,58
13619,доступный,disponible,12
6621,кустарник,fogata,55
10156,минь,ming,41
539,антиполо,antipolo,99
10391,прыгать,saltando,8
9556,нурай,nú,43
5859,аллегей,alleghenía,72
14379,сторона,lado,10
7339,компас,brújula,57
5875,вероятность,probabilidad,72
9310,счетчик,con sede,17
5271,недомогание,perdedores,56
9965,к счастью,afortunadamente,30
1063,ультима,última,96
1118,океанография,oceanografía,96
7484,эрис,eris,35
620,военные самолеты,avelandas,99
41,изготавливание,verbosidad,100
8803,понг,apestar,53
5607,реквид,réquiem,74
3760,экзамены,exámenes,64
13596,тенденция,tendencia,12
11218,наряду,junto a,35
11432,элиты,élite,32
10309,в сопровождении,acompañado,19
2872,эластичность,elasticidad,74
1044,нездоровый,insalubre,96
10889,подсчет,recuento,11
13842,год,año,6
12444,робинсон,robinson,24
1726,мгновенный,instantáneo,80
5062,везувиус,vesubio,77
3726,шампанс,champaign,85
8254,скрипка,violín,56
8539,петиция,petición,40
2643,вязкость,viscosidad,88
6382,проф,profe,68
13294,устанавливать,montar,14
1856,пистолетное точка,punzón,93
10075,индонезийский,indonesio,42
2476,ландо,landó,90
4542,blitzkrieg,guerra relámpago,80
2280,выстрел,cañonazo,86
3276,обнял,abrazado,62
10765,нео,neo,38
14242,маки,mac,30
8790,сезам,sésamo,53
5498,ддт,ddt,75
5087,жаклин,jacqueline,77
7685,виконт,vizconde,61
6838,бонг,bong,66
5245,музена,ratonera,76
13929,способ,forma,7
10226,эксклюзивный,exclusivo,23
3369,рифф,rife,81
6486,аддисон,addision,68
10549,принимать пищу,comiendo,15
5942,тирон,tyrone,72
12731,идеально,perfecto,21
4065,пероксид,peróxido,81
8442,незрелый,inmaduro,53
9483,волки,lobos,48
9842,окрестности,vecindad,45
1206,чесотка,sarna,96
1168,подвигание,acaricia,96
9683,муссолини,mussolini,47
8972,ловушка,trampa,34
10048,хлеб,pan,43
2125,бенши,banshee,86
5707,псих,psicópata,73
14230,еще,todavía,8
5731,власть,zarigüeya,72
2118,отчаяние,desesperación,88
11371,зачислен,alistado,29
6978,дарси,durcy,65
10471,преследование,búsqueda,39
7746,произношение,pronunciación,58
6540,тайно,secretamente,68
14470,ниже,abajo,8
14421,вещь,cosa,8
12583,яма,fosa,17
2500,чапаргал,chaparral,88
6593,трущобы,barrio bajo,65
11305,вулкан,volcán,33
2305,карбоксилазу,carboxilasa,91
6943,синатра,sinatra,65
216,домодельный,hecho en casa,100
5488,пот,sudor,68
6678,известняк,caliza,67
5532,кипарис,ciprés,74
3113,пловец,nadador,74
5288,макароны,macarrones,76
2071,меланома,melanoma,92
6904,лиризм,aprendiz,65
14295,следующий,siguiente,5
2850,скопление,congestión,83
7657,монмут,monmouth,61
12611,токио,tokio,23
9034,мелон,mellon,52
1218,мако,mako,96
10538,сумерки,crepúsculo,40
7663,радиоактивность,radioactivo,60
13575,боб,beto,13
4283,скорпионы,escorpiones,46
2623,энтурирование,séquito,89
4861,суданцы,sudanés,78
12058,мероприятия,trivialidades,28
12615,порок,vicio,23
7187,по слухам,rumorado,32
8341,холст,lienzo,57
6994,шеви,caza,65
7926,сперма,esperma,59
7793,предсказание,proposición,56
7981,преуспеть,triunfar,33
2474,торы,tori,57
4654,персефона,perséfone,79
791,дерматология,dermatología,98
8582,гостиница,posada,46
14155,британский,británico,9
10204,умение обращаться,manejo,22
13006,дрю,dibujó,19
10911,собаки,perros,8
8571,югослав,yugoslavo,53
11899,метры,metros,25
13414,боевые действия,luchando,7
7550,приспособленный,evocador,62
10043,моника,monica,44
10072,легендарный,legendario,44
13334,добывать,ho,15
5548,лизергический,lisergico,74
8531,султан,sultán,52
6265,костюмы,trajes,40
12534,считается,considerado,6
13666,царство,reino,12
12226,эволюция,evolución,26
13645,конкуренция,competencia,11
4314,малаялам,malayalam,81
11134,катализировать,catalizes,35
4554,прометей,prometeo,80
9969,сдвинутый,desplazado,17
11175,моб,multitud,33
4198,фосфатаза,fosfatasa,82
4896,подрядчики,contratistas,62
13184,слегка,ligeramente,17
5695,цикламен,ciclamen,73
6505,циклический,cíclico,67
4722,архаичный,arcaico,78
5904,левитация,levitación,70
5322,блондинка,rubio,62
788,пего,pogo,98
13985,публичный,público,8
1996,баун,baun,93
902,bac,bacalazo,97
10653,ловца,receptor,36
9995,малиновый цвет,carmesí,44
11794,трэвис,travis,30
4174,шрапнель,metralla,82
7317,мадлен,madeleine,63
9379,неубедительный,poco concluyente,49
5107,внезапно,abruptamente,77
538,налогом,imponible,99
5201,уверенность,certeza,75
9911,неотъемлемое,inelegible,45
8322,чау,perro chino,56
5000,полигон,polígono,68
2972,артикул,aviador,88
13358,зима,invierno,15
10812,риф,arrecife,38
8761,силиконовый,silicio,51
3043,дальт,dalt,88
6155,серфер,tablista,61
13161,безусловно,ciertamente,17
5999,ворчание,gruñido,70
887,дефицит,déficit,32
9122,плющ,hiedra,50
11268,транзит,tránsito,22
1032,доблестно,valientemente,97
7332,вердикт,veredicto,61
1158,вибрация,vibración,66
1609,несоответствие,disparidad,28
9865,принципы,principios,27
11911,облако,nube,26
10507,паника,pánico,40
9854,каир,el cairo,45
5046,гипер,hiper,77
8619,кухня,cocina,41
6876,тундра,tundra,65
12208,кетгут,cuerda de tripa,27
14215,эффект,efecto,10
12013,кабин,walkie,28
10331,пантера,pantera,25
5314,дики,pechera,76
3176,эскалация,escalado,39
1845,засекание,batido,93
14336,стандарты,estándares,11
6425,нигерийский,nigeriano,67
6376,вечно,evert,69
6113,катастрофический,catastrófico,55
9940,жизненно важный,vital,44
10785,здравый смысл,sentido común,38
1909,с нетерпением,con entusiasmo,93
4360,присматривающий,enchufe,34
11025,хвостик,cola,29
12878,типы,tipos,7
12647,угроза,amenazas,13
1682,интервьюирование,entrevistados,86
12153,удовлетворять,satisfacer,15
6586,рабочая сила,mano de obra,68
4504,ножи,cuchillas,80
13860,говорит,dice,8
7737,ирэн,irene,61
10334,титаник,titánico,24
11785,спартан,espartano,24
2677,аграрный,agrario,87
2426,низкий человек,hombre bajo,91
686,подписи,signatarios,88
5100,сочлененный,articulado,64
4632,блин,tortita,73
9626,проституция,prostitución,43
1406,запоздание,tardío,95
11611,наоборот,contrario,32
8626,принцип,nótese bien,54
7198,отдача,retroceso,62
12440,брюс,bruce,24
9356,миф,mito,43
5716,внук,nieto,71
9931,пытка,tortura,39
6278,горрина,horry,70
6561,найроби,nairobi,68
593,хроматин,cromatina,99
10243,белфаст,belfast,42
12982,изначально,inicialmente,12
9917,алеф,aleph,45
7792,противодействовать,acatar,31
13466,в общем и целом,en general,14
7286,убеждение,convicción,32
3816,домашняя птица,aves de corral,84
3932,произносить,pronunciar,39
7827,диснейленд,disneyland,60
7824,утопия,utopía,60
3149,sexton,sacristán,88
10134,папуа,papuasia,43
2221,смегма,smegma,91
7101,передатчик,transmisor,59
10068,емкость,catherine,44
13378,давать,donación,8
10514,купленный,comprado,26
6262,локи,loki,70
5966,перкуссия,percusión,69
5461,пробитый,perforado,38
14110,пришел,vino,10
10631,спуск,cuesta abajo,38
8523,бон,breta,55
10491,подиум,podio,39
7690,проливка,torrencial,61
9697,нло,ovni,45
7929,инказ,incas,40
4625,спорный,espora,70
10768,семена,semillas,13
6518,пуритан,puritano,62
14161,изучать,estudiar,17
8098,подбирать,recoger,57
7634,тромбон,trombón,60
4469,ювелирные изделия,joyas,81
4274,оксидаза,oxidasa,81
13971,ставка,tasa,7
7011,порог,límite,64
9238,леул,lionel,50
13178,длина,longitud,16
14292,случаи,casos,6
11033,гарнизон,guarnición,33
13151,продвигать,avance,12
1611,многословный,plétora,94
5745,возобновить,reabrido,62
1068,опьянение,embriagado,75
9217,доисторический,prehistórico,50
4932,дк.,dk,78
7038,небесный,cielo,27
10829,гуманитарный,humanitario,38
9350,сахара,sáhara,49
2674,щитовидная железа,tiroides,88
1314,недоедание,desnutrición,96
6841,фишка,fisco,66
3026,лечебники,graderío,85
1585,буги,mover el esqueleto,94
13975,второй,segundo,7
1657,гала,gala,93
13268,7-й,7,16
14499,дэйвид,david,9
7703,утилизация отходов,reciclaje,53
12434,воздушный поток,puente aéreo,24
425,супермарин,supermarina,100
5457,верьсь,cree,75
792,электролит,electrólito,95
9299,абд,abd,50
5083,чизкейк,tarta de queso,76
3208,энергичный,enérgico,83
9033,леетие,liebre,52
6433,очиститель,limpiador,65
7262,стелла,stella,63
1041,поклятый,juré,97
2420,планировать,planificadores,82
2909,буфет,alacena,88
5977,ничт,nicho,69
6875,паровой котел,caldera,62
6768,криптон,criptón,66
3959,каштан,castaña,81
11813,мини,mini,30
11186,швейцарский,suizo,36
4570,нежно,suavemente,80
275,иберий,ibérico,99
9364,с ночевкой,durante la noche,49
1558,сентиментальный,septical,95
8447,бульвар,bulevar,55
7357,тормоза,frenos,38
5746,лома,loa,73
13528,адам,adán,12
954,антей,antaeus,97
5572,увольнение,homenaje,73
13756,рок,rock,11
11876,вспоминать,reinsertar,8
5178,без остановки,sin escalas,76
9859,забытый,olvidado,45
2053,чихать,estornudar,85
12682,продано,vendido,22
12780,куба,cuba,21
14063,отделение,departamento,9
9850,геркулес,hércules,45
4406,маргиная,nota marginal,81
14241,список,lista,6
245,администрирование,administrar,50
13229,сын,hijo,15
4447,слизняк,arrastrarse,67
7086,привидеть,hola,63
1501,актуальный,actuario,88
11278,овладение,relaciones públicas,35
2315,балкон,balcón,83
11680,салем,salem,31
882,тера,tera,96
7810,рубикон,rubicón,60
3519,клавдий,claudio,86
8146,протягиваний,en marcha,58
9507,сомнительный,dudoso,48
8565,имбирь,jengibre,55
12496,хн,xd,24
1495,антидизестабизм,antidiscapanismo,95
13541,советский,soviético,13
13501,стандартный,estándar,11
11624,мф,mf,32
11285,режим,régimen,33
13099,крупнейший,más grande,18
3278,куань,kuan,87
5424,emory.,emorio,75
12810,швейцария,suiza,21
11077,проводник,explorador,23
7518,кроссовер,transversal,59
13106,калитки,wills,14
9899,ровер,vagabundo,33
1034,ронин,ronin,97
14369,конференция,conferencia,11
4257,дилемма,dilema,80
9885,вокал,voz,35
9460,филе,fidel,43
6243,номенклатура,nomenclatura,70
3107,кварц,cuarzo,88
3589,мотоциклы,motocicletas,26
13154,студенты,estudiantes,13
4196,нейрон,neurona,70
9090,потрясенный,conmocionado,24
7973,суффолк,suffolk,59
7062,оправдатель,hazed,64
11405,ромео,romeo,34
11616,расизм,racismo,32
851,виккетщик,wicketkeero,98
10426,ягода,baya,40
10857,рухнул,colapsado,24
6761,промо,promoción,66
3222,сицилийский,siciliano,84
2652,скворец,estornino,89
7374,рожь,centeno,62
5965,трэш,movimiento de piernas,58
6675,босч,bosch,67
5420,сонет,soneto,67
13356,независимый,independiente,12
12986,альтернатива,alternativa,8
3837,канг,cag,84
2889,мора,mora,88
2369,полиэтилен,polietileno,91
3346,палочки для еды,palillos,87
6515,фаллоимитатор,consolador,66
9700,пародия,parodia,39
8884,эффективность,eficiencia,34
6318,ягодицы,nalgas,67
14378,единицы,unidades,7
7341,преподобный,reverendo,62
14508,документы,documentos,12
1205,каникула,quan,96
13594,настоящее время,regalo,10
14464,подано,archivado,6
1956,торговаться,negociar,58
5675,обязанность,responsabilidad,71
1349,рабочая станция,puesto de trabajo,87
8186,изумруд,esmeralda,56
3349,аболиционизм,abolicionismo,86
8124,марихуана,marijuana,58
7299,монтевидео,montevideo,63
11392,профессор,profesor,32
1556,французы,franceses,95
6285,ингибитор,inhibidor,63
9670,синтез,síntesis,47
4523,маратхи,marathi,80
4670,участники,asistentes,78
11190,пиратство,piratería,36
10811,леонард,leonard,38
1849,президиум,presidio,93
10298,ученые,científicos,32
13199,неудобство,inconveniencia,16
14162,другие,otros,5
1271,жадный,avaro,95
3318,удержанный,retenido,87
6349,такома,tacoma,69
10988,фрукты,fruta,33
4827,листерес,lister,78
3894,отелло,othello,84
951,туарег,tuareg,97
9868,царствовать,reinado,35
1933,мародер,merodeador,81
3060,угловой,angular,88
8450,автобиография,autobiografía,54
2892,взбиты,azotado,55
11904,двенадцатый,duodécimo,29
5993,оптимизация,mejoramiento,52
10458,возражение,objeción,12
2284,баллиста,balista,91
13088,стена,muro,16
4683,бонусы,bonificaciones,79
14158,компьютеры,ordenadores,7
1883,аланин,alanina,93
13360,тигры,tigres,12
12582,дурак,du,23
8852,обезьян,monos,23
1931,хейлсторм,granizada,88
13886,внедорожник,cª,18
10544,петля,lazo,34
14070,мир,mundo,7
291,эллипсис,elipsis,100
11215,позывный человек,basazador,35
10831,жалобы,quejas,26
3436,скандинавия,escandinavia,86
10607,рейн,rin,39
7944,пыльный,polvoriento,59
11629,саскачеван,saskatchewan,32
2343,двусторонний,bilateral,89
4305,лишнее,superfluo,80
13583,италия,italia,13
8247,орех,tuerca,44
7970,радж,raj,59
13396,тело,cuerpo,13
6801,жевать,masticación,39
13257,осторожно,con cuidado,7
4900,пенициллин,penicilina,78
