ID,CHINESE,DANOIS,INTERVAL
613,仔细审查,undersøgt,95
2208,滴定,titrering.,90
1549,穆德,mulder.,95
3244,纳巴,nab.,85
12669,活动,aktivitet,10
4149,背包,rygsæk,68
10410,克,crea.,40
13787,死亡,død,9
8306,配对,parret,20
11982,摸索,fumle,21
7149,传教士,missionær,56
163,弗里克,freq.,100
7300,论文,afhandling,63
8413,随意的,casual.,52
11530,检索到,hentes,27
7382,沮丧,frustrerende,6
4838,瓦拉,walla.,78
5029,sp,spur.,33
12812,触碰,røre ved,17
5882,压缩,komprimeret,44
4826,wild,vildt,78
9522,达尔,dal.,48
78,乞丐,tiggere,87
278,展览会,fairgrounds.,98
10243,贝尔法斯特,belfast.,42
4363,荣幸,æret,14
2310,不尊重,respektløse,73
8902,自主性,autonom,51
5088,run,runer.,39
12529,夏威夷,hawaii.,23
14138,顶部,top,7
4174,弹片,shrapnel.,82
12710,唐纳德,donald.,21
2608,exceed,overstiger,90
10163,交流,kommunikere,8
13339,孔,kong.,15
14227,返回,vend tilbage,9
318,肠,nuanceret,85
12618,电缆,kabel,21
3546,布尔特,blatter.,86
3933,过早,for tidligt,51
8526,国外,i udlandet,55
13447,泵,pumpe,13
8450,自传,selvbiografi.,54
12328,欧元,euro.,24
9432,盖尔奇,gaelic.,48
11401,奥斯卡,oscar.,32
4523,马拉萨,marathi.,80
11523,突尼斯,tunesien.,32
990,伍尔夫,woolf.,97
14014,至少,mindst,5
13935,数字,nummer,7
6481,巴菲,buffy.,68
4451,红树,mangrove.,80
6309,阿基里米德,archimedean.,70
2414,牙刷,tandbørste,91
4942,乐意,glad.,78
2098,黑色的水,sort vand,92
506,新闻通用,newscast.,84
1638,舵,ror,92
4011,杰克逊人,jacksonian.,83
13644,大厅,hal,12
13322,嘿,hej,15
4843,怨恨,grusge.,74
4880,注定,dømt,43
1982,累积奖金,jackpot.,92
9043,海上,maritime.,49
1148,露天,nudibranch.,97
3088,搅拌机,blender.,88
3436,斯堪的纳维亚,scandinavia.,87
3567,披露,afsløring,84
1655,疙瘩,filipens,95
2031,拜火教,zoroastrianisme.,88
10008,子午线,meridian.,43
12469,麦迪逊,madison.,24
9086,防御员,forsvarsmænd,51
4355,逻辑上,logisk.,25
10182,导航,navigation,27
14384,带领,at føre,7
13462,林肯,lincoln.,14
12361,新,nyligt.,25
5595,庇护,asyl,72
4584,赫雷斯,jerez.,80
3186,口才,eloquence.,78
12018,半岛,halvø,28
6820,半月刊,semimonthly.,66
4987,箍,hoop.,67
9804,检查,inspektion,37
13365,橘子,orange,14
41,啰嗦,verbiage.,100
13544,李,lee.,13
6782,自治,autonomi,66
12086,萨里,surrey.,27
8815,正面,forcesse.,53
6468,险恶,sinister.,69
3434,感官,sensory.,86
11827,阿诺德,arnold.,30
12817,柏林,berlin.,20
9104,爆炸,blasts.,26
14315,权利,rettigheder,7
3577,猎物,bytte,83
5791,有线,wired.,31
1949,土匪,bandit,58
7113,欧几里德,euclid.,64
14137,更远,yderligere,6
4431,多拉多,dorado.,81
3036,比勒陀利亚,pretoria.,88
13647,居住,direkte,8
10852,基础设施,infrastruktur.,38
3131,打哈欠,gabe,84
4692,烤面包机,brødrister,77
7038,天空,skyer,27
362,歧视性的,diskriminerende,100
5740,兽医,veterinær.,73
9165,长钉,spike.,46
12534,被认为是,betragtes,5
12917,未被评罪,uberørte,19
8768,菜单,menu,52
7505,贝克特,beckett.,62
9039,重述,restatement.,48
8463,鸦片,opium,55
3974,fr,fregat,78
4179,卷轴,reels.,51
12686,整齐的,ryddelig,21
13479,转动,tur,9
2932,向外,udgående,84
12861,菲尔,phil.,20
4957,云杉,gran.,77
4897,孔子,confucius.,78
7419,成就,præstationer.,31
10608,甘地,gandhi.,39
8285,塞米索,seminoles.,47
248,气概,calvary.,100
10653,捕手,catcher.,35
9311,邦妮,bonnie.,46
12348,传单,flyers.,24
9691,赫尔曼,herman.,46
5565,序曲,overture.,70
495,痒痒,kildre,85
12073,间谍,spion,26
7114,两栖动物,amphibian.,63
6226,博卡,boca.,70
11826,再见,farvel,28
11215,垒手,baseman.,35
11993,无效的,invalid.,27
10589,霜,frost,38
12585,抢,røve,22
11651,益处,fordel,7
12171,网格,grid.,26
9077,黑人,negre.,46
5824,林登,linden.,73
13503,向,hen imod,12
2529,比赛,budge.,89
11896,资源,ressource.,18
7693,池塘,dam,59
3766,荒,ludicrous.,83
2664,莱斯斯斯,laissez.,90
11330,中央情报局,cia.,34
2819,不法行为,forwuringdoing.,88
5903,禽,fugle,72
8517,鸢尾花,iris.,55
3769,棱,arris.,82
12850,艾伦,allen,20
11551,开球,kickoff.,31
1739,星光,starlight.,92
5319,蜜蜂,bier,34
1590,凝结,kondensere,50
8176,逗号,komma,49
5010,春,chun.,77
9069,博格,borg.,51
5148,硬顶,hardtop,77
4582,乐透乐园,lotto.,80
6413,懒人,lopes.,64
6021,不愿意,uvillige,71
9070,猩猩,orangutan.,51
13154,学生,studerende,12
5100,铰接式,artikuleret,64
13146,威斯康星州,wisconsin.,17
125,卡利,kali.,99
4706,徒手,ubevæbnet,79
37,强奸,rapy.,33
11147,罗莎,rosa.,36
9394,东帝汶,timor.,49
5358,追踪者,forfølger,71
611,司,prowess.,99
2460,窝棚,shack.,88
6920,农庄,grange.,65
736,睡衣,pyjamas,95
14476,驱动器,drev,10
10903,扑克,poker.,38
8860,修道院,abbey.,53
12524,朱利安,julian.,23
9795,军士,sergent,44
8038,磷,fosfor.,58
6499,阿提拉,attila.,68
10644,樱桃,kirsebær,39
144,艾克,aik.,100
7832,狄更斯,dickens.,60
402,法术院,mana.,97
268,那奥阿伊兰人,napolitan.,99
8170,注射,indsprøjtning,28
5926,自愿,frivilligt.,72
7972,波尔克,polk.,59
8775,阴道,vagina,53
13399,热的,hed,14
2864,雌激素,østrogen,87
6533,倡导,advocacy.,68
575,海滨,seaside.,99
13394,革命,revolution,14
13791,这,det,5
8810,波尔,pol.,53
6646,可行的,levedygtig,67
2161,涂料,dope.,54
5919,神,guddom,62
13969,控制,styring,11
12617,援助,hjælpe,16
2043,威尔,wird.,92
792,电解质,elektrolyt,95
7804,哺乳动物,pattedyr,52
13121,风,vind,12
11497,诺曼底,normandy.,32
8215,貘,tapir.,57
7973,萨福克,suffolk.,59
10952,公告,bekendtgørelse,12
9482,有影响,indflydelsesrig,48
8018,诺克斯维尔,knoxville.,59
11498,报纸,aviser,14
7769,誓言,ed,57
11563,大都会,metropolitan.,32
592,纸牌,solitaire.,99
13037,酸,syre,17
11907,夏洛特,charlotte.,29
13336,俄克拉荷马州,oklahoma.,15
13442,无限期,på ubestemt tid,13
2472,侧身,sidelæns,90
2359,最有趣的,sjoveste.,91
5032,单身,singleton.,76
7346,氦,helium.,62
871,芋头,taro.,97
11481,苏塞克斯,sussex.,33
390,脊椎动物,hvirveldyr,91
8525,柴郡,cheshire.,55
13196,克利夫兰,cleveland.,16
7301,闪亮,blitz.,58
13138,踢,sparke,12
6044,斯内普,snape.,71
6594,煤烟,sod,68
5606,塔拉哈西,tallahassee.,74
4848,波尔多,bordeaux.,78
416,噗噗,pugh.,100
3338,保皇党人,royalist.,80
13507,痕迹,trace.,12
7522,天狼星,sirius.,62
14017,操作,drift,6
3000,明显,markant.,88
4890,润滑油,lub.,78
11776,罗纳德,ronald.,30
9271,头盔,hjelm,43
11743,再生,renæssance.,30
10026,韦伯,weber.,44
5245,捕鼠器,mousetrap.,76
3171,瘫痪,crippled.,73
5877,诋毁,diskreditere,55
11416,游行,parade,31
5894,敖德萨,odessa.,72
2955,克拉,karat.,87
12785,出价,bud,18
1899,集中,centro.,93
4234,troed.,tweed.,82
4627,海绵状,spongiform.,80
9144,盘子,plader,20
7885,弯曲,buet,37
7017,诺尔斯,norse.,65
5939,七倍,sevenfolded.,72
12118,躲避者,dodgers.,24
12810,瑞士,schweiz,20
12867,火鸡,kalkun,20
850,喀里多尼亚人,caledonian.,98
11041,诺斯曼,norseman.,37
8954,隆德,ronde.,52
117,吸虫,fluke.,98
13205,田纳西州,tennessee.,16
1072,宝藏,treasures.,47
11298,惊人的,fantastiske,32
2227,解释器,parser.,90
11954,奴隶制,slaveri,28
9669,暗黑破坏子,diablo.,46
1676,姐妹情谊,sisterhood.,95
2324,施瓦茨,schwarz.,91
13833,比,end,6
13300,提高,hævet,13
12865,断言,hævde,15
11540,促进,foster.,31
10348,小气,petty.,41
1950,答对了,bingo.,93
4748,华丽的,gorgeous.,79
8453,中毒,forgiftning,36
14505,地址,adresse,5
9030,宝贵的,kostbar,52
12749,下午,om eftermiddagen,21
10140,二重奏,duo.,42
13376,迈阿密,miami.,15
4229,截距,intercept.,15
4568,莱昂尼德,leonid.,80
914,默顿,merton.,97
9166,歧视,forskelsbehandling,45
3963,小子,møgunge,79
14417,有限的,begrænset,8
1729,社会学,sociologisk.,42
14255,很重要,sity,100
8418,涂,skrible,52
6491,荚,pod.,63
1107,守护者,brugere.,42
5534,奥林巴斯,olympus.,74
5933,面部的,ansigtsbehandling,72
8286,闭锁,låst ude,57
4001,镀金,forgyldt,83
4041,高斯,gauss.,83
3607,胸罩,bra.,78
9435,牧场,ranch,47
11575,组织,organisation,20
6159,裂痕,rift.,69
11126,偷偷摸摸,sneaky.,36
7710,到期,udløb,61
799,狙击,snipes.,81
11544,座位,sæde,19
4280,花栗鼠,chipmunks.,61
236,倒霉,hapless,100
13873,任何,nogen,5
13768,本身,sig selv,11
8367,托比,toby.,56
8803,乒,pong.,53
10242,乡村的,landdistrikterne,42
9058,锌,zink,51
5434,堰,weir.,75
5382,表示,betegner,29
6837,龙舌兰酒,tequila.,66
13748,棒球,baseball.,11
4867,防守者,defensan.,78
11940,唱片,diskografi.,28
5821,准备,forbered,70
9456,乐器,medvirkende,26
7554,蔬菜,grøntsag,49
1330,德里斯特,frist.,96
970,卡路里,kalorie,88
9167,草原,prærie,48
8833,神经源,nervosa.,53
389,镓,gallium.,100
5897,否决,veto,62
9283,克服,overvinde,45
11750,埃及人,egyptisk.,28
12877,上,øverst,20
7163,炼金术师,alkymist.,63
13680,少量,bit.,12
10675,布伦特,brent.,38
8797,单纯乳头,simplex,53
2807,应用程序,app.,89
9118,欧米茄,omega.,51
3557,替补,lægge op,86
1435,安慰剂,placebo.,95
8740,三重奏,trio.,52
9240,纬度,breddegrad,47
267,切线,tangent.,97
7927,兰,lan.,59
5316,里奇,rickey.,76
977,淤泥,silt.,96
11920,曼哈顿,manhattan.,29
13895,向下,ned,9
6213,合金,legering,63
5019,卷曲,krøllet,77
11793,通知,underrette,26
6257,行李,bagage,70
7805,原始,primitiv,58
13869,这样的,sådan,5
9460,菲特,fidel,43
2034,阴极,cathode.,90
531,鹪,wren.,96
2157,流明,lumen.,90
12365,珍珠,perle,25
5676,热力学,termodynamik,69
10385,魔术师,tryllekunstner,40
608,修脚,pedicure.,99
3591,螳螂,mantis.,85
9105,泰迪熊,bamse,51
9319,挚,godkende,30
7703,回收,genbrug,53
8187,马拉维,malawi.,58
852,incl,dicking.,98
12296,沥青,tonehøjde,15
10039,氮,nitrogen,43
1481,防病毒,antivirus.,95
9599,繁荣,boom.,44
9297,慈善机构,velgørenhed,46
1079,吵架,skændes,88
2101,拉格朗日,lagrangian.,92
13439,士兵,soldater,12
1128,塔纳,tana.,97
4067,无绳,trådløs,83
12155,车工,turner.,27
8943,虽,omend.,52
7137,接管,overtage,63
6150,雪橇,slæde,69
6080,姨妈,tante,69
2651,血红蛋白,hæmoglobin,90
7867,工资,lønninger.,29
5912,陆上,overland.,70
10504,庆典,fest,19
11426,木马,trojan.,22
13666,王国,kongerige,12
4773,撒丁车,sardar.,78
633,亚莫,atocha.,99
13920,在哪里,hvor,7
2872,弹性,elasticitet,74
9745,袖子,ærme,36
10534,拘禁,usammenhængende,39
1217,沼气,biogas.,97
13118,联合国,fn.,17
2743,教条,dogme,88
7727,那不勒斯,naples.,61
8397,空洞的,hollow.,47
5121,二乙胺,diethylamid.,77
10099,彼得斯堡,petersburg.,43
12914,读者,læser,9
13953,后退,tilbage,7
12350,常设,stående,11
2039,银行家,bankmand,83
6903,较重,tyngre,65
9895,豪,howe.,45
13245,杰森,jason.,16
7138,声望,prestige,64
14338,看到,set,11
8843,镖,dart.,34
1857,服饰,beklædning,94
4734,子集,undergrupper.,59
9142,特此,hermed,50
3826,拉纳,rana.,84
8607,压碎,crush.,37
14403,很快,snart,9
14241,列表,liste,6
4557,帕里,parry.,77
13040,高级的,senior-,17
690,后古,eftersyn,98
12369,苹果,æble,24
10082,海豚,delfin,25
13217,两者都不,ingen af ​​dem,16
3211,雷尼尔,rainier.,88
255,钯,palladium.,100
8468,未解答,ubesvaret,55
12693,老鼠,mus,22
13954,好的,godt,6
11227,例如,for eksempel,35
9547,列支敦士登,liechtenstein.,48
1747,躯干,torso,92
3677,可笑的,latterlig,84
2159,hy,bindestreg,63
5129,傀儡,puppetry.,77
10837,光谱,spektrum.,38
12085,海啸,tsunami.,26
13325,保证,forsikre,13
5541,石板,skifer,55
2861,披肩,canes.,56
3249,挡板,flapper.,87
4159,鬣蜥,iguana,82
13659,解决,løsning,12
13626,人类,human,12
7154,迫在眉睫,forestående,62
9812,铃木,suzuki.,45
2778,羊驼,alpaca.,89
9849,香料,krydderi,44
2394,影片摄影,filmografi.,88
7817,抢劫,plyndring.,49
5988,烂,rådne,72
9217,史前,forhistorisk,50
13292,约旦,jordan.,15
10655,竞选活动,kampagner.,13
1903,博斯威尔,boswell.,93
238,小憩,lur,81
8528,卡迪拉克,cadillac.,54
3484,冰冷,isnende,86
4000,超级大国,superpower.,73
11690,哈佛,harvard.,31
4130,苠,multitude.,81
13490,主意,ide,12
9965,幸运的是,heldigvis,30
13618,聊天,snak,12
8253,基辅,kiev.,57
13202,越南,vietnam.,16
2728,莫雷罗,morello.,89
14393,脸,ansigt,12
2305,羧基化酶,carboxylase.,91
12921,破碎的,gået i stykker,19
4260,迷你鞋,minot.,82
1996,宝,baun.,93
1401,玛格丽塔,margarita.,95
10650,星空,asterion.,39
7132,卡萨布兰卡,casablanca.,64
3108,普利亚拉,impala.,88
13457,科技,tech.,14
11036,巴哈马,bahamas.,37
11164,种族灭绝,folkedrab,34
10760,果汁,juice,38
14444,继续,fortsatte,5
8891,拼写器,speller,52
8432,锂,lithium.,56
10535,便携的,transportabel,39
2795,黑莓,brombær,89
13605,水,vand,12
4476,拼音,pinyin.,81
7362,天花板,loft,61
5694,摆,svingende,74
10945,猿,abe,36
3394,首字母缩略词,akronymer.,60
3115,爱琴海,aegean.,88
11431,路易斯维尔,louisville.,33
8506,急性,spids,54
10663,复仇,hævn,38
12759,宗教,religion,20
4512,狂热,vanvid,77
2185,湮,nedsænket,88
1993,问候,ligsyn,91
10067,记者,journalister,28
3132,蒙塔格,montague.,88
12853,萨摩亚,samoa.,20
9227,台面,mesa.,50
11352,十进制,decimal,30
7467,透明度,gennemsigtighed.,45
10034,泪水,tears.,34
7751,胃,mave,59
14481,按,trykke,12
11820,技能,færdigheder,25
12194,品牌,branding.,17
6844,哈桑,hasan.,66
14155,英国人,britisk,9
5414,浮力,opdrift,75
10458,异议,indvending,12
7627,打印机,printer,55
9186,汤,suppe,50
13147,漂亮,smuk,17
4124,放纵,overbærenhed,67
5004,分裂,splits.,18
5834,戈尔曼,gorman.,73
7580,亚伯,abel.,62
11881,现金,kontanter,29
13752,收音机,radio,11
4490,镭,radium.,81
5349,喷出,squirt.,74
11059,每周,ugentlig,37
10346,温室,drivhus,41
8627,捻,vride,40
11432,精英,elite.,32
11625,阿波罗,apollo.,31
1817,桑潘,sandpit.,93
2927,比利牛斯,pyrenæerne,88
579,瓜凯,guanaco.,99
12440,布鲁斯,bruce.,24
4881,夜店,natklub,72
5060,伯尔尼,berne.,77
1669,撒丁岛,sardinien.,95
11733,哈姆,hasn.,30
3874,捷径,genvej,77
1870,暂时,øjeblikkeligt,93
5336,洛马,loma.,76
4284,静物,stiller.,82
853,基尔肯尼,kilkenny.,98
1887,停顿,standstill.,93
5253,赫拉,hera.,76
8228,真空,vakuum,57
2908,新生儿,neonatal.,88
145,抛物线,parabola.,100
1926,伯爵夫人,grevinde.,93
6129,吱,squeak.,68
5516,花生,jordnødder,40
12569,喷气机,jetfly,19
5857,钱包,pung,63
13086,市场,marked,12
5033,扫盲,lessacy.,77
7204,伊斯曼,eastman.,63
9370,生命值,hp.,49
9348,丹特,dante.,49
10759,大教堂,katedral,38
6737,莫德凯,mortecai.,67
4087,租户,tenanters,61
1358,忒,disseus,96
5280,上行,upside.,76
2004,字体,skrifttyper.,35
6475,企业家,iværksætter,62
3299,西里尔,cyrillic.,87
8691,白天,dagtid,54
9063,还原酶,reduktase.,51
11929,引号,citater,13
6754,最短,korst.,66
5953,雪貂,ferret.,71
8603,北欧的,nordic.,55
6440,潺潺,babble.,68
12458,佩德罗,pedro.,24
7692,杂草,ukrudtsplante,57
2066,鸡奸,sodomy.,92
3098,牛仔竞技,rodeo.,88
2109,扩大,udvide,60
13700,伦敦,london,12
13753,俄亥俄州,ohio.,11
4006,民粹主义者,populist.,74
258,公然的,åbenlyst,100
10510,线性,lineær,39
13136,性别,køn,17
9724,燧石,flint.,46
5859,阿勒格尼,allegheny.,73
9261,降解,nedbrydning,43
8589,加德,doser.,55
13577,年轻,ung,12
8146,进行,i gang,58
2418,下游,nedstrøms.,91
9893,雕塑,skulptur,43
11811,格林纳迪埃,grenadier.,28
12281,慢慢地,langsomt.,26
8123,斧头,økse,51
1741,惠顾,patronage.,94
4193,三振出局,strikeout.,39
936,巢穴,lair.,97
13144,亚历山大,alexander.,17
2332,兆,trillion,89
5412,安卡拉,ankara.,75
5840,胡言乱语,sludder,73
8750,涡轮,turbo.,52
4407,胚胎,embryonale,81
3157,满洲里,manchuria.,88
1407,修改,ændringende,18
6676,骡子,muldyr,60
454,丑角,harlequin.,90
13764,真实的,ægte,11
13864,超过,over,7
1613,锡兰,ceylon.,95
2838,绝望,håbløs,88
5369,反惯性,modoffensive.,66
12558,不必要,unødvendig,23
4801,潘多拉,pandora.,77
8081,半径,radius,58
3099,劫持,hijacked.,50
6520,是的,yea.,68
12728,卡特,carter.,21
4325,奥斯威戈,oswego.,82
8096,周长,omkreds,58
11591,退伍军人,veteraner.,23
1904,电影制作,filmskabelse.,73
10564,达夫,duff.,39
4788,哈拉斯,halas.,75
14251,一次,enkelt gang,9
3472,背菲尔德,backfield.,87
7915,mer,lystig,59
2451,笑了,latterligt,38
9817,巫师,guiden,31
11522,莱利,riley.,32
4353,明治,meiji.,81
10856,糖果,slik,38
1248,后台,backstage,96
8861,蒂芙尼,tiffany.,53
10332,佛罗伦萨,firenze.,41
612,孟德尔斯索伦,mendelsssohn.,99
14510,有效的,effektiv,10
9344,草地,plænen,48
8484,德克斯特,dexter.,54
708,逼债,dun.,80
7365,庞贝,pompeji.,62
8732,瑜伽,yoga.,54
1783,虱,lus,94
5886,辨别,skelner,27
1734,go,goof.,81
10436,替代,substitueret,21
10247,测量,målt.,18
10583,汉城,seoul.,39
5207,跟踪,stalking.,44
7181,硫酸盐,sulfat.,63
4480,均衡,udlignet,73
6290,邋..,sløset,69
11685,柯林斯,collins.,30
10228,自在,komfortabel,29
7469,博览会,expo.,42
10001,抽象的,abstrakt,41
967,西班牙人,hispanics.,58
1716,鲁杰,rougeau.,95
11736,佩里,perry.,30
5581,不正当,ukorrekt,74
12670,像素,pixels.,21
5359,牙膏,tandpasta,75
13183,部署,implementeret.,13
10824,剃刀,barbermaskine,38
8788,奥韦尔,orwell.,53
2781,掌声,bifald,89
6061,延长,forlænget,63
9580,上述,førnævnte,47
9822,天王星,uranus.,45
2485,湿,fugtig,69
10996,极性,polar.,33
10676,监护人,guardian.,38
8857,秃,skaldet,47
7842,柯达,kodak.,60
11411,慢点,langsommere,33
12000,粉色的,lyserød,28
10941,利马,lima.,37
11343,重新发布,repost.,34
6472,爱马仕,hermes.,65
10108,孤立,lone.,37
11197,策略,taktik,18
9644,图标,ikon.,36
4849,侨民,diaspora.,78
13109,自然,natur,12
14220,相似的,lignende,10
11176,作者,forfattere,9
10129,意识到,gik op for,23
5994,酒,spiritus,68
9787,cf.,jf,45
3367,噗,puff.,72
7502,索尔兹伯里,salisbury.,62
2643,粘度,viskositet,88
12565,证明,bevise,14
3272,强制性的,obligatorisk.,87
4177,卢利尔,lucille.,82
8611,钻头,bore,41
7491,防火墙,firewall.,62
386,三叠纪,triassic.,100
12080,伊朗人,iranian.,25
11342,无人物,uberettiget,34
4369,非礼,incivility.,66
8040,伊斯兰国,isis.,58
9636,惠特尼,whitney.,47
2142,灰色,vacuole.,92
4666,点燃,antændt,55
12982,原来,i første omgang,12
12951,凯莉,kelly.,19
7619,神奇,magisk.,22
8992,推动,fremdrift,39
11206,明天,i morgen,35
1455,巅峰,pinnacle.,92
10336,最小的,mindste.,41
10092,所罗门,salomon.,43
7013,布丁,pudding.,61
6957,隐身,stealth.,65
9615,总结,sammenfatte,37
10145,法老,faraoh.,41
4314,马拉雅拉姆,malayalam.,82
14410,看着,ser ud,5
6286,碘,jod,70
8373,琥珀色,rav,56
9357,澄清,afklaring,47
12264,碳,kulstof,24
2978,锡耶纳,siena.,88
2694,茶壶,tekande,90
6202,梅格兰,germain.,70
11598,帕斯卡尔,pascal.,32
11759,主教,biskop,29
3149,塞克斯顿,sekston.,88
7702,卡斯蒂略,castillo.,61
10946,自豪,stolthed,37
5487,变质,metamorphic.,73
13305,段落,afsnit,14
13951,必须,skal,7
9192,桃子,fersken,48
13111,问：,q.,17
14243,完毕,færdig,9
14234,私人的,privat,9
13494,疑问,forespørgsler.,12
1451,骨科,osteology.,95
3217,诺,connaught.,88
5095,承认,indrømme,39
4604,船长,skipper.,76
13266,希腊语,græsk,15
4154,对冲,hegn.,59
11323,槽,trough.,34
2911,托管人,inductes.,85
9622,连词,conjunction.,44
11766,幸运的,heldig,30
11333,骨,knogle,28
11476,啊,ah.,32
3537,格雷塔,greta.,86
7551,残酷,grusomhed,62
9409,达里克,derrick.,48
6518,清教徒,puritan.,62
2811,旁观式,sidecar.,88
9645,解雇,sæk,23
13523,夏天,sommer,13
4069,图腾,totem.,82
7244,奥丁,odin.,63
11864,俚语,slang,29
12213,钢司机,steelers.,26
7251,在顶上,påop,63
4111,缩短,forkortelse,36
9401,吐温,twain.,49
11380,垂直的,lodret,30
10717,黄油,smør,38
8606,深,dybt,54
8051,阿克伦,akron.,58
11802,容量,kapacitet,29
3100,犹太犹太人,kosher.,88
11582,泰勒,tyler.,32
13658,似乎,synes,8
4546,阿拉丁,aladdin.,80
9768,张力,spændinger,35
4399,无名,nameless.,81
1680,耆那教,jainisme.,95
12576,毛毡,følte,23
8635,蟾蜍,tudse,53
4952,斯拉夫,slavic.,78
5151,运动员,sportsmand,77
11503,西藏,tibet.,32
8549,芬恩,finn.,53
11564,至关重要的,afgørende,31
9115,误解,misforståelse,43
2206,错综复杂,indviklet,88
9047,滑翔机,svævefly,45
3589,摩托车,motorcykler,25
8545,同步,synkronisere,54
5573,拓扑,topologi.,64
9857,高地,highland.,32
10218,有关的,relateret til,38
5567,脆弱的,skrøbelig,73
2973,黄金眼,goldeneye.,88
11745,棉,bomuld,30
983,德州,texan.,38
12248,某处,et eller andet sted,26
10963,邮票,frimærke,31
10977,粗糙的,ru,34
5426,出发,indstillet på,75
9029,西伯利亚人,sibirian.,51
4458,折纸,origami.,81
11785,斯巴达,spartan.,24
10219,冲突,sammenstød,31
10275,奥托,otto.,42
10315,沙,sand,34
2918,铃,boll.,82
12404,罗斯,ross.,24
4311,铁匠,grovsmed,81
8451,抗议者,demonstranter,54
1974,玛娜娜,maulana.,93
3524,肥硕,stout.,86
13690,钱,penge,12
6562,环礁,atoll.,67
2674,甲状腺,thyroid.,88
9576,财富,rigdom,47
7816,重新检查,recheck,60
9540,短裤,shortstop.,47
2517,南疆,southland.,90
9100,柔道,judo.,51
14405,十月,oktober,5
557,厌氧,anaerob,99
13181,属于,hører til,12
2725,绅,gentry.,89
8847,黄道带,zodiac.,53
6815,琵琶,lute.,66
14127,点,punkter,6
4733,最酷的,coolest.,79
13222,休斯顿,houston.,16
9659,搬运工,porter.,45
4891,斜盘,slade.,78
10871,糟糕的,forfærdeligt,33
9932,荒地,heath.,44
9023,new,nyere,52
4779,反物质反物质,antimatter.,79
8541,界,cirkler.,26
833,卑微,lowly.,98
9239,地毯,cartier.,50
10796,佛教,buddhisme,38
2152,漕,wayland.,92
3666,罗格,romulus.,85
5949,刺槐,johannesbrød,68
2481,反响,konsekvenser.,88
2269,魔术贴,velcro,92
8739,心理,psykologisk,32
6771,灯笼,lantern.,63
11532,曲棍,lacrosse.,32
12544,信件,brev,17
7546,君士坦丁堡,konstantinopel.,62
1328,冷漠,apathy.,96
7651,鹏,roc.,61
40,麻烦,hassles.,76
137,多孔,porøs.,100
10906,中途,midtvejs.,38
8119,角斗士,gladiatorer.,45
12174,幼崽,cubs.,26
11947,歌剧,opera,23
13937,非常,meget,8
14116,六月,juni,6
7043,富裕,velhavende,64
9705,停滞不前,gik i stå,37
2436,伊,ire.,90
1704,拉长,gladden.,95
13670,条款,betingelser,8
7116,胸围,bust.,50
10004,邪,kult,42
7790,玩具娃娃,dukke,41
8201,植物学,botanik,57
8381,寿命,livstid,56
9136,悖论,paradoks,46
13080,著名的,berømt,18
10442,狗,terrier.,39
8256,加尔干,garth.,57
7597,铲,spade.,55
8435,凶手,mordere.,33
12054,木偶,dukker.,22
6008,普通话,mandarin.,71
11398,羽扇豆,lupin.,33
4372,线圈,coil.,78
230,亚组,undergruppe,91
9361,牦牛,yak.,49
12060,漫画,tegneserie,14
1507,楼下,nedenunder.,95
6135,鸡尾酒,cocktail.,65
3850,讲话,crosser.,82
9073,改名,omdøb,21
10132,立即的,øjeblikkelig,42
13363,黎巴嫩,libanon.,15
6573,德累斯顿,dresden,68
1735,纠正,rette,66
13765,乔治亚州,georgia.,11
5826,多米尼克,dominique.,73
10372,硬件,hardware.,41
11387,利兹,leeds.,33
11241,生气的,vred,35
2965,灰狗,greyhound.,69
6343,海峡,straits.,42
12181,生病,syg,22
10604,购物,handle ind,23
2869,含水层,aquifer.,88
5136,诺察,norma.,77
6208,熵,entropy.,70
10420,德怀特,dwight.,40
9710,恢复,restaurering,9
3990,没收,konfiskeret,72
518,吞没,sluge.,62
14104,握住,afholdt,8
12028,圆盘,disk,26
3228,疏忽,uagtsomhed,67
13619,可用的,ledig,12
13998,服务,service,7
103,冠状动脉,coronary.,100
6661,血友病,hæmofili.,67
13051,墨尔本,melbourne.,18
3760,考试,eksamener.,64
4083,雪地摩托车,snescooter.,80
7347,海因,heinie.,62
8048,迪科,deco.,58
1619,阁楼,loftet,93
7028,夏安,cheyenne.,64
13174,有时,sommetider,15
2671,欧亚大陆,eurasia.,90
8294,卢梭,rousseau.,57
3868,未得到解决,uløste,84
9215,呸,pooh.,49
4065,过氧化物,peroxide.,81
6565,笑脸,smiley.,68
14204,雇员,medarbejdere,26
816,太阳光,sunray.,98
6194,经历,undergå,47
5796,家庭主妇,housewives.,73
1918,剪辑,montage.,92
3384,不相容,uforenelig,81
9395,安德斯,anders.,49
13251,钟,klokke,15
7696,丧,sorg,55
14206,问,spurgt,5
13988,兴趣,interesse,8
929,杠杆作用,gearing.,87
9090,震惊,chokeret,24
2648,线粒体,mitochondrion.,90
1441,札记,aramaic.,95
1113,金刚鹦鹉,macaw.,95
3152,穷,fattigste.,88
13856,仅有的,kun,6
3467,希拉,sheila.,87
3568,步枪手,rifleman.,85
3153,庞巴迪,bombardier.,87
13364,道歉,undskylde,6
459,断层扫描,tomografi.,99
6962,核桃,valnød,64
11019,评估,vurdere,19
13964,四个,fire,6
3289,古兰经,koran.,87
11354,苏丹,sudan.,34
