ID,CHINESE,POLONAIS,INTERVAL
3007,旋钮,pokrętło,81
7498,梧桐,indus.,62
10221,胡佛,odkurzacz,43
136,欧洲环保局,epa.,100
5046,超,hiper.,78
12432,钍,th.,25
145,抛物线,parabola,100
1891,黑客,hakerzy,41
11264,半决赛,półfinały,28
1451,骨科,osteologia,95
11698,取消,odwołany,23
10363,二进制,dwójkowy,41
11217,主流,główny nurt,36
1906,恶作剧,pranks.,61
10798,鲍德勒,melonik,29
827,进口,wlot,97
8871,一分钱,grosz,52
203,步法,praca nóg,100
7601,空白,próżnia,56
11815,麦当劳,mcdonald.,30
14175,保持,trzymać,8
11209,滑雪,narty,27
14428,支持,wsparcie,8
1261,嘲笑,kpiny,33
12486,有些,nieco,24
4946,重申,powtórzony,57
13314,侵略,inwazja,15
6802,跨国,wielonarodowy,66
11204,上诉,odwołanie,26
750,功能障碍,dysfunkcja,88
13562,月,miesiąc,10
7106,马蹄铁,podkowa,63
14404,审查,recenzja,7
5113,戈达德,goddard.,77
14223,创造,tworzyć,5
8834,灰熊,siwy,46
13909,出色地,dobrze,7
6551,流行性,epidemia,65
8948,托,dood.,52
3352,烫发,trwała ondulacja,87
13197,爱国者,patriota,12
2142,灰色,vacuole.,92
13112,首都,stolica,12
3925,顾,gu,84
12094,阙,que.,27
6170,血汗工厂,sweatshop.,71
10995,脱氢酶,dehydrogenaza.,38
24,排演,próba,75
13966,需要,potrzebować,6
10158,餐厅,restauracja,38
10292,头像,awatara,42
12692,塞缪尔,samuel.,22
11050,章节,rozdział,31
9127,番茄,pomidor,47
5360,坏血病,szkorbut,76
7126,逃走,uciec,45
4486,格里姆姆,grimm.,81
5420,十四行诗,sonet,68
11400,华纳,warner.,34
10412,复兴,odrodzenie,33
12307,仅仅,zaledwie,8
14339,经过考虑的,uważany za,5
12984,奥地利,austria,19
9751,起诉书,akt oskarżenia,41
6394,迷迭香,rozmaryn,70
12608,沙漠,pustynia,21
13379,枪,pistolet,12
6038,鲻,cefal,68
7022,导体,konduktor,63
4118,天鹅,łabędzie,42
11401,奥斯卡,oscar.,33
7663,放射性,radioaktywny,61
9694,吉祥物,maskotka,42
14094,最好的,to  co najlepsze,7
11018,凯尔特人,celtycki,38
4022,寄存器,rejestry.,6
6181,贝斯,bess.,71
9025,咬,ugryzienie,37
11910,暴动,zamieszki,16
4981,乱伦,kazirodztwo,78
11414,袭击,nalot,25
13542,罢工,strajk,11
11041,诺斯曼,norseman.,37
8563,尼尔森,nielsen.,55
5487,变质,metamorficzny.,74
13790,电视,telewizja,11
5002,一品红,poinsecja,78
2359,最有趣的,najzabawniejszy,91
5744,缺乏经验,niedoświadczony,74
5070,伯克金,miskin.,78
13169,诽谤,oszczerczy,17
8866,克兰,klan.,53
11162,可卡因,kokaina,36
4546,阿拉丁,aladdin.,81
749,肉类主义,botulizm,98
1613,锡兰,ceylon.,94
13001,屠杀,masakra,18
167,伊龙,tigon.,100
2085,伞兵,spadochroniarz,50
6699,格兰杰,granger.,67
5018,栖息地,siedlisko,77
3347,吉拉亚,gillian,87
78,乞丐,żebraków,87
13881,用过的,używany,5
9893,雕塑,rzeźba,44
6971,bul,bulger.,66
8822,trilogy.,trylogia,53
2366,填,crips.,74
6316,哈迪恩,haydn.,70
14358,开支,wydatki,28
6654,af,afro,67
3423,回文,palindromiczny.,74
495,痒痒,łaskotać,86
9973,尼罗河,nil,45
277,轿车,sedans.,49
13731,空间,przestrzeń,11
8278,玛拉,mara.,56
5398,尼姑,zakonnica,66
13347,歧义,ujednolicenie,15
14172,代码,kod,12
10370,广告,reklama,7
13225,fell,ściąć,16
5042,嘟,brzęczyk,76
7699,金鱼,złota rybka,62
2315,阳台,balkon,83
802,浪子,matador.,96
1755,超现实主义者,surrealistyczne,65
9203,贾姆布雷,jamboree,50
9114,没用过,nie używany,48
7143,foo,bla,64
6239,ur,wzywanie,22
12859,乔什,josh.,20
8536,恒星,gwiezdny,56
4837,冰箱,lodówka,64
11106,几乎不,prawie wcale,37
10377,伙伴,partner,33
323,一分钟主义,monoteizm,100
9340,撒尿,robić siku,48
8819,挖,kopać,44
10168,气象,meteorologiczny,33
3581,平日,w dni powszednie,65
1091,沙巴特,szabat,97
11274,渔民,rybak,35
12916,str,uderzony,20
6324,希腊人,helleński,39
14159,在职的,pracujący,5
10384,提取,wycofać,26
1770,莱恩,layne.,94
6182,菠菜,szpinak,71
2351,榆树,wiąz,84
9999,季风,monsun,44
7395,冲浪,surfing,47
10449,格鲁吉亚,gruziński,39
4808,英亩,akr,48
14406,走向,w kierunku,12
1618,玄武岩,bazalt,92
11573,爱迪生,edison.,32
10855,光滑的,gładki,37
6527,学者,naukowcy,19
10360,吸血鬼,wampir,38
11712,艾米莉,emilia,31
5471,自由女神偶,libertarianin.,63
1406,迟来的,spóźniony,95
8529,斯莱特,łupkarz,55
1627,亚麻,len,94
12151,国内的,domowy,26
8774,弗洛伊德,freud.,54
8031,卡特勒,nożownik,59
11075,爱达荷州,idaho.,37
13645,竞赛,konkurencja,11
2902,西柚,grejpfrut,89
14403,很快,wkrótce,9
7397,塔拉,tara.,63
7465,码头,dok,47
3178,装饰性的,dekoracyjny,38
11171,安格斯,angus.,36
5019,卷曲,kręcone,78
13387,骑兵,kawaleria,15
6125,mind,bezmyślny,71
4431,多拉多,dorado.,81
10008,子午线,południk,44
8941,加蓬,gabon,53
12854,比利时,belgia,20
9962,厕所,toaleta,45
1183,人造黄油,margaryna,97
2248,达达,dada.,92
13536,堪萨斯州,kansas.,13
7790,玩具娃娃,lalka,42
5229,里士斯,kaspijski,77
12437,方案,schemat,24
10036,untagged.,nieozwolony,44
10273,接班人,następca,40
7026,存货,inwentarz,63
11555,格言,maksyma,30
7365,庞贝,pompeje.,63
9686,爸,tatuś,47
12362,包装商,pakowania,24
5592,小陵,dolores.,70
12166,歪曲,fałszywe,23
10618,藏,tybetański,37
11723,鲸,wieloryb,27
10782,印度菜,hindus,34
12746,到达的,przybył,14
12452,传播,rozprzestrzeniać się,22
14046,小的,mały,10
11501,塞浦路斯,cypr,33
12498,运气,szczęście,24
3403,定制,przydatny,69
10976,皮肤,skóra,33
2376,探明,ustalać,80
644,凯尔特,celt.,86
10602,戴安娜,diana.,40
12411,溪,zatoczka,25
8942,毁灭性,niszczycielski,39
721,修正主义,rewizjonizm,98
13612,网,internet,12
8503,国籍,obywatelstwo,56
9826,bo,boise.,46
8314,希瑟,wrzos,57
13337,上帝,bóg,14
1583,苯丙氨酸,fenyloalanina.,94
10129,意识到,realizowany,23
7455,立体声,stereofoniczny,62
3522,惠,hwan.,86
2700,帅哥,dudes.,24
8651,笔记本电脑,laptop,55
12943,谁的,którego,19
12784,元素,elementy,16
4171,帕尔马,parma.,83
10645,刺穿,przebić,34
6334,多普勒,doppler.,70
9206,河边,nadrzecze,51
2319,摇摆,kołysać,81
6097,岳,mau.,72
10657,瞎的,ślepy,32
6183,卡特尔,kartel,66
9322,户外,na wolnym powietrzu,45
11114,牡蛎,ostryga,36
11875,哲学,filozofia,29
13912,信息,informacja,5
13441,地图,mapa,12
10119,超人,nadczłowiek,43
6042,摩托车越野赛,motocross,72
11562,最低,najniższy,32
2252,无价,nieoceniony,92
13875,他们,ich,6
14155,英国人,brytyjski,9
5516,花生,orzeszki ziemne,40
7099,叛国,zdrada,63
6770,短缺,niedobór,53
8026,水电,hydroelektryczność,55
10172,鹦鹉,papuga,42
11959,犰狳,pancernik,29
8408,温彻斯特,winchester.,56
4618,韦茅斯,weymouth.,80
1930,束缚,niewola,92
4227,蛤壳,clamshells.,82
8742,拆毁,zburzony,50
3718,重罪,przestępstwo,81
11158,bad,źle,36
14407,预计,oczekiwać,11
5234,伏特加,wódka,76
3663,数据包络分析,dea.,84
1773,粉红色,mały palec,89
6100,乔木,altanka,71
10924,艾米,amy.,35
14191,项目,projekt,7
14226,自由的,bezpłatny,5
2004,字体,czcionki,36
14217,再次,ponownie,5
4676,oriole.,wilga,31
2631,瓶颈,bottlenose.,90
4419,同位素,izotop,70
9255,毕达哥拉斯,pitagoras.,50
4909,塞拉,serra.,78
11750,埃及人,egipcjanin,28
10125,苏,sur.,43
4995,斯派克,sfenowy,78
2103,gall,galup,92
2070,巴兰那,barangay.,92
11036,巴哈马,bahamy.,37
13194,哦,oh,17
7734,皮革,skórzany,61
12960,海湾,zatoka,19
4257,困境,dylemat,80
7987,逐字,dosłownie,59
3696,prog.,wałówka,84
1945,费米,fermi.,93
4259,牧童,pastuch,82
8824,商人,kupiec,48
10179,马利克,malik.,43
9509,凡妮莎,vanessa.,48
7881,资格,kwalifikacje,22
5445,银河系,galaktyczny,75
2190,康吉尼,compagnie.,88
6731,达克,duc.,67
2638,弓箭手,łucznicy.,58
12732,水池,basen,20
9419,仙女,wróżka,48
1764,拦截,bloker.,84
9575,同时地,równocześnie,42
11523,突尼斯,tunezja,33
7900,弯头,łokieć,57
3780,恶化,pogarszony,62
7721,天启,apokalipsa,61
4877,萤火虫,robaczek świętojański,78
3673,伯格曼,bergman.,85
10966,葛底斯堡,gettysburg.,38
5598,强制,siłą,68
8539,请愿,petycja,41
1669,撒丁岛,sardynia.,94
10567,不必要地,niepotrzebnie,40
2232,收紧,zaostrzone,76
13737,乔,joe.,12
547,异端,herezja,97
8516,集约化,intensyfikacja,56
4177,卢利尔,lucille.,83
8212,leet.,leaf.,58
1991,中东,środkowy wschód,93
1807,邓恩,dunne.,94
13629,杰克,jacek,12
6617,牌匾,plakieta,63
13312,弗朗西斯科,francisco.,15
10247,测量,wymierzony,18
11416,游行,parada,32
13690,钱,pieniądze,12
12631,灰色的,szary,22
5010,春,chun.,78
355,reb,odrodzony,100
1182,阿恩,arn.,97
14446,让,pozwalać,9
3208,精力充沛,energetyczny,83
6250,溺水,utonięcie,50
11455,雅,ya.,33
9689,高清,hd.,47
5796,家庭主妇,gospodyni domowe,73
8616,额,czołowy,55
7693,池塘,staw,60
3412,胶合板,sklejka,87
11684,腿,nogi,18
14490,转身,obrócony,9
1588,占主导地位,dominujący,76
9638,布朗克斯,bronks,47
2636,头巾,turban,88
5214,充足,obszerny,77
10566,台北,tajpej,40
7440,昂贵,kosztowny,62
11425,堪培拉,canberra,34
6856,数据线,dateline.,66
8086,侏罗纪,jurajski,59
6483,微不足道,nieistotny,67
11757,改革,reforma,20
1667,帝国主义者,imperialistyczny,81
10838,终端,terminal,25
1903,博斯威尔,boswell.,93
440,希尔,hiller.,100
12975,退休,emerytowany,14
14445,测试,testy,5
6247,诺姆,nie ja,70
13023,边境,granica,16
14236,被杀,zabity,10
5510,昏迷,śpiączka,66
13653,伊拉克,irak,12
703,手电筒,latarka,93
10561,钢琴,fortepian,40
12622,奥达,oda.,23
10721,椅子,krzesło,34
12755,西南,południowy zachód,21
9823,石油,ropa naftowa,46
1810,长寿,długotrwały,94
1313,萨满,szaman,83
3557,替补,layup.,86
3969,犹太教堂,synagoga,75
9620,唐,posmak,48
11867,药物,medycyna,29
12408,阻止,powstrzymać,25
1244,吓坏了,freaking.,29
10229,屎,kał,43
9618,冬青,ostrokrzew,47
12702,改写,przepisać,17
2256,摩泽尔,moselle.,92
13361,模型,model,12
2936,同志,towarzysz,64
10186,炭疽病,wąglik,43
9246,轨道,orbity.,14
4250,暹罗,syjamski,82
6518,清教徒,purytanin,63
3064,烟囱,komin,78
4504,刀刀,noże,81
12668,特里,terry.,22
3548,阿米巴,ameba,86
13639,很遗憾,niestety,12
10840,类固醇,steryd,36
2954,系带,sznurowany,61
2148,拉巴特,rabat.,92
7242,三聚氰胺,melamina,64
14334,美国,ameryka,5
8862,老挝,laos,50
8166,鳕鱼,dorsz,58
10027,难民,uchodźca,27
572,爬行动物,gad,99
6583,带宽,przepustowość łącza,67
7684,孟德尔,mendel.,62
8211,哥白尼,copernicus.,58
7779,筋,bębnica,61
13184,轻轻,lekko,17
5494,妈妈,motherfucker.,75
1012,燃尽,wypalić się,96
2514,iota.,odrobina,90
6151,保护的,ochronny,9
13119,成千上万,tysiące,14
1336,潜,utajony,96
12157,差距,luka,26
10501,奇迹,cuda,15
6119,电器,electra.,71
7569,捐款,darowizna,32
6784,滑动,slid.,67
6432,荧光,fluorescencyjny,65
1161,马德拉岛,madera,97
734,不满意,niedostateczny,98
11412,弃,opuszczony,29
1676,姐妹情谊,siostrzeństwo,94
1254,不要脸,bezwstydny,96
12890,标签,etykieta,14
5787,基石,zwornik,72
171,archdiocese.,archidiecezja,100
5981,无政府主义者,anarchista,63
2423,最重要的,warty opublikowania,90
12138,基督,chrystus,27
3142,精神活性,psychoaktywny,88
7398,使徒,apostoł,50
957,血小板,płytka krwi,92
3637,希尔曼,hillman.,86
6703,尼莫,nemo.,67
7628,山楂树,głóg,43
5771,珠子,koraliki,63
1403,操纵,manipulacje,39
9050,里斯本,lizbona,52
10916,铜,miedź,38
4322,吻合器,tessellation.,78
6902,崩溃,awaria,16
13925,尽管,chwila,6
8294,卢梭,rousseau.,57
11709,接近,bliskość,31
12592,行为,dzieje,9
6945,中子,neutron,64
5593,突变,mutacja,64
9394,东帝汶,timor.,49
12782,排队,inline.,21
2153,不受控制的,niekontrolowany,81
12956,年度的,coroczny,18
2531,雪莉酒,sherry,90
7854,河滨,riverfront.,61
12674,酒店,hotel,21
10822,玛丽莲,marilyn.,38
1841,囚犯,więźniowie.,89
12115,文化,kulturalny,12
4130,苠,mnogość,81
12257,怀疑,podejrzany,16
677,博纳,bona.,98
6604,露,rosa,68
9576,财富,bogactwo,48
8647,甲壳类动物,skorupiak,54
12834,大多,przeważnie,21
10699,绝对,absolutny,23
1339,闻所未闻,nie wysłuchany,96
1883,丙氨酸,alanina,93
14301,忧虑,obawa,9
12844,马里兰州,maryland.,20
195,丁格尔,dingle.,100
5330,回忆录,pamiętniki,67
10961,龙,smoki,17
5668,杜马斯,dumas.,67
8757,莫扎特,mozart.,54
1716,鲁杰,rougeau.,94
3912,肖齐,wizerunek,80
5216,哈库斯,brut,77
9994,薄的,chudy,43
1944,痛风,dna,93
2795,黑莓,jeżyna,89
13747,蓝色,niebieski,10
6846,我知道,ik.,66
9138,优先,priorytet,47
8425,谷仓,stodoła,55
5450,游客,gość,9
2006,木匠,stolarzy,47
7885,弯曲,zakrzywiony,37
2693,闭工,intertropijny,90
14278,账单,rachunek,10
10575,发誓,przysięgać,38
2317,不经常,nieczęsto,77
2610,詹,jen.,90
11888,雅虎,wieśniak,29
9821,咸菜,saltina,46
10468,假设,założenie,36
2166,char,zwęglać,82
4705,矛头,bzdura,62
3843,奥利瓦,oliva.,85
4457,指纹,odcisk palca,63
7936,碎石,żwir,60
12545,卫星,satelita,22
11730,埃塞俄比亚,etiopia,31
5250,羧酸盐,karboksylanowy,61
2295,偏出,outplayed.,90
3687,尤克里里琴,ukulele.,85
7844,吹笛者,dudziarz,57
2360,蕨菜,orlica,89
9653,吹嘘,nadęty,47
7727,那不勒斯,neapol,61
6202,梅格兰,germain.,71
9266,马丁内斯,martinez,50
11140,加载,załaduj,22
5705,叙述者,narrator,54
13749,追踪,tor,9
10175,得分手,markier,32
1953,kohl.,proszek antymonowy,93
10593,激进的,rodnik,34
12630,设施,obiekt,18
2215,编解码器,kodek,86
7553,生物量,biomasa,62
1771,斯特克雷斯,stegosaurus.,94
12624,龙卷风,tornado,20
4073,ledentman.,listonosz,83
2713,伯威克,berwick.,89
5138,举重,podnoszenie ciężarów,76
12887,路易斯安那州,luizjana,20
3529,水培素,hydroponika,84
5575,吸收,wchłanianie,73
376,伪科学,pseudonauk,100
2807,应用程序,aplikacja,89
14018,当前的,aktualny,7
4152,前哨,placówka,69
8849,活泼的,iskrzący,53
5912,陆上,lądem,71
13322,嘿,hej,15
13207,多数,większość,8
4610,学到了,nauczyli,80
3096,蓬塔,punta.,88
10010,奥德赛,odysey.,44
358,烦恼,rozwścieczony.,91
1500,壮观,spektakularnie,95
2908,新生儿,neonatal.,88
13648,一定,koniecznie,12
1723,表彰,pochwalić,56
7068,贝加斯特,basista,64
5792,股份,równonoc,70
10133,欺诈罪,oszustwo,43
3097,不赞成,dezaprobata,74
3463,ovation.,owacja,84
8291,刀,nóż,57
6807,orphic.,orficki,67
11397,推断,wywnioskować,31
14396,主张,roszczenia,9
6162,哥伦比亚人,columbian.,71
14123,结果,wynik,7
14330,黑色的,czarny,10
711,驴子,niedźwiedzia przysługa,98
804,煤油,nafta oczyszczona,98
12220,sett,zadomowiony,22
505,泼,sprang.,99
6103,桁架,kratownica,72
556,反弹,bebunceback.,99
13915,你的,twój,5
7644,万,blady,62
10420,德怀特,dwight.,41
6076,冥想,medytacja,63
3742,蒙,mongolski,84
13369,软件,oprogramowanie,15
6627,高加索,kaukaz,68
141,雷斯,reis.,80
11912,威利,willie.,26
9499,船尾,kupa,46
13077,局,sprzęt zboża,12
3502,卡拉,kala.,86
5200,小猫,kotek,72
4361,批评,krytykować,46
7834,西尔维亚,sylvia.,61
13900,工作,praca,5
7506,耶稣会,jezuita,61
11115,巴塞罗那,barcelona,37
6071,蒙特里,monterey.,72
12433,土耳其,turecki,25
2067,cay,rafa koralowa,92
11299,有罪,winny,35
3003,玛哈,maha.,88
10443,损害,upośledzać,38
10815,部分的,częściowy,29
6968,佐罗,zorro.,66
12929,三倍,potroić,19
8570,shad,aloza,55
3586,异常的,nieprawidłowy,70
6479,编码,kodowanie,12
9912,住宅,osiedle mieszkaniowe,45
6010,执事,diakon,42
780,基层,rezerwaty,98
3484,冰冷,lodowaty,86
8247,坚果,orzech,44
4692,烤面包机,opiekacz,77
1570,短暂的,przejściowy,92
14427,回复,odpowiedź,11
2760,围兜,śliniaczek,88
10409,双重的,podwójny,41
9551,达赖斯,dalai.,48
11745,棉,bawełna,31
9065,涅ana.,nirwana,52
5684,锚,pustelnica,74
12470,平底船,barka płaskodenna,21
11504,第十九,dziewiętnasty,33
10087,大风,wichura,41
14399,白色的,biały,10
11448,面对,okładzina,12
6720,尴尬的,niezręczny,66
598,分层,hierarchiczny,92
6474,余震,wstrząsy wtórne,56
14096,税,podatek,24
8653,适应,dostosowanie,32
568,崩溃主义,transwestyzm.,99
12173,十一,jedenaście,27
1937,庞培,pompey.,93
14253,德克萨斯州,teksas,9
2792,涡轮增压器,turbosprężarka,89
13329,地区,obszary,9
13722,特权,przywileje,11
758,伯班克,burbank.,98
6504,iq.,iloraz inteligencji,69
5170,惹,sprowokować,50
14266,评论,komentarz,5
1934,阿什拉夫,ashraf.,93
672,overtones.,ocenę,94
743,dear,drogo,98
4548,纠结,splątany,72
1176,val,bitny,66
7919,七十,siedemdziesiąt,48
2836,标本,okazy,62
2598,杰作,arcydzieło,83
10869,den,legowisko,38
12126,十亿,miliard,27
10164,奥马哈,omaha.,43
1573,新闻,neologizmy,77
14345,多于,powyżej,8
9522,达尔,dal.,48
1108,蒂利,tilly.,97
12955,犹太人,żydowski,19
1748,yiddish.,jidysz,94
13566,今天,dziś,13
5759,匆忙,spieszyć się,67
10320,限制,limity,8
3421,共价,kowalentent,86
14387,短的,krótki,9
8135,开除,wydalenie,53
6958,无形,nieuchwytny,65
9177,草莓,truskawka,49
13476,直的,proste,14
1360,佩雷,pelektor,96
8951,沙哑,ochrypły,33
6375,混乱的,zdezorganizowany,69
361,脚步声,ślady,99
4930,风镜,okulary ochronne,75
1454,登山人,wspinacz,68
2754,啤酒厂,browar,83
8142,多变,urozmaicony,21
12752,后者,końcowy,21
14052,更好的,lepsza,9
8185,灰姑娘,kopciuszek,58
12343,开车,stado,25
14120,地方,miejsce,6
119,卡马拉,camara.,100
8004,安克雷奇,zamocowanie,59
3783,广东话,kantończyk,85
8511,补救,zaradzić,50
6850,模具,pleśń,56
3055,不可触摸,rękojeść,88
13700,伦敦,londyn,12
10314,unf,niesprawiedliwy,41
6385,尽快,jak najszybciej,70
14179,收益,zyski,14
4978,钨,wolfram,78
12042,朋克,punk,28
575,海滨,nadmorski,99
5184,叶形,fabatyk,77
9529,洗澡,kąpiel,41
6976,坡,nachylenie,53
8156,矿石,ruda,57
14000,用户,użytkownik,5
5134,番茄酱,keczup,77
13371,山,góra,12
3782,cant,kantor,85
8382,悲惨,tragiczny,51
1226,歌舞表演,kabaret,97
3831,粪,łajno,84
9669,暗黑破坏子,diablo.,47
5142,耶利米,jeremiasza,77
1150,苯酚,fenol,91
11933,航空公司,linie lotnicze.,25
7196,大主教,arcybiskup,62
14238,事物,rzeczy,8
3778,电磁,elektromagnetyzm,46
11901,英寸,cal,20
1165,无圈,noosfera.,97
4868,酉,jednolity,78
9521,下属,podrzędny,41
7460,射手,strzelec,54
12980,登陆,lądowanie,19
4280,花栗鼠,chipmunks.,61
9968,辣椒,czerwony pieprz,45
9357,澄清,wyjaśnienie,47
11325,西格玛,sigma.,35
7625,掘金队,nuggets.,55
2516,innuendo.,insynuacja,87
1693,恶心,mdłości,94
1171,小跑,kłus,89
5570,白衣,biały człowiek,75
6305,喷,rozpylać,59
10784,据说,podobno,38
8741,混音,remiks.,42
9518,查尔斯顿,czarleston,48
3799,麻疹,odra,85
12536,波多黎各,puerto.,23
12628,伊丽莎白,elizabeth.,23
13310,议理,rada,15
11379,sh,shaw.,34
7968,微波,kuchenka mikrofalowa,60
14027,计划,plany,11
5443,公正,bezstronny,67
10034,泪水,łzy,35
1747,躯干,tułów,92
4168,尖酸刻薄,ocet,83
12688,拼写,orkisz,12
6582,料斗,zbiornik,65
3133,叛变,renegat,58
10391,跳跃,skoki,8
13237,掌握,mistrz,12
12832,经济的,gospodarczy,17
2796,海沃德,hayward.,87
7765,喊,krzyczeć,39
8370,蜂窝,komórkowy,57
14435,韩元,wygrał,8
3697,教派,sekta,80
11339,简洁,zwięzłość,35
12939,真相,prawda,18
8920,流感,grypa,53
1690,青光眼,jaskra,94
8538,表哥,kuzyn,46
9213,纪律,dyscyplina,35
8214,发作,napad,55
8555,昆西,quincy.,55
2781,掌声,oklaski,89
6634,无胜,bezwinny,68
2343,双边,dwustronny,90
6412,备忘录,memorandum,68
11722,哈德森,hudson.,31
6417,留置权,zastaw,69
5497,腺,gruczoł,70
11233,决斗,pojedynek,34
11924,sex,seksualnie,17
10458,异议,sprzeciw,12
10192,伽玛,gamma,43
9277,创世纪,geneza,50
909,奥特斯,ottery,43
6529,争夺,walczyć,36
3169,转移酶,transferase.,88
10016,凡人,śmiertelny,35
10174,救生员,ratownik,42
7702,卡斯蒂略,castillo.,62
12463,台湾,tajwan,24
633,亚莫,atocha.,99
13179,罪行,wykroczenie,10
13477,费城,filadelfia,14
13346,独自的,sam,15
11978,本杰明,benzoes,28
10235,公里,kilometry,39
822,不可逾越,nie do pokonania,98
9032,垄断,monopol,50
5642,铵,amon,74
12510,物品,przedmiot,18
2818,缺乏,niedostatek,88
4942,乐意,ochoczo,78
447,uninurechized.,nie uninja,100
2635,anomie.,dezorganizacja,90
1776,轰响,bonk.,92
10675,布伦特,brent.,39
11032,严格,rygorystycznie,37
10176,拉合尔,lahore,43
10588,砂光机,sanders.,38
3707,太阳镜,okulary słoneczne,85
5966,打击乐器,perkusja,70
12143,鸟,ptak,24
1597,瘀伤,posiniaczony,72
14315,权利,prawa,7
5373,印度支那,indochina.,76
4996,德威特,dewitt.,78
331,蒂迪,tipi.,100
13596,趋势,tendencja,12
1501,精算师,specjalista od ubezpieczeń,88
10968,特拉华州,delaware.,38
6934,巴库,baku,66
737,狗仔队,paparazzi.,98
14386,卡片,karta,13
4062,埃里卡,erica.,83
2081,痛苦地,gorzko,92
485,马尔萨斯,malthus.,99
3223,法轮,falun.,88
7613,名誉,honorowy,62
5220,模拟,symulacja,38
9756,人类,ludzkość,46
439,变态,metamorfoza,100
7992,消费,konsumpcja,59
9925,莱斯特,leicester.,45
5944,尸体,zwłoki,61
6117,巨人,kolos,71
9980,重建,rekonstrukcja,39
3190,远征,wyprawy,34
3671,对角线,przekątna,78
6835,逾越节,pascha,66
617,冻,froza.,99
12224,武术,wojenny,26
6809,杠杆,dźwignia,64
10672,维持,utrzymywanie,13
9353,seaeg.,wilk morski,50
11093,大炮,armata,34
2656,中城,midtown.,90
4933,炙烤,grill,62
13641,八,osiem,12
58,柠檬汽水,lemoniada,100
9142,特此,niniejszym,51
6924,乳制品,mleczarnia,66
12507,不伦瑞克,brunswick.,24
7423,安吉丽娜,angelina.,62
12046,在场,obecność,28
11980,雅典,ateny,28
8072,卫理公会,metodysta,58
5629,什叶派,shiite.,74
2987,令人信服地,przekonujący,88
8107,手枪,pistolety,40
7878,scimitar.,bułat,60
6823,唐娜,donna.,65
6611,舒伯特,schubert.,68
14011,提供,dostarczać,6
10946,自豪,duma,38
12706,耶稣,jezus,22
464,挥舞,władza,85
12905,阿肯色州,arkansas.,20
11430,三位一体,trójca,34
12937,充足的,wystarczający,15
3127,面纱,welon,72
9747,四分卫,rozgrywający,14
12515,复杂的,złożony,22
7839,说谎者,kłamca,56
6264,最佳,optymalny,70
12840,赤褐色,kasztanowy,20
12385,希特勒,hitler.,25
6041,金枪鱼,tuńczyk,71
6946,揭幕,odsłonięty,60
1494,误,pomylanie,95
2627,树脂,żywica,80
7147,爱斯基摩人,eskimos,44
947,积云,cumulus,97
1969,认识学,epistemologia,87
5818,梅杜萨,medusa.,73
9364,过夜,nocny,50
10285,肉,mięso,41
5716,孙子,wnuk,72
13657,可测量,rozgłos,8
13041,相符,zestawienie,18
3834,哨兵,posterunek,81
4661,补丁,łaty,30
9485,幼稚,dziecinny,48
2407,发芽,kiełkowanie,89
6847,格雷,guerre.,66
475,省略,pomija,46
3375,弹跳,odbijanie,43
5995,开心果,pistacja,72
3847,刷卡,dotknij wstecz,85
7067,不规律的,nieregularny,44
5768,小节,podsekcje,47
11805,古巴人,kubański,30
4712,勇敢,bandar,80
12440,布鲁斯,bruce,24
13083,画,remis,14
10422,撒谎,kłamliwy,20
3394,首字母缩略词,akronims.,61
4824,经销商,dystrybutor,70
10162,困难,trudności,32
10151,经济衰退,recesja,39
9947,追逐者,pościgowy,43
11466,重组,reorganizowany,27
12487,正义,sprawiedliwość,23
13283,悉尼,sydnej,16
11816,假冒,fałszerstwo,27
4695,瓦克,wacker.,80
10792,心爱,ukochany,38
23,阿门,amen,81
14169,记录,nagrywać,7
5946,达菲,duffy.,72
5029,sp,ostroga,34
363,明亮地,jaskrawo,100
11085,卡斯特罗,castro.,37
4220,法医学,kryminalni,46
8811,肝,wątroba,53
1571,无证,nieudokumentowany,94
3048,釜,kociołek,88
3246,靛青,indygo,88
9631,查普曼,domokrążca,48
12907,亚瑟,arthur.,20
6963,阿芙罗狄蒂,afrodyt.,66
11164,种族灭绝,ludobójstwo,34
12458,佩德罗,pedro.,24
11015,屏障,bariera,34
1178,游行者,marchers.,92
10571,日益,coraz bardziej,40
11199,躲闪,unik,34
1278,堆叠,układanie,51
1949,土匪,bandyta,59
9480,tm值,tm.,49
3113,游泳者,pływak,74
10388,斯特纳斯,międzystanowy,41
7867,工资,wynagrodzenie,30
5536,破解,pęknięty,34
2622,战舰,pancerniki,58
12736,紧迫,pilny,12
2405,pomeranian,pomorski,90
2555,坛,ołtarz,90
6897,合奏,ensemble,62
13764,真实的,prawdziwy,11
11049,证明合法,uzasadniać,24
7743,草图,naszkicować,53
11141,星期六,sob,36
5057,奥西里斯,osiris.,78
11076,音乐家,muzycy,22
5949,刺槐,szarańcza,69
11811,格林纳迪埃,grenadier,29
14182,银行,banki,14
11732,化合物,pogarszać,26
11443,尼古拉斯,nicholas.,34
5538,天体,niebiański,75
10773,唐诺万,donovan.,38
6967,陆,ziemski,65
11891,redskins.,czerwonoskórzy,29
569,剑道,kendo.,99
2619,举行,bodziec,62
8155,焊接,spawalniczy,54
8343,美洲狮,puma,33
7270,广场,kwadraty,15
6640,欧罗巴,europa.,68
9392,航天,aerospace,49
11155,冒险,przygody,26
