ID,CHINESE,HINDI,INTERVAL
11081,闹鬼,अड्डा,33
9015,滑冰,स्केट,19
5219,撒布,टकी,75
13332,东西,सामग्री,15
12727,fc.,एफसी,20
9558,囊,सैक,46
1630,荒漠化,मरुस्थलीकरण,94
9883,堡垒,किले,41
8465,慢性的,दीर्घकालिक,53
4871,kw.,किलोवाट,77
26,亮氨酸,ल्यूसीन,100
4786,色氨酸,tryptophan,78
8792,宙斯,ज़ीउस,52
5294,dessus.,डेसस,75
4401,芝士汉堡,पनीरबर्गर,80
13037,酸,अम्ल,17
6688,圭尔照片,guelph,66
6610,导师,उपदेशक,65
7507,胆小,राड़,61
5631,可读性,पठनीयता,52
9729,十九,उन्नीस,45
9103,钾,पोटैशियम,50
12070,解决方案,समाधान,23
1696,纳布卢斯,नेबलस,94
8478,铅笔,पेंसिल,52
12594,何塞,जोस,22
12187,首脑,शिखर सम्मेलन,25
11415,马其顿,मैसेडोनिया,32
5632,紧紧,मज़बूती से,72
9531,死者,मृतक,46
13949,美国人,अमेरिकन,7
1616,滴漏,hourglass,94
8740,三重奏,तिकड़ी,51
7068,贝加斯特,बास वादक,62
414,索纳尔,सोनार,100
8708,攀登,चढ़ना,27
7481,招待员,उपशिक्षक,56
2044,天线,एंटेना,58
3245,激动运动员,एगोनिस्ट,78
10840,类固醇,स्टेरॉयड,35
8202,宠儿,लाडले,55
5494,妈妈,कमीने,73
3668,怀疑论,संदेहवाद,54
12245,公主,राजकुमारी,25
13147,漂亮,सुंदर हे,16
7343,啦啦队,cheerleading,56
4426,官僚,नौकरशाही,79
3766,荒,ऊटपटांग,82
9493,分子,अणु,42
13405,橄榄球,रग्बी,14
3762,劈,चोप,61
530,鲟,स्टर्जन,98
9495,天文学家,खगोल विज्ञानी,29
4638,体外,इन विट्रो,79
9642,阳,यांग,45
3863,克利尔沃特,साफ पानी,83
10156,明,मिंग,40
7352,财团,संघ,61
1256,鞠躬,झुके,35
12697,任务,टास्क,14
3495,哈丁,हदीथ,85
11885,肯尼,केनी,28
10990,阳光,सनशाइन,36
6874,气瓶,सिलेंडर,40
10733,邻里,अड़ोस - पड़ोस,32
12318,沃尔特,वाल्टर,24
10746,基板,substrates,34
5907,脑,मस्तिष्क,71
9876,电池,बैटरियों,20
11726,叙利亚,सीरिया,30
8280,封锁,नाकाबंदी,52
12237,地理,भूगोल,25
11377,录取,स्वीकार किया,23
12525,劳伦斯,लॉरेंस,23
12238,最长,सबसे लंबे समय तक,25
764,曼克斯,मैंक्स,98
1690,青光眼,आंख का रोग,94
4342,尸检,शव परीक्षण,78
11387,利兹,लीड्स,32
2190,康吉尼,कॉम्पैग्नी,87
13665,l,गोद,10
14351,状况,स्थितियाँ,8
11750,埃及人,मिस्र के,27
3282,聚合酶,पोलीमर्स,86
11651,益处,फायदा,7
10211,螃蟹,केकड़ा,41
7302,削减,स्लैश,46
1254,不要脸,बेशर्म,95
6582,料斗,हूपर,63
12882,α,अल्फा,19
12185,跳,छलांग,25
2935,zouave.,ज़ौव,81
1426,浮标,बांधना,82
3936,tp.,टीपी,70
695,阿拉德,अराद,98
3963,小子,बव्वा,78
1703,蹦极,बंजी,94
4204,表面上,जाहिरा तौर पर,76
6414,桑格,सेंगर,68
4349,乏味,थकाऊ,80
2107,交火,गोलीबारी,92
10755,诚实的,ईमानदार,38
1591,过去,गुजर चुके,92
13625,清除,स्पष्ट,11
4007,蹂躏,तबाह,76
9329,居住者,निवासी,47
6256,阴,यिन,68
4232,迪迪,डिडी,81
11094,复活节,ईस्टर,35
11581,罗斯福,रूजवेल्ट,31
2148,拉巴特,रबात,92
9185,女神,देवी,48
3070,内涵,अथर्,62
13076,社会,समाज,16
2355,哇哇哇哇哇哇哇,वू हू,90
4711,失眠,अनिद्रा,78
2836,标本,नमूनों,60
8903,托莱多,टोलेडो,51
9408,离岸,अपतटीय,47
14066,添加,जोड़ा,5
3522,惠,ह्वान,85
10030,巴巴多斯,बारबाडोस,43
2060,阿斯彭,ऐस्पन,92
6631,乳房,mastodon,66
4784,纸板,गत्ता,78
5491,犹,जमात,73
14025,我的,मेरा,5
14051,之后,बाद में,8
8768,菜单,मेन्यू,50
9112,锥体,शंकु,48
4803,幸运,किस्मत से,77
4547,梅尔顿,मेल्टन,79
7493,淋浴,बौछार,45
6876,苔原,टुंड्रा,64
11325,西格玛,सिग्मा,33
12803,铁路,रेलवे,18
7777,亚速尔群岛,अज़ोरेस,59
10831,抱怨,शिकायतों,25
10269,丑陋的,कुरूप,38
14340,拒绝,अस्वीकृत,13
8557,骗子,कॉन,54
13987,案件,मामला,6
12085,海啸,सुनामी,26
14418,显示,दिखाया है,7
2767,塞伯卢斯,cerberus,88
9724,燧石,चकमक,45
11859,拉斯维加斯,वेगास,27
5360,坏血病,पाजी,74
11214,古生物学,जीवाश्म विज्ञान,34
5391,came,कैमिया,73
4720,amtrak.,एमट्रैक,78
4116,杜伊,सर्वश्रेष्ठ,81
13671,北方,उत्तरी,12
12449,克雷格,क्रेग,23
2303,偏转,नीचे को झुकाव,59
9832,出租车,कैब,43
9602,六十,साठ,41
7544,quo.,यथास्थिति,61
9516,madeline.,मेडलिन,47
9617,福,फू,46
8743,投标,निविदा,46
4610,学到了,सीखा,79
12506,院长,डीन,23
4022,寄存器,रजिस्टरों,6
9223,阿巴拉契亚人,appalachian,47
5849,夹层,परछत्ती,69
8574,打火机,लाइटर,52
4548,纠结,टैंगल्ड,70
11737,ft.,फुट,30
5543,halfback.,हाल्फ़बेक,69
13875,他们,उन्हें,6
4128,舞会,प्रॉम,80
6425,尼日利亚人,नाइजीरियाई,65
4250,暹罗,स्याम देश की भाषा,81
77,麦克斯菲尔德,मैक्लेसफ़ील्ड,100
14235,允许,अनुमति देता है,9
3087,火热,उग्र,87
4317,俱乐部,क्लब हाउस,80
2532,fn.,एफएन,90
1849,总体规范,सभापतिमंडल,93
11033,驻军,गढ़ में सेना,32
13010,捕捉,पकड़े गए,18
12767,十年,दशक,17
12290,不像,भिन्न,18
13169,诽谤,अपवादक,16
12595,坚硬的,ठोस,22
12641,减轻,हल्का,21
596,斯特顿,स्टेटसन,94
940,睾丸,वृषण,97
14427,回复,प्रतिक्रिया,10
13663,路易斯,लुइस,12
12060,漫画,हास्य,14
14221,欧洲,यूरोप,5
3757,强壮的,मज़बूत,80
365,猕猴,अफ्रीका का लंगूर,99
2684,群青,नीला सा,89
854,劳工,सोलेर,98
8781,baas.,बाओस,43
3816,家禽,मुर्गी पालन,84
5571,体育场所,स्टेडियम,73
11875,哲学,दर्शन,28
4236,徘徊,भटक,33
10446,战场,लड़ाई का मैदान,39
13628,极,खंभा,12
10045,发言人,प्रवक्ता,42
11629,萨斯喀彻温省,saskatchewan,30
8419,芜菁,शलजम,54
11404,小姐,एमएस,33
310,polymath.,बहुश्रुत,98
7372,症状,लक्षण,58
1030,yarborough.,यरबोरो,97
3421,共价,कोवलेंट,85
1459,帆厅,दौड़ की प्रतियोगिता,92
7033,panhandle.,भीख मांगने का कार्य,63
10701,闪亮的,चमकदार,38
8345,萨拉,साला,55
10731,伤心,दुखी,29
8475,转变,तब्दील,26
14054,展示,दिखाओ,7
3021,梭鱼,बाराकुडा,86
8122,访问,अभिगम,8
10179,马利克,मलिक,41
13416,受欢迎的,लोकप्रिय,13
366,四氢呋喃醇,tetrahydrocannabinol,100
13090,重新分配,पुन: सौंपा,17
9514,ix.,नौवीं,47
3598,上标,ऊपर की ओर लिखा हुआ,82
7462,民俗学,लोक-साहित्य,61
7022,导体,कंडक्टर,62
10203,原子,परमाणु,25
6846,我知道,इक,65
9151,手榴弹,ग्रेनेड,41
9535,推迟,स्थगित,41
10744,鼻子,नाक,35
11163,文明,सभ्यता,11
13222,休斯顿,ह्यूस्टन,16
13056,格雷厄姆,ग्राहम,17
7324,出现,उठता,46
10740,金斯顿,किन्टाल,38
8663,车皮,गाड़ी,46
5976,无聊,उदासी,70
6127,过修,ओवरहाल,59
7701,reg,रेग,59
8196,资助,वित्त पोषित,21
4105,sakai.,सकाई,82
13796,在,में,5
11852,suck,चूसना,21
10978,甜的,मिठाई,35
6764,鳍,पंख,59
9307,首次亮相,शुरू हुआ,18
13140,瑞典,स्वीडन,17
4845,桥播,ब्रिजपोर्ट,77
7892,盟友,मित्र,18
13742,男生,लड़का,10
989,骆驼照片,camelot,97
5651,渗透,असमस,72
453,engron.,अन्तराम,100
1188,vigilante.,सजग,81
10664,氏族,वंश,35
8342,麦格纳,मैग्ना,55
6026,克里希纳,कृष्णा,70
8240,allo,अलो,56
11877,当代的,समकालीन,27
14407,预计,अपेक्षा करना,10
14045,之内,अंदर,10
4187,黑鸟,ब्लेकबेर्द,80
12887,路易斯安那州,लुइसियाना,19
440,希尔,हिलर,100
12593,包装,पैकेजिंग,19
6032,意思,अभिव्यंजना,43
314,风速计,एनीमोमीटर,100
9415,假想,काल्पनिक,47
3171,瘫痪,पंगु,72
3024,lehr.,लेहर,88
9422,约翰内斯堡,जोहानसबर्ग,47
5445,银河系,गेलेक्टिक,73
2803,座,सीटर,87
12381,sv.,एसवी,24
1632,催眠,सम्मोहन,94
12575,光环,प्रभामंडल,22
12831,阿富汗,अफ़ग़ानिस्तान,20
6063,失真,विरूपण,42
4760,壶,केटल,76
4314,马拉雅拉姆,मलयालम,80
187,支流,सहायक नदी,89
12995,大街,मार्ग,18
8913,夹子,क्लिप,37
11520,达尔文,डार्विन,30
2978,锡耶纳,सिएना,88
4844,carlin.,कार्लिन,77
4169,胡子,मूंछ,78
11449,gar,गैरेथ,32
5748,立体主义,क्यूबिज्म,72
6237,尊敬,सम्मान से,11
9255,毕达哥拉斯,पाइथागोरस,48
5720,模式,मोड,33
4895,借助书,हियरफ़ोर्ड,77
8769,容易,आसानी से,52
3893,真核生物,eukaryote,83
2184,拉迪,रेड,90
1782,甘娜,गंगा,93
181,纳洛酮,नालोक्सोन,100
9061,衬衫,शर्ट,35
3636,灌溉,सिंचाई,82
10013,喜怒无常,उदासीन,43
12036,合作,सहयोग,12
9167,草原,मैदानी,47
3599,根深蒂固,आरोपित,77
1675,solon.,सोलन,92
9967,昂贵的,महंगा,32
8654,tex.,टेक्स,53
413,多神教,बहुदेववाद,100
8825,日记,डायरी,46
4066,聚酰胺,बहुविवाह,82
2884,希波克拉底,हिप्पोक्रेट्स,88
5454,青少年,किशोर,32
1138,hav,हवलदार,96
7139,乌古斯丁,अगस्टीन,58
11670,第十三,तेरहवां,30
9341,anastrophe,एनास्ट्रोफ़,48
714,qid.,क्यूद,98
10888,达到顶峰,नुकीला,14
10244,格罗,गिरो,41
6785,乙酰基,एसिटल,63
11035,五十,पचास,34
5436,andromeda.,एंड्रोमेडा,74
8082,una.,ऊना,57
5345,斯诺伊,हिमाच्छन्न,74
11959,犰狳,वर्मी,28
9491,贝尔格莱德,बेलग्रेड,47
3229,鬣狗,लकड़बग्धा,87
14167,家庭,परिवार,11
12228,杰西,जेसी,25
1037,逃亡,भागने वाले,95
11462,圆顶,गुंबद,31
11263,帽,टोपी,22
13524,回声,गूंज,12
850,喀里多尼亚人,स्काटिश,98
7570,爸爸,पिताजी,59
6786,阁下,प्रभुओं,14
13994,天,दिन,6
9055,雷雨,आंधी तूफान,40
7886,超出,पार हो गई,37
8844,屄,कंस,32
11190,海盗行为,समुद्री डकैती,34
10575,发誓,कसम खाता,37
11322,朱利叶斯,जूलियस,33
12636,金,किम,22
8458,结核,यक्ष्मा,54
6081,lex.,लेक्रस,70
9342,骚乱者,दंगाइयों,47
13559,暂时的,अस्थायी,12
12117,图形,ग्राफिक्स,15
442,empt,रिक्तिपूर्व,100
7216,毛茸茸,पोस्तीन का,62
10182,导航,पथ प्रदर्शन,26
329,无关紧要,सारहीन,100
13310,议理,परिषद,15
7976,自我,अहंकार,56
8573,哈勃,हबल,53
5086,猖獗,अनियंत्रित,76
6508,罗文,रोवाण,67
9530,日内瓦,जिनेवा,47
13884,三,तीन,7
14254,操作系统,ओएस,26
12288,sp.,एसपी,25
12419,汤米,मामूली सिपाही,24
7897,搁浅,फंसे,47
5105,专业,स्पेशलिटी,66
13874,那里,वहाँ,5
763,夏南瓜,तुरई,98
2937,有害的,हानिकारक,76
12633,阴谋,भूखंड,20
3932,发音,का उच्चारण करें,38
8726,ag,एजी,52
3066,霍尔,होर्नर,87
8644,地理学,भौगोलिक,32
13694,防御,रक्षा,9
6964,muir.,मुइर,64
2889,猜拳,मोरा,88
9649,rti.,सूचना का अधिकार,45
11140,加载,भार,21
7455,立体声,स्टीरियो,61
3662,oc.,ओसी,84
2118,绝望,निराशा,87
11729,发表,पहुंचा दिया,23
9678,稳定,स्थिरता,31
12203,自由派,उदारवादी,16
5579,nv.,एनवी,73
13485,投票,वोट,10
11139,不可接受,गवारा नहीं,34
7786,兵变,गदर,55
5319,蜜蜂,मधुमक्खियों,33
7855,里诺,रेनो,58
11126,偷偷摸摸,स्नीकी,35
11806,狮子,सिंह,16
1857,服饰,परिधान,93
3642,bandicoot.,एक प्रकार का चूहा,85
11386,satori.,साटन,33
6543,威尔,विल,64
10547,营房,बैरकों,38
2731,雷霆球,थंडरबॉल,88
10490,奥斯曼,तुर्क,38
4089,黏,चिपचिपा,82
8191,捣,लोढ़ा,54
13896,在下面,अंतर्गत,6
6336,神学院,पाठशाला,65
11194,物种,प्रजातियां,34
11276,蛇,साँप,30
3197,卫生保健,स्वास्थ्य सेवा,87
2951,水解酶,हाइड्रोलाज,88
2546,核仁,न्यूक्लियस,90
6219,马塞洛,मार्सेलो,69
10584,欧盟,यूरोपीय संघ,38
11424,仙人掌,कैक्टस,32
794,thaddeus.,थैडियस,98
9414,骚扰,उत्पीड़न,25
13029,独特,अनोखा,17
5288,通心粉,मैकरोनी,75
6740,菠萝,अनानास,65
13456,不必要的,अवांछित,13
10113,阿立迪亚人,ascidian,42
1683,假,दिखावा,76
1499,罗根,रोगन,95
13151,进步,अग्रिम,11
9354,裁判,अंपायर,29
4193,三振出局,मिटाना,38
4973,肌酸,creatine,77
10795,专员,आयुक्त,36
3346,筷子,चीनी काँटा,86
13422,约瑟夫,जोसफ,14
7327,pe.,पी.ई,61
9830,乌鸦,कौआ,40
10111,地图集,एटलस,42
14062,例子,उदाहरण,10
974,术士,करामाती,95
13254,亚洲,एशियाई,15
12404,罗斯,रॉस,24
11498,报纸,समाचार पत्र,14
12148,kn,जानता था,26
12782,排队,पंक्ति में,20
13721,贡献者,योगदानकर्ताओं,10
3533,猪油,चरबी,85
12631,灰色的,धूसर,21
11968,迪士尼,डिज्नी,27
4110,无神论者,नास्तिक,63
809,绝经,अद्वितीय,98
4301,西兰花,ब्रोकोली,80
14076,设计,डिज़ाइन,9
10389,弗拉格斯塔夫,फ्लैगस्टाफ,40
10650,星空,एस्टियन,38
11831,基本上,मूल रूप से,14
5429,狄俄尼索斯,dionysus,74
10138,老板,मालिक,39
6538,傲慢的,अभिमानी,58
2874,妖精,छोटा सा आदमी,86
2959,爱好,शौक,56
3818,eton.,ईटन,84
4743,reprase.,इस प्रकार संशोधित,58
935,硬木,दृढ़ लकड़ी,96
7705,定居者,बसने,55
3546,布尔特,ब्लैटर,85
1353,针织,बुनना,80
11234,准将,ब्रिगेडियर,34
9080,祷告,प्रार्थना,44
9564,伤口,घाव,17
3749,乌拉尔,यूराल,84
8412,引力,आकर्षण-शक्ति,46
8078,世仇,झगड़ा,52
5358,追踪者,स्टॉकर,69
12608,沙漠,रेगिस्तान,21
6293,斯卡伯勒,स्कारबोरो,68
6192,擦除,मिटाने का काम,29
225,back,बैकस्टेच,100
10838,终端,टर्मिनल,24
7132,卡萨布兰卡,कैसाब्लांका,63
8742,拆毁,ध्वस्त,48
13295,天主教,कैथोलिक,15
7765,喊,चिल्लाहट,38
12627,弗朗西斯,फ्रांसिस,22
7186,雕刻,एनग्रेविंग,43
13464,亨利,हेनरी,13
5890,山核桃,हिकॉरी,71
12784,元素,तत्वों,15
1540,水产养殖,मत्स्य पालन,95
9736,舒适,आराम,39
14313,以前的,पहले का,10
4883,ono.,ओनो,77
10833,酋长国,अमीरात,35
2501,过载,ओवरड्राइव,90
9934,体操,कसरत,40
13092,惩罚,दंड,14
411,斜氰.,सायनुरिक,99
13953,后退,पीछे,7
1845,羽脚,बौने,92
1704,拉长,प्रसन्न करना,94
12713,平等的,बराबरी का,13
13225,fell,गिर गया,16
10901,伪造的,उल्लू बनाना,33
9983,人质,बंधक,34
8868,无偏见,निष्पक्ष,51
13713,海,समुद्र,11
9348,丹特,डांटे,48
7835,懊恼,नाराज हो,29
4707,累积,संचयी,74
6364,溶解,भंग करना,38
9754,作坊,कार्यशाला,41
11468,竿,छड़ी,31
10654,说出,खटखटाना,33
11658,余,शेष,30
14085,导演,निदेशक,17
2369,聚乙烯,polyethylene,90
6361,狐猴,बंदर,68
13142,黑暗的,अंधेरा,15
5679,芥末,सरसों,71
841,乌布,छोटी गाड़ी,97
11517,萌,मो,31
13338,毫米,मिमी,15
5559,存在主义,एग्ज़िस्टंत्सियनलिज़म,68
4880,注定,अपराधी,42
14172,代码,कोड,12
9070,猩猩,आरंगुटान,50
8618,奥古斯塔,ऑगस्टा,53
6983,苏打,सोडा,64
12805,飞,उड़ना,12
13546,沿海,कोस्ट,12
1161,马德拉岛,मादेइरा,96
10321,鞋匠,मोची,40
8586,撕裂,फटा हुआ,53
10608,甘地,गांधी,38
5037,不愉快,अप्रिय,73
330,戴维,डावे,85
3979,torchwood.,टॉर्चवुड,82
1618,玄武岩,बाजालत,92
4164,凉拌卷心菜,कोल स्लॉ,81
6388,洗,धुलाई,41
3126,萨罗蒙,सॉलोमन,87
10861,cox.,कॉक्स,37
9285,坦白说,सच कहूं,48
3639,防锈的,स्टेनलेस,85
5350,喜马拉雅山,हिमालय,74
11850,发生,ह ाेती है,10
12957,渥太华,ओटावा,18
3329,心肌,दौरे,86
1958,回忆,अनुस्मरण,80
3788,catalina.,कैटालिना,84
5199,拉布托,चौकीदार,75
931,厘索,तारककेंद्रक,97
8080,赫斯特,टीला,57
10320,限制,सीमाएं,8
13593,戴夫,डेव,12
9234,小麦,गेहूं,48
12069,锤子,हथौड़ा,26
5633,波莫纳,pomona,72
10130,聪明的,बुद्धिमान,17
14091,n,एन,8
2348,不宜,नहीं करना चाहिए,90
4271,iba.,आईबीए,81
8779,猩红,लाल,50
8157,瓦,वैल,56
5561,cst.,सीएसटी,73
4615,不重要,महत्वहीन,79
6216,beatrice.,बीट्राइस,69
6811,肖邦,चोपिन,64
4900,青霉素,पेनिसिलिन,77
11148,下载,डाउनलोड,26
3435,肤色,स्किनहेड,79
3390,不友好,अमित्र,85
3525,戈兰,गोरान,85
13607,浏览器,ब्राउज़र,12
1191,吸入,इनहेलेशन,72
6239,ur,आग्रह,21
14227,返回,वापस करना,9
9382,鼓,ड्रम,28
10559,选民,मतदाता,33
2490,贝尔德,बिल्डर,90
8757,莫扎特,मोजार्ट,52
6552,奇瓦瓦,चिहुआहुआ,67
9252,公制,मीट्रिक,46
10183,不确定,अनिश्चित,41
14212,指控,प्रभार,14
11410,过错,दोष,29
7528,词汇表,शब्दकोष,60
7944,尘土飞扬,मटमैला,58
13682,卡罗莱纳州,कैरोलिना,12
2366,填,क्रिप्स,72
7659,遗忘,विस्मरण,60
9076,奇异,विचित्र,49
4734,子集,सबसेट,57
10191,紧张的,बेचैन,41
10531,贝鲁特,बेरूत,39
5194,cofactor.,सहायक कारक,71
4872,leto.,लेटो,77
7001,杰普林,चैपलिन,64
1392,征收,आरोपण,95
9825,mp.,एमपी,44
13779,威廉,विलियम,9
10628,教学,शिक्षण,28
20,板条,पत्थर की पटिया,87
13104,里面,के भीतर,16
477,posthumous,मरणोत्तर,68
13234,亲,प्रिय,16
6464,拍卖,नीलामी,58
10524,立方体,घनक्षेत्र,37
12961,黄色的,पीला,18
11349,客人,अतिथि,28
13131,gay,समलैंगिक,16
7929,印刷,इंका,38
13277,叉,पार करना,11
573,硝酸,नाइट्रिक,99
13726,以色列,इजराइल,12
5235,shih.,शिह,75
1129,哈卡,ओका,95
164,cir,दंगल,100
3691,sconer.,स्काउटर,84
8696,闲话,गपशप,52
363,明亮地,चमकते हुए,100
3743,双鱼座,मीन राशि,84
9044,预言家,नबी,45
13587,马丁,मार्टिन,12
948,hsien.,सिएन,97
2462,修辞,शब्दाडंबरपूर्ण,58
12853,萨摩亚,समोआ,20
1595,sle,धसान,93
12638,强度,तीव्रता,17
9669,暗黑破坏子,डियाब्लो,45
1601,车床,खराद,94
686,签名者,हस्ताक्षर करने वालों में,88
2133,艺妓,गीशा,91
4581,晴雨表,बैरोमीटर,79
10644,樱桃,चेरी,38
1149,步步高,बैकगैमौन,96
7367,马克思主义者,मार्क्सवादी,57
12231,小说,उपन्यास,13
2636,头巾,पगड़ी,87
546,逾期,अतिदेय,99
1578,液晶,एलसीडी,94
11172,骑术,राइडिंग,22
10707,峡谷,कैन्यन,38
8641,专业人士,पेशेवरों,15
1490,郝,हाओ,95
6666,退回,रिटूक,66
11820,技能,कौशल,24
11297,凯特,कैट,32
6711,朦胧,मेसियर,66
5098,外交官,राजनयिक,33
10826,珊瑚,मूंगा,37
12708,投掷,ढालना,19
8631,羊肉,मेमना,49
13687,坏的,खराब,12
839,塞夫尔顿,सेफ़्टन,98
7137,接管,कब्जा,62
7958,prof,गंभीरतापूर्वक,58
12346,混乱,गड़बड़,19
84,百日咳,काली खांसी,100
666,重新,दोहराव,64
12463,台湾,ताइवान,23
9587,裤子,पैंट,46
14511,离开,छुट्टी,7
12294,北约,नाटो,25
9116,哎呀,उफ़,50
438,通道,दालान,94
5990,浓咖啡,एस्प्रेसो,70
7371,博德,बोयर,62
514,黄蜂,ततैया,57
9707,和谐,सद्भाव,43
6779,质地,बनावट,58
8499,麦地那,मेडिना,54
4598,取代,अधिक्रमण,71
4926,庞,वेदना,76
6343,海峡,जलडमरूमध्य,41
7305,裸露,नग्नता,62
11122,颊,जलदस्युओं,34
11941,韦德,उतारा,27
3381,缩略图,लघुचित्र,60
5168,rg.,आरजी,75
6149,升起,उठी पं,69
12073,间谍,जासूस,25
3085,透露,खुलासा,59
954,antaeus.,एंटियस,97
13944,约克,न्यूयार्क,8
12774,东南,दक्षिण-पूर्व,20
7282,昆虫,कीट,57
10776,想象,कल्पना कीजिए,29
1202,杜姆,डम,96
3873,行人,पैदल यात्री,75
8058,格林纳达,ग्रेनेडा,57
14225,主要的,मुख्य,7
11425,堪培拉,कैनबरा,32
2985,慈善,दानशील,86
7774,布鲁克尼,ब्रूकी,59
11862,标题,हैडर,9
10192,伽玛,गामा,41
6008,普通话,अकर्मण्य,70
6084,哈希,हैश,63
7314,malkin.,मॉल्किन,62
13121,风,हवा,12
3584,seraphim,सेराफिम,85
8794,萨拉托加,साराटोगा,52
8524,年表,कालक्रम,38
13770,足够的,पर्याप्त,11
10311,不平衡,असफल,40
8752,切诺基,चेरोकी,51
10953,覆盖,कवर,8
4354,马赫,मच,80
278,展览会,मेले के मैदानों,98
4668,贵族,कुलीनता,78
10411,道德,शिक्षा,30
7051,易于,प्रवृत्त,63
5265,cher,चर,75
7592,显然,ज़रूर,10
3933,过早,समय से पहले ही,50
8459,财政部,ख़ज़ाना,54
567,雅各波塔,जेकोबीन,96
5114,算盘,अबेकस,76
7680,手淫,हस्तमैथुन,55
4387,茉莉花,चमेली,78
9974,塞内加尔,सेनेगल,43
4915,战后,लड़ाई के बाद का,77
5532,柏,सरो,73
9310,总部,मुख्यालय,16
4714,光明节,हनुका,78
14207,特别的,विशेष,10
10454,林恩,लिन,39
5368,白种人,कोकेशियान,73
13839,a,ए,5
5799,保守主义,रूढ़िवाद,71
13146,威斯康星州,विस्कॉन्सिन,17
11676,雅加达,जकार्ता,30
12452,传播,फैलाव,21
11225,父母,माता-पिता,24
12742,武装,हथियारबंद,12
10442,狗,टेरिए,38
7772,硝酸盐,नाइट्रेट,55
2037,sau.,एसएयू,92
759,除臭剂,डिओडोरेंट,95
12504,光盘,सीडी,23
1787,撇号,अक्षर लोप,66
11645,雪佛兰,शेवरलेट,30
5542,生物化学,जीव रसायन,73
4909,塞拉,सेरा,77
5848,弗里德曼,फ्राइडमैन,71
7210,文字,शाब्दिक,35
11069,生的,कच्चा,35
5061,赶,बेदख़ल,64
10828,古,कोका,37
379,炉,भट्ठी,92
158,limbo.,लीम्बो,100
10894,蒂莫西,टिमोथी,37
1056,丝氨酸,सेरीन,91
12577,迪,डि,21
1520,不道德的,अनैतिक,94
9559,克里斯,क्रिस,46
4641,经济学家,अर्थशास्त्रियों,54
2356,卖家,फ्रेज़र,90
14517,西,वेस्टर्न,10
9579,探戈,टैंगो,46
11582,泰勒,टायलर,31
12501,荷马,डाक का कबूतर,20
3091,诺福利亚语,नाथब्रियन,87
10132,立即的,तुरंत,41
10151,经济衰退,मंदी,38
7300,论文,थीसिस,62
9981,9月,घराना,43
12112,科威特,कुवैट,26
13297,金的,स्वर्ण,15
3882,土拨鼠,ग्राउंडहॉग,83
168,施密茨,श्मित्ज़,100
10260,韦斯利,वेस्ले,41
13547,公式,सूत्र,12
8308,纳粹,नाजियों,23
8879,塞内卡,सेनेका,51
10973,马达加斯加,मेडागास्कर,36
52,心跳,दिल की धड़कन,99
10109,身份定地,अज्ञात,41
2246,米妮,मिनी,91
9866,惠特曼,व्हिटमैन,44
3348,lo,करघा,64
7480,凯尔,केल,61
12993,职员,कर्मचारी,18
1381,淋巴管,लिंफ़ का,95
6625,土狼,कोयोट,50
14245,额外的,अतिरिक्त,6
10499,holden.,होल्डेन,39
12400,干净的,साफ,18
1432,纳税,एनएवी,95
953,花瓣,पंखुड़ियों,89
9801,toi.,टाइम्स ऑफ इंडिया,44
11168,借口,क्षमा,32
9752,唱,गाया,45
12997,汉密尔顿,हैमिल्टन,18
786,大湖,रवींद्र,98
5068,拉下,नीचे खींचना,76
4764,理发,बाल काटना,75
4363,荣幸,सम्मानित,13
11987,高速公路,हाइवे,23
12436,宽慰,छुटकारा,23
13271,中继,रिले,15
4873,喋喋不休,रैपर्स,26
4138,全能,सर्वशक्तिमान,81
5971,告别,बिदाई,69
5172,祖母,दादी मा,74
430,天坛,दयान,100
8372,麦克白,मैकबेथ,55
12754,百分比,प्रतिशत,20
14346,商业的,व्यावसायिक,8
7785,蝾,सैलामैंडर,59
3517,argyll.,अर्गिल,60
3063,蓝宝石,नीलम,87
9247,珍妮,जेनी,47
14405,十月,अक्टूबर,5
14306,发行,जारी किया,8
1146,aikido.,एकिडो,96
10289,阿米尔,अमीर,40
2788,伦勃朗,rembrandt,88
12745,照片,फोटो,11
1593,iff.,आईएफएफ,94
14389,正在做,कर रहा है,5
8862,老挝,लाओस,48
646,chartreuse.,षाट्रेज़,99
7093,斯诺克,स्नूकर,63
5997,斯坦因,बीर पीने के लिये मिट्टी का प्याला,69
8424,霍勒斯,होरेस,54
4004,恐怖症,भय,82
10636,西奥多,थियोडोर,38
188,rox.,रोक्स,100
7965,枯萎,विल्ट,56
12143,鸟,चिड़िया,23
10916,铜,तांबा,36
4044,加尔各答,कलकत्ता,82
10261,党派,पक्षपातपूर्ण,36
8944,压倒,ज़बर्दस्त,36
12651,肯,केन,21
5234,伏特加,वोडका,74
12760,布拉德,चपटी कील,20
7225,θ.,थेटा,62
8062,参数,मापदंडों,42
1800,黑脚,ब्लैकफुट,93
11591,退伍军人,दिग्गजों,22
3162,连锁,कड़ी,81
14017,操作,ऑपरेटिंग,6
896,尼像,निमरॉड,96
13894,这些,इन,6
645,托伦斯,टोर्रेंस,99
4099,哥林斯,कुरिंथ,82
9937,先生们,सज्जनों,43
6259,宣扬,शपथ ली,68
6847,格雷,गुर्रे,65
5546,帕莎,पाशा,73
3742,蒙,मंगोलियन,82
4636,凫,जंगली बत्तख़,77
