ID,CHINESE,RUSSIAN,INTERVAL
9234,小麦,пшеница,50
6364,溶解,распустить,39
4387,茉莉花,жасмин,79
11216,美丽的,прекрасный,27
3220,波浪状的,волнистый,86
311,纱丽,сари,97
1758,兴奋,взволнованный,51
13666,王国,царство,12
7961,凯茜,катистота,59
13878,所以,так,5
3562,分手,расставаться,83
13339,孔,уклон,15
118,企业家精神,предпринимательство,100
9069,博格,борг,51
14461,带,принимает,5
1207,列宁主义者,ленинист,96
9053,阴霾,мгла,49
8837,凶猛的,яростный,50
10422,撒谎,врущий,20
11008,大使馆,посольство,35
6735,鲶鱼,сом,67
10924,艾米,эми,35
12424,午夜,полночь,24
11868,内阁,кабинет,29
6232,hon,утонченность,70
4526,姓,фамилия,38
47,斯皮茨,шпиц,100
9333,持久,устойчивый,30
11809,克里,керри,30
178,贝塞斯达,bethesda,100
12763,von.,варенье,21
5163,折扣,скидка,57
1682,受访者,интервьюирование,86
13984,百分点,цент,25
8223,后缀,суффикс,53
9156,阿伯丁,абердин,51
380,烷烷,алкан,96
265,理智,здравомыслие,100
8893,potomac.,потомак,52
484,父母身份,родительство,99
7072,重新加载,перезагрузка,53
9938,不到,кантри,44
7249,bur,бургесс,61
13213,马萨诸塞州,массачусетс,16
3957,钢琴家,пианист,80
2679,罗莎琳德,розалинда,90
7757,浪漫主义,романтизм,60
12325,upropropical.,экстратропно,25
14092,运营,операции,6
10608,甘地,ганди,39
10489,屋顶,крыша,38
5505,配额,квота,67
1754,助药版,мнемонический,90
1174,甘蔗,карн,93
11542,摩洛哥,марокко,32
7671,生态,экология,51
2741,简单,упрощенный,88
10519,兽,зверь,38
5096,不诚实,нечестный,77
7239,儒,конфуцианство,62
12425,ariel.,ариэль,24
14408,人物,фигуры,12
10100,口服,оральный,40
12713,平等的,равный,14
10935,橡木,дуб,33
12033,海盗,пиратский,18
5795,呜,вулки,70
3920,腐蚀,коррозия,80
4923,重新安排,перенесено,74
11076,音乐家,музыканты,21
8145,炎症,воспалительный,58
4982,割礼,обрезание,75
12058,琐事,мероприятия,28
11933,航空公司,авиакомпания,24
4486,格里姆姆,грит,81
13087,金属,металл,17
5980,vila.,вила,72
4698,met,мети,74
3911,伊莱恩,элейн,84
13985,民众,публичный,8
9525,无家可归,бездомный,41
5620,秃鹰,кондорация,72
5877,诋毁,дискредитировать,55
3312,航空学,аэронавтика,71
6291,压制,подавить,39
10076,阿尔忒弥斯,artemis.,44
2529,比赛,сдвинуть,89
2471,中介语,межъянга,90
3799,麻疹,корью,85
5988,烂,сгнивший,72
10625,nr.,норм,39
11403,专家,эксперт,24
4022,寄存器,реестры,6
10032,默认,по умолчанию,40
1441,札记,арамейский,95
335,塔尔扎恩,тарзан,100
9128,字节,байты,44
3942,泛滥,эксплуатируется,41
4198,磷酸酶,фосфатаза,82
573,硝酸,азотный,99
4348,bason.,базовый,82
3444,核武器,надувательство,79
11861,深度,глубина,29
3358,泌尿版,мочеиспускание,87
5905,cartman.,картман,72
10072,传奇的,легендарный,44
3135,外科,хирургический,85
949,地质学家,геологи,76
9486,拱,арка,45
9823,石油,нефть,45
10428,中风,инсульт,36
3872,同名,эпоним,83
2819,不法行为,правонарушение,88
1329,gargoyle.,горгулья,92
434,anschluss.,аншлусс,100
3506,rad,редикс,86
6777,亚麻布,белье,66
11998,不良,плохо,28
10287,切斯特,честер,42
11892,惯例,конвенции,12
2891,淹没,затопленный,77
14245,额外的,дополнительный,6
783,概率,проб,97
826,房东,арендодатель,91
538,纳税,налогом,99
5303,wiking.,викинг,76
10415,朱丽叶,джульетта,41
12917,未被评罪,безрезультатно,19
2079,痔,геморрой,91
548,melodrama.,мелодрама,98
5654,吉普赛人,цыган,68
4124,放纵,снисходительность,67
846,立交桥,путепроводы,92
12478,大大,значительно,24
13598,特色,представлен,9
4246,摇动者,шейкеры,72
10842,疏散,эвакуация,23
10811,伦纳德,леонард,38
14290,北,север,8
2433,泥炭,торфяна,91
1188,vigilante.,линчеватель,82
14168,政策,политика,6
586,未经审查,бесцензурный,99
1206,疥,чесотка,96
12955,犹太人,еврейский,19
10381,墨盒,картридж,37
1744,卡拉姆,калама,93
3352,烫发,перми,87
5265,cher,шер,76
6463,硅藻土,tripoli.,68
8572,布尔克,заблуждение,55
12532,阐明,прояснить,21
9879,克里米亚尔,крымс,45
6135,鸡尾酒,коктейль,65
4626,纽特,тритон,79
5732,邓布利多,дамблдор,73
9648,午餐,обед,47
12132,边缘,край,22
12107,受控,контролируемый,11
8334,hershey.,герши,56
13564,篮球,баскетбол,12
9862,悲剧,трагедия,43
9722,监视,наблюдение,46
3571,vivian.,вивиан,85
5302,爪,овладенец,72
8635,蟾蜍,жаба,53
8995,萨迦,сага,51
4471,ola.,ола,81
12468,莫里斯,моррис,24
11150,隐藏,спрятать,26
7507,胆小,трусливый,62
7559,虫子,чертеж,62
10947,接待,стойка регистрации,28
14444,继续,продолжение,5
10484,sh,шикарно,40
8296,瘸,хромой,56
10285,肉,мясо,41
8802,重新考虑,пересмотреть,50
3513,同化,ассимиляция,74
14451,损失,убытки,9
3440,棋圣,гроссмейстер,87
6183,卡特尔,картель,65
1559,米纳,milner,95
2244,睑板,тарсус,91
14150,有能力的,способный,6
3050,蓟,чертополох,82
10034,泪水,слезы,34
9100,柔道,дзюдо,51
411,斜氰.,цианурический,99
12299,理由,основания,12
9284,不成功,безуспешно,44
4601,思科,cisco.,80
1780,大力,энергично,66
13261,百科全书,энциклопедический,16
11353,比利时人,бельгийский,34
11575,组织,организация,20
7985,强加,навязывать,33
11770,斐济,фиджи,30
12762,鹰,орел,14
3427,枝,трески,87
8768,菜单,меню,52
9209,蒙娜,мона,50
10342,丹麦语,датский,41
6872,消亡,кончина,65
6301,晕眩的,испытывающий головокружение,65
10393,情人节,валентинка,40
8907,特伦顿,трентон,52
12308,对流,конвекция,24
2901,尿布,подгузник,85
10640,季前赛,предсезонный,39
2093,第纳尔,динар,83
359,装载机,погрузчик,95
6296,生活方式,стиль жизни,63
6450,充电器,зарядное устройство,30
4142,dark,темнее,82
10181,饥饿,голод,43
3841,boomerang.,бумеранг,84
13173,中学,вторичный,16
9949,包围,окруженный,24
6646,可行的,жизнеспособный,67
6693,della.,делла,67
6462,格拉纳达,гранада,69
4837,冰箱,холодильник,64
992,光泽,глянец,87
14310,某物,что-нибудь,7
7307,发明者,изобретатель,53
2361,陵,мавзолей,90
8972,陷阱,ловушка,34
6519,硬化,склероз,68
5190,风门,дроссель,71
2174,钉子,привязывать,70
6553,达克,дак,67
6177,大脚,большая ступня,70
277,轿车,седаны,49
9244,卡罗琳,кэролайн,50
11434,甲基,метил,32
7493,淋浴,душ,47
3856,配件,аксессуары,67
10978,甜的,милая,36
12812,触碰,трогать,17
1788,索拉,сора,93
4003,伍德拉夫,woodrauff.,83
11986,丹尼,дэнни,28
14152,包裹,упаковка,20
3857,蘸,окунать,61
6816,格伦泰,глендейл,66
10503,辐射,радиация,38
12643,邀请,приглашенный,6
14431,楷模,модели,12
5706,叹,вздох,70
3781,最深处,самый глубокий,85
2256,摩泽尔,мозель,91
1341,菲尔梅尔,филимон,96
6609,祖先,предков,67
9409,达里克,деррик,49
12415,黎明,рассвет,24
8200,lite.,лишать,56
1692,脱水,дегидратация,89
12377,坎贝尔,campbell.,25
11965,束,связка,28
11215,垒手,позывный человек,35
14418,显示,показано,7
13556,皇室,королевский,12
7253,欺诈,списывание,47
3384,不相容,несовместимый,81
7099,叛国,измена,62
10789,工具,инструменты,19
9982,减,минус,44
6012,胫骨,голенина,72
4418,springbok.,газель,67
9993,到处,где угодно,44
1673,熟悉,ознакомиться,89
11077,探险家,проводник,23
11472,耶路撒冷,иерусалим,33
9917,a,алеф,45
9542,可疑的,подозрительный,46
17,狂热学,фанатика,64
9247,珍妮,дженни,48
13194,哦,ой,16
1505,巴塞特,бассет,95
7097,初始化,минисеры,64
2649,勃艮第,бургундия,90
12120,踪迹,тащить,18
13676,草案,черновик,11
572,爬行动物,рептилия,99
5285,神道,shinto.,76
6692,蠕虫,черви,46
7708,豪猪,дикобраз,60
6897,合奏,ансамбль,62
4197,异构,изомер,69
8109,储物柜,шкафчик,57
5168,rg.,рентабельность,76
2168,显着,залитый,87
7236,参考书目,список используемой литературы,62
5824,林登,липа,72
13353,贡献,способствовать,15
6448,高棉,к кхмерам,69
13013,时尚,мода,17
8555,昆西,повседневный,55
1581,道具,реквизит,62
270,支持者,пропорент,72
1982,累积奖金,джекпот,92
4195,俯冲,субдукция,77
10678,承诺,обещать,24
6799,批,партия,62
858,建筑,конструкции,5
9492,模糊的,двусмысленный,40
5748,立体主义,кубизм,73
6501,杰里科,jericho.,68
11646,雷达,радар,30
7326,重置,сброс настроек,60
2618,大惊小怪,суматоха,86
4092,芭蕾舞短裙,пачка,83
8103,不可缺少的,интеграл,23
8401,库尔德,курдский,56
8398,巧合,стечение обстоятельств,39
10255,密度,плотность,41
743,dear,дорожно,98
7298,景区,живописный,63
13917,总统,президент,10
1261,嘲笑,насмешка,33
6493,腹部,живот,49
5102,舍,чепуха,76
5431,k,kilt.,74
6815,琵琶,люте,66
13292,约旦,иордания,15
8539,请愿,петиция,40
13518,底部,нижний,13
13416,受欢迎的,популярный,13
12535,突击,атаковать,21
9219,流氓,гангстер,48
12164,举起,поднимать,16
10810,牺牲,жертва,37
3633,射手座,стрелец,85
11456,巴格达,багдад,33
8589,加德,дозатор,55
12602,马拉松,марафон,22
7193,巴洛,барлоу,63
87,漂,отбеливание,39
1399,效力,потенция,95
10733,邻里,район,33
179,遣返,репатриация,82
2140,浸泡,пропитанный,84
9073,改名,переименовать,21
2178,无争议,неутера,90
3114,脾,селезенка,87
7615,笑,улыбается,28
12875,香味,запах,20
2571,西门子,siemens,90
9550,南极洲,антарктида,48
2429,anc,анк,91
4557,帕里,парировать,77
6964,muir.,мюр,65
9141,赌棍,блантер,51
10313,步行,гулять пешком,13
13747,蓝色,синий,10
4930,风镜,очки защитные,74
12973,伊朗,иран,19
6958,无形,нематериальный,65
14192,同意,согласованный,11
4924,纳塔尔,натал,78
12220,sett,поселился,21
9221,卡门,кармен,50
5450,游客,посетитель,9
10129,意识到,осуществленный,23
1091,沙巴特,шабат,96
5947,密克罗尼西亚,микронезия,72
6435,非洲人,африканцы,13
14292,案例,случаи,6
1292,托尔斯泰,толстой,96
3321,反岩,антициклон,80
13615,tagalog.,тагалог,12
2920,盎格劳,anglian,86
2135,念珠,розарий,92
12498,运气,удача,23
10855,光滑的,гладкий,37
186,莫尔,могул,95
10427,稳定的,стабильный,39
7828,三脚架,штатив,59
8465,慢性的,хронический,55
4632,饼子,блин,74
7823,克莱尔,клэр,47
2544,不均匀的,неровный,90
7712,罗维,корвет,59
903,倍,вдвойне,97
5810,蕨类,папоротник,72
9813,五角大楼,пентагон,43
2358,海水淡化,опреснение,90
10928,谈判,переговоры,25
11890,徽,герб,27
10059,树桩,пень,37
6421,eros.,эрос,69
1976,军团人员,легионеры,89
8602,百年,столетие,52
10773,唐诺万,донован,38
13147,漂亮,симпатичный,17
9419,仙女,сказочный,47
11955,打猎,охота,23
1153,inane.,нанесение,94
8599,多媒体,мультимедиа,54
6818,电视圈,телепередача,58
12769,汉普郡,гэмпшир,21
1226,歌舞表演,кабаре,96
13974,团结的,объединенная,6
5927,头痛,головная боль,67
13166,火车,тренироваться,10
10136,丝绸,шелк,42
12073,间谍,шпион,26
2685,杓,ковш,89
4815,衣柜,гардероб,77
1793,纤维素,целлюлоза,88
4946,重申,подтвержден,56
13841,其他,другой,5
4409,伯特利,ветль,81
3450,页脚,нижний колонтин,83
3630,cr,карабпер,85
5825,放牧,стадо,67
12666,神话,мифология,21
9042,桑德拉,сандра,51
11464,市中心,в центре города,33
5797,半导体,полупроводник,69
4024,劈开,расщеплять,74
6153,证书,реквизиты для входа,68
10094,贬义,демиурге,43
13929,方式,способ,7
10403,污秽,грязь,41
7331,路由器,маршрутизатор,61
3904,sifaka.,сифака,84
12561,es.,эс,23
5391,came,камея,74
4800,露出,разоблачение,35
7295,斯波坎,спокоенность,63
240,吐痰,плевать,26
5552,脊柱,систина,74
3281,苯甲酸盐,бензоат,87
1746,巴卡,бака,93
11975,盖茨,ворота,20
8405,乌尔斯特,ульстер,56
4176,lanier.,лэньер,82
2279,克里奥尔,креоль,91
11242,lay,класть,31
14073,可能的,возможный,7
13837,你,ты,5
11682,冷杉,ель,31
8430,洛克克洛克,репутация,56
2974,玉兰,магнолия,85
6227,酵母,дрожжи,70
6013,专栏作家,обозреватель,66
3846,许可方,лицензиум,85
7558,签证,виза,57
2486,康尼,кони,90
13629,杰克,разъем,12
5543,halfback.,полузащитник,70
11510,欧内斯特,эрнест,33
6808,雅比,abby.,66
5874,蛋白质,белки,29
7051,易于,склонный,64
6176,糖浆,сироп,70
1837,耶泽贝尔,иезавель,93
3667,制裁,санкция,14
14420,命名,названный,6
10680,裁决,постановление,7
9239,地毯,cartier.,50
13927,星期,неделя,8
11816,假冒,подделка,27
7308,猪肉,свинина,62
7935,w,винер,45
4949,无政府主义,анархизм,75
11606,氧,кислород,31
6649,康妮,конни,59
2737,教科文组织,юнеско,89
2677,agr,аграрный,87
9894,登记,регистрация,42
13322,嘿,привет,15
7218,拳头,кулак,53
4417,重新发行,перераспределение,80
10698,重新评估,переоценка,38
12094,阙,que.,27
1834,muckraker.,макушка,90
12580,演讲,речь,22
9501,帮派,банда,22
2492,叛徒,предатель,76
3330,响尾蛇,гремучий,87
11128,分散式,распределен,19
7161,鲁德,rudd.,64
8790,芝麻,сезам,53
2855,粗心,беспечный,85
5425,大号角,большой рог,75
395,胖乎乎的,круглолицый,100
8375,sci.,санка,56
10873,遗产,наследство,38
13185,帕特里克,патрик,16
11421,情况,обстоятельства,32
5978,wis,зрелище,72
12679,偏见,пристрастный,21
5274,福音里奥,евангелион,76
2133,艺妓,гейша,91
1453,慰藉,утешение,95
10932,三角形,треугольник,36
9506,重力,сила тяжести,48
12254,内部的,внутренний,9
9205,多莉,долли,50
13432,样板,котельная,14
6240,全球定位系统,gps,14
3629,ashanti,ашанти,85
10785,致远的,здравый смысл,38
13461,较短,короче,13
5342,多年生,многолетний,73
14095,平均的,средний,10
13643,村庄,деревня,12
8992,推动,пропустить,39
14446,让,позволять,9
7837,摇,встряхнуть,48
8038,磷,фосфор,58
12084,组成,сочиненный,21
13600,彼得,питер,12
12894,省,провинция,17
7642,序幕,прелюдия,59
11787,清理,очистка,30
3593,撒玛利亚,самаритан,84
4990,颚,челюсть,58
11495,head,обезглавленный,33
7979,临时,перигелион,59
7283,卡罗姆,карамболь,62
1741,惠顾,патронаж,93
7254,层数,слои,36
6250,溺水,утопление,49
8807,洞察力,восприятие,47
3189,科纳,кона,88
5651,渗透,осмос,74
4432,谷氨酸,глютамат,78
11858,高度,высота,22
9690,哈特福德,гартфорд,47
9364,过夜,с ночевкой,49
6604,露,росы,67
10588,砂光机,шлифы,38
12472,ann,анна,18
4262,腹股沟,пах,82
5473,不等式,неравенство,68
3400,肌肉,мышцы,36
11090,卡塔尔,катар,37
3715,洗碗机,посудомоечная машина,81
7156,尼基,никки,64
5952,威妥怀疑,wainwright.,72
10153,松树,сосна,40
1386,an,анаморфы,96
1056,丝氨酸,серина,91
8619,厨房,кухня,41
2743,教条,догма,88
9566,格拉米,грэмми,48
8984,招募,принять на работу,23
10596,赛马,routehorse.,29
13236,戴维斯,дэвис,14
8716,免责声明,отказ от ответственности,19
8863,伍迪,древесный,51
7824,乌托邦,утопия,60
5690,家畜,скот,74
12091,低音,бас,27
8961,海明威,хемингуэй,52
12987,jean.,джинс,18
10138,老板,босс,40
1762,间歇性,прерывистый,83
11907,夏洛特,шарлотта,29
1357,碱性,щелочный,93
9637,扫,подметание,28
11554,平衡,остаток средств,24
10283,马赛克,мозаика,41
8485,石墙,каменная стена,54
11063,可乐,кола,37
10176,拉合尔,лахор,43
4241,牛皮纸,крафт,82
6528,剂量,дозы,48
3558,介导,опосредованный,26
12373,更新,обновить,7
12069,锤子,молоток,26
7826,克里斯汀,кристин,60
2694,茶壶,заварочный чайник,90
13389,摇头,вагурки,14
5186,系数,коэффициент,72
11711,奥利弗,оливер,27
5228,关节炎,артрит,76
3393,斯洛文尼亚语,словенский,87
12281,慢慢地,медленно,26
1037,逃亡,сбежать,96
1778,盛,шэн,93
13330,蘑菇,гриб,15
12617,援助,помогать,16
9702,鞋,обувь,34
11079,东南部,юго-восточный,37
4821,斯堪的纳维亚语,скандинавский,74
10442,狗,терьер,40
11380,垂直的,вертикальный,30
7872,无限地,бесконечно,26
1921,粘液,слизь,93
2895,necrophilia,некрофилия,88
12264,碳,углерод,24
12929,三倍,тройной,18
6717,赞誉,признанный,54
12463,台湾,тайвань,24
6657,马来语,малайский,59
12640,柜台,прилавок,21
1926,伯爵夫人,графиня,93
8041,虚假,поддельный,58
13718,河,река,11
3286,神经,нервы,51
12823,有创造力的,творческий,20
1957,aspartame.,аспартам,93
3727,死水,стоячая вода,85
3644,非营利组织,некоммерческий,85
14021,国家的,национальный,7
10604,购物,поход по магазинам,24
8990,线索,подсказка,42
834,乳罩,лифчик,95
9802,奇怪,удивительно,21
5740,兽医,ветеринарный,73
9513,巴特利特,бартлетт,48
2435,赤尿式,кислотность,91
869,伪影,артефакт,60
8413,随意的,повседневная,52
13184,轻轻,слегка,16
3615,狼蛛,тарантула,85
8343,美洲狮,пустяк,33
6523,传染性,инфекционный,68
12429,孤儿,осиротел,23
4420,spitzer.,шпитцер,81
7467,透明度,прозрачность,46
10942,熟食店,гастроном,38
2564,萨尔玛,сальма,90
3918,吉迪,гедеон,84
13026,不准确,неточности,18
4668,贵族,дворянство,79
8864,市郊,пригородный,36
10851,lo,воплощение,38
11973,南希,нэнси,28
8458,结核,туберкулез,55
13351,湖,озеро,14
2714,笑声,гипс,63
9059,选择,выбирая,7
7400,archie,арчи,62
10164,奥马哈,омаха,43
10875,尼泊尔,непал,38
4766,quid.,выводок,78
11572,槊,ландшафт,31
14236,被杀,убитый,10
14341,中央,центральный,10
5402,轮缘,оправа,65
6198,旗舰,флагман,70
12283,秘鲁,перу,26
13298,加里,барас,15
2650,加密,крипто,90
6155,冲浪者,серфер,60
8613,传闻,слух,54
7187,谣传,по слухам,31
12092,灭活,инактивированный,26
5387,苯,бензол,75
2219,不可预测的,непредсказуемо,88
5765,bk.,бк,73
7062,斑点,оправдатель,64
6945,中子,нейтрон,64
8884,效率,эффективность,34
1203,扭伤,растяжение,70
9732,爱丁堡,эдинбург,46
5565,序曲,увертюра,70
4647,布兰科,blanco,80
12691,友好的,дружелюбный,22
12278,fb.,фб,26
12837,西雅图,сиэтл,20
8366,演习,маневренность,42
13872,因为,потому что,7
13550,5,5.,13
2179,沙海,шахи,91
11112,格里芬,грифон,36
11013,piquet.,пикет,37
658,现存,высадка,98
12742,武装,вооруженный,12
8847,黄道带,зодиак,53
10460,浪漫,романтика,40
5014,按摩,массаж,76
6437,工匠,ремесленник,69
10499,holden.,холден,40
10784,据说,отчетливо,38
512,伊尔岛,иль,99
14217,再次,снова,5
4084,最快弹球,фастбол,82
1655,疙瘩,прыщ,94
811,同i,там же,98
6886,石棉,асбест,66
4784,纸板,картон,79
8027,伊莎贝尔,изабель,58
11012,西北地区,на северо-западе,37
2070,巴兰那,барангай,92
10401,玩具,игрушка,36
719,稀释,тоньше,98
8274,亡灵,нежить,57
6147,赔偿,репарации,66
9778,赌场,казино,42
13257,小心,осторожно,7
4788,哈拉斯,халас,75
11517,萌,млекопитающее,32
11331,徽章,отличия,34
10756,战士,воин,23
12790,打败,поражение,9
10782,印度菜,индусский,34
7151,var.,вар,64
1232,溴化物,бромид,95
2111,淋巴瘤,лимфома,91
10048,面包,хлеб,43
850,喀里多尼亚人,каледон,98
1690,青光眼,глаукома,94
3703,不存在的,несуществующий,82
9746,绝望的,отчаянный,38
10388,斯特纳斯,межгосударственный,40
13528,亚当,адам,11
9386,保加利亚语,болгарский,46
11581,罗斯福,руозвельт,32
7794,醉,пьяный,60
9161,kip.,кип,50
10778,省级,провинциальный,38
13619,可用的,доступный,12
1291,适得其反,контрпродуктивность,93
14366,七,семь,10
8169,礼仪,этикет,57
8196,资助,финансируется,21
7204,伊斯曼,истман,63
9838,诺福克,норфолк,45
7732,迪姆,диэм,61
8482,粮食,зерно,50
9009,索菲亚,софия,52
12627,弗朗西斯,фрэнсис,22
4555,flav.,флава,80
1124,肥料,навоз,96
3178,装饰性的,декоративный,38
2110,彭定滕,патт,88
8576,感激,благодарный,49
2204,收敛,конвергент,47
12005,奇怪的,странный,24
7643,绿洲,оазис,61
4616,拉特,лат,79
12488,无关,не связан,23
11592,葡萄牙语,португальский,32
4654,珀塞弗,персефона,79
8757,莫扎特,моцарт,53
13663,路易斯,луи,12
9783,折叠,складывать,33
10867,突然,вдруг  внезапно,38
3839,无色,бесцветный,85
10218,有关的,отношение,38
13150,反正,в любом случае,16
1331,吉布斯,jibbs.,96
11930,戴尔,дол,28
14479,团队,команда,6
5901,无意,непреднамеренный,64
2684,群青,ультрамарин,90
7954,全景,панорама,59
5445,银河系,галактик,75
8689,可悲的是,грустно,54
5142,耶利米,jeremiah,77
6527,学者,академики,18
8968,睡眠,спать,16
5646,原教旨主义者,фундаменталист,66
1279,刺破,прокол,65
870,失策,неразумный,94
13050,得到,получает,7
13346,独自的,в одиночестве,15
12911,博物馆,музей,19
8886,acharea,ахарья,52
4591,附件,вложение,15
4963,吞并,аннексия,53
11943,永恒的,постоянный,22
12795,贵妇人,дама,20
14399,白色的,белый,10
14155,英国人,британский,9
5588,逐渐淘汰,фаз,25
4374,最弱的,слабые,81
11853,维京人,викинги,23
12449,克雷格,craig.,24
13627,恰当的,правильный,12
1650,筋疲力尽,вибрантность,94
12508,丹尼斯,дннис,23
3937,下降,сходить,38
569,剑道,kendo.,99
12426,牛奶,молоко,24
6247,诺姆,ном,69
4679,eq.,уравнение,79
8617,常服,муфтий,54
852,incl,склонны,98
9248,发明,изобретение,30
2048,副标题,подзаголовок,70
9765,林奇,ленч,42
10970,杂项,невысокий,37
7533,羊毛,шерсть,62
8674,僧,монах,39
80,韦斯特兰,westland.,100
7257,哈吉克,хадж,63
13665,l,колени,10
13068,洪都拉斯,гондурас,18
12801,深的,глубокий,20
14162,其他的,другие,5
2708,天使,архангел,88
4692,烤面包机,тостер,76
4539,模具,умирает,80
11092,说明,иллюстрирует,12
6739,海牛,манате,66
11400,华纳,warner,33
12926,富有的,богатый,19
1127,排泄,экскреция,93
8788,奥韦尔,orwell,53
8053,被动的,пассивный,56
13924,反对,против,7
5059,vinny.,винни,77
9605,运输,перевозка,44
7079,米尔扎,мирза,64
7785,蝾,саламандр,60
10365,高贵,благородный,39
12733,冲,спешка,12
1772,无性,асексуал,87
12357,机构,учреждения,6
12131,候选人,кандидат,19
8062,参数,параметры,44
7749,娜奥米,наоми,60
13529,宽的,широкий,12
10944,生日,день рождения,35
6650,可用,пригодность,64
7408,反犹太主义,антисемитизм,57
6195,贵宾犬,пудель,69
9013,辞职,в отставку,25
476,代谢物,метаболит,93
7578,阿梅利亚,амелия,62
14078,政治的,политический,10
116,卡帕,капа,100
11348,条,полоска,27
177,怀旧,ностальгия,100
7886,超出,превышен,38
7443,tr,трактат,60
12932,gnu.,гну,19
806,藻喹,алгонкин,96
6133,伊斯林,эстер,71
192,ako.,ако,100
12480,消极的,отрицательный,22
10657,瞎的,слепой,32
8235,军刀,сабер,29
5140,录像带,видеозапись,64
12866,加利福尼亚州,каприз,20
5241,耗散,рассеивание,17
12545,卫星,спутниковое,22
1297,光圈,апертура,95
1573,新闻,неологизмы,76
22,口红,помада,100
11666,盗窃,кража,31
11829,离子,ион,29
643,吉尔加,джирга,99
13244,交易,по рукам,12
11065,冥王星,плутон,37
5564,阴凉,тенистый,74
4164,凉拌卷心菜,кальлан,82
6290,邋..,небрежный,69
14129,绝不,никогда,10
13836,一,один,5
8049,鼓起,собираться,24
5188,常绿,вечнозеленый,76
10653,捕手,ловца,36
13752,收音机,радио,11
13025,上校,полковник,17
7469,博览会,экспо,43
9001,贷款,заем,42
3625,萨尔维亚,сальвия,85
13930,期间,в течение,7
11815,麦当劳,mcdonald.,30
13775,爱尔兰,ирландия,11
12428,福音,евангелие,24
11557,莎士比亚,шекспир,32
6474,余震,афтершоки,55
9086,防御员,офиги,51
5998,均匀,равномерно,72
8889,考拉,коала,52
5917,排放,выброс,56
1602,英勇,англиканизм,41
12876,最伟大的,величайший,20
4063,基林,киллин,83
13999,线,линия,8
14029,大约,вокруг,8
8473,明晰,ясность,55
8944,压倒,подавляющий,37
12187,首脑,саммит,26
8280,封锁,блокада,53
4325,奥斯威戈,oswego.,82
12554,肯尼迪,кеннеди,23
8399,日落,закат,55
5454,青少年,подросток,33
4734,子集,подвеска,59
14240,组,группа,7
8956,萨克拉门托,сакраменто,52
12406,胖的,толстый,24
10753,陈,чан,38
12431,供应,служит,11
675,奇怪地,любопытно,93
10432,君主制,монархия,40
12919,合并,комбинированный,14
5585,brezhnev.,брежнев,74
7678,掀背车,хэтчбек,56
7133,pau.,пауз,64
5720,模式,моды,34
8448,隐秘,загадочный,55
7805,原始,примитивный,57
14379,边,сторона,10
12969,延迟,задерживать,7
8538,表哥,двоюродная сестра,45
6168,宏,макрос,70
7698,痈,карбункул,61
12133,周四,четверг,27
745,ripa.,рипа,98
9314,伯克利,беркли,49
9315,cop,копа,49
2794,烧烤,барбекю,88
13492,班,ван,13
13414,斗争,боевые действия,6
10719,视觉,зрение,31
9869,猫头鹰,сова,37
13307,写道,писал,15
2440,药理,фармакологический,78
5414,浮力,плавучесть,75
12883,百,сотни,15
1154,morphin.,морфин,62
8722,牛仔,ковбой,22
7492,无意识,без сознания,58
8644,地理学,географический,34
8031,卡特勒,катлер,58
14470,以下,ниже,8
12759,宗教,религия,20
9875,小鸡,цыпленок,40
5635,盲文,брайлл,74
2113,脱衣舞,стриптиз,92
71,参考资料,референт,99
12035,不可能的,невозможный,27
10835,mb.,мб,38
13421,故意地,умышленно,7
12700,帕兹,панбер,21
4651,军人,военнослужащие,80
13161,当然,безусловно,17
14081,消息,новости,11
701,椭圆,эллипс,93
7048,树干,ствол,57
13126,意大利人,итальянский,16
6394,迷迭香,розмари,69
356,海军部,амиралтейство,99
2441,antigone.,антигоне,90
6670,桥头,плацдарм,65
7847,巴巴,баба,60
8076,票价,плата за проезд,46
10692,公开,публично,39
5568,meridiem.,меридием,74
12698,猜测,догадка,20
12148,kn,знал,27
4303,不可替代,незаменим,80
4801,潘多拉,пандора,77
3660,正常化,нормализация,14
8903,托莱多,толедо,52
1425,合成器,синтезатор,42
6374,暴跌,спад,57
5750,汉娜,ханна,73
6853,铎,тудор,66
2101,拉格朗日,лагранжиана,92
14471,企业,предприятия,12
8928,泡菜,кимчи,52
6390,磅塞,блокбастер,66
7474,勒巴尔,нетбол,62
8228,真空,вакуум,57
8205,就职,индукция,45
9588,同样地,так же,47
7299,蒙得维的亚,монтевидео,63
5840,胡言乱语,гибберти,72
10453,扎克,zack.,40
7526,潜水,погружение,38
13391,堡,форт,14
13626,人类,человек,12
11107,凯撒,цезарь,36
12393,金融的,финансовый,23
4328,patsy.,патенси,81
4359,爱情,увлекаться,67
702,坦,тидбит,88
495,痒痒,щекотать,85
4085,呼啸,вики,83
10015,董事,директора,17
810,藏红花,шафран,98
13734,金子,золото,11
420,楔形文字,кунопись,100
6710,孕,беременная,67
3933,过早,преждевременно,51
3725,赫格,хг,85
7207,leepage.,лепаж,63
3699,松弛,расслабиться,83
5559,存在主义,экзистенциализм,69
4814,侵略者,захватывающие,31
11597,格拉斯哥,глазго,32
8484,德克斯特,декстер,54
7973,萨福克,суффолк,59
383,布罗伦,брюнель,100
317,connex.,конюмин,100
