ID,CHINESE,TURC,INTERVAL
3607,胸罩,sutyen,78
10622,伯顿,burton,40
8072,卫理公会,metodist,59
6590,瓦砾,moloz,68
1717,吡啶酮,piridon,95
3431,hawkeye.,şahin göz,86
5955,费,zekice,73
6263,金丝雀,kanarya,69
14293,加利福尼亚,kaliforniya,10
368,斯瓦希里语,svahili,100
1771,斯特克雷斯,stegosaurus,94
6192,擦除,silme,31
844,抢夺,koparmak,74
11299,有罪,suçlu,35
6247,诺姆,hayır ben,70
10688,亲切地,nazikçe,39
106,钡,baryum,100
8774,弗洛伊德,freud,54
648,亚利,yali,99
1860,mus,musher,74
4157,伏尔加河,volga,83
11462,圆顶,kubbe,33
62,挖掘机,kazıcı,89
6859,雇用,istihdam etmek,22
3487,变色龙,bukalemun,86
14428,支持,destekler,8
10162,困难,zorluklar,32
13012,撤消,yapılmamış,19
13180,哥伦比亚,columbia,17
5975,诗意,şiirsel,70
3663,数据包络分析,uyuşturucu ile mücadele dairesi,84
7241,扣篮,dunk,60
11613,苔藓,yosun,32
3941,窥视,dikizlemek,81
658,现存,kaybolmamış,98
8223,后缀,sonek,53
13857,后,sonrasında,5
2895,necrophilia,nekrofilik,89
11254,降落伞,paraşüt,34
4334,发射器,başlatıcı,63
6111,克星,nemez,71
12348,传单,el ilanı,25
4339,小康,countan,82
295,症结,coşku,100
4087,租户,kiracılar,62
9291,伊斯坦布尔,i̇stanbul,50
391,来世,öbür,100
5449,痴人心,idiyotik,28
12537,副本,kopya,11
14077,观点,nokta,6
851,wicketkeeper.,avukat keeper,98
8881,普利策,pulitzer,53
145,抛物线,parabol,100
10442,狗,terrier,40
1272,调整,tweaked,67
163,弗里克,frekans,100
4035,零售商,perakendeciler,39
3665,扎酶,ligase,76
5221,片面,lopsiz,77
12756,移动的,mobile,15
2412,大篷车,swooner,61
13554,赞赏,takdir edilen,9
5487,变质,metamorfik,74
8462,柏拉图,platon,56
1393,帕尼,penney,96
10038,血统,soy,44
1435,安慰剂,plasebo,95
1805,家乐福,carrefour,94
2442,狡猾的,kurnaz,91
2245,典当,piyon,78
7077,丑闻,skandallar,26
9993,到处,her yerde,45
8806,扰流板,bir şeyin önceden reklamı,42
796,来回,fro,98
5358,追踪者,takipçi,71
14290,北,kuzey,8
6153,证书,kimlik bilgileri,69
3209,静音,sesini kapatmak,79
8914,等级制度,hiyerarşi,52
10706,甲板,güverte,38
2138,律,kanunsuz,86
2467,朝圣,hac,90
10223,吉尔斯,gilgiler,43
2485,湿,nemli,69
6433,清洁器,temizleyici,66
942,饶,rapture,93
960,忠告,tedbir,97
3255,锆,zirkonyum,88
2215,编解码器,codec,86
9544,萨米,sammy,48
11373,大屠杀,soykırım,35
3029,代词,zamir,78
10414,百老汇,broadway,42
11719,主题,tema,27
3990,没收,el koydu,72
2488,漏斗,huni,86
8080,赫斯特,aur,59
13616,访问,ziyaret,11
3725,赫格,hg,85
9029,西伯利亚人,sibirya,52
10182,导航,navigasyon,27
12570,湖人队,lake,23
3918,吉迪,gideon,84
1000,奥杜邦,audubon,97
6233,缅甸人,birmanya,71
10791,十四,on dört,38
6728,哥林多亚,korintliler,63
5438,汤金,tonkin,76
11885,肯尼,kendi,30
10675,布伦特,brent,39
7622,不当,uygunsuz,62
2180,野餐,piknik,91
1037,逃亡,kaçış,96
4684,寨子,stoklamak,75
5722,耕地,gopher,38
5892,勋,merhametli,73
14163,研究,araştırma,10
7359,闲置的,boşta,62
10349,普利茅斯,plymouth,42
2777,潮山脉,boomer,88
5616,lew.,levha,75
13983,帮助,yardım,6
10462,蒙特,monte,37
10410,克,crea,42
2770,补贴,sübvansiyon,77
8057,批准,onaylayan,55
531,鹪,çalıkuşu,96
4877,萤火虫,ateş böceği,78
14452,领导,önde gelen,7
8322,撒,hile yapmak,57
7925,经度,boylam,60
13226,向前,ileri,9
4378,撒克逊人,saksonlar,54
10788,曼谷,bangkok,39
7131,霉菌,meskalin,65
4274,氧化酶,oksidaz,82
14200,行动,aksiyon,9
10976,皮肤,deri,34
9523,再入,reenter,48
12218,莎拉,sarah,27
9859,忘记了,unutulmuş,46
3772,心兰,yürekten,84
8931,童年,çocukluk,53
293,啊哈,aha,100
11470,斜体,italik,30
11936,脑,beyin,28
12222,年长,daha eski,27
2059,东行,doğuda,93
7578,阿梅利亚,amelia,62
9168,王座,taht,50
8704,埃莉诺,elanör,54
3957,钢琴家,piyanist,81
12393,金融的,parasal,24
11102,昨天,dün,37
10960,马尼拉,manila,38
11207,琼..,joan,36
12024,布拉,blah,28
11561,多米尼加,dominik,33
10264,店,mağazalar,23
12723,周一,pazartesi günü,22
11040,威尔士语,gasp,38
13005,药品,ilaç vermek,17
522,杨坞,pamuk ağacı,99
14180,七月,temmuz,6
2929,多巴胺,dopamin,88
6772,赫特福德郡,hertfordshire,67
5359,牙膏,diş macunu,76
4421,一个人,sn,81
6143,亚述,asur,66
5482,纵火,kundakçılık,74
9419,仙女,peri,48
1547,orgy.,alem,93
7976,自我,benlik,58
7738,未经验证,doğrulanmamış,46
6388,洗,yıkama,43
12819,认为,farz etmek,14
1190,tit,titian,97
13607,浏览器,tarayıcı,12
1523,低地,alçak,76
1203,扭伤,burkulma,71
2113,脱衣舞,striptiz,93
8752,切诺基,cherokee,54
3021,梭鱼,barracuda,87
1827,防弹,kurşun geçirmez,94
380,烷烷,alkanak,96
2934,报复,misilleme yapmak,46
11893,利润,marj,26
11190,海盗行为,korsanlık,36
3339,旅馆,pansiyon,83
13542,罢工,vuruş,12
12377,坎贝尔,campbell,25
6251,氰化物,siyanür,70
2595,开导,aydınlatmak,47
9025,咬,lokma,38
11293,大剧场,coliseum,35
11791,捷克斯洛伐克,çekoslovakya,31
1308,斯瓦姆,swami,94
10551,势头,itme,41
855,埃尔科,ilham,98
12743,最大限度,maksimum,22
12211,兰迪,randy,27
7874,亿万富翁,milyarlarca,58
13335,第六,altıncı,15
5992,海马,denizatı,72
10816,半球,yarımküre,38
11940,唱片,diskografi,29
3825,弗拉蒂拉,flotilla,83
5882,压缩,sıkıştırılmış,45
1788,索拉,sora,94
3121,枣,hünnap,88
325,哈瑞纳,harrycane,100
4533,严格的,titiz,67
8500,可恶的,edepsiz,56
1660,鲤鱼,sazan,83
10516,毫无戒心,şüphesiz,41
5280,上行,üst taraf,76
4713,削片机,yontmak,80
5532,柏,hediye,75
7774,布鲁克尼,brookie,61
12711,公共汽车,otobüs,20
5593,突变,mutasyon,65
8348,未经证实的,takdir edilmemiş,57
4433,欢呼,hailed,15
1215,布防,brecht,97
12827,韩国人,koreli,20
7665,谨防,dikkat,62
5008,苦难,sefalet,78
13247,希腊,yunanistan,16
887,赤字,eksiklikler,32
10270,吨,ton,31
6033,抢劫,soygun,68
5098,外交官,diplomat,35
5345,斯诺伊,kar yağışlı,76
13072,海浪,dalga,15
4927,毫巴,milibar,75
2073,伪造,dezenfekte etme,93
7440,昂贵,pahalı,63
10535,便携的,taşınabilir,40
11968,迪士尼,disney,29
7935,w,kanat oyuncusu,46
3956,uptown.,şehir dışındaki,84
7146,浅的,sığ,63
13385,俄语,rusça,14
5134,番茄酱,ketçap,78
12364,默里,murray,25
1746,巴卡,baka,94
12903,奥克兰,oakland,20
4104,eniac,en baş,83
13578,过去的,geçmiş,12
9680,本质,quidity,47
8450,自传,otobiyografi,55
9108,蜥蜴,kertenkele,51
6296,生活方式,yaşam tarzı,64
7592,显然,açıkça,11
3282,聚合酶,polimeraz,88
9418,滑,kaymak,36
9599,繁荣,boom,45
2034,阴极,katot,90
10804,投降,teslim,28
3975,技术人员,teknisyenler,57
8603,北欧的,nordic,55
11157,收入,gelir,32
7324,出现,ortaya çıkmak,48
12943,谁的,kimin,20
10401,玩具,oyuncak,37
3200,造成,zarar vermek,53
12420,有人,birileri,25
5363,氢氧化物,hidroksit,76
5285,神道,shinto,77
808,put,putsch,98
9211,呼吸道,solunum,51
1907,公报,tebliğ,93
1981,除草剂,herbisit,90
11025,尾巴,kuyruk,29
168,施密茨,schmitz,100
12380,ap.,kâr,25
6630,西瓜,karpuz,67
8594,侯爵,marquis,55
5994,酒,likör,69
8173,谦虚,mütevazı,58
1689,不愿意,isteksizlik,95
9867,路标,tabela,46
5121,二乙胺,dietilamid,78
14426,要求,gereksinimler,6
4884,脚,ayaklı,19
4409,伯特利,bethel,82
10032,默认,varsayılan,41
883,巧妙的,incece,97
2254,前书前,öncesi niteliğinde,92
14107,一般的,genel,8
165,采取行动,harekete geçmek,100
9009,索菲亚,sophia,53
23,阿门,amin,81
10610,op.,işlemek,36
5627,甲氧基,metoksi,75
12731,完美的,mükemmel,21
9975,机制,mekanizma,20
12002,皮埃尔,pierre,29
9778,赌场,kumarhane,43
13117,迭戈,diego,18
8499,麦地那,medine,56
4526,姓,soyadı,38
1158,振动,titreşim,67
6331,am,amor,68
1929,胆汁,safra,93
8577,无形的,görünmez,53
11485,海地,haiti,33
4787,伍德伯里,ormanbury,79
5816,避免,kaçınmak,6
14271,真的,gerçekten,9
14276,大概,muhtemelen,7
11095,海外,yurtdışında,37
11741,亚马逊,amazon,31
14412,规则,tüzük,7
4045,不满,hoşnutsuz,79
416,噗噗,pugh,100
239,未蓄布,göze çarpmayan,100
11301,佛,fo,35
6054,啄,peck,70
7045,算术,aritmetik,64
11017,掠夺,kuzgun,27
10240,弗朗科,franco,43
14330,黑色的,siyah,10
9524,伏都教,voodoo,48
5117,林地,ormanlık,64
13417,提及,adı geçen,10
11287,磁带,kaset,28
4752,大胆,audacity,79
13198,可接受的,kabul edilebilir,6
8396,声望很高的,prestijli,57
934,钉十字架,çarmıha germe,97
14405,十月,ekim,6
14392,部分,parça,8
13665,l,kucak,10
6014,重新,replechage,72
11366,宪章,charter,32
4313,兜售,hawker,82
9999,季风,muson,44
8066,随之而来,ortaya çıkan,30
7728,冲洗,kızarma,52
8690,希克斯,haşlamak,50
11761,运动,atletik,13
7860,瞥见,bakış atmak,56
1191,吸入,inatçılık,74
11285,政权,rejim,33
13894,这些,bunlar,7
14474,训练,eğitim,10
2384,丽思人,liszt,91
993,折衷,eklektik,97
5074,供应商,tedarikçi,62
9032,垄断,tekel,51
14123,结果,sonuç,7
4882,罗宾斯,robbins,77
13729,侵权,ihlal,12
11155,冒险,maceralar,27
9978,强调,vurgulamak,22
2557,赫赫特,hisht,91
13182,罗马,roma,16
11942,购物中心,alışveriş merkezi,29
2960,让步,taviz,66
2354,梅尔巴,melba,91
13191,句子,cümle,12
690,后古,gez,98
10318,马萨,massa,42
3532,锤头,çekiç kafası,85
11550,再生产,reprodüksiyon,28
4717,蛋白石,opal,79
9764,岸上,shoreman,47
5676,热力学,termodinamik,70
7512,布罗莫,bromo,62
10044,胭脂,rouge,39
10448,赫尔辛基,helsinki,41
11684,腿,bacaklar,18
12479,塞纳,sinameki,24
5576,不料,beklenmedik bir şekilde,75
10130,聪明的,zeki,18
10825,无意义,anlamsız,38
9681,威尼斯,venedik,47
3321,反岩,antisiklon,81
5042,嘟,bip sesi çıkarmak,76
13025,上校,albay,18
2028,小贩,satici,67
5308,脂质,lipit,75
9570,农民,çiftçi,39
11005,达蒙,damon,38
7481,招待员,usher,58
14167,家庭,aile,12
687,物理学家,fizikçiler,58
10213,强大,güçlü,43
6479,编码,kodlama,12
762,编辑部,haber odası,97
3404,皮疹,döküntü,85
5943,旁遮普,punjabi,73
9125,木制的,ahşap,52
11468,竿,kamış,32
4403,摄政,naip,36
1753,天丝,zenci,93
6257,行李,bagaj,70
8965,懂事,mantıklı,48
2240,sane.,aklı başında,92
3251,微微,pico,88
14044,费率,oranlar,7
13291,国家,ulus,7
13806,作为,gibi,5
6085,最重的,en ağır,72
8192,飘带,flamalar,50
2503,最前沿,forefront,91
13298,加里,garyer,16
14135,dos,doz,5
10152,口袋,cep,39
7722,卍,yukaphane,61
7492,无意识,bilinçsiz,59
9242,停战,ateşkes,50
10648,光学的,optik,36
7764,旁路,kalp ameliyati,51
11723,鲸,balina,27
10638,更年轻,daha genç,40
7360,弗拉克,flak,63
2509,弩,crossbow,91
5972,下沉,atmak,52
2737,教科文组织,unesco,89
9942,自己,kendini,45
33,混血儿,mulatto,100
11854,持续的,devam eden,30
6287,依托,güvenen,31
1736,梵,brahma,94
1852,atlass.,atlaslar,94
13339,孔,kong,15
2908,新生儿,yenidoğan,88
13165,塔,kule,15
9767,植物,bitkiler,15
13118,联合国,bm,18
6642,石,taşlı,68
10933,抽烟,sigara içmek,25
1896,性别歧视,cinsiyetçilik,93
1487,穿孔,perforasyon,73
2400,执行者,yürütücü,88
3570,嫉妒的,kıskanç,86
1278,堆叠,istifleme,51
10443,损害,bozulma,38
5553,布隆迪,burundi,75
2645,专制,otokrasi,90
12631,灰色的,gri,22
8493,呼吸,nefes alma,40
13567,斯科特,scott,13
7348,抓牢,sıkı sıkı tutmak,58
13488,蒂姆,tim,14
5973,母娘,mater,72
13761,地球,toprak,12
13023,边境,sınır,16
93,微处理器,mikroişlemciler,75
13144,亚历山大,i̇skender,17
710,马背,at sırtında,98
9334,德拉特,drat,50
14518,屈服,teslim olmak,38
13877,可能,mayıs,5
10660,紫丁香,leylak,40
9734,本尼,benny,46
13563,建造,inşa edilmiş,13
4967,地带,terapinler,75
9994,薄的,ince,44
10877,符号,semboller,20
9660,钙,kalsiyum,48
6845,毯子,battaniye,59
7657,蒙茅斯,monmouth,62
6897,合奏,topluluk,62
7138,声望,prestij,65
3520,雪佛龙,chevron,85
5753,放弃,feragat etmek,68
13480,底特律,detroit,14
4531,富勒姆,fulham,81
10895,民兵,milis,36
9337,捷豹,jaguar,34
11326,燃烧,yanan,20
12907,亚瑟,arthur,20
722,蛆,maggot,95
12384,亚,alt,24
85,梦想时间,hayal zamanı,100
4648,非法,gayri meşru,79
11177,穿梭,servis aracı,36
6104,未经授权,yetkisiz,72
6373,克罗伊,chloe,70
9907,起诉,dava açmak,23
6744,兰辛,lansing,67
13011,较差的,yoksul,19
9258,探测,incelemek  bulmak,45
4171,帕尔马,parma,83
10666,斯大林,stalin,38
7391,rip,huzur içinde yatsın,44
10020,克什米尔,keşmir,45
1424,颂,kıtlar,51
7485,更深,daha derine,62
1999,毒理学,toksikoloji,91
8541,界,çemberler,27
6969,佩斯利,paisley,66
5678,操场,oyun alanı,74
9996,稳步,istikrarlı bir şekilde,45
7252,全套服装,kıyafet,55
10702,桶,varil,36
7479,胎儿,fetus,62
1457,塔博尔,dümbelek,95
14467,讨论,tartışılmış,6
12172,千年,binyıl,27
10944,生日,doğum günü,36
13605,水,su,12
4461,砍刀,kıyıcı,78
6545,安特卫普,antwerp,69
6358,空域,hava boşluğu,70
9215,呸,pooh,50
7066,伯利恒,bethlehem,65
9297,慈善机构,hayır kurumu,47
8204,塞西尔,cecil,58
8722,牛仔,kovboy,23
11709,接近,yakınlık,31
11957,青铜,bronz,29
5848,弗里德曼,friedman,73
5356,湿婆,shiva,76
10209,赌注,bahis,37
3986,狼人,kurt adam,84
10432,君主制,monarşi,41
2193,最大值,maxima,92
10824,剃刀,ustura,38
10641,rematch.,rövanş,40
10137,杰拉德,gerald,44
2864,雌激素,estrojen,88
8363,韦尔奇,takılmak,57
11170,大象,fil,34
7302,削减,yırtmaç,48
10327,公斤,kilogram,42
3062,三角一代,triceratops,88
1293,阿尔罕布拉宫,alhambra,96
6813,饥饿的,aç,67
8494,指针,pointer,43
9070,猩猩,orangutan,52
10524,立方体,küp,38
12052,成为,olur,8
6688,圭尔照片,guelph,68
6647,认知的,bilişsel,62
1678,巴达塔,battuta,95
1280,流血,kanama,48
6847,格雷,guerre,67
6114,令牌,jeton,66
11180,宽度,genişlik,36
14120,地方,yer,6
13149,首席,şef,13
6669,争夺,karıştırmak,51
9704,国会大厦,capitol,47
8101,立场,tiakebreaker,59
9768,张力,gerilim,36
13958,月份,aylar,10
4939,典范,canonic,38
10654,说出,rap,34
12032,玉米,korix,28
11538,系统的,sistematik,28
12861,菲尔,phil,20
5456,多姆森,dobson,75
13467,允许,izin,14
2495,唐比,debby,64
1026,甜菜,pancar,94
1140,诱饵,canını sıkma,72
12283,秘鲁,peru,26
1053,溶解度,çözünürlük,69
6946,揭幕,tanıtılmamış,60
2679,罗莎琳德,rosalind,90
2622,战舰,savaş gemileri,58
7883,商业上,ticari olarak,9
2913,pampas.,pampalar,86
9654,信使,haberci,46
1482,最北端,en kuzeydeki,95
8952,达娜,dana,53
7555,花岗岩,granit,62
11516,广阔,kalın,33
5692,埃迈曼,yeomanry,74
13140,瑞典,i̇sveç,17
11134,催化,katalyzes,36
14345,多于,üstünde,8
87,漂,ağartma,39
6740,菠萝,ananas,67
12130,交通,trafik,28
10695,莱昂纳多,leonardo,39
10416,普林斯顿,princeton,42
13575,鲍勃,bob,13
248,气概,calvary,100
7912,莱斯,lanet,60
6030,康德,kant,72
2326,car,carole,44
8344,全州,devlet çapında,57
9735,奥尔,ole,46
4690,脑病,encefalopati,80
13276,天气,hava durumu,15
9934,体操,jimnastik,42
11867,药物,ilaç,29
1669,撒丁岛,sardunya,95
4430,张,cheung,81
11567,在旁边,bir kenara,33
13022,电话,telefon,17
12028,圆盘,disk,27
6773,色谱法,kromatografi,67
5427,溜冰者,patenci,36
8617,常服,müftü,55
3291,令人反感的,sakıncalı,87
14205,包括,dahil,6
275,伊比利亚语,i̇ber,99
10160,菲利克斯,felix,44
7049,酱,sos,65
480,单体,monomer,97
11562,最低,en düşük,33
8310,美索不达米亚,mezopotamya,57
12702,改写,yeniden yazmak,17
1254,不要脸,utanmaz,96
8055,coulter.,homoseksüel,59
7624,法令,karar vermek,53
6190,oy.,ılık,71
7711,舒缓,yatıştırıcı,61
4419,同位素,izotop,70
5953,雪貂,ferah,72
10698,重新评估,yeniden değerlendirilmiş,38
8683,贵宾,vip,54
2382,仰光,rangoon,91
1665,果阿,goa,95
3564,勉强,isteksizce,86
327,和服,kimono,98
11344,屁股,eşek,34
1796,再补给,resupply,89
12635,女士,kadın,23
11167,摄影,fotoğrafçılık,36
12352,布里斯班,brisbane,26
12760,布拉德,brad,22
10590,安妥尔兹,antiller,40
1933,掠夺者,marauder,81
5009,钳,maşa,76
1493,固定,düzeltme,93
13969,控制,kontrol,11
13131,gay,eşcinsel,17
8721,精神,manevi,47
8045,bl,mutluluk,59
4475,疤面面,sükramlık,81
5169,可识别的,tanınabilir,75
4480,均衡,eşitlenmiş,74
4821,斯堪的纳维亚语,i̇skandinav,75
12582,杜,duba,23
9932,荒地,herif,45
10844,融合,füzyon,38
1391,班托,bando,96
7054,说服了,ikna etti,50
3173,无能为力,clumasız,88
10878,奥尔巴尼,alban,38
6189,如今,şu günlerde,71
5573,拓扑,topoloji,65
11726,叙利亚,suriye,31
12545,卫星,uydu,22
8621,漂浮的,yüzer,44
14118,给出,verilen,10
7940,凯蒂,kathy,60
13701,数据,veri,12
12094,阙,que,28
8091,帕索,paso,59
5595,庇护,iltica,73
8619,厨房,mutfak,42
10931,物料,materiel,38
9971,拉布拉多犬,labrador,45
1903,博斯威尔,boswell,93
3467,希拉,sheila,87
10198,博,bö,38
162,假名,kana,99
13021,邪恶,fenalık,19
6902,崩溃,çökme,16
7978,镁,magnezyum,60
3056,巴塞洛缪斯,bartholomew,88
12787,肯特,kent,21
259,开玩笑,şaka olarak,100
13166,火车,tren,10
6334,多普勒,doppler,70
14211,几周,haftalar,9
2041,大型机,ana çerçeve,92
13920,在哪里,neresi,7
7696,丧,yas,56
2055,碧瑶,bagguio,93
3306,十六进制,hex,85
560,处女膜,hymen,99
21,伤心,kalp kırıcı,76
12533,精确的,bire bir aynı,23
12148,kn,tanımak,28
11612,布莱尔,blair,32
3961,蠢货,salaklar,49
11198,葬礼,cenaze,35
7436,谢,şerif,62
3873,行人,yaya,77
6788,挡泥板,çamurluk,63
12085,海啸,tsunami,27
12301,扫描,taramak,18
4576,走私,kaçakçılık,73
6256,阴,yin,71
4137,课堂,sınıf,75
11209,滑雪,kayak,28
6978,达西,darcy,66
8046,仇恨,kin,59
10175,得分手,golcü,32
949,地质学家,jeologlar,77
4582,乐透乐园,loto,81
13194,哦,ah,17
1707,火球,ateş topu,92
14102,官方的,resmi,9
5685,巨头,tycoon,74
18,面条,faset,55
11413,滚动,yuvarlanma,18
7249,bur,burgess,62
5119,罾,seine,78
3910,路边,yol kenarı,84
3465,浪,wm,87
10887,弗雷德里克,frederick,38
3817,平价,parite,85
14354,女性,kadınlar,11
7358,天鹅绒,kadife,62
7311,dt.,dtt,62
9809,手指,parmak,33
14172,代码,kodlamak,12
665,欠,borçlu,49
13536,堪萨斯州,kansas,13
14159,在职的,çalışma,5
11632,雨量,yağış,32
12679,偏见,önyargılı,22
8011,数学家,matematikçi,44
12543,合同,sözleşme,20
3483,巴拿尼斯,baronet,79
3376,刀具,kesici,80
7235,柯特兹,cortez,64
5783,优质的,nostaljik,74
5981,无政府主义者,anarşist,64
8568,福勒,fowler,56
6907,粘性物,yapışkan madde,66
6654,af,afro,68
7628,山楂树,alıç,43
5620,秃鹰,condor,73
2069,三角议程,trigonometrik,93
11244,红衣主教,kardinal,15
13866,可以,abilir,7
14323,质量,kalite,8
2833,挂毯,goblen,88
8282,波塞冬,poseidon,58
9067,道尔顿,dalton,52
5735,病毒性的,viral,74
4668,贵族,asalet,80
14245,额外的,ek olarak,6
5791,有线,kablolu,31
8860,修道院,abbey,53
5305,现代主义者,modernist,75
8816,伽利略,galileo,54
13509,季后赛,playofflar,11
2313,吃过,yenilmiş,91
8398,巧合,tesadüf,40
3217,诺,connaught,88
9624,伦理,ahlak,38
4131,俗气,peynirli,83
6701,圣殿骑士,tapınakçı,67
13971,速度,oran,7
14049,最近的,son,5
6393,保留,rezervasyonlar,12
10541,卡罗尔,carroll,41
13410,哈利,harry,12
8298,来临,advent,57
4142,dark,koyu,83
10778,省级,il,39
8129,义,fiat,59
5782,鲁弗斯,rufus,74
7395,冲浪,sörf yapmak,47
4908,未划分的,plansız,79
1662,侠义,şövalyelik,95
11364,雅各,jacob,35
10312,ign,icn,42
7195,雅典娜,athena,64
7649,佛教徒,budist,59
5462,torah.,tevrat,75
4457,指纹,parmak izi,63
1045,结算,choctaw,97
290,原理图,şematik,96
14462,生产,üretmek,7
2650,加密,kripto,90
11368,stouter.,kurye,35
13979,成立,kurmak,6
4841,烙黑,pyro,79
10573,人口统计学,demografi,37
10972,强化,güçlendirme,18
8063,庄园,manor,59
6928,凯泽斯,kaiser,66
9946,锡安,zion,45
11715,通道,geçit,29
8539,请愿,dilekçe,41
13827,会,istemek,5
12412,康涅狄格州,connecticut,25
1832,卡迪,cady,94
4658,不可避免地,kaçınılmaz olarak,51
5575,吸收,emilim,74
11566,轰炸机,bombardıman,24
2933,迪托,dido,88
10958,遗留,kalıntılar,31
5880,烃,hidrokarbon,68
6068,坚持,ısrar etmek,27
9154,指挥棒,baton,48
6766,朝圣者,hacılar,60
12274,信号,sinyal,21
8938,孵化,kapak,50
13886,inc,anc,18
13282,语法,dilbilgisi,16
2510,hum,riyakârlık,91
8829,雷神,thor,54
4221,副官,yarışmak,81
2413,肌腱,tendon,88
778,subs,yatıştırılmış,78
9075,不活跃,aktif olmayan,48
9687,巴克,barker,47
10842,疏散,tahliye,24
9281,关系,ilişkiler,27
5089,泰恩,tyne,58
7183,雏菊,papatya,63
13897,制成,yapılmış,5
11318,玛格丽特,margaret,35
11420,馅饼,turta,33
10094,贬义,evrenin yaratıcısı,44
2330,标准仪,litografi,84
13994,天,günler,6
13657,可测量,şöhret,8
13709,语气,tonu,12
12773,肯塔基州,kentucky,21
243,格罗斯,grows,34
14142,时期,dönem,8
10746,基板,substratlar,36
9022,海岸线,sahil şeridi,51
14000,用户,kullanıcı,5
5717,行话,jargon,74
11518,通讯,bülten,33
12036,合作,işbirliği,12
8384,地标,dönüm noktası,48
13810,它,bt,5
2432,手提箱,bavul,88
1460,不等,eşit olmayan,93
8737,贬,aşağılayıcı,54
4152,前哨,karakol,69
4564,肋骨,pirzola,62
14490,转身,döndü,9
12899,足球,futbol,20
6295,隋,sui,70
11900,水晶,kristal,28
2141,格子,mitralyöz,93
476,代谢物,metabolit,94
8054,据,tha,59
7397,塔拉,tara,63
1400,最亮的,en parlak,95
7336,无政府状态,anarşi,63
12077,三十,otuz,28
3575,天上,cennet gibi,86
5592,小陵,dolores,70
8910,红外线的,kızılötesi,53
6754,最短,en kısa,67
3260,亲和力,afinite,80
9588,同样地,aynı şekilde,48
2592,重新加工,yeniden işlenmiş,63
14468,想要,istek,5
12688,拼写,yazıldığından,12
1555,肌营养,amiyotrofik,95
7047,拉丁裔,latin,62
2911,托管人,indüksiyonlar,85
6012,胫骨,tibia,72
1108,蒂利,tilce,97
4817,波特曼,portman,79
13783,困惑,bilinç bulanıklığı  konfüzyon,9
6903,较重,daha ağır,66
10735,亵渎,küfür,29
8992,推动,tahrikli,40
13453,艺术家,sanatçı,12
2392,不可知论,agnostizm,91
5510,昏迷,koma,66
7955,败钱,çukur yapmak,60
3763,优胜美地,yosemite,85
4798,剪,kesilmiş,28
5550,薰衣草,laver,75
7724,和解,mutabakat,61
9200,乐趣,zevk,50
12994,震级,büyüklük,19
12595,坚硬的,sağlam,23
12000,粉色的,pembe,29
2411,诺克,nek,91
6769,超自然,doğaüstü,67
7430,铂尔曼,pullman,63
2559,盐酸盐,hidroklorik,91
1602,英勇,anglikanizm,42
1839,僵硬,sertleştirilmiş,89
12828,婴儿,bebek,20
455,哈米哈丁,harmalin,100
7539,塔夫,tüf,62
6671,旧石器时代,paleolitik,68
13146,威斯康星州,wisconsin,17
13059,两次,iki defa,18
13848,进入,içine,7
1643,牧,sholom,95
7826,克里斯汀,christine,61
10015,董事,direktörler,18
12011,新城堡,newcastle,29
1127,排泄,boşaltım,94
3992,银杏,ginkgo,84
608,修脚,pedikür,99
6163,复原,rehabilitasyon,63
8696,闲话,dedikodu,54
14464,提起,dosyalanmış,6
7705,定居者,yerleşimciler,57
1319,哈,harppy,96
10822,玛丽莲,marilyn,38
4369,非礼,inkârlılık,67
2781,掌声,alkış,89
4993,战车,arabacı,70
3157,满洲里,mançurya,88
1776,轰响,bonk,93
5320,顶点,topak,64
6305,喷,sprey,59
13739,极好的,süper,12
5947,密克罗尼西亚,mikronezya,73
1904,电影制作,film çekmek,74
9551,达赖斯,dalai,48
11059,每周,haftalık,38
13596,趋势,eğilim,12
3050,蓟,thistle,82
9103,钾,potasyum,52
1572,陨石坑,krater,47
7061,兰伯特,lambert,65
7603,禁运,ambargo,60
2625,加冕,koronluk,62
8709,桑尼,sonny,54
10845,塔克,tucker,38
4355,逻辑上,mantıksal olarak,25
6708,弗兰肯斯坦,frankenstein,68
257,凝聚力,bağlı,57
11309,企鹅,penguen,24
10969,传统,gelenek,17
9069,博格,borg,52
13352,委员会,kurul,15
5416,卡西,cassie,75
7192,十分之一,hak,64
6024,丙酮酸,piruvat,71
2443,分配,atarlar,13
6816,格伦泰,glendale,67
11012,西北地区,kuzeybatı doğru,38
6165,过度疏松,aşırı nüfus,70
11933,航空公司,hava yolları,25
281,罐头,bidonlar,85
3512,发酵,fermantasyon,81
5607,安魂曲,requiem,75
3214,长石,feldispat,88
4006,民粹主义者,popülist,74
515,路面,kaldırım,92
6892,斐济人,fijian,67
10966,葛底斯堡,gettysburg,38
1557,波束师,ışınlayıcı,95
1656,阿比林,abilene,95
10195,柯比,kirby,43
9873,可以说,tartışılır biçimde,44
14366,七,yedi,10
11620,露丝,ruth,32
5924,最热门,hottest,73
645,托伦斯,torrens,99
10158,餐厅,restoran,38
5700,gazpacho,gaspaço,74
2627,树脂,reçine,80
9916,规定,hüküm,38
2276,大腿,uyluk,88
3714,留声机,fonograf,83
13008,密码,şifre,19
7251,在顶上,atop,64
12612,史蒂文,steven,23
1351,贝尔特里,bağnazlık,96
