ID,TURC,DEUTSCH,INTERVAL
7710,sona ermek,ablauf,64
891,yatırıldı,hinterlegt,59
13109,doğa,natur,15
13986,ortak,co,17
2624,sancak,fähnrich,90
11314,her kim,wer auch immer,38
12512,seyretme,aufpassen,15
10933,sigara içmek,rauch,30
6911,pist,pussycat.,69
4159,iguana,leguan,85
3775,vernacular,ehrenkörper,87
13968,yönetmek,management,11
1565,missouryalılar,missourians,89
3736,abur cubur,snack,78
9270,havuç,karotte,53
4000,süper güç,supermacht,77
2974,manolya,magnolie,88
6879,moritanya,mauretanien,70
10547,kışla,kaserne,44
11531,choen,kohlen,37
2269,velcro,klettverschluss,93
3750,kombinezon,petticoat,81
12740,anka kuşu,phönix,26
5488,ter,schweiß,72
8066,ortaya çıkan,folgte,35
703,el feneri,taschenlampe,95
13920,neresi,wo,8
9875,civciv,küken,44
13085,tartışma,kontroverse,10
8291,bıçak,messer,61
5911,göl kenarı,seeufer,76
6387,laik,weltlich,64
290,şematik,schematisch.,97
283,kapatmak,nahansicht,99
8696,dedikodu,tratsch,58
5414,yüzdürme,auftrieb,78
14294,araba,auto,11
11094,paskalya,ostern,40
3963,velet,gör,82
11046,tarihçiler,historiker,32
9834,dostluk,freundschaft,49
11508,aileler,familien,13
9783,katlamak,falten,38
6668,ildi,verdi,71
14401,özel,spezifisch,9
4149,sırt çantası,rucksack,72
10805,karşıt,gegnerisch,20
2404,altlık,subkontinent,93
9541,yoksa,tat nicht,52
5264,beyefendi,gentleman,79
10381,kartuş,patrone,41
13207,çoğunluk,mehrheitlich,10
2,çubuk kraker,brezel,95
10571,giderek,zunehmend,44
10014,görünüşte,scheinbar,49
8649,boyutlar,maße,45
1810,uzun süredir,langjährig,95
5944,ceset,leiche,64
2378,bileklik,armband,88
12706,isa,jesus,26
1703,tampon lastiği,bungee,96
4433,hailed,gefaillet,18
13431,rusya,russland,18
2806,lanslister,lackieren.,90
14087,toplam,gesamt,8
4269,maw,rachen,84
11983,vatandaşlar,bürger,28
8448,kriptik,kryptisch,60
5312,şekerleme,süßwaren,79
12515,karmaşık,komplex,26
12249,cape,kap,31
6385,en kısa zamanda,schnellstmöglich,73
9608,mükemmeli,perfecto.,52
11656,başarılı bir şekilde,erfolgreich,13
2561,saraycı,stockmann,92
7652,flaman,flämisch,65
6895,eldivenler,handschuhe,48
2990,teşvik,anreiz,77
8653,adaptasyon,anpassung,37
6073,huş ağacı,birke,75
11124,izlenim,eindruck,26
2820,ufuklar,horizonte,58
2946,keçi,ziegen,50
2477,akıntı,abfließen,92
8460,bin yıllık,millennia.,60
3714,fonograf,grammophon,85
5509,eksantrik,exzenter,54
13616,ziyaret,besuch,13
6280,jasper,jaspis,72
12322,ses çıkarmak,geräusche,14
8834,boz,grizzly,51
12990,dans,tanzen,19
11991,kararıklık,tarnieren.,29
8482,tahıl,korn,54
11595,sscb,ussr.,37
4250,siyam,siamese,85
486,yükseliş,steigend,74
11279,ilköğretim,elementar,39
10831,şikayetler,beschwerden,31
7206,çeyrek final,viertelfinale,68
12376,şövalye,ritter,24
9956,karalamak,wen,49
13870,en,am meisten,9
6802,çok uluslu,multinational.,70
14079,haline gelmek,werden,9
874,sitokrom,cytochrome,98
13534,fikir,meinung,12
12666,mitoloji,mythologie,26
7422,tanıdık olmayan,ungewohnt,66
7620,oybirliği,einstimmig,51
5725,önemsemek,beachten,70
7182,dul,witwe,63
9141,kitapçı,bucher,56
2520,atm,geldautomat,92
3641,not defteri,notizbuch,83
14154,müşteriler,kunden,30
6582,hopper,trichter,69
5876,şüphe,verdacht,52
10443,bozulma,beeinträchtigung,42
390,omurgalı,wirbeltier,93
8644,coğrafi,geographische,38
4605,kolye,halskette,81
3901,tokmak,tock,86
9104,patlama,blast,31
10309,eşlik eden,begleitet,22
9409,derrick,bohrturm,53
12112,kuveyt,kuwait,32
12266,buradan,somit,31
13257,dikkatlice,sorgfältig,8
7857,gevşekçe,lose,35
9712,sirk,zirkus,51
5363,hidroksit,hydroxid,79
4915,savaş sonrası,postkrieg,81
5999,homurtu,grunzen,74
4995,sfenk,spheniker,81
7460,atıcı,shooter,59
14023,farklı,anders,10
10945,maymun,affe,40
3752,rambler,wanderer,85
4569,amidst,inmitten,83
1772,aseksüel,asexuell,88
826,kiraya veren,vermieter,93
13740,yaygın,gemeinsam,12
8975,kelebek,schmetterling,55
8758,mıknatıs,magnet,39
6547,makarna,pasta,72
3147,cudver,kulver,89
4443,suda,wasser-,52
11640,abu,abbilden,36
5074,tedarikçi,anbieter,65
538,vergilendirilebilir,steuerpflichtig,99
8989,daha net,klarer,57
11634,çörek,barde,36
13470,bayrak,flagge,15
9609,yan hakem,linme,52
2704,uyarı,alarmierung,32
6865,isteksiz,widerwillig,64
2934,misilleme yapmak,retaliate,50
9716,kar fırtınası,schneesturm,50
11590,şiir,poesie,37
4175,mola vermek,spence,85
2570,şenlik ateşi,lagerfeuer,89
14323,kalite,qualität,10
10814,lanet etmek,verdammt,38
14211,haftalar,wochen,10
5139,likble,dabbler.,80
2017,doodle,gekritzel,92
12183,intihar,selbstmord,30
8853,tiyatro,theatralisch,56
2407,çimlenme,keimung,91
11353,belçikalı,belgier,38
12379,ağırlık,gewicht,28
5009,maşa,zange,79
6726,çağıran,beschworen,58
12840,kumral,auburn,25
8510,kas,muskulös,60
10799,özellikleri,eigenschaften,23
8561,sadık,treu,59
9731,donör,spender,46
13538,uyma,einhaltung,16
8236,vızıltı,summen,60
14490,döndü,gedreht,11
2499,hipotermi,unterkühlung,92
13582,öykü,geschichte,13
4919,pericles,perikzer,81
2791,oynanabilir,spielbar,91
551,drifter,herumtreiber,99
8619,mutfak,küche,46
6570,yazarlık,urheberschaft,72
9195,gemiler,schiffe,44
4481,yakışıklı,gut aussehend,82
1425,sentezleyici,synthesizer,47
3847,dokunaklı,zurück berühren,87
5401,krank,kurbel,74
602,kısık,rau,99
4653,bakış açısı,standpunkt,82
11040,gasp,walisisch,41
4644,geri kazanılmış,zurückgefordert,65
12943,kimin,deren,24
7054,ikna etti,überzeugt.,54
12854,belçika,belgien,25
14070,dünya,welt,8
3879,daredevil,draufgänger,83
5993,optimizasyon,optimierung,56
12485,azaltışmış,reduziert,20
12676,deneme,gerichtsverhandlung,23
6010,deacon,diakon,46
9286,etkileşimli,interaktiv,33
4539,ölmek,diesen,83
13840,ben,ich,5
13596,eğilim,tendenz,15
5889,rahipler,priester,47
7270,kareler,quadrate,18
6771,fener,laterne,68
14028,uzun,lang,10
2360,bracken,adlerfarn,91
5500,ilgi,einstreichend,74
211,valon,wallonisch,100
9949,çevrili,umgeben,29
9108,kertenkele,eidechse,55
1299,açıklamalı,kommentiert,86
1707,ateş topu,feuerball,93
10352,delin,dell,46
13016,hastalık,erkrankung,22
5024,yiyici,esser,70
14157,tam dolu,voll,10
4576,kaçakçılık,schmuggel,76
12563,sıkı,fest,28
12439,dişi,weiblich,28
13782,japonya,japan,13
7152,hava dalgaları,luftwellen,68
7539,tüf,taft,66
5707,psikopat,psycho,76
8382,trajik,tragisch,56
9962,tuvalet,toilette,49
3556,gözden geçirilmiş,übergeordnet,82
11721,rekabet,rivalität,34
2279,creole,kreolisch,93
12321,yugoslavya,jugoslawien,30
14291,hanım,ms,38
14181,üçüncü,dritte,10
11608,kaban,mantel,32
13797,için,für,5
11067,en güçlü,am stärksten,41
8109,dolap,schließfach,62
9643,yargı,beurteilung,49
8693,yakmak,verbrannt,59
14196,ülkeler,länder,10
10520,sinema,kino,43
9975,mekanizma,mechanismus,24
12279,tedarikli,bereit,20
8182,barışı koruma,friedenssicherung,53
13200,kraliçe,königin,18
13254,asya,asiatisch,19
14329,şarj,aufladung,18
6371,sokağa çıkma yasağı,sperrstunde,69
10094,evrenin yaratıcısı,demiurge,48
1187,refraksiyon,brechung,86
8475,dönüştürülmüş,transformiert,31
7099,ihanet,verrat,66
13624,dışarıda,außen,15
1551,sürtmek,meckern,93
10885,kömür,kohle,42
308,churchyard,kirchhof,100
12268,müslüman,muslim,25
4036,lensler,linsen,85
11014,sanmak,annehmen,23
6786,lordlar,lords,18
1777,kıskançlık,eifersucht,92
12295,kadro,dienstplan,28
2397,sportmenlik dışı,unsportmanähnlich.,93
13092,ceza,strafe,18
816,sunray,sonnenstrahl,99
8009,çıplak,nackt?,38
1986,açıklanmamış,nicht explodiert,95
1381,lenfatik,lymphatisch,97
9364,bir gecede,über nacht,54
10401,oyuncak,spielzeug,40
11176,yazarlar,autoren,11
3799,kızamık,masern,87
5973,mater,materieren,75
4499,ratlayıcılar,bewerter,81
1632,hipnoz,hypnose,96
556,geri sıçrama,abprallen,99
1093,yılan balığı,aale,67
6697,kendin,euch,71
1599,sertleşmek,härten,77
13863,hayir,nein,6
8845,ressam,maler,55
9167,çayır,prärie,53
2152,yol alanı,wayland,94
4624,gıcırtı,grinte,83
26,lösin,leucin,100
11460,kırk,vierzig,37
12199,kapı,tür,27
9494,başıboş dolaşmak,vage,48
10127,awm,achtzeitig,48
13133,çekişme,debatte,18
3340,kapons,kerplunk,88
7997,akkor,glühend,62
5100,eklemli,artikuliert,68
9099,yerleştirme,platzierung,54
10673,braket,klammer,30
5942,tirron,tyrone,76
10260,vesayet,wesley.,47
1486,ilik,mark,96
11871,kötü niyetli,böswillig,29
8724,dab,tupfen,58
11982,becerememe,fummeln,26
8354,tek boynuzlu kimse,einhorn,60
13932,hala,trotzdem,9
14046,biraz,wenig,12
10825,anlamsız,zwecklos,42
10742,kürtaj,abtreibung,39
10816,yarımküre,hemisphäre,42
5091,tropik,tropen,10
8005,samanlıklar,slams,36
6415,kahkaha,lachen,73
5536,çatlak,geknackt,38
8802,yeniden gözden geçirmek,überdenken,55
6085,en ağır,schwerste,75
7638,aeromedik,aeromedizinisch,65
9120,toplu iğne,stift,45
13552,uygulamak,gilt,12
14076,tasarım,design,12
12638,yoğunluk,intensität,21
7860,bakış atmak,blick,60
9998,madden,verrückt machen,49
12705,kimse,niemand,26
2086,zippalı,flink,94
14098,sol,links,9
669,kabarma,anschwellen,71
14236,öldürülmüş,getötet,12
12662,kara liste,schwarze liste,15
14402,gerekmek,erfordern,7
10209,bahis,wette,40
13560,bilim,wissenschaft,15
8248,işaretlemek,markup,62
5386,bulanık,schlammig,76
10194,alt bölüm,unterteilung,45
1432,nav,naviglust,96
4687,zapt etmek,randstein,72
7536,işlemci,prozessor,59
13443,güzel,schön,17
13060,soğuk,kalt,22
6492,iskele,seebrücke,64
12663,çömlekçi,töpfer,27
8516,yoğunlaşma,intensivierung,60
13761,toprak,erde,13
7750,çekmek,schleppen,49
3966,balkabağı,kürbisse,62
14124,raporlar,berichte,5
11693,on dördüncü,vierzehnte,36
13554,takdir edilen,hochgeschätzt,11
6679,kısaltmalar,abkürzungen,46
3380,bilerek,wissentlich,88
8928,bir çeşit yöresel kore yemeği,kimchi,57
12877,üst,oberer  höher,24
3945,goto,gehe zu,86
9178,yelkenli,segelt,34
11196,on üç,dreizehn,39
66,tespit etmek,pinpoint,95
6291,bastırmak,unterdrücken,44
7163,simyacı,alchimist,67
5856,bitmek,löffel,75
11692,depremler,erdbeben,15
8273,aborjin,ureinwohner,50
263,amatörce,amateurhaft,100
13751,belirtmek,angeben,11
7343,amigo,cheerleading,62
6475,girişimci,unternehmer,67
6843,pasaport,reisepass,64
14459,hesap,konto,6
11311,geri alma,rückgängig machen,26
6892,fijian,fidschianer,70
13695,önceki,ehemalige,14
9404,koz,trumpf,51
14357,kolay,einfach,13
2871,renal,nieren-,90
5718,nahoş,whig,67
13687,kötü,schlecht,14
6804,defne,lorbeer,70
2153,kontrolsüz,unkontrolliert,84
6785,asetil,acetyl,69
8507,nesli tükenmekte olan,gefährdet,57
12445,hanedan,dynastie,28
2482,lavanta,lavendel,92
2130,araya girmiş,verschachtelt,82
4683,bonuslar,boni,82
14043,sorun,ausgabe,9
9087,karşılık gelir,entspricht,30
362,ayrımcı,diskriminierend,100
3792,turing,turnieren.,87
9051,ötenazi,euthanasie,56
11175,çete,mob,38
10072,efsanevi,legendär,48
8225,gürlemek,rumpeln,59
7664,övünen,gelobt,45
4958,cephe,fassade,79
6617,plak,plakette,67
12777,somun etmek,ersetzen,25
10087,gale,sturm,45
6724,maverick,einzelgänger,53
10473,dalga geçmek,wang,45
6739,manâhe,seekuh,71
11368,kurye,staus.,38
12616,para birimi,währung,27
7297,maliye,malaya,67
11910,isyan,aufstand,19
174,emaye,emaille,98
9781,üçgensel,dreieckig,50
3002,araç kutusu,werkzeugkasten,90
4728,ayak parmakları,zehen,53
6691,ihbar,gepflegt,66
2764,doldrums,flaute,91
1540,su kültürü,aquakultur.,96
9839,ilgi çekici,einneigend,17
8384,dönüm noktası,wahrzeichen,52
11660,birleştirmek,verschmelzen,22
13841,diğer,andere,5
11609,ileri sürmek,nachher,37
2433,turba,torf,93
13126,i̇talyan,italienisch,20
11798,büyüyen,wachsend,27
6429,yerleştirmek,untergebracht,12
6393,rezervasyonlar,reservierungen,15
11140,yük,belastung,26
14302,işlev,funktion,25
25,karıncalar,ameisen,42
9724,flint,feuerstein,51
7795,etil,ethyl,64
12954,gümüş rengi,silber-,23
12220,yerleşmiş,niedergeschlagen,26
13294,mount,montieren,17
10095,kesinti,die ermäßigung,46
7566,tavsiye eder,empfiehlt,14
7283,carom,karambolage,66
6084,doğramak,hash,69
12121,enigma,rätsel,32
7865,metafor,metapher,59
6741,merdiven,treppe,67
3541,nakış,stickerei,88
4760,su ısıtıcısı,wasserkocher,81
13255,çalışma masası,schreibtisch,20
2627,reçine,harz,82
4288,deha,mastermind.,75
13700,londra,london,14
2657,karışmış,schwankend,80
14002,katmak,enthalten,7
12532,açıklamak,klären,26
9020,lens,linse,57
1411,dişli,ausgereibt,32
4465,bosmak,boose.,83
1328,iltihap,apathie,97
11086,ima etmek,implizieren,27
8824,tüccar,händler,52
7486,kutsamak,segnen,49
6626,suşi,sushi,72
8422,beklenmedik,unerwartet,61
12634,yasadışı,illegal,26
10768,tohumlar,saat,16
656,sporadik olarak,sporadisch,70
7789,sıfat,adjektiv,60
14173,artırılmış,erhöht,15
900,dehşete düşürmek,deus,98
12995,bulvar,allee,22
138,zarı,verstohlen,98
12882,alfa,alpha,24
7936,çakıl,kies,63
5690,hayvancılık,vieh,77
3715,bulaşık makinesi,geschirrspüler,84
5780,yusufçuk,libelle,76
10002,görüntü,bildern,49
12006,i̇l,il.,33
14381,menkul kıymetler,wertpapiere,14
6214,kürek,curran,74
1795,kalıtsal,erblich,95
10969,gelenek,tradition,21
1462,müthiş,stimmungsvoll,58
7511,savcı,staatsanwalt,55
3836,antitrust,köstrufe,87
2217,asimetrik,asymmetrisch,88
10039,azot,stickstoff-,48
1038,fishy,fischartig,98
9122,sarmaşık,efeu,55
13426,koştu,ran,18
11087,sansürlü,zensiert,31
7573,övünmek,rave,56
586,sansürsüz,unzensiert,99
277,seddi,limousine,53
7349,paylaştırma,zuweisung,32
9668,ayak bileği,knöchel,50
12417,çubuk,bar,25
12625,monoton,anzunehmen,27
3845,basın odası,presseraum,87
4536,varsayımsal,hypothetisch,80
7575,ich,ikel,65
3348,tezgâh,webstuhl,69
7738,doğrulanmamış,nicht verifiziert,51
13441,harita,karte,15
11942,alışveriş merkezi,einkaufszentrum,33
9414,taciz,belästigung,31
3632,oransız,überproportional.,81
8139,kızak,schleudern,59
14208,alan,feld,9
2677,tarım,agrar,88
7944,tozlu,staubig,63
3156,rahiplik,priestertum,89
11850,oluyor,das passiert,12
1259,birleştirme,montieren.,23
9574,nazik,wally,51
14186,alınmış,genommen,9
12601,eşdeğer,gleichwertig,26
11242,sermek,legen,36
8909,babil,babylon,57
8795,böbrek,niere,56
13281,öncelik,primär,19
8111,epistle,brief,61
10611,dizel,diesel-,43
8464,tekerlekli sandalye,rollstuhl,59
14396,iddialar,ansprüche,11
12375,öncelikli olarak,in erster linie,30
2517,güneydara,southland,92
12446,yürütüldü,durchgeführt,20
14256,çağrı,anrufe,9
7392,kasap,metzger,62
12999,bilinmeyen,unbekannt,23
9426,uzmanlık,sachverstand,53
11704,küre,globus,35
7319,saçak,randbereich,65
7788,ya sahibim,ich habe,64
5774,hazırlanmış,geprägt,19
3187,süreklilik,kontinuum,89
2815,ye,yn.,91
6627,kafkasya,kaukasus,72
13719,diğer adıyla,alka.,14
5646,kökten kimse,fundamentalist,71
9670,sentez,synthese,51
10605,iddiaya göre,angeblich,44
2348,yapmamalı,sollte nicht,93
9703,bağırmak,schrei,42
1230,iş,jone,98
13123,rekabet etmek,wetteifern,15
13389,vaggerler,wagger,18
3877,kayma,gleiten,76
6079,izinsiz,nicht zugelassen,69
12481,bardak,glas,27
9746,çaresiz,verzweifelt,42
13365,portakal,orange,18
8251,ufuk çizgisi,horizont,61
661,arayanlar,anrufer,68
5696,ekşi,grundstück,77
9611,yeniden üretilmiş,reproduziert,43
7209,biyosentez,biosynthese,68
2219,öngörülemeyen,unberechenbar,90
12,normalde,gewöhnlich,100
7442,yarışmacı,rennbahn,66
9633,meme,brust,47
9323,ölümcül,tödlich,30
9730,şişkinlik,ausbuchtung,51
13953,geri,zurück,8
8123,balta,axt,56
8166,morina,kabeljau,62
2048,alt başlık,unterüberschrift,74
8680,faşist,faschistisch,52
12023,raseway,rennwagen,33
7986,sersemlemiş,betäubt,48
2529,tomurcuklanmak,budge,91
7959,bir parça,ein stück,63
78,dilenciler,begünstige,88
11901,inç,zoll,24
10106,ne olursa olsun,was auch immer,48
10112,vasat,walsh,48
13742,oğlan,junge,12
10956,horoz,indities,29
4649,yenilenme,regeneration,66
13485,oy,abstimmung,12
9710,restorasyon,wiederherstellung,11
8734,aktarma,übertragung,14
7704,rakun,waschbär,64
9012,gerçekten mi,rutsch,57
2024,kötülük,bosheit,92
10801,haydut,hayes,36
13224,güneş,sonne,19
2359,en komik,am lustigsten,93
9117,seksi,sexy,56
688,çabuk,allgegenwärtig,99
7436,şerif,sheriff,65
12090,liderlik,führung,32
8636,wolverine,vielfraß,37
10642,örneklem,probe,34
8810,bağ,polig,58
8356,gerilmek,beanspruchung,51
13859,zaman,zeit,6
1905,kuyumcu,goldschmied,88
4456,kartezyen,kartesisch,83
13252,yağmur,regen,17
12046,mevcudiyet,gegenwart,33
13208,ray,strahl,19
3781,en derin,tiefen,87
5042,bip sesi çıkarmak,piep,78
10081,mağara,höhle,43
13507,iz,verfolgen,16
3598,superscript,hochgestellte,86
11106,zorlukla,kaum,40
6939,aeon,äon,68
11470,italik,kursivschrift,34
465,detraktörler,bekämpfer,98
13211,yankiler,yankees,17
13237,usta,meister,16
1931,dolu fırtınası,hagel,90
5996,yıldız çiçeği,aster,75
2515,cossack,kosaken,84
11697,geri çekildi,zurückgezogen,36
6452,kokarca,skunk,73
9510,boru,rohr,43
13120,gerçek,tatsächlich,12
2068,şehit,märtyrer,66
13545,ifade,aussage,12
7510,güvercin,taube,63
14223,yaratmak,erstellen,6
14180,temmuz,juli,7
11553,daha güçlü,schwerer,37
8164,porpoise,tümmler,62
1058,zalim,eifer,98
397,kar ayakkabısı,schneeschuh,99
2051,tahkimat,befestigung,69
5231,pervasız,leichtsinnig,78
11441,rotalar,routen,19
14481,basmak,drücken sie,15
10213,güçlü,mächtig,47
9707,uyum,harmonie,49
9475,bozulmuş,herabgestuft,51
2862,lezzet,aromen,52
7699,akvaryum balığı,goldfisch,64
11125,daha az,kleiner,40
9961,nadiren,selten,31
11234,bigadier,brigadegeneral,39
11908,olağan dışı,ungewöhnlich,31
12695,sel basmak,flut,17
13917,başkan,präsident,12
6958,maddi olmayan,immateriell.,69
13498,savaşçı,kämpfer,15
1577,kişilerarası,zwischenmenschlich,96
4389,geri alınamaz bir şekilde,unwiderruflich.,83
11767,zarar,schaden,14
11903,emzik,em,32
12929,üçlü,verdreifachen,23
13661,orta,mitte,15
4776,sürtük,schlampe,76
7844,piper,pfeifer,61
3660,normalleşme,normalisierung,17
11963,rakipler,gegner,27
7569,bağış,spende,36
5896,deniz kıyısı,waterfront,76
7723,yeteneksizlik,unfähigkeit,64
1209,en karanlık,am dunkelsten,98
977,silt,schlick,97
10172,papağan,papagei,47
4346,mayıs günü,maifeiertag,84
11542,fas,marokko,37
2736,quack,quacksalber,90
7439,alabalık,forelle,66
11684,bacaklar,beine,22
8565,zencefil,ingwer,59
10356,kurtulanlar,überlebende,37
3320,sevkiyat,sendungen,70
8087,yaka,halsband,53
2031,zervasiyanlık,zoroastrianismus.,89
10295,isyancı,rebell,32
13876,devlet,regierung,10
9073,adını değiştirmek,umbenennen,26
14496,şişirme,inflation,49
5719,kukla,dummy.,74
6248,klik,clique,71
4379,hızlanmak,beschleunigen,39
3734,tramvay,straßenbahn,82
4370,özgünlük,authentizität,57
10800,firma,feste,39
3259,aşırı derecede,übermäßig,38
14123,sonuç,ergebnis,8
11814,çalışmalar,studien,20
13893,meli,sollen,5
10200,duvar yazısı,graffiti,47
12694,yahudiler,juden,24
4463,metinsel,thextual.,81
7261,genetik şifre,genom,65
1256,eğilmek,gebeugt,40
6776,yarın,morge,71
7769,yemin,eid,61
10949,huzursuzluk,unruhe,41
8088,taahhüt,verpfändet,48
12673,komplo,verschwörung,26
2859,havalandırma,belüftung,86
8690,haşlamak,hicks.,54
12114,nane,minze,31
11836,kül,asche,29
8494,pointer,zeiger,47
4902,tampon,stoßstange,78
13903,beğenmek,wie,5
12303,evren,universum,8
8577,görünmez,unsichtbar,57
14410,bakan,aussehen,5
5957,dengesiz,instabil,75
7175,cins,gattung,68
14007,arttırmak,zunahme,15
5327,sıkıntı,not,68
8213,yanılsama,illusion,59
13830,ayrıca,auch,6
4815,giysi dolabı,kleiderschrank,81
12176,muhteşem,hervorragend,32
7378,lazılar,lyasen,48
7956,bükreş,bukarest,63
949,jeologlar,geologen,79
2838,umutsuz,hoffnungslos,89
3099,kaçırmak,entführte,55
9381,komedyen,komiker,51
10088,firetrap,feuerfalle,48
2492,hain,verräter,79
729,coşkulu,kuscheln,96
8595,dahi,genius,59
12538,harcanan,verbraucht,28
12348,el ilanı,flyer,29
7626,tezahür,manifestation,45
3701,üçüncü olarak,drittens,87
9272,albiya,albion,55
7205,sanitasyon,sanitäre hygiene.,64
10990,gunes isigi,sonnenschein,41
771,ord,ordnen,99
14412,tüzük,regeln,9
1169,alt tip,untertyp,95
3104,gençler,jugendliche,82
13586,yöntem,methode,14
14148,önerilen,vorgeschlagen,12
12405,akçaağaç,ahorn,29
819,hitto,bisher,99
13399,sıcak,heiß,18
4906,gere,german.,81
13019,beyan,erklärt,17
11616,ırkçılık,rassismus,36
2989,bilgisiz,nicht informiert,83
7802,siklonik,zyklonikum,12
10517,edebi,literarisch,45
10860,bakire,jungfrau,39
12626,fantezi,fantasie,27
9924,arap,arabisch,49
2204,yakınsak,konvergent,52
2466,sözler,sayer,86
9293,cy,zy,54
4686,heyet,hört,82
6714,kapanma,schließung,30
2911,indüksiyonlar,induktee,87
12350,ayakta durmak,stehen,13
8456,şirin,niedlich,55
6335,belgeleme,dokumentation,15
5767,işaret,leuchtfeuer,74
10315,kum,sand,38
3533,domuz yağı,schmalz,88
5962,eski durumuna getir,wieder einsetzen,47
6151,koruyucu,schützend,12
11293,coliseum,kolossum,38
4850,tatlı çörek,krapfen,78
5223,gabin,gabby,79
4842,yaklaşık,ca.,82
6593,gecekondu,slum,69
13670,terimler,bedingungen,10
4221,yarışmak,adjutant,83
10248,hasım,feindlich,36
7218,yumruk,faust,58
5583,reworded,umformuliert,56
11001,fe,feder,41
2080,sarımsak,knoblauch,94
13750,fırsat,gelegenheit,13
2401,ihlaller,verletzungen,81
12641,hafifletmek,erleichtern,27
13487,kilise,kirche,16
5103,rude,bereuen,80
14061,koymak,setzen,10
8674,keşiş,mönch,44
7642,önlemek,auftakt,63
6658,carver,schnitzer,71
14050,eyaletler,zustände,7
8870,habersiz,nicht bewusst,56
1160,capuchin,kapuziner,98
12244,takmak,affix,31
3218,süpersonik,überschall-,61
11108,izci,erkunden,28
259,şaka olarak,scherzhaft,100
8910,kızılötesi,infrarot,57
11104,gitgide,schrittweise,38
702,tidit,leckerbissen,89
14101,ülke,land,10
5798,nüfuz etmek,whomp.,76
3299,kiril,kyrillisch,88
11761,atletik,sportlich,16
13801,söz konusu,sagte,10
8000,barışçı,peaketime.,63
7303,esnek,flexibel,59
7394,istakoz,hummer,66
12875,koku,geruch,24
1504,kayık,kajak,94
5265,cher,treibend,79
14237,bilinen,bekannt,11
6217,atlı,reiter,70
4975,teşhis,diagnose,81
9626,fuhuş,prostitution,47
9991,sonuç olarak,folglich,27
5724,hokkabazlık,jonglieren,75
5494,orospu çocuğu,motherfucker,78
2255,göçmen,migranten,74
10807,adına,aufheißen,43
5840,gibberish,kauderwelsch,76
13881,kullanılmış,gebraucht,5
1890,katlanmış,verfallen,74
52,kalp atışı,herzschlag,99
9979,hidroksi,hydroxy,49
13119,binlerce kişi,tausende,17
5109,belirtilmemiş,nicht spezifiziert,80
8178,ihracat,export,43
10148,şempanze,schimpanse,47
5385,dikkatli,zurückhaltend,78
10508,idare etmek,zutreffen,45
7015,tapmak,verehrung,63
6126,çelenk,girlande,73
12591,egzersiz yapmak,die übung,24
12679,önyargılı,voreingenommen,26
12060,komik,comic,18
10589,don,frost,43
4646,referans,verweisung,79
13766,artı,plus,13
1003,savaşçılar,warlords.,85
10369,cebir,algebra,44
11062,sırpça,serbisch,40
10445,boyun,nacken,43
854,solver,einlöcher,99
5164,corolla,blumenkrone,79
5095,kabul etmek,zugute,44
9292,ptct,qualifiziert,54
6790,bezelye,erbsen,49
5357,arcadia,arkadien,79
8104,pics,bilde,40
12761,uzun saç,lange haare,26
5901,istemeden,unbeabsichtigt,68
14303,hakikat,tatsache,7
7383,biftek,steak,65
2731,thunderball,donnernd,91
2619,alıcılar,abnehmer,66
9922,bayan,frau,12
4207,tazmin etmek,kompensieren,47
254,permütasyonlar,permutationen,86
9532,yeniden inşa etmek,wieder aufgebaut,53
7846,biennal,zweijährlich,63
3138,din adamı,klerus,89
11247,mızrak,speere,36
1647,simetrik,symmetrisch,85
13041,tayly,übereinstimmen,21
4408,tepe noktası,scheitel,84
11344,eşek,arsch,38
1891,bilgisayar korsanları,hacker,45
13770,yeterli,genügend,13
11264,yarı finaller,semifinale,33
9733,ay yildizi,mond-,51
2867,denize,über bord,90
13765,gürcistan,georgia,13
4642,şanssız,unglücklich,83
3674,kusur,panne,81
9017,çivi,nagel,34
14057,değiştirmek,ändern,6
14284,rağmen,obwohl,6
10379,kuraklık,trockenheit,45
8433,rütbesiz,unangebracht,61
3383,yavaş ilerleme,kriechen,71
14413,i̇şler,arbeiten,5
10298,bilim insanları,wissenschaftler,36
9154,baton,taktstock,52
8183,tazmanyacı,tasmanisch,62
13025,albay,oberst,22
2982,gıda,gid.,90
4053,resimsel,bildlich,84
12561,esrar,es.,28
8450,otobiyografi,autobiographie,59
1311,dachshund,dackel,97
13731,uzay,platz,13
11566,bombardıman,bomber,28
6013,köşe yazarı,kolumnist,70
10302,görkem,herrlichkeit,46
11524,edinilen,erworben,27
10511,sıvı,flüssigkeit,41
12197,yarasa,schläger,11
10156,ming,mischung,46
1959,çökmüş,geschrumpft,95
11881,peşin,kasse,34
9200,zevk,vergnügen,54
9728,çalışan,arbeiter,25
5043,maltaca,maltesisch,81
13261,ansiklopedik,enzyklopädie,20
12007,col,spalte,33
2174,peg,anbindung,74
9678,istikrar,stabilität,37
1398,fenil,phenyl,96
8012,söz yazarı,songwriter,53
10285,et,fleisch,46
14432,sigorta,versicherung,17
6490,tavuskuşu,pfau,71
2478,ağaçkakan,specht,92
12396,grafikler,charts,16
7624,karar vermek,dekret,57
1040,mss,ms.,98
9315,copa,kopatisch,54
12389,ön yargı,voreingenommenheit,30
10854,zorlu,zäh,41
