ID,TURC,PORTUGAIS,INTERVAL
9716,kar fırtınası,nevasca,51
10456,çimen,relva,46
3961,salaklar,idiotas,54
7393,tasvir etmek,retratar,41
9728,çalışan,trabalhador,25
7251,atop,no topo.,68
4225,akmak,influxo,85
14176,bakmak,olhar,5
5892,merhametli,meritório,77
2644,güneş kremi,protetor solar,92
11830,başlıklı,intitulado.,10
5359,diş macunu,pasta de dentes,79
9893,heykel,escultura,49
4234,tüvit,tweed,85
2887,travmatik,traumático,88
14411,meslekler,empregos,20
6647,bilişsel,cognitivo,66
13125,sanat eseri,obra de arte,21
8458,tüberküloz,tuberculose,61
11071,patlayıcı,explosivo,22
11554,denge,saldo,30
5472,açıklayıcı,explicativo,79
8046,kin,ódio,62
8953,dokuver,tecelão,56
13933,aynı,mesmo,9
10061,hinduizm,hinduísmo.,49
5852,tol,para mim,77
14422,yetenekler,recursos,28
6710,hamile,grávida,72
8542,değişiklikler,modificações,45
2305,karboksilaz,carboxilase.,93
12479,sinameki,senna.,29
13729,ihlal,violação,13
8110,hilal,crescente,62
5853,kızartmak,graal,77
10247,ölçülen,medido,22
4136,zorunlu,mandatada,45
5463,kumdan tepe,duna,70
8739,psikolojik,psicológico,38
8116,acınası,patético,62
12292,moskova,moscou,31
14297,liderler,líderes,14
5927,baş ağrısı,dor de cabeça,72
12534,addedilen,considerada,6
4707,kümülatif,cumulativo,80
568,geçişçilik,travestismos,99
2565,kanopik,canopic.,93
11172,binme,cavalgando,28
6606,süslü,extravagante,65
2141,mitralyöz,gatling.,94
9872,eşcinsellik,homossexualidade,40
2988,doubters,dúvidas,87
2110,takunya,patten,91
7139,augustine,agostinho,64
6497,taksim,arquipélago,73
1666,obua,oboé,95
12996,faydasız,sem utilidade,23
4128,balo,baile de formatura,84
5702,yudum,biz.,78
4532,anma,comemorando,34
6482,çevrimdışı,desligada,73
1729,sosyolojik,sociológico,48
2477,akıntı,escoamento,93
11713,şakacı,jake,36
5554,döner,rotativo,78
12025,fahişe,prost,33
14172,kodlamak,código,15
1905,kuyumcu,ourives,88
12023,raseway,raça,33
10004,kült,culto,48
9080,namaz,oração,51
6652,tebeşir,giz,70
14510,etkili,eficaz,12
13854,dışarı,fora,6
13059,iki defa,duas vezes,22
4369,inkârlılık,incivilidade,71
3242,enfiye,rapé,89
7922,gereklilik,necessidade,62
2272,benzin pompası,bowser.,94
7398,havari,apóstolo,55
7375,etkisiz,ineficaz,64
8722,kovboy,vaqueiro,27
14196,ülkeler,países,10
7005,akustik,acústico,64
6754,en kısa,mais curto,71
10381,kartuş,cartucho,41
6123,komplike,sofisticado,70
8610,üzüm,uvas,49
13090,yeniden atandı,transferido,22
6685,redux,restaurado,72
9527,ayrılma,separação,16
11828,dış,exterior,35
13870,en,maioria,9
1426,şamandıra,bóia,86
13939,sonraki,próximo,6
8296,sakatlamak,muito ruim,61
6866,uzun zaman,muito tempo,71
3048,kauldron,caldeirão,90
2891,su altında kalmış,inundado,81
12451,veri tabanı,base de dados,29
10214,fince,finlandês,48
6621,bushfire,queimada,60
1688,kerevit,lagostim,96
2473,yapıştırıcı,adesivo,78
7919,yetmiş,setenta,53
5144,kuluçkahane,hatcher.,80
6410,söyleme,discurso,73
11259,bölgeler,territórios,13
9169,acı,amargo,54
5033,okuryazarlık,alfabetização,82
10830,üreticiler,fabricantes,25
12450,ördek,pato,24
9452,egemen,soberano,53
6027,çantalar,bolsas,40
2738,okul çocuğu,estudante,88
13550,5,5 ª,16
11352,ondalık,decimal,36
2020,martılar,gaivotas.,87
12720,at,cavalo,23
14000,kullanıcı,do utilizador,5
12516,siviller,civis,21
5881,garip olarak,estranhamente,77
1449,yeniden kullanmak,reutilizado,64
1085,yok etme,aniquilação,75
10717,tereyağı,manteiga,43
7469,fuar,expo.,48
8274,ölümsüz,morto-vivo,62
9204,ilahi,divino,52
13479,dönüş,virar,11
13638,belirtir,especifica,8
6165,aşırı nüfus,superpopulação,74
12972,düşman,inimigo,21
4281,tanıklık etmek,testemunhar,63
1291,karşı üretken,contraproducente,95
8857,kel,careca,53
318,detaylı,nuancemente,88
9146,son tarih,data limite,55
10509,şarkı söyleme,cantando,34
13651,koruma,guarda,13
5504,boğa güreşi,touradas,78
3538,inmek,desmontado,82
11389,giriş yapmak,conecte-se,38
8487,buzul,geleira,56
3950,desteklemek,bolster,70
4475,sükramlık,scarface.,84
4427,anlatmak,recontagem,67
10962,statik,estático,41
11867,ilaç,medicina,34
208,shrove,levante,100
13111,q,q.,22
11279,ilköğretim,elementar,39
3912,büst,efígie,83
1509,şeriği,xeque,91
13768,kendisi,em si,13
12418,sınıflandırılmış,classificado,27
3184,kavramlar,noções,51
12430,faliyet alani  sahne,cena,26
5344,yaban kedisi,gato selvagem,38
1425,sentezleyici,sintetizador,47
10510,doğrusal,linear,45
13313,gal,garota,19
8078,kavga,feudo,59
8480,çıkarımlar,implicações,46
458,sharecropping,meação,100
3942,sömürülen,explorado,47
13234,sevgili,caro,20
12035,imkansız,impossível,33
4663,bitmemiş,inacabado,83
7259,tamamlayıcı,complemento,62
8860,abbey,mosteiro,58
8475,dönüştürülmüş,transformado,32
632,belirlenmiş,contrado,97
9879,kırım,crimean.,50
12217,ırmak,watson.,32
3027,topaz,topázio,90
5371,mescit,masjid.,79
2509,crossbow,besta,93
14413,i̇şler,funciona,5
5023,saat yönünde,sentido horário,82
9684,parantez,parênteses,52
11321,triş,trek.,38
13873,herhangi,qualquer,5
2945,kulaklıklar,fones de ouvido,84
1013,bossi,mandão,98
10945,maymun,macaco,40
12523,tayfa,pelotão,24
7072,tekrar yükle,recarregar,59
7766,zorbalık,assédio moral,50
1575,eğlenmek,divertido,19
13672,tüm,inteira,14
11203,gurur duymak,orgulhoso,40
13076,toplum,sociedade,21
4576,kaçakçılık,contrabando,77
1351,bağnazlık,intolerância,97
11111,altyazı,rubrica,37
12726,hazır,pronto,24
1424,kıtlar,cantos,55
4244,iş yeri,ambiente de trabalho,85
4246,çalkalama,misturadores,77
13574,olimpiyat,olímpico,12
584,toprak fırtınası,landstorm.,99
8239,kardan adam,boneco de neve,62
7640,çelişkili,contraditório,65
4050,vecize,sutra,84
14435,kazanmak,ganho,9
12192,yazma,escriba,32
11255,kimya,química,40
5684,demirsiz,ancora,78
6072,fethetmek,conquistado,49
9459,brook,ribeiro,35
9044,peygamber,profeta,52
13214,i̇rlandalı,irlandês,20
2015,görünmeyen,despercebidas,94
12663,çömlekçi,oleiro,27
8795,böbrek,rim,57
276,evanjeli,evangélico,77
9222,sineklik,strauss.,56
8968,uyuyor,adormecido,20
4296,sümbül,jacinto,84
7506,cizvit,jesuíta,64
5008,sefalet,miséria,81
12823,yaratıcı,criativo,24
10269,çirkin,feio,44
13896,altında,sob,8
7424,bilgelik,sabedoria,67
11237,cin,general,39
11433,yenilmez,invicto,38
10733,komşu,vizinhança,38
13429,dokuz,nove,17
13991,ticaret,negociação,15
13614,çince,chinês,15
10937,kumlu,arenoso,42
13562,ay,mês,12
5403,orman yangını,incêndios,68
5185,eylemsizlik,inércia,81
5984,cayman,caimão,74
11549,iblis,demônio,34
8183,tazmanyacı,tasmanian.,62
2440,farmakolojik,farmacológico,82
5805,yönlendirilmiş,desviado,64
6545,antwerp,antuérpia,73
8084,freemasonry,maçonaria,62
5017,römorkör,puxado,76
8985,detaylandırmak,elaborar,49
13732,düşük,baixo,13
5421,şecbilik,cisma,79
4687,zapt etmek,meio-fio,73
4520,sana,te,84
7357,frenler,freios,42
12717,göndermek,mandar,19
122,selam,salaam.,100
3530,baldır,bezerro,88
2756,baskı,opressão,72
7851,cezalandırılmış,penalizado,54
7897,sarhoş,encalhado,54
340,büyükbaba,avós,83
13323,britanya,grã-bretanha,19
8874,meydana gelme,ocorrência,52
5785,anüs,ânus,77
8987,yazım hatası,erro de digitação,37
14071,sağ,certo,9
11372,tam,versa.,38
13711,adalar,ilhas.,11
770,ihtiyati,precaução,99
11763,luka,lucas,36
3170,tiranlık,tirania,85
7129,cyan,ciano,69
6264,optimum,ótimo.,75
7269,kafein,cafeína,68
13668,girdi,entrou,12
10574,neptün,netuno,45
14073,olası,possível,8
3637,dağlı,hillman,88
388,bıldırcın,codorna,99
12114,nane,hortelã,31
7539,tüf,saltaft.,66
10334,titanik,titânico,29
12819,farz etmek,presumir,17
13973,isminde,chamado,9
12428,müjde,evangelho,29
13414,savaş,brigando,8
1404,şükran,gratidão,96
4289,örtük,implícito,85
4928,boynuzsuz,hornish,82
12172,binyıl,milênio,32
7614,ilginç bir şekilde,interessantemente,66
11591,gaziler,veteranos,28
8963,spite,despeito,56
5151,sporcu,desportista,81
6639,stratejiler,estratégias,36
1015,and,andino,98
10592,jambon,presunto,44
12303,evren,universo,8
14339,dikkate alınan,considerado,5
7863,sosis,salsicha,61
6740,ananas,abacaxi,71
5974,brülör,queimador,75
12094,que,that,33
3698,aşağıya doğru,para baixo,51
12619,kağan,khan.,28
13622,kurs,curso,15
11634,çörek,bardo,37
10844,füzyon,fusão,43
12401,değerli,valioso,30
2186,şay,shay.,84
2046,olimpiyatçılar,olimpianos.,81
3404,döküntü,irritação na pele,87
7151,değersiz,var.,69
10175,golcü,marcador,37
4199,küçük harf,minúscula,85
12935,duke,duque,23
6155,sörfçü,surfista,65
3435,skin kafa,skinhead,83
90,amfizem,enfisema,100
14442,karar verilmiş,decidido,8
14092,operasyonlar,operações,7
12970,ettirmek,et,23
6681,aptallar,tolos,40
9581,kaçamak,evade,46
13565,doldurmak,preencher,13
5827,sonuca varmak,conclui,29
14107,genel,em geral,9
13583,i̇talya,itália,15
10776,hayal etmek,imagine,36
2180,piknik,piquenique,93
8185,kül kedisi,cinderela,62
14274,gitmiş,foi,12
6319,aşırılık yanlısı,extremista,62
13191,cümle,frase,15
4406,haşiyeler,marginalia.,84
8847,zodyak,zodíaco,58
6,yanılmak,tropeçar,62
9132,erozyon,erosão,56
11542,fas,marrocos,38
9177,çilek,morango,54
11139,kabul edilemez,inaceitável,40
2591,belgeseller,documentários,38
6353,kilometre taşları,milestones,54
3033,denetçi,auditor,88
9174,tebrikler,parabéns,48
2932,dışa doğru,para fora,87
10837,spektrum,espectro,43
11837,tavuk,frango,34
2072,goblet,cálice,93
6128,zehir,veneno,73
5719,kukla,fictício,75
9966,öz geçmiş,retomar,34
12634,yasadışı,ilegal,26
3398,arka bahçe,quintal,88
5114,abaküs,ábaco,81
8456,şirin,bonitinho,56
13075,kritik,crítico,13
1120,mürekkepbalığı,choco,98
4665,limonsu,lemony.,83
1199,güveç,ensopado,90
1148,nudibranch,nudibrânquio.,98
4294,makas,tesoura,74
13372,kendim,eu mesmo,18
11793,bildirmek,notificar,31
7293,kırılabilir,infrangível,68
6672,üstünlük,supremacia,72
8235,kılıç,sabre,35
3171,sakat,aleijado,78
8165,mısır gevreği,cereal,61
13915,senin,seu,5
4884,ayaklı,footed.,23
6987,betçe,beth.,70
13717,kongre,congresso,14
9714,törenler,cerimônias,26
2934,misilleme yapmak,retaliar,50
9645,çuval,saco,29
3363,diktatörler,ditadores,47
9301,pudra,em pó,51
10898,lisans,licença,38
8518,çorap,meias,27
2592,yeniden işlenmiş,retrabalhado,67
9131,arşimet,arquimedes,56
1804,çıta,stave.,79
13112,başkent,capital,15
4077,bünye,bering.,84
5360,skırlamak,escorbuto,80
6454,atinalı,ateniense,67
2954,bağcıklı,atado,64
12940,kime,o qual,24
9992,burs,bolsa de estudo,48
12865,iddia etmek,afirmar,18
8493,nefes alma,respirando,44
155,el arabası,carrinho de mão,100
6780,ustabaşı,capataz,71
12680,con,vigarista,22
2964,memek,mem.,89
4019,dumanlı,esfumaçado,86
5385,dikkatli,cauteloso,79
6444,bekçi,zelador,72
1944,gut,gota,95
13834,yukarı,acima,7
5054,protestanlık,protestantismo,82
4747,suyunu sıkmak,espremer,69
7547,yat,iate,57
12313,yüce,supremo,30
6056,tüfek ateşi,gunfire,76
14391,eylül,setembro,6
7703,geri dönüşüm,reciclando,59
12119,dolaşım,circulação,28
13198,kabul edilebilir,aceitável,6
6643,kaybolmak,desaparecer,39
1764,engelleyici,bloqueador,87
13417,adı geçen,mencionado,12
3418,ormancılık,silvicultura,88
6213,alaşım,liga,68
5891,dinozorlar,dinossauros.,56
12339,na,n / d,30
5787,kilit taşı,keystone,76
7918,kısrak,égua,63
2008,zarf,advérbio,93
12052,olur,torna-se,9
405,damper,basculante,100
14064,pound,libras,37
12629,nominal olarak,nominalmente,12
5169,tanınabilir,reconhecível,79
8983,akseptör,aceitador,56
6217,atlı,equestre,71
2752,çiçek,floral,91
6228,tesisatçı,plummer,75
8263,kumaş,madras,62
10631,yokuş aşağı,downhill,43
13378,vermek,dando,9
5643,karboksi,carboxy.,78
14343,şu anda,atualmente,8
14078,siyasi,político,12
13601,bölünme,divisões,8
905,ekili,cultivado,70
152,tunik,túnica,82
12529,hawaii,havaí,28
14081,haberler,notícias,12
4825,miraj,miragem,82
6806,makyaj yapmak,maquiagem,70
3206,süslemek,suspense,36
6865,isteksiz,relutante,64
11076,müzisyenler,músicos,26
1280,kanama,sangrar,53
12538,harcanan,gasto,28
3431,şahin göz,hawkeye.,88
3516,okaliptüs,eucalipto,88
4564,pirzola,costelas.,67
7526,dalmak,mergulhar,43
9707,uyum,harmonia,50
5152,geçmişe uğramak,sofrido,81
11445,sonsuza kadar,para todo sempre,38
3255,zirkonyum,zircônio,89
583,jiroskop,giroscópio,97
8414,inanılmaz şekilde,incrivelmente,44
8526,yurt dışına,no exterior,60
10514,satın alındı,comprado,31
11697,geri çekildi,retirou-se,36
13869,çok,tal,5
1758,heyecanlı,emocionados,57
13363,lübnan,líbano,18
11446,onsekizinci,décimo oitavo,38
14159,çalışma,trabalhando,5
2351,karaağaç,olmo,87
13101,prens,principe,21
4446,yeniden ekle,re-adicionar,84
2228,teal,cerceta,94
6563,idare etmek,proctor.,73
5589,demleme,fermentação,47
3868,çözülmemiş,não resolvido,87
6302,salyangoz,caracol,69
9376,uçurtma,pipa,54
7889,davranmak,comporte-se,47
3211,yağmurluk,rainier,89
4503,göktaşı,meteorito,73
11893,marj,margem,30
9936,daha geniş,mais largo,50
1799,yağlayıcı,lubrificante,84
9217,tarih öncesi,pré-histórico,56
9869,baykuş,coruja,42
5202,gallander,galantaria,80
10045,sözcü,porta-voz,49
3589,motosikletler,motocicletas,31
5394,mantıksız,ilógico,78
12682,satıldı,vendido,27
9784,vanilik,vaidade,51
9438,kavanoz,frasco,52
12082,düzensizlik,transtorno,32
9961,nadiren,raramente,32
4153,gündüzler,gunners.,69
11003,kahve,café,42
12705,kimse,ninguém,26
4483,yele,juba,80
7503,zambak,lírio,65
3002,araç kutusu,caixa de ferramentas,90
10021,bileşenler,componentes.,33
12054,kuklalar,fantoches.,28
12543,sözleşme,contrato,24
5195,titrek,trêmula,80
955,dördün,quadratura,98
3598,superscript,sobrescrito,86
1590,yoğunlaştırmak,condensar,56
12177,itmek,empurre,21
10921,piramit,pirâmide,38
11683,tercih etmek,preferir,11
10200,duvar yazısı,graffiti.,48
10744,burun,nariz,41
4511,sözde,pseudônimo,78
5346,krom,chromium.,80
14424,özellikle,especialmente,12
8192,flamalar,flâmulas,54
1437,süzmek,staunch,96
12618,kablo,cabo,26
9421,timsah,crocodilo,51
5979,hırslı,ambicioso,75
3774,lejyonlar,legiões.,44
3510,çeşme yapmak,rebocar,58
11605,tür,gênero,32
10515,dinlenme tesisi,recorrer,39
11008,elçilik,embaixada,39
12078,amatör,amador,32
7837,sallamak,mexe,54
5660,tabut,caixão,75
2454,bastırılmış,subjugado,82
5823,geciktirmek,retardar,43
699,dubu,dag.,97
3162,bağlantı,linkage.,86
9934,jimnastik,ginástica,47
3734,tramvay,bonde,82
10826,mercan,coral,43
7681,hanedanlık armaları,heráldica,65
9561,köri,curry,49
2227,ayrıştırıcı,analisador,92
10390,selamlar,saudações,39
13698,ipuçları,sugestões,14
4958,cephe,fachada,80
10999,bakış açıları,aspectos,31
1256,eğilmek,curvado,41
6250,boğulma,afogamento,54
2254,öncesi niteliğinde,prequel,94
14318,her zaman,sempre,11
3113,yüzücü,nadador,78
13152,şans,chance,18
2163,gerçekçi olmayan,irrealista,93
6356,mum,vela,66
8782,klinik,clínico,49
13979,kurmak,encontrado,7
14163,araştırma,pesquisar,12
14235,izin vermek,permite,11
13555,çift,duplo,14
5079,öğrenmek,lear.,81
2755,şehvet,luxúria,88
6590,moloz,destroços  pedregulho,72
5425,büyük boynuz,bighorn.,79
13586,yöntem,método,14
13070,ulaşmak,alcançar,11
10674,kıyamamak,poupar,41
5664,kavşak,encruzilhadas,77
3458,batmış,matty.,88
12477,çek,checo,28
819,hitto,até agora,99
1931,dolu fırtınası,chuva de granizo,91
2792,turboşarj,turbocompressor,91
11931,yaşlar,idades,15
3259,aşırı derecede,excessivamente,38
10599,riyak,rn.,45
887,eksiklikler,déficits,37
3486,zenginleştirilmiş,enriquecido,73
9702,ayakkabı,sapato,38
8667,fildişi,marfim,59
13553,gözü pek,negrito,16
5588,aşamalı,faseado,30
281,bidonlar,canisters.,87
10221,hoover,aspirador,48
3487,bukalemun,camaleão,88
3232,riskli,riscor.,89
6063,çarpıtma,distorção,49
9068,hentbol,handebol,55
13691,kocaman,imenso,14
10367,tatmak,tat.,46
10964,harcamak,gastar,33
9408,açık deniz,no mar,54
3061,dey,dy.,83
13799,o,que,5
1977,ayrılıkçılar,separatistas,71
1020,dövme,forjado,98
6397,firari,fugitivo,62
9359,dönüştürür,converte.,20
11539,hemen göze çarpmayan,sutil,38
11647,havva,véspera,37
9722,gözetim,vigilância,52
10145,firavun,faraó,47
13002,franchise,franquia,22
1213,problemsiz,não provocado,98
7067,düzensiz,irregular,50
11133,on altı,dezesseis,41
13353,katılmak,contribuir,19
10115,parola,pára,48
13690,para,dinheiro,14
10619,girişim,empreendimento,40
12667,mürettebat,equipe técnica,23
8259,fosilleşmiş,fossilizado,62
12263,tapınak şakak .. mabet,têmpora,30
13643,köy,vila,14
8228,vakum,vácuo,62
11311,geri alma,desfazer,27
6739,manâhe,manatee.,71
13188,çocuklar,crianças,20
8613,dinlemek,hearsay.,60
3295,cezalandırma,punindo,26
13316,aziz,santo,16
3310,özetle,sumariamente,89
1061,ıvır zıvır,em que não,98
4249,mayın tarama gemisi,minesweeper.,81
3032,piccolo,flautim,90
6496,şanlı,glorioso,73
10679,çığ,avalanche,44
994,slavlar,eslavos,91
7104,hizalı,alinhado,37
13186,yabancı,estrangeiro,20
14471,işletmeler,negócios,16
4363,onurlu,honrado,17
9329,dweller,morador,53
10140,ikna etmek,duo,48
2828,korumasız,desproteger,56
3339,pansiyon,hostel,86
6953,asma,videira,63
6326,pota,cadinho,74
9896,slogan,lema,48
12929,üçlü,triplo,23
531,çalıkuşu,carriça,97
3329,miyokard,miocárdio,89
8009,çıplak,nua,39
14142,dönem,período,10
12804,göz,olho,19
4076,dobd,dowd.,86
11505,başvuru,inscrição,25
3599,tamir edilmiş,entrincheirado,82
9298,müşteri,cliente,46
8142,değişken,variado,25
12084,bestelenen,composto,26
397,kar ayakkabısı,snowshoe,99
10537,ikinci olarak,em segundo lugar,45
4326,bunun üzerine,agustação,85
3104,gençler,jovens,82
12762,kartal,águia,17
12029,yasaklamak,proíbe,19
13721,katkıda bulunanlar,colaboradores,12
13858,birinci,primeiro,7
4959,insansız,não tripulado,82
2239,kesimhane,matadouro,93
3350,sıska,magrelo,89
8547,çok öfkeli,furioso,60
1893,vaaz,sermão,88
2786,coşkun,cushing.,89
8497,paslı,oxidado,61
3335,sekreterlik,secretariado,89
6340,yenilik,novidade,71
11328,mor,roxa,39
8291,bıçak,faca,62
2240,aklı başında,sane.,94
1480,bipartizan,bipartidário,96
14433,komisyon,comissão,23
10737,ağrı,dor,36
6564,yoğun,denso,64
11810,nijerya,nigéria,35
6860,ikamet etmek,reside,22
6803,polman,pollard.,71
13248,profesyonel,pró,17
9526,uranyum,urânio,53
1579,öfkeli,enfurecido,91
6515,yapay penis,dildo.,71
12427,seçilmiş,escolhido,29
7836,başarısızlıklar,falhas,26
5775,bölenler,divisores,72
12870,çaylak,rookie.,22
8902,özerk,autônomo,56
2348,yapmamalı,não deveria,93
11204,temyiz,apelo,31
4730,yalvarmak,implorou,62
14181,üçüncü,terceiro,10
4370,özgünlük,autenticidade,57
9084,ağaçlık,woodrow.,57
11642,adımlamak,ritmo,35
9485,çocukça,infantil,53
11089,amca dayı,tio,41
13085,tartışma,controvérsia,10
6793,milliyetçiler,nacionalistas.,43
6885,bobin,bowyer.,71
9111,yarar,utilitário,37
7137,devralmak,assumir,68
11731,kenya,quênia,36
13341,şair,poeta,18
7460,atıcı,atirador,59
12060,komik,quadrinho,18
8661,navlun,frete.,59
9712,sirk,circo,52
5229,hazar,cáspio,80
6786,lordlar,lords.,18
2540,hata,errar,83
11617,santimetre,cm,37
5998,eşit olarak,uniformemente,76
13491,potansiyel olarak,potencialmente,13
10384,çekil,retirar o,31
3101,onaltılık,hexadecimal,90
6771,fener,lanterna,68
9849,baharat,especiaria,50
2153,kontrolsüz,descontrolado,84
4837,buzdolabı,frigorífico,69
11862,başlık,cabeçalho,11
1674,aton,expiação,85
12254,dahili,interno,11
2315,balkon,sacada,86
10596,yarış atı,cavalo de corrida,34
2862,lezzet,sabores,53
8577,görünmez,invisível,57
7857,gevşekçe,frouxamente,35
3128,mh,máscara,90
9276,sıçrama,splash.,55
2575,militiya,miliciamen.,93
361,ayak izleri,passos,99
14106,seviyesi,nível,12
13365,portakal,laranja,18
13109,doğa,natureza,14
7376,değerlendiriciler,assessores,67
2650,kripto,crypto.,92
4124,hoşgörü,indulgência,72
4671,rahatsız,desconfortável,82
7912,lanet,leander.,64
2785,yeni market,novo mercado,91
2922,berilyum,berílio,91
13411,köprü,ponte,16
9233,biseksüel,bissexual,49
7741,konferans salonu,auditório,64
4298,en soğuk,mais frio,85
2814,dekarboksilaz,decarboxilase.,91
10219,çarpışma,choque,36
2146,soyunmamış,despedida,94
816,sunray,raio de sol,99
2518,öççilik,eufemismo,89
13546,sahil,costa,16
10627,ortaya çıkartmak,revelar,26
11806,aslan,leão,21
2734,narkotik,narcóticos,79
7409,bohem,boêmio,64
8982,moleküler,molecular,57
9381,komedyen,comediante,51
5318,incelenme,examinando,34
5967,argon,argônio,76
1314,yetersiz beslenme,desnutrição,97
8801,nikel,níquel,57
13594,sunmak,presente,12
13540,özellikle de,particularmente,16
9050,lizbon,lisboa,57
11771,tanınan,reconhecido,6
10404,gürültü  ses,ruído,46
2399,senkronize edilmiş,sincronizado,72
2764,doldrums,rodagem,91
14323,kalite,qualidade,10
2965,tazı,galgo,74
5944,ceset,cadáver,65
14215,etki,efeito,12
8012,söz yazarı,compositor,54
13113,plaj,praia,20
4975,teşhis,diagnóstico,82
462,zıt,contrastado,38
6333,metne,quociente,73
10956,horoz,índias,29
7296,balkanlar,balcãs,59
12103,dönüştürmek,conversão,21
8178,ihracat,exportar,43
13575,bob,prumo,16
8376,kendinden emin,confiante,38
9854,kahire,cairo,51
1668,şaşırtmak,fudzo,96
10831,şikayetler,reclamações,32
3187,süreklilik,continuum.,89
6459,pas  paslanma,ferrugem,70
5489,pençe,atacar,71
5536,çatlak,rachado,38
13476,dümdüz,direto,17
14139,karşılaştırıldığında,comparado,13
6425,nijeryalı,nigeriano,71
12641,hafifletmek,clarear,27
10676,muhafız,guardião,42
14079,haline gelmek,tornar-se,9
381,viceroy,vice-rei,98
8255,refah,bem-estar,62
9534,tekerlek,pneu,39
6303,jonah,joná.,74
8113,yakın dövüş,melee.,62
4301,brokoli,brócolis,85
2404,altlık,subcontinente,93
13071,seçmek,escolha,15
11062,sırpça,sérvio,41
12963,i̇yilik,johnny,23
11113,cezayir,argélia,41
6442,simya,alquimia,73
14315,haklar,direitos,9
6061,uzun süreli,prolongado,69
449,çizgi film,linesman.,100
6859,istihdam etmek,emprega,26
12625,monoton,seg,27
2657,karışmış,vacilou,81
9562,aylık maaş,salário,48
918,kabataslak,esboçado,98
13463,z,z.,17
8280,engellemek,bloqueio,59
5413,aşkın,transcendência,73
11482,devrimci,revolucionário,37
7274,sıtma,malária,68
1687,hazırlıksız,despreparado,96
9087,karşılık gelir,corresponde,31
7594,büyük baba,vô,65
8066,ortaya çıkan,seguiu-se,35
8265,iniş,landings.,13
6922,çiş,wee.,70
10985,döndürmek,rodar,35
4956,beygir gücü,cavalos de potência,82
489,kıpırdamak,empurrão,80
1278,istifleme,empilhamento,56
11592,portekizce,português,37
11097,kayalık,rochoso,34
11564,hayati,crucial,37
3783,kantonca,cantonês,87
4569,amidst,em meio a,84
7560,vaftiz babası,padrinho,65
11636,karşılaştırmak,comparar,13
9975,mekanizma,mecanismo,24
14178,avrupalı,europeu,12
8609,tapınak,santuário,56
9101,fişek,flanco,50
5784,gelgit,marés,38
5027,kehanet,profecia,74
4880,mahvolmuş,condenado,48
2014,cazip,tentador,70
12766,kartlar,cartões,16
7646,od,odio,65
12839,bahar,mola,22
1454,dağcı,alpinista,72
14245,ek olarak,adicional,7
4218,mümkün,factível,74
9074,dağınık,espalhado,51
8767,her gün,todo dia,59
9059,seçme,escolhendo,9
13439,askerler,soldados,15
14412,tüzük,regras,9
5720,modlar,modos,39
11084,madencilik,mineração,20
13554,takdir edilen,estimado,11
12413,mars,marte,14
4187,blackbird,passaro preto,85
7956,bükreş,bucareste,63
10766,beton,concreto,43
13958,aylar,meses,12
8641,profesyoneller,profissionais,20
14427,cevap,resposta,12
4529,buruşmak,burroughs.,84
4089,yapışkan,pegajoso,86
8442,olgunlaşmamış,imaturo,59
13762,gece,noite,13
1598,düşünürler,pensadores,88
7606,sivrisinek,mosquito,62
1793,selüloz,celulose,91
13518,alt kısım,inferior,16
13616,ziyaret,visita,13
3810,vapur,barco a vapor,86
13529,geniş,ampla,14
719,daha ince,mais fino,99
13534,fikir,opinião,12
11309,penguen,pinguim,29
12990,dans,dança,19
3069,temeller,fundamentos,38
8659,tesadüfen,incidentalmente,57
3177,öksürük,tosse,84
10133,sahtekar,fraude,48
5319,arılar,abelhas,39
10178,might,mick.,48
13794,ve,e,5
11674,korkmuş,com medo,36
7136,verimli,produziu,43
11201,ajanlar,agentes,26
8635,karakurbağası,sapo,59
13169,hakaret,difamatório,21
10261,partizan,partidário,41
5939,yedi kat,sete vezes,76
2526,haşiyik,hasidic.,90
13636,etiketli,tagged.,7
5414,yüzdürme,flutuabilidade,79
12701,memnun,alegre,27
12437,şema,esquema,28
12877,üst,superior,25
8900,bal,mel,58
8380,ilan edilmiş,proclamado,51
11610,litvanya,lituânia,37
10450,kaba,grosseiro,44
14264,gerekli,necessário,6
3819,meyhane,taberna,85
11414,yağma,ataque,30
11578,alkol,álcool,33
5625,boşaltmak,mown,63
14328,neden olmuş,liderado,12
647,dalkavuk,dalles.,99
9450,irtifa,altitude,51
6046,çar,czar,76
5582,bir gün,algum dia,78
13284,8.,8º,20
12293,suudi,saudita,31
14496,şişirme,inflação,50
1684,güneş lekesi,mancha solar,93
13163,nükleer,nuclear,21
11027,üyelik,filiação,41
13485,oy,voto,12
14141,vadesi dolmuş,devido,7
6043,taoculuk,taoísmo,76
8488,toprak kayması,landslide,48
1058,zalim,zelo,98
1027,sakin,plácido,98
14156,uluslararası,internacional,11
3859,hayatta kalmak,sobrevive,27
14022,polis,polícia,12
11399,büyüme,crescimento,38
3397,vogue,voga,88
8576,minnettar,grato,54
2583,nezaket,gentileza,16
3644,kar amacı gütmeyen,sem fins lucrativos.,88
9032,tekel,monopólio,55
487,abartı,exagero,65
4509,gevşek,lax.,80
13427,anlaşmazlık,disputa,11
12046,mevcudiyet,presença,33
12909,şiddet,violência,24
10248,hasım,hostil,37
4847,benzetme,símile,82
3156,rahiplik,sacerdócio,90
