ID,TURC,POLONAIS,INTERVAL
14093,gelecek,przyszły,9
10436,ikame edilmiş,podstawiony,25
6126,çelenk,girlanda,73
3657,yeniden başlama,wznowienie,87
11649,hak ediyor,zasługuje,27
12405,akçaağaç,klon,29
9924,arap,arabski,49
12165,madrid,madryt,31
4427,anlatmak,opowiadać,66
8529,aslat,łupkarz,59
2319,sallanma,kołysać,83
10527,derhal,natychmiast,45
8436,yetenekleri,umiejętności,26
6560,yırttı,roztocz,72
11683,tercih etmek,woleć,11
8676,şarta bağlı,kontyngent,44
3872,ismini veren,ekliminacja,86
12625,monoton,mon.,26
13406,vadi,dolina,17
7750,çekmek,zaciąg,49
7881,yeterlik,kwalifikacje,25
13350,hız,prędkość,17
12753,pencereler,windows.,13
2909,büfe,kredens,90
8212,let,leaf.,62
11228,oturma,posiedzenie,28
11672,hidrojen,wodór,35
918,kabataslak,szkicowy,98
9235,aurora,zorza polarna,54
1647,simetrik,symetryczny,85
10515,dinlenme tesisi,ośrodek wczasowy,39
6508,rowan,jarzębina,72
12693,fare,mysz,26
2004,yazı tipleri,czcionki,39
12222,daha eski,starszy,31
11793,bildirmek,notyfikować,30
734,tatmin edici olmayan,niedostateczny,99
13045,disko,dyskoteka,22
5985,northbound,kierujący się na północ,75
13994,günler,dni,7
1992,güslü,porywisty,94
7252,kıyafet,strój,59
13526,hizmetler,usługi,9
9631,chapman,domokrążca,52
6425,nijeryalı,nigeryjczyk,70
5185,eylemsizlik,bezwładność,80
13039,yaklaşık olarak,około,20
5784,gelgit,płyty,38
12326,sıralama,zaszeregowanie,9
3692,transkripsiyon,transkrypcja,58
8819,kazmak,kopać,49
6437,zanaatkâr,rzemieślnik,73
1196,dama,damme.,98
1009,pratik olmayan,niepraktyczny,97
6455,stafilokok,staphylococcus.,73
9864,sigurmak,sig.,50
14487,kasım,listopad,6
100,kambur,garbus,100
3381,minyatürler,miniatury.,64
11397,çıkarım,wywnioskować,35
13870,en,bardzo,9
13854,dışarı,na zewnątrz,6
2845,chou,rozetka,90
625,milletvekilleri,lawmakers.,96
7265,iflas,bankructwo,66
7468,pos,posprzedaż,48
1418,nadirlik,rzadziej,82
5106,inanılmaz,nie do wiary,74
9775,sertifikalı,atestowany,48
10391,atlama,skoki,9
3155,önlemler,środki ostrożności,75
498,çeviklik,zwinność,85
2693,intertropik olarak,intertropijny,91
10737,ağrı,ból,35
3588,gradyan,gradient,81
12027,buhar,parowy,32
8448,kriptik,tajny,60
5463,kumdan tepe,wydma,69
10326,en yakın,najbliższy,46
7211,seyahat etmek,podróżować,20
8339,zulüm,prześladowanie,55
11901,inç,cal,24
11830,başlıklı,pod tytulem,10
7022,orkestra şefi,konduktor,66
6741,merdiven,schody,67
8422,beklenmedik,niespodziewany,60
11693,on dördüncü,czternasty,36
1986,açıklanmamış,niedodowłosa,94
6754,en kısa,najkrótszy,70
13772,yeşil,zielony,13
10486,ameliyat,chirurgia,44
12877,üst,górny,24
2873,dırcı,durst.,90
5885,askıya almak,zawieszać,26
1244,acayip,freaking.,33
2760,önlük,śliniaczek,89
12749,öğleden sonra,po południu,25
8225,gürlemek,huk,58
1551,sürtmek,engulować,93
2511,pis,nawożony,92
5430,kek,muffinka,77
1299,açıklamalı,adnotacyjny,86
7165,alışılmış,zwyczajowy,68
956,söndürmek,gasić,64
7645,diriliş,zmartwychwstanie,56
2447,yanlışlıkla,przypadkowo,24
12702,yeniden yazmak,przepisać,21
9146,son tarih,termin ostateczny,54
4121,döşeli,wybrukowany,64
12918,hedef,cel,17
1729,sosyolojik,socjologiczny,47
9027,çamur,błoto,56
4326,bunun üzerine,skutkiem tego,84
4805,kınamak,potępiać,38
7058,yen,jen,69
1572,krater,kraterowanie,51
3682,ateş taşı,ognisty kamień,87
6956,sandman,piaskowy człowiek,69
6689,kılık değiştirmek,przebranie,51
12818,kuzeydoğu,północny wschód,24
5779,sollamak,wyprzedzać,57
10619,girişim,przedsiębiorstwo,39
1032,vadiantly,dzielnie,98
4640,arıtma,oczyszczenie,83
4533,titiz,rygorystyczny,70
5701,mecburi,apr,64
13841,diğer,inny,5
2400,yürütücü,wykonawca,90
7738,doğrulanmamış,niesprawdzony,50
8637,zervet,genghis.,59
5764,nixie,rusałka,76
1755,gerçeküstü,surrealistyczne,68
11867,ilaç,medycyna,33
7431,doiz,dee.,64
7862,beğenmemek,nie lubić,57
5515,reklâm,ogłoszenie,64
13658,gözükmek,wydać się,10
10045,sözcü,rzecznik,48
1267,biriktirmek,gromadzić,49
6419,doruk,punkt kulminacyjny,70
13429,dokuz,dziewięć,17
13645,yarışma,konkurencja,12
10963,damga,znaczek,35
10088,firetrap,ognista pułapka,48
958,çölyak,celiakiczny,98
13534,fikir,opinia,12
7955,çukur yapmak,deux.,63
2501,çok fazla,zajeździć,92
861,redected,redagowany,94
6365,mersin,mirt,73
10123,boynuz,klakson,38
3535,düdük,ziemianka,87
12781,oturum  toplantı  celse,sesja,21
8785,göç,migracja,49
14429,fiyatlı,ceniony,22
3229,sırtlan,hiena,89
7816,yeniden kontrol etmek,sprawdź,63
13277,geçmek,krzyż,13
5025,katalanca,kataloński,81
295,coşku,sedno sprawy,100
9253,koşu yolu,pas startowy,51
10346,yeşil ev,szklarnia,46
13828,hakkında,o,5
2433,turba,torf,93
1286,merkezci,centrysta.,95
14428,destekler,wsparcie,10
3908,ateş gücü,siła ognia,86
3206,süslemek,niepewność,35
10940,kret,herb,39
5423,emtia,towar,65
11963,rakipler,przeciwnicy.,26
7615,gülmek,uśmiechy,33
518,yutulmuş,połknięty,65
14073,olası,możliwy,8
10958,kalıntılar,remnants.,35
7831,platypus,dziobak,63
11723,balina,wieloryb,31
10768,tohumlar,posiew,16
9987,marka,znak towarowy,46
4592,canı yanmak,boli,38
14374,aralık,grudzień,6
11124,izlenim,wrażenie,25
11783,temsil etmek,reprezentuje,7
13938,hisse senetleri,akcje,6
8970,convoy,konwój,51
5936,açılmamış,uncoopyrighted.,76
13731,uzay,przestrzeń,13
12871,defetmek,def.,24
12134,mağdurlar,ofiary,27
12157,açıklık,luka,30
3871,korkunç bir şekilde,potwornie,53
5330,hatırlar,pamiętniki,70
9728,çalışan,pracownik,24
9094,aramak,wybierz,50
2877,esprili,dowcipny,90
5366,dışa dönük,towarzyski,79
11555,maxim,maksyma,35
6059,pasaklı,pascual.,75
12856,ajans,agencja,19
2892,çırpılmış,bitowany,59
14128,mart,marsz,6
7491,güvenlik duvarı,firewall.,66
11560,giymek,nosić,26
10181,açlık,głód,47
1199,güveç,gulasz,90
13301,baskı yapmak,ciśnienie,18
13241,tamam,ok,19
14387,kısa,krótki,11
6167,brik,bryg,74
4600,kilometre sayacı,drogomierz,83
8536,steller,gwiezdny,60
12272,papa,papież,30
11247,mızrak,włóczniki,35
13005,ilaç vermek,lek,20
13692,koşma,działanie,8
11316,omuz,ramię,35
11562,en düşük,najniższy,37
4284,shank,stilcznia,84
2316,aksiyomlar,aksjomaty,77
7060,boru hattı,rurociąg,65
14018,akım,aktualny,8
10605,iddiaya göre,rzekomo,44
10993,vaftizci,baptysta,40
14379,taraf,strona,12
12069,çekiç,młot,31
9782,bekliyor,aż do,50
6576,daü,emu,69
1503,cornish,kornwalijski,96
1289,ortodoksif,prawowierność,96
12406,şişman,tłuszcz,28
6084,doğramak,haszysz,69
1768,doğuya doğru,na wschód.,55
11245,kızarmış ekmek,toast,38
12732,havuz,basen,24
2574,maaş bordrosu,lista płac,90
7335,yaşlı,w podeszłym wieku,67
12538,harcanan,zużyty,27
2132,nerede,miejsce pobytu,94
7503,zambak,lilia,64
13541,sovyet,radziecki,15
12739,duymak,słyszeć,21
8246,korkak,odjechany,61
5926,gönüllü olarak,dobrowolnie,76
9008,uzatma,rozsuwalny,21
12704,senatörler,senatorowie.,16
5234,votka,wódka,79
1875,dimetil,etan,94
2720,yangın,zapalający,88
275,i̇ber,iberyjski,99
5893,havalandırmak,kratka wentylacyjna,65
4516,misif etmek,misfits.,82
13512,taç,korona,16
5941,tortul,osadowy,76
8561,sadık,wierny,59
12734,commonwealth,wspólnota,25
2210,uyku,spać,93
1624,bronşit,zapalenie oskrzeli,96
12922,kanıt,dowód,22
5478,güneybound,południowa granica,78
4065,peroksit,nadtlenek,84
3308,downer,nowatorski,81
5041,mizaç,temperament,74
14383,teklif,wniosek,11
14084,taşınmak,przenosić,9
7863,sosis,kiełbasa,60
3168,özyineleme,rekurencyjny,83
9376,uçurtma,latawiec,53
841,buggy,powozik,98
12009,röportaj yapmak,wywiad,26
4641,ekonomistler,ekonomiści.,59
6613,samimi,sobole,71
4333,çözülmemiş,niezdecydowany,84
13436,referans verilmiş,odniesienia,16
11326,yanan,palenie,23
4520,sana,ciebie,83
7229,kinetik,kinetyczny,62
4077,bünye,bering,83
2011,hayal kırıklığına uğratmak,zawieść,35
14302,işlev,funkcjonować,24
11745,pamuk,bawełna,35
9585,feat,wyczyn,50
7272,ağlayan,płacz,37
7987,verbatim,dosłownie,62
13461,daha kısa,krótszy.,17
4941,çamaşır,pranie,81
5100,eklemli,przegubowy,68
11251,cüce,krasnolud,38
7071,ciddiyet,zadatek,68
5109,belirtilmemiş,nieokreślony,80
12461,üniforma,mundur,24
2769,eklemek,addis.,91
14348,alıcı,nabierający,5
5027,kehanet,proroctwo,73
5256,imparatoriçe,cesarzowa,79
69,din adamları,kleisty,72
39,hata yapmak,odpluskwić,91
14044,oranlar,stawki,8
1789,servikal,szyjny,95
9905,agresif,agresywny,38
9943,tekerlekli kimse,kołodziej,48
12194,markalaşma,branding.,20
11661,unuttun,zapomniał,36
6954,inceleme,obserwacja,69
9921,yenilemek,odświeżać,45
8617,müftü,mufty,59
2556,diyatom,okrzemka,88
13896,altında,pod ,7
4630,yanardönerlik,opalizowanie,81
14391,eylül,wrzesień,6
1016,başını sallamak,ukłon,91
7345,dayanışma,solidarność,67
9418,kaymak,poślizg,39
4422,aciz,niezdolny,83
6055,barrow,kurhan,74
5061,ousted,obalony,69
5000,çokgen,wielokąt,72
3605,gösterge paneli,deska rozdzielcza,86
4635,kirletmek,crick.,83
2306,süpürge,miotła,91
14400,çabalar,starania,7
6498,hazel,leszczyna,72
14104,tutulmuş,trzymany,9
12801,derin,głęboko,25
4706,silâhsız,bezbronny,82
10129,gerçekleştirilmiş,realizowany,27
2514,iota,odrobina,92
10274,şapel,kaplica,46
9013,çekilmek,rezygnować,29
13986,ortak,współ,16
2846,goofy,głupkowaty,90
2944,akın etmek,trzoda,78
198,yolculuklar,voyageurs.,98
10151,durgunluk,recesja,43
14026,binaen,według,11
11797,yeraltı,pod ziemią,35
4029,milt,śledziona,86
9562,aylık maaş,pensja,47
12568,çevrim,cykl,21
1540,su kültürü,akwakultura.,96
5671,syli,syd.,77
5882,sıkıştırılmış,sprężony,49
2943,metres,kochanka,88
12402,çekim,strzelanie,23
681,bode,wróżyć,92
6936,tutarsızlık,niezgodność,43
2638,okçular,łucznicy.,62
7163,simyacı,alchemik,67
7362,tavan,sufit,64
5971,veda,pożegnanie,74
1855,dorian,dorycki,95
2081,acımasızca,gorzko,94
8648,güvenilir,zaufany,28
2640,malt,słód,89
10975,saçmalık,bzdury,40
11993,geçersiz,nieważny,32
5603,kruvazör,krążownik,73
5280,üst taraf,do góry nogami,79
12988,kontrol listesi,lista kontrolna,22
8001,karartmak,pertraktować z nieprzyjacielem,62
10118,ha,huh.,48
26,lösin,leucine.,100
1579,öfkeli,rozwścieczony,90
9459,brook,potok,34
14277,pazarlama,marketing,15
11209,kayak,narty,31
13992,temelli,na podstawie,10
10748,kablosuz,bezprzewodowy,43
13884,üç,trzy,8
12685,havadan,samolotowy,26
3877,kayma,szybownictwo,76
8055,homoseksüel,redlica,62
3738,balıkçılar,rybaków,87
3264,peptit,peptyd,87
3728,döşemek,umeblować,64
4289,örtük,domniemany,84
12098,tutucu,konserwatywny,25
5276,bak,uważaj,79
9347,sürgün,wygnanie,46
880,halojenür,halogenek,96
13804,olmuş,był,5
4926,pang,ostry ból,81
14375,yetenek,umiejętność,26
2869,akifer,warstwa wodonośna,89
56,kuluçka,zmora,100
8028,fag,papieros,56
11153,tanıma,uznanie,39
13925,sırasında,chwila,7
12360,kar,śnieg,29
7393,tasvir etmek,przedstawiać,40
6612,traktör,ciągnik,67
7416,reddet,odrzucać,31
9560,hotspur,raptus,52
9333,kalici,cierpliwy,34
13786,öte yandan,inaczej,13
5903,avian,ptasia,76
13142,karanlık,ciemny,19
10323,gor,przelew krwi,45
5388,gayret etmek,dążyć,71
12376,şövalye,rycerz,24
2507,emülsiyon,emulsja,91
12481,bardak,szkło,26
2795,böğürtlen,jeżyna,91
14203,işleme,przetwarzanie,12
14261,serbest bırakmak,uwolnienie,10
11526,mesele,afera,25
8759,forvet,strajkowicz,46
13169,hakaret,oszczerczy,20
3848,yetki alanları,jurysdykcje,55
3621,yeraltı suyu,woda gruntowa,88
1962,richer,bogatszy,94
10354,mezunlar,absolwenci.,46
10401,oyuncak,zabawka,40
10725,yüksek sesle,głośny,43
14163,araştırma,badania,12
14360,ocak,styczeń,6
5049,tüfler,tufts.,78
13091,rd,r & d,21
3431,şahin göz,sokole oko,88
11278,ped,pr.,38
10139,sıradan,zwyczajny,47
12714,esas,podstawa,26
3512,fermantasyon,fermentacja,83
10189,mevzuat,ustawodawstwo,28
1121,az miktarda,oszczędnie,98
7388,memleket,miasto rodzinne,66
6036,mücevher,klejnot,63
7777,azorlar,azory,64
618,kazançlı,lukratywny,99
3213,dolgu,podsadzkarz,85
13792,ile ilgili,z,5
10303,yaprak,liść,27
12971,gezegen,planeta,20
8922,yehova,jehowa,57
8849,parıldamak,iskrzący,57
6340,yenilik,nowość,70
8368,yourluklar,hallows.,59
14295,takip etme,następny,6
6905,lehçe,dialekt,53
11904,onikinci,dwunasty,34
13378,vermek,dający,9
494,gece vakti,nocna pora,99
13156,başkanlık,prezydencki,20
7141,patika,pierożek,66
5712,faul yapmak,zanieczyszczony,39
1442,trident,trójząb,93
12010,reçel,dżem,30
13412,frenk,szczery,17
13191,cümle,wyrok,15
9373,böcek,błąd,39
13273,paris,paryż,19
10161,yarasa adam,ordynans,47
1793,selüloz,celuloza,90
14317,dahil olmuş,zaangażowany,10
3298,yaşasın,yay.,88
3288,kurtarma,odzysk,69
8121,temsilci,delegat,30
10577,kamera görüntüsü,materiał filmowy,44
4126,tarif,przepis,76
7497,gönüllü,dobrowolny,66
8332,intihal,plagiat,57
10861,cox,sternik,42
14420,adlandırılmış,o imieniu,7
10700,kırpılmış,przycięty,30
11024,kıyı,przybrzeżny,41
13495,dinlenmek,odpoczynek,16
13134,palyaço,błazen,20
8247,ceviz,orzech,48
2257,ekose,pled,93
3806,ferral,ferrer,87
2490,dilenci,wyniki dla  ,92
7286,mahkumiyet,przekonanie,36
14078,siyasi,polityczny,12
1083,reins,lejce,77
2487,bedensel,cieleśnie,92
4196,nöron,neuron.,74
2867,denize,za burtę,90
11002,üflemek,cios,34
9117,seksi,seksowny,55
2826,thrice,trzykrotnie,90
8872,superstar,super gwiazda,57
7359,boşta,bezczynny,64
4684,stoklamak,palisada,78
8940,aşağı göster,odkrycie kart,56
13330,mantar,grzyb,18
11408,danışma,doradczy,31
13329,alanlar,obszary,11
8882,vites kutusu,skrzynia biegów,56
14226,özgür,bezpłatny,6
4498,hipertansiyon,nadciśnienie,83
9017,çivi,gwóźdź,34
7184,yenilmezler,mściciele,45
14189,anahtar,klucz,13
1229,bakter,kwoka,96
2269,velcro,rzep,93
4732,duyarlılık,wrażliwość,43
9231,cinsiyet,płeć,54
166,çevre yolu,beltway.,100
2399,senkronize edilmiş,zsynchronizowany,71
4279,spot,reflektor,83
11314,her kim,ktokolwiek,38
1547,alem,orgia,94
12483,lütuf,wdzięk,28
9408,açık deniz,offshore.,53
5735,viral,wirusowy,77
5879,vitrin,gablota,60
7525,kırıcı,przerywacz,54
5259,amansız,nieustępliwy,79
12170,yo,siema,31
887,eksiklikler,deficyty,36
10537,ikinci olarak,po drugie,44
12839,bahar,wiosna,21
9396,çit,ogrodzenie,43
13275,birleşmiş,powiązany,12
3135,cerrahi,chirurgiczny,88
2561,saraycı,stockman.,92
11973,nank,nancy.,33
14094,en iyi,to  co najlepsze,9
6672,üstünlük,zwierzchnictwo,71
1423,tirozin,tyrozyna,96
12240,bölünmüş,podzielony,26
6538,kibirli,arogancki,63
5218,travail,bóle porodowe,79
3367,puf,ptyś,75
2280,fullshot,postrzałowy,88
1913,torched,płakowany,37
11585,sıcaklık,temperatura,29
10228,rahat,wygodna,34
9577,ülke çapında,ogólnonarodowy,52
13072,dalga,fala,18
11175,çete,tłum,38
5629,şii,shiite.,78
11221,kurucu,założyciel,37
14063,departman,dział,10
10589,don,mróz,43
7481,usher,bileter,62
12303,evren,wszechświat,8
13871,kullanmak,używać,5
11329,on yedinci,siedemnasty,38
1553,cılız,cree.,96
13637,mahkeme,sąd,14
13120,gerçek,rzeczywisty,12
10373,swat,pacnięcie,46
9286,etkileşimli,interaktywny,33
5421,şecbilik,schizma,78
244,yenilebilir,jadalny,98
12452,yayılmış,rozprzestrzeniać się,26
7643,vaha,oaza,65
12943,kimin,którego,23
13015,büyük ölçüde,wysoko,22
294,meyve vermeyen,bezowocny,100
11579,sonik,dźwiękowy,35
13310,konsey,rada,18
12842,roger,zrozumiałem,19
4355,mantıksal olarak,logicznie,29
5787,kilit taşı,zwornik,76
1406,gecikmiş,spóźniony,96
13639,maalesef,niestety,14
4234,tüvit,tweed,84
9262,güreşçi,zapaśnik,47
1481,antivirüs,antywirus,96
1272,tweaked,taseed.,70
9125,ahşap,z drewna,55
4286,paganizm,pogaństwo,69
3569,kişileştirme,uosobienie,88
3879,daredevil,śmiałek,83
4388,köpük,piana,81
10982,onayladı,potwierdzony,33
5678,oyun alanı,plac zabaw,76
12348,el ilanı,ulotki,28
6801,çiğneme,żucie,44
2883,brim,rondo,76
5178,durmaksızın,bez końca,80
14407,beklemek,oczekiwać,12
14346,reklam,handlowy,10
14503,dağıtım,dystrybucja,23
2865,angelica,dzięgiel,90
8985,detaylandırmak,wyszukany,48
1353,örgü örmek,robienie na drutach,84
2591,belgeseller,filmy dokumentalne,37
6958,maddi olmayan,nieuchwytny,69
14418,gösterişli,pokazane,8
2233,golfçüler,golfiści.,74
9154,baton,pałeczka,52
9277,yaratılış,geneza,54
1905,kuyumcu,złotnik,88
12517,işten çıkarmak,zwolniony z pracy,12
4223,gölgeli,zacieniony,50
9499,bok  kaka,kupa,50
1871,akıcı,biegły,94
8235,kılıç,szabla,34
12705,kimse,nikt,26
13307,yazmak,napisał,19
3920,aşınma,korozja,83
13681,gönderilmiş,wysłano,14
8129,fiat,placet,62
11270,ilerici,progresywny,20
10148,şempanze,szympans,47
5856,bitmek,polanka,75
11402,puansız,bez racji,38
12341,hafıza,pamięć,16
10823,odaklanmış,skupiony,34
11951,nüfus sayımı,spis ludności,33
13811,sahip olmak,ma,5
13358,kış mevsimi,zima,18
10956,horoz,indies.,28
12558,gereksiz,niepotrzebny,27
7639,teminat,zabezpieczenie,64
7241,dunk,maczać,63
2931,en uzak,najdalej,90
10382,alın yazısı,przeznaczenie,45
8933,takım arkadaşları,koledzy z drużyny,34
13019,beyan,zdeklarowany,16
8980,seksen,osiemdziesiąt,53
13793,ile,do,5
3320,sevkiyat,przesyłki,69
7770,pişmanlık,żal,26
11694,taşıyıcı,nośnik,33
8647,kabuklu,skorupiak,58
9310,merkez merkezli,z siedzibą,20
2982,gıda,kołowacizna,90
4490,radyum,rad,83
14122,içerir,obejmuje,7
13404,bir arada,razem,17
2899,devredilen,rozbrojenie,62
11599,akran,rówieśnik,34
10901,numara yapmak,podróbka,38
5661,okçuluk,łucznictwo,77
5685,tycoon,potentat,76
13812,bi̇r,jakiś,5
9483,kurtlar,wilki,53
11977,tamamlanmamış,niekompletny,32
11358,herkes,wszyscy,38
665,borçlu,zawdzięczni.,53
6431,deneme,eseje,40
909,su samuru,ottery,47
5482,kundakçılık,podpalenie,77
10062,diskalifiye edilmiş,zdyskwalifikowany,46
3441,sıra dışı,oryginalny,88
12289,saray,pałac,30
10977,kaba,surowy,38
6342,snoop,podejrzeć,71
11759,piskopos,biskup,34
1285,indüklemek,spowodować,55
2492,hain,zdrajca,79
5065,cad,cham,81
10381,kartuş,nabój,41
13725,düzenli,regularny,13
10141,aktivistler,aktywistów,39
9075,aktif olmayan,nieaktywny,52
12223,daha yakın,bliższy,31
7106,at nalı,podkowa,66
10279,plaza,plac,46
2684,lacivert,ultramaryna,91
10505,yonga,żeton,34
9168,taht,tron,54
14218,bilgisayar,komputer,7
13214,i̇rlandalı,irlandczyk,20
8438,ortaya çıkma,ekspozycja,59
9672,çözmek,rozwiązywać,35
13881,kullanılmış,używany,5
14035,yağ,olej,19
10172,papağan,papuga,46
14046,biraz,mały,12
12579,kurgu,fikcja,21
155,el arabası,taczka,100
572,sürüngen,gad,99
9746,çaresiz,zdesperowany,41
7721,kıyamet,apokalipsa,64
11751,hacim,tom,32
12880,aslında,rzeczywiście,24
8419,turp,rzepa,60
4036,lensler,soczewki,85
9685,mücadele etme,zmagający się,26
6251,siyanür,cyjanek,73
2360,bracken,orlica,91
2345,bir yere,jakieś miejsce,93
5684,demirsiz,pustelnica,77
10757,ölçmek,miernik,41
4942,memnuniyetle,ochoczo,81
14183,parti,impreza,11
6803,polman,otręby,70
6788,çamurluk,błotnik,67
6564,yoğun,gęsty,63
7949,rand,skraj,62
10200,duvar yazısı,graffiti.,47
12768,flemenkçe,holenderski,25
3742,moğolca,mongolski,86
11543,gökkuşağı,tęcza,36
5287,vegancılık,weganizm,54
12310,çocuk büyütmek,wzrastać,24
12001,paralı,płatny,33
13207,çoğunluk,większość,9
14159,çalışma,pracujący,5
5757,vidalama,wkręcać,42
4244,iş yeri,miejsce pracy,85
8463,afyon,opium,60
9372,i̇lk önce,po pierwsze,53
1031,froth,spienić,95
890,semantik,semantyczny,74
12884,sıfır,zero,23
9200,zevk,przyjemność,54
8423,pseudo,rzekomy,60
8000,barışçı,pokojowy,62
8500,edepsiz,paskudny,59
7208,etkilemek,ma wpływ,11
13002,franchise,franczyzowa,21
11642,adımlamak,tempo,34
9811,masal,opowieści,35
8574,çakmak,zapalniczka,58
5601,ritman,ritter.,78
11784,davranış,zachowanie,34
7175,cins,rodzaj,67
13886,anc,inc,22
2204,yakınsak,zbieżny,52
11328,mor,purpurowy,38
12923,dahası,ponadto,23
2516,innuendo,insynuacja,88
3690,korkutucu,zniechęcające,87
3990,el koydu,skonfiskowany,75
6598,tammetik,tammy.,71
12757,jerry,nocnik,25
14280,söz,powiedzenie,9
6933,leipzig,lipsk,69
12375,öncelikli olarak,głównie,29
9273,orgestasyon,wylesianie,54
2830,cazibe,pokusy,68
2526,haşiyik,chasydzki,89
1434,uyanmak,obudzony,94
9637,nefes kesici,zamaszysty,32
4722,arkaik,archaiczny,82
8123,balta,topór,56
12874,güreş,zapasy,23
3012,kısmet,okolice miasta,72
12663,çömlekçi,garncarz,26
13189,kimyasal,chemiczny,19
12771,hayvan,zwierzę,15
10194,alt bölüm,poddział,45
13917,başkan,prezydent,12
7592,açıkça,widocznie,12
11698,iptal edildi,odwołany,27
13155,hücre,komórka,19
11758,ısınma,ogrzewanie,27
3715,bulaşık makinesi,zmywarka,84
9825,mp,poseł,50
1028,telli,telec.,98
7243,kayropraktik,chiropraktyczny,67
9186,çorba,zupa,54
5542,biyokimya,biochemia,78
2211,otomat,vending.,92
11925,şarj edilmiş,naładowany,17
11305,volkan,wulkan,37
11831,temel olarak,zasadniczo,18
1351,bağnazlık,bigoteria,97
1732,kraliyet,tantiemy,70
10855,düz,gładki,41
11197,taktikler,taktyka,22
10805,karşıt,przeciwnik,20
5804,doğum yeri,miejsce urodzenia,76
14170,kabul edilmiş,otrzymane,6
1740,fakir,biedniejszy,95
10837,spektrum,widmo,42
3896,dokuma,tkactwo,78
7489,vurgulayan,podkreślony,50
10915,gi,żołnierz amerykański,41
10859,kolej,kolegialny,42
1721,karakterize,scharakteryzowany,83
1234,aktarmak,wykonywać,20
2064,kıpır,koptyjski,94
4658,kaçınılmaz olarak,nieuchronnie.,55
6928,kaiser,kajzer,69
7709,hidrolik,hydrauliczny,59
12719,tekrarlayan,powtarzający się,25
3695,uykuda,uśpiony,87
13095,özgürlük,wolność,21
5649,honk,trąbić,76
14002,katmak,włączać,7
4958,cephe,fasada,79
14097,toplantı,spotkanie,11
13177,anket,głosowanie,17
12865,iddia etmek,zapewniać,18
1177,nco,podoficer,98
14162,diğerleri,inni,5
8473,netlik,przejrzystość,60
5805,yönlendirilmiş,skierowany,63
7064,erime,topienie,56
3750,kombinezon,spódnica,81
5224,sele,siodło,75
5874,proteinler,białka,34
13026,yanlışlıklar,nieścisłości,21
4610,öğrendi,nauczyli,83
8938,kapak,właz,54
370,tüylü,ckularny,100
13001,katliam,masakra,21
14378,birimler,jednostki,7
829,ustalık,mistrzostwo,99
607,senaryo yazarı,scenarzysta.,99
6944,kaldırılmış,zniesiony,62
2820,ufuklar,horyzonty,57
661,arayanlar,dzwoniący,68
4715,hamstring,ścięgno udowe,82
6276,iyice,należycie,74
12927,alma,otrzymujący,6
5169,tanınabilir,rozpoznawalny,78
1278,istifleme,układanie,55
12840,kumral,kasztanowy,24
4131,peynirli,serowy,85
1821,marsupal,torbacz,95
6480,kardiyak,sercowy,72
8196,finanse edilen,sfinansowany,26
4901,süper bilgisayar,superkomputer,80
11703,kolon,kolumna,31
10426,berry,jagoda,44
9497,genişbant,szerokopasmowy,53
10262,ara,okres przejściowy,47
13573,sıklıkla,często,15
7442,yarışmacı,tor wyścigowy,66
8329,gücenmiş,obrażony,29
5836,ispinoz,zięba,72
8026,hidroelektrik,hydroelektryczność,59
12383,bakım,konserwacja,29
8503,vatandaşlık,obywatelstwo,60
10363,ikili,dwójkowy,45
7065,sentetik,syntetyczny,67
13816,onun,jego,5
303,scion,potomek,98
9744,monsieur,lord,50
8733,bowman,łucznik,58
13857,sonrasında,po,6
8370,hücresel,komórkowy,61
7205,sanitasyon,urządzenia sanitarne,64
12689,genişleme,ekspansja,25
2739,daft,stuknięty,91
14341,merkezi,centralny,12
5880,hidrokarbon,węglowodór,71
4743,refrase,omow wszystko jeszcze raz,63
1112,eğitmenler,instruktorzy,69
14464,dosyalanmış,wniesiony,6
8059,salatalık,ogórek,62
12965,kuyruklu yıldız,kometa,22
14116,haziran,czerwiec,6
7446,bebeğim,babbage.,66
7790,oyuncak bebek,lalka,46
9603,beslenme,odżywianie,49
6798,zatürre,zapalenie płuc,70
7386,asetat,octan,58
10816,yarımküre,półkula,42
6647,bilişsel,kognitywny,65
10248,hasım,wrogi,36
190,denetlemek,nadzorowanie,75
4046,adaletsizlik,niesprawiedliwość,81
11987,karayolu,autostrada,29
4144,en geniş,najszerszy,85
9597,çalmak,kradnie,36
9827,bağlantılar,znajomości,13
10787,ortaçağa ait,średniowieczny,43
2357,jakçı,jak.,93
4915,savaş sonrası,powojenny,81
11460,kırk,czterdzieści,36
10593,radikal,rodnik,38
2098,siyah su,czarna woda,94
14238,şeyler,rzeczy,9
7011,eşik,próg,68
12815,cumhuriyetçi,republikański,22
2205,yeniden okumak,ponieść,89
1424,kıtlar,śpiewy,54
13842,yıl,rok,7
12953,geçersiz kılmak,nadpisanie,23
6195,kaniş,pudel,73
6490,tavuskuşu,paw,71
3144,çapa,motyka,88
12140,bira,piwo,31
6952,çözünme,rozpuszczenie,68
4863,jock,dżokiej,80
9936,daha geniş,szerszy,49
6306,imha,eksterminacja,65
6376,evert,wynicować,73
13726,i̇srail,izrael,14
9178,yelkenli,popłynął,34
12908,yara izi,blizna,23
3014,yüceltmek,patrice.,90
7419,başarılar,osiągnięcia,35
